date_time,Cyprus_maxtempC,Cyprus_mintempC,Cyprus_totalSnow_cm,Cyprus_sunHour,Cyprus_uvIndex,Cyprus_moon_illumination,Cyprus_moonrise,Cyprus_moonset,Cyprus_sunrise,Cyprus_sunset,Cyprus_DewPointC,Cyprus_FeelsLikeC,Cyprus_HeatIndexC,Cyprus_WindChillC,Cyprus_WindGustKmph,Cyprus_cloudcover,Cyprus_humidity,Cyprus_precipMM,Cyprus_pressure,Cyprus_tempC,Cyprus_visibility,Cyprus_winddirDegree,Cyprus_windspeedKmph,Cyprus_location
2020-06-24,28,19,0.0,14.5,7,22,07:25 AM,09:55 PM,04:33 AM,07:05 PM,15,24,24,24,28,0,62,0.0,1013,28,10,284,20,Cyprus
2020-06-25,31,20,0.0,14.5,7,29,08:31 AM,10:35 PM,04:33 AM,07:05 PM,16,27,27,26,18,0,57,0.0,1011,31,10,263,11,Cyprus
2020-06-26,33,22,0.0,14.5,7,37,09:39 AM,11:11 PM,04:34 AM,07:05 PM,15,29,29,28,23,1,49,0.0,1008,33,10,297,14,Cyprus
2020-06-27,35,24,0.0,14.5,8,44,10:45 AM,11:45 PM,04:34 AM,07:05 PM,13,29,29,29,27,1,41,0.0,1006,35,10,304,16,Cyprus
2020-06-28,34,24,0.0,14.5,8,52,11:53 AM,No moonset,04:34 AM,07:05 PM,14,30,30,29,26,1,43,0.0,1006,34,10,254,15,Cyprus
2020-06-29,34,24,0.0,14.5,8,59,01:00 PM,12:16 AM,04:35 AM,07:05 PM,16,30,30,29,24,1,50,0.0,1004,34,10,300,14,Cyprus
2020-06-30,33,23,0.0,14.5,8,67,02:08 PM,12:49 AM,04:35 AM,07:05 PM,15,29,29,28,19,4,47,0.0,1003,33,10,304,12,Cyprus
2020-07-01,35,24,0.0,14.5,8,72,03:17 PM,01:25 AM,04:36 AM,07:05 PM,11,30,30,30,23,1,37,0.0,1004,35,10,153,15,Cyprus
2020-07-02,35,23,0.0,14.5,8,79,04:26 PM,02:03 AM,04:36 AM,07:05 PM,14,31,31,30,15,0,42,0.0,1004,35,10,216,9,Cyprus
2020-07-03,35,24,0.0,14.5,8,86,05:34 PM,02:47 AM,04:37 AM,07:05 PM,12,31,31,30,12,0,36,0.0,1004,35,10,213,7,Cyprus
2020-07-04,35,24,0.0,14.5,8,94,06:37 PM,03:37 AM,04:37 AM,07:05 PM,12,30,30,30,18,0,37,0.0,1005,35,10,289,11,Cyprus
2020-07-05,36,24,0.0,14.5,8,100,07:35 PM,04:32 AM,04:38 AM,07:05 PM,16,32,32,31,16,0,44,0.0,1002,36,10,232,9,Cyprus
2020-07-06,36,24,0.0,14.5,8,100,08:23 PM,05:33 AM,04:38 AM,07:04 PM,18,32,32,30,17,0,53,0.0,1000,36,10,223,9,Cyprus
2020-07-07,32,23,0.0,14.5,7,85,09:06 PM,06:34 AM,04:39 AM,07:04 PM,19,30,30,28,28,0,62,0.0,1002,32,10,287,19,Cyprus
2020-07-08,31,21,0.0,14.5,7,77,09:42 PM,07:36 AM,04:39 AM,07:04 PM,18,27,27,26,18,3,67,0.0,1006,31,10,278,12,Cyprus
2020-07-09,32,21,0.0,14.5,7,70,10:13 PM,08:35 AM,04:40 AM,07:04 PM,19,29,29,27,9,6,68,0.0,1007,32,10,213,6,Cyprus
2020-07-10,33,22,0.0,14.5,7,63,10:41 PM,09:34 AM,04:40 AM,07:03 PM,18,30,30,28,11,2,62,0.0,1006,33,10,210,7,Cyprus
2020-07-11,35,23,0.0,14.5,8,55,11:08 PM,10:30 AM,04:41 AM,07:03 PM,18,31,31,29,18,2,58,0.0,1006,35,10,216,10,Cyprus
2020-07-12,35,22,0.0,14.5,8,48,11:35 PM,11:25 AM,04:42 AM,07:03 PM,18,31,31,29,21,3,58,0.0,1003,35,10,291,13,Cyprus
2020-07-13,35,23,0.0,14.5,8,41,No moonrise,12:20 PM,04:42 AM,07:02 PM,18,31,31,29,17,3,55,0.0,1001,35,10,230,10,Cyprus
2020-07-14,35,23,0.0,14.5,8,34,12:01 AM,01:16 PM,04:43 AM,07:02 PM,18,31,31,29,16,3,58,0.0,1004,35,10,208,10,Cyprus
2020-07-15,35,23,0.0,14.5,8,26,12:30 AM,02:13 PM,04:44 AM,07:01 PM,17,31,31,29,27,1,51,0.0,1007,35,10,294,17,Cyprus
2020-07-16,34,23,0.0,14.5,8,19,01:02 AM,03:12 PM,04:44 AM,07:01 PM,16,30,30,29,25,1,49,0.0,1005,34,10,284,15,Cyprus
2020-07-17,33,20,0.0,14.5,7,12,01:39 AM,04:12 PM,04:45 AM,07:00 PM,16,27,27,27,12,0,58,0.0,1003,33,10,222,7,Cyprus
2020-07-18,33,20,0.0,14.5,7,5,02:21 AM,05:12 PM,04:46 AM,07:00 PM,17,28,28,27,9,0,62,0.0,1005,33,10,203,6,Cyprus
2020-07-19,34,20,0.0,14.1,7,0,03:11 AM,06:09 PM,04:46 AM,06:59 PM,17,29,29,28,9,0,62,0.0,1007,34,10,181,6,Cyprus
2020-07-20,35,22,0.0,14.1,8,0,04:08 AM,07:03 PM,04:47 AM,06:59 PM,17,30,30,29,19,0,54,0.0,1007,35,10,287,11,Cyprus
2020-07-21,35,22,0.0,14.1,8,2,05:11 AM,07:51 PM,04:48 AM,06:58 PM,15,30,30,29,25,0,49,0.0,1006,35,10,293,15,Cyprus
2020-07-22,36,23,0.0,14.1,8,10,06:18 AM,08:34 PM,04:48 AM,06:57 PM,15,31,31,30,19,1,48,0.0,1002,36,10,236,12,Cyprus
2020-07-23,35,24,0.0,14.1,8,17,07:28 AM,09:12 PM,04:49 AM,06:57 PM,16,32,32,30,20,1,48,0.0,1001,35,10,195,12,Cyprus
2020-07-24,36,24,0.0,14.1,8,24,08:36 AM,09:47 PM,04:50 AM,06:56 PM,17,32,32,30,21,0,51,0.0,1002,36,10,266,11,Cyprus
2020-07-25,35,22,0.0,14.0,8,32,09:45 AM,10:19 PM,04:51 AM,06:55 PM,18,31,31,29,16,2,58,0.0,1003,35,10,257,10,Cyprus
2020-07-26,35,22,0.0,14.0,8,39,10:53 AM,10:52 PM,04:51 AM,06:54 PM,18,30,30,29,13,0,59,0.0,1006,35,10,179,8,Cyprus
2020-07-27,35,21,0.0,14.0,8,46,12:00 PM,11:26 PM,04:52 AM,06:54 PM,17,30,30,29,13,0,55,0.0,1006,35,10,228,8,Cyprus
2020-07-28,35,22,0.0,14.0,8,53,01:08 PM,No moonset,04:53 AM,06:53 PM,17,32,32,29,12,9,52,0.0,1005,35,10,199,7,Cyprus
2020-07-29,36,21,0.0,14.0,8,61,02:16 PM,12:02 AM,04:54 AM,06:52 PM,16,31,31,29,12,0,52,0.0,1006,36,10,201,7,Cyprus
2020-07-30,37,22,0.0,14.0,8,68,03:23 PM,12:43 AM,04:54 AM,06:51 PM,17,32,32,30,14,0,53,0.0,1007,37,10,210,8,Cyprus
2020-07-31,38,25,0.0,14.0,8,72,04:26 PM,01:30 AM,04:55 AM,06:50 PM,17,33,33,31,21,0,50,0.0,1005,38,10,264,12,Cyprus
2020-08-01,36,25,0.0,13.9,8,82,05:25 PM,02:23 AM,04:56 AM,06:49 PM,19,33,33,31,17,0,54,0.0,1002,36,10,269,10,Cyprus
2020-08-02,35,23,0.0,13.9,8,90,06:16 PM,03:21 AM,04:57 AM,06:48 PM,20,32,32,29,13,0,62,0.0,1003,35,10,208,9,Cyprus
2020-08-03,35,22,0.0,13.9,8,97,07:01 PM,04:21 AM,04:57 AM,06:47 PM,19,31,31,29,15,4,62,0.0,1005,35,10,269,10,Cyprus
2020-08-04,35,23,0.0,13.9,8,100,07:39 PM,05:23 AM,04:58 AM,06:47 PM,18,32,32,30,31,3,58,0.0,1003,35,10,290,20,Cyprus
2020-08-05,36,23,0.0,13.9,8,88,08:12 PM,06:23 AM,04:59 AM,06:46 PM,17,32,32,30,27,0,51,0.0,1002,36,10,295,16,Cyprus
2020-08-06,37,22,0.0,13.5,8,81,08:42 PM,07:22 AM,05:00 AM,06:45 PM,18,32,32,30,16,0,56,0.0,1004,37,10,266,9,Cyprus
2020-08-07,37,23,0.0,13.4,8,74,09:09 PM,08:19 AM,05:00 AM,06:44 PM,17,32,32,30,20,0,50,0.0,1006,37,10,202,12,Cyprus
2020-08-08,34,24,0.0,13.4,8,67,09:36 PM,09:15 AM,05:01 AM,06:42 PM,16,30,30,29,31,0,48,0.0,1004,34,10,289,20,Cyprus
2020-08-09,32,21,0.0,13.4,7,59,10:02 PM,10:10 AM,05:02 AM,06:41 PM,19,28,28,26,18,7,66,0.0,1003,32,10,248,13,Cyprus
2020-08-10,32,21,0.0,13.4,7,52,10:29 PM,11:06 AM,05:03 AM,06:40 PM,19,28,28,26,19,9,66,0.0,1005,32,10,271,14,Cyprus
2020-08-11,32,21,0.0,13.4,7,45,11:00 PM,12:02 PM,05:04 AM,06:39 PM,20,29,29,27,18,6,70,0.0,1007,32,10,268,12,Cyprus
2020-08-12,35,23,0.0,13.3,8,38,11:34 PM,12:59 PM,05:04 AM,06:38 PM,19,31,31,29,18,4,61,0.0,1006,35,10,226,11,Cyprus
2020-08-13,36,24,0.0,13.3,8,30,No moonrise,01:58 PM,05:05 AM,06:37 PM,15,31,31,30,24,0,48,0.0,1005,36,10,232,14,Cyprus
2020-08-14,36,25,0.0,13.3,8,23,12:13 AM,02:57 PM,05:06 AM,06:36 PM,13,32,32,31,28,0,40,0.0,1003,36,10,228,17,Cyprus
2020-08-15,36,25,0.0,13.3,8,16,12:59 AM,03:56 PM,05:07 AM,06:35 PM,11,31,31,31,31,0,36,0.0,1002,36,10,232,19,Cyprus
2020-08-16,36,24,0.0,13.3,8,8,01:52 AM,04:51 PM,05:07 AM,06:33 PM,12,31,31,31,20,0,38,0.0,1002,36,10,259,11,Cyprus
2020-08-17,36,23,0.0,13.2,8,1,02:53 AM,05:42 PM,05:08 AM,06:32 PM,12,30,30,30,19,0,39,0.0,1003,36,10,272,11,Cyprus
2020-08-18,35,22,0.0,13.2,8,0,03:59 AM,06:27 PM,05:09 AM,06:31 PM,15,30,30,29,19,1,48,0.0,1003,35,10,260,11,Cyprus
2020-08-19,34,22,0.0,13.2,8,0,05:09 AM,07:08 PM,05:10 AM,06:30 PM,17,30,30,28,17,0,56,0.0,1003,34,10,290,10,Cyprus
2020-08-20,34,20,0.0,13.2,7,6,06:20 AM,07:45 PM,05:10 AM,06:29 PM,17,29,29,27,12,0,59,0.0,1003,34,10,247,7,Cyprus
2020-08-21,34,21,0.0,13.2,8,13,07:31 AM,08:19 PM,05:11 AM,06:27 PM,17,29,29,28,16,1,58,0.0,1003,34,10,159,10,Cyprus
2020-08-22,34,24,0.0,13.1,8,20,08:41 AM,08:52 PM,05:12 AM,06:26 PM,14,30,30,29,31,1,46,0.0,1003,34,10,232,21,Cyprus
2020-08-23,34,25,0.0,13.1,8,28,09:51 AM,09:27 PM,05:13 AM,06:25 PM,13,30,30,30,29,0,41,0.0,1003,34,10,201,18,Cyprus
2020-08-24,35,22,0.0,13.1,8,35,11:00 AM,10:03 PM,05:13 AM,06:24 PM,15,30,30,29,20,0,48,0.0,1004,35,10,301,11,Cyprus
2020-08-25,34,22,0.0,13.1,8,42,12:09 PM,10:43 PM,05:14 AM,06:22 PM,16,30,30,28,18,0,52,0.0,1006,34,10,292,11,Cyprus
2020-08-26,33,21,0.0,13.1,7,50,01:17 PM,11:28 PM,05:15 AM,06:21 PM,18,30,30,28,19,0,62,0.0,1007,33,10,281,11,Cyprus
2020-08-27,33,22,0.0,13.0,7,57,02:21 PM,No moonset,05:16 AM,06:20 PM,19,29,29,27,12,2,68,0.0,1006,33,10,258,7,Cyprus
2020-08-28,34,21,0.0,13.0,8,64,03:20 PM,12:18 AM,05:16 AM,06:18 PM,19,30,30,28,11,0,62,0.0,1006,34,10,187,7,Cyprus
2020-08-29,36,22,0.0,13.0,8,71,04:13 PM,01:13 AM,05:17 AM,06:17 PM,16,30,30,29,14,0,51,0.0,1006,36,10,198,8,Cyprus
2020-08-30,38,23,0.0,13.0,8,79,04:59 PM,02:12 AM,05:18 AM,06:16 PM,12,32,32,31,16,0,37,0.0,1007,38,10,260,9,Cyprus
2020-08-31,38,25,0.0,13.0,8,82,05:38 PM,03:13 AM,05:19 AM,06:14 PM,13,32,32,31,18,0,36,0.0,1004,38,10,249,10,Cyprus
2020-09-01,37,24,0.0,12.9,8,97,06:12 PM,04:13 AM,05:19 AM,06:13 PM,15,32,32,30,16,0,44,0.0,1004,37,10,237,9,Cyprus
2020-09-02,35,23,0.0,12.9,8,100,06:43 PM,05:13 AM,05:20 AM,06:11 PM,18,31,31,29,11,0,55,0.0,1008,35,10,220,7,Cyprus
2020-09-03,36,23,0.0,12.9,8,88,07:11 PM,06:10 AM,05:21 AM,06:10 PM,18,32,32,30,16,0,52,0.0,1010,36,10,236,10,Cyprus
2020-09-04,41,28,0.0,12.9,9,81,07:38 PM,07:07 AM,05:22 AM,06:09 PM,11,33,33,33,26,0,27,0.0,1009,41,10,289,14,Cyprus
2020-09-05,37,26,0.0,12.9,8,73,08:03 PM,08:02 AM,05:22 AM,06:07 PM,14,33,33,32,22,0,38,0.0,1005,37,10,238,12,Cyprus
2020-09-06,34,23,0.0,12.8,8,66,08:30 PM,08:57 AM,05:23 AM,06:06 PM,19,31,31,28,14,0,64,0.0,1007,34,10,223,9,Cyprus
2020-09-07,34,22,0.0,12.8,8,58,08:59 PM,09:53 AM,05:24 AM,06:05 PM,18,30,30,28,15,0,60,0.0,1009,34,10,241,9,Cyprus
2020-09-08,36,23,0.0,12.8,8,50,09:31 PM,10:50 AM,05:25 AM,06:03 PM,18,31,31,29,23,0,57,0.0,1010,36,10,294,13,Cyprus
2020-09-09,37,24,0.0,12.8,8,43,10:07 PM,11:47 AM,05:25 AM,06:02 PM,15,31,31,30,20,0,44,0.0,1008,37,10,207,12,Cyprus
2020-09-10,36,25,0.0,12.7,8,35,10:49 PM,12:45 PM,05:26 AM,06:00 PM,12,31,31,30,21,0,35,0.0,1004,36,10,170,13,Cyprus
2020-09-11,37,25,0.0,11.6,8,28,11:39 PM,01:43 PM,05:27 AM,05:59 PM,13,31,31,31,15,24,41,0.0,1004,37,10,235,9,Cyprus
2020-09-12,35,22,0.0,11.6,8,20,No moonrise,02:38 PM,05:28 AM,05:58 PM,18,30,30,28,13,1,63,0.0,1009,35,10,238,9,Cyprus
2020-09-13,31,21,0.0,11.6,7,13,12:35 AM,03:31 PM,05:28 AM,05:56 PM,18,27,27,26,15,2,67,0.0,1012,31,10,292,10,Cyprus
2020-09-14,32,21,0.0,11.6,7,5,01:38 AM,04:17 PM,05:29 AM,05:55 PM,18,28,28,26,18,0,64,0.0,1012,32,10,301,11,Cyprus
2020-09-15,33,21,0.0,11.6,7,0,02:46 AM,05:00 PM,05:30 AM,05:53 PM,18,28,28,27,18,0,62,0.0,1011,33,10,285,10,Cyprus
2020-09-16,35,22,0.0,11.6,8,0,03:57 AM,05:39 PM,05:31 AM,05:52 PM,18,30,30,28,14,0,59,0.0,1009,35,10,236,8,Cyprus
2020-09-17,35,22,0.0,11.6,8,0,05:08 AM,06:14 PM,05:31 AM,05:50 PM,18,30,30,28,15,1,60,0.0,1010,35,10,232,9,Cyprus
2020-09-18,34,22,0.0,11.6,8,2,06:20 AM,06:48 PM,05:32 AM,05:49 PM,17,30,30,28,21,0,53,0.0,1011,34,10,242,14,Cyprus
2020-09-19,32,23,0.0,11.6,7,10,07:33 AM,07:23 PM,05:33 AM,05:48 PM,16,28,28,27,28,9,54,0.0,1010,32,10,284,17,Cyprus
2020-09-20,31,20,0.0,11.6,7,17,08:44 AM,08:00 PM,05:33 AM,05:46 PM,17,26,26,25,18,5,64,0.0,1009,31,10,255,11,Cyprus
2020-09-21,31,20,0.0,11.6,7,25,09:56 AM,08:39 PM,05:34 AM,05:45 PM,18,27,27,25,18,10,67,0.0,1010,31,10,271,12,Cyprus
2020-09-22,31,20,0.0,11.6,7,32,11:07 AM,09:24 PM,05:35 AM,05:43 PM,19,26,26,25,15,2,69,0.0,1012,31,10,253,9,Cyprus
2020-09-23,31,20,0.0,11.6,7,40,12:14 PM,10:13 PM,05:36 AM,05:42 PM,18,26,26,25,19,2,65,0.0,1012,31,10,272,12,Cyprus
2020-09-24,32,20,0.0,11.6,7,47,01:17 PM,11:08 PM,05:36 AM,05:40 PM,18,27,27,26,13,1,66,0.0,1011,32,10,202,8,Cyprus
2020-09-25,30,20,0.0,10.2,6,55,02:11 PM,No moonset,05:37 AM,05:39 PM,18,26,26,25,15,29,67,1.3,1009,30,10,210,10,Cyprus
2020-09-26,30,20,0.0,11.6,7,62,02:59 PM,12:06 AM,05:38 AM,05:38 PM,18,25,25,24,16,5,68,0.0,1009,30,10,281,10,Cyprus
2020-09-27,31,20,0.0,11.6,7,70,03:40 PM,01:06 AM,05:39 AM,05:36 PM,17,26,26,25,23,0,63,0.0,1014,31,10,291,14,Cyprus
2020-09-28,35,22,0.0,11.6,8,78,04:15 PM,02:07 AM,05:39 AM,05:35 PM,15,29,29,28,36,0,47,0.0,1015,35,10,293,21,Cyprus
2020-09-29,37,25,0.0,11.6,8,85,04:46 PM,03:06 AM,05:40 AM,05:33 PM,13,30,30,30,35,1,37,0.0,1012,37,10,309,20,Cyprus
2020-09-30,32,24,0.0,11.6,7,93,05:14 PM,04:04 AM,05:41 AM,05:32 PM,14,28,28,28,41,0,45,0.0,1007,32,10,283,26,Cyprus
2020-10-01,29,17,0.0,11.6,6,97,05:41 PM,05:00 AM,05:42 AM,05:30 PM,14,23,23,23,16,2,60,0.0,1008,29,10,234,10,Cyprus
2020-10-02,28,18,0.0,11.6,6,100,06:06 PM,05:56 AM,05:43 AM,05:29 PM,14,23,23,23,12,2,61,0.0,1013,28,10,217,7,Cyprus
2020-10-03,29,19,0.0,11.6,7,89,06:33 PM,06:51 AM,05:43 AM,05:28 PM,16,23,23,23,22,1,65,0.0,1014,29,10,288,14,Cyprus
2020-10-04,30,19,0.0,11.6,7,82,07:01 PM,07:47 AM,05:44 AM,05:26 PM,14,25,25,24,20,1,56,0.0,1014,30,10,254,11,Cyprus
2020-10-05,32,20,0.0,11.6,7,74,07:31 PM,08:43 AM,05:45 AM,05:25 PM,9,25,25,25,21,0,42,0.0,1014,32,10,227,12,Cyprus
2020-10-06,34,21,0.0,11.6,7,67,08:05 PM,09:40 AM,05:46 AM,05:23 PM,8,27,27,27,17,0,33,0.0,1013,34,10,186,9,Cyprus
2020-10-07,35,20,0.0,11.6,8,60,08:44 PM,10:37 AM,05:46 AM,05:22 PM,9,27,27,27,20,1,34,0.0,1013,35,10,296,11,Cyprus
2020-10-08,33,21,0.0,11.6,6,53,09:30 PM,11:35 AM,05:47 AM,05:21 PM,13,27,27,27,12,14,46,0.0,1013,33,10,149,8,Cyprus
2020-10-09,32,20,0.0,11.6,7,45,10:22 PM,12:29 PM,05:48 AM,05:19 PM,13,26,26,25,10,1,50,0.0,1013,32,10,208,6,Cyprus
2020-10-10,29,20,0.0,11.6,7,38,11:21 PM,01:22 PM,05:49 AM,05:18 PM,17,24,24,24,21,9,66,0.0,1014,29,10,294,13,Cyprus
2020-10-11,27,19,0.0,11.6,6,31,No moonrise,02:09 PM,05:50 AM,05:17 PM,15,23,23,22,14,3,64,0.0,1014,27,10,305,8,Cyprus
2020-10-12,27,17,0.0,11.6,6,23,12:24 AM,02:53 PM,05:50 AM,05:15 PM,15,22,22,22,10,15,69,0.0,1014,27,10,189,6,Cyprus
2020-10-13,26,18,0.0,11.6,6,16,01:33 AM,03:32 PM,05:51 AM,05:14 PM,16,22,22,22,15,16,72,0.0,1014,26,10,296,10,Cyprus
2020-10-14,29,18,0.0,11.6,6,9,02:42 AM,04:08 PM,05:52 AM,05:13 PM,16,24,24,23,31,4,66,0.0,1016,29,10,284,20,Cyprus
2020-10-15,28,20,0.0,11.6,6,2,03:54 AM,04:42 PM,05:53 AM,05:11 PM,17,23,23,23,22,3,71,0.0,1016,28,10,291,14,Cyprus
2020-10-16,28,19,0.0,11.6,6,0,05:06 AM,05:17 PM,05:54 AM,05:10 PM,16,23,23,22,17,4,69,0.0,1015,28,10,279,10,Cyprus
2020-10-17,27,18,0.0,10.1,6,0,06:19 AM,05:52 PM,05:55 AM,05:09 PM,14,22,22,22,15,35,65,0.0,1014,27,10,293,8,Cyprus
2020-10-18,29,17,0.0,11.5,6,5,07:34 AM,06:31 PM,05:55 AM,05:07 PM,14,23,23,22,18,12,63,0.0,1015,29,10,287,11,Cyprus
2020-10-19,30,20,0.0,11.5,6,13,08:47 AM,07:15 PM,05:56 AM,05:06 PM,15,25,25,24,25,14,59,0.1,1016,30,10,291,15,Cyprus
2020-10-20,29,19,0.0,11.5,7,20,09:59 AM,08:04 PM,05:57 AM,05:05 PM,14,24,24,23,29,16,58,0.0,1016,29,10,284,19,Cyprus
2020-10-21,26,19,0.0,10.1,5,27,11:07 AM,08:59 PM,05:58 AM,05:04 PM,14,22,22,22,23,33,61,0.7,1017,26,10,300,14,Cyprus
2020-10-22,27,19,0.0,11.4,6,35,12:06 PM,09:58 PM,05:59 AM,05:03 PM,13,23,23,22,23,17,58,0.0,1019,27,10,289,14,Cyprus
2020-10-23,28,19,0.0,11.0,6,42,12:58 PM,10:59 PM,06:00 AM,05:01 PM,13,23,23,23,23,2,55,0.0,1016,28,10,267,14,Cyprus
2020-10-24,29,20,0.0,7.2,6,49,01:41 PM,12:00 AM,06:01 AM,05:00 PM,11,24,24,24,18,28,46,0.0,1012,29,10,240,10,Cyprus
2020-10-25,31,22,0.0,8.7,7,56,02:18 PM,No moonset,06:02 AM,04:59 PM,6,25,25,25,16,26,30,0.3,1012,31,10,261,9,Cyprus
2020-10-26,31,20,0.0,8.7,7,64,02:50 PM,01:00 AM,06:02 AM,04:58 PM,7,24,24,24,12,2,36,0.0,1013,31,10,234,7,Cyprus
2020-10-27,30,19,0.0,8.7,7,71,03:19 PM,01:58 AM,06:03 AM,04:57 PM,10,23,23,23,13,1,46,0.0,1012,30,10,246,9,Cyprus
2020-10-28,25,18,0.0,7.1,5,78,03:45 PM,02:54 AM,06:04 AM,04:56 PM,16,22,22,21,15,22,73,0.0,1016,25,10,303,9,Cyprus
2020-10-29,26,18,0.0,8.7,6,85,04:11 PM,03:50 AM,06:05 AM,04:55 PM,14,22,22,21,17,4,62,0.0,1017,26,10,292,11,Cyprus
2020-10-30,25,18,0.0,8.7,6,93,04:36 PM,04:45 AM,06:06 AM,04:54 PM,14,22,22,21,15,9,67,0.0,1016,25,10,285,9,Cyprus
2020-10-31,25,17,0.0,8.7,6,97,05:04 PM,05:41 AM,06:07 AM,04:53 PM,14,20,21,20,15,18,68,0.0,1014,25,10,252,9,Cyprus
2020-11-01,24,17,0.0,8.7,6,89,05:33 PM,06:37 AM,06:08 AM,04:52 PM,13,20,21,20,10,22,66,0.0,1014,24,10,234,6,Cyprus
2020-11-02,24,17,0.0,8.7,5,81,06:06 PM,07:34 AM,06:09 AM,04:51 PM,13,20,21,20,9,37,64,0.2,1016,24,10,206,5,Cyprus
2020-11-03,23,16,0.0,5.5,5,74,06:43 PM,08:32 AM,06:10 AM,04:50 PM,13,19,20,19,9,69,65,2.2,1016,23,10,258,6,Cyprus
2020-11-04,23,16,0.0,7.1,5,66,07:27 PM,09:30 AM,06:11 AM,04:49 PM,11,19,19,19,22,64,60,1.7,1012,23,10,220,16,Cyprus
2020-11-05,22,17,0.0,7.1,5,58,08:16 PM,10:25 AM,06:12 AM,04:48 PM,9,19,20,19,23,35,53,0.2,1009,22,10,319,17,Cyprus
2020-11-06,23,17,0.0,7.1,5,51,09:11 PM,11:18 AM,06:13 AM,04:47 PM,11,20,21,20,15,47,56,3.8,1013,23,10,129,10,Cyprus
2020-11-07,22,18,0.0,7.1,5,43,10:12 PM,12:06 PM,06:14 AM,04:46 PM,12,20,20,20,25,34,62,1.1,1015,22,10,36,18,Cyprus
2020-11-08,23,18,0.0,8.7,6,36,11:16 PM,12:49 PM,06:15 AM,04:45 PM,11,20,21,20,32,8,57,0.0,1016,23,10,40,22,Cyprus
2020-11-09,23,20,0.0,8.7,5,28,No moonrise,01:28 PM,06:16 AM,04:45 PM,13,21,22,21,25,54,58,2.2,1017,23,10,65,17,Cyprus
2020-11-10,24,19,0.0,7.1,5,21,12:23 AM,02:04 PM,06:16 AM,04:44 PM,13,21,22,21,13,42,60,2.5,1016,24,10,73,9,Cyprus
2020-11-11,24,17,0.0,5.5,5,13,01:31 AM,02:37 PM,06:17 AM,04:43 PM,13,20,21,20,7,47,62,2.8,1016,24,10,148,5,Cyprus
2020-11-12,23,17,0.0,8.7,6,6,02:40 AM,03:11 PM,06:18 AM,04:42 PM,13,20,20,20,7,15,63,0.1,1019,23,10,137,5,Cyprus
2020-11-13,22,18,0.0,8.7,6,0,03:52 AM,03:45 PM,06:19 AM,04:42 PM,13,20,21,20,5,7,65,0.0,1021,22,10,169,3,Cyprus
2020-11-14,21,17,0.0,8.7,5,0,05:05 AM,04:21 PM,06:20 AM,04:41 PM,10,19,20,19,9,10,55,0.0,1018,21,10,243,6,Cyprus
2020-11-15,18,14,0.0,5.4,4,0,06:19 AM,05:02 PM,06:21 AM,04:40 PM,12,17,17,17,19,56,75,16.4,1015,18,8,206,11,Cyprus
2020-11-16,20,16,0.0,8.7,4,2,07:34 AM,05:49 PM,06:22 AM,04:40 PM,10,18,18,18,10,17,61,0.1,1018,20,10,211,7,Cyprus
2020-11-17,21,16,0.0,8.7,5,9,08:46 AM,06:43 PM,06:23 AM,04:39 PM,9,18,18,18,8,12,57,0.0,1021,21,10,162,6,Cyprus
2020-11-18,21,16,0.0,8.7,4,17,09:52 AM,07:42 PM,06:24 AM,04:39 PM,9,18,18,18,10,41,56,0.0,1019,21,10,31,7,Cyprus
2020-11-19,20,16,0.0,8.7,5,24,10:49 AM,08:45 PM,06:25 AM,04:38 PM,10,18,18,18,15,45,59,0.1,1013,20,10,68,11,Cyprus
2020-11-20,19,12,0.0,3.8,4,32,11:38 AM,09:49 PM,06:26 AM,04:38 PM,12,16,17,16,12,73,74,9.7,1009,19,9,154,9,Cyprus
2020-11-21,18,15,0.0,7.1,4,39,12:18 PM,10:50 PM,06:27 AM,04:37 PM,12,16,16,16,19,37,74,2.4,1014,18,10,98,14,Cyprus
2020-11-22,20,16,0.0,8.7,5,47,12:52 PM,11:50 PM,06:28 AM,04:37 PM,11,17,17,17,15,10,67,0.0,1020,20,10,302,10,Cyprus
2020-11-23,19,15,0.0,8.7,5,54,01:22 PM,No moonset,06:29 AM,04:36 PM,10,17,17,17,8,6,64,0.0,1020,19,10,151,5,Cyprus
2020-11-24,19,14,0.0,8.7,5,62,01:49 PM,12:48 AM,06:30 AM,04:36 PM,8,16,16,16,6,11,62,0.0,1017,19,10,75,4,Cyprus
2020-11-25,18,14,0.0,8.7,4,70,02:15 PM,01:44 AM,06:31 AM,04:36 PM,6,16,16,16,17,26,53,0.0,1012,18,10,179,12,Cyprus
2020-11-26,17,14,0.0,8.7,5,77,02:40 PM,02:39 AM,06:32 AM,04:35 PM,7,15,15,15,26,28,60,0.1,1013,17,10,21,18,Cyprus
2020-11-27,17,10,0.0,8.7,5,85,03:07 PM,03:34 AM,06:33 AM,04:35 PM,6,15,15,15,20,17,55,0.1,1017,17,10,174,14,Cyprus
2020-11-28,18,14,0.0,8.7,5,92,03:36 PM,04:30 AM,06:34 AM,04:35 PM,10,15,16,15,19,42,70,3.9,1019,18,9,69,14,Cyprus
2020-11-29,18,14,0.0,8.7,5,100,04:07 PM,05:27 AM,06:35 AM,04:35 PM,11,16,16,16,13,25,72,0.4,1020,18,10,83,9,Cyprus
