date_time,Bahamas_maxtempC,Bahamas_mintempC,Bahamas_totalSnow_cm,Bahamas_sunHour,Bahamas_uvIndex,Bahamas_moon_illumination,Bahamas_moonrise,Bahamas_moonset,Bahamas_sunrise,Bahamas_sunset,Bahamas_DewPointC,Bahamas_FeelsLikeC,Bahamas_HeatIndexC,Bahamas_WindChillC,Bahamas_WindGustKmph,Bahamas_cloudcover,Bahamas_humidity,Bahamas_precipMM,Bahamas_pressure,Bahamas_tempC,Bahamas_visibility,Bahamas_winddirDegree,Bahamas_windspeedKmph,Bahamas_location
2020-11-07,27,22,0.0,4.1,6,43,11:17 PM,12:19 PM,06:21 AM,05:25 PM,22,28,28,26,63,77,78,13.5,1011,27,9,94,45,Bahamas
2020-11-08,25,18,0.0,4.1,5,36,No moonrise,01:05 PM,06:22 AM,05:25 PM,23,26,26,24,95,97,86,118.0,1006,25,5,90,59,Bahamas
2020-11-09,27,24,0.0,4.1,6,28,12:17 AM,01:48 PM,06:22 AM,05:24 PM,24,31,31,27,72,71,84,12.5,1007,27,9,139,48,Bahamas
2020-11-10,27,23,0.0,5.7,6,21,01:20 AM,02:28 PM,06:23 AM,05:24 PM,24,29,29,26,50,61,84,9.8,1011,27,9,122,34,Bahamas
2020-11-11,27,26,0.0,4.1,6,13,02:22 AM,03:07 PM,06:24 AM,05:23 PM,23,30,30,27,53,56,82,0.5,1014,27,10,128,38,Bahamas
2020-11-12,27,24,0.0,4.1,6,6,03:26 AM,03:47 PM,06:24 AM,05:23 PM,22,29,29,26,42,62,78,0.4,1014,27,10,131,31,Bahamas
2020-11-13,27,26,0.0,8.7,7,0,04:31 AM,04:27 PM,06:25 AM,05:22 PM,23,29,29,27,27,35,79,0.1,1015,27,10,132,20,Bahamas
2020-11-14,26,26,0.0,8.7,7,0,05:38 AM,05:11 PM,06:26 AM,05:22 PM,23,29,29,26,29,38,81,0.0,1016,26,10,102,21,Bahamas
2020-11-15,26,22,0.0,8.7,7,0,06:47 AM,05:59 PM,06:26 AM,05:22 PM,22,28,28,26,32,21,77,0.0,1017,26,10,95,23,Bahamas
2020-11-16,26,24,0.0,7.2,6,2,07:56 AM,06:53 PM,06:27 AM,05:21 PM,22,28,28,26,35,59,77,2.7,1017,26,10,81,26,Bahamas
2020-11-17,26,26,0.0,4.1,6,9,09:04 AM,07:51 PM,06:28 AM,05:21 PM,21,28,28,26,41,56,76,0.1,1017,26,10,65,31,Bahamas
2020-11-18,24,18,0.0,4.1,5,17,10:06 AM,08:51 PM,06:28 AM,05:21 PM,20,25,25,23,59,77,78,2.3,1020,24,10,43,47,Bahamas
2020-11-19,24,19,0.0,8.7,5,24,11:02 AM,09:52 PM,06:29 AM,05:21 PM,19,25,25,23,58,56,72,1.1,1022,24,10,60,47,Bahamas
2020-11-20,26,18,0.0,7.2,5,32,11:51 AM,10:51 PM,06:30 AM,05:20 PM,20,26,26,24,54,58,74,1.0,1021,26,10,67,41,Bahamas
2020-11-21,26,22,0.0,4.1,6,39,12:33 PM,11:49 PM,06:31 AM,05:20 PM,21,27,27,25,45,67,79,4.4,1018,26,10,71,33,Bahamas
2020-11-22,25,25,0.0,4.1,6,47,01:11 PM,No moonset,06:31 AM,05:20 PM,22,28,28,25,35,65,81,0.7,1016,25,10,89,25,Bahamas
2020-11-23,25,25,0.0,5.6,6,54,01:45 PM,12:42 AM,06:32 AM,05:20 PM,21,27,27,25,14,68,77,2.5,1015,25,10,79,10,Bahamas
2020-11-24,25,25,0.0,4.1,5,62,02:16 PM,01:35 AM,06:33 AM,05:20 PM,21,27,27,25,43,71,78,1.6,1019,25,10,54,32,Bahamas
2020-11-25,24,19,0.0,8.7,6,70,02:47 PM,02:25 AM,06:33 AM,05:20 PM,19,25,25,23,44,39,75,0.8,1021,24,10,82,34,Bahamas
2020-11-26,25,18,0.0,7.2,5,77,03:18 PM,03:15 AM,06:34 AM,05:19 PM,19,25,25,23,34,32,72,0.1,1020,25,10,90,25,Bahamas
2020-11-27,25,22,0.0,8.7,6,85,03:49 PM,04:05 AM,06:35 AM,05:19 PM,20,26,26,25,26,46,71,1.3,1018,25,10,71,19,Bahamas
2020-11-28,25,25,0.0,5.6,5,92,04:23 PM,04:57 AM,06:36 AM,05:19 PM,19,26,26,25,21,62,71,3.0,1016,25,10,60,15,Bahamas
2020-11-29,25,18,0.0,8.7,6,100,05:00 PM,05:50 AM,06:36 AM,05:19 PM,19,25,25,23,19,31,69,0.0,1017,25,10,91,14,Bahamas
2020-11-30,26,22,0.0,7.2,6,100,05:41 PM,06:44 AM,06:37 AM,05:19 PM,21,27,27,25,28,65,75,0.8,1015,26,10,188,20,Bahamas
2020-12-01,23,15,0.0,4.1,5,89,06:27 PM,07:39 AM,06:38 AM,05:19 PM,19,21,24,21,39,64,79,0.9,1017,23,10,208,32,Bahamas
2020-12-02,22,16,0.0,8.7,6,82,07:18 PM,08:34 AM,06:38 AM,05:20 PM,16,20,23,20,46,3,70,0.0,1020,22,10,40,38,Bahamas
2020-12-03,22,17,0.0,8.7,6,75,08:13 PM,09:27 AM,06:39 AM,05:20 PM,16,21,24,21,38,33,67,0.0,1021,22,10,64,30,Bahamas
2020-12-04,24,17,0.0,8.7,6,67,09:11 PM,10:17 AM,06:40 AM,05:20 PM,16,24,24,22,28,31,64,0.0,1020,24,10,94,21,Bahamas
2020-12-05,24,18,0.0,8.7,6,60,10:10 PM,11:04 AM,06:41 AM,05:20 PM,17,24,24,22,12,24,66,0.0,1018,24,10,217,9,Bahamas
2020-12-06,24,16,0.0,5.6,5,53,11:11 PM,11:46 AM,06:41 AM,05:20 PM,18,24,24,22,17,53,70,0.0,1016,24,10,83,13,Bahamas
2020-12-07,24,19,0.0,5.6,5,46,No moonrise,12:26 PM,06:42 AM,05:20 PM,21,25,25,23,38,67,80,8.8,1012,24,10,213,28,Bahamas
2020-12-08,21,14,0.0,8.7,5,38,12:11 AM,01:04 PM,06:43 AM,05:21 PM,15,20,22,20,34,55,68,0.8,1015,21,10,325,27,Bahamas
2020-12-09,21,20,0.0,4.0,5,31,01:12 AM,01:42 PM,06:43 AM,05:21 PM,15,21,22,21,31,79,69,3.8,1018,21,10,167,24,Bahamas
2020-12-10,21,13,0.0,8.7,6,24,02:13 AM,02:20 PM,06:44 AM,05:21 PM,12,19,20,19,19,33,59,0.0,1020,21,10,32,15,Bahamas
2020-12-11,23,17,0.0,8.7,5,17,03:17 AM,03:01 PM,06:45 AM,05:21 PM,16,24,24,21,28,48,65,0.2,1019,23,10,81,21,Bahamas
2020-12-12,24,20,0.0,8.7,6,9,04:23 AM,03:46 PM,06:45 AM,05:22 PM,18,25,25,24,28,14,71,0.0,1018,24,10,90,21,Bahamas
2020-12-13,25,22,0.0,7.1,5,2,05:31 AM,04:35 PM,06:46 AM,05:22 PM,21,26,26,24,23,38,80,0.6,1018,25,10,68,17,Bahamas
2020-12-14,25,22,0.0,7.1,6,0,06:39 AM,05:31 PM,06:46 AM,05:22 PM,21,27,27,24,13,35,79,2.3,1017,25,10,199,10,Bahamas
2020-12-15,25,23,0.0,8.7,6,0,07:46 AM,06:31 PM,06:47 AM,05:23 PM,21,26,26,24,9,10,80,0.0,1016,25,10,75,7,Bahamas
2020-12-16,25,18,0.0,8.7,5,5,08:46 AM,07:34 PM,06:48 AM,05:23 PM,21,26,26,23,25,52,81,0.2,1016,25,10,141,18,Bahamas
2020-12-17,25,22,0.0,8.7,6,12,09:41 AM,08:36 PM,06:48 AM,05:24 PM,20,26,26,24,20,24,76,0.0,1017,25,10,204,14,Bahamas
2020-12-18,24,16,0.0,4.0,5,20,10:27 AM,09:36 PM,06:49 AM,05:24 PM,19,24,24,22,35,68,79,1.4,1020,24,10,151,27,Bahamas
2020-12-19,23,17,0.0,5.6,5,27,11:08 AM,10:32 PM,06:49 AM,05:24 PM,17,24,24,21,33,64,71,0.1,1021,23,10,60,26,Bahamas
2020-12-20,24,16,0.0,4.0,5,34,11:44 AM,11:27 PM,06:50 AM,05:25 PM,20,24,24,22,39,73,81,4.1,1018,24,10,109,29,Bahamas
2020-12-21,25,22,0.0,5.6,5,41,12:16 PM,No moonset,06:50 AM,05:25 PM,21,26,26,24,29,73,81,4.9,1017,25,9,206,21,Bahamas
2020-12-22,23,16,0.0,8.7,6,49,12:48 PM,12:18 AM,06:51 AM,05:26 PM,16,21,23,21,32,21,66,0.0,1020,23,10,83,25,Bahamas
2020-12-23,24,18,0.0,4.0,5,56,01:18 PM,01:09 AM,06:51 AM,05:26 PM,19,25,25,22,41,62,77,1.4,1020,24,10,77,31,Bahamas
2020-12-24,25,23,0.0,5.6,6,63,01:49 PM,01:59 AM,06:52 AM,05:27 PM,21,27,27,25,40,54,80,1.8,1017,25,10,141,28,Bahamas
2020-12-25,25,17,0.0,4.0,5,70,02:22 PM,02:50 AM,06:52 AM,05:28 PM,19,21,22,21,45,67,83,2.0,1017,25,10,281,36,Bahamas
2020-12-26,19,11,0.0,4.0,4,78,02:58 PM,03:42 AM,06:53 AM,05:28 PM,13,17,18,17,33,69,68,0.4,1018,19,10,75,27,Bahamas
2020-12-27,22,15,0.0,5.6,5,85,03:38 PM,04:35 AM,06:53 AM,05:29 PM,15,20,22,20,32,63,68,1.0,1018,22,10,51,25,Bahamas
2020-12-28,22,21,0.0,8.7,5,92,04:22 PM,05:31 AM,06:53 AM,05:29 PM,16,25,25,22,40,65,70,1.7,1020,22,10,54,31,Bahamas
2020-12-29,23,22,0.0,5.6,5,100,05:12 PM,06:26 AM,06:54 AM,05:30 PM,17,25,25,22,47,56,70,0.8,1021,23,10,55,36,Bahamas
2020-12-30,24,17,0.0,5.6,5,100,06:06 PM,07:21 AM,06:54 AM,05:31 PM,19,24,24,22,53,64,74,0.5,1020,24,10,84,40,Bahamas
2020-12-31,25,21,0.0,7.1,5,89,07:05 PM,08:13 AM,06:54 AM,05:31 PM,20,25,25,24,53,53,77,0.6,1020,25,10,112,38,Bahamas
2021-01-01,25,23,0.0,4.0,5,79,08:05 PM,09:02 AM,06:55 AM,05:32 PM,21,26,26,24,47,71,80,2.2,1022,25,10,123,33,Bahamas
2021-01-02,24,24,0.0,8.7,6,71,09:05 PM,09:46 AM,06:55 AM,05:33 PM,19,26,26,24,35,27,75,0.0,1021,24,10,130,26,Bahamas
2021-01-03,24,24,0.0,5.6,5,64,10:05 PM,10:27 AM,06:55 AM,05:33 PM,19,26,26,24,29,54,74,1.9,1019,24,10,155,21,Bahamas
2021-01-04,24,24,0.0,8.7,6,57,11:05 PM,11:05 AM,06:55 AM,05:34 PM,18,26,26,24,12,11,69,0.0,1016,24,10,257,9,Bahamas
2021-01-05,23,15,0.0,8.7,5,50,No moonrise,11:42 AM,06:56 AM,05:35 PM,15,21,23,21,25,31,64,0.0,1016,23,10,334,19,Bahamas
2021-01-06,21,14,0.0,8.7,6,42,12:05 AM,12:19 PM,06:56 AM,05:35 PM,12,20,21,20,21,5,56,0.0,1017,21,10,121,16,Bahamas
2021-01-07,22,14,0.0,5.6,5,35,01:06 AM,12:57 PM,06:56 AM,05:36 PM,14,20,23,20,21,52,62,0.0,1018,22,10,93,15,Bahamas
2021-01-08,25,23,0.0,7.2,5,28,02:09 AM,01:39 PM,06:56 AM,05:37 PM,19,26,26,24,37,59,77,3.9,1015,25,10,214,27,Bahamas
2021-01-09,20,19,0.0,8.7,4,20,03:14 AM,02:24 PM,06:56 AM,05:38 PM,14,20,21,20,34,48,68,0.1,1017,20,10,304,27,Bahamas
2021-01-10,20,15,0.0,8.7,5,13,04:20 AM,03:16 PM,06:56 AM,05:38 PM,12,19,19,19,24,41,62,0.0,1021,20,10,132,18,Bahamas
2021-01-11,23,18,0.0,5.6,5,6,05:26 AM,04:12 PM,06:56 AM,05:39 PM,16,23,23,21,29,50,71,0.3,1022,23,10,91,22,Bahamas
2021-01-12,24,18,0.0,5.6,5,0,06:29 AM,05:14 PM,06:56 AM,05:40 PM,20,24,24,22,32,71,82,2.4,1021,24,10,67,23,Bahamas
2021-01-13,24,21,0.0,8.7,6,0,07:26 AM,06:16 PM,06:56 AM,05:41 PM,20,25,25,23,26,25,78,0.0,1019,24,10,57,19,Bahamas
2021-01-14,23,22,0.0,4.1,5,1,08:16 AM,07:19 PM,06:56 AM,05:41 PM,19,25,25,23,23,76,81,3.1,1017,23,10,24,17,Bahamas
2021-01-15,24,18,0.0,4.1,5,8,09:01 AM,08:18 PM,06:56 AM,05:42 PM,20,24,24,22,18,87,82,15.9,1014,24,9,154,12,Bahamas
2021-01-16,23,15,0.0,4.1,5,16,09:40 AM,09:14 PM,06:56 AM,05:43 PM,17,21,22,21,36,68,73,5.5,1015,23,10,286,27,Bahamas
2021-01-17,21,17,0.0,8.7,5,23,10:14 AM,10:08 PM,06:56 AM,05:44 PM,13,20,20,20,19,55,62,0.0,1017,21,10,295,14,Bahamas
2021-01-18,21,20,0.0,8.7,5,30,10:46 AM,11:00 PM,06:56 AM,05:44 PM,14,21,22,21,27,51,66,0.0,1020,21,10,295,20,Bahamas
2021-01-19,21,14,0.0,8.7,6,38,11:17 AM,11:51 PM,06:56 AM,05:45 PM,14,20,22,20,34,21,66,0.1,1023,21,10,48,27,Bahamas
2021-01-20,21,18,0.0,8.7,5,45,11:48 AM,No moonset,06:56 AM,05:46 PM,15,21,23,21,35,46,66,0.0,1023,21,10,51,27,Bahamas
2021-01-21,22,14,0.0,8.7,6,52,12:20 PM,12:41 AM,06:56 AM,05:47 PM,14,20,23,20,24,19,62,0.0,1020,22,10,41,18,Bahamas
2021-01-22,23,19,0.0,8.7,6,59,12:55 PM,01:33 AM,06:55 AM,05:47 PM,16,24,24,22,19,18,67,0.0,1017,23,10,153,14,Bahamas
2021-01-23,22,16,0.0,8.7,6,67,01:33 PM,02:25 AM,06:55 AM,05:48 PM,17,21,23,21,10,18,71,0.0,1018,22,10,195,7,Bahamas
2021-01-24,23,19,0.0,7.2,5,74,02:14 PM,03:20 AM,06:55 AM,05:49 PM,17,24,24,22,19,46,71,0.0,1019,23,10,103,14,Bahamas
2021-01-25,23,18,0.0,4.1,5,81,03:02 PM,04:15 AM,06:55 AM,05:49 PM,20,25,25,22,39,88,80,3.3,1018,23,10,108,29,Bahamas
2021-01-26,24,21,0.0,7.2,5,88,03:55 PM,05:11 AM,06:54 AM,05:50 PM,20,26,26,23,35,54,81,0.0,1018,24,10,133,25,Bahamas
2021-01-27,24,24,0.0,7.2,5,96,04:52 PM,06:04 AM,06:54 AM,05:51 PM,20,26,26,24,27,55,79,0.2,1019,24,10,151,19,Bahamas
2021-01-28,24,19,0.0,7.2,5,100,05:53 PM,06:55 AM,06:54 AM,05:52 PM,18,23,23,22,43,32,79,0.6,1019,24,9,228,34,Bahamas
2021-01-29,19,15,0.0,4.1,4,90,06:55 PM,07:42 AM,06:53 AM,05:52 PM,14,18,19,18,38,77,72,0.7,1022,19,10,39,32,Bahamas
2021-01-30,20,13,0.0,4.1,4,82,07:57 PM,08:25 AM,06:53 AM,05:53 PM,14,18,19,18,35,75,68,1.1,1022,20,10,74,28,Bahamas
2021-01-31,23,15,0.0,4.1,5,79,08:59 PM,09:05 AM,06:52 AM,05:54 PM,18,21,23,21,40,80,75,0.7,1020,23,10,127,30,Bahamas
2021-02-01,24,22,0.0,5.7,5,63,10:00 PM,09:43 AM,06:52 AM,05:55 PM,19,25,25,23,50,54,76,4.2,1013,24,10,225,36,Bahamas
2021-02-02,16,10,0.0,7.2,4,55,11:01 PM,10:20 AM,06:51 AM,05:55 PM,12,16,16,16,52,28,70,0.2,1013,16,10,291,45,Bahamas
2021-02-03,18,12,0.0,8.7,5,48,No moonrise,10:58 AM,06:51 AM,05:56 PM,10,16,17,16,38,3,60,0.0,1017,18,10,307,32,Bahamas
2021-02-04,19,12,0.0,8.7,5,40,12:03 AM,11:38 AM,06:50 AM,05:57 PM,9,17,18,17,21,2,54,0.0,1020,19,10,158,16,Bahamas
2021-02-05,23,16,0.0,8.7,5,33,01:06 AM,12:21 PM,06:50 AM,05:57 PM,16,20,23,20,32,27,69,0.3,1017,23,10,150,24,Bahamas
2021-02-06,24,21,0.0,7.2,5,25,02:10 AM,01:09 PM,06:49 AM,05:58 PM,22,26,26,24,36,56,86,1.7,1016,24,10,146,24,Bahamas
2021-02-07,24,24,0.0,5.7,5,18,03:15 AM,02:02 PM,06:49 AM,05:59 PM,22,27,27,24,38,58,88,9.0,1017,24,10,164,25,Bahamas
