date_time,Bahamas_maxtempC,Bahamas_mintempC,Bahamas_totalSnow_cm,Bahamas_sunHour,Bahamas_uvIndex,Bahamas_moon_illumination,Bahamas_moonrise,Bahamas_moonset,Bahamas_sunrise,Bahamas_sunset,Bahamas_DewPointC,Bahamas_FeelsLikeC,Bahamas_HeatIndexC,Bahamas_WindChillC,Bahamas_WindGustKmph,Bahamas_cloudcover,Bahamas_humidity,Bahamas_precipMM,Bahamas_pressure,Bahamas_tempC,Bahamas_visibility,Bahamas_winddirDegree,Bahamas_windspeedKmph,Bahamas_location
2020-01-01,24,17,0.0,4.0,5,37,11:27 AM,11:24 PM,06:55 AM,05:31 PM,21,25,25,23,31,58,87,0.9,1016,24,10,37,22,Bahamas
2020-01-02,24,16,0.0,8.7,6,44,11:59 AM,No moonset,06:55 AM,05:32 PM,20,24,24,22,29,48,80,0.0,1018,24,10,94,21,Bahamas
2020-01-03,25,22,0.0,8.7,6,51,12:30 PM,12:14 AM,06:55 AM,05:33 PM,22,27,27,24,36,39,85,0.2,1019,25,10,140,26,Bahamas
2020-01-04,25,21,0.0,7.1,5,59,01:03 PM,01:04 AM,06:55 AM,05:34 PM,22,27,27,24,31,31,82,0.2,1019,25,10,186,21,Bahamas
2020-01-05,23,17,0.0,8.7,5,66,01:38 PM,01:56 AM,06:56 AM,05:34 PM,17,21,22,21,48,53,75,2.4,1021,23,10,134,37,Bahamas
2020-01-06,21,20,0.0,5.6,5,73,02:15 PM,02:50 AM,06:56 AM,05:35 PM,14,21,22,21,31,62,65,0.6,1021,21,10,54,24,Bahamas
2020-01-07,22,14,0.0,7.2,5,80,02:58 PM,03:46 AM,06:56 AM,05:36 PM,15,20,23,20,22,61,65,0.8,1021,22,10,90,17,Bahamas
2020-01-08,22,16,0.0,8.7,5,88,03:46 PM,04:45 AM,06:56 AM,05:36 PM,16,21,24,21,40,31,67,0.2,1024,22,10,35,31,Bahamas
2020-01-09,23,18,0.0,4.1,5,95,04:40 PM,05:45 AM,06:56 AM,05:37 PM,18,24,24,21,61,80,77,1.2,1026,23,10,73,47,Bahamas
2020-01-10,25,20,0.0,4.1,5,100,05:41 PM,06:45 AM,06:56 AM,05:38 PM,21,25,25,23,65,69,80,0.7,1025,25,10,92,46,Bahamas
2020-01-11,25,23,0.0,7.2,6,100,06:44 PM,07:42 AM,06:56 AM,05:39 PM,22,27,27,25,59,60,82,0.5,1023,25,10,112,41,Bahamas
2020-01-12,25,22,0.0,5.6,5,83,07:50 PM,08:35 AM,06:56 AM,05:39 PM,21,26,26,24,50,50,81,0.2,1024,25,10,107,36,Bahamas
2020-01-13,24,24,0.0,8.7,5,76,08:55 PM,09:23 AM,06:56 AM,05:40 PM,20,26,26,24,48,59,79,1.5,1025,24,10,94,34,Bahamas
2020-01-14,24,23,0.0,7.2,5,69,09:59 PM,10:07 AM,06:56 AM,05:41 PM,20,26,26,24,43,50,77,0.4,1024,24,10,97,31,Bahamas
2020-01-15,23,23,0.0,8.7,5,61,11:02 PM,10:48 AM,06:56 AM,05:41 PM,18,25,25,23,31,35,71,0.2,1023,23,10,82,23,Bahamas
2020-01-16,23,21,0.0,5.6,5,54,No moonrise,11:27 AM,06:56 AM,05:42 PM,18,25,25,23,31,52,75,1.1,1023,23,10,63,23,Bahamas
2020-01-17,23,22,0.0,4.1,5,47,12:03 AM,12:06 PM,06:56 AM,05:43 PM,19,25,25,23,44,57,77,1.3,1024,23,10,56,33,Bahamas
2020-01-18,22,19,0.0,4.1,5,40,01:03 AM,12:45 PM,06:56 AM,05:44 PM,17,21,23,21,52,78,75,0.2,1025,22,10,86,42,Bahamas
2020-01-19,23,17,0.0,5.6,5,32,02:04 AM,01:28 PM,06:56 AM,05:44 PM,17,24,24,22,31,61,71,0.3,1021,23,10,118,23,Bahamas
2020-01-20,23,20,0.0,7.2,5,25,03:04 AM,02:12 PM,06:56 AM,05:45 PM,19,25,25,23,23,53,79,0.9,1018,23,10,199,17,Bahamas
2020-01-21,22,16,0.0,5.6,5,18,04:04 AM,03:01 PM,06:56 AM,05:46 PM,16,21,24,21,29,66,73,5.9,1015,22,10,232,21,Bahamas
2020-01-22,20,15,0.0,7.2,4,11,05:02 AM,03:53 PM,06:56 AM,05:47 PM,13,18,18,18,52,54,68,1.2,1014,20,10,263,43,Bahamas
2020-01-23,22,18,0.0,5.6,5,3,05:57 AM,04:47 PM,06:55 AM,05:47 PM,16,21,24,21,46,60,71,2.4,1016,22,10,39,36,Bahamas
2020-01-24,23,15,0.0,8.7,6,0,06:48 AM,05:43 PM,06:55 AM,05:48 PM,17,21,23,21,31,30,71,0.0,1016,23,10,91,23,Bahamas
2020-01-25,23,18,0.0,4.1,5,0,07:34 AM,06:38 PM,06:55 AM,05:49 PM,17,24,24,22,19,64,71,6.7,1017,23,10,104,13,Bahamas
2020-01-26,22,18,0.0,7.2,5,4,08:14 AM,07:33 PM,06:54 AM,05:50 PM,17,24,24,22,19,54,71,2.3,1017,22,10,78,14,Bahamas
2020-01-27,23,16,0.0,4.1,5,11,08:52 AM,08:25 PM,06:54 AM,05:50 PM,17,21,24,21,20,73,73,8.0,1016,23,10,112,14,Bahamas
2020-01-28,23,19,0.0,7.2,5,18,09:26 AM,09:16 PM,06:54 AM,05:51 PM,19,25,25,22,19,58,77,5.5,1013,23,10,166,13,Bahamas
2020-01-29,23,17,0.0,4.1,5,26,09:58 AM,10:06 PM,06:53 AM,05:52 PM,20,24,24,22,25,72,83,4.1,1013,23,10,80,18,Bahamas
2020-01-30,24,20,0.0,7.2,5,33,10:30 AM,10:56 PM,06:53 AM,05:53 PM,19,25,25,23,19,43,79,1.4,1014,24,10,258,14,Bahamas
2020-01-31,24,16,0.0,7.2,5,37,11:01 AM,11:47 PM,06:53 AM,05:53 PM,18,24,24,22,22,53,76,1.2,1017,24,10,114,16,Bahamas
2020-02-01,25,21,0.0,5.7,5,49,11:35 AM,No moonset,06:52 AM,05:54 PM,21,26,26,24,37,57,84,7.2,1016,25,10,200,24,Bahamas
2020-02-02,21,17,0.0,8.7,5,57,12:10 PM,12:38 AM,06:52 AM,05:55 PM,15,20,22,20,43,35,69,1.1,1018,21,8,298,34,Bahamas
2020-02-03,21,13,0.0,8.7,6,64,12:49 PM,01:33 AM,06:51 AM,05:55 PM,12,19,20,19,19,9,58,0.0,1021,21,10,82,14,Bahamas
2020-02-04,23,17,0.0,5.7,5,72,01:34 PM,02:28 AM,06:51 AM,05:56 PM,16,24,24,21,26,54,66,0.0,1021,23,10,121,19,Bahamas
2020-02-05,24,18,0.0,4.2,5,79,02:24 PM,03:27 AM,06:50 AM,05:57 PM,20,24,24,22,34,60,80,0.7,1018,24,10,132,25,Bahamas
2020-02-06,24,23,0.0,8.7,5,87,03:21 PM,04:26 AM,06:50 AM,05:57 PM,22,26,26,24,45,40,87,0.2,1014,24,10,152,31,Bahamas
2020-02-07,25,18,0.0,8.7,5,95,04:23 PM,05:25 AM,06:49 AM,05:58 PM,21,25,25,23,45,39,85,1.5,1015,25,10,222,30,Bahamas
2020-02-08,22,15,0.0,4.2,5,100,05:30 PM,06:20 AM,06:49 AM,05:59 PM,20,20,23,20,35,88,89,3.4,1021,22,8,45,27,Bahamas
2020-02-09,24,21,0.0,4.2,5,100,06:37 PM,07:12 AM,06:48 AM,05:59 PM,21,25,25,23,52,76,84,4.7,1023,24,10,62,38,Bahamas
2020-02-10,24,18,0.0,8.7,5,83,07:44 PM,07:59 AM,06:47 AM,06:00 PM,20,25,25,23,47,73,81,2.6,1023,24,10,92,34,Bahamas
2020-02-11,24,22,0.0,8.7,5,75,08:49 PM,08:43 AM,06:47 AM,06:01 PM,22,26,26,24,35,54,86,0.4,1020,24,10,111,23,Bahamas
2020-02-12,24,20,0.0,11.6,6,68,09:53 PM,09:24 AM,06:46 AM,06:01 PM,22,25,25,23,35,21,89,0.0,1019,24,10,113,23,Bahamas
2020-02-13,24,24,0.0,11.6,5,60,10:56 PM,10:04 AM,06:45 AM,06:02 PM,21,26,26,24,33,27,85,0.2,1019,24,10,134,23,Bahamas
2020-02-14,25,24,0.0,8.7,5,53,11:58 PM,10:44 AM,06:45 AM,06:03 PM,21,27,27,25,26,53,81,0.7,1020,25,10,143,18,Bahamas
2020-02-15,24,24,0.0,11.6,6,45,No moonrise,11:27 AM,06:44 AM,06:03 PM,19,26,26,24,15,12,71,0.0,1020,24,10,111,11,Bahamas
2020-02-16,24,23,0.0,7.3,5,38,12:59 AM,12:11 PM,06:43 AM,06:04 PM,20,26,26,24,25,60,79,1.0,1019,24,10,84,18,Bahamas
2020-02-17,24,19,0.0,8.7,5,30,02:00 AM,12:58 PM,06:42 AM,06:04 PM,20,25,25,23,24,50,79,0.2,1018,24,10,108,17,Bahamas
2020-02-18,25,18,0.0,5.8,5,22,02:58 AM,01:49 PM,06:42 AM,06:05 PM,21,26,26,23,42,68,81,0.3,1020,25,10,104,30,Bahamas
2020-02-19,25,23,0.0,5.8,5,15,03:53 AM,02:42 PM,06:41 AM,06:06 PM,22,27,27,25,32,74,82,1.4,1020,25,10,113,23,Bahamas
2020-02-20,25,24,0.0,11.6,6,7,04:44 AM,03:37 PM,06:40 AM,06:06 PM,21,27,27,25,25,31,80,0.5,1019,25,10,121,18,Bahamas
2020-02-21,24,22,0.0,7.3,5,0,05:31 AM,04:31 PM,06:39 AM,06:07 PM,20,26,26,24,31,65,81,1.2,1016,24,10,208,23,Bahamas
2020-02-22,22,15,0.0,8.7,5,0,06:13 AM,05:26 PM,06:39 AM,06:07 PM,17,20,24,20,50,62,76,2.4,1018,22,10,43,40,Bahamas
2020-02-23,21,15,0.0,8.7,5,0,06:51 AM,06:18 PM,06:38 AM,06:08 PM,14,20,22,20,42,53,66,1.8,1021,21,9,60,34,Bahamas
2020-02-24,22,18,0.0,7.3,5,0,07:26 AM,07:10 PM,06:37 AM,06:08 PM,17,21,23,21,42,64,74,2.0,1019,22,10,98,33,Bahamas
2020-02-25,24,21,0.0,10.2,5,8,07:59 AM,08:00 PM,06:36 AM,06:09 PM,19,25,25,23,42,44,77,0.4,1017,24,10,143,31,Bahamas
2020-02-26,25,19,0.0,11.6,5,15,08:30 AM,08:50 PM,06:35 AM,06:10 PM,21,25,25,23,35,45,82,2.2,1016,25,10,162,24,Bahamas
2020-02-27,24,21,0.0,7.3,5,23,09:02 AM,09:41 PM,06:34 AM,06:10 PM,18,25,25,23,36,69,75,9.6,1018,24,9,222,27,Bahamas
2020-02-28,20,20,0.0,7.3,4,30,09:34 AM,10:31 PM,06:33 AM,06:11 PM,13,20,20,20,29,60,66,0.1,1021,20,10,268,22,Bahamas
2020-02-29,19,14,0.0,8.7,4,38,10:08 AM,11:24 PM,06:32 AM,06:11 PM,11,18,19,18,37,42,60,0.3,1023,19,10,335,31,Bahamas
2020-03-01,20,15,0.0,11.6,5,44,10:44 AM,No moonset,06:31 AM,06:12 PM,12,18,19,18,36,14,61,0.0,1024,20,10,57,29,Bahamas
2020-03-02,21,16,0.0,10.2,5,51,11:26 AM,12:17 AM,06:31 AM,06:12 PM,15,20,21,20,42,52,70,0.1,1022,21,10,101,33,Bahamas
2020-03-03,23,17,0.0,8.8,5,58,12:12 PM,01:14 AM,06:30 AM,06:13 PM,19,24,24,21,38,43,78,0.4,1019,23,10,134,28,Bahamas
2020-03-04,24,21,0.0,8.8,5,65,01:04 PM,02:11 AM,06:29 AM,06:13 PM,21,25,25,23,30,41,84,0.3,1019,24,10,144,21,Bahamas
2020-03-05,25,24,0.0,11.6,5,73,02:02 PM,03:09 AM,06:28 AM,06:14 PM,22,27,27,24,37,33,87,0.2,1018,25,10,160,25,Bahamas
2020-03-06,25,23,0.0,7.4,5,80,03:06 PM,04:04 AM,06:27 AM,06:14 PM,22,26,26,24,35,55,87,3.1,1018,25,10,218,24,Bahamas
2020-03-07,20,19,0.0,7.4,4,87,04:12 PM,04:57 AM,06:26 AM,06:15 PM,14,20,20,20,48,55,71,0.6,1021,20,10,13,39,Bahamas
2020-03-08,20,13,0.0,8.8,4,95,05:20 PM,05:46 AM,06:25 AM,06:15 PM,13,18,19,18,53,58,68,0.5,1027,20,10,59,44,Bahamas
2020-03-09,22,15,0.0,7.4,5,100,06:27 PM,06:32 AM,06:24 AM,06:16 PM,15,20,21,20,54,67,70,0.9,1028,22,10,84,43,Bahamas
2020-03-10,22,17,0.0,10.2,5,100,07:34 PM,07:15 AM,06:23 AM,06:16 PM,17,24,24,21,50,55,70,0.4,1025,22,10,86,38,Bahamas
2020-03-11,23,22,0.0,7.4,5,84,08:39 PM,07:57 AM,06:22 AM,06:17 PM,18,25,25,23,44,69,75,1.3,1020,23,10,76,33,Bahamas
2020-03-12,23,21,0.0,11.6,5,76,09:44 PM,08:38 AM,06:21 AM,06:17 PM,19,25,25,23,34,48,78,0.2,1017,23,10,72,25,Bahamas
2020-03-13,23,21,0.0,7.4,5,69,10:48 PM,09:21 AM,06:20 AM,06:18 PM,20,25,25,23,35,67,84,0.6,1019,23,10,61,25,Bahamas
2020-03-14,23,23,0.0,11.6,5,62,11:52 PM,10:06 AM,06:19 AM,06:18 PM,21,25,25,23,33,38,85,0.2,1022,23,10,77,24,Bahamas
2020-03-15,23,22,0.0,11.6,6,55,No moonrise,10:54 AM,06:18 AM,06:18 PM,19,25,25,23,30,32,78,0.0,1022,23,10,66,22,Bahamas
2020-03-16,23,22,0.0,6.0,5,47,12:52 AM,11:45 AM,06:17 AM,06:19 PM,19,25,25,23,29,64,78,0.0,1022,23,10,69,21,Bahamas
2020-03-17,23,21,0.0,11.6,6,40,01:50 AM,12:38 PM,06:16 AM,06:19 PM,19,25,25,23,24,43,76,0.1,1022,23,10,66,18,Bahamas
2020-03-18,23,22,0.0,10.2,5,33,02:42 AM,01:32 PM,06:15 AM,06:20 PM,19,25,25,23,38,41,79,0.2,1023,23,10,83,28,Bahamas
2020-03-19,23,16,0.0,7.4,5,25,03:30 AM,02:27 PM,06:14 AM,06:20 PM,19,24,24,22,46,67,77,0.1,1025,23,10,93,34,Bahamas
2020-03-20,24,23,0.0,6.0,5,18,04:13 AM,03:21 PM,06:13 AM,06:21 PM,19,25,25,23,44,70,78,0.7,1024,24,10,95,32,Bahamas
2020-03-21,24,23,0.0,8.8,5,11,04:52 AM,04:14 PM,06:12 AM,06:21 PM,20,25,25,23,35,67,79,1.5,1023,24,10,86,25,Bahamas
2020-03-22,23,23,0.0,10.2,5,4,05:27 AM,05:06 PM,06:11 AM,06:22 PM,19,25,25,23,32,46,78,0.5,1022,23,10,93,23,Bahamas
2020-03-23,23,19,0.0,10.2,5,0,06:00 AM,05:56 PM,06:10 AM,06:22 PM,20,24,24,22,30,30,80,0.2,1023,23,10,94,21,Bahamas
2020-03-24,24,23,0.0,11.6,5,0,06:32 AM,06:46 PM,06:09 AM,06:22 PM,19,25,25,24,23,30,76,1.0,1020,24,10,127,17,Bahamas
2020-03-25,24,21,0.0,8.8,5,3,07:03 AM,07:37 PM,06:08 AM,06:23 PM,20,25,25,23,28,56,81,0.4,1016,24,10,164,20,Bahamas
2020-03-26,25,22,0.0,11.6,5,11,07:35 AM,08:27 PM,06:07 AM,06:23 PM,21,26,26,24,22,29,80,0.3,1015,25,10,190,15,Bahamas
2020-03-27,24,23,0.0,10.2,6,18,08:08 AM,09:19 PM,06:05 AM,06:24 PM,20,26,26,24,31,41,82,0.1,1016,24,10,62,23,Bahamas
2020-03-28,24,19,0.0,11.6,6,25,08:44 AM,10:12 PM,06:04 AM,06:24 PM,19,25,25,23,32,22,76,0.0,1018,24,10,98,24,Bahamas
2020-03-29,24,21,0.0,11.6,5,32,09:23 AM,11:07 PM,06:03 AM,06:25 PM,21,26,26,24,33,43,81,0.1,1020,24,10,109,24,Bahamas
2020-03-30,24,24,0.0,11.6,5,40,10:06 AM,No moonset,06:02 AM,06:25 PM,20,26,26,24,24,35,78,0.0,1019,24,10,112,18,Bahamas
2020-03-31,25,17,0.0,10.2,5,44,10:55 AM,12:03 AM,06:01 AM,06:25 PM,20,25,25,23,22,38,76,0.0,1013,25,10,159,16,Bahamas
2020-04-01,26,22,0.0,10.4,6,56,11:49 AM,12:58 AM,06:00 AM,06:26 PM,21,27,27,25,40,43,77,2.1,1009,26,10,251,29,Bahamas
2020-04-02,22,22,0.0,12.7,6,64,12:48 PM,01:53 AM,05:59 AM,06:26 PM,15,25,25,22,27,22,63,0.0,1014,22,10,35,21,Bahamas
2020-04-03,23,17,0.0,12.7,6,71,01:52 PM,02:45 AM,05:58 AM,06:27 PM,13,21,24,21,23,15,57,0.0,1016,23,10,59,17,Bahamas
2020-04-04,23,19,0.0,12.7,6,79,02:57 PM,03:35 AM,05:57 AM,06:27 PM,13,24,24,22,17,6,56,0.0,1015,23,10,40,12,Bahamas
2020-04-05,24,20,0.0,12.7,6,87,04:03 PM,04:20 AM,05:56 AM,06:28 PM,15,25,25,23,20,12,58,0.0,1017,24,10,77,15,Bahamas
2020-04-06,24,19,0.0,10.6,5,94,05:10 PM,05:04 AM,05:55 AM,06:28 PM,17,25,25,23,28,61,67,0.0,1018,24,10,93,21,Bahamas
2020-04-07,23,17,0.0,11.9,5,100,06:16 PM,05:46 AM,05:54 AM,06:28 PM,16,24,24,22,26,46,64,0.1,1020,23,10,94,19,Bahamas
2020-04-08,25,18,0.0,8.0,5,100,07:22 PM,06:27 AM,05:53 AM,06:29 PM,21,25,25,23,28,66,80,0.5,1015,25,10,183,20,Bahamas
2020-04-09,26,19,0.0,12.8,6,83,08:29 PM,07:11 AM,05:53 AM,06:29 PM,22,26,26,24,28,15,80,0.0,1012,26,10,262,19,Bahamas
2020-04-10,26,24,0.0,12.8,7,76,09:35 PM,07:56 AM,05:52 AM,06:30 PM,22,28,28,25,31,5,82,0.0,1012,26,10,278,21,Bahamas
2020-04-11,24,19,0.0,8.0,5,68,10:39 PM,08:44 AM,05:51 AM,06:30 PM,21,26,26,23,36,83,85,0.9,1016,24,9,79,27,Bahamas
2020-04-12,26,22,0.0,11.9,6,61,11:41 PM,09:35 AM,05:50 AM,06:31 PM,22,27,27,25,43,57,82,0.8,1019,26,10,112,31,Bahamas
2020-04-13,26,23,0.0,9.3,6,53,No moonrise,10:29 AM,05:49 AM,06:31 PM,23,29,29,26,43,69,82,0.8,1019,26,10,135,31,Bahamas
2020-04-14,26,26,0.0,10.6,6,46,12:37 AM,11:25 AM,05:48 AM,06:32 PM,23,29,29,26,32,48,83,0.2,1018,26,10,128,23,Bahamas
2020-04-15,26,25,0.0,11.9,6,38,01:28 AM,12:21 PM,05:47 AM,06:32 PM,22,28,28,26,34,41,81,0.1,1016,26,10,149,24,Bahamas
2020-04-16,27,26,0.0,12.9,6,30,02:13 AM,01:16 PM,05:46 AM,06:33 PM,22,29,29,26,23,23,80,0.2,1017,27,10,143,16,Bahamas
2020-04-17,26,22,0.0,11.9,6,23,02:53 AM,02:09 PM,05:45 AM,06:33 PM,22,28,28,25,32,52,82,3.8,1019,26,10,114,23,Bahamas
2020-04-18,26,20,0.0,12.9,6,15,03:30 AM,03:01 PM,05:44 AM,06:33 PM,22,27,27,25,30,33,81,0.0,1018,26,10,150,22,Bahamas
2020-04-19,26,23,0.0,12.9,7,8,04:03 AM,03:52 PM,05:43 AM,06:34 PM,22,28,28,26,28,12,80,0.0,1016,26,10,155,20,Bahamas
2020-04-20,29,26,0.0,12.9,6,0,04:34 AM,04:42 PM,05:42 AM,06:34 PM,23,31,31,27,36,30,78,0.0,1013,29,10,205,24,Bahamas
2020-04-21,28,27,0.0,10.7,6,0,05:06 AM,05:33 PM,05:41 AM,06:35 PM,24,31,31,28,30,68,79,3.2,1013,28,10,272,20,Bahamas
2020-04-22,26,25,0.0,12.9,6,0,05:37 AM,06:23 PM,05:41 AM,06:35 PM,20,28,28,26,29,32,71,3.6,1016,26,10,76,21,Bahamas
2020-04-23,25,20,0.0,13.0,6,0,06:09 AM,07:15 PM,05:40 AM,06:36 PM,21,26,26,24,41,13,76,0.0,1017,25,10,119,31,Bahamas
2020-04-24,27,23,0.0,11.9,6,7,06:44 AM,08:08 PM,05:39 AM,06:36 PM,23,30,30,26,43,56,82,1.8,1015,27,10,155,31,Bahamas
2020-04-25,28,27,0.0,11.9,6,15,07:23 AM,09:03 PM,05:38 AM,06:37 PM,24,31,31,28,34,45,81,3.8,1015,28,10,163,23,Bahamas
2020-04-26,27,27,0.0,9.4,6,22,08:04 AM,09:58 PM,05:37 AM,06:37 PM,24,30,30,27,29,59,82,1.9,1017,27,10,162,21,Bahamas
2020-04-27,26,24,0.0,8.1,6,30,08:51 AM,10:54 PM,05:37 AM,06:38 PM,22,28,28,26,34,69,81,13.1,1017,26,9,196,24,Bahamas
2020-04-28,25,21,0.0,8.1,5,37,09:43 AM,11:49 PM,05:36 AM,06:38 PM,21,26,26,24,39,81,82,2.1,1019,25,10,49,30,Bahamas
2020-04-29,25,18,0.0,13.0,5,45,10:40 AM,No moonset,05:35 AM,06:39 PM,22,25,25,23,35,58,82,2.2,1017,25,10,98,27,Bahamas
2020-04-30,27,23,0.0,12.0,6,52,11:40 AM,12:40 AM,05:34 AM,06:39 PM,22,29,29,26,34,57,79,3.2,1016,27,10,155,25,Bahamas
2020-05-01,27,21,0.0,13.1,6,58,12:42 PM,01:29 AM,05:33 AM,06:40 PM,21,27,27,25,24,47,75,4.3,1015,27,10,265,18,Bahamas
2020-05-02,24,24,0.0,13.1,6,65,01:46 PM,02:14 AM,05:33 AM,06:40 PM,17,26,26,24,30,14,65,0.1,1019,24,10,38,23,Bahamas
2020-05-03,24,19,0.0,13.1,5,72,02:50 PM,02:57 AM,05:32 AM,06:41 PM,17,25,25,23,29,44,66,0.0,1018,24,10,67,22,Bahamas
2020-05-04,25,24,0.0,13.1,6,80,03:54 PM,03:38 AM,05:31 AM,06:41 PM,18,26,26,25,18,30,66,0.0,1016,25,10,72,13,Bahamas
2020-05-05,26,25,0.0,13.1,7,87,04:59 PM,04:18 AM,05:31 AM,06:42 PM,19,27,27,25,16,23,67,0.0,1016,26,10,124,12,Bahamas
2020-05-06,27,23,0.0,12.0,6,94,06:06 PM,05:00 AM,05:30 AM,06:42 PM,21,28,28,26,18,39,73,0.8,1014,27,10,205,13,Bahamas
2020-05-07,26,24,0.0,13.1,6,100,07:13 PM,05:43 AM,05:29 AM,06:43 PM,21,28,28,26,31,50,74,0.3,1015,26,10,194,23,Bahamas
2020-05-08,24,18,0.0,13.1,6,100,08:19 PM,06:30 AM,05:29 AM,06:43 PM,18,25,25,23,28,36,68,0.0,1017,24,10,87,22,Bahamas
2020-05-09,26,21,0.0,13.2,7,84,09:24 PM,07:21 AM,05:28 AM,06:44 PM,19,27,27,25,19,20,68,0.0,1018,26,10,99,14,Bahamas
2020-05-10,26,18,0.0,8.2,5,77,10:25 PM,08:15 AM,05:28 AM,06:44 PM,22,26,26,24,39,70,81,23.2,1017,26,8,162,25,Bahamas
2020-05-11,25,20,0.0,9.5,5,70,11:20 PM,09:12 AM,05:27 AM,06:45 PM,21,26,26,24,33,81,83,19.5,1016,25,9,152,24,Bahamas
2020-05-12,25,22,0.0,12.0,5,62,No moonrise,10:10 AM,05:26 AM,06:45 PM,21,26,26,24,51,68,81,1.7,1018,25,10,52,39,Bahamas
2020-05-13,25,23,0.0,8.3,6,55,12:08 AM,11:07 AM,05:26 AM,06:46 PM,22,27,27,25,59,92,81,10.9,1019,25,9,71,41,Bahamas
2020-05-14,25,16,0.0,8.3,5,48,12:51 AM,12:02 PM,05:25 AM,06:47 PM,22,25,25,23,72,98,83,69.3,1018,25,5,82,40,Bahamas
2020-05-15,26,18,0.0,9.5,5,40,01:30 AM,12:55 PM,05:25 AM,06:47 PM,22,26,26,24,57,81,82,14.4,1014,26,9,125,38,Bahamas
2020-05-16,28,23,0.0,13.2,6,33,02:04 AM,01:47 PM,05:24 AM,06:48 PM,23,30,30,27,42,46,79,2.4,1012,28,10,213,28,Bahamas
2020-05-17,27,26,0.0,9.5,6,26,02:36 AM,02:37 PM,05:24 AM,06:48 PM,22,29,29,27,21,64,77,7.9,1014,27,9,257,15,Bahamas
2020-05-18,27,26,0.0,10.8,6,19,03:08 AM,03:28 PM,05:24 AM,06:49 PM,24,30,30,27,29,56,83,2.7,1015,27,10,160,19,Bahamas
2020-05-19,27,21,0.0,10.8,6,11,03:39 AM,04:18 PM,05:23 AM,06:49 PM,24,29,29,26,28,66,83,3.1,1014,27,10,168,18,Bahamas
2020-05-20,28,27,0.0,12.0,6,4,04:11 AM,05:09 PM,05:23 AM,06:50 PM,23,31,31,27,16,52,76,2.8,1014,28,10,173,10,Bahamas
2020-05-21,27,27,0.0,13.3,7,0,04:45 AM,06:02 PM,05:22 AM,06:50 PM,23,30,30,27,20,8,81,0.0,1016,27,10,115,13,Bahamas
2020-05-22,26,26,0.0,13.3,7,0,05:22 AM,06:57 PM,05:22 AM,06:51 PM,22,29,29,26,33,15,80,0.0,1018,26,10,84,23,Bahamas
2020-05-23,26,26,0.0,10.8,6,3,06:02 AM,07:53 PM,05:22 AM,06:51 PM,23,29,29,26,34,69,81,1.0,1018,26,10,87,25,Bahamas
2020-05-24,26,19,0.0,12.0,6,10,06:48 AM,08:50 PM,05:21 AM,06:52 PM,22,27,27,25,37,63,80,0.2,1016,26,10,82,27,Bahamas
2020-05-25,27,19,0.0,9.6,6,17,07:39 AM,09:45 PM,05:21 AM,06:52 PM,23,28,28,25,35,79,82,4.3,1015,27,10,106,25,Bahamas
2020-05-26,27,23,0.0,10.8,6,25,08:35 AM,10:38 PM,05:21 AM,06:53 PM,24,29,29,26,34,65,83,7.3,1015,27,9,121,23,Bahamas
2020-05-27,27,27,0.0,10.8,6,32,09:34 AM,11:28 PM,05:21 AM,06:53 PM,24,30,30,27,30,60,85,0.1,1016,27,10,113,21,Bahamas
2020-05-28,27,26,0.0,10.8,6,39,10:35 AM,No moonset,05:20 AM,06:54 PM,23,30,30,27,32,54,83,0.3,1017,27,10,93,23,Bahamas
2020-05-29,27,24,0.0,10.8,6,47,11:37 AM,12:13 AM,05:20 AM,06:54 PM,23,29,29,26,38,67,81,2.9,1017,27,10,96,27,Bahamas
2020-05-30,27,26,0.0,8.3,6,54,12:39 PM,12:55 AM,05:20 AM,06:55 PM,23,29,29,26,29,69,80,0.5,1016,27,10,101,21,Bahamas
2020-05-31,27,26,0.0,13.4,6,58,01:41 PM,01:35 AM,05:20 AM,06:55 PM,22,29,29,27,20,44,78,0.0,1016,27,10,92,15,Bahamas
