date_time,Nicaragua_maxtempC,Nicaragua_mintempC,Nicaragua_totalSnow_cm,Nicaragua_sunHour,Nicaragua_uvIndex,Nicaragua_moon_illumination,Nicaragua_moonrise,Nicaragua_moonset,Nicaragua_sunrise,Nicaragua_sunset,Nicaragua_DewPointC,Nicaragua_FeelsLikeC,Nicaragua_HeatIndexC,Nicaragua_WindChillC,Nicaragua_WindGustKmph,Nicaragua_cloudcover,Nicaragua_humidity,Nicaragua_precipMM,Nicaragua_pressure,Nicaragua_tempC,Nicaragua_visibility,Nicaragua_winddirDegree,Nicaragua_windspeedKmph,Nicaragua_location
2020-01-01,31,22,0.0,8.7,7,37,10:56 AM,11:06 PM,06:06 AM,05:32 PM,20,28,28,26,20,27,69,0.1,1012,31,10,83,15,Nicaragua
2020-01-02,31,22,0.0,8.7,7,44,11:33 AM,11:51 PM,06:06 AM,05:32 PM,19,28,28,26,18,19,70,0.1,1012,31,10,97,12,Nicaragua
2020-01-03,31,22,0.0,8.7,7,51,12:10 PM,No moonset,06:06 AM,05:33 PM,20,28,28,26,17,10,71,0.0,1014,31,10,104,12,Nicaragua
2020-01-04,32,23,0.0,8.7,7,59,12:47 PM,12:36 AM,06:07 AM,05:33 PM,19,28,28,27,21,13,65,0.0,1016,32,10,76,15,Nicaragua
2020-01-05,33,22,0.0,8.7,6,66,01:27 PM,01:23 AM,06:07 AM,05:34 PM,19,29,29,27,21,26,63,0.0,1016,33,10,76,16,Nicaragua
2020-01-06,32,25,0.0,7.2,6,73,02:09 PM,02:12 AM,06:07 AM,05:34 PM,19,29,29,28,19,47,59,0.0,1014,32,10,70,15,Nicaragua
2020-01-07,32,22,0.0,8.7,7,80,02:56 PM,03:04 AM,06:08 AM,05:35 PM,19,28,28,27,23,31,66,0.0,1014,32,10,76,17,Nicaragua
2020-01-08,32,22,0.0,8.7,7,88,03:48 PM,03:59 AM,06:08 AM,05:36 PM,18,28,28,27,31,7,61,0.0,1014,32,10,68,23,Nicaragua
2020-01-09,32,24,0.0,7.2,6,95,04:43 PM,04:57 AM,06:08 AM,05:36 PM,20,29,29,27,32,38,66,0.0,1013,32,10,71,25,Nicaragua
2020-01-10,32,23,0.0,5.7,6,100,05:44 PM,05:56 AM,06:09 AM,05:37 PM,20,29,29,27,32,45,69,0.5,1011,32,10,71,24,Nicaragua
2020-01-11,31,23,0.0,8.7,6,100,06:45 PM,06:54 AM,06:09 AM,05:37 PM,20,29,29,26,29,49,71,0.3,1011,31,10,77,22,Nicaragua
2020-01-12,31,24,0.0,7.2,7,83,07:47 PM,07:51 AM,06:09 AM,05:38 PM,20,29,29,27,33,29,68,0.0,1011,31,10,70,26,Nicaragua
2020-01-13,32,24,0.0,8.7,7,76,08:46 PM,08:44 AM,06:09 AM,05:38 PM,20,29,29,27,35,11,66,0.0,1012,32,10,73,27,Nicaragua
2020-01-14,32,24,0.0,8.7,7,69,09:45 PM,09:33 AM,06:09 AM,05:39 PM,20,29,29,27,36,14,67,0.0,1012,32,10,73,27,Nicaragua
2020-01-15,32,23,0.0,8.7,7,61,10:40 PM,10:20 AM,06:10 AM,05:39 PM,19,28,28,27,36,13,64,0.0,1011,32,10,74,28,Nicaragua
2020-01-16,32,23,0.0,8.7,7,54,11:36 PM,11:05 AM,06:10 AM,05:40 PM,19,28,28,26,29,12,66,0.0,1012,32,10,74,22,Nicaragua
2020-01-17,32,24,0.0,8.7,7,47,No moonrise,11:50 AM,06:10 AM,05:40 PM,20,29,29,27,32,30,69,0.0,1011,32,10,71,24,Nicaragua
2020-01-18,32,24,0.0,8.7,7,40,12:30 AM,12:35 PM,06:10 AM,05:41 PM,20,29,29,27,37,22,65,0.0,1011,32,10,69,29,Nicaragua
2020-01-19,32,24,0.0,8.7,7,32,01:26 AM,01:22 PM,06:10 AM,05:41 PM,20,29,29,27,31,16,65,0.0,1011,32,10,68,23,Nicaragua
2020-01-20,33,22,0.0,8.7,7,25,02:21 AM,02:11 PM,06:10 AM,05:42 PM,18,29,29,27,22,9,61,0.0,1013,33,10,77,16,Nicaragua
2020-01-21,34,22,0.0,8.7,7,18,03:18 AM,03:03 PM,06:10 AM,05:42 PM,18,29,29,27,21,7,61,0.0,1013,34,10,88,16,Nicaragua
2020-01-22,32,21,0.0,8.7,7,11,04:14 AM,03:56 PM,06:10 AM,05:43 PM,18,28,28,26,19,8,63,0.0,1013,32,10,96,14,Nicaragua
2020-01-23,31,20,0.0,8.7,7,3,05:08 AM,04:50 PM,06:10 AM,05:43 PM,18,26,26,25,17,22,69,0.0,1013,31,10,115,13,Nicaragua
2020-01-24,32,21,0.0,8.7,7,0,06:00 AM,05:44 PM,06:11 AM,05:44 PM,19,27,27,26,16,23,69,0.0,1013,32,10,104,12,Nicaragua
2020-01-25,32,21,0.0,8.7,7,0,06:48 AM,06:35 PM,06:11 AM,05:44 PM,18,27,27,25,25,11,65,0.0,1014,32,10,103,18,Nicaragua
2020-01-26,32,19,0.0,8.7,7,4,07:33 AM,07:26 PM,06:11 AM,05:45 PM,16,26,26,25,18,3,63,0.0,1014,32,10,103,13,Nicaragua
2020-01-27,33,22,0.0,8.7,7,11,08:14 AM,08:13 PM,06:11 AM,05:45 PM,18,29,29,27,7,8,66,0.0,1014,33,10,129,5,Nicaragua
2020-01-28,34,22,0.0,8.7,7,18,08:53 AM,09:00 PM,06:10 AM,05:46 PM,20,30,30,28,8,33,70,0.0,1013,34,10,146,6,Nicaragua
2020-01-29,32,22,0.0,7.2,6,26,09:31 AM,09:45 PM,06:10 AM,05:46 PM,20,29,29,27,13,57,71,0.0,1012,32,10,109,10,Nicaragua
2020-01-30,33,22,0.0,8.7,7,33,10:07 AM,10:29 PM,06:10 AM,05:47 PM,19,29,29,27,18,21,67,0.0,1012,33,10,112,13,Nicaragua
2020-01-31,33,20,0.0,8.7,7,37,10:43 AM,11:15 PM,06:10 AM,05:47 PM,19,28,28,26,19,16,68,0.0,1013,33,10,100,14,Nicaragua
2020-02-01,34,22,0.0,8.7,6,49,11:22 AM,No moonset,06:10 AM,05:47 PM,19,30,30,28,20,26,66,0.2,1013,34,10,92,15,Nicaragua
2020-02-02,35,23,0.0,8.7,8,57,12:02 PM,12:02 AM,06:10 AM,05:48 PM,18,29,29,28,25,8,59,0.0,1013,35,10,68,19,Nicaragua
2020-02-03,32,22,0.0,8.7,7,64,12:45 PM,12:52 AM,06:10 AM,05:48 PM,19,29,29,27,24,27,63,0.0,1014,32,10,77,18,Nicaragua
2020-02-04,34,22,0.0,8.7,7,72,01:34 PM,01:44 AM,06:10 AM,05:48 PM,19,29,29,27,25,13,64,0.0,1013,34,10,74,19,Nicaragua
2020-02-05,34,22,0.0,8.7,7,79,02:26 PM,02:39 AM,06:09 AM,05:49 PM,20,30,30,27,22,10,65,0.0,1012,34,10,86,17,Nicaragua
2020-02-06,34,21,0.0,8.7,7,87,03:24 PM,03:38 AM,06:09 AM,05:49 PM,19,29,29,27,16,6,68,0.0,1011,34,10,104,12,Nicaragua
2020-02-07,34,21,0.0,8.7,7,95,04:25 PM,04:36 AM,06:09 AM,05:49 PM,19,30,30,28,16,2,66,0.0,1012,34,10,107,12,Nicaragua
2020-02-08,34,22,0.0,8.7,7,100,05:28 PM,05:35 AM,06:09 AM,05:50 PM,19,29,29,27,24,16,64,0.0,1014,34,10,75,18,Nicaragua
2020-02-09,33,21,0.0,8.7,7,100,06:30 PM,06:30 AM,06:09 AM,05:50 PM,18,28,28,26,28,15,64,0.0,1013,33,10,75,21,Nicaragua
2020-02-10,32,23,0.0,5.8,6,83,07:32 PM,07:23 AM,06:08 AM,05:50 PM,20,29,29,27,30,51,67,0.3,1012,32,10,76,23,Nicaragua
2020-02-11,34,23,0.0,8.7,7,75,08:30 PM,08:12 AM,06:08 AM,05:51 PM,19,29,29,27,28,18,63,0.0,1011,34,10,82,21,Nicaragua
2020-02-12,33,21,0.0,8.7,7,68,09:28 PM,09:00 AM,06:08 AM,05:51 PM,19,29,29,27,26,19,66,0.0,1011,33,10,85,20,Nicaragua
2020-02-13,34,21,0.0,8.7,7,60,10:24 PM,09:46 AM,06:07 AM,05:51 PM,19,29,29,27,27,15,66,0.0,1011,34,10,75,20,Nicaragua
2020-02-14,33,22,0.0,8.7,7,53,11:21 PM,10:32 AM,06:07 AM,05:52 PM,18,29,29,27,30,18,62,0.0,1012,33,10,71,22,Nicaragua
2020-02-15,34,23,0.0,8.7,7,45,No moonrise,11:20 AM,06:07 AM,05:52 PM,18,29,29,27,31,6,60,0.0,1012,34,10,69,23,Nicaragua
2020-02-16,33,23,0.0,8.7,7,38,12:17 AM,12:08 PM,06:06 AM,05:52 PM,18,29,29,27,32,9,59,0.0,1011,33,10,76,25,Nicaragua
2020-02-17,34,22,0.0,8.7,7,30,01:14 AM,12:59 PM,06:06 AM,05:52 PM,18,29,29,27,30,5,61,0.0,1009,34,10,78,23,Nicaragua
2020-02-18,34,23,0.0,8.7,7,22,02:09 AM,01:52 PM,06:06 AM,05:53 PM,20,30,30,28,35,13,64,0.0,1009,34,10,80,26,Nicaragua
2020-02-19,35,24,0.0,8.7,8,15,03:04 AM,02:45 PM,06:05 AM,05:53 PM,20,31,31,29,33,20,63,0.0,1011,35,10,74,25,Nicaragua
2020-02-20,35,23,0.0,8.7,8,7,03:56 AM,03:38 PM,06:05 AM,05:53 PM,18,29,29,28,31,6,60,0.0,1012,35,10,74,23,Nicaragua
2020-02-21,34,22,0.0,8.7,7,0,04:44 AM,04:30 PM,06:04 AM,05:53 PM,18,29,29,27,25,14,62,0.0,1013,34,10,77,19,Nicaragua
2020-02-22,34,21,0.0,8.7,7,0,05:30 AM,05:20 PM,06:04 AM,05:53 PM,18,29,29,28,25,16,60,0.0,1014,34,10,76,19,Nicaragua
2020-02-23,35,21,0.0,8.7,7,0,06:12 AM,06:08 PM,06:04 AM,05:54 PM,17,29,29,27,27,6,58,0.0,1013,35,10,79,20,Nicaragua
2020-02-24,34,21,0.0,8.7,7,0,06:51 AM,06:55 PM,06:03 AM,05:54 PM,18,28,28,27,15,10,64,0.0,1012,34,10,109,11,Nicaragua
2020-02-25,35,22,0.0,8.7,8,8,07:29 AM,07:41 PM,06:03 AM,05:54 PM,19,30,30,28,10,19,64,0.0,1012,35,10,146,8,Nicaragua
2020-02-26,36,22,0.0,8.7,7,15,08:06 AM,08:25 PM,06:02 AM,05:54 PM,20,30,30,28,9,21,66,0.0,1012,36,10,161,7,Nicaragua
2020-02-27,35,23,0.0,8.7,6,23,08:42 AM,09:11 PM,06:02 AM,05:54 PM,19,30,30,28,20,33,62,0.0,1013,35,10,92,15,Nicaragua
2020-02-28,35,21,0.0,8.7,7,30,09:19 AM,09:57 PM,06:01 AM,05:54 PM,18,30,30,28,26,25,60,0.0,1014,35,10,73,19,Nicaragua
2020-02-29,33,23,0.0,8.7,7,38,09:58 AM,10:44 PM,06:01 AM,05:54 PM,18,29,29,27,33,18,57,0.0,1015,33,10,60,25,Nicaragua
2020-03-01,35,22,0.0,11.6,7,44,10:39 AM,11:35 PM,06:00 AM,05:55 PM,17,29,29,27,27,14,55,0.0,1014,35,10,67,20,Nicaragua
2020-03-02,34,23,0.0,11.6,7,51,11:24 AM,No moonset,06:00 AM,05:55 PM,19,30,30,28,28,20,62,0.0,1012,34,10,78,22,Nicaragua
2020-03-03,35,21,0.0,11.6,7,58,12:13 PM,12:27 AM,05:59 AM,05:55 PM,18,29,29,28,23,12,62,0.0,1012,35,10,88,17,Nicaragua
2020-03-04,35,21,0.0,11.6,7,65,01:07 PM,01:22 AM,05:59 AM,05:55 PM,19,29,29,28,23,7,62,0.0,1012,35,10,89,17,Nicaragua
2020-03-05,35,20,0.0,11.6,7,73,02:05 PM,02:19 AM,05:58 AM,05:55 PM,18,28,28,27,26,2,61,0.0,1012,35,10,83,19,Nicaragua
2020-03-06,35,21,0.0,11.6,7,80,03:07 PM,03:17 AM,05:58 AM,05:55 PM,19,30,30,28,27,16,61,0.0,1014,35,10,71,20,Nicaragua
2020-03-07,35,22,0.0,11.6,8,87,04:09 PM,04:13 AM,05:57 AM,05:55 PM,18,31,31,29,26,15,60,0.0,1013,35,10,69,20,Nicaragua
2020-03-08,35,23,0.0,11.6,8,95,05:11 PM,05:07 AM,05:56 AM,05:55 PM,18,30,30,28,31,15,57,0.0,1013,35,10,72,24,Nicaragua
2020-03-09,34,23,0.0,11.6,7,100,06:12 PM,05:58 AM,05:56 AM,05:55 PM,19,30,30,28,32,34,63,0.0,1013,34,10,69,25,Nicaragua
2020-03-10,35,23,0.0,11.6,7,100,07:12 PM,06:48 AM,05:55 AM,05:56 PM,19,30,30,28,30,16,62,0.0,1014,35,10,73,23,Nicaragua
2020-03-11,34,23,0.0,11.6,7,84,08:10 PM,07:36 AM,05:55 AM,05:56 PM,19,30,30,28,26,22,63,0.0,1012,34,10,80,20,Nicaragua
2020-03-12,35,22,0.0,11.6,8,76,09:09 PM,08:24 AM,05:54 AM,05:56 PM,18,30,30,28,22,15,59,0.0,1011,35,10,90,17,Nicaragua
2020-03-13,35,21,0.0,11.6,7,69,10:08 PM,09:13 AM,05:53 AM,05:56 PM,17,29,29,28,24,7,58,0.0,1012,35,10,90,18,Nicaragua
2020-03-14,35,22,0.0,11.6,8,62,11:07 PM,10:03 AM,05:53 AM,05:56 PM,19,30,30,28,27,17,61,0.0,1014,35,10,84,20,Nicaragua
2020-03-15,35,22,0.0,11.6,8,55,No moonrise,10:54 AM,05:52 AM,05:56 PM,19,30,30,28,28,8,60,0.0,1014,35,10,76,21,Nicaragua
2020-03-16,34,22,0.0,11.6,7,47,12:04 AM,11:48 AM,05:52 AM,05:56 PM,18,29,29,28,27,13,60,0.0,1013,34,10,83,20,Nicaragua
2020-03-17,34,21,0.0,11.6,7,40,01:00 AM,12:41 PM,05:51 AM,05:56 PM,18,29,29,28,26,15,61,0.0,1013,34,10,80,20,Nicaragua
2020-03-18,34,23,0.0,7.4,6,33,01:53 AM,01:35 PM,05:50 AM,05:56 PM,19,29,29,28,28,42,63,0.2,1014,34,10,80,21,Nicaragua
2020-03-19,35,21,0.0,10.2,6,25,02:43 AM,02:27 PM,05:50 AM,05:56 PM,18,29,29,27,24,28,62,0.0,1015,35,10,78,18,Nicaragua
2020-03-20,36,22,0.0,11.6,8,18,03:29 AM,03:17 PM,05:49 AM,05:56 PM,18,30,30,28,25,10,59,0.0,1015,36,10,79,18,Nicaragua
2020-03-21,35,22,0.0,11.6,7,11,04:11 AM,04:06 PM,05:48 AM,05:56 PM,18,29,29,28,25,10,61,0.0,1014,35,10,78,19,Nicaragua
2020-03-22,34,22,0.0,11.6,7,4,04:51 AM,04:52 PM,05:48 AM,05:56 PM,18,29,29,27,28,13,60,0.0,1014,34,10,76,21,Nicaragua
2020-03-23,34,22,0.0,11.6,7,0,05:30 AM,05:38 PM,05:47 AM,05:56 PM,18,29,29,28,27,9,60,0.0,1015,34,10,79,21,Nicaragua
2020-03-24,35,22,0.0,11.6,8,0,06:06 AM,06:23 PM,05:47 AM,05:56 PM,19,30,30,28,27,8,60,0.0,1014,35,10,77,20,Nicaragua
2020-03-25,35,22,0.0,11.6,8,3,06:42 AM,07:08 PM,05:46 AM,05:56 PM,19,30,30,28,23,10,61,0.0,1012,35,10,80,17,Nicaragua
2020-03-26,35,22,0.0,11.6,7,11,07:19 AM,07:54 PM,05:45 AM,05:56 PM,20,30,30,28,23,25,64,0.0,1011,35,10,86,18,Nicaragua
2020-03-27,34,22,0.0,10.2,6,18,07:57 AM,08:41 PM,05:45 AM,05:56 PM,19,30,30,28,23,29,64,0.0,1010,34,10,79,17,Nicaragua
2020-03-28,34,23,0.0,11.6,8,25,08:37 AM,09:30 PM,05:44 AM,05:56 PM,20,30,30,28,23,17,65,0.0,1011,34,10,98,17,Nicaragua
2020-03-29,36,23,0.0,11.6,8,32,09:21 AM,10:21 PM,05:43 AM,05:56 PM,18,30,30,28,26,11,59,0.0,1011,36,10,84,20,Nicaragua
2020-03-30,34,22,0.0,11.6,7,40,10:07 AM,11:14 PM,05:43 AM,05:56 PM,19,30,30,28,26,26,63,0.0,1011,34,10,79,20,Nicaragua
2020-03-31,36,22,0.0,11.6,8,44,10:58 AM,No moonset,05:42 AM,05:56 PM,19,31,31,29,20,8,61,0.0,1010,36,10,94,15,Nicaragua
2020-04-01,36,23,0.0,11.6,8,56,11:53 AM,12:09 AM,05:41 AM,05:57 PM,19,31,31,29,10,24,62,0.0,1010,36,10,133,7,Nicaragua
2020-04-02,35,23,0.0,11.6,8,64,12:51 PM,01:04 AM,05:41 AM,05:57 PM,19,30,30,29,14,29,59,0.0,1011,35,10,111,11,Nicaragua
2020-04-03,36,22,0.0,11.6,8,71,01:51 PM,01:59 AM,05:40 AM,05:57 PM,18,31,31,29,15,10,58,0.0,1011,36,10,115,11,Nicaragua
2020-04-04,36,23,0.0,11.6,8,79,02:51 PM,02:52 AM,05:40 AM,05:57 PM,19,31,31,30,13,11,61,0.0,1010,36,10,105,10,Nicaragua
2020-04-05,37,22,0.0,11.6,8,87,03:51 PM,03:44 AM,05:39 AM,05:57 PM,18,31,31,29,18,3,57,0.0,1011,37,10,104,13,Nicaragua
2020-04-06,37,23,0.0,11.6,8,94,04:51 PM,04:33 AM,05:38 AM,05:57 PM,18,30,30,29,23,13,57,0.0,1012,37,10,93,17,Nicaragua
2020-04-07,36,24,0.0,11.6,8,100,05:51 PM,05:22 AM,05:38 AM,05:57 PM,20,32,32,29,26,20,60,0.0,1012,36,10,78,20,Nicaragua
2020-04-08,38,24,0.0,11.6,8,100,06:50 PM,06:10 AM,05:37 AM,05:57 PM,20,32,32,30,25,12,58,0.0,1011,38,10,82,19,Nicaragua
2020-04-09,37,23,0.0,11.6,8,83,07:51 PM,06:59 AM,05:37 AM,05:57 PM,19,31,31,30,21,13,58,0.0,1010,37,10,95,15,Nicaragua
2020-04-10,38,24,0.0,11.6,8,76,08:52 PM,07:50 AM,05:36 AM,05:57 PM,19,33,33,31,18,6,57,0.0,1010,38,10,103,13,Nicaragua
2020-04-11,37,23,0.0,11.6,8,68,09:53 PM,08:43 AM,05:35 AM,05:57 PM,19,32,32,30,21,4,59,0.0,1011,37,10,99,16,Nicaragua
2020-04-12,36,23,0.0,11.6,8,61,10:51 PM,09:38 AM,05:35 AM,05:57 PM,20,32,32,30,20,11,62,0.0,1012,36,10,103,15,Nicaragua
2020-04-13,37,24,0.0,11.6,8,53,11:48 PM,10:33 AM,05:34 AM,05:57 PM,21,33,33,30,19,20,61,0.0,1013,37,10,98,15,Nicaragua
2020-04-14,36,24,0.0,11.6,8,46,No moonrise,11:29 AM,05:34 AM,05:57 PM,20,32,32,29,23,20,60,0.0,1012,36,10,88,18,Nicaragua
2020-04-15,37,24,0.0,11.6,8,38,12:39 AM,12:22 PM,05:33 AM,05:57 PM,20,32,32,30,20,14,59,0.3,1012,37,10,101,16,Nicaragua
2020-04-16,36,22,0.0,11.6,8,30,01:27 AM,01:14 PM,05:33 AM,05:57 PM,17,30,30,29,24,2,54,0.0,1013,36,10,100,18,Nicaragua
2020-04-17,36,24,0.0,11.6,8,23,02:11 AM,02:03 PM,05:32 AM,05:58 PM,18,30,30,29,26,7,57,0.0,1013,36,10,85,20,Nicaragua
2020-04-18,36,23,0.0,11.6,8,15,02:52 AM,02:50 PM,05:31 AM,05:58 PM,18,32,32,30,25,5,55,0.0,1013,36,10,94,19,Nicaragua
2020-04-19,36,24,0.0,11.6,8,8,03:30 AM,03:36 PM,05:31 AM,05:58 PM,18,31,31,29,13,8,54,0.0,1013,36,10,129,10,Nicaragua
2020-04-20,36,24,0.0,11.6,8,0,04:07 AM,04:21 PM,05:30 AM,05:58 PM,20,32,32,30,13,7,61,0.0,1012,36,10,164,10,Nicaragua
2020-04-21,35,25,0.0,11.6,8,0,04:43 AM,05:06 PM,05:30 AM,05:58 PM,20,32,32,30,9,9,61,0.0,1012,35,10,282,7,Nicaragua
2020-04-22,38,26,0.0,11.6,8,0,05:20 AM,05:52 PM,05:29 AM,05:58 PM,20,33,33,31,5,31,56,0.2,1012,38,10,183,4,Nicaragua
2020-04-23,37,25,0.0,11.6,8,0,05:57 AM,06:38 PM,05:29 AM,05:58 PM,18,32,32,31,14,12,53,0.0,1011,37,10,124,11,Nicaragua
2020-04-24,37,25,0.0,11.6,8,7,06:36 AM,07:27 PM,05:28 AM,05:58 PM,20,33,33,31,9,23,59,0.1,1011,37,10,157,7,Nicaragua
2020-04-25,38,26,0.0,11.6,8,15,07:19 AM,08:17 PM,05:28 AM,05:58 PM,20,34,34,31,18,17,57,0.0,1011,38,10,99,14,Nicaragua
2020-04-26,36,25,0.0,11.6,8,22,08:05 AM,09:10 PM,05:27 AM,05:59 PM,20,32,32,30,23,33,60,0.0,1012,36,10,82,18,Nicaragua
2020-04-27,36,23,0.0,11.6,8,30,08:54 AM,10:04 PM,05:27 AM,05:59 PM,19,31,31,29,24,18,58,0.0,1012,36,10,85,19,Nicaragua
2020-04-28,36,25,0.0,11.6,8,37,09:47 AM,10:59 PM,05:27 AM,05:59 PM,20,32,32,30,25,14,57,0.0,1012,36,10,82,20,Nicaragua
2020-04-29,37,24,0.0,11.6,8,45,10:43 AM,11:53 PM,05:26 AM,05:59 PM,19,32,32,30,18,19,56,0.1,1011,37,10,92,14,Nicaragua
2020-04-30,37,24,0.0,11.6,8,52,11:41 AM,No moonset,05:26 AM,05:59 PM,18,31,31,30,19,12,56,0.0,1012,37,10,102,15,Nicaragua
2020-05-01,37,25,0.0,11.6,8,58,12:39 PM,12:44 AM,05:25 AM,05:59 PM,18,31,31,30,25,11,52,0.0,1012,37,10,95,19,Nicaragua
2020-05-02,37,25,0.0,11.6,8,65,01:37 PM,01:35 AM,05:25 AM,05:59 PM,18,31,31,30,26,7,51,0.0,1013,37,10,89,20,Nicaragua
2020-05-03,37,24,0.0,12.8,8,72,02:35 PM,02:23 AM,05:25 AM,06:00 PM,19,32,32,30,25,9,55,0.0,1011,37,10,82,19,Nicaragua
2020-05-04,37,24,0.0,12.8,8,80,03:33 PM,03:10 AM,05:24 AM,06:00 PM,20,32,32,30,20,10,58,0.0,1010,37,10,95,16,Nicaragua
2020-05-05,36,25,0.0,12.8,8,87,04:31 PM,03:57 AM,05:24 AM,06:00 PM,21,33,33,30,19,27,61,0.2,1010,36,10,97,14,Nicaragua
2020-05-06,36,25,0.0,12.8,7,94,05:31 PM,04:45 AM,05:23 AM,06:00 PM,21,33,33,30,17,49,60,0.5,1010,36,10,89,13,Nicaragua
2020-05-07,37,26,0.0,12.8,7,100,06:32 PM,05:35 AM,05:23 AM,06:00 PM,20,33,33,31,23,40,56,0.0,1011,37,10,83,18,Nicaragua
2020-05-08,36,26,0.0,12.8,8,100,07:34 PM,06:27 AM,05:23 AM,06:01 PM,21,33,33,30,23,34,59,0.4,1011,36,10,91,18,Nicaragua
2020-05-09,35,26,0.0,11.9,7,84,08:35 PM,07:22 AM,05:23 AM,06:01 PM,22,33,33,30,17,48,63,4.1,1011,35,10,98,13,Nicaragua
2020-05-10,36,27,0.0,12.8,8,77,09:35 PM,08:19 AM,05:22 AM,06:01 PM,23,34,34,30,11,53,66,8.0,1011,36,10,114,8,Nicaragua
2020-05-11,35,27,0.0,11.9,7,70,10:30 PM,09:17 AM,05:22 AM,06:01 PM,23,34,34,30,10,65,70,20.6,1011,35,9,121,7,Nicaragua
2020-05-12,34,26,0.0,12.8,7,62,11:22 PM,10:12 AM,05:22 AM,06:02 PM,22,33,33,30,19,61,66,9.9,1011,34,9,98,13,Nicaragua
2020-05-13,35,26,0.0,12.8,7,55,No moonrise,11:07 AM,05:21 AM,06:02 PM,21,32,32,30,21,46,60,0.6,1012,35,10,102,17,Nicaragua
2020-05-14,35,26,0.0,12.8,8,48,12:08 AM,11:58 AM,05:21 AM,06:02 PM,22,33,33,30,13,27,63,1.4,1011,35,10,117,11,Nicaragua
2020-05-15,35,26,0.0,12.8,7,40,12:50 AM,12:46 PM,05:21 AM,06:02 PM,21,33,33,30,13,41,61,1.7,1011,35,10,151,11,Nicaragua
2020-05-16,36,26,0.0,12.8,8,33,01:30 AM,01:33 PM,05:21 AM,06:02 PM,20,33,33,30,11,21,58,0.0,1010,36,10,144,9,Nicaragua
2020-05-17,36,27,0.0,12.8,7,26,02:07 AM,02:18 PM,05:21 AM,06:03 PM,22,35,35,31,7,49,62,2.3,1010,36,10,164,6,Nicaragua
2020-05-18,36,27,0.0,12.8,8,19,02:43 AM,03:03 PM,05:20 AM,06:03 PM,22,34,34,31,15,35,63,4.2,1010,36,10,102,12,Nicaragua
2020-05-19,34,27,0.0,11.9,7,11,03:20 AM,03:48 PM,05:20 AM,06:03 PM,23,34,34,30,15,59,65,14.9,1011,34,9,124,10,Nicaragua
2020-05-20,29,25,0.0,12.8,6,4,03:56 AM,04:34 PM,05:20 AM,06:03 PM,22,30,30,27,7,59,76,14.9,1011,29,9,163,4,Nicaragua
2020-05-21,34,25,0.0,12.8,7,0,04:35 AM,05:23 PM,05:20 AM,06:04 PM,22,32,32,29,15,47,69,7.8,1011,34,10,109,11,Nicaragua
2020-05-22,33,26,0.0,12.8,7,0,05:17 AM,06:13 PM,05:20 AM,06:04 PM,23,33,33,29,21,59,71,17.1,1011,33,9,101,15,Nicaragua
2020-05-23,34,26,0.0,12.8,8,3,06:02 AM,07:06 PM,05:20 AM,06:04 PM,23,33,33,29,9,46,68,6.5,1011,34,10,135,6,Nicaragua
2020-05-24,34,27,0.0,11.9,7,10,06:51 AM,08:00 PM,05:20 AM,06:05 PM,24,35,35,30,8,64,73,9.0,1010,34,9,221,6,Nicaragua
2020-05-25,33,27,0.0,9.3,7,17,07:43 AM,08:55 PM,05:20 AM,06:05 PM,24,35,35,30,8,70,74,25.5,1009,33,8,191,5,Nicaragua
2020-05-26,33,28,0.0,9.3,7,25,08:38 AM,09:50 PM,05:20 AM,06:05 PM,24,35,35,30,7,66,74,9.0,1010,33,9,189,4,Nicaragua
2020-05-27,34,27,0.0,10.6,7,32,09:36 AM,10:42 PM,05:19 AM,06:05 PM,24,35,35,30,15,69,71,12.3,1010,34,9,103,11,Nicaragua
2020-05-28,29,19,0.0,8.0,6,39,10:33 AM,11:32 PM,05:19 AM,06:06 PM,23,29,29,26,18,78,82,33.8,1011,29,7,115,11,Nicaragua
2020-05-29,29,25,0.0,10.6,6,47,11:30 AM,No moonset,05:19 AM,06:06 PM,23,30,30,27,16,66,80,6.7,1011,29,10,101,12,Nicaragua
2020-05-30,26,24,0.0,10.6,6,54,12:26 PM,12:19 AM,05:19 AM,06:06 PM,23,28,28,25,14,66,87,17.6,1012,26,9,137,10,Nicaragua
2020-05-31,29,25,0.0,10.6,6,58,01:22 PM,01:05 AM,05:19 AM,06:07 PM,23,30,30,26,6,71,83,18.9,1013,29,7,163,4,Nicaragua
2020-06-01,28,24,0.0,9.3,6,71,02:18 PM,01:50 AM,05:19 AM,06:07 PM,23,28,28,25,11,86,90,98.4,1012,28,7,256,6,Nicaragua
2020-06-02,30,18,0.0,9.3,6,79,03:16 PM,02:36 AM,05:19 AM,06:07 PM,23,28,28,25,16,71,85,28.3,1012,30,8,262,8,Nicaragua
2020-06-03,27,19,0.0,12.9,6,86,04:14 PM,03:23 AM,05:19 AM,06:07 PM,24,28,28,25,8,66,88,27.4,1011,27,8,210,5,Nicaragua
2020-06-04,26,25,0.0,9.3,6,94,05:15 PM,04:13 AM,05:20 AM,06:08 PM,24,28,28,25,6,80,91,61.8,1010,26,7,196,4,Nicaragua
2020-06-05,26,24,0.0,8.1,6,100,06:17 PM,05:06 AM,05:20 AM,06:08 PM,23,28,28,25,8,81,90,37.6,1011,26,8,216,5,Nicaragua
