date_time,Nicaragua_maxtempC,Nicaragua_mintempC,Nicaragua_totalSnow_cm,Nicaragua_sunHour,Nicaragua_uvIndex,Nicaragua_moon_illumination,Nicaragua_moonrise,Nicaragua_moonset,Nicaragua_sunrise,Nicaragua_sunset,Nicaragua_DewPointC,Nicaragua_FeelsLikeC,Nicaragua_HeatIndexC,Nicaragua_WindChillC,Nicaragua_WindGustKmph,Nicaragua_cloudcover,Nicaragua_humidity,Nicaragua_precipMM,Nicaragua_pressure,Nicaragua_tempC,Nicaragua_visibility,Nicaragua_winddirDegree,Nicaragua_windspeedKmph,Nicaragua_location
2021-01-19,30,22,0.0,5.7,6,38,10:56 AM,11:22 PM,06:10 AM,05:42 PM,20,28,28,25,27,52,71,0.4,1013,30,10,67,20,Nicaragua
2021-01-20,32,23,0.0,8.7,6,45,11:33 AM,No moonset,06:10 AM,05:42 PM,19,28,28,26,30,36,66,0.1,1012,32,10,74,22,Nicaragua
2021-01-21,32,22,0.0,7.2,6,52,12:10 PM,12:07 AM,06:10 AM,05:43 PM,19,28,28,26,23,31,68,0.4,1012,32,10,71,18,Nicaragua
2021-01-22,33,23,0.0,8.7,7,59,12:49 PM,12:54 AM,06:10 AM,05:43 PM,19,28,28,27,23,27,66,0.0,1012,33,10,79,17,Nicaragua
2021-01-23,32,22,0.0,8.7,6,67,01:31 PM,01:43 AM,06:11 AM,05:44 PM,19,28,28,26,21,27,67,0.1,1012,32,10,78,16,Nicaragua
2021-01-24,32,22,0.0,8.7,7,74,02:17 PM,02:33 AM,06:11 AM,05:44 PM,20,28,28,26,24,22,69,0.0,1011,32,10,78,18,Nicaragua
2021-01-25,32,22,0.0,7.2,6,81,03:07 PM,03:25 AM,06:11 AM,05:45 PM,20,28,28,26,21,42,70,0.2,1011,32,10,80,16,Nicaragua
2021-01-26,32,21,0.0,5.7,6,88,04:00 PM,04:19 AM,06:11 AM,05:45 PM,19,28,28,26,22,35,67,0.2,1011,32,10,80,16,Nicaragua
2021-01-27,32,22,0.0,5.7,6,96,04:56 PM,05:14 AM,06:10 AM,05:46 PM,20,28,28,26,21,42,71,0.1,1012,32,10,75,16,Nicaragua
2021-01-28,32,22,0.0,8.7,7,100,05:54 PM,06:07 AM,06:10 AM,05:46 PM,18,28,28,27,27,15,62,0.0,1013,32,10,72,20,Nicaragua
2021-01-29,31,23,0.0,5.7,6,90,06:51 PM,06:58 AM,06:10 AM,05:46 PM,18,28,28,26,29,42,64,0.0,1012,31,10,66,22,Nicaragua
2021-01-30,32,21,0.0,8.7,7,82,07:48 PM,07:46 AM,06:10 AM,05:47 PM,18,28,28,26,27,25,62,0.0,1011,32,10,69,20,Nicaragua
2021-01-31,32,22,0.0,8.7,7,79,08:43 PM,08:31 AM,06:10 AM,05:47 PM,18,28,28,26,27,19,64,0.0,1011,32,10,77,20,Nicaragua
2021-02-01,33,22,0.0,8.7,7,63,09:38 PM,09:16 AM,06:10 AM,05:48 PM,18,28,28,27,25,11,63,0.0,1011,33,10,78,18,Nicaragua
2021-02-02,32,22,0.0,8.7,7,55,10:32 PM,09:59 AM,06:10 AM,05:48 PM,17,28,28,26,27,12,60,0.0,1012,32,10,79,20,Nicaragua
2021-02-03,31,20,0.0,8.7,7,48,11:28 PM,10:43 AM,06:10 AM,05:48 PM,15,26,26,25,23,7,57,0.0,1013,31,10,83,17,Nicaragua
2021-02-04,32,19,0.0,8.7,7,40,No moonrise,11:29 AM,06:10 AM,05:49 PM,16,26,26,25,22,5,61,0.0,1013,32,10,86,16,Nicaragua
2021-02-05,32,21,0.0,8.7,7,33,12:25 AM,12:18 PM,06:09 AM,05:49 PM,19,28,28,26,17,11,66,0.0,1012,32,10,101,12,Nicaragua
2021-02-06,33,22,0.0,8.7,7,25,01:24 AM,01:11 PM,06:09 AM,05:49 PM,20,29,29,27,15,21,70,0.0,1011,33,10,99,11,Nicaragua
2021-02-07,33,23,0.0,8.7,7,18,02:25 AM,02:07 PM,06:09 AM,05:50 PM,20,29,29,27,24,22,68,0.0,1011,33,10,86,18,Nicaragua
