date_time,South%20Sudan_maxtempC,South%20Sudan_mintempC,South%20Sudan_totalSnow_cm,South%20Sudan_sunHour,South%20Sudan_uvIndex,South%20Sudan_moon_illumination,South%20Sudan_moonrise,South%20Sudan_moonset,South%20Sudan_sunrise,South%20Sudan_sunset,South%20Sudan_DewPointC,South%20Sudan_FeelsLikeC,South%20Sudan_HeatIndexC,South%20Sudan_WindChillC,South%20Sudan_WindGustKmph,South%20Sudan_cloudcover,South%20Sudan_humidity,South%20Sudan_precipMM,South%20Sudan_pressure,South%20Sudan_tempC,South%20Sudan_visibility,South%20Sudan_winddirDegree,South%20Sudan_windspeedKmph,South%20Sudan_location
2020-01-01,13,1,0.0,8.7,3,37,12:16 PM,No moonset,07:56 AM,05:52 PM,-3,2,6,2,36,3,57,0.0,1008,13,10,224,21,South%20Sudan
2020-01-02,7,-1,0.0,7.0,2,44,12:43 PM,12:04 AM,07:56 AM,05:52 PM,-2,2,6,2,37,40,56,2.6,1000,7,10,220,24,South%20Sudan
2020-01-03,8,2,0.0,8.7,2,51,01:11 PM,12:58 AM,07:56 AM,05:53 PM,-6,-0,4,-0,33,25,51,0.0,1018,8,10,327,22,South%20Sudan
2020-01-04,13,2,0.0,8.7,3,59,01:40 PM,01:53 AM,07:56 AM,05:54 PM,-6,4,7,4,29,5,41,0.0,1024,13,10,253,15,South%20Sudan
2020-01-05,11,6,0.0,8.7,3,66,02:10 PM,02:49 AM,07:56 AM,05:55 PM,-5,5,8,5,34,1,41,0.0,1024,11,10,162,19,South%20Sudan
2020-01-06,11,4,0.0,8.7,3,73,02:45 PM,03:47 AM,07:56 AM,05:56 PM,-6,3,6,3,29,0,43,0.0,1023,11,10,163,17,South%20Sudan
2020-01-07,13,2,0.0,8.7,3,80,03:24 PM,04:47 AM,07:56 AM,05:56 PM,-9,3,7,3,32,0,33,0.0,1027,13,10,218,19,South%20Sudan
2020-01-08,13,1,0.0,3.8,2,88,04:10 PM,05:50 AM,07:56 AM,05:57 PM,-7,3,7,3,37,56,37,0.0,1017,13,10,205,21,South%20Sudan
2020-01-09,15,5,0.0,8.7,3,95,05:03 PM,06:51 AM,07:56 AM,05:58 PM,-6,7,9,7,30,34,37,0.0,1009,15,10,236,16,South%20Sudan
2020-01-10,11,7,0.0,8.7,2,100,06:04 PM,07:52 AM,07:56 AM,05:59 PM,-4,7,10,7,34,49,44,0.0,1008,11,9,238,23,South%20Sudan
2020-01-11,8,-3,0.0,10.4,2,100,07:11 PM,08:47 AM,07:56 AM,06:00 PM,-7,-2,3,-2,34,17,56,0.8,1018,8,8,231,24,South%20Sudan
2020-01-12,11,2,0.0,10.5,3,83,08:19 PM,09:37 AM,07:56 AM,06:01 PM,-8,2,6,2,32,0,38,0.0,1015,11,10,257,18,South%20Sudan
2020-01-13,18,4,0.0,10.5,4,76,09:30 PM,10:20 AM,07:56 AM,06:02 PM,-6,8,10,8,37,1,36,0.0,1015,18,10,221,22,South%20Sudan
2020-01-14,19,5,0.0,10.5,4,69,10:38 PM,10:59 AM,07:56 AM,06:03 PM,-8,11,12,11,26,8,28,0.0,1016,19,10,248,15,South%20Sudan
2020-01-15,15,8,0.0,10.5,4,61,11:45 PM,11:35 AM,07:56 AM,06:04 PM,-7,9,11,9,29,21,29,0.0,1017,15,10,174,16,South%20Sudan
2020-01-16,5,-2,7.8,5.2,1,54,No moonrise,12:09 PM,07:55 AM,06:04 PM,-2,-0,4,-0,21,77,71,9.6,1029,5,6,70,16,South%20Sudan
2020-01-17,16,2,0.7,8.4,3,47,12:51 AM,12:43 PM,07:55 AM,06:05 PM,6,7,10,7,31,66,80,13.9,1019,16,9,194,20,South%20Sudan
2020-01-18,7,2,0.0,10.5,2,40,01:57 AM,01:19 PM,07:55 AM,06:06 PM,-5,2,5,2,25,1,49,0.0,1026,7,10,150,15,South%20Sudan
2020-01-19,6,-0,0.0,10.5,2,32,03:02 AM,01:56 PM,07:55 AM,06:07 PM,-6,-1,3,-1,18,11,56,0.0,1032,6,10,153,12,South%20Sudan
2020-01-20,9,1,0.0,10.5,2,25,04:06 AM,02:38 PM,07:54 AM,06:08 PM,-7,1,4,1,20,7,45,0.0,1031,9,10,203,12,South%20Sudan
2020-01-21,5,-2,0.0,8.4,1,18,05:09 AM,03:25 PM,07:54 AM,06:09 PM,-1,0,4,0,25,57,68,7.0,1023,5,9,180,18,South%20Sudan
2020-01-22,14,4,0.0,10.6,3,11,06:09 AM,04:15 PM,07:53 AM,06:10 PM,2,5,8,5,34,28,68,2.3,1012,14,10,229,22,South%20Sudan
2020-01-23,10,5,0.0,10.6,3,3,07:04 AM,05:11 PM,07:53 AM,06:11 PM,-2,5,7,5,20,14,53,0.0,1017,10,10,120,12,South%20Sudan
2020-01-24,14,3,0.0,10.6,3,0,07:53 AM,06:08 PM,07:52 AM,06:12 PM,-1,6,8,6,22,5,57,0.0,1017,14,10,194,12,South%20Sudan
2020-01-25,16,6,0.0,10.6,3,0,08:35 AM,07:06 PM,07:52 AM,06:13 PM,0,8,10,8,31,19,56,0.0,1012,16,10,257,18,South%20Sudan
2020-01-26,15,5,0.0,10.6,4,4,09:13 AM,08:03 PM,07:51 AM,06:14 PM,-2,8,10,8,19,14,49,0.0,1014,15,10,226,11,South%20Sudan
2020-01-27,18,8,0.0,10.6,4,11,09:46 AM,09:00 PM,07:51 AM,06:15 PM,-2,10,12,10,29,22,39,0.0,1010,18,10,250,17,South%20Sudan
2020-01-28,11,5,0.0,10.7,2,18,10:16 AM,09:55 PM,07:50 AM,06:16 PM,-2,4,8,4,43,26,52,0.0,1015,11,10,270,31,South%20Sudan
2020-01-29,11,-1,0.0,10.7,3,26,10:44 AM,10:49 PM,07:50 AM,06:17 PM,-5,2,5,2,19,1,51,0.0,1018,11,10,155,13,South%20Sudan
2020-01-30,2,-4,3.1,5.3,1,33,11:12 AM,11:43 PM,07:49 AM,06:18 PM,-0,-2,1,-2,15,75,89,4.1,1020,2,4,147,10,South%20Sudan
2020-01-31,9,3,0.0,10.7,2,37,11:40 AM,No moonset,07:48 AM,06:19 PM,-7,2,5,2,27,21,46,0.0,1023,9,10,186,18,South%20Sudan
2020-02-01,16,4,0.0,10.7,4,49,12:09 PM,12:38 AM,07:48 AM,06:20 PM,-10,7,9,7,30,3,26,0.0,1023,16,10,279,16,South%20Sudan
2020-02-02,20,7,0.0,10.0,4,57,12:40 PM,01:34 AM,07:47 AM,06:21 PM,-7,11,12,11,33,21,26,0.0,1015,20,10,235,19,South%20Sudan
2020-02-03,18,9,0.0,10.8,4,64,01:17 PM,02:32 AM,07:46 AM,06:22 PM,-5,11,13,11,46,5,30,0.0,1001,18,10,231,29,South%20Sudan
2020-02-04,10,-2,0.0,8.5,1,72,01:58 PM,03:32 AM,07:45 AM,06:23 PM,-4,-0,5,-0,43,37,52,0.0,1010,10,10,109,30,South%20Sudan
2020-02-05,2,-7,0.0,10.8,1,79,02:47 PM,04:33 AM,07:45 AM,06:24 PM,-13,-9,-3,-9,28,37,48,0.0,1019,2,10,143,22,South%20Sudan
2020-02-06,5,-7,0.0,10.8,2,87,03:44 PM,05:34 AM,07:44 AM,06:25 PM,-8,-6,-2,-6,19,5,66,0.0,1010,5,10,279,11,South%20Sudan
2020-02-07,17,2,0.0,10.8,3,95,04:48 PM,06:31 AM,07:43 AM,06:26 PM,-4,6,9,6,34,15,47,0.0,1008,17,10,276,21,South%20Sudan
2020-02-08,16,3,0.0,10.9,3,100,05:57 PM,07:24 AM,07:42 AM,06:27 PM,-2,7,8,7,20,3,54,0.0,1014,16,10,179,12,South%20Sudan
2020-02-09,13,8,0.0,8.5,3,100,07:09 PM,08:11 AM,07:41 AM,06:28 PM,-2,8,10,8,36,43,42,0.0,1011,13,10,141,22,South%20Sudan
2020-02-10,7,1,1.0,8.5,1,83,08:20 PM,08:54 AM,07:40 AM,06:29 PM,-2,1,4,1,21,42,63,1.2,1019,7,9,104,16,South%20Sudan
2020-02-11,1,-1,2.1,5.5,1,75,09:31 PM,09:32 AM,07:39 AM,06:30 PM,-0,-5,1,-5,32,90,93,10.7,1022,1,3,81,23,South%20Sudan
2020-02-12,4,-1,3.1,10.9,1,68,10:40 PM,10:08 AM,07:38 AM,06:31 PM,-1,-2,2,-2,26,46,84,3.7,1015,4,7,253,17,South%20Sudan
2020-02-13,7,-1,0.0,10.1,1,60,11:48 PM,10:43 AM,07:38 AM,06:32 PM,-3,-2,2,-2,25,24,70,0.0,1024,7,10,136,16,South%20Sudan
2020-02-14,7,-2,0.0,8.5,1,53,No moonrise,11:19 AM,07:37 AM,06:32 PM,-1,-2,3,-2,33,41,74,0.0,1025,7,10,170,24,South%20Sudan
2020-02-15,18,4,0.0,11.0,4,45,12:55 AM,11:57 AM,07:36 AM,06:33 PM,0,8,11,8,31,20,61,0.0,1017,18,10,202,20,South%20Sudan
2020-02-16,20,7,0.0,11.0,4,38,02:00 AM,12:37 PM,07:34 AM,06:34 PM,-5,11,13,11,33,2,32,0.0,1012,20,10,257,20,South%20Sudan
2020-02-17,20,12,0.0,11.0,5,30,03:04 AM,01:22 PM,07:33 AM,06:35 PM,-2,14,16,14,40,1,31,0.0,1007,20,10,225,24,South%20Sudan
2020-02-18,8,5,0.0,11.0,3,22,04:04 AM,02:11 PM,07:32 AM,06:36 PM,1,4,7,4,25,25,65,0.0,1021,8,10,66,19,South%20Sudan
2020-02-19,9,1,0.0,11.1,2,15,05:00 AM,03:05 PM,07:31 AM,06:37 PM,-3,1,5,1,22,35,60,0.0,1026,9,10,132,17,South%20Sudan
2020-02-20,3,1,0.0,5.5,1,7,05:50 AM,04:00 PM,07:30 AM,06:38 PM,-1,-2,2,-2,27,68,79,0.5,1033,3,8,66,21,South%20Sudan
2020-02-21,4,-3,0.0,11.1,1,0,06:33 AM,04:58 PM,07:29 AM,06:39 PM,-3,-3,1,-3,23,35,70,0.1,1035,4,10,176,18,South%20Sudan
2020-02-22,17,4,0.0,11.1,4,0,07:12 AM,05:55 PM,07:28 AM,06:40 PM,2,7,10,7,27,37,61,0.0,1020,17,10,200,18,South%20Sudan
2020-02-23,18,12,0.0,10.1,3,0,07:47 AM,06:52 PM,07:27 AM,06:41 PM,1,12,14,12,42,38,46,1.1,1010,18,9,239,30,South%20Sudan
2020-02-24,18,5,0.0,11.2,4,0,08:17 AM,07:47 PM,07:26 AM,06:42 PM,-4,8,11,8,27,4,40,0.0,1010,18,10,298,18,South%20Sudan
2020-02-25,7,2,0.0,8.6,1,8,08:46 AM,08:42 PM,07:24 AM,06:43 PM,-11,1,5,1,31,25,32,0.2,1020,7,10,139,23,South%20Sudan
2020-02-26,6,-4,0.0,11.2,2,15,09:14 AM,09:36 PM,07:23 AM,06:43 PM,-14,-3,1,-3,20,3,33,0.0,1031,6,10,247,14,South%20Sudan
2020-02-27,12,1,0.0,11.2,3,23,09:41 AM,10:30 PM,07:22 AM,06:44 PM,-10,3,6,3,33,1,31,0.0,1023,12,10,147,22,South%20Sudan
2020-02-28,14,3,0.0,11.2,3,30,10:09 AM,11:25 PM,07:21 AM,06:45 PM,-7,6,9,6,25,11,35,0.0,1027,14,10,135,16,South%20Sudan
2020-02-29,20,8,0.0,11.3,3,38,10:39 AM,No moonset,07:20 AM,06:46 PM,-6,12,14,12,33,36,27,0.0,1017,20,10,203,21,South%20Sudan
2020-03-01,20,10,0.0,11.3,5,44,11:13 AM,12:21 AM,07:18 AM,06:47 PM,-5,13,15,13,37,3,25,0.0,1007,20,10,254,23,South%20Sudan
2020-03-02,19,12,0.0,11.3,4,51,11:51 AM,01:20 AM,07:17 AM,06:48 PM,-3,14,15,14,29,26,30,0.0,1006,19,10,244,19,South%20Sudan
2020-03-03,12,10,0.0,5.7,3,58,12:35 PM,02:18 AM,07:16 AM,06:49 PM,4,9,11,9,23,62,65,2.3,1010,12,9,151,16,South%20Sudan
2020-03-04,10,7,0.0,7.2,2,65,01:27 PM,03:18 AM,07:14 AM,06:49 PM,4,6,9,6,29,74,73,10.5,1016,10,8,81,22,South%20Sudan
2020-03-05,17,6,0.0,11.4,4,73,02:25 PM,04:15 AM,07:13 AM,06:50 PM,-1,9,11,9,31,1,47,0.0,1023,17,10,167,19,South%20Sudan
2020-03-06,16,5,0.0,11.4,4,80,03:32 PM,05:09 AM,07:12 AM,06:51 PM,2,8,10,8,27,5,58,0.0,1030,16,10,143,19,South%20Sudan
2020-03-07,16,6,0.0,11.4,4,87,04:42 PM,05:59 AM,07:11 AM,06:52 PM,3,8,11,8,33,30,60,0.0,1023,16,10,178,24,South%20Sudan
2020-03-08,12,9,0.0,5.7,3,95,05:54 PM,06:43 AM,07:09 AM,06:53 PM,7,8,10,8,34,65,82,6.6,1016,12,8,193,24,South%20Sudan
2020-03-09,20,12,0.0,11.5,5,100,07:07 PM,07:24 AM,07:08 AM,06:54 PM,4,14,16,14,34,18,51,13.7,1016,20,9,244,23,South%20Sudan
2020-03-10,22,10,0.0,11.5,4,100,08:18 PM,08:02 AM,07:07 AM,06:54 PM,1,15,16,15,24,15,38,0.0,1018,22,10,239,15,South%20Sudan
2020-03-11,23,14,0.0,11.5,5,84,09:30 PM,08:38 AM,07:05 AM,06:55 PM,6,18,19,18,33,19,45,0.0,1014,23,10,267,21,South%20Sudan
2020-03-12,24,15,0.0,11.5,5,76,10:40 PM,09:15 AM,07:04 AM,06:56 PM,4,19,19,19,27,21,40,0.0,1009,24,10,257,17,South%20Sudan
2020-03-13,13,6,0.0,5.8,3,69,11:49 PM,09:53 AM,07:03 AM,06:57 PM,11,10,13,10,32,89,86,13.1,1014,13,6,145,22,South%20Sudan
2020-03-14,20,11,0.0,11.6,4,62,No moonrise,10:33 AM,07:01 AM,06:58 PM,5,14,15,14,26,33,56,8.6,1016,20,9,228,17,South%20Sudan
2020-03-15,12,6,0.0,7.2,3,55,12:55 AM,11:18 AM,07:00 AM,06:58 PM,7,10,12,10,26,66,73,2.8,1021,12,9,134,17,South%20Sudan
2020-03-16,23,9,0.0,8.8,4,47,01:59 AM,12:07 PM,06:58 AM,06:59 PM,10,16,17,16,22,61,71,1.6,1017,23,10,180,15,South%20Sudan
2020-03-17,17,12,0.0,6.2,4,40,02:57 AM,01:00 PM,06:57 AM,07:00 PM,12,14,16,14,28,73,83,4.1,1014,17,9,187,18,South%20Sudan
2020-03-18,21,11,0.0,11.6,4,33,03:49 AM,01:55 PM,06:56 AM,07:01 PM,6,15,16,15,32,33,56,4.2,1011,21,10,218,21,South%20Sudan
2020-03-19,17,11,0.0,11.6,4,25,04:34 AM,02:52 PM,06:54 AM,07:02 PM,2,12,14,12,41,14,50,0.6,1010,17,10,240,30,South%20Sudan
2020-03-20,10,4,0.0,11.6,3,18,05:14 AM,03:50 PM,06:53 AM,07:02 PM,-2,5,8,5,27,8,51,0.0,1025,10,10,97,19,South%20Sudan
2020-03-21,8,3,0.0,10.3,3,11,05:49 AM,04:46 PM,06:52 AM,07:03 PM,2,3,6,3,22,39,72,0.0,1026,8,10,143,18,South%20Sudan
2020-03-22,20,5,0.0,6.3,4,4,06:20 AM,05:42 PM,06:50 AM,07:04 PM,4,13,14,13,26,87,58,0.0,1017,20,10,234,18,South%20Sudan
2020-03-23,24,12,0.0,11.6,5,0,06:49 AM,06:36 PM,06:49 AM,07:05 PM,-4,17,17,17,28,39,25,0.0,1011,24,10,234,17,South%20Sudan
2020-03-24,22,12,0.0,11.6,5,0,07:17 AM,07:31 PM,06:47 AM,07:05 PM,-3,16,17,16,40,0,26,0.0,1010,22,10,274,25,South%20Sudan
2020-03-25,26,12,0.0,10.3,4,3,07:44 AM,08:25 PM,06:46 AM,07:06 PM,-4,18,18,18,28,15,22,0.0,1009,26,10,258,17,South%20Sudan
2020-03-26,29,17,0.0,11.6,6,11,08:12 AM,09:20 PM,06:45 AM,07:07 PM,1,22,22,23,48,7,24,0.0,1006,29,10,233,30,South%20Sudan
2020-03-27,22,15,0.0,11.6,5,18,08:41 AM,10:16 PM,06:43 AM,07:08 PM,3,19,20,19,37,16,37,0.0,1004,22,10,244,26,South%20Sudan
2020-03-28,17,8,0.0,11.6,4,25,09:13 AM,11:13 PM,06:42 AM,07:08 PM,-10,10,13,10,46,0,21,0.0,1010,17,10,275,33,South%20Sudan
2020-03-29,20,6,0.0,10.3,3,32,09:49 AM,No moonset,06:41 AM,07:09 PM,-8,13,13,13,19,20,24,0.0,1015,20,10,229,13,South%20Sudan
2020-03-30,21,9,0.0,11.6,5,40,10:30 AM,12:11 AM,06:39 AM,07:10 PM,-2,14,15,14,39,1,36,0.0,1011,21,10,218,27,South%20Sudan
2020-03-31,22,10,0.0,10.3,5,44,11:17 AM,01:09 AM,06:38 AM,07:11 PM,-2,15,16,15,23,21,31,0.0,1014,22,10,218,14,South%20Sudan
2020-04-01,21,13,0.0,11.6,4,56,12:11 PM,02:05 AM,06:36 AM,07:12 PM,3,16,17,16,35,57,39,0.1,1009,21,10,191,24,South%20Sudan
2020-04-02,26,14,0.0,11.6,6,64,01:13 PM,02:59 AM,06:35 AM,07:12 PM,1,20,20,20,33,5,32,0.0,1005,26,10,230,21,South%20Sudan
2020-04-03,17,6,0.0,11.6,4,71,02:19 PM,03:49 AM,06:34 AM,07:13 PM,-2,12,14,12,33,2,37,0.0,1014,17,10,117,23,South%20Sudan
2020-04-04,10,3,0.0,10.3,2,79,03:29 PM,04:34 AM,06:32 AM,07:14 PM,1,4,7,4,22,31,63,0.4,1018,10,10,109,16,South%20Sudan
2020-04-05,24,8,0.0,10.3,4,87,04:39 PM,05:16 AM,06:31 AM,07:15 PM,5,14,16,14,28,43,59,0.0,1011,24,10,193,21,South%20Sudan
2020-04-06,24,15,0.0,9.0,5,94,05:52 PM,05:54 AM,06:30 AM,07:15 PM,5,19,19,19,37,50,45,1.0,1009,24,10,214,25,South%20Sudan
2020-04-07,26,14,0.0,11.6,6,100,07:03 PM,06:30 AM,06:28 AM,07:16 PM,-1,20,20,20,38,3,28,0.0,1010,26,10,251,24,South%20Sudan
2020-04-08,27,16,0.0,11.6,6,100,08:15 PM,07:06 AM,06:27 AM,07:17 PM,-0,21,21,22,33,2,24,0.0,1011,27,10,260,21,South%20Sudan
2020-04-09,18,12,0.0,11.6,5,83,09:27 PM,07:44 AM,06:26 AM,07:18 PM,4,15,16,15,25,20,50,0.0,1013,18,10,140,18,South%20Sudan
2020-04-10,13,8,0.0,7.8,3,76,10:38 PM,08:24 AM,06:24 AM,07:18 PM,9,10,12,10,34,67,77,4.9,1012,13,10,140,24,South%20Sudan
2020-04-11,24,13,0.0,11.6,4,68,11:46 PM,09:09 AM,06:23 AM,07:19 PM,2,17,18,17,37,33,51,3.1,1004,24,10,210,27,South%20Sudan
2020-04-12,21,12,0.0,11.6,4,61,No moonrise,09:58 AM,06:22 AM,07:20 PM,-3,15,16,15,47,25,31,0.0,1001,21,10,182,35,South%20Sudan
2020-04-13,11,0,0.0,10.3,2,53,12:48 AM,10:51 AM,06:21 AM,07:21 PM,-8,1,5,1,28,37,39,0.0,1021,11,10,85,23,South%20Sudan
2020-04-14,10,2,0.3,10.3,2,46,01:44 AM,11:48 AM,06:19 AM,07:22 PM,-2,3,6,3,22,53,61,0.6,1021,10,9,110,17,South%20Sudan
2020-04-15,19,1,0.0,9.1,3,38,02:33 AM,12:45 PM,06:18 AM,07:22 PM,0,7,9,7,25,44,62,0.3,1019,19,10,196,19,South%20Sudan
2020-04-16,26,9,0.0,11.6,5,30,03:15 AM,01:43 PM,06:17 AM,07:23 PM,0,16,18,16,36,1,41,0.0,1009,26,10,214,25,South%20Sudan
2020-04-17,15,3,0.0,11.6,3,23,03:52 AM,02:40 PM,06:16 AM,07:24 PM,-1,7,10,7,27,18,49,0.0,1018,15,10,69,20,South%20Sudan
2020-04-18,24,8,0.0,9.1,4,15,04:24 AM,03:36 PM,06:15 AM,07:25 PM,1,14,16,14,38,60,49,0.1,1011,24,10,191,29,South%20Sudan
2020-04-19,23,11,0.0,11.6,5,8,04:53 AM,04:31 PM,06:13 AM,07:25 PM,-3,17,18,17,26,1,27,0.0,1007,23,10,253,15,South%20Sudan
2020-04-20,24,10,0.0,11.6,4,0,05:21 AM,05:26 PM,06:12 AM,07:26 PM,4,16,17,16,19,26,52,0.0,1009,24,9,167,13,South%20Sudan
2020-04-21,28,12,0.0,11.6,6,0,05:48 AM,06:19 PM,06:11 AM,07:27 PM,3,20,20,20,28,4,41,0.0,1009,28,10,177,18,South%20Sudan
2020-04-22,25,13,0.0,11.6,5,0,06:15 AM,07:15 PM,06:10 AM,07:28 PM,-0,19,20,19,30,8,30,0.2,1006,25,10,312,20,South%20Sudan
2020-04-23,28,12,0.0,11.6,6,0,06:43 AM,08:10 PM,06:09 AM,07:29 PM,-0,20,20,20,28,4,30,0.0,1006,28,10,228,20,South%20Sudan
2020-04-24,26,13,0.0,11.6,6,7,07:15 AM,09:08 PM,06:08 AM,07:29 PM,1,20,20,20,30,3,33,0.0,1007,26,10,256,20,South%20Sudan
2020-04-25,23,9,0.0,11.6,5,15,07:49 AM,10:06 PM,06:07 AM,07:30 PM,3,16,17,16,19,12,45,0.0,1016,23,10,115,12,South%20Sudan
2020-04-26,27,12,0.0,11.6,6,22,08:28 AM,11:04 PM,06:05 AM,07:31 PM,6,19,20,19,36,5,43,0.0,1016,27,10,173,26,South%20Sudan
2020-04-27,31,15,0.0,9.1,5,30,09:14 AM,No moonset,06:04 AM,07:32 PM,7,24,24,24,21,31,42,0.0,1010,31,10,186,14,South%20Sudan
2020-04-28,32,17,0.0,11.6,7,37,10:05 AM,12:01 AM,06:03 AM,07:32 PM,4,25,25,25,29,5,30,0.0,1008,32,10,222,19,South%20Sudan
2020-04-29,25,13,0.0,11.6,5,45,11:03 AM,12:55 AM,06:02 AM,07:33 PM,-1,19,20,19,29,4,28,0.0,1019,25,10,35,20,South%20Sudan
2020-04-30,31,13,0.0,11.6,6,52,12:05 PM,01:45 AM,06:01 AM,07:34 PM,1,22,22,22,34,3,25,0.0,1014,31,10,186,23,South%20Sudan
2020-05-01,36,19,0.0,13.3,6,58,01:12 PM,02:30 AM,06:00 AM,07:35 PM,3,28,28,28,36,42,25,0.0,1007,36,10,238,24,South%20Sudan
2020-05-02,35,21,0.0,13.8,7,65,02:20 PM,03:11 AM,05:59 AM,07:36 PM,-5,28,28,29,39,0,12,0.0,1007,35,10,255,25,South%20Sudan
2020-05-03,33,18,0.0,13.8,7,72,03:29 PM,03:49 AM,05:58 AM,07:36 PM,3,26,26,26,25,0,29,0.0,1010,33,10,149,16,South%20Sudan
2020-05-04,34,19,0.0,13.8,7,80,04:39 PM,04:24 AM,05:57 AM,07:37 PM,-1,27,27,27,31,0,19,0.0,1006,34,10,233,20,South%20Sudan
2020-05-05,25,15,0.0,13.8,6,87,05:50 PM,05:00 AM,05:56 AM,07:38 PM,3,21,21,21,38,3,35,0.0,1016,25,10,82,27,South%20Sudan
2020-05-06,27,12,0.0,13.8,6,94,07:01 PM,05:36 AM,05:56 AM,07:39 PM,2,20,20,20,28,3,32,0.0,1018,27,10,166,19,South%20Sudan
2020-05-07,35,17,0.0,13.3,6,100,08:13 PM,06:14 AM,05:55 AM,07:39 PM,4,25,25,25,44,29,39,0.0,1008,35,10,219,32,South%20Sudan
2020-05-08,18,11,0.0,13.9,4,100,09:24 PM,06:57 AM,05:54 AM,07:40 PM,-1,15,16,15,42,5,33,0.0,1020,18,10,60,31,South%20Sudan
2020-05-09,26,8,0.0,13.9,5,84,10:31 PM,07:45 AM,05:53 AM,07:41 PM,2,15,17,15,24,5,43,0.0,1019,26,10,168,17,South%20Sudan
2020-05-10,25,11,0.0,13.9,4,77,11:33 PM,08:37 AM,05:52 AM,07:42 PM,4,18,19,18,30,16,41,0.0,1019,25,10,121,21,South%20Sudan
2020-05-11,18,12,0.0,12.2,3,70,No moonrise,09:34 AM,05:51 AM,07:43 PM,10,13,15,13,34,68,74,10.9,1018,18,9,154,25,South%20Sudan
2020-05-12,31,14,0.0,13.9,6,62,12:26 AM,10:33 AM,05:51 AM,07:43 PM,8,22,22,22,28,17,50,11.0,1009,31,9,233,19,South%20Sudan
2020-05-13,30,19,0.0,13.9,5,55,01:12 AM,11:33 AM,05:50 AM,07:44 PM,10,24,24,24,32,8,47,0.0,1006,30,10,194,22,South%20Sudan
2020-05-14,31,17,0.0,14.0,7,48,01:52 AM,12:31 PM,05:49 AM,07:45 PM,4,24,24,24,36,9,34,0.0,1007,31,10,226,24,South%20Sudan
2020-05-15,31,19,0.0,13.3,6,40,02:26 AM,01:29 PM,05:48 AM,07:46 PM,2,25,25,25,21,31,24,0.0,1006,31,10,231,12,South%20Sudan
2020-05-16,29,18,0.0,14.0,6,33,02:56 AM,02:24 PM,05:48 AM,07:46 PM,9,23,23,23,18,5,43,0.0,1008,29,10,180,13,South%20Sudan
2020-05-17,29,18,0.0,14.0,6,26,03:25 AM,03:19 PM,05:47 AM,07:47 PM,11,24,24,24,23,8,45,0.0,1012,29,10,150,16,South%20Sudan
2020-05-18,36,19,0.0,14.0,7,19,03:51 AM,04:13 PM,05:46 AM,07:48 PM,7,28,28,28,24,8,35,0.0,1009,36,10,207,16,South%20Sudan
2020-05-19,37,22,0.0,13.4,8,11,04:18 AM,05:08 PM,05:46 AM,07:48 PM,7,31,31,30,21,25,29,0.6,1006,37,10,193,13,South%20Sudan
2020-05-20,31,19,0.0,13.4,6,4,04:46 AM,06:03 PM,05:45 AM,07:49 PM,15,25,25,25,34,52,63,8.2,1007,31,10,134,25,South%20Sudan
2020-05-21,31,17,0.0,14.1,7,0,05:16 AM,07:01 PM,05:44 AM,07:50 PM,3,24,24,24,27,15,39,0.5,1006,31,10,207,19,South%20Sudan
2020-05-22,32,17,0.0,14.1,7,0,05:50 AM,07:59 PM,05:44 AM,07:51 PM,-7,24,24,25,19,2,14,0.0,1007,32,10,250,12,South%20Sudan
2020-05-23,33,19,0.0,14.1,7,3,06:27 AM,08:58 PM,05:43 AM,07:51 PM,3,26,26,27,33,1,26,0.0,1006,33,10,201,22,South%20Sudan
2020-05-24,31,19,0.0,14.1,7,10,07:11 AM,09:57 PM,05:43 AM,07:52 PM,9,25,25,25,31,22,45,13.1,1005,31,9,185,21,South%20Sudan
2020-05-25,23,15,0.0,11.1,4,17,08:01 AM,10:52 PM,05:42 AM,07:53 PM,12,19,20,19,42,51,63,47.0,1006,23,9,121,26,South%20Sudan
2020-05-26,24,11,0.0,14.1,5,25,08:57 AM,11:44 PM,05:42 AM,07:53 PM,6,17,18,17,28,16,51,0.0,1013,24,10,159,21,South%20Sudan
2020-05-27,30,16,0.0,14.1,6,32,09:58 AM,No moonset,05:42 AM,07:54 PM,5,23,23,23,16,10,34,0.0,1011,30,10,216,9,South%20Sudan
2020-05-28,25,17,0.0,13.4,5,39,11:03 AM,12:30 AM,05:41 AM,07:55 PM,8,21,22,21,18,25,44,0.2,1015,25,10,84,13,South%20Sudan
2020-05-29,28,17,0.0,14.1,6,47,12:09 PM,01:12 AM,05:41 AM,07:55 PM,9,23,23,22,21,10,47,0.0,1021,28,10,135,15,South%20Sudan
2020-05-30,30,19,0.0,14.2,7,54,01:16 PM,01:49 AM,05:40 AM,07:56 PM,9,25,25,25,34,6,39,0.0,1017,30,10,178,25,South%20Sudan
2020-05-31,30,18,0.0,14.2,6,58,02:23 PM,02:24 AM,05:40 AM,07:56 PM,9,24,24,24,27,3,41,0.0,1017,30,10,167,19,South%20Sudan
2020-06-01,27,17,0.0,14.2,6,71,03:31 PM,02:58 AM,05:40 AM,07:57 PM,13,23,23,22,26,18,60,0.0,1016,27,10,176,19,South%20Sudan
2020-06-02,31,18,0.0,14.2,7,79,04:40 PM,03:32 AM,05:40 AM,07:57 PM,14,25,25,25,26,12,55,0.0,1014,31,10,182,19,South%20Sudan
