date_time,South%20Sudan_maxtempC,South%20Sudan_mintempC,South%20Sudan_totalSnow_cm,South%20Sudan_sunHour,South%20Sudan_uvIndex,South%20Sudan_moon_illumination,South%20Sudan_moonrise,South%20Sudan_moonset,South%20Sudan_sunrise,South%20Sudan_sunset,South%20Sudan_DewPointC,South%20Sudan_FeelsLikeC,South%20Sudan_HeatIndexC,South%20Sudan_WindChillC,South%20Sudan_WindGustKmph,South%20Sudan_cloudcover,South%20Sudan_humidity,South%20Sudan_precipMM,South%20Sudan_pressure,South%20Sudan_tempC,South%20Sudan_visibility,South%20Sudan_winddirDegree,South%20Sudan_windspeedKmph,South%20Sudan_location
2020-12-19,11,-0,0.0,8.7,3,27,12:05 PM,11:05 PM,07:51 AM,05:44 PM,-3,2,5,2,27,7,62,0.0,1022,11,10,233,16,South%20Sudan
2020-12-20,12,2,0.0,8.7,3,34,12:36 PM,No moonset,07:52 AM,05:45 PM,-8,3,6,3,26,0,37,0.0,1021,12,10,168,13,South%20Sudan
2020-12-21,16,3,0.0,8.7,4,41,01:04 PM,12:04 AM,07:52 AM,05:45 PM,-9,7,10,7,26,0,29,0.0,1019,16,10,211,14,South%20Sudan
2020-12-22,18,4,0.0,8.7,4,49,01:31 PM,01:00 AM,07:53 AM,05:46 PM,-10,9,11,9,34,6,26,0.0,1014,18,10,228,19,South%20Sudan
2020-12-23,8,2,0.0,8.7,3,56,01:57 PM,01:55 AM,07:53 AM,05:46 PM,-15,3,7,3,34,3,21,0.0,1018,8,10,128,20,South%20Sudan
2020-12-24,10,-3,0.0,8.7,2,63,02:24 PM,02:49 AM,07:54 AM,05:47 PM,-18,-1,3,-1,27,0,22,0.0,1027,10,10,275,16,South%20Sudan
2020-12-25,14,1,0.0,5.4,2,70,02:53 PM,03:45 AM,07:54 AM,05:48 PM,-17,4,7,4,30,27,17,0.0,1022,14,10,244,16,South%20Sudan
2020-12-26,17,4,0.0,8.7,4,78,03:25 PM,04:41 AM,07:54 AM,05:48 PM,-13,7,9,7,35,3,20,0.0,1013,17,10,236,20,South%20Sudan
2020-12-27,14,8,0.0,8.7,4,85,04:02 PM,05:39 AM,07:55 AM,05:49 PM,-7,9,11,9,40,8,27,0.0,1012,14,10,184,22,South%20Sudan
2020-12-28,10,4,0.0,8.7,3,92,04:44 PM,06:37 AM,07:55 AM,05:49 PM,-2,3,7,3,32,37,54,0.0,1020,10,10,123,22,South%20Sudan
2020-12-29,18,7,0.0,5.4,3,100,05:33 PM,07:35 AM,07:55 AM,05:50 PM,4,10,13,10,39,69,64,1.8,1010,18,8,188,27,South%20Sudan
2020-12-30,5,1,0.2,8.7,1,100,06:27 PM,08:29 AM,07:56 AM,05:51 PM,-8,-1,4,-1,37,59,40,0.5,1019,5,8,79,28,South%20Sudan
2020-12-31,6,-3,0.0,8.7,2,89,07:28 PM,09:20 AM,07:56 AM,05:52 PM,-15,-3,1,-3,22,17,31,0.0,1016,6,10,60,14,South%20Sudan
2021-01-01,6,-1,3.7,5.4,1,79,08:31 PM,10:05 AM,07:56 AM,05:52 PM,-9,-2,2,-2,23,70,46,4.5,1017,6,7,287,15,South%20Sudan
2021-01-02,12,-1,0.0,8.7,3,71,09:36 PM,10:45 AM,07:56 AM,05:53 PM,-11,2,4,2,27,23,31,0.0,1019,12,10,265,16,South%20Sudan
2021-01-03,13,2,0.0,8.7,3,64,10:41 PM,11:22 AM,07:56 AM,05:54 PM,-9,4,6,4,29,5,34,0.0,1015,13,10,274,15,South%20Sudan
2021-01-04,13,4,0.0,8.7,3,57,11:46 PM,11:55 AM,07:56 AM,05:55 PM,-7,6,9,6,30,2,35,0.0,1019,13,10,159,17,South%20Sudan
2021-01-05,16,3,0.0,7.0,2,50,No moonrise,12:26 PM,07:56 AM,05:55 PM,-4,6,9,6,32,26,46,0.0,1016,16,10,222,18,South%20Sudan
2021-01-06,10,2,0.0,8.7,3,42,12:51 AM,12:58 PM,07:56 AM,05:56 PM,-6,2,6,2,30,2,44,0.0,1021,10,10,245,18,South%20Sudan
2021-01-07,11,0,0.0,8.7,3,35,01:58 AM,01:32 PM,07:56 AM,05:57 PM,-13,2,5,2,20,9,26,0.0,1022,11,10,249,10,South%20Sudan
2021-01-08,8,-1,0.0,8.7,2,28,03:06 AM,02:08 PM,07:56 AM,05:58 PM,-5,-1,3,-1,23,11,60,0.0,1025,8,10,146,13,South%20Sudan
2021-01-09,6,-1,0.0,3.8,1,20,04:16 AM,02:50 PM,07:56 AM,05:59 PM,-1,-2,3,-2,27,64,77,0.0,1023,6,10,155,18,South%20Sudan
2021-01-10,-0,-6,18.5,5.2,1,13,05:26 AM,03:39 PM,07:56 AM,06:00 PM,-2,-6,-1,-6,26,88,95,24.6,1028,-0,3,83,18,South%20Sudan
2021-01-11,3,-5,0.0,10.5,2,6,06:34 AM,04:33 PM,07:56 AM,06:01 PM,-4,-5,-2,-5,18,11,84,0.0,1030,3,10,258,10,South%20Sudan
2021-01-12,4,-4,0.0,10.5,2,0,07:38 AM,05:35 PM,07:56 AM,06:01 PM,-4,-5,-1,-5,25,4,81,0.0,1027,4,10,249,13,South%20Sudan
2021-01-13,12,-2,0.0,10.5,2,0,08:33 AM,06:40 PM,07:56 AM,06:02 PM,-7,0,5,0,35,1,51,0.0,1019,12,10,254,19,South%20Sudan
2021-01-14,9,4,0.0,10.5,3,1,09:20 AM,07:46 PM,07:56 AM,06:03 PM,-7,3,6,3,31,11,40,0.0,1017,9,10,150,18,South%20Sudan
2021-01-15,7,-2,0.0,10.5,2,8,10:00 AM,08:49 PM,07:56 AM,06:04 PM,-13,-1,2,-1,23,1,30,0.0,1025,7,10,200,14,South%20Sudan
2021-01-16,10,1,0.0,6.8,2,16,10:33 AM,09:50 PM,07:55 AM,06:05 PM,-9,2,5,2,22,40,35,0.0,1019,10,10,208,13,South%20Sudan
2021-01-17,13,1,0.0,10.5,3,23,11:04 AM,10:48 PM,07:55 AM,06:06 PM,-6,5,7,5,19,7,44,0.0,1018,13,10,228,10,South%20Sudan
2021-01-18,18,3,0.0,10.5,4,30,11:32 AM,11:44 PM,07:55 AM,06:07 PM,-5,7,10,7,34,17,42,0.0,1012,18,10,184,20,South%20Sudan
2021-01-19,7,2,0.0,10.5,1,38,11:58 AM,No moonset,07:54 AM,06:08 PM,-5,0,4,0,27,36,51,0.0,1026,7,10,60,18,South%20Sudan
2021-01-20,12,2,0.0,10.6,3,45,12:24 PM,12:39 AM,07:54 AM,06:09 PM,-1,3,6,3,24,30,61,0.0,1025,12,10,204,16,South%20Sudan
2021-01-21,17,8,0.0,10.0,4,52,12:53 PM,01:35 AM,07:54 AM,06:10 PM,3,9,11,9,32,26,59,0.0,1013,17,10,269,19,South%20Sudan
2021-01-22,10,4,0.0,10.6,3,59,01:23 PM,02:30 AM,07:53 AM,06:11 PM,1,5,8,5,21,20,66,0.0,1014,10,10,144,13,South%20Sudan
2021-01-23,17,4,0.0,10.6,3,67,01:58 PM,03:27 AM,07:53 AM,06:12 PM,1,7,10,7,37,32,65,0.0,1012,17,10,193,25,South%20Sudan
2021-01-24,16,7,0.0,10.6,4,74,02:37 PM,04:24 AM,07:52 AM,06:13 PM,0,9,11,9,30,10,51,0.0,1006,16,10,220,18,South%20Sudan
2021-01-25,12,6,0.0,10.6,3,81,03:23 PM,05:23 AM,07:52 AM,06:14 PM,-5,5,9,5,43,19,40,0.8,1003,12,10,256,30,South%20Sudan
2021-01-26,9,4,0.0,10.0,3,88,04:16 PM,06:18 AM,07:51 AM,06:15 PM,-6,2,6,2,36,28,42,0.0,1009,9,10,234,23,South%20Sudan
2021-01-27,7,-3,0.0,10.7,2,96,05:15 PM,07:12 AM,07:50 AM,06:16 PM,-8,-0,3,-0,22,3,49,0.0,1025,7,10,225,14,South%20Sudan
2021-01-28,9,0,0.0,8.5,1,100,06:18 PM,08:00 AM,07:50 AM,06:17 PM,-3,0,4,0,29,60,59,0.0,1029,9,10,179,19,South%20Sudan
2021-01-29,14,2,0.0,10.7,2,90,07:25 PM,08:43 AM,07:49 AM,06:18 PM,-1,5,8,5,32,29,57,0.0,1016,14,10,202,19,South%20Sudan
2021-01-30,15,8,0.0,10.7,4,82,08:31 PM,09:22 AM,07:49 AM,06:19 PM,-3,8,10,8,46,3,43,0.0,1007,15,10,268,30,South%20Sudan
2021-01-31,12,4,0.0,10.7,3,79,09:38 PM,09:56 AM,07:48 AM,06:20 PM,-7,5,8,5,23,0,37,0.0,1024,12,10,30,14,South%20Sudan
2021-02-01,13,3,0.0,10.7,3,63,10:44 PM,10:29 AM,07:47 AM,06:21 PM,-5,5,8,5,24,19,41,0.0,1026,13,10,193,15,South%20Sudan
2021-02-02,20,5,0.0,10.8,4,55,11:51 PM,11:01 AM,07:46 AM,06:22 PM,-2,9,11,9,33,17,40,0.0,1017,20,10,203,20,South%20Sudan
2021-02-03,23,11,0.0,10.8,5,48,No moonrise,11:34 AM,07:46 AM,06:23 PM,1,15,16,15,30,10,38,0.0,1010,23,10,249,18,South%20Sudan
2021-02-04,13,6,0.0,10.8,4,40,12:58 AM,12:08 PM,07:45 AM,06:24 PM,-4,9,11,9,39,6,35,0.0,1009,13,10,159,24,South%20Sudan
2021-02-05,12,3,0.0,10.8,3,33,02:06 AM,12:47 PM,07:44 AM,06:25 PM,-7,5,7,5,20,2,38,0.0,1013,12,10,237,12,South%20Sudan
2021-02-06,12,6,0.0,10.8,3,25,03:15 AM,01:33 PM,07:43 AM,06:26 PM,-11,5,9,5,39,0,25,0.0,1011,12,10,260,25,South%20Sudan
2021-02-07,19,3,0.0,10.9,4,18,04:22 AM,02:23 PM,07:42 AM,06:27 PM,-11,7,10,7,36,0,24,0.0,1011,19,10,219,22,South%20Sudan
