date_time,Venezuela_maxtempC,Venezuela_mintempC,Venezuela_totalSnow_cm,Venezuela_sunHour,Venezuela_uvIndex,Venezuela_moon_illumination,Venezuela_moonrise,Venezuela_moonset,Venezuela_sunrise,Venezuela_sunset,Venezuela_DewPointC,Venezuela_FeelsLikeC,Venezuela_HeatIndexC,Venezuela_WindChillC,Venezuela_WindGustKmph,Venezuela_cloudcover,Venezuela_humidity,Venezuela_precipMM,Venezuela_pressure,Venezuela_tempC,Venezuela_visibility,Venezuela_winddirDegree,Venezuela_windspeedKmph,Venezuela_location
2020-05-27,25,18,0.0,7.6,5,32,10:18 AM,11:19 PM,06:04 AM,06:45 PM,20,24,24,22,9,73,83,8.5,1012,25,9,163,6,Venezuela
2020-05-28,24,15,0.0,6.2,5,39,11:15 AM,No moonset,06:04 AM,06:45 PM,17,20,21,20,10,76,82,12.5,1011,24,9,155,5,Venezuela
2020-05-29,25,15,0.0,10.3,5,47,12:11 PM,12:09 AM,06:04 AM,06:46 PM,17,22,22,21,8,63,79,1.4,1012,25,10,130,5,Venezuela
2020-05-30,25,18,0.0,8.9,5,54,01:07 PM,12:58 AM,06:04 AM,06:46 PM,17,21,21,21,9,67,79,2.9,1012,25,10,124,5,Venezuela
2020-05-31,23,17,0.0,6.2,5,58,02:02 PM,01:45 AM,06:05 AM,06:46 PM,17,19,20,19,11,65,87,28.6,1013,23,7,125,5,Venezuela
2020-06-01,24,16,0.0,8.9,5,71,02:58 PM,02:30 AM,06:05 AM,06:47 PM,19,23,23,21,7,58,82,2.8,1013,24,10,100,5,Venezuela
2020-06-02,24,15,0.0,10.3,5,79,03:54 PM,03:17 AM,06:05 AM,06:47 PM,18,23,23,21,7,30,78,0.2,1013,24,10,110,5,Venezuela
2020-06-03,24,16,0.0,8.9,5,86,04:52 PM,04:04 AM,06:05 AM,06:47 PM,17,22,22,20,8,42,79,2.8,1012,24,10,118,5,Venezuela
2020-06-04,26,16,0.0,11.6,6,94,05:52 PM,04:55 AM,06:05 AM,06:47 PM,18,25,25,23,7,12,74,0.0,1013,26,10,120,5,Venezuela
2020-06-05,25,18,0.0,7.6,5,100,06:53 PM,05:49 AM,06:05 AM,06:48 PM,17,22,22,21,10,53,81,6.8,1013,25,9,114,6,Venezuela
2020-06-06,24,15,0.0,6.2,5,100,07:54 PM,06:45 AM,06:05 AM,06:48 PM,18,20,21,20,9,77,86,15.4,1013,24,8,124,5,Venezuela
2020-06-07,25,18,0.0,6.2,5,84,08:53 PM,07:43 AM,06:05 AM,06:48 PM,19,24,24,23,7,67,82,6.7,1013,25,9,139,4,Venezuela
2020-06-08,24,18,0.0,6.2,5,76,09:48 PM,08:41 AM,06:05 AM,06:49 PM,18,22,22,21,8,79,86,13.4,1013,24,9,145,4,Venezuela
2020-06-09,24,17,0.0,7.6,5,69,10:38 PM,09:38 AM,06:05 AM,06:49 PM,17,20,21,20,8,55,83,9.4,1012,24,9,138,4,Venezuela
2020-06-10,24,18,0.0,6.2,5,61,11:24 PM,10:30 AM,06:05 AM,06:49 PM,20,23,23,21,6,78,86,14.6,1011,24,8,126,4,Venezuela
2020-06-11,24,16,0.0,8.9,5,54,No moonrise,11:21 AM,06:05 AM,06:49 PM,20,23,23,21,6,68,86,13.2,1012,24,8,132,4,Venezuela
2020-06-12,25,17,0.0,8.9,5,46,12:06 AM,12:08 PM,06:06 AM,06:50 PM,20,24,24,22,4,49,84,5.4,1012,25,7,109,3,Venezuela
2020-06-13,25,15,0.0,6.2,5,38,12:45 AM,12:54 PM,06:06 AM,06:50 PM,18,22,22,21,8,71,78,1.3,1011,25,10,141,5,Venezuela
2020-06-14,23,17,0.0,7.6,5,31,01:22 AM,01:39 PM,06:06 AM,06:50 PM,19,23,23,21,8,50,86,9.8,1012,23,9,138,5,Venezuela
2020-06-15,24,16,0.0,7.6,5,23,01:59 AM,02:22 PM,06:06 AM,06:50 PM,20,23,23,21,8,71,86,9.9,1013,24,10,131,5,Venezuela
2020-06-16,24,16,0.0,6.2,5,16,02:36 AM,03:08 PM,06:06 AM,06:51 PM,20,23,23,21,7,73,88,6.9,1013,24,10,118,5,Venezuela
2020-06-17,25,16,0.0,7.6,5,8,03:15 AM,03:54 PM,06:06 AM,06:51 PM,19,23,23,21,8,42,81,2.8,1013,25,10,119,6,Venezuela
2020-06-18,21,16,0.0,6.2,4,1,03:55 AM,04:43 PM,06:07 AM,06:51 PM,18,19,19,19,11,69,92,25.5,1012,21,8,141,6,Venezuela
2020-06-19,21,16,0.0,6.2,5,0,04:39 AM,05:35 PM,06:07 AM,06:51 PM,19,20,22,20,9,66,91,13.1,1012,21,9,130,5,Venezuela
2020-06-20,23,17,0.0,8.9,5,0,05:27 AM,06:29 PM,06:07 AM,06:52 PM,19,20,21,20,11,62,87,7.1,1013,23,8,134,7,Venezuela
2020-06-21,24,15,0.0,8.9,5,0,06:19 AM,07:25 PM,06:07 AM,06:52 PM,20,24,24,21,11,47,83,3.9,1013,24,9,122,7,Venezuela
2020-06-22,24,16,0.0,7.6,5,7,07:15 AM,08:20 PM,06:08 AM,06:52 PM,19,23,23,21,11,60,87,10.5,1014,24,6,121,7,Venezuela
2020-06-23,24,16,0.0,6.2,5,14,08:12 AM,09:15 PM,06:08 AM,06:52 PM,20,23,23,21,10,75,84,3.2,1012,24,10,101,7,Venezuela
2020-06-24,24,17,0.0,11.6,5,22,09:10 AM,10:07 PM,06:08 AM,06:52 PM,18,24,24,22,10,31,80,0.1,1012,24,10,101,7,Venezuela
2020-06-25,23,15,0.0,7.6,5,29,10:07 AM,10:56 PM,06:08 AM,06:53 PM,18,22,22,21,9,62,83,1.9,1013,23,9,101,6,Venezuela
2020-06-26,22,16,0.0,6.2,5,37,11:03 AM,11:43 PM,06:08 AM,06:53 PM,18,19,20,19,11,72,91,23.9,1013,22,9,103,6,Venezuela
2020-06-27,24,14,0.0,8.9,5,44,11:58 AM,No moonset,06:09 AM,06:53 PM,18,21,21,20,10,58,83,1.7,1011,24,9,110,6,Venezuela
2020-06-28,23,16,0.0,6.2,5,52,12:52 PM,12:28 AM,06:09 AM,06:53 PM,20,23,23,21,10,71,88,5.5,1011,23,8,105,6,Venezuela
2020-06-29,25,19,0.0,10.3,5,59,01:47 PM,01:14 AM,06:09 AM,06:53 PM,18,25,25,23,6,39,77,0.4,1012,25,8,113,5,Venezuela
2020-06-30,24,16,0.0,8.9,5,67,02:42 PM,01:59 AM,06:09 AM,06:53 PM,17,20,22,20,8,36,79,1.1,1012,24,10,110,5,Venezuela
2020-07-01,23,16,0.0,6.2,5,72,03:40 PM,02:47 AM,06:10 AM,06:53 PM,20,20,23,20,9,69,90,17.8,1011,23,8,129,6,Venezuela
2020-07-02,24,17,0.0,7.6,5,79,04:39 PM,03:38 AM,06:10 AM,06:54 PM,19,22,22,21,9,74,82,9.1,1011,24,9,112,5,Venezuela
2020-07-03,24,16,0.0,6.2,5,86,05:39 PM,04:32 AM,06:10 AM,06:54 PM,19,23,23,21,12,63,83,3.4,1011,24,9,119,8,Venezuela
2020-07-04,25,17,0.0,11.6,5,94,06:38 PM,05:29 AM,06:10 AM,06:54 PM,19,24,24,22,8,39,80,0.2,1012,25,8,95,6,Venezuela
2020-07-05,25,18,0.0,10.3,5,100,07:35 PM,06:26 AM,06:11 AM,06:54 PM,17,23,23,22,8,34,78,0.5,1012,25,10,99,5,Venezuela
2020-07-06,23,17,0.0,7.6,5,100,08:28 PM,07:24 AM,06:11 AM,06:54 PM,19,21,22,21,8,62,88,9.4,1012,23,9,101,5,Venezuela
2020-07-07,24,16,0.0,7.6,5,85,09:16 PM,08:19 AM,06:11 AM,06:54 PM,20,22,22,21,7,65,89,24.9,1012,24,7,111,5,Venezuela
2020-07-08,25,15,0.0,8.9,5,77,10:00 PM,09:11 AM,06:11 AM,06:54 PM,18,23,23,21,9,47,81,7.8,1012,25,9,138,6,Venezuela
2020-07-09,24,16,0.0,11.6,5,70,10:41 PM,10:00 AM,06:12 AM,06:54 PM,18,23,23,21,10,44,80,0.3,1012,24,8,100,7,Venezuela
2020-07-10,23,16,0.0,7.6,5,63,11:19 PM,10:47 AM,06:12 AM,06:54 PM,19,20,22,20,10,68,85,5.8,1013,23,8,103,7,Venezuela
2020-07-11,21,15,0.0,6.2,4,55,11:56 PM,11:33 AM,06:12 AM,06:54 PM,18,18,20,18,9,73,92,17.3,1012,21,8,118,5,Venezuela
2020-07-12,23,15,0.0,6.2,5,48,No moonrise,12:17 PM,06:12 AM,06:54 PM,19,22,22,20,8,67,86,13.2,1012,23,9,134,5,Venezuela
2020-07-13,25,16,0.0,10.3,5,41,12:33 AM,01:01 PM,06:13 AM,06:54 PM,19,23,23,21,7,36,82,2.7,1013,25,9,120,5,Venezuela
2020-07-14,24,16,0.0,7.6,5,34,01:11 AM,01:47 PM,06:13 AM,06:54 PM,18,20,21,20,9,65,86,3.9,1013,24,7,120,5,Venezuela
2020-07-15,24,16,0.0,7.6,5,26,01:50 AM,02:35 PM,06:13 AM,06:54 PM,17,20,20,20,8,62,84,4.0,1012,24,8,126,5,Venezuela
2020-07-16,23,16,0.0,7.6,5,19,02:32 AM,03:25 PM,06:13 AM,06:54 PM,18,19,21,19,9,65,86,11.6,1012,23,8,143,5,Venezuela
2020-07-17,24,17,0.0,6.2,5,12,03:19 AM,04:18 PM,06:14 AM,06:54 PM,20,23,23,21,7,73,85,19.7,1012,24,9,144,5,Venezuela
2020-07-18,24,17,0.0,6.2,5,5,04:09 AM,05:14 PM,06:14 AM,06:54 PM,20,24,24,21,6,76,87,14.6,1011,24,8,145,4,Venezuela
2020-07-19,23,15,0.0,6.2,5,0,05:03 AM,06:10 PM,06:14 AM,06:54 PM,19,20,22,20,9,68,89,14.8,1010,23,9,156,5,Venezuela
2020-07-20,24,19,0.0,6.2,5,0,06:01 AM,07:06 PM,06:14 AM,06:54 PM,19,21,22,21,10,72,86,9.9,1010,24,9,145,6,Venezuela
2020-07-21,23,15,0.0,6.2,5,2,07:00 AM,08:00 PM,06:15 AM,06:53 PM,19,20,22,20,9,78,89,23.0,1011,23,9,141,5,Venezuela
2020-07-22,24,17,0.0,6.2,5,10,07:59 AM,08:52 PM,06:15 AM,06:53 PM,18,20,21,20,10,66,86,5.0,1011,24,8,111,6,Venezuela
2020-07-23,24,16,0.0,8.9,5,17,08:57 AM,09:41 PM,06:15 AM,06:53 PM,19,22,22,21,8,52,85,9.3,1012,24,9,116,5,Venezuela
2020-07-24,24,16,0.0,10.2,5,24,09:54 AM,10:27 PM,06:15 AM,06:53 PM,18,23,23,21,7,61,81,3.5,1012,24,10,130,5,Venezuela
2020-07-25,25,17,0.0,8.9,5,32,10:48 AM,11:13 PM,06:15 AM,06:53 PM,19,23,23,22,7,49,83,6.7,1012,25,9,115,4,Venezuela
2020-07-26,23,16,0.0,6.2,5,39,11:43 AM,11:58 PM,06:16 AM,06:53 PM,18,19,21,19,6,76,86,9.2,1013,23,9,137,3,Venezuela
2020-07-27,23,17,0.0,7.5,5,46,12:38 PM,No moonset,06:16 AM,06:52 PM,18,20,22,20,9,55,86,15.0,1012,23,8,128,5,Venezuela
2020-07-28,24,17,0.0,8.9,5,53,01:34 PM,12:44 AM,06:16 AM,06:52 PM,18,22,22,21,8,57,86,6.6,1012,24,9,110,4,Venezuela
2020-07-29,24,18,0.0,8.9,5,61,02:31 PM,01:34 AM,06:16 AM,06:52 PM,19,23,23,21,7,47,86,10.5,1011,24,9,106,4,Venezuela
2020-07-30,24,17,0.0,6.2,5,68,03:30 PM,02:25 AM,06:16 AM,06:52 PM,18,20,20,20,6,63,87,14.5,1011,24,9,152,3,Venezuela
2020-07-31,26,18,0.0,8.9,5,72,04:28 PM,03:20 AM,06:16 AM,06:51 PM,19,25,25,23,8,42,76,3.3,1011,26,10,159,5,Venezuela
2020-08-01,25,17,0.0,7.5,5,82,05:25 PM,04:16 AM,06:17 AM,06:51 PM,20,24,24,22,7,66,83,8.2,1012,25,9,179,5,Venezuela
2020-08-02,24,16,0.0,8.9,5,90,06:19 PM,05:13 AM,06:17 AM,06:51 PM,17,22,22,20,11,52,74,4.5,1012,24,10,192,6,Venezuela
2020-08-03,23,15,0.0,8.9,5,97,07:09 PM,06:09 AM,06:17 AM,06:50 PM,16,20,21,20,14,56,75,2.7,1014,23,10,188,7,Venezuela
2020-08-04,22,17,0.0,6.2,5,100,07:54 PM,07:02 AM,06:17 AM,06:50 PM,17,19,20,19,11,70,86,5.6,1014,22,9,182,6,Venezuela
2020-08-05,24,16,0.0,7.5,5,88,08:36 PM,07:53 AM,06:17 AM,06:50 PM,19,22,22,21,6,65,87,16.7,1013,24,9,158,4,Venezuela
2020-08-06,22,17,0.0,6.2,5,81,09:16 PM,08:40 AM,06:17 AM,06:49 PM,18,19,21,19,8,77,88,20.1,1013,22,8,154,4,Venezuela
2020-08-07,24,16,0.0,6.2,5,74,09:53 PM,09:27 AM,06:17 AM,06:49 PM,19,23,23,21,7,78,86,20.7,1013,24,8,154,4,Venezuela
2020-08-08,24,17,0.0,6.2,5,67,10:30 PM,10:11 AM,06:17 AM,06:49 PM,20,23,23,21,9,79,86,11.0,1014,24,10,135,6,Venezuela
2020-08-09,24,17,0.0,6.2,5,59,11:07 PM,10:55 AM,06:17 AM,06:48 PM,20,23,23,21,8,75,88,17.6,1014,24,7,138,5,Venezuela
2020-08-10,25,16,0.0,7.5,5,52,11:46 PM,11:41 AM,06:18 AM,06:48 PM,19,22,22,21,8,60,84,5.5,1012,25,9,125,5,Venezuela
2020-08-11,23,16,0.0,7.5,5,45,No moonrise,12:27 PM,06:18 AM,06:47 PM,19,20,22,20,9,58,86,9.5,1010,23,7,108,6,Venezuela
2020-08-12,24,16,0.0,6.1,5,38,12:26 AM,01:16 PM,06:18 AM,06:47 PM,20,23,23,21,9,64,86,11.3,1010,24,9,104,6,Venezuela
2020-08-13,24,17,0.0,8.9,5,30,01:10 AM,02:06 PM,06:18 AM,06:47 PM,20,23,23,22,10,58,86,5.4,1010,24,7,112,7,Venezuela
2020-08-14,24,17,0.0,8.9,5,23,01:58 AM,03:00 PM,06:18 AM,06:46 PM,20,24,24,21,8,56,88,4.5,1009,24,7,105,5,Venezuela
2020-08-15,26,16,0.0,8.9,5,16,02:50 AM,03:56 PM,06:18 AM,06:46 PM,20,24,24,22,6,43,83,5.9,1009,26,10,125,5,Venezuela
2020-08-16,26,17,0.0,7.5,5,8,03:46 AM,04:52 PM,06:18 AM,06:45 PM,20,24,24,22,6,67,83,8.2,1010,26,9,117,4,Venezuela
2020-08-17,25,17,0.0,8.9,5,1,04:45 AM,05:48 PM,06:18 AM,06:45 PM,20,24,24,21,6,54,86,9.8,1010,25,9,99,4,Venezuela
2020-08-18,24,17,0.0,6.1,5,0,05:45 AM,06:41 PM,06:18 AM,06:44 PM,21,23,23,21,5,67,91,27.1,1010,24,7,89,3,Venezuela
2020-08-19,24,17,0.0,6.1,5,0,06:44 AM,07:32 PM,06:18 AM,06:44 PM,20,23,23,21,7,82,85,11.4,1010,24,9,149,5,Venezuela
2020-08-20,25,18,0.0,6.1,5,6,07:43 AM,08:21 PM,06:18 AM,06:43 PM,20,24,24,22,7,76,85,8.7,1010,25,9,128,5,Venezuela
2020-08-21,24,16,0.0,6.1,5,13,08:40 AM,09:08 PM,06:18 AM,06:43 PM,20,22,22,21,5,70,90,20.2,1010,24,9,135,3,Venezuela
2020-08-22,24,17,0.0,6.1,5,20,09:36 AM,09:55 PM,06:18 AM,06:42 PM,20,23,23,21,9,76,86,19.2,1010,24,9,178,5,Venezuela
2020-08-23,25,17,0.0,8.9,5,28,10:32 AM,10:42 PM,06:18 AM,06:42 PM,19,24,24,22,7,52,79,7.0,1012,25,9,155,5,Venezuela
2020-08-24,24,16,0.0,8.9,5,35,11:29 AM,11:31 PM,06:18 AM,06:41 PM,19,23,23,21,6,53,84,7.2,1012,24,9,132,4,Venezuela
2020-08-25,25,16,0.0,7.5,5,42,12:26 PM,No moonset,06:18 AM,06:41 PM,19,23,23,21,6,54,83,16.7,1010,25,8,140,4,Venezuela
2020-08-26,25,17,0.0,7.5,5,50,01:25 PM,12:22 AM,06:18 AM,06:40 PM,19,24,24,22,7,71,81,5.1,1010,25,9,123,5,Venezuela
2020-08-27,25,16,0.0,8.9,5,57,02:23 PM,01:16 AM,06:18 AM,06:39 PM,20,24,24,22,6,42,81,1.6,1012,25,10,116,5,Venezuela
2020-08-28,25,17,0.0,7.5,5,64,03:20 PM,02:11 AM,06:18 AM,06:39 PM,20,23,23,22,7,50,85,3.3,1012,25,9,108,5,Venezuela
2020-08-29,24,18,0.0,10.2,5,71,04:13 PM,03:07 AM,06:18 AM,06:38 PM,19,23,23,21,7,47,83,1.1,1011,24,10,72,5,Venezuela
2020-08-30,24,16,0.0,8.9,5,79,05:04 PM,04:02 AM,06:18 AM,06:38 PM,19,23,23,21,4,50,84,5.4,1010,24,9,88,3,Venezuela
2020-08-31,24,16,0.0,10.2,5,82,05:50 PM,04:55 AM,06:18 AM,06:37 PM,18,23,23,21,3,49,82,6.9,1011,24,9,188,2,Venezuela
2020-09-01,25,17,0.0,7.5,5,97,06:33 PM,05:47 AM,06:18 AM,06:36 PM,20,24,24,22,6,53,82,16.8,1011,25,9,181,4,Venezuela
2020-09-02,25,16,0.0,6.1,5,100,07:13 PM,06:35 AM,06:18 AM,06:36 PM,19,23,23,21,7,83,84,19.6,1010,25,9,179,4,Venezuela
2020-09-03,23,17,0.0,7.5,5,88,07:51 PM,07:22 AM,06:18 AM,06:35 PM,19,20,22,20,7,70,83,16.8,1010,23,8,156,4,Venezuela
2020-09-04,25,17,0.0,7.5,5,81,08:28 PM,08:06 AM,06:18 AM,06:35 PM,20,24,24,22,6,63,84,13.7,1011,25,9,137,4,Venezuela
2020-09-05,26,17,0.0,7.5,5,73,09:05 PM,08:51 AM,06:18 AM,06:34 PM,20,24,24,22,6,61,83,9.4,1011,26,9,132,4,Venezuela
2020-09-06,26,17,0.0,7.5,5,66,09:43 PM,09:36 AM,06:18 AM,06:33 PM,20,24,24,22,7,59,85,7.4,1010,26,9,130,5,Venezuela
2020-09-07,26,18,0.0,8.8,5,58,10:22 PM,10:21 AM,06:18 AM,06:33 PM,20,24,24,22,5,64,81,4.7,1009,26,10,140,4,Venezuela
2020-09-08,24,18,0.0,7.5,5,50,11:04 PM,11:08 AM,06:18 AM,06:32 PM,17,20,21,20,7,61,83,7.6,1009,24,9,179,3,Venezuela
2020-09-09,24,18,0.0,7.5,5,43,11:49 PM,11:58 AM,06:17 AM,06:31 PM,17,22,22,21,7,61,81,18.2,1010,24,8,165,3,Venezuela
2020-09-10,23,19,0.0,6.1,5,35,No moonrise,12:49 PM,06:17 AM,06:31 PM,19,23,23,21,4,77,86,27.0,1012,23,7,151,2,Venezuela
2020-09-11,24,17,0.0,6.1,5,28,12:38 AM,01:43 PM,06:17 AM,06:30 PM,18,20,21,20,5,79,85,17.4,1010,24,9,139,3,Venezuela
2020-09-12,26,17,0.0,7.4,5,20,01:32 AM,02:38 PM,06:17 AM,06:30 PM,20,24,24,22,4,50,82,10.2,1008,26,9,153,3,Venezuela
2020-09-13,26,17,0.0,7.4,5,13,02:28 AM,03:33 PM,06:17 AM,06:29 PM,20,25,25,23,8,53,78,7.6,1009,26,9,181,5,Venezuela
2020-09-14,27,18,0.0,8.8,6,5,03:27 AM,04:27 PM,06:17 AM,06:28 PM,20,25,25,24,7,51,77,4.4,1012,27,10,154,5,Venezuela
2020-09-15,26,17,0.0,7.4,5,0,04:26 AM,05:19 PM,06:17 AM,06:28 PM,20,24,24,22,7,64,83,17.1,1012,26,9,113,4,Venezuela
2020-09-16,26,18,0.0,7.4,5,0,05:26 AM,06:09 PM,06:17 AM,06:27 PM,20,24,24,22,8,47,82,4.2,1011,26,10,113,5,Venezuela
2020-09-17,25,17,0.0,8.8,5,0,06:24 AM,06:57 PM,06:17 AM,06:26 PM,19,24,24,22,7,46,81,4.1,1010,25,10,112,5,Venezuela
2020-09-18,25,17,0.0,8.8,5,2,07:22 AM,07:46 PM,06:17 AM,06:26 PM,19,24,24,22,4,44,79,6.3,1010,25,10,105,3,Venezuela
2020-09-19,25,18,0.0,6.0,5,10,08:20 AM,08:34 PM,06:17 AM,06:25 PM,20,24,24,22,5,77,84,10.7,1011,25,9,169,3,Venezuela
2020-09-20,26,18,0.0,6.0,5,17,09:19 AM,09:24 PM,06:17 AM,06:24 PM,20,25,25,23,6,64,80,8.3,1010,26,9,163,4,Venezuela
2020-09-21,26,18,0.0,8.8,5,25,10:18 AM,10:16 PM,06:17 AM,06:24 PM,21,26,26,23,6,52,81,6.3,1010,26,10,168,4,Venezuela
2020-09-22,27,18,0.0,8.8,5,32,11:18 AM,11:10 PM,06:17 AM,06:23 PM,21,26,26,23,6,34,78,5.9,1010,27,9,158,5,Venezuela
2020-09-23,26,16,0.0,10.2,5,40,12:18 PM,No moonset,06:17 AM,06:22 PM,21,25,25,23,7,30,79,6.0,1011,26,10,136,5,Venezuela
2020-09-24,27,17,0.0,6.0,5,47,01:16 PM,12:06 AM,06:16 AM,06:22 PM,21,25,25,23,6,78,82,7.9,1012,27,9,143,4,Venezuela
2020-09-25,27,17,0.0,8.8,6,55,02:11 PM,01:03 AM,06:16 AM,06:21 PM,20,26,26,23,7,46,78,3.8,1013,27,10,133,5,Venezuela
2020-09-26,26,18,0.0,8.8,5,62,03:02 PM,01:58 AM,06:16 AM,06:21 PM,20,24,24,23,6,49,79,3.9,1012,26,10,106,5,Venezuela
2020-09-27,26,17,0.0,8.8,5,70,03:49 PM,02:52 AM,06:16 AM,06:20 PM,20,24,24,22,5,49,83,4.5,1010,26,10,77,3,Venezuela
2020-09-28,25,17,0.0,8.8,5,78,04:32 PM,03:43 AM,06:16 AM,06:19 PM,20,24,24,22,5,52,83,12.0,1009,25,9,102,4,Venezuela
2020-09-29,24,16,0.0,6.0,5,85,05:13 PM,04:31 AM,06:16 AM,06:19 PM,20,23,23,21,9,77,86,13.8,1010,24,9,166,6,Venezuela
2020-09-30,26,17,0.0,10.2,5,93,05:51 PM,05:19 AM,06:16 AM,06:18 PM,19,24,24,23,7,30,77,3.7,1011,26,10,128,5,Venezuela
2020-10-01,24,17,0.0,6.0,5,97,06:28 PM,06:03 AM,06:16 AM,06:18 PM,21,24,24,21,6,72,86,17.6,1009,24,9,106,4,Venezuela
2020-10-02,22,15,0.0,6.0,4,100,07:04 PM,06:48 AM,06:16 AM,06:17 PM,19,19,21,19,12,72,87,17.9,1009,22,9,157,7,Venezuela
2020-10-03,25,18,0.0,8.8,5,89,07:42 PM,07:33 AM,06:16 AM,06:16 PM,20,24,24,22,8,61,82,17.0,1010,25,8,148,5,Venezuela
2020-10-04,25,17,0.0,8.8,5,82,08:20 PM,08:17 AM,06:16 AM,06:16 PM,21,24,24,22,6,59,85,8.9,1010,25,9,132,5,Venezuela
2020-10-05,24,17,0.0,6.0,5,74,09:01 PM,09:04 AM,06:16 AM,06:15 PM,20,24,24,21,6,76,87,23.2,1010,24,8,151,4,Venezuela
2020-10-06,25,15,0.0,7.4,5,67,09:45 PM,09:53 AM,06:16 AM,06:15 PM,21,23,23,21,7,71,86,23.7,1010,25,8,173,5,Venezuela
2020-10-07,25,15,0.0,7.4,5,60,10:31 PM,10:42 AM,06:16 AM,06:14 PM,20,24,24,22,6,66,82,15.8,1011,25,9,178,4,Venezuela
2020-10-08,25,17,0.0,8.8,5,53,11:22 PM,11:35 AM,06:16 AM,06:13 PM,21,25,25,22,7,68,82,5.5,1011,25,9,143,5,Venezuela
2020-10-09,26,17,0.0,8.8,5,45,No moonrise,12:28 PM,06:16 AM,06:13 PM,20,24,24,22,6,52,82,6.9,1012,26,9,121,5,Venezuela
2020-10-10,25,17,0.0,8.8,5,38,12:16 AM,01:22 PM,06:16 AM,06:12 PM,21,24,24,21,6,49,86,14.6,1012,25,7,116,4,Venezuela
2020-10-11,25,17,0.0,6.0,5,31,01:12 AM,02:14 PM,06:16 AM,06:12 PM,20,24,24,22,6,77,84,16.7,1011,25,8,136,4,Venezuela
2020-10-12,26,17,0.0,8.8,5,23,02:10 AM,03:06 PM,06:16 AM,06:11 PM,20,24,24,22,7,69,81,15.5,1010,26,9,155,4,Venezuela
2020-10-13,25,16,0.0,8.8,5,16,03:08 AM,03:56 PM,06:16 AM,06:11 PM,20,24,24,22,7,45,80,13.3,1010,25,9,183,5,Venezuela
2020-10-14,26,19,0.0,7.4,5,9,04:05 AM,04:44 PM,06:16 AM,06:10 PM,20,25,25,23,5,62,79,7.1,1009,26,9,159,4,Venezuela
2020-10-15,26,16,0.0,8.8,5,2,05:03 AM,05:32 PM,06:16 AM,06:10 PM,20,24,24,22,6,54,81,9.8,1010,26,9,127,4,Venezuela
2020-10-16,26,16,0.0,7.4,5,0,06:01 AM,06:20 PM,06:16 AM,06:09 PM,20,24,24,22,6,56,81,7.7,1010,26,9,140,4,Venezuela
2020-10-17,26,18,0.0,6.0,5,0,07:00 AM,07:11 PM,06:16 AM,06:09 PM,20,24,24,23,7,56,80,5.0,1010,26,9,139,5,Venezuela
2020-10-18,25,18,0.0,7.4,5,5,08:01 AM,08:03 PM,06:16 AM,06:08 PM,18,22,22,21,7,47,80,4.3,1009,25,10,145,4,Venezuela
2020-10-19,27,18,0.0,8.8,5,13,09:03 AM,08:58 PM,06:17 AM,06:08 PM,19,25,25,23,6,59,76,9.4,1008,27,9,158,4,Venezuela
2020-10-20,25,18,0.0,7.4,5,20,10:06 AM,09:56 PM,06:17 AM,06:08 PM,19,24,24,22,5,66,80,9.6,1009,25,9,158,3,Venezuela
2020-10-21,24,17,0.0,7.4,5,27,11:07 AM,10:54 PM,06:17 AM,06:07 PM,19,24,24,21,6,66,82,10.1,1011,24,9,125,4,Venezuela
2020-10-22,25,16,0.0,6.0,5,35,12:05 PM,11:52 PM,06:17 AM,06:07 PM,19,23,23,21,9,74,82,7.3,1011,25,9,136,5,Venezuela
2020-10-23,23,18,0.0,5.9,5,42,12:59 PM,No moonset,06:17 AM,06:06 PM,19,20,22,20,8,72,88,15.8,1011,23,9,122,4,Venezuela
2020-10-24,23,16,0.0,5.9,5,49,01:48 PM,12:47 AM,06:17 AM,06:06 PM,18,20,20,20,11,75,87,18.3,1010,23,9,122,6,Venezuela
2020-10-25,22,17,0.0,7.4,5,56,02:32 PM,01:40 AM,06:17 AM,06:06 PM,19,19,20,19,11,64,91,9.7,1010,22,8,107,6,Venezuela
2020-10-26,25,15,0.0,8.8,5,64,03:13 PM,02:29 AM,06:17 AM,06:05 PM,20,23,23,22,8,55,86,2.3,1010,25,8,89,6,Venezuela
2020-10-27,26,15,0.0,7.4,5,71,03:52 PM,03:17 AM,06:18 AM,06:05 PM,21,24,24,21,6,55,89,9.1,1010,26,9,86,4,Venezuela
2020-10-28,27,16,0.0,5.9,5,78,04:28 PM,04:02 AM,06:18 AM,06:05 PM,22,24,24,22,6,71,89,10.7,1008,27,9,87,4,Venezuela
2020-10-29,27,16,0.0,8.8,5,85,05:05 PM,04:46 AM,06:18 AM,06:04 PM,21,24,24,22,4,53,87,4.5,1009,27,9,49,3,Venezuela
2020-10-30,29,16,0.0,8.8,5,93,05:42 PM,05:31 AM,06:18 AM,06:04 PM,21,25,25,23,3,48,83,4.1,1009,29,10,105,2,Venezuela
2020-10-31,25,16,0.0,5.9,5,97,06:20 PM,06:15 AM,06:18 AM,06:04 PM,20,24,24,22,3,71,85,18.3,1009,25,9,123,2,Venezuela
2020-11-01,24,16,0.0,5.9,5,89,07:00 PM,07:01 AM,06:19 AM,06:03 PM,21,23,23,21,9,78,89,25.8,1010,24,8,126,5,Venezuela
