date_time,Mauritius_maxtempC,Mauritius_mintempC,Mauritius_totalSnow_cm,Mauritius_sunHour,Mauritius_uvIndex,Mauritius_moon_illumination,Mauritius_moonrise,Mauritius_moonset,Mauritius_sunrise,Mauritius_sunset,Mauritius_DewPointC,Mauritius_FeelsLikeC,Mauritius_HeatIndexC,Mauritius_WindChillC,Mauritius_WindGustKmph,Mauritius_cloudcover,Mauritius_humidity,Mauritius_precipMM,Mauritius_pressure,Mauritius_tempC,Mauritius_visibility,Mauritius_winddirDegree,Mauritius_windspeedKmph,Mauritius_location
2020-01-01,28,25,0.0,8.2,6,37,10:45 AM,11:28 PM,05:34 AM,06:53 PM,23,30,30,26,15,66,82,0.8,1005,28,10,251,12,Mauritius
2020-01-02,28,25,0.0,13.2,6,44,11:34 AM,No moonset,05:34 AM,06:53 PM,23,30,30,27,10,42,82,0.8,1010,28,10,287,9,Mauritius
2020-01-03,27,25,0.0,12.0,6,51,12:21 PM,12:02 AM,05:35 AM,06:54 PM,21,28,28,26,7,60,74,2.1,1014,27,10,97,5,Mauritius
2020-01-04,25,24,0.0,8.2,5,59,01:10 PM,12:35 AM,05:35 AM,06:54 PM,22,26,26,24,19,85,90,37.9,1013,25,7,85,13,Mauritius
2020-01-05,25,16,0.0,8.2,5,66,02:00 PM,01:10 AM,05:36 AM,06:54 PM,22,25,25,23,12,79,88,41.4,1009,25,8,150,8,Mauritius
2020-01-06,27,24,0.0,8.2,6,73,02:52 PM,01:47 AM,05:37 AM,06:55 PM,23,29,29,26,22,79,84,24.1,1011,27,8,68,15,Mauritius
2020-01-07,29,26,0.0,12.0,6,80,03:48 PM,02:27 AM,05:37 AM,06:55 PM,23,30,30,27,9,55,78,6.7,1012,29,10,185,7,Mauritius
2020-01-08,29,26,0.0,8.2,6,88,04:45 PM,03:12 AM,05:38 AM,06:55 PM,23,30,30,27,8,66,78,3.6,1011,29,9,274,6,Mauritius
2020-01-09,27,24,0.0,13.2,6,95,05:45 PM,04:02 AM,05:39 AM,06:55 PM,21,27,27,25,19,39,77,0.0,1011,27,10,138,15,Mauritius
2020-01-10,26,23,0.0,10.7,6,100,06:44 PM,04:57 AM,05:39 AM,06:55 PM,19,26,26,24,21,39,73,0.5,1012,26,10,133,16,Mauritius
2020-01-11,27,24,0.0,8.2,6,100,07:41 PM,05:58 AM,05:40 AM,06:55 PM,21,28,28,25,20,76,78,3.0,1012,27,9,131,16,Mauritius
2020-01-12,29,24,0.0,10.7,6,83,08:35 PM,07:01 AM,05:41 AM,06:56 PM,22,28,28,26,21,60,77,4.3,1012,29,10,105,16,Mauritius
2020-01-13,29,25,0.0,8.2,6,76,09:25 PM,08:05 AM,05:41 AM,06:56 PM,22,29,29,26,21,71,79,2.2,1012,29,9,96,16,Mauritius
2020-01-14,29,25,0.0,12.0,6,69,10:10 PM,09:08 AM,05:42 AM,06:56 PM,23,30,30,27,21,57,80,6.7,1012,29,10,89,16,Mauritius
2020-01-15,29,26,0.0,12.0,6,61,10:53 PM,10:09 AM,05:43 AM,06:56 PM,23,30,30,27,26,55,80,0.3,1013,29,10,100,21,Mauritius
2020-01-16,28,25,0.0,8.2,6,54,11:35 PM,11:09 AM,05:43 AM,06:56 PM,23,30,30,27,30,67,79,1.1,1013,28,10,98,24,Mauritius
2020-01-17,29,25,0.0,9.5,6,47,No moonrise,12:08 PM,05:44 AM,06:56 PM,23,30,30,27,25,67,78,0.7,1012,29,10,95,20,Mauritius
2020-01-18,29,25,0.0,8.2,6,40,12:15 AM,01:06 PM,05:45 AM,06:56 PM,23,30,30,27,23,71,78,0.6,1011,29,10,87,18,Mauritius
2020-01-19,29,25,0.0,12.0,6,32,12:58 AM,02:04 PM,05:45 AM,06:56 PM,23,30,30,27,18,55,80,0.2,1010,29,10,52,14,Mauritius
2020-01-20,29,26,0.0,12.0,6,25,01:42 AM,03:03 PM,05:46 AM,06:56 PM,23,30,30,27,17,54,80,1.7,1007,29,10,216,13,Mauritius
2020-01-21,27,25,0.0,8.2,6,18,02:29 AM,04:01 PM,05:47 AM,06:56 PM,23,29,29,26,21,83,85,12.7,1004,27,8,258,14,Mauritius
2020-01-22,28,25,0.0,8.2,6,11,03:19 AM,04:58 PM,05:47 AM,06:55 PM,24,30,30,26,30,85,87,29.5,1003,28,8,258,18,Mauritius
2020-01-23,27,19,0.0,9.4,6,3,04:12 AM,05:53 PM,05:48 AM,06:55 PM,24,28,28,24,27,69,89,41.0,1004,27,8,242,18,Mauritius
2020-01-24,27,26,0.0,8.2,6,0,05:07 AM,06:43 PM,05:49 AM,06:55 PM,24,30,30,27,27,84,85,28.7,1005,27,8,262,16,Mauritius
2020-01-25,29,23,0.0,10.7,6,0,06:01 AM,07:30 PM,05:49 AM,06:55 PM,23,29,29,26,24,62,82,7.7,1006,29,9,187,18,Mauritius
2020-01-26,28,25,0.0,13.1,6,4,06:55 AM,08:11 PM,05:50 AM,06:55 PM,22,28,28,26,25,58,78,2.4,1010,28,10,170,19,Mauritius
2020-01-27,27,24,0.0,8.2,6,11,07:47 AM,08:50 PM,05:51 AM,06:55 PM,20,27,27,25,21,66,74,2.0,1011,27,10,148,17,Mauritius
2020-01-28,26,22,0.0,12.0,5,18,08:37 AM,09:26 PM,05:51 AM,06:54 PM,17,25,25,24,11,34,68,0.1,1010,26,10,160,8,Mauritius
2020-01-29,27,22,0.0,12.0,6,26,09:27 AM,10:00 PM,05:52 AM,06:54 PM,17,26,26,24,8,30,65,0.0,1012,27,10,176,6,Mauritius
2020-01-30,26,23,0.0,9.4,5,33,10:14 AM,10:33 PM,05:52 AM,06:54 PM,19,26,26,24,19,53,73,1.4,1014,26,10,113,14,Mauritius
2020-01-31,27,24,0.0,13.0,6,37,11:03 AM,11:07 PM,05:53 AM,06:54 PM,21,27,27,25,26,45,79,0.5,1013,27,10,119,20,Mauritius
2020-02-01,28,24,0.0,9.4,6,49,11:51 AM,11:43 PM,05:54 AM,06:53 PM,22,28,28,26,29,63,78,0.7,1013,28,10,119,23,Mauritius
2020-02-02,28,25,0.0,10.7,6,57,12:41 PM,No moonset,05:54 AM,06:53 PM,22,29,29,26,32,51,77,0.5,1014,28,10,118,25,Mauritius
2020-02-03,28,25,0.0,8.1,6,64,01:34 PM,12:20 AM,05:55 AM,06:53 PM,22,29,29,26,34,69,80,1.9,1013,28,10,111,26,Mauritius
2020-02-04,28,25,0.0,9.4,6,72,02:29 PM,01:02 AM,05:55 AM,06:52 PM,21,28,28,26,31,66,76,0.7,1013,28,10,124,25,Mauritius
2020-02-05,28,24,0.0,10.7,6,79,03:27 PM,01:48 AM,05:56 AM,06:52 PM,22,29,29,26,30,62,77,1.1,1012,28,10,131,23,Mauritius
2020-02-06,28,25,0.0,10.7,6,87,04:25 PM,02:40 AM,05:56 AM,06:51 PM,22,28,28,26,30,63,77,1.3,1012,28,10,115,24,Mauritius
2020-02-07,28,24,0.0,8.1,6,95,05:24 PM,03:38 AM,05:57 AM,06:51 PM,21,28,28,26,28,72,76,1.3,1014,28,10,123,22,Mauritius
2020-02-08,28,24,0.0,12.9,6,100,06:20 PM,04:40 AM,05:58 AM,06:50 PM,21,28,28,26,25,52,74,0.4,1014,28,10,133,20,Mauritius
2020-02-09,28,23,0.0,11.9,6,100,07:13 PM,05:46 AM,05:58 AM,06:50 PM,21,27,27,25,29,49,76,1.5,1013,28,10,148,22,Mauritius
2020-02-10,28,24,0.0,12.9,6,83,08:02 PM,06:51 AM,05:59 AM,06:49 PM,21,28,28,26,26,52,77,2.3,1010,28,10,157,20,Mauritius
2020-02-11,29,26,0.0,9.4,6,75,08:47 PM,07:55 AM,05:59 AM,06:49 PM,23,30,30,27,31,66,79,1.1,1006,29,10,131,24,Mauritius
2020-02-12,29,25,0.0,9.1,6,68,09:31 PM,08:58 AM,06:00 AM,06:48 PM,23,30,30,27,36,62,80,3.6,1008,29,10,81,26,Mauritius
2020-02-13,29,25,0.0,12.5,6,60,10:13 PM,09:59 AM,06:00 AM,06:48 PM,22,29,29,26,28,30,76,0.0,1012,29,10,77,22,Mauritius
2020-02-14,30,25,0.0,10.3,6,53,10:56 PM,10:59 AM,06:01 AM,06:47 PM,23,30,30,27,16,37,79,0.2,1013,30,10,98,13,Mauritius
2020-02-15,29,25,0.0,8.9,6,45,11:41 PM,11:59 AM,06:01 AM,06:47 PM,23,29,29,26,28,61,81,2.7,1012,29,10,101,22,Mauritius
2020-02-16,28,24,0.0,10.3,6,38,No moonrise,12:58 PM,06:02 AM,06:46 PM,21,28,28,26,28,44,75,0.5,1013,28,10,111,23,Mauritius
2020-02-17,28,23,0.0,8.9,6,30,12:27 AM,01:57 PM,06:02 AM,06:45 PM,21,28,28,25,26,55,75,0.9,1014,28,10,119,21,Mauritius
2020-02-18,28,24,0.0,8.9,6,22,01:16 AM,02:54 PM,06:03 AM,06:45 PM,21,28,28,26,26,52,77,0.6,1013,28,10,124,20,Mauritius
2020-02-19,28,24,0.0,10.3,6,15,02:08 AM,03:49 PM,06:03 AM,06:44 PM,20,27,27,26,24,38,73,0.9,1012,28,10,131,18,Mauritius
2020-02-20,28,24,0.0,8.9,6,7,03:01 AM,04:39 PM,06:04 AM,06:44 PM,21,27,27,25,22,51,75,1.8,1011,28,10,122,17,Mauritius
2020-02-21,28,24,0.0,10.2,6,0,03:55 AM,05:27 PM,06:04 AM,06:43 PM,20,27,27,25,23,45,72,1.2,1012,28,10,111,18,Mauritius
2020-02-22,30,23,0.0,11.6,6,0,04:48 AM,06:09 PM,06:04 AM,06:42 PM,19,27,27,25,18,26,68,0.2,1013,30,10,109,14,Mauritius
2020-02-23,28,24,0.0,6.2,6,0,05:41 AM,06:49 PM,06:05 AM,06:42 PM,22,28,28,26,9,66,79,1.9,1011,28,10,152,7,Mauritius
2020-02-24,28,25,0.0,8.9,6,0,06:31 AM,07:26 PM,06:05 AM,06:41 PM,22,29,29,26,6,54,78,1.2,1009,28,10,245,5,Mauritius
2020-02-25,29,22,0.0,7.5,6,8,07:21 AM,08:00 PM,06:06 AM,06:40 PM,23,28,28,26,13,62,81,9.6,1008,29,9,262,10,Mauritius
2020-02-26,25,23,0.0,6.2,5,15,08:09 AM,08:33 PM,06:06 AM,06:39 PM,23,27,27,24,18,81,90,20.3,1010,25,8,82,14,Mauritius
2020-02-27,25,24,0.0,6.2,5,23,08:57 AM,09:07 PM,06:06 AM,06:39 PM,23,27,27,24,18,73,92,27.1,1010,25,8,97,13,Mauritius
2020-02-28,27,25,0.0,8.9,6,30,09:46 AM,09:41 PM,06:07 AM,06:38 PM,23,29,29,26,38,63,87,60.9,1009,27,5,70,20,Mauritius
2020-02-29,29,23,0.0,6.2,6,38,10:34 AM,10:17 PM,06:07 AM,06:37 PM,24,30,30,26,15,74,85,19.6,1005,29,9,111,10,Mauritius
2020-03-01,29,25,0.0,6.1,6,44,11:26 AM,10:56 PM,06:08 AM,06:36 PM,23,30,30,27,16,73,82,27.7,1005,29,8,52,9,Mauritius
2020-03-02,29,25,0.0,6.1,6,51,12:18 PM,11:39 PM,06:08 AM,06:36 PM,24,31,31,27,8,79,82,23.1,1007,29,8,152,5,Mauritius
2020-03-03,30,26,0.0,8.9,6,58,01:13 PM,No moonset,06:08 AM,06:35 PM,24,31,31,27,15,64,83,2.5,1008,30,10,127,10,Mauritius
2020-03-04,29,26,0.0,6.1,6,65,02:10 PM,12:27 AM,06:09 AM,06:34 PM,24,31,31,27,20,77,84,11.1,1008,29,9,102,13,Mauritius
2020-03-05,29,26,0.0,6.1,6,73,03:07 PM,01:21 AM,06:09 AM,06:33 PM,24,31,31,27,22,72,85,7.5,1009,29,9,90,15,Mauritius
2020-03-06,28,26,0.0,10.2,6,80,04:03 PM,02:20 AM,06:09 AM,06:32 PM,24,30,30,27,20,61,83,2.0,1009,28,10,85,15,Mauritius
2020-03-07,28,25,0.0,6.1,6,87,04:57 PM,03:23 AM,06:10 AM,06:31 PM,23,29,29,26,24,66,83,7.3,1010,28,9,103,16,Mauritius
2020-03-08,28,25,0.0,8.9,6,95,05:48 PM,04:27 AM,06:10 AM,06:31 PM,23,29,29,26,26,60,81,2.1,1011,28,10,109,20,Mauritius
2020-03-09,28,24,0.0,7.5,6,100,06:35 PM,05:33 AM,06:10 AM,06:30 PM,22,28,28,26,35,71,81,2.2,1011,28,10,106,26,Mauritius
2020-03-10,26,22,0.0,6.1,5,100,07:21 PM,06:37 AM,06:11 AM,06:29 PM,22,27,27,24,37,85,88,12.3,1010,26,9,98,26,Mauritius
2020-03-11,25,23,0.0,6.1,5,84,08:05 PM,07:41 AM,06:11 AM,06:28 PM,23,27,27,24,28,81,91,11.0,1008,25,9,93,21,Mauritius
2020-03-12,25,22,0.0,6.1,5,76,08:49 PM,08:44 AM,06:11 AM,06:27 PM,23,27,27,24,35,83,91,26.4,1008,25,8,107,22,Mauritius
2020-03-13,29,26,0.0,6.1,6,69,09:35 PM,09:47 AM,06:12 AM,06:26 PM,24,31,31,27,25,81,84,15.9,1010,29,9,92,16,Mauritius
2020-03-14,29,25,0.0,11.6,7,62,10:22 PM,10:49 AM,06:12 AM,06:26 PM,23,29,29,26,17,40,82,2.1,1010,29,10,118,13,Mauritius
2020-03-15,27,24,0.0,6.1,6,55,11:12 PM,11:50 AM,06:12 AM,06:25 PM,23,28,28,26,15,64,86,13.4,1007,27,9,135,10,Mauritius
2020-03-16,26,17,0.0,7.4,5,47,No moonrise,12:49 PM,06:13 AM,06:24 PM,20,25,25,23,18,53,83,5.7,1006,26,10,118,13,Mauritius
2020-03-17,28,21,0.0,7.4,6,40,12:04 AM,01:45 PM,06:13 AM,06:23 PM,21,27,27,25,27,62,77,9.1,1004,28,10,186,20,Mauritius
2020-03-18,28,24,0.0,6.0,6,33,12:57 AM,02:37 PM,06:13 AM,06:22 PM,22,28,28,26,16,62,81,1.3,1009,28,10,234,12,Mauritius
2020-03-19,28,23,0.0,11.6,7,25,01:51 AM,03:26 PM,06:13 AM,06:21 PM,20,27,27,25,13,10,76,0.0,1011,28,10,184,10,Mauritius
2020-03-20,27,22,0.0,10.2,5,18,02:44 AM,04:09 PM,06:14 AM,06:20 PM,19,26,26,24,12,21,73,0.0,1014,27,10,168,9,Mauritius
2020-03-21,27,22,0.0,11.6,6,11,03:37 AM,04:49 PM,06:14 AM,06:19 PM,17,26,26,24,19,8,68,0.0,1015,27,10,124,14,Mauritius
2020-03-22,27,22,0.0,6.0,6,4,04:28 AM,05:26 PM,06:14 AM,06:19 PM,20,27,27,25,24,55,78,0.6,1016,27,10,117,18,Mauritius
2020-03-23,28,24,0.0,7.4,6,0,05:18 AM,06:01 PM,06:15 AM,06:18 PM,22,28,28,26,31,61,81,1.5,1015,28,10,123,24,Mauritius
2020-03-24,28,24,0.0,7.4,6,0,06:06 AM,06:34 PM,06:15 AM,06:17 PM,23,29,29,26,29,65,83,2.5,1013,28,10,116,21,Mauritius
2020-03-25,28,25,0.0,8.8,6,3,06:54 AM,07:08 PM,06:15 AM,06:16 PM,23,29,29,26,28,56,85,9.7,1011,28,10,104,19,Mauritius
2020-03-26,27,24,0.0,11.6,6,11,07:42 AM,07:42 PM,06:15 AM,06:15 PM,21,27,27,25,27,44,79,0.1,1012,27,10,109,21,Mauritius
2020-03-27,28,24,0.0,7.4,6,18,08:31 AM,08:17 PM,06:16 AM,06:14 PM,22,28,28,26,25,52,82,1.0,1013,28,10,112,19,Mauritius
2020-03-28,29,24,0.0,7.4,6,25,09:21 AM,08:55 PM,06:16 AM,06:13 PM,23,29,29,26,16,50,82,1.9,1013,29,10,120,12,Mauritius
2020-03-29,28,25,0.0,7.4,6,32,10:13 AM,09:36 PM,06:16 AM,06:13 PM,23,29,29,26,20,66,86,5.2,1010,28,10,126,15,Mauritius
2020-03-30,29,25,0.0,8.8,6,40,11:06 AM,10:21 PM,06:16 AM,06:12 PM,24,30,30,27,26,59,85,10.3,1009,29,9,96,18,Mauritius
2020-03-31,29,26,0.0,7.4,6,44,12:01 PM,11:11 PM,06:17 AM,06:11 PM,24,30,30,27,23,74,84,5.5,1009,29,10,88,17,Mauritius
2020-04-01,29,25,0.0,7.4,6,56,12:57 PM,No moonset,06:17 AM,06:10 PM,24,30,30,27,19,73,84,13.9,1009,29,9,77,12,Mauritius
2020-04-02,28,25,0.0,8.8,6,64,01:52 PM,12:06 AM,06:17 AM,06:09 PM,22,29,29,26,7,65,79,14.9,1008,28,9,157,5,Mauritius
2020-04-03,28,24,0.0,8.8,6,71,02:44 PM,01:06 AM,06:18 AM,06:08 PM,22,28,28,26,12,62,81,12.5,1008,28,9,157,8,Mauritius
2020-04-04,27,24,0.0,8.8,6,79,03:35 PM,02:07 AM,06:18 AM,06:07 PM,21,27,27,25,19,43,79,0.6,1010,27,10,132,15,Mauritius
2020-04-05,27,23,0.0,11.6,6,87,04:23 PM,03:11 AM,06:18 AM,06:07 PM,21,27,27,25,25,46,80,0.5,1013,27,10,130,19,Mauritius
2020-04-06,27,24,0.0,7.4,6,94,05:08 PM,04:15 AM,06:18 AM,06:06 PM,21,27,27,25,30,67,79,0.7,1015,27,10,116,23,Mauritius
2020-04-07,27,24,0.0,8.8,6,100,05:53 PM,05:19 AM,06:19 AM,06:05 PM,21,27,27,25,32,64,79,1.3,1016,27,10,104,25,Mauritius
2020-04-08,27,23,0.0,10.2,6,100,06:37 PM,06:22 AM,06:19 AM,06:04 PM,21,27,27,25,33,48,78,0.8,1017,27,10,103,26,Mauritius
2020-04-09,27,23,0.0,5.9,6,83,07:23 PM,07:26 AM,06:19 AM,06:03 PM,22,28,28,25,31,64,79,1.1,1017,27,10,97,24,Mauritius
2020-04-10,27,24,0.0,7.3,6,76,08:10 PM,08:30 AM,06:19 AM,06:03 PM,21,27,27,25,31,53,76,0.7,1017,27,10,108,23,Mauritius
2020-04-11,27,24,0.0,8.8,6,68,09:01 PM,09:34 AM,06:20 AM,06:02 PM,20,27,27,25,37,57,77,0.6,1017,27,10,110,29,Mauritius
2020-04-12,27,21,0.0,7.3,6,61,09:54 PM,10:37 AM,06:20 AM,06:01 PM,20,26,26,24,35,62,77,1.3,1017,27,10,101,27,Mauritius
2020-04-13,26,24,0.0,5.9,6,53,10:49 PM,11:37 AM,06:20 AM,06:00 PM,21,27,27,25,33,67,78,1.2,1017,26,10,100,25,Mauritius
2020-04-14,27,23,0.0,8.7,7,46,11:45 PM,12:32 PM,06:21 AM,05:59 PM,20,27,27,25,32,32,75,0.3,1017,27,10,103,25,Mauritius
2020-04-15,27,24,0.0,5.7,6,38,No moonrise,01:23 PM,06:21 AM,05:59 PM,21,27,27,25,41,71,79,1.2,1018,27,10,111,32,Mauritius
2020-04-16,26,23,0.0,7.2,5,30,12:39 AM,02:09 PM,06:21 AM,05:58 PM,20,26,26,24,39,60,78,1.0,1017,26,10,117,30,Mauritius
2020-04-17,25,23,0.0,5.7,5,23,01:33 AM,02:50 PM,06:21 AM,05:57 PM,19,26,26,24,36,43,77,0.6,1016,25,10,113,28,Mauritius
2020-04-18,26,23,0.0,5.7,6,15,02:24 AM,03:28 PM,06:22 AM,05:56 PM,21,27,27,24,37,60,79,1.2,1016,26,10,114,29,Mauritius
2020-04-19,26,23,0.0,8.7,6,8,03:14 AM,04:03 PM,06:22 AM,05:56 PM,19,26,26,24,33,26,74,0.0,1015,26,10,112,26,Mauritius
2020-04-20,26,23,0.0,7.2,5,0,04:03 AM,04:36 PM,06:22 AM,05:55 PM,19,26,26,24,32,41,76,1.9,1015,26,10,113,24,Mauritius
2020-04-21,25,23,0.0,7.2,5,0,04:51 AM,05:10 PM,06:23 AM,05:54 PM,19,26,26,24,34,57,75,1.5,1016,25,10,109,26,Mauritius
2020-04-22,26,23,0.0,7.2,5,0,05:39 AM,05:43 PM,06:23 AM,05:54 PM,20,26,26,24,29,57,78,1.3,1015,26,10,106,22,Mauritius
2020-04-23,26,23,0.0,5.7,5,0,06:27 AM,06:18 PM,06:23 AM,05:53 PM,20,26,26,24,30,70,80,1.3,1015,26,10,109,23,Mauritius
2020-04-24,27,23,0.0,4.2,6,7,07:18 AM,06:55 PM,06:24 AM,05:52 PM,21,27,27,25,23,79,81,1.3,1014,27,10,101,17,Mauritius
2020-04-25,28,24,0.0,7.2,6,15,08:09 AM,07:35 PM,06:24 AM,05:52 PM,22,28,28,26,16,62,82,3.0,1013,28,10,82,12,Mauritius
2020-04-26,28,24,0.0,8.7,7,22,09:02 AM,08:19 PM,06:24 AM,05:51 PM,22,28,28,26,12,21,80,0.2,1014,28,10,66,9,Mauritius
2020-04-27,28,24,0.0,5.7,6,30,09:57 AM,09:07 PM,06:25 AM,05:50 PM,22,28,28,26,14,45,79,0.5,1015,28,10,165,11,Mauritius
2020-04-28,24,21,0.0,7.2,5,37,10:52 AM,10:00 PM,06:25 AM,05:50 PM,17,25,25,22,29,55,74,0.5,1019,24,10,136,23,Mauritius
2020-04-29,24,19,0.0,4.2,5,45,11:47 AM,10:57 PM,06:25 AM,05:49 PM,18,24,24,22,34,72,78,2.6,1019,24,10,125,26,Mauritius
2020-04-30,25,20,0.0,8.7,5,52,12:38 PM,11:56 PM,06:26 AM,05:48 PM,18,25,25,23,36,52,74,0.5,1020,25,10,112,28,Mauritius
2020-05-01,25,22,0.0,7.2,5,58,01:29 PM,No moonset,06:26 AM,05:48 PM,18,25,25,23,33,50,73,1.3,1020,25,10,109,25,Mauritius
2020-05-02,25,22,0.0,7.2,5,65,02:15 PM,12:57 AM,06:26 AM,05:47 PM,19,25,25,23,31,50,76,0.9,1018,25,10,111,23,Mauritius
2020-05-03,26,22,0.0,5.7,5,72,03:00 PM,01:59 AM,06:27 AM,05:47 PM,20,26,26,24,30,66,82,0.6,1016,26,10,105,23,Mauritius
2020-05-04,26,23,0.0,8.7,5,80,03:43 PM,03:00 AM,06:27 AM,05:46 PM,21,26,26,24,29,50,80,0.0,1017,26,10,99,22,Mauritius
2020-05-05,27,23,0.0,7.2,5,87,04:26 PM,04:02 AM,06:28 AM,05:46 PM,21,26,26,24,25,44,82,0.3,1017,27,10,97,19,Mauritius
2020-05-06,27,23,0.0,7.2,6,94,05:10 PM,05:05 AM,06:28 AM,05:45 PM,21,26,26,24,24,49,82,1.5,1017,27,10,90,18,Mauritius
2020-05-07,27,23,0.0,7.2,6,100,05:57 PM,06:08 AM,06:28 AM,05:45 PM,21,27,27,24,15,54,82,0.6,1016,27,10,99,11,Mauritius
2020-05-08,27,23,0.0,8.7,6,100,06:46 PM,07:13 AM,06:29 AM,05:44 PM,21,27,27,25,11,36,80,0.8,1015,27,10,182,8,Mauritius
2020-05-09,26,23,0.0,7.2,5,84,07:39 PM,08:17 AM,06:29 AM,05:44 PM,21,26,26,24,14,36,82,1.2,1016,26,10,139,10,Mauritius
2020-05-10,25,21,0.0,8.7,6,77,08:35 PM,09:21 AM,06:29 AM,05:43 PM,18,24,24,23,20,8,76,0.0,1017,25,10,147,15,Mauritius
2020-05-11,23,19,0.0,8.7,6,70,09:32 PM,10:20 AM,06:30 AM,05:43 PM,16,21,23,21,25,36,75,0.2,1018,23,10,138,19,Mauritius
2020-05-12,23,17,0.0,8.7,6,62,10:29 PM,11:15 AM,06:30 AM,05:42 PM,16,21,22,21,24,25,71,0.0,1018,23,10,124,18,Mauritius
2020-05-13,24,18,0.0,8.7,6,55,11:25 PM,12:04 PM,06:31 AM,05:42 PM,16,23,23,21,25,38,72,0.1,1017,24,10,109,18,Mauritius
2020-05-14,24,21,0.0,5.7,5,48,No moonrise,12:48 PM,06:31 AM,05:42 PM,18,23,23,22,24,57,78,0.7,1016,24,10,102,18,Mauritius
2020-05-15,25,21,0.0,8.7,6,40,12:18 AM,01:28 PM,06:31 AM,05:41 PM,18,24,24,23,18,15,77,0.0,1015,25,10,82,12,Mauritius
2020-05-16,27,22,0.0,8.7,6,33,01:09 AM,02:04 PM,06:32 AM,05:41 PM,20,26,26,24,8,27,79,0.1,1015,27,10,122,6,Mauritius
2020-05-17,26,22,0.0,4.2,5,26,01:58 AM,02:38 PM,06:32 AM,05:41 PM,20,26,26,24,18,63,80,1.9,1017,26,10,151,14,Mauritius
2020-05-18,24,20,0.0,8.7,5,19,02:47 AM,03:11 PM,06:33 AM,05:40 PM,16,22,22,22,25,26,72,0.1,1019,24,10,161,18,Mauritius
2020-05-19,24,20,0.0,8.7,5,11,03:35 AM,03:44 PM,06:33 AM,05:40 PM,16,22,22,21,27,40,72,0.4,1019,24,10,140,20,Mauritius
2020-05-20,24,20,0.0,7.2,5,4,04:23 AM,04:18 PM,06:33 AM,05:40 PM,16,21,22,21,32,52,72,0.4,1020,24,10,133,24,Mauritius
2020-05-21,25,21,0.0,4.1,5,0,05:13 AM,04:54 PM,06:34 AM,05:39 PM,18,24,24,23,40,65,76,1.5,1021,25,10,128,30,Mauritius
2020-05-22,25,22,0.0,4.1,5,0,06:04 AM,05:34 PM,06:34 AM,05:39 PM,19,25,25,23,45,67,77,1.2,1021,25,10,119,35,Mauritius
2020-05-23,23,21,0.0,5.7,5,3,06:57 AM,06:16 PM,06:35 AM,05:39 PM,17,23,23,22,34,52,76,0.3,1020,23,10,116,27,Mauritius
2020-05-24,24,20,0.0,8.7,5,10,07:52 AM,07:04 PM,06:35 AM,05:39 PM,17,22,22,22,26,26,74,0.6,1019,24,10,122,19,Mauritius
2020-05-25,25,20,0.0,7.2,5,17,08:48 AM,07:56 PM,06:35 AM,05:39 PM,18,23,23,22,25,56,77,0.5,1019,25,10,114,18,Mauritius
2020-05-26,25,22,0.0,7.2,5,25,09:43 AM,08:52 PM,06:36 AM,05:38 PM,19,25,25,23,31,57,77,0.4,1019,25,10,100,23,Mauritius
2020-05-27,25,22,0.0,8.7,6,32,10:36 AM,09:51 PM,06:36 AM,05:38 PM,20,25,25,23,32,40,80,0.1,1020,25,10,106,24,Mauritius
2020-05-28,25,23,0.0,7.2,5,39,11:27 AM,10:50 PM,06:37 AM,05:38 PM,20,25,25,23,34,54,80,0.3,1020,25,10,98,26,Mauritius
2020-05-29,25,22,0.0,7.2,5,47,12:13 PM,11:51 PM,06:37 AM,05:38 PM,19,25,25,23,31,40,80,0.4,1020,25,10,94,23,Mauritius
2020-05-30,25,21,0.0,5.7,5,54,12:57 PM,No moonset,06:37 AM,05:38 PM,18,24,24,22,20,46,78,0.7,1019,25,10,94,14,Mauritius
2020-05-31,25,21,0.0,7.2,5,58,01:40 PM,12:50 AM,06:38 AM,05:38 PM,18,23,23,22,19,23,78,0.1,1019,25,10,122,13,Mauritius
2020-06-01,25,21,0.0,8.7,6,71,02:21 PM,01:50 AM,06:38 AM,05:38 PM,19,24,24,23,25,22,79,0.3,1019,25,10,140,19,Mauritius
2020-06-02,24,22,0.0,4.1,5,79,03:03 PM,02:50 AM,06:39 AM,05:38 PM,19,25,25,23,29,69,82,1.1,1019,24,10,128,22,Mauritius
2020-06-03,24,21,0.0,8.7,5,86,03:47 PM,03:51 AM,06:39 AM,05:38 PM,18,24,24,22,35,47,78,0.4,1020,24,10,129,28,Mauritius
2020-06-04,23,20,0.0,8.7,6,94,04:33 PM,04:54 AM,06:39 AM,05:38 PM,17,21,22,21,36,24,74,0.2,1021,23,10,118,27,Mauritius
2020-06-05,23,20,0.0,7.2,5,100,05:25 PM,05:58 AM,06:40 AM,05:38 PM,17,21,22,21,29,52,78,0.4,1020,23,10,124,22,Mauritius
2020-06-06,24,19,0.0,7.2,5,100,06:19 PM,07:02 AM,06:40 AM,05:38 PM,16,21,22,21,20,47,72,0.4,1019,24,10,139,14,Mauritius
2020-06-07,22,19,0.0,4.1,5,84,07:16 PM,08:04 AM,06:40 AM,05:38 PM,16,20,21,20,40,60,75,0.7,1020,22,10,140,31,Mauritius
