date_time,Peru_maxtempC,Peru_mintempC,Peru_totalSnow_cm,Peru_sunHour,Peru_uvIndex,Peru_moon_illumination,Peru_moonrise,Peru_moonset,Peru_sunrise,Peru_sunset,Peru_DewPointC,Peru_FeelsLikeC,Peru_HeatIndexC,Peru_WindChillC,Peru_WindGustKmph,Peru_cloudcover,Peru_humidity,Peru_precipMM,Peru_pressure,Peru_tempC,Peru_visibility,Peru_winddirDegree,Peru_windspeedKmph,Peru_location
2020-05-25,20,16,0.0,8.7,4,17,08:50 AM,08:31 PM,06:20 AM,05:50 PM,14,18,18,18,11,48,81,0.0,1016,20,10,205,8,Peru
2020-05-26,20,16,0.0,8.7,4,25,09:45 AM,09:28 PM,06:20 AM,05:50 PM,14,18,18,18,10,34,80,0.0,1017,20,10,203,8,Peru
2020-05-27,21,16,0.0,8.7,5,32,10:39 AM,10:25 PM,06:21 AM,05:50 PM,15,18,19,18,11,7,78,0.0,1016,21,10,196,8,Peru
2020-05-28,20,16,0.0,8.7,4,39,11:30 AM,11:23 PM,06:21 AM,05:50 PM,15,18,18,18,9,50,82,0.0,1017,20,10,196,7,Peru
2020-05-29,21,17,0.0,8.7,5,47,12:18 PM,No moonset,06:21 AM,05:50 PM,15,18,18,18,13,25,80,0.0,1017,21,10,189,10,Peru
2020-05-30,21,16,0.0,8.7,5,54,01:05 PM,12:19 AM,06:22 AM,05:50 PM,15,18,18,18,17,30,82,0.0,1017,21,10,177,12,Peru
2020-05-31,20,17,0.0,8.7,5,58,01:51 PM,01:15 AM,06:22 AM,05:50 PM,16,18,18,18,11,38,83,0.0,1018,20,10,213,9,Peru
2020-06-01,20,17,0.0,8.7,4,71,02:36 PM,02:11 AM,06:22 AM,05:50 PM,16,19,19,19,11,50,84,0.0,1018,20,10,203,9,Peru
2020-06-02,20,17,0.0,8.7,4,79,03:23 PM,03:07 AM,06:22 AM,05:50 PM,15,18,18,18,11,65,84,0.0,1017,20,10,219,8,Peru
2020-06-03,19,16,0.0,7.2,4,86,04:11 PM,04:05 AM,06:23 AM,05:50 PM,15,17,17,17,16,69,85,0.1,1017,19,10,190,12,Peru
2020-06-04,20,17,0.0,8.7,4,94,05:02 PM,05:05 AM,06:23 AM,05:50 PM,15,18,18,18,12,53,83,0.0,1016,20,10,200,10,Peru
2020-06-05,20,17,0.0,8.7,5,100,05:57 PM,06:06 AM,06:23 AM,05:50 PM,15,18,18,18,9,42,81,0.0,1017,20,10,241,8,Peru
2020-06-06,20,13,0.0,8.7,4,100,06:54 PM,07:08 AM,06:24 AM,05:50 PM,14,17,17,17,11,41,81,0.0,1018,20,10,200,8,Peru
2020-06-07,20,15,0.0,8.7,5,84,07:53 PM,08:08 AM,06:24 AM,05:51 PM,14,18,18,18,17,34,79,0.0,1018,20,10,174,12,Peru
2020-06-08,20,16,0.0,8.7,5,76,08:50 PM,09:05 AM,06:24 AM,05:51 PM,14,17,17,17,14,33,81,0.0,1018,20,10,193,11,Peru
2020-06-09,19,15,0.0,8.7,4,69,09:45 PM,09:57 AM,06:24 AM,05:51 PM,14,17,17,17,12,56,82,0.0,1017,19,10,208,9,Peru
2020-06-10,19,16,0.0,7.2,4,61,10:37 PM,10:44 AM,06:25 AM,05:51 PM,14,17,17,17,12,54,80,0.0,1017,19,10,205,9,Peru
2020-06-11,20,15,0.0,8.7,5,54,11:27 PM,11:28 AM,06:25 AM,05:51 PM,13,17,17,17,16,23,79,0.0,1017,20,10,174,11,Peru
2020-06-12,19,12,0.0,8.7,5,46,No moonrise,12:07 PM,06:25 AM,05:51 PM,13,16,16,16,14,48,81,0.0,1017,19,10,192,10,Peru
2020-06-13,19,15,0.0,8.7,5,38,12:13 AM,12:45 PM,06:25 AM,05:51 PM,14,17,17,17,12,33,81,0.0,1016,19,10,202,9,Peru
2020-06-14,19,16,0.0,8.7,4,31,12:59 AM,01:21 PM,06:26 AM,05:51 PM,14,17,17,17,10,43,81,0.0,1016,19,10,208,8,Peru
2020-06-15,19,14,0.0,8.7,5,23,01:44 AM,01:57 PM,06:26 AM,05:52 PM,14,17,17,17,15,36,81,0.0,1017,19,10,175,11,Peru
2020-06-16,19,16,0.0,8.7,4,16,02:28 AM,02:34 PM,06:26 AM,05:52 PM,13,17,17,17,16,38,80,0.0,1017,19,10,182,12,Peru
2020-06-17,19,15,0.0,8.7,5,8,03:15 AM,03:13 PM,06:26 AM,05:52 PM,13,16,17,16,17,36,81,0.0,1016,19,10,181,12,Peru
2020-06-18,19,10,0.0,8.7,4,1,04:03 AM,03:55 PM,06:27 AM,05:52 PM,14,16,16,16,12,53,80,0.0,1016,19,10,209,9,Peru
2020-06-19,18,13,0.0,8.7,4,0,04:54 AM,04:41 PM,06:27 AM,05:52 PM,13,16,16,16,13,43,82,0.0,1016,18,10,196,9,Peru
2020-06-20,18,12,0.0,8.7,4,0,05:48 AM,05:31 PM,06:27 AM,05:53 PM,13,16,16,16,14,50,82,0.0,1016,18,10,193,10,Peru
2020-06-21,19,14,0.0,8.7,4,0,06:43 AM,06:24 PM,06:27 AM,05:53 PM,13,16,16,16,11,30,80,0.0,1016,19,10,209,8,Peru
2020-06-22,19,13,0.0,8.7,5,7,07:39 AM,07:21 PM,06:28 AM,05:53 PM,13,16,17,16,11,31,80,0.0,1016,19,10,198,9,Peru
2020-06-23,19,14,0.0,8.7,5,14,08:34 AM,08:19 PM,06:28 AM,05:53 PM,13,16,16,16,14,35,81,0.0,1015,19,10,183,11,Peru
2020-06-24,18,15,0.0,8.7,4,22,09:27 AM,09:18 PM,06:28 AM,05:54 PM,13,16,16,16,13,49,82,0.0,1015,18,10,192,10,Peru
2020-06-25,19,14,0.0,8.7,5,29,10:17 AM,10:15 PM,06:28 AM,05:54 PM,13,16,16,16,13,33,81,0.0,1015,19,10,192,10,Peru
2020-06-26,18,16,0.0,8.7,5,37,11:04 AM,11:11 PM,06:28 AM,05:54 PM,14,17,17,17,11,33,81,0.0,1016,18,10,198,9,Peru
2020-06-27,19,14,0.0,8.7,5,44,11:50 AM,No moonset,06:29 AM,05:54 PM,13,16,17,16,13,24,80,0.0,1015,19,10,192,10,Peru
2020-06-28,19,13,0.0,8.7,5,52,12:34 PM,12:06 AM,06:29 AM,05:55 PM,13,16,16,16,13,19,81,0.0,1015,19,10,191,10,Peru
2020-06-29,19,14,0.0,8.7,5,59,01:19 PM,01:01 AM,06:29 AM,05:55 PM,13,16,17,16,18,17,80,0.0,1016,19,10,178,13,Peru
2020-06-30,18,11,0.0,8.7,5,67,02:04 PM,01:56 AM,06:29 AM,05:55 PM,12,15,15,15,13,25,82,0.0,1016,18,10,196,9,Peru
2020-07-01,19,15,0.0,8.7,4,72,02:53 PM,02:53 AM,06:29 AM,05:55 PM,13,17,17,17,11,34,78,0.0,1016,19,10,206,9,Peru
2020-07-02,18,14,0.0,8.7,4,79,03:46 PM,03:53 AM,06:29 AM,05:56 PM,12,16,16,16,13,51,80,0.1,1015,18,10,199,10,Peru
2020-07-03,18,13,0.0,8.7,5,86,04:40 PM,04:53 AM,06:29 AM,05:56 PM,12,16,16,16,10,23,79,0.0,1015,18,10,222,7,Peru
2020-07-04,17,14,0.0,8.7,5,94,05:38 PM,05:53 AM,06:29 AM,05:56 PM,12,15,15,15,13,28,81,0.0,1016,17,10,198,9,Peru
2020-07-05,18,13,0.0,8.7,5,100,06:36 PM,06:51 AM,06:29 AM,05:56 PM,13,15,16,15,14,24,81,0.0,1016,18,10,186,11,Peru
2020-07-06,18,15,0.0,8.7,4,100,07:33 PM,07:46 AM,06:30 AM,05:57 PM,12,16,16,16,17,29,81,0.0,1017,18,10,182,13,Peru
2020-07-07,18,15,0.0,8.7,5,85,08:26 PM,08:35 AM,06:30 AM,05:57 PM,13,16,16,16,17,42,82,0.0,1017,18,10,179,13,Peru
2020-07-08,18,16,0.0,8.7,5,77,09:18 PM,09:21 AM,06:30 AM,05:57 PM,13,17,17,17,11,41,81,0.0,1016,18,10,208,10,Peru
2020-07-09,17,14,0.0,8.7,5,70,10:06 PM,10:03 AM,06:30 AM,05:57 PM,12,16,16,16,13,34,81,0.0,1016,17,10,198,10,Peru
2020-07-10,18,14,0.0,8.7,5,63,10:52 PM,10:41 AM,06:30 AM,05:58 PM,12,15,16,15,16,38,80,0.0,1017,18,10,184,12,Peru
2020-07-11,17,14,0.0,8.7,5,55,11:38 PM,11:19 AM,06:30 AM,05:58 PM,12,16,16,16,11,22,78,0.0,1017,17,10,200,8,Peru
2020-07-12,18,13,0.0,8.7,5,48,No moonrise,11:55 AM,06:30 AM,05:58 PM,12,15,16,15,12,14,78,0.0,1017,18,10,203,9,Peru
2020-07-13,18,15,0.0,8.7,5,41,12:22 AM,12:31 PM,06:30 AM,05:58 PM,13,17,17,17,12,23,79,0.0,1017,18,10,188,10,Peru
2020-07-14,19,15,0.0,8.7,5,34,01:08 AM,01:09 PM,06:30 AM,05:59 PM,13,16,16,16,15,17,80,0.0,1017,19,10,184,11,Peru
2020-07-15,19,13,0.0,8.7,5,26,01:55 AM,01:50 PM,06:30 AM,05:59 PM,13,15,16,15,17,26,80,0.0,1016,19,10,182,12,Peru
2020-07-16,18,14,0.0,8.7,5,19,02:45 AM,02:33 PM,06:29 AM,05:59 PM,12,15,15,15,15,34,80,0.0,1015,18,10,191,11,Peru
2020-07-17,18,14,0.0,8.7,5,12,03:37 AM,03:21 PM,06:29 AM,05:59 PM,12,15,15,15,15,26,79,0.0,1016,18,10,186,11,Peru
2020-07-18,17,12,0.0,11.6,5,5,04:31 AM,04:13 PM,06:29 AM,06:00 PM,12,14,15,14,15,32,81,0.0,1015,17,10,184,11,Peru
2020-07-19,17,13,0.0,11.6,4,0,05:28 AM,05:10 PM,06:29 AM,06:00 PM,11,14,15,14,16,42,80,0.0,1016,17,10,183,11,Peru
2020-07-20,17,12,0.0,11.6,4,0,06:24 AM,06:09 PM,06:29 AM,06:00 PM,12,14,15,14,15,40,82,0.0,1015,17,10,188,10,Peru
2020-07-21,17,14,0.0,11.6,5,2,07:20 AM,07:09 PM,06:29 AM,06:00 PM,11,15,15,15,10,37,80,0.0,1016,17,10,222,8,Peru
2020-07-22,17,14,0.0,11.6,4,10,08:12 AM,08:07 PM,06:29 AM,06:01 PM,12,15,15,15,12,40,80,0.1,1017,17,10,205,8,Peru
2020-07-23,17,14,0.0,11.6,4,17,09:01 AM,09:05 PM,06:29 AM,06:01 PM,12,15,15,15,14,31,83,0.0,1017,17,10,190,10,Peru
2020-07-24,17,14,0.0,11.6,4,24,09:48 AM,10:01 PM,06:28 AM,06:01 PM,13,15,16,15,14,40,84,0.0,1017,17,10,190,11,Peru
2020-07-25,18,11,0.0,11.6,5,32,10:33 AM,10:57 PM,06:28 AM,06:01 PM,13,15,16,15,10,35,82,0.0,1016,18,10,222,8,Peru
2020-07-26,18,13,0.0,11.6,4,39,11:18 AM,11:52 PM,06:28 AM,06:01 PM,12,15,16,15,12,33,80,0.1,1017,18,10,203,9,Peru
2020-07-27,18,14,0.0,11.6,5,46,12:03 PM,No moonset,06:28 AM,06:02 PM,12,15,15,15,13,16,78,0.0,1016,18,10,189,10,Peru
2020-07-28,18,14,0.0,11.6,5,53,12:50 PM,12:48 AM,06:28 AM,06:02 PM,12,16,16,16,13,18,79,0.0,1016,18,10,190,11,Peru
2020-07-29,18,14,0.0,11.6,5,61,01:40 PM,01:46 AM,06:27 AM,06:02 PM,12,16,16,16,11,16,78,0.0,1016,18,10,198,9,Peru
2020-07-30,19,14,0.0,11.6,5,68,02:33 PM,02:44 AM,06:27 AM,06:02 PM,12,16,16,16,12,12,76,0.0,1015,19,10,189,9,Peru
2020-07-31,19,12,0.0,11.6,5,72,03:28 PM,03:43 AM,06:27 AM,06:02 PM,12,16,16,16,9,4,79,0.0,1015,19,10,219,7,Peru
2020-08-01,18,13,0.0,11.6,5,82,04:25 PM,04:41 AM,06:26 AM,06:02 PM,12,15,16,15,11,8,78,0.0,1017,18,10,205,8,Peru
2020-08-02,19,13,0.0,11.6,5,90,05:22 PM,05:36 AM,06:26 AM,06:03 PM,13,16,17,16,11,1,78,0.0,1016,19,10,191,9,Peru
2020-08-03,17,13,0.0,11.6,5,97,06:16 PM,06:27 AM,06:26 AM,06:03 PM,11,14,14,14,13,31,80,0.0,1018,17,10,207,9,Peru
2020-08-04,17,13,0.0,11.6,5,100,07:09 PM,07:15 AM,06:25 AM,06:03 PM,11,15,15,15,14,25,79,0.0,1018,17,10,188,10,Peru
2020-08-05,17,11,0.0,11.6,4,88,07:58 PM,07:58 AM,06:25 AM,06:03 PM,11,14,14,14,15,26,79,0.1,1018,17,10,194,11,Peru
2020-08-06,17,13,0.0,11.6,5,81,08:46 PM,08:38 AM,06:25 AM,06:03 PM,11,14,15,14,14,18,79,0.0,1016,17,10,192,10,Peru
2020-08-07,17,9,0.0,11.6,5,74,09:32 PM,09:16 AM,06:24 AM,06:03 PM,11,14,14,14,12,18,79,0.0,1017,17,10,200,9,Peru
2020-08-08,17,12,0.0,11.6,5,67,10:16 PM,09:52 AM,06:24 AM,06:03 PM,11,15,15,15,13,10,80,0.0,1018,17,10,191,9,Peru
2020-08-09,17,13,0.0,11.6,5,59,11:02 PM,10:28 AM,06:24 AM,06:04 PM,11,15,15,15,16,18,80,0.0,1017,17,10,191,11,Peru
2020-08-10,17,13,0.0,11.6,5,52,11:48 PM,11:05 AM,06:23 AM,06:04 PM,11,14,15,14,16,16,79,0.0,1016,17,10,184,11,Peru
2020-08-11,18,11,0.0,11.6,5,45,No moonrise,11:44 AM,06:23 AM,06:04 PM,11,14,15,14,16,23,79,0.0,1015,18,10,184,12,Peru
2020-08-12,18,14,0.0,11.6,5,38,12:36 AM,12:26 PM,06:22 AM,06:04 PM,12,16,16,16,14,13,79,0.0,1015,18,10,188,11,Peru
2020-08-13,17,14,0.0,11.6,5,30,01:26 AM,01:11 PM,06:22 AM,06:04 PM,12,15,15,15,16,21,79,0.0,1015,17,10,188,12,Peru
2020-08-14,17,13,0.0,11.6,5,23,02:19 AM,02:01 PM,06:21 AM,06:04 PM,12,14,15,14,15,34,81,0.0,1015,17,10,192,11,Peru
2020-08-15,16,13,0.0,11.6,5,16,03:14 AM,02:55 PM,06:21 AM,06:04 PM,12,15,15,15,14,39,81,0.0,1015,16,10,194,11,Peru
2020-08-16,16,13,0.0,11.6,5,8,04:10 AM,03:53 PM,06:20 AM,06:04 PM,11,14,15,14,15,29,80,0.0,1016,16,10,191,11,Peru
2020-08-17,17,13,0.0,11.6,5,1,05:06 AM,04:53 PM,06:20 AM,06:04 PM,11,14,15,14,18,23,79,0.0,1017,17,10,181,12,Peru
2020-08-18,17,13,0.0,11.6,5,0,06:00 AM,05:54 PM,06:19 AM,06:04 PM,11,14,15,14,20,35,79,0.0,1018,17,10,174,15,Peru
2020-08-19,17,13,0.0,11.6,5,0,06:52 AM,06:53 PM,06:19 AM,06:04 PM,12,14,15,14,16,43,80,0.0,1017,17,10,188,13,Peru
2020-08-20,17,14,0.0,11.6,5,6,07:41 AM,07:52 PM,06:18 AM,06:04 PM,12,15,16,15,13,38,80,0.0,1017,17,10,198,11,Peru
2020-08-21,17,14,0.0,10.2,4,13,08:28 AM,08:49 PM,06:18 AM,06:04 PM,12,15,15,15,13,55,81,0.0,1016,17,10,197,10,Peru
2020-08-22,17,14,0.0,11.6,5,20,09:14 AM,09:46 PM,06:17 AM,06:04 PM,12,15,15,15,15,29,80,0.0,1016,17,10,193,10,Peru
2020-08-23,18,14,0.0,11.6,5,28,10:00 AM,10:43 PM,06:17 AM,06:04 PM,12,15,16,15,15,25,78,0.0,1017,18,10,187,12,Peru
2020-08-24,18,14,0.0,11.6,5,35,10:47 AM,11:41 PM,06:16 AM,06:04 PM,12,15,16,15,17,31,78,0.0,1017,18,10,172,14,Peru
2020-08-25,18,14,0.0,11.6,5,42,11:37 AM,No moonset,06:16 AM,06:05 PM,12,15,16,15,18,35,80,0.0,1016,18,10,177,14,Peru
2020-08-26,18,13,0.0,11.6,5,50,12:29 PM,12:39 AM,06:15 AM,06:05 PM,12,15,16,15,16,43,81,0.0,1016,18,10,190,13,Peru
2020-08-27,19,14,0.0,11.6,4,57,01:24 PM,01:38 AM,06:14 AM,06:05 PM,13,16,16,16,16,47,83,0.0,1017,19,10,192,12,Peru
2020-08-28,18,14,0.0,11.6,4,64,02:19 PM,02:35 AM,06:14 AM,06:05 PM,13,15,16,15,17,44,83,0.0,1018,18,10,190,12,Peru
2020-08-29,18,14,0.0,11.6,4,71,03:15 PM,03:31 AM,06:13 AM,06:05 PM,12,15,15,15,18,49,83,0.0,1017,18,10,188,12,Peru
2020-08-30,17,14,0.0,7.4,4,79,04:10 PM,04:22 AM,06:13 AM,06:05 PM,13,15,15,15,15,73,84,0.1,1016,17,10,188,12,Peru
2020-08-31,17,14,0.0,11.6,4,82,05:02 PM,05:11 AM,06:12 AM,06:05 PM,13,15,16,15,18,54,82,0.0,1018,17,10,181,14,Peru
2020-09-01,17,10,0.0,10.2,4,97,05:53 PM,05:55 AM,06:11 AM,06:05 PM,12,14,15,14,17,55,82,0.0,1017,17,10,184,13,Peru
2020-09-02,18,13,0.0,10.2,4,100,06:40 PM,06:35 AM,06:11 AM,06:05 PM,12,15,16,15,11,64,82,0.1,1016,18,10,227,10,Peru
2020-09-03,17,15,0.0,11.6,4,88,07:27 PM,07:14 AM,06:10 AM,06:05 PM,13,16,16,16,13,49,81,0.0,1016,17,10,191,11,Peru
2020-09-04,18,14,0.0,11.6,4,81,08:12 PM,07:50 AM,06:09 AM,06:05 PM,12,15,15,15,17,42,79,0.0,1016,18,10,182,13,Peru
2020-09-05,18,13,0.0,11.6,5,73,08:57 PM,08:26 AM,06:09 AM,06:04 PM,12,15,15,15,18,28,79,0.0,1017,18,10,182,13,Peru
2020-09-06,18,13,0.0,11.6,4,66,09:43 PM,09:03 AM,06:08 AM,06:04 PM,12,15,15,15,15,39,80,0.0,1017,18,10,190,11,Peru
2020-09-07,18,15,0.0,11.6,5,58,10:29 PM,09:41 AM,06:07 AM,06:04 PM,12,16,16,16,13,26,79,0.0,1015,18,10,194,11,Peru
2020-09-08,17,14,0.0,11.6,5,50,11:18 PM,10:21 AM,06:07 AM,06:04 PM,12,15,15,15,14,25,80,0.0,1016,17,10,194,11,Peru
2020-09-09,17,13,0.0,11.6,5,43,No moonrise,11:04 AM,06:06 AM,06:04 PM,12,15,15,15,15,12,80,0.0,1017,17,10,180,12,Peru
2020-09-10,17,14,0.0,11.6,5,35,12:09 AM,11:51 AM,06:06 AM,06:04 PM,12,15,15,15,15,28,80,0.0,1017,17,10,194,11,Peru
2020-09-11,17,13,0.0,11.6,5,28,01:02 AM,12:42 PM,06:05 AM,06:04 PM,11,14,15,14,14,31,79,0.0,1016,17,10,194,11,Peru
2020-09-12,17,13,0.0,11.6,4,20,01:57 AM,01:38 PM,06:04 AM,06:04 PM,11,15,15,15,15,45,80,0.0,1016,17,10,199,11,Peru
2020-09-13,18,13,0.0,11.6,4,13,02:52 AM,02:35 PM,06:04 AM,06:04 PM,12,15,15,15,17,48,80,0.0,1016,18,10,180,13,Peru
2020-09-14,18,14,0.0,11.6,4,5,03:46 AM,03:35 PM,06:03 AM,06:04 PM,13,16,16,16,13,49,80,0.0,1018,18,10,197,11,Peru
2020-09-15,18,14,0.0,11.6,5,0,04:38 AM,04:35 PM,06:02 AM,06:04 PM,12,16,16,16,15,37,79,0.0,1019,18,10,188,11,Peru
2020-09-16,18,14,0.0,11.6,5,0,05:29 AM,05:35 PM,06:01 AM,06:04 PM,12,16,16,16,15,31,79,0.0,1018,18,10,191,11,Peru
2020-09-17,18,14,0.0,11.6,5,0,06:17 AM,06:34 PM,06:01 AM,06:04 PM,12,16,16,16,13,25,79,0.0,1017,18,10,200,10,Peru
2020-09-18,19,14,0.0,12.0,5,2,07:05 AM,07:33 PM,06:00 AM,06:04 PM,12,16,16,16,15,26,77,0.0,1017,19,10,192,11,Peru
2020-09-19,19,14,0.0,12.5,5,10,07:52 AM,08:31 PM,05:59 AM,06:04 PM,12,16,16,16,15,13,76,0.0,1017,19,10,185,11,Peru
2020-09-20,19,15,0.0,12.5,5,17,08:40 AM,09:31 PM,05:59 AM,06:04 PM,12,17,17,17,15,28,76,0.0,1016,19,10,184,12,Peru
2020-09-21,19,15,0.0,12.5,5,25,09:31 AM,10:31 PM,05:58 AM,06:04 PM,13,16,17,16,14,24,78,0.0,1015,19,10,187,11,Peru
2020-09-22,19,12,0.0,12.5,5,32,10:23 AM,11:32 PM,05:57 AM,06:04 PM,12,16,16,16,14,21,78,0.0,1016,19,10,193,10,Peru
2020-09-23,19,14,0.0,12.5,5,40,11:19 AM,No moonset,05:57 AM,06:04 PM,12,16,16,16,13,21,78,0.0,1017,19,10,197,10,Peru
2020-09-24,19,15,0.0,12.5,5,47,12:14 PM,12:31 AM,05:56 AM,06:04 PM,12,16,16,16,16,22,77,0.0,1018,19,10,185,12,Peru
2020-09-25,18,14,0.0,12.5,5,55,01:11 PM,01:28 AM,05:55 AM,06:04 PM,12,16,16,16,16,23,79,0.0,1018,18,10,189,12,Peru
2020-09-26,18,14,0.0,12.5,5,62,02:06 PM,02:20 AM,05:55 AM,06:04 PM,12,15,16,15,16,25,81,0.0,1018,18,10,187,12,Peru
2020-09-27,18,14,0.0,12.5,5,70,02:59 PM,03:09 AM,05:54 AM,06:04 PM,12,16,16,16,14,25,79,0.0,1016,18,10,193,11,Peru
2020-09-28,18,15,0.0,12.5,5,78,03:49 PM,03:54 AM,05:53 AM,06:04 PM,13,16,16,16,14,33,79,0.0,1015,18,10,192,11,Peru
2020-09-29,19,15,0.0,12.5,5,85,04:37 PM,04:34 AM,05:53 AM,06:04 PM,13,16,16,16,18,35,79,0.0,1016,19,10,181,13,Peru
2020-09-30,19,15,0.0,12.5,5,93,05:24 PM,05:13 AM,05:52 AM,06:04 PM,13,17,17,17,17,43,78,0.1,1016,19,10,182,13,Peru
2020-10-01,19,15,0.0,12.5,4,97,06:09 PM,05:50 AM,05:52 AM,06:04 PM,13,16,16,16,18,47,80,0.0,1016,19,10,183,14,Peru
2020-10-02,18,15,0.0,10.5,4,100,06:54 PM,06:26 AM,05:51 AM,06:04 PM,13,16,16,16,15,60,81,0.0,1016,18,10,183,12,Peru
2020-10-03,19,14,0.0,10.5,4,89,07:39 PM,07:03 AM,05:50 AM,06:04 PM,14,16,17,16,15,54,81,0.0,1015,19,10,189,12,Peru
2020-10-04,18,13,0.0,7.8,4,82,08:25 PM,07:40 AM,05:50 AM,06:04 PM,14,16,16,16,12,76,83,0.2,1016,18,10,210,10,Peru
2020-10-05,19,16,0.0,10.5,4,74,09:13 PM,08:19 AM,05:49 AM,06:04 PM,14,17,17,17,13,75,81,0.0,1017,19,10,194,11,Peru
2020-10-06,19,13,0.0,12.6,5,67,10:03 PM,09:01 AM,05:48 AM,06:04 PM,14,17,17,17,12,39,78,0.0,1016,19,10,186,10,Peru
2020-10-07,20,15,0.0,12.6,4,60,10:55 PM,09:46 AM,05:48 AM,06:04 PM,13,17,17,17,15,30,78,0.0,1017,20,10,185,12,Peru
2020-10-08,19,16,0.0,12.6,5,53,11:48 PM,10:34 AM,05:47 AM,06:04 PM,13,17,17,17,12,33,79,0.0,1017,19,10,208,10,Peru
2020-10-09,20,15,0.0,12.6,5,45,No moonrise,11:27 AM,05:47 AM,06:04 PM,13,17,17,17,10,27,78,0.0,1017,20,10,210,8,Peru
2020-10-10,20,15,0.0,12.6,4,38,12:41 AM,12:22 PM,05:46 AM,06:04 PM,13,17,17,17,11,36,78,0.0,1017,20,10,210,9,Peru
2020-10-11,20,16,0.0,12.6,5,31,01:34 AM,01:19 PM,05:45 AM,06:04 PM,13,18,18,18,17,5,75,0.0,1017,20,10,178,12,Peru
2020-10-12,19,12,0.0,12.6,5,23,02:26 AM,02:17 PM,05:45 AM,06:05 PM,13,16,17,16,14,16,80,0.0,1016,19,10,195,11,Peru
2020-10-13,19,15,0.0,12.6,5,16,03:16 AM,03:16 PM,05:44 AM,06:05 PM,13,17,17,17,15,25,78,0.0,1016,19,10,189,11,Peru
2020-10-14,19,15,0.0,12.6,4,9,04:04 AM,04:14 PM,05:44 AM,06:05 PM,13,17,17,17,15,39,78,0.0,1015,19,10,195,11,Peru
2020-10-15,20,16,0.0,12.6,5,2,04:51 AM,05:13 PM,05:43 AM,06:05 PM,14,18,18,18,14,29,76,0.0,1015,20,10,188,11,Peru
2020-10-16,20,16,0.0,12.6,5,0,05:39 AM,06:12 PM,05:43 AM,06:05 PM,13,17,17,17,15,41,77,0.0,1015,20,10,183,12,Peru
2020-10-17,20,15,0.0,12.6,5,0,06:27 AM,07:13 PM,05:42 AM,06:05 PM,13,17,17,17,16,35,78,0.0,1015,20,10,188,12,Peru
2020-10-18,20,16,0.0,12.6,5,5,07:18 AM,08:15 PM,05:42 AM,06:05 PM,13,17,17,17,16,31,78,0.0,1015,20,10,185,12,Peru
2020-10-19,19,15,0.0,12.6,5,13,08:11 AM,09:18 PM,05:41 AM,06:05 PM,13,17,17,17,17,31,79,0.0,1015,19,10,186,13,Peru
2020-10-20,20,15,0.0,12.7,5,20,09:08 AM,10:20 PM,05:41 AM,06:06 PM,13,17,17,17,13,28,78,0.0,1014,20,10,205,9,Peru
2020-10-21,20,16,0.0,12.7,5,27,10:06 AM,11:21 PM,05:40 AM,06:06 PM,14,17,17,17,14,16,79,0.0,1016,20,10,189,10,Peru
2020-10-22,20,16,0.0,12.7,5,35,11:04 AM,No moonset,05:40 AM,06:06 PM,14,17,17,17,13,16,79,0.0,1016,20,10,200,10,Peru
2020-10-23,20,16,0.0,12.7,4,42,12:01 PM,12:16 AM,05:39 AM,06:06 PM,13,17,17,17,16,35,77,0.0,1017,20,10,189,12,Peru
2020-10-24,20,15,0.0,12.7,4,49,12:55 PM,01:07 AM,05:39 AM,06:06 PM,13,17,17,17,18,55,79,0.0,1017,20,10,182,14,Peru
2020-10-25,20,13,0.0,12.7,4,56,01:46 PM,01:53 AM,05:38 AM,06:06 PM,14,17,17,17,17,32,79,0.0,1016,20,10,180,14,Peru
2020-10-26,20,16,0.0,12.7,5,64,02:35 PM,02:35 AM,05:38 AM,06:07 PM,14,18,18,18,14,20,79,0.0,1016,20,10,189,11,Peru
2020-10-27,19,16,0.0,12.7,5,71,03:22 PM,03:14 AM,05:38 AM,06:07 PM,14,17,17,17,14,38,81,0.0,1016,19,10,200,11,Peru
2020-10-28,20,14,0.0,12.7,4,78,04:07 PM,03:51 AM,05:37 AM,06:07 PM,13,17,17,17,18,38,78,0.0,1016,20,10,181,14,Peru
2020-10-29,19,16,0.0,12.7,4,85,04:51 PM,04:27 AM,05:37 AM,06:07 PM,14,18,18,18,16,47,81,0.0,1015,19,10,185,13,Peru
2020-10-30,20,14,0.0,12.7,5,93,05:37 PM,05:03 AM,05:36 AM,06:08 PM,14,17,18,17,15,43,81,0.0,1016,20,10,189,13,Peru
2020-10-31,20,16,0.0,12.7,5,97,06:22 PM,05:40 AM,05:36 AM,06:08 PM,14,18,18,18,16,30,78,0.0,1017,20,10,181,13,Peru
2020-11-01,20,16,0.0,12.7,5,89,07:10 PM,06:18 AM,05:36 AM,06:08 PM,14,18,18,18,16,27,79,0.0,1017,20,10,182,12,Peru
2020-11-02,19,15,0.0,12.7,5,81,07:59 PM,06:59 AM,05:35 AM,06:08 PM,13,17,17,17,14,33,77,0.0,1016,19,10,197,11,Peru
2020-11-03,20,15,0.0,12.7,4,74,08:51 PM,07:43 AM,05:35 AM,06:09 PM,13,17,17,17,15,35,75,0.0,1016,20,10,191,11,Peru
2020-11-04,19,15,0.0,12.7,5,66,09:43 PM,08:30 AM,05:35 AM,06:09 PM,13,17,17,17,17,22,77,0.0,1017,19,10,182,13,Peru
