date_time,Guinea_maxtempC,Guinea_mintempC,Guinea_totalSnow_cm,Guinea_sunHour,Guinea_uvIndex,Guinea_moon_illumination,Guinea_moonrise,Guinea_moonset,Guinea_sunrise,Guinea_sunset,Guinea_DewPointC,Guinea_FeelsLikeC,Guinea_HeatIndexC,Guinea_WindChillC,Guinea_WindGustKmph,Guinea_cloudcover,Guinea_humidity,Guinea_precipMM,Guinea_pressure,Guinea_tempC,Guinea_visibility,Guinea_winddirDegree,Guinea_windspeedKmph,Guinea_location
2020-01-01,31,24,0.0,11.4,7,37,11:57 AM,No moonset,07:11 AM,06:46 PM,20,29,29,27,14,9,66,0.0,1011,31,10,203,10,Guinea
2020-01-02,30,24,0.0,11.4,7,44,12:35 PM,12:07 AM,07:11 AM,06:46 PM,18,28,28,26,18,7,61,0.0,1012,30,10,208,13,Guinea
2020-01-03,29,23,0.0,11.4,7,51,01:13 PM,12:51 AM,07:12 AM,06:47 PM,15,27,27,26,17,6,51,0.0,1013,29,10,215,11,Guinea
2020-01-04,32,24,0.0,11.4,7,59,01:51 PM,01:36 AM,07:12 AM,06:47 PM,14,27,27,27,17,3,45,0.0,1012,32,10,142,11,Guinea
2020-01-05,29,24,0.0,11.4,7,66,02:30 PM,02:21 AM,07:12 AM,06:48 PM,15,27,27,26,23,1,54,0.0,1012,29,10,260,15,Guinea
2020-01-06,28,23,0.0,11.4,7,73,03:13 PM,03:09 AM,07:13 AM,06:48 PM,19,27,27,25,17,4,69,0.0,1011,28,10,252,12,Guinea
2020-01-07,29,23,0.0,11.4,7,80,04:00 PM,03:59 AM,07:13 AM,06:49 PM,18,28,28,26,16,0,62,0.0,1011,29,10,291,11,Guinea
2020-01-08,28,23,0.0,11.4,7,88,04:51 PM,04:53 AM,07:14 AM,06:49 PM,18,27,27,26,14,6,63,0.0,1012,28,10,202,10,Guinea
2020-01-09,29,24,0.0,11.4,7,95,05:47 PM,05:50 AM,07:14 AM,06:50 PM,17,28,28,26,16,10,57,0.0,1012,29,10,294,11,Guinea
2020-01-10,29,24,0.0,11.4,7,100,06:46 PM,06:49 AM,07:14 AM,06:50 PM,17,28,28,27,22,6,55,0.0,1011,29,10,253,14,Guinea
2020-01-11,29,25,0.0,11.4,7,100,07:47 PM,07:48 AM,07:14 AM,06:51 PM,21,29,29,27,22,5,71,0.0,1012,29,10,174,15,Guinea
2020-01-12,29,24,0.0,11.4,7,83,08:48 PM,08:45 AM,07:15 AM,06:51 PM,22,29,29,27,16,7,76,0.0,1012,29,10,252,11,Guinea
2020-01-13,29,21,0.0,11.4,7,76,09:47 PM,09:40 AM,07:15 AM,06:52 PM,19,27,27,26,20,1,67,0.0,1010,29,10,248,13,Guinea
2020-01-14,29,25,0.0,11.4,7,69,10:44 PM,10:31 AM,07:15 AM,06:52 PM,18,28,28,27,17,1,61,0.0,1010,29,10,213,12,Guinea
2020-01-15,30,24,0.0,11.4,7,61,11:40 PM,11:19 AM,07:15 AM,06:53 PM,20,28,28,27,16,1,67,0.0,1011,30,10,212,11,Guinea
2020-01-16,29,24,0.0,11.4,7,54,No moonrise,12:06 PM,07:16 AM,06:53 PM,19,28,28,27,19,2,63,0.0,1011,29,10,236,13,Guinea
2020-01-17,30,25,0.0,11.4,7,47,12:33 AM,12:51 PM,07:16 AM,06:54 PM,21,30,30,27,14,3,71,0.0,1012,30,10,129,10,Guinea
2020-01-18,30,24,0.0,11.4,7,40,01:27 AM,01:38 PM,07:16 AM,06:54 PM,22,29,29,26,17,4,76,0.0,1012,30,10,254,12,Guinea
2020-01-19,28,23,0.0,11.4,7,32,02:21 AM,02:25 PM,07:16 AM,06:55 PM,21,28,28,26,17,5,76,0.0,1012,28,10,253,12,Guinea
2020-01-20,28,23,0.0,11.4,7,25,03:16 AM,03:15 PM,07:16 AM,06:55 PM,20,28,28,26,15,10,72,0.0,1010,28,10,203,10,Guinea
2020-01-21,28,24,0.0,11.4,7,18,04:12 AM,04:06 PM,07:17 AM,06:56 PM,21,28,28,26,14,7,75,0.0,1011,28,10,210,10,Guinea
2020-01-22,29,24,0.0,11.4,7,11,05:08 AM,05:00 PM,07:17 AM,06:56 PM,18,27,27,26,20,9,63,0.0,1012,29,10,225,13,Guinea
2020-01-23,29,24,0.0,11.4,7,3,06:02 AM,05:54 PM,07:17 AM,06:57 PM,18,27,27,26,17,17,62,0.0,1011,29,10,248,11,Guinea
2020-01-24,29,26,0.0,11.4,7,0,06:55 AM,06:47 PM,07:17 AM,06:57 PM,19,29,29,27,13,8,62,0.0,1010,29,10,209,10,Guinea
2020-01-25,28,26,0.0,11.4,7,0,07:45 AM,07:39 PM,07:17 AM,06:58 PM,23,30,30,27,13,4,76,0.0,1012,28,10,196,10,Guinea
2020-01-26,28,23,0.0,10.1,6,4,08:30 AM,08:28 PM,07:17 AM,06:58 PM,21,28,28,26,18,32,75,0.0,1013,28,10,253,12,Guinea
2020-01-27,28,24,0.0,11.4,7,11,09:13 AM,09:16 PM,07:17 AM,06:58 PM,20,28,28,26,16,6,74,0.0,1011,28,10,167,12,Guinea
2020-01-28,30,24,0.0,11.4,7,18,09:54 AM,10:02 PM,07:17 AM,06:59 PM,22,29,29,26,14,18,79,0.0,1012,30,10,212,10,Guinea
2020-01-29,28,24,0.0,11.4,7,26,10:32 AM,10:46 PM,07:17 AM,06:59 PM,21,28,28,26,19,33,77,0.0,1012,28,10,260,13,Guinea
2020-01-30,29,23,0.0,11.4,7,33,11:09 AM,11:30 PM,07:17 AM,06:59 PM,20,28,28,26,21,34,69,0.0,1012,29,10,304,14,Guinea
2020-01-31,29,23,0.0,11.6,7,37,11:47 AM,No moonset,07:17 AM,07:00 PM,19,28,28,26,19,41,68,0.0,1012,29,10,241,12,Guinea
2020-02-01,27,23,0.0,11.6,7,49,12:25 PM,12:14 AM,07:17 AM,07:00 PM,21,28,28,25,15,22,74,0.0,1012,27,10,160,10,Guinea
2020-02-02,28,24,0.0,11.6,6,57,01:06 PM,01:00 AM,07:17 AM,07:00 PM,22,28,28,26,18,28,79,0.0,1013,28,10,214,13,Guinea
2020-02-03,29,23,0.0,11.6,7,64,01:50 PM,01:48 AM,07:17 AM,07:01 PM,21,28,28,26,21,4,73,0.0,1013,29,10,265,14,Guinea
2020-02-04,28,23,0.0,11.6,7,72,02:37 PM,02:39 AM,07:17 AM,07:01 PM,20,28,28,26,21,2,69,0.0,1012,28,10,257,14,Guinea
2020-02-05,28,23,0.0,11.6,7,79,03:30 PM,03:34 AM,07:17 AM,07:01 PM,19,27,27,26,18,2,69,0.0,1012,28,10,250,13,Guinea
2020-02-06,30,23,0.0,11.6,7,87,04:27 PM,04:30 AM,07:16 AM,07:02 PM,21,29,29,27,15,0,71,0.0,1011,30,10,168,11,Guinea
2020-02-07,30,23,0.0,11.6,7,95,05:27 PM,05:30 AM,07:16 AM,07:02 PM,21,29,29,27,16,0,72,0.0,1012,30,10,174,12,Guinea
2020-02-08,28,24,0.0,11.6,7,100,06:29 PM,06:28 AM,07:16 AM,07:02 PM,20,28,28,26,19,0,69,0.0,1012,28,10,216,13,Guinea
2020-02-09,29,23,0.0,11.6,7,100,07:31 PM,07:26 AM,07:16 AM,07:03 PM,20,28,28,26,17,1,68,0.0,1012,29,10,208,12,Guinea
2020-02-10,29,23,0.0,11.6,7,83,08:31 PM,08:19 AM,07:16 AM,07:03 PM,21,28,28,26,16,1,72,0.0,1013,29,10,160,12,Guinea
2020-02-11,29,24,0.0,11.6,7,75,09:30 PM,09:11 AM,07:15 AM,07:03 PM,21,29,29,27,14,4,70,0.0,1013,29,10,179,10,Guinea
2020-02-12,30,24,0.0,11.6,7,68,10:26 PM,10:00 AM,07:15 AM,07:03 PM,20,29,29,27,18,6,68,0.0,1011,30,10,204,13,Guinea
2020-02-13,30,24,0.0,11.6,7,60,11:22 PM,10:47 AM,07:15 AM,07:03 PM,21,29,29,27,16,6,71,0.0,1011,30,10,203,11,Guinea
2020-02-14,30,24,0.0,11.6,7,53,No moonrise,11:35 AM,07:15 AM,07:04 PM,21,29,29,27,16,1,69,0.0,1010,30,10,179,12,Guinea
2020-02-15,29,24,0.0,11.6,7,45,12:17 AM,12:23 PM,07:14 AM,07:04 PM,21,29,29,26,16,0,74,0.0,1010,29,10,218,12,Guinea
2020-02-16,28,23,0.0,11.6,7,38,01:12 AM,01:12 PM,07:14 AM,07:04 PM,21,28,28,26,17,4,77,0.0,1011,28,10,178,12,Guinea
2020-02-17,28,24,0.0,11.6,7,30,02:08 AM,02:03 PM,07:14 AM,07:04 PM,21,28,28,26,18,2,76,0.0,1011,28,10,205,13,Guinea
2020-02-18,29,25,0.0,11.6,7,22,03:03 AM,02:56 PM,07:14 AM,07:04 PM,22,30,30,27,13,2,73,0.0,1011,29,10,161,10,Guinea
2020-02-19,28,24,0.0,11.6,7,15,03:58 AM,03:49 PM,07:13 AM,07:05 PM,22,29,29,26,15,10,76,0.0,1010,28,10,199,11,Guinea
2020-02-20,29,24,0.0,11.6,7,7,04:50 AM,04:42 PM,07:13 AM,07:05 PM,22,29,29,26,19,23,77,0.0,1009,29,10,295,14,Guinea
2020-02-21,28,24,0.0,11.6,7,0,05:40 AM,05:34 PM,07:13 AM,07:05 PM,21,29,29,27,16,5,73,0.0,1010,28,10,248,11,Guinea
2020-02-22,29,25,0.0,11.6,7,0,06:27 AM,06:23 PM,07:12 AM,07:05 PM,21,29,29,27,13,8,71,0.0,1010,29,10,236,10,Guinea
2020-02-23,29,26,0.0,11.6,7,0,07:11 AM,07:12 PM,07:12 AM,07:05 PM,21,29,29,27,15,22,69,0.0,1012,29,10,256,10,Guinea
2020-02-24,29,25,0.0,11.6,6,0,07:51 AM,07:57 PM,07:11 AM,07:05 PM,22,29,29,27,19,29,74,0.0,1011,29,10,285,13,Guinea
2020-02-25,30,26,0.0,11.6,7,8,08:30 AM,08:42 PM,07:11 AM,07:05 PM,23,31,31,28,16,30,75,0.0,1009,30,10,214,12,Guinea
2020-02-26,31,25,0.0,11.6,6,15,09:08 AM,09:26 PM,07:11 AM,07:05 PM,23,31,31,27,16,30,77,0.0,1009,31,10,238,12,Guinea
2020-02-27,29,25,0.0,11.6,7,23,09:45 AM,10:10 PM,07:10 AM,07:05 PM,23,31,31,27,18,19,80,0.0,1010,29,10,299,13,Guinea
2020-02-28,29,25,0.0,11.6,7,30,10:23 AM,10:55 PM,07:10 AM,07:06 PM,23,30,30,27,20,8,78,0.0,1010,29,10,292,14,Guinea
2020-02-29,29,24,0.0,11.6,7,38,11:02 AM,11:42 PM,07:09 AM,07:06 PM,22,29,29,26,19,7,75,0.0,1011,29,10,278,14,Guinea
2020-03-01,29,25,0.0,11.6,7,44,11:44 AM,No moonset,07:09 AM,07:06 PM,21,30,30,27,15,3,72,0.0,1010,29,10,231,11,Guinea
2020-03-02,30,25,0.0,11.6,7,51,12:28 PM,12:30 AM,07:08 AM,07:06 PM,22,30,30,27,15,5,73,0.0,1011,30,10,155,11,Guinea
2020-03-03,30,25,0.0,11.6,7,58,01:18 PM,01:22 AM,07:08 AM,07:06 PM,23,31,31,27,14,9,75,0.0,1012,30,10,219,11,Guinea
2020-03-04,29,25,0.0,11.6,7,65,02:11 PM,02:16 AM,07:07 AM,07:06 PM,22,30,30,27,16,2,74,0.0,1012,29,10,252,13,Guinea
2020-03-05,29,24,0.0,11.6,7,73,03:08 PM,03:13 AM,07:07 AM,07:06 PM,22,31,31,28,17,0,74,0.0,1011,29,10,200,13,Guinea
2020-03-06,30,25,0.0,10.2,7,80,04:08 PM,04:10 AM,07:06 AM,07:06 PM,23,31,31,27,13,18,76,0.0,1011,30,10,240,10,Guinea
2020-03-07,29,25,0.0,11.6,7,87,05:10 PM,05:07 AM,07:06 AM,07:06 PM,22,29,29,27,16,9,74,0.0,1010,29,10,275,12,Guinea
2020-03-08,30,25,0.0,11.6,7,95,06:11 PM,06:03 AM,07:05 AM,07:06 PM,22,30,30,27,17,3,72,0.0,1010,30,10,236,12,Guinea
2020-03-09,29,25,0.0,11.6,7,100,07:11 PM,06:56 AM,07:05 AM,07:06 PM,22,30,30,27,18,12,75,0.0,1011,29,10,204,13,Guinea
2020-03-10,29,25,0.0,11.6,7,100,08:10 PM,07:47 AM,07:04 AM,07:06 PM,23,31,31,27,16,17,78,0.0,1010,29,10,211,12,Guinea
2020-03-11,29,27,0.0,8.8,6,84,09:08 PM,08:36 AM,07:04 AM,07:06 PM,23,31,31,28,19,55,75,0.2,1009,29,10,270,14,Guinea
2020-03-12,30,26,0.0,11.6,7,76,10:05 PM,09:26 AM,07:03 AM,07:06 PM,23,31,31,28,18,24,76,0.0,1009,30,10,282,13,Guinea
2020-03-13,30,25,0.0,11.6,7,69,11:03 PM,10:15 AM,07:03 AM,07:06 PM,23,30,30,27,18,11,76,0.0,1009,30,10,296,13,Guinea
2020-03-14,29,25,0.0,11.6,7,62,No moonrise,11:06 AM,07:02 AM,07:06 PM,22,31,31,28,16,2,72,0.0,1010,29,10,239,12,Guinea
2020-03-15,30,23,0.0,11.6,7,55,12:01 AM,11:58 AM,07:02 AM,07:06 PM,21,29,29,27,15,7,70,0.0,1011,30,10,237,11,Guinea
2020-03-16,30,26,0.0,11.6,7,47,12:58 AM,12:51 PM,07:01 AM,07:06 PM,21,30,30,28,16,1,68,0.0,1009,30,10,237,12,Guinea
2020-03-17,29,26,0.0,11.6,7,40,01:54 AM,01:45 PM,07:01 AM,07:06 PM,22,30,30,27,15,2,71,0.0,1009,29,10,242,12,Guinea
2020-03-18,29,25,0.0,11.6,7,33,02:48 AM,02:38 PM,07:00 AM,07:06 PM,21,29,29,27,19,6,71,0.0,1011,29,10,282,14,Guinea
2020-03-19,29,23,0.0,11.6,7,25,03:39 AM,03:31 PM,06:59 AM,07:06 PM,21,28,28,26,23,9,71,0.0,1011,29,10,302,16,Guinea
2020-03-20,29,23,0.0,11.6,7,18,04:25 AM,04:20 PM,06:59 AM,07:06 PM,20,28,28,26,21,2,71,0.0,1010,29,10,295,15,Guinea
2020-03-21,29,24,0.0,11.6,7,11,05:10 AM,05:09 PM,06:58 AM,07:06 PM,21,29,29,26,18,1,74,0.0,1010,29,10,290,13,Guinea
2020-03-22,29,25,0.0,11.6,7,4,05:51 AM,05:55 PM,06:58 AM,07:06 PM,21,29,29,27,15,4,72,0.0,1010,29,10,242,11,Guinea
2020-03-23,28,25,0.0,11.6,7,0,06:30 AM,06:40 PM,06:57 AM,07:06 PM,21,29,29,27,15,4,72,0.0,1011,28,10,225,12,Guinea
2020-03-24,28,25,0.0,11.6,6,0,07:08 AM,07:24 PM,06:57 AM,07:06 PM,21,29,29,26,14,33,71,0.0,1011,28,10,237,10,Guinea
2020-03-25,29,24,0.0,11.6,7,3,07:45 AM,08:08 PM,06:56 AM,07:06 PM,21,28,28,26,15,36,72,0.1,1011,29,10,222,11,Guinea
2020-03-26,29,25,0.0,11.6,7,11,08:22 AM,08:52 PM,06:55 AM,07:06 PM,21,29,29,27,20,22,73,0.0,1010,29,10,284,14,Guinea
2020-03-27,29,25,0.0,11.6,7,18,09:01 AM,09:39 PM,06:55 AM,07:05 PM,21,29,29,27,18,20,72,0.0,1010,29,10,293,13,Guinea
2020-03-28,29,25,0.0,11.6,7,25,09:42 AM,10:26 PM,06:54 AM,07:05 PM,21,29,29,27,17,15,68,0.0,1011,29,10,282,13,Guinea
2020-03-29,29,26,0.0,10.3,6,32,10:25 AM,11:16 PM,06:54 AM,07:05 PM,21,29,29,27,15,45,68,3.5,1011,29,10,280,11,Guinea
2020-03-30,29,27,0.0,11.6,7,40,11:12 AM,No moonset,06:53 AM,07:05 PM,21,31,31,28,15,31,68,0.2,1009,29,10,266,11,Guinea
2020-03-31,31,26,0.0,11.6,6,44,12:02 PM,12:08 AM,06:53 AM,07:05 PM,21,31,31,28,18,31,67,1.1,1009,31,10,231,13,Guinea
2020-04-01,29,27,0.0,11.6,7,56,12:56 PM,01:03 AM,06:52 AM,07:05 PM,22,31,31,28,17,13,71,0.0,1010,29,10,244,12,Guinea
2020-04-02,30,26,0.0,11.6,7,64,01:54 PM,01:58 AM,06:51 AM,07:05 PM,23,32,32,28,15,11,74,0.0,1011,30,10,255,11,Guinea
2020-04-03,29,26,0.0,11.6,6,71,02:52 PM,02:53 AM,06:51 AM,07:05 PM,23,31,31,28,20,13,76,0.0,1009,29,10,275,15,Guinea
2020-04-04,30,26,0.0,11.6,6,79,03:52 PM,03:48 AM,06:50 AM,07:05 PM,23,31,31,28,17,27,76,0.0,1010,30,10,263,13,Guinea
2020-04-05,30,26,0.0,11.6,6,87,04:51 PM,04:40 AM,06:50 AM,07:05 PM,23,32,32,28,16,19,76,0.0,1011,30,10,266,12,Guinea
2020-04-06,29,26,0.0,11.6,7,94,05:50 PM,05:32 AM,06:49 AM,07:05 PM,23,31,31,28,19,6,74,0.0,1011,29,10,273,14,Guinea
2020-04-07,29,26,0.0,11.6,7,100,06:48 PM,06:21 AM,06:49 AM,07:05 PM,23,31,31,28,16,17,74,0.0,1010,29,10,258,12,Guinea
2020-04-08,29,27,0.0,10.3,6,100,07:47 PM,07:11 AM,06:48 AM,07:05 PM,23,31,31,28,19,32,77,0.1,1010,29,10,256,14,Guinea
2020-04-09,30,26,0.0,10.3,6,83,08:46 PM,08:01 AM,06:48 AM,07:05 PM,23,31,31,28,18,29,76,0.0,1010,30,10,269,13,Guinea
2020-04-10,30,26,0.0,11.6,7,76,09:46 PM,08:52 AM,06:47 AM,07:05 PM,23,31,31,28,18,26,75,0.0,1010,30,10,268,13,Guinea
2020-04-11,29,27,0.0,11.6,7,68,10:45 PM,09:46 AM,06:47 AM,07:05 PM,23,31,31,28,16,30,76,0.0,1011,29,10,268,12,Guinea
2020-04-12,29,27,0.0,10.3,6,61,11:45 PM,10:41 AM,06:46 AM,07:05 PM,23,31,31,27,21,42,79,0.0,1011,29,10,287,15,Guinea
2020-04-13,29,26,0.0,8.9,6,53,No moonrise,11:37 AM,06:46 AM,07:05 PM,23,31,31,28,20,66,77,1.4,1011,29,10,284,15,Guinea
2020-04-14,29,27,0.0,7.6,6,46,12:41 AM,12:32 PM,06:45 AM,07:05 PM,22,31,31,28,19,50,73,1.5,1010,29,10,293,14,Guinea
2020-04-15,30,26,0.0,10.3,6,38,01:34 AM,01:26 PM,06:45 AM,07:05 PM,21,30,30,28,14,44,67,4.9,1011,30,10,255,10,Guinea
2020-04-16,28,25,0.0,6.3,6,30,02:23 AM,02:17 PM,06:44 AM,07:05 PM,21,29,29,26,19,80,74,28.5,1011,28,8,273,12,Guinea
2020-04-17,30,26,0.0,10.3,6,23,03:09 AM,03:06 PM,06:44 AM,07:05 PM,22,30,30,28,28,37,72,2.2,1010,30,10,301,19,Guinea
2020-04-18,29,26,0.0,11.6,6,15,03:51 AM,03:53 PM,06:43 AM,07:05 PM,21,29,29,27,20,35,68,3.8,1010,29,10,270,14,Guinea
2020-04-19,28,26,0.0,11.6,7,8,04:30 AM,04:38 PM,06:43 AM,07:05 PM,20,29,29,27,16,7,67,0.0,1012,28,10,234,12,Guinea
2020-04-20,29,26,0.0,10.3,6,0,05:08 AM,05:22 PM,06:42 AM,07:05 PM,22,30,30,27,15,37,73,0.0,1013,29,10,242,11,Guinea
2020-04-21,29,26,0.0,11.6,7,0,05:46 AM,06:06 PM,06:42 AM,07:05 PM,21,30,30,28,17,16,68,0.0,1011,29,10,277,13,Guinea
2020-04-22,28,26,0.0,9.0,6,0,06:23 AM,06:50 PM,06:41 AM,07:05 PM,21,29,29,27,16,52,72,10.8,1010,28,9,260,11,Guinea
2020-04-23,28,26,0.0,6.3,6,0,07:01 AM,07:36 PM,06:41 AM,07:05 PM,21,29,29,27,11,75,70,9.5,1010,28,9,273,8,Guinea
2020-04-24,30,21,0.0,11.6,6,7,07:41 AM,08:23 PM,06:40 AM,07:05 PM,21,29,29,27,13,42,70,4.4,1012,30,10,249,10,Guinea
2020-04-25,29,26,0.0,9.0,6,15,08:23 AM,09:13 PM,06:40 AM,07:06 PM,22,30,30,27,20,60,77,1.5,1011,29,10,280,14,Guinea
2020-04-26,28,26,0.0,10.3,6,22,09:09 AM,10:05 PM,06:40 AM,07:06 PM,21,29,29,27,17,59,70,5.4,1011,28,10,270,12,Guinea
2020-04-27,28,26,0.0,11.6,7,30,09:59 AM,10:58 PM,06:39 AM,07:06 PM,21,29,29,27,17,5,69,0.0,1012,28,10,265,13,Guinea
2020-04-28,29,26,0.0,11.6,7,37,10:51 AM,11:53 PM,06:39 AM,07:06 PM,21,30,30,27,16,4,68,0.0,1012,29,10,263,12,Guinea
2020-04-29,29,27,0.0,10.3,6,45,11:46 AM,No moonset,06:38 AM,07:06 PM,22,30,30,28,16,50,73,1.4,1013,29,10,228,12,Guinea
2020-04-30,29,27,0.0,10.3,7,52,12:43 PM,12:47 AM,06:38 AM,07:06 PM,23,32,32,28,14,29,77,0.0,1013,29,10,244,10,Guinea
2020-05-01,29,27,0.0,11.6,6,58,01:41 PM,01:40 AM,06:38 AM,07:06 PM,24,31,31,28,16,44,79,0.6,1013,29,10,273,12,Guinea
2020-05-02,28,27,0.0,9.0,6,65,02:38 PM,02:31 AM,06:37 AM,07:06 PM,24,31,31,27,19,54,81,0.9,1013,28,10,254,14,Guinea
