date_time,Guinea_maxtempC,Guinea_mintempC,Guinea_totalSnow_cm,Guinea_sunHour,Guinea_uvIndex,Guinea_moon_illumination,Guinea_moonrise,Guinea_moonset,Guinea_sunrise,Guinea_sunset,Guinea_DewPointC,Guinea_FeelsLikeC,Guinea_HeatIndexC,Guinea_WindChillC,Guinea_WindGustKmph,Guinea_cloudcover,Guinea_humidity,Guinea_precipMM,Guinea_pressure,Guinea_tempC,Guinea_visibility,Guinea_winddirDegree,Guinea_windspeedKmph,Guinea_location
2020-10-11,28,25,0.0,8.8,6,31,01:33 AM,02:32 PM,06:43 AM,06:40 PM,23,30,30,26,27,56,83,23.4,1012,28,8,308,16,Guinea
2020-10-12,28,20,0.0,6.0,6,23,02:30 AM,03:24 PM,06:43 AM,06:39 PM,23,29,29,26,15,73,80,29.8,1011,28,8,177,8,Guinea
2020-10-13,25,16,0.0,8.8,5,16,03:28 AM,04:14 PM,06:43 AM,06:39 PM,22,25,25,23,27,66,87,20.1,1012,25,7,102,17,Guinea
2020-10-14,27,24,0.0,11.6,7,9,04:25 AM,05:03 PM,06:43 AM,06:38 PM,23,28,28,26,18,47,83,0.3,1013,27,10,171,13,Guinea
2020-10-15,28,25,0.0,8.8,6,2,05:22 AM,05:52 PM,06:43 AM,06:38 PM,23,30,30,27,13,56,80,2.0,1013,28,10,251,9,Guinea
2020-10-16,29,26,0.0,11.6,7,0,06:19 AM,06:40 PM,06:43 AM,06:37 PM,24,31,31,27,14,46,81,1.6,1012,29,10,247,10,Guinea
2020-10-17,28,27,0.0,10.2,6,0,07:18 AM,07:31 PM,06:43 AM,06:37 PM,24,31,31,27,14,52,82,4.8,1011,28,10,226,9,Guinea
2020-10-18,28,26,0.0,6.0,6,5,08:18 AM,08:23 PM,06:43 AM,06:36 PM,24,31,31,27,15,60,81,1.6,1011,28,10,273,10,Guinea
2020-10-19,30,26,0.0,8.8,6,13,09:20 AM,09:19 PM,06:43 AM,06:36 PM,25,32,32,28,18,60,83,7.1,1011,30,10,295,12,Guinea
2020-10-20,28,26,0.0,8.8,6,20,10:22 AM,10:16 PM,06:43 AM,06:35 PM,24,31,31,27,16,40,83,0.8,1012,28,10,191,11,Guinea
2020-10-21,28,26,0.0,6.0,6,27,11:24 AM,11:15 PM,06:43 AM,06:35 PM,24,31,31,27,13,61,81,1.7,1012,28,10,269,9,Guinea
2020-10-22,29,25,0.0,6.0,6,35,12:22 PM,No moonset,06:43 AM,06:35 PM,24,31,31,27,21,71,84,10.7,1012,29,9,309,13,Guinea
2020-10-23,29,26,0.0,8.8,6,42,01:17 PM,12:13 AM,06:43 AM,06:34 PM,23,31,31,28,10,64,78,4.7,1012,29,9,229,7,Guinea
2020-10-24,29,26,0.0,10.2,6,49,02:06 PM,01:08 AM,06:44 AM,06:34 PM,23,31,31,27,15,46,80,1.3,1012,29,10,296,10,Guinea
2020-10-25,30,23,0.0,10.2,6,56,02:52 PM,02:01 AM,06:44 AM,06:34 PM,24,31,31,27,14,21,79,0.1,1011,30,10,252,10,Guinea
2020-10-26,28,26,0.0,8.8,6,64,03:34 PM,02:50 AM,06:44 AM,06:33 PM,23,30,30,27,13,38,80,0.1,1011,28,10,276,9,Guinea
2020-10-27,29,25,0.0,10.2,6,71,04:12 PM,03:38 AM,06:44 AM,06:33 PM,23,30,30,27,16,23,81,0.0,1010,29,10,296,11,Guinea
2020-10-28,28,26,0.0,11.6,7,78,04:50 PM,04:22 AM,06:44 AM,06:33 PM,24,31,31,27,17,15,82,0.3,1010,28,10,299,12,Guinea
2020-10-29,31,24,0.0,11.6,7,85,05:27 PM,05:07 AM,06:44 AM,06:32 PM,24,31,31,27,14,5,80,0.0,1011,31,10,265,10,Guinea
2020-10-30,30,24,0.0,11.6,7,93,06:04 PM,05:51 AM,06:44 AM,06:32 PM,24,32,32,27,12,4,79,0.0,1011,30,10,258,9,Guinea
2020-10-31,29,26,0.0,11.6,7,97,06:42 PM,06:35 AM,06:45 AM,06:32 PM,23,31,31,27,13,12,76,0.0,1011,29,10,256,9,Guinea
2020-11-01,29,26,0.0,11.6,7,89,07:22 PM,07:21 AM,06:45 AM,06:32 PM,23,31,31,28,13,7,77,0.0,1010,29,10,216,10,Guinea
2020-11-02,28,26,0.0,8.8,6,81,08:05 PM,08:08 AM,06:45 AM,06:31 PM,23,30,30,27,17,48,78,0.2,1011,28,10,291,12,Guinea
2020-11-03,29,26,0.0,10.2,6,74,08:50 PM,08:57 AM,06:45 AM,06:31 PM,23,32,32,28,11,28,77,0.2,1011,29,10,198,8,Guinea
2020-11-04,29,27,0.0,7.3,6,66,09:40 PM,09:48 AM,06:45 AM,06:31 PM,23,31,31,28,15,57,76,4.0,1011,29,10,267,10,Guinea
2020-11-05,29,26,0.0,7.3,6,58,10:31 PM,10:40 AM,06:46 AM,06:31 PM,23,31,31,28,19,60,77,5.7,1011,29,9,301,13,Guinea
2020-11-06,30,26,0.0,10.2,6,51,11:25 PM,11:33 AM,06:46 AM,06:31 PM,23,32,32,28,17,32,77,0.4,1012,30,10,263,11,Guinea
2020-11-07,30,26,0.0,7.3,6,43,No moonrise,12:25 PM,06:46 AM,06:30 PM,24,32,32,28,16,47,80,1.9,1012,30,10,280,11,Guinea
2020-11-08,29,27,0.0,5.9,6,36,12:20 AM,01:16 PM,06:46 AM,06:30 PM,24,33,33,28,15,51,81,2.6,1013,29,10,215,11,Guinea
2020-11-09,29,26,0.0,11.6,7,28,01:16 AM,02:05 PM,06:47 AM,06:30 PM,23,31,31,27,11,21,78,0.0,1013,29,10,186,8,Guinea
2020-11-10,28,26,0.0,8.8,6,21,02:11 AM,02:53 PM,06:47 AM,06:30 PM,22,30,30,27,10,50,74,0.0,1012,28,10,278,7,Guinea
2020-11-11,30,25,0.0,10.2,6,13,03:06 AM,03:40 PM,06:47 AM,06:30 PM,23,31,31,27,22,43,78,0.4,1011,30,10,306,15,Guinea
2020-11-12,31,20,0.0,11.6,7,6,04:02 AM,04:27 PM,06:48 AM,06:30 PM,24,31,31,27,12,6,76,0.0,1011,31,10,213,9,Guinea
2020-11-13,31,26,0.0,11.6,7,0,04:59 AM,05:15 PM,06:48 AM,06:30 PM,23,31,31,28,14,15,77,0.0,1012,31,10,219,10,Guinea
2020-11-14,31,25,0.0,11.6,7,0,05:57 AM,06:06 PM,06:48 AM,06:30 PM,21,30,30,28,16,1,67,0.0,1012,31,10,247,12,Guinea
2020-11-15,29,22,0.0,11.6,7,0,06:58 AM,07:01 PM,06:49 AM,06:30 PM,18,28,28,27,14,1,56,0.0,1011,29,10,210,10,Guinea
2020-11-16,30,22,0.0,11.6,7,2,08:01 AM,07:58 PM,06:49 AM,06:30 PM,20,29,29,27,13,5,62,0.0,1011,30,10,221,10,Guinea
2020-11-17,30,26,0.0,11.6,7,9,09:05 AM,08:59 PM,06:49 AM,06:30 PM,22,31,31,28,14,4,70,0.0,1011,30,10,211,10,Guinea
2020-11-18,30,22,0.0,11.6,7,17,10:07 AM,09:59 PM,06:50 AM,06:30 PM,23,31,31,27,14,6,74,0.0,1010,30,10,213,10,Guinea
2020-11-19,30,26,0.0,11.6,7,24,11:06 AM,10:58 PM,06:50 AM,06:30 PM,23,31,31,28,14,18,75,0.0,1010,30,10,250,11,Guinea
2020-11-20,29,27,0.0,7.3,6,32,12:00 PM,11:54 PM,06:51 AM,06:30 PM,23,31,31,28,13,54,73,0.5,1009,29,10,248,9,Guinea
2020-11-21,29,26,0.0,11.6,6,39,12:48 PM,No moonset,06:51 AM,06:30 PM,23,31,31,28,17,29,76,1.6,1010,29,10,254,12,Guinea
2020-11-22,30,27,0.0,10.2,6,47,01:32 PM,12:45 AM,06:52 AM,06:30 PM,23,31,31,28,14,38,73,0.7,1011,30,10,193,10,Guinea
2020-11-23,30,26,0.0,10.2,6,54,02:12 PM,01:34 AM,06:52 AM,06:30 PM,23,31,31,28,17,34,76,0.1,1011,30,10,257,12,Guinea
2020-11-24,30,26,0.0,10.2,6,62,02:50 PM,02:20 AM,06:52 AM,06:31 PM,23,31,31,28,17,31,76,0.1,1012,30,10,249,13,Guinea
2020-11-25,30,26,0.0,10.2,6,70,03:27 PM,03:05 AM,06:53 AM,06:31 PM,23,31,31,28,20,34,76,0.1,1011,30,10,298,14,Guinea
2020-11-26,29,26,0.0,11.6,6,77,04:04 PM,03:48 AM,06:53 AM,06:31 PM,22,30,30,27,19,41,73,1.7,1011,29,10,288,13,Guinea
2020-11-27,29,27,0.0,10.2,6,85,04:41 PM,04:32 AM,06:54 AM,06:31 PM,21,30,30,28,13,30,68,0.0,1011,29,10,266,9,Guinea
2020-11-28,29,27,0.0,11.6,7,92,05:21 PM,05:17 AM,06:54 AM,06:31 PM,21,30,30,28,12,16,67,0.0,1011,29,10,225,9,Guinea
2020-11-29,29,27,0.0,8.7,6,100,06:03 PM,06:04 AM,06:55 AM,06:32 PM,22,31,31,28,17,52,72,1.9,1011,29,10,281,12,Guinea
2020-11-30,29,27,0.0,11.6,7,100,06:48 PM,06:53 AM,06:55 AM,06:32 PM,22,31,31,28,14,29,71,0.0,1011,29,10,295,10,Guinea
2020-12-01,29,26,0.0,11.6,7,89,07:36 PM,07:44 AM,06:56 AM,06:32 PM,20,29,29,28,16,15,64,0.0,1011,29,10,294,11,Guinea
2020-12-02,29,27,0.0,11.6,7,82,08:27 PM,08:36 AM,06:56 AM,06:32 PM,21,30,30,28,14,11,65,0.0,1012,29,10,227,10,Guinea
2020-12-03,28,27,0.0,8.7,6,75,09:22 PM,09:30 AM,06:57 AM,06:33 PM,22,30,30,28,13,43,71,0.0,1013,28,10,253,9,Guinea
2020-12-04,30,23,0.0,11.6,7,67,10:16 PM,10:22 AM,06:57 AM,06:33 PM,23,30,30,27,16,24,76,0.0,1012,30,10,281,11,Guinea
2020-12-05,30,27,0.0,10.2,6,60,11:11 PM,11:13 AM,06:58 AM,06:33 PM,23,31,31,28,23,41,74,0.7,1012,30,10,276,16,Guinea
2020-12-06,30,26,0.0,11.6,6,53,No moonrise,12:02 PM,06:58 AM,06:34 PM,22,31,31,28,16,17,74,0.0,1011,30,10,269,12,Guinea
2020-12-07,29,27,0.0,10.2,6,46,12:05 AM,12:49 PM,06:59 AM,06:34 PM,22,30,30,28,14,34,72,0.1,1013,29,10,259,10,Guinea
2020-12-08,29,26,0.0,10.2,6,38,12:58 AM,01:34 PM,06:59 AM,06:34 PM,23,31,31,28,15,33,75,0.4,1013,29,10,277,11,Guinea
2020-12-09,29,26,0.0,10.1,6,31,01:52 AM,02:19 PM,07:00 AM,06:35 PM,23,31,31,28,18,36,74,0.1,1012,29,10,276,13,Guinea
2020-12-10,29,27,0.0,11.4,7,24,02:45 AM,03:05 PM,07:00 AM,06:35 PM,22,31,31,28,14,20,71,0.0,1012,29,10,227,10,Guinea
2020-12-11,29,27,0.0,7.2,6,17,03:41 AM,03:53 PM,07:01 AM,06:36 PM,23,31,31,28,15,55,75,1.8,1012,29,10,239,10,Guinea
2020-12-12,30,26,0.0,10.1,6,9,04:38 AM,04:44 PM,07:01 AM,06:36 PM,23,31,31,28,18,34,76,0.5,1012,30,10,286,13,Guinea
2020-12-13,30,26,0.0,11.3,6,2,05:40 AM,05:39 PM,07:02 AM,06:36 PM,23,31,31,28,18,23,77,0.1,1010,30,10,244,13,Guinea
2020-12-14,28,27,0.0,8.6,6,0,06:42 AM,06:38 PM,07:02 AM,06:37 PM,23,30,30,27,18,41,76,0.8,1010,28,10,260,13,Guinea
2020-12-15,29,26,0.0,10.1,6,0,07:47 AM,07:40 PM,07:03 AM,06:37 PM,22,30,30,27,15,20,74,0.1,1010,29,10,281,11,Guinea
2020-12-16,29,27,0.0,10.1,6,5,08:48 AM,08:40 PM,07:04 AM,06:38 PM,22,31,31,28,19,33,71,0.1,1011,29,10,279,14,Guinea
2020-12-17,29,26,0.0,11.3,7,12,09:46 AM,09:40 PM,07:04 AM,06:38 PM,20,29,29,27,18,7,64,0.0,1011,29,10,273,12,Guinea
2020-12-18,29,27,0.0,11.3,7,20,10:38 AM,10:35 PM,07:05 AM,06:39 PM,21,30,30,28,17,12,66,0.0,1011,29,10,266,12,Guinea
2020-12-19,29,26,0.0,11.3,7,27,11:26 AM,11:27 PM,07:05 AM,06:39 PM,21,30,30,28,12,4,65,0.0,1010,29,10,186,9,Guinea
2020-12-20,30,26,0.0,11.3,7,34,12:08 PM,No moonset,07:06 AM,06:40 PM,22,31,31,28,13,11,71,0.0,1011,30,10,218,9,Guinea
2020-12-21,29,25,0.0,11.3,6,41,12:48 PM,12:14 AM,07:06 AM,06:40 PM,22,30,30,27,16,18,74,0.0,1011,29,10,253,11,Guinea
2020-12-22,29,25,0.0,11.3,7,49,01:26 PM,01:00 AM,07:07 AM,06:41 PM,22,30,30,27,15,12,73,0.0,1011,29,10,248,10,Guinea
2020-12-23,29,25,0.0,11.3,7,56,02:02 PM,01:44 AM,07:07 AM,06:41 PM,21,29,29,27,16,18,71,0.0,1011,29,10,254,11,Guinea
2020-12-24,29,26,0.0,11.3,7,63,02:39 PM,02:28 AM,07:08 AM,06:42 PM,21,30,30,27,13,14,71,0.0,1010,29,10,203,10,Guinea
2020-12-25,29,25,0.0,11.3,7,70,03:18 PM,03:13 AM,07:08 AM,06:42 PM,21,29,29,27,19,13,71,0.0,1010,29,10,300,13,Guinea
2020-12-26,28,25,0.0,11.3,7,78,03:59 PM,03:59 AM,07:09 AM,06:43 PM,19,28,28,26,20,24,64,0.0,1010,28,10,278,13,Guinea
2020-12-27,29,27,0.0,11.3,7,85,04:42 PM,04:46 AM,07:09 AM,06:43 PM,21,30,30,28,14,3,68,0.0,1010,29,10,225,10,Guinea
2020-12-28,29,26,0.0,11.4,7,92,05:30 PM,05:37 AM,07:09 AM,06:44 PM,22,30,30,27,16,9,73,0.0,1010,29,10,207,11,Guinea
2020-12-29,29,24,0.0,11.3,7,100,06:21 PM,06:29 AM,07:10 AM,06:44 PM,22,29,29,27,18,18,74,0.0,1010,29,10,240,12,Guinea
2020-12-30,29,26,0.0,11.4,7,100,07:15 PM,07:24 AM,07:10 AM,06:45 PM,22,31,31,28,14,7,73,0.0,1010,29,10,209,10,Guinea
2020-12-31,29,27,0.0,7.2,6,89,08:11 PM,08:17 AM,07:11 AM,06:45 PM,22,30,30,27,18,62,74,1.0,1012,29,10,276,13,Guinea
2021-01-01,28,25,0.0,10.1,6,79,09:07 PM,09:10 AM,07:11 AM,06:46 PM,22,30,30,27,19,39,77,0.0,1011,28,10,290,14,Guinea
2021-01-02,28,26,0.0,10.1,6,71,10:01 PM,10:00 AM,07:12 AM,06:47 PM,22,30,30,27,19,41,75,0.2,1011,28,10,267,14,Guinea
2021-01-03,29,27,0.0,8.6,6,64,10:55 PM,10:47 AM,07:12 AM,06:47 PM,22,30,30,27,20,45,74,0.5,1011,29,10,254,14,Guinea
2021-01-04,29,27,0.0,10.1,6,57,11:48 PM,11:33 AM,07:12 AM,06:48 PM,22,30,30,27,19,37,74,0.1,1011,29,10,279,13,Guinea
2021-01-05,30,26,0.0,11.4,6,50,No moonrise,12:17 PM,07:13 AM,06:48 PM,22,30,30,27,18,25,75,0.0,1010,30,10,237,13,Guinea
2021-01-06,29,26,0.0,8.6,6,42,12:40 AM,01:01 PM,07:13 AM,06:49 PM,22,30,30,27,19,46,75,0.3,1011,29,10,285,14,Guinea
2021-01-07,29,25,0.0,11.4,6,35,01:33 AM,01:47 PM,07:13 AM,06:49 PM,23,31,31,27,15,19,75,0.0,1011,29,10,204,11,Guinea
2021-01-08,29,25,0.0,10.1,6,28,02:28 AM,02:34 PM,07:14 AM,06:50 PM,22,30,30,27,19,31,76,0.1,1011,29,10,289,13,Guinea
2021-01-09,29,25,0.0,11.4,7,20,03:26 AM,03:26 PM,07:14 AM,06:50 PM,22,29,29,27,19,20,75,0.0,1011,29,10,276,13,Guinea
2021-01-10,30,25,0.0,11.4,7,13,04:25 AM,04:22 PM,07:14 AM,06:51 PM,22,29,29,27,15,14,74,0.0,1010,30,10,234,11,Guinea
2021-01-11,28,24,0.0,11.4,7,6,05:28 AM,05:21 PM,07:15 AM,06:51 PM,21,29,29,27,16,9,71,0.0,1010,28,10,228,12,Guinea
2021-01-12,28,25,0.0,10.1,6,0,06:29 AM,06:22 PM,07:15 AM,06:52 PM,21,29,29,27,13,29,69,0.0,1011,28,10,217,10,Guinea
2021-01-13,29,26,0.0,11.4,6,0,07:30 AM,07:22 PM,07:15 AM,06:52 PM,22,30,30,27,15,33,73,0.0,1012,29,10,265,10,Guinea
2021-01-14,29,24,0.0,11.4,7,1,08:24 AM,08:20 PM,07:15 AM,06:53 PM,22,29,29,27,16,15,78,0.0,1012,29,10,193,12,Guinea
2021-01-15,29,24,0.0,11.4,7,8,09:15 AM,09:14 PM,07:16 AM,06:53 PM,22,29,29,26,17,16,77,0.0,1011,29,10,245,12,Guinea
2021-01-16,28,24,0.0,11.4,7,16,10:01 AM,10:05 PM,07:16 AM,06:54 PM,21,28,28,26,16,8,75,0.0,1010,28,10,247,11,Guinea
2021-01-17,29,23,0.0,11.4,7,23,10:42 AM,10:52 PM,07:16 AM,06:54 PM,20,28,28,26,17,23,69,0.0,1010,29,10,209,11,Guinea
2021-01-18,28,23,0.0,11.4,7,30,11:22 AM,11:38 PM,07:16 AM,06:55 PM,18,27,27,26,17,18,64,0.0,1011,28,10,295,11,Guinea
2021-01-19,28,23,0.0,11.4,7,38,11:59 AM,No moonset,07:16 AM,06:55 PM,17,27,27,26,17,15,59,0.0,1011,28,10,247,11,Guinea
2021-01-20,29,24,0.0,11.4,7,45,12:36 PM,12:22 AM,07:17 AM,06:56 PM,20,29,29,27,15,1,68,0.0,1011,29,10,200,11,Guinea
2021-01-21,30,23,0.0,11.4,7,52,01:14 PM,01:06 AM,07:17 AM,06:56 PM,21,29,29,27,16,2,72,0.0,1011,30,10,244,12,Guinea
2021-01-22,30,21,0.0,11.4,7,59,01:54 PM,01:52 AM,07:17 AM,06:57 PM,21,28,28,26,15,2,73,0.0,1012,30,10,200,11,Guinea
2021-01-23,29,24,0.0,11.4,7,67,02:36 PM,02:38 AM,07:17 AM,06:57 PM,21,28,28,26,18,4,74,0.0,1011,29,10,213,13,Guinea
2021-01-24,29,23,0.0,11.4,7,74,03:22 PM,03:28 AM,07:17 AM,06:57 PM,20,28,28,26,21,3,72,0.0,1010,29,10,293,15,Guinea
2021-01-25,29,24,0.0,11.4,7,81,04:11 PM,04:19 AM,07:17 AM,06:58 PM,20,29,29,27,15,0,69,0.0,1010,29,10,159,11,Guinea
2021-01-26,29,24,0.0,11.4,7,88,05:04 PM,05:13 AM,07:17 AM,06:58 PM,21,29,29,27,15,0,70,0.0,1011,29,10,208,11,Guinea
2021-01-27,29,24,0.0,11.4,7,96,06:00 PM,06:07 AM,07:17 AM,06:59 PM,21,28,28,26,17,0,72,0.0,1011,29,10,249,12,Guinea
2021-01-28,29,23,0.0,11.4,7,100,06:57 PM,07:01 AM,07:17 AM,06:59 PM,21,29,29,26,17,1,73,0.0,1010,29,10,245,13,Guinea
2021-01-29,29,24,0.0,11.4,7,90,07:54 PM,07:53 AM,07:17 AM,06:59 PM,21,29,29,26,16,4,73,0.0,1011,29,10,244,12,Guinea
2021-01-30,29,24,0.0,11.6,7,82,08:49 PM,08:43 AM,07:17 AM,07:00 PM,21,29,29,27,18,2,72,0.0,1012,29,10,294,13,Guinea
2021-01-31,29,24,0.0,11.6,7,79,09:44 PM,09:30 AM,07:17 AM,07:00 PM,20,28,28,26,17,2,70,0.0,1011,29,10,245,12,Guinea
2021-02-01,28,24,0.0,11.6,7,63,10:36 PM,10:15 AM,07:17 AM,07:00 PM,20,28,28,26,17,17,68,0.0,1011,28,10,202,12,Guinea
2021-02-02,28,24,0.0,11.6,7,55,11:30 PM,11:00 AM,07:17 AM,07:01 PM,20,28,28,26,15,9,70,0.0,1012,28,10,236,11,Guinea
2021-02-03,28,24,0.0,11.6,7,48,No moonrise,11:46 AM,07:17 AM,07:01 PM,21,29,29,27,16,4,73,0.0,1012,28,10,253,12,Guinea
2021-02-04,29,24,0.0,11.6,7,40,12:24 AM,12:32 PM,07:17 AM,07:01 PM,21,29,29,27,17,2,72,0.0,1012,29,10,255,12,Guinea
2021-02-05,28,24,0.0,11.6,7,33,01:20 AM,01:22 PM,07:16 AM,07:02 PM,20,28,28,26,17,4,69,0.0,1011,28,10,248,12,Guinea
2021-02-06,28,23,0.0,11.6,7,25,02:17 AM,02:14 PM,07:16 AM,07:02 PM,19,27,27,26,20,4,68,0.0,1011,28,10,234,14,Guinea
2021-02-07,29,24,0.0,11.6,7,18,03:18 AM,03:11 PM,07:16 AM,07:02 PM,19,28,28,26,18,17,66,0.0,1010,29,10,197,12,Guinea
