date_time,Guyana_maxtempC,Guyana_mintempC,Guyana_totalSnow_cm,Guyana_sunHour,Guyana_uvIndex,Guyana_moon_illumination,Guyana_moonrise,Guyana_moonset,Guyana_sunrise,Guyana_sunset,Guyana_DewPointC,Guyana_FeelsLikeC,Guyana_HeatIndexC,Guyana_WindChillC,Guyana_WindGustKmph,Guyana_cloudcover,Guyana_humidity,Guyana_precipMM,Guyana_pressure,Guyana_tempC,Guyana_visibility,Guyana_winddirDegree,Guyana_windspeedKmph,Guyana_location
2020-10-28,31,24,0.0,6.0,6,78,03:52 PM,03:27 AM,05:40 AM,05:34 PM,24,30,30,26,7,89,87,10.4,1007,31,6,44,4,Guyana
2020-10-29,32,24,0.0,6.0,6,85,04:30 PM,04:10 AM,05:40 AM,05:33 PM,24,31,31,27,13,74,82,12.0,1008,32,7,63,7,Guyana
2020-10-30,32,23,0.0,7.4,6,93,05:08 PM,04:53 AM,05:40 AM,05:33 PM,24,31,31,27,14,62,82,3.2,1009,32,10,68,9,Guyana
2020-10-31,33,25,0.0,6.0,6,97,05:47 PM,05:37 AM,05:40 AM,05:33 PM,24,32,32,28,12,70,81,1.6,1009,33,7,95,8,Guyana
2020-11-01,32,25,0.0,6.0,6,89,06:28 PM,06:21 AM,05:40 AM,05:33 PM,24,31,31,27,15,74,84,21.3,1009,32,8,68,9,Guyana
2020-11-02,28,24,0.0,6.0,6,81,07:12 PM,07:08 AM,05:40 AM,05:33 PM,24,29,29,26,10,60,88,16.5,1009,28,9,50,5,Guyana
2020-11-03,26,22,0.0,6.0,6,74,07:59 PM,07:57 AM,05:40 AM,05:32 PM,24,28,28,24,9,81,96,34.4,1010,26,6,159,5,Guyana
2020-11-04,28,23,0.0,6.0,6,66,08:49 PM,08:47 AM,05:41 AM,05:32 PM,24,29,29,25,7,82,92,16.8,1010,28,6,125,4,Guyana
2020-11-05,27,21,0.0,8.8,6,58,09:41 PM,09:40 AM,05:41 AM,05:32 PM,24,29,29,25,6,61,93,30.7,1009,27,6,101,3,Guyana
2020-11-06,27,22,0.0,6.0,6,51,10:35 PM,10:32 AM,05:41 AM,05:32 PM,24,28,28,25,8,78,96,23.4,1008,27,6,114,4,Guyana
2020-11-07,30,24,0.0,6.0,6,43,11:30 PM,11:25 AM,05:41 AM,05:32 PM,24,30,30,26,9,79,87,14.1,1009,30,8,82,5,Guyana
2020-11-08,31,24,0.0,6.0,6,36,No moonrise,12:16 PM,05:41 AM,05:32 PM,24,30,30,26,10,84,89,25.2,1010,31,6,102,6,Guyana
2020-11-09,32,24,0.0,10.2,6,28,12:24 AM,01:06 PM,05:42 AM,05:32 PM,23,30,30,27,12,39,82,6.4,1011,32,8,77,8,Guyana
2020-11-10,28,23,0.0,6.0,6,21,01:19 AM,01:55 PM,05:42 AM,05:32 PM,24,29,29,25,8,76,91,16.5,1011,28,5,44,5,Guyana
2020-11-11,31,24,0.0,7.4,6,13,02:12 AM,02:42 PM,05:42 AM,05:32 PM,23,30,30,27,7,69,84,9.0,1010,31,6,144,4,Guyana
2020-11-12,32,24,0.0,6.0,6,6,03:07 AM,03:31 PM,05:42 AM,05:32 PM,24,30,30,27,10,78,86,10.0,1009,32,5,78,6,Guyana
2020-11-13,29,24,0.0,5.9,6,0,04:02 AM,04:21 PM,05:43 AM,05:32 PM,24,30,30,26,11,70,90,25.2,1009,29,6,62,6,Guyana
2020-11-14,31,24,0.0,7.4,6,0,05:00 AM,05:14 PM,05:43 AM,05:32 PM,24,30,30,26,10,63,86,12.3,1009,31,8,82,6,Guyana
2020-11-15,31,24,0.0,5.9,6,0,06:00 AM,06:09 PM,05:43 AM,05:32 PM,23,29,29,26,10,76,84,4.7,1009,31,8,86,7,Guyana
2020-11-16,30,24,0.0,7.4,6,2,07:02 AM,07:09 PM,05:44 AM,05:32 PM,24,30,30,26,13,67,85,7.5,1010,30,10,64,8,Guyana
2020-11-17,29,24,0.0,7.4,6,9,08:05 AM,08:09 PM,05:44 AM,05:32 PM,24,29,29,26,10,61,89,17.8,1009,29,7,53,5,Guyana
2020-11-18,30,23,0.0,7.4,6,17,09:07 AM,09:10 PM,05:44 AM,05:32 PM,22,28,28,26,10,58,84,1.8,1010,30,6,49,7,Guyana
2020-11-19,28,22,0.0,5.9,6,24,10:06 AM,10:08 PM,05:45 AM,05:32 PM,23,28,28,25,8,76,92,17.6,1011,28,6,85,5,Guyana
2020-11-20,27,23,0.0,5.9,6,32,10:59 AM,11:02 PM,05:45 AM,05:32 PM,24,28,28,24,10,75,95,51.1,1010,27,6,143,5,Guyana
2020-11-21,28,23,0.0,5.9,6,39,11:48 AM,11:53 PM,05:45 AM,05:33 PM,24,28,28,25,8,78,94,23.8,1009,28,7,68,4,Guyana
2020-11-22,29,23,0.0,5.9,6,47,12:32 PM,No moonset,05:46 AM,05:33 PM,24,29,29,25,9,81,92,23.5,1010,29,8,70,5,Guyana
2020-11-23,28,23,0.0,5.9,6,54,01:13 PM,12:40 AM,05:46 AM,05:33 PM,23,28,28,25,9,81,89,14.9,1010,28,8,126,5,Guyana
2020-11-24,27,23,0.0,7.4,6,62,01:52 PM,01:25 AM,05:46 AM,05:33 PM,24,28,28,24,8,73,95,33.7,1010,27,7,119,4,Guyana
2020-11-25,26,23,0.0,7.3,5,70,02:29 PM,02:08 AM,05:47 AM,05:33 PM,23,27,27,24,9,79,94,13.2,1010,26,7,66,6,Guyana
2020-11-26,30,23,0.0,5.9,6,77,03:08 PM,02:51 AM,05:47 AM,05:34 PM,23,28,28,26,9,58,87,5.7,1009,30,8,67,5,Guyana
2020-11-27,29,23,0.0,5.9,6,85,03:46 PM,03:34 AM,05:48 AM,05:34 PM,24,29,29,25,8,85,91,15.5,1009,29,6,97,4,Guyana
2020-11-28,31,20,0.0,7.3,6,92,04:26 PM,04:18 AM,05:48 AM,05:34 PM,23,29,29,26,10,65,84,4.5,1010,31,6,62,6,Guyana
2020-11-29,29,23,0.0,5.9,6,100,05:10 PM,05:04 AM,05:49 AM,05:34 PM,24,29,29,25,10,84,92,17.8,1011,29,6,64,5,Guyana
2020-11-30,29,23,0.0,5.9,6,100,05:56 PM,05:53 AM,05:49 AM,05:35 PM,23,28,28,25,8,75,88,7.5,1011,29,7,107,5,Guyana
2020-12-01,28,23,0.0,5.9,6,89,06:45 PM,06:43 AM,05:49 AM,05:35 PM,24,29,29,25,11,84,91,18.3,1010,28,6,40,6,Guyana
2020-12-02,29,23,0.0,5.9,6,82,07:37 PM,07:36 AM,05:50 AM,05:35 PM,23,29,29,25,11,71,88,16.2,1010,29,7,49,6,Guyana
2020-12-03,29,23,0.0,5.9,6,75,08:31 PM,08:29 AM,05:50 AM,05:36 PM,23,29,29,25,11,76,90,30.6,1010,29,6,68,6,Guyana
2020-12-04,27,23,0.0,5.9,6,67,09:26 PM,09:22 AM,05:51 AM,05:36 PM,24,28,28,25,12,77,94,27.0,1012,27,8,67,6,Guyana
2020-12-05,29,23,0.0,7.3,6,60,10:19 PM,10:13 AM,05:51 AM,05:36 PM,23,28,28,25,8,66,88,13.1,1012,29,8,64,4,Guyana
2020-12-06,28,23,0.0,5.9,6,53,11:13 PM,11:02 AM,05:52 AM,05:37 PM,24,28,28,25,8,80,92,20.4,1011,28,8,108,4,Guyana
2020-12-07,29,23,0.0,5.9,6,46,No moonrise,11:50 AM,05:52 AM,05:37 PM,24,29,29,25,13,79,90,29.0,1011,29,7,46,7,Guyana
2020-12-08,28,23,0.0,5.9,6,38,12:05 AM,12:36 PM,05:53 AM,05:37 PM,23,28,28,25,9,84,90,14.4,1013,28,6,109,5,Guyana
2020-12-09,28,23,0.0,5.9,6,31,12:57 AM,01:22 PM,05:53 AM,05:38 PM,24,28,28,25,7,88,93,15.5,1012,28,5,111,4,Guyana
2020-12-10,30,23,0.0,5.9,6,24,01:49 AM,02:09 PM,05:54 AM,05:38 PM,22,28,28,25,11,83,85,5.2,1012,30,6,25,7,Guyana
2020-12-11,29,22,0.0,7.3,6,17,02:44 AM,02:59 PM,05:54 AM,05:39 PM,22,28,28,25,8,57,85,5.4,1011,29,9,140,5,Guyana
2020-12-12,31,22,0.0,7.3,6,9,03:41 AM,03:52 PM,05:55 AM,05:39 PM,22,28,28,25,8,72,82,2.1,1011,31,8,147,5,Guyana
2020-12-13,30,23,0.0,7.3,6,2,04:41 AM,04:48 PM,05:55 AM,05:39 PM,23,29,29,25,8,71,90,15.0,1011,30,7,91,5,Guyana
2020-12-14,28,23,0.0,5.9,6,0,05:44 AM,05:49 PM,05:56 AM,05:40 PM,24,29,29,25,7,87,92,11.6,1011,28,7,110,4,Guyana
2020-12-15,29,23,0.0,7.3,6,0,06:47 AM,06:50 PM,05:56 AM,05:40 PM,23,28,28,25,9,79,88,10.7,1010,29,6,102,5,Guyana
2020-12-16,28,22,0.0,5.9,6,5,07:48 AM,07:51 PM,05:57 AM,05:41 PM,23,28,28,25,7,80,89,8.4,1011,28,6,144,4,Guyana
2020-12-17,30,23,0.0,5.9,6,12,08:46 AM,08:49 PM,05:57 AM,05:41 PM,23,28,28,25,10,81,87,10.8,1011,30,7,27,6,Guyana
2020-12-18,26,21,0.0,5.9,6,20,09:38 AM,09:43 PM,05:58 AM,05:42 PM,23,27,27,24,9,75,93,12.5,1011,26,8,53,5,Guyana
2020-12-19,29,23,0.0,5.9,6,27,10:25 AM,10:33 PM,05:58 AM,05:42 PM,23,28,28,25,8,76,89,7.8,1010,29,9,119,5,Guyana
2020-12-20,30,23,0.0,5.9,6,34,11:09 AM,11:20 PM,05:59 AM,05:43 PM,22,28,28,25,9,77,86,7.9,1010,30,8,64,6,Guyana
2020-12-21,26,23,0.0,5.9,6,41,11:49 AM,No moonset,05:59 AM,05:43 PM,23,27,27,24,6,80,93,14.6,1011,26,8,92,4,Guyana
2020-12-22,29,23,0.0,5.7,6,49,12:28 PM,12:04 AM,06:00 AM,05:44 PM,23,28,28,25,8,86,90,6.9,1011,29,6,62,5,Guyana
2020-12-23,28,23,0.0,5.7,6,56,01:06 PM,12:47 AM,06:00 AM,05:44 PM,24,28,28,25,12,80,93,49.0,1010,28,6,56,6,Guyana
2020-12-24,27,23,0.0,5.8,6,63,01:44 PM,01:30 AM,06:01 AM,05:45 PM,23,28,28,24,10,80,94,12.9,1010,27,6,47,6,Guyana
2020-12-25,28,22,0.0,4.3,6,70,02:23 PM,02:13 AM,06:01 AM,05:45 PM,23,28,28,25,8,79,93,13.3,1009,28,7,146,4,Guyana
2020-12-26,30,22,0.0,5.8,6,78,03:06 PM,02:59 AM,06:02 AM,05:46 PM,23,28,28,25,7,78,87,6.2,1007,30,7,113,4,Guyana
2020-12-27,29,22,0.0,4.3,6,85,03:51 PM,03:47 AM,06:02 AM,05:46 PM,23,28,28,25,8,78,87,6.6,1008,29,6,75,5,Guyana
2020-12-28,28,23,0.0,4.3,6,92,04:39 PM,04:36 AM,06:02 AM,05:47 PM,24,28,28,25,10,77,94,32.1,1010,28,7,58,5,Guyana
2020-12-29,27,23,0.0,4.3,6,100,05:31 PM,05:29 AM,06:03 AM,05:47 PM,23,28,28,25,8,73,94,32.0,1009,27,7,56,4,Guyana
2020-12-30,29,23,0.0,4.3,6,100,06:25 PM,06:22 AM,06:03 AM,05:48 PM,23,29,29,26,10,76,88,8.9,1010,29,8,27,6,Guyana
2020-12-31,29,22,0.0,4.3,6,89,07:21 PM,07:17 AM,06:04 AM,05:48 PM,23,28,28,25,8,74,87,8.8,1011,29,7,137,5,Guyana
2021-01-01,28,23,0.0,4.3,6,79,08:15 PM,08:09 AM,06:04 AM,05:49 PM,23,28,28,25,10,76,90,13.8,1012,28,7,22,5,Guyana
2021-01-02,27,20,0.0,8.7,6,71,09:09 PM,09:00 AM,06:05 AM,05:49 PM,23,27,27,24,11,60,94,36.6,1011,27,7,171,5,Guyana
2021-01-03,26,22,0.0,5.8,5,64,10:02 PM,09:48 AM,06:05 AM,05:50 PM,23,27,27,24,8,67,95,27.4,1011,26,7,80,4,Guyana
2021-01-04,27,21,0.0,4.3,6,57,10:53 PM,10:34 AM,06:05 AM,05:50 PM,22,27,27,24,9,78,92,16.1,1010,27,8,163,5,Guyana
2021-01-05,28,22,0.0,4.3,6,50,11:45 PM,11:20 AM,06:06 AM,05:51 PM,23,28,28,24,8,84,92,30.3,1010,28,7,133,4,Guyana
2021-01-06,28,23,0.0,5.8,6,42,No moonrise,12:05 PM,06:06 AM,05:51 PM,23,28,28,25,8,70,89,12.4,1010,28,7,88,5,Guyana
2021-01-07,25,23,0.0,4.3,5,35,12:36 AM,12:52 PM,06:07 AM,05:52 PM,23,27,27,24,8,78,96,28.5,1011,25,8,89,4,Guyana
2021-01-08,27,23,0.0,4.3,6,28,01:30 AM,01:42 PM,06:07 AM,05:52 PM,23,28,28,24,10,78,93,16.7,1011,27,6,61,6,Guyana
2021-01-09,27,23,0.0,4.3,6,20,02:27 AM,02:35 PM,06:07 AM,05:53 PM,23,27,27,24,9,83,94,39.4,1011,27,6,105,5,Guyana
2021-01-10,27,23,0.0,4.3,6,13,03:27 AM,03:32 PM,06:08 AM,05:53 PM,23,27,27,24,13,73,95,28.2,1012,27,8,69,7,Guyana
2021-01-11,30,22,0.0,4.3,6,6,04:28 AM,04:31 PM,06:08 AM,05:54 PM,22,28,28,25,12,83,86,4.2,1012,30,8,41,8,Guyana
2021-01-12,29,22,0.0,4.3,6,0,05:30 AM,05:33 PM,06:08 AM,05:54 PM,22,27,27,25,13,75,86,7.9,1012,29,8,52,8,Guyana
2021-01-13,26,22,0.0,4.3,5,0,06:29 AM,06:32 PM,06:08 AM,05:55 PM,23,27,27,24,12,76,92,18.0,1012,26,8,40,6,Guyana
2021-01-14,26,22,0.0,4.3,5,1,07:25 AM,07:29 PM,06:09 AM,05:55 PM,23,27,27,24,9,76,93,19.7,1011,26,6,86,5,Guyana
2021-01-15,27,22,0.0,5.8,6,8,08:15 AM,08:21 PM,06:09 AM,05:56 PM,22,27,27,24,12,67,91,18.8,1011,27,6,107,6,Guyana
2021-01-16,26,22,0.0,4.3,5,16,09:01 AM,09:11 PM,06:09 AM,05:56 PM,23,27,27,24,13,68,94,56.9,1010,26,5,62,7,Guyana
2021-01-17,28,22,0.0,4.3,6,23,09:44 AM,09:57 PM,06:09 AM,05:56 PM,23,27,27,24,8,82,91,11.2,1011,28,8,135,5,Guyana
2021-01-18,28,22,0.0,4.3,6,30,10:23 AM,10:41 PM,06:10 AM,05:57 PM,22,27,27,24,10,82,89,9.3,1011,28,7,117,6,Guyana
2021-01-19,28,22,0.0,5.8,6,38,11:02 AM,11:25 PM,06:10 AM,05:57 PM,22,27,27,24,10,71,88,10.0,1012,28,9,51,6,Guyana
2021-01-20,29,22,0.0,4.3,6,45,11:40 AM,No moonset,06:10 AM,05:58 PM,22,27,27,24,11,76,85,7.1,1011,29,9,60,7,Guyana
2021-01-21,29,21,0.0,4.3,6,52,12:19 PM,12:08 AM,06:10 AM,05:58 PM,22,27,27,24,8,82,88,7.5,1012,29,7,84,5,Guyana
2021-01-22,27,22,0.0,4.3,6,59,01:00 PM,12:52 AM,06:10 AM,05:58 PM,23,27,27,24,10,81,93,26.2,1012,27,7,86,6,Guyana
2021-01-23,27,22,0.0,4.3,6,67,01:44 PM,01:39 AM,06:10 AM,05:59 PM,23,28,28,24,15,68,91,32.5,1012,27,8,60,8,Guyana
2021-01-24,30,23,0.0,5.8,6,74,02:30 PM,02:27 AM,06:11 AM,05:59 PM,22,28,28,25,11,67,82,3.2,1011,30,9,56,7,Guyana
2021-01-25,30,22,0.0,4.3,6,81,03:21 PM,03:19 AM,06:11 AM,05:59 PM,21,27,27,25,11,86,81,0.7,1011,30,7,69,7,Guyana
2021-01-26,30,22,0.0,5.9,6,88,04:14 PM,04:12 AM,06:11 AM,06:00 PM,21,28,28,25,10,71,82,2.1,1011,30,8,43,7,Guyana
2021-01-27,28,22,0.0,5.9,6,96,05:10 PM,05:07 AM,06:11 AM,06:00 PM,22,27,27,25,14,80,87,11.3,1012,28,8,32,8,Guyana
2021-01-28,30,22,0.0,5.9,6,100,06:06 PM,06:01 AM,06:11 AM,06:00 PM,20,27,27,25,11,79,80,1.6,1011,30,8,41,7,Guyana
2021-01-29,31,21,0.0,10.2,6,90,07:02 PM,06:53 AM,06:11 AM,06:01 PM,20,27,27,25,9,58,79,0.8,1011,31,9,48,6,Guyana
2021-01-30,28,22,0.0,6.0,6,82,07:56 PM,07:44 AM,06:11 AM,06:01 PM,22,27,27,24,11,83,89,21.3,1012,28,7,52,6,Guyana
2021-01-31,29,22,0.0,6.0,6,79,08:49 PM,08:31 AM,06:11 AM,06:01 PM,22,27,27,25,13,76,85,3.2,1012,29,8,61,8,Guyana
2021-02-01,28,22,0.0,6.0,6,63,09:41 PM,09:18 AM,06:11 AM,06:02 PM,21,27,27,24,12,77,83,3.1,1012,28,9,58,7,Guyana
2021-02-02,28,22,0.0,6.0,6,55,10:33 PM,10:04 AM,06:11 AM,06:02 PM,22,27,27,24,11,71,89,6.0,1012,28,9,63,7,Guyana
2021-02-03,29,20,0.0,8.8,6,48,11:27 PM,10:50 AM,06:11 AM,06:02 PM,23,28,28,25,11,65,88,12.3,1012,29,8,85,7,Guyana
2021-02-04,29,23,0.0,6.0,6,40,No moonrise,11:39 AM,06:11 AM,06:02 PM,22,28,28,25,14,78,85,5.1,1012,29,9,74,9,Guyana
2021-02-05,30,22,0.0,6.0,6,33,12:21 AM,12:29 PM,06:11 AM,06:03 PM,21,27,27,25,11,76,80,2.3,1013,30,9,48,7,Guyana
2021-02-06,31,19,0.0,11.6,6,25,01:19 AM,01:24 PM,06:11 AM,06:03 PM,21,27,27,25,11,52,79,2.0,1013,31,9,49,7,Guyana
2021-02-07,28,21,0.0,6.0,6,18,02:17 AM,02:20 PM,06:11 AM,06:03 PM,22,27,27,24,10,60,88,16.4,1013,28,7,36,6,Guyana
