date_time,Togo_maxtempC,Togo_mintempC,Togo_totalSnow_cm,Togo_sunHour,Togo_uvIndex,Togo_moon_illumination,Togo_moonrise,Togo_moonset,Togo_sunrise,Togo_sunset,Togo_DewPointC,Togo_FeelsLikeC,Togo_HeatIndexC,Togo_WindChillC,Togo_WindGustKmph,Togo_cloudcover,Togo_humidity,Togo_precipMM,Togo_pressure,Togo_tempC,Togo_visibility,Togo_winddirDegree,Togo_windspeedKmph,Togo_location
2021-01-27,31,26,0.0,11.6,7,96,05:04 PM,04:59 AM,06:12 AM,06:03 PM,22,31,31,28,22,27,72,0.0,1009,31,10,219,17,Togo
2021-01-28,30,26,0.0,8.8,6,100,06:00 PM,05:53 AM,06:12 AM,06:04 PM,22,31,31,28,23,45,73,0.5,1009,30,10,213,18,Togo
2021-01-29,30,26,0.0,8.8,6,90,06:56 PM,06:46 AM,06:12 AM,06:04 PM,22,31,31,28,23,43,73,0.3,1010,30,10,217,17,Togo
2021-01-30,32,26,0.0,11.6,7,82,07:51 PM,07:37 AM,06:13 AM,06:04 PM,22,31,31,28,23,9,71,0.0,1010,32,10,217,17,Togo
2021-01-31,32,26,0.0,11.6,6,79,08:43 PM,08:26 AM,06:13 AM,06:04 PM,23,32,32,28,25,22,72,0.0,1009,32,10,221,20,Togo
2021-02-01,31,26,0.0,10.2,6,63,09:35 PM,09:13 AM,06:13 AM,06:05 PM,23,32,32,28,24,31,74,0.0,1010,31,10,216,18,Togo
2021-02-02,31,27,0.0,8.8,6,55,10:27 PM,09:59 AM,06:13 AM,06:05 PM,23,33,33,29,23,42,72,0.3,1011,31,10,219,17,Togo
2021-02-03,31,26,0.0,10.2,6,48,11:20 PM,10:45 AM,06:13 AM,06:05 PM,23,32,32,29,23,34,73,0.0,1010,31,10,218,18,Togo
2021-02-04,32,27,0.0,11.6,7,40,No moonrise,11:34 AM,06:12 AM,06:05 PM,23,32,32,29,25,27,73,0.0,1010,32,10,217,19,Togo
2021-02-05,32,27,0.0,11.6,7,33,12:14 AM,12:24 PM,06:12 AM,06:06 PM,23,32,32,29,24,29,73,0.0,1010,32,10,215,18,Togo
2021-02-06,32,27,0.0,10.2,6,25,01:10 AM,01:18 PM,06:12 AM,06:06 PM,23,33,33,29,27,35,73,0.0,1010,32,10,216,20,Togo
2021-02-07,31,27,0.0,11.6,7,18,02:09 AM,02:15 PM,06:12 AM,06:06 PM,23,32,32,29,25,30,73,0.0,1010,31,10,214,20,Togo
