date_time,Angola_maxtempC,Angola_mintempC,Angola_totalSnow_cm,Angola_sunHour,Angola_uvIndex,Angola_moon_illumination,Angola_moonrise,Angola_moonset,Angola_sunrise,Angola_sunset,Angola_DewPointC,Angola_FeelsLikeC,Angola_HeatIndexC,Angola_WindChillC,Angola_WindGustKmph,Angola_cloudcover,Angola_humidity,Angola_precipMM,Angola_pressure,Angola_tempC,Angola_visibility,Angola_winddirDegree,Angola_windspeedKmph,Angola_location
2021-01-20,28,24,0.0,10.2,6,45,11:54 AM,No moonset,06:01 AM,06:35 PM,21,28,28,26,18,39,75,0.0,1011,28,10,212,13,Angola
2021-01-21,29,25,0.0,11.6,7,52,12:38 PM,12:04 AM,06:02 AM,06:35 PM,21,29,29,26,20,29,75,0.0,1011,29,10,194,15,Angola
2021-01-22,28,24,0.0,11.6,6,59,01:24 PM,12:42 AM,06:02 AM,06:35 PM,21,29,29,26,20,43,75,0.1,1010,28,10,197,15,Angola
2021-01-23,28,25,0.0,10.2,6,67,02:11 PM,01:23 AM,06:03 AM,06:35 PM,21,28,28,26,20,53,74,0.3,1010,28,10,194,15,Angola
2021-01-24,28,24,0.0,11.6,6,74,03:02 PM,02:07 AM,06:03 AM,06:35 PM,21,28,28,26,23,40,74,0.0,1011,28,10,171,17,Angola
2021-01-25,29,24,0.0,11.6,6,81,03:54 PM,02:54 AM,06:04 AM,06:35 PM,21,29,29,26,22,27,75,0.0,1010,29,10,198,16,Angola
2021-01-26,29,25,0.0,11.6,6,88,04:48 PM,03:46 AM,06:04 AM,06:35 PM,22,29,29,27,20,39,76,0.2,1010,29,10,184,15,Angola
2021-01-27,29,25,0.0,10.2,6,96,05:43 PM,04:40 AM,06:04 AM,06:35 PM,22,30,30,27,19,56,77,0.2,1010,29,10,204,14,Angola
2021-01-28,29,25,0.0,11.6,6,100,06:36 PM,05:36 AM,06:05 AM,06:35 PM,23,30,30,27,19,38,78,0.1,1010,29,10,197,14,Angola
2021-01-29,30,25,0.0,11.6,7,90,07:27 PM,06:33 AM,06:05 AM,06:35 PM,23,30,30,27,25,22,78,0.0,1011,30,10,188,18,Angola
2021-01-30,29,25,0.0,11.6,6,82,08:16 PM,07:29 AM,06:05 AM,06:35 PM,22,29,29,26,23,33,79,0.0,1010,29,10,199,18,Angola
2021-01-31,28,26,0.0,8.9,6,79,09:03 PM,08:24 AM,06:06 AM,06:35 PM,22,29,29,26,20,67,76,0.2,1010,28,10,207,15,Angola
2021-02-01,30,24,0.0,11.6,6,63,09:48 PM,09:18 AM,06:06 AM,06:35 PM,22,30,30,27,26,37,76,0.0,1011,30,10,201,20,Angola
2021-02-02,28,26,0.0,10.2,6,55,10:33 PM,10:10 AM,06:06 AM,06:35 PM,22,29,29,26,19,53,76,0.0,1012,28,10,205,14,Angola
2021-02-03,29,25,0.0,10.2,7,48,11:19 PM,11:04 AM,06:07 AM,06:35 PM,22,30,30,27,21,46,76,0.2,1011,29,10,200,16,Angola
2021-02-04,28,25,0.0,11.6,7,40,No moonrise,11:58 AM,06:07 AM,06:35 PM,23,29,29,27,22,33,79,0.0,1011,28,10,193,16,Angola
2021-02-05,29,26,0.0,11.6,6,33,12:07 AM,12:54 PM,06:07 AM,06:34 PM,23,30,30,27,21,44,77,0.0,1010,29,10,218,16,Angola
2021-02-06,29,26,0.0,11.6,6,25,12:58 AM,01:53 PM,06:08 AM,06:34 PM,22,30,30,27,20,46,75,0.0,1011,29,10,211,16,Angola
2021-02-07,28,26,0.0,8.9,6,18,01:53 AM,02:53 PM,06:08 AM,06:34 PM,22,29,29,26,17,61,77,0.1,1010,28,10,236,13,Angola
