date_time,Angola_maxtempC,Angola_mintempC,Angola_totalSnow_cm,Angola_sunHour,Angola_uvIndex,Angola_moon_illumination,Angola_moonrise,Angola_moonset,Angola_sunrise,Angola_sunset,Angola_DewPointC,Angola_FeelsLikeC,Angola_HeatIndexC,Angola_WindChillC,Angola_WindGustKmph,Angola_cloudcover,Angola_humidity,Angola_precipMM,Angola_pressure,Angola_tempC,Angola_visibility,Angola_winddirDegree,Angola_windspeedKmph,Angola_location
2020-08-09,23,20,0.0,8.8,5,59,10:47 PM,10:19 AM,06:19 AM,06:06 PM,17,24,24,22,15,60,77,0.3,1016,23,10,213,11,Angola
2020-08-10,23,20,0.0,10.2,5,52,11:33 PM,10:57 AM,06:19 AM,06:06 PM,18,23,23,22,21,52,78,0.7,1015,23,10,233,16,Angola
2020-08-11,23,21,0.0,11.6,5,45,No moonrise,11:37 AM,06:18 AM,06:06 PM,17,24,24,22,19,40,76,0.3,1014,23,10,235,15,Angola
2020-08-12,24,21,0.0,11.6,5,38,12:18 AM,12:18 PM,06:18 AM,06:06 PM,18,25,25,22,16,45,77,0.0,1014,24,10,234,12,Angola
2020-08-13,24,21,0.0,11.6,5,30,01:07 AM,01:04 PM,06:17 AM,06:06 PM,18,24,24,22,17,40,78,0.3,1013,24,10,227,13,Angola
2020-08-14,24,21,0.0,11.6,5,23,01:59 AM,01:53 PM,06:17 AM,06:06 PM,19,25,25,22,17,44,81,0.6,1012,24,10,250,13,Angola
2020-08-15,23,20,0.0,11.6,5,16,02:53 AM,02:46 PM,06:17 AM,06:06 PM,18,24,24,22,17,45,77,0.3,1012,23,10,271,13,Angola
2020-08-16,23,21,0.0,11.6,5,8,03:49 AM,03:44 PM,06:16 AM,06:06 PM,18,24,24,22,16,42,79,0.3,1012,23,10,238,12,Angola
2020-08-17,23,21,0.0,11.6,5,1,04:45 AM,04:42 PM,06:16 AM,06:06 PM,18,23,23,22,20,50,78,0.3,1013,23,10,227,15,Angola
2020-08-18,23,20,0.0,10.2,5,0,05:41 AM,05:42 PM,06:15 AM,06:06 PM,17,21,22,21,15,56,77,0.2,1011,23,10,235,11,Angola
2020-08-19,23,21,0.0,11.6,5,0,06:34 AM,06:40 PM,06:15 AM,06:06 PM,17,21,22,21,18,50,77,0.2,1011,23,10,278,14,Angola
2020-08-20,23,21,0.0,11.6,5,6,07:25 AM,07:38 PM,06:15 AM,06:06 PM,18,24,24,22,14,41,77,0.2,1011,23,10,260,11,Angola
2020-08-21,24,22,0.0,10.2,5,13,08:14 AM,08:34 PM,06:14 AM,06:06 PM,19,25,25,22,17,45,83,0.8,1011,24,10,244,13,Angola
2020-08-22,25,21,0.0,11.6,5,20,09:02 AM,09:30 PM,06:14 AM,06:06 PM,19,25,25,23,20,37,81,0.3,1012,25,10,247,15,Angola
2020-08-23,24,21,0.0,11.6,5,28,09:49 AM,10:25 PM,06:13 AM,06:06 PM,19,25,25,22,18,45,81,0.5,1013,24,10,266,14,Angola
2020-08-24,24,21,0.0,8.8,5,35,10:37 AM,11:21 PM,06:13 AM,06:06 PM,19,25,25,22,12,54,81,0.2,1012,24,10,261,10,Angola
2020-08-25,24,22,0.0,10.2,5,42,11:28 AM,No moonset,06:12 AM,06:06 PM,20,25,25,22,13,57,84,0.5,1013,24,9,253,10,Angola
2020-08-26,25,21,0.0,8.8,5,50,12:20 PM,12:18 AM,06:12 AM,06:06 PM,20,25,25,23,22,61,83,0.4,1014,25,10,210,16,Angola
2020-08-27,23,20,0.0,8.8,5,57,01:15 PM,01:17 AM,06:11 AM,06:06 PM,19,24,24,22,23,61,82,0.6,1014,23,9,221,17,Angola
2020-08-28,23,21,0.0,11.6,5,64,02:10 PM,02:14 AM,06:11 AM,06:06 PM,17,22,22,22,20,37,75,0.0,1013,23,10,221,15,Angola
2020-08-29,23,21,0.0,11.6,5,71,03:06 PM,03:10 AM,06:10 AM,06:05 PM,16,21,22,21,19,50,73,0.0,1013,23,10,224,15,Angola
2020-08-30,23,19,0.0,11.6,5,79,04:00 PM,04:03 AM,06:10 AM,06:05 PM,17,21,22,21,18,38,76,0.0,1013,23,10,221,14,Angola
2020-08-31,23,21,0.0,11.6,5,82,04:53 PM,04:53 AM,06:09 AM,06:05 PM,18,23,23,22,18,27,78,0.0,1013,23,10,232,13,Angola
2020-09-01,23,21,0.0,11.6,5,97,05:43 PM,05:39 AM,06:09 AM,06:05 PM,18,24,24,22,18,53,81,0.0,1012,23,10,240,14,Angola
2020-09-02,24,21,0.0,10.2,5,100,06:30 PM,06:21 AM,06:08 AM,06:05 PM,18,24,24,22,16,65,79,0.1,1012,24,10,222,12,Angola
2020-09-03,24,21,0.0,8.8,5,88,07:15 PM,07:01 AM,06:07 AM,06:05 PM,19,25,25,22,17,67,82,3.4,1013,24,10,242,12,Angola
2020-09-04,24,21,0.0,10.2,5,81,07:59 PM,07:40 AM,06:07 AM,06:05 PM,19,24,24,22,21,60,84,0.0,1014,24,10,230,16,Angola
2020-09-05,23,21,0.0,11.6,5,73,08:43 PM,08:17 AM,06:06 AM,06:05 PM,19,24,24,22,18,44,81,0.0,1012,23,10,238,14,Angola
2020-09-06,23,21,0.0,11.6,5,66,09:28 PM,08:54 AM,06:06 AM,06:05 PM,18,25,25,22,20,38,79,0.0,1010,23,10,304,16,Angola
2020-09-07,24,21,0.0,11.6,5,58,10:13 PM,09:33 AM,06:05 AM,06:05 PM,19,25,25,22,16,40,83,0.9,1012,24,8,274,12,Angola
2020-09-08,25,22,0.0,10.2,5,50,11:00 PM,10:13 AM,06:05 AM,06:05 PM,20,25,25,23,19,43,81,0.0,1012,25,10,218,14,Angola
2020-09-09,24,22,0.0,10.2,5,43,11:50 PM,10:57 AM,06:04 AM,06:04 PM,19,25,25,23,18,46,81,0.1,1012,24,10,236,14,Angola
2020-09-10,24,22,0.0,10.2,5,35,No moonrise,11:44 AM,06:04 AM,06:04 PM,19,25,25,23,16,53,79,0.5,1012,24,10,257,12,Angola
2020-09-11,25,22,0.0,11.6,5,28,12:41 AM,12:34 PM,06:03 AM,06:04 PM,19,25,25,23,16,37,78,0.7,1012,25,10,249,12,Angola
2020-09-12,25,22,0.0,10.2,5,20,01:36 AM,01:29 PM,06:02 AM,06:04 PM,19,25,25,23,18,37,77,0.2,1013,25,10,229,14,Angola
2020-09-13,25,22,0.0,11.6,5,13,02:30 AM,02:25 PM,06:02 AM,06:04 PM,19,25,25,23,20,37,78,0.2,1014,25,10,222,15,Angola
2020-09-14,24,21,0.0,11.6,5,5,03:26 AM,03:24 PM,06:01 AM,06:04 PM,17,25,25,22,20,41,74,0.2,1014,24,10,244,15,Angola
2020-09-15,23,21,0.0,10.2,5,0,04:19 AM,04:23 PM,06:01 AM,06:04 PM,18,25,25,22,19,50,76,0.5,1014,23,10,255,14,Angola
2020-09-16,24,22,0.0,12.0,5,0,05:12 AM,05:22 PM,06:00 AM,06:04 PM,18,25,25,23,17,45,76,0.1,1012,24,10,237,13,Angola
2020-09-17,24,22,0.0,12.4,5,0,06:02 AM,06:19 PM,05:59 AM,06:03 PM,18,25,25,23,16,50,75,0.0,1012,24,10,223,13,Angola
2020-09-18,24,22,0.0,12.4,5,2,06:51 AM,07:16 PM,05:59 AM,06:03 PM,18,25,25,23,15,37,77,0.4,1013,24,10,247,12,Angola
2020-09-19,24,22,0.0,12.5,5,10,07:40 AM,08:13 PM,05:58 AM,06:03 PM,18,25,25,23,16,24,77,0.1,1013,24,10,258,13,Angola
2020-09-20,23,22,0.0,10.5,5,17,08:29 AM,09:12 PM,05:58 AM,06:03 PM,18,25,25,22,17,65,76,0.8,1012,23,10,270,14,Angola
2020-09-21,24,22,0.0,11.8,5,25,09:21 AM,10:10 PM,05:57 AM,06:03 PM,18,25,25,23,17,55,77,0.4,1013,24,10,295,14,Angola
2020-09-22,24,22,0.0,11.8,5,32,10:14 AM,11:10 PM,05:57 AM,06:03 PM,19,25,25,23,14,48,78,0.0,1015,24,10,264,11,Angola
2020-09-23,25,22,0.0,12.5,5,40,11:09 AM,No moonset,05:56 AM,06:03 PM,19,25,25,23,16,47,79,0.1,1014,25,10,241,13,Angola
2020-09-24,25,23,0.0,11.8,5,47,12:06 PM,12:09 AM,05:55 AM,06:03 PM,20,25,25,23,19,59,81,0.4,1014,25,10,244,15,Angola
2020-09-25,25,22,0.0,12.5,5,55,01:02 PM,01:06 AM,05:55 AM,06:03 PM,19,25,25,23,20,51,79,0.5,1014,25,10,239,16,Angola
2020-09-26,25,22,0.0,12.5,5,62,01:57 PM,02:00 AM,05:54 AM,06:03 PM,19,25,25,23,20,37,77,0.3,1013,25,10,235,16,Angola
2020-09-27,25,23,0.0,10.5,5,70,02:49 PM,02:51 AM,05:54 AM,06:02 PM,20,25,25,23,21,56,79,0.9,1012,25,10,234,16,Angola
2020-09-28,24,22,0.0,12.5,5,78,03:39 PM,03:37 AM,05:53 AM,06:02 PM,20,25,25,23,20,53,81,1.0,1012,24,10,249,16,Angola
2020-09-29,25,23,0.0,10.5,5,85,04:27 PM,04:20 AM,05:52 AM,06:02 PM,20,26,26,24,18,63,79,0.8,1013,25,10,245,14,Angola
2020-09-30,25,23,0.0,10.5,5,93,05:12 PM,05:00 AM,05:52 AM,06:02 PM,20,26,26,24,17,60,79,1.0,1012,25,10,250,14,Angola
2020-10-01,25,22,0.0,10.5,5,97,05:57 PM,05:39 AM,05:51 AM,06:02 PM,20,26,26,24,16,69,80,0.6,1011,25,10,251,12,Angola
2020-10-02,26,23,0.0,11.8,5,100,06:40 PM,06:16 AM,05:51 AM,06:02 PM,20,26,26,24,22,51,80,0.5,1011,26,10,216,17,Angola
2020-10-03,25,23,0.0,10.5,5,89,07:25 PM,06:54 AM,05:50 AM,06:02 PM,20,26,26,24,19,72,80,2.3,1012,25,10,234,15,Angola
2020-10-04,25,23,0.0,11.8,5,82,08:09 PM,07:32 AM,05:50 AM,06:02 PM,20,26,26,24,17,53,80,0.0,1012,25,10,232,14,Angola
2020-10-05,25,21,0.0,12.5,5,74,08:56 PM,08:11 AM,05:49 AM,06:02 PM,20,26,26,24,17,47,79,0.0,1012,25,10,255,14,Angola
2020-10-06,25,23,0.0,12.5,6,67,09:44 PM,08:53 AM,05:49 AM,06:02 PM,20,26,26,24,18,20,78,0.0,1011,25,10,258,15,Angola
2020-10-07,25,23,0.0,12.5,5,60,10:34 PM,09:39 AM,05:48 AM,06:02 PM,19,26,26,24,21,35,75,0.1,1012,25,10,290,16,Angola
2020-10-08,25,23,0.0,11.8,5,53,11:27 PM,10:26 AM,05:48 AM,06:02 PM,19,26,26,24,15,52,77,0.0,1013,25,10,291,11,Angola
2020-10-09,24,23,0.0,11.8,5,45,No moonrise,11:18 AM,05:47 AM,06:02 PM,19,25,25,23,18,56,79,0.1,1014,24,10,256,14,Angola
2020-10-10,25,23,0.0,11.8,5,38,12:20 AM,12:13 PM,05:47 AM,06:02 PM,20,26,26,24,17,55,78,0.1,1013,25,10,232,13,Angola
2020-10-11,25,23,0.0,10.5,5,31,01:14 AM,01:09 PM,05:46 AM,06:02 PM,20,26,26,24,18,67,79,0.9,1012,25,9,240,14,Angola
2020-10-12,25,23,0.0,12.6,5,23,02:07 AM,02:06 PM,05:46 AM,06:02 PM,19,26,26,24,19,60,76,0.4,1012,25,10,252,15,Angola
2020-10-13,26,23,0.0,12.6,6,16,02:58 AM,03:04 PM,05:45 AM,06:02 PM,20,26,26,24,22,56,76,0.2,1012,26,10,234,17,Angola
2020-10-14,26,20,0.0,12.6,5,9,03:48 AM,04:01 PM,05:45 AM,06:02 PM,19,26,26,24,19,49,74,0.1,1012,26,10,245,16,Angola
2020-10-15,25,23,0.0,11.8,5,2,04:37 AM,04:58 PM,05:44 AM,06:02 PM,20,26,26,24,17,65,77,4.6,1013,25,10,262,13,Angola
2020-10-16,26,23,0.0,10.5,5,0,05:26 AM,05:55 PM,05:44 AM,06:02 PM,21,26,26,24,18,67,81,6.3,1012,26,10,231,14,Angola
2020-10-17,26,24,0.0,10.5,6,0,06:15 AM,06:54 PM,05:43 AM,06:02 PM,22,27,27,25,18,61,82,6.7,1011,26,10,227,14,Angola
2020-10-18,27,24,0.0,10.5,6,5,07:07 AM,07:54 PM,05:43 AM,06:02 PM,21,27,27,25,20,63,79,1.6,1011,27,10,230,15,Angola
2020-10-19,27,24,0.0,11.9,6,13,08:01 AM,08:56 PM,05:42 AM,06:02 PM,21,27,27,25,18,47,77,1.2,1011,27,10,240,14,Angola
2020-10-20,26,24,0.0,11.9,6,20,08:58 AM,09:58 PM,05:42 AM,06:02 PM,21,27,27,25,20,58,78,0.7,1011,26,10,247,15,Angola
2020-10-21,26,24,0.0,10.5,6,27,09:56 AM,10:58 PM,05:42 AM,06:02 PM,21,27,27,25,18,52,79,0.8,1012,26,10,255,13,Angola
2020-10-22,27,24,0.0,10.5,6,35,10:54 AM,11:55 PM,05:41 AM,06:02 PM,22,27,27,25,17,59,81,0.6,1012,27,10,225,14,Angola
2020-10-23,26,24,0.0,10.5,6,42,11:52 AM,No moonset,05:41 AM,06:02 PM,21,27,27,25,19,57,80,0.3,1012,26,10,223,15,Angola
2020-10-24,26,24,0.0,10.5,6,49,12:45 PM,12:48 AM,05:41 AM,06:02 PM,21,27,27,25,21,65,80,1.0,1012,26,9,230,16,Angola
2020-10-25,27,25,0.0,9.2,6,56,01:37 PM,01:36 AM,05:40 AM,06:02 PM,22,28,28,26,17,74,81,0.9,1011,27,10,240,13,Angola
2020-10-26,26,24,0.0,10.5,6,64,02:25 PM,02:20 AM,05:40 AM,06:02 PM,22,27,27,25,20,73,82,0.7,1010,26,8,241,16,Angola
2020-10-27,27,24,0.0,10.5,6,71,03:11 PM,03:01 AM,05:40 AM,06:03 PM,22,28,28,25,16,62,81,0.3,1010,27,10,225,12,Angola
2020-10-28,26,24,0.0,10.5,6,78,03:55 PM,03:40 AM,05:39 AM,06:03 PM,22,27,27,25,19,54,83,0.3,1011,26,10,228,14,Angola
2020-10-29,27,24,0.0,10.5,6,85,04:38 PM,04:17 AM,05:39 AM,06:03 PM,22,28,28,25,22,56,80,0.7,1011,27,10,227,16,Angola
2020-10-30,27,25,0.0,10.5,6,93,05:23 PM,04:54 AM,05:39 AM,06:03 PM,22,28,28,26,19,61,78,0.7,1012,27,10,231,14,Angola
2020-10-31,27,25,0.0,10.5,6,97,06:07 PM,05:32 AM,05:38 AM,06:03 PM,22,28,28,26,19,51,79,0.3,1011,27,10,227,15,Angola
2020-11-01,27,25,0.0,11.9,6,89,06:53 PM,06:10 AM,05:38 AM,06:03 PM,22,28,28,26,19,61,78,1.8,1010,27,10,234,15,Angola
2020-11-02,28,25,0.0,12.7,6,81,07:41 PM,06:52 AM,05:38 AM,06:04 PM,22,28,28,26,18,47,78,0.2,1011,28,10,231,14,Angola
2020-11-03,28,25,0.0,12.7,6,74,08:31 PM,07:36 AM,05:38 AM,06:04 PM,22,29,29,26,22,44,79,0.1,1011,28,10,209,17,Angola
2020-11-04,27,25,0.0,12.7,6,66,09:23 PM,08:23 AM,05:38 AM,06:04 PM,22,28,28,26,19,50,78,0.1,1011,27,10,227,15,Angola
2020-11-05,27,25,0.0,11.9,6,58,10:15 PM,09:14 AM,05:37 AM,06:04 PM,22,28,28,26,21,53,80,0.1,1010,27,10,237,16,Angola
2020-11-06,27,25,0.0,10.6,6,51,11:08 PM,10:06 AM,05:37 AM,06:05 PM,22,28,28,26,21,58,80,0.3,1012,27,10,233,16,Angola
2020-11-07,28,25,0.0,11.9,6,43,11:59 PM,11:01 AM,05:37 AM,06:05 PM,22,29,29,26,20,56,77,0.1,1012,28,10,223,16,Angola
2020-11-08,28,25,0.0,12.7,6,36,No moonrise,11:56 AM,05:37 AM,06:05 PM,21,28,28,26,22,42,75,1.3,1012,28,10,223,17,Angola
2020-11-09,27,24,0.0,12.7,6,28,12:50 AM,12:51 PM,05:37 AM,06:05 PM,20,27,27,25,18,37,74,0.1,1013,27,10,243,14,Angola
2020-11-10,26,24,0.0,11.9,6,21,01:38 AM,01:46 PM,05:37 AM,06:06 PM,21,27,27,25,15,53,77,2.0,1012,26,10,253,12,Angola
2020-11-11,27,25,0.0,12.7,6,13,02:25 AM,02:41 PM,05:37 AM,06:06 PM,22,28,28,26,20,46,81,0.6,1011,27,10,216,15,Angola
2020-11-12,27,25,0.0,9.2,6,6,03:13 AM,03:37 PM,05:37 AM,06:06 PM,23,29,29,26,10,70,81,1.5,1011,27,8,223,8,Angola
2020-11-13,28,25,0.0,11.9,6,0,04:01 AM,04:34 PM,05:36 AM,06:07 PM,22,29,29,26,23,66,80,1.6,1012,28,10,223,18,Angola
2020-11-14,28,26,0.0,11.9,6,0,04:50 AM,05:33 PM,05:36 AM,06:07 PM,22,29,29,26,17,59,76,0.1,1011,28,10,227,13,Angola
2020-11-15,27,25,0.0,10.6,6,0,05:43 AM,06:35 PM,05:36 AM,06:07 PM,21,28,28,26,19,63,76,0.2,1010,27,10,227,15,Angola
2020-11-16,27,25,0.0,10.6,6,2,06:39 AM,07:38 PM,05:36 AM,06:08 PM,21,28,28,26,20,68,76,0.5,1011,27,10,235,15,Angola
2020-11-17,27,25,0.0,11.9,6,9,07:39 AM,08:41 PM,05:36 AM,06:08 PM,21,28,28,26,19,63,74,0.1,1011,27,10,224,15,Angola
2020-11-18,27,25,0.0,12.7,6,17,08:39 AM,09:43 PM,05:36 AM,06:08 PM,22,28,28,26,16,57,78,0.8,1010,27,10,219,12,Angola
2020-11-19,27,25,0.0,11.9,6,24,09:40 AM,10:39 PM,05:37 AM,06:09 PM,21,28,28,26,17,64,73,0.1,1010,27,10,212,13,Angola
2020-11-20,27,22,0.0,11.9,6,32,10:37 AM,11:31 PM,05:37 AM,06:09 PM,21,27,27,25,18,59,74,0.2,1010,27,10,208,14,Angola
2020-11-21,28,25,0.0,10.6,6,39,11:31 AM,No moonset,05:37 AM,06:10 PM,21,28,28,26,18,67,71,0.0,1010,28,10,224,14,Angola
2020-11-22,27,25,0.0,9.3,6,47,12:21 PM,12:17 AM,05:37 AM,06:10 PM,21,28,28,26,17,67,75,0.3,1011,27,10,240,13,Angola
2020-11-23,27,25,0.0,11.9,6,54,01:08 PM,01:00 AM,05:37 AM,06:10 PM,21,28,28,26,18,65,78,0.0,1012,27,10,203,13,Angola
2020-11-24,27,22,0.0,10.6,6,62,01:53 PM,01:40 AM,05:37 AM,06:11 PM,21,27,27,25,16,53,76,0.0,1012,27,10,196,12,Angola
2020-11-25,27,25,0.0,10.6,6,70,02:36 PM,02:17 AM,05:37 AM,06:11 PM,22,28,28,26,15,55,77,0.2,1011,27,10,216,11,Angola
2020-11-26,27,25,0.0,12.8,6,77,03:20 PM,02:54 AM,05:37 AM,06:12 PM,21,28,28,26,17,47,76,0.7,1010,27,10,235,13,Angola
2020-11-27,26,24,0.0,12.7,6,85,04:04 PM,03:31 AM,05:38 AM,06:12 PM,22,28,28,26,13,48,77,0.0,1011,26,10,201,10,Angola
2020-11-28,27,26,0.0,10.6,6,92,04:49 PM,04:09 AM,05:38 AM,06:13 PM,23,29,29,26,16,62,81,0.8,1011,27,8,227,12,Angola
2020-11-29,29,25,0.0,10.6,6,100,05:37 PM,04:50 AM,05:38 AM,06:13 PM,23,29,29,27,15,62,79,0.1,1011,29,10,200,12,Angola
2020-11-30,27,25,0.0,8.0,6,100,06:26 PM,05:34 AM,05:38 AM,06:14 PM,23,29,29,26,16,68,82,9.8,1012,27,10,170,11,Angola
2020-12-01,28,24,0.0,10.6,6,89,07:19 PM,06:20 AM,05:38 AM,06:14 PM,23,29,29,26,19,65,81,0.5,1011,28,10,208,14,Angola
2020-12-02,27,25,0.0,12.8,6,82,08:11 PM,07:10 AM,05:39 AM,06:15 PM,22,29,29,26,16,58,78,0.0,1010,27,10,229,12,Angola
2020-12-03,27,25,0.0,10.6,6,75,09:05 PM,08:02 AM,05:39 AM,06:15 PM,22,29,29,26,16,64,80,0.5,1012,27,10,205,12,Angola
2020-12-04,28,25,0.0,9.3,6,67,09:57 PM,08:57 AM,05:39 AM,06:16 PM,23,29,29,26,13,71,81,1.0,1012,28,10,201,10,Angola
2020-12-05,26,25,0.0,12.8,6,60,10:47 PM,09:52 AM,05:40 AM,06:16 PM,23,28,28,26,19,48,83,1.5,1012,26,10,217,14,Angola
2020-12-06,26,25,0.0,10.6,6,53,11:35 PM,10:46 AM,05:40 AM,06:17 PM,21,28,28,25,14,67,79,0.1,1012,26,10,203,11,Angola
2020-12-07,27,25,0.0,10.6,6,46,No moonrise,11:40 AM,05:40 AM,06:17 PM,22,28,28,26,20,51,80,0.1,1012,27,10,208,15,Angola
2020-12-08,28,25,0.0,11.9,6,38,12:21 AM,12:32 PM,05:41 AM,06:18 PM,22,29,29,26,19,59,77,0.1,1013,28,10,224,14,Angola
2020-12-09,26,20,0.0,9.3,6,31,01:06 AM,01:26 PM,05:41 AM,06:18 PM,21,27,27,24,17,75,78,0.2,1012,26,9,151,12,Angola
2020-12-10,27,24,0.0,12.8,7,24,01:52 AM,02:19 PM,05:41 AM,06:19 PM,21,28,28,26,21,42,76,0.0,1011,27,10,206,16,Angola
2020-12-11,27,24,0.0,12.8,6,17,02:38 AM,03:16 PM,05:42 AM,06:19 PM,21,28,28,26,19,30,77,0.0,1012,27,10,198,14,Angola
2020-12-12,27,24,0.0,11.9,6,9,03:28 AM,04:14 PM,05:42 AM,06:20 PM,21,27,27,25,18,46,77,0.0,1011,27,10,212,14,Angola
2020-12-13,27,24,0.0,12.8,6,2,04:21 AM,05:16 PM,05:43 AM,06:20 PM,20,27,27,25,15,36,73,0.0,1010,27,10,216,12,Angola
2020-12-14,27,23,0.0,11.9,6,0,05:18 AM,06:19 PM,05:43 AM,06:21 PM,20,27,27,25,14,49,72,0.0,1010,27,10,249,11,Angola
2020-12-15,27,23,0.0,12.8,6,0,06:18 AM,07:23 PM,05:43 AM,06:21 PM,20,27,27,25,20,26,77,0.0,1010,27,10,206,15,Angola
2020-12-16,27,24,0.0,11.9,6,5,07:20 AM,08:23 PM,05:44 AM,06:22 PM,21,27,27,25,17,56,77,0.1,1011,27,10,218,13,Angola
2020-12-17,26,24,0.0,11.9,6,12,08:21 AM,09:19 PM,05:44 AM,06:22 PM,20,26,26,25,14,49,76,0.0,1011,26,10,226,11,Angola
2020-12-18,26,24,0.0,11.9,6,20,09:18 AM,10:09 PM,05:45 AM,06:23 PM,21,27,27,25,18,53,76,0.1,1011,26,10,222,14,Angola
2020-12-19,26,24,0.0,11.9,6,27,10:11 AM,10:55 PM,05:45 AM,06:23 PM,19,27,27,25,17,50,72,0.4,1011,26,10,241,13,Angola
2020-12-20,26,21,0.0,11.9,6,34,11:01 AM,11:36 PM,05:46 AM,06:24 PM,21,26,26,24,14,56,76,0.1,1011,26,10,227,11,Angola
2020-12-21,27,24,0.0,11.9,6,41,11:48 AM,No moonset,05:46 AM,06:24 PM,20,27,27,25,13,46,71,0.4,1011,27,10,169,9,Angola
2020-12-22,27,24,0.0,12.8,6,49,12:32 PM,12:15 AM,05:47 AM,06:25 PM,22,28,28,26,20,37,81,0.1,1011,27,10,223,15,Angola
2020-12-23,28,25,0.0,10.6,6,56,01:16 PM,12:52 AM,05:47 AM,06:25 PM,23,29,29,26,18,67,80,0.5,1011,28,10,181,13,Angola
2020-12-24,27,25,0.0,8.0,6,63,02:00 PM,01:30 AM,05:48 AM,06:26 PM,22,28,28,26,11,76,82,2.7,1010,27,8,215,8,Angola
2020-12-25,29,25,0.0,12.8,6,70,02:44 PM,02:07 AM,05:48 AM,06:26 PM,22,29,29,26,19,52,79,0.0,1009,29,10,213,14,Angola
2020-12-26,28,25,0.0,12.8,6,78,03:31 PM,02:47 AM,05:49 AM,06:27 PM,22,29,29,26,19,42,81,0.0,1009,28,10,208,14,Angola
2020-12-27,28,25,0.0,12.8,6,85,04:20 PM,03:29 AM,05:49 AM,06:27 PM,22,29,29,26,20,57,79,0.1,1009,28,10,215,16,Angola
2020-12-28,28,25,0.0,10.6,6,92,05:12 PM,04:14 AM,05:50 AM,06:28 PM,22,29,29,26,17,66,78,0.5,1009,28,10,244,13,Angola
2020-12-29,28,25,0.0,12.8,6,100,06:05 PM,05:04 AM,05:50 AM,06:28 PM,22,29,29,26,20,45,79,0.0,1009,28,10,226,15,Angola
2020-12-30,27,25,0.0,11.9,6,100,06:59 PM,05:56 AM,05:51 AM,06:29 PM,22,29,29,26,18,54,78,0.3,1010,27,10,225,14,Angola
2020-12-31,28,25,0.0,10.6,6,89,07:52 PM,06:51 AM,05:51 AM,06:29 PM,22,29,29,26,18,62,79,1.1,1011,28,10,218,13,Angola
2021-01-01,28,25,0.0,11.9,6,79,08:44 PM,07:47 AM,05:52 AM,06:29 PM,22,29,29,26,19,56,79,0.0,1010,28,10,209,15,Angola
2021-01-02,28,25,0.0,11.9,6,71,09:33 PM,08:42 AM,05:53 AM,06:30 PM,22,29,29,26,19,58,79,0.2,1010,28,10,231,15,Angola
2021-01-03,28,25,0.0,12.8,6,64,10:20 PM,09:37 AM,05:53 AM,06:30 PM,22,29,29,26,20,42,78,0.0,1011,28,10,205,15,Angola
2021-01-04,28,25,0.0,12.8,6,57,11:05 PM,10:29 AM,05:54 AM,06:31 PM,22,29,29,26,18,41,78,0.0,1010,28,10,224,14,Angola
2021-01-05,29,26,0.0,12.8,6,50,11:49 PM,11:22 AM,05:54 AM,06:31 PM,23,30,30,27,21,45,78,0.1,1010,29,10,204,16,Angola
2021-01-06,28,25,0.0,12.8,6,42,No moonrise,12:13 PM,05:55 AM,06:31 PM,22,29,29,26,21,34,77,0.0,1010,28,10,212,16,Angola
2021-01-07,27,25,0.0,9.3,6,35,12:34 AM,01:07 PM,05:55 AM,06:32 PM,22,28,28,26,14,62,77,0.1,1011,27,10,224,10,Angola
2021-01-08,28,25,0.0,12.8,7,28,01:21 AM,02:02 PM,05:56 AM,06:32 PM,21,28,28,26,21,14,75,0.0,1010,28,10,211,15,Angola
2021-01-09,28,22,0.0,12.8,6,20,02:10 AM,03:01 PM,05:56 AM,06:32 PM,20,27,27,25,17,20,72,0.1,1011,28,10,246,13,Angola
2021-01-10,27,23,0.0,11.9,6,13,03:04 AM,04:02 PM,05:57 AM,06:33 PM,19,27,27,25,16,37,71,0.0,1010,27,10,200,12,Angola
2021-01-11,27,24,0.0,12.8,6,6,04:01 AM,05:04 PM,05:57 AM,06:33 PM,19,27,27,25,15,31,68,0.0,1011,27,10,237,11,Angola
2021-01-12,27,23,0.0,12.8,7,0,05:02 AM,06:05 PM,05:58 AM,06:33 PM,20,27,27,25,19,12,71,0.0,1011,27,10,209,14,Angola
2021-01-13,27,24,0.0,10.6,6,0,06:02 AM,07:03 PM,05:58 AM,06:33 PM,20,27,27,25,16,44,74,0.4,1012,27,10,221,12,Angola
2021-01-14,27,25,0.0,10.6,6,1,07:02 AM,07:57 PM,05:59 AM,06:34 PM,20,28,28,26,14,53,72,0.9,1012,27,10,242,10,Angola
2021-01-15,29,24,0.0,12.8,6,8,07:58 AM,08:45 PM,05:59 AM,06:34 PM,21,28,28,26,22,20,73,0.0,1010,29,10,200,17,Angola
2021-01-16,28,23,0.0,12.3,6,16,08:50 AM,09:30 PM,06:00 AM,06:34 PM,21,28,28,26,23,24,76,0.0,1010,28,10,184,17,Angola
2021-01-17,28,24,0.0,12.3,6,23,09:39 AM,10:10 PM,06:00 AM,06:34 PM,21,28,28,26,22,39,75,0.0,1010,28,10,190,17,Angola
2021-01-18,28,24,0.0,11.6,6,30,10:25 AM,10:48 PM,06:01 AM,06:34 PM,21,28,28,26,23,38,75,0.0,1010,28,10,191,17,Angola
2021-01-19,28,24,0.0,11.6,6,38,11:10 AM,11:26 PM,06:01 AM,06:34 PM,21,28,28,26,21,33,75,0.0,1010,28,10,193,15,Angola
