date_time,Zimbabwe_maxtempC,Zimbabwe_mintempC,Zimbabwe_totalSnow_cm,Zimbabwe_sunHour,Zimbabwe_uvIndex,Zimbabwe_moon_illumination,Zimbabwe_moonrise,Zimbabwe_moonset,Zimbabwe_sunrise,Zimbabwe_sunset,Zimbabwe_DewPointC,Zimbabwe_FeelsLikeC,Zimbabwe_HeatIndexC,Zimbabwe_WindChillC,Zimbabwe_WindGustKmph,Zimbabwe_cloudcover,Zimbabwe_humidity,Zimbabwe_precipMM,Zimbabwe_pressure,Zimbabwe_tempC,Zimbabwe_visibility,Zimbabwe_winddirDegree,Zimbabwe_windspeedKmph,Zimbabwe_location
2020-01-01,30,19,0.0,13.1,7,37,10:36 AM,11:15 PM,05:24 AM,06:34 PM,13,26,26,25,14,16,52,0.0,1010,30,10,107,9,Zimbabwe
2020-01-02,31,18,0.0,13.1,7,44,11:24 AM,11:50 PM,05:25 AM,06:35 PM,13,25,25,25,12,19,56,0.1,1011,31,10,106,9,Zimbabwe
2020-01-03,31,18,0.0,13.1,7,51,12:11 PM,No moonset,05:25 AM,06:35 PM,11,25,25,25,14,18,52,0.1,1012,31,10,84,9,Zimbabwe
2020-01-04,29,18,0.0,13.1,5,59,12:59 PM,12:24 AM,05:26 AM,06:35 PM,15,23,23,23,14,41,68,1.0,1013,29,9,65,10,Zimbabwe
2020-01-05,34,18,0.0,13.1,7,66,01:48 PM,01:00 AM,05:26 AM,06:35 PM,13,26,26,26,14,23,58,0.1,1011,34,9,74,9,Zimbabwe
2020-01-06,32,18,0.0,13.1,6,73,02:39 PM,01:38 AM,05:27 AM,06:36 PM,14,26,26,25,12,39,60,0.4,1009,32,10,44,8,Zimbabwe
2020-01-07,28,18,0.0,12.0,5,80,03:34 PM,02:19 AM,05:28 AM,06:36 PM,16,23,23,22,15,56,69,1.7,1010,28,10,79,10,Zimbabwe
2020-01-08,28,18,0.0,10.7,5,88,04:31 PM,03:05 AM,05:28 AM,06:36 PM,16,24,24,23,14,45,66,2.9,1011,28,10,58,9,Zimbabwe
2020-01-09,28,19,0.0,12.0,5,95,05:30 PM,03:56 AM,05:29 AM,06:36 PM,17,23,23,22,11,52,73,4.7,1010,28,10,123,7,Zimbabwe
2020-01-10,26,18,0.0,13.1,5,100,06:29 PM,04:52 AM,05:30 AM,06:37 PM,17,23,23,22,11,58,77,7.2,1011,26,9,101,8,Zimbabwe
2020-01-11,26,17,0.0,10.7,5,100,07:27 PM,05:53 AM,05:30 AM,06:37 PM,16,22,22,21,19,61,76,14.0,1013,26,8,109,13,Zimbabwe
2020-01-12,25,18,0.0,8.2,5,83,08:21 PM,06:56 AM,05:31 AM,06:37 PM,18,22,22,21,9,78,84,53.7,1013,25,7,173,5,Zimbabwe
2020-01-13,25,18,0.0,8.2,5,76,09:11 PM,07:59 AM,05:31 AM,06:37 PM,18,22,22,21,15,69,82,40.3,1011,25,7,82,9,Zimbabwe
2020-01-14,23,18,0.0,9.4,5,69,09:57 PM,09:01 AM,05:32 AM,06:37 PM,17,20,20,20,15,71,87,34.3,1011,23,6,92,8,Zimbabwe
2020-01-15,22,17,0.0,9.4,4,61,10:41 PM,10:01 AM,05:33 AM,06:37 PM,17,19,19,19,14,75,89,64.8,1012,22,7,114,10,Zimbabwe
2020-01-16,21,17,0.0,8.2,4,54,11:24 PM,10:59 AM,05:33 AM,06:37 PM,17,19,19,19,13,74,89,19.3,1012,21,8,153,9,Zimbabwe
2020-01-17,24,18,0.0,8.1,5,47,No moonrise,11:57 AM,05:34 AM,06:37 PM,18,22,22,21,11,69,86,25.2,1009,24,7,56,7,Zimbabwe
2020-01-18,24,19,0.0,8.1,5,40,12:06 AM,12:54 PM,05:35 AM,06:37 PM,19,21,22,21,16,72,88,34.1,1007,24,6,149,10,Zimbabwe
2020-01-19,24,19,0.0,8.1,5,32,12:49 AM,01:52 PM,05:35 AM,06:37 PM,19,22,22,21,21,69,86,33.8,1006,24,8,231,12,Zimbabwe
2020-01-20,22,16,0.0,12.0,5,25,01:35 AM,02:49 PM,05:36 AM,06:37 PM,16,19,20,19,22,55,84,2.0,1010,22,10,162,17,Zimbabwe
2020-01-21,23,15,0.0,13.0,5,18,02:22 AM,03:47 PM,05:36 AM,06:37 PM,13,18,20,18,18,42,75,0.0,1012,23,10,156,14,Zimbabwe
2020-01-22,26,13,0.0,13.0,6,11,03:14 AM,04:44 PM,05:37 AM,06:37 PM,11,19,20,19,14,12,68,0.0,1012,26,9,143,9,Zimbabwe
2020-01-23,27,14,0.0,13.0,6,3,04:06 AM,05:38 PM,05:38 AM,06:37 PM,13,21,21,21,13,12,65,0.0,1012,27,10,77,8,Zimbabwe
2020-01-24,26,16,0.0,13.0,6,0,05:01 AM,06:28 PM,05:38 AM,06:37 PM,14,22,22,21,14,33,71,0.1,1015,26,8,74,10,Zimbabwe
2020-01-25,27,16,0.0,13.0,6,0,05:55 AM,07:15 PM,05:39 AM,06:37 PM,14,22,22,21,12,29,67,0.4,1014,27,9,84,8,Zimbabwe
2020-01-26,29,15,0.0,13.0,6,4,06:48 AM,07:57 PM,05:40 AM,06:37 PM,14,24,24,23,11,18,66,0.0,1013,29,9,75,7,Zimbabwe
2020-01-27,28,17,0.0,13.0,6,11,07:40 AM,08:36 PM,05:40 AM,06:37 PM,15,24,24,23,16,22,66,0.0,1012,28,9,120,11,Zimbabwe
2020-01-28,25,17,0.0,10.7,5,18,08:29 AM,09:13 PM,05:41 AM,06:36 PM,15,21,21,21,20,46,72,4.6,1014,25,10,112,13,Zimbabwe
2020-01-29,26,16,0.0,10.7,5,26,09:17 AM,09:48 PM,05:41 AM,06:36 PM,16,21,21,21,14,62,77,3.5,1014,26,10,93,9,Zimbabwe
2020-01-30,25,17,0.0,11.9,5,33,10:04 AM,10:22 PM,05:42 AM,06:36 PM,16,20,21,20,12,56,79,11.7,1015,25,8,74,8,Zimbabwe
2020-01-31,25,16,0.0,12.9,5,37,10:51 AM,10:57 PM,05:42 AM,06:36 PM,13,20,21,20,14,32,69,0.2,1015,25,9,101,10,Zimbabwe
2020-02-01,27,15,0.0,12.9,6,49,11:39 AM,11:33 PM,05:43 AM,06:36 PM,10,21,21,21,14,26,59,0.0,1014,27,10,106,9,Zimbabwe
2020-02-02,26,15,0.0,12.9,6,57,12:28 PM,No moonset,05:43 AM,06:35 PM,13,21,21,21,12,22,64,0.0,1015,26,10,86,8,Zimbabwe
2020-02-03,26,16,0.0,11.9,5,64,01:20 PM,12:12 AM,05:44 AM,06:35 PM,15,21,21,21,13,36,70,0.4,1015,26,10,89,8,Zimbabwe
2020-02-04,26,16,0.0,10.6,5,72,02:15 PM,12:54 AM,05:45 AM,06:35 PM,16,21,21,20,15,56,78,6.6,1014,26,9,54,10,Zimbabwe
2020-02-05,26,18,0.0,10.6,5,79,03:12 PM,01:42 AM,05:45 AM,06:34 PM,16,22,22,22,15,71,75,6.2,1013,26,9,44,10,Zimbabwe
2020-02-06,24,18,0.0,8.1,5,87,04:11 PM,02:35 AM,05:46 AM,06:34 PM,18,20,21,20,17,75,84,24.8,1012,24,8,59,10,Zimbabwe
2020-02-07,24,18,0.0,8.1,5,95,05:09 PM,03:33 AM,05:46 AM,06:34 PM,17,20,20,20,20,84,86,21.4,1013,24,9,51,12,Zimbabwe
2020-02-08,24,18,0.0,8.0,5,100,06:06 PM,04:35 AM,05:47 AM,06:33 PM,18,20,21,20,20,74,85,13.6,1013,24,9,42,13,Zimbabwe
2020-02-09,22,18,0.0,9.3,5,100,06:59 PM,05:40 AM,05:47 AM,06:33 PM,17,19,20,19,19,68,89,8.9,1013,22,9,153,13,Zimbabwe
2020-02-10,22,18,0.0,9.3,5,83,07:49 PM,06:44 AM,05:47 AM,06:32 PM,17,20,20,20,22,74,84,5.9,1012,22,7,105,15,Zimbabwe
2020-02-11,20,18,0.0,8.0,4,75,08:35 PM,07:48 AM,05:48 AM,06:32 PM,17,18,18,18,21,84,94,21.9,1011,20,9,23,14,Zimbabwe
2020-02-12,19,16,0.0,8.0,4,68,09:20 PM,08:49 AM,05:48 AM,06:31 PM,17,18,18,18,21,82,95,67.0,1011,19,8,96,14,Zimbabwe
2020-02-13,22,16,0.0,10.6,4,60,10:03 PM,09:49 AM,05:49 AM,06:31 PM,15,18,19,18,17,57,80,0.7,1012,22,10,118,12,Zimbabwe
2020-02-14,23,16,0.0,8.0,5,53,10:47 PM,10:48 AM,05:49 AM,06:30 PM,17,19,20,19,18,69,89,11.8,1012,23,7,87,11,Zimbabwe
2020-02-15,24,17,0.0,8.0,5,45,11:33 PM,11:47 AM,05:50 AM,06:30 PM,18,20,21,20,19,80,87,10.9,1013,24,8,48,13,Zimbabwe
2020-02-16,25,17,0.0,8.0,5,38,No moonrise,12:45 PM,05:50 AM,06:29 PM,18,21,21,21,15,74,84,14.8,1014,25,8,60,9,Zimbabwe
2020-02-17,27,18,0.0,10.6,5,30,12:20 AM,01:43 PM,05:51 AM,06:29 PM,17,22,22,21,10,62,79,1.4,1014,27,8,56,7,Zimbabwe
2020-02-18,26,16,0.0,12.8,5,22,01:10 AM,02:39 PM,05:51 AM,06:28 PM,16,21,21,20,14,46,77,0.3,1014,26,8,61,9,Zimbabwe
2020-02-19,26,16,0.0,12.8,6,15,02:02 AM,03:34 PM,05:51 AM,06:28 PM,13,22,22,21,12,14,67,0.0,1014,26,10,80,8,Zimbabwe
2020-02-20,27,16,0.0,12.8,5,7,02:55 AM,04:24 PM,05:52 AM,06:27 PM,15,23,23,22,7,38,72,0.7,1013,27,10,74,5,Zimbabwe
2020-02-21,28,17,0.0,10.6,5,0,03:49 AM,05:12 PM,05:52 AM,06:27 PM,17,24,24,23,8,62,74,1.5,1012,28,9,104,5,Zimbabwe
2020-02-22,27,18,0.0,8.0,5,0,04:42 AM,05:55 PM,05:52 AM,06:26 PM,18,23,23,22,9,73,81,3.5,1011,27,9,68,6,Zimbabwe
2020-02-23,29,19,0.0,10.6,5,0,05:34 AM,06:34 PM,05:53 AM,06:25 PM,18,24,24,23,11,73,80,7.1,1011,29,7,107,7,Zimbabwe
2020-02-24,22,17,0.0,9.3,5,0,06:23 AM,07:12 PM,05:53 AM,06:25 PM,16,20,20,20,23,74,83,0.9,1013,22,10,128,17,Zimbabwe
2020-02-25,21,15,0.0,11.9,4,8,07:12 AM,07:47 PM,05:54 AM,06:24 PM,14,17,17,17,17,52,82,0.1,1015,21,10,136,13,Zimbabwe
2020-02-26,23,15,0.0,10.6,4,15,07:59 AM,08:21 PM,05:54 AM,06:23 PM,15,18,19,18,10,68,81,3.1,1014,23,9,68,7,Zimbabwe
2020-02-27,24,15,0.0,11.9,5,23,08:46 AM,08:56 PM,05:54 AM,06:23 PM,16,20,21,20,9,52,82,0.3,1013,24,8,91,6,Zimbabwe
2020-02-28,26,18,0.0,7.9,5,30,09:34 AM,09:31 PM,05:54 AM,06:22 PM,17,21,21,21,13,72,83,9.0,1013,26,8,66,8,Zimbabwe
2020-02-29,24,16,0.0,10.5,5,38,10:22 AM,10:08 PM,05:55 AM,06:21 PM,15,19,19,19,22,56,79,3.9,1015,24,10,127,15,Zimbabwe
2020-03-01,23,12,0.0,12.7,4,44,11:12 AM,10:48 PM,05:55 AM,06:21 PM,13,18,19,18,19,46,76,0.8,1016,23,10,148,14,Zimbabwe
2020-03-02,25,13,0.0,12.7,5,51,12:04 PM,11:33 PM,05:55 AM,06:20 PM,14,18,19,18,10,42,77,1.3,1016,25,9,131,7,Zimbabwe
2020-03-03,18,16,0.0,11.9,4,58,12:59 PM,No moonset,05:56 AM,06:19 PM,15,17,17,17,9,63,87,1.0,1017,18,9,143,6,Zimbabwe
2020-03-04,18,11,0.0,12.6,4,65,01:55 PM,12:21 AM,05:56 AM,06:19 PM,12,15,16,15,14,46,80,0.1,1018,18,10,120,9,Zimbabwe
2020-03-05,22,13,0.0,11.9,4,73,02:52 PM,01:16 AM,05:56 AM,06:18 PM,14,17,18,17,14,49,82,1.2,1018,22,9,121,9,Zimbabwe
2020-03-06,26,13,0.0,12.6,6,80,03:49 PM,02:15 AM,05:57 AM,06:17 PM,12,19,19,19,13,18,69,0.0,1016,26,10,124,9,Zimbabwe
2020-03-07,23,14,0.0,11.8,4,87,04:43 PM,03:18 AM,05:57 AM,06:16 PM,13,17,18,17,16,35,76,0.2,1017,23,10,138,11,Zimbabwe
2020-03-08,25,13,0.0,11.8,5,95,05:35 PM,04:21 AM,05:57 AM,06:16 PM,14,18,19,18,13,46,79,0.9,1016,25,10,114,8,Zimbabwe
2020-03-09,26,15,0.0,11.8,5,100,06:23 PM,05:26 AM,05:57 AM,06:15 PM,15,20,20,20,12,45,74,0.8,1014,26,10,126,8,Zimbabwe
2020-03-10,27,15,0.0,12.6,5,100,07:09 PM,06:29 AM,05:58 AM,06:14 PM,14,20,20,20,10,36,71,0.3,1013,27,10,85,6,Zimbabwe
2020-03-11,25,17,0.0,7.8,5,84,07:55 PM,07:32 AM,05:58 AM,06:13 PM,17,21,21,20,9,79,81,8.3,1013,25,8,46,6,Zimbabwe
2020-03-12,26,17,0.0,12.6,5,76,08:40 PM,08:33 AM,05:58 AM,06:13 PM,16,22,22,21,11,46,73,0.3,1013,26,9,70,7,Zimbabwe
2020-03-13,26,17,0.0,12.5,6,69,09:27 PM,09:35 AM,05:58 AM,06:12 PM,14,22,22,21,13,32,70,0.3,1014,26,9,60,9,Zimbabwe
2020-03-14,28,15,0.0,12.5,6,62,10:15 PM,10:35 AM,05:58 AM,06:11 PM,13,22,22,21,10,12,64,0.0,1014,28,10,51,6,Zimbabwe
2020-03-15,27,17,0.0,11.8,5,55,11:06 PM,11:36 AM,05:59 AM,06:10 PM,15,22,22,21,13,46,69,0.3,1013,27,10,87,8,Zimbabwe
2020-03-16,25,17,0.0,12.5,5,47,11:58 PM,12:34 PM,05:59 AM,06:09 PM,14,22,22,21,17,38,69,0.2,1012,25,10,128,11,Zimbabwe
2020-03-17,24,17,0.0,12.5,6,40,No moonrise,01:30 PM,05:59 AM,06:09 PM,13,20,21,20,23,32,70,0.0,1014,24,10,128,16,Zimbabwe
2020-03-18,24,14,0.0,12.5,5,33,12:52 AM,02:22 PM,05:59 AM,06:08 PM,13,18,19,18,15,41,74,1.0,1015,24,10,91,10,Zimbabwe
2020-03-19,26,15,0.0,12.1,6,25,01:46 AM,03:11 PM,06:00 AM,06:07 PM,13,21,21,21,10,35,69,0.6,1015,26,10,93,7,Zimbabwe
2020-03-20,26,15,0.0,12.1,5,18,02:38 AM,03:55 PM,06:00 AM,06:06 PM,14,20,20,20,11,37,73,0.2,1015,26,9,78,7,Zimbabwe
2020-03-21,27,16,0.0,12.1,6,11,03:30 AM,04:35 PM,06:00 AM,06:05 PM,13,21,21,21,10,26,68,0.0,1015,27,8,71,7,Zimbabwe
2020-03-22,26,15,0.0,12.1,6,4,04:20 AM,05:13 PM,06:00 AM,06:05 PM,11,21,21,20,12,15,60,0.1,1016,26,10,100,8,Zimbabwe
2020-03-23,27,15,0.0,12.0,6,0,05:09 AM,05:48 PM,06:00 AM,06:04 PM,11,22,22,21,9,12,58,0.0,1017,27,10,108,5,Zimbabwe
2020-03-24,27,16,0.0,11.6,6,0,05:56 AM,06:22 PM,06:01 AM,06:03 PM,14,22,22,21,10,23,65,0.0,1015,27,10,114,6,Zimbabwe
2020-03-25,27,17,0.0,11.6,6,3,06:43 AM,06:57 PM,06:01 AM,06:02 PM,12,23,23,22,12,21,57,0.0,1013,27,10,133,8,Zimbabwe
2020-03-26,29,17,0.0,11.6,7,11,07:31 AM,07:32 PM,06:01 AM,06:01 PM,12,23,23,23,12,10,57,0.0,1011,29,10,129,7,Zimbabwe
2020-03-27,27,18,0.0,11.6,6,18,08:18 AM,08:08 PM,06:01 AM,06:01 PM,12,23,23,22,17,16,58,0.0,1013,27,10,73,12,Zimbabwe
2020-03-28,25,16,0.0,8.8,5,25,09:08 AM,08:46 PM,06:01 AM,06:00 PM,15,20,21,20,17,63,76,1.9,1016,25,10,120,12,Zimbabwe
2020-03-29,26,15,0.0,8.7,6,32,09:59 AM,09:29 PM,06:02 AM,05:59 PM,14,20,20,20,12,34,73,0.1,1016,26,7,97,8,Zimbabwe
2020-03-30,28,15,0.0,8.7,6,40,10:52 AM,10:15 PM,06:02 AM,05:58 PM,12,22,22,21,11,24,65,0.1,1015,28,9,83,7,Zimbabwe
2020-03-31,29,14,0.0,8.7,6,44,11:47 AM,11:06 PM,06:02 AM,05:58 PM,13,23,23,22,9,20,65,0.0,1015,29,9,142,5,Zimbabwe
2020-04-01,29,15,0.0,8.7,6,56,12:41 PM,No moonset,06:02 AM,05:57 PM,12,23,23,22,14,12,59,0.0,1015,29,10,133,9,Zimbabwe
2020-04-02,25,15,0.0,8.7,6,64,01:37 PM,12:01 AM,06:02 AM,05:56 PM,12,19,21,19,20,19,67,0.0,1017,25,10,126,15,Zimbabwe
2020-04-03,23,13,0.0,8.7,5,71,02:30 PM,01:00 AM,06:03 AM,05:55 PM,11,17,18,17,17,29,72,0.0,1017,23,10,138,12,Zimbabwe
2020-04-04,26,13,0.0,7.2,5,79,03:21 PM,02:02 AM,06:03 AM,05:54 PM,13,18,18,18,9,45,74,0.5,1017,26,9,140,6,Zimbabwe
2020-04-05,24,15,0.0,5.8,5,87,04:10 PM,03:05 AM,06:03 AM,05:54 PM,13,19,20,19,11,66,70,1.0,1015,24,10,150,7,Zimbabwe
2020-04-06,28,14,0.0,8.7,6,94,04:56 PM,04:07 AM,06:03 AM,05:53 PM,12,21,21,21,6,24,62,0.1,1014,28,10,242,4,Zimbabwe
2020-04-07,29,16,0.0,8.7,6,100,05:42 PM,05:10 AM,06:03 AM,05:52 PM,12,22,22,22,6,10,58,0.0,1013,29,10,264,4,Zimbabwe
2020-04-08,26,17,0.0,8.7,6,100,06:27 PM,06:12 AM,06:04 AM,05:51 PM,12,21,21,21,16,22,61,0.0,1015,26,10,85,11,Zimbabwe
2020-04-09,23,16,0.0,7.2,4,83,07:14 PM,07:15 AM,06:04 AM,05:51 PM,14,18,19,18,23,48,75,1.9,1020,23,10,117,16,Zimbabwe
2020-04-10,22,14,0.0,7.2,4,76,08:03 PM,08:18 AM,06:04 AM,05:50 PM,13,17,18,17,17,46,75,0.1,1020,22,10,110,11,Zimbabwe
2020-04-11,26,14,0.0,8.7,6,68,08:55 PM,09:21 AM,06:04 AM,05:49 PM,10,20,20,20,11,10,58,0.0,1018,26,10,97,7,Zimbabwe
2020-04-12,26,15,0.0,8.7,6,61,09:49 PM,10:23 AM,06:04 AM,05:49 PM,12,20,20,20,7,18,64,0.0,1016,26,10,151,5,Zimbabwe
2020-04-13,29,17,0.0,8.7,6,53,10:44 PM,11:22 AM,06:05 AM,05:48 PM,11,22,22,22,10,16,52,0.0,1014,29,10,55,6,Zimbabwe
2020-04-14,26,17,0.0,5.8,5,46,11:39 PM,12:17 PM,06:05 AM,05:47 PM,14,21,21,21,14,68,67,5.9,1015,26,9,81,8,Zimbabwe
2020-04-15,27,16,0.0,5.8,5,38,No moonrise,01:08 PM,06:05 AM,05:46 PM,14,21,21,21,13,57,70,0.8,1015,27,10,48,8,Zimbabwe
2020-04-16,27,17,0.0,8.7,6,30,12:33 AM,01:54 PM,06:05 AM,05:46 PM,14,22,22,22,13,28,63,0.3,1014,27,10,62,8,Zimbabwe
2020-04-17,26,18,0.0,8.7,5,23,01:26 AM,02:35 PM,06:06 AM,05:45 PM,14,21,21,21,16,45,67,1.9,1015,26,10,66,10,Zimbabwe
