date_time,Slovenia_maxtempC,Slovenia_mintempC,Slovenia_totalSnow_cm,Slovenia_sunHour,Slovenia_uvIndex,Slovenia_moon_illumination,Slovenia_moonrise,Slovenia_moonset,Slovenia_sunrise,Slovenia_sunset,Slovenia_DewPointC,Slovenia_FeelsLikeC,Slovenia_HeatIndexC,Slovenia_WindChillC,Slovenia_WindGustKmph,Slovenia_cloudcover,Slovenia_humidity,Slovenia_precipMM,Slovenia_pressure,Slovenia_tempC,Slovenia_visibility,Slovenia_winddirDegree,Slovenia_windspeedKmph,Slovenia_location
2020-05-19,18,13,0.0,9.4,4,11,03:18 AM,04:09 PM,04:25 AM,07:33 PM,13,15,15,15,9,69,90,10.8,1017,18,9,78,6,Slovenia
2020-05-20,20,12,0.0,10.5,4,4,03:38 AM,05:12 PM,04:24 AM,07:34 PM,11,16,17,16,17,71,81,23.3,1015,20,9,61,10,Slovenia
2020-05-21,19,9,0.0,13.5,4,0,04:00 AM,06:16 PM,04:23 AM,07:35 PM,7,14,15,14,12,39,69,0.0,1020,19,9,98,8,Slovenia
2020-05-22,22,7,0.0,14.5,5,0,04:25 AM,07:22 PM,04:22 AM,07:36 PM,8,15,16,15,4,38,69,0.0,1024,22,10,120,2,Slovenia
2020-05-23,26,11,0.0,14.5,6,3,04:55 AM,08:27 PM,04:21 AM,07:37 PM,12,18,20,18,8,38,72,0.2,1023,26,10,205,4,Slovenia
2020-05-24,19,12,0.0,11.5,4,10,05:31 AM,09:30 PM,04:20 AM,07:38 PM,9,15,16,15,8,58,75,36.8,1027,19,8,103,6,Slovenia
2020-05-25,23,8,0.0,12.5,4,17,06:15 AM,10:28 PM,04:19 AM,07:39 PM,8,14,15,14,5,43,71,3.8,1026,23,10,168,3,Slovenia
2020-05-26,19,8,0.0,10.5,4,25,07:09 AM,11:19 PM,04:18 AM,07:41 PM,8,14,15,14,7,70,72,1.6,1028,19,8,97,4,Slovenia
2020-05-27,22,7,0.0,14.5,5,32,08:11 AM,No moonset,04:17 AM,07:41 PM,7,15,16,15,7,12,65,0.0,1028,22,10,182,5,Slovenia
2020-05-28,22,8,0.0,11.5,4,39,09:21 AM,12:02 AM,04:17 AM,07:42 PM,8,15,16,15,7,42,72,1.8,1026,22,9,218,4,Slovenia
2020-05-29,15,7,0.0,11.5,3,47,10:33 AM,12:39 AM,04:16 AM,07:43 PM,8,11,11,11,10,68,81,3.1,1022,15,8,102,6,Slovenia
2020-05-30,17,7,0.0,12.5,3,54,11:49 AM,01:10 AM,04:15 AM,07:44 PM,7,12,12,12,9,56,75,1.2,1018,17,9,119,6,Slovenia
2020-05-31,21,8,0.0,12.5,4,58,01:05 PM,01:37 AM,04:15 AM,07:45 PM,8,14,15,14,4,59,71,0.1,1018,21,9,209,2,Slovenia
2020-06-01,21,8,0.0,14.5,4,71,02:22 PM,02:02 AM,04:14 AM,07:46 PM,7,15,16,15,11,42,66,0.3,1018,21,9,172,7,Slovenia
2020-06-02,21,10,0.0,10.6,4,79,03:40 PM,02:27 AM,04:14 AM,07:47 PM,10,16,17,16,8,66,72,0.4,1015,21,9,124,6,Slovenia
2020-06-03,21,9,0.0,13.5,4,86,05:00 PM,02:53 AM,04:13 AM,07:48 PM,11,16,17,16,11,41,78,0.5,1009,21,9,220,7,Slovenia
2020-06-04,21,11,0.0,9.6,4,94,06:19 PM,03:23 AM,04:13 AM,07:49 PM,12,15,15,15,17,86,85,8.6,1002,21,8,235,12,Slovenia
2020-06-05,18,13,0.0,11.6,4,100,07:37 PM,03:58 AM,04:12 AM,07:49 PM,14,15,15,15,12,68,93,22.6,999,18,8,210,7,Slovenia
2020-06-06,20,12,0.0,10.6,4,100,08:48 PM,04:39 AM,04:12 AM,07:50 PM,14,16,16,16,5,70,90,4.9,1007,20,8,156,4,Slovenia
2020-06-07,20,12,0.0,12.6,4,84,09:50 PM,05:30 AM,04:11 AM,07:51 PM,14,16,16,16,11,68,91,8.2,1007,20,6,244,7,Slovenia
2020-06-08,16,8,0.0,9.6,3,76,10:40 PM,06:28 AM,04:11 AM,07:51 PM,13,13,13,13,6,92,97,17.5,1009,16,8,120,4,Slovenia
2020-06-09,19,10,0.0,10.6,4,69,11:21 PM,07:32 AM,04:11 AM,07:52 PM,14,15,15,15,4,84,90,11.7,1010,19,8,127,3,Slovenia
2020-06-10,22,11,0.0,10.6,4,61,11:53 PM,08:38 AM,04:11 AM,07:53 PM,13,16,17,16,6,64,84,8.1,1009,22,8,230,3,Slovenia
2020-06-11,21,10,0.0,13.5,4,54,No moonrise,09:45 AM,04:10 AM,07:53 PM,11,16,16,16,12,55,76,0.4,1009,21,6,248,8,Slovenia
2020-06-12,23,10,0.0,14.5,4,46,12:19 AM,10:50 AM,04:10 AM,07:54 PM,11,16,16,16,17,30,75,0.0,1010,23,7,253,11,Slovenia
2020-06-13,25,12,0.0,14.5,5,38,12:42 AM,11:53 AM,04:10 AM,07:54 PM,12,18,19,18,17,20,73,0.0,1010,25,7,252,11,Slovenia
2020-06-14,22,12,0.0,12.6,4,31,01:03 AM,12:56 PM,04:10 AM,07:55 PM,14,17,18,17,11,66,85,12.8,1009,22,6,249,7,Slovenia
2020-06-15,18,8,0.0,9.7,4,23,01:23 AM,01:58 PM,04:10 AM,07:55 PM,15,15,15,15,5,74,96,14.5,1012,18,9,150,3,Slovenia
2020-06-16,21,14,0.0,9.7,4,16,01:43 AM,03:00 PM,04:10 AM,07:55 PM,14,17,18,17,6,81,87,7.0,1013,21,6,146,4,Slovenia
2020-06-17,19,14,0.0,9.7,4,8,02:04 AM,04:04 PM,04:10 AM,07:56 PM,15,16,16,16,5,82,93,11.7,1010,19,6,185,3,Slovenia
2020-06-18,22,13,0.0,10.6,4,1,02:27 AM,05:09 PM,04:10 AM,07:56 PM,14,17,18,17,12,71,87,8.6,1010,22,6,254,7,Slovenia
2020-06-19,21,12,0.0,10.6,4,0,02:55 AM,06:14 PM,04:10 AM,07:56 PM,15,17,17,17,8,73,91,16.5,1014,21,7,248,5,Slovenia
2020-06-20,24,13,0.0,12.6,5,0,03:29 AM,07:20 PM,04:11 AM,07:57 PM,13,19,19,19,3,64,79,2.3,1016,24,9,221,2,Slovenia
2020-06-21,18,13,0.0,10.6,4,0,04:10 AM,08:20 PM,04:11 AM,07:57 PM,14,16,15,16,5,76,93,0.9,1016,18,5,215,3,Slovenia
2020-06-22,27,13,0.0,14.5,6,7,05:01 AM,09:16 PM,04:11 AM,07:57 PM,11,21,21,20,10,29,65,0.0,1017,27,10,193,7,Slovenia
2020-06-23,28,14,0.0,14.5,6,14,06:02 AM,10:02 PM,04:11 AM,07:57 PM,12,22,22,21,9,8,64,0.0,1020,28,10,138,5,Slovenia
2020-06-24,23,12,0.0,13.5,5,22,07:11 AM,10:41 PM,04:12 AM,07:57 PM,11,18,19,18,9,46,69,0.1,1021,23,10,112,6,Slovenia
2020-06-25,21,14,0.0,9.7,4,29,08:24 AM,11:14 PM,04:12 AM,07:57 PM,13,17,17,17,9,76,79,0.7,1020,21,9,95,6,Slovenia
2020-06-26,29,14,0.0,14.5,5,37,09:39 AM,11:42 PM,04:12 AM,07:57 PM,13,22,22,21,9,21,69,0.1,1017,29,9,256,6,Slovenia
2020-06-27,28,15,0.0,14.5,5,44,10:54 AM,No moonset,04:13 AM,07:57 PM,14,23,23,22,13,13,70,0.0,1016,28,8,251,8,Slovenia
2020-06-28,30,15,0.0,14.5,6,52,12:10 PM,12:07 AM,04:13 AM,07:57 PM,15,24,24,23,8,8,69,0.0,1016,30,9,201,5,Slovenia
2020-06-29,30,17,0.0,14.5,7,59,01:26 PM,12:31 AM,04:14 AM,07:57 PM,15,25,25,24,12,20,67,0.1,1013,30,10,219,8,Slovenia
2020-06-30,25,16,0.0,13.5,5,67,02:42 PM,12:56 AM,04:14 AM,07:57 PM,15,20,21,20,6,54,78,1.1,1014,25,7,86,4,Slovenia
2020-07-01,27,16,0.0,11.6,5,72,03:59 PM,01:24 AM,04:15 AM,07:57 PM,17,22,22,21,6,46,81,7.3,1013,27,9,214,3,Slovenia
2020-07-02,27,16,0.0,10.6,5,79,05:16 PM,01:55 AM,04:15 AM,07:56 PM,17,22,22,21,7,65,80,8.4,1011,27,7,277,4,Slovenia
2020-07-03,18,15,0.0,9.6,4,86,06:29 PM,02:32 AM,04:16 AM,07:56 PM,16,17,17,17,6,82,92,13.5,1014,18,7,110,4,Slovenia
2020-07-04,25,11,0.0,14.5,6,94,07:35 PM,03:18 AM,04:17 AM,07:56 PM,13,19,19,19,9,31,72,0.0,1017,25,8,83,7,Slovenia
2020-07-05,27,14,0.0,14.5,5,100,08:30 PM,04:12 AM,04:17 AM,07:55 PM,13,21,21,21,7,10,68,0.0,1017,27,9,183,5,Slovenia
2020-07-06,28,16,0.0,14.5,5,100,09:16 PM,05:14 AM,04:18 AM,07:55 PM,15,23,23,22,10,22,72,1.6,1012,28,9,176,6,Slovenia
2020-07-07,20,12,0.0,13.5,4,85,09:52 PM,06:20 AM,04:19 AM,07:55 PM,10,15,16,15,13,49,75,30.8,1018,20,8,96,9,Slovenia
2020-07-08,25,11,0.0,14.5,5,77,10:21 PM,07:28 AM,04:20 AM,07:54 PM,10,19,19,19,6,4,65,0.0,1018,25,9,133,4,Slovenia
2020-07-09,27,13,0.0,14.5,6,70,10:45 PM,08:34 AM,04:20 AM,07:54 PM,11,21,21,21,6,7,63,0.0,1018,27,10,134,4,Slovenia
2020-07-10,31,15,0.0,14.5,7,63,11:07 PM,09:40 AM,04:21 AM,07:53 PM,15,25,25,24,5,7,67,0.0,1015,31,10,202,3,Slovenia
2020-07-11,27,16,0.0,12.5,5,55,11:27 PM,10:42 AM,04:22 AM,07:52 PM,15,21,21,20,9,41,78,13.1,1016,27,8,121,5,Slovenia
2020-07-12,22,13,0.0,11.5,4,48,11:47 PM,11:45 AM,04:23 AM,07:52 PM,12,17,17,17,12,63,77,20.1,1022,22,7,81,8,Slovenia
2020-07-13,22,10,0.0,14.5,5,41,No moonrise,12:47 PM,04:24 AM,07:51 PM,9,16,17,16,11,7,66,0.0,1021,22,10,67,7,Slovenia
2020-07-14,21,11,0.0,14.5,5,34,12:07 AM,01:50 PM,04:25 AM,07:50 PM,9,16,17,16,8,10,68,0.0,1016,21,10,95,6,Slovenia
2020-07-15,26,11,0.0,12.5,5,26,12:29 AM,02:54 PM,04:26 AM,07:50 PM,11,17,18,17,6,39,71,0.7,1014,26,10,251,3,Slovenia
2020-07-16,18,13,0.0,10.5,4,19,12:55 AM,03:59 PM,04:27 AM,07:49 PM,13,15,15,15,7,65,88,1.5,1015,18,7,132,4,Slovenia
2020-07-17,19,12,0.0,9.5,4,12,01:26 AM,05:04 PM,04:28 AM,07:48 PM,14,16,16,16,9,85,88,24.0,1015,19,7,83,6,Slovenia
2020-07-18,24,11,0.0,11.5,4,5,02:04 AM,06:08 PM,04:29 AM,07:47 PM,11,17,18,17,5,63,75,4.8,1016,24,8,199,3,Slovenia
2020-07-19,26,10,0.0,14.5,5,0,02:51 AM,07:06 PM,04:30 AM,07:46 PM,12,18,19,18,3,26,75,0.0,1016,26,8,171,2,Slovenia
2020-07-20,30,14,0.0,13.5,6,0,03:49 AM,07:57 PM,04:31 AM,07:45 PM,14,22,22,21,8,22,71,0.1,1016,30,10,254,4,Slovenia
2020-07-21,30,16,0.0,13.5,6,2,04:56 AM,08:39 PM,04:32 AM,07:44 PM,16,24,24,23,5,29,71,0.3,1019,30,10,203,3,Slovenia
2020-07-22,27,17,0.0,12.5,5,10,06:09 AM,09:15 PM,04:33 AM,07:43 PM,17,22,22,21,8,45,81,13.4,1018,27,8,145,5,Slovenia
2020-07-23,25,16,0.0,9.4,5,17,07:26 AM,09:45 PM,04:34 AM,07:42 PM,17,20,20,20,6,81,86,12.0,1014,25,9,77,4,Slovenia
2020-07-24,23,15,0.0,10.4,5,24,08:43 AM,10:11 PM,04:35 AM,07:41 PM,18,19,19,19,6,76,93,29.4,1011,23,7,159,3,Slovenia
2020-07-25,19,15,0.0,11.4,4,32,10:00 AM,10:36 PM,04:36 AM,07:40 PM,15,17,16,17,5,74,91,46.4,1013,19,8,185,3,Slovenia
2020-07-26,26,15,0.0,14.5,5,39,11:16 AM,11:01 PM,04:37 AM,07:39 PM,16,21,21,20,4,29,78,0.5,1014,26,8,271,2,Slovenia
2020-07-27,28,15,0.0,14.5,5,46,12:32 PM,11:27 PM,04:39 AM,07:38 PM,15,22,22,21,5,15,74,0.0,1018,28,8,160,3,Slovenia
2020-07-28,33,17,0.0,14.5,7,53,01:48 PM,11:56 PM,04:40 AM,07:37 PM,16,27,27,25,4,5,66,0.0,1016,33,10,206,3,Slovenia
2020-07-29,27,18,0.0,12.4,5,61,03:04 PM,No moonset,04:41 AM,07:35 PM,17,23,23,22,10,33,77,0.5,1016,27,9,132,6,Slovenia
2020-07-30,29,18,0.0,14.5,6,68,04:16 PM,12:30 AM,04:42 AM,07:34 PM,17,24,24,23,6,26,76,0.1,1019,29,8,108,5,Slovenia
2020-07-31,28,20,0.0,10.4,6,72,05:24 PM,01:13 AM,04:43 AM,07:33 PM,20,25,25,23,4,65,83,9.1,1016,28,9,135,2,Slovenia
2020-08-01,29,20,0.0,14.5,6,82,06:22 PM,02:02 AM,04:44 AM,07:32 PM,19,26,26,25,7,34,77,2.1,1014,29,7,88,5,Slovenia
2020-08-02,29,18,0.0,12.4,5,90,07:10 PM,03:01 AM,04:46 AM,07:30 PM,17,24,24,23,7,53,77,2.9,1012,29,9,109,4,Slovenia
2020-08-03,24,17,0.0,10.3,5,97,07:50 PM,04:05 AM,04:47 AM,07:29 PM,18,22,22,21,5,69,88,16.8,1006,24,8,107,3,Slovenia
2020-08-04,23,16,0.0,9.2,5,100,08:21 PM,05:12 AM,04:48 AM,07:27 PM,16,18,20,18,5,82,92,45.5,1007,23,5,144,3,Slovenia
2020-08-05,16,14,0.0,12.4,4,88,08:47 PM,06:19 AM,04:49 AM,07:26 PM,14,15,15,15,6,74,94,18.5,1015,16,7,180,4,Slovenia
2020-08-06,24,16,0.0,12.4,5,81,09:10 PM,07:26 AM,04:51 AM,07:24 PM,15,19,20,19,8,70,78,0.4,1017,24,10,143,5,Slovenia
2020-08-07,28,16,0.0,14.5,6,74,09:31 PM,08:29 AM,04:52 AM,07:23 PM,15,23,23,22,9,25,75,0.3,1019,28,10,174,6,Slovenia
2020-08-08,28,16,0.0,13.4,6,67,09:50 PM,09:33 AM,04:53 AM,07:21 PM,15,23,23,22,10,30,69,0.5,1018,28,10,178,6,Slovenia
2020-08-09,28,18,0.0,13.4,6,59,10:10 PM,10:34 AM,04:54 AM,07:20 PM,16,24,24,22,6,39,72,0.4,1017,28,10,199,4,Slovenia
2020-08-10,29,16,0.0,14.5,7,52,10:31 PM,11:37 AM,04:55 AM,07:18 PM,16,23,23,23,6,23,70,0.5,1016,29,10,193,4,Slovenia
2020-08-11,31,17,0.0,13.4,6,45,10:55 PM,12:40 PM,04:57 AM,07:17 PM,16,26,26,24,4,36,68,2.4,1016,31,10,181,2,Slovenia
2020-08-12,27,18,0.0,11.3,5,38,11:23 PM,01:44 PM,04:58 AM,07:15 PM,18,23,23,22,6,57,79,2.5,1017,27,8,149,4,Slovenia
2020-08-13,29,19,0.0,14.5,6,30,11:57 PM,02:48 PM,04:59 AM,07:14 PM,18,25,25,24,9,18,75,0.1,1016,29,8,255,5,Slovenia
2020-08-14,27,18,0.0,8.8,5,23,No moonrise,03:52 PM,05:00 AM,07:12 PM,18,24,24,22,5,78,83,13.5,1013,27,9,136,3,Slovenia
2020-08-15,25,17,0.0,9.9,5,16,12:39 AM,04:52 PM,05:02 AM,07:10 PM,18,20,21,20,4,67,87,14.8,1013,25,9,163,3,Slovenia
2020-08-16,29,17,0.0,12.2,5,8,01:32 AM,05:47 PM,05:03 AM,07:09 PM,17,24,24,23,5,40,77,1.9,1012,29,8,212,3,Slovenia
2020-08-17,28,17,0.0,14.0,5,1,02:35 AM,06:33 PM,05:04 AM,07:07 PM,16,23,23,22,10,24,74,0.1,1010,28,9,243,6,Slovenia
2020-08-18,20,12,0.0,8.7,4,0,03:47 AM,07:12 PM,05:06 AM,07:05 PM,16,17,18,17,6,71,94,23.8,1010,20,8,261,3,Slovenia
2020-08-19,27,14,0.0,14.0,5,0,05:04 AM,07:45 PM,05:07 AM,07:03 PM,14,21,21,20,3,25,74,0.0,1011,27,8,222,2,Slovenia
2020-08-20,29,15,0.0,13.9,6,6,06:23 AM,08:13 PM,05:08 AM,07:02 PM,14,22,22,22,5,9,69,0.0,1014,29,10,223,3,Slovenia
2020-08-21,31,17,0.0,13.9,6,13,07:43 AM,08:38 PM,05:09 AM,07:00 PM,16,24,24,23,6,4,72,0.0,1017,31,9,240,3,Slovenia
2020-08-22,32,20,0.0,13.5,6,20,09:02 AM,09:04 PM,05:11 AM,06:58 PM,18,27,27,25,4,11,73,0.3,1016,32,9,209,2,Slovenia
2020-08-23,23,18,0.0,10.8,5,28,10:20 AM,09:30 PM,05:12 AM,06:56 PM,17,20,21,20,8,70,88,10.8,1016,23,9,80,5,Slovenia
2020-08-24,22,16,0.0,8.4,4,35,11:38 AM,09:58 PM,05:13 AM,06:55 PM,15,18,20,18,12,76,83,4.0,1014,22,7,72,8,Slovenia
2020-08-25,21,14,0.0,13.3,4,42,12:55 PM,10:31 PM,05:14 AM,06:53 PM,14,17,17,17,8,41,82,8.9,1015,21,8,94,6,Slovenia
2020-08-26,26,14,0.0,13.4,5,50,02:09 PM,11:11 PM,05:16 AM,06:51 PM,13,20,20,19,8,6,73,0.0,1015,26,9,256,5,Slovenia
2020-08-27,22,15,0.0,12.0,5,57,03:17 PM,11:58 PM,05:17 AM,06:49 PM,13,18,19,18,8,50,75,0.0,1015,22,10,118,5,Slovenia
2020-08-28,26,16,0.0,12.0,5,64,04:17 PM,No moonset,05:18 AM,06:47 PM,14,21,21,20,5,44,72,1.1,1010,26,10,136,3,Slovenia
2020-08-29,27,16,0.0,13.3,5,71,05:08 PM,12:53 AM,05:19 AM,06:45 PM,16,23,23,21,8,42,77,1.3,1006,27,8,212,5,Slovenia
2020-08-30,22,14,0.0,9.5,4,79,05:49 PM,01:55 AM,05:21 AM,06:43 PM,17,18,18,18,6,76,94,33.0,1007,22,7,242,3,Slovenia
2020-08-31,18,12,0.0,12.0,4,82,06:22 PM,03:00 AM,05:22 AM,06:42 PM,13,15,15,15,9,54,93,38.6,1012,18,5,118,5,Slovenia
2020-09-01,22,12,0.0,12.0,4,97,06:50 PM,04:07 AM,05:23 AM,06:40 PM,12,17,18,17,4,63,82,31.0,1012,22,7,105,3,Slovenia
2020-09-02,20,11,0.0,12.0,4,100,07:14 PM,05:13 AM,05:24 AM,06:38 PM,11,15,16,15,6,44,84,0.0,1016,20,8,113,4,Slovenia
2020-09-03,20,11,0.0,13.1,4,88,07:35 PM,06:18 AM,05:26 AM,06:36 PM,10,15,16,15,6,23,77,0.0,1021,20,9,182,4,Slovenia
2020-09-04,25,11,0.0,13.1,5,81,07:54 PM,07:22 AM,05:27 AM,06:34 PM,12,17,18,17,4,7,75,0.0,1025,25,9,184,2,Slovenia
2020-09-05,27,15,0.0,13.0,6,73,08:14 PM,08:24 AM,05:28 AM,06:32 PM,14,22,22,21,4,0,74,0.0,1019,27,10,270,2,Slovenia
2020-09-06,23,15,0.0,12.0,5,66,08:34 PM,09:26 AM,05:29 AM,06:30 PM,15,19,20,19,6,35,82,3.1,1015,23,9,148,4,Slovenia
2020-09-07,19,13,0.0,9.4,4,58,08:56 PM,10:29 AM,05:31 AM,06:28 PM,13,16,16,16,8,74,87,1.2,1018,19,7,98,5,Slovenia
2020-09-08,20,11,0.0,12.9,4,50,09:22 PM,11:32 AM,05:32 AM,06:26 PM,10,15,15,15,8,12,76,0.0,1025,20,9,95,5,Slovenia
2020-09-09,25,12,0.0,12.9,5,43,09:53 PM,12:36 PM,05:33 AM,06:24 PM,13,19,20,19,3,0,76,0.0,1023,25,9,204,2,Slovenia
2020-09-10,23,14,0.0,12.9,5,35,10:31 PM,01:39 PM,05:34 AM,06:22 PM,14,18,20,18,7,3,79,0.0,1019,23,8,155,5,Slovenia
2020-09-11,22,13,0.0,12.8,5,28,11:18 PM,02:39 PM,05:36 AM,06:20 PM,14,18,20,18,7,10,80,0.0,1016,22,9,104,4,Slovenia
2020-09-12,25,14,0.0,12.8,6,20,No moonrise,03:36 PM,05:37 AM,06:18 PM,13,19,20,19,5,5,75,0.0,1017,25,10,197,3,Slovenia
2020-09-13,25,15,0.0,12.8,6,13,12:15 AM,04:24 PM,05:38 AM,06:16 PM,14,21,21,20,7,6,75,0.0,1023,25,10,197,4,Slovenia
2020-09-14,25,15,0.0,12.8,6,5,01:22 AM,05:06 PM,05:39 AM,06:14 PM,14,20,21,20,8,5,76,0.0,1026,25,10,181,5,Slovenia
2020-09-15,25,14,0.0,12.7,6,0,02:36 AM,05:41 PM,05:41 AM,06:13 PM,14,19,20,19,6,9,74,0.0,1023,25,10,190,4,Slovenia
2020-09-16,25,14,0.0,12.7,6,0,03:55 AM,06:11 PM,05:42 AM,06:11 PM,13,20,20,20,5,8,71,0.0,1018,25,10,191,3,Slovenia
2020-09-17,24,15,0.0,12.7,6,0,05:16 AM,06:38 PM,05:43 AM,06:09 PM,13,19,20,19,10,12,75,0.0,1018,24,10,169,6,Slovenia
2020-09-18,18,13,0.0,12.6,5,2,06:37 AM,07:04 PM,05:44 AM,06:07 PM,9,15,16,15,10,35,74,0.0,1022,18,8,105,7,Slovenia
2020-09-19,20,10,0.0,12.6,4,10,07:58 AM,07:30 PM,05:46 AM,06:05 PM,7,14,15,14,5,31,66,0.0,1021,20,10,102,4,Slovenia
2020-09-20,21,9,0.0,12.6,5,17,09:20 AM,07:58 PM,05:47 AM,06:03 PM,7,15,15,15,4,6,67,0.0,1017,21,10,178,2,Slovenia
2020-09-21,22,11,0.0,10.5,4,25,10:40 AM,08:30 PM,05:48 AM,06:01 PM,12,16,17,16,4,46,79,1.0,1016,22,9,190,2,Slovenia
2020-09-22,22,12,0.0,8.8,4,32,11:58 AM,09:08 PM,05:49 AM,05:59 PM,15,17,17,17,4,57,88,8.9,1014,22,7,237,2,Slovenia
2020-09-23,20,14,0.0,6.0,4,40,01:11 PM,09:53 PM,05:51 AM,05:57 PM,15,17,17,17,8,68,91,4.3,1010,20,5,247,5,Slovenia
2020-09-24,20,11,0.0,7.4,4,47,02:14 PM,10:47 PM,05:52 AM,05:55 PM,14,15,15,15,8,71,90,4.8,1010,20,5,253,5,Slovenia
2020-09-25,19,13,0.0,6.0,4,55,03:08 PM,11:47 PM,05:53 AM,05:53 PM,15,16,16,16,14,81,91,26.3,1000,19,7,178,8,Slovenia
2020-09-26,11,7,0.0,6.0,2,62,03:52 PM,No moonset,05:54 AM,05:51 PM,7,8,9,8,8,77,90,32.8,997,11,7,156,5,Slovenia
2020-09-27,14,5,0.0,8.8,3,70,04:26 PM,12:52 AM,05:56 AM,05:49 PM,6,9,9,9,8,61,82,0.0,1006,14,7,89,5,Slovenia
2020-09-28,11,6,0.0,6.0,3,78,04:55 PM,01:58 AM,05:57 AM,05:47 PM,9,9,10,9,9,94,95,49.1,1007,11,7,130,5,Slovenia
2020-09-29,17,7,0.0,10.2,3,85,05:19 PM,03:04 AM,05:58 AM,05:46 PM,7,11,12,11,5,31,81,0.0,1015,17,7,264,3,Slovenia
2020-09-30,20,7,0.0,11.6,5,93,05:40 PM,04:09 AM,05:59 AM,05:44 PM,8,14,15,14,5,16,78,0.0,1015,20,10,268,3,Slovenia
2020-10-01,17,9,0.0,7.2,3,97,06:00 PM,05:13 AM,06:01 AM,05:42 PM,10,13,14,13,11,37,86,0.0,1008,17,5,249,7,Slovenia
2020-10-02,17,10,0.0,4.3,4,100,06:19 PM,06:15 AM,06:02 AM,05:40 PM,12,13,13,13,6,85,91,3.6,1004,17,5,211,4,Slovenia
2020-10-03,20,12,0.0,7.2,4,89,06:38 PM,07:18 AM,06:03 AM,05:38 PM,14,16,16,16,13,63,88,18.4,1001,20,8,188,7,Slovenia
2020-10-04,15,9,0.0,4.2,3,82,07:00 PM,08:20 AM,06:05 AM,05:36 PM,10,11,12,11,19,77,87,18.1,1006,15,8,221,12,Slovenia
2020-10-05,14,8,0.0,5.7,3,74,07:24 PM,09:24 AM,06:06 AM,05:34 PM,9,11,11,11,11,55,89,14.7,1009,14,6,213,7,Slovenia
2020-10-06,16,9,0.0,5.7,3,67,07:52 PM,10:27 AM,06:07 AM,05:32 PM,9,12,12,12,10,49,85,0.3,1014,16,5,243,6,Slovenia
2020-10-07,12,8,0.0,4.2,3,60,08:27 PM,11:30 AM,06:08 AM,05:30 PM,9,10,11,10,6,79,93,17.0,1012,12,6,152,4,Slovenia
2020-10-08,18,7,0.0,8.7,3,53,09:09 PM,12:31 PM,06:10 AM,05:28 PM,8,12,13,12,4,6,80,0.0,1023,18,8,267,2,Slovenia
2020-10-09,19,8,0.0,8.7,4,45,10:01 PM,01:28 PM,06:11 AM,05:26 PM,9,13,13,13,4,8,79,0.0,1022,19,10,170,2,Slovenia
2020-10-10,19,10,0.0,8.7,4,38,11:02 PM,02:17 PM,06:12 AM,05:25 PM,10,13,14,13,5,12,82,0.0,1018,19,9,255,3,Slovenia
2020-10-11,10,1,0.0,4.2,2,31,No moonrise,03:01 PM,06:14 AM,05:23 PM,8,7,8,7,9,99,98,76.5,1016,10,7,114,7,Slovenia
2020-10-12,10,3,0.0,7.2,2,23,12:12 AM,03:38 PM,06:15 AM,05:21 PM,5,6,7,6,5,83,88,11.2,1014,10,7,120,4,Slovenia
2020-10-13,12,4,0.0,8.7,2,16,01:27 AM,04:08 PM,06:16 AM,05:19 PM,2,7,8,7,7,36,75,0.0,1009,12,10,274,4,Slovenia
2020-10-14,13,4,0.0,7.2,2,9,02:45 AM,04:36 PM,06:18 AM,05:17 PM,4,7,7,7,10,48,82,0.4,1009,13,8,258,6,Slovenia
2020-10-15,7,1,0.0,4.1,2,2,04:06 AM,05:02 PM,06:19 AM,05:15 PM,6,6,7,6,4,92,97,42.0,1010,7,6,50,3,Slovenia
2020-10-16,8,4,0.0,4.1,2,0,05:27 AM,05:28 PM,06:20 AM,05:14 PM,7,6,7,6,3,100,98,18.9,1011,8,5,85,2,Slovenia
2020-10-17,10,3,0.0,4.1,2,0,06:50 AM,05:55 PM,06:22 AM,05:12 PM,5,6,6,6,3,81,90,1.5,1016,10,7,190,2,Slovenia
2020-10-18,12,5,0.0,5.6,2,5,08:13 AM,06:25 PM,06:23 AM,05:10 PM,6,8,8,8,4,60,88,0.0,1021,12,8,105,2,Slovenia
2020-10-19,12,5,0.0,5.6,2,13,09:36 AM,07:01 PM,06:25 AM,05:08 PM,6,8,8,8,2,53,87,0.0,1025,12,9,185,1,Slovenia
2020-10-20,14,6,0.0,8.7,3,20,10:54 AM,07:45 PM,06:26 AM,05:07 PM,7,9,9,9,8,40,87,0.0,1025,14,5,259,6,Slovenia
2020-10-21,14,7,0.0,8.7,3,27,12:05 PM,08:37 PM,06:27 AM,05:05 PM,8,8,10,8,23,23,86,0.0,1022,14,6,248,14,Slovenia
2020-10-22,14,6,0.0,8.7,3,35,01:05 PM,09:37 PM,06:29 AM,05:03 PM,8,9,10,9,17,37,87,0.0,1023,14,6,254,9,Slovenia
2020-10-23,15,9,0.0,4.0,3,42,01:52 PM,10:42 PM,06:30 AM,05:01 PM,10,11,12,11,17,85,88,0.1,1019,15,6,252,11,Slovenia
2020-10-24,16,10,0.0,5.6,3,49,02:30 PM,11:49 PM,06:31 AM,05:00 PM,12,13,13,13,4,60,90,6.1,1019,16,7,155,3,Slovenia
