date_time,Djibouti_maxtempC,Djibouti_mintempC,Djibouti_totalSnow_cm,Djibouti_sunHour,Djibouti_uvIndex,Djibouti_moon_illumination,Djibouti_moonrise,Djibouti_moonset,Djibouti_sunrise,Djibouti_sunset,Djibouti_DewPointC,Djibouti_FeelsLikeC,Djibouti_HeatIndexC,Djibouti_WindChillC,Djibouti_WindGustKmph,Djibouti_cloudcover,Djibouti_humidity,Djibouti_precipMM,Djibouti_pressure,Djibouti_tempC,Djibouti_visibility,Djibouti_winddirDegree,Djibouti_windspeedKmph,Djibouti_location
2020-09-23,37,32,0.0,12.5,8,40,11:42 AM,11:27 PM,05:57 AM,06:03 PM,20,37,37,34,17,16,46,0.0,1003,37,10,138,11,Djibouti
2020-09-24,34,30,0.0,11.8,7,47,12:40 PM,No moonset,05:57 AM,06:02 PM,22,37,37,32,10,34,55,0.0,1004,34,10,147,8,Djibouti
2020-09-25,34,31,0.0,12.4,8,55,01:36 PM,12:23 AM,05:57 AM,06:01 PM,23,38,38,32,13,1,59,0.0,1004,34,10,121,10,Djibouti
2020-09-26,34,30,0.0,12.4,8,62,02:28 PM,01:19 AM,05:57 AM,06:01 PM,23,37,37,32,12,0,58,0.0,1004,34,10,73,9,Djibouti
2020-09-27,33,29,0.0,12.4,8,70,03:17 PM,02:13 AM,05:57 AM,06:00 PM,24,36,36,31,13,1,68,0.0,1005,33,10,98,11,Djibouti
2020-09-28,32,28,0.0,11.6,8,78,04:00 PM,03:06 AM,05:56 AM,05:59 PM,25,36,36,30,15,14,72,0.0,1006,32,10,97,12,Djibouti
2020-09-29,32,28,0.0,11.6,8,85,04:41 PM,03:56 AM,05:56 AM,05:59 PM,25,36,36,30,15,27,74,0.0,1006,32,10,94,12,Djibouti
2020-09-30,32,28,0.0,11.6,7,93,05:20 PM,04:43 AM,05:56 AM,05:58 PM,25,36,36,30,16,50,74,0.8,1005,32,10,90,13,Djibouti
2020-10-01,32,29,0.0,7.4,7,97,05:56 PM,05:29 AM,05:56 AM,05:57 PM,25,36,36,30,18,60,75,0.5,1006,32,10,86,14,Djibouti
2020-10-02,32,28,0.0,6.0,7,100,06:32 PM,06:14 AM,05:56 AM,05:57 PM,25,35,35,30,20,71,75,0.6,1007,32,10,101,16,Djibouti
2020-10-03,31,25,0.0,6.0,7,89,07:09 PM,06:59 AM,05:56 AM,05:56 PM,24,33,33,29,24,57,71,1.8,1009,31,10,95,18,Djibouti
2020-10-04,32,28,0.0,11.6,8,82,07:47 PM,07:45 AM,05:56 AM,05:56 PM,19,32,32,30,11,0,52,0.0,1010,32,10,84,9,Djibouti
2020-10-05,33,27,0.0,11.6,8,74,08:26 PM,08:30 AM,05:56 AM,05:55 PM,18,31,31,30,12,1,48,0.0,1010,33,10,105,10,Djibouti
2020-10-06,34,28,0.0,11.6,8,67,09:09 PM,09:19 AM,05:57 AM,05:54 PM,19,33,33,31,10,1,49,0.0,1008,34,10,116,8,Djibouti
2020-10-07,34,30,0.0,11.6,8,60,09:55 PM,10:09 AM,05:57 AM,05:54 PM,20,34,34,31,13,1,51,0.0,1008,34,10,105,10,Djibouti
2020-10-08,32,28,0.0,11.6,8,53,10:44 PM,11:00 AM,05:57 AM,05:53 PM,22,34,34,30,14,1,61,0.0,1008,32,10,101,11,Djibouti
2020-10-09,32,28,0.0,11.6,8,45,11:37 PM,11:54 AM,05:57 AM,05:53 PM,22,34,34,30,15,3,63,0.0,1009,32,10,112,12,Djibouti
2020-10-10,31,28,0.0,11.6,8,38,No moonrise,12:47 PM,05:57 AM,05:52 PM,22,33,33,30,16,3,62,0.0,1009,31,10,99,12,Djibouti
2020-10-11,31,27,0.0,11.6,7,31,12:32 AM,01:40 PM,05:57 AM,05:52 PM,21,31,31,29,18,2,62,0.0,1009,31,10,93,14,Djibouti
2020-10-12,31,27,0.0,11.6,7,23,01:30 AM,02:31 PM,05:57 AM,05:51 PM,21,32,32,29,17,4,61,0.0,1009,31,10,108,13,Djibouti
2020-10-13,32,27,0.0,11.6,8,16,02:28 AM,03:22 PM,05:57 AM,05:50 PM,21,32,32,30,13,4,59,0.0,1008,32,10,107,11,Djibouti
2020-10-14,33,28,0.0,11.6,8,9,03:27 AM,04:09 PM,05:57 AM,05:50 PM,20,33,33,30,11,3,54,0.0,1009,33,10,111,9,Djibouti
2020-10-15,33,28,0.0,11.6,8,2,04:25 AM,04:57 PM,05:57 AM,05:49 PM,19,32,32,30,13,2,51,0.0,1008,33,10,120,10,Djibouti
2020-10-16,33,28,0.0,11.6,8,0,05:23 AM,05:45 PM,05:57 AM,05:49 PM,19,33,33,31,11,5,50,0.0,1007,33,10,111,9,Djibouti
2020-10-17,32,28,0.0,11.6,8,0,06:22 AM,06:34 PM,05:57 AM,05:48 PM,19,32,32,30,11,4,51,0.0,1007,32,10,112,9,Djibouti
2020-10-18,32,27,0.0,11.6,7,5,07:24 AM,07:25 PM,05:57 AM,05:48 PM,20,31,31,29,12,1,57,0.0,1008,32,10,117,9,Djibouti
2020-10-19,32,27,0.0,11.6,7,13,08:25 AM,08:19 PM,05:57 AM,05:47 PM,20,31,31,29,13,2,57,0.0,1009,32,10,104,10,Djibouti
2020-10-20,33,27,0.0,11.6,8,20,09:29 AM,09:16 PM,05:57 AM,05:47 PM,18,30,30,29,13,3,50,0.0,1009,33,10,134,9,Djibouti
2020-10-21,33,27,0.0,11.6,8,27,10:30 AM,10:14 PM,05:58 AM,05:46 PM,15,30,30,30,11,0,42,0.0,1009,33,10,80,8,Djibouti
2020-10-22,34,28,0.0,11.6,8,35,11:30 AM,11:12 PM,05:58 AM,05:46 PM,15,31,31,30,13,3,40,0.0,1009,34,10,123,9,Djibouti
2020-10-23,33,27,0.0,11.6,8,42,12:24 PM,No moonset,05:58 AM,05:46 PM,18,31,31,30,12,2,49,0.0,1008,33,10,100,9,Djibouti
2020-10-24,32,27,0.0,11.6,7,49,01:15 PM,12:08 AM,05:58 AM,05:45 PM,20,31,31,29,14,2,58,0.0,1008,32,10,106,10,Djibouti
2020-10-25,31,26,0.0,11.6,7,56,02:00 PM,01:02 AM,05:58 AM,05:45 PM,20,31,31,29,18,0,61,0.0,1009,31,10,98,14,Djibouti
2020-10-26,31,27,0.0,11.6,7,64,02:42 PM,01:53 AM,05:58 AM,05:44 PM,20,30,30,29,24,0,59,0.0,1010,31,10,105,18,Djibouti
2020-10-27,31,27,0.0,11.6,7,71,03:21 PM,02:41 AM,05:59 AM,05:44 PM,19,30,30,28,20,0,58,0.0,1011,31,10,106,16,Djibouti
2020-10-28,31,26,0.0,11.6,7,78,03:57 PM,03:27 AM,05:59 AM,05:44 PM,19,29,29,28,19,0,58,0.0,1011,31,10,120,14,Djibouti
2020-10-29,31,26,0.0,11.6,7,85,04:33 PM,04:12 AM,05:59 AM,05:43 PM,19,30,30,28,16,0,57,0.0,1011,31,10,115,12,Djibouti
2020-10-30,31,27,0.0,10.2,6,93,05:10 PM,04:57 AM,05:59 AM,05:43 PM,22,32,32,28,16,47,69,0.1,1011,31,10,103,13,Djibouti
2020-10-31,30,27,0.0,5.9,6,97,05:47 PM,05:42 AM,05:59 AM,05:43 PM,23,32,32,29,23,59,72,2.0,1011,30,10,96,18,Djibouti
2020-11-01,30,27,0.0,11.4,7,89,06:25 PM,06:28 AM,06:00 AM,05:42 PM,21,31,31,28,27,16,63,0.0,1012,30,10,97,21,Djibouti
2020-11-02,30,27,0.0,11.4,7,81,07:07 PM,07:16 AM,06:00 AM,05:42 PM,19,30,30,28,23,5,59,0.0,1014,30,10,100,18,Djibouti
2020-11-03,29,26,0.0,11.4,7,74,07:52 PM,08:05 AM,06:00 AM,05:42 PM,19,29,29,28,22,8,61,0.0,1015,29,10,100,17,Djibouti
2020-11-04,30,25,0.0,11.4,7,66,08:40 PM,08:56 AM,06:00 AM,05:42 PM,18,29,29,27,20,0,58,0.0,1013,30,10,109,16,Djibouti
2020-11-05,30,24,0.0,8.7,7,58,09:32 PM,09:49 AM,06:01 AM,05:41 PM,17,28,28,27,17,0,56,0.0,1011,30,10,127,12,Djibouti
2020-11-06,29,24,0.0,8.7,7,51,10:25 PM,10:41 AM,06:01 AM,05:41 PM,19,28,28,27,22,0,61,0.0,1011,29,10,107,16,Djibouti
2020-11-07,29,25,0.0,8.7,7,43,11:21 PM,11:34 AM,06:01 AM,05:41 PM,20,29,29,27,25,21,66,0.0,1012,29,10,95,19,Djibouti
2020-11-08,30,26,0.0,4.3,6,36,No moonrise,12:24 PM,06:02 AM,05:41 PM,20,29,29,27,28,60,67,0.6,1013,30,10,99,20,Djibouti
2020-11-09,29,25,0.0,7.2,6,28,12:16 AM,01:13 PM,06:02 AM,05:41 PM,21,29,29,27,24,52,70,0.1,1014,29,10,95,17,Djibouti
2020-11-10,30,26,0.0,7.2,6,21,01:13 AM,02:00 PM,06:02 AM,05:40 PM,21,30,30,27,23,41,71,1.0,1012,30,10,95,17,Djibouti
2020-11-11,30,25,0.0,8.7,7,13,02:09 AM,02:46 PM,06:03 AM,05:40 PM,20,29,29,27,19,26,66,0.0,1012,30,10,106,14,Djibouti
2020-11-12,29,25,0.0,8.7,7,6,03:05 AM,03:32 PM,06:03 AM,05:40 PM,20,29,29,27,17,18,67,0.0,1013,29,10,113,12,Djibouti
2020-11-13,29,24,0.0,8.7,7,0,04:03 AM,04:19 PM,06:03 AM,05:40 PM,20,28,28,27,18,26,67,0.0,1014,29,10,120,13,Djibouti
2020-11-14,29,25,0.0,8.7,7,0,05:02 AM,05:09 PM,06:04 AM,05:40 PM,20,28,28,27,19,27,67,0.0,1012,29,10,119,14,Djibouti
2020-11-15,29,24,0.0,4.3,6,0,06:03 AM,06:01 PM,06:04 AM,05:40 PM,20,28,28,26,18,46,69,0.3,1012,29,10,125,13,Djibouti
2020-11-16,29,24,0.0,8.7,7,2,07:07 AM,06:58 PM,06:05 AM,05:40 PM,20,28,28,27,22,20,66,0.0,1013,29,10,116,17,Djibouti
2020-11-17,29,24,0.0,8.7,7,9,08:11 AM,07:58 PM,06:05 AM,05:40 PM,18,28,28,26,15,3,61,0.0,1014,29,10,118,11,Djibouti
2020-11-18,29,24,0.0,8.7,7,17,09:15 AM,08:58 PM,06:05 AM,05:40 PM,19,28,28,26,18,18,64,0.0,1013,29,10,124,13,Djibouti
2020-11-19,29,24,0.0,8.7,7,24,10:14 AM,09:58 PM,06:06 AM,05:40 PM,19,28,28,26,18,14,66,0.0,1013,29,10,122,13,Djibouti
2020-11-20,29,26,0.0,7.2,6,32,11:08 AM,10:54 PM,06:06 AM,05:40 PM,20,29,29,27,21,26,66,0.2,1013,29,10,112,16,Djibouti
2020-11-21,29,24,0.0,8.7,7,39,11:56 AM,11:48 PM,06:07 AM,05:40 PM,19,27,27,26,19,8,65,0.0,1013,29,10,122,14,Djibouti
2020-11-22,29,24,0.0,8.7,7,47,12:40 PM,No moonset,06:07 AM,05:40 PM,19,28,28,26,17,19,67,0.0,1013,29,10,136,13,Djibouti
2020-11-23,29,25,0.0,8.7,7,54,01:20 PM,12:37 AM,06:08 AM,05:40 PM,20,28,28,27,14,25,66,0.0,1013,29,10,155,11,Djibouti
2020-11-24,27,22,0.0,7.2,6,62,01:58 PM,01:25 AM,06:08 AM,05:40 PM,21,28,28,25,10,56,73,0.5,1012,27,10,136,7,Djibouti
2020-11-25,29,26,0.0,5.7,6,70,02:34 PM,02:10 AM,06:09 AM,05:41 PM,22,30,30,27,30,75,73,38.0,1011,29,7,81,16,Djibouti
2020-11-26,28,26,0.0,7.2,6,77,03:10 PM,02:54 AM,06:09 AM,05:41 PM,21,29,29,27,30,70,74,8.6,1011,28,9,90,21,Djibouti
2020-11-27,27,25,0.0,4.2,6,85,03:47 PM,03:39 AM,06:10 AM,05:41 PM,21,28,28,26,35,68,74,2.0,1012,27,10,89,26,Djibouti
2020-11-28,27,25,0.0,5.7,6,92,04:24 PM,04:24 AM,06:10 AM,05:41 PM,21,28,28,26,29,59,73,2.4,1013,27,10,94,22,Djibouti
2020-11-29,28,25,0.0,8.7,7,100,05:06 PM,05:12 AM,06:11 AM,05:41 PM,19,28,28,26,16,13,64,0.0,1012,28,10,98,12,Djibouti
2020-11-30,27,25,0.0,4.2,6,100,05:50 PM,06:01 AM,06:11 AM,05:41 PM,20,28,28,26,20,57,72,2.7,1012,27,10,117,15,Djibouti
2020-12-01,27,24,0.0,4.2,6,89,06:37 PM,06:52 AM,06:12 AM,05:42 PM,20,27,27,26,21,57,71,0.8,1012,27,10,112,16,Djibouti
2020-12-02,28,25,0.0,7.2,6,82,07:28 PM,07:45 AM,06:12 AM,05:42 PM,20,28,28,26,19,40,70,1.1,1013,28,10,97,15,Djibouti
2020-12-03,28,25,0.0,5.7,6,75,08:21 PM,08:38 AM,06:13 AM,05:42 PM,21,29,29,27,16,55,72,0.8,1013,28,10,86,12,Djibouti
2020-12-04,28,25,0.0,5.7,6,67,09:16 PM,09:31 AM,06:13 AM,05:42 PM,21,28,28,26,21,60,77,1.4,1013,28,10,89,15,Djibouti
2020-12-05,27,25,0.0,7.2,6,60,10:11 PM,10:21 AM,06:14 AM,05:43 PM,21,28,28,26,18,44,74,0.6,1012,27,10,92,13,Djibouti
2020-12-06,27,24,0.0,7.2,6,53,11:07 PM,11:10 AM,06:14 AM,05:43 PM,20,28,28,26,13,25,72,0.0,1012,27,10,103,9,Djibouti
2020-12-07,28,25,0.0,8.7,7,46,No moonrise,11:56 AM,06:15 AM,05:43 PM,21,29,29,27,12,17,72,0.0,1014,28,10,76,10,Djibouti
2020-12-08,28,25,0.0,4.2,6,38,12:01 AM,12:41 PM,06:15 AM,05:44 PM,21,29,29,26,17,51,75,3.8,1015,28,10,91,13,Djibouti
2020-12-09,28,25,0.0,8.7,7,31,12:55 AM,01:25 PM,06:16 AM,05:44 PM,20,28,28,27,17,25,68,0.0,1015,28,10,119,14,Djibouti
2020-12-10,28,25,0.0,8.7,7,24,01:50 AM,02:09 PM,06:16 AM,05:44 PM,19,28,28,26,17,11,64,0.0,1015,28,10,126,14,Djibouti
2020-12-11,28,25,0.0,8.7,7,17,02:45 AM,02:56 PM,06:17 AM,05:45 PM,18,27,27,26,18,6,61,0.0,1015,28,10,119,15,Djibouti
2020-12-12,27,24,0.0,8.7,7,9,03:44 AM,03:46 PM,06:17 AM,05:45 PM,17,27,27,26,20,7,60,0.0,1015,27,10,112,16,Djibouti
2020-12-13,27,24,0.0,8.7,7,2,04:45 AM,04:39 PM,06:18 AM,05:46 PM,17,27,27,25,23,5,61,0.0,1014,27,10,113,18,Djibouti
2020-12-14,27,23,0.0,8.7,7,0,05:49 AM,05:37 PM,06:18 AM,05:46 PM,17,26,26,25,26,5,61,0.0,1014,27,10,115,19,Djibouti
2020-12-15,27,23,0.0,8.7,7,0,06:53 AM,06:38 PM,06:19 AM,05:46 PM,17,26,26,25,25,19,64,0.0,1014,27,10,116,19,Djibouti
2020-12-16,27,23,0.0,8.7,7,5,07:56 AM,07:40 PM,06:19 AM,05:47 PM,17,26,26,25,24,20,63,0.0,1015,27,10,109,18,Djibouti
2020-12-17,27,23,0.0,8.7,7,12,08:54 AM,08:39 PM,06:20 AM,05:47 PM,17,26,26,25,22,22,64,0.0,1015,27,10,103,16,Djibouti
2020-12-18,27,24,0.0,8.7,7,20,09:47 AM,09:36 PM,06:20 AM,05:48 PM,19,27,27,25,16,29,68,0.0,1013,27,10,112,11,Djibouti
2020-12-19,28,25,0.0,4.2,6,27,10:34 AM,10:28 PM,06:21 AM,05:48 PM,21,29,29,26,21,75,74,4.6,1013,28,10,86,16,Djibouti
2020-12-20,27,25,0.0,4.2,6,34,11:17 AM,11:18 PM,06:22 AM,05:49 PM,22,28,28,25,27,69,79,9.8,1014,27,9,90,20,Djibouti
2020-12-21,27,25,0.0,4.2,6,41,11:56 AM,No moonset,06:22 AM,05:49 PM,20,27,27,26,31,71,73,3.5,1015,27,10,114,23,Djibouti
2020-12-22,27,24,0.0,7.2,6,49,12:32 PM,12:05 AM,06:23 AM,05:50 PM,19,27,27,25,26,61,70,0.6,1015,27,10,118,20,Djibouti
2020-12-23,27,24,0.0,7.2,6,56,01:09 PM,12:50 AM,06:23 AM,05:50 PM,19,27,27,26,21,32,66,0.0,1014,27,10,114,17,Djibouti
2020-12-24,27,24,0.0,8.7,7,63,01:45 PM,01:35 AM,06:23 AM,05:51 PM,18,27,27,26,17,7,63,0.0,1013,27,10,116,14,Djibouti
2020-12-25,27,24,0.0,7.2,6,70,02:22 PM,02:19 AM,06:24 AM,05:51 PM,19,27,27,25,19,29,67,0.0,1012,27,10,117,16,Djibouti
2020-12-26,27,24,0.0,5.7,6,78,03:02 PM,03:06 AM,06:24 AM,05:52 PM,19,27,27,25,29,52,69,0.8,1014,27,10,116,23,Djibouti
2020-12-27,27,24,0.0,4.2,6,85,03:45 PM,03:55 AM,06:25 AM,05:52 PM,18,26,26,25,28,41,64,0.3,1015,27,10,118,21,Djibouti
2020-12-28,26,24,0.0,7.2,6,92,04:31 PM,04:45 AM,06:25 AM,05:53 PM,18,26,26,25,27,50,66,0.7,1015,26,10,109,21,Djibouti
2020-12-29,26,24,0.0,4.2,6,100,05:22 PM,05:38 AM,06:26 AM,05:53 PM,20,27,27,25,30,64,74,6.0,1014,26,10,95,22,Djibouti
2020-12-30,27,20,0.0,4.2,6,100,06:15 PM,06:31 AM,06:26 AM,05:54 PM,19,26,26,24,30,58,70,0.9,1014,27,10,109,22,Djibouti
2020-12-31,27,23,0.0,7.2,6,89,07:11 PM,07:26 AM,06:27 AM,05:55 PM,18,26,26,25,28,53,68,0.3,1014,27,10,109,21,Djibouti
2021-01-01,26,23,0.0,4.2,5,79,08:07 PM,08:18 AM,06:27 AM,05:55 PM,18,26,26,24,31,66,67,0.6,1014,26,10,103,23,Djibouti
2021-01-02,26,23,0.0,4.2,5,71,09:03 PM,09:08 AM,06:27 AM,05:56 PM,18,26,26,24,27,56,68,0.4,1015,26,10,105,20,Djibouti
2021-01-03,26,24,0.0,7.2,6,64,09:57 PM,09:55 AM,06:28 AM,05:56 PM,19,26,26,25,22,41,69,0.1,1015,26,10,110,18,Djibouti
2021-01-04,26,23,0.0,7.2,6,57,10:51 PM,10:40 AM,06:28 AM,05:57 PM,18,26,26,25,18,30,67,0.0,1014,26,10,118,14,Djibouti
2021-01-05,26,24,0.0,5.7,6,50,11:44 PM,11:24 AM,06:28 AM,05:57 PM,19,27,27,25,22,58,68,0.3,1014,26,10,112,18,Djibouti
2021-01-06,26,24,0.0,4.2,6,42,No moonrise,12:06 PM,06:29 AM,05:58 PM,18,26,26,25,21,45,68,0.3,1015,26,10,118,17,Djibouti
2021-01-07,26,23,0.0,5.7,5,35,12:38 AM,12:51 PM,06:29 AM,05:58 PM,18,26,26,25,22,35,66,0.2,1014,26,10,117,19,Djibouti
2021-01-08,26,23,0.0,5.7,5,28,01:34 AM,01:38 PM,06:29 AM,05:59 PM,18,26,26,24,27,54,67,0.4,1013,26,10,110,21,Djibouti
2021-01-09,26,23,0.0,5.7,5,20,02:31 AM,02:27 PM,06:30 AM,05:59 PM,17,26,26,24,30,56,67,1.3,1013,26,10,109,23,Djibouti
2021-01-10,26,23,0.0,7.3,5,13,03:32 AM,03:22 PM,06:30 AM,06:00 PM,18,26,26,24,33,65,67,1.9,1014,26,9,107,25,Djibouti
2021-01-11,26,23,0.0,10.2,5,6,04:34 AM,04:20 PM,06:30 AM,06:00 PM,18,26,26,24,31,57,69,1.4,1015,26,10,109,24,Djibouti
2021-01-12,26,23,0.0,10.2,5,0,05:37 AM,05:21 PM,06:30 AM,06:01 PM,17,26,26,24,28,50,65,0.8,1016,26,10,111,22,Djibouti
2021-01-13,26,23,0.0,11.6,6,0,06:37 AM,06:21 PM,06:31 AM,06:01 PM,16,26,26,24,22,19,62,0.0,1016,26,10,114,17,Djibouti
2021-01-14,26,23,0.0,11.6,6,1,07:33 AM,07:20 PM,06:31 AM,06:02 PM,16,26,26,24,17,2,60,0.0,1014,26,10,118,14,Djibouti
2021-01-15,26,22,0.0,10.2,6,8,08:23 AM,08:15 PM,06:31 AM,06:03 PM,17,26,26,24,19,17,65,0.0,1013,26,10,112,14,Djibouti
2021-01-16,27,23,0.0,10.2,5,16,09:09 AM,09:08 PM,06:31 AM,06:03 PM,17,26,26,24,17,25,65,0.0,1013,27,10,114,13,Djibouti
2021-01-17,27,22,0.0,11.6,6,23,09:50 AM,09:56 PM,06:31 AM,06:04 PM,18,26,26,24,15,9,67,0.0,1012,27,10,120,11,Djibouti
2021-01-18,27,22,0.0,11.6,7,30,10:28 AM,10:43 PM,06:32 AM,06:04 PM,18,26,26,25,11,3,67,0.0,1013,27,10,118,9,Djibouti
2021-01-19,27,24,0.0,10.2,6,38,11:06 AM,11:28 PM,06:32 AM,06:04 PM,20,27,27,25,14,38,73,0.1,1014,27,10,130,12,Djibouti
2021-01-20,27,23,0.0,11.6,7,45,11:42 AM,No moonset,06:32 AM,06:05 PM,16,26,26,25,15,23,60,0.0,1015,27,10,112,11,Djibouti
2021-01-21,27,23,0.0,11.6,6,52,12:19 PM,12:13 AM,06:32 AM,06:05 PM,16,26,26,24,13,3,58,0.0,1015,27,10,93,9,Djibouti
2021-01-22,27,22,0.0,11.6,6,59,12:57 PM,12:59 AM,06:32 AM,06:06 PM,15,26,26,24,19,0,58,0.0,1015,27,10,108,14,Djibouti
2021-01-23,27,23,0.0,11.6,7,67,01:39 PM,01:47 AM,06:32 AM,06:06 PM,17,26,26,24,22,8,63,0.0,1015,27,10,124,17,Djibouti
2021-01-24,27,23,0.0,10.2,6,74,02:23 PM,02:36 AM,06:32 AM,06:07 PM,18,26,26,25,26,31,66,0.1,1015,27,10,110,20,Djibouti
2021-01-25,26,23,0.0,10.2,5,81,03:12 PM,03:28 AM,06:32 AM,06:07 PM,17,26,26,24,27,36,66,0.2,1016,26,10,107,21,Djibouti
2021-01-26,26,22,0.0,11.6,6,88,04:04 PM,04:21 AM,06:32 AM,06:08 PM,17,26,26,24,24,27,65,0.0,1016,26,10,109,18,Djibouti
2021-01-27,26,23,0.0,11.6,6,96,04:59 PM,05:15 AM,06:32 AM,06:08 PM,17,26,26,24,23,21,65,0.0,1015,26,10,108,18,Djibouti
2021-01-28,26,23,0.0,11.6,5,100,05:57 PM,06:09 AM,06:32 AM,06:09 PM,18,26,26,24,25,30,67,0.0,1015,26,10,109,20,Djibouti
2021-01-29,26,23,0.0,11.6,6,90,06:54 PM,07:01 AM,06:32 AM,06:09 PM,18,26,26,24,22,30,68,0.0,1015,26,10,104,17,Djibouti
2021-01-30,26,22,0.0,11.6,6,82,07:51 PM,07:51 AM,06:32 AM,06:09 PM,17,26,26,24,15,13,64,0.0,1015,26,10,107,12,Djibouti
2021-01-31,26,23,0.0,10.2,5,79,08:46 PM,08:37 AM,06:32 AM,06:10 PM,17,26,26,24,16,28,66,0.0,1014,26,10,98,13,Djibouti
2021-02-01,26,23,0.0,10.2,5,63,09:41 PM,09:22 AM,06:32 AM,06:10 PM,18,26,26,24,25,40,68,0.2,1016,26,10,109,19,Djibouti
2021-02-02,27,22,0.0,11.6,6,55,10:34 PM,10:06 AM,06:31 AM,06:10 PM,17,26,26,24,25,23,65,0.0,1017,27,10,114,19,Djibouti
2021-02-03,27,22,0.0,11.6,6,48,11:30 PM,10:50 AM,06:31 AM,06:11 PM,17,26,26,24,19,8,65,0.0,1016,27,10,118,14,Djibouti
2021-02-04,26,23,0.0,11.6,7,40,No moonrise,11:35 AM,06:31 AM,06:11 PM,17,26,26,24,23,2,63,0.0,1015,26,10,114,18,Djibouti
2021-02-05,26,22,0.0,11.6,6,33,12:25 AM,12:23 PM,06:31 AM,06:12 PM,16,25,25,24,26,13,65,0.0,1013,26,10,107,20,Djibouti
2021-02-06,26,23,0.0,11.6,6,25,01:24 AM,01:15 PM,06:31 AM,06:12 PM,17,26,26,24,15,32,63,0.0,1014,26,10,76,12,Djibouti
2021-02-07,26,23,0.0,11.6,6,18,02:24 AM,02:10 PM,06:31 AM,06:12 PM,18,26,26,25,15,23,69,0.0,1014,26,10,192,12,Djibouti
