date_time,Canada%2C%20British%20Columbia_maxtempC,Canada%2C%20British%20Columbia_mintempC,Canada%2C%20British%20Columbia_totalSnow_cm,Canada%2C%20British%20Columbia_sunHour,Canada%2C%20British%20Columbia_uvIndex,Canada%2C%20British%20Columbia_moon_illumination,Canada%2C%20British%20Columbia_moonrise,Canada%2C%20British%20Columbia_moonset,Canada%2C%20British%20Columbia_sunrise,Canada%2C%20British%20Columbia_sunset,Canada%2C%20British%20Columbia_DewPointC,Canada%2C%20British%20Columbia_FeelsLikeC,Canada%2C%20British%20Columbia_HeatIndexC,Canada%2C%20British%20Columbia_WindChillC,Canada%2C%20British%20Columbia_WindGustKmph,Canada%2C%20British%20Columbia_cloudcover,Canada%2C%20British%20Columbia_humidity,Canada%2C%20British%20Columbia_precipMM,Canada%2C%20British%20Columbia_pressure,Canada%2C%20British%20Columbia_tempC,Canada%2C%20British%20Columbia_visibility,Canada%2C%20British%20Columbia_winddirDegree,Canada%2C%20British%20Columbia_windspeedKmph,Canada%2C%20British%20Columbia_location
2020-09-06,21,13,0.0,13.0,5,66,08:49 PM,10:05 AM,05:39 AM,06:43 PM,13,17,17,17,8,5,81,0.0,1023,21,9,195,5,Canada%2C%20British%20Columbia
2020-09-07,22,14,0.0,13.0,5,58,09:11 PM,11:10 AM,05:40 AM,06:41 PM,10,18,19,18,30,4,65,0.0,1021,22,10,207,16,Canada%2C%20British%20Columbia
2020-09-08,21,14,0.0,13.0,5,50,09:37 PM,12:15 PM,05:42 AM,06:39 PM,5,17,18,17,15,1,47,0.0,1023,21,10,88,8,Canada%2C%20British%20Columbia
2020-09-09,23,14,0.0,12.9,5,43,10:08 PM,01:21 PM,05:43 AM,06:37 PM,7,18,19,18,12,0,52,0.0,1015,23,10,217,6,Canada%2C%20British%20Columbia
2020-09-10,24,16,0.0,12.9,6,35,10:48 PM,02:24 PM,05:44 AM,06:35 PM,10,19,20,19,9,0,57,0.0,1014,24,10,223,5,Canada%2C%20British%20Columbia
2020-09-11,22,16,0.0,12.9,5,28,11:39 PM,03:24 PM,05:46 AM,06:33 PM,11,18,20,18,5,0,65,0.0,1015,22,10,236,3,Canada%2C%20British%20Columbia
2020-09-12,21,13,0.0,12.8,5,20,No moonrise,04:17 PM,05:47 AM,06:31 PM,11,17,17,17,5,0,73,0.0,1015,21,10,220,3,Canada%2C%20British%20Columbia
2020-09-13,19,13,0.0,12.8,4,13,12:40 AM,05:02 PM,05:49 AM,06:29 PM,11,16,16,16,8,20,74,0.0,1014,19,10,232,5,Canada%2C%20British%20Columbia
2020-09-14,19,13,0.0,12.8,4,5,01:52 AM,05:39 PM,05:50 AM,06:26 PM,12,15,16,15,8,36,79,0.0,1015,19,10,195,5,Canada%2C%20British%20Columbia
2020-09-15,20,13,0.0,12.7,5,0,03:11 AM,06:10 PM,05:51 AM,06:24 PM,12,16,16,16,7,22,75,0.0,1018,20,10,209,4,Canada%2C%20British%20Columbia
2020-09-16,23,14,0.0,12.7,5,0,04:33 AM,06:36 PM,05:53 AM,06:22 PM,13,18,18,18,8,24,74,0.0,1016,23,10,201,4,Canada%2C%20British%20Columbia
2020-09-17,22,15,0.0,12.7,5,0,05:56 AM,07:00 PM,05:54 AM,06:20 PM,14,18,19,18,9,13,82,0.0,1015,22,9,206,5,Canada%2C%20British%20Columbia
2020-09-18,17,14,0.0,10.5,4,2,07:20 AM,07:24 PM,05:55 AM,06:18 PM,14,16,15,16,7,58,91,1.7,1013,17,8,279,4,Canada%2C%20British%20Columbia
2020-09-19,18,14,0.0,9.2,4,10,08:44 AM,07:48 PM,05:57 AM,06:16 PM,13,15,15,15,11,86,85,1.5,1016,18,9,240,6,Canada%2C%20British%20Columbia
2020-09-20,18,13,0.0,9.2,4,17,10:07 AM,08:15 PM,05:58 AM,06:14 PM,12,15,15,15,8,54,84,0.2,1017,18,8,216,5,Canada%2C%20British%20Columbia
2020-09-21,17,12,0.0,12.1,4,25,11:30 AM,08:47 PM,06:00 AM,06:12 PM,8,14,14,14,8,51,69,0.0,1015,17,10,200,4,Canada%2C%20British%20Columbia
2020-09-22,17,12,0.0,8.8,4,32,12:48 PM,09:26 PM,06:01 AM,06:10 PM,12,14,14,14,8,61,84,0.5,1014,17,8,195,5,Canada%2C%20British%20Columbia
2020-09-23,14,12,0.0,6.0,3,40,01:59 PM,10:13 PM,06:02 AM,06:08 PM,12,12,13,12,14,88,92,15.6,1007,14,7,146,9,Canada%2C%20British%20Columbia
2020-09-24,16,12,0.0,6.0,3,47,02:59 PM,11:10 PM,06:04 AM,06:06 PM,11,13,14,13,23,66,85,3.0,1009,16,9,198,14,Canada%2C%20British%20Columbia
2020-09-25,17,12,0.0,10.2,3,55,03:48 PM,No moonset,06:05 AM,06:03 PM,10,13,14,13,26,42,80,5.5,1007,17,9,199,17,Canada%2C%20British%20Columbia
2020-09-26,16,10,0.0,8.8,3,62,04:26 PM,12:12 AM,06:07 AM,06:01 PM,8,12,13,12,17,39,76,0.3,1019,16,10,227,11,Canada%2C%20British%20Columbia
2020-09-27,15,9,0.0,8.7,3,70,04:57 PM,01:20 AM,06:08 AM,05:59 PM,9,11,11,11,8,22,85,0.0,1029,15,10,209,5,Canada%2C%20British%20Columbia
2020-09-28,17,10,0.0,8.7,4,78,05:22 PM,02:28 AM,06:09 AM,05:57 PM,9,13,13,13,10,2,77,0.0,1026,17,10,208,6,Canada%2C%20British%20Columbia
2020-09-29,19,9,0.0,8.7,5,85,05:43 PM,03:36 AM,06:11 AM,05:55 PM,11,14,15,14,11,0,81,0.0,1019,19,10,215,6,Canada%2C%20British%20Columbia
2020-09-30,21,13,0.0,8.7,5,93,06:01 PM,04:42 AM,06:12 AM,05:53 PM,12,16,16,16,5,1,78,0.0,1021,21,10,208,2,Canada%2C%20British%20Columbia
2020-10-01,20,13,0.0,8.7,5,97,06:18 PM,05:47 AM,06:14 AM,05:51 PM,12,16,16,16,8,23,79,0.0,1021,20,10,194,4,Canada%2C%20British%20Columbia
2020-10-02,20,13,0.0,8.7,5,100,06:36 PM,06:51 AM,06:15 AM,05:49 PM,12,16,16,16,6,5,78,0.0,1019,20,10,207,3,Canada%2C%20British%20Columbia
2020-10-03,19,13,0.0,8.7,5,89,06:54 PM,07:56 AM,06:16 AM,05:47 PM,12,15,15,15,5,1,81,0.0,1017,19,10,216,3,Canada%2C%20British%20Columbia
2020-10-04,17,12,0.0,8.7,4,82,07:15 PM,09:01 AM,06:18 AM,05:45 PM,12,14,14,14,7,35,87,0.0,1018,17,8,263,4,Canada%2C%20British%20Columbia
2020-10-05,17,12,0.0,8.7,3,74,07:39 PM,10:06 AM,06:19 AM,05:43 PM,11,14,14,14,7,36,86,0.0,1023,17,7,211,4,Canada%2C%20British%20Columbia
2020-10-06,17,12,0.0,8.7,5,67,08:07 PM,11:11 AM,06:21 AM,05:41 PM,11,14,14,14,4,9,83,0.0,1020,17,10,202,3,Canada%2C%20British%20Columbia
2020-10-07,17,12,0.0,8.7,4,60,08:43 PM,12:15 PM,06:22 AM,05:39 PM,12,14,14,14,5,19,87,0.0,1013,17,8,226,3,Canada%2C%20British%20Columbia
2020-10-08,18,12,0.0,8.7,4,53,09:28 PM,01:16 PM,06:24 AM,05:37 PM,11,15,15,15,12,37,79,0.0,1012,18,10,238,7,Canada%2C%20British%20Columbia
2020-10-09,15,13,0.0,4.2,3,45,10:24 PM,02:10 PM,06:25 AM,05:35 PM,12,13,14,13,16,76,88,4.5,1007,15,7,156,10,Canada%2C%20British%20Columbia
2020-10-10,15,11,0.0,4.1,3,38,11:30 PM,02:57 PM,06:27 AM,05:33 PM,8,11,13,11,28,78,76,2.3,1002,15,8,238,19,Canada%2C%20British%20Columbia
2020-10-11,13,9,0.0,7.2,3,31,No moonrise,03:36 PM,06:28 AM,05:31 PM,7,10,11,10,14,72,80,6.2,1013,13,10,180,9,Canada%2C%20British%20Columbia
2020-10-12,13,9,0.0,8.7,3,23,12:43 AM,04:08 PM,06:30 AM,05:29 PM,8,10,11,10,11,54,82,8.4,1016,13,9,225,8,Canada%2C%20British%20Columbia
2020-10-13,13,9,0.0,4.1,3,16,02:02 AM,04:35 PM,06:31 AM,05:27 PM,7,9,10,9,25,73,82,21.1,1013,13,9,183,17,Canada%2C%20British%20Columbia
2020-10-14,13,8,0.0,8.7,4,9,03:24 AM,05:00 PM,06:33 AM,05:25 PM,6,9,10,9,10,14,78,0.0,1027,13,10,204,6,Canada%2C%20British%20Columbia
2020-10-15,11,8,0.0,7.2,2,2,04:47 AM,05:23 PM,06:34 AM,05:23 PM,6,9,9,9,7,52,83,0.0,1034,11,10,228,5,Canada%2C%20British%20Columbia
2020-10-16,14,6,0.0,5.6,3,0,06:11 AM,05:47 PM,06:36 AM,05:21 PM,9,10,11,10,20,61,86,0.7,1022,14,8,228,12,Canada%2C%20British%20Columbia
2020-10-17,11,10,0.0,7.2,3,0,07:38 AM,06:12 PM,06:37 AM,05:19 PM,7,10,10,10,6,74,81,0.1,1021,11,10,96,4,Canada%2C%20British%20Columbia
2020-10-18,11,9,0.0,4.0,3,5,09:03 AM,06:42 PM,06:39 AM,05:17 PM,9,10,10,10,7,92,94,4.6,1016,11,6,169,5,Canada%2C%20British%20Columbia
2020-10-19,14,9,0.0,8.7,4,13,10:27 AM,07:19 PM,06:40 AM,05:16 PM,9,10,12,10,17,23,82,0.0,1018,14,10,247,10,Canada%2C%20British%20Columbia
2020-10-20,12,9,0.0,8.7,3,20,11:45 AM,08:04 PM,06:42 AM,05:14 PM,7,9,10,9,10,45,80,0.2,1021,12,10,242,6,Canada%2C%20British%20Columbia
2020-10-21,11,7,0.0,5.6,2,27,12:52 PM,08:59 PM,06:43 AM,05:12 PM,4,7,8,7,16,33,74,1.0,1019,11,10,294,10,Canada%2C%20British%20Columbia
2020-10-22,9,5,0.0,7.1,2,35,01:47 PM,10:02 PM,06:45 AM,05:10 PM,3,6,6,6,9,38,79,0.0,1027,9,10,210,6,Canada%2C%20British%20Columbia
2020-10-23,7,-0,0.0,4.0,2,42,02:29 PM,11:10 PM,06:46 AM,05:08 PM,4,3,5,3,16,92,89,13.0,1018,7,9,148,12,Canada%2C%20British%20Columbia
2020-10-24,6,3,0.0,8.7,2,49,03:02 PM,No moonset,06:48 AM,05:06 PM,-1,1,4,1,24,7,70,0.3,1027,6,10,249,16,Canada%2C%20British%20Columbia
2020-10-25,5,1,0.0,8.7,2,56,03:28 PM,12:18 AM,06:49 AM,05:05 PM,-4,-0,3,-0,16,8,62,0.0,1032,5,10,79,10,Canada%2C%20British%20Columbia
2020-10-26,7,-2,0.0,7.1,3,64,03:50 PM,01:27 AM,06:51 AM,05:03 PM,-3,4,4,4,6,34,60,0.0,1030,7,10,173,3,Canada%2C%20British%20Columbia
2020-10-27,9,3,0.0,8.7,3,71,04:08 PM,02:33 AM,06:53 AM,05:01 PM,1,5,6,5,6,22,72,0.0,1027,9,10,221,4,Canada%2C%20British%20Columbia
2020-10-28,14,5,0.0,8.7,4,78,04:25 PM,03:39 AM,06:54 AM,04:59 PM,9,10,11,10,18,38,86,0.0,1022,14,10,195,10,Canada%2C%20British%20Columbia
2020-10-29,13,9,0.0,8.7,4,85,04:43 PM,04:43 AM,06:56 AM,04:58 PM,8,10,11,10,20,24,82,0.1,1019,13,10,183,11,Canada%2C%20British%20Columbia
2020-10-30,11,7,0.0,8.7,4,93,05:00 PM,05:47 AM,06:57 AM,04:56 PM,6,8,10,8,21,32,79,0.1,1016,11,10,229,14,Canada%2C%20British%20Columbia
2020-10-31,9,6,0.0,8.7,3,97,05:20 PM,06:52 AM,06:59 AM,04:54 PM,4,7,7,7,8,24,80,0.0,1028,9,10,201,5,Canada%2C%20British%20Columbia
2020-11-01,11,6,0.0,8.7,3,89,05:42 PM,07:58 AM,07:00 AM,04:53 PM,4,7,8,7,10,5,77,0.0,1024,11,10,230,6,Canada%2C%20British%20Columbia
2020-11-02,10,5,0.0,7.0,2,81,06:09 PM,09:03 AM,07:02 AM,04:51 PM,4,8,8,8,4,24,75,0.0,1018,10,10,142,2,Canada%2C%20British%20Columbia
2020-11-03,9,6,0.0,3.5,2,74,06:42 PM,10:08 AM,07:04 AM,04:50 PM,8,7,9,7,12,84,94,27.0,1011,9,6,157,8,Canada%2C%20British%20Columbia
2020-11-04,14,6,0.0,3.5,3,66,07:24 PM,11:10 AM,07:05 AM,04:48 PM,10,10,11,10,28,69,88,3.8,1011,14,10,189,15,Canada%2C%20British%20Columbia
2020-11-05,11,6,0.0,3.5,2,58,08:15 PM,12:06 PM,07:07 AM,04:47 PM,5,8,10,8,30,44,74,2.0,1017,11,10,243,17,Canada%2C%20British%20Columbia
2020-11-06,9,4,0.0,8.7,3,51,09:16 PM,12:55 PM,07:08 AM,04:45 PM,1,4,6,4,18,8,71,0.0,1014,9,10,317,11,Canada%2C%20British%20Columbia
2020-11-07,7,3,0.0,8.7,3,43,10:25 PM,01:36 PM,07:10 AM,04:44 PM,0,2,5,2,20,7,73,0.0,1009,7,10,320,13,Canada%2C%20British%20Columbia
2020-11-08,7,3,0.0,8.7,2,36,11:40 PM,02:09 PM,07:12 AM,04:42 PM,-3,1,4,1,22,2,60,0.0,1018,7,10,328,14,Canada%2C%20British%20Columbia
2020-11-09,5,-1,0.0,3.5,1,28,No moonrise,02:37 PM,07:13 AM,04:41 PM,-2,2,3,2,9,71,69,5.7,1020,5,9,173,6,Canada%2C%20British%20Columbia
2020-11-10,5,-1,0.0,3.5,1,21,12:57 AM,03:01 PM,07:15 AM,04:40 PM,2,3,3,3,6,90,91,2.5,1017,5,9,190,4,Canada%2C%20British%20Columbia
2020-11-11,6,2,0.0,3.5,1,13,02:17 AM,03:24 PM,07:16 AM,04:38 PM,1,2,3,2,9,64,83,0.3,1019,6,10,213,5,Canada%2C%20British%20Columbia
2020-11-12,7,3,0.0,3.4,2,6,03:39 AM,03:46 PM,07:18 AM,04:37 PM,4,3,6,3,20,97,88,1.4,1010,7,8,129,14,Canada%2C%20British%20Columbia
2020-11-13,7,1,0.0,3.4,2,0,05:03 AM,04:09 PM,07:19 AM,04:36 PM,5,3,6,3,23,99,92,12.3,996,7,8,157,16,Canada%2C%20British%20Columbia
2020-11-14,7,5,0.0,5.2,2,0,06:28 AM,04:37 PM,07:21 AM,04:35 PM,2,3,6,3,21,54,77,1.0,1013,7,10,189,14,Canada%2C%20British%20Columbia
2020-11-15,9,4,0.0,6.9,2,0,07:55 AM,05:10 PM,07:22 AM,04:33 PM,5,4,7,4,26,63,85,7.9,1010,9,8,189,17,Canada%2C%20British%20Columbia
2020-11-16,6,-0,0.0,3.4,2,2,09:18 AM,05:51 PM,07:24 AM,04:32 PM,4,3,5,3,17,90,89,19.9,1015,6,9,66,12,Canada%2C%20British%20Columbia
2020-11-17,10,0,0.0,3.4,2,9,10:34 AM,06:43 PM,07:25 AM,04:31 PM,6,6,8,6,24,82,86,1.3,998,10,8,120,14,Canada%2C%20British%20Columbia
2020-11-18,7,6,0.0,3.4,2,17,11:37 AM,07:45 PM,07:27 AM,04:30 PM,5,6,7,6,11,83,90,6.2,1004,7,9,175,8,Canada%2C%20British%20Columbia
2020-11-19,8,5,0.0,5.2,2,24,12:26 PM,08:53 PM,07:28 AM,04:29 PM,3,4,6,4,17,65,78,0.1,1020,8,10,205,11,Canada%2C%20British%20Columbia
2020-11-20,7,5,0.0,5.1,2,32,01:04 PM,10:04 PM,07:30 AM,04:28 PM,4,4,6,4,11,57,87,0.4,1029,7,9,159,7,Canada%2C%20British%20Columbia
2020-11-21,8,4,0.0,6.9,2,39,01:33 PM,11:14 PM,07:31 AM,04:27 PM,5,6,6,6,7,69,90,0.0,1028,8,10,138,4,Canada%2C%20British%20Columbia
2020-11-22,6,-0,0.0,3.3,2,47,01:56 PM,No moonset,07:33 AM,04:26 PM,3,3,5,3,8,97,85,2.7,1016,6,10,67,6,Canada%2C%20British%20Columbia
2020-11-23,7,3,0.0,3.3,2,54,02:15 PM,12:22 AM,07:34 AM,04:25 PM,5,5,6,5,7,87,91,3.8,1015,7,8,140,5,Canada%2C%20British%20Columbia
2020-11-24,7,5,0.0,3.3,2,62,02:33 PM,01:29 AM,07:36 AM,04:25 PM,5,4,6,4,17,90,89,0.9,1011,7,9,170,11,Canada%2C%20British%20Columbia
2020-11-25,7,3,0.0,3.3,2,70,02:50 PM,02:33 AM,07:37 AM,04:24 PM,4,4,6,4,14,72,87,0.7,1013,7,9,233,9,Canada%2C%20British%20Columbia
2020-11-26,8,5,0.0,5.1,2,77,03:07 PM,03:38 AM,07:38 AM,04:23 PM,4,5,6,5,11,85,87,0.0,1028,8,10,181,7,Canada%2C%20British%20Columbia
2020-11-27,8,6,0.0,8.7,2,85,03:26 PM,04:42 AM,07:40 AM,04:22 PM,5,4,7,4,19,61,86,1.4,1022,8,9,153,13,Canada%2C%20British%20Columbia
2020-11-28,8,4,0.0,8.7,3,92,03:47 PM,05:48 AM,07:41 AM,04:22 PM,4,5,6,5,11,26,85,1.3,1026,8,10,220,6,Canada%2C%20British%20Columbia
2020-11-29,6,3,0.0,8.7,2,100,04:12 PM,06:54 AM,07:42 AM,04:21 PM,3,4,5,4,6,39,84,0.7,1023,6,9,69,4,Canada%2C%20British%20Columbia
2020-11-30,8,3,0.0,6.9,2,100,04:43 PM,08:00 AM,07:44 AM,04:21 PM,3,4,7,4,30,59,76,12.2,1019,8,9,232,20,Canada%2C%20British%20Columbia
2020-12-01,6,4,0.0,8.7,3,89,05:22 PM,09:04 AM,07:45 AM,04:20 PM,2,3,5,3,12,30,83,0.0,1033,6,10,245,8,Canada%2C%20British%20Columbia
2020-12-02,6,3,0.0,8.7,2,82,06:10 PM,10:03 AM,07:46 AM,04:20 PM,1,2,4,2,13,1,79,0.0,1024,6,10,185,8,Canada%2C%20British%20Columbia
2020-12-03,7,4,0.0,6.9,2,75,07:09 PM,10:54 AM,07:47 AM,04:19 PM,0,5,5,5,3,42,72,0.0,1026,7,10,125,2,Canada%2C%20British%20Columbia
2020-12-04,7,3,0.0,8.7,3,67,08:15 PM,11:38 AM,07:49 AM,04:19 PM,1,4,5,4,9,12,75,0.0,1029,7,10,249,5,Canada%2C%20British%20Columbia
2020-12-05,7,4,0.0,8.7,2,60,09:27 PM,12:12 PM,07:50 AM,04:19 PM,2,5,6,5,8,16,79,0.0,1019,7,10,146,5,Canada%2C%20British%20Columbia
2020-12-06,10,2,0.0,6.9,2,53,10:42 PM,12:41 PM,07:51 AM,04:19 PM,6,6,7,6,12,57,89,2.9,1026,10,9,143,7,Canada%2C%20British%20Columbia
2020-12-07,7,6,0.0,3.2,2,46,11:59 PM,01:06 PM,07:52 AM,04:18 PM,6,6,7,6,8,93,95,4.9,1024,7,5,74,5,Canada%2C%20British%20Columbia
2020-12-08,9,1,0.0,8.7,2,38,No moonrise,01:28 PM,07:53 AM,04:18 PM,6,6,7,6,16,47,89,10.9,1021,9,9,210,9,Canada%2C%20British%20Columbia
2020-12-09,8,5,0.0,6.9,2,31,01:17 AM,01:49 PM,07:54 AM,04:18 PM,5,6,7,6,8,36,88,0.0,1026,8,10,238,4,Canada%2C%20British%20Columbia
2020-12-10,7,5,0.0,3.2,2,24,02:36 AM,02:10 PM,07:55 AM,04:18 PM,3,5,6,5,8,83,85,0.0,1019,7,10,32,5,Canada%2C%20British%20Columbia
2020-12-11,6,2,0.0,6.9,2,17,03:58 AM,02:34 PM,07:56 AM,04:18 PM,3,3,5,3,12,61,84,0.6,1017,6,10,190,8,Canada%2C%20British%20Columbia
2020-12-12,4,1,0.0,8.6,1,9,05:22 AM,03:04 PM,07:57 AM,04:18 PM,0,1,3,1,12,45,83,0.0,1019,4,10,121,7,Canada%2C%20British%20Columbia
2020-12-13,4,-0,0.0,3.2,1,2,06:46 AM,03:40 PM,07:57 AM,04:18 PM,3,1,4,1,15,96,91,7.6,1014,4,6,100,10,Canada%2C%20British%20Columbia
2020-12-14,7,-2,0.0,8.6,2,0,08:06 AM,04:26 PM,07:58 AM,04:18 PM,4,3,4,3,7,66,92,0.2,1022,7,9,193,5,Canada%2C%20British%20Columbia
2020-12-15,7,2,0.0,3.2,2,0,09:18 AM,05:23 PM,07:59 AM,04:19 PM,5,4,6,4,17,94,92,4.0,1014,7,10,149,12,Canada%2C%20British%20Columbia
2020-12-16,7,2,0.0,3.1,2,5,10:15 AM,06:30 PM,08:00 AM,04:19 PM,6,4,6,4,21,88,91,4.9,1011,7,8,134,15,Canada%2C%20British%20Columbia
2020-12-17,8,2,0.0,3.1,2,12,10:59 AM,07:43 PM,08:00 AM,04:19 PM,5,5,6,5,10,78,91,1.3,1005,8,8,173,7,Canada%2C%20British%20Columbia
2020-12-18,7,3,0.0,3.1,2,20,11:33 AM,08:56 PM,08:01 AM,04:20 PM,5,4,7,4,17,91,91,5.4,1016,7,9,172,11,Canada%2C%20British%20Columbia
2020-12-19,7,2,0.0,3.1,2,27,11:59 AM,10:06 PM,08:02 AM,04:20 PM,4,3,6,3,23,87,84,8.6,1020,7,10,177,15,Canada%2C%20British%20Columbia
2020-12-20,8,2,0.0,4.9,2,34,12:20 PM,11:15 PM,08:02 AM,04:20 PM,4,5,7,5,23,60,80,0.3,1019,8,10,224,13,Canada%2C%20British%20Columbia
2020-12-21,3,2,0.0,3.1,1,41,12:39 PM,No moonset,08:03 AM,04:21 PM,2,1,3,1,15,87,93,47.5,1008,3,6,252,10,Canada%2C%20British%20Columbia
2020-12-22,3,-1,0.0,6.8,1,49,12:56 PM,12:21 AM,08:03 AM,04:21 PM,-1,-1,2,-1,14,39,82,0.0,1025,3,10,232,8,Canada%2C%20British%20Columbia
2020-12-23,2,-0,0.0,3.1,1,56,01:13 PM,01:26 AM,08:03 AM,04:22 PM,-1,-1,1,-1,12,82,88,0.0,1031,2,10,178,7,Canada%2C%20British%20Columbia
2020-12-24,3,-1,0.0,8.2,1,63,01:31 PM,02:30 AM,08:04 AM,04:23 PM,-2,-1,1,-1,8,32,82,0.0,1020,3,10,170,4,Canada%2C%20British%20Columbia
2020-12-25,5,-2,0.0,3.1,1,70,01:51 PM,03:35 AM,08:04 AM,04:23 PM,-0,2,4,2,10,79,75,0.5,1010,5,8,64,6,Canada%2C%20British%20Columbia
2020-12-26,7,-1,0.0,3.1,2,78,02:14 PM,04:41 AM,08:04 AM,04:24 PM,4,2,5,2,26,80,88,9.2,1009,7,8,178,17,Canada%2C%20British%20Columbia
2020-12-27,5,4,0.0,3.1,2,85,02:43 PM,05:48 AM,08:05 AM,04:25 PM,3,3,5,3,13,75,90,0.5,1018,5,8,163,9,Canada%2C%20British%20Columbia
2020-12-28,6,3,0.0,5.0,1,92,03:19 PM,06:53 AM,08:05 AM,04:26 PM,2,2,4,2,12,32,89,0.0,1018,6,10,282,7,Canada%2C%20British%20Columbia
2020-12-29,5,2,0.0,5.0,1,100,04:04 PM,07:55 AM,08:05 AM,04:27 PM,2,3,3,3,6,60,88,0.2,1023,5,9,190,4,Canada%2C%20British%20Columbia
2020-12-30,8,2,0.0,3.1,2,100,05:00 PM,08:50 AM,08:05 AM,04:27 PM,6,4,6,4,15,100,97,30.4,1009,8,5,156,10,Canada%2C%20British%20Columbia
2020-12-31,7,2,0.0,3.1,2,89,06:06 PM,09:37 AM,08:05 AM,04:28 PM,6,5,6,5,10,100,95,8.3,1014,7,7,70,7,Canada%2C%20British%20Columbia
2021-01-01,8,4,0.0,3.1,2,79,07:18 PM,10:14 AM,08:05 AM,04:29 PM,6,5,7,5,17,95,95,7.6,1010,8,6,147,11,Canada%2C%20British%20Columbia
2021-01-02,8,4,0.0,3.1,2,71,08:32 PM,10:45 AM,08:05 AM,04:30 PM,6,5,8,5,25,94,92,37.5,1004,8,8,173,16,Canada%2C%20British%20Columbia
2021-01-03,7,5,0.0,6.8,2,64,09:49 PM,11:11 AM,08:05 AM,04:31 PM,4,3,6,3,20,48,86,5.8,1010,7,10,177,13,Canada%2C%20British%20Columbia
2021-01-04,6,5,0.0,3.1,2,57,11:05 PM,11:34 AM,08:05 AM,04:33 PM,4,3,6,3,17,90,91,11.7,1002,6,9,157,12,Canada%2C%20British%20Columbia
2021-01-05,7,5,0.0,3.1,2,50,No moonrise,11:54 AM,08:04 AM,04:34 PM,4,2,6,2,25,65,87,4.1,1015,7,10,160,17,Canada%2C%20British%20Columbia
2021-01-06,8,3,0.0,6.8,2,42,12:22 AM,12:15 PM,08:04 AM,04:35 PM,5,5,6,5,13,60,90,2.4,1016,8,10,174,8,Canada%2C%20British%20Columbia
2021-01-07,6,2,0.0,5.0,2,35,01:41 AM,12:37 PM,08:04 AM,04:36 PM,4,3,5,3,12,78,88,0.2,1022,6,9,72,8,Canada%2C%20British%20Columbia
2021-01-08,8,4,0.0,6.8,2,28,03:00 AM,01:03 PM,08:03 AM,04:37 PM,3,5,6,5,10,54,84,1.0,1021,8,9,192,6,Canada%2C%20British%20Columbia
2021-01-09,5,3,0.0,6.8,1,20,04:22 AM,01:34 PM,08:03 AM,04:39 PM,2,3,4,3,8,64,86,0.3,1026,5,10,96,5,Canada%2C%20British%20Columbia
2021-01-10,7,4,0.0,3.1,2,13,05:42 AM,02:14 PM,08:03 AM,04:40 PM,5,4,6,4,12,97,94,9.4,1022,7,7,113,9,Canada%2C%20British%20Columbia
2021-01-11,9,5,0.0,6.8,2,6,06:56 AM,03:05 PM,08:02 AM,04:41 PM,7,6,7,6,13,74,94,5.9,1019,9,6,135,8,Canada%2C%20British%20Columbia
2021-01-12,9,7,0.0,3.2,2,0,08:00 AM,04:08 PM,08:02 AM,04:43 PM,6,5,8,5,25,88,90,18.0,1006,9,7,175,16,Canada%2C%20British%20Columbia
2021-01-13,8,4,0.0,8.4,3,0,08:50 AM,05:18 PM,08:01 AM,04:44 PM,2,3,6,3,35,25,74,1.2,1019,8,10,247,22,Canada%2C%20British%20Columbia
2021-01-14,6,2,0.0,8.5,2,1,09:29 AM,06:32 PM,08:00 AM,04:45 PM,1,3,4,3,10,29,78,0.2,1030,6,10,105,7,Canada%2C%20British%20Columbia
2021-01-15,8,1,0.0,8.5,3,8,09:59 AM,07:46 PM,08:00 AM,04:47 PM,5,5,6,5,4,44,89,1.4,1028,8,10,169,3,Canada%2C%20British%20Columbia
2021-01-16,7,4,0.0,3.3,2,16,10:22 AM,08:57 PM,07:59 AM,04:48 PM,4,4,5,4,7,75,91,0.0,1029,7,10,175,4,Canada%2C%20British%20Columbia
2021-01-17,9,6,0.0,8.7,3,23,10:42 AM,10:05 PM,07:58 AM,04:50 PM,6,6,7,6,11,54,91,0.6,1028,9,8,212,7,Canada%2C%20British%20Columbia
2021-01-18,7,4,0.0,8.7,3,30,11:00 AM,11:11 PM,07:57 AM,04:51 PM,3,3,5,3,14,22,88,0.1,1033,7,10,333,8,Canada%2C%20British%20Columbia
2021-01-19,7,4,0.0,8.7,2,38,11:18 AM,No moonset,07:57 AM,04:53 PM,2,4,5,4,8,28,82,0.0,1029,7,10,236,5,Canada%2C%20British%20Columbia
2021-01-20,6,4,0.0,3.4,2,45,11:35 AM,12:16 AM,07:56 AM,04:54 PM,3,4,5,4,10,97,85,0.1,1022,6,10,265,7,Canada%2C%20British%20Columbia
2021-01-21,6,3,0.0,3.4,1,52,11:54 AM,01:21 AM,07:55 AM,04:56 PM,2,2,4,2,15,84,84,0.0,1018,6,10,300,10,Canada%2C%20British%20Columbia
2021-01-22,5,1,0.0,8.7,2,59,12:15 PM,02:26 AM,07:54 AM,04:57 PM,-1,0,2,0,11,5,76,0.0,1018,5,10,253,7,Canada%2C%20British%20Columbia
2021-01-23,4,0,0.0,8.7,2,67,12:41 PM,03:33 AM,07:53 AM,04:59 PM,-3,1,2,1,7,18,68,0.0,1019,4,10,179,4,Canada%2C%20British%20Columbia
