date_time,Canada%2C%20Nova%20Scotia_maxtempC,Canada%2C%20Nova%20Scotia_mintempC,Canada%2C%20Nova%20Scotia_totalSnow_cm,Canada%2C%20Nova%20Scotia_sunHour,Canada%2C%20Nova%20Scotia_uvIndex,Canada%2C%20Nova%20Scotia_moon_illumination,Canada%2C%20Nova%20Scotia_moonrise,Canada%2C%20Nova%20Scotia_moonset,Canada%2C%20Nova%20Scotia_sunrise,Canada%2C%20Nova%20Scotia_sunset,Canada%2C%20Nova%20Scotia_DewPointC,Canada%2C%20Nova%20Scotia_FeelsLikeC,Canada%2C%20Nova%20Scotia_HeatIndexC,Canada%2C%20Nova%20Scotia_WindChillC,Canada%2C%20Nova%20Scotia_WindGustKmph,Canada%2C%20Nova%20Scotia_cloudcover,Canada%2C%20Nova%20Scotia_humidity,Canada%2C%20Nova%20Scotia_precipMM,Canada%2C%20Nova%20Scotia_pressure,Canada%2C%20Nova%20Scotia_tempC,Canada%2C%20Nova%20Scotia_visibility,Canada%2C%20Nova%20Scotia_winddirDegree,Canada%2C%20Nova%20Scotia_windspeedKmph,Canada%2C%20Nova%20Scotia_location
2020-09-14,20,12,0.0,10.6,4,5,01:58 AM,05:27 PM,05:56 AM,06:30 PM,13,16,17,16,29,58,80,0.6,1013,20,8,258,19,Canada%2C%20Nova%20Scotia
2020-09-15,13,8,0.0,12.7,4,0,03:13 AM,06:02 PM,05:57 AM,06:28 PM,3,8,10,8,22,1,61,0.0,1022,13,10,322,15,Canada%2C%20Nova%20Scotia
2020-09-16,20,7,0.0,12.7,4,0,04:31 AM,06:32 PM,05:58 AM,06:26 PM,5,12,13,12,23,20,62,0.0,1022,20,10,211,15,Canada%2C%20Nova%20Scotia
2020-09-17,22,14,0.0,10.4,4,0,05:51 AM,06:59 PM,06:00 AM,06:24 PM,12,17,18,17,33,44,73,0.7,1017,22,10,235,22,Canada%2C%20Nova%20Scotia
2020-09-18,14,9,0.0,6.1,3,2,07:11 AM,07:26 PM,06:01 AM,06:22 PM,8,10,12,10,22,85,79,0.4,1016,14,9,36,16,Canada%2C%20Nova%20Scotia
2020-09-19,13,7,0.0,11.6,4,10,08:31 AM,07:53 PM,06:02 AM,06:20 PM,1,8,10,8,20,6,57,0.0,1021,13,10,247,13,Canada%2C%20Nova%20Scotia
2020-09-20,13,4,0.0,11.6,4,17,09:52 AM,08:23 PM,06:03 AM,06:18 PM,1,7,9,7,17,12,61,0.0,1029,13,10,115,11,Canada%2C%20Nova%20Scotia
2020-09-21,14,4,0.0,11.6,4,25,11:11 AM,08:57 PM,06:04 AM,06:16 PM,2,8,9,8,12,0,66,0.0,1033,14,10,40,8,Canada%2C%20Nova%20Scotia
2020-09-22,11,-1,0.0,7.4,2,32,12:27 PM,09:37 PM,06:06 AM,06:14 PM,6,5,7,5,37,81,83,21.6,1016,11,8,48,23,Canada%2C%20Nova%20Scotia
2020-09-23,14,3,0.0,6.0,3,40,01:37 PM,10:24 PM,06:07 AM,06:12 PM,11,9,12,9,47,94,90,10.5,993,14,9,198,30,Canada%2C%20Nova%20Scotia
2020-09-24,17,12,0.0,11.6,4,47,02:39 PM,11:20 PM,06:08 AM,06:11 PM,10,13,14,13,26,18,78,0.0,1009,17,10,265,17,Canada%2C%20Nova%20Scotia
2020-09-25,17,8,0.0,10.2,3,55,03:31 PM,No moonset,06:09 AM,06:09 PM,7,12,12,12,8,35,74,0.0,1019,17,10,246,5,Canada%2C%20Nova%20Scotia
2020-09-26,21,12,0.0,11.6,5,62,04:12 PM,12:21 AM,06:10 AM,06:07 PM,10,15,16,15,13,43,69,0.0,1021,21,10,193,8,Canada%2C%20Nova%20Scotia
2020-09-27,23,14,0.0,11.6,4,70,04:46 PM,01:26 AM,06:12 AM,06:05 PM,14,17,19,17,25,28,82,0.0,1018,23,9,207,15,Canada%2C%20Nova%20Scotia
2020-09-28,25,18,0.0,7.4,5,78,05:14 PM,02:31 AM,06:13 AM,06:03 PM,17,20,21,20,32,59,84,0.2,1019,25,10,198,18,Canada%2C%20Nova%20Scotia
2020-09-29,21,20,0.0,5.9,5,85,05:38 PM,03:37 AM,06:14 AM,06:01 PM,18,20,20,20,33,95,88,1.7,1018,21,10,189,19,Canada%2C%20Nova%20Scotia
2020-09-30,23,17,0.0,4.3,5,93,06:00 PM,04:40 AM,06:15 AM,05:59 PM,18,20,21,20,47,89,85,2.8,1010,23,10,192,26,Canada%2C%20Nova%20Scotia
2020-10-01,21,11,0.0,8.7,5,97,06:20 PM,05:43 AM,06:16 AM,05:58 PM,11,15,15,15,23,15,77,0.1,1012,21,10,213,14,Canada%2C%20Nova%20Scotia
2020-10-02,20,11,0.0,8.7,4,100,06:40 PM,06:44 AM,06:18 AM,05:56 PM,12,14,14,14,16,18,84,0.0,1015,20,7,161,9,Canada%2C%20Nova%20Scotia
2020-10-03,15,9,0.0,8.7,4,89,07:00 PM,07:46 AM,06:19 AM,05:54 PM,8,11,12,11,18,30,79,0.1,1017,15,10,286,12,Canada%2C%20Nova%20Scotia
2020-10-04,16,8,0.0,7.2,3,82,07:23 PM,08:48 AM,06:20 AM,05:52 PM,7,11,11,11,8,43,80,0.1,1024,16,9,259,5,Canada%2C%20Nova%20Scotia
2020-10-05,15,8,0.0,5.7,3,74,07:49 PM,09:51 AM,06:21 AM,05:50 PM,7,11,11,11,9,57,75,0.1,1022,15,10,220,5,Canada%2C%20Nova%20Scotia
2020-10-06,17,7,0.0,7.2,3,67,08:19 PM,10:54 AM,06:23 AM,05:48 PM,8,11,11,11,16,28,82,0.1,1021,17,8,188,10,Canada%2C%20Nova%20Scotia
2020-10-07,16,7,0.0,5.7,3,60,08:55 PM,11:56 AM,06:24 AM,05:47 PM,12,12,14,12,27,76,86,1.4,1006,16,10,200,16,Canada%2C%20Nova%20Scotia
2020-10-08,11,7,0.0,5.7,3,53,09:40 PM,12:55 PM,06:25 AM,05:45 PM,6,7,10,7,46,60,74,6.6,994,11,10,277,34,Canada%2C%20Nova%20Scotia
2020-10-09,8,0,0.0,8.7,3,45,10:34 PM,01:51 PM,06:26 AM,05:43 PM,-2,1,5,1,45,7,55,0.0,1010,8,10,291,34,Canada%2C%20Nova%20Scotia
2020-10-10,19,5,0.0,8.7,3,38,11:37 PM,02:40 PM,06:28 AM,05:41 PM,7,11,12,11,33,37,69,0.0,1013,19,10,225,22,Canada%2C%20Nova%20Scotia
2020-10-11,10,6,0.0,8.7,2,31,No moonrise,03:22 PM,06:29 AM,05:39 PM,4,8,10,8,34,35,68,4.6,1015,10,10,297,22,Canada%2C%20Nova%20Scotia
2020-10-12,10,2,0.0,8.7,3,23,12:47 AM,03:58 PM,06:30 AM,05:38 PM,-2,4,6,4,11,4,58,0.0,1027,10,10,193,6,Canada%2C%20Nova%20Scotia
2020-10-13,14,3,0.0,8.7,2,16,02:02 AM,04:29 PM,06:32 AM,05:36 PM,4,6,8,6,20,28,78,0.1,1023,14,10,124,13,Canada%2C%20Nova%20Scotia
2020-10-14,18,13,0.0,4.1,4,9,03:21 AM,04:57 PM,06:33 AM,05:34 PM,14,14,15,14,34,87,91,32.6,1009,18,8,197,21,Canada%2C%20Nova%20Scotia
2020-10-15,18,8,0.0,8.7,3,2,04:40 AM,05:24 PM,06:34 AM,05:32 PM,8,11,12,11,23,5,77,0.0,1017,18,9,222,14,Canada%2C%20Nova%20Scotia
2020-10-16,19,10,0.0,8.7,4,0,06:01 AM,05:50 PM,06:36 AM,05:31 PM,8,12,13,12,30,1,72,0.0,1022,19,10,178,17,Canada%2C%20Nova%20Scotia
2020-10-17,17,9,0.0,4.1,4,0,07:23 AM,06:19 PM,06:37 AM,05:29 PM,12,12,14,12,33,78,92,23.2,1017,17,9,153,20,Canada%2C%20Nova%20Scotia
2020-10-18,12,5,0.0,8.7,3,5,08:45 AM,06:51 PM,06:38 AM,05:27 PM,2,6,8,6,17,13,66,0.0,1030,12,10,240,11,Canada%2C%20Nova%20Scotia
2020-10-19,13,4,0.0,4.1,3,13,10:06 AM,07:30 PM,06:40 AM,05:26 PM,7,8,9,8,9,58,89,0.1,1030,13,9,150,5,Canada%2C%20Nova%20Scotia
2020-10-20,18,11,0.0,4.1,4,20,11:23 AM,08:16 PM,06:41 AM,05:24 PM,14,14,15,14,20,92,95,6.1,1025,18,7,201,12,Canada%2C%20Nova%20Scotia
2020-10-21,15,6,0.0,4.1,3,27,12:31 PM,09:10 PM,06:42 AM,05:22 PM,12,11,13,11,20,96,89,0.1,1027,15,8,156,13,Canada%2C%20Nova%20Scotia
2020-10-22,17,11,0.0,5.6,4,35,01:28 PM,10:11 PM,06:44 AM,05:21 PM,13,15,15,15,23,62,86,0.4,1022,17,10,263,15,Canada%2C%20Nova%20Scotia
2020-10-23,15,7,0.0,8.7,4,42,02:13 PM,11:17 PM,06:45 AM,05:19 PM,5,8,9,8,17,22,73,0.0,1027,15,10,99,11,Canada%2C%20Nova%20Scotia
2020-10-24,16,8,0.0,8.7,4,49,02:50 PM,No moonset,06:46 AM,05:17 PM,8,10,11,10,17,21,83,0.0,1017,16,9,206,11,Canada%2C%20Nova%20Scotia
2020-10-25,7,4,0.0,8.7,3,56,03:20 PM,12:22 AM,06:48 AM,05:16 PM,1,3,6,3,22,38,68,0.1,1018,7,10,294,16,Canada%2C%20Nova%20Scotia
2020-10-26,7,1,0.0,7.1,1,64,03:45 PM,01:28 AM,06:49 AM,05:14 PM,-1,2,4,2,17,49,68,0.0,1029,7,10,110,11,Canada%2C%20Nova%20Scotia
2020-10-27,13,4,0.0,5.6,2,71,04:06 PM,02:32 AM,06:50 AM,05:13 PM,6,6,9,6,26,74,83,6.6,1017,13,7,279,18,Canada%2C%20Nova%20Scotia
2020-10-28,4,-1,0.0,8.7,2,78,04:26 PM,03:35 AM,06:52 AM,05:11 PM,-5,-2,2,-2,18,31,63,0.0,1019,4,10,290,13,Canada%2C%20Nova%20Scotia
2020-10-29,7,5,0.0,5.5,2,85,04:46 PM,04:37 AM,06:53 AM,05:10 PM,3,3,6,3,26,79,78,4.0,1009,7,10,280,18,Canada%2C%20Nova%20Scotia
2020-10-30,4,0,0.0,7.1,1,93,05:06 PM,05:39 AM,06:55 AM,05:08 PM,-5,-3,2,-3,25,56,60,0.0,1014,4,10,24,19,Canada%2C%20Nova%20Scotia
2020-10-31,4,-1,0.2,8.7,2,97,05:28 PM,06:40 AM,06:56 AM,05:07 PM,-5,-3,1,-3,20,25,64,0.2,1026,4,10,266,14,Canada%2C%20Nova%20Scotia
2020-11-01,8,-1,0.0,7.1,1,89,05:52 PM,07:43 AM,06:57 AM,05:05 PM,-1,-0,3,-0,31,34,71,0.0,1026,8,10,186,20,Canada%2C%20Nova%20Scotia
2020-11-02,13,2,0.4,3.9,2,81,06:20 PM,08:46 AM,06:59 AM,05:04 PM,8,6,9,6,41,98,89,42.3,990,13,7,204,28,Canada%2C%20Nova%20Scotia
2020-11-03,1,-1,0.5,5.4,1,74,06:54 PM,09:49 AM,07:00 AM,05:03 PM,-7,-6,-1,-6,31,77,63,1.7,1004,1,6,302,24,Canada%2C%20Nova%20Scotia
2020-11-04,4,-3,0.0,8.7,2,66,07:36 PM,10:50 AM,07:01 AM,05:01 PM,-9,-4,-0,-4,20,23,51,0.0,1030,4,10,269,14,Canada%2C%20Nova%20Scotia
2020-11-05,11,0,0.0,3.7,2,58,08:26 PM,11:47 AM,07:03 AM,05:00 PM,5,3,7,3,34,94,84,0.0,1031,11,10,181,22,Canada%2C%20Nova%20Scotia
2020-11-06,14,11,0.0,3.6,3,51,09:25 PM,12:37 PM,07:04 AM,04:59 PM,11,10,12,10,33,84,91,0.1,1023,14,10,223,19,Canada%2C%20Nova%20Scotia
2020-11-07,13,10,0.0,8.7,4,43,10:31 PM,01:21 PM,07:06 AM,04:57 PM,9,10,11,10,27,19,84,0.0,1019,13,10,270,17,Canada%2C%20Nova%20Scotia
2020-11-08,10,1,0.0,7.0,2,36,11:42 PM,01:57 PM,07:07 AM,04:56 PM,4,6,8,6,14,78,77,0.0,1028,10,10,79,10,Canada%2C%20Nova%20Scotia
2020-11-09,15,8,0.0,7.0,3,28,No moonrise,02:29 PM,07:08 AM,04:55 PM,9,9,11,9,22,48,89,0.0,1025,15,9,233,15,Canada%2C%20Nova%20Scotia
2020-11-10,19,10,0.0,8.7,4,21,12:56 AM,02:57 PM,07:10 AM,04:54 PM,9,12,13,12,26,12,79,0.0,1019,19,10,235,14,Canada%2C%20Nova%20Scotia
2020-11-11,18,12,0.0,7.0,4,13,02:12 AM,03:23 PM,07:11 AM,04:53 PM,13,13,15,13,30,50,87,0.0,1015,18,10,235,19,Canada%2C%20Nova%20Scotia
2020-11-12,17,10,0.0,3.5,3,6,03:31 AM,03:48 PM,07:13 AM,04:51 PM,12,13,14,13,31,94,85,3.7,1012,17,10,275,19,Canada%2C%20Nova%20Scotia
2020-11-13,8,4,0.0,7.0,2,0,04:50 AM,04:15 PM,07:14 AM,04:50 PM,2,4,7,4,17,54,73,0.9,1018,8,8,56,13,Canada%2C%20Nova%20Scotia
2020-11-14,7,4,0.0,3.5,2,0,06:12 AM,04:44 PM,07:15 AM,04:49 PM,4,3,6,3,20,98,87,11.8,1009,7,6,224,15,Canada%2C%20Nova%20Scotia
2020-11-15,4,-3,0.1,5.2,1,0,07:35 AM,05:20 PM,07:17 AM,04:48 PM,-2,-1,2,-1,19,75,70,0.4,1018,4,10,262,13,Canada%2C%20Nova%20Scotia
2020-11-16,12,2,0.0,3.5,2,2,08:56 AM,06:02 PM,07:18 AM,04:47 PM,4,3,7,3,40,87,79,18.5,1006,12,8,201,27,Canada%2C%20Nova%20Scotia
2020-11-17,5,2,0.3,3.5,1,9,10:11 AM,06:54 PM,07:19 AM,04:46 PM,-1,-1,4,-1,29,90,73,1.2,1006,5,9,265,19,Canada%2C%20Nova%20Scotia
2020-11-18,-0,-3,0.6,3.5,1,17,11:16 AM,07:55 PM,07:21 AM,04:45 PM,-6,-6,-1,-6,24,97,66,0.7,1016,-0,9,317,18,Canada%2C%20Nova%20Scotia
2020-11-19,2,-4,0.0,8.7,1,24,12:09 PM,09:01 PM,07:22 AM,04:45 PM,-8,-7,-2,-7,25,56,59,0.0,1029,2,10,271,19,Canada%2C%20Nova%20Scotia
2020-11-20,10,3,0.0,5.2,2,32,12:50 PM,10:09 PM,07:23 AM,04:44 PM,4,3,7,3,31,78,82,0.1,1022,10,10,223,20,Canada%2C%20Nova%20Scotia
2020-11-21,10,4,0.0,5.2,2,39,01:23 PM,11:17 PM,07:25 AM,04:43 PM,4,4,7,4,31,51,80,0.0,1020,10,10,263,20,Canada%2C%20Nova%20Scotia
2020-11-22,3,-1,0.0,8.7,2,47,01:50 PM,No moonset,07:26 AM,04:42 PM,-6,-3,0,-3,15,28,62,0.0,1033,3,10,159,11,Canada%2C%20Nova%20Scotia
2020-11-23,10,1,0.0,3.4,2,54,02:12 PM,12:22 AM,07:27 AM,04:42 PM,4,2,5,2,38,91,83,19.1,1020,10,9,145,25,Canada%2C%20Nova%20Scotia
2020-11-24,1,-3,0.0,3.4,1,62,02:33 PM,01:26 AM,07:29 AM,04:41 PM,-3,-5,1,-5,42,84,73,16.8,1009,1,7,290,33,Canada%2C%20Nova%20Scotia
2020-11-25,1,-5,0.1,5.2,1,70,02:52 PM,02:28 AM,07:30 AM,04:40 PM,-10,-5,-2,-5,17,48,52,0.1,1032,1,10,243,13,Canada%2C%20Nova%20Scotia
2020-11-26,8,1,0.0,3.4,2,77,03:12 PM,03:30 AM,07:31 AM,04:40 PM,5,4,6,4,18,94,92,1.0,1025,8,5,174,12,Canada%2C%20Nova%20Scotia
2020-11-27,13,11,0.0,3.4,3,85,03:33 PM,04:31 AM,07:32 AM,04:39 PM,11,11,12,11,28,91,93,10.5,1015,13,5,198,16,Canada%2C%20Nova%20Scotia
2020-11-28,7,4,0.0,5.2,2,92,03:56 PM,05:34 AM,07:34 AM,04:39 PM,4,4,6,4,13,81,87,0.4,1010,7,9,295,9,Canada%2C%20Nova%20Scotia
2020-11-29,5,3,0.0,8.7,1,100,04:22 PM,06:37 AM,07:35 AM,04:38 PM,0,0,4,0,21,43,79,0.1,1015,5,10,281,14,Canada%2C%20Nova%20Scotia
2020-11-30,10,2,0.0,6.9,2,100,04:55 PM,07:42 AM,07:36 AM,04:38 PM,3,3,6,3,24,45,83,0.0,1023,10,10,177,15,Canada%2C%20Nova%20Scotia
2020-12-01,15,7,0.0,3.4,3,89,05:35 PM,08:44 AM,07:37 AM,04:37 PM,11,10,13,10,59,100,85,48.8,1016,15,7,153,37,Canada%2C%20Nova%20Scotia
2020-12-02,9,7,0.0,3.4,2,82,06:22 PM,09:43 AM,07:38 AM,04:37 PM,7,7,9,7,24,88,87,45.4,1012,9,8,195,14,Canada%2C%20Nova%20Scotia
2020-12-03,4,2,0.0,3.4,1,75,07:19 PM,10:35 AM,07:39 AM,04:37 PM,0,0,4,0,27,65,78,0.9,1015,4,10,231,17,Canada%2C%20Nova%20Scotia
2020-12-04,10,3,0.0,8.7,2,67,08:22 PM,11:21 AM,07:40 AM,04:36 PM,3,3,6,3,25,52,80,0.0,1017,10,10,206,16,Canada%2C%20Nova%20Scotia
2020-12-05,8,1,0.0,3.4,2,60,09:31 PM,12:00 PM,07:41 AM,04:36 PM,7,5,7,5,20,100,91,14.7,1012,8,8,168,13,Canada%2C%20Nova%20Scotia
2020-12-06,9,4,0.0,3.4,2,53,10:43 PM,12:32 PM,07:42 AM,04:36 PM,6,5,8,5,35,94,85,20.6,989,9,6,177,26,Canada%2C%20Nova%20Scotia
2020-12-07,1,-0,0.3,3.3,1,46,11:56 PM,01:00 PM,07:43 AM,04:36 PM,-1,-5,1,-5,28,100,90,1.3,997,1,6,273,23,Canada%2C%20Nova%20Scotia
2020-12-08,2,1,2.0,3.3,1,38,No moonrise,01:26 PM,07:44 AM,04:36 PM,-0,-2,1,-2,15,97,91,2.3,1001,2,5,100,11,Canada%2C%20Nova%20Scotia
2020-12-09,2,0,0.7,3.3,1,31,01:10 AM,01:50 PM,07:45 AM,04:36 PM,-2,-3,1,-3,17,100,82,0.8,1003,2,8,271,13,Canada%2C%20Nova%20Scotia
2020-12-10,2,1,4.3,3.3,1,24,02:26 AM,02:14 PM,07:46 AM,04:36 PM,-0,-2,1,-2,14,97,91,5.0,1007,2,4,233,10,Canada%2C%20Nova%20Scotia
2020-12-11,4,-2,0.0,8.7,2,17,03:44 AM,02:41 PM,07:47 AM,04:36 PM,-2,-2,1,-2,22,55,77,0.0,1019,4,10,269,16,Canada%2C%20Nova%20Scotia
2020-12-12,4,2,0.0,6.9,1,9,05:04 AM,03:13 PM,07:48 AM,04:36 PM,1,1,3,1,15,64,82,0.1,1023,4,10,169,11,Canada%2C%20Nova%20Scotia
2020-12-13,11,2,0.0,3.3,2,2,06:25 AM,03:50 PM,07:49 AM,04:36 PM,6,4,7,4,20,98,93,22.4,1014,11,6,159,13,Canada%2C%20Nova%20Scotia
2020-12-14,5,0,0.0,5.1,1,0,07:44 AM,04:37 PM,07:49 AM,04:36 PM,1,1,4,1,17,78,80,0.1,1010,5,10,253,13,Canada%2C%20Nova%20Scotia
2020-12-15,1,-6,1.0,3.3,1,0,08:55 AM,05:34 PM,07:50 AM,04:37 PM,-5,-8,-1,-8,35,99,76,1.8,1005,1,5,293,28,Canada%2C%20Nova%20Scotia
2020-12-16,-7,-10,0.0,6.9,1,5,09:55 AM,06:39 PM,07:51 AM,04:37 PM,-14,-17,-8,-17,30,55,65,0.0,1024,-7,9,301,25,Canada%2C%20Nova%20Scotia
2020-12-17,-4,-13,0.3,3.3,1,12,10:43 AM,07:49 PM,07:52 AM,04:37 PM,-11,-11,-7,-11,18,68,67,0.4,1025,-4,9,126,14,Canada%2C%20Nova%20Scotia
2020-12-18,0,-3,0.4,3.3,1,20,11:21 AM,08:59 PM,07:52 AM,04:38 PM,-5,-8,-2,-8,32,96,78,0.5,1021,0,8,34,23,Canada%2C%20Nova%20Scotia
2020-12-19,0,-3,0.6,3.3,1,27,11:51 AM,10:07 PM,07:53 AM,04:38 PM,-4,-5,-1,-5,20,90,82,0.7,1025,0,8,126,13,Canada%2C%20Nova%20Scotia
2020-12-20,3,-4,0.0,3.3,1,34,12:16 PM,11:13 PM,07:53 AM,04:38 PM,-3,-4,-1,-4,16,84,84,0.0,1025,3,10,194,10,Canada%2C%20Nova%20Scotia
2020-12-21,6,-2,0.0,3.3,1,41,12:37 PM,No moonset,07:54 AM,04:39 PM,3,1,4,1,24,100,95,12.4,1013,6,5,136,14,Canada%2C%20Nova%20Scotia
2020-12-22,3,-6,0.1,3.3,1,49,12:57 PM,12:17 AM,07:54 AM,04:39 PM,1,-2,2,-2,27,100,92,2.2,998,3,8,262,18,Canada%2C%20Nova%20Scotia
2020-12-23,0,-9,0.0,8.7,2,56,01:17 PM,01:19 AM,07:55 AM,04:40 PM,-7,-8,-2,-8,30,29,68,0.0,1015,0,10,301,23,Canada%2C%20Nova%20Scotia
2020-12-24,6,-4,0.0,8.7,2,63,01:37 PM,02:20 AM,07:55 AM,04:41 PM,-4,-3,0,-3,21,30,73,0.0,1032,6,10,192,14,Canada%2C%20Nova%20Scotia
2020-12-25,14,4,0.0,3.3,3,70,01:59 PM,03:23 AM,07:55 AM,04:41 PM,8,7,10,7,59,87,81,0.0,1020,14,10,167,32,Canada%2C%20Nova%20Scotia
2020-12-26,14,-4,11.6,3.3,2,78,02:24 PM,04:26 AM,07:56 AM,04:42 PM,6,5,8,5,47,93,87,48.3,1005,14,6,198,27,Canada%2C%20Nova%20Scotia
2020-12-27,1,-1,3.3,5.1,1,85,02:54 PM,05:30 AM,07:56 AM,04:43 PM,-4,-5,-0,-5,26,59,76,3.9,1017,1,6,240,18,Canada%2C%20Nova%20Scotia
2020-12-28,4,-3,0.0,8.7,1,92,03:32 PM,06:33 AM,07:56 AM,04:44 PM,-3,-3,0,-3,19,42,75,0.0,1027,4,10,172,12,Canada%2C%20Nova%20Scotia
2020-12-29,6,-4,0.1,6.9,1,100,04:16 PM,07:34 AM,07:56 AM,04:44 PM,-2,-3,2,-3,34,80,77,2.6,1014,6,8,245,25,Canada%2C%20Nova%20Scotia
2020-12-30,-1,-7,0.0,8.7,2,100,05:11 PM,08:30 AM,07:57 AM,04:45 PM,-9,-10,-4,-10,35,19,61,0.0,1021,-1,10,287,28,Canada%2C%20Nova%20Scotia
2020-12-31,7,0,0.1,5.1,2,89,06:13 PM,09:20 AM,07:57 AM,04:46 PM,0,-1,4,-1,40,62,78,17.5,1012,7,8,234,27,Canada%2C%20Nova%20Scotia
2021-01-01,-1,-2,0.0,8.7,2,79,07:22 PM,10:01 AM,07:57 AM,04:47 PM,-7,-7,-2,-7,25,10,64,0.0,1026,-1,10,301,18,Canada%2C%20Nova%20Scotia
2021-01-02,1,-8,14.5,3.3,1,71,08:34 PM,10:35 AM,07:57 AM,04:48 PM,-4,-5,-1,-5,22,98,77,27.9,1016,1,8,145,16,Canada%2C%20Nova%20Scotia
2021-01-03,1,-2,0.3,5.1,1,64,09:47 PM,11:05 AM,07:57 AM,04:49 PM,-2,-5,-0,-5,28,89,86,7.6,1017,1,7,83,20,Canada%2C%20Nova%20Scotia
2021-01-04,1,-5,0.2,3.3,1,57,11:00 PM,11:30 AM,07:57 AM,04:50 PM,-3,-6,-2,-6,20,93,93,0.2,1018,1,9,85,13,Canada%2C%20Nova%20Scotia
2021-01-05,2,0,1.3,3.4,1,50,No moonrise,11:54 AM,07:56 AM,04:51 PM,-1,-5,1,-5,35,100,89,1.5,1012,2,6,58,23,Canada%2C%20Nova%20Scotia
2021-01-06,2,-1,0.8,3.4,1,42,12:13 AM,12:18 PM,07:56 AM,04:52 PM,-2,-5,0,-5,34,100,86,0.9,1007,2,8,63,24,Canada%2C%20Nova%20Scotia
2021-01-07,2,0,0.8,3.4,1,35,01:28 AM,12:43 PM,07:56 AM,04:53 PM,-0,-4,1,-4,28,100,90,1.0,1006,2,8,302,19,Canada%2C%20Nova%20Scotia
2021-01-08,-1,-4,0.8,3.4,1,28,02:45 AM,01:11 PM,07:56 AM,04:54 PM,-4,-7,-1,-7,25,100,85,0.9,1008,-1,8,324,18,Canada%2C%20Nova%20Scotia
2021-01-09,0,-4,0.7,5.1,1,20,04:03 AM,01:45 PM,07:56 AM,04:55 PM,-4,-5,-2,-5,12,89,87,0.8,1007,0,9,183,9,Canada%2C%20Nova%20Scotia
2021-01-10,-0,-2,0.0,5.2,1,13,05:20 AM,02:25 PM,07:55 AM,04:57 PM,-4,-6,-1,-6,22,69,80,0.0,1012,-0,10,225,17,Canada%2C%20Nova%20Scotia
2021-01-11,0,-3,0.0,6.9,1,6,06:33 AM,03:17 PM,07:55 AM,04:58 PM,-6,-6,-2,-6,17,40,76,0.0,1022,0,10,284,12,Canada%2C%20Nova%20Scotia
2021-01-12,2,-1,3.4,3.4,1,0,07:39 AM,04:17 PM,07:54 AM,04:59 PM,-1,-3,1,-3,16,96,89,4.0,1016,2,5,231,10,Canada%2C%20Nova%20Scotia
2021-01-13,2,-1,0.7,3.5,1,0,08:32 AM,05:26 PM,07:54 AM,05:00 PM,-2,-2,0,-2,11,87,85,0.8,1015,2,8,250,8,Canada%2C%20Nova%20Scotia
2021-01-14,3,-1,0.0,3.6,1,1,09:15 AM,06:36 PM,07:53 AM,05:02 PM,-0,-2,1,-2,18,84,92,0.2,1011,3,8,179,12,Canada%2C%20Nova%20Scotia
2021-01-15,1,-0,3.5,3.6,1,8,09:49 AM,07:48 PM,07:53 AM,05:03 PM,-0,-1,1,-1,10,94,93,4.1,1015,1,6,120,7,Canada%2C%20Nova%20Scotia
2021-01-16,2,-3,0.0,8.7,1,16,10:16 AM,08:56 PM,07:52 AM,05:04 PM,-3,-4,-0,-4,22,40,83,0.0,1017,2,10,109,16,Canada%2C%20Nova%20Scotia
2021-01-17,5,-4,0.0,3.6,1,23,10:39 AM,10:02 PM,07:52 AM,05:05 PM,2,-1,3,-1,44,95,85,27.5,989,5,4,186,29,Canada%2C%20Nova%20Scotia
2021-01-18,3,0,0.6,3.6,1,30,11:01 AM,11:05 PM,07:51 AM,05:07 PM,-2,-4,1,-4,38,92,78,0.9,997,3,7,250,27,Canada%2C%20Nova%20Scotia
2021-01-19,-4,-6,0.3,5.3,1,38,11:20 AM,No moonset,07:50 AM,05:08 PM,-10,-12,-4,-12,30,64,66,0.3,1006,-4,9,292,24,Canada%2C%20Nova%20Scotia
2021-01-20,-3,-6,0.0,3.6,1,45,11:40 AM,12:08 AM,07:50 AM,05:09 PM,-14,-9,-5,-9,13,57,49,0.0,1009,-3,10,192,10,Canada%2C%20Nova%20Scotia
2021-01-21,-4,-14,0.0,5.3,1,52,12:01 PM,01:10 AM,07:49 AM,05:11 PM,-11,-9,-5,-9,11,79,62,0.0,1007,-4,10,238,9,Canada%2C%20Nova%20Scotia
2021-01-22,-2,-5,0.9,3.6,1,59,12:25 PM,02:12 AM,07:48 AM,05:12 PM,-6,-8,-4,-8,14,82,83,1.1,1003,-2,8,77,11,Canada%2C%20Nova%20Scotia
2021-01-23,-1,-5,0.2,3.6,1,67,12:53 PM,03:16 AM,07:47 AM,05:14 PM,-5,-7,-3,-7,15,87,85,0.2,1000,-1,9,220,11,Canada%2C%20Nova%20Scotia
2021-01-24,-6,-16,0.2,3.6,1,74,01:27 PM,04:19 AM,07:46 AM,05:15 PM,-8,-15,-8,-15,33,99,83,1.8,997,-6,8,300,27,Canada%2C%20Nova%20Scotia
2021-01-25,-3,-6,0.0,5.3,1,81,02:08 PM,05:21 AM,07:45 AM,05:16 PM,-7,-11,-4,-11,30,87,81,0.1,1004,-3,9,301,23,Canada%2C%20Nova%20Scotia
