date_time,Azerbaijan_maxtempC,Azerbaijan_mintempC,Azerbaijan_totalSnow_cm,Azerbaijan_sunHour,Azerbaijan_uvIndex,Azerbaijan_moon_illumination,Azerbaijan_moonrise,Azerbaijan_moonset,Azerbaijan_sunrise,Azerbaijan_sunset,Azerbaijan_DewPointC,Azerbaijan_FeelsLikeC,Azerbaijan_HeatIndexC,Azerbaijan_WindChillC,Azerbaijan_WindGustKmph,Azerbaijan_cloudcover,Azerbaijan_humidity,Azerbaijan_precipMM,Azerbaijan_pressure,Azerbaijan_tempC,Azerbaijan_visibility,Azerbaijan_winddirDegree,Azerbaijan_windspeedKmph,Azerbaijan_location
2020-07-03,31,25,0.0,14.5,7,86,06:40 PM,03:25 AM,05:15 AM,08:14 PM,11,28,28,28,12,14,35,0.0,1014,31,10,149,9,Azerbaijan
2020-07-04,31,24,0.0,14.5,7,94,07:45 PM,04:12 AM,05:16 AM,08:14 PM,12,28,28,28,19,7,35,0.0,1012,31,10,107,14,Azerbaijan
2020-07-05,32,27,0.0,14.5,7,100,08:42 PM,05:07 AM,05:17 AM,08:14 PM,10,29,29,29,18,1,30,0.0,1009,32,10,146,13,Azerbaijan
2020-07-06,32,26,0.0,14.5,7,100,09:31 PM,06:07 AM,05:17 AM,08:13 PM,13,29,29,29,19,4,35,0.0,1006,32,10,115,14,Azerbaijan
2020-07-07,34,27,0.0,14.5,8,85,10:10 PM,07:11 AM,05:18 AM,08:13 PM,14,32,32,32,12,1,33,0.0,1005,34,10,175,10,Azerbaijan
2020-07-08,34,29,0.0,14.5,8,77,10:44 PM,08:15 AM,05:18 AM,08:13 PM,13,31,31,32,17,0,31,0.0,1005,34,10,181,13,Azerbaijan
2020-07-09,30,29,0.0,14.5,7,70,11:13 PM,09:18 AM,05:19 AM,08:12 PM,17,31,31,30,35,13,46,0.0,1006,30,10,214,26,Azerbaijan
2020-07-10,30,28,0.0,14.5,7,63,11:38 PM,10:19 AM,05:20 AM,08:12 PM,19,30,30,29,63,18,55,0.0,1010,30,10,351,47,Azerbaijan
2020-07-11,28,27,0.0,14.5,6,55,No moonrise,11:19 AM,05:21 AM,08:11 PM,18,29,29,28,52,22,56,0.1,1012,28,10,309,39,Azerbaijan
2020-07-12,30,24,0.0,14.5,7,48,12:02 AM,12:17 PM,05:21 AM,08:11 PM,18,29,29,28,15,18,53,0.0,1008,30,10,281,11,Azerbaijan
2020-07-13,30,27,0.0,14.5,7,41,12:25 AM,01:15 PM,05:22 AM,08:10 PM,19,30,30,28,23,11,58,0.0,1003,30,10,196,18,Azerbaijan
2020-07-14,30,27,0.0,14.5,7,34,12:49 AM,02:14 PM,05:23 AM,08:10 PM,19,30,30,28,26,13,59,0.0,1005,30,10,251,20,Azerbaijan
2020-07-15,30,27,0.0,14.5,7,26,01:15 AM,03:14 PM,05:24 AM,08:09 PM,18,30,30,29,48,24,53,0.0,1010,30,10,343,35,Azerbaijan
2020-07-16,30,28,0.0,14.5,7,19,01:44 AM,04:15 PM,05:24 AM,08:09 PM,18,30,30,29,50,11,52,0.0,1008,30,10,347,36,Azerbaijan
2020-07-17,33,27,0.0,14.5,8,12,02:17 AM,05:18 PM,05:25 AM,08:08 PM,19,32,32,30,26,2,53,0.0,1006,33,10,240,19,Azerbaijan
2020-07-18,34,28,0.0,14.5,8,5,02:58 AM,06:19 PM,05:26 AM,08:07 PM,19,33,33,31,10,2,49,0.0,1007,34,10,178,8,Azerbaijan
2020-07-19,34,29,0.0,14.5,8,0,03:46 AM,07:17 PM,05:27 AM,08:07 PM,19,33,33,31,14,1,46,0.0,1009,34,10,183,11,Azerbaijan
2020-07-20,34,31,0.0,14.5,8,0,04:42 AM,08:10 PM,05:28 AM,08:06 PM,18,34,34,33,16,0,43,0.0,1008,34,10,181,12,Azerbaijan
2020-07-21,36,31,0.0,14.5,8,2,05:47 AM,08:56 PM,05:28 AM,08:05 PM,18,35,35,33,22,8,44,0.0,1004,36,10,212,17,Azerbaijan
2020-07-22,27,26,0.0,14.5,7,10,06:57 AM,09:37 PM,05:29 AM,08:04 PM,19,29,29,27,62,39,63,0.0,1008,27,10,221,49,Azerbaijan
2020-07-23,29,26,0.0,12.4,6,17,08:09 AM,10:11 PM,05:30 AM,08:04 PM,17,28,28,27,33,48,55,1.4,1010,29,10,186,25,Azerbaijan
2020-07-24,31,28,0.0,14.5,7,24,09:22 AM,10:42 PM,05:31 AM,08:03 PM,17,30,30,29,17,14,48,0.0,1010,31,10,68,13,Azerbaijan
2020-07-25,30,27,0.0,14.5,7,32,10:33 AM,11:12 PM,05:32 AM,08:02 PM,16,29,29,29,23,29,48,0.1,1010,30,10,292,18,Azerbaijan
2020-07-26,31,26,0.0,14.5,7,39,11:45 AM,11:41 PM,05:33 AM,08:01 PM,18,30,30,29,27,12,53,0.0,1009,31,10,220,21,Azerbaijan
2020-07-27,31,27,0.0,14.5,7,46,12:56 PM,No moonset,05:34 AM,08:00 PM,18,30,30,29,40,3,53,0.0,1009,31,10,348,30,Azerbaijan
2020-07-28,31,28,0.0,14.2,7,53,02:08 PM,12:11 AM,05:35 AM,07:59 PM,18,30,30,29,45,7,51,0.0,1010,31,10,182,33,Azerbaijan
2020-07-29,29,27,0.0,11.1,6,61,03:19 PM,12:44 AM,05:36 AM,07:58 PM,18,29,29,28,42,50,55,0.7,1009,29,10,249,32,Azerbaijan
2020-07-30,28,25,0.0,12.3,6,68,04:28 PM,01:23 AM,05:37 AM,07:57 PM,18,28,28,26,67,46,60,1.0,1012,28,10,310,53,Azerbaijan
2020-07-31,30,25,0.0,14.2,7,72,05:34 PM,02:06 AM,05:37 AM,07:56 PM,17,28,28,27,20,4,51,0.0,1013,30,10,153,15,Azerbaijan
2020-08-01,29,25,0.0,14.2,7,82,06:33 PM,02:58 AM,05:38 AM,07:55 PM,14,27,27,27,24,0,47,0.0,1007,29,10,183,19,Azerbaijan
2020-08-02,29,26,0.0,14.2,7,90,07:24 PM,03:55 AM,05:39 AM,07:54 PM,19,29,29,27,29,11,62,0.0,1004,29,10,178,23,Azerbaijan
2020-08-03,25,20,0.0,11.1,5,97,08:07 PM,04:57 AM,05:40 AM,07:53 PM,18,26,26,24,67,63,67,4.5,1008,25,10,348,50,Azerbaijan
2020-08-04,27,22,0.0,14.1,7,100,08:42 PM,06:01 AM,05:41 AM,07:52 PM,14,26,26,25,26,29,51,0.4,1013,27,10,38,20,Azerbaijan
2020-08-05,27,25,0.0,14.1,7,88,09:13 PM,07:04 AM,05:42 AM,07:51 PM,14,27,27,26,14,24,47,0.0,1010,27,10,195,11,Azerbaijan
2020-08-06,27,25,0.0,14.1,7,81,09:40 PM,08:06 AM,05:43 AM,07:49 PM,15,27,27,26,18,19,50,0.0,1011,27,10,199,14,Azerbaijan
2020-08-07,31,26,0.0,14.0,7,74,10:04 PM,09:07 AM,05:44 AM,07:48 PM,16,29,29,28,10,10,47,0.0,1012,31,10,194,8,Azerbaijan
2020-08-08,33,28,0.0,14.0,8,67,10:27 PM,10:06 AM,05:45 AM,07:47 PM,15,30,30,30,19,6,41,0.0,1010,33,10,208,14,Azerbaijan
2020-08-09,31,28,0.0,14.0,8,59,10:51 PM,11:04 AM,05:46 AM,07:46 PM,16,30,30,29,24,4,44,0.0,1006,31,10,205,18,Azerbaijan
2020-08-10,29,26,0.0,14.0,7,52,11:16 PM,12:02 PM,05:47 AM,07:44 PM,18,29,29,28,25,1,57,0.0,1008,29,10,150,20,Azerbaijan
2020-08-11,29,25,0.0,14.0,7,45,11:43 PM,01:02 PM,05:48 AM,07:43 PM,17,27,27,26,34,5,55,0.0,1009,29,10,55,27,Azerbaijan
2020-08-12,28,24,0.0,13.9,7,38,No moonrise,02:02 PM,05:49 AM,07:42 PM,16,27,27,26,48,10,54,0.0,1009,28,10,136,38,Azerbaijan
2020-08-13,29,25,0.0,13.9,7,30,12:14 AM,03:03 PM,05:50 AM,07:41 PM,15,27,27,27,29,7,51,0.0,1008,29,10,88,22,Azerbaijan
2020-08-14,28,26,0.0,13.9,7,23,12:51 AM,04:04 PM,05:51 AM,07:39 PM,16,27,27,26,42,10,54,0.0,1007,28,10,209,32,Azerbaijan
2020-08-15,25,23,0.0,11.0,5,16,01:35 AM,05:03 PM,05:52 AM,07:38 PM,17,26,26,24,58,48,64,0.2,1009,25,10,236,47,Azerbaijan
2020-08-16,26,22,0.0,13.8,7,8,02:27 AM,05:59 PM,05:53 AM,07:36 PM,14,26,26,25,26,45,52,0.0,1012,26,10,68,21,Azerbaijan
2020-08-17,24,22,0.0,9.8,5,1,03:28 AM,06:48 PM,05:54 AM,07:35 PM,15,25,25,23,34,67,62,0.1,1013,24,10,23,26,Azerbaijan
2020-08-18,26,20,0.0,13.8,7,0,04:36 AM,07:31 PM,05:55 AM,07:34 PM,13,25,25,24,12,22,50,0.0,1013,26,10,99,9,Azerbaijan
2020-08-19,29,24,0.0,13.8,7,0,05:49 AM,08:09 PM,05:56 AM,07:32 PM,12,27,27,26,10,13,42,0.0,1009,29,10,104,8,Azerbaijan
2020-08-20,31,26,0.0,13.7,7,6,07:04 AM,08:42 PM,05:57 AM,07:31 PM,15,28,28,28,12,12,44,0.0,1007,31,10,162,9,Azerbaijan
2020-08-21,29,26,0.0,13.7,7,13,08:18 AM,09:13 PM,05:57 AM,07:29 PM,17,29,29,28,27,5,53,0.0,1005,29,10,141,21,Azerbaijan
2020-08-22,26,22,0.0,13.7,6,20,09:32 AM,09:43 PM,05:58 AM,07:28 PM,17,26,26,25,78,13,63,0.0,1004,26,10,347,63,Azerbaijan
2020-08-23,21,15,0.0,9.7,5,28,10:45 AM,10:13 PM,05:59 AM,07:26 PM,15,20,21,20,66,72,69,0.1,1007,21,10,348,53,Azerbaijan
2020-08-24,25,20,0.0,13.3,5,35,11:59 AM,10:46 PM,06:00 AM,07:25 PM,12,25,25,23,34,38,50,0.6,1014,25,10,349,26,Azerbaijan
2020-08-25,26,22,0.0,11.6,6,42,01:11 PM,11:23 PM,06:01 AM,07:23 PM,12,25,25,24,16,6,47,0.0,1017,26,10,207,12,Azerbaijan
2020-08-26,25,23,0.0,11.6,6,50,02:21 PM,No moonset,06:02 AM,07:22 PM,14,25,25,24,29,0,55,0.0,1015,25,10,182,23,Azerbaijan
2020-08-27,27,22,0.0,11.6,6,57,03:28 PM,12:04 AM,06:03 AM,07:20 PM,14,25,25,24,26,0,53,0.0,1013,27,10,187,20,Azerbaijan
2020-08-28,30,24,0.0,11.6,7,64,04:28 PM,12:53 AM,06:04 AM,07:19 PM,13,27,27,27,14,2,42,0.0,1010,30,10,185,11,Azerbaijan
2020-08-29,28,25,0.0,11.6,7,71,05:21 PM,01:48 AM,06:05 AM,07:17 PM,16,28,28,27,26,4,50,0.0,1013,28,10,216,20,Azerbaijan
2020-08-30,30,25,0.0,11.6,7,79,06:05 PM,02:47 AM,06:06 AM,07:15 PM,16,28,28,27,18,15,51,0.0,1018,30,10,183,12,Azerbaijan
2020-08-31,27,24,0.0,11.6,7,82,06:42 PM,03:50 AM,06:07 AM,07:14 PM,16,27,27,26,15,12,55,0.0,1016,27,10,103,12,Azerbaijan
2020-09-01,27,24,0.0,11.6,7,97,07:14 PM,04:53 AM,06:08 AM,07:12 PM,16,26,26,26,22,0,56,0.0,1015,27,10,188,18,Azerbaijan
2020-09-02,27,23,0.0,11.6,7,100,07:42 PM,05:56 AM,06:09 AM,07:11 PM,16,26,26,25,28,1,58,0.0,1014,27,10,188,22,Azerbaijan
2020-09-03,30,25,0.0,11.6,7,88,08:07 PM,06:57 AM,06:10 AM,07:09 PM,15,28,28,27,15,12,49,0.0,1017,30,10,148,11,Azerbaijan
2020-09-04,30,26,0.0,9.0,6,81,08:30 PM,07:56 AM,06:11 AM,07:07 PM,15,28,28,28,12,26,46,0.4,1017,30,10,166,9,Azerbaijan
2020-09-05,30,25,0.0,11.6,7,73,08:54 PM,08:55 AM,06:12 AM,07:06 PM,16,28,28,27,18,2,51,0.0,1012,30,10,258,14,Azerbaijan
2020-09-06,30,25,0.0,11.6,7,66,09:18 PM,09:53 AM,06:13 AM,07:04 PM,16,28,28,27,15,12,50,0.0,1011,30,10,172,12,Azerbaijan
2020-09-07,29,26,0.0,7.7,6,58,09:44 PM,10:52 AM,06:14 AM,07:02 PM,14,28,28,28,22,46,45,1.7,1012,29,10,145,16,Azerbaijan
2020-09-08,27,25,0.0,11.6,6,50,10:12 PM,11:51 AM,06:15 AM,07:01 PM,11,26,26,26,26,20,40,0.5,1016,27,10,71,19,Azerbaijan
2020-09-09,27,25,0.0,11.6,7,43,10:46 PM,12:51 PM,06:15 AM,06:59 PM,11,26,26,26,17,10,39,0.0,1017,27,10,88,13,Azerbaijan
2020-09-10,28,25,0.0,11.6,7,35,11:26 PM,01:52 PM,06:16 AM,06:57 PM,13,27,27,26,9,12,45,0.0,1016,28,10,132,7,Azerbaijan
2020-09-11,26,21,0.0,11.6,7,28,No moonrise,02:50 PM,06:17 AM,06:56 PM,15,26,26,24,17,8,55,0.0,1016,26,10,101,14,Azerbaijan
2020-09-12,28,26,0.0,11.6,7,20,12:13 AM,03:47 PM,06:18 AM,06:54 PM,15,27,27,27,12,2,48,0.0,1017,28,10,138,10,Azerbaijan
2020-09-13,27,24,0.0,11.6,7,13,01:09 AM,04:37 PM,06:19 AM,06:52 PM,16,26,26,25,19,1,55,0.0,1019,27,10,59,15,Azerbaijan
2020-09-14,27,24,0.0,11.6,7,5,02:13 AM,05:23 PM,06:20 AM,06:51 PM,17,26,26,25,15,3,59,0.0,1017,27,10,254,12,Azerbaijan
2020-09-15,27,23,0.0,11.6,7,0,03:24 AM,06:03 PM,06:21 AM,06:49 PM,16,26,26,25,20,15,58,0.0,1017,27,10,163,16,Azerbaijan
2020-09-16,27,23,0.0,11.6,6,0,04:38 AM,06:38 PM,06:22 AM,06:47 PM,15,26,26,25,15,31,55,0.0,1018,27,10,115,12,Azerbaijan
2020-09-17,25,23,0.0,8.9,5,0,05:54 AM,07:10 PM,06:23 AM,06:46 PM,14,25,25,24,19,45,54,0.0,1020,25,10,91,15,Azerbaijan
2020-09-18,25,22,0.0,10.2,5,2,07:10 AM,07:41 PM,06:24 AM,06:44 PM,16,25,25,24,41,44,62,0.0,1014,25,10,170,32,Azerbaijan
2020-09-19,26,21,0.0,11.6,6,10,08:25 AM,08:11 PM,06:25 AM,06:42 PM,16,25,25,24,43,5,64,0.0,1010,26,10,261,34,Azerbaijan
2020-09-20,23,21,0.0,6.1,5,17,09:42 AM,08:44 PM,06:26 AM,06:40 PM,12,22,24,22,29,70,53,0.0,1017,23,10,51,22,Azerbaijan
2020-09-21,22,20,0.0,11.6,6,25,10:57 AM,09:20 PM,06:27 AM,06:39 PM,11,21,23,21,22,40,54,0.0,1021,22,10,74,16,Azerbaijan
2020-09-22,25,19,0.0,11.6,5,32,12:11 PM,10:01 PM,06:28 AM,06:37 PM,12,25,25,23,15,50,51,0.0,1021,25,10,149,12,Azerbaijan
2020-09-23,26,21,0.0,11.6,6,40,01:21 PM,10:48 PM,06:29 AM,06:35 PM,12,25,25,23,14,21,50,0.0,1019,26,10,112,11,Azerbaijan
2020-09-24,27,23,0.0,11.6,7,47,02:24 PM,11:42 PM,06:30 AM,06:34 PM,12,25,25,25,13,7,45,0.0,1016,27,10,154,11,Azerbaijan
2020-09-25,26,23,0.0,11.6,7,55,03:20 PM,No moonset,06:31 AM,06:32 PM,12,25,25,24,14,8,44,0.0,1014,26,10,93,11,Azerbaijan
2020-09-26,26,22,0.0,11.6,6,62,04:06 PM,12:41 AM,06:32 AM,06:30 PM,11,25,25,24,20,6,46,0.0,1013,26,10,178,15,Azerbaijan
2020-09-27,23,22,0.0,11.6,6,70,04:45 PM,01:43 AM,06:33 AM,06:29 PM,10,24,24,23,28,25,44,0.0,1017,23,10,70,22,Azerbaijan
2020-09-28,22,19,0.0,11.6,6,78,05:18 PM,02:46 AM,06:34 AM,06:27 PM,6,21,21,21,26,22,38,0.0,1024,22,10,66,20,Azerbaijan
2020-09-29,22,19,0.0,11.6,6,85,05:46 PM,03:48 AM,06:35 AM,06:25 PM,8,21,22,21,22,5,43,0.0,1024,22,10,116,17,Azerbaijan
2020-09-30,22,19,0.0,11.6,6,93,06:11 PM,04:49 AM,06:36 AM,06:24 PM,7,21,21,21,21,3,40,0.0,1018,22,10,140,16,Azerbaijan
2020-10-01,22,20,0.0,11.6,6,97,06:34 PM,05:49 AM,06:37 AM,06:22 PM,6,21,22,21,17,8,39,0.0,1018,22,10,114,14,Azerbaijan
2020-10-02,23,20,0.0,11.6,6,100,06:58 PM,06:47 AM,06:38 AM,06:20 PM,8,21,23,21,24,24,43,0.0,1018,23,10,151,18,Azerbaijan
2020-10-03,24,21,0.0,10.2,5,89,07:21 PM,07:46 AM,06:39 AM,06:19 PM,8,23,23,22,13,34,40,0.3,1021,24,10,90,10,Azerbaijan
2020-10-04,24,20,0.0,11.6,6,82,07:46 PM,08:44 AM,06:40 AM,06:17 PM,9,23,23,22,22,12,46,0.0,1021,24,10,51,16,Azerbaijan
2020-10-05,19,16,0.0,5.9,4,74,08:13 PM,09:44 AM,06:41 AM,06:16 PM,9,18,19,18,34,82,55,4.5,1023,19,10,115,26,Azerbaijan
2020-10-06,21,17,0.0,11.6,4,67,08:45 PM,10:43 AM,06:42 AM,06:14 PM,7,19,20,19,22,37,46,0.1,1027,21,10,50,16,Azerbaijan
2020-10-07,20,15,0.0,11.6,5,60,09:22 PM,11:43 AM,06:43 AM,06:12 PM,6,18,19,18,12,12,43,0.0,1027,20,10,63,10,Azerbaijan
2020-10-08,20,14,0.0,11.6,5,53,10:05 PM,12:42 PM,06:44 AM,06:11 PM,5,18,18,18,14,11,41,0.0,1027,20,10,88,11,Azerbaijan
2020-10-09,20,17,0.0,11.6,5,45,10:56 PM,01:38 PM,06:45 AM,06:09 PM,6,19,19,19,26,4,43,0.0,1029,20,10,94,20,Azerbaijan
2020-10-10,20,18,0.0,11.6,5,38,11:56 PM,02:30 PM,06:46 AM,06:08 PM,8,19,19,19,34,4,49,0.0,1028,20,10,155,26,Azerbaijan
2020-10-11,19,17,0.0,11.6,5,31,No moonrise,03:16 PM,06:47 AM,06:06 PM,9,18,18,18,35,3,54,0.0,1024,19,10,155,27,Azerbaijan
2020-10-12,21,18,0.0,11.6,4,23,01:02 AM,03:57 PM,06:48 AM,06:05 PM,9,19,19,19,29,25,53,0.0,1023,21,10,161,21,Azerbaijan
2020-10-13,21,18,0.0,11.5,5,16,02:12 AM,04:33 PM,06:49 AM,06:03 PM,9,19,19,19,28,3,52,0.0,1021,21,10,168,20,Azerbaijan
2020-10-14,22,18,0.0,11.5,6,9,03:26 AM,05:05 PM,06:50 AM,06:02 PM,13,20,20,20,29,0,64,0.0,1018,22,10,177,21,Azerbaijan
2020-10-15,22,19,0.0,11.5,6,2,04:41 AM,05:36 PM,06:51 AM,06:00 PM,11,21,21,21,19,0,54,0.0,1020,22,10,170,15,Azerbaijan
2020-10-16,22,19,0.0,8.7,6,0,05:57 AM,06:06 PM,06:53 AM,05:59 PM,10,20,21,20,26,7,53,0.0,1019,22,10,184,19,Azerbaijan
2020-10-17,22,18,0.0,8.7,6,0,07:14 AM,06:38 PM,06:54 AM,05:57 PM,13,20,21,20,34,0,64,0.0,1018,22,10,189,24,Azerbaijan
2020-10-18,23,19,0.0,8.7,6,5,08:32 AM,07:13 PM,06:55 AM,05:56 PM,15,21,22,21,33,0,68,0.0,1017,23,10,184,24,Azerbaijan
2020-10-19,24,17,0.0,8.7,6,13,09:50 AM,07:53 PM,06:56 AM,05:54 PM,15,22,22,21,18,2,68,0.0,1015,24,10,202,12,Azerbaijan
2020-10-20,20,17,0.0,8.7,5,20,11:05 AM,08:39 PM,06:57 AM,05:53 PM,14,19,20,19,44,6,69,0.0,1018,20,10,245,34,Azerbaijan
2020-10-21,17,16,0.0,4.1,4,27,12:14 PM,09:33 PM,06:58 AM,05:52 PM,11,17,17,17,32,73,68,0.2,1026,17,10,29,24,Azerbaijan
2020-10-22,19,16,0.0,4.1,4,35,01:15 PM,10:32 PM,06:59 AM,05:50 PM,11,17,17,17,20,69,67,1.0,1025,19,10,185,15,Azerbaijan
2020-10-23,20,17,0.0,8.7,4,42,02:05 PM,11:35 PM,07:00 AM,05:49 PM,13,19,19,19,12,26,70,0.1,1024,20,10,242,9,Azerbaijan
2020-10-24,20,17,0.0,8.7,5,49,02:47 PM,No moonset,07:01 AM,05:48 PM,14,19,19,19,35,5,72,0.0,1021,20,10,196,25,Azerbaijan
2020-10-25,22,17,0.0,8.7,6,56,03:22 PM,12:38 AM,07:03 AM,05:46 PM,16,19,21,19,28,8,79,0.0,1017,22,10,207,20,Azerbaijan
2020-10-26,20,18,0.0,3.9,4,64,03:51 PM,01:41 AM,07:04 AM,05:45 PM,13,19,19,19,30,87,68,0.0,1019,20,10,102,20,Azerbaijan
2020-10-27,18,16,0.0,8.7,5,71,04:16 PM,02:42 AM,07:05 AM,05:44 PM,12,17,17,17,31,5,71,0.0,1022,18,10,12,23,Azerbaijan
2020-10-28,19,14,0.0,7.1,4,78,04:40 PM,03:42 AM,07:06 AM,05:42 PM,11,17,17,17,23,30,67,0.0,1025,19,10,89,17,Azerbaijan
2020-10-29,20,17,0.0,5.5,4,85,05:03 PM,04:40 AM,07:07 AM,05:41 PM,15,19,19,19,34,66,76,0.5,1022,20,10,167,25,Azerbaijan
2020-10-30,21,14,0.0,7.1,4,93,05:26 PM,05:39 AM,07:08 AM,05:40 PM,16,18,19,18,36,42,78,0.1,1016,21,10,218,26,Azerbaijan
2020-10-31,21,16,0.0,5.5,4,97,05:50 PM,06:37 AM,07:09 AM,05:39 PM,15,19,19,19,29,41,77,0.0,1014,21,10,251,20,Azerbaijan
2020-11-01,19,17,0.0,8.7,4,89,06:16 PM,07:37 AM,07:11 AM,05:37 PM,15,19,19,19,36,23,77,0.0,1013,19,10,296,26,Azerbaijan
2020-11-02,19,17,0.0,8.7,5,81,06:46 PM,08:37 AM,07:12 AM,05:36 PM,14,18,18,18,27,10,79,0.0,1018,19,10,190,20,Azerbaijan
2020-11-03,18,15,0.0,7.1,4,74,07:21 PM,09:37 AM,07:13 AM,05:35 PM,10,17,17,17,28,41,65,0.0,1022,18,10,94,21,Azerbaijan
2020-11-04,20,15,0.0,8.7,5,66,08:02 PM,10:36 AM,07:14 AM,05:34 PM,11,17,18,17,15,29,65,0.0,1020,20,10,182,11,Azerbaijan
2020-11-05,19,16,0.0,8.7,5,58,08:50 PM,11:34 AM,07:15 AM,05:33 PM,11,17,17,17,14,16,65,0.0,1018,19,10,121,10,Azerbaijan
2020-11-06,18,16,0.0,3.8,4,51,09:46 PM,12:26 PM,07:16 AM,05:32 PM,11,17,17,17,23,54,71,0.2,1015,18,10,167,18,Azerbaijan
2020-11-07,15,13,0.0,3.8,3,43,10:48 PM,01:14 PM,07:18 AM,05:31 PM,9,13,14,13,34,86,71,3.6,1018,15,8,270,27,Azerbaijan
2020-11-08,14,11,0.0,3.8,3,36,11:55 PM,01:55 PM,07:19 AM,05:30 PM,7,12,13,12,25,88,66,8.5,1026,14,8,243,20,Azerbaijan
2020-11-09,19,14,0.0,8.7,5,28,No moonrise,02:31 PM,07:20 AM,05:29 PM,9,15,16,15,32,9,65,0.0,1025,19,10,261,23,Azerbaijan
2020-11-10,17,14,0.0,3.8,4,21,01:05 AM,03:03 PM,07:21 AM,05:28 PM,9,15,15,15,13,44,67,0.2,1021,17,10,115,9,Azerbaijan
2020-11-11,14,12,0.0,3.8,3,13,02:16 AM,03:34 PM,07:22 AM,05:27 PM,8,11,13,11,34,87,72,3.1,1024,14,7,13,25,Azerbaijan
2020-11-12,12,4,0.0,3.8,3,6,03:30 AM,04:03 PM,07:24 AM,05:26 PM,6,9,11,9,18,99,69,0.7,1030,12,10,56,14,Azerbaijan
2020-11-13,11,8,0.0,3.8,3,0,04:45 AM,04:33 PM,07:25 AM,05:25 PM,8,10,11,10,15,98,82,18.3,1030,11,8,31,11,Azerbaijan
2020-11-14,13,8,0.0,7.0,3,0,06:02 AM,05:05 PM,07:26 AM,05:24 PM,7,10,11,10,17,73,73,0.5,1028,13,10,73,13,Azerbaijan
2020-11-15,14,10,0.0,3.7,3,0,07:20 AM,05:43 PM,07:27 AM,05:23 PM,10,12,13,12,14,84,83,6.2,1024,14,8,81,10,Azerbaijan
2020-11-16,14,9,0.0,3.7,3,2,08:38 AM,06:26 PM,07:28 AM,05:23 PM,9,12,13,12,25,98,75,31.2,1024,14,6,106,18,Azerbaijan
2020-11-17,11,5,0.0,3.7,2,9,09:53 AM,07:17 PM,07:29 AM,05:22 PM,6,7,10,7,31,100,73,17.5,1026,11,6,86,24,Azerbaijan
2020-11-18,8,5,0.0,3.7,2,17,11:01 AM,08:16 PM,07:31 AM,05:21 PM,0,4,7,4,30,77,60,0.0,1032,8,10,65,23,Azerbaijan
2020-11-19,7,4,0.0,3.7,2,24,11:58 AM,09:20 PM,07:32 AM,05:20 PM,-2,3,6,3,28,64,56,0.0,1033,7,10,79,21,Azerbaijan
2020-11-20,11,7,0.0,3.7,2,32,12:44 PM,10:25 PM,07:33 AM,05:20 PM,3,6,9,6,31,73,66,0.2,1027,11,10,122,23,Azerbaijan
2020-11-21,11,9,0.0,3.7,3,39,01:23 PM,11:30 PM,07:34 AM,05:19 PM,6,8,11,8,39,92,71,1.7,1020,11,6,121,29,Azerbaijan
2020-11-22,8,4,0.0,8.7,2,47,01:54 PM,No moonset,07:35 AM,05:18 PM,2,5,8,5,22,61,63,1.2,1026,8,8,56,17,Azerbaijan
2020-11-23,10,8,0.0,3.7,2,54,02:21 PM,12:33 AM,07:36 AM,05:18 PM,4,6,9,6,29,81,70,0.3,1025,10,10,302,22,Azerbaijan
2020-11-24,10,7,0.0,7.0,2,62,02:45 PM,01:34 AM,07:37 AM,05:17 PM,3,6,9,6,27,45,67,0.1,1027,10,10,244,19,Azerbaijan
2020-11-25,11,3,0.0,3.7,2,70,03:08 PM,02:33 AM,07:38 AM,05:17 PM,5,7,9,7,31,87,69,1.4,1019,11,8,246,22,Azerbaijan
2020-11-26,10,9,0.0,3.7,2,77,03:31 PM,03:32 AM,07:39 AM,05:16 PM,4,6,9,6,36,85,70,0.2,1023,10,10,155,26,Azerbaijan
2020-11-27,9,8,0.0,3.7,2,85,03:54 PM,04:30 AM,07:41 AM,05:16 PM,4,6,9,6,26,78,70,3.7,1028,9,10,240,20,Azerbaijan
2020-11-28,12,8,0.0,3.7,3,92,04:19 PM,05:29 AM,07:42 AM,05:16 PM,6,7,11,7,39,70,72,1.4,1031,12,8,186,27,Azerbaijan
2020-11-29,12,10,0.0,5.3,3,100,04:48 PM,06:29 AM,07:43 AM,05:15 PM,6,9,11,9,23,70,68,0.0,1028,12,10,130,16,Azerbaijan
2020-11-30,9,8,0.0,3.6,2,100,05:21 PM,07:30 AM,07:44 AM,05:15 PM,5,7,9,7,19,99,76,4.6,1026,9,7,48,15,Azerbaijan
2020-12-01,12,7,0.0,3.6,3,89,06:00 PM,08:30 AM,07:45 AM,05:15 PM,7,9,10,9,11,83,81,7.4,1023,12,9,211,8,Azerbaijan
2020-12-02,11,10,0.0,8.7,4,82,06:47 PM,09:29 AM,07:46 AM,05:15 PM,6,9,10,9,18,22,75,0.1,1026,11,10,272,13,Azerbaijan
2020-12-03,10,9,0.0,7.0,2,75,07:41 PM,10:23 AM,07:47 AM,05:14 PM,5,7,9,7,22,60,74,0.0,1029,10,10,55,15,Azerbaijan
2020-12-04,9,4,0.0,3.6,2,67,08:40 PM,11:13 AM,07:48 AM,05:14 PM,5,7,9,7,18,99,74,3.0,1029,9,9,83,14,Azerbaijan
