date_time,Costa%20Rica_maxtempC,Costa%20Rica_mintempC,Costa%20Rica_totalSnow_cm,Costa%20Rica_sunHour,Costa%20Rica_uvIndex,Costa%20Rica_moon_illumination,Costa%20Rica_moonrise,Costa%20Rica_moonset,Costa%20Rica_sunrise,Costa%20Rica_sunset,Costa%20Rica_DewPointC,Costa%20Rica_FeelsLikeC,Costa%20Rica_HeatIndexC,Costa%20Rica_WindChillC,Costa%20Rica_WindGustKmph,Costa%20Rica_cloudcover,Costa%20Rica_humidity,Costa%20Rica_precipMM,Costa%20Rica_pressure,Costa%20Rica_tempC,Costa%20Rica_visibility,Costa%20Rica_winddirDegree,Costa%20Rica_windspeedKmph,Costa%20Rica_location
2020-12-28,19,13,0.0,5.9,4,92,04:20 PM,04:29 AM,05:52 AM,05:25 PM,16,16,17,16,11,73,95,29.2,1013,19,7,45,8,Costa%20Rica
2020-12-29,20,13,0.0,7.3,4,100,05:12 PM,05:23 AM,05:52 AM,05:26 PM,14,15,16,15,12,71,94,18.7,1012,20,8,49,6,Costa%20Rica
2020-12-30,25,12,0.0,10.2,4,100,06:06 PM,06:16 AM,05:53 AM,05:26 PM,15,17,18,17,7,52,87,2.9,1012,25,8,146,4,Costa%20Rica
2020-12-31,26,13,0.0,10.2,4,89,07:02 PM,07:10 AM,05:53 AM,05:27 PM,16,18,18,18,6,50,89,7.2,1012,26,6,135,3,Costa%20Rica
2021-01-01,25,12,0.0,8.7,4,79,07:58 PM,08:02 AM,05:54 AM,05:27 PM,15,17,18,17,11,65,88,4.3,1012,25,5,59,6,Costa%20Rica
2021-01-02,23,15,0.0,8.7,4,71,08:53 PM,08:51 AM,05:54 AM,05:28 PM,16,18,19,18,12,55,89,3.4,1013,23,6,60,8,Costa%20Rica
2021-01-03,23,16,0.0,10.2,5,64,09:47 PM,09:39 AM,05:54 AM,05:28 PM,17,19,20,19,8,66,92,8.8,1012,23,5,53,5,Costa%20Rica
2021-01-04,22,14,0.0,5.9,4,57,10:39 PM,10:23 AM,05:55 AM,05:29 PM,16,18,18,18,11,74,92,4.0,1012,22,5,53,7,Costa%20Rica
2021-01-05,24,14,0.0,8.7,5,50,11:32 PM,11:07 AM,05:55 AM,05:29 PM,14,18,20,18,12,39,83,2.1,1012,24,9,58,8,Costa%20Rica
2021-01-06,26,12,0.0,10.2,5,42,No moonrise,11:52 AM,05:55 AM,05:30 PM,13,18,19,18,10,33,78,0.3,1012,26,8,96,6,Costa%20Rica
2021-01-07,27,10,0.0,10.2,5,35,12:25 AM,12:37 PM,05:56 AM,05:30 PM,12,18,19,18,10,38,77,1.0,1013,27,8,95,6,Costa%20Rica
2021-01-08,25,12,0.0,10.2,5,28,01:21 AM,01:26 PM,05:56 AM,05:31 PM,13,18,19,18,13,45,81,0.3,1013,25,7,57,8,Costa%20Rica
2021-01-09,23,10,0.0,8.7,4,20,02:19 AM,02:17 PM,05:56 AM,05:31 PM,13,16,17,16,15,48,84,1.2,1013,23,10,54,8,Costa%20Rica
2021-01-10,23,12,0.0,8.7,4,13,03:20 AM,03:14 PM,05:57 AM,05:32 PM,15,16,17,16,15,61,89,8.7,1013,23,8,56,9,Costa%20Rica
2021-01-11,24,13,0.0,7.3,4,6,04:22 AM,04:13 PM,05:57 AM,05:33 PM,14,17,17,17,15,73,86,2.1,1013,24,8,59,9,Costa%20Rica
2021-01-12,22,16,0.0,7.3,4,0,05:24 AM,05:15 PM,05:57 AM,05:33 PM,16,18,18,18,15,56,86,0.7,1012,22,7,59,11,Costa%20Rica
2021-01-13,24,14,0.0,10.2,5,0,06:23 AM,06:14 PM,05:57 AM,05:34 PM,15,18,19,18,14,48,84,1.3,1012,24,8,57,10,Costa%20Rica
2021-01-14,25,12,0.0,10.2,4,1,07:17 AM,07:12 PM,05:58 AM,05:34 PM,14,17,18,17,13,57,86,3.7,1012,25,6,55,7,Costa%20Rica
2021-01-15,26,10,0.0,11.6,5,8,08:06 AM,08:05 PM,05:58 AM,05:35 PM,12,17,19,17,12,24,77,0.2,1011,26,8,52,7,Costa%20Rica
2021-01-16,21,11,0.0,7.3,4,16,08:51 AM,08:55 PM,05:58 AM,05:35 PM,13,15,16,15,15,61,90,3.9,1012,21,5,56,9,Costa%20Rica
2021-01-17,27,10,0.0,10.2,5,23,09:32 AM,09:43 PM,05:58 AM,05:36 PM,12,18,19,18,12,29,76,0.7,1012,27,9,54,7,Costa%20Rica
2021-01-18,26,11,0.0,10.2,5,30,10:10 AM,10:28 PM,05:58 AM,05:36 PM,12,18,19,18,17,30,76,0.5,1012,26,10,60,10,Costa%20Rica
2021-01-19,25,11,0.0,11.6,4,38,10:48 AM,11:12 PM,05:58 AM,05:36 PM,10,17,18,17,19,26,69,0.3,1012,25,10,59,12,Costa%20Rica
2021-01-20,24,13,0.0,5.9,4,45,11:25 AM,11:57 PM,05:59 AM,05:37 PM,12,17,19,17,22,78,81,2.7,1012,24,9,57,12,Costa%20Rica
2021-01-21,23,11,0.0,5.9,4,52,12:03 PM,No moonset,05:59 AM,05:37 PM,14,16,18,16,16,68,86,2.3,1012,23,9,57,10,Costa%20Rica
2021-01-22,26,15,0.0,10.2,5,59,12:43 PM,12:42 AM,05:59 AM,05:38 PM,16,19,20,19,10,44,81,0.5,1012,26,7,58,8,Costa%20Rica
2021-01-23,25,14,0.0,8.7,5,67,01:26 PM,01:30 AM,05:59 AM,05:38 PM,14,19,20,19,12,40,80,1.6,1012,25,10,59,8,Costa%20Rica
2021-01-24,27,13,0.0,11.6,5,74,02:12 PM,02:20 AM,05:59 AM,05:39 PM,13,19,21,19,15,22,77,0.0,1011,27,9,58,10,Costa%20Rica
2021-01-25,25,13,0.0,8.8,5,81,03:02 PM,03:12 AM,05:59 AM,05:39 PM,14,19,21,19,11,43,78,0.8,1011,25,9,57,7,Costa%20Rica
2021-01-26,28,14,0.0,11.6,6,88,03:56 PM,04:06 AM,05:59 AM,05:39 PM,15,19,20,19,11,27,79,0.0,1011,28,8,58,8,Costa%20Rica
2021-01-27,26,14,0.0,10.2,5,96,04:52 PM,05:00 AM,05:59 AM,05:40 PM,15,19,20,19,12,37,79,1.3,1011,26,9,60,8,Costa%20Rica
2021-01-28,26,14,0.0,11.6,6,100,05:49 PM,05:54 AM,05:59 AM,05:40 PM,13,19,20,19,19,26,73,0.2,1012,26,9,57,14,Costa%20Rica
2021-01-29,25,15,0.0,11.6,6,90,06:45 PM,06:45 AM,05:59 AM,05:41 PM,12,19,20,19,20,20,67,0.1,1011,25,10,59,15,Costa%20Rica
2021-01-30,24,13,0.0,11.6,4,82,07:41 PM,07:35 AM,05:59 AM,05:41 PM,13,18,20,18,18,27,76,0.1,1011,24,10,62,12,Costa%20Rica
2021-01-31,27,14,0.0,10.2,5,79,08:35 PM,08:21 AM,05:59 AM,05:41 PM,14,19,20,19,16,35,79,0.7,1010,27,10,57,10,Costa%20Rica
2021-02-01,25,12,0.0,8.8,5,63,09:29 PM,09:06 AM,05:59 AM,05:42 PM,14,17,18,17,17,42,79,0.7,1011,25,10,57,11,Costa%20Rica
2021-02-02,22,14,0.0,7.3,4,55,10:22 PM,09:51 AM,05:59 AM,05:42 PM,14,17,18,17,20,57,83,0.8,1012,22,8,55,13,Costa%20Rica
2021-02-03,22,14,0.0,7.3,4,48,11:17 PM,10:35 AM,05:58 AM,05:42 PM,15,18,19,18,18,69,83,10.3,1013,22,8,53,14,Costa%20Rica
2021-02-04,26,13,0.0,5.9,5,40,No moonrise,11:23 AM,05:58 AM,05:43 PM,14,18,20,18,15,77,81,1.4,1012,26,9,57,9,Costa%20Rica
2021-02-05,29,13,0.0,10.2,5,33,12:13 AM,12:12 PM,05:58 AM,05:43 PM,16,20,20,19,9,51,81,0.9,1012,29,9,126,5,Costa%20Rica
2021-02-06,29,12,0.0,10.2,5,25,01:12 AM,01:06 PM,05:58 AM,05:43 PM,15,19,20,19,8,40,82,1.2,1011,29,7,52,5,Costa%20Rica
2021-02-07,29,15,0.0,10.2,5,18,02:11 AM,02:02 PM,05:58 AM,05:43 PM,16,23,23,21,12,52,79,0.5,1011,29,6,58,8,Costa%20Rica
