date_time,Costa%20Rica_maxtempC,Costa%20Rica_mintempC,Costa%20Rica_totalSnow_cm,Costa%20Rica_sunHour,Costa%20Rica_uvIndex,Costa%20Rica_moon_illumination,Costa%20Rica_moonrise,Costa%20Rica_moonset,Costa%20Rica_sunrise,Costa%20Rica_sunset,Costa%20Rica_DewPointC,Costa%20Rica_FeelsLikeC,Costa%20Rica_HeatIndexC,Costa%20Rica_WindChillC,Costa%20Rica_WindGustKmph,Costa%20Rica_cloudcover,Costa%20Rica_humidity,Costa%20Rica_precipMM,Costa%20Rica_pressure,Costa%20Rica_tempC,Costa%20Rica_visibility,Costa%20Rica_winddirDegree,Costa%20Rica_windspeedKmph,Costa%20Rica_location
2020-07-28,25,14,0.0,10.6,5,53,12:44 PM,No moonset,05:26 AM,06:00 PM,17,19,20,19,6,60,92,30.2,1010,25,6,43,3,Costa%20Rica
2020-07-29,24,14,0.0,10.6,5,61,01:42 PM,12:45 AM,05:26 AM,06:00 PM,17,19,19,19,11,65,93,22.6,1011,24,6,56,6,Costa%20Rica
2020-07-30,26,14,0.0,9.3,5,68,02:40 PM,01:38 AM,05:26 AM,06:00 PM,17,19,20,19,12,66,85,4.9,1010,26,6,58,7,Costa%20Rica
2020-07-31,29,13,0.0,10.2,5,72,03:39 PM,02:32 AM,05:26 AM,05:59 PM,16,21,21,20,10,40,79,1.3,1010,29,8,47,6,Costa%20Rica
2020-08-01,28,13,0.0,10.2,5,82,04:35 PM,03:29 AM,05:26 AM,05:59 PM,17,21,21,20,8,47,84,5.8,1011,28,10,156,4,Costa%20Rica
2020-08-02,28,14,0.0,10.2,5,90,05:29 PM,04:25 AM,05:27 AM,05:59 PM,17,20,20,20,7,47,87,8.1,1011,28,8,47,4,Costa%20Rica
2020-08-03,26,14,0.0,8.9,5,97,06:18 PM,05:21 AM,05:27 AM,05:58 PM,18,20,21,20,7,66,90,15.0,1012,26,7,49,4,Costa%20Rica
2020-08-04,27,14,0.0,8.9,5,100,07:04 PM,06:14 AM,05:27 AM,05:58 PM,18,20,20,20,7,62,89,11.8,1012,27,7,48,4,Costa%20Rica
2020-08-05,23,14,0.0,8.9,5,88,07:47 PM,07:04 AM,05:27 AM,05:58 PM,17,19,20,19,4,56,92,23.9,1011,23,6,135,2,Costa%20Rica
2020-08-06,23,14,0.0,7.5,5,81,08:26 PM,07:52 AM,05:27 AM,05:58 PM,18,19,20,19,4,80,95,40.7,1011,23,7,184,2,Costa%20Rica
2020-08-07,24,14,0.0,7.5,5,74,09:04 PM,08:37 AM,05:27 AM,05:57 PM,18,19,20,19,8,73,93,44.2,1011,24,5,47,5,Costa%20Rica
2020-08-08,24,14,0.0,7.5,5,67,09:41 PM,09:22 AM,05:27 AM,05:57 PM,18,19,19,19,12,69,93,23.8,1012,24,5,55,6,Costa%20Rica
2020-08-09,26,14,0.0,7.5,5,59,10:18 PM,10:06 AM,05:27 AM,05:56 PM,18,20,20,20,9,75,90,17.4,1011,26,7,46,5,Costa%20Rica
2020-08-10,24,14,0.0,7.5,5,52,10:56 PM,10:51 AM,05:27 AM,05:56 PM,18,19,20,19,6,74,93,33.3,1010,24,6,83,3,Costa%20Rica
2020-08-11,23,15,0.0,6.1,4,45,11:38 PM,11:37 AM,05:27 AM,05:56 PM,17,18,19,18,12,78,94,27.2,1010,23,8,46,7,Costa%20Rica
2020-08-12,26,15,0.0,7.5,5,38,No moonrise,12:25 PM,05:28 AM,05:55 PM,18,20,21,20,11,62,88,14.7,1009,26,7,54,7,Costa%20Rica
2020-08-13,23,14,0.0,8.9,5,30,12:21 AM,01:17 PM,05:28 AM,05:55 PM,17,18,19,18,12,70,93,20.8,1009,23,5,57,7,Costa%20Rica
2020-08-14,25,13,0.0,8.9,5,23,01:10 AM,02:10 PM,05:28 AM,05:54 PM,17,18,19,18,9,65,93,38.1,1008,25,5,44,5,Costa%20Rica
2020-08-15,22,14,0.0,6.1,4,16,02:02 AM,03:06 PM,05:28 AM,05:54 PM,17,17,18,17,4,77,96,18.7,1009,22,8,181,2,Costa%20Rica
2020-08-16,22,14,0.0,7.5,4,8,02:58 AM,04:02 PM,05:28 AM,05:54 PM,17,18,18,18,6,74,96,16.8,1011,22,8,74,3,Costa%20Rica
2020-08-17,27,13,0.0,10.2,5,1,03:57 AM,04:58 PM,05:28 AM,05:53 PM,16,19,19,19,8,57,88,19.9,1012,27,8,43,4,Costa%20Rica
2020-08-18,26,13,0.0,11.6,5,0,04:57 AM,05:52 PM,05:28 AM,05:53 PM,17,19,19,19,8,43,88,22.7,1011,26,6,51,4,Costa%20Rica
2020-08-19,24,14,0.0,8.9,5,0,05:56 AM,06:43 PM,05:28 AM,05:52 PM,17,19,19,19,5,67,93,26.2,1011,24,6,98,3,Costa%20Rica
2020-08-20,25,15,0.0,7.5,5,6,06:54 AM,07:32 PM,05:28 AM,05:52 PM,18,20,20,20,3,72,92,30.5,1011,25,7,185,2,Costa%20Rica
2020-08-21,24,14,0.0,7.5,5,13,07:51 AM,08:19 PM,05:28 AM,05:51 PM,17,18,19,18,6,75,91,41.1,1011,24,8,194,4,Costa%20Rica
2020-08-22,24,15,0.0,7.5,5,20,08:47 AM,09:06 PM,05:28 AM,05:51 PM,18,19,20,19,4,83,94,35.6,1011,24,7,212,2,Costa%20Rica
2020-08-23,25,14,0.0,10.2,5,28,09:44 AM,09:53 PM,05:28 AM,05:50 PM,17,19,19,19,5,53,91,19.0,1011,25,7,206,2,Costa%20Rica
2020-08-24,24,14,0.0,6.1,5,35,10:40 AM,10:42 PM,05:28 AM,05:50 PM,17,18,19,18,4,76,93,19.3,1010,24,8,155,2,Costa%20Rica
2020-08-25,23,13,0.0,6.1,4,42,11:38 AM,11:34 PM,05:28 AM,05:49 PM,17,18,18,18,6,79,94,23.6,1010,23,6,88,3,Costa%20Rica
2020-08-26,22,14,0.0,7.5,4,50,12:35 PM,No moonset,05:28 AM,05:49 PM,17,18,18,18,5,86,96,45.9,1010,22,7,197,3,Costa%20Rica
2020-08-27,23,14,0.0,6.1,4,57,01:34 PM,12:28 AM,05:28 AM,05:48 PM,17,18,19,18,6,91,97,56.3,1012,23,7,199,3,Costa%20Rica
2020-08-28,24,14,0.0,8.8,5,64,02:30 PM,01:23 AM,05:28 AM,05:47 PM,17,18,19,18,6,76,93,20.6,1012,24,6,79,3,Costa%20Rica
2020-08-29,24,14,0.0,10.2,5,71,03:24 PM,02:19 AM,05:28 AM,05:47 PM,17,18,19,18,5,58,92,37.2,1012,24,6,66,2,Costa%20Rica
2020-08-30,27,14,0.0,8.8,5,79,04:14 PM,03:14 AM,05:28 AM,05:46 PM,16,21,21,20,10,56,84,3.4,1011,27,7,60,6,Costa%20Rica
2020-08-31,25,13,0.0,8.8,5,82,05:00 PM,04:07 AM,05:27 AM,05:46 PM,16,19,20,19,9,55,86,5.5,1012,25,5,54,5,Costa%20Rica
2020-09-01,24,12,0.0,8.8,5,97,05:43 PM,04:58 AM,05:27 AM,05:45 PM,16,18,19,18,8,60,89,14.8,1012,24,6,124,4,Costa%20Rica
2020-09-02,28,13,0.0,8.8,5,100,06:23 PM,05:47 AM,05:27 AM,05:45 PM,15,19,20,19,7,48,83,6.1,1011,28,8,156,4,Costa%20Rica
2020-09-03,27,13,0.0,10.2,5,88,07:01 PM,06:32 AM,05:27 AM,05:44 PM,16,19,20,19,6,47,85,8.6,1010,27,7,121,4,Costa%20Rica
2020-09-04,26,13,0.0,8.8,5,81,07:39 PM,07:18 AM,05:27 AM,05:43 PM,16,19,19,19,5,51,87,15.2,1010,26,9,141,3,Costa%20Rica
2020-09-05,25,14,0.0,8.8,5,73,08:15 PM,08:02 AM,05:27 AM,05:43 PM,17,19,19,19,5,76,93,33.6,1011,25,5,117,2,Costa%20Rica
2020-09-06,23,14,0.0,7.5,5,66,08:53 PM,08:46 AM,05:27 AM,05:42 PM,17,19,20,19,3,73,93,32.9,1011,23,6,201,2,Costa%20Rica
2020-09-07,24,14,0.0,10.2,5,58,09:33 PM,09:32 AM,05:27 AM,05:42 PM,17,19,20,19,5,67,92,26.9,1009,24,6,54,3,Costa%20Rica
2020-09-08,23,14,0.0,8.8,5,50,10:15 PM,10:18 AM,05:27 AM,05:41 PM,17,18,19,18,3,76,95,28.9,1009,23,8,148,2,Costa%20Rica
2020-09-09,24,14,0.0,7.4,5,43,11:01 PM,11:08 AM,05:27 AM,05:40 PM,17,18,19,18,2,74,94,31.7,1011,24,8,212,1,Costa%20Rica
2020-09-10,25,14,0.0,10.2,5,35,11:51 PM,11:59 AM,05:27 AM,05:40 PM,17,19,19,19,6,62,91,22.2,1012,25,6,172,3,Costa%20Rica
2020-09-11,26,14,0.0,8.8,5,28,No moonrise,12:53 PM,05:27 AM,05:39 PM,17,19,19,19,5,62,90,15.4,1010,26,7,162,3,Costa%20Rica
2020-09-12,25,14,0.0,11.6,5,20,12:44 AM,01:48 PM,05:27 AM,05:39 PM,17,18,19,18,4,69,92,28.7,1009,25,5,181,2,Costa%20Rica
2020-09-13,25,15,0.0,10.2,5,13,01:41 AM,02:43 PM,05:27 AM,05:38 PM,17,19,20,19,5,74,92,52.7,1009,25,5,190,2,Costa%20Rica
2020-09-14,25,14,0.0,10.2,5,5,02:39 AM,03:37 PM,05:26 AM,05:37 PM,17,19,19,19,5,60,91,32.5,1012,25,6,197,2,Costa%20Rica
2020-09-15,24,14,0.0,10.2,5,0,03:39 AM,04:29 PM,05:26 AM,05:37 PM,17,19,19,19,5,58,92,40.1,1013,24,5,164,2,Costa%20Rica
2020-09-16,25,14,0.0,8.8,5,0,04:37 AM,05:20 PM,05:26 AM,05:36 PM,17,19,20,19,8,61,91,22.0,1011,25,6,64,4,Costa%20Rica
2020-09-17,25,14,0.0,7.4,5,0,05:36 AM,06:08 PM,05:26 AM,05:35 PM,17,19,20,19,4,74,90,16.7,1011,25,8,67,2,Costa%20Rica
2020-09-18,24,14,0.0,10.2,5,2,06:33 AM,06:57 PM,05:26 AM,05:35 PM,17,19,20,19,3,73,92,9.7,1011,24,6,123,2,Costa%20Rica
2020-09-19,27,15,0.0,8.8,5,10,07:31 AM,07:46 PM,05:26 AM,05:34 PM,17,19,20,19,3,69,90,8.3,1011,27,7,232,2,Costa%20Rica
2020-09-20,24,14,0.0,10.2,5,17,08:29 AM,08:35 PM,05:26 AM,05:34 PM,17,19,20,19,6,67,92,21.4,1010,24,5,120,3,Costa%20Rica
2020-09-21,26,14,0.0,6.0,5,25,09:29 AM,09:28 PM,05:26 AM,05:33 PM,16,19,19,19,8,71,89,8.4,1011,26,7,95,5,Costa%20Rica
2020-09-22,25,14,0.0,8.8,5,32,10:29 AM,10:22 PM,05:26 AM,05:32 PM,17,18,19,18,9,54,90,20.5,1011,25,6,51,5,Costa%20Rica
2020-09-23,22,14,0.0,6.0,4,40,11:29 AM,11:19 PM,05:26 AM,05:32 PM,17,18,19,18,5,76,94,39.5,1011,22,6,114,3,Costa%20Rica
2020-09-24,24,17,0.0,10.2,5,47,12:26 PM,No moonset,05:26 AM,05:31 PM,19,20,21,20,3,60,91,43.7,1012,24,7,204,2,Costa%20Rica
2020-09-25,24,14,0.0,6.0,5,55,01:21 PM,12:15 AM,05:26 AM,05:30 PM,18,19,20,19,5,84,94,49.3,1013,24,7,174,2,Costa%20Rica
2020-09-26,23,15,0.0,6.0,5,62,02:12 PM,01:11 AM,05:25 AM,05:30 PM,18,19,19,19,6,71,95,22.1,1012,23,7,63,3,Costa%20Rica
2020-09-27,25,14,0.0,8.8,5,70,02:59 PM,02:04 AM,05:25 AM,05:29 PM,17,19,20,19,7,76,90,12.9,1011,25,7,56,4,Costa%20Rica
2020-09-28,26,13,0.0,8.8,5,78,03:42 PM,02:55 AM,05:25 AM,05:29 PM,16,18,19,18,6,74,89,16.5,1009,26,6,48,3,Costa%20Rica
2020-09-29,24,13,0.0,8.8,4,85,04:22 PM,03:43 AM,05:25 AM,05:28 PM,16,18,18,18,6,70,91,20.7,1010,24,7,96,3,Costa%20Rica
2020-09-30,24,14,0.0,8.8,5,93,05:01 PM,04:29 AM,05:25 AM,05:27 PM,16,18,18,18,8,58,90,15.1,1010,24,7,55,4,Costa%20Rica
2020-10-01,23,14,0.0,7.4,4,97,05:38 PM,05:15 AM,05:25 AM,05:27 PM,17,18,18,18,4,77,93,33.3,1009,23,7,191,2,Costa%20Rica
2020-10-02,22,13,0.0,8.8,4,100,06:15 PM,05:59 AM,05:25 AM,05:26 PM,16,17,17,17,6,81,95,61.8,1009,22,5,196,3,Costa%20Rica
2020-10-03,20,13,0.0,7.4,4,89,06:52 PM,06:43 AM,05:25 AM,05:26 PM,16,16,16,16,5,85,97,40.7,1009,20,5,193,3,Costa%20Rica
2020-10-04,24,13,0.0,8.8,4,82,07:32 PM,07:28 AM,05:25 AM,05:25 PM,16,17,18,17,7,77,91,13.1,1011,24,9,223,4,Costa%20Rica
2020-10-05,19,14,0.0,6.0,4,74,08:12 PM,08:14 AM,05:25 AM,05:24 PM,16,16,16,16,5,94,98,87.6,1011,19,7,193,3,Costa%20Rica
2020-10-06,23,14,0.0,6.0,4,67,08:56 PM,09:03 AM,05:25 AM,05:24 PM,16,17,18,17,4,85,94,52.3,1010,23,7,179,2,Costa%20Rica
2020-10-07,22,14,0.0,6.0,4,60,09:44 PM,09:53 AM,05:25 AM,05:23 PM,16,17,17,17,6,90,97,38.2,1011,22,7,214,3,Costa%20Rica
2020-10-08,24,14,0.0,6.0,4,53,10:34 PM,10:45 AM,05:25 AM,05:23 PM,16,18,18,18,4,73,93,19.7,1012,24,8,170,2,Costa%20Rica
2020-10-09,24,14,0.0,8.8,4,45,11:29 PM,11:38 AM,05:25 AM,05:22 PM,16,18,18,18,3,69,93,33.1,1012,24,6,210,2,Costa%20Rica
2020-10-10,25,15,0.0,8.8,5,38,No moonrise,12:31 PM,05:25 AM,05:22 PM,19,20,21,20,7,63,91,8.5,1011,25,6,53,4,Costa%20Rica
2020-10-11,25,15,0.0,10.2,5,31,12:24 AM,01:25 PM,05:25 AM,05:21 PM,18,20,20,20,7,53,90,11.2,1010,25,8,52,4,Costa%20Rica
2020-10-12,25,16,0.0,6.0,5,23,01:22 AM,02:16 PM,05:25 AM,05:21 PM,18,20,20,20,7,72,89,12.1,1010,25,6,47,4,Costa%20Rica
2020-10-13,27,16,0.0,8.8,5,16,02:20 AM,03:06 PM,05:25 AM,05:20 PM,18,21,21,20,6,65,87,8.1,1010,27,9,44,4,Costa%20Rica
2020-10-14,26,15,0.0,8.8,5,9,03:17 AM,03:55 PM,05:25 AM,05:20 PM,17,19,20,19,6,60,87,13.0,1010,26,8,133,4,Costa%20Rica
2020-10-15,23,13,0.0,8.8,4,2,04:15 AM,04:43 PM,05:25 AM,05:19 PM,16,18,19,18,6,62,91,20.7,1009,23,7,91,3,Costa%20Rica
2020-10-16,23,13,0.0,8.8,4,0,05:13 AM,05:32 PM,05:25 AM,05:19 PM,16,18,18,18,7,72,92,15.5,1010,23,5,83,4,Costa%20Rica
2020-10-17,24,14,0.0,7.4,5,0,06:11 AM,06:22 PM,05:25 AM,05:18 PM,17,18,19,18,11,58,90,9.6,1010,24,5,59,6,Costa%20Rica
2020-10-18,26,13,0.0,8.8,5,5,07:12 AM,07:15 PM,05:25 AM,05:18 PM,16,18,19,18,9,49,88,12.2,1010,26,9,47,5,Costa%20Rica
2020-10-19,26,14,0.0,10.2,5,13,08:14 AM,08:11 PM,05:25 AM,05:17 PM,16,19,19,19,7,52,87,21.7,1009,26,6,121,4,Costa%20Rica
2020-10-20,24,14,0.0,6.0,4,20,09:16 AM,09:09 PM,05:25 AM,05:17 PM,17,18,18,18,4,78,94,39.9,1009,24,7,214,2,Costa%20Rica
2020-10-21,23,16,0.0,6.0,4,27,10:17 AM,10:07 PM,05:25 AM,05:17 PM,18,19,19,19,5,81,94,20.0,1010,23,8,180,3,Costa%20Rica
2020-10-22,24,14,0.0,8.8,5,35,11:15 AM,11:05 PM,05:26 AM,05:16 PM,17,19,20,19,5,59,91,23.7,1011,24,6,182,2,Costa%20Rica
2020-10-23,24,14,0.0,6.0,4,42,12:09 PM,12:00 AM,05:26 AM,05:16 PM,17,18,18,18,4,77,94,36.3,1011,24,7,178,2,Costa%20Rica
2020-10-24,23,18,0.0,5.9,5,49,12:58 PM,No moonset,05:26 AM,05:15 PM,19,20,20,20,4,83,96,26.2,1011,23,8,224,3,Costa%20Rica
2020-10-25,24,17,0.0,5.9,5,56,01:42 PM,12:52 AM,05:26 AM,05:15 PM,19,20,21,20,4,86,94,40.0,1011,24,6,223,3,Costa%20Rica
2020-10-26,23,14,0.0,5.9,4,64,02:23 PM,01:41 AM,05:26 AM,05:15 PM,17,18,18,18,4,86,94,30.2,1010,23,6,207,2,Costa%20Rica
2020-10-27,24,15,0.0,7.4,4,71,03:02 PM,02:27 AM,05:26 AM,05:14 PM,17,18,18,18,4,75,93,31.2,1011,24,6,98,2,Costa%20Rica
2020-10-28,24,14,0.0,10.2,4,78,03:39 PM,03:13 AM,05:26 AM,05:14 PM,17,18,18,18,7,77,93,19.9,1010,24,5,58,4,Costa%20Rica
2020-10-29,27,13,0.0,8.8,5,85,04:15 PM,03:57 AM,05:27 AM,05:14 PM,15,18,19,18,5,59,88,11.1,1010,27,7,159,3,Costa%20Rica
2020-10-30,23,13,0.0,10.2,4,93,04:52 PM,04:41 AM,05:27 AM,05:13 PM,16,18,18,18,5,52,91,20.4,1012,23,7,189,3,Costa%20Rica
2020-10-31,24,13,0.0,8.8,4,97,05:31 PM,05:26 AM,05:27 AM,05:13 PM,16,18,19,18,9,75,92,14.9,1012,24,5,47,5,Costa%20Rica
2020-11-01,21,14,0.0,5.9,4,89,06:11 PM,06:11 AM,05:27 AM,05:13 PM,16,16,16,16,6,85,96,25.5,1012,21,6,155,3,Costa%20Rica
2020-11-02,22,14,0.0,5.9,4,81,06:54 PM,06:59 AM,05:27 AM,05:13 PM,15,16,16,16,6,90,96,32.1,1010,22,6,123,3,Costa%20Rica
2020-11-03,18,13,0.0,5.9,4,74,07:41 PM,07:49 AM,05:28 AM,05:12 PM,15,15,15,15,10,100,99,13.3,1009,18,6,221,6,Costa%20Rica
2020-11-04,19,14,0.0,5.9,4,66,08:30 PM,08:40 AM,05:28 AM,05:12 PM,16,16,16,16,10,100,99,48.2,1010,19,7,224,6,Costa%20Rica
2020-11-05,19,14,0.0,5.9,4,58,09:23 PM,09:33 AM,05:28 AM,05:12 PM,17,17,17,17,8,100,100,160.3,1010,19,5,226,5,Costa%20Rica
2020-11-06,19,18,0.0,5.9,4,51,10:16 PM,10:26 AM,05:28 AM,05:12 PM,19,19,19,19,7,100,99,6.7,1010,19,5,233,6,Costa%20Rica
2020-11-07,23,13,0.0,8.8,4,43,11:12 PM,11:18 AM,05:29 AM,05:12 PM,16,18,18,18,6,82,93,3.7,1011,23,6,218,4,Costa%20Rica
2020-11-08,23,14,0.0,5.9,4,36,No moonrise,12:08 PM,05:29 AM,05:12 PM,18,19,20,19,5,89,94,4.7,1012,23,6,225,4,Costa%20Rica
2020-11-09,24,13,0.0,8.8,4,28,12:08 AM,12:57 PM,05:29 AM,05:12 PM,17,18,18,18,5,85,94,9.4,1012,24,4,202,3,Costa%20Rica
2020-11-10,22,14,0.0,7.3,4,21,01:03 AM,01:44 PM,05:30 AM,05:11 PM,17,18,18,18,6,91,96,16.2,1012,22,6,219,3,Costa%20Rica
2020-11-11,22,14,0.0,8.8,4,13,01:58 AM,02:30 PM,05:30 AM,05:11 PM,16,18,18,18,4,71,94,16.8,1012,22,5,195,2,Costa%20Rica
2020-11-12,23,13,0.0,10.2,4,6,02:54 AM,03:18 PM,05:30 AM,05:11 PM,16,18,18,18,7,64,92,18.2,1012,23,4,127,4,Costa%20Rica
2020-11-13,25,15,0.0,11.6,5,0,03:52 AM,04:06 PM,05:31 AM,05:11 PM,17,19,20,19,6,54,90,3.0,1012,25,5,130,4,Costa%20Rica
2020-11-14,23,14,0.0,8.8,4,0,04:51 AM,04:58 PM,05:31 AM,05:11 PM,17,18,19,18,7,59,94,19.2,1012,23,6,140,4,Costa%20Rica
2020-11-15,22,15,0.0,8.8,4,0,05:52 AM,05:53 PM,05:31 AM,05:11 PM,17,18,18,18,5,75,94,13.8,1011,22,6,177,3,Costa%20Rica
2020-11-16,22,15,0.0,8.7,4,2,06:56 AM,06:51 PM,05:32 AM,05:11 PM,17,18,18,18,8,86,97,20.3,1010,22,8,220,4,Costa%20Rica
2020-11-17,22,13,0.0,5.9,4,9,08:00 AM,07:51 PM,05:32 AM,05:11 PM,16,17,17,17,11,89,94,5.3,1010,22,7,222,7,Costa%20Rica
2020-11-18,23,14,0.0,10.2,4,17,09:02 AM,08:51 PM,05:32 AM,05:11 PM,17,18,19,18,4,76,92,10.5,1012,23,6,183,3,Costa%20Rica
2020-11-19,22,15,0.0,5.9,5,24,09:59 AM,09:50 PM,05:33 AM,05:11 PM,18,19,19,19,5,93,95,25.3,1012,22,6,148,3,Costa%20Rica
2020-11-20,23,14,0.0,7.3,4,32,10:52 AM,10:45 PM,05:33 AM,05:11 PM,15,17,17,17,9,80,95,21.7,1011,23,6,87,5,Costa%20Rica
2020-11-21,23,12,0.0,10.2,4,39,11:39 AM,11:37 PM,05:34 AM,05:11 PM,15,16,17,16,7,55,92,12.6,1010,23,6,121,4,Costa%20Rica
2020-11-22,21,13,0.0,7.3,4,47,12:22 PM,No moonset,05:34 AM,05:12 PM,16,17,17,17,5,73,95,19.7,1010,21,5,109,3,Costa%20Rica
2020-11-23,23,14,0.0,7.3,5,54,01:02 PM,12:24 AM,05:35 AM,05:12 PM,17,18,19,18,7,81,94,16.0,1011,23,5,113,4,Costa%20Rica
2020-11-24,26,15,0.0,7.3,5,62,01:39 PM,01:10 AM,05:35 AM,05:12 PM,17,19,20,19,10,77,90,7.7,1012,26,7,50,6,Costa%20Rica
2020-11-25,24,15,0.0,8.7,5,70,02:16 PM,01:55 AM,05:35 AM,05:12 PM,18,19,20,19,10,59,91,15.0,1012,24,6,55,6,Costa%20Rica
2020-11-26,26,13,0.0,8.7,4,77,02:52 PM,02:38 AM,05:36 AM,05:12 PM,15,18,19,18,11,59,89,6.6,1011,26,5,57,6,Costa%20Rica
2020-11-27,25,12,0.0,10.2,4,85,03:30 PM,03:23 AM,05:36 AM,05:12 PM,15,17,18,17,11,62,90,9.1,1011,25,5,54,6,Costa%20Rica
2020-11-28,27,12,0.0,10.2,4,92,04:10 PM,04:08 AM,05:37 AM,05:13 PM,14,17,18,17,9,55,86,2.8,1012,27,6,133,5,Costa%20Rica
2020-11-29,26,11,0.0,11.6,4,100,04:52 PM,04:55 AM,05:37 AM,05:13 PM,14,17,18,17,10,47,87,6.6,1012,26,6,51,5,Costa%20Rica
2020-11-30,22,13,0.0,7.3,4,100,05:38 PM,05:45 AM,05:38 AM,05:13 PM,17,17,18,17,9,89,95,52.0,1012,22,4,43,5,Costa%20Rica
2020-12-01,22,14,0.0,8.7,4,89,06:26 PM,06:36 AM,05:38 AM,05:13 PM,15,17,18,17,16,65,89,4.0,1012,22,7,55,9,Costa%20Rica
2020-12-02,23,13,0.0,10.2,4,82,07:19 PM,07:30 AM,05:39 AM,05:14 PM,15,17,17,17,11,58,91,10.0,1012,23,7,51,6,Costa%20Rica
2020-12-03,22,13,0.0,7.3,4,75,08:12 PM,08:22 AM,05:39 AM,05:14 PM,15,16,17,16,9,82,96,19.0,1011,22,6,41,4,Costa%20Rica
2020-12-04,23,13,0.0,7.3,4,67,09:08 PM,09:15 AM,05:40 AM,05:14 PM,15,18,19,18,8,75,92,10.5,1012,23,6,57,4,Costa%20Rica
2020-12-05,25,11,0.0,8.7,4,60,10:02 PM,10:05 AM,05:40 AM,05:15 PM,14,17,19,17,11,67,87,2.7,1013,25,6,50,6,Costa%20Rica
2020-12-06,26,13,0.0,11.6,5,53,10:56 PM,10:53 AM,05:41 AM,05:15 PM,14,18,19,18,10,37,82,1.6,1012,26,9,95,5,Costa%20Rica
2020-12-07,26,11,0.0,10.2,4,46,11:50 PM,11:40 AM,05:41 AM,05:15 PM,14,17,18,17,13,47,86,1.5,1012,26,7,54,7,Costa%20Rica
2020-12-08,21,13,0.0,7.3,4,38,No moonrise,12:24 PM,05:42 AM,05:16 PM,14,16,17,16,16,63,90,2.1,1014,21,8,54,9,Costa%20Rica
2020-12-09,19,11,0.0,8.7,4,31,12:43 AM,01:09 PM,05:42 AM,05:16 PM,13,15,15,15,19,53,90,16.2,1015,19,9,57,11,Costa%20Rica
2020-12-10,21,13,0.0,7.3,4,24,01:38 AM,01:55 PM,05:43 AM,05:16 PM,15,16,16,16,16,69,93,20.7,1014,21,9,53,10,Costa%20Rica
2020-12-11,22,15,0.0,7.3,4,17,02:33 AM,02:43 PM,05:43 AM,05:17 PM,17,18,19,18,11,62,91,6.7,1012,22,8,55,8,Costa%20Rica
2020-12-12,26,14,0.0,11.6,5,9,03:32 AM,03:35 PM,05:44 AM,05:17 PM,14,21,21,20,12,29,81,0.1,1012,26,7,59,8,Costa%20Rica
2020-12-13,26,12,0.0,11.6,5,2,04:34 AM,04:31 PM,05:45 AM,05:18 PM,13,19,20,19,12,22,78,0.0,1013,26,8,58,7,Costa%20Rica
2020-12-14,26,11,0.0,11.6,5,0,05:38 AM,05:31 PM,05:45 AM,05:18 PM,12,18,19,18,14,19,78,0.0,1013,26,8,59,8,Costa%20Rica
2020-12-15,26,13,0.0,10.2,5,0,06:41 AM,06:32 PM,05:46 AM,05:19 PM,14,18,19,18,10,43,81,0.3,1012,26,7,55,6,Costa%20Rica
2020-12-16,26,12,0.0,11.6,4,5,07:42 AM,07:33 PM,05:46 AM,05:19 PM,15,17,18,17,9,54,85,0.8,1011,26,5,91,5,Costa%20Rica
2020-12-17,24,13,0.0,10.2,4,12,08:39 AM,08:31 PM,05:47 AM,05:19 PM,15,17,18,17,15,49,87,2.0,1012,24,7,57,9,Costa%20Rica
2020-12-18,23,13,0.0,10.2,4,20,09:30 AM,09:26 PM,05:47 AM,05:20 PM,13,17,19,17,17,41,83,0.5,1013,23,10,60,10,Costa%20Rica
2020-12-19,26,12,0.0,10.2,5,27,10:16 AM,10:17 PM,05:48 AM,05:20 PM,13,17,19,17,14,32,82,1.1,1012,26,9,54,8,Costa%20Rica
2020-12-20,25,13,0.0,10.2,5,34,10:58 AM,11:05 PM,05:48 AM,05:21 PM,14,18,19,18,14,39,83,0.4,1012,25,8,59,9,Costa%20Rica
2020-12-21,26,14,0.0,11.6,5,41,11:37 AM,11:50 PM,05:49 AM,05:21 PM,13,19,19,19,14,23,77,0.0,1012,26,8,56,10,Costa%20Rica
2020-12-22,25,15,0.0,8.7,5,49,12:14 PM,No moonset,05:49 AM,05:22 PM,16,20,21,20,13,44,82,0.9,1012,25,9,58,9,Costa%20Rica
2020-12-23,26,14,0.0,7.3,5,56,12:51 PM,12:34 AM,05:50 AM,05:22 PM,15,19,20,19,15,63,83,1.7,1012,26,7,57,9,Costa%20Rica
2020-12-24,27,12,0.0,10.2,5,63,01:28 PM,01:19 AM,05:50 AM,05:23 PM,12,18,20,18,13,37,77,0.5,1012,27,9,53,7,Costa%20Rica
2020-12-25,25,11,0.0,10.2,5,70,02:07 PM,02:03 AM,05:50 AM,05:23 PM,12,17,18,17,16,31,75,0.2,1013,25,10,58,10,Costa%20Rica
2020-12-26,24,13,0.0,10.2,4,78,02:48 PM,02:50 AM,05:51 AM,05:24 PM,14,16,17,16,13,51,86,3.0,1013,24,8,51,8,Costa%20Rica
2020-12-27,21,13,0.0,7.3,4,85,03:33 PM,03:39 AM,05:51 AM,05:25 PM,14,16,17,16,12,80,91,7.6,1013,21,5,45,7,Costa%20Rica
