date_time,Colombia_maxtempC,Colombia_mintempC,Colombia_totalSnow_cm,Colombia_sunHour,Colombia_uvIndex,Colombia_moon_illumination,Colombia_moonrise,Colombia_moonset,Colombia_sunrise,Colombia_sunset,Colombia_DewPointC,Colombia_FeelsLikeC,Colombia_HeatIndexC,Colombia_WindChillC,Colombia_WindGustKmph,Colombia_cloudcover,Colombia_humidity,Colombia_precipMM,Colombia_pressure,Colombia_tempC,Colombia_visibility,Colombia_winddirDegree,Colombia_windspeedKmph,Colombia_location
2020-09-17,17,11,0.0,10.2,4,0,05:57 AM,06:25 PM,05:47 AM,05:55 PM,12,14,14,14,3,61,87,5.9,1013,17,9,150,2,Colombia
2020-09-18,19,10,0.0,7.4,4,2,06:52 AM,07:17 PM,05:47 AM,05:54 PM,11,14,14,14,6,65,84,15.0,1014,19,9,128,4,Colombia
2020-09-19,19,11,0.0,10.2,4,10,07:47 AM,08:08 PM,05:46 AM,05:54 PM,12,15,14,15,6,56,84,8.4,1014,19,10,135,4,Colombia
2020-09-20,18,12,0.0,7.4,4,17,08:43 AM,09:00 PM,05:46 AM,05:53 PM,12,14,14,14,5,62,86,4.4,1014,18,10,127,4,Colombia
2020-09-21,20,12,0.0,7.4,4,25,09:40 AM,09:55 PM,05:46 AM,05:53 PM,10,16,17,16,8,58,75,2.2,1013,20,10,130,6,Colombia
2020-09-22,21,10,0.0,11.6,4,32,10:38 AM,10:50 PM,05:46 AM,05:52 PM,9,15,16,15,7,25,69,1.6,1014,21,10,123,5,Colombia
2020-09-23,21,10,0.0,11.6,4,40,11:37 AM,11:47 PM,05:46 AM,05:52 PM,9,15,16,15,8,28,69,2.2,1014,21,10,137,5,Colombia
2020-09-24,20,11,0.0,8.8,4,47,12:34 PM,No moonset,05:45 AM,05:51 PM,11,15,15,15,6,57,78,4.5,1015,20,9,134,5,Colombia
2020-09-25,19,11,0.0,8.8,4,55,01:30 PM,12:44 AM,05:45 AM,05:51 PM,10,15,15,15,6,55,78,4.2,1015,19,9,124,5,Colombia
2020-09-26,18,11,0.0,8.8,4,62,02:21 PM,01:39 AM,05:45 AM,05:50 PM,11,14,14,14,6,64,80,6.9,1014,18,9,125,4,Colombia
2020-09-27,18,11,0.0,7.4,4,70,03:10 PM,02:31 AM,05:45 AM,05:50 PM,10,14,15,14,4,65,81,3.3,1013,18,9,125,3,Colombia
2020-09-28,19,11,0.0,8.8,4,78,03:55 PM,03:20 AM,05:44 AM,05:49 PM,10,14,14,14,6,58,78,3.9,1012,19,8,121,4,Colombia
2020-09-29,18,12,0.0,7.4,4,85,04:37 PM,04:07 AM,05:44 AM,05:49 PM,11,15,15,15,7,69,82,4.0,1013,18,8,125,5,Colombia
2020-09-30,19,11,0.0,6.0,4,93,05:18 PM,04:51 AM,05:44 AM,05:49 PM,11,15,15,15,8,81,80,7.1,1013,19,8,125,6,Colombia
2020-10-01,20,9,0.0,10.2,4,97,05:57 PM,05:35 AM,05:44 AM,05:48 PM,9,14,15,14,7,39,74,4.2,1012,20,10,132,5,Colombia
2020-10-02,19,10,0.0,10.2,4,100,06:36 PM,06:16 AM,05:44 AM,05:48 PM,11,14,14,14,6,48,79,7.0,1012,19,9,141,4,Colombia
2020-10-03,18,10,0.0,7.4,4,89,07:15 PM,06:59 AM,05:43 AM,05:47 PM,11,14,15,14,8,65,83,12.2,1012,18,9,120,5,Colombia
2020-10-04,18,9,0.0,8.8,3,82,07:56 PM,07:42 AM,05:43 AM,05:47 PM,10,13,13,13,7,55,81,4.0,1014,18,10,120,5,Colombia
2020-10-05,18,11,0.0,8.8,4,74,08:38 PM,08:26 AM,05:43 AM,05:46 PM,10,14,14,14,5,59,81,2.1,1014,18,8,123,3,Colombia
2020-10-06,17,10,0.0,6.0,3,67,09:24 PM,09:13 AM,05:43 AM,05:46 PM,11,14,13,14,5,63,86,9.4,1014,17,9,144,4,Colombia
2020-10-07,19,10,0.0,8.8,4,60,10:12 PM,10:02 AM,05:43 AM,05:46 PM,10,15,15,15,7,61,80,3.0,1014,19,10,136,5,Colombia
2020-10-08,18,9,0.0,8.8,4,53,11:03 PM,10:53 AM,05:43 AM,05:45 PM,10,14,14,14,8,57,81,4.9,1015,18,9,129,5,Colombia
2020-10-09,17,11,0.0,10.2,3,45,11:57 PM,11:46 AM,05:42 AM,05:45 PM,11,13,14,13,6,57,85,4.4,1015,17,8,130,4,Colombia
2020-10-10,17,10,0.0,7.4,3,38,No moonrise,12:40 PM,05:42 AM,05:44 PM,10,13,13,13,5,58,82,5.5,1016,17,9,125,4,Colombia
2020-10-11,19,10,0.0,8.8,4,31,12:52 AM,01:35 PM,05:42 AM,05:44 PM,11,14,14,14,7,66,80,9.0,1014,19,9,128,5,Colombia
2020-10-12,18,9,0.0,7.4,4,23,01:49 AM,02:27 PM,05:42 AM,05:44 PM,10,14,15,14,8,66,81,6.3,1013,18,10,130,5,Colombia
2020-10-13,18,10,0.0,7.4,4,16,02:44 AM,03:20 PM,05:42 AM,05:43 PM,10,14,14,14,6,51,79,2.7,1013,18,10,125,5,Colombia
2020-10-14,17,9,0.0,7.4,4,9,03:40 AM,04:10 PM,05:42 AM,05:43 PM,10,14,14,14,5,60,82,3.9,1013,17,10,132,4,Colombia
2020-10-15,18,9,0.0,10.2,4,2,04:34 AM,05:01 PM,05:42 AM,05:43 PM,9,14,15,14,8,34,75,1.3,1013,18,10,121,5,Colombia
2020-10-16,19,10,0.0,7.4,4,0,05:30 AM,05:53 PM,05:42 AM,05:42 PM,11,15,16,15,8,53,80,2.5,1013,19,10,123,6,Colombia
2020-10-17,20,11,0.0,11.6,4,0,06:26 AM,06:45 PM,05:42 AM,05:42 PM,10,15,16,15,7,44,77,2.0,1013,20,10,133,5,Colombia
2020-10-18,19,11,0.0,10.2,4,5,07:24 AM,07:41 PM,05:41 AM,05:42 PM,11,14,14,14,6,57,82,6.1,1012,19,9,139,4,Colombia
2020-10-19,20,10,0.0,8.8,4,13,08:24 AM,08:38 PM,05:41 AM,05:41 PM,10,15,15,15,6,56,75,3.2,1012,20,10,144,4,Colombia
2020-10-20,21,10,0.0,10.2,4,20,09:25 AM,09:37 PM,05:41 AM,05:41 PM,9,15,16,15,6,39,71,2.1,1012,21,10,134,4,Colombia
2020-10-21,19,10,0.0,7.4,4,27,10:25 AM,10:36 PM,05:41 AM,05:41 PM,11,14,14,14,8,53,81,9.7,1014,19,9,126,5,Colombia
2020-10-22,19,10,0.0,8.8,4,35,11:24 AM,11:33 PM,05:41 AM,05:41 PM,11,15,16,15,8,53,80,2.2,1014,19,10,124,5,Colombia
2020-10-23,19,10,0.0,7.4,4,42,12:18 PM,No moonset,05:41 AM,05:40 PM,11,15,15,15,7,67,80,6.3,1014,19,9,135,5,Colombia
2020-10-24,19,12,0.0,7.4,4,49,01:08 PM,12:27 AM,05:41 AM,05:40 PM,12,15,15,15,5,70,82,6.5,1013,19,9,153,3,Colombia
2020-10-25,18,10,0.0,7.4,4,56,01:54 PM,01:18 AM,05:41 AM,05:40 PM,11,14,14,14,5,55,85,4.2,1013,18,9,130,3,Colombia
2020-10-26,19,10,0.0,8.8,4,64,02:37 PM,02:05 AM,05:41 AM,05:40 PM,12,15,15,15,5,65,85,8.8,1013,19,9,162,3,Colombia
2020-10-27,20,11,0.0,8.8,4,71,03:18 PM,02:50 AM,05:41 AM,05:40 PM,12,15,15,15,7,67,85,20.6,1012,20,8,198,4,Colombia
2020-10-28,19,11,0.0,7.4,4,78,03:57 PM,03:34 AM,05:41 AM,05:39 PM,12,15,14,15,8,68,85,18.2,1011,19,8,127,5,Colombia
2020-10-29,19,11,0.0,7.4,4,85,04:35 PM,04:15 AM,05:41 AM,05:39 PM,12,14,14,14,7,69,86,11.0,1012,19,8,246,5,Colombia
2020-10-30,19,10,0.0,11.6,4,93,05:15 PM,04:57 AM,05:41 AM,05:39 PM,11,14,14,14,6,47,85,5.3,1013,19,10,192,5,Colombia
2020-10-31,17,11,0.0,6.0,4,97,05:55 PM,05:40 AM,05:41 AM,05:39 PM,12,14,14,14,4,75,88,6.1,1014,17,9,180,3,Colombia
2020-11-01,16,11,0.0,6.0,3,89,06:37 PM,06:24 AM,05:42 AM,05:39 PM,12,13,13,13,3,66,90,3.4,1014,16,10,269,2,Colombia
2020-11-02,18,12,0.0,6.0,4,81,07:22 PM,07:11 AM,05:42 AM,05:39 PM,12,15,15,15,6,71,87,23.2,1013,18,8,237,5,Colombia
2020-11-03,20,9,0.0,11.6,4,74,08:09 PM,07:59 AM,05:42 AM,05:39 PM,11,14,14,14,6,40,84,1.8,1013,20,10,136,4,Colombia
2020-11-04,18,10,0.0,6.0,4,66,08:59 PM,08:49 AM,05:42 AM,05:38 PM,12,14,14,14,4,71,88,8.8,1013,18,8,186,3,Colombia
2020-11-05,18,12,0.0,7.4,4,58,09:51 PM,09:41 AM,05:42 AM,05:38 PM,13,15,15,15,5,68,89,11.6,1013,18,8,272,4,Colombia
2020-11-06,17,11,0.0,6.0,4,51,10:45 PM,10:34 AM,05:42 AM,05:38 PM,12,14,14,14,5,73,87,5.9,1012,17,9,298,4,Colombia
2020-11-07,18,12,0.0,7.4,4,43,11:40 PM,11:27 AM,05:42 AM,05:38 PM,13,15,15,15,5,69,88,8.2,1013,18,9,119,3,Colombia
2020-11-08,18,11,0.0,7.4,4,36,No moonrise,12:18 PM,05:42 AM,05:38 PM,12,14,14,14,4,71,87,11.0,1014,18,8,228,3,Colombia
2020-11-09,17,11,0.0,8.8,4,28,12:33 AM,01:09 PM,05:43 AM,05:38 PM,12,14,14,14,5,60,88,11.8,1014,17,9,176,3,Colombia
2020-11-10,18,11,0.0,8.8,3,21,01:27 AM,01:59 PM,05:43 AM,05:38 PM,11,14,14,14,5,63,87,6.4,1014,18,8,192,4,Colombia
2020-11-11,17,11,0.0,7.4,3,13,02:19 AM,02:48 PM,05:43 AM,05:38 PM,12,13,13,13,6,70,91,15.2,1014,17,9,191,4,Colombia
2020-11-12,18,10,0.0,7.4,4,6,03:13 AM,03:37 PM,05:43 AM,05:38 PM,12,14,14,14,4,65,88,17.3,1013,18,9,213,3,Colombia
2020-11-13,19,10,0.0,8.8,4,0,04:07 AM,04:28 PM,05:43 AM,05:38 PM,12,14,14,14,5,61,87,12.1,1013,19,9,128,4,Colombia
2020-11-14,16,10,0.0,8.8,3,0,05:04 AM,05:22 PM,05:44 AM,05:39 PM,11,13,13,13,5,68,89,8.2,1013,16,10,262,3,Colombia
2020-11-15,18,10,0.0,6.0,3,0,06:03 AM,06:19 PM,05:44 AM,05:39 PM,12,13,13,13,4,73,90,21.1,1013,18,8,166,2,Colombia
2020-11-16,18,10,0.0,7.4,3,2,07:05 AM,07:19 PM,05:44 AM,05:39 PM,11,13,13,13,6,67,88,23.2,1013,18,9,148,4,Colombia
2020-11-17,15,10,0.0,7.4,3,9,08:08 AM,08:20 PM,05:44 AM,05:39 PM,11,13,12,13,5,64,91,11.6,1014,15,8,135,3,Colombia
2020-11-18,16,12,0.0,6.0,3,17,09:09 AM,09:20 PM,05:45 AM,05:39 PM,12,14,14,14,4,74,89,4.5,1014,16,10,248,3,Colombia
2020-11-19,18,11,0.0,10.2,4,24,10:08 AM,10:18 PM,05:45 AM,05:39 PM,12,14,14,14,5,62,90,18.3,1013,18,8,113,3,Colombia
2020-11-20,19,10,0.0,10.2,4,32,11:01 AM,11:12 PM,05:45 AM,05:39 PM,11,14,14,14,5,59,83,7.5,1012,19,9,149,4,Colombia
2020-11-21,20,10,0.0,11.6,4,39,11:51 AM,No moonset,05:46 AM,05:39 PM,10,14,14,14,6,31,79,1.3,1013,20,10,168,4,Colombia
2020-11-22,20,9,0.0,10.2,4,47,12:35 PM,12:01 AM,05:46 AM,05:40 PM,11,14,14,14,6,58,83,2.4,1013,20,10,152,4,Colombia
2020-11-23,19,9,0.0,10.2,4,54,01:17 PM,12:48 AM,05:46 AM,05:40 PM,11,14,14,14,5,55,83,6.7,1013,19,9,144,3,Colombia
2020-11-24,19,11,0.0,8.8,4,62,01:57 PM,01:32 AM,05:47 AM,05:40 PM,12,15,15,15,5,61,84,13.8,1013,19,9,152,3,Colombia
2020-11-25,19,11,0.0,7.4,4,70,02:35 PM,02:14 AM,05:47 AM,05:40 PM,12,15,15,15,5,66,85,12.9,1013,19,9,151,3,Colombia
2020-11-26,17,12,0.0,7.4,4,77,03:14 PM,02:56 AM,05:48 AM,05:41 PM,12,14,14,14,5,66,87,19.0,1012,17,8,205,4,Colombia
2020-11-27,18,11,0.0,7.4,4,85,03:53 PM,03:38 AM,05:48 AM,05:41 PM,12,14,14,14,7,67,86,13.5,1012,18,9,136,5,Colombia
2020-11-28,17,12,0.0,6.0,4,92,04:35 PM,04:21 AM,05:48 AM,05:41 PM,12,14,14,14,4,69,87,16.4,1013,17,7,144,3,Colombia
2020-11-29,16,11,0.0,6.0,3,100,05:19 PM,05:07 AM,05:49 AM,05:41 PM,11,13,13,13,4,73,89,15.9,1014,16,8,84,3,Colombia
2020-11-30,19,10,0.0,10.2,4,100,06:05 PM,05:55 AM,05:49 AM,05:42 PM,11,14,15,14,6,58,84,6.9,1013,19,10,147,4,Colombia
2020-12-01,18,10,0.0,10.2,4,89,06:55 PM,06:45 AM,05:50 AM,05:42 PM,11,14,14,14,5,59,86,6.0,1013,18,9,140,3,Colombia
2020-12-02,18,10,0.0,8.8,4,82,07:48 PM,07:38 AM,05:50 AM,05:42 PM,11,14,14,14,5,63,85,5.8,1013,18,9,143,3,Colombia
2020-12-03,18,10,0.0,8.8,4,75,08:41 PM,08:30 AM,05:50 AM,05:43 PM,11,14,14,14,6,57,85,9.1,1013,18,9,137,4,Colombia
2020-12-04,21,10,0.0,10.2,4,67,09:36 PM,09:24 AM,05:51 AM,05:43 PM,11,15,16,15,6,59,81,4.4,1013,21,10,145,4,Colombia
2020-12-05,20,8,0.0,8.8,4,60,10:28 PM,10:15 AM,05:51 AM,05:44 PM,9,14,14,14,6,54,74,3.5,1014,20,10,156,4,Colombia
2020-12-06,18,9,0.0,7.4,4,53,11:21 PM,11:05 AM,05:52 AM,05:44 PM,11,13,13,13,7,72,86,10.6,1014,18,9,142,4,Colombia
2020-12-07,18,11,0.0,7.4,4,46,No moonrise,11:54 AM,05:52 AM,05:44 PM,11,14,14,14,5,69,85,8.8,1013,18,8,137,4,Colombia
2020-12-08,19,11,0.0,7.4,4,38,12:12 AM,12:41 PM,05:53 AM,05:45 PM,12,14,14,14,5,69,85,12.8,1015,19,8,140,3,Colombia
2020-12-09,19,10,0.0,10.2,4,31,01:03 AM,01:28 PM,05:53 AM,05:45 PM,11,14,14,14,6,60,83,6.7,1015,19,9,141,4,Colombia
2020-12-10,20,10,0.0,11.6,4,24,01:55 AM,02:16 PM,05:54 AM,05:46 PM,11,15,15,15,5,44,82,13.1,1014,20,9,175,4,Colombia
2020-12-11,20,11,0.0,6.0,4,17,02:48 AM,03:07 PM,05:54 AM,05:46 PM,12,15,15,15,6,78,85,17.6,1012,20,8,143,4,Colombia
2020-12-12,21,10,0.0,10.2,4,9,03:45 AM,04:01 PM,05:55 AM,05:46 PM,10,15,15,15,6,57,78,8.5,1013,21,9,150,4,Colombia
2020-12-13,23,8,0.0,11.6,4,2,04:44 AM,04:58 PM,05:55 AM,05:47 PM,7,15,16,15,7,34,67,0.7,1014,23,10,153,4,Colombia
2020-12-14,21,8,0.0,11.6,4,0,05:46 AM,05:59 PM,05:56 AM,05:47 PM,7,14,15,14,7,39,63,1.6,1014,21,10,160,5,Colombia
2020-12-15,19,10,0.0,7.4,4,0,06:49 AM,07:01 PM,05:56 AM,05:48 PM,11,14,14,14,5,70,84,11.0,1013,19,9,148,4,Colombia
2020-12-16,19,9,0.0,6.0,4,5,07:50 AM,08:01 PM,05:57 AM,05:48 PM,11,14,14,14,6,78,82,10.9,1013,19,9,138,4,Colombia
2020-12-17,21,9,0.0,10.2,4,12,08:48 AM,08:59 PM,05:57 AM,05:49 PM,10,14,14,14,7,54,78,6.5,1013,21,9,144,5,Colombia
2020-12-18,21,10,0.0,10.2,4,20,09:41 AM,09:52 PM,05:58 AM,05:49 PM,11,15,15,15,6,52,79,5.6,1013,21,10,157,4,Colombia
2020-12-19,19,11,0.0,6.0,4,27,10:29 AM,10:41 PM,05:58 AM,05:50 PM,11,14,14,14,4,77,83,10.1,1013,19,8,163,3,Colombia
2020-12-20,19,11,0.0,6.0,4,34,11:13 AM,11:27 PM,05:59 AM,05:50 PM,12,15,14,15,4,75,86,23.2,1012,19,8,137,3,Colombia
2020-12-21,19,11,0.0,6.0,4,41,11:54 AM,No moonset,05:59 AM,05:51 PM,11,14,14,14,4,72,84,12.0,1014,19,9,156,3,Colombia
2020-12-22,20,10,0.0,10.1,4,49,12:33 PM,12:10 AM,06:00 AM,05:51 PM,11,14,14,14,5,47,80,8.2,1013,20,9,151,4,Colombia
2020-12-23,21,11,0.0,8.7,4,56,01:12 PM,12:52 AM,06:00 AM,05:52 PM,11,15,15,15,5,61,80,9.5,1013,21,9,163,4,Colombia
2020-12-24,20,12,0.0,5.8,4,63,01:51 PM,01:35 AM,06:00 AM,05:52 PM,12,15,15,15,4,72,84,14.8,1012,20,9,179,3,Colombia
2020-12-25,19,11,0.0,4.3,4,70,02:31 PM,02:17 AM,06:01 AM,05:53 PM,12,14,14,14,7,64,85,12.3,1012,19,9,173,5,Colombia
2020-12-26,19,11,0.0,8.7,4,78,03:14 PM,03:02 AM,06:01 AM,05:53 PM,11,14,14,14,7,54,82,2.0,1011,19,10,284,6,Colombia
2020-12-27,19,11,0.0,8.7,4,85,04:00 PM,03:49 AM,06:02 AM,05:54 PM,11,14,14,14,7,44,81,1.9,1012,19,9,216,6,Colombia
2020-12-28,20,9,0.0,8.7,4,92,04:49 PM,04:38 AM,06:02 AM,05:54 PM,9,13,13,13,8,37,77,0.4,1014,20,10,168,6,Colombia
2020-12-29,18,11,0.0,4.3,4,100,05:41 PM,05:31 AM,06:03 AM,05:55 PM,11,14,14,14,5,70,84,6.9,1013,18,9,153,4,Colombia
2020-12-30,18,12,0.0,7.2,4,100,06:35 PM,06:24 AM,06:03 AM,05:55 PM,11,14,14,14,4,70,84,13.8,1013,18,9,191,3,Colombia
2020-12-31,19,11,0.0,4.3,4,89,07:31 PM,07:19 AM,06:04 AM,05:56 PM,12,15,15,15,5,80,85,16.2,1013,19,9,175,4,Colombia
2021-01-01,19,11,0.0,7.2,4,79,08:25 PM,08:12 AM,06:04 AM,05:56 PM,11,15,14,15,5,72,84,11.6,1014,19,9,145,4,Colombia
2021-01-02,20,9,0.0,7.2,4,71,09:18 PM,09:03 AM,06:05 AM,05:57 PM,11,14,14,14,6,58,83,9.1,1013,20,9,154,4,Colombia
2021-01-03,19,11,0.0,4.3,4,64,10:09 PM,09:52 AM,06:05 AM,05:57 PM,12,14,14,14,6,69,85,12.9,1013,19,9,187,4,Colombia
2021-01-04,19,10,0.0,5.8,4,57,11:00 PM,10:39 AM,06:05 AM,05:58 PM,11,14,14,14,7,60,83,5.6,1012,19,9,172,5,Colombia
2021-01-05,19,9,0.0,7.2,4,50,11:50 PM,11:26 AM,06:06 AM,05:58 PM,10,14,14,14,7,54,79,3.4,1013,19,10,193,5,Colombia
2021-01-06,18,10,0.0,7.2,4,42,No moonrise,12:12 PM,06:06 AM,05:59 PM,10,13,13,13,4,56,82,6.7,1013,18,9,148,3,Colombia
2021-01-07,17,11,0.0,4.3,4,35,12:41 AM,01:00 PM,06:07 AM,05:59 PM,12,14,14,14,3,78,85,18.5,1014,17,8,141,2,Colombia
2021-01-08,18,11,0.0,4.3,4,28,01:34 AM,01:50 PM,06:07 AM,05:59 PM,11,14,14,14,5,76,84,12.2,1014,18,8,147,4,Colombia
2021-01-09,17,12,0.0,6.0,3,20,02:30 AM,02:44 PM,06:07 AM,06:00 PM,12,14,14,14,4,72,88,17.2,1014,17,8,129,3,Colombia
2021-01-10,18,11,0.0,6.0,3,13,03:29 AM,03:42 PM,06:08 AM,06:00 PM,11,14,14,14,5,64,84,10.5,1014,18,8,134,3,Colombia
2021-01-11,18,10,0.0,6.0,3,6,04:30 AM,04:42 PM,06:08 AM,06:01 PM,11,13,13,13,7,66,84,7.3,1014,18,9,124,5,Colombia
2021-01-12,19,10,0.0,8.8,4,0,05:32 AM,05:43 PM,06:08 AM,06:01 PM,11,14,14,14,7,64,81,6.5,1013,19,9,134,4,Colombia
2021-01-13,21,9,0.0,7.4,4,0,06:31 AM,06:42 PM,06:09 AM,06:02 PM,9,14,15,14,6,47,71,3.2,1013,21,10,145,4,Colombia
2021-01-14,21,10,0.0,8.8,4,1,07:27 AM,07:38 PM,06:09 AM,06:02 PM,10,15,15,15,5,54,77,5.6,1012,21,10,147,3,Colombia
2021-01-15,20,11,0.0,6.0,4,8,08:18 AM,08:30 PM,06:09 AM,06:02 PM,11,15,15,15,4,77,81,5.0,1012,20,10,145,3,Colombia
2021-01-16,20,10,0.0,7.4,4,16,09:05 AM,09:18 PM,06:09 AM,06:03 PM,11,15,15,15,5,65,81,4.4,1012,20,10,139,4,Colombia
2021-01-17,20,10,0.0,8.8,4,23,09:48 AM,10:03 PM,06:10 AM,06:03 PM,11,14,14,14,5,68,80,5.1,1012,20,9,131,3,Colombia
2021-01-18,21,10,0.0,8.8,4,30,10:28 AM,10:47 PM,06:10 AM,06:04 PM,10,15,15,15,5,56,76,5.2,1013,21,10,152,4,Colombia
2021-01-19,22,10,0.0,10.2,4,38,11:08 AM,11:29 PM,06:10 AM,06:04 PM,9,15,15,15,6,44,72,3.0,1013,22,10,138,4,Colombia
2021-01-20,21,10,0.0,8.8,4,45,11:47 AM,No moonset,06:10 AM,06:04 PM,9,15,15,15,7,52,73,1.8,1012,21,10,149,5,Colombia
2021-01-21,21,10,0.0,8.8,4,52,12:26 PM,12:12 AM,06:11 AM,06:05 PM,10,15,15,15,6,49,76,4.0,1012,21,10,158,5,Colombia
2021-01-22,19,11,0.0,6.0,4,59,01:08 PM,12:56 AM,06:11 AM,06:05 PM,11,15,14,15,5,66,82,7.9,1013,19,9,134,4,Colombia
2021-01-23,19,10,0.0,7.4,4,67,01:53 PM,01:42 AM,06:11 AM,06:05 PM,11,14,14,14,5,64,83,9.8,1013,19,9,137,3,Colombia
2021-01-24,19,10,0.0,7.4,4,74,02:40 PM,02:29 AM,06:11 AM,06:06 PM,11,14,14,14,7,64,82,9.4,1012,19,9,134,5,Colombia
2021-01-25,19,11,0.0,10.2,4,81,03:31 PM,03:21 AM,06:11 AM,06:06 PM,11,14,14,14,7,55,81,8.3,1012,19,9,126,5,Colombia
2021-01-26,22,10,0.0,7.4,4,88,04:24 PM,04:14 AM,06:11 AM,06:06 PM,10,15,15,15,7,48,77,3.2,1012,22,10,149,5,Colombia
2021-01-27,22,10,0.0,8.8,4,96,05:20 PM,05:08 AM,06:12 AM,06:07 PM,10,15,15,15,6,53,76,2.9,1012,22,10,147,4,Colombia
2021-01-28,21,10,0.0,6.0,4,100,06:16 PM,06:03 AM,06:12 AM,06:07 PM,11,15,15,15,5,80,81,4.7,1012,21,10,186,4,Colombia
2021-01-29,20,12,0.0,7.4,4,90,07:11 PM,06:56 AM,06:12 AM,06:07 PM,12,15,15,15,4,63,81,5.0,1012,20,10,140,3,Colombia
2021-01-30,22,10,0.0,10.2,4,82,08:04 PM,07:47 AM,06:12 AM,06:07 PM,9,16,17,16,8,39,69,1.9,1012,22,10,131,6,Colombia
2021-01-31,21,9,0.0,10.2,4,79,08:56 PM,08:36 AM,06:12 AM,06:08 PM,9,14,15,14,9,32,71,0.4,1012,21,10,128,6,Colombia
2021-02-01,20,9,0.0,8.8,4,63,09:48 PM,09:24 AM,06:12 AM,06:08 PM,10,14,15,14,7,50,77,4.4,1011,20,10,137,5,Colombia
2021-02-02,21,11,0.0,7.4,4,55,10:38 PM,10:10 AM,06:12 AM,06:08 PM,12,15,15,15,6,69,80,11.6,1012,21,9,150,4,Colombia
2021-02-03,21,12,0.0,8.8,4,48,11:31 PM,10:58 AM,06:12 AM,06:08 PM,12,16,16,16,6,55,79,7.5,1012,21,9,143,5,Colombia
2021-02-04,20,11,0.0,8.8,4,40,No moonrise,11:47 AM,06:12 AM,06:08 PM,12,15,15,15,7,64,79,8.0,1013,20,9,135,5,Colombia
2021-02-05,20,12,0.0,6.0,4,33,12:24 AM,12:38 PM,06:12 AM,06:09 PM,12,16,16,16,6,82,82,18.6,1013,20,8,143,4,Colombia
2021-02-06,21,12,0.0,6.0,4,25,01:21 AM,01:34 PM,06:12 AM,06:09 PM,12,16,16,16,5,77,80,15.4,1013,21,9,145,4,Colombia
2021-02-07,21,12,0.0,7.4,4,18,02:20 AM,02:31 PM,06:12 AM,06:09 PM,12,16,16,16,6,64,81,11.2,1013,21,10,151,4,Colombia
