date_time,Colombia_maxtempC,Colombia_mintempC,Colombia_totalSnow_cm,Colombia_sunHour,Colombia_uvIndex,Colombia_moon_illumination,Colombia_moonrise,Colombia_moonset,Colombia_sunrise,Colombia_sunset,Colombia_DewPointC,Colombia_FeelsLikeC,Colombia_HeatIndexC,Colombia_WindChillC,Colombia_WindGustKmph,Colombia_cloudcover,Colombia_humidity,Colombia_precipMM,Colombia_pressure,Colombia_tempC,Colombia_visibility,Colombia_winddirDegree,Colombia_windspeedKmph,Colombia_location
2020-01-01,19,12,0.0,4.3,4,37,11:02 AM,11:18 PM,06:04 AM,05:56 PM,13,15,15,15,6,72,87,22.4,1013,19,8,206,4,Colombia
2020-01-02,21,11,0.0,7.2,4,44,11:42 AM,No moonset,06:04 AM,05:56 PM,12,15,16,15,5,57,84,10.7,1013,21,9,171,4,Colombia
2020-01-03,21,10,0.0,7.2,4,51,12:21 PM,12:00 AM,06:05 AM,05:57 PM,11,15,15,15,4,57,81,5.4,1015,21,10,145,3,Colombia
2020-01-04,20,9,0.0,5.8,4,59,01:01 PM,12:43 AM,06:05 AM,05:57 PM,11,14,14,14,6,66,82,2.6,1016,20,10,230,5,Colombia
2020-01-05,20,9,0.0,8.7,4,66,01:43 PM,01:27 AM,06:05 AM,05:58 PM,10,15,15,15,8,50,77,0.6,1015,20,10,207,6,Colombia
2020-01-06,21,9,0.0,8.7,4,73,02:28 PM,02:13 AM,06:06 AM,05:58 PM,10,14,15,14,7,43,77,0.9,1014,21,10,191,6,Colombia
2020-01-07,21,10,0.0,7.2,4,80,03:17 PM,03:03 AM,06:06 AM,05:59 PM,11,15,15,15,5,49,79,2.2,1014,21,10,141,4,Colombia
2020-01-08,23,10,0.0,7.2,4,88,04:10 PM,03:56 AM,06:07 AM,05:59 PM,9,16,17,16,4,53,69,1.8,1015,23,10,139,3,Colombia
2020-01-09,22,10,0.0,10.2,4,95,05:07 PM,04:52 AM,06:07 AM,06:00 PM,9,16,17,16,7,28,68,1.1,1014,22,10,134,5,Colombia
2020-01-10,22,8,0.0,11.6,5,100,06:06 PM,05:52 AM,06:07 AM,06:00 PM,7,14,16,14,11,20,67,0.1,1013,22,10,123,7,Colombia
2020-01-11,20,8,0.0,11.6,5,100,07:07 PM,06:51 AM,06:08 AM,06:00 PM,7,14,15,14,10,22,70,0.1,1013,20,10,122,7,Colombia
2020-01-12,20,9,0.0,10.2,4,83,08:06 PM,07:49 AM,06:08 AM,06:01 PM,10,15,15,15,8,40,76,2.4,1013,20,10,124,5,Colombia
2020-01-13,21,9,0.0,7.4,4,76,09:03 PM,08:44 AM,06:08 AM,06:01 PM,10,15,16,15,8,63,77,1.6,1013,21,10,126,6,Colombia
2020-01-14,21,10,0.0,8.8,4,69,09:58 PM,09:37 AM,06:09 AM,06:02 PM,10,15,15,15,6,56,77,6.4,1012,21,10,142,4,Colombia
2020-01-15,19,10,0.0,7.4,4,61,10:51 PM,10:27 AM,06:09 AM,06:02 PM,10,14,14,14,7,63,78,2.5,1012,19,10,127,5,Colombia
2020-01-16,20,11,0.0,7.4,4,54,11:43 PM,11:15 AM,06:09 AM,06:03 PM,11,15,16,15,9,63,79,2.1,1013,20,10,127,7,Colombia
2020-01-17,20,11,0.0,7.4,4,47,No moonrise,12:03 PM,06:10 AM,06:03 PM,11,15,15,15,10,48,79,0.5,1013,20,10,115,8,Colombia
2020-01-18,21,13,0.0,6.0,4,40,12:34 AM,12:51 PM,06:10 AM,06:03 PM,12,16,17,16,8,76,80,3.1,1012,21,8,123,7,Colombia
2020-01-19,21,13,0.0,7.4,4,32,01:27 AM,01:41 PM,06:10 AM,06:04 PM,12,16,17,16,8,69,79,3.9,1012,21,9,117,6,Colombia
2020-01-20,21,11,0.0,10.2,4,25,02:20 AM,02:32 PM,06:10 AM,06:04 PM,12,16,16,16,6,53,82,12.3,1013,21,9,157,4,Colombia
2020-01-21,17,13,0.0,6.0,4,18,03:15 AM,03:25 PM,06:10 AM,06:04 PM,13,15,15,15,7,69,89,27.3,1014,17,8,184,4,Colombia
2020-01-22,20,12,0.0,6.0,4,11,04:09 AM,04:19 PM,06:11 AM,06:05 PM,12,16,15,16,7,71,83,6.2,1013,20,9,201,5,Colombia
2020-01-23,19,10,0.0,7.4,4,3,05:04 AM,05:13 PM,06:11 AM,06:05 PM,11,15,14,15,7,60,82,6.2,1013,19,9,206,5,Colombia
2020-01-24,20,11,0.0,8.8,4,0,05:57 AM,06:06 PM,06:11 AM,06:05 PM,12,15,15,15,6,65,84,12.4,1014,20,9,165,5,Colombia
2020-01-25,20,12,0.0,7.4,4,0,06:46 AM,06:56 PM,06:11 AM,06:06 PM,14,16,16,16,4,71,87,23.6,1014,20,8,184,3,Colombia
2020-01-26,19,14,0.0,6.0,4,4,07:33 AM,07:44 PM,06:11 AM,06:06 PM,14,16,16,16,4,76,88,24.9,1014,19,8,194,2,Colombia
2020-01-27,20,13,0.0,6.0,4,11,08:17 AM,08:29 PM,06:11 AM,06:06 PM,13,16,16,16,4,76,84,12.3,1015,20,9,215,3,Colombia
2020-01-28,21,12,0.0,7.4,4,18,08:58 AM,09:13 PM,06:12 AM,06:07 PM,13,16,16,16,3,70,84,5.6,1014,21,10,250,3,Colombia
2020-01-29,20,13,0.0,6.0,4,26,09:38 AM,09:56 PM,06:12 AM,06:07 PM,13,16,16,16,4,76,83,13.6,1013,20,9,216,3,Colombia
2020-01-30,20,13,0.0,6.0,4,33,10:17 AM,10:37 PM,06:12 AM,06:07 PM,13,16,16,16,4,80,83,14.5,1014,20,9,192,3,Colombia
2020-01-31,21,12,0.0,7.4,4,37,10:57 AM,11:21 PM,06:12 AM,06:07 PM,11,15,16,15,7,54,77,5.2,1014,21,10,139,5,Colombia
2020-02-01,20,11,0.0,8.8,4,49,11:37 AM,No moonset,06:12 AM,06:08 PM,11,15,15,15,6,46,80,13.5,1014,20,9,134,4,Colombia
2020-02-02,22,12,0.0,7.4,4,57,12:19 PM,12:05 AM,06:12 AM,06:08 PM,12,16,16,16,6,72,79,8.4,1014,22,10,159,4,Colombia
2020-02-03,22,11,0.0,10.2,4,64,01:05 PM,12:52 AM,06:12 AM,06:08 PM,11,16,17,16,7,47,75,3.2,1014,22,10,142,5,Colombia
2020-02-04,25,9,0.0,10.2,4,72,01:55 PM,01:42 AM,06:12 AM,06:08 PM,9,17,18,17,7,44,68,1.7,1014,25,10,153,4,Colombia
2020-02-05,24,10,0.0,10.2,4,79,02:49 PM,02:36 AM,06:12 AM,06:08 PM,8,16,17,16,7,39,63,1.3,1014,24,10,157,5,Colombia
2020-02-06,24,9,0.0,10.2,4,87,03:47 PM,03:33 AM,06:12 AM,06:09 PM,6,16,18,16,7,38,59,1.0,1013,24,10,137,5,Colombia
2020-02-07,23,8,0.0,10.2,4,95,04:47 PM,04:32 AM,06:12 AM,06:09 PM,7,15,16,15,8,31,64,0.7,1014,23,10,164,5,Colombia
2020-02-08,20,10,0.0,6.0,4,100,05:49 PM,05:32 AM,06:12 AM,06:09 PM,11,15,15,15,5,73,81,7.0,1014,20,9,171,4,Colombia
2020-02-09,20,11,0.0,8.8,4,100,06:48 PM,06:29 AM,06:12 AM,06:09 PM,12,15,15,15,4,67,83,5.8,1014,20,9,167,3,Colombia
2020-02-10,20,11,0.0,8.8,4,83,07:46 PM,07:25 AM,06:12 AM,06:09 PM,10,15,15,15,9,53,75,2.9,1014,20,10,130,7,Colombia
2020-02-11,22,10,0.0,11.6,5,75,08:42 PM,08:18 AM,06:12 AM,06:09 PM,9,16,17,16,9,29,70,0.1,1013,22,10,131,7,Colombia
2020-02-12,21,9,0.0,8.8,4,68,09:36 PM,09:09 AM,06:11 AM,06:09 PM,9,15,16,15,8,46,72,1.5,1013,21,10,133,5,Colombia
2020-02-13,21,10,0.0,8.8,4,60,10:29 PM,09:59 AM,06:11 AM,06:09 PM,11,15,16,15,7,63,76,3.7,1012,21,10,145,5,Colombia
2020-02-14,20,12,0.0,8.8,4,53,11:23 PM,10:48 AM,06:11 AM,06:10 PM,12,16,16,16,6,65,77,6.2,1012,20,9,142,4,Colombia
2020-02-15,20,12,0.0,6.0,4,45,No moonrise,11:38 AM,06:11 AM,06:10 PM,12,16,16,16,7,78,78,9.1,1012,20,9,130,5,Colombia
2020-02-16,20,12,0.0,6.0,4,38,12:16 AM,12:29 PM,06:11 AM,06:10 PM,12,16,16,16,8,74,79,6.5,1011,20,9,126,6,Colombia
2020-02-17,21,12,0.0,6.0,4,30,01:11 AM,01:22 PM,06:11 AM,06:10 PM,11,16,17,16,10,69,76,3.0,1011,21,10,120,8,Colombia
2020-02-18,22,11,0.0,10.2,4,22,02:05 AM,02:15 PM,06:11 AM,06:10 PM,10,16,18,16,12,37,70,0.3,1011,22,10,120,9,Colombia
2020-02-19,22,11,0.0,8.8,4,15,02:59 AM,03:08 PM,06:10 AM,06:10 PM,12,17,18,17,6,53,76,4.6,1011,22,10,130,5,Colombia
2020-02-20,20,13,0.0,6.0,4,7,03:52 AM,04:01 PM,06:10 AM,06:10 PM,13,17,17,17,4,78,80,11.5,1012,20,9,152,3,Colombia
2020-02-21,20,12,0.0,6.0,4,0,04:42 AM,04:51 PM,06:10 AM,06:10 PM,13,16,16,16,6,80,83,23.6,1013,20,8,194,4,Colombia
2020-02-22,20,13,0.0,6.0,4,0,05:29 AM,05:40 PM,06:10 AM,06:10 PM,13,16,16,16,6,74,85,19.4,1014,20,9,202,4,Colombia
2020-02-23,19,13,0.0,6.0,4,0,06:13 AM,06:25 PM,06:09 AM,06:10 PM,13,16,16,16,4,73,85,15.5,1014,19,9,160,3,Colombia
2020-02-24,20,13,0.0,6.0,4,0,06:56 AM,07:10 PM,06:09 AM,06:10 PM,14,16,16,16,5,75,85,21.3,1013,20,8,161,3,Colombia
2020-02-25,20,13,0.0,6.0,4,8,07:36 AM,07:52 PM,06:09 AM,06:10 PM,13,16,16,16,6,75,84,12.7,1013,20,9,136,4,Colombia
2020-02-26,21,12,0.0,6.0,4,15,08:15 AM,08:34 PM,06:09 AM,06:10 PM,12,16,16,16,6,76,81,5.2,1013,21,9,141,5,Colombia
2020-02-27,20,13,0.0,6.0,4,23,08:54 AM,09:17 PM,06:08 AM,06:10 PM,13,16,16,16,4,74,82,10.0,1013,20,9,189,3,Colombia
2020-02-28,19,13,0.0,7.4,4,30,09:34 AM,10:00 PM,06:08 AM,06:10 PM,13,16,16,16,4,69,85,13.6,1013,19,9,183,3,Colombia
2020-02-29,20,13,0.0,7.4,4,38,10:15 AM,10:45 PM,06:08 AM,06:09 PM,13,16,16,16,5,74,82,5.6,1015,20,10,162,4,Colombia
2020-03-01,20,12,0.0,6.0,4,44,10:59 AM,11:33 PM,06:07 AM,06:09 PM,12,16,16,16,6,71,80,5.6,1014,20,10,148,5,Colombia
2020-03-02,21,11,0.0,8.8,4,51,11:46 AM,No moonset,06:07 AM,06:09 PM,12,16,16,16,6,56,79,6.6,1013,21,9,148,4,Colombia
2020-03-03,21,12,0.0,6.0,4,58,12:36 PM,12:24 AM,06:07 AM,06:09 PM,13,16,16,16,5,80,82,9.9,1013,21,9,147,4,Colombia
2020-03-04,21,12,0.0,7.4,4,65,01:31 PM,01:18 AM,06:06 AM,06:09 PM,13,16,17,16,5,69,80,5.6,1014,21,10,144,4,Colombia
2020-03-05,21,11,0.0,7.4,4,73,02:28 PM,02:14 AM,06:06 AM,06:09 PM,11,16,16,16,8,58,76,2.4,1014,21,10,125,6,Colombia
2020-03-06,22,10,0.0,8.8,4,80,03:28 PM,03:13 AM,06:06 AM,06:09 PM,11,16,16,16,6,55,74,4.5,1014,22,9,152,4,Colombia
2020-03-07,20,13,0.0,7.4,4,87,04:28 PM,04:11 AM,06:05 AM,06:09 PM,12,16,16,16,5,56,77,7.2,1013,20,9,156,4,Colombia
2020-03-08,20,13,0.0,6.0,4,95,05:28 PM,05:08 AM,06:05 AM,06:09 PM,12,16,16,16,6,80,79,13.3,1013,20,9,140,4,Colombia
2020-03-09,20,12,0.0,7.4,4,100,06:25 PM,06:02 AM,06:05 AM,06:09 PM,12,16,16,16,7,62,79,7.5,1013,20,9,135,5,Colombia
2020-03-10,20,13,0.0,7.4,4,100,07:22 PM,06:55 AM,06:04 AM,06:08 PM,12,16,16,16,6,70,81,12.5,1014,20,9,151,4,Colombia
2020-03-11,20,14,0.0,6.0,4,84,08:17 PM,07:47 AM,06:04 AM,06:08 PM,13,16,16,16,5,75,83,15.1,1012,20,9,185,4,Colombia
2020-03-12,20,14,0.0,6.0,4,76,09:13 PM,08:38 AM,06:04 AM,06:08 PM,13,16,16,16,4,77,86,20.4,1011,20,8,152,3,Colombia
2020-03-13,18,14,0.0,6.0,4,69,10:08 PM,09:30 AM,06:03 AM,06:08 PM,14,16,16,16,2,72,89,25.7,1013,18,7,173,2,Colombia
2020-03-14,18,14,0.0,6.0,4,62,11:04 PM,10:22 AM,06:03 AM,06:08 PM,14,16,16,16,5,77,88,31.9,1014,18,8,216,3,Colombia
2020-03-15,18,13,0.0,6.0,4,55,No moonrise,11:17 AM,06:02 AM,06:08 PM,13,15,15,15,3,71,90,32.1,1014,18,8,274,2,Colombia
2020-03-16,19,13,0.0,7.4,4,47,12:00 AM,12:11 PM,06:02 AM,06:08 PM,13,16,16,16,6,71,86,28.5,1013,19,8,163,4,Colombia
2020-03-17,19,13,0.0,6.0,4,40,12:56 AM,01:05 PM,06:02 AM,06:07 PM,13,16,16,16,6,72,85,19.8,1013,19,9,136,4,Colombia
2020-03-18,20,12,0.0,8.8,4,33,01:49 AM,01:58 PM,06:01 AM,06:07 PM,12,16,16,16,4,74,80,4.7,1014,20,9,172,3,Colombia
2020-03-19,19,12,0.0,6.0,4,25,02:39 AM,02:48 PM,06:01 AM,06:07 PM,12,15,15,15,4,77,85,13.3,1014,19,9,172,3,Colombia
2020-03-20,18,12,0.0,7.5,4,18,03:28 AM,03:37 PM,06:00 AM,06:07 PM,12,14,14,14,6,76,86,18.3,1015,18,9,203,3,Colombia
2020-03-21,17,13,0.0,7.5,4,11,04:12 AM,04:23 PM,06:00 AM,06:07 PM,12,14,14,14,6,78,85,13.6,1014,17,8,241,5,Colombia
2020-03-22,20,10,0.0,10.5,4,4,04:55 AM,05:08 PM,05:59 AM,06:07 PM,11,15,15,15,5,55,79,4.8,1014,20,10,151,4,Colombia
2020-03-23,20,10,0.0,9.1,4,0,05:36 AM,05:51 PM,05:59 AM,06:06 PM,11,15,15,15,5,67,80,9.2,1015,20,9,163,3,Colombia
2020-03-24,18,11,0.0,7.8,4,0,06:14 AM,06:33 PM,05:59 AM,06:06 PM,12,15,15,15,4,74,85,18.2,1015,18,9,194,2,Colombia
2020-03-25,19,13,0.0,7.8,4,3,06:54 AM,07:15 PM,05:58 AM,06:06 PM,13,16,16,16,4,80,85,23.6,1013,19,8,172,3,Colombia
2020-03-26,19,13,0.0,7.8,4,11,07:33 AM,07:58 PM,05:58 AM,06:06 PM,14,16,16,16,5,80,86,29.7,1012,19,8,141,3,Colombia
2020-03-27,20,13,0.0,11.8,4,18,08:13 AM,08:42 PM,05:57 AM,06:06 PM,13,16,16,16,5,61,82,11.9,1011,20,9,193,3,Colombia
2020-03-28,20,13,0.0,7.8,4,25,08:56 AM,09:29 PM,05:57 AM,06:06 PM,13,16,16,16,4,77,82,9.0,1011,20,9,168,3,Colombia
2020-03-29,22,10,0.0,11.8,4,32,09:41 AM,10:18 PM,05:57 AM,06:05 PM,10,15,15,15,8,58,74,2.0,1012,22,10,140,6,Colombia
2020-03-30,21,11,0.0,10.5,4,40,10:29 AM,11:10 PM,05:56 AM,06:05 PM,12,15,15,15,6,53,79,8.3,1012,21,9,144,4,Colombia
2020-03-31,19,12,0.0,9.1,4,44,11:22 AM,No moonset,05:56 AM,06:05 PM,13,16,15,16,6,68,86,23.0,1011,19,8,133,4,Colombia
2020-04-01,19,11,0.0,7.8,4,56,12:16 PM,12:04 AM,05:55 AM,06:05 PM,13,15,15,15,4,73,85,17.0,1012,19,8,160,3,Colombia
2020-04-02,17,14,0.0,9.2,4,64,01:13 PM,01:00 AM,05:55 AM,06:05 PM,13,15,15,15,4,65,89,19.3,1014,17,9,164,3,Colombia
2020-04-03,20,12,0.0,10.5,4,71,02:11 PM,01:56 AM,05:54 AM,06:05 PM,13,16,16,16,5,68,83,11.7,1013,20,9,135,4,Colombia
2020-04-04,20,12,0.0,9.2,4,79,03:09 PM,02:51 AM,05:54 AM,06:04 PM,13,16,17,16,5,60,82,9.8,1012,20,9,151,3,Colombia
2020-04-05,21,13,0.0,10.5,4,87,04:06 PM,03:46 AM,05:54 AM,06:04 PM,13,17,17,17,6,68,82,21.1,1012,21,8,138,4,Colombia
2020-04-06,19,14,0.0,10.5,4,94,05:03 PM,04:38 AM,05:53 AM,06:04 PM,13,16,16,16,5,64,83,16.9,1014,19,9,136,4,Colombia
2020-04-07,20,14,0.0,10.5,4,100,05:59 PM,05:31 AM,05:53 AM,06:04 PM,13,17,17,17,6,70,81,11.8,1014,20,9,130,4,Colombia
2020-04-08,21,14,0.0,9.2,4,100,06:55 PM,06:22 AM,05:52 AM,06:04 PM,14,17,17,17,5,69,82,17.9,1013,21,8,146,3,Colombia
