date_time,Canada%2C%20Saskatchewan_maxtempC,Canada%2C%20Saskatchewan_mintempC,Canada%2C%20Saskatchewan_totalSnow_cm,Canada%2C%20Saskatchewan_sunHour,Canada%2C%20Saskatchewan_uvIndex,Canada%2C%20Saskatchewan_moon_illumination,Canada%2C%20Saskatchewan_moonrise,Canada%2C%20Saskatchewan_moonset,Canada%2C%20Saskatchewan_sunrise,Canada%2C%20Saskatchewan_sunset,Canada%2C%20Saskatchewan_DewPointC,Canada%2C%20Saskatchewan_FeelsLikeC,Canada%2C%20Saskatchewan_HeatIndexC,Canada%2C%20Saskatchewan_WindChillC,Canada%2C%20Saskatchewan_WindGustKmph,Canada%2C%20Saskatchewan_cloudcover,Canada%2C%20Saskatchewan_humidity,Canada%2C%20Saskatchewan_precipMM,Canada%2C%20Saskatchewan_pressure,Canada%2C%20Saskatchewan_tempC,Canada%2C%20Saskatchewan_visibility,Canada%2C%20Saskatchewan_winddirDegree,Canada%2C%20Saskatchewan_windspeedKmph,Canada%2C%20Saskatchewan_location
2020-04-21,19,-0,0.0,13.4,3,0,05:54 AM,06:36 PM,05:51 AM,08:04 PM,-2,7,10,7,28,32,47,0.0,1007,19,10,228,20,Canada%2C%20Saskatchewan
2020-04-22,15,7,0.0,12.3,3,0,06:11 AM,07:43 PM,05:49 AM,08:05 PM,4,10,11,10,18,54,65,0.1,1006,15,10,255,13,Canada%2C%20Saskatchewan
2020-04-23,16,6,0.0,13.4,3,0,06:29 AM,08:49 PM,05:48 AM,08:07 PM,2,10,11,10,20,66,58,0.7,1006,16,10,290,14,Canada%2C%20Saskatchewan
2020-04-24,14,5,0.0,13.4,4,7,06:49 AM,09:57 PM,05:46 AM,08:09 PM,3,8,10,8,15,43,66,0.4,1014,14,10,207,10,Canada%2C%20Saskatchewan
2020-04-25,13,5,0.0,14.5,2,15,07:14 AM,11:05 PM,05:44 AM,08:10 PM,2,8,9,8,15,18,60,0.1,1017,13,10,299,10,Canada%2C%20Saskatchewan
2020-04-26,16,8,0.0,13.4,3,22,07:44 AM,No moonset,05:42 AM,08:12 PM,-1,10,12,10,44,40,45,0.0,1007,16,10,223,33,Canada%2C%20Saskatchewan
2020-04-27,15,5,0.0,10.3,3,30,08:22 AM,12:11 AM,05:40 AM,08:13 PM,1,8,10,8,16,61,56,0.1,1008,15,10,213,11,Canada%2C%20Saskatchewan
2020-04-28,12,8,0.0,11.3,3,37,09:12 AM,01:12 AM,05:38 AM,08:15 PM,3,8,10,8,23,64,63,0.5,1009,12,10,182,17,Canada%2C%20Saskatchewan
2020-04-29,19,5,0.0,14.5,4,45,10:11 AM,02:05 AM,05:36 AM,08:16 PM,3,11,13,11,27,10,56,0.0,1017,19,10,169,18,Canada%2C%20Saskatchewan
2020-04-30,18,12,0.0,13.5,3,52,11:21 AM,02:49 AM,05:34 AM,08:18 PM,6,14,15,14,31,36,57,1.4,1005,18,10,168,21,Canada%2C%20Saskatchewan
2020-05-01,16,12,0.0,10.3,3,58,12:38 PM,03:25 AM,05:33 AM,08:19 PM,5,14,15,14,29,58,53,9.2,1004,16,9,289,21,Canada%2C%20Saskatchewan
2020-05-02,16,6,0.0,14.5,4,65,01:59 PM,03:54 AM,05:31 AM,08:21 PM,2,9,11,9,25,7,55,0.0,1013,16,10,286,17,Canada%2C%20Saskatchewan
2020-05-03,14,4,0.0,12.4,2,72,03:22 PM,04:19 AM,05:29 AM,08:23 PM,2,6,9,6,33,36,63,3.3,1015,14,10,118,26,Canada%2C%20Saskatchewan
2020-05-04,16,8,0.0,13.5,3,80,04:46 PM,04:41 AM,05:27 AM,08:24 PM,2,9,12,9,24,48,58,13.3,1013,16,9,172,18,Canada%2C%20Saskatchewan
2020-05-05,13,6,0.0,12.5,3,87,06:11 PM,05:03 AM,05:26 AM,08:26 PM,3,8,10,8,20,40,64,0.0,1018,13,10,45,15,Canada%2C%20Saskatchewan
2020-05-06,16,9,0.0,14.5,4,94,07:38 PM,05:26 AM,05:24 AM,08:27 PM,2,12,13,12,11,27,51,0.0,1022,16,10,111,8,Canada%2C%20Saskatchewan
2020-05-07,13,6,0.0,14.5,3,100,09:03 PM,05:51 AM,05:22 AM,08:29 PM,-2,8,10,8,22,5,46,0.0,1024,13,10,82,17,Canada%2C%20Saskatchewan
2020-05-08,17,7,0.0,12.5,3,100,10:26 PM,06:21 AM,05:21 AM,08:30 PM,-0,11,12,11,16,43,44,0.6,1020,17,10,216,11,Canada%2C%20Saskatchewan
2020-05-09,8,2,0.5,12.5,2,84,11:41 PM,06:58 AM,05:19 AM,08:32 PM,-1,2,6,2,24,76,65,5.1,1026,8,8,41,19,Canada%2C%20Saskatchewan
2020-05-10,7,-0,0.0,14.5,2,77,No moonrise,07:44 AM,05:17 AM,08:33 PM,-6,1,3,1,16,22,49,0.1,1033,7,10,39,12,Canada%2C%20Saskatchewan
2020-05-11,9,2,0.0,14.5,3,70,12:44 AM,08:40 AM,05:16 AM,08:35 PM,-5,3,5,3,10,22,48,0.0,1029,9,10,144,7,Canada%2C%20Saskatchewan
2020-05-12,11,3,0.0,13.5,3,62,01:35 AM,09:44 AM,05:14 AM,08:36 PM,-3,4,7,4,26,35,48,0.0,1019,11,10,135,20,Canada%2C%20Saskatchewan
2020-05-13,7,6,0.0,9.5,2,55,02:14 AM,10:51 AM,05:13 AM,08:38 PM,4,3,6,3,23,100,86,10.8,1005,7,8,192,18,Canada%2C%20Saskatchewan
2020-05-14,16,5,0.0,14.5,3,48,02:44 AM,12:00 PM,05:11 AM,08:39 PM,1,9,11,9,14,32,56,0.3,1009,16,10,285,10,Canada%2C%20Saskatchewan
2020-05-15,16,6,0.0,12.5,3,40,03:08 AM,01:08 PM,05:10 AM,08:41 PM,3,9,11,9,20,28,58,0.0,1015,16,10,97,15,Canada%2C%20Saskatchewan
2020-05-16,21,10,0.0,14.5,5,33,03:28 AM,02:14 PM,05:09 AM,08:42 PM,5,14,15,14,22,9,54,0.0,1014,21,10,166,15,Canada%2C%20Saskatchewan
2020-05-17,21,11,0.0,14.5,4,26,03:45 AM,03:20 PM,05:07 AM,08:43 PM,6,15,17,15,34,31,50,0.0,1012,21,10,176,25,Canada%2C%20Saskatchewan
2020-05-18,22,15,0.0,14.5,5,19,04:02 AM,04:25 PM,05:06 AM,08:45 PM,8,18,19,18,41,22,52,0.0,1007,22,10,158,30,Canada%2C%20Saskatchewan
2020-05-19,24,15,0.0,14.5,5,11,04:18 AM,05:32 PM,05:05 AM,08:46 PM,11,19,20,19,27,16,56,0.0,1006,24,10,136,19,Canada%2C%20Saskatchewan
2020-05-20,25,17,0.0,12.6,5,4,04:35 AM,06:38 PM,05:03 AM,08:47 PM,15,21,22,21,31,48,65,10.9,1003,25,9,150,22,Canada%2C%20Saskatchewan
2020-05-21,23,18,0.0,14.5,6,0,04:54 AM,07:47 PM,05:02 AM,08:49 PM,10,20,20,20,42,20,54,4.1,999,23,10,180,31,Canada%2C%20Saskatchewan
2020-05-22,21,13,0.0,14.5,5,0,05:17 AM,08:56 PM,05:01 AM,08:50 PM,3,16,17,16,22,10,42,0.0,1004,21,10,212,15,Canada%2C%20Saskatchewan
2020-05-23,18,10,0.0,13.5,4,3,05:46 AM,10:03 PM,05:00 AM,08:51 PM,4,14,14,14,21,25,50,0.0,1011,18,10,273,15,Canada%2C%20Saskatchewan
2020-05-24,17,9,0.0,14.5,4,10,06:21 AM,11:07 PM,04:59 AM,08:53 PM,4,12,13,12,18,26,56,0.0,1013,17,10,343,13,Canada%2C%20Saskatchewan
2020-05-25,20,10,0.0,14.5,5,17,07:07 AM,No moonset,04:58 AM,08:54 PM,2,15,16,15,7,9,44,0.0,1012,20,10,204,5,Canada%2C%20Saskatchewan
2020-05-26,22,14,0.0,13.6,4,25,08:04 AM,12:03 AM,04:57 AM,08:55 PM,7,17,18,17,32,39,51,0.4,1005,22,9,219,23,Canada%2C%20Saskatchewan
2020-05-27,20,11,0.0,14.5,5,32,09:11 AM,12:50 AM,04:56 AM,08:56 PM,4,15,16,15,34,29,50,0.1,1010,20,10,288,26,Canada%2C%20Saskatchewan
2020-05-28,16,9,0.0,14.5,4,39,10:25 AM,01:28 AM,04:55 AM,08:57 PM,3,10,12,10,30,18,57,0.0,1022,16,10,298,23,Canada%2C%20Saskatchewan
2020-05-29,19,10,0.0,14.5,4,47,11:44 AM,01:59 AM,04:54 AM,08:59 PM,4,14,14,14,12,43,52,0.0,1022,19,10,97,8,Canada%2C%20Saskatchewan
2020-05-30,22,11,0.0,16.5,5,54,01:04 PM,02:24 AM,04:53 AM,09:00 PM,5,16,17,16,23,17,48,0.0,1021,22,10,147,16,Canada%2C%20Saskatchewan
2020-05-31,21,14,0.0,15.7,4,58,02:24 PM,02:46 AM,04:52 AM,09:01 PM,12,16,18,16,42,32,66,4.2,1009,21,10,144,31,Canada%2C%20Saskatchewan
2020-06-01,24,15,0.0,16.5,6,71,03:47 PM,03:07 AM,04:52 AM,09:02 PM,7,19,20,19,38,10,43,0.1,1004,24,10,263,27,Canada%2C%20Saskatchewan
2020-06-02,22,14,0.0,14.9,4,79,05:10 PM,03:28 AM,04:51 AM,09:03 PM,7,17,18,17,20,48,54,4.7,1009,22,10,269,15,Canada%2C%20Saskatchewan
2020-06-03,23,14,0.0,16.5,5,86,06:34 PM,03:51 AM,04:50 AM,09:04 PM,5,18,19,18,39,29,44,0.0,1005,23,10,201,29,Canada%2C%20Saskatchewan
2020-06-04,14,7,0.0,14.9,3,94,07:58 PM,04:17 AM,04:50 AM,09:05 PM,4,10,13,10,39,42,56,0.1,1006,14,10,276,29,Canada%2C%20Saskatchewan
2020-06-05,19,8,0.0,16.6,3,100,09:17 PM,04:50 AM,04:49 AM,09:06 PM,6,13,13,13,14,33,65,0.0,1015,19,8,171,10,Canada%2C%20Saskatchewan
2020-06-06,15,14,0.0,13.3,4,100,10:27 PM,05:32 AM,04:49 AM,09:06 PM,9,14,15,14,49,72,68,0.2,1008,15,10,122,36,Canada%2C%20Saskatchewan
2020-06-07,24,15,0.0,14.9,5,84,11:25 PM,06:23 AM,04:48 AM,09:07 PM,11,19,20,19,43,59,63,17.5,990,24,9,176,32,Canada%2C%20Saskatchewan
2020-06-08,17,12,0.0,12.5,3,76,No moonrise,07:25 AM,04:48 AM,09:08 PM,7,14,15,14,31,67,64,10.8,998,17,9,212,21,Canada%2C%20Saskatchewan
2020-06-09,19,7,0.0,16.6,4,69,12:10 AM,08:32 AM,04:47 AM,09:09 PM,6,11,13,11,37,25,64,0.7,1006,19,9,286,27,Canada%2C%20Saskatchewan
2020-06-10,20,11,0.0,15.8,4,61,12:45 AM,09:42 AM,04:47 AM,09:09 PM,6,15,16,15,20,33,56,1.8,1009,20,10,300,14,Canada%2C%20Saskatchewan
2020-06-11,22,12,0.0,16.6,4,54,01:12 AM,10:52 AM,04:47 AM,09:10 PM,8,17,18,17,20,31,54,0.0,1014,22,10,240,13,Canada%2C%20Saskatchewan
2020-06-12,23,10,0.0,16.6,4,46,01:33 AM,12:00 PM,04:47 AM,09:11 PM,10,15,17,15,34,30,69,0.0,1020,23,10,125,26,Canada%2C%20Saskatchewan
2020-06-13,25,15,0.0,15.8,5,38,01:52 AM,01:07 PM,04:46 AM,09:11 PM,14,19,20,19,48,45,71,1.7,1009,25,10,142,37,Canada%2C%20Saskatchewan
2020-06-14,21,18,0.0,14.1,5,31,02:08 AM,02:12 PM,04:46 AM,09:12 PM,12,21,22,21,32,57,54,3.1,1002,21,9,206,20,Canada%2C%20Saskatchewan
2020-06-15,22,12,0.0,16.7,5,23,02:24 AM,03:18 PM,04:46 AM,09:12 PM,6,16,17,16,35,8,52,0.0,1005,22,10,208,24,Canada%2C%20Saskatchewan
2020-06-16,20,13,0.0,13.3,4,16,02:41 AM,04:24 PM,04:46 AM,09:13 PM,10,16,16,16,25,60,66,2.2,1004,20,10,157,15,Canada%2C%20Saskatchewan
2020-06-17,19,13,0.0,12.5,4,8,02:59 AM,05:33 PM,04:46 AM,09:13 PM,12,14,15,14,25,88,82,0.7,1004,19,10,299,20,Canada%2C%20Saskatchewan
2020-06-18,10,7,0.0,12.5,2,1,03:21 AM,06:41 PM,04:46 AM,09:13 PM,7,6,9,6,37,99,84,4.3,1010,10,5,329,29,Canada%2C%20Saskatchewan
2020-06-19,16,4,0.0,15.8,3,0,03:47 AM,07:51 PM,04:46 AM,09:14 PM,5,9,11,9,18,70,71,0.5,1013,16,8,262,14,Canada%2C%20Saskatchewan
2020-06-20,19,8,0.0,16.7,5,0,04:19 AM,08:57 PM,04:47 AM,09:14 PM,6,13,14,13,17,32,60,0.0,1010,19,10,250,11,Canada%2C%20Saskatchewan
2020-06-21,15,7,0.0,15.8,3,0,05:02 AM,09:57 PM,04:47 AM,09:14 PM,7,10,11,10,16,40,76,0.1,1009,15,10,91,12,Canada%2C%20Saskatchewan
2020-06-22,18,8,0.0,16.6,4,7,05:56 AM,10:48 PM,04:47 AM,09:14 PM,8,12,13,12,15,44,70,0.1,1016,18,10,277,10,Canada%2C%20Saskatchewan
2020-06-23,22,12,0.0,16.7,5,14,07:01 AM,11:30 PM,04:47 AM,09:14 PM,9,17,17,17,9,10,62,0.0,1015,22,10,152,6,Canada%2C%20Saskatchewan
2020-06-24,29,15,0.0,16.7,6,22,08:14 AM,No moonset,04:48 AM,09:14 PM,13,21,21,21,33,20,60,0.0,1007,29,10,166,20,Canada%2C%20Saskatchewan
2020-06-25,21,15,0.0,14.9,4,29,09:33 AM,12:03 AM,04:48 AM,09:14 PM,14,18,18,18,23,60,78,0.8,1008,21,10,248,17,Canada%2C%20Saskatchewan
2020-06-26,26,15,0.0,16.7,6,37,10:52 AM,12:29 AM,04:49 AM,09:14 PM,11,21,21,21,15,15,57,0.0,1009,26,10,247,9,Canada%2C%20Saskatchewan
2020-06-27,29,19,0.0,16.7,6,44,12:12 PM,12:52 AM,04:49 AM,09:14 PM,12,24,24,24,36,15,51,0.0,998,29,10,215,23,Canada%2C%20Saskatchewan
2020-06-28,21,15,0.0,12.5,4,52,01:32 PM,01:13 AM,04:50 AM,09:14 PM,14,18,18,18,20,70,80,2.2,1001,21,9,88,15,Canada%2C%20Saskatchewan
2020-06-29,23,16,0.0,12.5,4,59,02:52 PM,01:34 AM,04:50 AM,09:14 PM,16,19,20,19,13,84,85,12.4,1001,23,7,90,9,Canada%2C%20Saskatchewan
2020-06-30,19,16,0.0,12.5,4,67,04:14 PM,01:55 AM,04:51 AM,09:14 PM,16,18,18,18,15,84,91,18.5,1003,19,5,189,9,Canada%2C%20Saskatchewan
2020-07-01,23,15,0.0,15.8,4,72,05:36 PM,02:18 AM,04:52 AM,09:13 PM,14,19,20,19,20,61,76,19.3,1003,23,9,220,14,Canada%2C%20Saskatchewan
2020-07-02,24,15,0.0,16.6,5,79,06:55 PM,02:48 AM,04:52 AM,09:13 PM,12,19,20,19,28,25,64,2.2,1007,24,10,182,17,Canada%2C%20Saskatchewan
2020-07-03,28,15,0.0,16.6,6,86,08:09 PM,03:24 AM,04:53 AM,09:12 PM,11,23,23,22,18,14,53,0.2,1013,28,10,188,11,Canada%2C%20Saskatchewan
2020-07-04,29,17,0.0,15.7,5,94,09:12 PM,04:10 AM,04:54 AM,09:12 PM,15,24,24,23,15,43,68,7.1,1012,29,10,133,10,Canada%2C%20Saskatchewan
2020-07-05,26,17,0.0,16.6,5,100,10:03 PM,05:07 AM,04:55 AM,09:11 PM,15,22,22,21,20,36,74,29.9,1010,26,9,231,13,Canada%2C%20Saskatchewan
2020-07-06,24,13,0.0,16.6,5,100,10:42 PM,06:12 AM,04:56 AM,09:11 PM,12,19,20,19,14,18,66,0.0,1013,24,10,284,9,Canada%2C%20Saskatchewan
2020-07-07,27,15,0.0,13.2,5,85,11:13 PM,07:23 AM,04:56 AM,09:10 PM,15,22,22,21,25,61,69,6.1,1007,27,10,134,16,Canada%2C%20Saskatchewan
2020-07-08,19,16,0.0,12.4,4,77,11:37 PM,08:33 AM,04:57 AM,09:10 PM,15,17,17,17,41,82,86,34.0,997,19,9,196,28,Canada%2C%20Saskatchewan
2020-07-09,20,14,0.0,13.2,4,70,11:56 PM,09:44 AM,04:58 AM,09:09 PM,14,16,17,16,25,80,82,1.5,1005,20,7,304,20,Canada%2C%20Saskatchewan
2020-07-10,22,14,0.0,14.9,4,63,No moonrise,10:51 AM,04:59 AM,09:08 PM,15,18,18,18,17,41,82,14.8,1012,22,9,138,10,Canada%2C%20Saskatchewan
2020-07-11,23,13,0.0,16.1,5,55,12:13 AM,11:58 AM,05:00 AM,09:07 PM,13,18,19,18,21,32,77,7.8,1014,23,10,272,14,Canada%2C%20Saskatchewan
2020-07-12,27,15,0.0,15.6,5,48,12:30 AM,01:04 PM,05:01 AM,09:07 PM,14,20,21,20,31,26,67,0.1,1006,27,10,166,19,Canada%2C%20Saskatchewan
2020-07-13,19,15,0.0,14.7,4,41,12:46 AM,02:10 PM,05:03 AM,09:06 PM,11,17,17,17,34,46,71,6.8,1004,19,9,264,21,Canada%2C%20Saskatchewan
2020-07-14,21,12,0.0,14.7,4,34,01:04 AM,03:17 PM,05:04 AM,09:05 PM,10,15,17,15,37,60,71,2.8,1008,21,10,279,25,Canada%2C%20Saskatchewan
2020-07-15,22,12,0.0,12.9,4,26,01:23 AM,04:25 PM,05:05 AM,09:04 PM,11,16,17,16,32,70,72,1.8,1009,22,8,285,22,Canada%2C%20Saskatchewan
2020-07-16,23,12,0.0,16.0,5,19,01:47 AM,05:34 PM,05:06 AM,09:03 PM,12,17,18,17,19,16,70,0.0,1010,23,10,231,11,Canada%2C%20Saskatchewan
2020-07-17,25,18,0.0,16.0,6,12,02:16 AM,06:42 PM,05:07 AM,09:02 PM,13,22,22,21,36,9,59,0.0,1003,25,10,219,22,Canada%2C%20Saskatchewan
2020-07-18,20,14,0.0,14.7,4,5,02:55 AM,07:45 PM,05:08 AM,09:01 PM,12,17,18,17,26,37,72,1.1,1009,20,10,287,17,Canada%2C%20Saskatchewan
2020-07-19,21,11,0.0,11.6,4,0,03:44 AM,08:41 PM,05:10 AM,08:59 PM,11,15,16,15,23,50,75,0.4,1013,21,10,277,16,Canada%2C%20Saskatchewan
2020-07-20,18,14,0.0,10.6,4,0,04:46 AM,09:27 PM,05:11 AM,08:58 PM,13,16,16,16,15,62,79,7.9,1014,18,10,172,9,Canada%2C%20Saskatchewan
2020-07-21,24,14,0.0,14.5,5,2,05:58 AM,10:04 PM,05:12 AM,08:57 PM,13,19,20,19,12,37,72,2.3,1011,24,10,146,7,Canada%2C%20Saskatchewan
2020-07-22,28,16,0.0,14.5,6,10,07:17 AM,10:33 PM,05:14 AM,08:56 PM,16,22,22,22,39,11,69,0.0,1008,28,10,141,27,Canada%2C%20Saskatchewan
2020-07-23,30,20,0.0,14.5,7,17,08:38 AM,10:57 PM,05:15 AM,08:54 PM,19,27,27,25,34,32,73,14.2,1003,30,10,154,21,Canada%2C%20Saskatchewan
2020-07-24,28,20,0.0,13.5,5,24,10:00 AM,11:19 PM,05:16 AM,08:53 PM,15,25,25,24,28,34,65,4.1,1000,28,9,198,19,Canada%2C%20Saskatchewan
2020-07-25,23,19,0.0,11.6,5,32,11:21 AM,11:40 PM,05:18 AM,08:52 PM,12,21,22,21,26,37,57,1.1,1006,23,10,236,17,Canada%2C%20Saskatchewan
2020-07-26,24,13,0.0,14.5,5,39,12:41 PM,No moonset,05:19 AM,08:50 PM,10,18,19,18,32,19,57,0.0,1015,24,10,285,21,Canada%2C%20Saskatchewan
2020-07-27,25,14,0.0,14.5,6,46,02:02 PM,12:00 AM,05:20 AM,08:49 PM,10,20,20,20,16,7,56,0.0,1017,25,10,288,10,Canada%2C%20Saskatchewan
2020-07-28,27,15,0.0,14.5,6,53,03:23 PM,12:23 AM,05:22 AM,08:47 PM,11,23,23,22,20,4,56,0.0,1012,27,10,135,13,Canada%2C%20Saskatchewan
2020-07-29,30,18,0.0,14.5,6,61,04:41 PM,12:49 AM,05:23 AM,08:46 PM,13,25,25,24,32,18,56,0.3,1010,30,10,133,20,Canada%2C%20Saskatchewan
2020-07-30,30,18,0.0,13.5,5,68,05:56 PM,01:23 AM,05:25 AM,08:44 PM,16,25,25,24,15,37,64,3.5,1014,30,10,189,9,Canada%2C%20Saskatchewan
2020-07-31,25,18,0.0,14.5,6,72,07:02 PM,02:04 AM,05:26 AM,08:43 PM,15,23,23,22,23,34,66,0.1,1019,25,10,166,16,Canada%2C%20Saskatchewan
2020-08-01,26,14,0.0,14.5,6,82,07:57 PM,02:56 AM,05:27 AM,08:41 PM,11,20,21,20,15,8,58,0.0,1021,26,10,79,10,Canada%2C%20Saskatchewan
2020-08-02,25,14,0.0,14.5,6,90,08:39 PM,03:57 AM,05:29 AM,08:40 PM,11,20,21,20,24,12,60,0.0,1020,25,10,123,16,Canada%2C%20Saskatchewan
2020-08-03,27,15,0.0,14.5,6,97,09:13 PM,05:06 AM,05:30 AM,08:38 PM,10,22,22,21,35,6,51,0.0,1016,27,10,142,24,Canada%2C%20Saskatchewan
2020-08-04,24,17,0.0,10.4,5,100,09:39 PM,06:16 AM,05:32 AM,08:36 PM,12,20,21,20,29,60,60,14.7,1011,24,9,158,17,Canada%2C%20Saskatchewan
2020-08-05,26,14,0.0,14.5,6,88,10:00 PM,07:27 AM,05:33 AM,08:35 PM,12,20,21,20,19,24,61,0.8,1011,26,10,240,12,Canada%2C%20Saskatchewan
2020-08-06,29,16,0.0,14.5,6,81,10:18 PM,08:36 AM,05:35 AM,08:33 PM,10,23,23,23,25,3,46,0.0,1007,29,10,146,16,Canada%2C%20Saskatchewan
2020-08-07,27,20,0.0,13.5,5,74,10:34 PM,09:44 AM,05:36 AM,08:31 PM,10,24,24,23,37,20,46,0.3,1003,27,10,211,25,Canada%2C%20Saskatchewan
2020-08-08,26,13,0.0,14.5,6,67,10:51 PM,10:50 AM,05:38 AM,08:29 PM,6,19,20,19,20,17,44,0.0,1009,26,10,244,13,Canada%2C%20Saskatchewan
2020-08-09,20,14,0.0,12.4,4,59,11:08 PM,11:56 AM,05:39 AM,08:28 PM,6,17,18,17,34,39,48,0.1,1008,20,10,264,26,Canada%2C%20Saskatchewan
2020-08-10,26,13,0.0,14.5,6,52,11:26 PM,01:02 PM,05:41 AM,08:26 PM,4,19,20,19,37,10,38,0.0,1010,26,10,270,25,Canada%2C%20Saskatchewan
2020-08-11,25,13,0.0,14.5,6,45,11:48 PM,02:09 PM,05:42 AM,08:24 PM,6,19,20,19,18,6,44,0.0,1009,25,10,185,11,Canada%2C%20Saskatchewan
2020-08-12,29,17,0.0,12.4,5,38,No moonrise,03:17 PM,05:44 AM,08:22 PM,13,24,24,23,31,29,55,1.7,1004,29,10,108,20,Canada%2C%20Saskatchewan
2020-08-13,23,15,0.0,12.4,4,30,12:14 AM,04:25 PM,05:45 AM,08:20 PM,10,18,19,18,19,45,58,0.2,1009,23,10,161,12,Canada%2C%20Saskatchewan
2020-08-14,25,14,0.0,14.5,6,23,12:47 AM,05:30 PM,05:47 AM,08:18 PM,7,20,20,20,19,8,46,0.0,1011,25,10,218,11,Canada%2C%20Saskatchewan
2020-08-15,22,15,0.0,14.5,5,16,01:32 AM,06:29 PM,05:48 AM,08:16 PM,7,18,19,18,24,22,47,0.0,1014,22,10,273,16,Canada%2C%20Saskatchewan
2020-08-16,25,14,0.0,14.5,6,8,02:27 AM,07:19 PM,05:50 AM,08:15 PM,9,20,20,20,15,22,53,0.0,1019,25,10,295,9,Canada%2C%20Saskatchewan
2020-08-17,32,17,0.0,13.4,7,1,03:36 AM,08:00 PM,05:51 AM,08:13 PM,10,24,24,24,21,19,45,0.0,1015,32,10,181,13,Canada%2C%20Saskatchewan
2020-08-18,33,21,0.0,14.5,7,0,04:53 AM,08:32 PM,05:53 AM,08:11 PM,9,27,27,27,15,6,34,0.0,1011,33,10,254,9,Canada%2C%20Saskatchewan
2020-08-19,34,22,0.0,14.5,7,0,06:15 AM,08:59 PM,05:54 AM,08:09 PM,8,28,28,28,26,3,31,0.0,1006,34,10,240,16,Canada%2C%20Saskatchewan
2020-08-20,32,21,0.0,14.5,6,6,07:39 AM,09:23 PM,05:56 AM,08:07 PM,12,28,28,26,27,29,46,1.2,1004,32,10,106,17,Canada%2C%20Saskatchewan
2020-08-21,30,20,0.0,13.4,6,13,09:03 AM,09:44 PM,05:57 AM,08:05 PM,13,26,26,25,26,39,50,2.1,1003,30,10,202,17,Canada%2C%20Saskatchewan
2020-08-22,32,17,0.0,14.4,7,20,10:26 AM,10:04 PM,05:59 AM,08:03 PM,13,24,24,24,15,5,56,0.0,1008,32,10,217,11,Canada%2C%20Saskatchewan
2020-08-23,26,14,0.0,14.0,6,28,11:50 AM,10:27 PM,06:00 AM,08:01 PM,6,20,21,20,13,17,42,0.0,1012,26,10,142,8,Canada%2C%20Saskatchewan
2020-08-24,30,17,0.0,11.6,6,35,01:12 PM,10:52 PM,06:02 AM,07:59 PM,10,24,24,23,33,8,42,0.0,1011,30,10,136,22,Canada%2C%20Saskatchewan
2020-08-25,27,23,0.0,11.6,6,42,02:32 PM,11:23 PM,06:03 AM,07:57 PM,10,26,26,25,33,35,41,0.4,1007,27,10,207,21,Canada%2C%20Saskatchewan
2020-08-26,27,18,0.0,9.2,5,50,03:48 PM,No moonset,06:05 AM,07:55 PM,11,23,23,22,15,47,50,0.3,1008,27,10,96,11,Canada%2C%20Saskatchewan
2020-08-27,28,16,0.0,11.6,6,57,04:56 PM,12:02 AM,06:06 AM,07:53 PM,10,22,22,22,23,14,53,3.6,1006,28,10,159,16,Canada%2C%20Saskatchewan
2020-08-28,22,11,0.0,11.6,5,64,05:53 PM,12:50 AM,06:08 AM,07:50 PM,7,16,18,16,23,16,57,2.1,1013,22,10,292,17,Canada%2C%20Saskatchewan
2020-08-29,28,13,0.0,11.6,6,71,06:39 PM,01:48 AM,06:09 AM,07:48 PM,6,20,21,20,34,5,41,0.0,1007,28,10,146,23,Canada%2C%20Saskatchewan
2020-08-30,18,13,0.0,10.4,4,79,07:14 PM,02:53 AM,06:11 AM,07:46 PM,3,15,15,15,35,38,46,0.1,1004,18,10,316,28,Canada%2C%20Saskatchewan
2020-08-31,18,8,0.0,11.6,4,82,07:42 PM,04:03 AM,06:12 AM,07:44 PM,-1,12,13,12,26,5,39,0.0,1008,18,10,288,18,Canada%2C%20Saskatchewan
2020-09-01,22,11,0.0,11.6,5,97,08:04 PM,05:14 AM,06:14 AM,07:42 PM,1,16,17,16,40,28,35,0.0,1002,22,10,262,28,Canada%2C%20Saskatchewan
2020-09-02,16,11,0.0,9.1,3,100,08:23 PM,06:23 AM,06:15 AM,07:40 PM,6,12,14,12,27,47,60,4.2,1003,16,8,254,17,Canada%2C%20Saskatchewan
2020-09-03,19,8,0.0,11.6,4,88,08:40 PM,07:32 AM,06:17 AM,07:38 PM,5,12,14,12,30,23,59,0.0,1014,19,10,281,22,Canada%2C%20Saskatchewan
2020-09-04,21,13,0.0,11.6,4,81,08:56 PM,08:38 AM,06:18 AM,07:35 PM,4,17,17,17,19,37,44,0.0,1016,21,10,280,13,Canada%2C%20Saskatchewan
2020-09-05,27,14,0.0,11.6,6,73,09:12 PM,09:44 AM,06:20 AM,07:33 PM,5,20,20,20,22,16,41,0.0,1015,27,10,125,14,Canada%2C%20Saskatchewan
2020-09-06,15,12,0.0,6.6,3,66,09:30 PM,10:50 AM,06:21 AM,07:31 PM,7,13,15,13,33,52,62,0.9,1014,15,10,257,25,Canada%2C%20Saskatchewan
2020-09-07,10,6,0.0,10.3,2,58,09:50 PM,11:57 AM,06:23 AM,07:29 PM,-0,5,8,5,25,48,60,0.0,1026,10,10,234,20,Canada%2C%20Saskatchewan
