date_time,Uzbekistan_maxtempC,Uzbekistan_mintempC,Uzbekistan_totalSnow_cm,Uzbekistan_sunHour,Uzbekistan_uvIndex,Uzbekistan_moon_illumination,Uzbekistan_moonrise,Uzbekistan_moonset,Uzbekistan_sunrise,Uzbekistan_sunset,Uzbekistan_DewPointC,Uzbekistan_FeelsLikeC,Uzbekistan_HeatIndexC,Uzbekistan_WindChillC,Uzbekistan_WindGustKmph,Uzbekistan_cloudcover,Uzbekistan_humidity,Uzbekistan_precipMM,Uzbekistan_pressure,Uzbekistan_tempC,Uzbekistan_visibility,Uzbekistan_winddirDegree,Uzbekistan_windspeedKmph,Uzbekistan_location
2020-06-22,42,29,0.0,14.5,9,7,05:33 AM,09:10 PM,04:50 AM,08:00 PM,1,35,35,36,13,18,12,0.0,999,42,10,177,7,Uzbekistan
2020-06-23,38,28,0.0,14.5,8,14,06:31 AM,10:00 PM,04:50 AM,08:00 PM,3,32,32,33,28,24,17,0.4,1003,38,10,216,18,Uzbekistan
2020-06-24,37,28,0.0,14.5,8,22,07:37 AM,10:43 PM,04:51 AM,08:00 PM,-0,31,31,32,16,14,13,0.1,1009,37,10,228,11,Uzbekistan
2020-06-25,40,29,0.0,14.5,9,29,08:47 AM,11:20 PM,04:51 AM,08:00 PM,3,34,34,34,11,0,15,0.0,1005,40,10,208,8,Uzbekistan
2020-06-26,36,25,0.0,14.5,8,37,09:58 AM,11:52 PM,04:51 AM,08:00 PM,1,30,30,31,15,30,15,0.0,1004,36,10,225,11,Uzbekistan
2020-06-27,29,24,0.0,12.6,6,44,11:10 AM,No moonset,04:52 AM,08:00 PM,5,26,26,27,16,44,27,0.7,1008,29,10,216,12,Uzbekistan
2020-06-28,29,20,0.0,14.5,7,52,12:21 PM,12:21 AM,04:52 AM,08:00 PM,-2,23,23,24,14,2,18,0.0,1015,29,10,239,10,Uzbekistan
2020-06-29,33,21,0.0,14.5,7,59,01:33 PM,12:49 AM,04:53 AM,08:00 PM,-4,26,26,27,12,15,13,0.0,1009,33,10,185,9,Uzbekistan
2020-06-30,36,25,0.0,14.5,7,67,02:45 PM,01:18 AM,04:53 AM,08:00 PM,-0,28,28,30,15,32,15,0.0,1005,36,10,140,11,Uzbekistan
2020-07-01,37,27,0.0,14.5,8,72,03:58 PM,01:48 AM,04:54 AM,08:00 PM,5,30,30,32,12,3,19,0.0,1006,37,10,220,9,Uzbekistan
2020-07-02,33,27,0.0,14.5,8,79,05:11 PM,02:22 AM,04:54 AM,08:00 PM,1,27,27,29,19,20,17,0.0,1009,33,10,218,14,Uzbekistan
2020-07-03,31,23,0.0,14.5,7,86,06:22 PM,03:02 AM,04:55 AM,08:00 PM,1,25,25,26,23,0,20,0.0,1014,31,10,216,17,Uzbekistan
2020-07-04,34,23,0.0,14.5,7,94,07:28 PM,03:49 AM,04:55 AM,08:00 PM,0,26,26,27,16,2,18,0.0,1010,34,10,248,12,Uzbekistan
2020-07-05,34,24,0.0,14.5,8,100,08:25 PM,04:43 AM,04:56 AM,07:59 PM,3,27,27,29,14,0,20,0.0,1006,34,10,246,11,Uzbekistan
2020-07-06,34,25,0.0,14.5,8,100,09:14 PM,05:44 AM,04:56 AM,07:59 PM,5,28,28,29,18,1,24,0.0,1006,34,10,177,13,Uzbekistan
2020-07-07,40,27,0.0,14.5,7,85,09:54 PM,06:47 AM,04:57 AM,07:59 PM,3,32,32,33,10,14,16,0.0,1005,40,10,199,7,Uzbekistan
2020-07-08,39,27,0.0,13.5,7,77,10:26 PM,07:52 AM,04:58 AM,07:58 PM,2,33,33,33,13,22,15,1.1,1004,39,10,193,8,Uzbekistan
2020-07-09,39,29,0.0,14.5,9,70,10:55 PM,08:55 AM,04:58 AM,07:58 PM,5,32,32,34,14,5,18,0.0,1003,39,10,218,10,Uzbekistan
2020-07-10,38,28,0.0,14.5,7,63,11:20 PM,09:57 AM,04:59 AM,07:57 PM,7,31,31,32,20,21,22,0.2,1002,38,10,163,15,Uzbekistan
2020-07-11,40,27,0.0,14.5,9,55,11:44 PM,10:57 AM,05:00 AM,07:57 PM,9,34,34,34,11,10,26,0.5,1004,40,10,245,8,Uzbekistan
2020-07-12,38,27,0.0,14.5,7,48,No moonrise,11:56 AM,05:01 AM,07:56 PM,9,32,32,32,9,24,26,0.2,1002,38,10,200,6,Uzbekistan
2020-07-13,38,28,0.0,11.3,7,41,12:06 AM,12:55 PM,05:01 AM,07:56 PM,9,33,33,33,15,34,26,0.3,1001,38,10,194,11,Uzbekistan
2020-07-14,41,28,0.0,14.5,9,34,12:29 AM,01:55 PM,05:02 AM,07:55 PM,7,35,35,35,12,8,19,0.0,1001,41,10,174,8,Uzbekistan
2020-07-15,41,29,0.0,13.4,8,26,12:55 AM,02:55 PM,05:03 AM,07:55 PM,7,35,35,35,16,31,22,0.0,1002,41,10,164,11,Uzbekistan
2020-07-16,40,30,0.0,14.5,8,19,01:23 AM,03:57 PM,05:04 AM,07:54 PM,8,34,34,34,19,28,21,0.5,1001,40,10,131,13,Uzbekistan
2020-07-17,40,30,0.0,14.5,8,12,01:56 AM,05:00 PM,05:05 AM,07:54 PM,7,34,34,35,16,21,20,0.5,1002,40,10,174,12,Uzbekistan
2020-07-18,41,29,0.0,14.5,8,5,02:35 AM,06:01 PM,05:06 AM,07:53 PM,6,36,36,36,14,17,17,0.1,1005,41,10,179,9,Uzbekistan
2020-07-19,41,31,0.0,14.5,9,0,03:23 AM,07:00 PM,05:06 AM,07:52 PM,5,35,35,36,17,0,17,0.0,1005,41,10,202,12,Uzbekistan
2020-07-20,40,31,0.0,14.4,8,0,04:18 AM,07:53 PM,05:07 AM,07:51 PM,2,35,35,35,14,15,12,0.3,1002,40,10,165,10,Uzbekistan
2020-07-21,39,29,0.0,14.4,9,2,05:23 AM,08:39 PM,05:08 AM,07:51 PM,4,32,32,34,18,2,17,0.0,1002,39,10,241,14,Uzbekistan
2020-07-22,41,31,0.0,14.4,9,10,06:33 AM,09:19 PM,05:09 AM,07:50 PM,1,34,34,36,12,2,12,0.0,1003,41,10,171,9,Uzbekistan
2020-07-23,40,30,0.0,14.4,9,17,07:46 AM,09:54 PM,05:10 AM,07:49 PM,1,33,33,35,19,42,12,0.0,1004,40,10,209,13,Uzbekistan
2020-07-24,36,28,0.0,14.4,8,24,08:59 AM,10:24 PM,05:11 AM,07:48 PM,9,30,30,32,23,23,26,0.0,1007,36,10,171,17,Uzbekistan
2020-07-25,40,29,0.0,13.4,8,32,10:12 AM,10:53 PM,05:12 AM,07:47 PM,8,33,33,34,16,22,21,0.4,1009,40,10,183,12,Uzbekistan
2020-07-26,40,30,0.0,14.3,9,39,11:24 AM,11:22 PM,05:13 AM,07:46 PM,2,34,34,35,19,4,14,0.0,1009,40,10,191,14,Uzbekistan
2020-07-27,40,30,0.0,14.3,9,46,12:36 PM,11:51 PM,05:14 AM,07:45 PM,3,33,33,34,18,7,15,0.0,1008,40,10,212,13,Uzbekistan
2020-07-28,38,29,0.0,14.3,8,53,01:48 PM,No moonset,05:15 AM,07:44 PM,3,31,31,33,19,8,16,0.0,1007,38,10,152,14,Uzbekistan
2020-07-29,37,29,0.0,14.3,8,61,03:00 PM,12:23 AM,05:16 AM,07:43 PM,4,32,32,33,19,7,17,0.0,1009,37,10,217,14,Uzbekistan
2020-07-30,39,26,0.0,14.3,7,68,04:10 PM,01:00 AM,05:17 AM,07:42 PM,-0,32,32,33,13,17,13,0.0,1007,39,10,202,9,Uzbekistan
2020-07-31,33,25,0.0,13.4,6,72,05:17 PM,01:44 AM,05:18 AM,07:41 PM,3,28,28,29,14,43,21,0.3,1006,33,10,188,10,Uzbekistan
2020-08-01,36,24,0.0,12.3,7,82,06:16 PM,02:34 AM,05:19 AM,07:40 PM,10,30,30,30,15,55,32,3.3,1006,36,10,164,10,Uzbekistan
2020-08-02,39,27,0.0,14.2,8,90,07:07 PM,03:31 AM,05:20 AM,07:39 PM,5,33,33,33,13,2,20,0.0,1006,39,10,198,9,Uzbekistan
2020-08-03,40,29,0.0,14.2,9,97,07:50 PM,04:33 AM,05:21 AM,07:38 PM,4,32,32,34,13,1,16,0.0,1002,40,10,181,9,Uzbekistan
2020-08-04,39,27,0.0,14.2,8,100,08:25 PM,05:38 AM,05:22 AM,07:37 PM,4,32,32,33,12,1,17,0.0,1001,39,10,228,10,Uzbekistan
2020-08-05,40,30,0.0,14.1,9,88,08:55 PM,06:41 AM,05:23 AM,07:35 PM,4,33,33,35,12,0,15,0.0,1004,40,10,219,9,Uzbekistan
2020-08-06,43,30,0.0,14.1,9,81,09:22 PM,07:45 AM,05:24 AM,07:34 PM,2,36,36,36,15,0,12,0.0,1006,43,10,148,10,Uzbekistan
2020-08-07,39,29,0.0,14.1,8,74,09:46 PM,08:45 AM,05:25 AM,07:33 PM,4,33,33,34,17,13,16,0.0,1006,39,10,239,12,Uzbekistan
2020-08-08,38,29,0.0,13.4,7,67,10:09 PM,09:45 AM,05:26 AM,07:32 PM,6,31,31,33,17,43,19,0.0,1005,38,10,177,12,Uzbekistan
2020-08-09,36,25,0.0,14.0,8,59,10:31 PM,10:44 AM,05:27 AM,07:30 PM,9,30,30,31,11,11,30,0.3,1005,36,10,217,9,Uzbekistan
2020-08-10,40,28,0.0,14.0,9,52,10:56 PM,11:43 AM,05:28 AM,07:29 PM,4,33,33,34,12,3,17,0.0,1004,40,10,204,9,Uzbekistan
2020-08-11,35,28,0.0,14.0,8,45,11:22 PM,12:42 PM,05:29 AM,07:28 PM,3,29,29,31,16,0,17,0.0,1006,35,10,244,12,Uzbekistan
2020-08-12,36,26,0.0,14.0,8,38,11:53 PM,01:43 PM,05:30 AM,07:26 PM,-2,30,30,31,17,3,13,0.0,1007,36,10,194,12,Uzbekistan
2020-08-13,34,24,0.0,13.9,8,30,No moonrise,02:45 PM,05:31 AM,07:25 PM,-0,28,28,29,11,6,15,0.0,1008,34,10,217,9,Uzbekistan
2020-08-14,38,27,0.0,13.9,8,23,12:28 AM,03:47 PM,05:32 AM,07:24 PM,1,31,31,32,13,0,15,0.0,1006,38,10,199,9,Uzbekistan
2020-08-15,40,26,0.0,13.9,8,16,01:11 AM,04:46 PM,05:33 AM,07:22 PM,-2,32,32,33,10,0,12,0.0,1005,40,10,206,7,Uzbekistan
2020-08-16,38,28,0.0,13.9,8,8,02:03 AM,05:42 PM,05:34 AM,07:21 PM,1,32,32,33,15,4,14,0.0,1005,38,10,197,11,Uzbekistan
2020-08-17,36,26,0.0,13.8,8,1,03:04 AM,06:31 PM,05:35 AM,07:19 PM,5,29,29,31,16,25,21,0.0,1005,36,10,208,12,Uzbekistan
2020-08-18,32,24,0.0,13.8,7,0,04:12 AM,07:14 PM,05:36 AM,07:18 PM,2,26,26,28,19,20,19,0.1,1009,32,10,317,14,Uzbekistan
2020-08-19,34,22,0.0,13.8,7,0,05:26 AM,07:51 PM,05:37 AM,07:16 PM,1,27,27,27,16,4,20,0.0,1009,34,10,209,12,Uzbekistan
2020-08-20,34,24,0.0,13.8,7,6,06:40 AM,08:24 PM,05:38 AM,07:15 PM,-2,27,27,28,16,4,14,0.0,1007,34,10,196,12,Uzbekistan
2020-08-21,35,24,0.0,13.7,8,13,07:56 AM,08:54 PM,05:39 AM,07:13 PM,-3,29,29,30,18,1,13,0.0,1010,35,10,201,12,Uzbekistan
2020-08-22,38,26,0.0,13.7,8,20,09:11 AM,09:23 PM,05:40 AM,07:12 PM,-1,31,31,32,14,0,13,0.0,1006,38,10,211,9,Uzbekistan
2020-08-23,40,28,0.0,13.7,9,28,10:25 AM,09:53 PM,05:41 AM,07:10 PM,-1,34,34,34,15,1,12,0.0,1003,40,10,205,10,Uzbekistan
2020-08-24,41,29,0.0,13.7,9,35,11:39 AM,10:24 PM,05:42 AM,07:09 PM,2,34,34,34,20,14,14,0.0,1000,41,10,208,14,Uzbekistan
2020-08-25,31,24,0.0,13.6,7,42,12:52 PM,11:00 PM,05:43 AM,07:07 PM,8,27,27,27,17,19,30,0.0,1010,31,10,297,13,Uzbekistan
2020-08-26,25,20,0.0,13.3,5,50,02:03 PM,11:42 PM,05:44 AM,07:05 PM,10,23,23,23,17,46,48,1.9,1013,25,9,129,13,Uzbekistan
2020-08-27,29,19,0.0,13.6,7,57,03:10 PM,No moonset,05:45 AM,07:04 PM,8,23,23,24,14,7,41,0.0,1015,29,10,209,11,Uzbekistan
2020-08-28,33,22,0.0,13.6,7,64,04:11 PM,12:29 AM,05:46 AM,07:02 PM,9,28,28,28,9,1,31,0.0,1010,33,10,216,7,Uzbekistan
2020-08-29,36,27,0.0,13.5,8,71,05:04 PM,01:24 AM,05:47 AM,07:01 PM,8,29,29,31,8,1,24,0.0,1007,36,10,205,6,Uzbekistan
2020-08-30,36,27,0.0,13.1,8,79,05:49 PM,02:23 AM,05:48 AM,06:59 PM,6,29,29,31,11,3,21,0.0,1007,36,10,232,8,Uzbekistan
2020-08-31,34,24,0.0,12.0,6,82,06:25 PM,03:27 AM,05:49 AM,06:57 PM,7,28,28,29,13,32,26,2.6,1009,34,10,140,9,Uzbekistan
2020-09-01,36,25,0.0,13.1,8,97,06:57 PM,04:30 AM,05:50 AM,06:56 PM,2,28,28,30,14,6,18,0.0,1011,36,10,198,9,Uzbekistan
2020-09-02,35,27,0.0,13.0,8,100,07:24 PM,05:34 AM,05:51 AM,06:54 PM,3,29,29,30,17,17,18,0.0,1011,35,10,228,12,Uzbekistan
2020-09-03,32,26,0.0,13.0,7,88,07:49 PM,06:35 AM,05:52 AM,06:52 PM,4,27,27,29,14,11,22,0.0,1015,32,10,174,10,Uzbekistan
2020-09-04,34,26,0.0,13.0,8,81,08:12 PM,07:35 AM,05:53 AM,06:51 PM,3,28,28,30,12,3,19,0.0,1016,34,10,214,9,Uzbekistan
2020-09-05,36,26,0.0,13.0,8,73,08:34 PM,08:34 AM,05:54 AM,06:49 PM,1,28,28,30,19,1,17,0.0,1011,36,10,193,12,Uzbekistan
2020-09-06,27,21,0.0,12.9,6,66,08:58 PM,09:34 AM,05:55 AM,06:47 PM,-4,24,24,24,19,5,16,0.0,1013,27,10,293,14,Uzbekistan
2020-09-07,29,17,0.0,12.9,6,58,09:23 PM,10:32 AM,05:56 AM,06:46 PM,-3,23,23,23,11,0,19,0.0,1016,29,10,251,9,Uzbekistan
2020-09-08,31,18,0.0,12.9,7,50,09:51 PM,11:33 AM,05:57 AM,06:44 PM,-7,24,24,24,11,8,13,0.0,1014,31,10,210,8,Uzbekistan
2020-09-09,30,20,0.0,12.8,6,43,10:24 PM,12:33 PM,05:58 AM,06:42 PM,-9,25,25,25,12,25,10,0.0,1013,30,10,223,8,Uzbekistan
2020-09-10,33,20,0.0,12.8,7,35,11:03 PM,01:34 PM,05:59 AM,06:40 PM,-7,25,25,26,12,15,11,0.0,1012,33,10,221,8,Uzbekistan
2020-09-11,31,23,0.0,12.4,7,28,11:50 PM,02:33 PM,06:00 AM,06:39 PM,-2,25,25,26,12,2,16,0.0,1013,31,10,214,9,Uzbekistan
2020-09-12,31,23,0.0,11.6,7,20,No moonrise,03:30 PM,06:01 AM,06:37 PM,-2,25,25,27,13,2,16,0.0,1016,31,10,204,10,Uzbekistan
2020-09-13,33,20,0.0,11.6,7,13,12:45 AM,04:20 PM,06:01 AM,06:35 PM,-1,26,26,27,8,0,18,0.0,1016,33,10,204,6,Uzbekistan
2020-09-14,31,22,0.0,11.6,7,5,01:50 AM,05:06 PM,06:02 AM,06:33 PM,-1,25,25,26,12,1,17,0.0,1013,31,10,213,9,Uzbekistan
2020-09-15,34,23,0.0,11.6,8,0,03:00 AM,05:45 PM,06:03 AM,06:32 PM,-0,28,28,28,9,3,17,0.0,1014,34,10,180,7,Uzbekistan
2020-09-16,32,24,0.0,11.6,7,0,04:14 AM,06:20 PM,06:04 AM,06:30 PM,-2,26,26,27,9,1,16,0.0,1011,32,10,196,7,Uzbekistan
2020-09-17,25,19,0.0,11.6,5,0,05:31 AM,06:51 PM,06:05 AM,06:28 PM,3,21,22,21,17,28,29,0.0,1015,25,10,263,14,Uzbekistan
2020-09-18,20,13,0.0,10.2,4,2,06:47 AM,07:21 PM,06:06 AM,06:27 PM,2,16,16,16,10,40,42,0.8,1021,20,9,167,8,Uzbekistan
2020-09-19,27,16,0.0,11.6,6,10,08:04 AM,07:51 PM,06:07 AM,06:25 PM,-2,21,21,21,6,0,25,0.0,1019,27,10,171,5,Uzbekistan
2020-09-20,32,19,0.0,11.6,7,17,09:21 AM,08:23 PM,06:08 AM,06:23 PM,-5,25,25,25,9,2,15,0.0,1013,32,10,126,6,Uzbekistan
2020-09-21,28,20,0.0,11.6,6,25,10:38 AM,08:58 PM,06:09 AM,06:21 PM,-5,23,23,24,14,5,15,0.0,1016,28,10,219,11,Uzbekistan
2020-09-22,24,18,0.0,11.6,6,32,11:53 AM,09:39 PM,06:10 AM,06:20 PM,0,21,21,21,16,10,25,0.2,1020,24,10,247,12,Uzbekistan
2020-09-23,27,14,0.0,10.2,5,40,01:03 PM,10:25 PM,06:11 AM,06:18 PM,-5,20,20,20,13,26,19,0.0,1019,27,10,221,9,Uzbekistan
2020-09-24,27,18,0.0,11.6,6,47,02:07 PM,11:19 PM,06:12 AM,06:16 PM,-5,22,22,22,12,0,17,0.0,1018,27,10,196,9,Uzbekistan
2020-09-25,29,17,0.0,11.6,6,55,03:03 PM,No moonset,06:13 AM,06:15 PM,-4,23,23,23,9,1,18,0.0,1014,29,10,157,7,Uzbekistan
2020-09-26,25,14,0.0,11.6,6,62,03:50 PM,12:17 AM,06:14 AM,06:13 PM,-2,20,20,20,13,4,25,0.0,1012,25,10,196,9,Uzbekistan
2020-09-27,25,14,0.0,11.6,6,70,04:28 PM,01:19 AM,06:15 AM,06:11 PM,-3,19,19,19,12,12,23,0.0,1013,25,10,210,9,Uzbekistan
2020-09-28,24,15,0.0,8.8,4,78,05:00 PM,02:22 AM,06:17 AM,06:10 PM,-4,19,19,19,10,39,22,0.0,1017,24,10,207,8,Uzbekistan
2020-09-29,22,18,0.0,8.8,4,85,05:29 PM,03:26 AM,06:18 AM,06:08 PM,-1,19,19,19,13,67,25,0.0,1019,22,10,288,10,Uzbekistan
2020-09-30,18,14,0.0,8.8,4,93,05:53 PM,04:27 AM,06:19 AM,06:06 PM,4,15,16,15,12,42,46,0.1,1019,18,10,147,9,Uzbekistan
2020-10-01,24,14,0.0,11.6,6,97,06:16 PM,05:28 AM,06:20 AM,06:05 PM,-0,19,19,19,14,6,30,0.0,1018,24,10,155,10,Uzbekistan
2020-10-02,25,17,0.0,11.6,6,100,06:38 PM,06:26 AM,06:21 AM,06:03 PM,-2,20,20,20,14,5,24,0.0,1018,25,10,162,10,Uzbekistan
2020-10-03,26,16,0.0,11.6,6,89,07:01 PM,07:26 AM,06:22 AM,06:01 PM,-3,20,20,20,13,3,21,0.0,1019,26,10,153,9,Uzbekistan
2020-10-04,24,18,0.0,11.6,6,82,07:26 PM,08:25 AM,06:23 AM,06:00 PM,-4,20,20,20,13,8,20,0.0,1021,24,10,196,9,Uzbekistan
2020-10-05,23,17,0.0,8.7,6,74,07:52 PM,09:25 AM,06:24 AM,05:58 PM,-4,19,19,19,15,3,21,0.0,1022,23,10,152,11,Uzbekistan
2020-10-06,20,14,0.0,5.7,4,67,08:23 PM,10:25 AM,06:25 AM,05:56 PM,-4,16,17,16,14,43,24,0.0,1023,20,10,127,10,Uzbekistan
2020-10-07,22,12,0.0,8.7,5,60,08:59 PM,11:26 AM,06:26 AM,05:55 PM,-4,17,17,17,9,7,26,0.0,1025,22,10,172,7,Uzbekistan
2020-10-08,19,12,0.0,8.7,5,53,09:42 PM,12:24 PM,06:27 AM,05:53 PM,-8,15,16,15,13,10,22,0.0,1025,19,10,256,10,Uzbekistan
2020-10-09,18,9,0.0,8.7,4,45,10:32 PM,01:21 PM,06:28 AM,05:52 PM,-5,13,14,13,7,8,29,0.0,1027,18,10,252,5,Uzbekistan
2020-10-10,18,11,0.0,4.2,4,38,11:32 PM,02:13 PM,06:29 AM,05:50 PM,-3,14,14,14,7,56,32,0.0,1028,18,10,193,5,Uzbekistan
2020-10-11,22,12,0.0,8.7,5,31,No moonrise,02:59 PM,06:30 AM,05:48 PM,-1,16,16,16,7,12,32,0.0,1027,22,10,202,6,Uzbekistan
2020-10-12,20,11,0.0,8.7,5,23,12:37 AM,03:40 PM,06:31 AM,05:47 PM,-3,15,15,15,9,5,28,0.0,1025,20,10,210,7,Uzbekistan
2020-10-13,23,12,0.0,8.7,5,16,01:49 AM,04:15 PM,06:32 AM,05:45 PM,-4,17,18,17,9,3,24,0.0,1023,23,10,222,6,Uzbekistan
2020-10-14,24,16,0.0,8.7,6,9,03:03 AM,04:47 PM,06:34 AM,05:44 PM,-3,20,19,20,6,0,22,0.0,1021,24,10,209,5,Uzbekistan
2020-10-15,26,16,0.0,8.7,6,2,04:18 AM,05:18 PM,06:35 AM,05:42 PM,-3,21,20,21,7,0,21,0.0,1020,26,10,211,5,Uzbekistan
2020-10-16,27,16,0.0,8.7,6,0,05:36 AM,05:47 PM,06:36 AM,05:41 PM,-3,21,21,21,7,0,21,0.0,1019,27,10,208,6,Uzbekistan
2020-10-17,27,16,0.0,8.7,6,0,06:53 AM,06:18 PM,06:37 AM,05:39 PM,-3,21,21,22,8,0,21,0.0,1019,27,10,171,6,Uzbekistan
2020-10-18,26,18,0.0,8.7,6,5,08:12 AM,06:52 PM,06:38 AM,05:38 PM,-4,21,21,21,10,0,18,0.0,1023,26,10,163,7,Uzbekistan
2020-10-19,27,18,0.0,8.7,6,13,09:31 AM,07:31 PM,06:39 AM,05:36 PM,-4,21,21,22,9,0,18,0.0,1019,27,10,157,7,Uzbekistan
2020-10-20,28,17,0.0,8.7,6,20,10:47 AM,08:16 PM,06:40 AM,05:35 PM,-4,22,22,23,7,0,18,0.0,1014,28,10,169,5,Uzbekistan
2020-10-21,27,18,0.0,8.7,6,27,11:57 AM,09:09 PM,06:42 AM,05:33 PM,-6,21,21,22,9,6,16,0.0,1018,27,10,162,7,Uzbekistan
2020-10-22,18,13,0.0,8.7,5,35,12:58 PM,10:08 PM,06:43 AM,05:32 PM,-2,15,16,15,13,40,31,0.0,1021,18,10,274,10,Uzbekistan
2020-10-23,14,11,0.0,8.7,4,42,01:49 PM,11:11 PM,06:44 AM,05:30 PM,-2,12,12,12,11,42,37,0.0,1024,14,10,206,8,Uzbekistan
2020-10-24,15,10,0.0,7.2,3,49,02:30 PM,No moonset,06:45 AM,05:29 PM,-3,12,12,12,11,49,36,0.0,1026,15,10,134,7,Uzbekistan
2020-10-25,18,10,0.0,8.7,4,56,03:05 PM,12:14 AM,06:46 AM,05:27 PM,-3,14,14,14,7,9,32,0.0,1027,18,10,170,5,Uzbekistan
2020-10-26,21,13,0.0,8.7,4,64,03:34 PM,01:18 AM,06:47 AM,05:26 PM,-4,16,16,16,10,19,25,0.0,1021,21,10,122,6,Uzbekistan
2020-10-27,21,15,0.0,5.6,4,71,03:59 PM,02:20 AM,06:49 AM,05:25 PM,-5,18,18,18,10,42,22,0.0,1017,21,10,222,7,Uzbekistan
2020-10-28,12,8,0.0,8.7,3,78,04:22 PM,03:21 AM,06:50 AM,05:23 PM,-9,8,10,8,15,11,28,0.0,1026,12,10,319,12,Uzbekistan
2020-10-29,14,6,0.0,8.7,4,85,04:44 PM,04:20 AM,06:51 AM,05:22 PM,-10,10,10,10,7,4,24,0.0,1033,14,10,160,5,Uzbekistan
2020-10-30,19,10,0.0,8.7,5,93,05:06 PM,05:19 AM,06:52 AM,05:21 PM,-7,14,14,14,5,0,23,0.0,1027,19,10,164,4,Uzbekistan
2020-10-31,19,11,0.0,8.7,5,97,05:30 PM,06:18 AM,06:53 AM,05:20 PM,-11,15,15,15,6,10,16,0.0,1023,19,10,155,4,Uzbekistan
2020-11-01,22,12,0.0,10.6,4,89,06:55 PM,08:18 AM,07:55 AM,06:18 PM,-14,16,16,16,9,23,12,0.0,1021,22,10,159,5,Uzbekistan
2020-11-02,21,12,0.0,10.0,4,81,07:25 PM,09:18 AM,07:56 AM,06:17 PM,-15,16,16,16,11,31,11,0.0,1022,21,10,157,6,Uzbekistan
2020-11-03,22,14,0.0,10.6,5,74,07:59 PM,10:19 AM,07:57 AM,06:15 PM,-13,17,17,17,7,0,12,0.0,1024,22,10,155,5,Uzbekistan
2020-11-04,21,11,0.0,10.6,5,66,08:39 PM,11:19 AM,07:58 AM,06:14 PM,-11,16,16,16,7,0,15,0.0,1025,21,10,175,5,Uzbekistan
2020-11-05,22,13,0.0,10.5,5,58,09:27 PM,12:16 PM,07:59 AM,06:13 PM,-13,17,17,17,8,0,12,0.0,1022,22,10,160,6,Uzbekistan
2020-11-06,24,14,0.0,10.1,5,51,10:22 PM,01:10 PM,08:01 AM,06:12 PM,-13,18,18,18,7,0,11,0.0,1020,24,10,127,5,Uzbekistan
2020-11-07,24,14,0.0,8.3,5,43,11:24 PM,01:57 PM,08:02 AM,06:11 PM,-17,18,18,18,12,29,8,0.0,1019,24,10,103,6,Uzbekistan
2020-11-08,20,12,0.0,10.1,4,36,No moonrise,02:38 PM,08:03 AM,06:10 PM,-8,17,18,17,17,40,20,0.0,1017,20,10,259,11,Uzbekistan
2020-11-09,14,8,0.0,10.0,3,28,12:31 AM,03:14 PM,08:04 AM,06:09 PM,2,10,11,10,12,54,58,11.4,1028,14,8,225,10,Uzbekistan
2020-11-10,16,10,0.0,10.0,4,21,01:42 AM,03:46 PM,08:05 AM,06:08 PM,3,13,13,13,6,17,53,0.0,1024,16,10,206,5,Uzbekistan
2020-11-11,16,11,0.0,8.3,3,13,02:54 AM,04:15 PM,08:07 AM,06:07 PM,2,13,13,13,6,39,47,0.0,1019,16,10,157,4,Uzbekistan
2020-11-12,12,6,0.0,5.0,2,6,04:08 AM,04:43 PM,08:08 AM,06:06 PM,5,9,10,9,12,100,69,13.9,1026,12,8,201,9,Uzbekistan
2020-11-13,11,8,0.0,10.0,2,0,05:24 AM,05:13 PM,08:09 AM,06:05 PM,-1,8,9,8,11,46,50,3.0,1028,11,10,314,9,Uzbekistan
2020-11-14,9,7,0.0,9.9,2,0,06:41 AM,05:45 PM,08:10 AM,06:04 PM,-4,7,8,7,8,56,44,0.0,1026,9,10,259,7,Uzbekistan
2020-11-15,9,4,0.0,9.9,3,0,08:00 AM,06:20 PM,08:11 AM,06:03 PM,-7,6,7,6,7,6,38,0.0,1028,9,10,135,6,Uzbekistan
2020-11-16,8,2,0.0,9.9,3,2,09:20 AM,07:03 PM,08:12 AM,06:03 PM,-8,4,5,4,12,9,39,0.0,1029,8,10,229,9,Uzbekistan
2020-11-17,3,1,0.0,6.6,1,9,10:35 AM,07:54 PM,08:14 AM,06:02 PM,-7,-0,2,-0,8,59,54,0.0,1031,3,10,271,6,Uzbekistan
2020-11-18,-1,-4,5.6,4.9,1,17,11:43 AM,08:52 PM,08:15 AM,06:01 PM,-7,-5,-2,-5,10,98,66,6.6,1029,-1,5,230,8,Uzbekistan
2020-11-19,-4,-8,2.9,9.8,2,24,12:41 PM,09:55 PM,08:16 AM,06:00 PM,-8,-8,-6,-8,7,36,88,3.8,1037,-4,8,180,5,Uzbekistan
2020-11-20,-2,-9,0.0,4.9,1,32,01:28 PM,11:01 PM,08:17 AM,06:00 PM,-11,-8,-6,-8,9,67,68,0.0,1036,-2,10,148,5,Uzbekistan
2020-11-21,5,-2,0.0,8.7,2,39,02:06 PM,No moonset,08:18 AM,05:59 PM,-15,-0,1,-0,6,20,29,0.0,1029,5,10,218,5,Uzbekistan
2020-11-22,-0,-4,1.4,3.5,1,47,02:37 PM,12:07 AM,08:19 AM,05:58 PM,-6,-3,-1,-3,7,52,68,2.0,1027,-0,7,191,6,Uzbekistan
