date_time,Nigeria_maxtempC,Nigeria_mintempC,Nigeria_totalSnow_cm,Nigeria_sunHour,Nigeria_uvIndex,Nigeria_moon_illumination,Nigeria_moonrise,Nigeria_moonset,Nigeria_sunrise,Nigeria_sunset,Nigeria_DewPointC,Nigeria_FeelsLikeC,Nigeria_HeatIndexC,Nigeria_WindChillC,Nigeria_WindGustKmph,Nigeria_cloudcover,Nigeria_humidity,Nigeria_precipMM,Nigeria_pressure,Nigeria_tempC,Nigeria_visibility,Nigeria_winddirDegree,Nigeria_windspeedKmph,Nigeria_location
2020-06-19,28,22,0.0,7.6,6,0,04:35 AM,05:26 PM,06:13 AM,06:53 PM,22,27,27,24,9,76,85,1.9,1015,28,8,177,6,Nigeria
2020-06-20,29,22,0.0,7.6,6,0,05:23 AM,06:19 PM,06:13 AM,06:53 PM,22,28,28,25,6,75,83,3.2,1015,29,8,224,4,Nigeria
2020-06-21,31,23,0.0,6.2,6,0,06:14 AM,07:14 PM,06:13 AM,06:53 PM,23,29,29,26,11,80,85,7.5,1013,31,8,168,8,Nigeria
2020-06-22,29,22,0.0,6.2,6,7,07:09 AM,08:10 PM,06:13 AM,06:53 PM,22,28,28,25,11,83,82,5.1,1012,29,7,171,8,Nigeria
2020-06-23,29,22,0.0,6.2,6,14,08:06 AM,09:05 PM,06:14 AM,06:53 PM,22,28,28,25,8,82,82,2.0,1012,29,9,219,5,Nigeria
2020-06-24,29,22,0.0,6.2,6,22,09:04 AM,09:58 PM,06:14 AM,06:54 PM,22,28,28,25,7,75,81,3.6,1011,29,10,188,5,Nigeria
2020-06-25,29,23,0.0,7.6,6,29,10:01 AM,10:48 PM,06:14 AM,06:54 PM,23,28,28,25,8,83,86,9.1,1011,29,7,175,5,Nigeria
2020-06-26,28,23,0.0,6.2,6,37,10:57 AM,11:37 PM,06:14 AM,06:54 PM,23,28,28,25,9,83,89,10.7,1011,28,7,200,6,Nigeria
2020-06-27,29,23,0.0,8.9,6,44,11:51 AM,No moonset,06:15 AM,06:54 PM,22,28,28,25,10,65,85,17.4,1010,29,8,186,6,Nigeria
2020-06-28,28,23,0.0,6.2,6,52,12:45 PM,12:22 AM,06:15 AM,06:54 PM,23,27,27,24,7,80,90,12.5,1011,28,6,213,4,Nigeria
2020-06-29,29,23,0.0,6.2,6,59,01:39 PM,01:08 AM,06:15 AM,06:54 PM,23,28,28,25,9,88,87,13.2,1012,29,9,218,6,Nigeria
2020-06-30,28,22,0.0,6.2,6,67,02:33 PM,01:54 AM,06:15 AM,06:55 PM,23,27,27,24,11,78,90,22.4,1012,28,8,220,7,Nigeria
2020-07-01,28,22,0.0,7.5,6,72,03:30 PM,02:42 AM,06:16 AM,06:55 PM,22,27,27,25,7,75,87,6.4,1012,28,8,224,5,Nigeria
2020-07-02,30,23,0.0,7.5,6,79,04:28 PM,03:33 AM,06:16 AM,06:55 PM,23,29,29,26,7,75,84,10.5,1011,30,10,196,5,Nigeria
2020-07-03,29,23,0.0,6.2,6,86,05:28 PM,04:26 AM,06:16 AM,06:55 PM,23,29,29,25,9,76,87,13.4,1010,29,7,215,6,Nigeria
2020-07-04,30,23,0.0,10.2,6,94,06:27 PM,05:23 AM,06:16 AM,06:55 PM,23,29,29,26,14,67,86,19.7,1011,30,9,202,9,Nigeria
2020-07-05,27,23,0.0,7.5,5,100,07:25 PM,06:21 AM,06:17 AM,06:55 PM,23,27,27,24,9,74,91,15.5,1012,27,8,227,6,Nigeria
2020-07-06,26,21,0.0,7.5,5,100,08:18 PM,07:18 AM,06:17 AM,06:55 PM,21,25,25,23,6,70,89,0.3,1012,26,7,176,5,Nigeria
2020-07-07,25,22,0.0,6.2,5,85,09:08 PM,08:14 AM,06:17 AM,06:55 PM,22,26,26,23,11,85,93,38.3,1011,25,6,211,6,Nigeria
2020-07-08,29,22,0.0,7.5,6,77,09:53 PM,09:06 AM,06:17 AM,06:55 PM,23,28,28,25,9,83,87,30.2,1011,29,8,181,6,Nigeria
2020-07-09,28,23,0.0,7.5,6,70,10:35 PM,09:56 AM,06:18 AM,06:55 PM,22,28,28,25,9,75,85,3.7,1012,28,8,238,6,Nigeria
2020-07-10,28,23,0.0,6.2,6,63,11:14 PM,10:42 AM,06:18 AM,06:55 PM,22,27,27,25,9,86,88,9.9,1012,28,8,246,6,Nigeria
2020-07-11,25,22,0.0,6.2,5,55,11:52 PM,11:27 AM,06:18 AM,06:55 PM,22,25,25,23,11,78,93,15.3,1013,25,9,178,6,Nigeria
2020-07-12,28,21,0.0,6.2,5,48,No moonrise,12:11 PM,06:18 AM,06:55 PM,22,26,26,24,8,85,90,16.2,1013,28,6,195,5,Nigeria
2020-07-13,25,22,0.0,6.2,5,41,12:29 AM,12:55 PM,06:18 AM,06:55 PM,22,26,26,23,11,83,95,31.0,1012,25,8,217,7,Nigeria
2020-07-14,26,22,0.0,6.2,5,34,01:07 AM,01:40 PM,06:19 AM,06:55 PM,22,26,26,23,12,90,93,26.6,1011,26,7,220,8,Nigeria
2020-07-15,26,21,0.0,6.2,5,26,01:47 AM,02:27 PM,06:19 AM,06:55 PM,22,26,26,23,10,78,92,20.7,1013,26,8,245,6,Nigeria
2020-07-16,25,21,0.0,6.2,5,19,02:29 AM,03:16 PM,06:19 AM,06:55 PM,22,26,26,23,8,82,93,28.6,1013,25,8,249,5,Nigeria
2020-07-17,26,21,0.0,6.2,5,12,03:15 AM,04:08 PM,06:19 AM,06:55 PM,22,26,26,23,6,81,92,6.4,1014,26,7,218,4,Nigeria
2020-07-18,26,21,0.0,6.2,5,5,04:04 AM,05:03 PM,06:20 AM,06:55 PM,22,26,26,23,11,77,92,18.9,1013,26,9,201,6,Nigeria
2020-07-19,23,22,0.0,6.2,5,0,04:58 AM,05:59 PM,06:20 AM,06:55 PM,22,25,25,22,4,78,97,16.6,1012,23,5,214,3,Nigeria
2020-07-20,27,21,0.0,6.2,5,0,05:55 AM,06:56 PM,06:20 AM,06:55 PM,22,26,26,24,8,81,91,12.0,1011,27,6,239,5,Nigeria
2020-07-21,28,21,0.0,6.2,5,2,06:54 AM,07:51 PM,06:20 AM,06:55 PM,22,27,27,24,9,87,91,18.4,1012,28,8,217,6,Nigeria
2020-07-22,28,22,0.0,6.2,5,10,07:53 AM,08:43 PM,06:20 AM,06:55 PM,22,27,27,24,7,84,90,11.1,1012,28,7,222,5,Nigeria
2020-07-23,25,22,0.0,6.2,5,17,08:50 AM,09:33 PM,06:21 AM,06:55 PM,22,26,26,23,10,86,95,73.8,1012,25,6,209,6,Nigeria
2020-07-24,25,22,0.0,7.5,5,24,09:47 AM,10:20 PM,06:21 AM,06:55 PM,22,26,26,23,9,83,94,8.4,1011,25,8,221,6,Nigeria
2020-07-25,25,22,0.0,6.2,5,32,10:41 AM,11:07 PM,06:21 AM,06:54 PM,22,26,26,23,10,85,92,22.3,1012,25,9,262,7,Nigeria
2020-07-26,26,22,0.0,6.2,5,39,11:35 AM,11:53 PM,06:21 AM,06:54 PM,22,26,26,23,7,83,93,7.5,1012,26,10,236,5,Nigeria
2020-07-27,25,22,0.0,6.2,5,46,12:29 PM,No moonset,06:21 AM,06:54 PM,22,26,26,23,6,87,95,11.6,1013,25,8,196,4,Nigeria
2020-07-28,27,21,0.0,6.2,5,53,01:25 PM,12:39 AM,06:21 AM,06:54 PM,22,27,27,24,8,74,92,19.5,1012,27,5,199,5,Nigeria
2020-07-29,27,22,0.0,6.2,5,61,02:21 PM,01:29 AM,06:21 AM,06:54 PM,22,27,27,24,11,83,93,15.5,1013,27,8,201,7,Nigeria
2020-07-30,27,21,0.0,6.2,5,68,03:19 PM,02:20 AM,06:22 AM,06:53 PM,21,25,25,23,8,81,89,2.6,1013,27,9,195,5,Nigeria
2020-07-31,25,21,0.0,6.2,5,72,04:17 PM,03:15 AM,06:22 AM,06:53 PM,22,26,26,23,9,84,93,11.7,1013,25,9,181,6,Nigeria
2020-08-01,28,21,0.0,6.2,5,82,05:15 PM,04:11 AM,06:22 AM,06:53 PM,22,27,27,24,11,86,90,3.0,1013,28,6,192,8,Nigeria
2020-08-02,27,22,0.0,6.2,5,90,06:09 PM,05:08 AM,06:22 AM,06:53 PM,22,26,26,24,10,86,89,3.6,1014,27,10,215,7,Nigeria
2020-08-03,22,20,0.0,6.2,5,97,07:00 PM,06:03 AM,06:22 AM,06:52 PM,21,21,23,21,9,91,97,13.4,1015,22,8,213,6,Nigeria
2020-08-04,26,20,0.0,6.2,5,100,07:47 PM,06:57 AM,06:22 AM,06:52 PM,21,24,24,22,11,85,90,4.6,1015,26,8,213,7,Nigeria
2020-08-05,22,21,0.0,6.2,5,88,08:30 PM,07:48 AM,06:22 AM,06:52 PM,21,21,23,21,5,81,95,6.5,1015,22,6,222,3,Nigeria
2020-08-06,22,20,0.0,6.1,5,81,09:11 PM,08:35 AM,06:22 AM,06:51 PM,21,22,24,22,11,100,96,15.3,1014,22,7,194,7,Nigeria
2020-08-07,21,20,0.0,6.1,5,74,09:49 PM,09:21 AM,06:22 AM,06:51 PM,20,20,22,20,9,99,97,2.4,1015,21,5,172,6,Nigeria
2020-08-08,26,20,0.0,6.1,5,67,10:26 PM,10:06 AM,06:23 AM,06:51 PM,20,23,23,22,8,81,86,1.1,1016,26,8,175,6,Nigeria
2020-08-09,26,20,0.0,6.1,5,59,11:04 PM,10:49 AM,06:23 AM,06:50 PM,20,24,24,23,8,65,84,0.9,1015,26,10,200,6,Nigeria
2020-08-10,26,21,0.0,6.1,5,52,11:42 PM,11:34 AM,06:23 AM,06:50 PM,21,26,26,23,10,86,89,7.8,1013,26,10,209,7,Nigeria
2020-08-11,27,20,0.0,6.1,5,45,No moonrise,12:19 PM,06:23 AM,06:50 PM,20,24,24,23,10,84,86,1.5,1013,27,7,200,7,Nigeria
2020-08-12,28,21,0.0,7.5,6,38,12:22 AM,01:07 PM,06:23 AM,06:49 PM,21,26,26,24,7,65,85,2.2,1014,28,10,204,5,Nigeria
2020-08-13,29,22,0.0,6.1,6,30,01:06 AM,01:57 PM,06:23 AM,06:49 PM,21,27,27,25,11,55,83,13.2,1012,29,10,168,8,Nigeria
2020-08-14,23,22,0.0,6.1,5,23,01:54 AM,02:50 PM,06:23 AM,06:48 PM,22,25,25,23,13,93,98,125.5,1010,23,4,245,9,Nigeria
2020-08-15,25,21,0.0,7.5,5,16,02:45 AM,03:46 PM,06:23 AM,06:48 PM,22,24,24,23,9,84,94,2.4,1011,25,5,205,6,Nigeria
2020-08-16,28,22,0.0,7.5,6,8,03:40 AM,04:42 PM,06:23 AM,06:48 PM,22,27,27,24,9,77,88,1.1,1011,28,9,231,6,Nigeria
2020-08-17,28,22,0.0,7.5,6,1,04:38 AM,05:38 PM,06:23 AM,06:47 PM,23,27,27,24,8,81,92,20.2,1010,28,8,235,5,Nigeria
2020-08-18,24,22,0.0,6.1,5,0,05:38 AM,06:32 PM,06:23 AM,06:47 PM,22,25,25,23,9,92,97,18.5,1011,24,7,219,6,Nigeria
2020-08-19,26,22,0.0,6.1,5,0,06:37 AM,07:24 PM,06:23 AM,06:46 PM,22,26,26,23,7,84,93,13.9,1010,26,9,159,5,Nigeria
2020-08-20,26,22,0.0,6.1,5,6,07:36 AM,08:14 PM,06:23 AM,06:46 PM,22,26,26,24,8,80,92,18.1,1010,26,9,215,6,Nigeria
2020-08-21,28,22,0.0,6.1,5,13,08:32 AM,09:02 PM,06:23 AM,06:45 PM,22,27,27,24,10,83,92,27.1,1010,28,8,209,6,Nigeria
2020-08-22,28,21,0.0,7.5,6,20,09:28 AM,09:49 PM,06:23 AM,06:45 PM,22,27,27,24,9,76,89,9.0,1012,28,6,180,7,Nigeria
2020-08-23,27,22,0.0,6.1,5,28,10:23 AM,10:36 PM,06:23 AM,06:44 PM,22,27,27,24,9,81,92,7.6,1012,27,8,242,6,Nigeria
2020-08-24,22,20,0.0,7.5,5,35,11:20 AM,11:26 PM,06:23 AM,06:44 PM,21,21,24,21,8,87,96,23.0,1012,22,6,212,5,Nigeria
2020-08-25,23,20,0.0,6.1,5,42,12:16 PM,No moonset,06:23 AM,06:43 PM,21,22,23,22,6,95,96,1.3,1012,23,3,187,4,Nigeria
2020-08-26,26,21,0.0,7.5,5,50,01:15 PM,12:17 AM,06:23 AM,06:43 PM,22,25,25,23,4,75,90,9.2,1013,26,7,182,3,Nigeria
2020-08-27,28,22,0.0,6.1,6,57,02:12 PM,01:10 AM,06:23 AM,06:42 PM,22,27,27,24,8,58,88,8.8,1012,28,10,147,5,Nigeria
2020-08-28,25,22,0.0,6.1,5,64,03:09 PM,02:05 AM,06:23 AM,06:42 PM,22,26,26,23,8,82,94,13.8,1012,25,8,253,5,Nigeria
2020-08-29,27,21,0.0,6.1,5,71,04:04 PM,03:01 AM,06:23 AM,06:41 PM,21,26,26,23,8,88,89,5.1,1012,27,8,186,5,Nigeria
2020-08-30,25,22,0.0,6.1,5,79,04:55 PM,03:57 AM,06:22 AM,06:41 PM,22,25,25,23,9,86,95,36.0,1012,25,6,271,5,Nigeria
2020-08-31,24,22,0.0,6.1,5,82,05:43 PM,04:50 AM,06:22 AM,06:40 PM,22,25,25,23,6,80,95,18.8,1012,24,9,219,3,Nigeria
2020-09-01,23,21,0.0,6.1,5,97,06:26 PM,05:42 AM,06:22 AM,06:39 PM,22,24,24,22,8,93,97,25.9,1012,23,7,241,5,Nigeria
2020-09-02,22,21,0.0,6.1,5,100,07:08 PM,06:30 AM,06:22 AM,06:39 PM,21,22,23,22,7,93,98,60.5,1011,22,5,249,5,Nigeria
2020-09-03,26,22,0.0,6.1,5,88,07:47 PM,07:16 AM,06:22 AM,06:38 PM,22,27,27,24,8,74,93,17.8,1012,26,5,180,5,Nigeria
2020-09-04,22,21,0.0,6.1,5,81,08:24 PM,08:01 AM,06:22 AM,06:38 PM,21,22,24,22,11,84,98,71.2,1013,22,5,206,6,Nigeria
2020-09-05,22,21,0.0,6.1,5,73,09:01 PM,08:45 AM,06:22 AM,06:37 PM,21,21,24,21,10,95,99,62.3,1013,22,7,233,6,Nigeria
2020-09-06,22,20,0.0,6.1,5,66,09:40 PM,09:29 AM,06:22 AM,06:37 PM,21,21,22,21,9,95,98,46.9,1011,22,5,194,6,Nigeria
2020-09-07,26,20,0.0,7.5,5,58,10:18 PM,10:14 AM,06:22 AM,06:36 PM,21,24,24,23,8,82,93,10.6,1010,26,7,204,5,Nigeria
2020-09-08,27,22,0.0,6.1,5,50,11:00 PM,11:00 AM,06:22 AM,06:35 PM,23,27,27,24,9,78,92,20.7,1010,27,9,239,6,Nigeria
2020-09-09,24,22,0.0,6.1,5,43,11:46 PM,11:49 AM,06:22 AM,06:35 PM,22,25,25,23,10,93,97,45.1,1012,24,5,233,6,Nigeria
2020-09-10,27,21,0.0,6.1,5,35,No moonrise,12:39 PM,06:21 AM,06:34 PM,22,25,25,23,10,86,92,3.5,1013,27,6,187,7,Nigeria
2020-09-11,28,21,0.0,6.1,6,28,12:34 AM,01:33 PM,06:21 AM,06:34 PM,22,26,26,24,5,80,89,1.9,1011,28,7,176,3,Nigeria
2020-09-12,29,22,0.0,6.1,6,20,01:27 AM,02:27 PM,06:21 AM,06:33 PM,22,27,27,24,5,83,89,19.1,1011,29,6,194,3,Nigeria
2020-09-13,26,22,0.0,6.1,5,13,02:22 AM,03:23 PM,06:21 AM,06:32 PM,22,26,26,23,10,89,95,33.0,1013,26,8,188,6,Nigeria
2020-09-14,25,21,0.0,7.4,5,5,03:21 AM,04:17 PM,06:21 AM,06:32 PM,22,25,25,22,9,83,95,13.6,1014,25,9,177,6,Nigeria
2020-09-15,28,21,0.0,6.1,6,0,04:19 AM,05:10 PM,06:21 AM,06:31 PM,22,26,26,24,7,80,90,8.5,1012,28,7,211,4,Nigeria
2020-09-16,24,22,0.0,6.0,5,0,05:19 AM,06:01 PM,06:21 AM,06:30 PM,22,25,25,23,10,79,96,41.8,1011,24,6,227,5,Nigeria
2020-09-17,26,22,0.0,7.4,5,0,06:16 AM,06:51 PM,06:21 AM,06:30 PM,23,26,26,24,8,85,93,22.7,1012,26,7,198,5,Nigeria
2020-09-18,30,22,0.0,6.0,6,2,07:14 AM,07:40 PM,06:21 AM,06:29 PM,22,28,28,25,6,70,87,14.9,1012,30,8,296,3,Nigeria
2020-09-19,28,23,0.0,7.4,6,10,08:11 AM,08:28 PM,06:21 AM,06:29 PM,23,28,28,25,6,79,89,7.0,1012,28,9,229,4,Nigeria
2020-09-20,27,22,0.0,6.0,5,17,09:09 AM,09:19 PM,06:20 AM,06:28 PM,23,27,27,24,9,83,92,17.6,1012,27,6,201,6,Nigeria
2020-09-21,26,21,0.0,7.4,5,25,10:08 AM,10:10 PM,06:20 AM,06:27 PM,21,25,25,23,7,71,87,0.3,1013,26,10,181,5,Nigeria
2020-09-22,30,21,0.0,6.0,6,32,11:07 AM,11:05 PM,06:20 AM,06:27 PM,22,28,28,25,4,73,84,16.7,1012,30,9,147,2,Nigeria
2020-09-23,29,22,0.0,7.4,6,40,12:07 PM,No moonset,06:20 AM,06:26 PM,23,28,28,25,7,78,88,3.4,1013,29,9,225,5,Nigeria
2020-09-24,27,22,0.0,6.0,6,47,01:05 PM,12:01 AM,06:20 AM,06:26 PM,23,27,27,24,7,82,90,10.3,1013,27,7,206,5,Nigeria
2020-09-25,28,22,0.0,6.0,6,55,02:01 PM,12:57 AM,06:20 AM,06:25 PM,23,27,27,24,8,87,91,20.2,1013,28,6,213,5,Nigeria
2020-09-26,28,22,0.0,6.0,6,62,02:53 PM,01:53 AM,06:20 AM,06:24 PM,22,27,27,24,6,78,90,13.4,1011,28,7,258,4,Nigeria
2020-09-27,27,21,0.0,6.0,5,70,03:41 PM,02:47 AM,06:20 AM,06:24 PM,22,27,27,24,7,74,89,3.8,1011,27,9,233,5,Nigeria
2020-09-28,28,21,0.0,6.0,5,78,04:25 PM,03:38 AM,06:20 AM,06:23 PM,22,26,26,24,7,82,88,5.5,1011,28,10,173,5,Nigeria
2020-09-29,27,21,0.0,6.0,5,85,05:07 PM,04:27 AM,06:20 AM,06:23 PM,22,25,25,23,9,78,93,24.8,1012,27,5,179,6,Nigeria
2020-09-30,28,21,0.0,6.0,5,93,05:46 PM,05:14 AM,06:20 AM,06:22 PM,22,26,26,24,12,83,90,12.9,1012,28,9,172,9,Nigeria
2020-10-01,28,22,0.0,7.4,6,97,06:23 PM,05:58 AM,06:19 AM,06:22 PM,22,27,27,24,7,66,88,2.2,1011,28,7,234,5,Nigeria
2020-10-02,28,22,0.0,6.0,5,100,07:01 PM,06:42 AM,06:19 AM,06:21 PM,22,27,27,24,8,68,89,31.3,1010,28,6,158,5,Nigeria
2020-10-03,27,22,0.0,10.2,5,89,07:39 PM,07:27 AM,06:19 AM,06:20 PM,22,26,26,24,6,51,90,2.3,1012,27,7,159,4,Nigeria
2020-10-04,28,23,0.0,7.4,6,82,08:17 PM,08:11 AM,06:19 AM,06:20 PM,22,28,28,25,9,52,84,8.7,1011,28,9,177,6,Nigeria
2020-10-05,30,22,0.0,6.0,6,74,08:58 PM,08:56 AM,06:19 AM,06:19 PM,23,29,29,26,7,87,87,15.2,1012,30,6,203,4,Nigeria
2020-10-06,27,22,0.0,10.2,5,67,09:41 PM,09:44 AM,06:19 AM,06:19 PM,22,27,27,24,5,55,90,4.7,1012,27,9,183,3,Nigeria
2020-10-07,29,23,0.0,7.4,6,60,10:27 PM,10:33 AM,06:19 AM,06:18 PM,22,28,28,25,8,71,86,11.7,1012,29,9,174,5,Nigeria
2020-10-08,25,22,0.0,6.0,5,53,11:18 PM,11:25 AM,06:19 AM,06:18 PM,22,26,26,24,5,65,93,12.3,1012,25,9,158,3,Nigeria
2020-10-09,29,22,0.0,8.8,6,45,No moonrise,12:18 PM,06:19 AM,06:17 PM,22,28,28,25,9,59,86,4.0,1012,29,9,179,6,Nigeria
2020-10-10,30,22,0.0,8.8,6,38,12:11 AM,01:12 PM,06:19 AM,06:17 PM,22,28,28,25,8,69,87,26.9,1012,30,8,211,5,Nigeria
2020-10-11,29,22,0.0,8.8,6,31,01:07 AM,02:05 PM,06:19 AM,06:16 PM,22,28,28,25,7,70,85,8.8,1012,29,8,221,5,Nigeria
2020-10-12,31,22,0.0,10.2,6,23,02:04 AM,02:57 PM,06:19 AM,06:16 PM,22,30,30,26,6,56,84,1.4,1011,31,10,213,4,Nigeria
2020-10-13,28,22,0.0,7.4,6,16,03:01 AM,03:48 PM,06:19 AM,06:15 PM,23,28,28,25,8,64,90,1.4,1011,28,9,190,6,Nigeria
2020-10-14,29,22,0.0,6.0,6,9,03:58 AM,04:37 PM,06:19 AM,06:15 PM,23,28,28,25,7,68,89,9.9,1012,29,9,193,5,Nigeria
2020-10-15,30,22,0.0,10.2,6,2,04:55 AM,05:26 PM,06:19 AM,06:14 PM,22,28,28,25,5,57,82,8.3,1012,30,8,173,4,Nigeria
2020-10-16,30,23,0.0,8.8,6,0,05:53 AM,06:14 PM,06:19 AM,06:14 PM,23,29,29,25,7,75,86,13.8,1011,30,8,178,4,Nigeria
2020-10-17,32,22,0.0,10.2,6,0,06:51 AM,07:05 PM,06:19 AM,06:13 PM,23,29,29,26,6,61,83,9.1,1011,32,9,175,4,Nigeria
2020-10-18,30,22,0.0,10.2,6,5,07:51 AM,07:57 PM,06:19 AM,06:13 PM,22,29,29,26,7,51,81,2.3,1010,30,10,184,4,Nigeria
2020-10-19,31,22,0.0,7.4,6,13,08:52 AM,08:52 PM,06:19 AM,06:13 PM,22,29,29,26,7,59,81,1.4,1010,31,9,166,4,Nigeria
2020-10-20,32,23,0.0,11.6,6,20,09:54 AM,09:50 PM,06:19 AM,06:12 PM,22,30,30,27,6,48,77,3.6,1011,32,10,149,4,Nigeria
2020-10-21,30,23,0.0,7.4,6,27,10:56 AM,10:49 PM,06:19 AM,06:12 PM,22,29,29,26,6,55,81,3.0,1011,30,9,158,4,Nigeria
2020-10-22,34,23,0.0,11.6,7,35,11:54 AM,11:47 PM,06:19 AM,06:11 PM,20,31,31,28,6,7,66,0.0,1011,34,10,143,3,Nigeria
2020-10-23,34,23,0.0,11.6,7,42,12:49 PM,No moonset,06:19 AM,06:11 PM,19,31,31,28,5,5,64,0.0,1011,34,10,178,3,Nigeria
2020-10-24,30,23,0.0,6.0,6,49,01:40 PM,12:42 AM,06:20 AM,06:11 PM,22,28,28,26,8,47,81,0.9,1011,30,8,190,5,Nigeria
2020-10-25,34,23,0.0,11.6,7,56,02:25 PM,01:35 AM,06:20 AM,06:10 PM,20,31,31,28,5,7,65,0.0,1010,34,10,130,3,Nigeria
2020-10-26,34,22,0.0,11.6,7,64,03:07 PM,02:24 AM,06:20 AM,06:10 PM,20,30,30,27,5,7,67,0.0,1009,34,10,153,3,Nigeria
2020-10-27,33,23,0.0,11.6,7,71,03:47 PM,03:12 AM,06:20 AM,06:10 PM,19,30,30,27,7,11,61,0.0,1009,33,10,147,4,Nigeria
2020-10-28,35,23,0.0,11.6,8,78,04:24 PM,03:57 AM,06:20 AM,06:09 PM,17,31,31,29,6,7,53,0.0,1010,35,10,108,3,Nigeria
2020-10-29,34,22,0.0,11.6,7,85,05:01 PM,04:40 AM,06:20 AM,06:09 PM,16,30,30,28,6,5,52,0.0,1010,34,10,170,3,Nigeria
2020-10-30,35,23,0.0,11.6,8,93,05:39 PM,05:25 AM,06:20 AM,06:09 PM,17,31,31,29,5,5,53,0.0,1010,35,10,128,3,Nigeria
2020-10-31,35,24,0.0,11.6,8,97,06:16 PM,06:08 AM,06:21 AM,06:09 PM,17,31,31,30,7,6,51,0.0,1010,35,10,158,4,Nigeria
2020-11-01,35,23,0.0,11.6,8,89,06:57 PM,06:54 AM,06:21 AM,06:08 PM,15,31,31,29,6,8,46,0.0,1009,35,10,134,4,Nigeria
2020-11-02,35,23,0.0,11.6,8,81,07:39 PM,07:41 AM,06:21 AM,06:08 PM,15,31,31,29,7,7,46,0.0,1010,35,10,111,4,Nigeria
2020-11-03,36,22,0.0,11.6,8,74,08:25 PM,08:30 AM,06:21 AM,06:08 PM,13,30,30,29,11,12,41,0.0,1011,36,10,74,7,Nigeria
2020-11-04,35,23,0.0,11.6,8,66,09:14 PM,09:21 AM,06:21 AM,06:08 PM,14,30,30,29,9,13,44,0.0,1010,35,10,96,6,Nigeria
2020-11-05,36,24,0.0,11.6,8,58,10:05 PM,10:13 AM,06:22 AM,06:08 PM,14,31,31,30,5,9,42,0.0,1010,36,10,96,3,Nigeria
2020-11-06,36,22,0.0,11.6,8,51,10:59 PM,11:06 AM,06:22 AM,06:08 PM,10,30,30,30,11,7,34,0.0,1011,36,10,58,7,Nigeria
2020-11-07,34,21,0.0,11.6,7,43,11:54 PM,11:58 AM,06:22 AM,06:07 PM,12,29,29,28,7,6,40,0.0,1012,34,10,123,5,Nigeria
2020-11-08,34,22,0.0,11.6,7,36,No moonrise,12:49 PM,06:22 AM,06:07 PM,12,30,30,28,8,7,39,0.0,1012,34,10,129,5,Nigeria
2020-11-09,35,23,0.0,11.6,8,28,12:49 AM,01:39 PM,06:23 AM,06:07 PM,14,30,30,29,6,14,44,0.0,1012,35,10,138,4,Nigeria
2020-11-10,34,24,0.0,11.6,7,21,01:45 AM,02:26 PM,06:23 AM,06:07 PM,17,30,30,28,7,13,52,0.0,1011,34,10,129,5,Nigeria
2020-11-11,35,24,0.0,11.6,7,13,02:40 AM,03:13 PM,06:23 AM,06:07 PM,15,31,31,30,7,23,45,0.0,1011,35,10,159,5,Nigeria
2020-11-12,36,24,0.0,11.6,8,6,03:35 AM,04:00 PM,06:24 AM,06:07 PM,11,30,30,30,10,12,34,0.0,1011,36,10,112,6,Nigeria
2020-11-13,37,25,0.0,11.6,8,0,04:31 AM,04:49 PM,06:24 AM,06:07 PM,9,31,31,31,12,9,30,0.0,1010,37,10,71,7,Nigeria
2020-11-14,37,24,0.0,11.6,8,0,05:30 AM,05:40 PM,06:24 AM,06:07 PM,11,31,31,31,10,9,34,0.0,1010,37,10,85,6,Nigeria
2020-11-15,36,24,0.0,11.6,8,0,06:30 AM,06:34 PM,06:25 AM,06:07 PM,13,31,31,30,9,7,38,0.0,1010,36,10,109,5,Nigeria
2020-11-16,36,25,0.0,11.6,8,2,07:34 AM,07:32 PM,06:25 AM,06:07 PM,8,30,30,30,14,5,29,0.0,1010,36,10,89,9,Nigeria
2020-11-17,36,24,0.0,11.6,8,9,08:37 AM,08:32 PM,06:25 AM,06:07 PM,8,30,30,30,11,6,29,0.0,1011,36,10,109,7,Nigeria
2020-11-18,36,24,0.0,11.6,8,17,09:40 AM,09:33 PM,06:26 AM,06:07 PM,7,30,30,30,13,5,27,0.0,1010,36,10,103,8,Nigeria
2020-11-19,35,23,0.0,11.6,8,24,10:38 AM,10:32 PM,06:26 AM,06:07 PM,7,29,29,29,13,3,28,0.0,1009,35,10,123,7,Nigeria
2020-11-20,35,22,0.0,11.6,8,32,11:33 AM,11:28 PM,06:26 AM,06:07 PM,11,30,30,29,9,9,37,0.0,1009,35,10,115,5,Nigeria
2020-11-21,37,23,0.0,11.6,8,39,12:21 PM,No moonset,06:27 AM,06:07 PM,10,31,31,30,9,10,32,0.0,1010,37,10,125,5,Nigeria
2020-11-22,36,24,0.0,11.6,8,47,01:06 PM,12:19 AM,06:27 AM,06:07 PM,10,31,31,30,11,5,32,0.0,1010,36,10,136,6,Nigeria
2020-11-23,35,23,0.0,11.6,8,54,01:46 PM,01:08 AM,06:28 AM,06:07 PM,10,30,30,30,9,5,34,0.0,1011,35,10,130,5,Nigeria
2020-11-24,36,23,0.0,11.6,8,62,02:24 PM,01:54 AM,06:28 AM,06:08 PM,14,31,31,30,7,21,42,0.0,1010,36,10,190,5,Nigeria
