date_time,Aruba_maxtempC,Aruba_mintempC,Aruba_totalSnow_cm,Aruba_sunHour,Aruba_uvIndex,Aruba_moon_illumination,Aruba_moonrise,Aruba_moonset,Aruba_sunrise,Aruba_sunset,Aruba_DewPointC,Aruba_FeelsLikeC,Aruba_HeatIndexC,Aruba_WindChillC,Aruba_WindGustKmph,Aruba_cloudcover,Aruba_humidity,Aruba_precipMM,Aruba_pressure,Aruba_tempC,Aruba_visibility,Aruba_winddirDegree,Aruba_windspeedKmph,Aruba_location
2020-05-20,27,23,0.0,8.9,6,4,04:49 AM,05:28 PM,06:14 AM,06:59 PM,24,30,30,26,51,51,84,0.5,1012,27,10,90,36,Aruba
2020-05-21,27,21,0.0,10.3,6,0,05:28 AM,06:16 PM,06:14 AM,06:59 PM,25,30,30,26,56,59,87,0.2,1011,27,10,89,38,Aruba
2020-05-22,27,23,0.0,9.0,6,0,06:09 AM,07:06 PM,06:14 AM,07:00 PM,25,31,31,26,57,69,87,0.4,1011,27,10,92,39,Aruba
2020-05-23,27,21,0.0,9.0,6,3,06:54 AM,07:59 PM,06:14 AM,07:00 PM,24,29,29,25,59,61,86,0.6,1011,27,10,91,41,Aruba
2020-05-24,27,22,0.0,10.3,6,10,07:43 AM,08:53 PM,06:14 AM,07:00 PM,24,30,30,26,58,41,84,0.1,1011,27,10,94,41,Aruba
2020-05-25,27,23,0.0,9.0,6,17,08:35 AM,09:49 PM,06:14 AM,07:01 PM,24,30,30,26,57,51,84,0.1,1010,27,10,94,40,Aruba
2020-05-26,27,23,0.0,9.0,6,25,09:31 AM,10:43 PM,06:14 AM,07:01 PM,25,30,30,26,58,47,86,0.1,1010,27,10,89,40,Aruba
2020-05-27,27,20,0.0,11.6,7,32,10:27 AM,11:35 PM,06:14 AM,07:01 PM,25,29,29,25,59,29,87,0.0,1009,27,10,88,40,Aruba
2020-05-28,27,21,0.0,11.6,7,39,11:25 AM,No moonset,06:13 AM,07:02 PM,25,31,31,27,60,20,86,0.0,1009,27,10,90,41,Aruba
2020-05-29,27,23,0.0,9.0,6,47,12:22 PM,12:25 AM,06:13 AM,07:02 PM,24,30,30,27,51,52,84,0.4,1011,27,10,95,35,Aruba
2020-05-30,27,21,0.0,10.3,6,54,01:19 PM,01:13 AM,06:13 AM,07:02 PM,24,30,30,26,53,45,84,0.2,1011,27,10,94,37,Aruba
2020-05-31,27,26,0.0,7.7,6,58,02:14 PM,01:58 AM,06:13 AM,07:02 PM,24,31,31,27,51,59,83,0.2,1012,27,10,89,35,Aruba
2020-06-01,27,24,0.0,9.0,6,71,03:11 PM,02:43 AM,06:13 AM,07:03 PM,24,31,31,27,49,59,85,0.4,1013,27,10,90,34,Aruba
2020-06-02,27,27,0.0,9.0,6,79,04:08 PM,03:29 AM,06:13 AM,07:03 PM,23,30,30,27,53,44,79,0.4,1012,27,10,95,37,Aruba
2020-06-03,27,25,0.0,11.6,6,86,05:07 PM,04:15 AM,06:13 AM,07:03 PM,23,30,30,27,57,45,81,0.4,1011,27,10,94,39,Aruba
2020-06-04,27,26,0.0,10.3,6,94,06:08 PM,05:05 AM,06:14 AM,07:04 PM,24,31,31,27,60,54,82,0.4,1012,27,10,96,41,Aruba
2020-06-05,28,23,0.0,7.7,6,100,07:10 PM,05:58 AM,06:14 AM,07:04 PM,24,30,30,26,63,63,83,0.7,1012,28,10,94,42,Aruba
2020-06-06,27,23,0.0,7.7,6,100,08:11 PM,06:54 AM,06:14 AM,07:04 PM,24,31,31,27,59,69,84,0.5,1012,27,10,91,39,Aruba
2020-06-07,28,27,0.0,10.3,6,84,09:10 PM,07:52 AM,06:14 AM,07:04 PM,25,32,32,27,54,45,85,0.4,1011,28,10,93,36,Aruba
2020-06-08,27,23,0.0,9.0,6,76,10:04 PM,08:50 AM,06:14 AM,07:05 PM,25,31,31,26,51,57,86,0.4,1011,27,10,89,35,Aruba
2020-06-09,28,21,0.0,9.0,6,69,10:54 PM,09:47 AM,06:14 AM,07:05 PM,25,31,31,27,45,63,85,0.1,1011,28,10,85,31,Aruba
2020-06-10,27,27,0.0,7.7,6,61,11:39 PM,10:40 AM,06:14 AM,07:05 PM,25,32,32,27,45,69,85,12.8,1011,27,9,84,29,Aruba
2020-06-11,27,27,0.0,10.3,6,54,No moonrise,11:32 AM,06:14 AM,07:06 PM,24,31,31,27,41,59,85,0.2,1011,27,10,89,28,Aruba
2020-06-12,27,26,0.0,7.7,6,46,12:20 AM,12:19 PM,06:14 AM,07:06 PM,24,30,30,27,42,54,82,0.2,1011,27,10,86,29,Aruba
2020-06-13,28,24,0.0,10.3,6,38,12:59 AM,01:06 PM,06:14 AM,07:06 PM,24,31,31,27,45,41,84,0.2,1010,28,10,93,31,Aruba
2020-06-14,28,25,0.0,7.7,6,31,01:36 AM,01:51 PM,06:15 AM,07:06 PM,24,31,31,27,58,54,84,0.2,1011,28,10,94,39,Aruba
2020-06-15,28,23,0.0,9.0,6,23,02:11 AM,02:36 PM,06:15 AM,07:07 PM,25,31,31,27,63,58,84,0.5,1011,28,10,92,42,Aruba
2020-06-16,28,23,0.0,9.0,6,16,02:48 AM,03:22 PM,06:15 AM,07:07 PM,24,31,31,27,60,53,84,0.5,1011,28,10,91,40,Aruba
2020-06-17,27,27,0.0,11.6,6,8,03:26 AM,04:09 PM,06:15 AM,07:07 PM,24,31,31,27,54,41,82,0.3,1011,27,10,93,37,Aruba
2020-06-18,28,21,0.0,10.3,6,1,04:05 AM,04:59 PM,06:15 AM,07:07 PM,24,31,31,27,59,50,84,0.4,1011,28,10,87,39,Aruba
2020-06-19,28,22,0.0,10.3,6,0,04:49 AM,05:51 PM,06:16 AM,07:08 PM,25,31,31,27,57,52,84,0.4,1011,28,10,90,38,Aruba
2020-06-20,28,23,0.0,9.0,6,0,05:37 AM,06:46 PM,06:16 AM,07:08 PM,24,30,30,26,60,50,83,0.2,1011,28,10,93,41,Aruba
2020-06-21,28,22,0.0,11.6,7,0,06:28 AM,07:42 PM,06:16 AM,07:08 PM,25,31,31,27,64,32,84,0.0,1012,28,10,95,43,Aruba
2020-06-22,28,24,0.0,9.0,6,7,07:24 AM,08:37 PM,06:16 AM,07:08 PM,24,31,31,27,66,56,82,0.4,1012,28,10,92,44,Aruba
2020-06-23,27,27,0.0,10.3,6,14,08:21 AM,09:32 PM,06:16 AM,07:09 PM,24,31,31,27,62,49,83,1.9,1012,27,10,90,42,Aruba
2020-06-24,27,21,0.0,11.6,6,22,09:20 AM,10:23 PM,06:17 AM,07:09 PM,24,30,30,26,53,32,83,0.2,1012,27,10,89,36,Aruba
2020-06-25,27,27,0.0,9.0,6,29,10:18 AM,11:11 PM,06:17 AM,07:09 PM,24,31,31,27,54,51,83,1.0,1012,27,10,93,37,Aruba
2020-06-26,27,27,0.0,11.6,6,37,11:15 AM,11:57 PM,06:17 AM,07:09 PM,24,31,31,27,57,51,85,0.3,1012,27,10,88,38,Aruba
2020-06-27,27,23,0.0,9.0,6,44,12:10 PM,No moonset,06:17 AM,07:09 PM,24,30,30,26,56,54,84,0.6,1011,27,10,88,38,Aruba
2020-06-28,27,27,0.0,6.5,6,52,01:05 PM,12:42 AM,06:18 AM,07:09 PM,24,31,31,27,57,70,85,2.3,1011,27,10,85,38,Aruba
2020-06-29,27,27,0.0,9.0,6,59,02:00 PM,01:26 AM,06:18 AM,07:09 PM,24,31,31,27,48,59,85,0.5,1011,27,10,94,32,Aruba
2020-06-30,27,25,0.0,10.3,6,67,02:57 PM,02:11 AM,06:18 AM,07:10 PM,24,30,30,27,50,30,84,0.2,1011,27,10,91,34,Aruba
2020-07-01,27,21,0.0,11.6,6,72,03:55 PM,02:58 AM,06:18 AM,07:10 PM,24,29,29,26,52,51,85,0.2,1010,27,10,88,35,Aruba
2020-07-02,27,24,0.0,11.6,6,79,04:55 PM,03:48 AM,06:19 AM,07:10 PM,24,31,31,27,59,45,85,0.2,1010,27,10,94,39,Aruba
2020-07-03,27,27,0.0,7.7,6,86,05:56 PM,04:41 AM,06:19 AM,07:10 PM,24,31,31,27,59,57,84,0.9,1010,27,10,92,39,Aruba
2020-07-04,27,24,0.0,10.3,6,94,06:55 PM,05:38 AM,06:19 AM,07:10 PM,24,30,30,27,57,50,80,0.7,1011,27,10,95,39,Aruba
2020-07-05,27,27,0.0,7.7,6,100,07:52 PM,06:35 AM,06:20 AM,07:10 PM,24,31,31,27,48,60,84,1.0,1011,27,10,93,33,Aruba
2020-07-06,28,25,0.0,9.0,6,100,08:44 PM,07:33 AM,06:20 AM,07:10 PM,24,31,31,27,51,53,82,0.7,1012,28,10,88,34,Aruba
2020-07-07,28,23,0.0,9.0,6,85,09:32 PM,08:29 AM,06:20 AM,07:10 PM,25,31,31,27,44,65,85,1.3,1011,28,10,85,30,Aruba
2020-07-08,28,24,0.0,11.6,7,77,10:15 PM,09:22 AM,06:20 AM,07:10 PM,25,31,31,27,51,29,84,0.0,1010,28,10,93,35,Aruba
2020-07-09,28,23,0.0,11.6,6,70,10:55 PM,10:11 AM,06:21 AM,07:10 PM,24,31,31,27,61,42,82,0.2,1011,28,10,95,42,Aruba
2020-07-10,28,28,0.0,10.3,6,63,11:33 PM,10:59 AM,06:21 AM,07:10 PM,24,32,32,28,57,47,81,0.4,1012,28,10,91,39,Aruba
2020-07-11,28,28,0.0,9.0,6,55,No moonrise,11:45 AM,06:21 AM,07:10 PM,24,32,32,28,59,60,81,2.4,1011,28,10,92,40,Aruba
2020-07-12,27,27,0.0,10.3,6,48,12:09 AM,12:30 PM,06:21 AM,07:10 PM,24,31,31,27,53,47,83,0.3,1011,27,10,89,36,Aruba
2020-07-13,27,27,0.0,11.6,7,41,12:45 AM,01:16 PM,06:22 AM,07:10 PM,24,31,31,27,55,33,87,0.0,1012,27,10,92,37,Aruba
2020-07-14,27,27,0.0,9.0,6,34,01:22 AM,02:02 PM,06:22 AM,07:10 PM,24,31,31,27,54,41,85,0.6,1012,27,10,90,36,Aruba
2020-07-15,27,27,0.0,9.0,6,26,02:01 AM,02:50 PM,06:22 AM,07:10 PM,24,31,31,27,51,57,84,0.4,1011,27,10,87,34,Aruba
2020-07-16,27,27,0.0,9.0,6,19,02:42 AM,03:41 PM,06:23 AM,07:10 PM,24,30,30,27,52,47,83,0.3,1010,27,10,89,36,Aruba
2020-07-17,28,21,0.0,11.6,6,12,03:28 AM,04:34 PM,06:23 AM,07:10 PM,24,30,30,26,57,36,85,0.0,1010,28,10,88,38,Aruba
2020-07-18,28,28,0.0,9.0,6,5,04:18 AM,05:30 PM,06:23 AM,07:10 PM,25,32,32,28,58,60,84,0.5,1009,28,10,87,40,Aruba
2020-07-19,28,28,0.0,10.3,6,0,05:13 AM,06:27 PM,06:23 AM,07:09 PM,25,32,32,28,56,47,83,0.4,1009,28,10,89,39,Aruba
2020-07-20,28,26,0.0,10.3,6,0,06:10 AM,07:23 PM,06:24 AM,07:09 PM,25,32,32,28,61,42,84,0.1,1008,28,10,89,42,Aruba
2020-07-21,28,23,0.0,11.6,6,2,07:10 AM,08:16 PM,06:24 AM,07:09 PM,25,31,31,27,56,40,83,0.1,1009,28,10,90,39,Aruba
2020-07-22,28,28,0.0,10.3,6,10,08:09 AM,09:07 PM,06:24 AM,07:09 PM,25,33,33,28,57,45,81,0.1,1010,28,10,92,39,Aruba
2020-07-23,28,28,0.0,9.0,6,17,09:08 AM,09:55 PM,06:24 AM,07:09 PM,24,32,32,28,50,64,80,0.9,1010,28,10,91,35,Aruba
2020-07-24,28,23,0.0,9.0,6,24,10:05 AM,10:40 PM,06:25 AM,07:09 PM,24,31,31,27,56,57,80,12.1,1010,28,9,93,38,Aruba
2020-07-25,28,24,0.0,10.3,6,32,11:01 AM,11:25 PM,06:25 AM,07:08 PM,24,31,31,27,49,38,82,0.2,1011,28,10,93,33,Aruba
2020-07-26,28,24,0.0,7.7,6,39,11:57 AM,No moonset,06:25 AM,07:08 PM,24,31,31,27,50,65,80,3.5,1012,28,9,80,36,Aruba
2020-07-27,28,23,0.0,11.6,6,46,12:52 PM,12:09 AM,06:25 AM,07:08 PM,25,31,31,27,57,42,82,1.9,1011,28,9,89,40,Aruba
2020-07-28,28,27,0.0,11.6,6,53,01:49 PM,12:55 AM,06:25 AM,07:08 PM,24,32,32,28,49,37,83,0.2,1011,28,10,89,34,Aruba
2020-07-29,28,28,0.0,11.6,6,61,02:47 PM,01:44 AM,06:26 AM,07:07 PM,25,33,33,28,51,45,84,0.3,1011,28,10,84,35,Aruba
2020-07-30,28,28,0.0,9.0,6,68,03:47 PM,02:35 AM,06:26 AM,07:07 PM,24,32,32,28,44,49,83,0.4,1010,28,10,79,30,Aruba
2020-07-31,28,25,0.0,11.6,7,72,04:45 PM,03:29 AM,06:26 AM,07:07 PM,25,33,33,28,55,26,83,0.7,1008,28,10,101,36,Aruba
2020-08-01,28,28,0.0,11.6,7,82,05:42 PM,04:25 AM,06:26 AM,07:06 PM,25,33,33,28,53,22,85,0.0,1009,28,10,91,38,Aruba
2020-08-02,28,28,0.0,11.6,7,90,06:35 PM,05:22 AM,06:26 AM,07:06 PM,25,33,33,28,51,28,83,0.0,1009,28,10,85,35,Aruba
2020-08-03,29,25,0.0,11.6,7,97,07:25 PM,06:18 AM,06:27 AM,07:06 PM,25,33,33,28,51,17,79,0.1,1010,29,10,98,34,Aruba
2020-08-04,29,24,0.0,11.6,7,100,08:09 PM,07:12 AM,06:27 AM,07:05 PM,24,33,33,28,58,11,77,0.0,1011,29,10,98,39,Aruba
2020-08-05,29,25,0.0,11.6,7,88,08:51 PM,08:03 AM,06:27 AM,07:05 PM,25,32,32,27,65,22,80,0.0,1011,29,10,91,45,Aruba
2020-08-06,28,26,0.0,9.0,6,81,09:30 PM,08:52 AM,06:27 AM,07:05 PM,24,32,32,28,58,47,81,1.8,1011,28,10,88,42,Aruba
2020-08-07,29,22,0.0,11.6,6,74,10:06 PM,09:39 AM,06:27 AM,07:04 PM,25,32,32,28,60,40,81,0.0,1011,29,9,84,42,Aruba
2020-08-08,29,28,0.0,11.6,7,67,10:42 PM,10:24 AM,06:27 AM,07:04 PM,25,34,34,28,64,33,82,0.0,1012,29,10,94,43,Aruba
2020-08-09,28,23,0.0,9.0,6,59,11:19 PM,11:09 AM,06:28 AM,07:03 PM,25,32,32,27,60,56,82,0.5,1012,28,10,90,41,Aruba
2020-08-10,28,28,0.0,11.6,6,52,11:56 PM,11:55 AM,06:28 AM,07:03 PM,25,33,33,28,56,37,84,0.1,1010,28,10,89,39,Aruba
2020-08-11,28,28,0.0,10.3,6,45,No moonrise,12:42 PM,06:28 AM,07:02 PM,25,32,32,28,54,50,84,0.6,1009,28,10,88,36,Aruba
2020-08-12,28,28,0.0,7.7,6,38,12:36 AM,01:31 PM,06:28 AM,07:02 PM,25,33,33,28,51,59,84,1.2,1009,28,10,84,36,Aruba
2020-08-13,28,25,0.0,11.6,6,30,01:20 AM,02:23 PM,06:28 AM,07:01 PM,25,33,33,28,54,51,84,0.6,1008,28,10,89,38,Aruba
2020-08-14,28,28,0.0,9.0,6,23,02:07 AM,03:17 PM,06:28 AM,07:01 PM,25,33,33,28,52,69,81,0.7,1008,28,10,90,38,Aruba
2020-08-15,28,28,0.0,11.6,7,16,02:59 AM,04:13 PM,06:28 AM,07:00 PM,24,32,32,28,45,26,81,0.3,1008,28,10,86,32,Aruba
2020-08-16,28,24,0.0,10.3,6,8,03:55 AM,05:09 PM,06:28 AM,07:00 PM,25,33,33,28,46,52,85,0.7,1009,28,10,89,33,Aruba
2020-08-17,28,28,0.0,7.5,6,1,04:54 AM,06:04 PM,06:28 AM,06:59 PM,25,33,33,28,40,60,84,0.4,1010,28,10,88,28,Aruba
2020-08-18,28,28,0.0,10.2,6,0,05:55 AM,06:57 PM,06:29 AM,06:59 PM,25,33,33,28,36,57,83,1.4,1009,28,10,72,25,Aruba
2020-08-19,28,28,0.0,7.5,6,0,06:55 AM,07:47 PM,06:29 AM,06:58 PM,25,33,33,28,39,69,82,15.0,1008,28,9,88,25,Aruba
2020-08-20,29,28,0.0,11.6,7,6,07:54 AM,08:35 PM,06:29 AM,06:58 PM,25,34,34,28,53,47,83,0.1,1009,29,10,91,36,Aruba
2020-08-21,28,28,0.0,10.2,6,13,08:52 AM,09:21 PM,06:29 AM,06:57 PM,25,33,33,28,39,48,84,0.3,1009,28,10,75,27,Aruba
2020-08-22,28,28,0.0,11.6,6,20,09:50 AM,10:07 PM,06:29 AM,06:56 PM,25,33,33,28,30,48,83,1.0,1009,28,10,81,21,Aruba
2020-08-23,29,24,0.0,11.6,7,28,10:46 AM,10:53 PM,06:29 AM,06:56 PM,25,32,32,28,51,28,80,4.3,1010,29,10,102,33,Aruba
2020-08-24,28,28,0.0,11.6,7,35,11:44 AM,11:41 PM,06:29 AM,06:55 PM,25,33,33,28,53,21,80,0.0,1010,28,10,93,37,Aruba
2020-08-25,28,27,0.0,10.2,6,42,12:42 PM,No moonset,06:29 AM,06:55 PM,25,33,33,28,49,54,81,0.2,1009,28,10,91,34,Aruba
2020-08-26,29,24,0.0,8.9,6,50,01:42 PM,12:31 AM,06:29 AM,06:54 PM,25,33,33,28,53,61,81,0.6,1009,29,10,96,36,Aruba
2020-08-27,29,23,0.0,10.2,6,57,02:40 PM,01:25 AM,06:29 AM,06:53 PM,25,32,32,27,53,45,81,0.2,1011,29,10,91,36,Aruba
2020-08-28,29,28,0.0,7.5,6,64,03:37 PM,02:20 AM,06:29 AM,06:53 PM,25,34,34,29,53,60,83,0.5,1011,29,10,90,35,Aruba
2020-08-29,29,26,0.0,6.1,6,71,04:30 PM,03:16 AM,06:29 AM,06:52 PM,25,33,33,28,46,68,79,3.3,1011,29,9,81,30,Aruba
2020-08-30,28,28,0.0,11.6,6,79,05:20 PM,04:11 AM,06:29 AM,06:52 PM,24,32,32,28,34,42,78,0.6,1011,28,10,73,24,Aruba
2020-08-31,28,27,0.0,8.9,6,82,06:06 PM,05:05 AM,06:29 AM,06:51 PM,24,31,31,28,31,51,81,2.1,1010,28,10,81,22,Aruba
2020-09-01,28,24,0.0,11.6,7,97,06:48 PM,05:57 AM,06:29 AM,06:50 PM,25,32,32,28,34,27,82,0.3,1010,28,10,95,23,Aruba
2020-09-02,28,27,0.0,10.2,6,100,07:27 PM,06:46 AM,06:29 AM,06:50 PM,25,32,32,28,37,55,83,2.7,1009,28,10,82,25,Aruba
2020-09-03,28,25,0.0,6.1,6,88,08:04 PM,07:34 AM,06:29 AM,06:49 PM,24,31,31,27,28,77,78,11.3,1008,28,9,134,19,Aruba
2020-09-04,29,23,0.0,8.8,6,81,08:41 PM,08:19 AM,06:29 AM,06:48 PM,25,33,33,28,49,60,79,8.1,1009,29,10,96,33,Aruba
2020-09-05,29,25,0.0,10.2,6,73,09:17 PM,09:04 AM,06:29 AM,06:48 PM,25,33,33,28,50,46,81,0.5,1010,29,10,91,35,Aruba
2020-09-06,29,24,0.0,11.6,6,66,09:54 PM,09:50 AM,06:29 AM,06:47 PM,25,32,32,27,55,47,82,0.2,1009,29,10,92,37,Aruba
2020-09-07,29,28,0.0,11.6,7,58,10:32 PM,10:36 AM,06:29 AM,06:46 PM,25,33,33,28,43,45,81,0.1,1007,29,10,88,30,Aruba
2020-09-08,29,26,0.0,7.5,6,50,11:14 PM,11:24 AM,06:29 AM,06:45 PM,25,33,33,28,39,71,81,3.4,1007,29,9,82,27,Aruba
2020-09-09,29,27,0.0,6.1,6,43,11:59 PM,12:14 PM,06:29 AM,06:45 PM,25,34,34,28,46,73,81,21.9,1009,29,8,89,28,Aruba
2020-09-10,29,29,0.0,8.8,6,35,No moonrise,01:06 PM,06:29 AM,06:44 PM,25,34,34,29,40,62,79,5.8,1010,29,9,87,27,Aruba
2020-09-11,29,28,0.0,11.6,6,28,12:47 AM,02:00 PM,06:29 AM,06:43 PM,25,33,33,28,37,50,81,0.2,1009,29,10,82,27,Aruba
2020-09-12,28,24,0.0,10.2,6,20,01:41 AM,02:55 PM,06:29 AM,06:43 PM,25,32,32,27,32,44,81,0.6,1007,28,10,78,24,Aruba
2020-09-13,30,26,0.0,11.6,6,13,02:37 AM,03:50 PM,06:29 AM,06:42 PM,26,34,34,29,35,46,81,4.2,1008,30,10,92,24,Aruba
2020-09-14,29,26,0.0,11.6,6,5,03:37 AM,04:43 PM,06:29 AM,06:41 PM,26,35,35,29,42,47,82,4.5,1010,29,10,102,27,Aruba
2020-09-15,29,29,0.0,11.6,7,0,04:36 AM,05:34 PM,06:29 AM,06:41 PM,25,35,35,29,48,12,82,0.0,1011,29,10,94,33,Aruba
2020-09-16,29,28,0.0,8.8,6,0,05:37 AM,06:23 PM,06:29 AM,06:40 PM,25,34,34,29,45,55,80,0.3,1010,29,10,89,32,Aruba
2020-09-17,29,28,0.0,8.8,6,0,06:36 AM,07:11 PM,06:29 AM,06:39 PM,25,34,34,29,44,59,80,4.8,1010,29,10,85,30,Aruba
2020-09-18,29,28,0.0,8.8,6,2,07:35 AM,07:58 PM,06:29 AM,06:38 PM,25,33,33,28,29,47,80,0.6,1010,29,10,73,20,Aruba
2020-09-19,29,28,0.0,11.6,6,10,08:34 AM,08:45 PM,06:29 AM,06:38 PM,23,32,32,28,20,30,73,0.2,1010,29,10,73,14,Aruba
2020-09-20,29,24,0.0,8.8,6,17,09:34 AM,09:35 PM,06:29 AM,06:37 PM,25,32,32,28,31,58,80,2.2,1009,29,10,79,22,Aruba
2020-09-21,29,26,0.0,8.8,6,25,10:34 AM,10:26 PM,06:29 AM,06:36 PM,26,35,35,29,46,71,81,39.1,1009,29,7,102,26,Aruba
2020-09-22,29,29,0.0,11.6,7,32,11:35 AM,11:20 PM,06:29 AM,06:36 PM,26,36,36,29,43,39,84,1.3,1009,29,10,100,29,Aruba
2020-09-23,29,29,0.0,8.8,6,40,12:34 PM,No moonset,06:29 AM,06:35 PM,26,36,36,29,47,49,84,0.3,1009,29,10,96,32,Aruba
2020-09-24,29,28,0.0,10.2,6,47,01:33 PM,12:15 AM,06:29 AM,06:34 PM,26,35,35,29,52,39,84,0.2,1010,29,10,91,36,Aruba
2020-09-25,29,29,0.0,11.6,7,55,02:27 PM,01:12 AM,06:29 AM,06:34 PM,26,35,35,29,52,27,83,0.0,1011,29,10,88,35,Aruba
2020-09-26,29,22,0.0,11.6,6,62,03:18 PM,02:07 AM,06:29 AM,06:33 PM,25,33,33,28,49,42,80,0.1,1011,29,10,89,34,Aruba
2020-09-27,29,27,0.0,8.8,6,70,04:05 PM,03:01 AM,06:29 AM,06:32 PM,25,33,33,28,32,51,80,0.4,1009,29,10,77,23,Aruba
2020-09-28,29,27,0.0,11.6,6,78,04:47 PM,03:53 AM,06:29 AM,06:31 PM,25,33,33,28,34,47,79,0.9,1008,29,10,89,24,Aruba
2020-09-29,30,25,0.0,6.0,6,85,05:27 PM,04:42 AM,06:29 AM,06:31 PM,25,34,34,28,49,70,80,0.8,1008,30,10,91,34,Aruba
2020-09-30,29,25,0.0,11.6,7,93,06:04 PM,05:30 AM,06:29 AM,06:30 PM,25,34,34,28,58,38,81,0.8,1009,29,10,97,40,Aruba
2020-10-01,29,29,0.0,7.4,6,97,06:40 PM,06:16 AM,06:29 AM,06:29 PM,25,34,34,29,53,56,80,0.4,1008,29,10,90,37,Aruba
2020-10-02,29,25,0.0,10.2,6,100,07:17 PM,07:01 AM,06:29 AM,06:29 PM,25,33,33,28,48,46,80,1.7,1007,29,10,88,34,Aruba
2020-10-03,29,23,0.0,6.0,6,89,07:53 PM,07:47 AM,06:29 AM,06:28 PM,25,33,33,28,60,66,80,8.8,1008,29,9,97,40,Aruba
2020-10-04,28,25,0.0,6.0,6,82,08:31 PM,08:32 AM,06:29 AM,06:27 PM,25,33,33,28,56,74,81,39.7,1008,28,7,112,32,Aruba
2020-10-05,29,23,0.0,6.0,6,74,09:11 PM,09:20 AM,06:29 AM,06:27 PM,25,33,33,28,55,75,81,52.1,1009,29,7,96,30,Aruba
2020-10-06,29,28,0.0,8.8,6,67,09:54 PM,10:08 AM,06:29 AM,06:26 PM,25,33,33,28,40,70,83,5.9,1009,29,10,89,28,Aruba
2020-10-07,28,26,0.0,10.2,6,60,10:41 PM,10:59 AM,06:29 AM,06:26 PM,25,33,33,28,37,53,79,3.3,1010,28,10,100,25,Aruba
2020-10-08,29,23,0.0,10.2,6,53,11:31 PM,11:52 AM,06:29 AM,06:25 PM,26,33,33,28,48,55,84,3.3,1010,29,10,94,33,Aruba
2020-10-09,28,22,0.0,8.8,6,45,No moonrise,12:45 PM,06:29 AM,06:24 PM,25,32,32,27,51,46,84,3.0,1011,28,10,90,36,Aruba
2020-10-10,28,28,0.0,7.4,6,38,12:25 AM,01:39 PM,06:30 AM,06:24 PM,24,32,32,28,40,60,80,0.2,1011,28,10,82,28,Aruba
2020-10-11,29,28,0.0,8.8,6,31,01:22 AM,02:30 PM,06:30 AM,06:23 PM,25,33,33,28,47,52,82,0.2,1009,29,10,89,34,Aruba
2020-10-12,29,25,0.0,11.6,7,23,02:19 AM,03:22 PM,06:30 AM,06:23 PM,25,33,33,28,49,46,81,0.2,1008,29,10,88,35,Aruba
2020-10-13,30,24,0.0,7.4,6,16,03:18 AM,04:10 PM,06:30 AM,06:22 PM,25,34,34,29,38,53,81,2.2,1007,30,10,90,27,Aruba
2020-10-14,29,29,0.0,7.4,6,9,04:17 AM,04:58 PM,06:30 AM,06:21 PM,25,35,35,29,39,71,80,6.0,1008,29,10,99,27,Aruba
2020-10-15,29,24,0.0,11.6,7,2,05:16 AM,05:45 PM,06:30 AM,06:21 PM,25,34,34,28,39,33,80,0.3,1009,29,10,89,28,Aruba
2020-10-16,29,25,0.0,11.6,7,0,06:14 AM,06:32 PM,06:30 AM,06:20 PM,25,33,33,28,45,34,82,0.0,1009,29,10,89,32,Aruba
2020-10-17,29,29,0.0,11.6,7,0,07:15 AM,07:22 PM,06:30 AM,06:20 PM,26,35,35,29,52,30,82,0.0,1009,29,10,93,37,Aruba
2020-10-18,29,29,0.0,7.4,6,5,08:16 AM,08:13 PM,06:30 AM,06:19 PM,25,35,35,29,53,56,82,0.5,1007,29,10,91,38,Aruba
2020-10-19,29,24,0.0,5.9,6,13,09:20 AM,09:08 PM,06:31 AM,06:19 PM,25,33,33,28,47,70,82,17.5,1007,29,9,92,31,Aruba
2020-10-20,29,25,0.0,7.4,6,20,10:22 AM,10:05 PM,06:31 AM,06:18 PM,25,32,32,28,38,74,77,33.1,1008,29,8,78,22,Aruba
2020-10-21,29,26,0.0,7.4,6,27,11:24 AM,11:03 PM,06:31 AM,06:18 PM,25,33,33,28,39,68,78,16.1,1010,29,9,94,25,Aruba
2020-10-22,29,24,0.0,5.9,6,35,12:22 PM,No moonset,06:31 AM,06:17 PM,26,34,34,28,51,69,83,2.6,1009,29,10,95,36,Aruba
2020-10-23,29,29,0.0,7.3,6,42,01:15 PM,12:01 AM,06:31 AM,06:17 PM,26,35,35,29,50,62,82,0.4,1010,29,10,96,36,Aruba
2020-10-24,29,24,0.0,7.3,6,49,02:04 PM,12:57 AM,06:31 AM,06:17 PM,25,34,34,28,53,70,80,0.8,1009,29,10,93,38,Aruba
2020-10-25,29,28,0.0,5.9,6,56,02:47 PM,01:50 AM,06:32 AM,06:16 PM,25,34,34,29,55,75,81,8.8,1010,29,9,90,38,Aruba
2020-10-26,29,27,0.0,8.8,6,64,03:28 PM,02:40 AM,06:32 AM,06:16 PM,25,33,33,28,49,63,80,2.1,1010,29,10,85,35,Aruba
2020-10-27,29,26,0.0,7.3,6,71,04:05 PM,03:28 AM,06:32 AM,06:15 PM,24,32,32,28,35,63,80,1.2,1009,29,10,79,26,Aruba
