date_time,India_maxtempC,India_mintempC,India_totalSnow_cm,India_sunHour,India_uvIndex,India_moon_illumination,India_moonrise,India_moonset,India_sunrise,India_sunset,India_DewPointC,India_FeelsLikeC,India_HeatIndexC,India_WindChillC,India_WindGustKmph,India_cloudcover,India_humidity,India_precipMM,India_pressure,India_tempC,India_visibility,India_winddirDegree,India_windspeedKmph,India_location
2020-01-01,19,10,0.0,3.8,4,37,11:28 AM,11:12 PM,07:14 AM,05:35 PM,0,14,15,14,10,49,37,0.0,1020,19,10,96,8,India
2020-01-02,20,13,0.0,8.7,4,44,11:59 AM,No moonset,07:14 AM,05:36 PM,4,16,16,16,10,20,44,0.0,1020,20,10,85,7,India
2020-01-03,22,15,0.0,8.7,5,51,12:28 PM,12:03 AM,07:14 AM,05:37 PM,7,18,19,18,9,13,48,0.0,1017,22,10,263,6,India
2020-01-04,21,16,0.0,8.7,5,59,12:59 PM,12:55 AM,07:15 AM,05:38 PM,9,19,19,19,6,8,55,0.0,1017,21,10,287,5,India
2020-01-05,21,16,0.0,8.7,5,66,01:31 PM,01:48 AM,07:15 AM,05:38 PM,5,18,18,18,8,16,42,0.0,1017,21,10,304,7,India
2020-01-06,19,15,0.0,8.7,5,73,02:06 PM,02:42 AM,07:15 AM,05:39 PM,3,16,16,16,10,43,41,0.0,1019,19,10,200,8,India
2020-01-07,20,15,0.0,7.1,4,80,02:45 PM,03:39 AM,07:15 AM,05:40 PM,9,17,17,17,14,50,57,0.0,1017,20,10,75,11,India
2020-01-08,18,12,0.0,7.1,4,88,03:30 PM,04:38 AM,07:15 AM,05:41 PM,11,15,15,15,15,62,74,1.3,1014,18,10,50,13,India
2020-01-09,20,10,0.0,8.7,5,95,04:20 PM,05:39 AM,07:15 AM,05:41 PM,8,16,17,16,12,1,58,0.0,1018,20,10,324,10,India
2020-01-10,21,12,0.0,8.7,5,100,05:18 PM,06:39 AM,07:15 AM,05:42 PM,4,16,17,16,13,4,46,0.0,1019,21,10,318,11,India
2020-01-11,19,10,0.0,8.7,5,100,06:21 PM,07:38 AM,07:15 AM,05:43 PM,-0,14,15,14,12,18,36,0.0,1018,19,10,312,9,India
2020-01-12,24,12,0.0,8.7,5,83,07:27 PM,08:31 AM,07:15 AM,05:44 PM,2,18,18,18,9,8,34,0.0,1016,24,10,297,7,India
2020-01-13,22,14,0.0,7.1,4,76,08:34 PM,09:21 AM,07:15 AM,05:44 PM,5,18,18,18,11,34,44,4.5,1011,22,10,179,9,India
2020-01-14,21,13,0.0,8.7,5,69,09:41 PM,10:04 AM,07:15 AM,05:45 PM,11,17,18,17,12,15,69,0.6,1016,21,10,331,11,India
2020-01-15,23,15,0.0,8.7,5,61,10:45 PM,10:45 AM,07:15 AM,05:46 PM,10,18,18,18,9,9,62,0.0,1015,23,10,311,8,India
2020-01-16,15,13,0.0,3.9,3,54,11:49 PM,11:23 AM,07:15 AM,05:47 PM,10,14,15,14,16,91,76,37.6,1014,15,7,73,11,India
2020-01-17,19,15,0.0,7.1,4,47,No moonrise,12:00 PM,07:15 AM,05:48 PM,12,16,17,16,10,74,76,7.3,1015,19,10,113,7,India
2020-01-18,23,15,0.0,8.7,5,40,12:51 AM,12:37 PM,07:15 AM,05:49 PM,10,19,20,19,6,5,60,0.0,1018,23,10,284,5,India
2020-01-19,22,16,0.0,8.7,5,32,01:54 AM,01:16 PM,07:15 AM,05:49 PM,8,18,18,18,10,3,51,0.0,1018,22,10,312,8,India
2020-01-20,20,13,0.0,8.7,5,25,02:56 AM,01:58 PM,07:14 AM,05:50 PM,5,16,16,16,8,11,47,0.0,1017,20,10,249,6,India
2020-01-21,22,15,0.0,8.7,5,18,03:57 AM,02:44 PM,07:14 AM,05:51 PM,7,18,18,18,8,10,50,0.0,1018,22,10,108,6,India
2020-01-22,23,15,0.0,8.7,5,11,04:57 AM,03:34 PM,07:14 AM,05:52 PM,8,19,19,19,11,3,49,0.0,1019,23,10,266,10,India
2020-01-23,21,13,0.0,8.7,5,3,05:54 AM,04:27 PM,07:14 AM,05:53 PM,4,16,17,16,19,0,45,0.0,1018,21,10,309,17,India
2020-01-24,22,13,0.0,8.7,5,0,06:46 AM,05:23 PM,07:13 AM,05:53 PM,2,16,17,16,18,0,37,0.0,1016,22,10,296,16,India
2020-01-25,22,15,0.0,8.7,5,0,07:34 AM,06:19 PM,07:13 AM,05:54 PM,2,18,19,18,8,3,34,0.0,1016,22,10,295,6,India
2020-01-26,24,14,0.0,8.7,5,4,08:15 AM,07:16 PM,07:13 AM,05:55 PM,6,19,20,19,7,6,42,0.0,1014,24,10,281,6,India
2020-01-27,24,15,0.0,8.7,4,11,08:53 AM,08:10 PM,07:12 AM,05:56 PM,8,19,19,19,6,49,49,0.0,1012,24,10,127,4,India
2020-01-28,19,15,0.0,5.5,4,18,09:27 AM,09:03 PM,07:12 AM,05:57 PM,9,17,17,17,15,58,60,3.1,1011,19,10,106,11,India
2020-01-29,21,15,0.0,8.7,5,26,09:58 AM,09:55 PM,07:11 AM,05:58 PM,10,18,18,18,10,31,62,1.8,1015,21,10,293,8,India
2020-01-30,21,15,0.0,8.7,5,33,10:28 AM,10:46 PM,07:11 AM,05:58 PM,7,18,18,18,13,2,51,0.0,1017,21,10,317,11,India
2020-01-31,23,15,0.0,8.7,5,37,10:59 AM,11:39 PM,07:10 AM,05:59 PM,7,19,20,19,9,0,49,0.0,1014,23,10,286,8,India
2020-02-01,21,15,0.0,10.9,5,49,11:30 AM,No moonset,07:10 AM,06:00 PM,6,17,18,17,8,3,47,0.0,1017,21,10,213,7,India
2020-02-02,23,15,0.0,10.9,5,57,12:02 PM,12:31 AM,07:09 AM,06:01 PM,8,19,19,19,10,0,50,0.0,1019,23,10,314,9,India
2020-02-03,24,15,0.0,10.9,6,64,12:38 PM,01:26 AM,07:09 AM,06:02 PM,7,20,20,20,8,0,45,0.0,1018,24,10,294,7,India
2020-02-04,25,16,0.0,10.9,6,72,01:19 PM,02:22 AM,07:08 AM,06:02 PM,6,19,19,19,7,3,43,0.0,1016,25,10,96,6,India
2020-02-05,22,14,0.0,11.0,5,79,02:06 PM,03:21 AM,07:08 AM,06:03 PM,6,18,18,18,11,5,45,0.0,1016,22,10,264,10,India
2020-02-06,21,15,0.0,11.0,5,87,02:59 PM,04:21 AM,07:07 AM,06:04 PM,6,18,19,18,9,1,45,0.0,1015,21,10,250,8,India
2020-02-07,22,15,0.0,11.0,5,95,04:00 PM,05:20 AM,07:06 AM,06:05 PM,4,18,18,18,8,11,41,0.0,1017,22,10,123,6,India
2020-02-08,25,13,0.0,11.0,6,100,05:05 PM,06:16 AM,07:06 AM,06:05 PM,8,19,20,19,9,0,48,0.0,1019,25,10,323,8,India
2020-02-09,24,16,0.0,11.0,6,100,06:14 PM,07:09 AM,07:05 AM,06:06 PM,6,19,19,19,9,5,43,0.0,1021,24,10,311,7,India
2020-02-10,25,13,0.0,11.0,6,83,07:23 PM,07:56 AM,07:04 AM,06:07 PM,5,19,20,19,10,16,38,0.0,1019,25,10,284,8,India
2020-02-11,27,17,0.0,11.1,6,75,08:30 PM,08:39 AM,07:03 AM,06:08 PM,7,21,21,21,8,2,40,0.0,1018,27,10,311,7,India
2020-02-12,27,17,0.0,11.1,6,68,09:37 PM,09:20 AM,07:03 AM,06:09 PM,8,22,22,22,14,0,42,0.0,1017,27,10,300,12,India
2020-02-13,29,18,0.0,11.1,6,60,10:42 PM,09:58 AM,07:02 AM,06:09 PM,9,23,23,23,22,2,43,0.0,1014,29,10,296,18,India
2020-02-14,26,19,0.0,11.1,6,53,11:47 PM,10:36 AM,07:01 AM,06:10 PM,5,22,22,22,23,0,34,0.0,1011,26,10,304,19,India
2020-02-15,28,17,0.0,11.1,6,45,No moonrise,11:16 AM,07:00 AM,06:11 PM,4,22,22,22,17,0,31,0.0,1012,28,10,296,15,India
2020-02-16,30,19,0.0,11.5,7,38,12:50 AM,11:57 AM,06:59 AM,06:11 PM,2,24,24,24,10,0,24,0.0,1015,30,10,292,8,India
2020-02-17,30,21,0.0,11.5,7,30,01:52 AM,12:42 PM,06:58 AM,06:12 PM,4,24,24,25,9,0,28,0.0,1016,30,10,304,8,India
2020-02-18,30,19,0.0,11.6,6,22,02:52 AM,01:31 PM,06:58 AM,06:13 PM,1,23,23,24,11,2,23,0.0,1014,30,10,296,10,India
2020-02-19,27,17,0.0,11.6,6,15,03:50 AM,02:22 PM,06:57 AM,06:14 PM,0,22,22,22,15,36,25,0.0,1012,27,10,132,10,India
2020-02-20,28,17,0.0,10.1,5,7,04:42 AM,03:17 PM,06:56 AM,06:14 PM,7,22,22,22,25,27,38,0.0,1011,28,10,114,18,India
2020-02-21,27,18,0.0,8.7,5,0,05:31 AM,04:12 PM,06:55 AM,06:15 PM,10,22,22,22,28,36,48,1.1,1014,27,10,91,21,India
2020-02-22,27,17,0.0,11.6,6,0,06:13 AM,05:08 PM,06:54 AM,06:16 PM,11,22,22,22,10,16,51,0.0,1018,27,10,116,8,India
2020-02-23,29,19,0.0,11.6,6,0,06:52 AM,06:03 PM,06:53 AM,06:16 PM,10,23,23,23,9,13,45,0.0,1016,29,10,335,6,India
2020-02-24,28,20,0.0,11.6,7,0,07:27 AM,06:56 PM,06:52 AM,06:17 PM,9,25,25,24,11,4,41,0.0,1013,28,10,299,9,India
2020-02-25,29,20,0.0,11.6,7,8,07:59 AM,07:49 PM,06:51 AM,06:18 PM,8,24,24,24,9,6,36,0.0,1012,29,10,324,7,India
2020-02-26,30,20,0.0,11.6,7,15,08:29 AM,08:40 PM,06:50 AM,06:18 PM,7,25,25,24,7,11,33,0.0,1012,30,10,250,6,India
2020-02-27,33,20,0.0,11.6,7,23,08:59 AM,09:32 PM,06:49 AM,06:19 PM,8,26,26,26,6,14,31,0.0,1012,33,10,175,5,India
2020-02-28,31,20,0.0,11.6,7,30,09:30 AM,10:24 PM,06:48 AM,06:20 PM,8,25,25,25,12,16,34,0.0,1010,31,10,134,9,India
2020-02-29,30,19,0.0,10.2,6,38,10:01 AM,11:17 PM,06:47 AM,06:20 PM,12,24,24,24,20,64,49,5.4,1010,30,9,117,15,India
2020-03-01,30,19,0.0,11.6,6,44,10:35 AM,No moonset,06:46 AM,06:21 PM,13,25,25,24,12,26,55,8.7,1011,30,10,108,10,India
2020-03-02,29,21,0.0,11.6,7,51,11:13 AM,12:12 AM,06:45 AM,06:22 PM,13,26,26,25,7,12,50,0.8,1010,29,10,236,6,India
2020-03-03,31,23,0.0,11.6,7,58,11:56 AM,01:08 AM,06:44 AM,06:22 PM,9,26,26,27,7,4,34,0.0,1010,31,10,215,6,India
2020-03-04,31,23,0.0,11.6,7,65,12:45 PM,02:06 AM,06:43 AM,06:23 PM,7,26,26,26,7,7,31,0.0,1009,31,10,108,6,India
2020-03-05,28,16,0.0,8.8,5,73,01:41 PM,03:04 AM,06:42 AM,06:24 PM,11,24,24,23,13,55,47,5.2,1009,28,10,124,10,India
2020-03-06,25,18,0.0,5.9,5,80,02:42 PM,04:00 AM,06:41 AM,06:24 PM,12,21,22,21,29,85,61,31.5,1009,25,9,85,20,India
2020-03-07,22,16,0.0,8.8,4,87,03:49 PM,04:54 AM,06:40 AM,06:25 PM,13,19,19,19,21,64,73,18.7,1012,22,9,109,14,India
2020-03-08,28,21,0.0,11.6,7,95,04:58 PM,05:43 AM,06:38 AM,06:25 PM,12,24,24,24,9,2,48,0.0,1014,28,10,209,7,India
2020-03-09,28,21,0.0,11.6,7,100,06:07 PM,06:28 AM,06:37 AM,06:26 PM,9,25,25,25,15,0,38,0.0,1010,28,10,302,13,India
2020-03-10,28,20,0.0,11.6,6,100,07:16 PM,07:11 AM,06:36 AM,06:27 PM,4,23,23,24,10,8,30,0.0,1010,28,10,218,9,India
2020-03-11,28,19,0.0,8.8,5,84,08:23 PM,07:51 AM,06:35 AM,06:27 PM,9,23,23,23,20,62,43,2.3,1008,28,10,88,16,India
2020-03-12,30,19,0.0,11.6,7,76,09:31 PM,08:30 AM,06:34 AM,06:28 PM,10,24,24,24,17,29,44,4.1,1010,30,10,137,13,India
2020-03-13,30,21,0.0,11.6,7,69,10:37 PM,09:11 AM,06:33 AM,06:28 PM,9,25,25,25,9,29,38,0.9,1012,30,10,129,8,India
2020-03-14,27,17,0.0,10.2,5,62,11:43 PM,09:53 AM,06:32 AM,06:29 PM,12,23,23,22,13,43,56,0.9,1013,27,10,162,11,India
2020-03-15,27,19,0.0,11.6,6,55,No moonrise,10:38 AM,06:30 AM,06:30 PM,8,23,23,23,9,5,42,0.0,1014,27,10,280,8,India
2020-03-16,28,19,0.0,11.6,6,47,12:46 AM,11:27 AM,06:29 AM,06:30 PM,10,24,24,24,12,15,42,0.0,1014,28,10,329,10,India
2020-03-17,31,20,0.0,11.6,7,40,01:46 AM,12:18 PM,06:28 AM,06:31 PM,10,26,26,25,12,9,40,0.0,1014,31,10,320,10,India
2020-03-18,31,24,0.0,11.6,7,33,02:40 AM,01:13 PM,06:27 AM,06:31 PM,10,27,27,28,12,2,34,0.0,1012,31,10,312,10,India
2020-03-19,33,23,0.0,11.6,7,25,03:30 AM,02:08 PM,06:26 AM,06:32 PM,9,28,28,28,11,5,32,0.0,1009,33,10,207,9,India
2020-03-20,35,24,0.0,11.6,8,18,04:14 AM,03:03 PM,06:25 AM,06:32 PM,7,28,28,29,11,15,29,0.0,1008,35,10,183,8,India
2020-03-21,34,25,0.0,10.2,7,11,04:53 AM,03:58 PM,06:24 AM,06:33 PM,9,28,28,29,13,37,30,0.6,1008,34,10,149,10,India
2020-03-22,35,25,0.0,11.6,8,4,05:29 AM,04:51 PM,06:22 AM,06:34 PM,9,29,29,30,11,22,30,0.2,1010,35,10,218,9,India
2020-03-23,30,25,0.0,11.6,7,0,06:01 AM,05:44 PM,06:21 AM,06:34 PM,8,27,27,27,8,42,30,0.0,1010,30,10,201,6,India
2020-03-24,34,26,0.0,11.6,8,0,06:32 AM,06:36 PM,06:20 AM,06:35 PM,9,28,28,29,12,26,30,0.1,1008,34,10,303,10,India
2020-03-25,35,25,0.0,11.6,8,3,07:02 AM,07:28 PM,06:19 AM,06:35 PM,10,29,29,30,12,15,31,0.0,1008,35,10,314,10,India
2020-03-26,33,26,0.0,11.6,8,11,07:32 AM,08:19 PM,06:18 AM,06:36 PM,7,28,28,29,18,44,26,0.0,1009,33,10,305,13,India
2020-03-27,28,22,0.0,8.8,5,18,08:02 AM,09:12 PM,06:17 AM,06:36 PM,13,26,26,25,14,62,49,3.9,1013,28,8,197,11,India
2020-03-28,32,22,0.0,11.6,7,25,08:35 AM,10:06 PM,06:15 AM,06:37 PM,12,27,27,27,12,12,44,0.1,1013,32,10,288,10,India
2020-03-29,32,25,0.0,11.6,7,32,09:12 AM,11:02 PM,06:14 AM,06:37 PM,8,27,27,28,19,6,31,0.0,1010,32,10,325,17,India
2020-03-30,32,25,0.0,8.9,6,40,09:52 AM,11:58 PM,06:13 AM,06:38 PM,7,27,27,28,15,24,27,0.0,1010,32,10,319,13,India
2020-03-31,34,25,0.0,11.6,8,44,10:37 AM,No moonset,06:12 AM,06:39 PM,6,28,28,29,13,9,25,0.0,1009,34,10,268,11,India
2020-04-01,35,26,0.0,11.6,8,56,11:29 AM,12:54 AM,06:11 AM,06:39 PM,8,29,29,30,14,4,27,0.0,1009,35,10,295,12,India
2020-04-02,34,27,0.0,11.6,8,64,12:26 PM,01:50 AM,06:10 AM,06:40 PM,6,29,29,30,19,1,24,0.0,1008,34,10,316,16,India
2020-04-03,35,27,0.0,11.6,8,71,01:29 PM,02:43 AM,06:09 AM,06:40 PM,3,29,29,31,15,0,18,0.0,1009,35,10,312,13,India
2020-04-04,35,28,0.0,11.6,8,79,02:34 PM,03:32 AM,06:08 AM,06:41 PM,3,29,29,31,15,1,18,0.0,1010,35,10,308,13,India
2020-04-05,37,27,0.0,11.6,8,87,03:42 PM,04:18 AM,06:06 AM,06:41 PM,4,30,30,32,12,9,18,0.0,1009,37,10,224,10,India
2020-04-06,39,31,0.0,11.6,9,94,04:50 PM,05:01 AM,06:05 AM,06:42 PM,7,33,33,35,10,1,19,0.0,1008,39,10,246,9,India
2020-04-07,40,28,0.0,8.9,8,100,05:59 PM,05:41 AM,06:04 AM,06:43 PM,2,32,32,34,11,46,15,0.2,1004,40,10,140,9,India
2020-04-08,35,27,0.0,7.6,7,100,07:07 PM,06:20 AM,06:03 AM,06:43 PM,4,30,30,31,18,58,20,0.7,1006,35,10,244,15,India
2020-04-09,35,28,0.0,8.9,7,83,08:16 PM,07:01 AM,06:02 AM,06:44 PM,5,30,30,31,16,26,19,0.0,1008,35,10,303,13,India
2020-04-10,41,28,0.0,11.6,9,76,09:24 PM,07:43 AM,06:01 AM,06:44 PM,4,33,33,34,11,7,15,0.0,1008,41,10,298,10,India
2020-04-11,42,33,0.0,12.5,9,68,10:31 PM,08:28 AM,06:00 AM,06:45 PM,6,36,36,37,9,1,16,0.0,1008,42,10,229,8,India
2020-04-12,40,32,0.0,12.9,9,61,11:35 PM,09:17 AM,05:59 AM,06:45 PM,7,35,35,36,18,1,17,0.0,1007,40,10,311,15,India
2020-04-13,41,33,0.0,12.9,9,53,No moonrise,10:09 AM,05:58 AM,06:46 PM,7,36,36,37,14,3,17,0.0,1004,41,10,297,12,India
2020-04-14,41,34,0.0,12.9,9,46,12:34 AM,11:05 AM,05:57 AM,06:47 PM,6,36,36,37,9,11,15,0.0,1005,41,10,272,8,India
2020-04-15,40,33,0.0,12.9,9,38,01:27 AM,12:01 PM,05:56 AM,06:47 PM,3,35,35,36,12,26,13,0.0,1005,40,10,205,9,India
2020-04-16,40,31,0.0,11.9,8,30,02:13 AM,12:57 PM,05:55 AM,06:48 PM,1,34,34,36,17,41,12,0.0,1003,40,10,293,13,India
2020-04-17,38,31,0.0,12.9,9,23,02:54 AM,01:53 PM,05:54 AM,06:48 PM,3,33,33,34,15,21,15,0.0,1004,38,10,248,12,India
2020-04-18,38,29,0.0,13.0,9,15,03:31 AM,02:47 PM,05:53 AM,06:49 PM,10,33,33,34,12,29,25,0.9,1006,38,10,168,10,India
2020-04-19,38,30,0.0,13.0,8,8,04:04 AM,03:40 PM,05:52 AM,06:49 PM,7,32,32,33,16,5,20,0.0,1005,38,10,259,14,India
2020-04-20,36,26,0.0,13.0,8,0,04:35 AM,04:31 PM,05:51 AM,06:50 PM,7,30,30,31,11,23,22,0.5,1006,36,10,184,9,India
2020-04-21,37,28,0.0,13.0,8,0,05:05 AM,05:23 PM,05:50 AM,06:51 PM,7,31,31,32,14,7,22,0.0,1006,37,10,324,12,India
2020-04-22,38,31,0.0,13.0,9,0,05:35 AM,06:15 PM,05:49 AM,06:51 PM,5,33,33,34,12,8,18,0.0,1005,38,10,307,10,India
2020-04-23,34,28,0.0,13.0,7,0,06:05 AM,07:08 PM,05:48 AM,06:52 PM,8,31,31,32,13,38,23,0.1,1005,34,10,207,11,India
2020-04-24,40,29,0.0,13.1,9,7,06:37 AM,08:02 PM,05:47 AM,06:52 PM,9,34,34,34,3,6,22,0.0,1004,40,10,258,3,India
2020-04-25,39,31,0.0,9.4,8,15,07:12 AM,08:57 PM,05:46 AM,06:53 PM,10,33,33,34,10,56,24,3.5,1003,39,10,204,8,India
2020-04-26,38,31,0.0,13.1,8,22,07:51 AM,09:54 PM,05:45 AM,06:54 PM,11,33,33,34,12,35,25,1.7,1004,38,10,170,11,India
2020-04-27,35,22,0.0,13.1,7,30,08:34 AM,10:50 PM,05:44 AM,06:54 PM,15,30,30,29,23,30,43,3.8,1008,35,10,121,19,India
2020-04-28,39,27,0.0,13.1,8,37,09:24 AM,11:46 PM,05:43 AM,06:55 PM,13,33,33,33,15,15,33,0.7,1008,39,10,160,13,India
2020-04-29,41,34,0.0,13.1,9,45,10:18 AM,No moonset,05:42 AM,06:55 PM,12,38,38,38,10,3,22,0.0,1004,41,10,225,9,India
2020-04-30,41,28,0.0,13.2,8,52,11:18 AM,12:38 AM,05:41 AM,06:56 PM,12,37,37,36,12,29,22,1.3,1004,41,10,200,10,India
2020-05-01,43,37,0.0,13.2,10,58,12:20 PM,01:28 AM,05:41 AM,06:57 PM,8,41,41,40,10,0,15,0.0,1002,43,10,212,9,India
2020-05-02,44,36,0.0,13.2,9,65,01:26 PM,02:12 AM,05:40 AM,06:57 PM,7,40,40,40,9,19,14,0.1,1001,44,10,212,8,India
2020-05-03,45,34,0.0,13.2,10,72,02:31 PM,02:55 AM,05:39 AM,06:58 PM,10,40,40,40,14,14,19,0.1,1001,45,10,152,12,India
2020-05-04,40,30,0.0,13.2,9,80,03:37 PM,03:35 AM,05:38 AM,06:58 PM,11,35,35,35,14,22,25,0.2,1003,40,10,172,12,India
2020-05-05,40,31,0.0,12.0,8,87,04:44 PM,04:13 AM,05:37 AM,06:59 PM,11,36,36,36,10,51,24,2.2,1004,40,10,193,8,India
2020-05-06,39,27,0.0,13.3,7,94,05:52 PM,04:52 AM,05:37 AM,07:00 PM,13,34,34,33,18,31,32,3.1,1004,39,10,108,15,India
2020-05-07,42,25,0.0,13.6,8,100,07:00 PM,05:32 AM,05:36 AM,07:00 PM,10,36,36,35,13,16,25,0.1,1004,42,10,188,11,India
2020-05-08,42,35,0.0,13.7,9,100,08:09 PM,06:16 AM,05:35 AM,07:01 PM,7,38,38,38,12,4,15,0.0,1003,42,10,175,10,India
2020-05-09,44,37,0.0,13.7,10,84,09:16 PM,07:03 AM,05:34 AM,07:02 PM,6,41,41,41,11,4,13,0.0,1002,44,10,208,9,India
2020-05-10,45,35,0.0,13.7,9,77,10:19 PM,07:55 AM,05:34 AM,07:02 PM,5,39,39,39,13,30,13,1.0,1002,45,10,213,11,India
2020-05-11,45,35,0.0,13.7,9,70,11:17 PM,08:51 AM,05:33 AM,07:03 PM,9,41,41,40,8,34,17,0.3,1004,45,10,243,7,India
2020-05-12,43,32,0.0,13.3,8,62,No moonrise,09:49 AM,05:32 AM,07:03 PM,11,37,37,37,11,36,21,1.7,1004,43,10,177,9,India
2020-05-13,40,36,0.0,12.1,8,55,12:08 AM,10:47 AM,05:32 AM,07:04 PM,11,37,37,37,9,29,21,0.2,1003,40,10,191,7,India
2020-05-14,42,31,0.0,13.3,8,48,12:52 AM,11:44 AM,05:31 AM,07:05 PM,12,37,37,37,16,27,23,0.9,1002,42,10,161,13,India
2020-05-15,42,30,0.0,13.7,9,40,01:31 AM,12:40 PM,05:31 AM,07:05 PM,12,37,37,37,19,8,23,0.5,1002,42,10,301,16,India
2020-05-16,42,34,0.0,13.8,9,33,02:06 AM,01:34 PM,05:30 AM,07:06 PM,8,38,38,38,21,0,17,0.0,1001,42,10,317,18,India
2020-05-17,43,35,0.0,13.8,9,26,02:37 AM,02:26 PM,05:30 AM,07:06 PM,6,39,39,39,16,4,14,0.0,999,43,10,299,14,India
2020-05-18,43,37,0.0,13.8,10,19,03:07 AM,03:18 PM,05:29 AM,07:07 PM,1,40,40,40,16,1,11,0.0,999,43,10,292,14,India
2020-05-19,43,38,0.0,13.8,10,11,03:37 AM,04:09 PM,05:28 AM,07:08 PM,-1,40,40,40,14,0,8,0.0,998,43,10,294,12,India
2020-05-20,46,37,0.0,13.8,10,4,04:06 AM,05:02 PM,05:28 AM,07:08 PM,1,41,41,41,13,0,9,0.0,997,46,10,254,11,India
2020-05-21,44,36,0.0,13.8,10,0,04:38 AM,05:56 PM,05:28 AM,07:09 PM,-1,41,41,40,21,0,8,0.0,997,44,10,309,18,India
2020-05-22,48,40,0.0,13.8,10,0,05:12 AM,06:51 PM,05:27 AM,07:09 PM,2,46,46,44,12,0,8,0.0,997,48,10,289,10,India
2020-05-23,46,40,0.0,13.8,10,3,05:50 AM,07:48 PM,05:27 AM,07:10 PM,5,45,45,43,14,3,10,0.0,998,46,10,303,12,India
2020-05-24,46,39,0.0,13.9,10,10,06:32 AM,08:45 PM,05:26 AM,07:11 PM,3,44,44,43,20,0,9,0.0,998,46,10,275,17,India
2020-05-25,46,39,0.0,13.9,10,17,07:21 AM,09:42 PM,05:26 AM,07:11 PM,3,45,45,43,20,0,9,0.0,998,46,10,280,18,India
2020-05-26,47,37,0.0,13.9,10,25,08:14 AM,10:36 PM,05:26 AM,07:12 PM,2,44,44,42,22,5,9,0.0,996,47,10,276,18,India
2020-05-27,49,37,0.0,13.9,10,32,09:12 AM,11:26 PM,05:25 AM,07:12 PM,2,45,45,43,19,2,10,0.0,994,49,10,269,15,India
2020-05-28,49,37,0.0,13.9,10,39,10:13 AM,No moonset,05:25 AM,07:13 PM,7,45,45,43,9,10,12,0.0,994,49,10,251,7,India
2020-05-29,44,33,0.0,13.3,9,47,11:17 AM,12:12 AM,05:25 AM,07:13 PM,9,39,39,38,20,28,19,0.2,998,44,10,147,16,India
2020-05-30,37,28,0.0,12.2,7,54,12:20 PM,12:54 AM,05:24 AM,07:14 PM,15,33,33,33,18,53,34,1.5,1002,37,10,122,15,India
2020-05-31,38,27,0.0,13.9,7,58,01:24 PM,01:33 AM,05:24 AM,07:14 PM,17,34,34,33,9,37,38,0.5,1004,38,10,109,8,India
2020-06-01,40,32,0.0,13.9,9,71,02:28 PM,02:10 AM,05:24 AM,07:15 PM,16,36,36,35,11,10,33,0.0,1004,40,10,177,10,India
2020-06-02,40,31,0.0,13.9,8,79,03:34 PM,02:47 AM,05:24 AM,07:15 PM,13,37,37,36,11,36,24,1.3,1002,40,10,211,9,India
