date_time,India_maxtempC,India_mintempC,India_totalSnow_cm,India_sunHour,India_uvIndex,India_moon_illumination,India_moonrise,India_moonset,India_sunrise,India_sunset,India_DewPointC,India_FeelsLikeC,India_HeatIndexC,India_WindChillC,India_WindGustKmph,India_cloudcover,India_humidity,India_precipMM,India_pressure,India_tempC,India_visibility,India_winddirDegree,India_windspeedKmph,India_location
2020-11-19,29,21,0.0,8.7,7,24,11:00 AM,09:30 PM,06:47 AM,05:26 PM,1,24,24,25,9,7,21,0.0,1013,29,10,228,8,India
2020-11-20,28,21,0.0,8.7,7,32,11:51 AM,10:31 PM,06:48 AM,05:26 PM,2,24,24,25,12,0,21,0.0,1014,28,10,327,11,India
2020-11-21,26,20,0.0,8.7,6,39,12:34 PM,11:30 PM,06:49 AM,05:26 PM,1,23,23,23,15,0,23,0.0,1014,26,10,306,13,India
2020-11-22,25,18,0.0,8.7,6,47,01:13 PM,No moonset,06:49 AM,05:25 PM,-2,22,22,22,11,8,20,0.0,1016,25,10,301,9,India
2020-11-23,27,20,0.0,8.7,6,54,01:46 PM,12:27 AM,06:50 AM,05:25 PM,-4,23,23,23,5,5,15,0.0,1016,27,10,234,4,India
2020-11-24,25,22,0.0,7.1,5,62,02:16 PM,01:22 AM,06:51 AM,05:25 PM,-4,23,23,23,5,40,16,0.0,1016,25,10,122,4,India
2020-11-25,24,20,0.0,7.1,5,70,02:46 PM,02:14 AM,06:52 AM,05:25 PM,-1,22,22,22,10,38,23,0.0,1017,24,10,98,8,India
2020-11-26,26,20,0.0,8.7,6,77,03:15 PM,03:06 AM,06:53 AM,05:25 PM,6,22,22,22,14,15,36,0.0,1018,26,10,233,12,India
2020-11-27,27,21,0.0,8.7,6,85,03:44 PM,03:58 AM,06:53 AM,05:24 PM,7,24,24,24,14,0,34,0.0,1019,27,10,317,13,India
2020-11-28,28,21,0.0,8.7,6,92,04:15 PM,04:50 AM,06:54 AM,05:24 PM,5,23,23,24,12,7,30,0.0,1018,28,10,294,10,India
2020-11-29,30,20,0.0,8.7,7,100,04:50 PM,05:44 AM,06:55 AM,05:24 PM,0,24,24,25,7,2,20,0.0,1017,30,10,287,6,India
2020-11-30,30,23,0.0,8.7,7,100,05:28 PM,06:39 AM,06:56 AM,05:24 PM,-1,25,25,26,5,1,17,0.0,1016,30,10,283,4,India
2020-12-01,31,21,0.0,8.7,7,89,06:10 PM,07:35 AM,06:57 AM,05:24 PM,0,25,25,26,5,1,18,0.0,1016,31,10,313,4,India
2020-12-02,30,23,0.0,8.7,7,82,06:59 PM,08:30 AM,06:57 AM,05:24 PM,1,26,26,27,9,0,19,0.0,1014,30,10,293,8,India
2020-12-03,32,24,0.0,8.7,7,75,07:52 PM,09:25 AM,06:58 AM,05:24 PM,2,26,26,28,5,0,19,0.0,1014,32,10,251,4,India
2020-12-04,32,23,0.0,8.7,7,67,08:49 PM,10:16 AM,06:59 AM,05:24 PM,2,26,26,27,6,0,20,0.0,1012,32,10,122,5,India
2020-12-05,30,22,0.0,8.7,7,60,09:50 PM,11:03 AM,07:00 AM,05:24 PM,4,25,25,26,9,2,25,0.0,1012,30,10,120,8,India
2020-12-06,33,22,0.0,8.7,7,53,10:51 PM,11:46 AM,07:00 AM,05:24 PM,6,26,26,27,7,3,27,0.0,1014,33,10,198,6,India
2020-12-07,30,21,0.0,8.7,7,46,11:53 PM,12:25 PM,07:01 AM,05:25 PM,6,25,25,25,12,2,30,0.0,1016,30,10,303,11,India
2020-12-08,30,23,0.0,8.7,7,38,No moonrise,01:03 PM,07:02 AM,05:25 PM,6,26,26,26,9,3,28,0.0,1016,30,10,300,8,India
2020-12-09,30,25,0.0,8.7,7,31,12:55 AM,01:38 PM,07:03 AM,05:25 PM,7,26,26,27,6,3,27,0.0,1014,30,10,286,5,India
2020-12-10,30,21,0.0,8.7,7,24,01:58 AM,02:14 PM,07:03 AM,05:25 PM,8,26,26,26,9,2,32,0.0,1014,30,10,318,8,India
2020-12-11,29,24,0.0,8.7,7,17,03:03 AM,02:51 PM,07:04 AM,05:25 PM,9,26,26,26,7,6,34,0.0,1013,29,10,100,6,India
2020-12-12,23,19,0.0,8.7,6,9,04:10 AM,03:33 PM,07:05 AM,05:26 PM,12,21,22,21,10,37,54,0.3,1014,23,10,205,9,India
2020-12-13,26,20,0.0,8.7,6,2,05:20 AM,04:18 PM,07:05 AM,05:26 PM,10,23,23,22,12,1,46,0.0,1014,26,10,308,10,India
2020-12-14,25,19,0.0,8.7,6,0,06:29 AM,05:10 PM,07:06 AM,05:26 PM,4,22,22,22,10,0,33,0.0,1015,25,10,311,9,India
2020-12-15,25,19,0.0,8.7,6,0,07:38 AM,06:08 PM,07:06 AM,05:27 PM,3,22,22,22,8,1,30,0.0,1017,25,10,335,7,India
2020-12-16,22,17,0.0,8.7,5,5,08:42 AM,07:10 PM,07:07 AM,05:27 PM,-1,19,19,19,14,0,27,0.0,1020,22,10,328,12,India
2020-12-17,21,15,0.0,8.7,5,12,09:39 AM,08:13 PM,07:08 AM,05:28 PM,-3,18,18,18,16,0,25,0.0,1019,21,10,306,14,India
2020-12-18,22,14,0.0,8.7,5,20,10:27 AM,09:16 PM,07:08 AM,05:28 PM,-7,18,18,18,15,0,18,0.0,1018,22,10,299,13,India
2020-12-19,23,16,0.0,8.7,5,27,11:09 AM,10:15 PM,07:09 AM,05:28 PM,-8,19,19,19,13,1,15,0.0,1019,23,10,299,11,India
2020-12-20,22,14,0.0,7.1,4,34,11:45 AM,11:12 PM,07:09 AM,05:29 PM,-9,18,18,18,15,40,15,0.0,1018,22,10,296,10,India
2020-12-21,23,15,0.0,7.1,4,41,12:17 PM,No moonset,07:10 AM,05:29 PM,-8,19,19,19,12,67,16,0.0,1016,23,10,307,8,India
2020-12-22,29,19,0.0,8.7,6,49,12:47 PM,12:06 AM,07:10 AM,05:30 PM,-1,23,23,24,3,9,19,0.0,1015,29,10,249,2,India
2020-12-23,28,21,0.0,8.7,6,56,01:16 PM,12:59 AM,07:11 AM,05:30 PM,2,23,23,24,4,0,23,0.0,1014,28,10,266,3,India
2020-12-24,27,20,0.0,8.7,6,63,01:46 PM,01:51 AM,07:11 AM,05:31 PM,3,23,23,23,6,0,26,0.0,1014,27,10,250,5,India
2020-12-25,25,19,0.0,8.7,6,70,02:16 PM,02:43 AM,07:12 AM,05:32 PM,3,22,22,22,9,0,29,0.0,1016,25,10,282,8,India
2020-12-26,22,15,0.0,7.1,4,78,02:49 PM,03:36 AM,07:12 AM,05:32 PM,-1,18,19,18,11,43,28,0.0,1015,22,10,292,8,India
2020-12-27,25,17,0.0,8.7,6,85,03:25 PM,04:30 AM,07:13 AM,05:33 PM,2,20,20,20,13,21,30,0.0,1013,25,10,150,10,India
2020-12-28,22,15,0.0,8.7,5,92,04:06 PM,05:26 AM,07:13 AM,05:33 PM,-5,18,18,18,13,4,21,0.0,1014,22,10,309,11,India
2020-12-29,22,14,0.0,8.7,5,100,04:53 PM,06:22 AM,07:13 AM,05:34 PM,-1,17,18,17,12,0,29,0.0,1017,22,10,317,10,India
2020-12-30,22,14,0.0,8.7,5,100,05:46 PM,07:19 AM,07:14 AM,05:35 PM,1,17,18,17,9,2,33,0.0,1018,22,10,305,8,India
2020-12-31,19,13,0.0,7.1,4,89,06:42 PM,08:11 AM,07:14 AM,05:35 PM,-0,16,16,16,7,34,34,0.0,1018,19,10,286,5,India
2021-01-01,24,14,0.0,8.7,5,79,07:43 PM,09:01 AM,07:14 AM,05:36 PM,2,18,18,18,5,13,33,0.0,1017,24,10,164,4,India
2021-01-02,19,15,0.0,3.8,4,71,08:45 PM,09:46 AM,07:14 AM,05:37 PM,5,17,17,17,11,52,46,0.7,1016,19,9,105,8,India
2021-01-03,24,13,0.0,3.8,5,64,09:47 PM,10:27 AM,07:15 AM,05:37 PM,10,19,20,19,18,75,57,4.8,1014,24,9,113,13,India
2021-01-04,25,18,0.0,5.5,5,57,10:49 PM,11:04 AM,07:15 AM,05:38 PM,14,22,22,21,17,70,64,8.1,1014,25,9,135,13,India
2021-01-05,23,18,0.0,3.8,5,50,11:51 PM,11:40 AM,07:15 AM,05:39 PM,14,20,21,20,18,72,66,10.7,1014,23,10,106,13,India
2021-01-06,25,18,0.0,5.5,5,42,No moonrise,12:14 PM,07:15 AM,05:40 PM,14,21,22,21,9,49,63,6.8,1014,25,10,124,7,India
2021-01-07,27,19,0.0,8.7,6,35,12:53 AM,12:50 PM,07:15 AM,05:40 PM,13,23,23,23,8,0,55,0.0,1013,27,10,281,7,India
2021-01-08,23,18,0.0,8.7,5,28,01:57 AM,01:28 PM,07:15 AM,05:41 PM,7,20,21,20,7,23,43,0.0,1014,23,10,174,5,India
2021-01-09,24,18,0.0,7.1,5,20,03:03 AM,02:10 PM,07:15 AM,05:42 PM,9,20,21,20,12,48,48,0.3,1014,24,10,311,10,India
2021-01-10,24,16,0.0,8.7,6,13,04:10 AM,02:57 PM,07:15 AM,05:43 PM,10,20,21,20,14,15,53,0.0,1014,24,10,317,12,India
2021-01-11,22,16,0.0,8.7,5,6,05:18 AM,03:51 PM,07:15 AM,05:43 PM,5,19,19,19,14,0,39,0.0,1015,22,10,298,12,India
2021-01-12,23,15,0.0,8.7,5,0,06:23 AM,04:50 PM,07:15 AM,05:44 PM,1,18,19,18,12,0,32,0.0,1015,23,10,292,10,India
2021-01-13,21,13,0.0,8.7,5,0,07:23 AM,05:53 PM,07:15 AM,05:45 PM,-3,17,17,17,12,12,25,0.0,1015,21,10,296,10,India
2021-01-14,22,16,0.0,8.7,5,1,08:15 AM,06:57 PM,07:15 AM,05:46 PM,-1,19,19,19,4,4,25,0.0,1015,22,10,254,3,India
2021-01-15,26,14,0.0,8.7,6,8,09:01 AM,07:59 PM,07:15 AM,05:47 PM,2,20,20,20,4,9,30,0.0,1014,26,10,198,4,India
2021-01-16,25,17,0.0,8.7,6,16,09:40 AM,08:58 PM,07:15 AM,05:48 PM,4,21,21,21,8,0,33,0.0,1012,25,10,299,7,India
2021-01-17,25,18,0.0,8.7,6,23,10:14 AM,09:55 PM,07:15 AM,05:48 PM,5,21,21,21,8,0,36,0.0,1014,25,10,150,7,India
2021-01-18,24,15,0.0,8.7,5,30,10:46 AM,10:49 PM,07:15 AM,05:49 PM,6,19,19,19,10,6,42,0.0,1015,24,10,133,8,India
2021-01-19,26,16,0.0,8.7,6,38,11:16 AM,11:42 PM,07:15 AM,05:50 PM,8,21,21,21,10,4,44,0.0,1013,26,10,313,8,India
2021-01-20,25,17,0.0,8.7,6,45,11:45 AM,No moonset,07:14 AM,05:51 PM,5,21,21,21,15,0,38,0.0,1013,25,10,296,13,India
2021-01-21,25,16,0.0,8.7,6,52,12:15 PM,12:33 AM,07:14 AM,05:52 PM,2,21,21,21,15,0,29,0.0,1013,25,10,294,13,India
2021-01-22,26,19,0.0,8.7,6,59,12:47 PM,01:27 AM,07:14 AM,05:52 PM,3,21,21,22,7,2,29,0.0,1014,26,10,163,6,India
2021-01-23,23,15,0.0,8.7,5,67,01:22 PM,02:20 AM,07:13 AM,05:53 PM,4,19,19,19,20,7,38,0.0,1011,23,10,134,15,India
2021-01-24,25,17,0.0,8.7,6,74,02:00 PM,03:15 AM,07:13 AM,05:54 PM,7,21,21,21,9,0,42,0.0,1014,25,10,284,8,India
2021-01-25,25,16,0.0,8.7,6,81,02:44 PM,04:11 AM,07:13 AM,05:55 PM,3,20,20,20,8,0,32,0.0,1016,25,10,288,7,India
2021-01-26,25,16,0.0,8.7,6,88,03:35 PM,05:07 AM,07:12 AM,05:56 PM,5,20,21,20,8,0,38,0.0,1016,25,10,305,7,India
2021-01-27,25,16,0.0,8.7,6,96,04:30 PM,06:02 AM,07:12 AM,05:57 PM,3,20,21,20,8,0,33,0.0,1016,25,10,306,7,India
2021-01-28,25,17,0.0,8.7,6,100,05:31 PM,06:53 AM,07:11 AM,05:57 PM,2,21,21,21,7,0,30,0.0,1017,25,10,304,6,India
2021-01-29,24,16,0.0,8.7,6,90,06:34 PM,07:41 AM,07:11 AM,05:58 PM,1,20,20,20,9,0,28,0.0,1017,24,10,298,8,India
2021-01-30,24,15,0.0,8.7,6,82,07:38 PM,08:24 AM,07:10 AM,05:59 PM,-0,19,19,19,12,0,28,0.0,1017,24,10,293,10,India
2021-01-31,27,16,0.0,10.9,6,79,08:41 PM,09:04 AM,07:10 AM,06:00 PM,-1,21,21,21,7,0,22,0.0,1017,27,10,292,6,India
2021-02-01,28,19,0.0,10.9,6,63,09:45 PM,09:41 AM,07:09 AM,06:01 PM,2,23,23,23,7,0,25,0.0,1018,28,10,291,6,India
2021-02-02,30,19,0.0,10.9,6,55,10:47 PM,10:16 AM,07:09 AM,06:01 PM,4,24,24,24,8,0,27,0.0,1016,30,10,253,7,India
2021-02-03,27,18,0.0,10.9,6,48,11:51 PM,10:51 AM,07:08 AM,06:02 PM,6,23,23,22,14,3,35,0.0,1015,27,10,130,11,India
2021-02-04,25,18,0.0,8.5,5,40,No moonrise,11:28 AM,07:08 AM,06:03 PM,7,21,21,21,21,45,44,3.0,1015,25,10,104,16,India
2021-02-05,25,17,0.0,11.0,6,33,12:55 AM,12:08 PM,07:07 AM,06:04 PM,10,21,21,20,8,10,52,0.7,1016,25,10,241,7,India
2021-02-06,25,17,0.0,11.0,6,25,02:01 AM,12:52 PM,07:06 AM,06:05 PM,8,21,21,21,11,1,45,0.0,1017,25,10,315,10,India
2021-02-07,27,16,0.0,11.0,6,18,03:07 AM,01:43 PM,07:06 AM,06:05 PM,7,21,21,21,11,0,40,0.0,1017,27,10,313,9,India
