date_time,Bhutan_maxtempC,Bhutan_mintempC,Bhutan_totalSnow_cm,Bhutan_sunHour,Bhutan_uvIndex,Bhutan_moon_illumination,Bhutan_moonrise,Bhutan_moonset,Bhutan_sunrise,Bhutan_sunset,Bhutan_DewPointC,Bhutan_FeelsLikeC,Bhutan_HeatIndexC,Bhutan_WindChillC,Bhutan_WindGustKmph,Bhutan_cloudcover,Bhutan_humidity,Bhutan_precipMM,Bhutan_pressure,Bhutan_tempC,Bhutan_visibility,Bhutan_winddirDegree,Bhutan_windspeedKmph,Bhutan_location
2020-09-03,21,12,0.0,11.9,4,88,07:17 PM,06:23 AM,05:42 AM,06:20 PM,13,15,15,15,5,66,88,8.5,1014,21,8,189,3,Bhutan
2020-09-04,22,11,0.0,11.9,4,81,07:48 PM,07:16 AM,05:42 AM,06:18 PM,13,16,16,16,6,57,86,7.6,1012,22,8,211,4,Bhutan
2020-09-05,22,11,0.0,10.6,4,73,08:17 PM,08:07 AM,05:43 AM,06:17 PM,12,15,15,15,7,62,85,9.5,1009,22,9,186,5,Bhutan
2020-09-06,19,11,0.0,11.9,4,66,08:48 PM,08:59 AM,05:43 AM,06:16 PM,12,14,14,14,5,70,91,10.2,1009,19,6,189,4,Bhutan
2020-09-07,18,11,0.0,11.9,4,58,09:20 PM,09:51 AM,05:44 AM,06:15 PM,12,14,14,14,6,61,89,4.9,1010,18,8,184,4,Bhutan
2020-09-08,20,12,0.0,11.9,4,50,09:55 PM,10:43 AM,05:44 AM,06:14 PM,12,14,14,14,4,67,90,3.4,1011,20,6,182,3,Bhutan
2020-09-09,20,12,0.0,9.2,4,43,10:33 PM,11:38 AM,05:45 AM,06:13 PM,13,15,15,15,5,79,90,12.9,1011,20,6,85,4,Bhutan
2020-09-10,17,11,0.0,10.6,4,35,11:17 PM,12:33 PM,05:45 AM,06:12 PM,13,14,14,14,6,76,91,14.0,1008,17,8,204,4,Bhutan
2020-09-11,16,11,0.0,9.2,3,28,No moonrise,01:29 PM,05:45 AM,06:11 PM,12,14,14,14,5,74,93,9.9,1009,16,8,204,4,Bhutan
2020-09-12,18,12,0.0,10.5,4,20,12:06 AM,02:24 PM,05:46 AM,06:09 PM,13,14,14,14,4,78,92,6.3,1011,18,8,185,3,Bhutan
2020-09-13,18,11,0.0,10.5,4,13,01:01 AM,03:18 PM,05:46 AM,06:08 PM,12,14,14,14,6,67,90,9.1,1012,18,6,162,4,Bhutan
2020-09-14,19,10,0.0,10.5,3,5,02:02 AM,04:08 PM,05:47 AM,06:07 PM,12,14,14,14,6,62,90,7.5,1011,19,6,195,4,Bhutan
2020-09-15,18,11,0.0,10.5,3,0,03:06 AM,04:55 PM,05:47 AM,06:06 PM,12,14,14,14,5,67,90,4.0,1010,18,6,206,4,Bhutan
2020-09-16,19,10,0.0,10.5,3,0,04:12 AM,05:39 PM,05:48 AM,06:05 PM,12,14,14,14,6,70,89,8.3,1010,19,7,198,4,Bhutan
2020-09-17,20,10,0.0,10.5,4,0,05:20 AM,06:19 PM,05:48 AM,06:04 PM,12,14,14,14,7,61,87,8.0,1010,20,7,166,4,Bhutan
2020-09-18,19,12,0.0,10.5,4,2,06:26 AM,06:58 PM,05:49 AM,06:03 PM,13,14,14,14,5,71,91,15.0,1009,19,7,129,3,Bhutan
2020-09-19,21,11,0.0,9.2,4,10,07:34 AM,07:38 PM,05:49 AM,06:01 PM,12,15,15,15,7,70,85,14.3,1009,21,9,205,4,Bhutan
2020-09-20,20,12,0.0,10.5,4,17,08:40 AM,08:18 PM,05:49 AM,06:00 PM,11,14,14,14,6,66,84,6.8,1010,20,9,210,4,Bhutan
2020-09-21,20,10,0.0,7.4,4,25,09:48 AM,09:02 PM,05:50 AM,05:59 PM,11,15,16,15,7,76,82,9.1,1009,20,9,198,5,Bhutan
2020-09-22,13,11,0.0,6.0,3,32,10:55 AM,09:49 PM,05:50 AM,05:58 PM,12,12,12,12,4,86,97,51.1,1011,13,6,150,2,Bhutan
2020-09-23,12,11,0.0,6.0,3,40,12:00 PM,10:40 PM,05:51 AM,05:57 PM,11,11,11,11,2,86,97,35.5,1012,12,5,153,2,Bhutan
2020-09-24,14,10,0.0,10.2,3,47,01:01 PM,11:35 PM,05:51 AM,05:56 PM,11,12,12,12,3,68,94,3.6,1011,14,7,179,2,Bhutan
2020-09-25,13,11,0.0,6.0,3,55,01:58 PM,No moonset,05:52 AM,05:55 PM,12,12,12,12,2,92,97,13.2,1009,13,6,125,1,Bhutan
2020-09-26,17,9,0.0,7.4,3,62,02:48 PM,12:32 AM,05:52 AM,05:53 PM,11,13,13,13,8,69,89,7.2,1009,17,7,206,5,Bhutan
2020-09-27,19,9,0.0,8.8,3,70,03:33 PM,01:31 AM,05:53 AM,05:52 PM,10,13,13,13,8,58,82,5.6,1011,19,10,208,5,Bhutan
2020-09-28,21,8,0.0,10.2,4,78,04:11 PM,02:27 AM,05:53 AM,05:51 PM,9,14,15,14,8,40,77,1.5,1012,21,9,171,5,Bhutan
2020-09-29,21,9,0.0,8.8,4,85,04:47 PM,03:24 AM,05:54 AM,05:50 PM,10,14,14,14,7,53,82,3.5,1011,21,9,206,5,Bhutan
2020-09-30,19,9,0.0,10.2,3,93,05:19 PM,04:18 AM,05:54 AM,05:49 PM,10,13,13,13,7,42,85,2.0,1010,19,8,207,5,Bhutan
2020-10-01,20,9,0.0,8.8,4,97,05:50 PM,05:11 AM,05:54 AM,05:48 PM,10,13,13,13,9,56,82,10.3,1010,20,9,206,5,Bhutan
2020-10-02,16,11,0.0,6.0,3,100,06:19 PM,06:02 AM,05:55 AM,05:47 PM,11,13,13,13,7,77,90,16.6,1011,16,8,209,4,Bhutan
2020-10-03,14,10,0.0,7.4,3,89,06:49 PM,06:54 AM,05:55 AM,05:46 PM,10,12,12,12,4,68,92,4.7,1012,14,10,213,3,Bhutan
2020-10-04,17,10,0.0,10.2,3,82,07:21 PM,07:46 AM,05:56 AM,05:45 PM,11,13,13,13,6,64,87,12.1,1012,17,9,214,4,Bhutan
2020-10-05,17,9,0.0,8.8,3,74,07:54 PM,08:38 AM,05:56 AM,05:43 PM,11,12,12,12,7,72,90,13.5,1012,17,9,193,4,Bhutan
2020-10-06,17,10,0.0,5.9,3,67,08:30 PM,09:32 AM,05:57 AM,05:42 PM,11,13,13,13,6,77,90,13.5,1012,17,9,195,4,Bhutan
2020-10-07,18,8,0.0,7.3,3,60,09:12 PM,10:26 AM,05:57 AM,05:41 PM,10,13,12,13,7,69,84,6.1,1015,18,10,200,5,Bhutan
2020-10-08,21,7,0.0,11.6,4,53,09:58 PM,11:21 AM,05:58 AM,05:40 PM,7,14,15,14,8,34,73,1.1,1015,21,10,199,5,Bhutan
2020-10-09,21,8,0.0,10.2,4,45,10:49 PM,12:15 PM,05:58 AM,05:39 PM,7,14,15,14,8,38,73,0.3,1015,21,9,207,5,Bhutan
2020-10-10,20,8,0.0,11.6,4,38,11:46 PM,01:09 PM,05:59 AM,05:38 PM,7,13,14,13,9,22,73,0.1,1014,20,10,208,5,Bhutan
2020-10-11,20,8,0.0,10.2,4,31,No moonrise,01:59 PM,05:59 AM,05:37 PM,8,14,15,14,8,34,74,0.4,1012,20,10,206,5,Bhutan
2020-10-12,21,8,0.0,8.6,4,23,12:47 AM,02:45 PM,06:00 AM,05:36 PM,9,14,15,14,7,55,80,2.1,1012,21,10,175,5,Bhutan
2020-10-13,20,7,0.0,7.2,4,16,01:51 AM,03:29 PM,06:01 AM,05:35 PM,8,13,14,13,7,41,77,0.7,1013,20,9,212,5,Bhutan
2020-10-14,20,7,0.0,7.2,4,9,02:56 AM,04:10 PM,06:01 AM,05:34 PM,8,13,14,13,8,36,77,0.2,1013,20,10,209,5,Bhutan
2020-10-15,20,7,0.0,8.7,5,2,04:03 AM,04:49 PM,06:02 AM,05:33 PM,7,13,14,13,8,24,74,0.1,1014,20,10,210,5,Bhutan
2020-10-16,20,7,0.0,7.2,4,0,05:10 AM,05:29 PM,06:02 AM,05:32 PM,7,13,14,13,8,54,74,0.6,1014,20,10,212,5,Bhutan
2020-10-17,19,9,0.0,5.7,4,0,06:17 AM,06:09 PM,06:03 AM,05:31 PM,7,14,14,14,5,63,72,0.9,1014,19,10,200,4,Bhutan
2020-10-18,18,9,0.0,4.2,3,5,07:27 AM,06:52 PM,06:03 AM,05:30 PM,9,13,13,13,5,78,81,3.1,1014,18,10,166,4,Bhutan
2020-10-19,17,6,0.0,5.7,3,13,08:36 AM,07:39 PM,06:04 AM,05:29 PM,8,11,11,11,6,71,84,6.6,1013,17,10,191,4,Bhutan
2020-10-20,17,6,0.0,4.2,3,20,09:45 AM,08:30 PM,06:04 AM,05:28 PM,7,11,11,11,7,75,83,5.1,1013,17,10,203,4,Bhutan
2020-10-21,18,4,0.0,7.2,3,27,10:51 AM,09:26 PM,06:05 AM,05:27 PM,3,10,12,10,11,40,67,2.1,1015,18,10,208,6,Bhutan
2020-10-22,18,4,0.0,8.7,3,35,11:52 AM,10:24 PM,06:06 AM,05:26 PM,4,11,12,11,10,30,70,1.7,1013,18,10,210,6,Bhutan
2020-10-23,18,5,0.0,7.2,3,42,12:45 PM,11:24 PM,06:06 AM,05:25 PM,4,11,12,11,10,29,70,0.4,1013,18,9,218,6,Bhutan
2020-10-24,19,5,0.0,8.7,3,49,01:33 PM,No moonset,06:07 AM,05:24 PM,1,11,12,11,10,13,58,0.2,1014,19,9,214,6,Bhutan
2020-10-25,18,7,0.0,4.2,3,56,02:13 PM,12:22 AM,06:08 AM,05:24 PM,8,12,12,12,7,70,82,5.7,1016,18,10,216,5,Bhutan
2020-10-26,14,8,0.0,4.2,3,64,02:49 PM,01:19 AM,06:08 AM,05:23 PM,9,10,10,10,5,70,92,19.1,1015,14,9,162,3,Bhutan
2020-10-27,16,4,0.0,7.2,3,71,03:22 PM,02:13 AM,06:09 AM,05:22 PM,4,10,11,10,8,26,75,0.2,1016,16,10,212,5,Bhutan
2020-10-28,17,4,0.0,8.7,4,78,03:53 PM,03:06 AM,06:09 AM,05:21 PM,1,10,11,10,10,7,62,0.0,1017,17,10,215,6,Bhutan
2020-10-29,18,4,0.0,8.7,4,85,04:22 PM,03:58 AM,06:10 AM,05:20 PM,-2,10,11,10,11,2,48,0.0,1019,18,10,215,6,Bhutan
2020-10-30,18,4,0.0,8.7,4,93,04:52 PM,04:49 AM,06:11 AM,05:20 PM,-2,10,12,10,11,2,49,0.0,1019,18,10,215,6,Bhutan
2020-10-31,18,4,0.0,8.7,4,97,05:23 PM,05:41 AM,06:11 AM,05:19 PM,-1,10,11,10,10,11,51,0.1,1019,18,10,213,6,Bhutan
2020-11-01,18,5,0.0,8.7,3,89,05:55 PM,06:33 AM,06:12 AM,05:18 PM,2,10,11,10,10,31,63,0.4,1018,18,10,217,6,Bhutan
2020-11-02,17,5,0.0,7.2,3,81,06:30 PM,07:27 AM,06:13 AM,05:17 PM,4,10,11,10,9,31,73,0.6,1017,17,10,211,5,Bhutan
2020-11-03,17,4,0.0,7.2,3,74,07:10 PM,08:21 AM,06:13 AM,05:17 PM,4,10,11,10,10,45,73,1.1,1017,17,10,212,6,Bhutan
2020-11-04,14,3,0.0,7.2,3,66,07:54 PM,09:16 AM,06:14 AM,05:16 PM,1,8,9,8,11,35,69,0.7,1016,14,10,218,6,Bhutan
2020-11-05,14,1,0.0,8.7,2,58,08:44 PM,10:11 AM,06:15 AM,05:15 PM,-3,6,7,6,11,14,59,0.1,1018,14,10,213,7,Bhutan
2020-11-06,14,1,0.0,8.7,3,51,09:38 PM,11:04 AM,06:16 AM,05:15 PM,-2,6,8,6,10,7,61,0.0,1020,14,10,217,6,Bhutan
2020-11-07,14,1,0.0,8.7,3,43,10:36 PM,11:54 AM,06:16 AM,05:14 PM,-1,6,8,6,10,7,64,0.0,1021,14,10,215,6,Bhutan
2020-11-08,15,2,0.0,8.7,4,36,11:37 PM,12:41 PM,06:17 AM,05:13 PM,-1,7,8,7,10,6,63,0.0,1021,15,10,217,6,Bhutan
2020-11-09,16,3,0.0,8.7,4,28,No moonrise,01:24 PM,06:18 AM,05:13 PM,-1,9,10,9,10,4,59,0.0,1020,16,10,215,6,Bhutan
2020-11-10,15,3,0.0,8.7,4,21,12:39 AM,02:04 PM,06:18 AM,05:12 PM,-1,7,9,7,10,6,60,0.0,1021,15,10,216,6,Bhutan
2020-11-11,15,2,0.0,8.7,4,13,01:43 AM,02:42 PM,06:19 AM,05:12 PM,-1,7,9,7,10,5,60,0.0,1022,15,10,215,6,Bhutan
2020-11-12,15,2,0.0,8.7,4,6,02:47 AM,03:20 PM,06:20 AM,05:11 PM,-2,8,9,8,10,4,58,0.0,1022,15,10,215,6,Bhutan
2020-11-13,15,2,0.0,8.7,4,0,03:53 AM,03:59 PM,06:21 AM,05:11 PM,-1,7,9,7,10,4,59,0.0,1020,15,10,218,6,Bhutan
2020-11-14,15,2,0.0,8.7,4,0,05:01 AM,04:40 PM,06:21 AM,05:10 PM,-2,8,9,8,10,3,55,0.0,1019,15,10,215,6,Bhutan
2020-11-15,15,3,0.0,8.7,4,0,06:10 AM,05:25 PM,06:22 AM,05:10 PM,-1,8,9,8,10,4,57,0.0,1020,15,10,218,6,Bhutan
2020-11-16,14,2,0.0,8.7,3,2,07:21 AM,06:14 PM,06:23 AM,05:10 PM,-1,7,9,7,10,14,61,0.1,1020,14,10,214,6,Bhutan
2020-11-17,11,-0,1.2,7.2,2,9,08:30 AM,07:10 PM,06:24 AM,05:09 PM,-2,3,4,3,9,43,70,1.8,1017,11,9,210,6,Bhutan
2020-11-18,9,-1,0.8,4.1,1,17,09:36 AM,08:09 PM,06:24 AM,05:09 PM,-0,3,3,3,6,68,79,1.6,1015,9,9,214,4,Bhutan
2020-11-19,8,-0,0.9,5.6,1,24,10:35 AM,09:11 PM,06:25 AM,05:09 PM,-0,2,3,2,6,58,82,1.4,1014,8,8,175,4,Bhutan
2020-11-20,6,-1,1.3,5.6,1,32,11:27 AM,10:11 PM,06:26 AM,05:08 PM,0,2,3,2,5,66,85,2.1,1015,6,7,215,4,Bhutan
2020-11-21,8,-2,0.8,8.7,1,39,12:11 PM,11:11 PM,06:27 AM,05:08 PM,-2,1,2,1,8,24,75,1.1,1015,8,9,208,5,Bhutan
2020-11-22,9,-3,0.9,8.7,1,47,12:50 PM,No moonset,06:28 AM,05:08 PM,-3,1,3,1,8,40,74,1.0,1017,9,9,229,5,Bhutan
2020-11-23,10,-2,0.1,8.7,2,54,01:24 PM,12:07 AM,06:28 AM,05:07 PM,-4,1,3,1,9,17,65,0.1,1018,10,10,213,6,Bhutan
2020-11-24,10,-1,0.0,8.7,3,62,01:55 PM,01:01 AM,06:29 AM,05:07 PM,-3,3,5,3,10,9,67,0.0,1019,10,10,211,6,Bhutan
2020-11-25,12,-1,0.0,8.7,3,70,02:25 PM,01:53 AM,06:30 AM,05:07 PM,-3,4,6,4,10,10,65,0.0,1019,12,10,219,6,Bhutan
2020-11-26,13,1,0.0,8.7,3,77,02:54 PM,02:44 AM,06:31 AM,05:07 PM,-5,5,6,5,10,3,52,0.0,1021,13,10,219,6,Bhutan
2020-11-27,10,3,0.1,7.1,2,85,03:25 PM,03:36 AM,06:31 AM,05:07 PM,-5,5,7,5,8,41,48,0.2,1022,10,10,223,5,Bhutan
2020-11-28,14,-0,0.0,8.7,3,92,03:56 PM,04:27 AM,06:32 AM,05:07 PM,-5,5,7,5,11,3,53,0.0,1023,14,10,213,7,Bhutan
2020-11-29,14,1,0.0,8.7,3,100,04:30 PM,05:21 AM,06:33 AM,05:07 PM,-8,6,7,6,11,2,42,0.0,1022,14,10,215,6,Bhutan
2020-11-30,12,1,0.0,8.7,3,100,05:09 PM,06:15 AM,06:34 AM,05:07 PM,-3,5,6,5,9,6,62,0.0,1019,12,10,211,6,Bhutan
2020-12-01,11,0,0.0,8.7,3,89,05:52 PM,07:11 AM,06:34 AM,05:07 PM,-2,5,6,5,8,8,66,0.0,1019,11,10,209,5,Bhutan
2020-12-02,10,-0,0.2,7.1,2,82,06:40 PM,08:06 AM,06:35 AM,05:07 PM,0,3,4,3,6,39,79,0.4,1017,10,8,185,4,Bhutan
2020-12-03,8,2,2.0,7.1,1,75,07:34 PM,09:01 AM,06:36 AM,05:07 PM,2,3,4,3,4,74,90,2.9,1016,8,6,120,3,Bhutan
2020-12-04,7,-3,3.3,4.0,1,67,08:30 PM,09:52 AM,06:37 AM,05:07 PM,1,2,3,2,3,82,89,4.7,1015,7,5,190,2,Bhutan
2020-12-05,5,0,2.1,5.6,1,60,09:30 PM,10:40 AM,06:37 AM,05:07 PM,1,2,2,2,4,69,91,2.5,1016,5,5,230,3,Bhutan
2020-12-06,8,-2,1.1,7.1,1,53,10:31 PM,11:23 AM,06:38 AM,05:07 PM,-1,1,2,1,6,47,79,1.5,1017,8,8,217,4,Bhutan
2020-12-07,11,-3,1.0,8.7,2,46,11:33 PM,12:03 PM,06:39 AM,05:07 PM,-1,3,5,3,8,29,75,1.2,1018,11,8,200,5,Bhutan
2020-12-08,11,-1,0.0,8.7,2,38,No moonrise,12:41 PM,06:40 AM,05:07 PM,-1,4,5,4,7,18,71,0.0,1018,11,9,228,5,Bhutan
2020-12-09,12,1,0.0,8.7,2,31,12:34 AM,01:17 PM,06:40 AM,05:08 PM,0,6,6,6,5,26,73,0.0,1016,12,9,167,4,Bhutan
2020-12-10,10,2,0.1,8.7,2,24,01:37 AM,01:54 PM,06:41 AM,05:08 PM,1,4,5,4,5,34,81,0.1,1015,10,9,67,4,Bhutan
2020-12-11,10,-0,0.0,8.7,2,17,02:41 AM,02:31 PM,06:42 AM,05:08 PM,-0,4,5,4,7,27,76,0.0,1015,10,8,197,5,Bhutan
2020-12-12,11,0,0.0,8.7,3,9,03:47 AM,03:13 PM,06:42 AM,05:08 PM,-1,4,5,4,6,26,72,0.0,1015,11,10,162,4,Bhutan
2020-12-13,10,-1,0.2,8.7,2,2,04:55 AM,03:59 PM,06:43 AM,05:09 PM,-3,3,4,3,8,23,68,0.2,1014,10,10,178,5,Bhutan
2020-12-14,10,-2,0.1,8.7,3,0,06:05 AM,04:51 PM,06:44 AM,05:09 PM,-3,3,4,3,7,21,72,0.1,1015,10,10,233,5,Bhutan
2020-12-15,9,-3,0.0,8.7,3,0,07:14 AM,05:49 PM,06:44 AM,05:09 PM,-4,3,4,3,7,13,64,0.0,1018,9,10,237,5,Bhutan
2020-12-16,9,-3,0.0,8.7,3,5,08:17 AM,06:51 PM,06:45 AM,05:10 PM,-4,2,4,2,7,15,65,0.0,1018,9,10,227,5,Bhutan
2020-12-17,9,-3,0.3,8.7,1,12,09:14 AM,07:54 PM,06:45 AM,05:10 PM,-4,1,4,1,8,26,69,0.3,1016,9,8,187,5,Bhutan
2020-12-18,7,-3,0.1,7.1,1,20,10:03 AM,08:56 PM,06:46 AM,05:11 PM,-3,1,2,1,5,45,76,0.3,1015,7,9,164,3,Bhutan
2020-12-19,8,-4,0.0,8.7,1,27,10:46 AM,09:55 PM,06:46 AM,05:11 PM,-4,-0,2,-0,7,28,74,0.0,1016,8,9,225,5,Bhutan
2020-12-20,10,-3,0.0,8.7,3,34,11:23 AM,10:51 PM,06:47 AM,05:12 PM,-4,2,4,2,7,13,71,0.0,1017,10,10,184,4,Bhutan
2020-12-21,11,-1,0.0,8.7,3,41,11:56 AM,11:46 PM,06:48 AM,05:12 PM,-3,4,5,4,8,8,68,0.0,1016,11,10,209,5,Bhutan
2020-12-22,11,-1,0.0,8.7,3,49,12:26 PM,No moonset,06:48 AM,05:13 PM,-2,3,5,3,8,11,72,0.0,1015,11,10,219,5,Bhutan
2020-12-23,11,-1,0.0,8.7,3,56,12:56 PM,12:37 AM,06:48 AM,05:13 PM,-3,4,6,4,9,7,66,0.0,1015,11,10,213,5,Bhutan
2020-12-24,12,0,0.0,8.7,3,63,01:26 PM,01:29 AM,06:49 AM,05:14 PM,-4,4,6,4,10,6,58,0.0,1015,12,10,224,6,Bhutan
2020-12-25,9,-2,0.0,8.7,2,70,01:56 PM,02:20 AM,06:49 AM,05:14 PM,-6,1,3,1,9,12,58,0.0,1014,9,10,218,6,Bhutan
2020-12-26,10,-2,0.0,8.7,3,78,02:29 PM,03:13 AM,06:50 AM,05:15 PM,-6,2,4,2,8,12,59,0.0,1016,10,10,219,5,Bhutan
2020-12-27,10,-2,0.0,8.7,3,85,03:06 PM,04:07 AM,06:50 AM,05:15 PM,-3,2,3,2,8,16,69,0.0,1013,10,10,217,5,Bhutan
2020-12-28,10,-2,0.0,8.7,3,92,03:48 PM,05:02 AM,06:51 AM,05:16 PM,-5,3,5,3,8,9,60,0.0,1014,10,10,219,5,Bhutan
2020-12-29,10,-3,0.0,8.7,3,100,04:34 PM,05:58 AM,06:51 AM,05:17 PM,-9,1,3,1,9,8,50,0.0,1016,10,10,225,6,Bhutan
2020-12-30,11,-2,0.0,8.7,3,100,05:27 PM,06:54 AM,06:51 AM,05:17 PM,-8,2,4,2,10,4,50,0.0,1017,11,10,220,6,Bhutan
2020-12-31,10,-2,0.0,8.7,3,89,06:23 PM,07:48 AM,06:52 AM,05:18 PM,-8,2,4,2,10,4,50,0.0,1017,10,10,216,6,Bhutan
2021-01-01,11,-1,0.0,8.7,3,79,07:24 PM,08:37 AM,06:52 AM,05:19 PM,-7,3,5,3,10,3,50,0.0,1018,11,10,213,6,Bhutan
2021-01-02,11,-1,0.0,8.7,3,71,08:25 PM,09:23 AM,06:52 AM,05:19 PM,-7,4,5,4,9,3,51,0.0,1017,11,10,215,6,Bhutan
2021-01-03,12,-1,0.0,8.7,3,64,09:27 PM,10:04 AM,06:52 AM,05:20 PM,-6,4,5,4,9,4,49,0.0,1016,12,10,216,5,Bhutan
2021-01-04,13,1,0.0,8.7,3,57,10:28 PM,10:42 AM,06:53 AM,05:21 PM,-5,6,7,6,10,5,50,0.0,1018,13,10,220,6,Bhutan
2021-01-05,14,2,0.0,8.7,3,50,11:29 PM,11:18 AM,06:53 AM,05:22 PM,-3,6,8,6,11,10,53,0.0,1018,14,10,214,6,Bhutan
2021-01-06,12,1,0.0,8.7,3,42,No moonrise,11:54 AM,06:53 AM,05:22 PM,-3,5,7,5,10,8,60,0.0,1015,12,10,213,6,Bhutan
2021-01-07,12,-1,0.0,8.7,2,35,12:31 AM,12:30 PM,06:53 AM,05:23 PM,-2,4,6,4,8,19,68,0.0,1014,12,9,200,5,Bhutan
2021-01-08,11,-1,0.1,8.7,2,28,01:34 AM,01:08 PM,06:53 AM,05:24 PM,0,5,6,5,6,36,76,0.1,1014,11,9,184,4,Bhutan
2021-01-09,11,-1,0.0,8.7,2,20,02:39 AM,01:51 PM,06:53 AM,05:25 PM,-1,4,5,4,6,29,73,0.0,1013,11,9,129,4,Bhutan
2021-01-10,10,2,0.0,8.7,2,13,03:46 AM,02:38 PM,06:53 AM,05:25 PM,1,4,5,4,4,43,80,0.0,1012,10,8,142,3,Bhutan
2021-01-11,9,2,0.1,7.1,1,6,04:53 AM,03:32 PM,06:53 AM,05:26 PM,1,3,4,3,5,66,84,0.2,1012,9,9,101,4,Bhutan
2021-01-12,8,1,0.3,5.6,1,0,05:58 AM,04:31 PM,06:53 AM,05:27 PM,0,2,3,2,5,65,84,0.5,1012,8,7,82,4,Bhutan
2021-01-13,7,0,0.2,7.1,1,0,06:58 AM,05:34 PM,06:53 AM,05:28 PM,0,2,3,2,4,58,86,0.2,1010,7,7,75,3,Bhutan
2021-01-14,10,-1,0.0,8.7,3,1,07:52 AM,06:37 PM,06:53 AM,05:29 PM,-1,4,4,4,5,26,76,0.0,1012,10,10,197,4,Bhutan
2021-01-15,11,-1,0.0,8.7,2,8,08:37 AM,07:39 PM,06:53 AM,05:29 PM,-1,4,5,4,6,24,73,0.0,1011,11,9,165,4,Bhutan
2021-01-16,8,2,0.0,8.7,1,16,09:18 AM,08:38 PM,06:53 AM,05:30 PM,1,3,4,3,5,63,85,0.0,1010,8,8,108,4,Bhutan
2021-01-17,11,0,0.0,8.7,3,23,09:53 AM,09:34 PM,06:53 AM,05:31 PM,0,5,6,5,5,32,78,0.0,1015,11,10,154,4,Bhutan
2021-01-18,8,-1,0.4,7.1,1,30,10:25 AM,10:27 PM,06:53 AM,05:32 PM,-0,2,3,2,6,43,81,1.0,1016,8,8,197,4,Bhutan
2021-01-19,7,-2,1.4,5.6,1,38,10:55 AM,11:20 PM,06:53 AM,05:33 PM,-1,1,2,1,5,61,84,2.0,1012,7,6,186,4,Bhutan
2021-01-20,6,-3,1.2,7.2,1,45,11:25 AM,No moonset,06:52 AM,05:33 PM,-2,-0,1,-0,6,58,83,2.1,1011,6,7,202,5,Bhutan
2021-01-21,9,-4,0.7,8.7,2,52,11:55 AM,12:11 AM,06:52 AM,05:34 PM,-4,2,3,2,7,30,71,0.8,1014,9,9,194,5,Bhutan
2021-01-22,11,-3,0.0,8.7,3,59,12:27 PM,01:04 AM,06:52 AM,05:35 PM,-9,3,5,3,10,6,48,0.0,1015,11,10,217,6,Bhutan
2021-01-23,10,-2,0.0,8.7,2,67,01:03 PM,01:57 AM,06:52 AM,05:36 PM,-2,3,4,3,7,20,71,0.0,1012,10,9,167,5,Bhutan
2021-01-24,9,-2,0.0,8.7,1,74,01:42 PM,02:51 AM,06:51 AM,05:37 PM,-1,3,3,3,5,33,77,0.0,1014,9,8,205,4,Bhutan
2021-01-25,9,-3,0.0,8.7,1,81,02:26 PM,03:47 AM,06:51 AM,05:37 PM,-3,1,3,1,7,20,71,0.0,1015,9,9,167,5,Bhutan
2021-01-26,9,-3,0.0,8.7,2,88,03:16 PM,04:43 AM,06:51 AM,05:38 PM,-4,2,3,2,6,16,69,0.0,1015,9,10,208,5,Bhutan
2021-01-27,10,-2,0.0,8.7,3,96,04:12 PM,05:38 AM,06:50 AM,05:39 PM,-6,2,3,2,9,9,60,0.0,1015,10,10,203,6,Bhutan
2021-01-28,10,-2,0.0,8.7,3,100,05:12 PM,06:29 AM,06:50 AM,05:40 PM,-4,3,4,3,8,10,65,0.0,1017,10,10,207,5,Bhutan
2021-01-29,8,-3,0.9,7.2,1,90,06:14 PM,07:18 AM,06:49 AM,05:41 PM,-6,1,3,1,9,30,61,1.1,1016,8,9,194,6,Bhutan
2021-01-30,6,-5,1.0,8.7,1,82,07:18 PM,08:01 AM,06:49 AM,05:41 PM,-7,-1,1,-1,7,38,68,1.2,1016,6,9,198,5,Bhutan
2021-01-31,7,-5,0.0,7.2,1,79,08:20 PM,08:41 AM,06:48 AM,05:42 PM,-8,-1,1,-1,9,28,60,0.2,1016,7,10,209,6,Bhutan
2021-02-01,7,-4,0.3,7.2,1,63,09:23 PM,09:19 AM,06:48 AM,05:43 PM,-4,0,2,0,7,36,75,0.5,1016,7,9,207,5,Bhutan
2021-02-02,10,-4,0.0,8.7,2,55,10:25 PM,09:55 AM,06:47 AM,05:44 PM,-4,1,3,1,8,14,71,0.0,1017,10,10,202,5,Bhutan
2021-02-03,10,-2,0.0,8.7,3,48,11:28 PM,10:31 AM,06:47 AM,05:44 PM,-3,3,4,3,7,23,72,0.1,1017,10,10,215,5,Bhutan
2021-02-04,10,-3,0.0,8.7,3,40,No moonrise,11:08 AM,06:46 AM,05:45 PM,-5,3,5,3,8,12,63,0.0,1018,10,10,207,5,Bhutan
2021-02-05,10,-2,0.3,7.2,2,33,12:32 AM,11:49 AM,06:46 AM,05:46 PM,-4,2,4,2,8,33,68,0.4,1017,10,9,207,6,Bhutan
2021-02-06,6,-3,8.1,7.2,1,25,01:37 AM,12:33 PM,06:45 AM,05:47 PM,-4,-1,0,-1,7,48,76,11.6,1016,6,9,205,5,Bhutan
