date_time,Myanmar_maxtempC,Myanmar_mintempC,Myanmar_totalSnow_cm,Myanmar_sunHour,Myanmar_uvIndex,Myanmar_moon_illumination,Myanmar_moonrise,Myanmar_moonset,Myanmar_sunrise,Myanmar_sunset,Myanmar_DewPointC,Myanmar_FeelsLikeC,Myanmar_HeatIndexC,Myanmar_WindChillC,Myanmar_WindGustKmph,Myanmar_cloudcover,Myanmar_humidity,Myanmar_precipMM,Myanmar_pressure,Myanmar_tempC,Myanmar_visibility,Myanmar_winddirDegree,Myanmar_windspeedKmph,Myanmar_location
2020-05-25,38,29,0.0,13.0,8,17,07:28 AM,08:57 PM,05:32 AM,06:33 PM,22,37,37,33,18,10,56,0.0,1009,38,10,230,15,Myanmar
2020-05-26,36,30,0.0,13.0,7,25,08:21 AM,09:52 PM,05:32 AM,06:33 PM,23,37,37,32,18,45,59,0.7,1009,36,10,226,14,Myanmar
2020-05-27,36,29,0.0,10.7,7,32,09:18 AM,10:44 PM,05:32 AM,06:33 PM,23,37,37,32,18,56,62,9.0,1009,36,9,217,14,Myanmar
2020-05-28,36,30,0.0,13.0,7,39,10:16 AM,11:34 PM,05:32 AM,06:34 PM,24,38,38,32,13,56,63,9.1,1008,36,9,204,9,Myanmar
2020-05-29,36,29,0.0,10.7,7,47,11:16 AM,No moonset,05:32 AM,06:34 PM,23,37,37,32,14,53,61,13.7,1008,36,9,215,10,Myanmar
2020-05-30,36,29,0.0,12.0,7,54,12:14 PM,12:21 AM,05:32 AM,06:34 PM,23,36,36,32,17,58,61,3.1,1009,36,10,235,12,Myanmar
2020-05-31,35,29,0.0,10.7,7,58,01:12 PM,01:06 AM,05:32 AM,06:35 PM,23,36,36,31,17,52,63,4.0,1009,35,10,221,12,Myanmar
2020-06-01,35,29,0.0,10.7,7,71,02:10 PM,01:49 AM,05:32 AM,06:35 PM,23,37,37,32,17,48,61,1.7,1008,35,10,233,13,Myanmar
2020-06-02,35,29,0.0,12.0,7,79,03:09 PM,02:32 AM,05:32 AM,06:35 PM,23,36,36,32,17,58,62,3.0,1008,35,10,243,13,Myanmar
2020-06-03,36,29,0.0,12.0,7,86,04:09 PM,03:16 AM,05:32 AM,06:36 PM,23,36,36,31,16,43,63,0.2,1007,36,10,234,12,Myanmar
2020-06-04,37,29,0.0,13.0,8,94,05:11 PM,04:03 AM,05:32 AM,06:36 PM,23,37,37,32,19,35,62,4.5,1006,37,10,237,14,Myanmar
2020-06-05,35,29,0.0,12.0,7,100,06:13 PM,04:52 AM,05:32 AM,06:36 PM,23,36,36,31,20,50,64,5.8,1006,35,10,234,15,Myanmar
2020-06-06,34,28,0.0,12.0,7,100,07:16 PM,05:46 AM,05:32 AM,06:37 PM,24,35,35,30,13,65,70,11.6,1005,34,8,200,10,Myanmar
2020-06-07,33,28,0.0,9.4,7,84,08:17 PM,06:42 AM,05:32 AM,06:37 PM,23,35,35,30,16,65,67,5.4,1005,33,9,191,12,Myanmar
2020-06-08,29,26,0.0,8.2,6,76,09:13 PM,07:40 AM,05:32 AM,06:37 PM,24,32,32,28,18,78,82,26.5,1004,29,9,182,12,Myanmar
2020-06-09,32,27,0.0,9.4,6,69,10:04 PM,08:38 AM,05:32 AM,06:38 PM,24,34,34,29,30,69,76,43.9,1004,32,6,173,16,Myanmar
2020-06-10,32,27,0.0,8.2,6,61,10:50 PM,09:34 AM,05:32 AM,06:38 PM,24,33,33,29,35,82,76,60.5,1005,32,6,180,19,Myanmar
2020-06-11,32,27,0.0,9.4,7,54,11:32 PM,10:27 AM,05:32 AM,06:38 PM,24,34,34,29,30,65,75,30.0,1006,32,8,189,17,Myanmar
2020-06-12,32,27,0.0,10.7,7,46,No moonrise,11:19 AM,05:32 AM,06:39 PM,24,34,34,29,20,71,74,24.6,1005,32,8,215,12,Myanmar
2020-06-13,34,28,0.0,9.4,7,38,12:10 AM,12:07 PM,05:32 AM,06:39 PM,24,36,36,31,12,67,68,9.7,1005,34,9,239,8,Myanmar
2020-06-14,34,28,0.0,9.4,7,31,12:45 AM,12:54 PM,05:32 AM,06:39 PM,25,36,36,30,15,67,73,20.1,1006,34,8,241,9,Myanmar
2020-06-15,28,26,0.0,9.4,6,23,01:20 AM,01:41 PM,05:32 AM,06:40 PM,24,31,31,27,15,76,82,13.2,1007,28,9,192,10,Myanmar
2020-06-16,30,27,0.0,12.0,6,16,01:55 AM,02:28 PM,05:33 AM,06:40 PM,24,32,32,28,22,68,79,33.1,1006,30,7,186,13,Myanmar
2020-06-17,27,20,0.0,8.2,6,8,02:30 AM,03:16 PM,05:33 AM,06:40 PM,24,29,29,25,23,87,88,55.2,1006,27,6,236,14,Myanmar
2020-06-18,26,25,0.0,8.2,6,1,03:07 AM,04:06 PM,05:33 AM,06:40 PM,24,28,28,25,15,82,90,30.0,1008,26,7,222,10,Myanmar
2020-06-19,30,25,0.0,9.4,6,0,03:48 AM,04:59 PM,05:33 AM,06:41 PM,24,31,31,28,19,77,81,18.3,1007,30,9,211,12,Myanmar
2020-06-20,31,25,0.0,10.7,6,0,04:32 AM,05:53 PM,05:33 AM,06:41 PM,24,32,32,28,14,67,80,4.2,1006,31,10,181,11,Myanmar
2020-06-21,32,27,0.0,12.0,7,0,05:21 AM,06:49 PM,05:34 AM,06:41 PM,24,34,34,29,18,54,75,5.3,1005,32,10,173,13,Myanmar
2020-06-22,34,28,0.0,13.1,7,7,06:14 AM,07:46 PM,05:34 AM,06:41 PM,24,36,36,30,13,46,72,3.3,1005,34,10,197,10,Myanmar
2020-06-23,33,28,0.0,12.0,7,14,07:12 AM,08:40 PM,05:34 AM,06:41 PM,24,36,36,30,14,67,72,3.7,1006,33,10,191,10,Myanmar
2020-06-24,34,28,0.0,12.0,7,22,08:10 AM,09:32 PM,05:34 AM,06:42 PM,24,36,36,30,13,48,71,0.3,1006,34,10,209,10,Myanmar
2020-06-25,34,28,0.0,12.0,7,29,09:10 AM,10:20 PM,05:34 AM,06:42 PM,25,36,36,30,15,48,73,18.6,1006,34,9,222,9,Myanmar
2020-06-26,31,23,0.0,9.4,6,37,10:09 AM,11:05 PM,05:35 AM,06:42 PM,24,33,33,28,18,75,78,36.0,1006,31,7,188,10,Myanmar
2020-06-27,30,27,0.0,8.2,6,44,11:07 AM,11:49 PM,05:35 AM,06:42 PM,24,32,32,28,17,79,80,31.1,1007,30,7,211,10,Myanmar
2020-06-28,32,27,0.0,9.4,7,52,12:04 PM,No moonset,05:35 AM,06:42 PM,24,34,34,29,12,64,74,10.9,1006,32,9,150,8,Myanmar
2020-06-29,33,27,0.0,10.7,7,59,01:01 PM,12:30 AM,05:36 AM,06:42 PM,23,33,33,29,13,55,72,3.1,1006,33,10,210,9,Myanmar
2020-06-30,34,27,0.0,10.7,7,67,01:59 PM,01:13 AM,05:36 AM,06:42 PM,24,34,34,30,15,70,72,12.3,1006,34,9,239,10,Myanmar
2020-07-01,32,27,0.0,8.2,6,72,02:58 PM,01:57 AM,05:36 AM,06:42 PM,24,33,33,29,29,67,76,23.4,1005,32,9,235,17,Myanmar
2020-07-02,33,26,0.0,9.4,6,79,03:59 PM,02:44 AM,05:36 AM,06:43 PM,24,33,33,29,22,71,77,18.0,1004,33,9,224,14,Myanmar
2020-07-03,31,26,0.0,8.2,6,86,05:01 PM,03:35 AM,05:37 AM,06:43 PM,24,32,32,28,24,80,78,17.7,1006,31,9,231,16,Myanmar
2020-07-04,27,21,0.0,8.2,6,94,06:02 PM,04:28 AM,05:37 AM,06:43 PM,24,29,29,26,29,74,86,38.4,1006,27,8,202,16,Myanmar
2020-07-05,26,17,0.0,8.2,5,100,07:00 PM,05:26 AM,05:37 AM,06:43 PM,24,27,27,24,18,83,90,28.3,1007,26,8,209,11,Myanmar
2020-07-06,31,26,0.0,9.4,6,100,07:54 PM,06:23 AM,05:38 AM,06:43 PM,24,33,33,28,18,67,79,24.5,1005,31,8,164,10,Myanmar
2020-07-07,33,27,0.0,10.7,7,85,08:42 PM,07:21 AM,05:38 AM,06:43 PM,24,35,35,30,12,66,74,3.1,1007,33,10,206,9,Myanmar
2020-07-08,33,27,0.0,8.2,7,77,09:27 PM,08:16 AM,05:38 AM,06:43 PM,24,35,35,30,18,77,73,29.5,1007,33,8,248,12,Myanmar
2020-07-09,32,26,0.0,10.7,6,70,10:06 PM,09:09 AM,05:39 AM,06:43 PM,24,33,33,29,14,64,77,3.8,1006,32,10,237,11,Myanmar
2020-07-10,33,27,0.0,10.7,7,63,10:43 PM,09:59 AM,05:39 AM,06:43 PM,24,34,34,29,17,59,74,5.4,1006,33,10,222,13,Myanmar
2020-07-11,33,27,0.0,10.7,7,55,11:18 PM,10:47 AM,05:39 AM,06:43 PM,24,34,34,29,18,67,76,12.9,1006,33,9,229,12,Myanmar
2020-07-12,30,26,0.0,8.1,6,48,11:53 PM,11:35 AM,05:40 AM,06:42 PM,24,32,32,28,15,74,82,28.3,1006,30,7,198,9,Myanmar
2020-07-13,29,25,0.0,9.4,6,41,No moonrise,12:21 PM,05:40 AM,06:42 PM,24,30,30,27,15,84,85,38.8,1006,29,8,152,9,Myanmar
2020-07-14,25,24,0.0,8.1,5,34,12:27 AM,01:09 PM,05:40 AM,06:42 PM,23,28,28,25,9,86,92,30.4,1007,25,8,142,7,Myanmar
2020-07-15,32,27,0.0,9.4,6,26,01:04 AM,01:58 PM,05:41 AM,06:42 PM,24,33,33,29,16,76,77,33.7,1006,32,8,155,9,Myanmar
2020-07-16,31,27,0.0,10.7,6,19,01:43 AM,02:49 PM,05:41 AM,06:42 PM,24,33,33,28,24,64,78,26.7,1005,31,8,230,13,Myanmar
2020-07-17,32,26,0.0,9.4,6,12,02:25 AM,03:42 PM,05:41 AM,06:42 PM,24,33,33,29,17,71,76,7.6,1006,32,9,206,12,Myanmar
2020-07-18,32,27,0.0,8.1,7,5,03:12 AM,04:38 PM,05:42 AM,06:42 PM,24,34,34,29,17,69,77,4.3,1007,32,10,195,12,Myanmar
2020-07-19,33,27,0.0,13.0,7,0,04:04 AM,05:35 PM,05:42 AM,06:41 PM,24,34,34,29,13,30,75,0.2,1007,33,10,216,10,Myanmar
2020-07-20,33,27,0.0,11.9,7,0,05:00 AM,06:30 PM,05:42 AM,06:41 PM,25,35,35,29,13,52,76,5.0,1007,33,10,219,9,Myanmar
2020-07-21,33,27,0.0,9.4,7,2,05:59 AM,07:25 PM,05:43 AM,06:41 PM,25,35,35,30,15,74,75,21.6,1007,33,8,260,9,Myanmar
2020-07-22,34,28,0.0,11.9,7,10,07:00 AM,08:15 PM,05:43 AM,06:41 PM,24,35,35,30,10,55,72,5.2,1007,34,9,262,7,Myanmar
2020-07-23,33,27,0.0,10.7,7,17,08:01 AM,09:03 PM,05:43 AM,06:41 PM,24,35,35,30,10,58,73,6.1,1007,33,10,256,7,Myanmar
2020-07-24,35,27,0.0,13.0,8,24,09:01 AM,09:47 PM,05:43 AM,06:40 PM,23,35,35,30,11,28,67,0.1,1008,35,10,283,9,Myanmar
2020-07-25,35,28,0.0,11.9,7,32,09:59 AM,10:30 PM,05:44 AM,06:40 PM,24,36,36,31,14,60,69,1.9,1006,35,10,253,10,Myanmar
2020-07-26,35,28,0.0,11.9,7,39,10:57 AM,11:13 PM,05:44 AM,06:40 PM,24,36,36,31,14,64,69,3.6,1006,35,10,256,11,Myanmar
2020-07-27,34,28,0.0,8.1,7,46,11:54 AM,11:56 PM,05:44 AM,06:39 PM,24,36,36,30,12,65,70,2.0,1005,34,10,225,9,Myanmar
2020-07-28,33,28,0.0,9.4,7,53,12:52 PM,No moonset,05:45 AM,06:39 PM,24,35,35,30,16,51,73,5.6,1006,33,9,187,11,Myanmar
2020-07-29,33,28,0.0,11.9,7,61,01:52 PM,12:41 AM,05:45 AM,06:39 PM,24,35,35,30,15,58,70,6.1,1007,33,10,191,11,Myanmar
2020-07-30,32,27,0.0,10.6,6,68,02:52 PM,01:30 AM,05:45 AM,06:38 PM,24,34,34,29,19,71,78,37.9,1007,32,7,215,11,Myanmar
2020-07-31,34,27,0.0,11.9,7,72,03:52 PM,02:21 AM,05:46 AM,06:38 PM,24,34,34,30,13,45,71,0.7,1005,34,10,204,9,Myanmar
2020-08-01,34,27,0.0,10.6,7,82,04:50 PM,03:16 AM,05:46 AM,06:37 PM,24,34,34,29,20,67,76,20.5,1003,34,8,247,13,Myanmar
2020-08-02,29,26,0.0,9.4,6,90,05:45 PM,04:13 AM,05:46 AM,06:37 PM,25,32,32,27,27,71,85,25.5,1001,29,8,257,16,Myanmar
2020-08-03,26,19,0.0,8.1,6,97,06:35 PM,05:10 AM,05:46 AM,06:37 PM,24,28,28,25,38,97,92,156.1,997,26,6,243,23,Myanmar
2020-08-04,29,26,0.0,8.1,6,100,07:21 PM,06:06 AM,05:47 AM,06:36 PM,24,31,31,27,38,90,85,34.9,999,29,8,218,22,Myanmar
2020-08-05,30,26,0.0,9.3,6,88,08:02 PM,07:00 AM,05:47 AM,06:36 PM,25,32,32,27,32,71,85,47.4,1003,30,7,216,17,Myanmar
2020-08-06,26,25,0.0,8.1,6,81,08:40 PM,07:51 AM,05:47 AM,06:35 PM,24,29,29,26,20,87,91,49.4,1006,26,6,227,12,Myanmar
2020-08-07,27,25,0.0,8.1,6,74,09:16 PM,08:40 AM,05:47 AM,06:35 PM,24,29,29,26,12,83,90,45.3,1006,27,7,225,8,Myanmar
2020-08-08,30,25,0.0,10.6,6,67,09:51 PM,09:28 AM,05:48 AM,06:34 PM,24,32,32,27,16,64,84,14.0,1005,30,9,150,10,Myanmar
2020-08-09,33,27,0.0,11.9,7,59,10:25 PM,10:14 AM,05:48 AM,06:34 PM,24,34,34,29,14,63,75,5.9,1003,33,10,180,10,Myanmar
2020-08-10,31,27,0.0,11.9,6,52,11:01 PM,11:02 AM,05:48 AM,06:33 PM,24,33,33,29,25,69,78,28.1,1006,31,8,210,14,Myanmar
2020-08-11,28,27,0.0,8.0,6,45,11:38 PM,11:50 AM,05:48 AM,06:32 PM,24,31,31,27,19,80,84,18.3,1006,28,9,214,11,Myanmar
2020-08-12,28,26,0.0,9.3,6,38,No moonrise,12:39 PM,05:49 AM,06:32 PM,24,31,31,27,17,79,84,19.2,1006,28,9,203,10,Myanmar
2020-08-13,26,21,0.0,8.0,6,30,12:18 AM,01:31 PM,05:49 AM,06:31 PM,24,28,28,25,20,88,89,46.4,1006,26,8,181,13,Myanmar
2020-08-14,26,25,0.0,8.0,6,23,01:02 AM,02:25 PM,05:49 AM,06:31 PM,24,28,28,25,28,83,90,79.8,1006,26,7,195,17,Myanmar
2020-08-15,27,21,0.0,9.3,6,16,01:52 AM,03:21 PM,05:49 AM,06:30 PM,23,28,28,25,21,78,87,30.3,1007,27,7,184,12,Myanmar
2020-08-16,27,24,0.0,8.0,6,8,02:45 AM,04:16 PM,05:49 AM,06:29 PM,23,28,28,25,11,71,86,17.6,1008,27,6,175,7,Myanmar
2020-08-17,31,26,0.0,10.6,6,1,03:44 AM,05:12 PM,05:50 AM,06:29 PM,23,32,32,28,12,67,76,12.3,1007,31,9,210,8,Myanmar
2020-08-18,27,26,0.0,8.0,6,0,04:44 AM,06:05 PM,05:50 AM,06:28 PM,24,30,30,27,12,73,83,14.8,1007,27,10,156,8,Myanmar
2020-08-19,27,18,0.0,9.3,6,0,05:47 AM,06:54 PM,05:50 AM,06:28 PM,23,27,27,25,13,75,87,8.4,1006,27,9,128,9,Myanmar
2020-08-20,28,23,0.0,9.3,6,6,06:48 AM,07:42 PM,05:50 AM,06:27 PM,23,29,29,26,12,68,86,1.0,1007,28,9,156,9,Myanmar
2020-08-21,30,26,0.0,11.9,6,13,07:49 AM,08:26 PM,05:50 AM,06:26 PM,24,31,31,27,15,69,82,27.0,1008,30,8,263,9,Myanmar
2020-08-22,28,25,0.0,8.0,6,20,08:48 AM,09:10 PM,05:51 AM,06:26 PM,24,29,29,26,19,76,88,15.9,1008,28,9,252,12,Myanmar
2020-08-23,27,25,0.0,8.0,6,28,09:48 AM,09:54 PM,05:51 AM,06:25 PM,23,29,29,26,20,80,86,12.4,1007,27,9,241,13,Myanmar
2020-08-24,32,25,0.0,9.3,6,35,10:47 AM,10:39 PM,05:51 AM,06:24 PM,24,32,32,28,18,78,80,14.4,1008,32,9,213,11,Myanmar
2020-08-25,32,26,0.0,11.9,6,42,11:47 AM,11:27 PM,05:51 AM,06:23 PM,24,33,33,28,16,35,79,1.1,1009,32,10,200,12,Myanmar
2020-08-26,31,26,0.0,9.3,6,50,12:47 PM,No moonset,05:51 AM,06:23 PM,24,33,33,28,18,55,82,24.2,1008,31,8,204,11,Myanmar
2020-08-27,31,26,0.0,7.9,6,57,01:47 PM,12:17 AM,05:51 AM,06:22 PM,25,32,32,28,11,76,82,40.0,1007,31,7,233,6,Myanmar
2020-08-28,28,26,0.0,11.9,6,64,02:44 PM,01:11 AM,05:51 AM,06:21 PM,24,31,31,27,16,60,86,11.7,1006,28,9,238,10,Myanmar
2020-08-29,33,26,0.0,9.2,7,71,03:40 PM,02:06 AM,05:52 AM,06:20 PM,25,34,34,29,16,70,80,18.7,1005,33,8,266,10,Myanmar
2020-08-30,34,26,0.0,9.2,7,79,04:30 PM,03:03 AM,05:52 AM,06:20 PM,25,34,34,29,14,54,80,7.1,1004,34,10,259,9,Myanmar
2020-08-31,33,26,0.0,9.2,6,82,05:17 PM,03:59 AM,05:52 AM,06:19 PM,25,34,34,29,12,74,81,6.1,1005,33,10,222,8,Myanmar
2020-09-01,33,27,0.0,10.5,7,97,05:59 PM,04:52 AM,05:52 AM,06:18 PM,25,34,34,29,10,52,78,30.1,1006,33,8,203,6,Myanmar
2020-09-02,32,26,0.0,10.5,6,100,06:38 PM,05:45 AM,05:52 AM,06:17 PM,24,32,32,28,11,69,81,8.8,1008,32,9,175,7,Myanmar
2020-09-03,33,26,0.0,10.5,6,88,07:15 PM,06:34 AM,05:52 AM,06:17 PM,25,34,34,29,10,67,79,30.0,1008,33,8,171,6,Myanmar
2020-09-04,33,27,0.0,10.5,7,81,07:50 PM,07:22 AM,05:52 AM,06:16 PM,25,34,34,29,11,55,79,3.7,1007,33,10,215,8,Myanmar
2020-09-05,33,27,0.0,10.5,7,73,08:24 PM,08:09 AM,05:53 AM,06:15 PM,25,35,35,29,15,56,78,6.1,1006,33,9,242,10,Myanmar
2020-09-06,30,27,0.0,11.9,6,66,08:59 PM,08:56 AM,05:53 AM,06:14 PM,25,33,33,28,13,57,83,6.7,1006,30,10,240,9,Myanmar
2020-09-07,30,27,0.0,12.6,6,58,09:35 PM,09:44 AM,05:53 AM,06:14 PM,25,33,33,28,14,48,83,7.1,1007,30,10,220,9,Myanmar
2020-09-08,33,27,0.0,9.2,7,50,10:13 PM,10:32 AM,05:53 AM,06:13 PM,25,34,34,29,14,57,79,17.9,1008,33,8,223,8,Myanmar
2020-09-09,33,27,0.0,7.9,7,43,10:55 PM,11:22 AM,05:53 AM,06:12 PM,25,34,34,29,14,72,79,18.6,1008,33,8,214,8,Myanmar
2020-09-10,32,26,0.0,12.6,6,35,11:42 PM,12:14 PM,05:53 AM,06:11 PM,24,33,33,29,10,48,77,0.7,1006,32,10,196,7,Myanmar
2020-09-11,31,27,0.0,10.5,6,28,No moonrise,01:08 PM,05:53 AM,06:10 PM,25,33,33,28,11,63,82,1.2,1006,31,10,152,8,Myanmar
2020-09-12,33,27,0.0,12.6,7,20,12:32 AM,02:03 PM,05:53 AM,06:09 PM,25,34,34,29,13,28,77,1.5,1007,33,10,191,9,Myanmar
2020-09-13,32,27,0.0,9.2,6,13,01:28 AM,02:58 PM,05:53 AM,06:09 PM,25,34,34,29,12,53,78,1.0,1008,32,10,171,9,Myanmar
2020-09-14,30,27,0.0,7.8,6,5,02:26 AM,03:51 PM,05:54 AM,06:08 PM,25,33,33,28,11,73,83,10.4,1008,30,9,182,7,Myanmar
2020-09-15,33,27,0.0,9.2,7,0,03:27 AM,04:42 PM,05:54 AM,06:07 PM,25,34,34,29,12,69,77,3.6,1007,33,9,212,8,Myanmar
2020-09-16,34,26,0.0,10.5,7,0,04:29 AM,05:30 PM,05:54 AM,06:06 PM,24,34,34,29,14,64,77,9.0,1007,34,9,228,9,Myanmar
2020-09-17,34,26,0.0,11.8,7,0,05:31 AM,06:16 PM,05:54 AM,06:05 PM,24,34,34,29,16,53,78,14.7,1006,34,9,259,9,Myanmar
2020-09-18,32,26,0.0,10.5,6,2,06:32 AM,07:01 PM,05:54 AM,06:05 PM,25,34,34,29,15,74,82,25.1,1003,32,9,247,9,Myanmar
2020-09-19,30,26,0.0,9.2,6,10,07:33 AM,07:47 PM,05:54 AM,06:04 PM,25,31,31,27,18,76,89,41.3,1000,30,7,231,11,Myanmar
2020-09-20,26,22,0.0,7.8,6,17,08:34 AM,08:32 PM,05:54 AM,06:03 PM,24,29,29,25,31,90,92,113.0,1002,26,6,184,17,Myanmar
2020-09-21,29,26,0.0,7.8,6,25,09:36 AM,09:21 PM,05:54 AM,06:02 PM,25,31,31,27,28,68,88,38.2,1007,29,8,189,15,Myanmar
2020-09-22,28,26,0.0,9.1,6,32,10:38 AM,10:12 PM,05:54 AM,06:01 PM,25,31,31,27,10,72,89,10.4,1009,28,9,172,7,Myanmar
2020-09-23,30,26,0.0,9.1,6,40,11:41 AM,11:06 PM,05:55 AM,06:01 PM,25,32,32,28,4,63,84,19.1,1009,30,9,201,2,Myanmar
2020-09-24,31,24,0.0,11.8,6,47,12:40 PM,No moonset,05:55 AM,06:00 PM,24,32,32,27,13,68,84,65.1,1009,31,8,300,8,Myanmar
2020-09-25,31,25,0.0,7.4,6,55,01:37 PM,12:02 AM,05:55 AM,05:59 PM,24,31,31,27,21,69,85,44.2,1008,31,7,228,11,Myanmar
2020-09-26,33,25,0.0,8.8,6,62,02:28 PM,12:58 AM,05:55 AM,05:58 PM,24,32,32,28,12,68,81,10.2,1008,33,9,229,8,Myanmar
2020-09-27,32,25,0.0,10.2,6,70,03:16 PM,01:54 AM,05:55 AM,05:57 PM,24,32,32,28,13,61,81,5.5,1007,32,10,239,9,Myanmar
2020-09-28,34,26,0.0,8.8,6,78,03:59 PM,02:48 AM,05:55 AM,05:57 PM,24,33,33,28,10,65,80,2.7,1006,34,10,215,6,Myanmar
2020-09-29,30,25,0.0,7.4,6,85,04:38 PM,03:40 AM,05:55 AM,05:56 PM,25,32,32,27,18,71,85,24.8,1005,30,8,251,10,Myanmar
2020-09-30,30,25,0.0,7.4,6,93,05:15 PM,04:30 AM,05:55 AM,05:55 PM,24,31,31,27,18,77,87,23.6,1005,30,8,208,10,Myanmar
2020-10-01,28,25,0.0,8.8,6,97,05:50 PM,05:18 AM,05:56 AM,05:54 PM,24,30,30,26,17,63,88,20.8,1005,28,9,223,11,Myanmar
2020-10-02,30,25,0.0,8.8,6,100,06:24 PM,06:05 AM,05:56 AM,05:54 PM,25,32,32,27,16,66,84,16.5,1006,30,9,170,10,Myanmar
2020-10-03,31,26,0.0,7.4,6,89,06:59 PM,06:52 AM,05:56 AM,05:53 PM,24,32,32,28,13,69,82,13.7,1007,31,10,222,8,Myanmar
2020-10-04,31,25,0.0,7.4,6,82,07:35 PM,07:40 AM,05:56 AM,05:52 PM,24,31,31,27,18,77,85,30.7,1007,31,7,225,10,Myanmar
2020-10-05,31,25,0.0,7.4,6,74,08:12 PM,08:27 AM,05:56 AM,05:51 PM,24,32,32,28,15,66,83,9.4,1008,31,9,173,10,Myanmar
2020-10-06,29,23,0.0,10.2,6,67,08:52 PM,09:17 AM,05:56 AM,05:50 PM,24,30,30,26,9,50,86,5.0,1008,29,9,152,6,Myanmar
2020-10-07,33,26,0.0,8.8,7,60,09:36 PM,10:08 AM,05:57 AM,05:50 PM,24,34,34,29,8,60,77,2.3,1008,33,10,207,5,Myanmar
2020-10-08,31,21,0.0,10.2,6,53,10:24 PM,11:01 AM,05:57 AM,05:49 PM,24,31,31,27,13,49,85,10.7,1007,31,9,261,8,Myanmar
2020-10-09,27,20,0.0,7.4,6,45,11:16 PM,11:54 AM,05:57 AM,05:48 PM,23,28,28,25,16,71,87,1.6,1006,27,9,134,10,Myanmar
2020-10-10,30,26,0.0,10.2,7,38,No moonrise,12:47 PM,05:57 AM,05:48 PM,23,30,30,27,22,49,76,0.0,1006,30,10,113,14,Myanmar
2020-10-11,30,25,0.0,7.4,6,31,12:12 AM,01:40 PM,05:57 AM,05:47 PM,22,30,30,27,26,65,77,0.5,1005,30,10,124,17,Myanmar
2020-10-12,32,25,0.0,8.8,6,23,01:11 AM,02:30 PM,05:57 AM,05:46 PM,24,32,32,28,11,50,77,4.3,1004,32,10,131,7,Myanmar
2020-10-13,31,26,0.0,5.9,6,16,02:10 AM,03:18 PM,05:58 AM,05:45 PM,24,32,32,28,15,66,80,10.9,1005,31,9,140,9,Myanmar
2020-10-14,31,26,0.0,8.8,6,9,03:11 AM,04:04 PM,05:58 AM,05:45 PM,24,32,32,28,15,39,79,0.2,1006,31,10,141,10,Myanmar
2020-10-15,31,26,0.0,8.8,6,2,04:11 AM,04:49 PM,05:58 AM,05:44 PM,25,32,32,28,11,57,83,5.2,1006,31,10,154,7,Myanmar
2020-10-16,29,26,0.0,7.3,6,0,05:13 AM,05:35 PM,05:58 AM,05:43 PM,25,31,31,27,13,73,89,21.6,1005,29,8,166,8,Myanmar
2020-10-17,31,25,0.0,5.9,6,0,06:14 AM,06:20 PM,05:59 AM,05:43 PM,24,31,31,27,17,73,84,21.2,1005,31,9,151,11,Myanmar
2020-10-18,29,25,0.0,7.3,6,5,07:17 AM,07:09 PM,05:59 AM,05:42 PM,23,30,30,27,21,65,79,1.7,1006,29,9,103,14,Myanmar
2020-10-19,25,24,0.0,5.9,5,13,08:21 AM,08:01 PM,05:59 AM,05:42 PM,22,27,27,25,28,85,87,2.0,1007,25,8,109,18,Myanmar
2020-10-20,23,15,0.0,5.9,5,20,09:27 AM,08:55 PM,05:59 AM,05:41 PM,22,24,24,22,37,94,94,222.8,1007,23,5,95,24,Myanmar
2020-10-21,28,24,0.0,7.2,6,27,10:29 AM,09:53 PM,06:00 AM,05:40 PM,23,28,28,25,17,77,84,3.2,1009,28,10,118,10,Myanmar
2020-10-22,29,24,0.0,5.7,6,35,11:30 AM,10:51 PM,06:00 AM,05:40 PM,24,30,30,26,20,87,85,12.9,1008,29,9,139,12,Myanmar
2020-10-23,30,25,0.0,5.7,6,42,12:25 PM,11:49 PM,06:00 AM,05:39 PM,24,31,31,27,17,62,83,12.5,1008,30,9,155,11,Myanmar
2020-10-24,31,25,0.0,10.1,6,49,01:15 PM,No moonset,06:00 AM,05:39 PM,24,31,31,27,13,36,81,1.0,1009,31,10,161,9,Myanmar
2020-10-25,32,25,0.0,8.7,6,56,01:59 PM,12:44 AM,06:01 AM,05:38 PM,23,32,32,28,10,38,78,0.9,1010,32,10,162,7,Myanmar
2020-10-26,32,25,0.0,4.3,6,64,02:39 PM,01:37 AM,06:01 AM,05:38 PM,24,31,31,27,13,65,81,31.2,1009,32,7,241,7,Myanmar
2020-10-27,32,25,0.0,5.7,6,71,03:17 PM,02:27 AM,06:01 AM,05:37 PM,24,31,31,27,11,70,82,25.9,1008,32,8,217,7,Myanmar
2020-10-28,30,25,0.0,4.3,6,78,03:52 PM,03:16 AM,06:02 AM,05:37 PM,24,31,31,27,13,58,81,15.6,1007,30,9,162,8,Myanmar
2020-10-29,32,25,0.0,7.2,6,85,04:26 PM,04:03 AM,06:02 AM,05:36 PM,24,32,32,28,7,36,78,15.3,1007,32,9,58,5,Myanmar
2020-10-30,29,20,0.0,4.3,6,93,05:00 PM,04:49 AM,06:02 AM,05:36 PM,23,28,28,25,20,77,84,15.6,1008,29,9,119,13,Myanmar
