date_time,Sweden_maxtempC,Sweden_mintempC,Sweden_totalSnow_cm,Sweden_sunHour,Sweden_uvIndex,Sweden_moon_illumination,Sweden_moonrise,Sweden_moonset,Sweden_sunrise,Sweden_sunset,Sweden_DewPointC,Sweden_FeelsLikeC,Sweden_HeatIndexC,Sweden_WindChillC,Sweden_WindGustKmph,Sweden_cloudcover,Sweden_humidity,Sweden_precipMM,Sweden_pressure,Sweden_tempC,Sweden_visibility,Sweden_winddirDegree,Sweden_windspeedKmph,Sweden_location
2020-12-28,3,-2,0.0,1.5,1,92,01:30 PM,07:09 AM,08:45 AM,02:54 PM,1,-2,3,-2,36,82,84,8.9,997,3,9,137,24,Sweden
2020-12-29,6,2,0.0,1.5,2,100,02:01 PM,08:23 AM,08:45 AM,02:55 PM,4,1,5,1,37,100,88,16.0,993,6,6,123,26,Sweden
2020-12-30,5,3,0.0,1.5,1,100,02:50 PM,09:26 AM,08:45 AM,02:56 PM,2,0,4,0,25,90,90,3.9,994,5,9,165,18,Sweden
2020-12-31,3,-1,0.0,1.5,1,89,03:58 PM,10:10 AM,08:44 AM,02:58 PM,2,1,3,1,11,95,92,0.4,1004,3,10,168,7,Sweden
2021-01-01,3,-1,1.7,1.5,1,79,05:21 PM,10:39 AM,08:44 AM,02:59 PM,1,-0,2,-0,11,98,94,2.4,1009,3,6,153,7,Sweden
2021-01-02,3,1,2.9,2.5,1,71,06:50 PM,10:58 AM,08:43 AM,03:01 PM,1,-0,2,-0,13,100,90,3.4,1014,3,5,75,9,Sweden
2021-01-03,-0,-1,0.2,2.5,1,64,08:22 PM,11:11 AM,08:43 AM,03:02 PM,-3,-4,-1,-4,18,97,83,0.3,1025,-0,9,249,12,Sweden
2021-01-04,-0,-1,0.3,2.5,1,57,09:53 PM,11:21 AM,08:42 AM,03:04 PM,-4,-5,-1,-5,23,99,79,0.3,1029,-0,9,24,15,Sweden
2021-01-05,-1,-6,3.0,2.5,1,50,11:25 PM,11:29 AM,08:41 AM,03:05 PM,-2,-5,-1,-5,21,92,92,3.5,1029,-1,3,35,13,Sweden
2021-01-06,-2,-4,0.8,2.5,1,42,No moonrise,11:36 AM,08:41 AM,03:07 PM,-4,-7,-2,-7,21,92,83,1.0,1024,-2,7,35,14,Sweden
2021-01-07,-1,-5,5.1,2.5,1,35,12:57 AM,11:43 AM,08:40 AM,03:09 PM,-2,-6,-1,-6,25,100,93,6.0,1015,-1,2,46,16,Sweden
2021-01-08,-0,-7,2.0,2.5,1,28,02:32 AM,11:53 AM,08:39 AM,03:11 PM,-2,-6,-2,-6,18,94,95,2.5,1017,-0,4,33,12,Sweden
2021-01-09,-2,-7,1.1,6.6,1,20,04:10 AM,12:05 PM,08:38 AM,03:13 PM,-3,-6,-3,-6,14,70,93,1.3,1022,-2,8,65,8,Sweden
2021-01-10,1,-5,0.0,2.5,1,13,05:49 AM,12:25 PM,08:37 AM,03:15 PM,-3,-7,-2,-7,24,57,89,0.0,1013,1,10,226,15,Sweden
2021-01-11,2,-5,0.0,4.6,1,6,07:21 AM,12:59 PM,08:35 AM,03:17 PM,-3,-6,-1,-6,31,61,87,5.8,1003,2,9,212,19,Sweden
2021-01-12,-1,-8,0.0,6.9,1,0,08:34 AM,01:53 PM,08:34 AM,03:19 PM,-3,-4,-2,-4,14,46,82,0.2,991,-1,10,216,9,Sweden
2021-01-13,-0,-4,7.7,2.6,1,0,09:24 AM,03:08 PM,08:33 AM,03:21 PM,-2,-6,-1,-6,28,85,90,10.1,1006,-0,5,67,18,Sweden
2021-01-14,-5,-6,3.0,2.6,1,1,09:54 AM,04:35 PM,08:31 AM,03:23 PM,-7,-11,-5,-11,24,100,89,3.5,1022,-5,5,49,16,Sweden
2021-01-15,-8,-10,0.5,2.6,1,8,10:11 AM,06:05 PM,08:30 AM,03:25 PM,-10,-15,-9,-15,20,78,94,0.6,1024,-8,9,338,13,Sweden
2021-01-16,-3,-11,0.6,2.6,1,16,10:23 AM,07:33 PM,08:28 AM,03:27 PM,-6,-10,-6,-10,17,88,95,0.8,1022,-3,6,338,10,Sweden
2021-01-17,-4,-8,0.1,4.7,1,23,10:31 AM,08:56 PM,08:27 AM,03:30 PM,-5,-8,-5,-8,11,81,94,0.2,1019,-4,8,257,7,Sweden
2021-01-18,-3,-7,0.0,6.7,1,30,10:37 AM,10:15 PM,08:25 AM,03:32 PM,-5,-8,-4,-8,15,61,94,0.0,1012,-3,6,209,9,Sweden
2021-01-19,0,-5,1.6,2.7,1,38,10:43 AM,11:34 PM,08:24 AM,03:34 PM,-2,-5,-1,-5,17,99,94,2.2,1006,0,3,163,11,Sweden
2021-01-20,2,-5,3.2,2.7,1,45,10:49 AM,No moonset,08:22 AM,03:37 PM,1,-4,0,-4,31,100,97,13.0,995,2,4,144,20,Sweden
2021-01-21,4,-2,0.0,2.7,1,52,10:55 AM,12:51 AM,08:20 AM,03:39 PM,2,-1,3,-1,25,87,95,6.9,989,4,9,192,15,Sweden
2021-01-22,5,2,0.0,2.7,1,59,11:03 AM,02:09 AM,08:18 AM,03:41 PM,1,-1,3,-1,34,63,88,2.3,985,5,9,186,21,Sweden
2021-01-23,2,-4,0.0,7.3,2,67,11:15 AM,03:29 AM,08:16 AM,03:44 PM,-1,-3,1,-3,26,48,84,0.0,992,2,10,207,16,Sweden
2021-01-24,1,-1,4.2,2.7,1,74,11:31 AM,04:48 AM,08:15 AM,03:46 PM,-0,-3,0,-3,20,98,96,4.9,993,1,5,138,13,Sweden
2021-01-25,-0,-5,7.4,2.8,1,81,11:57 AM,06:06 AM,08:13 AM,03:49 PM,-3,-7,-2,-7,23,95,93,8.9,995,-0,4,276,16,Sweden
2021-01-26,-2,-6,1.7,2.8,1,88,12:38 PM,07:14 AM,08:11 AM,03:51 PM,-4,-8,-4,-8,23,89,91,2.1,1002,-2,6,322,15,Sweden
2021-01-27,-5,-7,0.0,7.4,2,96,01:40 PM,08:06 AM,08:09 AM,03:53 PM,-7,-10,-6,-10,16,54,90,0.1,1005,-5,10,314,10,Sweden
2021-01-28,-3,-8,9.2,2.8,1,100,02:59 PM,08:41 AM,08:06 AM,03:56 PM,-5,-8,-5,-8,20,84,94,12.4,1002,-3,5,67,14,Sweden
2021-01-29,-4,-9,7.6,2.8,1,90,04:29 PM,09:04 AM,08:04 AM,03:58 PM,-6,-11,-5,-11,25,100,93,8.9,1000,-4,4,206,17,Sweden
2021-01-30,-9,-16,0.0,3.0,1,82,06:03 PM,09:19 AM,08:02 AM,04:01 PM,-11,-16,-10,-16,23,98,85,0.0,994,-9,10,319,17,Sweden
2021-01-31,-8,-11,0.0,8.0,2,79,07:37 PM,09:29 AM,08:00 AM,04:03 PM,-11,-14,-10,-14,13,40,89,0.0,995,-8,10,304,8,Sweden
2021-02-01,-5,-12,0.0,8.5,1,63,09:10 PM,09:38 AM,07:58 AM,04:06 PM,-9,-11,-8,-11,11,57,87,0.0,1000,-5,10,236,6,Sweden
2021-02-02,-2,-7,9.9,3.2,1,55,10:43 PM,09:45 AM,07:56 AM,04:08 PM,-4,-7,-3,-7,17,100,94,11.6,1003,-2,3,95,11,Sweden
2021-02-03,-4,-12,3.5,3.2,1,48,No moonrise,09:52 AM,07:53 AM,04:11 PM,-6,-10,-6,-10,19,81,93,4.2,1009,-4,7,249,12,Sweden
2021-02-04,-6,-13,0.9,3.2,1,40,12:17 AM,10:00 AM,07:51 AM,04:13 PM,-9,-14,-8,-14,22,80,92,1.3,1018,-6,6,336,13,Sweden
2021-02-05,-6,-12,1.0,6.9,1,33,01:54 AM,10:12 AM,07:49 AM,04:16 PM,-10,-15,-9,-15,21,68,93,1.5,1024,-6,6,322,13,Sweden
2021-02-06,-7,-13,0.7,6.9,1,25,03:30 AM,10:28 AM,07:46 AM,04:18 PM,-10,-14,-9,-14,19,73,92,0.9,1028,-7,7,285,11,Sweden
2021-02-07,-5,-12,0.7,3.3,1,18,05:03 AM,10:55 AM,07:44 AM,04:21 PM,-9,-13,-8,-13,19,70,94,0.9,1027,-5,5,299,11,Sweden
