date_time,New%20Zealand_maxtempC,New%20Zealand_mintempC,New%20Zealand_totalSnow_cm,New%20Zealand_sunHour,New%20Zealand_uvIndex,New%20Zealand_moon_illumination,New%20Zealand_moonrise,New%20Zealand_moonset,New%20Zealand_sunrise,New%20Zealand_sunset,New%20Zealand_DewPointC,New%20Zealand_FeelsLikeC,New%20Zealand_HeatIndexC,New%20Zealand_WindChillC,New%20Zealand_WindGustKmph,New%20Zealand_cloudcover,New%20Zealand_humidity,New%20Zealand_precipMM,New%20Zealand_pressure,New%20Zealand_tempC,New%20Zealand_visibility,New%20Zealand_winddirDegree,New%20Zealand_windspeedKmph,New%20Zealand_location
2020-08-14,8,7,0.0,5.1,2,23,03:57 AM,01:33 PM,08:13 AM,06:39 PM,3,4,8,4,31,84,73,1.3,1025,8,10,145,24,New%20Zealand
2020-08-15,11,5,0.0,10.3,3,16,04:58 AM,02:17 PM,08:11 AM,06:40 PM,2,6,8,6,9,2,67,0.0,1028,11,10,155,6,New%20Zealand
2020-08-16,10,6,0.0,5.2,2,8,05:58 AM,03:11 PM,08:10 AM,06:41 PM,4,6,8,6,23,62,74,0.3,1030,10,10,156,16,New%20Zealand
2020-08-17,11,6,0.0,10.3,3,1,06:52 AM,04:14 PM,08:09 AM,06:42 PM,3,7,8,7,11,0,73,0.0,1029,11,10,119,8,New%20Zealand
2020-08-18,12,6,0.0,10.0,2,0,07:40 AM,05:24 PM,08:07 AM,06:43 PM,4,8,9,8,14,43,71,0.0,1023,12,10,79,8,New%20Zealand
2020-08-19,12,10,0.0,5.2,3,0,08:21 AM,06:37 PM,08:06 AM,06:44 PM,8,9,11,9,27,87,80,2.4,1006,12,10,31,17,New%20Zealand
2020-08-20,13,5,0.0,8.4,3,6,08:57 AM,07:53 PM,08:04 AM,06:45 PM,10,9,12,9,37,62,90,3.1,991,13,9,283,27,New%20Zealand
2020-08-21,14,9,0.0,8.4,3,13,09:30 AM,09:08 PM,08:03 AM,06:46 PM,9,10,13,10,54,50,80,1.1,990,14,10,318,41,New%20Zealand
2020-08-22,14,11,0.0,10.5,4,20,09:59 AM,10:22 PM,08:01 AM,06:47 PM,9,11,12,11,16,32,84,0.0,1004,14,10,248,10,New%20Zealand
2020-08-23,14,6,0.0,6.8,3,28,10:28 AM,11:37 PM,08:00 AM,06:48 PM,9,10,12,10,23,65,82,0.7,1008,14,9,75,14,New%20Zealand
2020-08-24,13,12,0.0,10.1,3,35,10:59 AM,No moonset,07:58 AM,06:49 PM,9,9,12,9,48,50,78,13.7,993,13,9,286,38,New%20Zealand
2020-08-25,13,8,0.0,10.1,3,42,11:31 AM,12:50 AM,07:57 AM,06:50 PM,8,9,11,9,34,54,77,6.3,997,13,9,216,25,New%20Zealand
2020-08-26,9,4,0.0,8.5,2,50,12:08 PM,02:03 AM,07:55 AM,06:51 PM,3,4,8,4,34,60,68,5.7,1007,9,9,249,26,New%20Zealand
2020-08-27,11,8,0.0,8.5,3,57,12:51 PM,03:14 AM,07:54 AM,06:52 PM,5,7,10,7,27,39,72,0.1,1007,11,10,230,20,New%20Zealand
2020-08-28,13,7,0.0,11.0,3,64,01:40 PM,04:19 AM,07:52 AM,06:53 PM,6,7,10,7,45,25,74,0.1,1013,13,10,260,31,New%20Zealand
2020-08-29,13,9,0.0,11.0,4,71,02:35 PM,05:19 AM,07:51 AM,06:54 PM,9,9,13,9,57,10,76,0.0,1014,13,10,320,39,New%20Zealand
2020-08-30,13,12,0.0,11.1,4,79,03:36 PM,06:10 AM,07:49 AM,06:55 PM,9,10,13,10,48,12,77,0.0,1014,13,10,261,34,New%20Zealand
2020-08-31,13,12,0.0,11.1,4,82,04:39 PM,06:53 AM,07:48 AM,06:56 PM,9,9,12,9,57,4,79,0.0,1011,13,10,306,42,New%20Zealand
2020-09-01,14,3,0.0,5.6,3,97,05:43 PM,07:29 AM,07:46 AM,06:57 PM,8,7,11,7,61,72,83,6.2,1006,14,9,269,44,New%20Zealand
2020-09-02,9,7,0.0,7.1,2,100,06:46 PM,07:59 AM,07:44 AM,06:58 PM,4,4,8,4,34,84,78,6.6,1016,9,10,166,27,New%20Zealand
2020-09-03,10,7,0.0,11.2,3,88,07:47 PM,08:26 AM,07:43 AM,06:59 PM,2,6,8,6,23,18,65,0.0,1024,10,10,153,17,New%20Zealand
2020-09-04,12,6,0.0,10.1,3,81,08:47 PM,08:50 AM,07:41 AM,07:00 PM,6,6,9,6,52,25,78,0.0,1021,12,10,310,37,New%20Zealand
2020-09-05,13,11,0.0,10.2,3,73,09:46 PM,09:13 AM,07:39 AM,07:01 PM,10,9,12,9,62,39,83,0.3,1017,13,9,330,44,New%20Zealand
2020-09-06,14,12,0.0,7.3,3,66,10:45 PM,09:36 AM,07:38 AM,07:02 PM,11,10,13,10,58,88,88,3.7,1013,14,10,311,40,New%20Zealand
2020-09-07,11,9,0.0,7.3,3,58,11:44 PM,09:59 AM,07:36 AM,07:03 PM,6,7,10,7,48,59,73,1.6,1027,11,10,167,35,New%20Zealand
2020-09-08,11,5,0.0,11.6,3,50,No moonrise,10:25 AM,07:34 AM,07:04 PM,6,7,9,7,31,16,79,0.0,1031,11,10,197,22,New%20Zealand
2020-09-09,13,11,0.0,11.6,4,43,12:44 AM,10:54 AM,07:33 AM,07:05 PM,8,8,12,8,60,12,78,0.0,1018,13,10,348,44,New%20Zealand
2020-09-10,13,9,0.0,7.3,3,35,01:45 AM,11:28 AM,07:31 AM,07:06 PM,7,7,11,7,46,55,77,4.5,1011,13,10,252,35,New%20Zealand
2020-09-11,10,8,0.0,7.3,2,28,02:46 AM,12:08 PM,07:29 AM,07:07 PM,4,4,9,4,56,90,73,19.0,1021,10,9,178,41,New%20Zealand
2020-09-12,12,6,0.0,10.2,3,20,03:45 AM,12:57 PM,07:28 AM,07:08 PM,5,6,10,6,40,34,73,0.1,1028,12,10,298,31,New%20Zealand
2020-09-13,13,10,0.0,11.6,4,13,04:40 AM,01:54 PM,07:26 AM,07:09 PM,8,9,11,9,37,11,77,0.0,1022,13,10,218,26,New%20Zealand
2020-09-14,14,7,0.0,7.3,3,5,05:30 AM,03:00 PM,07:24 AM,07:10 PM,9,10,13,10,62,44,76,0.3,1016,14,10,317,46,New%20Zealand
2020-09-15,14,11,0.0,8.8,3,0,06:14 AM,04:11 PM,07:23 AM,07:11 PM,8,9,13,9,63,44,71,0.8,1007,14,10,305,47,New%20Zealand
2020-09-16,13,10,0.0,11.6,4,0,06:52 AM,05:27 PM,07:21 AM,07:12 PM,4,8,12,8,53,5,60,0.0,1015,13,10,304,40,New%20Zealand
2020-09-17,14,13,0.0,8.8,3,0,07:26 AM,06:43 PM,07:19 AM,07:13 PM,9,10,13,10,70,57,77,0.4,1016,14,10,320,51,New%20Zealand
2020-09-18,11,8,0.0,8.8,2,2,07:57 AM,08:00 PM,07:17 AM,07:14 PM,7,7,10,7,39,63,79,18.4,1013,11,9,256,29,New%20Zealand
2020-09-19,12,8,0.0,7.4,3,10,08:26 AM,09:17 PM,07:16 AM,07:15 PM,6,8,10,8,22,53,76,0.3,1021,12,10,152,16,New%20Zealand
2020-09-20,13,8,0.0,11.6,4,17,08:57 AM,10:33 PM,07:14 AM,07:16 PM,6,9,10,9,21,9,75,0.0,1028,13,10,216,15,New%20Zealand
2020-09-21,14,11,0.0,7.4,3,25,09:30 AM,11:50 PM,07:12 AM,07:17 PM,9,9,12,9,56,37,81,0.3,1025,14,10,336,40,New%20Zealand
2020-09-22,14,12,0.0,11.6,4,32,10:06 AM,No moonset,07:10 AM,07:18 PM,9,9,13,9,75,4,77,0.0,1018,14,10,332,53,New%20Zealand
2020-09-23,14,6,0.0,6.1,3,40,10:47 AM,01:04 AM,07:09 AM,07:19 PM,12,10,13,10,73,84,88,2.9,1008,14,8,328,51,New%20Zealand
2020-09-24,15,14,0.0,11.6,4,47,11:36 AM,02:13 AM,07:07 AM,07:20 PM,11,12,14,12,52,27,83,0.2,1004,15,10,330,37,New%20Zealand
2020-09-25,14,12,0.0,6.1,3,55,12:30 PM,03:16 AM,07:05 AM,07:21 PM,10,10,13,10,53,41,80,1.9,1007,14,10,325,36,New%20Zealand
2020-09-26,14,9,0.0,7.5,3,62,01:30 PM,04:09 AM,07:04 AM,07:22 PM,10,10,13,10,52,37,79,0.5,1012,14,10,327,36,New%20Zealand
2020-09-27,15,12,0.0,8.9,3,70,02:32 PM,04:54 AM,07:02 AM,07:23 PM,10,10,14,10,71,71,80,21.5,998,15,9,330,49,New%20Zealand
2020-09-28,12,9,0.0,10.2,3,78,03:35 PM,05:32 AM,07:00 AM,07:24 PM,5,6,11,6,60,66,67,8.3,998,12,10,296,47,New%20Zealand
2020-09-29,8,5,0.0,10.3,2,85,04:37 PM,06:03 AM,06:58 AM,07:25 PM,1,3,7,3,36,52,64,0.3,1002,8,10,230,30,New%20Zealand
2020-09-30,9,4,0.0,11.6,3,93,05:39 PM,06:30 AM,06:57 AM,07:26 PM,1,5,7,5,15,33,68,0.6,1017,9,9,124,11,New%20Zealand
2020-10-01,12,7,0.0,11.6,4,97,06:39 PM,06:54 AM,06:55 AM,07:27 PM,5,7,9,7,28,7,72,0.0,1025,12,10,223,21,New%20Zealand
2020-10-02,13,11,0.0,11.6,4,100,07:38 PM,07:17 AM,06:53 AM,07:28 PM,8,9,12,9,59,23,75,0.0,1026,13,10,331,44,New%20Zealand
2020-10-03,14,13,0.0,11.6,4,89,08:37 PM,07:40 AM,06:51 AM,07:29 PM,10,10,14,10,66,10,80,0.0,1025,14,10,325,46,New%20Zealand
2020-10-04,15,13,0.0,11.6,4,82,09:37 PM,08:03 AM,06:50 AM,07:30 PM,11,12,14,12,59,8,82,0.0,1026,15,10,89,41,New%20Zealand
2020-10-05,15,12,0.0,11.6,4,74,10:36 PM,08:27 AM,06:48 AM,07:31 PM,10,10,13,10,65,3,82,0.0,1022,15,10,224,42,New%20Zealand
2020-10-06,14,12,0.0,7.7,3,67,11:37 PM,08:55 AM,06:46 AM,07:32 PM,10,10,13,10,58,62,80,0.0,1015,14,10,334,39,New%20Zealand
2020-10-07,13,10,0.0,9.0,3,60,No moonrise,09:26 AM,06:45 AM,07:34 PM,10,11,13,11,24,64,84,0.8,1010,13,8,216,18,New%20Zealand
2020-10-08,10,8,0.0,10.3,2,53,12:37 AM,10:03 AM,06:43 AM,07:35 PM,3,6,9,6,33,49,67,1.0,1022,10,8,153,25,New%20Zealand
2020-10-09,13,6,0.0,11.6,4,45,01:36 AM,10:48 AM,06:41 AM,07:36 PM,3,7,9,7,22,12,63,0.0,1032,13,10,113,15,New%20Zealand
2020-10-10,13,8,0.0,6.5,3,38,02:32 AM,11:41 AM,06:40 AM,07:37 PM,6,9,11,9,24,83,71,0.0,1031,13,10,224,17,New%20Zealand
2020-10-11,15,11,0.0,6.5,3,31,03:23 AM,12:41 PM,06:38 AM,07:38 PM,9,10,13,10,52,88,75,0.9,1024,15,10,348,37,New%20Zealand
2020-10-12,15,13,0.0,7.8,3,23,04:07 AM,01:48 PM,06:37 AM,07:39 PM,13,12,14,12,49,78,91,5.2,1020,15,10,345,34,New%20Zealand
2020-10-13,15,13,0.0,10.3,3,16,04:47 AM,03:00 PM,06:35 AM,07:40 PM,11,12,13,12,35,39,86,0.2,1017,15,9,302,24,New%20Zealand
2020-10-14,14,8,0.0,7.8,3,9,05:22 AM,04:15 PM,06:33 AM,07:41 PM,7,8,11,8,39,60,78,4.0,1016,14,9,227,28,New%20Zealand
2020-10-15,9,8,0.0,9.1,2,2,05:53 AM,05:31 PM,06:32 AM,07:42 PM,3,4,9,4,42,64,68,3.2,1026,9,10,161,34,New%20Zealand
2020-10-16,12,6,0.0,11.6,3,0,06:23 AM,06:48 PM,06:30 AM,07:43 PM,2,6,9,6,27,6,61,0.0,1020,12,10,250,19,New%20Zealand
2020-10-17,12,9,0.0,6.6,3,0,06:52 AM,08:06 PM,06:29 AM,07:45 PM,7,8,10,8,26,68,81,1.2,1017,12,10,129,19,New%20Zealand
2020-10-18,13,10,0.0,9.1,3,5,07:24 AM,09:25 PM,06:27 AM,07:46 PM,9,9,12,9,38,66,85,0.2,1015,13,10,348,27,New%20Zealand
2020-10-19,15,12,0.0,7.9,3,13,07:59 AM,10:43 PM,06:26 AM,07:47 PM,12,12,14,12,60,79,89,0.9,1008,15,9,333,42,New%20Zealand
2020-10-20,15,12,0.0,11.6,4,20,08:39 AM,11:58 PM,06:24 AM,07:48 PM,10,13,13,13,17,22,81,0.0,1013,15,10,146,12,New%20Zealand
2020-10-21,15,10,0.0,10.4,4,27,09:27 AM,No moonset,06:23 AM,07:49 PM,8,10,12,10,31,14,77,0.0,1018,15,10,188,23,New%20Zealand
2020-10-22,14,12,0.0,11.6,4,35,10:20 AM,01:06 AM,06:21 AM,07:50 PM,8,11,13,11,28,8,74,0.0,1020,14,10,307,20,New%20Zealand
2020-10-23,15,12,0.0,9.1,3,42,11:20 AM,02:05 AM,06:20 AM,07:51 PM,10,11,13,11,44,36,80,0.0,1021,15,10,265,30,New%20Zealand
2020-10-24,16,14,0.0,11.6,5,49,12:23 PM,02:54 AM,06:18 AM,07:53 PM,13,13,15,13,48,37,88,0.1,1021,16,10,343,33,New%20Zealand
2020-10-25,16,15,0.0,9.1,4,56,01:28 PM,03:34 AM,06:17 AM,07:54 PM,14,16,16,16,61,50,91,0.3,1021,16,9,331,41,New%20Zealand
2020-10-26,16,15,0.0,10.4,4,64,02:30 PM,04:07 AM,06:15 AM,07:55 PM,14,14,15,14,55,56,89,0.2,1020,16,10,331,38,New%20Zealand
2020-10-27,13,10,0.0,6.7,3,71,03:32 PM,04:35 AM,06:14 AM,07:56 PM,11,10,12,10,29,100,94,47.1,1023,13,6,169,22,New%20Zealand
2020-10-28,14,10,0.0,10.4,3,78,04:32 PM,05:00 AM,06:13 AM,07:57 PM,8,10,12,10,22,69,74,0.1,1029,14,10,138,17,New%20Zealand
2020-10-29,15,9,0.0,6.7,3,85,05:32 PM,05:23 AM,06:11 AM,07:59 PM,11,13,13,13,9,80,85,0.2,1024,15,8,131,6,New%20Zealand
2020-10-30,16,13,0.0,10.4,4,93,06:30 PM,05:45 AM,06:10 AM,08:00 PM,13,14,15,14,43,60,91,0.5,1019,16,8,344,30,New%20Zealand
2020-10-31,16,15,0.0,8.1,4,97,07:30 PM,06:07 AM,06:09 AM,08:01 PM,14,14,15,14,62,70,91,5.8,1013,16,9,335,41,New%20Zealand
2020-11-01,16,13,0.0,11.6,4,89,08:29 PM,06:31 AM,06:07 AM,08:02 PM,10,13,14,13,34,9,75,0.0,1017,16,10,246,24,New%20Zealand
2020-11-02,15,11,0.0,7.0,3,81,09:31 PM,06:57 AM,06:06 AM,08:03 PM,10,11,13,11,21,62,86,13.0,1023,15,9,162,14,New%20Zealand
2020-11-03,14,6,0.0,7.0,3,74,10:31 PM,07:28 AM,06:05 AM,08:04 PM,11,10,12,10,17,98,86,7.2,1026,14,7,182,12,New%20Zealand
2020-11-04,17,8,0.0,8.2,4,66,11:31 PM,08:03 AM,06:04 AM,08:06 PM,14,14,15,14,43,68,88,0.2,1021,17,10,338,27,New%20Zealand
2020-11-05,16,15,0.0,9.3,4,58,No moonrise,08:44 AM,06:03 AM,08:07 PM,13,15,15,15,33,66,84,0.0,1013,16,10,342,22,New%20Zealand
2020-11-06,15,12,0.0,9.3,3,51,12:27 AM,09:34 AM,06:01 AM,08:08 PM,12,14,14,14,15,68,90,0.8,1006,15,9,124,11,New%20Zealand
2020-11-07,17,13,0.0,12.2,4,43,01:19 AM,10:30 AM,06:00 AM,08:09 PM,13,14,15,14,39,67,89,0.3,1005,17,10,340,26,New%20Zealand
2020-11-08,12,4,0.0,9.1,3,36,02:05 AM,11:34 AM,05:59 AM,08:11 PM,10,8,11,8,56,99,89,41.0,1001,12,8,149,44,New%20Zealand
2020-11-09,12,10,0.0,9.1,3,28,02:45 AM,12:41 PM,05:58 AM,08:12 PM,6,7,11,7,54,88,74,1.1,1014,12,10,161,43,New%20Zealand
2020-11-10,11,1,0.0,9.1,2,21,03:20 AM,01:53 PM,05:57 AM,08:13 PM,8,6,9,6,57,99,87,25.8,1015,11,7,175,44,New%20Zealand
2020-11-11,13,11,0.0,11.3,3,13,03:51 AM,03:05 PM,05:56 AM,08:14 PM,9,9,12,9,33,68,85,0.9,1015,13,8,175,27,New%20Zealand
2020-11-12,15,9,0.0,14.5,4,6,04:20 AM,04:20 PM,05:55 AM,08:15 PM,9,11,12,11,22,8,80,0.0,1017,15,10,267,17,New%20Zealand
2020-11-13,15,13,0.0,14.5,4,0,04:49 AM,05:36 PM,05:54 AM,08:17 PM,11,11,14,11,51,23,84,0.0,1019,15,10,305,37,New%20Zealand
2020-11-14,16,13,0.0,14.5,4,0,05:19 AM,06:54 PM,05:53 AM,08:18 PM,10,12,14,12,64,4,77,0.0,1014,16,10,301,47,New%20Zealand
2020-11-15,17,14,0.0,14.5,5,0,05:51 AM,08:13 PM,05:52 AM,08:19 PM,12,14,15,14,42,4,79,0.0,1013,17,10,267,30,New%20Zealand
2020-11-16,17,14,0.0,13.4,4,2,06:28 AM,09:32 PM,05:52 AM,08:20 PM,14,14,15,14,50,39,90,0.1,1010,17,10,264,34,New%20Zealand
2020-11-17,17,13,0.0,14.5,5,9,07:13 AM,10:46 PM,05:51 AM,08:22 PM,12,14,15,14,43,27,83,0.0,1010,17,10,179,30,New%20Zealand
2020-11-18,15,2,0.0,9.2,3,17,08:05 AM,11:52 PM,05:50 AM,08:23 PM,11,10,12,10,42,74,88,22.0,1007,15,8,259,29,New%20Zealand
2020-11-19,13,11,0.0,11.3,3,24,09:04 AM,No moonset,05:49 AM,08:24 PM,8,9,12,9,43,56,75,1.4,1015,13,10,180,33,New%20Zealand
2020-11-20,15,10,0.0,14.5,4,32,10:08 AM,12:47 AM,05:48 AM,08:25 PM,10,11,13,11,26,27,81,0.0,1018,15,10,222,19,New%20Zealand
2020-11-21,16,13,0.0,14.5,5,39,11:15 AM,01:33 AM,05:48 AM,08:26 PM,12,13,15,13,58,29,83,0.0,1012,16,10,296,41,New%20Zealand
2020-11-22,13,10,0.0,10.3,3,47,12:20 PM,02:09 AM,05:47 AM,08:27 PM,7,9,12,9,45,65,72,2.1,1012,13,9,182,36,New%20Zealand
2020-11-23,14,10,0.0,10.3,3,54,01:23 PM,02:39 AM,05:46 AM,08:29 PM,6,10,11,10,19,71,71,0.9,1014,14,8,150,14,New%20Zealand
2020-11-24,16,10,0.0,12.4,3,62,02:24 PM,03:05 AM,05:46 AM,08:30 PM,8,12,12,12,6,61,76,1.2,1010,16,10,84,5,New%20Zealand
2020-11-25,14,4,0.0,10.3,3,70,03:24 PM,03:29 AM,05:45 AM,08:31 PM,11,10,12,10,31,65,87,3.2,1009,14,10,88,21,New%20Zealand
2020-11-26,17,14,0.0,10.3,4,77,04:22 PM,03:51 AM,05:45 AM,08:32 PM,14,15,16,15,12,75,90,7.0,1005,17,9,198,8,New%20Zealand
2020-11-27,18,11,0.0,13.5,4,85,05:22 PM,04:12 AM,05:44 AM,08:33 PM,12,14,16,14,41,45,82,3.2,1003,18,9,175,30,New%20Zealand
2020-11-28,14,11,0.0,14.5,4,92,06:21 PM,04:35 AM,05:44 AM,08:34 PM,7,10,13,10,38,36,70,2.5,1011,14,10,242,29,New%20Zealand
2020-11-29,15,12,0.0,11.4,3,100,07:22 PM,05:01 AM,05:43 AM,08:35 PM,10,11,13,11,40,61,82,17.0,1001,15,9,254,30,New%20Zealand
2020-11-30,14,9,0.0,9.3,3,100,08:23 PM,05:30 AM,05:43 AM,08:37 PM,11,11,13,11,38,76,87,23.2,999,14,9,238,29,New%20Zealand
2020-12-01,12,11,0.0,13.5,3,89,09:25 PM,06:03 AM,05:43 AM,08:38 PM,8,8,12,8,59,62,76,12.1,1012,12,8,171,47,New%20Zealand
2020-12-02,14,6,0.0,14.5,4,82,10:23 PM,06:42 AM,05:42 AM,08:39 PM,7,9,12,9,42,40,71,0.0,1015,14,10,228,31,New%20Zealand
2020-12-03,17,13,0.0,13.5,4,75,11:17 PM,07:30 AM,05:42 AM,08:40 PM,11,15,16,15,41,23,72,0.2,1009,17,10,190,28,New%20Zealand
2020-12-04,16,12,0.0,14.5,4,67,No moonrise,08:24 AM,05:42 AM,08:41 PM,9,13,14,13,43,21,71,0.0,1009,16,10,253,30,New%20Zealand
2020-12-05,16,9,0.0,11.4,3,60,12:05 AM,09:26 AM,05:42 AM,08:42 PM,11,12,14,12,49,39,78,3.0,1004,16,10,318,36,New%20Zealand
2020-12-06,16,13,0.0,14.5,4,53,12:46 AM,10:32 AM,05:42 AM,08:43 PM,10,13,14,13,34,36,77,0.2,1009,16,10,289,25,New%20Zealand
2020-12-07,17,14,0.0,11.4,4,46,01:22 AM,11:41 AM,05:41 AM,08:44 PM,15,15,16,15,74,82,92,8.2,1006,17,9,334,48,New%20Zealand
2020-12-08,17,12,0.0,9.4,4,38,01:54 AM,12:50 PM,05:41 AM,08:45 PM,15,16,16,16,64,88,93,4.1,1006,17,9,333,41,New%20Zealand
2020-12-09,17,15,0.0,10.4,4,31,02:22 AM,02:01 PM,05:41 AM,08:45 PM,14,15,15,15,45,70,93,3.6,1008,17,9,343,30,New%20Zealand
2020-12-10,16,15,0.0,10.4,4,24,02:49 AM,03:14 PM,05:41 AM,08:46 PM,14,15,15,15,28,69,91,11.6,1005,16,8,186,18,New%20Zealand
2020-12-11,16,13,0.0,13.5,4,17,03:17 AM,04:28 PM,05:41 AM,08:47 PM,9,13,15,13,61,21,72,0.2,1008,16,10,283,42,New%20Zealand
2020-12-12,15,13,0.0,13.5,3,9,03:47 AM,05:45 PM,05:42 AM,08:48 PM,8,12,14,12,31,23,66,0.0,1013,15,10,160,23,New%20Zealand
2020-12-13,14,12,0.0,12.5,3,2,04:20 AM,07:02 PM,05:42 AM,08:49 PM,8,11,13,11,27,38,73,0.0,1018,14,10,127,21,New%20Zealand
2020-12-14,15,11,0.0,12.5,3,0,05:00 AM,08:18 PM,05:42 AM,08:49 PM,8,11,13,11,25,44,72,0.2,1025,15,10,168,19,New%20Zealand
2020-12-15,17,11,0.0,14.5,5,0,05:48 AM,09:30 PM,05:42 AM,08:50 PM,10,14,14,14,26,6,77,0.0,1023,17,10,194,18,New%20Zealand
2020-12-16,17,14,0.0,14.5,5,5,06:44 AM,10:32 PM,05:42 AM,08:51 PM,12,14,15,14,49,7,81,0.0,1016,17,10,181,36,New%20Zealand
2020-12-17,18,13,0.0,14.5,5,12,07:48 AM,11:24 PM,05:43 AM,08:52 PM,12,14,15,14,27,18,81,0.0,1019,18,10,96,19,New%20Zealand
2020-12-18,18,13,0.0,14.5,5,20,08:55 AM,No moonset,05:43 AM,08:52 PM,13,15,16,15,33,15,84,0.0,1018,18,10,243,25,New%20Zealand
2020-12-19,17,15,0.0,14.5,5,27,10:03 AM,12:05 AM,05:43 AM,08:53 PM,13,16,16,16,63,17,83,0.0,1015,17,10,344,47,New%20Zealand
2020-12-20,18,14,0.0,13.5,4,34,11:09 AM,12:39 AM,05:44 AM,08:53 PM,14,16,16,16,40,52,86,0.1,1016,18,10,304,29,New%20Zealand
2020-12-21,19,14,0.0,13.5,4,41,12:12 PM,01:07 AM,05:44 AM,08:54 PM,13,16,16,16,20,55,84,0.0,1017,19,10,193,13,New%20Zealand
2020-12-22,18,15,0.0,10.4,4,49,01:13 PM,01:32 AM,05:45 AM,08:54 PM,14,16,16,16,40,58,87,2.1,1011,18,10,307,29,New%20Zealand
2020-12-23,16,7,0.0,11.5,3,56,02:13 PM,01:55 AM,05:45 AM,08:55 PM,14,13,15,13,51,67,89,7.2,1005,16,9,306,36,New%20Zealand
2020-12-24,18,15,0.0,13.5,4,63,03:12 PM,02:16 AM,05:46 AM,08:55 PM,14,17,17,17,42,62,87,5.6,996,18,10,253,31,New%20Zealand
2020-12-25,17,14,0.0,9.4,4,70,04:11 PM,02:39 AM,05:46 AM,08:56 PM,13,15,15,15,14,82,86,1.3,1006,17,7,128,10,New%20Zealand
2020-12-26,14,11,0.0,10.4,3,78,05:12 PM,03:03 AM,05:47 AM,08:56 PM,9,10,12,10,41,73,79,3.0,1009,14,10,185,31,New%20Zealand
2020-12-27,12,4,0.0,10.4,3,85,06:13 PM,03:31 AM,05:48 AM,08:56 PM,7,8,11,8,52,73,75,7.2,1017,12,10,176,38,New%20Zealand
2020-12-28,13,10,0.0,12.5,3,92,07:14 PM,04:02 AM,05:48 AM,08:56 PM,6,9,12,9,33,48,68,2.1,1018,13,10,179,26,New%20Zealand
2020-12-29,15,11,0.0,13.5,3,100,08:14 PM,04:39 AM,05:49 AM,08:57 PM,8,11,13,11,24,43,75,0.0,1017,15,10,178,18,New%20Zealand
2020-12-30,17,12,0.0,14.5,5,100,09:11 PM,05:25 AM,05:50 AM,08:57 PM,11,14,14,14,17,17,79,0.0,1020,17,10,145,13,New%20Zealand
2020-12-31,17,9,0.0,13.5,4,89,10:02 PM,06:17 AM,05:51 AM,08:57 PM,10,13,14,13,14,21,73,0.0,1021,17,10,131,10,New%20Zealand
2021-01-01,17,13,0.0,13.5,4,79,10:46 PM,07:18 AM,05:51 AM,08:57 PM,12,14,15,14,29,25,80,0.0,1014,17,10,140,20,New%20Zealand
2021-01-02,18,15,0.0,12.5,4,71,11:24 PM,08:24 AM,05:52 AM,08:57 PM,14,17,17,17,34,61,84,0.3,1011,18,10,225,24,New%20Zealand
2021-01-03,17,15,0.0,13.5,4,64,11:57 PM,09:33 AM,05:53 AM,08:57 PM,12,16,16,16,43,22,78,0.0,1014,17,10,338,32,New%20Zealand
2021-01-04,18,15,0.0,14.5,5,57,No moonrise,10:42 AM,05:54 AM,08:57 PM,13,16,16,16,38,9,81,0.0,1018,18,10,252,28,New%20Zealand
2021-01-05,18,15,0.0,13.5,4,50,12:26 AM,11:53 AM,05:55 AM,08:57 PM,14,16,17,16,32,31,83,0.0,1019,18,10,188,23,New%20Zealand
2021-01-06,19,16,0.0,12.5,4,42,12:53 AM,01:03 PM,05:56 AM,08:57 PM,15,18,18,18,27,53,86,0.2,1014,19,10,202,18,New%20Zealand
2021-01-07,18,17,0.0,14.5,5,35,01:20 AM,02:14 PM,05:57 AM,08:57 PM,15,18,18,18,53,44,84,0.0,1007,18,10,252,38,New%20Zealand
2021-01-08,16,14,0.0,9.4,4,28,01:48 AM,03:27 PM,05:58 AM,08:57 PM,14,15,16,15,26,78,89,1.3,1006,16,9,233,19,New%20Zealand
2021-01-09,18,13,0.0,13.5,4,20,02:18 AM,04:41 PM,05:59 AM,08:57 PM,11,15,15,15,17,46,75,0.0,1011,18,10,190,12,New%20Zealand
2021-01-10,19,15,0.0,11.3,4,13,02:53 AM,05:56 PM,06:00 AM,08:56 PM,13,16,16,16,30,52,81,0.3,1010,19,10,99,22,New%20Zealand
2021-01-11,18,15,0.0,8.4,4,6,03:36 AM,07:09 PM,06:01 AM,08:56 PM,13,16,17,16,21,45,79,0.5,1014,18,10,111,15,New%20Zealand
2021-01-12,20,13,0.0,10.5,4,0,04:27 AM,08:14 PM,06:02 AM,08:56 PM,13,17,17,17,15,41,77,0.0,1020,20,10,149,10,New%20Zealand
2021-01-13,20,16,0.0,11.6,5,0,05:27 AM,09:11 PM,06:03 AM,08:55 PM,14,18,18,18,30,3,79,0.0,1020,20,10,137,20,New%20Zealand
2021-01-14,20,11,0.0,11.6,5,1,06:32 AM,09:57 PM,06:04 AM,08:55 PM,15,17,17,17,23,2,81,0.0,1016,20,10,176,16,New%20Zealand
2021-01-15,21,15,0.0,11.6,5,8,07:42 AM,10:35 PM,06:05 AM,08:54 PM,14,18,19,18,15,9,76,0.0,1013,21,10,96,10,New%20Zealand
