date_time,Honduras_maxtempC,Honduras_mintempC,Honduras_totalSnow_cm,Honduras_sunHour,Honduras_uvIndex,Honduras_moon_illumination,Honduras_moonrise,Honduras_moonset,Honduras_sunrise,Honduras_sunset,Honduras_DewPointC,Honduras_FeelsLikeC,Honduras_HeatIndexC,Honduras_WindChillC,Honduras_WindGustKmph,Honduras_cloudcover,Honduras_humidity,Honduras_precipMM,Honduras_pressure,Honduras_tempC,Honduras_visibility,Honduras_winddirDegree,Honduras_windspeedKmph,Honduras_location
2020-10-02,26,17,0.0,7.4,5,100,06:26 PM,06:12 AM,05:39 AM,05:38 PM,19,22,22,21,6,75,88,33.1,1009,26,5,153,4,Honduras
2020-10-03,26,19,0.0,7.4,5,89,07:02 PM,06:58 AM,05:39 AM,05:37 PM,20,22,22,21,5,78,92,77.7,1010,26,5,161,4,Honduras
2020-10-04,23,19,0.0,7.4,5,82,07:40 PM,07:45 AM,05:39 AM,05:36 PM,20,21,22,21,9,83,94,59.2,1011,23,7,13,5,Honduras
2020-10-05,25,16,0.0,8.8,5,74,08:19 PM,08:32 AM,05:39 AM,05:35 PM,17,20,20,20,8,64,87,17.4,1012,25,9,148,6,Honduras
2020-10-06,24,17,0.0,7.4,5,67,09:02 PM,09:22 AM,05:39 AM,05:35 PM,18,20,21,20,8,63,88,12.6,1011,24,6,262,5,Honduras
2020-10-07,25,18,0.0,7.4,5,60,09:49 PM,10:13 AM,05:39 AM,05:34 PM,18,22,22,21,5,78,86,14.8,1011,25,9,186,4,Honduras
2020-10-08,24,19,0.0,7.4,5,53,10:39 PM,11:06 AM,05:39 AM,05:33 PM,20,21,22,21,7,79,94,41.2,1012,24,7,177,4,Honduras
2020-10-09,24,19,0.0,10.2,5,45,11:34 PM,11:59 AM,05:39 AM,05:33 PM,20,22,22,21,6,69,91,14.1,1012,24,9,209,5,Honduras
2020-10-10,25,18,0.0,7.4,5,38,No moonrise,12:53 PM,05:40 AM,05:32 PM,19,22,22,21,5,72,90,19.4,1012,25,6,139,3,Honduras
2020-10-11,27,18,0.0,10.2,5,31,12:30 AM,01:45 PM,05:40 AM,05:32 PM,18,23,23,22,9,44,83,0.6,1012,27,7,33,7,Honduras
2020-10-12,26,17,0.0,8.8,5,23,01:29 AM,02:34 PM,05:40 AM,05:31 PM,18,22,22,21,11,63,84,1.8,1012,26,6,68,8,Honduras
2020-10-13,25,18,0.0,7.4,5,16,02:28 AM,03:23 PM,05:40 AM,05:30 PM,19,22,22,21,13,75,89,17.3,1012,25,5,100,8,Honduras
2020-10-14,25,18,0.0,8.8,5,9,03:27 AM,04:09 PM,05:40 AM,05:30 PM,18,22,22,21,11,60,87,5.9,1012,25,7,103,9,Honduras
2020-10-15,26,18,0.0,8.8,5,2,04:26 AM,04:56 PM,05:40 AM,05:29 PM,18,21,21,21,10,72,88,18.9,1011,26,6,19,7,Honduras
2020-10-16,25,17,0.0,5.9,5,0,05:27 AM,05:43 PM,05:40 AM,05:29 PM,18,20,21,20,12,81,89,10.8,1012,25,7,20,8,Honduras
2020-10-17,26,18,0.0,8.8,5,0,06:27 AM,06:31 PM,05:41 AM,05:28 PM,18,20,21,20,13,67,89,6.0,1013,26,6,14,9,Honduras
2020-10-18,26,18,0.0,8.8,5,5,07:30 AM,07:22 PM,05:41 AM,05:27 PM,18,21,21,21,11,70,88,6.4,1012,26,6,56,8,Honduras
2020-10-19,26,18,0.0,8.8,5,13,08:34 AM,08:16 PM,05:41 AM,05:27 PM,18,22,22,21,9,63,85,9.1,1010,26,9,180,7,Honduras
2020-10-20,25,17,0.0,7.3,5,20,09:37 AM,09:14 PM,05:41 AM,05:26 PM,19,22,22,21,6,72,88,32.2,1010,25,8,263,3,Honduras
2020-10-21,24,18,0.0,8.8,5,27,10:39 AM,10:12 PM,05:41 AM,05:26 PM,19,20,21,20,5,78,93,34.3,1011,24,8,135,4,Honduras
2020-10-22,26,18,0.0,7.3,5,35,11:37 AM,11:10 PM,05:42 AM,05:25 PM,19,22,22,21,5,65,88,28.8,1011,26,7,229,3,Honduras
2020-10-23,27,19,0.0,8.8,5,42,12:29 PM,No moonset,05:42 AM,05:25 PM,19,22,22,21,4,69,91,35.8,1012,27,6,178,3,Honduras
2020-10-24,25,18,0.0,7.3,5,49,01:17 PM,12:05 AM,05:42 AM,05:24 PM,19,21,21,21,5,81,91,39.5,1012,25,7,154,4,Honduras
2020-10-25,25,19,0.0,7.3,5,56,02:00 PM,12:59 AM,05:42 AM,05:24 PM,20,22,22,21,6,68,91,41.5,1011,25,7,133,4,Honduras
2020-10-26,28,18,0.0,8.8,5,64,02:40 PM,01:50 AM,05:42 AM,05:23 PM,19,22,22,21,6,70,88,11.7,1011,28,7,125,4,Honduras
2020-10-27,25,18,0.0,8.8,5,71,03:17 PM,02:37 AM,05:43 AM,05:23 PM,19,22,22,21,6,61,91,24.6,1011,25,6,144,3,Honduras
2020-10-28,25,18,0.0,7.3,5,78,03:52 PM,03:24 AM,05:43 AM,05:23 PM,20,21,22,21,6,75,93,31.6,1011,25,8,105,4,Honduras
2020-10-29,25,18,0.0,8.7,5,85,04:27 PM,04:10 AM,05:43 AM,05:22 PM,19,21,21,21,6,69,88,33.2,1012,25,8,175,4,Honduras
2020-10-30,24,17,0.0,7.3,5,93,05:03 PM,04:56 AM,05:44 AM,05:22 PM,18,20,21,20,11,71,89,10.7,1013,24,6,146,7,Honduras
2020-10-31,24,18,0.0,8.7,5,97,05:40 PM,05:42 AM,05:44 AM,05:21 PM,18,20,21,20,14,75,91,18.9,1015,24,7,54,9,Honduras
2020-11-01,25,17,0.0,10.2,5,89,06:18 PM,06:29 AM,05:44 AM,05:21 PM,17,20,20,20,14,69,88,0.9,1014,25,5,97,11,Honduras
2020-11-02,19,13,0.0,5.9,4,81,07:00 PM,07:19 AM,05:45 AM,05:21 PM,17,17,17,17,12,85,96,7.5,1012,19,4,263,9,Honduras
2020-11-03,20,17,0.0,5.9,4,74,07:46 PM,08:09 AM,05:45 AM,05:20 PM,17,19,19,19,16,69,92,2.1,1010,20,8,263,12,Honduras
2020-11-04,19,18,0.0,5.9,4,66,08:35 PM,09:02 AM,05:45 AM,05:20 PM,18,18,18,18,6,97,99,78.2,1009,19,6,322,5,Honduras
2020-11-05,21,17,0.0,5.9,4,58,09:27 PM,09:55 AM,05:46 AM,05:20 PM,18,18,18,18,6,95,96,26.0,1009,21,6,189,5,Honduras
2020-11-06,24,18,0.0,8.7,5,51,10:22 PM,10:47 AM,05:46 AM,05:19 PM,18,20,21,20,11,86,93,2.9,1009,24,5,214,9,Honduras
2020-11-07,24,17,0.0,8.7,5,43,11:18 PM,11:38 AM,05:46 AM,05:19 PM,18,20,21,20,8,58,92,18.1,1011,24,6,240,5,Honduras
2020-11-08,25,17,0.0,8.7,5,36,No moonrise,12:27 PM,05:47 AM,05:19 PM,19,21,21,21,6,75,90,25.3,1012,25,6,297,3,Honduras
2020-11-09,27,17,0.0,10.2,5,28,12:15 AM,01:14 PM,05:47 AM,05:19 PM,18,21,21,21,5,52,87,4.1,1012,27,8,268,3,Honduras
2020-11-10,24,18,0.0,5.9,5,21,01:12 AM,02:00 PM,05:47 AM,05:19 PM,19,20,21,20,8,89,93,5.0,1011,24,6,210,6,Honduras
2020-11-11,27,17,0.0,10.2,5,13,02:09 AM,02:44 PM,05:48 AM,05:18 PM,19,22,22,21,4,61,88,2.5,1013,27,7,217,4,Honduras
2020-11-12,26,17,0.0,11.6,5,6,03:07 AM,03:30 PM,05:48 AM,05:18 PM,18,22,22,21,10,47,84,1.1,1013,26,9,144,7,Honduras
2020-11-13,26,17,0.0,10.2,5,0,04:06 AM,04:16 PM,05:49 AM,05:18 PM,17,22,22,21,10,47,83,0.2,1014,26,5,142,7,Honduras
2020-11-14,26,17,0.0,8.7,5,0,05:08 AM,05:06 PM,05:49 AM,05:18 PM,18,22,22,21,7,71,86,2.3,1013,26,6,230,5,Honduras
2020-11-15,26,17,0.0,8.7,5,0,06:11 AM,05:59 PM,05:50 AM,05:18 PM,18,22,22,21,8,62,85,4.9,1013,26,7,228,5,Honduras
2020-11-16,25,16,0.0,8.7,5,2,07:16 AM,06:56 PM,05:50 AM,05:18 PM,17,19,20,19,12,73,88,0.9,1012,25,6,306,9,Honduras
2020-11-17,19,12,0.0,5.8,4,9,08:21 AM,07:56 PM,05:50 AM,05:18 PM,16,16,17,16,11,84,95,42.0,1009,19,5,293,9,Honduras
2020-11-18,22,17,0.0,5.8,4,17,09:23 AM,08:56 PM,05:51 AM,05:18 PM,18,18,18,18,7,87,97,39.0,1012,22,9,51,5,Honduras
2020-11-19,24,17,0.0,8.7,5,24,10:20 AM,09:55 PM,05:51 AM,05:18 PM,18,20,20,20,10,77,90,4.5,1014,24,7,21,7,Honduras
2020-11-20,23,17,0.0,7.3,5,32,11:12 AM,10:51 PM,05:52 AM,05:18 PM,18,19,20,19,13,86,92,5.9,1014,23,6,11,10,Honduras
2020-11-21,24,18,0.0,8.7,5,39,11:58 AM,11:44 PM,05:52 AM,05:18 PM,18,20,20,20,12,82,92,7.9,1012,24,7,13,9,Honduras
2020-11-22,24,18,0.0,5.8,5,47,12:39 PM,No moonset,05:53 AM,05:18 PM,19,20,21,20,13,90,93,19.7,1012,24,6,12,8,Honduras
2020-11-23,24,18,0.0,7.3,5,54,01:17 PM,12:34 AM,05:53 AM,05:18 PM,18,19,20,19,13,85,92,5.0,1013,24,6,11,10,Honduras
2020-11-24,24,18,0.0,5.8,5,62,01:53 PM,01:21 AM,05:54 AM,05:18 PM,18,20,20,20,15,93,93,23.4,1014,24,8,17,11,Honduras
2020-11-25,24,17,0.0,8.7,5,70,02:28 PM,02:07 AM,05:54 AM,05:18 PM,18,20,21,20,12,79,89,3.8,1015,24,7,22,10,Honduras
2020-11-26,25,18,0.0,7.3,5,77,03:03 PM,02:52 AM,05:55 AM,05:18 PM,18,20,21,20,12,82,90,7.0,1014,25,6,24,9,Honduras
2020-11-27,24,18,0.0,7.3,5,85,03:40 PM,03:39 AM,05:55 AM,05:18 PM,18,20,20,20,11,89,88,1.0,1013,24,6,17,8,Honduras
2020-11-28,24,17,0.0,10.2,5,92,04:17 PM,04:25 AM,05:56 AM,05:18 PM,17,20,21,20,10,52,85,0.0,1013,24,7,20,8,Honduras
2020-11-29,25,15,0.0,10.2,5,100,04:59 PM,05:14 AM,05:57 AM,05:19 PM,16,20,21,20,10,26,79,0.0,1014,25,9,32,7,Honduras
2020-11-30,25,16,0.0,11.6,5,100,05:43 PM,06:05 AM,05:57 AM,05:19 PM,16,20,21,20,11,31,83,0.3,1014,25,6,146,8,Honduras
2020-12-01,23,15,0.0,8.7,5,89,06:31 PM,06:57 AM,05:58 AM,05:19 PM,16,19,19,19,16,64,86,0.2,1015,23,5,101,13,Honduras
2020-12-02,23,16,0.0,5.8,4,82,07:23 PM,07:51 AM,05:58 AM,05:19 PM,16,19,20,19,11,87,90,0.1,1014,23,5,15,9,Honduras
2020-12-03,24,16,0.0,10.2,5,75,08:17 PM,08:44 AM,05:59 AM,05:19 PM,17,19,20,19,11,57,85,0.0,1014,24,7,17,8,Honduras
2020-12-04,24,18,0.0,7.3,5,67,09:13 PM,09:36 AM,05:59 AM,05:20 PM,17,20,20,20,10,66,89,2.4,1014,24,6,21,8,Honduras
2020-12-05,24,16,0.0,7.1,5,60,10:09 PM,10:25 AM,06:00 AM,05:20 PM,17,19,20,19,10,76,86,0.3,1015,24,7,103,8,Honduras
2020-12-06,24,16,0.0,8.6,5,53,11:05 PM,11:12 AM,06:00 AM,05:20 PM,17,20,20,20,10,76,86,0.2,1014,24,7,18,7,Honduras
2020-12-07,24,16,0.0,8.7,5,46,No moonrise,11:56 AM,06:01 AM,05:21 PM,17,20,20,20,14,61,87,0.0,1014,24,5,100,10,Honduras
2020-12-08,20,15,0.0,4.2,4,38,12:00 AM,12:39 PM,06:01 AM,05:21 PM,16,18,18,18,16,83,90,0.1,1017,20,7,13,13,Honduras
2020-12-09,21,14,0.0,8.7,4,31,12:55 AM,01:22 PM,06:02 AM,05:21 PM,14,16,17,16,18,66,85,0.0,1018,21,9,9,15,Honduras
2020-12-10,22,12,0.0,8.7,4,24,01:52 AM,02:06 PM,06:03 AM,05:22 PM,13,16,18,16,14,45,82,0.0,1017,22,7,15,10,Honduras
2020-12-11,25,15,0.0,8.7,5,17,02:49 AM,02:52 PM,06:03 AM,05:22 PM,15,20,21,20,9,35,80,0.0,1014,25,7,29,7,Honduras
2020-12-12,26,15,0.0,7.2,5,9,03:50 AM,03:43 PM,06:04 AM,05:22 PM,16,20,21,20,11,57,84,0.4,1014,26,5,28,8,Honduras
2020-12-13,25,16,0.0,8.7,5,2,04:53 AM,04:37 PM,06:04 AM,05:23 PM,16,20,21,20,10,44,82,0.0,1014,25,7,30,8,Honduras
2020-12-14,26,16,0.0,8.7,5,0,05:58 AM,05:36 PM,06:05 AM,05:23 PM,16,20,21,20,10,19,79,0.0,1015,26,7,65,7,Honduras
2020-12-15,24,16,0.0,5.7,4,0,07:03 AM,06:36 PM,06:05 AM,05:24 PM,16,19,19,19,9,66,86,0.2,1014,24,7,17,6,Honduras
2020-12-16,26,15,0.0,7.2,5,5,08:04 AM,07:38 PM,06:06 AM,05:24 PM,16,20,21,20,8,44,82,7.0,1013,26,8,75,5,Honduras
2020-12-17,24,16,0.0,5.7,5,12,09:00 AM,08:37 PM,06:06 AM,05:24 PM,17,20,21,20,14,74,88,0.5,1015,24,7,16,10,Honduras
2020-12-18,24,16,0.0,4.2,5,20,09:50 AM,09:34 PM,06:07 AM,05:25 PM,16,19,20,19,16,84,86,0.5,1016,24,5,20,13,Honduras
2020-12-19,23,15,0.0,8.7,4,27,10:34 AM,10:25 PM,06:07 AM,05:25 PM,14,18,19,18,14,43,81,0.0,1015,23,8,60,11,Honduras
2020-12-20,25,15,0.0,8.7,5,34,11:15 AM,11:15 PM,06:08 AM,05:26 PM,15,19,20,19,13,45,82,0.0,1014,25,6,61,9,Honduras
2020-12-21,23,16,0.0,8.7,5,41,11:52 AM,No moonset,06:08 AM,05:26 PM,16,19,20,19,17,61,85,0.0,1015,23,7,20,13,Honduras
2020-12-22,23,15,0.0,7.2,4,49,12:27 PM,12:02 AM,06:09 AM,05:27 PM,16,19,19,19,16,75,87,1.0,1016,23,7,21,13,Honduras
2020-12-23,24,17,0.0,5.7,5,56,01:02 PM,12:48 AM,06:09 AM,05:27 PM,17,19,20,19,13,73,87,1.2,1015,24,7,24,10,Honduras
2020-12-24,26,15,0.0,8.7,5,63,01:38 PM,01:34 AM,06:10 AM,05:28 PM,13,20,20,20,11,18,70,0.0,1014,26,7,61,7,Honduras
2020-12-25,23,15,0.0,8.7,4,70,02:15 PM,02:20 AM,06:10 AM,05:29 PM,15,18,19,18,23,46,83,0.1,1016,23,9,58,19,Honduras
2020-12-26,21,13,0.0,8.7,4,78,02:55 PM,03:08 AM,06:11 AM,05:29 PM,13,16,17,16,19,51,83,0.0,1016,21,9,11,16,Honduras
2020-12-27,23,13,0.0,7.2,4,85,03:39 PM,03:58 AM,06:11 AM,05:30 PM,14,17,19,17,13,61,85,0.0,1015,23,6,146,9,Honduras
2020-12-28,22,14,0.0,7.2,4,92,04:25 PM,04:50 AM,06:11 AM,05:30 PM,14,17,18,17,15,66,84,0.0,1016,22,5,14,11,Honduras
2020-12-29,23,14,0.0,8.7,4,100,05:17 PM,05:44 AM,06:12 AM,05:31 PM,13,17,18,17,14,34,79,0.0,1015,23,7,14,11,Honduras
2020-12-30,25,15,0.0,7.2,5,100,06:11 PM,06:38 AM,06:12 AM,05:31 PM,15,19,20,19,8,66,82,0.9,1013,25,6,72,6,Honduras
2020-12-31,26,16,0.0,8.7,5,89,07:08 PM,07:31 AM,06:13 AM,05:32 PM,16,21,21,20,7,47,78,1.6,1012,26,10,175,6,Honduras
2021-01-01,26,15,0.0,8.7,5,79,08:05 PM,08:22 AM,06:13 AM,05:32 PM,16,21,21,20,7,34,80,0.0,1014,26,8,62,5,Honduras
2021-01-02,25,17,0.0,8.7,5,71,09:01 PM,09:10 AM,06:13 AM,05:33 PM,15,20,20,20,11,44,76,0.0,1015,25,7,24,8,Honduras
2021-01-03,25,15,0.0,5.7,5,64,09:56 PM,09:56 AM,06:14 AM,05:34 PM,16,20,21,20,12,69,82,0.6,1015,25,8,63,8,Honduras
2021-01-04,24,16,0.0,4.2,5,57,10:51 PM,10:39 AM,06:14 AM,05:34 PM,16,19,20,19,11,76,83,0.6,1014,24,7,23,9,Honduras
2021-01-05,23,15,0.0,7.2,4,50,11:45 PM,11:21 AM,06:14 AM,05:35 PM,15,18,18,18,13,56,83,0.3,1015,23,6,19,9,Honduras
2021-01-06,23,16,0.0,5.7,4,42,No moonrise,12:03 PM,06:15 AM,05:35 PM,16,18,19,18,9,81,87,3.2,1014,23,7,20,7,Honduras
2021-01-07,26,15,0.0,5.7,5,35,12:41 AM,12:47 PM,06:15 AM,05:36 PM,16,20,21,20,8,66,81,9.6,1015,26,7,25,5,Honduras
2021-01-08,24,15,0.0,8.7,4,28,01:38 AM,01:34 PM,06:15 AM,05:36 PM,15,18,19,18,13,47,83,0.0,1015,24,8,55,9,Honduras
2021-01-09,24,15,0.0,7.2,4,20,02:38 AM,02:24 PM,06:16 AM,05:37 PM,15,18,19,18,14,72,86,0.4,1016,24,7,14,11,Honduras
2021-01-10,23,15,0.0,7.2,4,13,03:40 AM,03:19 PM,06:16 AM,05:38 PM,15,18,19,18,14,67,83,0.0,1016,23,8,18,12,Honduras
2021-01-11,25,16,0.0,7.2,5,6,04:43 AM,04:18 PM,06:16 AM,05:38 PM,16,19,20,19,14,60,83,0.0,1016,25,6,25,10,Honduras
2021-01-12,24,17,0.0,5.7,5,0,05:46 AM,05:19 PM,06:16 AM,05:39 PM,16,20,20,20,19,76,84,1.8,1016,24,9,24,15,Honduras
2021-01-13,24,16,0.0,4.2,4,0,06:44 AM,06:20 PM,06:16 AM,05:39 PM,16,19,19,19,16,82,85,1.0,1015,24,7,23,13,Honduras
2021-01-14,23,16,0.0,8.7,4,1,07:37 AM,07:18 PM,06:16 AM,05:40 PM,16,19,19,19,13,61,85,0.2,1014,23,5,15,10,Honduras
2021-01-15,25,16,0.0,7.2,5,8,08:25 AM,08:13 PM,06:17 AM,05:40 PM,16,20,21,20,10,52,79,0.1,1013,25,8,69,7,Honduras
2021-01-16,25,17,0.0,4.2,5,16,09:08 AM,09:05 PM,06:17 AM,05:41 PM,16,20,20,20,14,79,85,1.0,1014,25,6,62,11,Honduras
2021-01-17,24,17,0.0,5.7,5,23,09:48 AM,09:54 PM,06:17 AM,05:42 PM,16,20,21,20,12,82,83,0.6,1014,24,6,65,10,Honduras
2021-01-18,24,15,0.0,8.7,5,30,10:24 AM,10:41 PM,06:17 AM,05:42 PM,16,19,20,19,15,64,84,0.4,1015,24,7,22,12,Honduras
2021-01-19,24,16,0.0,5.7,5,38,11:00 AM,11:27 PM,06:17 AM,05:43 PM,15,19,20,19,18,70,79,0.5,1015,24,7,33,14,Honduras
2021-01-20,25,16,0.0,4.2,5,45,11:36 AM,No moonset,06:17 AM,05:43 PM,15,19,20,19,22,71,83,1.2,1015,25,10,28,17,Honduras
2021-01-21,26,17,0.0,8.7,5,52,12:12 PM,12:13 AM,06:17 AM,05:44 PM,15,20,21,20,18,43,78,0.4,1014,26,9,26,14,Honduras
2021-01-22,26,15,0.0,8.7,5,59,12:50 PM,01:00 AM,06:17 AM,05:44 PM,15,20,21,20,12,43,79,0.2,1014,26,8,73,9,Honduras
2021-01-23,26,15,0.0,8.7,5,67,01:32 PM,01:49 AM,06:17 AM,05:45 PM,14,22,22,21,12,16,71,0.0,1014,26,8,33,8,Honduras
2021-01-24,23,15,0.0,7.2,5,74,02:17 PM,02:40 AM,06:17 AM,05:45 PM,15,18,19,18,12,59,83,0.1,1014,23,7,26,9,Honduras
2021-01-25,23,15,0.0,5.7,4,81,03:07 PM,03:33 AM,06:17 AM,05:46 PM,15,18,19,18,12,58,84,0.2,1013,23,7,154,8,Honduras
2021-01-26,26,16,0.0,8.7,5,88,04:00 PM,04:27 AM,06:17 AM,05:46 PM,14,21,21,20,10,45,75,0.0,1012,26,7,37,7,Honduras
2021-01-27,26,14,0.0,8.7,5,96,04:57 PM,05:22 AM,06:17 AM,05:47 PM,13,20,21,20,14,42,74,0.0,1014,26,6,112,10,Honduras
2021-01-28,25,15,0.0,8.7,5,100,05:55 PM,06:14 AM,06:17 AM,05:47 PM,15,18,19,18,21,44,80,0.0,1016,25,9,24,17,Honduras
2021-01-29,25,14,0.0,8.7,5,90,06:53 PM,07:05 AM,06:17 AM,05:48 PM,12,19,20,19,26,27,73,0.0,1015,25,10,21,20,Honduras
2021-01-30,23,16,0.0,7.2,4,82,07:50 PM,07:52 AM,06:17 AM,05:48 PM,14,18,19,18,17,49,79,0.0,1014,23,10,30,14,Honduras
2021-01-31,25,14,0.0,7.2,5,79,08:46 PM,08:37 AM,06:16 AM,05:48 PM,15,19,20,19,15,55,80,0.0,1013,25,6,26,11,Honduras
2021-02-01,26,14,0.0,8.7,5,63,09:42 PM,09:20 AM,06:16 AM,05:49 PM,15,20,21,20,19,49,81,0.1,1014,26,8,60,14,Honduras
2021-02-02,21,12,0.0,8.7,5,55,10:37 PM,10:03 AM,06:16 AM,05:49 PM,14,17,17,17,24,52,82,0.0,1015,21,10,12,20,Honduras
2021-02-03,24,11,0.0,8.7,5,48,11:34 PM,10:46 AM,06:16 AM,05:50 PM,10,16,17,16,16,23,72,0.0,1016,24,10,16,12,Honduras
2021-02-04,28,11,0.0,8.7,5,40,No moonrise,11:31 AM,06:16 AM,05:50 PM,11,18,19,18,11,35,70,0.0,1015,28,7,36,7,Honduras
2021-02-05,28,14,0.0,8.7,6,33,12:31 AM,12:19 PM,06:15 AM,05:51 PM,12,22,22,21,8,6,64,0.0,1013,28,10,119,6,Honduras
2021-02-06,29,15,0.0,8.7,6,25,01:32 AM,01:11 PM,06:15 AM,05:51 PM,14,23,23,23,7,13,67,0.0,1012,29,10,156,5,Honduras
2021-02-07,29,16,0.0,8.7,6,18,02:32 AM,02:07 PM,06:15 AM,05:51 PM,14,24,24,23,11,13,65,0.0,1013,29,9,34,7,Honduras
