date_time,Honduras_maxtempC,Honduras_mintempC,Honduras_totalSnow_cm,Honduras_sunHour,Honduras_uvIndex,Honduras_moon_illumination,Honduras_moonrise,Honduras_moonset,Honduras_sunrise,Honduras_sunset,Honduras_DewPointC,Honduras_FeelsLikeC,Honduras_HeatIndexC,Honduras_WindChillC,Honduras_WindGustKmph,Honduras_cloudcover,Honduras_humidity,Honduras_precipMM,Honduras_pressure,Honduras_tempC,Honduras_visibility,Honduras_winddirDegree,Honduras_windspeedKmph,Honduras_location
2020-01-01,25,16,0.0,8.7,5,37,11:01 AM,11:09 PM,06:13 AM,05:32 PM,16,20,20,20,10,58,79,0.2,1014,25,8,24,8,Honduras
2020-01-02,28,15,0.0,8.7,5,44,11:38 AM,11:55 PM,06:13 AM,05:33 PM,14,23,23,21,7,41,72,0.0,1013,28,8,87,5,Honduras
2020-01-03,28,15,0.0,8.7,6,51,12:13 PM,No moonset,06:14 AM,05:33 PM,14,22,22,21,5,10,70,0.0,1015,28,10,187,4,Honduras
2020-01-04,26,16,0.0,8.7,5,59,12:50 PM,12:41 AM,06:14 AM,05:34 PM,16,22,22,21,16,31,78,0.0,1018,26,9,56,12,Honduras
2020-01-05,19,15,0.0,4.2,4,66,01:29 PM,01:28 AM,06:14 AM,05:34 PM,15,17,17,17,21,69,87,0.2,1019,19,10,13,18,Honduras
2020-01-06,23,14,0.0,8.7,5,73,02:11 PM,02:18 AM,06:14 AM,05:35 PM,15,18,19,18,16,60,82,0.0,1017,23,8,15,14,Honduras
2020-01-07,21,15,0.0,4.2,4,80,02:57 PM,03:11 AM,06:15 AM,05:35 PM,15,17,18,17,18,86,87,0.1,1017,21,9,16,15,Honduras
2020-01-08,23,15,0.0,8.7,4,88,03:48 PM,04:06 AM,06:15 AM,05:36 PM,15,18,19,18,24,52,82,0.0,1017,23,10,23,20,Honduras
2020-01-09,23,14,0.0,8.7,4,95,04:44 PM,05:04 AM,06:15 AM,05:37 PM,15,18,19,18,21,60,84,0.0,1016,23,9,30,17,Honduras
2020-01-10,25,16,0.0,5.7,5,100,05:44 PM,06:03 AM,06:16 AM,05:37 PM,16,20,21,20,18,69,81,0.9,1014,25,9,37,14,Honduras
2020-01-11,24,16,0.0,5.7,5,100,06:46 PM,07:02 AM,06:16 AM,05:38 PM,16,19,19,19,15,82,85,1.6,1014,24,9,33,12,Honduras
2020-01-12,25,16,0.0,5.7,5,83,07:48 PM,07:58 AM,06:16 AM,05:38 PM,15,20,20,20,22,60,80,0.4,1014,25,10,42,17,Honduras
2020-01-13,23,15,0.0,4.2,5,76,08:48 PM,08:50 AM,06:16 AM,05:39 PM,16,19,19,19,22,71,83,0.6,1015,23,10,39,17,Honduras
2020-01-14,24,16,0.0,4.2,5,69,09:47 PM,09:39 AM,06:16 AM,05:39 PM,15,19,20,19,24,69,80,0.8,1015,24,10,39,18,Honduras
2020-01-15,24,15,0.0,8.7,6,61,10:44 PM,10:24 AM,06:17 AM,05:40 PM,14,20,20,20,25,32,76,0.0,1014,24,10,40,19,Honduras
2020-01-16,25,15,0.0,8.7,5,54,11:40 PM,11:09 AM,06:17 AM,05:41 PM,15,19,20,19,22,53,81,0.1,1015,25,9,30,17,Honduras
2020-01-17,25,17,0.0,7.2,5,47,No moonrise,11:53 AM,06:17 AM,05:41 PM,15,20,20,20,23,50,78,0.2,1014,25,10,41,18,Honduras
2020-01-18,25,15,0.0,7.2,5,40,12:35 AM,12:37 PM,06:17 AM,05:42 PM,15,20,21,20,21,44,80,0.0,1014,25,10,36,16,Honduras
2020-01-19,26,16,0.0,8.7,5,32,01:32 AM,01:23 PM,06:17 AM,05:42 PM,15,21,21,21,16,43,76,0.0,1014,26,7,25,12,Honduras
2020-01-20,25,16,0.0,7.2,5,25,02:28 AM,02:12 PM,06:17 AM,05:43 PM,16,20,20,20,19,64,81,0.2,1016,25,9,14,15,Honduras
2020-01-21,24,15,0.0,7.2,5,18,03:25 AM,03:03 PM,06:17 AM,05:43 PM,15,19,20,19,21,59,81,0.0,1016,24,10,12,18,Honduras
2020-01-22,25,12,0.0,8.7,5,11,04:21 AM,03:56 PM,06:17 AM,05:44 PM,12,18,19,18,15,34,75,0.0,1016,25,10,16,11,Honduras
2020-01-23,27,13,0.0,8.7,5,3,05:16 AM,04:50 PM,06:17 AM,05:44 PM,13,21,21,20,8,31,69,0.0,1014,27,7,181,5,Honduras
2020-01-24,25,16,0.0,7.2,5,0,06:07 AM,05:44 PM,06:17 AM,05:45 PM,14,20,21,20,8,48,70,0.7,1015,25,10,80,5,Honduras
2020-01-25,26,15,0.0,8.7,5,0,06:55 AM,06:36 PM,06:17 AM,05:45 PM,14,20,20,20,11,44,76,0.3,1016,26,8,15,8,Honduras
2020-01-26,30,15,0.0,8.7,5,4,07:40 AM,07:27 PM,06:17 AM,05:46 PM,14,22,22,21,7,41,72,0.0,1016,30,7,139,5,Honduras
2020-01-27,29,15,0.0,8.7,6,11,08:20 AM,08:15 PM,06:17 AM,05:46 PM,14,21,21,21,5,32,70,0.1,1015,29,10,232,3,Honduras
2020-01-28,29,15,0.0,8.7,6,18,08:58 AM,09:03 PM,06:17 AM,05:47 PM,15,22,22,21,7,23,71,0.0,1013,29,10,237,5,Honduras
2020-01-29,31,16,0.0,8.7,7,26,09:35 AM,09:49 PM,06:17 AM,05:47 PM,15,24,24,23,7,24,67,0.3,1013,31,10,189,5,Honduras
2020-01-30,28,17,0.0,5.7,5,33,10:11 AM,10:34 PM,06:17 AM,05:48 PM,15,22,22,22,6,45,66,0.3,1013,28,10,182,4,Honduras
2020-01-31,31,16,0.0,8.7,6,37,10:47 AM,11:20 PM,06:17 AM,05:48 PM,13,24,24,23,6,12,64,0.0,1014,31,7,137,4,Honduras
2020-02-01,28,17,0.0,8.7,6,49,11:24 AM,No moonset,06:16 AM,05:49 PM,14,23,23,22,13,19,65,0.1,1015,28,10,59,9,Honduras
2020-02-02,23,16,0.0,8.7,4,57,12:03 PM,12:08 AM,06:16 AM,05:49 PM,15,19,19,19,22,63,83,0.1,1017,23,9,16,19,Honduras
2020-02-03,28,15,0.0,8.7,5,64,12:46 PM,12:58 AM,06:16 AM,05:49 PM,14,22,22,21,13,44,74,0.1,1016,28,8,32,10,Honduras
2020-02-04,28,16,0.0,8.7,5,72,01:34 PM,01:51 AM,06:16 AM,05:50 PM,15,23,23,22,11,40,75,0.0,1015,28,7,34,8,Honduras
2020-02-05,30,15,0.0,8.7,7,79,02:26 PM,02:47 AM,06:16 AM,05:50 PM,14,23,23,23,8,8,66,0.0,1013,30,10,87,5,Honduras
2020-02-06,29,16,0.0,8.7,6,87,03:25 PM,03:45 AM,06:15 AM,05:51 PM,14,24,24,23,10,6,67,0.0,1011,29,10,207,7,Honduras
2020-02-07,30,18,0.0,8.7,7,95,04:26 PM,04:44 AM,06:15 AM,05:51 PM,13,24,24,24,10,14,60,0.1,1013,30,10,131,7,Honduras
2020-02-08,28,15,0.0,8.7,5,100,05:29 PM,05:42 AM,06:15 AM,05:51 PM,13,22,22,21,14,29,69,0.0,1015,28,8,32,10,Honduras
2020-02-09,26,14,0.0,8.7,5,100,06:32 PM,06:37 AM,06:14 AM,05:52 PM,13,19,20,19,16,57,74,0.1,1015,26,7,31,12,Honduras
2020-02-10,24,15,0.0,8.7,5,83,07:34 PM,07:29 AM,06:14 AM,05:52 PM,15,19,19,19,14,54,79,0.0,1014,24,7,36,11,Honduras
2020-02-11,28,16,0.0,7.2,5,75,08:33 PM,08:17 AM,06:14 AM,05:52 PM,15,22,22,21,13,51,75,0.0,1013,28,7,41,10,Honduras
2020-02-12,29,14,0.0,8.7,5,68,09:32 PM,09:04 AM,06:13 AM,05:53 PM,13,22,22,21,12,36,70,0.0,1013,29,7,48,8,Honduras
2020-02-13,30,15,0.0,8.7,5,60,10:29 PM,09:49 AM,06:13 AM,05:53 PM,13,22,22,22,12,31,69,0.0,1013,30,7,41,8,Honduras
2020-02-14,27,15,0.0,8.7,5,53,11:27 PM,10:35 AM,06:13 AM,05:53 PM,13,22,22,21,19,30,70,0.0,1015,27,8,30,14,Honduras
2020-02-15,27,16,0.0,5.8,5,45,No moonrise,11:21 AM,06:12 AM,05:54 PM,13,22,22,21,20,57,70,0.7,1015,27,9,34,16,Honduras
2020-02-16,28,14,0.0,8.7,5,38,12:24 AM,12:09 PM,06:12 AM,05:54 PM,11,21,21,21,20,27,66,0.1,1013,28,10,37,14,Honduras
2020-02-17,27,14,0.0,8.7,5,30,01:21 AM,01:00 PM,06:12 AM,05:54 PM,12,21,21,20,20,32,67,0.0,1012,27,8,39,13,Honduras
2020-02-18,28,15,0.0,8.7,5,22,02:17 AM,01:52 PM,06:11 AM,05:55 PM,14,22,22,21,20,33,73,0.0,1012,28,9,41,15,Honduras
2020-02-19,28,17,0.0,8.7,5,15,03:12 AM,02:45 PM,06:11 AM,05:55 PM,15,22,22,22,18,37,73,0.0,1014,28,9,37,14,Honduras
2020-02-20,28,14,0.0,8.7,5,7,04:03 AM,03:39 PM,06:10 AM,05:55 PM,14,22,22,21,19,32,72,0.0,1014,28,7,36,13,Honduras
2020-02-21,27,17,0.0,5.8,5,0,04:52 AM,04:31 PM,06:10 AM,05:55 PM,16,21,21,20,18,74,80,1.7,1016,27,8,15,14,Honduras
2020-02-22,27,14,0.0,8.7,5,0,05:37 AM,05:22 PM,06:09 AM,05:56 PM,14,22,22,21,20,46,74,0.1,1017,27,7,18,16,Honduras
2020-02-23,26,16,0.0,8.7,5,0,06:18 AM,06:10 PM,06:09 AM,05:56 PM,15,21,21,21,16,47,74,0.0,1015,26,9,16,13,Honduras
2020-02-24,29,14,0.0,8.7,5,0,06:57 AM,06:58 PM,06:08 AM,05:56 PM,14,23,23,22,10,25,70,0.0,1013,29,7,199,7,Honduras
2020-02-25,28,16,0.0,7.2,5,8,07:34 AM,07:44 PM,06:08 AM,05:56 PM,15,23,23,22,11,34,73,0.1,1012,28,8,205,8,Honduras
2020-02-26,33,16,0.0,8.7,7,15,08:10 AM,08:29 PM,06:07 AM,05:57 PM,15,23,23,23,6,35,66,0.2,1013,33,9,237,4,Honduras
2020-02-27,28,16,0.0,8.7,5,23,08:45 AM,09:16 PM,06:07 AM,05:57 PM,16,21,21,21,14,56,77,1.7,1015,28,9,15,11,Honduras
2020-02-28,24,15,0.0,8.7,4,30,09:22 AM,10:02 PM,06:06 AM,05:57 PM,15,18,18,18,20,63,82,0.1,1018,24,9,15,17,Honduras
2020-02-29,24,15,0.0,8.7,5,38,10:00 AM,10:50 PM,06:06 AM,05:57 PM,14,18,20,18,27,64,80,0.0,1019,24,10,15,23,Honduras
2020-03-01,29,15,0.0,8.7,5,44,10:40 AM,11:41 PM,06:05 AM,05:57 PM,14,22,22,21,17,51,72,0.0,1017,29,10,27,14,Honduras
2020-03-02,30,14,0.0,8.7,5,51,11:25 AM,No moonset,06:04 AM,05:58 PM,14,23,23,22,12,41,71,0.0,1014,30,7,45,9,Honduras
2020-03-03,30,16,0.0,8.7,6,58,12:14 PM,12:34 AM,06:04 AM,05:58 PM,13,23,23,23,9,33,64,0.0,1013,30,7,63,7,Honduras
2020-03-04,32,15,0.0,8.7,7,65,01:08 PM,01:30 AM,06:03 AM,05:58 PM,11,24,24,23,8,4,54,0.0,1013,32,10,71,6,Honduras
2020-03-05,31,15,0.0,8.7,7,73,02:06 PM,02:27 AM,06:03 AM,05:58 PM,11,24,24,24,13,4,54,0.0,1014,31,10,69,9,Honduras
2020-03-06,30,16,0.0,8.7,5,80,03:07 PM,03:24 AM,06:02 AM,05:58 PM,14,23,23,22,20,49,70,0.1,1016,30,8,16,15,Honduras
2020-03-07,27,16,0.0,8.7,5,87,04:10 PM,04:20 AM,06:01 AM,05:58 PM,15,23,23,22,21,46,75,0.0,1016,27,9,14,18,Honduras
2020-03-08,26,15,0.0,7.2,5,95,05:13 PM,05:13 AM,06:01 AM,05:58 PM,15,22,22,20,18,78,79,1.2,1016,26,9,23,16,Honduras
2020-03-09,27,17,0.0,5.8,5,100,06:14 PM,06:04 AM,06:00 AM,05:59 PM,16,21,21,20,18,79,77,2.6,1016,27,9,31,15,Honduras
2020-03-10,27,16,0.0,7.4,5,100,07:16 PM,06:52 AM,05:59 AM,05:59 PM,15,21,21,21,17,73,73,1.3,1017,27,10,25,15,Honduras
2020-03-11,27,17,0.0,10.2,5,84,08:15 PM,07:40 AM,05:59 AM,05:59 PM,15,22,22,21,17,40,74,0.5,1015,27,9,20,14,Honduras
2020-03-12,31,15,0.0,10.2,5,76,09:15 PM,08:26 AM,05:58 AM,05:59 PM,12,23,23,23,11,43,62,0.0,1013,31,7,26,8,Honduras
2020-03-13,30,16,0.0,10.2,5,69,10:14 PM,09:14 AM,05:57 AM,05:59 PM,14,23,23,22,10,48,67,0.1,1014,30,8,28,8,Honduras
2020-03-14,30,15,0.0,10.2,6,62,11:14 PM,10:04 AM,05:57 AM,05:59 PM,12,23,23,23,13,23,59,0.0,1016,30,9,29,9,Honduras
2020-03-15,30,15,0.0,10.2,6,55,No moonrise,10:55 AM,05:56 AM,05:59 PM,13,24,24,23,15,36,64,0.0,1016,30,8,34,11,Honduras
2020-03-16,30,17,0.0,10.2,6,47,12:12 AM,11:48 AM,05:55 AM,05:59 PM,13,23,23,23,14,36,65,0.0,1015,30,8,33,11,Honduras
2020-03-17,30,17,0.0,10.5,5,40,01:08 AM,12:41 PM,05:55 AM,06:00 PM,13,23,23,23,12,48,65,0.8,1015,30,9,35,9,Honduras
2020-03-18,30,16,0.0,12.5,5,33,02:01 AM,01:35 PM,05:54 AM,06:00 PM,14,23,23,23,13,40,68,0.0,1015,30,7,41,10,Honduras
2020-03-19,30,16,0.0,12.5,5,25,02:50 AM,02:27 PM,05:53 AM,06:00 PM,14,23,23,23,12,39,67,0.1,1016,30,7,41,9,Honduras
2020-03-20,30,15,0.0,12.5,6,18,03:36 AM,03:19 PM,05:53 AM,06:00 PM,12,23,23,23,13,22,62,0.0,1017,30,8,42,9,Honduras
2020-03-21,29,15,0.0,12.5,5,11,04:18 AM,04:07 PM,05:52 AM,06:00 PM,14,23,23,22,14,44,66,0.0,1016,29,9,36,11,Honduras
2020-03-22,29,16,0.0,12.5,5,4,04:57 AM,04:55 PM,05:51 AM,06:00 PM,14,23,23,22,15,51,68,0.1,1016,29,7,35,12,Honduras
2020-03-23,29,15,0.0,12.5,5,0,05:35 AM,05:42 PM,05:51 AM,06:00 PM,12,23,23,23,15,34,61,0.3,1016,29,8,40,12,Honduras
2020-03-24,30,15,0.0,12.5,5,0,06:10 AM,06:27 PM,05:50 AM,06:00 PM,14,23,23,22,12,44,67,0.0,1015,30,8,49,9,Honduras
2020-03-25,31,15,0.0,12.5,6,3,06:46 AM,07:13 PM,05:49 AM,06:00 PM,12,24,24,24,11,17,59,0.0,1013,31,8,76,8,Honduras
2020-03-26,32,17,0.0,12.5,6,11,07:22 AM,07:59 PM,05:49 AM,06:00 PM,13,25,25,24,12,26,60,0.0,1012,32,8,46,9,Honduras
2020-03-27,31,15,0.0,12.5,6,18,07:59 AM,08:47 PM,05:48 AM,06:01 PM,13,25,25,24,12,25,60,0.0,1012,31,9,51,8,Honduras
2020-03-28,33,16,0.0,12.5,6,25,08:39 AM,09:37 PM,05:47 AM,06:01 PM,11,26,26,25,9,14,55,0.0,1012,33,9,62,6,Honduras
2020-03-29,31,15,0.0,12.5,7,32,09:22 AM,10:28 PM,05:47 AM,06:01 PM,11,24,24,24,12,13,54,0.0,1012,31,10,45,9,Honduras
2020-03-30,30,15,0.0,12.6,6,40,10:08 AM,11:22 PM,05:46 AM,06:01 PM,13,24,24,23,12,26,65,0.0,1013,30,8,49,9,Honduras
2020-03-31,33,16,0.0,12.6,6,44,10:58 AM,No moonset,05:45 AM,06:01 PM,12,26,26,25,8,19,57,0.0,1011,33,8,100,6,Honduras
2020-04-01,30,17,0.0,12.6,6,56,11:53 AM,12:16 AM,05:45 AM,06:01 PM,15,24,24,23,4,38,63,0.1,1011,30,10,197,3,Honduras
2020-04-02,35,17,0.0,11.8,6,64,12:51 PM,01:12 AM,05:44 AM,06:01 PM,16,24,24,24,6,51,67,1.9,1012,35,9,90,4,Honduras
2020-04-03,30,19,0.0,9.2,6,71,01:52 PM,02:06 AM,05:43 AM,06:01 PM,17,25,25,24,5,68,66,5.0,1012,30,9,204,3,Honduras
2020-04-04,31,18,0.0,10.5,6,79,02:53 PM,02:59 AM,05:43 AM,06:01 PM,17,26,26,25,6,70,68,2.5,1010,31,9,198,4,Honduras
2020-04-05,33,19,0.0,12.6,7,87,03:54 PM,03:50 AM,05:42 AM,06:01 PM,14,27,27,26,6,16,55,1.4,1011,33,10,140,5,Honduras
2020-04-06,33,19,0.0,12.6,7,94,04:54 PM,04:38 AM,05:41 AM,06:01 PM,10,25,25,25,11,6,43,0.0,1013,33,10,84,9,Honduras
2020-04-07,32,17,0.0,12.6,7,100,05:55 PM,05:26 AM,05:41 AM,06:02 PM,9,24,24,25,12,0,43,0.0,1014,32,10,42,10,Honduras
2020-04-08,32,18,0.0,12.6,6,100,06:56 PM,06:13 AM,05:40 AM,06:02 PM,12,24,24,25,12,15,51,0.0,1013,32,9,86,10,Honduras
2020-04-09,33,20,0.0,12.6,7,83,07:57 PM,07:01 AM,05:39 AM,06:02 PM,11,26,26,26,10,4,46,0.0,1011,33,10,56,8,Honduras
2020-04-10,35,21,0.0,12.6,8,76,08:59 PM,07:52 AM,05:39 AM,06:02 PM,11,29,29,28,7,2,42,0.0,1011,35,10,127,5,Honduras
2020-04-11,34,20,0.0,12.6,7,68,10:00 PM,08:44 AM,05:38 AM,06:02 PM,13,28,28,27,7,6,52,0.0,1012,34,10,142,6,Honduras
2020-04-12,33,19,0.0,12.7,7,61,10:59 PM,09:38 AM,05:37 AM,06:02 PM,12,27,27,27,9,8,52,0.0,1013,33,10,154,7,Honduras
2020-04-13,34,19,0.0,12.7,7,53,11:55 PM,10:33 AM,05:37 AM,06:02 PM,12,27,27,27,7,11,48,0.0,1014,34,10,162,6,Honduras
2020-04-14,33,19,0.0,12.7,7,46,No moonrise,11:29 AM,05:36 AM,06:02 PM,11,27,27,27,8,20,51,0.1,1013,33,10,100,7,Honduras
2020-04-15,34,19,0.0,12.7,7,38,12:47 AM,12:22 PM,05:35 AM,06:03 PM,14,27,27,27,7,28,57,0.7,1012,34,10,148,6,Honduras
2020-04-16,33,20,0.0,12.7,7,30,01:35 AM,01:15 PM,05:35 AM,06:03 PM,10,25,25,25,8,3,46,0.0,1013,33,10,146,7,Honduras
2020-04-17,31,18,0.0,12.7,7,23,02:17 AM,02:04 PM,05:34 AM,06:03 PM,10,24,24,24,12,5,44,0.0,1014,31,10,54,9,Honduras
2020-04-18,32,18,0.0,12.7,7,15,02:58 AM,02:52 PM,05:34 AM,06:03 PM,10,25,25,25,10,6,48,0.0,1014,32,10,76,8,Honduras
2020-04-19,33,18,0.0,12.7,7,8,03:36 AM,03:39 PM,05:33 AM,06:03 PM,12,26,26,25,8,17,56,0.0,1013,33,10,121,6,Honduras
2020-04-20,31,18,0.0,12.7,7,0,04:11 AM,04:24 PM,05:32 AM,06:03 PM,15,24,24,24,11,18,64,0.0,1012,31,10,213,9,Honduras
2020-04-21,33,18,0.0,12.7,7,0,04:47 AM,05:10 PM,05:32 AM,06:03 PM,15,25,25,25,9,15,58,0.0,1012,33,10,212,7,Honduras
2020-04-22,33,19,0.0,12.7,7,0,05:23 AM,05:57 PM,05:31 AM,06:04 PM,15,26,26,25,7,25,59,0.0,1012,33,10,166,6,Honduras
2020-04-23,30,19,0.0,12.7,6,0,05:59 AM,06:44 PM,05:31 AM,06:04 PM,17,24,24,24,8,45,70,0.4,1012,30,10,151,6,Honduras
