date_time,Benin_maxtempC,Benin_mintempC,Benin_totalSnow_cm,Benin_sunHour,Benin_uvIndex,Benin_moon_illumination,Benin_moonrise,Benin_moonset,Benin_sunrise,Benin_sunset,Benin_DewPointC,Benin_FeelsLikeC,Benin_HeatIndexC,Benin_WindChillC,Benin_WindGustKmph,Benin_cloudcover,Benin_humidity,Benin_precipMM,Benin_pressure,Benin_tempC,Benin_visibility,Benin_winddirDegree,Benin_windspeedKmph,Benin_location
2020-08-15,28,21,0.0,6.3,6,16,03:09 AM,03:59 PM,06:44 AM,07:04 PM,21,27,27,25,25,88,79,1.7,1012,28,8,233,18,Benin
2020-08-16,28,23,0.0,8.9,6,8,04:04 AM,04:56 PM,06:44 AM,07:03 PM,21,27,27,25,18,50,77,0.5,1012,28,10,224,13,Benin
2020-08-17,27,23,0.0,6.3,6,1,05:02 AM,05:52 PM,06:44 AM,07:03 PM,21,27,27,25,20,64,79,0.0,1011,27,10,228,15,Benin
2020-08-18,26,24,0.0,6.3,6,0,06:01 AM,06:47 PM,06:44 AM,07:03 PM,21,27,27,25,22,84,80,0.7,1011,26,9,228,16,Benin
2020-08-19,28,24,0.0,8.9,6,0,07:00 AM,07:41 PM,06:44 AM,07:02 PM,21,28,28,25,23,59,77,1.0,1011,28,10,230,17,Benin
2020-08-20,28,23,0.0,7.6,6,6,07:57 AM,08:31 PM,06:44 AM,07:02 PM,21,28,28,25,22,62,77,0.2,1010,28,10,233,17,Benin
2020-08-21,25,23,0.0,6.3,5,13,08:52 AM,09:20 PM,06:44 AM,07:01 PM,21,26,26,24,19,88,86,7.2,1011,25,10,232,14,Benin
2020-08-22,28,22,0.0,6.3,6,20,09:47 AM,10:09 PM,06:43 AM,07:01 PM,22,27,27,25,20,78,83,6.8,1012,28,10,225,15,Benin
2020-08-23,27,23,0.0,6.3,6,28,10:41 AM,10:58 PM,06:43 AM,07:01 PM,21,27,27,25,20,61,81,0.9,1013,27,10,225,14,Benin
2020-08-24,27,23,0.0,6.3,6,35,11:36 AM,11:48 PM,06:43 AM,07:00 PM,20,27,27,25,21,52,77,0.0,1012,27,10,235,15,Benin
2020-08-25,27,23,0.0,7.6,5,42,12:32 PM,No moonset,06:43 AM,07:00 PM,21,27,27,25,19,60,79,0.6,1012,27,9,230,14,Benin
2020-08-26,28,22,0.0,11.6,7,50,01:29 PM,12:40 AM,06:43 AM,06:59 PM,21,27,27,25,14,29,78,0.0,1013,28,10,224,11,Benin
2020-08-27,28,23,0.0,7.5,6,57,02:26 PM,01:34 AM,06:43 AM,06:59 PM,21,27,27,25,18,49,79,0.0,1013,28,10,219,14,Benin
2020-08-28,28,23,0.0,8.8,6,64,03:23 PM,02:29 AM,06:43 AM,06:58 PM,20,27,27,25,21,51,74,0.0,1013,28,10,222,15,Benin
2020-08-29,28,24,0.0,8.8,6,71,04:18 PM,03:26 AM,06:43 AM,06:58 PM,21,27,27,25,19,61,76,0.2,1012,28,10,228,14,Benin
2020-08-30,28,24,0.0,7.5,6,79,05:10 PM,04:20 AM,06:43 AM,06:57 PM,21,27,27,25,19,50,76,0.1,1012,28,10,231,14,Benin
2020-08-31,28,24,0.0,7.5,6,82,05:58 PM,05:13 AM,06:42 AM,06:57 PM,21,28,28,26,21,58,74,0.0,1013,28,10,231,16,Benin
2020-09-01,29,24,0.0,10.2,6,97,06:42 PM,06:04 AM,06:42 AM,06:56 PM,21,28,28,26,21,58,75,0.4,1013,29,10,233,16,Benin
2020-09-02,27,24,0.0,6.1,6,100,07:25 PM,06:51 AM,06:42 AM,06:56 PM,21,27,27,25,20,85,79,0.3,1012,27,10,230,15,Benin
2020-09-03,29,24,0.0,6.1,6,88,08:04 PM,07:37 AM,06:42 AM,06:55 PM,22,28,28,26,23,81,79,1.6,1012,29,10,223,17,Benin
2020-09-04,28,24,0.0,6.1,6,81,08:43 PM,08:20 AM,06:42 AM,06:55 PM,22,28,28,26,22,70,80,1.9,1014,28,10,226,16,Benin
2020-09-05,27,22,0.0,7.4,6,73,09:21 PM,09:03 AM,06:42 AM,06:54 PM,21,27,27,25,23,67,79,2.0,1014,27,10,223,16,Benin
2020-09-06,28,24,0.0,6.1,6,66,10:00 PM,09:47 AM,06:41 AM,06:54 PM,21,28,28,26,20,66,75,1.8,1011,28,10,235,15,Benin
2020-09-07,27,24,0.0,7.4,6,58,10:40 PM,10:30 AM,06:41 AM,06:53 PM,21,28,28,25,18,75,78,0.2,1010,27,10,227,14,Benin
2020-09-08,28,24,0.0,7.4,6,50,11:23 PM,11:16 AM,06:41 AM,06:53 PM,21,28,28,26,21,67,77,0.7,1011,28,10,230,16,Benin
2020-09-09,25,24,0.0,6.1,5,43,No moonrise,12:04 PM,06:41 AM,06:52 PM,21,27,27,25,17,97,81,5.6,1013,25,10,247,12,Benin
2020-09-10,27,22,0.0,6.1,6,35,12:08 AM,12:54 PM,06:41 AM,06:52 PM,22,27,27,25,14,81,83,1.3,1013,27,10,230,10,Benin
2020-09-11,27,24,0.0,6.1,6,28,12:58 AM,01:47 PM,06:41 AM,06:51 PM,22,27,27,25,16,67,83,6.4,1011,27,10,243,11,Benin
2020-09-12,27,24,0.0,6.1,6,20,01:51 AM,02:41 PM,06:40 AM,06:51 PM,22,28,28,25,19,81,84,12.5,1012,27,9,242,12,Benin
2020-09-13,26,21,0.0,6.1,5,13,02:46 AM,03:37 PM,06:40 AM,06:50 PM,22,27,27,24,23,94,87,20.8,1013,26,8,241,15,Benin
2020-09-14,27,23,0.0,6.0,6,5,03:44 AM,04:32 PM,06:40 AM,06:49 PM,23,28,28,25,21,85,86,36.4,1013,27,7,226,12,Benin
2020-09-15,28,24,0.0,7.4,6,0,04:42 AM,05:26 PM,06:40 AM,06:49 PM,22,28,28,26,19,69,78,0.2,1012,28,10,236,14,Benin
2020-09-16,27,24,0.0,6.0,6,0,05:40 AM,06:18 PM,06:40 AM,06:48 PM,21,27,27,25,27,95,79,2.3,1011,27,9,231,19,Benin
2020-09-17,28,24,0.0,6.0,6,0,06:37 AM,07:09 PM,06:39 AM,06:48 PM,22,28,28,26,23,82,80,5.7,1012,28,10,218,16,Benin
2020-09-18,27,24,0.0,7.4,6,2,07:33 AM,07:59 PM,06:39 AM,06:47 PM,22,28,28,25,15,78,80,0.7,1013,27,10,233,11,Benin
2020-09-19,27,24,0.0,6.0,6,10,08:29 AM,08:49 PM,06:39 AM,06:47 PM,23,28,28,25,19,80,86,40.2,1013,27,7,240,13,Benin
2020-09-20,26,22,0.0,6.0,6,17,09:26 AM,09:40 PM,06:39 AM,06:46 PM,22,27,27,25,22,80,86,1.2,1013,26,10,236,15,Benin
2020-09-21,29,23,0.0,8.8,6,25,10:23 AM,10:33 PM,06:39 AM,06:46 PM,22,28,28,26,20,64,82,2.8,1013,29,10,235,15,Benin
2020-09-22,29,25,0.0,6.0,6,32,11:22 AM,11:29 PM,06:39 AM,06:45 PM,22,29,29,26,22,85,78,5.0,1013,29,10,239,16,Benin
2020-09-23,28,25,0.0,6.0,6,40,12:21 PM,No moonset,06:38 AM,06:45 PM,22,29,29,26,20,89,80,1.8,1013,28,10,233,15,Benin
2020-09-24,30,25,0.0,10.2,6,47,01:19 PM,12:25 AM,06:38 AM,06:44 PM,22,29,29,27,18,52,78,0.5,1013,30,10,236,13,Benin
2020-09-25,29,24,0.0,6.0,6,55,02:14 PM,01:22 AM,06:38 AM,06:44 PM,23,29,29,26,17,66,81,4.1,1013,29,10,222,12,Benin
2020-09-26,29,24,0.0,6.0,6,62,03:07 PM,02:17 AM,06:38 AM,06:43 PM,22,29,29,26,20,71,80,2.3,1012,29,10,239,14,Benin
2020-09-27,27,21,0.0,6.0,6,70,03:56 PM,03:10 AM,06:38 AM,06:43 PM,22,27,27,25,21,86,83,14.5,1011,27,9,241,13,Benin
2020-09-28,28,22,0.0,6.0,6,78,04:41 PM,04:01 AM,06:38 AM,06:42 PM,23,28,28,25,18,82,84,5.8,1011,28,10,227,12,Benin
2020-09-29,28,25,0.0,8.8,6,85,05:24 PM,04:48 AM,06:37 AM,06:42 PM,23,29,29,26,17,76,81,0.4,1012,28,10,222,12,Benin
2020-09-30,24,17,0.0,6.0,5,93,06:03 PM,05:34 AM,06:37 AM,06:41 PM,23,26,26,23,19,81,90,32.2,1012,24,8,242,12,Benin
2020-10-01,28,24,0.0,10.2,6,97,06:42 PM,06:18 AM,06:37 AM,06:41 PM,22,28,28,26,16,60,82,2.3,1011,28,10,230,12,Benin
2020-10-02,29,24,0.0,7.4,6,100,07:20 PM,07:01 AM,06:37 AM,06:40 PM,22,29,29,26,17,57,80,0.2,1011,29,10,226,13,Benin
2020-10-03,28,25,0.0,6.0,6,89,07:59 PM,07:44 AM,06:37 AM,06:40 PM,23,29,29,26,17,67,82,6.0,1011,28,10,216,12,Benin
2020-10-04,29,25,0.0,6.0,6,82,08:38 PM,08:27 AM,06:37 AM,06:39 PM,23,29,29,26,18,79,81,10.5,1012,29,9,215,12,Benin
2020-10-05,28,25,0.0,6.0,6,74,09:20 PM,09:12 AM,06:37 AM,06:39 PM,23,29,29,26,15,73,81,2.1,1012,28,10,241,12,Benin
2020-10-06,29,25,0.0,7.4,6,67,10:04 PM,09:59 AM,06:36 AM,06:38 PM,23,30,30,26,17,62,83,21.0,1012,29,9,236,11,Benin
2020-10-07,29,25,0.0,7.4,6,60,10:51 PM,10:48 AM,06:36 AM,06:38 PM,23,30,30,27,20,65,82,7.6,1012,29,10,238,14,Benin
2020-10-08,30,24,0.0,10.2,6,53,11:42 PM,11:39 AM,06:36 AM,06:37 PM,23,29,29,26,14,54,80,8.7,1012,30,9,264,10,Benin
2020-10-09,28,25,0.0,8.8,6,45,No moonrise,12:31 PM,06:36 AM,06:37 PM,23,29,29,26,22,65,80,26.3,1012,28,8,223,13,Benin
2020-10-10,29,25,0.0,6.0,6,38,12:35 AM,01:26 PM,06:36 AM,06:36 PM,23,30,30,27,17,66,80,8.9,1012,29,10,226,11,Benin
2020-10-11,29,25,0.0,7.4,6,31,01:31 AM,02:19 PM,06:36 AM,06:36 PM,23,30,30,27,14,62,80,0.7,1012,29,10,235,11,Benin
2020-10-12,30,24,0.0,11.6,6,23,02:27 AM,03:12 PM,06:36 AM,06:35 PM,23,30,30,27,14,36,80,0.0,1011,30,10,232,11,Benin
2020-10-13,28,26,0.0,7.4,6,16,03:24 AM,04:04 PM,06:36 AM,06:35 PM,23,29,29,26,21,72,80,0.4,1011,28,10,226,15,Benin
2020-10-14,29,25,0.0,7.4,6,9,04:19 AM,04:54 PM,06:36 AM,06:35 PM,23,30,30,27,19,71,79,0.3,1012,29,10,223,14,Benin
2020-10-15,30,25,0.0,8.8,6,2,05:16 AM,05:44 PM,06:36 AM,06:34 PM,23,30,30,27,21,59,79,13.7,1012,30,9,238,14,Benin
2020-10-16,30,26,0.0,10.2,6,0,06:11 AM,06:34 PM,06:36 AM,06:34 PM,23,30,30,27,16,62,78,0.3,1012,30,10,233,12,Benin
2020-10-17,30,26,0.0,8.8,6,0,07:08 AM,07:26 PM,06:36 AM,06:34 PM,23,30,30,27,14,71,79,0.0,1011,30,10,218,10,Benin
2020-10-18,30,25,0.0,10.2,6,5,08:07 AM,08:19 PM,06:36 AM,06:33 PM,23,31,31,27,13,46,80,0.2,1010,30,10,222,10,Benin
2020-10-19,29,25,0.0,7.4,6,13,09:07 AM,09:16 PM,06:36 AM,06:33 PM,23,30,30,27,17,53,82,0.1,1011,29,10,229,13,Benin
2020-10-20,30,25,0.0,8.8,6,20,10:08 AM,10:14 PM,06:36 AM,06:32 PM,23,31,31,27,20,59,80,0.0,1011,30,10,231,15,Benin
2020-10-21,30,25,0.0,11.6,6,27,11:10 AM,11:13 PM,06:36 AM,06:32 PM,23,31,31,27,15,42,79,0.0,1011,30,10,220,11,Benin
2020-10-22,30,25,0.0,8.8,6,35,12:08 PM,No moonset,06:36 AM,06:32 PM,23,31,31,27,15,42,80,0.1,1011,30,10,219,11,Benin
2020-10-23,31,26,0.0,11.6,7,42,01:03 PM,12:11 AM,06:36 AM,06:32 PM,24,31,31,28,16,24,79,0.0,1011,31,10,224,12,Benin
2020-10-24,30,25,0.0,7.4,6,49,01:54 PM,01:06 AM,06:36 AM,06:31 PM,23,31,31,27,16,50,79,0.2,1012,30,10,230,12,Benin
2020-10-25,30,26,0.0,7.4,6,56,02:40 PM,01:58 AM,06:36 AM,06:31 PM,23,31,31,27,16,53,79,0.3,1010,30,10,224,12,Benin
2020-10-26,30,25,0.0,11.6,6,64,03:24 PM,02:46 AM,06:36 AM,06:31 PM,24,31,31,27,14,44,81,0.6,1010,30,10,228,10,Benin
2020-10-27,31,26,0.0,11.6,6,71,04:04 PM,03:33 AM,06:36 AM,06:30 PM,23,32,32,28,14,45,77,0.7,1009,31,10,215,11,Benin
2020-10-28,30,26,0.0,10.2,6,78,04:42 PM,04:16 AM,06:36 AM,06:30 PM,23,31,31,28,16,51,78,0.8,1010,30,10,230,12,Benin
2020-10-29,30,25,0.0,8.8,6,85,05:21 PM,05:00 AM,06:36 AM,06:30 PM,24,31,31,27,17,54,80,1.4,1010,30,10,225,13,Benin
2020-10-30,30,26,0.0,11.6,6,93,05:58 PM,05:43 AM,06:36 AM,06:30 PM,24,32,32,28,14,45,79,1.6,1010,30,10,218,11,Benin
2020-10-31,30,26,0.0,7.4,6,97,06:37 PM,06:25 AM,06:36 AM,06:30 PM,24,31,31,27,15,41,80,0.1,1010,30,10,216,11,Benin
2020-11-01,31,25,0.0,8.8,6,89,07:19 PM,07:10 AM,06:36 AM,06:29 PM,24,31,31,27,15,45,81,0.0,1009,31,10,221,11,Benin
2020-11-02,31,26,0.0,8.8,6,81,08:02 PM,07:56 AM,06:36 AM,06:29 PM,24,32,32,28,14,47,78,0.7,1010,31,10,212,10,Benin
2020-11-03,32,26,0.0,8.8,6,74,08:48 PM,08:44 AM,06:37 AM,06:29 PM,24,32,32,28,13,50,78,5.9,1010,32,10,226,9,Benin
2020-11-04,31,26,0.0,8.8,6,66,09:38 PM,09:35 AM,06:37 AM,06:29 PM,24,31,31,28,18,58,80,13.0,1010,31,9,214,12,Benin
2020-11-05,31,26,0.0,8.8,6,58,10:29 PM,10:27 AM,06:37 AM,06:29 PM,24,32,32,28,15,52,79,9.1,1010,31,9,215,10,Benin
2020-11-06,30,26,0.0,8.8,6,51,11:23 PM,11:20 AM,06:37 AM,06:29 PM,24,32,32,28,15,46,80,1.3,1011,30,10,222,11,Benin
2020-11-07,31,26,0.0,8.8,6,43,No moonrise,12:12 PM,06:37 AM,06:29 PM,24,32,32,28,19,59,80,2.6,1012,31,10,222,13,Benin
2020-11-08,30,26,0.0,10.2,6,36,12:18 AM,01:04 PM,06:37 AM,06:29 PM,24,31,31,28,17,42,80,4.3,1012,30,10,219,12,Benin
2020-11-09,31,25,0.0,11.6,6,28,01:12 AM,01:54 PM,06:38 AM,06:29 PM,22,31,31,28,12,37,71,0.1,1012,31,10,231,9,Benin
2020-11-10,30,26,0.0,7.4,6,21,02:06 AM,02:43 PM,06:38 AM,06:29 PM,23,31,31,27,14,55,79,0.3,1011,30,10,218,11,Benin
2020-11-11,30,26,0.0,7.4,6,13,03:00 AM,03:31 PM,06:38 AM,06:29 PM,23,31,31,28,15,50,77,3.9,1011,30,10,212,11,Benin
2020-11-12,33,25,0.0,8.8,6,6,03:55 AM,04:19 PM,06:38 AM,06:29 PM,24,32,32,28,14,45,78,4.3,1010,33,10,217,9,Benin
2020-11-13,34,26,0.0,10.2,7,0,04:49 AM,05:09 PM,06:39 AM,06:29 PM,24,33,33,29,12,23,75,0.3,1010,34,10,243,9,Benin
2020-11-14,32,26,0.0,10.2,6,0,05:47 AM,06:02 PM,06:39 AM,06:29 PM,24,32,32,28,17,50,78,1.4,1011,32,10,225,12,Benin
2020-11-15,31,26,0.0,8.8,6,0,06:46 AM,06:57 PM,06:39 AM,06:29 PM,24,32,32,28,17,48,78,1.6,1010,31,10,215,12,Benin
2020-11-16,31,26,0.0,7.4,6,2,07:48 AM,07:56 PM,06:40 AM,06:29 PM,24,32,32,28,17,54,78,2.6,1010,31,10,222,12,Benin
2020-11-17,31,26,0.0,5.9,6,9,08:51 AM,08:56 PM,06:40 AM,06:29 PM,24,32,32,28,14,63,80,5.2,1010,31,9,225,9,Benin
2020-11-18,30,26,0.0,7.4,6,17,09:53 AM,09:57 PM,06:40 AM,06:29 PM,24,31,31,28,15,69,80,3.8,1010,30,10,228,10,Benin
2020-11-19,32,26,0.0,8.8,6,24,10:52 AM,10:56 PM,06:40 AM,06:29 PM,23,32,32,28,17,49,76,2.8,1009,32,10,227,11,Benin
2020-11-20,30,26,0.0,8.8,6,32,11:47 AM,11:51 PM,06:41 AM,06:29 PM,23,31,31,28,15,39,77,2.4,1009,30,10,220,10,Benin
2020-11-21,32,26,0.0,8.8,6,39,12:36 PM,No moonset,06:41 AM,06:29 PM,23,32,32,28,14,55,72,1.5,1009,32,10,232,10,Benin
2020-11-22,30,26,0.0,7.4,6,47,01:22 PM,12:42 AM,06:42 AM,06:30 PM,24,32,32,28,17,53,78,9.2,1010,30,9,224,11,Benin
2020-11-23,30,26,0.0,10.2,6,54,02:03 PM,01:30 AM,06:42 AM,06:30 PM,24,32,32,28,18,51,79,2.3,1011,30,10,220,13,Benin
2020-11-24,31,24,0.0,7.4,6,62,02:42 PM,02:14 AM,06:42 AM,06:30 PM,24,31,31,28,17,59,79,4.6,1011,31,9,219,12,Benin
2020-11-25,30,26,0.0,7.4,6,70,03:20 PM,02:58 AM,06:43 AM,06:30 PM,24,32,32,28,18,47,79,0.7,1010,30,10,221,13,Benin
2020-11-26,30,26,0.0,10.2,6,77,03:58 PM,03:41 AM,06:43 AM,06:30 PM,24,32,32,28,19,53,78,1.2,1009,30,10,227,14,Benin
2020-11-27,30,26,0.0,10.2,6,85,04:36 PM,04:23 AM,06:44 AM,06:31 PM,24,32,32,28,20,51,78,0.2,1010,30,10,220,15,Benin
2020-11-28,30,26,0.0,7.4,6,92,05:17 PM,05:07 AM,06:44 AM,06:31 PM,24,32,32,28,15,54,78,0.6,1011,30,10,221,11,Benin
2020-11-29,30,26,0.0,7.4,6,100,06:00 PM,05:53 AM,06:44 AM,06:31 PM,24,31,31,28,17,53,80,1.5,1010,30,10,217,12,Benin
2020-11-30,31,26,0.0,10.2,6,100,06:45 PM,06:41 AM,06:45 AM,06:31 PM,24,32,32,28,15,49,78,0.6,1011,31,10,217,10,Benin
2020-12-01,31,26,0.0,7.4,6,89,07:34 PM,07:31 AM,06:45 AM,06:32 PM,24,32,32,28,14,55,78,0.6,1011,31,10,218,10,Benin
2020-12-02,31,26,0.0,7.3,6,82,08:26 PM,08:23 AM,06:46 AM,06:32 PM,24,32,32,28,16,42,77,0.8,1010,31,10,229,12,Benin
2020-12-03,31,26,0.0,10.2,6,75,09:20 PM,09:16 AM,06:46 AM,06:32 PM,23,32,32,28,18,42,76,0.7,1011,31,10,233,13,Benin
2020-12-04,31,26,0.0,7.3,6,67,10:13 PM,10:09 AM,06:47 AM,06:33 PM,23,32,32,28,17,52,76,0.4,1011,31,10,225,12,Benin
2020-12-05,30,23,0.0,8.8,6,60,11:08 PM,11:01 AM,06:47 AM,06:33 PM,23,31,31,27,16,40,76,0.1,1011,30,10,219,12,Benin
2020-12-06,31,26,0.0,8.8,6,53,No moonrise,11:51 AM,06:48 AM,06:33 PM,23,32,32,28,16,36,76,0.4,1011,31,10,215,12,Benin
2020-12-07,30,26,0.0,7.3,6,46,12:01 AM,12:38 PM,06:48 AM,06:34 PM,23,32,32,28,17,56,77,0.2,1012,30,10,219,12,Benin
2020-12-08,31,26,0.0,7.3,6,38,12:53 AM,01:25 PM,06:49 AM,06:34 PM,24,32,32,28,17,55,77,1.2,1012,31,10,222,13,Benin
2020-12-09,30,26,0.0,7.3,6,31,01:45 AM,02:11 PM,06:49 AM,06:35 PM,24,32,32,28,17,52,79,0.3,1011,30,10,218,13,Benin
2020-12-10,30,26,0.0,10.2,6,24,02:37 AM,02:58 PM,06:50 AM,06:35 PM,23,32,32,28,18,41,78,0.2,1011,30,10,220,13,Benin
2020-12-11,31,26,0.0,10.2,6,17,03:31 AM,03:48 PM,06:50 AM,06:35 PM,23,32,32,28,19,48,77,0.2,1011,31,10,229,14,Benin
2020-12-12,31,26,0.0,10.2,6,9,04:27 AM,04:40 PM,06:51 AM,06:36 PM,23,32,32,28,17,33,76,0.2,1010,31,10,225,13,Benin
2020-12-13,31,26,0.0,8.8,6,2,05:27 AM,05:36 PM,06:51 AM,06:36 PM,24,32,32,28,17,44,77,0.1,1010,31,10,221,12,Benin
2020-12-14,31,26,0.0,7.3,6,0,06:29 AM,06:35 PM,06:52 AM,06:37 PM,24,32,32,28,17,42,77,0.3,1009,31,10,222,13,Benin
2020-12-15,30,26,0.0,8.8,6,0,07:33 AM,07:37 PM,06:52 AM,06:37 PM,23,31,31,28,16,58,78,0.3,1009,30,10,221,11,Benin
2020-12-16,30,26,0.0,7.3,6,5,08:34 AM,08:38 PM,06:53 AM,06:38 PM,24,32,32,28,17,46,78,0.7,1010,30,10,231,12,Benin
2020-12-17,30,26,0.0,7.3,6,12,09:33 AM,09:37 PM,06:53 AM,06:38 PM,24,32,32,28,18,42,78,1.4,1010,30,10,226,13,Benin
2020-12-18,30,26,0.0,7.3,6,20,10:26 AM,10:31 PM,06:54 AM,06:39 PM,23,31,31,28,17,47,78,0.4,1010,30,10,223,12,Benin
2020-12-19,30,25,0.0,7.3,6,27,11:15 AM,11:22 PM,06:54 AM,06:39 PM,23,31,31,28,16,44,77,0.2,1010,30,10,219,12,Benin
2020-12-20,31,26,0.0,7.3,6,34,11:59 AM,No moonset,06:55 AM,06:40 PM,23,32,32,28,15,40,76,0.1,1010,31,10,217,11,Benin
2020-12-21,31,26,0.0,10.2,6,41,12:39 PM,12:09 AM,06:55 AM,06:40 PM,23,32,32,28,16,38,76,1.9,1010,31,10,223,12,Benin
2020-12-22,30,26,0.0,7.3,6,49,01:18 PM,12:54 AM,06:56 AM,06:41 PM,23,31,31,28,16,49,78,0.8,1010,30,10,223,12,Benin
2020-12-23,30,26,0.0,8.8,6,56,01:56 PM,01:37 AM,06:56 AM,06:41 PM,23,31,31,28,15,43,78,0.9,1010,30,10,221,11,Benin
2020-12-24,30,26,0.0,8.8,6,63,02:34 PM,02:19 AM,06:57 AM,06:42 PM,23,31,31,28,15,39,77,0.2,1010,30,10,219,11,Benin
2020-12-25,32,25,0.0,10.2,6,70,03:14 PM,03:03 AM,06:57 AM,06:42 PM,23,32,32,28,14,34,76,0.0,1008,32,10,232,10,Benin
2020-12-26,32,25,0.0,11.6,7,78,03:56 PM,03:48 AM,06:58 AM,06:43 PM,23,32,32,28,15,23,76,0.0,1008,32,10,232,11,Benin
2020-12-27,32,25,0.0,11.6,6,85,04:40 PM,04:34 AM,06:58 AM,06:43 PM,23,32,32,28,14,25,76,0.0,1008,32,10,237,11,Benin
2020-12-28,31,25,0.0,8.8,6,92,05:28 PM,05:24 AM,06:59 AM,06:44 PM,23,32,32,28,16,37,75,0.2,1008,31,10,230,12,Benin
2020-12-29,31,26,0.0,8.8,6,100,06:19 PM,06:16 AM,06:59 AM,06:44 PM,23,32,32,28,18,39,75,0.3,1009,31,10,225,13,Benin
2020-12-30,30,26,0.0,8.7,6,100,07:13 PM,07:10 AM,07:00 AM,06:45 PM,23,32,32,28,16,47,76,0.2,1009,30,10,220,12,Benin
2020-12-31,30,26,0.0,8.7,6,89,08:08 PM,08:04 AM,07:00 AM,06:45 PM,23,31,31,28,18,49,77,0.3,1010,30,10,221,13,Benin
2021-01-01,30,26,0.0,7.2,6,79,09:04 PM,08:57 AM,07:01 AM,06:46 PM,23,32,32,28,19,49,76,0.1,1009,30,10,230,14,Benin
2021-01-02,31,26,0.0,10.1,6,71,09:58 PM,09:48 AM,07:01 AM,06:46 PM,23,32,32,28,18,39,75,0.2,1009,31,10,219,13,Benin
2021-01-03,31,26,0.0,7.2,6,64,10:50 PM,10:37 AM,07:01 AM,06:47 PM,23,32,32,28,18,47,74,0.3,1010,31,10,224,13,Benin
2021-01-04,30,26,0.0,7.2,6,57,11:42 PM,11:24 AM,07:02 AM,06:47 PM,23,32,32,28,18,48,76,0.1,1009,30,10,219,13,Benin
2021-01-05,30,26,0.0,7.2,6,50,No moonrise,12:09 PM,07:02 AM,06:48 PM,24,32,32,28,19,52,77,0.3,1008,30,10,227,14,Benin
2021-01-06,31,27,0.0,7.2,6,42,12:32 AM,12:55 PM,07:03 AM,06:48 PM,23,32,32,29,20,60,75,1.2,1009,31,10,226,14,Benin
2021-01-07,30,27,0.0,7.2,6,35,01:24 AM,01:41 PM,07:03 AM,06:49 PM,23,31,31,28,20,60,76,0.2,1010,30,10,227,14,Benin
2021-01-08,31,26,0.0,7.2,6,28,02:17 AM,02:30 PM,07:03 AM,06:49 PM,23,32,32,28,20,42,75,0.3,1010,31,10,223,15,Benin
2021-01-09,31,26,0.0,8.7,6,20,03:14 AM,03:23 PM,07:04 AM,06:50 PM,23,32,32,28,18,47,75,0.3,1010,31,10,225,13,Benin
2021-01-10,30,26,0.0,8.7,6,13,04:12 AM,04:19 PM,07:04 AM,06:50 PM,23,32,32,28,17,38,76,0.1,1009,30,10,221,13,Benin
2021-01-11,31,26,0.0,8.7,6,6,05:14 AM,05:19 PM,07:04 AM,06:51 PM,23,31,31,28,18,47,75,0.3,1009,31,10,223,13,Benin
2021-01-12,31,26,0.0,8.7,6,0,06:15 AM,06:19 PM,07:05 AM,06:51 PM,23,31,31,28,19,54,75,1.7,1010,31,10,223,14,Benin
2021-01-13,31,26,0.0,10.1,6,0,07:16 AM,07:20 PM,07:05 AM,06:52 PM,23,31,31,28,20,45,74,0.7,1011,31,10,232,14,Benin
2021-01-14,31,26,0.0,10.1,6,1,08:12 AM,08:17 PM,07:05 AM,06:52 PM,23,31,31,28,17,44,73,0.7,1011,31,10,227,12,Benin
2021-01-15,31,26,0.0,8.7,6,8,09:03 AM,09:10 PM,07:05 AM,06:53 PM,23,31,31,28,15,38,75,1.1,1009,31,10,224,11,Benin
2021-01-16,30,26,0.0,11.5,6,16,09:50 AM,10:00 PM,07:06 AM,06:53 PM,22,31,31,28,17,27,73,0.7,1009,30,10,222,12,Benin
2021-01-17,31,26,0.0,10.1,6,23,10:33 AM,10:46 PM,07:06 AM,06:54 PM,23,31,31,28,15,27,73,0.1,1009,31,10,217,11,Benin
2021-01-18,31,26,0.0,8.7,6,30,11:14 AM,11:31 PM,07:06 AM,06:54 PM,23,32,32,28,16,49,75,0.3,1010,31,10,219,12,Benin
2021-01-19,30,26,0.0,10.1,6,38,11:52 AM,No moonset,07:06 AM,06:54 PM,23,31,31,28,17,43,74,0.7,1010,30,10,222,13,Benin
2021-01-20,30,25,0.0,7.2,6,45,12:30 PM,12:14 AM,07:07 AM,06:55 PM,23,31,31,28,16,50,75,0.4,1010,30,10,228,11,Benin
2021-01-21,33,23,0.0,11.5,7,52,01:10 PM,12:57 AM,07:07 AM,06:55 PM,23,31,31,28,13,13,73,0.0,1010,33,10,232,10,Benin
2021-01-22,30,25,0.0,10.1,6,59,01:50 PM,01:41 AM,07:07 AM,06:56 PM,22,31,31,28,14,21,74,0.1,1010,30,10,222,11,Benin
2021-01-23,31,25,0.0,10.1,6,67,02:33 PM,02:27 AM,07:07 AM,06:56 PM,23,31,31,28,16,28,75,0.1,1010,31,10,228,12,Benin
2021-01-24,31,25,0.0,11.5,7,74,03:20 PM,03:15 AM,07:07 AM,06:56 PM,23,31,31,28,17,27,75,0.0,1009,31,10,220,13,Benin
2021-01-25,31,26,0.0,10.1,6,81,04:09 PM,04:06 AM,07:07 AM,06:57 PM,22,31,31,28,16,28,73,0.0,1010,31,10,215,12,Benin
