date_time,South%20Korea_maxtempC,South%20Korea_mintempC,South%20Korea_totalSnow_cm,South%20Korea_sunHour,South%20Korea_uvIndex,South%20Korea_moon_illumination,South%20Korea_moonrise,South%20Korea_moonset,South%20Korea_sunrise,South%20Korea_sunset,South%20Korea_DewPointC,South%20Korea_FeelsLikeC,South%20Korea_HeatIndexC,South%20Korea_WindChillC,South%20Korea_WindGustKmph,South%20Korea_cloudcover,South%20Korea_humidity,South%20Korea_precipMM,South%20Korea_pressure,South%20Korea_tempC,South%20Korea_visibility,South%20Korea_winddirDegree,South%20Korea_windspeedKmph,South%20Korea_location
2020-11-04,12,3,0.0,8.7,3,66,07:53 PM,10:07 AM,07:00 AM,05:31 PM,-10,5,7,5,14,0,26,0.0,1024,12,10,294,12,South%20Korea
2020-11-05,15,5,0.0,8.7,4,58,08:40 PM,11:04 AM,07:01 AM,05:30 PM,0,11,12,11,6,12,43,0.0,1027,15,10,146,5,South%20Korea
2020-11-06,17,11,0.0,8.7,3,51,09:35 PM,11:57 AM,07:02 AM,05:29 PM,4,13,14,13,10,56,54,0.0,1023,17,10,172,8,South%20Korea
2020-11-07,17,13,0.0,7.1,4,43,10:34 PM,12:46 PM,07:03 AM,05:28 PM,4,14,14,14,21,43,55,1.4,1017,17,10,249,16,South%20Korea
2020-11-08,9,5,0.0,8.7,3,36,11:39 PM,01:30 PM,07:04 AM,05:27 PM,-8,7,9,7,23,0,28,0.0,1022,9,10,305,19,South%20Korea
2020-11-09,9,1,0.0,8.7,3,28,No moonrise,02:09 PM,07:05 AM,05:26 PM,-10,4,6,4,15,12,29,0.0,1025,9,10,307,13,South%20Korea
2020-11-10,12,6,0.0,8.7,4,21,12:46 AM,02:44 PM,07:07 AM,05:25 PM,-7,9,10,9,13,0,29,0.0,1028,12,10,311,11,South%20Korea
2020-11-11,18,11,0.0,8.7,4,13,01:56 AM,03:16 PM,07:08 AM,05:24 PM,-1,14,14,14,3,1,34,0.0,1031,18,10,172,3,South%20Korea
2020-11-12,18,9,0.0,8.7,4,6,03:07 AM,03:48 PM,07:09 AM,05:24 PM,3,13,13,13,4,13,49,0.0,1031,18,10,161,3,South%20Korea
2020-11-13,21,11,0.0,7.1,4,0,04:19 AM,04:19 PM,07:10 AM,05:23 PM,7,15,15,15,4,29,57,0.0,1029,21,10,184,3,South%20Korea
2020-11-14,18,12,0.0,8.7,4,0,05:34 AM,04:54 PM,07:11 AM,05:22 PM,8,16,16,16,5,26,60,0.0,1030,18,10,104,4,South%20Korea
2020-11-15,16,11,0.0,8.7,3,0,06:49 AM,05:32 PM,07:12 AM,05:21 PM,7,15,14,15,7,20,61,0.0,1028,16,10,219,6,South%20Korea
2020-11-16,18,10,0.0,7.1,3,2,08:06 AM,06:15 PM,07:13 AM,05:21 PM,7,14,14,14,3,19,58,0.0,1027,18,10,141,3,South%20Korea
2020-11-17,18,13,0.0,5.4,4,9,09:20 AM,07:07 PM,07:14 AM,05:20 PM,8,15,15,15,8,45,66,0.4,1025,18,8,100,6,South%20Korea
2020-11-18,18,11,0.0,3.8,4,17,10:29 AM,08:04 PM,07:15 AM,05:19 PM,13,15,16,15,11,89,83,18.3,1017,18,9,120,8,South%20Korea
2020-11-19,19,11,0.0,3.8,4,24,11:29 AM,09:07 PM,07:16 AM,05:19 PM,12,15,15,15,26,89,80,44.8,1008,19,7,236,19,South%20Korea
2020-11-20,7,1,0.0,8.7,2,32,12:18 PM,10:11 PM,07:17 AM,05:18 PM,-2,2,6,2,19,39,54,0.0,1017,7,10,267,16,South%20Korea
2020-11-21,11,4,0.0,5.4,2,39,12:59 PM,11:15 PM,07:18 AM,05:18 PM,-2,7,8,7,8,53,49,0.0,1024,11,10,118,7,South%20Korea
2020-11-22,9,4,0.0,8.7,3,47,01:34 PM,No moonset,07:19 AM,05:17 PM,-1,5,7,5,17,36,55,0.1,1023,9,10,295,14,South%20Korea
2020-11-23,7,4,0.0,8.7,3,54,02:03 PM,12:16 AM,07:20 AM,05:17 PM,-7,3,5,3,13,2,42,0.0,1027,7,10,303,11,South%20Korea
2020-11-24,8,1,0.0,5.4,2,62,02:29 PM,01:16 AM,07:21 AM,05:16 PM,-7,4,5,4,6,48,40,0.0,1028,8,10,310,5,South%20Korea
2020-11-25,9,3,0.0,8.7,3,70,02:54 PM,02:13 AM,07:22 AM,05:16 PM,-3,6,6,6,6,21,48,0.0,1027,9,10,315,5,South%20Korea
2020-11-26,10,3,0.0,7.0,2,77,03:19 PM,03:10 AM,07:23 AM,05:15 PM,-2,7,8,7,4,34,49,0.0,1028,10,10,250,3,South%20Korea
2020-11-27,7,4,0.0,8.7,3,85,03:43 PM,04:07 AM,07:24 AM,05:15 PM,-4,4,6,4,14,18,48,0.0,1026,7,10,295,11,South%20Korea
2020-11-28,3,-1,0.0,8.7,2,92,04:10 PM,05:04 AM,07:25 AM,05:15 PM,-14,-3,1,-3,18,10,33,0.0,1027,3,10,306,15,South%20Korea
2020-11-29,4,1,0.0,8.7,2,100,04:39 PM,06:02 AM,07:26 AM,05:14 PM,-8,0,3,0,12,13,44,0.0,1029,4,10,305,11,South%20Korea
2020-11-30,6,2,0.0,8.7,2,100,05:13 PM,07:01 AM,07:27 AM,05:14 PM,-9,1,3,1,12,4,42,0.0,1034,6,10,314,10,South%20Korea
2020-12-01,5,1,0.0,7.0,1,89,05:52 PM,08:00 AM,07:28 AM,05:14 PM,-14,1,3,1,7,46,30,0.0,1035,5,10,326,6,South%20Korea
2020-12-02,5,2,0.5,3.7,1,82,06:37 PM,08:59 AM,07:29 AM,05:14 PM,-14,2,3,2,9,72,26,1.1,1031,5,8,318,7,South%20Korea
2020-12-03,4,-4,0.0,8.7,2,75,07:30 PM,09:54 AM,07:30 AM,05:14 PM,-11,-2,2,-2,15,12,36,0.0,1030,4,10,311,13,South%20Korea
2020-12-04,6,-2,0.0,8.7,2,67,08:28 PM,10:45 AM,07:31 AM,05:14 PM,-9,1,3,1,8,5,39,0.0,1030,6,10,299,7,South%20Korea
2020-12-05,6,1,0.0,8.7,2,60,09:31 PM,11:30 AM,07:32 AM,05:14 PM,-6,3,3,3,4,25,50,0.0,1030,6,10,194,3,South%20Korea
2020-12-06,8,3,0.0,8.7,3,53,10:36 PM,12:10 PM,07:33 AM,05:14 PM,-2,5,5,5,6,27,59,0.0,1029,8,10,183,5,South%20Korea
2020-12-07,5,2,0.0,7.0,1,46,11:43 PM,12:45 PM,07:34 AM,05:14 PM,-4,2,4,2,14,53,55,0.0,1028,5,10,291,12,South%20Korea
2020-12-08,4,-3,0.0,8.7,1,38,No moonrise,01:17 PM,07:35 AM,05:14 PM,-14,-2,1,-2,11,21,31,0.0,1029,4,10,310,9,South%20Korea
2020-12-09,5,1,0.0,7.0,1,31,12:51 AM,01:48 PM,07:35 AM,05:14 PM,-9,4,4,4,2,38,38,0.0,1027,5,10,194,2,South%20Korea
2020-12-10,8,4,0.0,3.7,2,24,02:00 AM,02:17 PM,07:36 AM,05:14 PM,-2,4,5,4,7,87,59,0.0,1023,8,10,198,6,South%20Korea
2020-12-11,8,5,0.0,5.3,2,17,03:11 AM,02:49 PM,07:37 AM,05:14 PM,-1,5,6,5,10,51,62,0.0,1020,8,10,231,8,South%20Korea
2020-12-12,6,3,0.0,8.7,2,9,04:23 AM,03:24 PM,07:38 AM,05:14 PM,-7,2,5,2,13,13,42,0.0,1020,6,10,313,11,South%20Korea
2020-12-13,2,-3,0.7,3.7,1,2,05:38 AM,04:03 PM,07:38 AM,05:14 PM,-7,-2,2,-2,16,68,55,1.2,1018,2,7,269,13,South%20Korea
2020-12-14,-6,-8,0.0,8.7,2,0,06:53 AM,04:50 PM,07:39 AM,05:15 PM,-15,-14,-7,-14,25,18,51,0.0,1027,-6,10,317,20,South%20Korea
2020-12-15,-5,-9,0.0,8.7,2,0,08:05 AM,05:45 PM,07:40 AM,05:15 PM,-17,-14,-7,-14,21,3,45,0.0,1031,-5,10,317,18,South%20Korea
2020-12-16,-4,-12,0.0,8.7,2,5,09:11 AM,06:46 PM,07:40 AM,05:15 PM,-16,-12,-6,-12,18,0,43,0.0,1030,-4,10,312,16,South%20Korea
2020-12-17,1,-5,0.0,8.7,2,12,10:06 AM,07:51 PM,07:41 AM,05:16 PM,-12,-4,-2,-4,6,16,46,0.0,1030,1,10,251,5,South%20Korea
2020-12-18,1,-4,1.5,5.3,1,20,10:53 AM,08:57 PM,07:42 AM,05:16 PM,-6,-4,-2,-4,11,50,73,1.8,1028,1,7,268,9,South%20Korea
2020-12-19,-2,-10,0.0,8.7,2,27,11:32 AM,10:02 PM,07:42 AM,05:16 PM,-10,-8,-5,-8,7,3,64,0.0,1033,-2,10,285,6,South%20Korea
2020-12-20,2,-6,0.0,8.7,2,34,12:04 PM,11:04 PM,07:43 AM,05:17 PM,-7,-2,-2,-2,4,4,69,0.0,1032,2,10,244,3,South%20Korea
2020-12-21,4,-1,0.0,8.7,2,41,12:32 PM,No moonset,07:43 AM,05:17 PM,-4,1,1,1,3,0,66,0.0,1030,4,10,169,3,South%20Korea
2020-12-22,6,-1,1.3,7.0,1,49,12:57 PM,12:03 AM,07:44 AM,05:18 PM,-1,0,1,0,5,39,81,1.5,1027,6,8,168,4,South%20Korea
2020-12-23,6,1,0.0,3.7,1,56,01:22 PM,01:01 AM,07:44 AM,05:18 PM,0,2,3,2,14,57,81,0.4,1022,6,10,172,8,South%20Korea
2020-12-24,4,1,0.1,8.7,2,63,01:46 PM,01:58 AM,07:45 AM,05:19 PM,-4,-1,2,-1,16,16,61,0.2,1019,4,10,299,12,South%20Korea
2020-12-25,3,-5,0.0,8.7,2,70,02:12 PM,02:55 AM,07:45 AM,05:20 PM,-10,-3,0,-3,12,5,42,0.0,1022,3,10,279,10,South%20Korea
2020-12-26,10,0,0.0,8.7,3,78,02:40 PM,03:52 AM,07:46 AM,05:20 PM,-4,3,4,3,5,30,58,0.0,1024,10,10,150,3,South%20Korea
2020-12-27,8,2,0.0,8.7,2,85,03:12 PM,04:51 AM,07:46 AM,05:21 PM,-1,3,5,3,9,57,70,0.0,1022,8,10,138,6,South%20Korea
2020-12-28,9,4,0.0,8.7,2,92,03:49 PM,05:51 AM,07:46 AM,05:22 PM,0,6,6,6,5,47,67,0.0,1023,9,10,194,4,South%20Korea
2020-12-29,4,-4,0.3,3.7,1,100,04:32 PM,06:50 AM,07:46 AM,05:22 PM,-4,-1,2,-1,12,64,65,0.3,1023,4,9,327,10,South%20Korea
2020-12-30,-9,-11,0.0,7.0,1,100,05:23 PM,07:47 AM,07:47 AM,05:23 PM,-21,-18,-9,-18,29,26,40,0.0,1021,-9,10,307,24,South%20Korea
2020-12-31,-5,-11,0.0,7.0,1,89,06:20 PM,08:40 AM,07:47 AM,05:24 PM,-17,-14,-8,-14,18,38,46,0.0,1024,-5,10,309,15,South%20Korea
2021-01-01,-2,-13,0.0,8.7,1,79,07:23 PM,09:29 AM,07:47 AM,05:25 PM,-15,-8,-5,-8,10,27,41,0.0,1025,-2,10,310,9,South%20Korea
2021-01-02,-2,-12,0.0,8.7,2,71,08:29 PM,10:10 AM,07:47 AM,05:25 PM,-16,-8,-4,-8,13,1,36,0.0,1028,-2,10,312,12,South%20Korea
2021-01-03,-3,-8,0.0,7.0,1,64,09:36 PM,10:47 AM,07:47 AM,05:26 PM,-18,-8,-4,-8,10,31,32,0.0,1033,-3,10,310,9,South%20Korea
2021-01-04,-1,-5,0.0,8.7,2,57,10:43 PM,11:20 AM,07:47 AM,05:27 PM,-18,-3,-2,-3,4,31,27,0.0,1033,-1,10,143,3,South%20Korea
2021-01-05,-2,-6,0.3,8.7,2,50,11:51 PM,11:51 AM,07:47 AM,05:28 PM,-14,-9,-4,-9,15,16,50,0.4,1030,-2,9,278,13,South%20Korea
2021-01-06,-4,-7,0.9,8.7,1,42,No moonrise,12:20 PM,07:47 AM,05:29 PM,-16,-9,-5,-9,17,25,44,2.0,1025,-4,8,291,14,South%20Korea
2021-01-07,-12,-16,0.0,8.7,1,35,12:59 AM,12:49 PM,07:47 AM,05:30 PM,-21,-23,-14,-23,30,55,52,0.2,1024,-12,8,309,24,South%20Korea
2021-01-08,-12,-17,0.0,8.7,2,28,02:08 AM,01:22 PM,07:47 AM,05:31 PM,-22,-23,-15,-23,19,33,54,0.0,1024,-12,10,315,15,South%20Korea
2021-01-09,-9,-15,0.0,8.7,2,20,03:19 AM,01:58 PM,07:47 AM,05:32 PM,-22,-16,-11,-16,14,4,40,0.0,1023,-9,10,310,12,South%20Korea
2021-01-10,-5,-12,0.0,7.0,1,13,04:31 AM,02:39 PM,07:47 AM,05:33 PM,-15,-9,-8,-9,4,21,54,0.0,1027,-5,10,255,3,South%20Korea
2021-01-11,-4,-11,0.0,5.4,1,6,05:44 AM,03:29 PM,07:47 AM,05:34 PM,-12,-7,-6,-7,3,58,63,0.0,1027,-4,10,163,2,South%20Korea
2021-01-12,-1,-8,2.5,3.7,1,0,06:51 AM,04:26 PM,07:47 AM,05:35 PM,-7,-7,-5,-7,9,76,80,2.9,1018,-1,6,166,6,South%20Korea
2021-01-13,5,-2,0.0,5.4,1,0,07:51 AM,05:30 PM,07:47 AM,05:36 PM,-4,-4,0,-4,22,36,76,0.2,1014,5,10,223,14,South%20Korea
2021-01-14,6,-0,0.0,8.7,2,1,08:42 AM,06:36 PM,07:46 AM,05:37 PM,-7,2,2,2,5,0,50,0.0,1022,6,10,126,4,South%20Korea
2021-01-15,5,-1,0.0,3.7,1,8,09:25 AM,07:43 PM,07:46 AM,05:38 PM,-3,-2,1,-2,17,85,74,0.4,1016,5,10,177,10,South%20Korea
2021-01-16,-4,-7,0.0,8.7,2,16,10:01 AM,08:48 PM,07:46 AM,05:39 PM,-14,-10,-5,-10,17,6,49,0.0,1023,-4,10,302,14,South%20Korea
2021-01-17,-3,-8,0.2,8.7,1,23,10:31 AM,09:50 PM,07:45 AM,05:40 PM,-14,-9,-5,-9,10,21,51,0.2,1027,-3,9,270,8,South%20Korea
2021-01-18,2,-11,1.4,3.7,1,30,10:58 AM,10:49 PM,07:45 AM,05:41 PM,-12,-9,-4,-9,22,68,59,2.0,1020,2,7,250,17,South%20Korea
2021-01-19,-1,-10,0.0,8.7,2,38,11:23 AM,11:47 PM,07:45 AM,05:42 PM,-25,-9,-6,-9,7,2,20,0.0,1032,-1,10,289,6,South%20Korea
2021-01-20,3,-1,0.0,8.7,2,45,11:48 AM,No moonset,07:44 AM,05:43 PM,-20,0,1,0,4,8,20,0.0,1031,3,10,95,4,South%20Korea
2021-01-21,3,-7,0.0,3.8,1,52,12:13 PM,12:44 AM,07:44 AM,05:44 PM,-3,-2,-0,-2,8,92,73,7.5,1024,3,8,88,4,South%20Korea
2021-01-22,6,2,0.0,7.1,1,59,12:40 PM,01:41 AM,07:43 AM,05:45 PM,3,4,4,4,4,76,94,3.9,1020,6,8,135,2,South%20Korea
2021-01-23,6,2,0.0,3.8,1,67,01:10 PM,02:39 AM,07:42 AM,05:46 PM,0,2,4,2,11,85,79,0.0,1022,6,10,50,7,South%20Korea
2021-01-24,10,1,0.0,8.7,3,74,01:44 PM,03:38 AM,07:42 AM,05:47 PM,-0,4,5,4,6,22,66,0.0,1026,10,10,77,4,South%20Korea
2021-01-25,9,2,0.0,5.4,2,81,02:25 PM,04:37 AM,07:41 AM,05:48 PM,0,5,5,5,5,43,72,0.0,1027,9,10,80,3,South%20Korea
2021-01-26,8,4,0.0,3.8,2,88,03:13 PM,05:36 AM,07:41 AM,05:49 PM,1,4,5,4,8,83,75,0.0,1022,8,10,204,5,South%20Korea
2021-01-27,4,1,0.0,5.4,1,96,04:08 PM,06:31 AM,07:40 AM,05:50 PM,-16,-0,2,-0,11,48,29,0.0,1024,4,10,316,9,South%20Korea
2021-01-28,3,-9,0.0,3.8,1,100,05:10 PM,07:22 AM,07:39 AM,05:51 PM,-13,-6,-1,-6,28,60,39,3.7,1015,3,6,247,23,South%20Korea
2021-01-29,-6,-14,0.0,8.7,2,90,06:16 PM,08:07 AM,07:38 AM,05:53 PM,-20,-17,-10,-17,23,1,38,0.0,1024,-6,10,307,19,South%20Korea
2021-01-30,4,-6,0.1,8.7,1,82,07:25 PM,08:46 AM,07:38 AM,05:54 PM,-9,-4,-1,-4,11,35,55,0.1,1024,4,9,213,9,South%20Korea
2021-01-31,4,-2,0.0,7.1,1,79,08:33 PM,09:21 AM,07:37 AM,05:55 PM,-9,-1,1,-1,8,54,49,0.0,1027,4,10,157,5,South%20Korea
2021-02-01,8,2,0.0,3.8,2,63,09:43 PM,09:53 AM,07:36 AM,05:56 PM,0,2,4,2,17,77,79,0.1,1017,8,8,210,11,South%20Korea
2021-02-02,-5,-8,0.0,8.7,2,55,10:51 PM,10:23 AM,07:35 AM,05:57 PM,-19,-12,-6,-12,23,16,36,0.0,1024,-5,10,304,19,South%20Korea
2021-02-03,1,-6,0.8,8.7,1,48,No moonrise,10:52 AM,07:34 AM,05:58 PM,-11,-6,-2,-6,16,33,53,0.9,1025,1,9,241,12,South%20Korea
2021-02-04,-1,-8,5.4,8.7,2,40,12:00 AM,11:24 AM,07:33 AM,05:59 PM,-9,-8,-4,-8,18,23,63,12.9,1026,-1,9,278,13,South%20Korea
2021-02-05,4,-4,0.0,10.0,1,33,01:10 AM,11:58 AM,07:33 AM,06:00 PM,-4,-3,-0,-3,15,45,76,0.0,1021,4,9,175,10,South%20Korea
2021-02-06,6,2,0.0,5.3,1,25,02:21 AM,12:36 PM,07:32 AM,06:01 PM,3,1,3,1,18,81,96,0.3,1014,6,3,213,10,South%20Korea
2021-02-07,5,-2,0.0,10.7,1,18,03:32 AM,01:22 PM,07:31 AM,06:02 PM,-6,-1,2,-1,15,28,65,0.0,1021,5,7,293,11,South%20Korea
