date_time,United%20Kingdom_maxtempC,United%20Kingdom_mintempC,United%20Kingdom_totalSnow_cm,United%20Kingdom_sunHour,United%20Kingdom_uvIndex,United%20Kingdom_moon_illumination,United%20Kingdom_moonrise,United%20Kingdom_moonset,United%20Kingdom_sunrise,United%20Kingdom_sunset,United%20Kingdom_DewPointC,United%20Kingdom_FeelsLikeC,United%20Kingdom_HeatIndexC,United%20Kingdom_WindChillC,United%20Kingdom_WindGustKmph,United%20Kingdom_cloudcover,United%20Kingdom_humidity,United%20Kingdom_precipMM,United%20Kingdom_pressure,United%20Kingdom_tempC,United%20Kingdom_visibility,United%20Kingdom_winddirDegree,United%20Kingdom_windspeedKmph,United%20Kingdom_location
2020-05-18,16,10,0.0,9.2,3,19,03:09 AM,03:30 PM,04:52 AM,07:17 PM,11,12,13,12,24,80,89,1.4,1010,16,10,303,16,United%20Kingdom
2020-05-19,19,12,0.0,9.2,4,11,03:33 AM,04:27 PM,04:51 AM,07:18 PM,13,14,15,14,19,81,87,0.4,1012,19,8,234,14,United%20Kingdom
2020-05-20,19,15,0.0,9.2,4,4,03:58 AM,05:26 PM,04:51 AM,07:19 PM,15,16,16,16,20,94,90,1.0,1014,19,9,54,14,United%20Kingdom
2020-05-21,18,12,0.0,9.2,4,0,04:25 AM,06:25 PM,04:50 AM,07:20 PM,13,14,15,14,15,80,91,0.6,1015,18,7,93,10,United%20Kingdom
2020-05-22,25,15,0.0,9.2,5,0,04:56 AM,07:27 PM,04:49 AM,07:21 PM,17,19,20,19,20,81,86,6.0,1013,25,9,141,13,United%20Kingdom
2020-05-23,27,18,0.0,11.3,5,3,05:32 AM,08:28 PM,04:49 AM,07:21 PM,20,24,24,22,21,50,88,12.9,1011,27,7,196,13,United%20Kingdom
2020-05-24,29,19,0.0,13.4,6,10,06:13 AM,09:28 PM,04:48 AM,07:22 PM,21,25,25,24,21,29,84,6.1,1011,29,7,186,13,United%20Kingdom
2020-05-25,26,19,0.0,14.5,5,17,07:02 AM,10:23 PM,04:47 AM,07:23 PM,20,24,24,22,18,49,87,2.8,1012,26,10,174,11,United%20Kingdom
2020-05-26,26,18,0.0,13.4,5,25,07:59 AM,11:14 PM,04:47 AM,07:24 PM,19,23,23,22,23,47,86,4.1,1012,26,10,171,14,United%20Kingdom
2020-05-27,24,17,0.0,9.2,5,32,09:01 AM,11:59 PM,04:46 AM,07:25 PM,19,20,22,20,13,89,91,10.1,1011,24,7,171,8,United%20Kingdom
2020-05-28,25,17,0.0,9.2,5,39,10:07 AM,No moonset,04:46 AM,07:25 PM,18,20,21,20,13,77,89,11.9,1012,25,7,189,8,United%20Kingdom
2020-05-29,20,13,0.0,13.5,5,47,11:17 AM,12:37 AM,04:45 AM,07:26 PM,13,16,17,16,22,25,79,0.1,1019,20,9,313,14,United%20Kingdom
2020-05-30,19,11,0.0,13.5,4,54,12:26 PM,01:13 AM,04:45 AM,07:27 PM,11,14,15,14,13,24,81,0.0,1023,19,9,32,8,United%20Kingdom
2020-05-31,18,12,0.0,12.4,4,58,01:37 PM,01:44 AM,04:44 AM,07:28 PM,12,14,15,14,11,58,83,0.1,1024,18,10,68,7,United%20Kingdom
2020-06-01,26,15,0.0,14.5,5,71,02:48 PM,02:15 AM,04:44 AM,07:28 PM,17,21,21,20,23,14,82,0.0,1020,26,9,180,15,United%20Kingdom
2020-06-02,28,17,0.0,14.5,6,79,04:01 PM,02:46 AM,04:43 AM,07:29 PM,18,24,24,22,23,5,80,0.0,1016,28,10,220,15,United%20Kingdom
2020-06-03,29,19,0.0,11.4,5,86,05:15 PM,03:19 AM,04:43 AM,07:30 PM,21,26,26,23,18,52,87,5.7,1012,29,8,259,12,United%20Kingdom
2020-06-04,29,21,0.0,13.5,6,94,06:28 PM,03:55 AM,04:43 AM,07:30 PM,22,28,28,25,13,55,83,14.3,1008,29,9,225,8,United%20Kingdom
2020-06-05,33,22,0.0,11.4,6,100,07:40 PM,04:36 AM,04:43 AM,07:31 PM,23,31,31,27,13,70,83,12.4,1010,33,8,185,8,United%20Kingdom
2020-06-06,29,22,0.0,11.4,6,100,08:46 PM,05:25 AM,04:42 AM,07:31 PM,22,28,28,25,20,64,85,5.8,1014,29,10,65,14,United%20Kingdom
2020-06-07,31,22,0.0,12.4,6,84,09:45 PM,06:19 AM,04:42 AM,07:32 PM,22,29,29,25,21,58,83,0.3,1013,31,9,117,13,United%20Kingdom
2020-06-08,29,19,0.0,14.5,5,76,10:34 PM,07:19 AM,04:42 AM,07:33 PM,19,25,25,24,23,8,77,0.0,1011,29,9,113,15,United%20Kingdom
2020-06-09,26,21,0.0,9.3,5,69,11:16 PM,08:21 AM,04:42 AM,07:33 PM,21,26,26,23,31,86,89,58.2,998,26,7,179,22,United%20Kingdom
2020-06-10,19,15,0.0,10.4,4,61,11:51 PM,09:24 AM,04:42 AM,07:34 PM,13,16,17,16,36,58,75,0.3,1005,19,9,260,24,United%20Kingdom
2020-06-11,25,12,0.0,14.5,6,54,No moonrise,10:25 AM,04:42 AM,07:34 PM,15,19,20,19,17,3,79,0.0,1022,25,10,272,10,United%20Kingdom
2020-06-12,28,17,0.0,13.5,5,46,12:21 AM,11:25 AM,04:42 AM,07:34 PM,18,23,23,22,12,39,80,1.3,1024,28,10,226,7,United%20Kingdom
2020-06-13,27,16,0.0,14.5,6,38,12:47 AM,12:23 PM,04:42 AM,07:35 PM,17,22,22,21,17,3,78,0.0,1023,27,10,95,11,United%20Kingdom
2020-06-14,25,17,0.0,11.4,5,31,01:12 AM,01:21 PM,04:42 AM,07:35 PM,18,21,22,21,22,52,86,0.2,1021,25,8,110,14,United%20Kingdom
2020-06-15,25,15,0.0,13.5,5,23,01:37 AM,02:17 PM,04:42 AM,07:36 PM,16,20,21,20,21,29,77,1.4,1023,25,10,121,13,United%20Kingdom
2020-06-16,26,14,0.0,14.5,6,16,02:01 AM,03:16 PM,04:42 AM,07:36 PM,13,20,21,20,18,8,67,0.0,1022,26,10,126,11,United%20Kingdom
2020-06-17,27,16,0.0,14.5,5,8,02:27 AM,04:15 PM,04:42 AM,07:36 PM,17,23,23,22,18,7,76,0.0,1020,27,9,150,11,United%20Kingdom
2020-06-18,28,16,0.0,14.5,6,1,02:56 AM,05:16 PM,04:42 AM,07:37 PM,17,23,23,22,18,14,75,0.0,1016,28,10,164,11,United%20Kingdom
2020-06-19,26,19,0.0,9.3,5,0,03:30 AM,06:17 PM,04:42 AM,07:37 PM,20,24,24,22,18,64,89,16.7,1015,26,8,203,10,United%20Kingdom
2020-06-20,26,19,0.0,9.3,5,0,04:09 AM,07:19 PM,04:42 AM,07:37 PM,20,24,24,22,25,69,88,13.1,1012,26,9,191,15,United%20Kingdom
2020-06-21,29,20,0.0,12.4,6,0,04:56 AM,08:17 PM,04:43 AM,07:37 PM,21,26,26,24,12,54,84,4.1,1011,29,9,219,7,United%20Kingdom
2020-06-22,27,19,0.0,11.4,5,7,05:51 AM,09:11 PM,04:43 AM,07:37 PM,20,25,25,23,21,62,87,9.7,1008,27,9,225,14,United%20Kingdom
2020-06-23,24,15,0.0,12.4,5,14,06:53 AM,09:58 PM,04:43 AM,07:38 PM,16,20,21,20,19,48,81,1.1,1011,24,9,323,13,United%20Kingdom
2020-06-24,24,15,0.0,12.4,5,22,07:59 AM,10:39 PM,04:43 AM,07:38 PM,16,20,21,20,14,47,81,0.8,1013,24,7,293,9,United%20Kingdom
2020-06-25,28,16,0.0,13.5,6,29,09:08 AM,11:15 PM,04:44 AM,07:38 PM,18,23,23,22,11,28,79,2.6,1014,28,10,222,7,United%20Kingdom
2020-06-26,30,20,0.0,14.5,6,37,10:18 AM,11:48 PM,04:44 AM,07:38 PM,21,27,27,24,22,24,81,0.1,1014,30,9,200,15,United%20Kingdom
2020-06-27,28,21,0.0,9.3,5,44,11:28 AM,No moonset,04:44 AM,07:38 PM,21,26,26,24,23,69,87,8.3,1010,28,9,233,15,United%20Kingdom
2020-06-28,31,21,0.0,13.5,6,52,12:37 PM,12:18 AM,04:45 AM,07:38 PM,22,29,29,26,20,45,82,18.9,1008,31,8,202,13,United%20Kingdom
2020-06-29,29,22,0.0,13.5,6,59,01:48 PM,12:48 AM,04:45 AM,07:38 PM,22,28,28,25,22,45,81,0.9,1010,29,10,190,14,United%20Kingdom
2020-06-30,30,20,0.0,9.3,6,67,02:59 PM,01:19 AM,04:46 AM,07:38 PM,22,27,27,25,13,87,87,3.4,1008,30,7,151,8,United%20Kingdom
2020-07-01,31,23,0.0,11.4,6,72,04:10 PM,01:52 AM,04:46 AM,07:38 PM,24,31,31,27,19,56,88,9.0,1007,31,10,175,12,United%20Kingdom
2020-07-02,29,21,0.0,11.4,6,79,05:22 PM,02:30 AM,04:47 AM,07:37 PM,23,28,28,25,16,63,88,3.1,1013,29,6,56,11,United%20Kingdom
2020-07-03,29,22,0.0,13.5,6,86,06:29 PM,03:15 AM,04:47 AM,07:37 PM,22,27,27,25,19,35,84,1.6,1015,29,10,81,12,United%20Kingdom
2020-07-04,30,20,0.0,12.4,6,94,07:31 PM,04:05 AM,04:48 AM,07:37 PM,20,26,26,24,15,25,81,0.2,1016,30,7,70,9,United%20Kingdom
2020-07-05,29,20,0.0,13.5,6,100,08:25 PM,05:03 AM,04:48 AM,07:37 PM,21,27,27,25,13,23,81,0.2,1013,29,9,88,8,United%20Kingdom
2020-07-06,30,21,0.0,12.4,6,100,09:10 PM,06:04 AM,04:49 AM,07:37 PM,21,28,28,26,10,30,80,1.0,1014,30,9,132,6,United%20Kingdom
2020-07-07,31,21,0.0,12.4,6,85,09:48 PM,07:08 AM,04:50 AM,07:36 PM,22,30,30,27,4,32,77,2.5,1014,31,10,171,2,United%20Kingdom
2020-07-08,31,22,0.0,12.4,6,77,10:20 PM,08:10 AM,04:50 AM,07:36 PM,22,30,30,26,12,48,80,4.8,1012,31,10,158,7,United%20Kingdom
2020-07-09,32,22,0.0,13.5,6,70,10:49 PM,09:12 AM,04:51 AM,07:36 PM,23,31,31,27,15,39,82,0.7,1010,32,8,199,10,United%20Kingdom
2020-07-10,29,20,0.0,13.5,7,63,11:14 PM,10:11 AM,04:52 AM,07:35 PM,21,27,27,25,21,31,80,14.0,1013,29,8,262,13,United%20Kingdom
2020-07-11,30,19,0.0,11.4,5,55,11:39 PM,11:09 AM,04:52 AM,07:35 PM,20,26,26,23,19,43,82,4.3,1012,30,9,250,13,United%20Kingdom
2020-07-12,27,19,0.0,14.5,5,48,No moonrise,12:07 PM,04:53 AM,07:34 PM,20,25,25,23,21,13,84,0.0,1011,27,9,303,14,United%20Kingdom
2020-07-13,29,19,0.0,12.4,6,41,12:03 AM,01:04 PM,04:54 AM,07:34 PM,19,25,25,24,15,33,80,0.0,1013,29,7,99,9,United%20Kingdom
2020-07-14,31,18,0.0,13.4,7,34,12:28 AM,02:03 PM,04:54 AM,07:33 PM,20,27,27,24,23,22,76,0.1,1012,31,10,148,14,United%20Kingdom
2020-07-15,29,21,0.0,9.2,6,26,12:56 AM,03:02 PM,04:55 AM,07:33 PM,22,28,28,25,25,70,87,31.3,1011,29,7,181,14,United%20Kingdom
2020-07-16,28,21,0.0,12.4,6,19,01:28 AM,04:03 PM,04:56 AM,07:32 PM,22,26,26,24,14,65,87,0.0,1015,28,5,24,9,United%20Kingdom
2020-07-17,31,21,0.0,9.2,6,12,02:04 AM,05:05 PM,04:57 AM,07:31 PM,22,28,28,25,17,65,85,0.2,1016,31,7,138,11,United%20Kingdom
2020-07-18,32,22,0.0,13.4,6,5,02:48 AM,06:05 PM,04:57 AM,07:31 PM,23,31,31,27,25,31,80,0.2,1014,32,10,196,16,United%20Kingdom
2020-07-19,32,23,0.0,12.4,6,0,03:40 AM,07:01 PM,04:58 AM,07:30 PM,23,31,31,27,20,40,78,4.1,1013,32,10,247,13,United%20Kingdom
2020-07-20,29,22,0.0,9.2,6,0,04:39 AM,07:52 PM,04:59 AM,07:29 PM,23,28,28,25,15,73,89,16.8,1015,29,8,79,9,United%20Kingdom
2020-07-21,27,21,0.0,10.0,5,2,05:46 AM,08:37 PM,05:00 AM,07:29 PM,21,25,25,23,12,65,90,10.9,1015,27,9,165,7,United%20Kingdom
2020-07-22,31,22,0.0,11.2,6,10,06:56 AM,09:16 PM,05:01 AM,07:28 PM,22,29,29,26,12,52,81,5.1,1015,31,9,223,8,United%20Kingdom
2020-07-23,30,20,0.0,14.3,7,17,08:07 AM,09:50 PM,05:01 AM,07:27 PM,20,26,26,24,15,8,81,0.0,1017,30,9,76,9,United%20Kingdom
2020-07-24,32,22,0.0,11.1,6,24,09:19 AM,10:21 PM,05:02 AM,07:26 PM,23,30,30,26,12,45,82,1.5,1016,32,8,170,7,United%20Kingdom
2020-07-25,31,22,0.0,10.0,6,32,10:29 AM,10:51 PM,05:03 AM,07:25 PM,22,30,30,26,15,66,82,1.7,1016,31,8,156,9,United%20Kingdom
2020-07-26,32,22,0.0,12.3,6,39,11:40 AM,11:22 PM,05:04 AM,07:25 PM,23,31,31,27,14,55,83,2.8,1016,32,7,203,9,United%20Kingdom
2020-07-27,27,22,0.0,12.2,5,46,12:50 PM,11:54 PM,05:05 AM,07:24 PM,22,27,27,24,13,53,92,10.2,1015,27,8,174,8,United%20Kingdom
2020-07-28,30,18,0.0,14.2,7,53,02:00 PM,No moonset,05:06 AM,07:23 PM,18,25,25,23,13,18,76,1.3,1015,30,10,98,8,United%20Kingdom
2020-07-29,29,19,0.0,13.4,6,61,03:10 PM,12:29 AM,05:07 AM,07:22 PM,21,27,27,24,12,52,85,18.9,1013,29,7,173,7,United%20Kingdom
2020-07-30,26,22,0.0,10.0,5,68,04:18 PM,01:11 AM,05:08 AM,07:21 PM,22,27,27,24,13,78,93,24.8,1011,26,8,136,8,United%20Kingdom
2020-07-31,26,19,0.0,8.8,5,72,05:21 PM,01:58 AM,05:08 AM,07:20 PM,19,23,23,22,18,82,88,0.8,1013,26,5,42,12,United%20Kingdom
2020-08-01,25,15,0.0,12.2,5,82,06:16 PM,02:52 AM,05:09 AM,07:19 PM,18,20,21,20,17,57,86,3.6,1012,25,8,202,11,United%20Kingdom
2020-08-02,24,17,0.0,12.2,5,90,07:05 PM,03:51 AM,05:10 AM,07:18 PM,19,20,21,20,16,50,91,1.7,1011,24,7,267,10,United%20Kingdom
2020-08-03,21,15,0.0,9.9,4,97,07:45 PM,04:54 AM,05:11 AM,07:17 PM,16,18,18,18,20,77,91,1.3,1015,21,8,297,13,United%20Kingdom
2020-08-04,23,14,0.0,9.9,4,100,08:19 PM,05:57 AM,05:12 AM,07:16 PM,15,18,19,18,16,75,85,0.7,1018,23,6,86,10,United%20Kingdom
2020-08-05,23,12,0.0,14.0,4,88,08:49 PM,06:59 AM,05:13 AM,07:14 PM,14,18,19,18,9,17,79,0.0,1019,23,8,116,5,United%20Kingdom
2020-08-06,27,14,0.0,14.0,6,81,09:16 PM,08:00 AM,05:14 AM,07:13 PM,16,20,21,20,18,24,80,0.1,1017,27,10,143,11,United%20Kingdom
2020-08-07,29,17,0.0,14.0,6,74,09:41 PM,08:58 AM,05:15 AM,07:12 PM,18,24,24,23,20,39,79,0.3,1018,29,10,145,13,United%20Kingdom
2020-08-08,29,20,0.0,8.7,5,67,10:05 PM,09:56 AM,05:16 AM,07:11 PM,22,26,26,24,26,72,89,29.4,1016,29,8,168,15,United%20Kingdom
2020-08-09,32,22,0.0,12.2,6,59,10:29 PM,10:53 AM,05:17 AM,07:10 PM,23,30,30,26,25,51,82,12.4,1015,32,9,196,15,United%20Kingdom
2020-08-10,31,22,0.0,9.9,6,52,10:56 PM,11:51 AM,05:18 AM,07:08 PM,22,30,30,26,19,53,79,8.5,1013,31,10,248,11,United%20Kingdom
2020-08-11,30,20,0.0,9.8,6,45,11:25 PM,12:50 PM,05:18 AM,07:07 PM,22,27,27,24,15,73,87,18.4,1014,30,8,152,8,United%20Kingdom
2020-08-12,30,21,0.0,8.7,6,38,11:59 PM,01:50 PM,05:19 AM,07:06 PM,23,29,29,25,14,73,88,5.0,1015,30,9,89,9,United%20Kingdom
2020-08-13,28,18,0.0,13.9,5,30,No moonrise,02:50 PM,05:20 AM,07:05 PM,20,24,24,23,16,27,84,0.0,1016,28,6,91,10,United%20Kingdom
2020-08-14,29,20,0.0,13.3,6,23,12:39 AM,03:51 PM,05:21 AM,07:03 PM,21,27,27,24,14,46,84,0.0,1013,29,5,77,9,United%20Kingdom
2020-08-15,26,20,0.0,13.3,5,16,01:26 AM,04:48 PM,05:22 AM,07:02 PM,20,24,24,23,14,27,86,0.6,1014,26,8,270,9,United%20Kingdom
2020-08-16,26,15,0.0,13.8,5,8,02:22 AM,05:42 PM,05:23 AM,07:01 PM,16,20,21,20,14,3,78,0.0,1018,26,7,120,8,United%20Kingdom
2020-08-17,28,19,0.0,12.0,5,1,03:26 AM,06:29 PM,05:24 AM,06:59 PM,18,23,23,22,12,34,76,1.9,1018,28,10,224,7,United%20Kingdom
2020-08-18,24,16,0.0,13.3,5,0,04:36 AM,07:11 PM,05:25 AM,06:58 PM,16,19,20,19,16,22,81,0.0,1018,24,9,55,10,United%20Kingdom
2020-08-19,25,15,0.0,10.8,5,0,05:49 AM,07:48 PM,05:26 AM,06:56 PM,16,19,21,19,16,53,84,0.2,1016,25,7,63,10,United%20Kingdom
2020-08-20,26,14,0.0,13.3,5,6,07:02 AM,08:20 PM,05:27 AM,06:55 PM,15,19,20,19,13,1,79,0.0,1015,26,7,80,8,United%20Kingdom
2020-08-21,28,15,0.0,13.3,5,13,08:15 AM,08:52 PM,05:28 AM,06:54 PM,16,22,22,21,12,5,78,0.0,1013,28,7,106,6,United%20Kingdom
2020-08-22,29,17,0.0,13.2,5,20,09:28 AM,09:23 PM,05:28 AM,06:52 PM,18,24,24,23,12,21,76,0.1,1013,29,8,202,7,United%20Kingdom
2020-08-23,30,18,0.0,13.2,6,28,10:40 AM,09:55 PM,05:29 AM,06:51 PM,18,25,25,24,16,25,71,0.4,1013,30,10,194,9,United%20Kingdom
2020-08-24,31,20,0.0,13.2,6,35,11:52 AM,10:30 PM,05:30 AM,06:49 PM,19,27,27,25,11,31,71,0.0,1016,31,10,207,7,United%20Kingdom
2020-08-25,32,21,0.0,13.2,7,42,01:03 PM,11:10 PM,05:31 AM,06:48 PM,20,28,28,26,10,6,70,0.0,1016,32,10,233,6,United%20Kingdom
2020-08-26,32,21,0.0,13.1,7,50,02:11 PM,11:55 PM,05:32 AM,06:46 PM,21,29,29,26,16,27,77,2.1,1013,32,10,177,9,United%20Kingdom
2020-08-27,31,21,0.0,12.0,6,57,03:15 PM,No moonset,05:33 AM,06:45 PM,22,29,29,26,21,47,82,8.7,1011,31,9,199,11,United%20Kingdom
2020-08-28,29,21,0.0,13.1,6,64,04:12 PM,12:46 AM,05:34 AM,06:43 PM,22,28,28,25,17,20,82,0.6,1007,29,10,162,10,United%20Kingdom
2020-08-29,27,20,0.0,10.7,5,71,05:02 PM,01:43 AM,05:35 AM,06:42 PM,20,25,25,23,16,53,81,4.1,1010,27,10,169,10,United%20Kingdom
2020-08-30,18,12,0.0,9.4,4,79,05:44 PM,02:44 AM,05:36 AM,06:40 PM,16,16,16,16,16,85,94,13.5,1009,18,5,100,11,United%20Kingdom
2020-08-31,29,19,0.0,10.7,5,82,06:20 PM,03:46 AM,05:37 AM,06:39 PM,20,25,25,23,13,57,81,0.2,1008,29,8,128,8,United%20Kingdom
2020-09-01,29,20,0.0,9.4,6,97,06:50 PM,04:48 AM,05:38 AM,06:37 PM,22,26,26,24,16,74,88,24.2,1009,29,8,151,9,United%20Kingdom
2020-09-02,26,20,0.0,9.4,5,100,07:18 PM,05:50 AM,05:38 AM,06:36 PM,21,24,24,23,10,81,89,0.2,1010,26,6,132,6,United%20Kingdom
2020-09-03,30,20,0.0,13.0,6,88,07:43 PM,06:49 AM,05:39 AM,06:34 PM,18,26,26,25,20,6,74,0.0,1011,30,9,229,12,United%20Kingdom
2020-09-04,27,13,0.0,12.9,6,81,08:07 PM,07:47 AM,05:40 AM,06:32 PM,10,20,21,20,10,3,57,0.0,1021,27,10,125,6,United%20Kingdom
2020-09-05,29,15,0.0,12.9,5,73,08:31 PM,08:44 AM,05:41 AM,06:31 PM,15,23,23,21,21,24,67,0.4,1023,29,10,196,13,United%20Kingdom
2020-09-06,31,19,0.0,12.9,7,66,08:57 PM,09:42 AM,05:42 AM,06:29 PM,20,27,27,25,29,27,77,2.4,1015,31,10,208,18,United%20Kingdom
2020-09-07,26,22,0.0,12.9,6,58,09:25 PM,10:40 AM,05:43 AM,06:28 PM,17,25,25,24,25,26,66,0.1,1011,26,10,141,16,United%20Kingdom
2020-09-08,28,18,0.0,12.8,5,50,09:56 PM,11:39 AM,05:44 AM,06:26 PM,19,26,26,24,21,52,81,21.0,1011,28,7,144,12,United%20Kingdom
2020-09-09,24,18,0.0,8.0,5,43,10:32 PM,12:38 PM,05:45 AM,06:25 PM,19,21,21,21,23,85,93,15.0,1019,24,9,41,14,United%20Kingdom
2020-09-10,22,15,0.0,8.0,4,35,11:16 PM,01:38 PM,05:46 AM,06:23 PM,16,18,19,18,20,86,88,0.0,1026,22,9,47,14,United%20Kingdom
2020-09-11,17,12,0.0,8.0,4,28,No moonrise,02:35 PM,05:46 AM,06:21 PM,16,15,16,15,16,100,98,15.8,1022,17,4,67,10,United%20Kingdom
2020-09-12,26,17,0.0,8.0,5,20,12:07 AM,03:30 PM,05:47 AM,06:20 PM,19,20,21,20,14,90,89,8.2,1013,26,8,177,9,United%20Kingdom
2020-09-13,23,13,0.0,12.7,4,13,01:06 AM,04:19 PM,05:48 AM,06:18 PM,15,18,19,18,18,20,82,0.0,1017,23,9,260,11,United%20Kingdom
2020-09-14,25,14,0.0,12.7,5,5,02:12 AM,05:03 PM,05:49 AM,06:17 PM,15,19,20,19,19,15,79,0.0,1024,25,7,64,12,United%20Kingdom
2020-09-15,25,14,0.0,12.7,5,0,03:24 AM,05:42 PM,05:50 AM,06:15 PM,14,20,21,20,14,22,76,0.0,1022,25,7,107,8,United%20Kingdom
2020-09-16,28,14,0.0,12.6,6,0,04:37 AM,06:16 PM,05:51 AM,06:13 PM,15,22,22,21,11,4,74,0.0,1017,28,10,180,6,United%20Kingdom
2020-09-17,24,17,0.0,12.6,5,0,05:52 AM,06:49 PM,05:52 AM,06:12 PM,15,20,21,20,19,21,78,0.0,1019,24,10,78,13,United%20Kingdom
2020-09-18,20,10,0.0,12.6,5,2,07:07 AM,07:21 PM,05:53 AM,06:10 PM,9,15,15,15,22,27,66,0.0,1024,20,10,65,14,United%20Kingdom
2020-09-19,20,8,0.0,12.6,5,10,08:21 AM,07:53 PM,05:53 AM,06:09 PM,7,14,15,14,18,5,67,0.0,1026,20,10,95,11,United%20Kingdom
2020-09-20,23,8,0.0,12.5,5,17,09:37 AM,08:27 PM,05:54 AM,06:07 PM,7,15,17,15,19,8,63,0.0,1025,23,10,126,11,United%20Kingdom
2020-09-21,25,10,0.0,12.5,4,25,10:51 AM,09:07 PM,05:55 AM,06:05 PM,11,17,18,17,16,2,72,0.0,1024,25,9,157,9,United%20Kingdom
2020-09-22,24,13,0.0,12.5,4,32,12:03 PM,09:51 PM,05:56 AM,06:04 PM,12,18,19,18,15,54,73,0.0,1021,24,10,172,9,United%20Kingdom
2020-09-23,22,15,0.0,7.8,4,40,01:10 PM,10:41 PM,05:57 AM,06:02 PM,14,17,17,17,14,78,84,0.6,1018,22,6,196,8,United%20Kingdom
2020-09-24,25,10,0.0,12.4,4,47,02:10 PM,11:38 PM,05:58 AM,06:01 PM,12,17,18,17,18,6,73,0.0,1013,25,9,194,11,United%20Kingdom
2020-09-25,28,13,0.0,11.6,5,55,03:02 PM,No moonset,05:59 AM,05:59 PM,14,20,21,20,19,5,74,0.0,1013,28,8,174,11,United%20Kingdom
2020-09-26,30,16,0.0,11.6,6,62,03:46 PM,12:37 AM,06:00 AM,05:58 PM,15,24,24,23,30,1,68,0.0,1010,30,10,193,18,United%20Kingdom
2020-09-27,25,17,0.0,5.8,5,70,04:22 PM,01:39 AM,06:01 AM,05:56 PM,15,23,23,21,26,46,73,0.5,1008,25,10,158,16,United%20Kingdom
2020-09-28,18,11,0.0,5.8,3,78,04:54 PM,02:41 AM,06:02 AM,05:54 PM,9,12,13,12,18,65,80,9.2,1015,18,7,271,12,United%20Kingdom
2020-09-29,17,5,0.0,8.7,4,85,05:22 PM,03:42 AM,06:02 AM,05:53 PM,5,11,12,11,17,23,71,0.0,1017,17,10,301,10,United%20Kingdom
2020-09-30,24,12,0.0,8.7,5,93,05:47 PM,04:41 AM,06:03 AM,05:51 PM,6,16,18,16,27,12,50,0.0,1012,24,10,280,16,United%20Kingdom
2020-10-01,15,8,0.0,8.7,4,97,06:11 PM,05:40 AM,06:04 AM,05:50 PM,2,10,12,10,25,12,55,0.0,1021,15,10,313,16,United%20Kingdom
2020-10-02,15,4,0.0,8.7,4,100,06:35 PM,06:37 AM,06:05 AM,05:48 PM,2,9,11,9,14,13,63,0.0,1024,15,10,275,8,United%20Kingdom
2020-10-03,16,7,0.0,4.3,3,89,07:00 PM,07:35 AM,06:06 AM,05:47 PM,6,9,11,9,22,63,75,7.7,1019,16,10,149,14,United%20Kingdom
2020-10-04,16,7,0.0,5.7,3,82,07:26 PM,08:33 AM,06:07 AM,05:45 PM,7,10,12,10,18,50,78,0.0,1022,16,8,35,11,United%20Kingdom
2020-10-05,19,4,0.0,8.7,4,74,07:56 PM,09:32 AM,06:08 AM,05:44 PM,3,10,12,10,20,2,61,0.0,1022,19,10,160,13,United%20Kingdom
2020-10-06,24,10,0.0,8.7,5,67,08:30 PM,10:30 AM,06:09 AM,05:42 PM,8,16,18,16,21,3,61,0.0,1015,24,10,250,13,United%20Kingdom
2020-10-07,28,13,0.0,8.7,5,60,09:10 PM,11:30 AM,06:10 AM,05:41 PM,13,21,21,20,17,0,72,0.0,1015,28,8,205,10,United%20Kingdom
2020-10-08,27,15,0.0,8.7,6,53,09:57 PM,12:27 PM,06:11 AM,05:39 PM,13,21,21,21,17,4,67,0.0,1017,27,10,108,10,United%20Kingdom
2020-10-09,28,13,0.0,8.7,6,45,10:51 PM,01:22 PM,06:12 AM,05:38 PM,15,22,22,21,26,4,73,0.0,1014,28,10,184,16,United%20Kingdom
2020-10-10,29,16,0.0,8.7,5,38,11:53 PM,02:11 PM,06:13 AM,05:36 PM,16,23,23,22,19,33,77,0.0,1012,29,8,183,11,United%20Kingdom
2020-10-11,27,16,0.0,7.2,5,31,No moonrise,02:56 PM,06:14 AM,05:35 PM,17,22,22,21,16,23,80,0.0,1010,27,7,136,10,United%20Kingdom
2020-10-12,21,14,0.0,8.7,4,23,01:00 AM,03:36 PM,06:15 AM,05:33 PM,8,18,19,18,26,22,56,0.1,1011,21,10,274,18,United%20Kingdom
2020-10-13,24,10,0.0,8.7,5,16,02:11 AM,04:11 PM,06:16 AM,05:32 PM,2,16,18,16,21,1,40,0.0,1017,24,10,224,14,United%20Kingdom
2020-10-14,27,11,0.0,8.7,6,9,03:25 AM,04:44 PM,06:17 AM,05:30 PM,6,18,19,18,27,3,47,0.0,1011,27,10,209,17,United%20Kingdom
2020-10-15,14,11,0.0,8.7,4,2,04:39 AM,05:16 PM,06:18 AM,05:29 PM,-0,12,14,12,23,24,43,0.3,1018,14,9,330,16,United%20Kingdom
2020-10-16,16,3,0.0,8.7,4,0,05:54 AM,05:47 PM,06:19 AM,05:27 PM,-5,9,10,9,16,12,39,0.0,1026,16,10,262,11,United%20Kingdom
2020-10-17,20,6,0.0,8.7,5,0,07:11 AM,06:21 PM,06:20 AM,05:26 PM,-2,12,14,12,37,10,37,0.0,1016,20,10,190,24,United%20Kingdom
