date_time,Taiwan_maxtempC,Taiwan_mintempC,Taiwan_totalSnow_cm,Taiwan_sunHour,Taiwan_uvIndex,Taiwan_moon_illumination,Taiwan_moonrise,Taiwan_moonset,Taiwan_sunrise,Taiwan_sunset,Taiwan_DewPointC,Taiwan_FeelsLikeC,Taiwan_HeatIndexC,Taiwan_WindChillC,Taiwan_WindGustKmph,Taiwan_cloudcover,Taiwan_humidity,Taiwan_precipMM,Taiwan_pressure,Taiwan_tempC,Taiwan_visibility,Taiwan_winddirDegree,Taiwan_windspeedKmph,Taiwan_location
2020-06-02,34,30,0.0,10.8,7,79,03:01 PM,02:22 AM,05:13 AM,06:42 PM,22,35,35,31,13,55,58,0.7,1011,34,10,222,11,Taiwan
2020-06-03,34,29,0.0,13.3,7,86,04:04 PM,03:03 AM,05:13 AM,06:42 PM,22,35,35,31,15,36,57,0.2,1010,34,10,230,13,Taiwan
2020-06-04,34,30,0.0,12.0,7,94,05:09 PM,03:46 AM,05:13 AM,06:42 PM,23,36,36,32,12,36,60,0.4,1009,34,10,238,10,Taiwan
2020-06-05,34,27,0.0,10.8,7,100,06:14 PM,04:33 AM,05:13 AM,06:43 PM,22,36,36,32,16,47,57,2.6,1008,34,10,198,14,Taiwan
2020-06-06,35,31,0.0,10.8,7,100,07:19 PM,05:24 AM,05:13 AM,06:43 PM,22,36,36,32,16,65,54,3.2,1008,35,10,200,13,Taiwan
2020-06-07,30,25,0.0,8.3,6,84,08:20 PM,06:19 AM,05:13 AM,06:44 PM,22,31,31,28,9,65,64,18.1,1008,30,9,111,7,Taiwan
2020-06-08,29,24,0.0,9.6,6,76,09:17 PM,07:17 AM,05:13 AM,06:44 PM,22,31,31,28,14,67,66,10.8,1010,29,9,131,9,Taiwan
2020-06-09,31,22,0.0,13.3,6,69,10:07 PM,08:15 AM,05:13 AM,06:44 PM,19,30,30,29,7,49,53,0.0,1010,31,10,115,5,Taiwan
2020-06-10,33,23,0.0,13.3,8,61,10:52 PM,09:13 AM,05:13 AM,06:45 PM,19,31,31,29,11,33,52,0.0,1010,33,10,202,8,Taiwan
2020-06-11,28,23,0.0,12.0,6,54,11:31 PM,10:09 AM,05:13 AM,06:45 PM,21,30,30,27,10,55,64,3.3,1009,28,10,122,8,Taiwan
2020-06-12,34,27,0.0,9.6,7,46,No moonrise,11:02 AM,05:13 AM,06:45 PM,24,36,36,31,15,61,66,9.7,1007,34,10,206,12,Taiwan
2020-06-13,36,30,0.0,12.0,7,38,12:07 AM,11:54 AM,05:13 AM,06:46 PM,23,38,38,32,11,41,60,14.9,1008,36,9,115,8,Taiwan
2020-06-14,35,30,0.0,13.3,7,31,12:40 AM,12:43 PM,05:13 AM,06:46 PM,22,36,36,32,24,45,54,0.4,1011,35,10,184,19,Taiwan
2020-06-15,35,31,0.0,13.3,8,23,01:12 AM,01:33 PM,05:13 AM,06:46 PM,22,37,37,32,16,25,55,0.1,1012,35,10,201,14,Taiwan
2020-06-16,35,31,0.0,13.3,8,16,01:44 AM,02:22 PM,05:13 AM,06:47 PM,21,36,36,33,12,8,53,0.0,1010,35,10,245,10,Taiwan
2020-06-17,35,29,0.0,13.3,8,8,02:17 AM,03:13 PM,05:14 AM,06:47 PM,22,36,36,32,13,5,55,0.0,1009,35,10,246,11,Taiwan
2020-06-18,35,30,0.0,13.3,7,1,02:51 AM,04:05 PM,05:14 AM,06:47 PM,22,36,36,32,13,21,59,0.1,1009,35,10,240,11,Taiwan
2020-06-19,34,30,0.0,13.3,8,0,03:30 AM,05:00 PM,05:14 AM,06:47 PM,22,36,36,32,15,24,57,0.0,1009,34,10,232,13,Taiwan
2020-06-20,35,30,0.0,13.3,8,0,04:11 AM,05:56 PM,05:14 AM,06:48 PM,22,37,37,32,14,14,57,0.0,1009,35,10,232,12,Taiwan
2020-06-21,34,30,0.0,10.8,7,0,04:59 AM,06:53 PM,05:14 AM,06:48 PM,23,36,36,32,15,48,61,0.4,1007,34,10,228,13,Taiwan
2020-06-22,34,30,0.0,12.0,7,7,05:51 AM,07:49 PM,05:15 AM,06:48 PM,23,37,37,32,14,39,60,1.4,1006,34,10,232,12,Taiwan
2020-06-23,35,30,0.0,10.8,7,14,06:48 AM,08:43 PM,05:15 AM,06:48 PM,24,38,38,32,14,46,61,1.4,1007,35,10,232,12,Taiwan
2020-06-24,34,30,0.0,12.0,7,22,07:49 AM,09:34 PM,05:15 AM,06:49 PM,23,37,37,32,16,38,60,0.6,1007,34,10,224,13,Taiwan
2020-06-25,34,30,0.0,10.8,7,29,08:50 AM,10:19 PM,05:15 AM,06:49 PM,23,36,36,32,16,58,61,0.6,1007,34,10,208,14,Taiwan
2020-06-26,35,30,0.0,12.0,7,37,09:52 AM,11:02 PM,05:16 AM,06:49 PM,23,37,37,32,16,50,58,2.3,1009,35,10,198,13,Taiwan
2020-06-27,35,31,0.0,13.3,7,44,10:52 AM,11:43 PM,05:16 AM,06:49 PM,23,38,38,33,15,38,60,0.3,1010,35,10,209,13,Taiwan
2020-06-28,35,30,0.0,13.3,7,52,11:53 AM,No moonset,05:16 AM,06:49 PM,23,37,37,32,16,33,61,0.2,1009,35,10,214,13,Taiwan
2020-06-29,34,30,0.0,10.8,7,59,12:53 PM,12:21 AM,05:17 AM,06:49 PM,23,37,37,32,20,49,60,1.7,1007,34,10,205,15,Taiwan
2020-06-30,35,30,0.0,8.3,7,67,01:54 PM,01:01 AM,05:17 AM,06:49 PM,23,37,37,32,23,60,59,7.6,1006,35,9,195,16,Taiwan
2020-07-01,35,30,0.0,9.6,7,72,02:56 PM,01:42 AM,05:17 AM,06:49 PM,23,37,37,32,24,70,58,7.2,1006,35,9,185,17,Taiwan
2020-07-02,35,30,0.0,8.3,7,79,03:59 PM,02:25 AM,05:18 AM,06:49 PM,23,37,37,32,27,75,59,6.8,1007,35,10,180,20,Taiwan
2020-07-03,35,30,0.0,13.3,8,86,05:03 PM,03:14 AM,05:18 AM,06:49 PM,23,37,37,32,20,39,59,1.1,1010,35,10,195,16,Taiwan
2020-07-04,35,30,0.0,13.3,8,94,06:05 PM,04:06 AM,05:18 AM,06:49 PM,22,37,37,32,14,12,56,0.0,1010,35,10,212,12,Taiwan
2020-07-05,34,30,0.0,13.3,8,100,07:04 PM,05:02 AM,05:19 AM,06:49 PM,22,36,36,32,16,23,56,0.0,1008,34,10,219,14,Taiwan
2020-07-06,35,30,0.0,12.0,7,100,07:57 PM,06:00 AM,05:19 AM,06:49 PM,22,36,36,32,18,38,56,1.2,1008,35,10,209,14,Taiwan
2020-07-07,35,30,0.0,12.0,7,85,08:44 PM,06:59 AM,05:19 AM,06:49 PM,22,37,37,32,17,36,56,1.1,1010,35,10,204,14,Taiwan
2020-07-08,34,31,0.0,10.8,7,77,09:27 PM,07:57 AM,05:20 AM,06:49 PM,23,37,37,32,15,50,57,0.8,1008,34,10,213,12,Taiwan
2020-07-09,29,22,0.0,9.5,6,70,10:04 PM,08:52 AM,05:20 AM,06:49 PM,22,30,30,27,18,74,67,98.7,1006,29,7,126,10,Taiwan
2020-07-10,34,23,0.0,8.3,7,63,10:39 PM,09:45 AM,05:21 AM,06:49 PM,21,34,34,30,17,69,55,2.8,1007,34,10,187,13,Taiwan
2020-07-11,35,30,0.0,12.0,7,55,11:11 PM,10:35 AM,05:21 AM,06:49 PM,23,38,38,32,14,39,60,0.2,1009,35,10,203,12,Taiwan
2020-07-12,35,30,0.0,12.0,7,48,11:43 PM,11:25 AM,05:21 AM,06:48 PM,23,38,38,32,12,40,60,0.2,1009,35,10,257,10,Taiwan
2020-07-13,35,31,0.0,13.3,8,41,No moonrise,12:14 PM,05:22 AM,06:48 PM,23,38,38,33,12,27,58,0.1,1008,35,10,282,10,Taiwan
2020-07-14,34,28,0.0,10.8,7,34,12:15 AM,01:04 PM,05:22 AM,06:48 PM,23,36,36,32,12,52,59,1.0,1007,34,10,250,10,Taiwan
2020-07-15,35,30,0.0,8.3,7,26,12:49 AM,01:56 PM,05:23 AM,06:48 PM,22,36,36,32,14,73,58,5.8,1006,35,10,201,11,Taiwan
2020-07-16,32,29,0.0,9.5,7,19,01:26 AM,02:49 PM,05:23 AM,06:48 PM,22,35,35,31,18,66,63,19.3,1007,32,9,174,12,Taiwan
2020-07-17,35,30,0.0,8.3,7,12,02:05 AM,03:44 PM,05:24 AM,06:47 PM,23,38,38,32,15,70,59,1.4,1008,35,10,210,13,Taiwan
2020-07-18,35,30,0.0,13.2,7,5,02:50 AM,04:41 PM,05:24 AM,06:47 PM,23,38,38,32,14,28,59,0.5,1009,35,10,218,12,Taiwan
2020-07-19,35,30,0.0,10.8,7,0,03:41 AM,05:38 PM,05:24 AM,06:47 PM,23,38,38,32,17,57,59,0.8,1009,35,10,206,14,Taiwan
2020-07-20,35,30,0.0,13.2,7,0,04:36 AM,06:34 PM,05:25 AM,06:46 PM,23,38,38,33,15,48,57,1.4,1011,35,10,201,12,Taiwan
2020-07-21,35,29,0.0,13.2,7,2,05:37 AM,07:27 PM,05:25 AM,06:46 PM,24,37,37,32,14,54,61,18.5,1011,35,9,190,10,Taiwan
2020-07-22,35,30,0.0,12.0,7,10,06:39 AM,08:15 PM,05:26 AM,06:46 PM,23,38,38,32,11,49,60,3.1,1011,35,10,206,9,Taiwan
2020-07-23,35,31,0.0,10.7,7,17,07:43 AM,09:01 PM,05:26 AM,06:45 PM,24,39,39,33,11,62,60,5.3,1010,35,10,213,8,Taiwan
2020-07-24,35,30,0.0,12.0,7,24,08:45 AM,09:43 PM,05:27 AM,06:45 PM,23,38,38,32,16,52,59,1.5,1008,35,10,210,13,Taiwan
2020-07-25,34,30,0.0,9.5,7,32,09:47 AM,10:22 PM,05:27 AM,06:45 PM,24,38,38,32,16,59,62,10.4,1008,34,9,225,11,Taiwan
2020-07-26,34,31,0.0,8.2,7,39,10:47 AM,11:02 PM,05:27 AM,06:44 PM,23,37,37,32,16,81,59,2.3,1007,34,10,204,13,Taiwan
2020-07-27,35,30,0.0,12.0,7,46,11:48 AM,11:42 PM,05:28 AM,06:44 PM,23,37,37,32,19,49,59,0.8,1007,35,10,195,15,Taiwan
2020-07-28,35,27,0.0,10.7,7,53,12:49 PM,No moonset,05:28 AM,06:43 PM,23,36,36,31,14,50,60,13.4,1009,35,9,179,10,Taiwan
2020-07-29,34,26,0.0,13.1,7,61,01:51 PM,12:24 AM,05:29 AM,06:43 PM,22,35,35,32,12,48,55,0.4,1009,34,10,166,10,Taiwan
2020-07-30,36,31,0.0,12.0,7,68,02:53 PM,01:09 AM,05:29 AM,06:42 PM,22,37,37,33,12,54,55,5.6,1009,36,9,186,9,Taiwan
2020-07-31,36,26,0.0,13.1,7,72,03:55 PM,01:59 AM,05:30 AM,06:42 PM,23,37,37,32,10,30,59,0.5,1007,36,10,242,9,Taiwan
2020-08-01,35,29,0.0,13.1,7,82,04:54 PM,02:52 AM,05:30 AM,06:41 PM,23,38,38,32,12,32,57,4.1,1007,35,10,222,9,Taiwan
2020-08-02,34,30,0.0,8.2,7,90,05:48 PM,03:49 AM,05:30 AM,06:40 PM,23,36,36,31,15,72,60,8.3,1007,34,9,150,11,Taiwan
2020-08-03,30,27,0.0,8.2,6,97,06:37 PM,04:47 AM,05:31 AM,06:40 PM,23,33,33,29,37,82,69,48.2,1005,30,7,176,20,Taiwan
2020-08-04,34,26,0.0,10.7,7,100,07:22 PM,05:45 AM,05:31 AM,06:39 PM,22,34,34,30,51,65,62,9.7,1005,34,9,177,37,Taiwan
2020-08-05,37,29,0.0,13.1,7,88,08:01 PM,06:41 AM,05:32 AM,06:39 PM,22,37,37,33,16,34,55,0.7,1010,37,10,164,12,Taiwan
2020-08-06,35,30,0.0,13.1,7,81,08:36 PM,07:35 AM,05:32 AM,06:38 PM,23,37,37,32,13,35,58,0.2,1011,35,10,141,10,Taiwan
2020-08-07,35,31,0.0,12.0,7,74,09:10 PM,08:27 AM,05:33 AM,06:37 PM,23,38,38,32,8,53,61,9.2,1009,35,9,246,6,Taiwan
2020-08-08,34,30,0.0,9.4,7,67,09:42 PM,09:17 AM,05:33 AM,06:37 PM,23,36,36,31,14,59,63,3.0,1007,34,10,180,11,Taiwan
2020-08-09,33,30,0.0,9.4,7,59,10:14 PM,10:07 AM,05:33 AM,06:36 PM,23,36,36,31,14,63,61,7.1,1004,33,10,268,11,Taiwan
2020-08-10,34,30,0.0,12.0,7,52,10:47 PM,10:56 AM,05:34 AM,06:35 PM,23,36,36,32,14,50,60,0.4,1006,34,10,217,11,Taiwan
2020-08-11,29,27,0.0,9.4,6,45,11:22 PM,11:47 AM,05:34 AM,06:34 PM,23,32,32,28,42,69,71,28.3,1008,29,8,171,27,Taiwan
2020-08-12,35,26,0.0,13.0,7,38,11:59 PM,12:38 PM,05:35 AM,06:34 PM,22,35,35,31,27,48,60,1.1,1013,35,10,191,21,Taiwan
2020-08-13,35,31,0.0,13.0,7,30,No moonrise,01:32 PM,05:35 AM,06:33 PM,23,37,37,32,16,41,61,11.9,1012,35,9,231,11,Taiwan
2020-08-14,34,30,0.0,10.7,7,23,12:41 AM,02:28 PM,05:35 AM,06:32 PM,22,36,36,32,15,55,58,10.0,1010,34,9,261,11,Taiwan
2020-08-15,33,29,0.0,13.0,7,16,01:29 AM,03:25 PM,05:36 AM,06:31 PM,22,35,35,31,9,65,59,19.8,1009,33,8,187,6,Taiwan
2020-08-16,34,25,0.0,9.4,7,8,02:21 AM,04:20 PM,05:36 AM,06:31 PM,22,34,34,30,11,74,59,21.3,1009,34,8,154,8,Taiwan
2020-08-17,35,30,0.0,12.9,7,1,03:20 AM,05:15 PM,05:37 AM,06:30 PM,23,37,37,32,12,47,58,0.6,1009,35,10,173,10,Taiwan
2020-08-18,34,30,0.0,9.4,7,0,04:22 AM,06:06 PM,05:37 AM,06:29 PM,23,37,37,32,16,63,62,2.0,1009,34,10,274,13,Taiwan
2020-08-19,35,29,0.0,12.9,7,0,05:27 AM,06:53 PM,05:37 AM,06:28 PM,23,37,37,32,13,50,57,4.6,1008,35,10,289,10,Taiwan
2020-08-20,34,30,0.0,11.9,7,6,06:31 AM,07:38 PM,05:38 AM,06:27 PM,23,37,37,32,13,57,60,1.0,1009,34,10,231,11,Taiwan
2020-08-21,34,29,0.0,12.9,8,13,07:35 AM,08:19 PM,05:38 AM,06:27 PM,22,36,36,31,15,23,59,2.8,1010,34,10,315,13,Taiwan
2020-08-22,34,30,0.0,12.9,7,20,08:38 AM,09:00 PM,05:38 AM,06:26 PM,23,36,36,32,14,35,61,12.7,1009,34,9,295,10,Taiwan
2020-08-23,34,30,0.0,12.9,7,28,09:40 AM,09:41 PM,05:39 AM,06:25 PM,22,36,36,31,13,49,59,1.3,1006,34,10,225,11,Taiwan
2020-08-24,33,28,0.0,10.6,7,35,10:43 AM,10:22 PM,05:39 AM,06:24 PM,23,35,35,30,20,68,65,29.1,1006,33,8,197,14,Taiwan
2020-08-25,34,29,0.0,10.6,7,42,11:46 AM,11:08 PM,05:39 AM,06:23 PM,23,36,36,31,18,73,63,21.0,1004,34,9,196,13,Taiwan
2020-08-26,30,28,0.0,10.6,6,50,12:48 PM,11:56 PM,05:40 AM,06:22 PM,23,33,33,29,26,60,68,11.4,1003,30,9,159,18,Taiwan
2020-08-27,28,24,0.0,8.0,6,57,01:50 PM,No moonset,05:40 AM,06:21 PM,23,30,30,27,33,89,77,69.4,1003,28,7,157,19,Taiwan
2020-08-28,31,24,0.0,8.0,6,64,02:48 PM,12:48 AM,05:40 AM,06:20 PM,23,32,32,28,34,84,72,41.3,1004,31,7,168,19,Taiwan
2020-08-29,34,29,0.0,12.8,7,71,03:44 PM,01:43 AM,05:41 AM,06:19 PM,22,36,36,31,15,44,60,0.2,1005,34,10,201,12,Taiwan
2020-08-30,34,30,0.0,9.3,7,79,04:33 PM,02:40 AM,05:41 AM,06:18 PM,23,37,37,32,16,69,60,14.5,1006,34,9,295,10,Taiwan
2020-08-31,34,30,0.0,8.0,7,82,05:19 PM,03:37 AM,05:41 AM,06:17 PM,23,37,37,32,12,77,60,29.1,1004,34,8,145,7,Taiwan
2020-09-01,34,30,0.0,12.7,8,97,05:59 PM,04:33 AM,05:42 AM,06:16 PM,22,35,35,31,22,30,59,0.0,1002,34,10,244,18,Taiwan
2020-09-02,35,30,0.0,12.7,8,100,06:35 PM,05:28 AM,05:42 AM,06:16 PM,23,37,37,32,16,44,60,2.8,1005,35,10,210,13,Taiwan
2020-09-03,35,30,0.0,11.9,7,88,07:10 PM,06:20 AM,05:42 AM,06:15 PM,23,37,37,32,13,58,59,1.3,1008,35,10,203,11,Taiwan
2020-09-04,34,30,0.0,7.9,7,81,07:42 PM,07:11 AM,05:43 AM,06:14 PM,23,36,36,32,11,71,59,21.9,1009,34,8,212,7,Taiwan
2020-09-05,35,30,0.0,10.6,7,73,08:14 PM,08:00 AM,05:43 AM,06:13 PM,22,36,36,32,12,63,56,6.5,1006,35,10,215,10,Taiwan
2020-09-06,34,29,0.0,12.7,8,66,08:46 PM,08:50 AM,05:43 AM,06:12 PM,18,33,33,31,16,19,47,0.1,1005,34,10,192,13,Taiwan
2020-09-07,34,27,0.0,12.7,7,58,09:20 PM,09:40 AM,05:44 AM,06:11 PM,17,32,32,31,12,29,43,0.0,1009,34,10,201,10,Taiwan
2020-09-08,34,30,0.0,12.7,8,50,09:56 PM,10:30 AM,05:44 AM,06:10 PM,19,34,34,32,9,29,47,0.0,1012,34,10,155,7,Taiwan
2020-09-09,34,29,0.0,12.7,7,43,10:35 PM,11:23 AM,05:44 AM,06:09 PM,21,34,34,31,11,46,54,0.3,1010,34,10,231,9,Taiwan
2020-09-10,33,30,0.0,10.5,7,35,11:20 PM,12:17 PM,05:45 AM,06:08 PM,23,35,35,31,11,68,63,17.0,1008,33,8,269,8,Taiwan
2020-09-11,33,30,0.0,10.5,7,28,No moonrise,01:12 PM,05:45 AM,06:07 PM,23,35,35,31,11,59,62,2.8,1009,33,10,198,8,Taiwan
2020-09-12,33,28,0.0,7.9,7,20,12:09 AM,02:07 PM,05:45 AM,06:06 PM,23,34,34,30,11,65,64,16.4,1011,33,9,186,7,Taiwan
2020-09-13,33,30,0.0,9.2,7,13,01:04 AM,03:02 PM,05:45 AM,06:05 PM,22,35,35,31,8,65,60,9.2,1012,33,10,142,6,Taiwan
2020-09-14,35,27,0.0,12.6,7,5,02:03 AM,03:53 PM,05:46 AM,06:04 PM,23,35,35,31,9,55,58,4.5,1011,35,9,207,7,Taiwan
2020-09-15,34,31,0.0,11.8,7,0,03:06 AM,04:42 PM,05:46 AM,06:03 PM,23,37,37,32,10,57,59,1.4,1011,34,10,253,8,Taiwan
2020-09-16,35,31,0.0,11.8,7,0,04:10 AM,05:28 PM,05:46 AM,06:02 PM,23,37,37,32,11,50,57,5.3,1010,35,9,264,9,Taiwan
2020-09-17,36,30,0.0,12.5,8,0,05:15 AM,06:11 PM,05:47 AM,06:01 PM,23,38,38,33,9,13,56,0.3,1009,36,10,250,8,Taiwan
2020-09-18,35,31,0.0,11.8,7,2,06:20 AM,06:52 PM,05:47 AM,06:00 PM,23,38,38,33,12,42,57,6.3,1011,35,10,223,9,Taiwan
2020-09-19,33,31,0.0,6.1,7,10,07:25 AM,07:34 PM,05:47 AM,05:59 PM,23,36,36,32,11,58,58,1.0,1013,33,10,248,10,Taiwan
2020-09-20,35,31,0.0,6.1,7,17,08:29 AM,08:17 PM,05:48 AM,05:58 PM,23,37,37,32,12,69,57,9.3,1012,35,9,208,9,Taiwan
2020-09-21,35,30,0.0,7.4,7,25,09:34 AM,09:02 PM,05:48 AM,05:57 PM,23,37,37,32,9,71,59,8.0,1011,35,10,125,7,Taiwan
2020-09-22,34,30,0.0,11.6,7,32,10:39 AM,09:51 PM,05:48 AM,05:56 PM,22,35,35,31,11,44,58,1.6,1010,34,10,184,9,Taiwan
2020-09-23,34,30,0.0,11.6,8,40,11:43 AM,10:43 PM,05:48 AM,05:55 PM,21,34,34,31,11,26,56,0.0,1010,34,10,216,9,Taiwan
2020-09-24,33,29,0.0,7.4,7,47,12:44 PM,11:38 PM,05:49 AM,05:54 PM,22,34,34,31,16,62,59,8.9,1011,33,10,169,11,Taiwan
2020-09-25,32,27,0.0,8.8,7,55,01:41 PM,No moonset,05:49 AM,05:53 PM,20,31,31,29,21,59,59,1.2,1009,32,10,149,18,Taiwan
2020-09-26,32,28,0.0,11.6,7,62,02:32 PM,12:35 AM,05:49 AM,05:52 PM,20,32,32,30,12,49,57,1.0,1010,32,10,187,10,Taiwan
2020-09-27,28,26,0.0,10.2,7,70,03:18 PM,01:32 AM,05:50 AM,05:51 PM,20,29,29,27,18,52,64,0.0,1012,28,10,8,15,Taiwan
2020-09-28,30,27,0.0,7.4,6,78,03:59 PM,02:28 AM,05:50 AM,05:50 PM,21,31,31,28,16,77,63,0.0,1011,30,10,119,13,Taiwan
2020-09-29,32,27,0.0,8.8,7,85,04:36 PM,03:23 AM,05:50 AM,05:49 PM,20,31,31,29,16,67,58,1.0,1009,32,10,178,14,Taiwan
2020-09-30,32,28,0.0,7.4,6,93,05:11 PM,04:15 AM,05:51 AM,05:48 PM,19,31,31,29,16,66,54,0.6,1009,32,10,140,13,Taiwan
2020-10-01,31,28,0.0,7.4,6,97,05:44 PM,05:06 AM,05:51 AM,05:47 PM,20,31,31,29,12,68,59,1.9,1009,31,10,223,10,Taiwan
2020-10-02,32,28,0.0,11.6,7,100,06:15 PM,05:56 AM,05:51 AM,05:46 PM,20,32,32,30,9,42,57,0.1,1011,32,10,123,8,Taiwan
2020-10-03,33,25,0.0,10.2,7,89,06:47 PM,06:45 AM,05:52 AM,05:45 PM,22,33,33,29,10,37,61,1.4,1011,33,10,259,9,Taiwan
2020-10-04,34,27,0.0,11.6,8,82,07:20 PM,07:35 AM,05:52 AM,05:44 PM,21,33,33,30,8,22,55,0.0,1010,34,10,275,7,Taiwan
2020-10-05,32,29,0.0,8.8,7,74,07:55 PM,08:25 AM,05:52 AM,05:43 PM,20,33,33,30,16,50,56,0.1,1011,32,10,220,13,Taiwan
2020-10-06,32,27,0.0,10.2,6,67,08:32 PM,09:17 AM,05:53 AM,05:42 PM,19,31,31,29,22,37,54,0.0,1013,32,10,138,18,Taiwan
2020-10-07,31,27,0.0,11.6,7,60,09:15 PM,10:10 AM,05:53 AM,05:41 PM,18,30,30,29,19,36,53,0.0,1013,31,10,142,16,Taiwan
2020-10-08,30,26,0.0,10.2,6,53,10:01 PM,11:04 AM,05:54 AM,05:40 PM,16,28,28,27,20,41,50,0.0,1014,30,10,142,17,Taiwan
2020-10-09,31,27,0.0,11.6,7,45,10:53 PM,11:58 AM,05:54 AM,05:39 PM,17,29,29,28,15,12,52,0.0,1013,31,10,98,13,Taiwan
2020-10-10,31,26,0.0,11.6,7,38,11:49 PM,12:52 PM,05:54 AM,05:38 PM,18,30,30,28,19,30,56,0.0,1012,31,10,135,15,Taiwan
2020-10-11,32,26,0.0,11.6,7,31,No moonrise,01:43 PM,05:55 AM,05:37 PM,20,31,31,29,19,19,61,0.0,1010,32,10,147,16,Taiwan
2020-10-12,33,28,0.0,11.6,7,23,12:48 AM,02:31 PM,05:55 AM,05:36 PM,22,33,33,30,16,32,63,1.9,1010,33,10,223,13,Taiwan
2020-10-13,32,28,0.0,11.6,7,16,01:51 AM,03:17 PM,05:56 AM,05:36 PM,22,33,33,30,13,26,64,0.1,1012,32,10,209,11,Taiwan
2020-10-14,32,29,0.0,11.6,8,9,02:54 AM,04:01 PM,05:56 AM,05:35 PM,21,33,33,30,13,30,61,0.0,1014,32,10,242,11,Taiwan
2020-10-15,32,29,0.0,11.6,7,2,03:58 AM,04:42 PM,05:56 AM,05:34 PM,20,32,32,30,12,25,58,0.0,1014,32,10,228,10,Taiwan
2020-10-16,32,28,0.0,11.6,8,0,05:02 AM,05:24 PM,05:57 AM,05:33 PM,21,32,32,29,15,23,59,0.0,1014,32,10,159,12,Taiwan
2020-10-17,31,26,0.0,10.2,6,0,06:07 AM,06:06 PM,05:57 AM,05:32 PM,19,30,30,28,19,50,59,0.9,1014,31,10,159,16,Taiwan
2020-10-18,31,26,0.0,11.6,7,5,07:14 AM,06:52 PM,05:58 AM,05:31 PM,19,30,30,28,20,34,58,0.0,1015,31,10,134,17,Taiwan
2020-10-19,31,26,0.0,11.6,7,13,08:21 AM,07:40 PM,05:58 AM,05:30 PM,18,29,29,28,21,17,57,0.0,1015,31,10,135,18,Taiwan
2020-10-20,30,26,0.0,11.6,7,20,09:28 AM,08:33 PM,05:58 AM,05:30 PM,18,29,29,28,21,12,58,0.0,1014,30,10,135,17,Taiwan
2020-10-21,32,26,0.0,11.6,7,27,10:33 AM,09:29 PM,05:59 AM,05:29 PM,21,31,31,29,23,10,63,0.0,1009,32,10,135,18,Taiwan
2020-10-22,28,24,0.0,5.8,6,35,11:34 AM,10:27 PM,05:59 AM,05:28 PM,20,29,29,27,25,83,70,5.8,1009,28,10,54,20,Taiwan
2020-10-23,28,23,0.0,10.1,6,42,12:29 PM,11:26 PM,06:00 AM,05:27 PM,17,27,27,25,24,55,63,4.7,1012,28,10,153,19,Taiwan
2020-10-24,28,24,0.0,11.3,7,49,01:18 PM,No moonset,06:00 AM,05:27 PM,16,27,27,26,14,46,55,0.0,1015,28,10,220,12,Taiwan
2020-10-25,29,26,0.0,8.7,6,56,02:00 PM,12:23 AM,06:01 AM,05:26 PM,18,28,28,27,10,46,57,0.0,1015,29,10,302,8,Taiwan
2020-10-26,30,25,0.0,8.7,7,64,02:38 PM,01:18 AM,06:01 AM,05:25 PM,18,29,29,27,13,25,59,0.0,1013,30,10,204,11,Taiwan
2020-10-27,31,27,0.0,8.7,7,71,03:13 PM,02:11 AM,06:02 AM,05:24 PM,19,30,30,28,11,13,58,0.0,1013,31,10,225,9,Taiwan
2020-10-28,31,28,0.0,8.7,7,78,03:46 PM,03:02 AM,06:02 AM,05:24 PM,20,32,32,29,11,26,60,0.0,1015,31,10,165,9,Taiwan
2020-10-29,31,26,0.0,8.7,6,85,04:17 PM,03:52 AM,06:03 AM,05:23 PM,20,30,30,28,18,46,60,0.1,1017,31,10,208,15,Taiwan
2020-10-30,29,25,0.0,8.7,7,93,04:49 PM,04:41 AM,06:03 AM,05:22 PM,17,27,27,26,21,50,55,0.0,1017,29,10,180,17,Taiwan
2020-10-31,28,24,0.0,8.7,6,97,05:21 PM,05:31 AM,06:04 AM,05:22 PM,15,27,27,26,17,45,50,0.0,1017,28,10,140,14,Taiwan
2020-11-01,29,21,0.0,8.7,7,89,05:55 PM,06:21 AM,06:04 AM,05:21 PM,17,27,27,26,11,19,57,0.0,1015,29,10,196,10,Taiwan
2020-11-02,29,25,0.0,8.7,7,81,06:32 PM,07:13 AM,06:05 AM,05:21 PM,18,29,29,27,14,4,58,0.0,1014,29,10,186,12,Taiwan
2020-11-03,28,24,0.0,8.7,7,74,07:13 PM,08:06 AM,06:06 AM,05:20 PM,15,27,27,26,23,39,52,0.0,1015,28,10,135,18,Taiwan
2020-11-04,28,24,0.0,7.2,6,66,07:58 PM,09:00 AM,06:06 AM,05:19 PM,14,26,26,25,12,48,51,0.1,1016,28,10,136,10,Taiwan
2020-11-05,29,24,0.0,8.7,7,58,08:47 PM,09:54 AM,06:07 AM,05:19 PM,17,27,27,26,14,14,56,0.0,1016,29,10,194,12,Taiwan
2020-11-06,30,25,0.0,8.7,7,51,09:41 PM,10:47 AM,06:07 AM,05:18 PM,20,29,29,27,25,30,66,0.0,1013,30,10,178,20,Taiwan
2020-11-07,25,19,0.0,4.2,5,43,10:38 PM,11:38 AM,06:08 AM,05:18 PM,22,27,27,24,18,74,81,34.7,1013,25,7,69,13,Taiwan
