date_time,Puerto%20Rico_maxtempC,Puerto%20Rico_mintempC,Puerto%20Rico_totalSnow_cm,Puerto%20Rico_sunHour,Puerto%20Rico_uvIndex,Puerto%20Rico_moon_illumination,Puerto%20Rico_moonrise,Puerto%20Rico_moonset,Puerto%20Rico_sunrise,Puerto%20Rico_sunset,Puerto%20Rico_DewPointC,Puerto%20Rico_FeelsLikeC,Puerto%20Rico_HeatIndexC,Puerto%20Rico_WindChillC,Puerto%20Rico_WindGustKmph,Puerto%20Rico_cloudcover,Puerto%20Rico_humidity,Puerto%20Rico_precipMM,Puerto%20Rico_pressure,Puerto%20Rico_tempC,Puerto%20Rico_visibility,Puerto%20Rico_winddirDegree,Puerto%20Rico_windspeedKmph,Puerto%20Rico_location
2020-07-25,18,10,0.0,10.1,3,32,11:04 AM,11:27 PM,07:24 AM,06:10 PM,8,12,12,12,10,46,76,8.1,1022,18,9,200,7,Puerto%20Rico
2020-07-26,20,7,0.0,8.5,3,39,11:42 AM,No moonset,07:24 AM,06:10 PM,6,13,13,13,5,42,66,0.0,1020,20,10,124,3,Puerto%20Rico
2020-07-27,28,16,0.0,10.1,5,46,12:20 PM,12:29 AM,07:23 AM,06:11 PM,15,22,22,21,9,38,76,0.2,1015,28,9,74,5,Puerto%20Rico
2020-07-28,18,12,0.0,5.4,4,53,01:00 PM,01:32 AM,07:23 AM,06:11 PM,15,16,16,16,9,65,95,7.9,1018,18,10,175,6,Puerto%20Rico
2020-07-29,18,8,0.0,10.1,3,61,01:45 PM,02:36 AM,07:22 AM,06:12 PM,8,12,12,12,10,66,79,0.1,1023,18,7,180,7,Puerto%20Rico
2020-07-30,25,8,0.0,10.9,4,68,02:33 PM,03:40 AM,07:21 AM,06:12 PM,12,16,17,16,5,44,81,0.0,1020,25,8,184,3,Puerto%20Rico
2020-07-31,20,15,0.0,10.9,4,72,03:26 PM,04:41 AM,07:21 AM,06:13 PM,12,17,17,17,9,53,76,0.0,1021,20,10,57,5,Puerto%20Rico
2020-08-01,28,14,0.0,10.9,5,82,04:22 PM,05:41 AM,07:20 AM,06:13 PM,14,20,21,20,8,14,72,0.0,1021,28,9,53,5,Puerto%20Rico
2020-08-02,29,15,0.0,11.0,6,90,05:21 PM,06:35 AM,07:19 AM,06:14 PM,13,21,21,21,7,0,68,0.0,1022,29,10,62,4,Puerto%20Rico
2020-08-03,28,15,0.0,11.0,6,97,06:20 PM,07:24 AM,07:19 AM,06:14 PM,13,21,21,21,6,0,68,0.0,1023,28,10,63,4,Puerto%20Rico
2020-08-04,28,15,0.0,11.0,6,100,07:17 PM,08:06 AM,07:18 AM,06:15 PM,13,22,22,21,8,0,65,0.0,1022,28,10,46,5,Puerto%20Rico
2020-08-05,29,15,0.0,11.0,6,88,08:12 PM,08:44 AM,07:17 AM,06:15 PM,12,22,22,21,10,0,61,0.0,1020,29,10,38,6,Puerto%20Rico
2020-08-06,29,15,0.0,11.0,6,81,09:06 PM,09:19 AM,07:17 AM,06:16 PM,11,21,21,21,9,0,60,0.0,1021,29,10,124,5,Puerto%20Rico
2020-08-07,29,14,0.0,11.0,6,74,09:58 PM,09:51 AM,07:16 AM,06:16 PM,11,21,21,21,7,4,59,0.0,1020,29,10,91,5,Puerto%20Rico
2020-08-08,30,14,0.0,11.0,6,67,10:49 PM,10:21 AM,07:15 AM,06:16 PM,10,22,22,21,5,1,56,0.0,1020,30,10,135,3,Puerto%20Rico
2020-08-09,29,14,0.0,11.0,6,59,11:40 PM,10:52 AM,07:14 AM,06:17 PM,10,21,21,21,7,0,55,0.0,1018,29,10,88,5,Puerto%20Rico
2020-08-10,30,15,0.0,11.0,6,52,No moonrise,11:23 AM,07:14 AM,06:17 PM,11,22,22,22,11,3,56,0.0,1012,30,10,76,7,Puerto%20Rico
2020-08-11,29,15,0.0,11.1,6,45,12:32 AM,11:56 AM,07:13 AM,06:18 PM,13,22,22,22,8,10,62,0.0,1012,29,10,121,6,Puerto%20Rico
2020-08-12,15,6,0.0,7.0,3,38,01:26 AM,12:32 PM,07:12 AM,06:18 PM,13,13,14,13,7,64,88,26.2,1011,15,8,170,5,Puerto%20Rico
2020-08-13,17,14,0.0,5.5,4,30,02:20 AM,01:13 PM,07:11 AM,06:19 PM,15,15,15,15,3,96,98,6.0,1011,17,5,190,2,Puerto%20Rico
2020-08-14,23,12,0.0,7.1,4,23,03:17 AM,02:00 PM,07:10 AM,06:19 PM,16,17,17,17,6,81,94,12.8,1008,23,6,154,4,Puerto%20Rico
2020-08-15,24,16,0.0,5.6,4,16,04:14 AM,02:52 PM,07:09 AM,06:20 PM,17,19,19,19,7,80,91,12.6,1009,24,9,209,4,Puerto%20Rico
2020-08-16,24,11,0.0,11.1,4,8,05:10 AM,03:51 PM,07:09 AM,06:20 PM,12,17,17,17,10,22,76,0.2,1013,24,9,172,7,Puerto%20Rico
2020-08-17,28,11,0.0,11.1,5,1,06:04 AM,04:54 PM,07:08 AM,06:21 PM,11,19,19,19,6,9,72,0.0,1012,28,9,178,3,Puerto%20Rico
2020-08-18,20,15,0.0,7.1,4,0,06:54 AM,05:59 PM,07:07 AM,06:21 PM,17,18,18,18,5,78,97,12.8,1008,20,7,196,3,Puerto%20Rico
2020-08-19,24,15,0.0,5.6,4,0,07:40 AM,07:06 PM,07:06 AM,06:22 PM,16,18,18,18,5,78,90,12.1,1012,24,8,116,3,Puerto%20Rico
2020-08-20,14,9,0.0,5.6,3,6,08:22 AM,08:11 PM,07:05 AM,06:22 PM,6,10,11,10,14,75,72,0.1,1026,14,10,188,10,Puerto%20Rico
2020-08-21,13,3,0.0,11.2,3,13,09:02 AM,09:16 PM,07:04 AM,06:23 PM,0,7,8,7,10,1,62,0.0,1029,13,10,173,7,Puerto%20Rico
2020-08-22,23,4,0.0,11.2,5,20,09:41 AM,10:21 PM,07:03 AM,06:23 PM,5,13,14,13,5,0,68,0.0,1025,23,10,99,3,Puerto%20Rico
2020-08-23,21,8,0.0,11.2,5,28,10:19 AM,11:25 PM,07:02 AM,06:23 PM,8,14,14,14,10,11,73,0.0,1021,21,10,57,6,Puerto%20Rico
2020-08-24,25,14,0.0,11.2,4,35,11:00 AM,No moonset,07:01 AM,06:24 PM,11,18,18,18,12,37,66,0.0,1017,25,10,50,7,Puerto%20Rico
2020-08-25,28,15,0.0,11.2,6,42,11:43 AM,12:29 AM,07:00 AM,06:24 PM,13,20,20,20,13,5,64,0.0,1013,28,10,39,8,Puerto%20Rico
2020-08-26,29,15,0.0,11.6,6,50,12:30 PM,01:34 AM,06:59 AM,06:25 PM,12,21,21,21,12,4,59,0.0,1013,29,10,29,7,Puerto%20Rico
2020-08-27,31,15,0.0,11.6,6,57,01:21 PM,02:36 AM,06:58 AM,06:25 PM,12,23,23,23,11,3,57,0.0,1013,31,10,68,7,Puerto%20Rico
2020-08-28,32,16,0.0,11.6,7,64,02:16 PM,03:36 AM,06:57 AM,06:26 PM,13,24,24,24,10,9,58,0.0,1012,32,10,68,7,Puerto%20Rico
2020-08-29,34,17,0.0,11.6,7,71,03:13 PM,04:30 AM,06:56 AM,06:26 PM,14,26,26,25,11,6,57,0.0,1010,34,10,24,7,Puerto%20Rico
2020-08-30,33,17,0.0,11.6,7,79,04:11 PM,05:20 AM,06:55 AM,06:27 PM,15,26,26,25,8,8,63,0.0,1012,33,10,187,5,Puerto%20Rico
2020-08-31,32,15,0.0,11.6,7,82,05:09 PM,06:04 AM,06:54 AM,06:27 PM,15,24,24,23,7,16,67,0.0,1016,32,10,179,5,Puerto%20Rico
2020-09-01,33,16,0.0,11.6,6,97,06:04 PM,06:43 AM,06:53 AM,06:27 PM,16,24,24,24,6,31,70,0.0,1017,33,7,207,4,Puerto%20Rico
2020-09-02,31,19,0.0,11.6,6,100,06:58 PM,07:19 AM,06:51 AM,06:28 PM,16,24,24,23,10,18,68,0.0,1014,31,10,123,7,Puerto%20Rico
2020-09-03,24,15,0.0,8.7,4,88,07:51 PM,07:51 AM,06:50 AM,06:28 PM,16,18,18,18,9,64,88,5.9,1013,24,10,211,6,Puerto%20Rico
2020-09-04,31,11,0.0,11.6,5,81,08:42 PM,08:22 AM,06:49 AM,06:29 PM,12,21,21,20,7,40,67,0.0,1015,31,7,178,4,Puerto%20Rico
2020-09-05,36,17,0.0,11.6,7,73,09:34 PM,08:52 AM,06:48 AM,06:29 PM,14,26,26,26,8,6,58,0.0,1013,36,10,98,5,Puerto%20Rico
2020-09-06,33,19,0.0,11.6,7,66,10:24 PM,09:23 AM,06:47 AM,06:30 PM,15,28,28,26,10,6,57,0.0,1010,33,10,124,7,Puerto%20Rico
2020-09-07,23,18,0.0,11.6,6,58,11:17 PM,09:55 AM,06:46 AM,06:30 PM,15,20,20,20,9,16,72,0.0,1013,23,10,180,7,Puerto%20Rico
2020-09-08,33,16,0.0,11.6,6,50,No moonrise,10:29 AM,06:45 AM,06:30 PM,16,24,24,23,5,22,69,0.0,1012,33,9,225,3,Puerto%20Rico
2020-09-09,34,18,0.0,11.6,7,43,12:11 AM,11:08 AM,06:44 AM,06:31 PM,16,26,26,25,6,6,60,0.0,1011,34,10,180,4,Puerto%20Rico
2020-09-10,38,19,0.0,11.6,7,35,01:06 AM,11:51 AM,06:43 AM,06:31 PM,17,30,30,29,7,18,60,0.0,1014,38,9,138,4,Puerto%20Rico
2020-09-11,38,21,0.0,11.6,8,28,02:02 AM,12:39 PM,06:41 AM,06:32 PM,15,30,30,29,10,9,50,0.0,1009,38,10,125,7,Puerto%20Rico
2020-09-12,39,21,0.0,11.6,8,20,02:57 AM,01:34 PM,06:40 AM,06:32 PM,12,29,29,29,9,8,39,0.0,1007,39,10,134,6,Puerto%20Rico
2020-09-13,39,21,0.0,11.6,8,13,03:51 AM,02:34 PM,06:39 AM,06:32 PM,9,31,31,30,13,2,33,0.0,1010,39,10,128,9,Puerto%20Rico
2020-09-14,29,20,0.0,10.2,6,5,04:42 AM,03:38 PM,06:38 AM,06:33 PM,15,25,25,24,13,19,61,0.0,1018,29,10,172,9,Puerto%20Rico
2020-09-15,33,16,0.0,11.6,7,0,05:30 AM,04:44 PM,06:37 AM,06:33 PM,13,24,24,24,8,29,53,0.0,1015,33,10,178,6,Puerto%20Rico
2020-09-16,31,21,0.0,10.2,6,0,06:13 AM,05:51 PM,06:36 AM,06:34 PM,15,26,26,25,9,37,57,0.6,1011,31,10,154,6,Puerto%20Rico
2020-09-17,28,16,0.0,11.6,5,0,06:54 AM,06:57 PM,06:35 AM,06:34 PM,16,23,23,22,7,51,76,4.0,1012,28,9,195,4,Puerto%20Rico
2020-09-18,34,15,0.0,11.6,6,2,07:35 AM,08:04 PM,06:33 AM,06:35 PM,14,26,26,25,4,32,63,0.0,1012,34,8,171,2,Puerto%20Rico
2020-09-19,30,14,0.0,11.6,5,10,08:14 AM,09:11 PM,06:32 AM,06:35 PM,13,23,23,22,11,16,64,0.0,1014,30,8,180,8,Puerto%20Rico
2020-09-20,26,11,0.0,10.2,4,17,08:55 AM,10:17 PM,06:31 AM,06:35 PM,6,18,18,18,11,33,51,0.2,1019,26,10,173,8,Puerto%20Rico
2020-09-21,26,8,0.0,11.6,5,25,09:39 AM,11:24 PM,06:30 AM,06:36 PM,3,17,17,17,11,0,50,0.0,1019,26,10,165,8,Puerto%20Rico
2020-09-22,31,9,0.0,11.6,6,32,10:25 AM,No moonset,06:29 AM,06:36 PM,9,20,20,20,7,4,57,0.0,1018,31,10,208,4,Puerto%20Rico
2020-09-23,33,15,0.0,11.6,6,40,11:17 AM,12:29 AM,06:28 AM,06:37 PM,13,24,24,23,6,17,61,0.0,1019,33,8,48,4,Puerto%20Rico
2020-09-24,34,16,0.0,11.6,7,47,12:11 PM,01:31 AM,06:27 AM,06:37 PM,12,25,25,24,8,3,53,0.0,1016,34,10,128,5,Puerto%20Rico
2020-09-25,37,17,0.0,11.6,7,55,01:08 PM,02:28 AM,06:25 AM,06:38 PM,12,27,27,27,9,4,46,0.0,1012,37,10,79,6,Puerto%20Rico
2020-09-26,40,20,0.0,11.6,8,62,02:06 PM,03:19 AM,06:24 AM,06:38 PM,12,30,30,30,13,4,39,0.0,1006,40,10,75,8,Puerto%20Rico
2020-09-27,34,24,0.0,8.8,6,70,03:03 PM,04:04 AM,06:23 AM,06:39 PM,14,29,29,28,14,33,45,1.2,1004,34,10,186,8,Puerto%20Rico
2020-09-28,29,16,0.0,11.6,5,78,03:59 PM,04:44 AM,06:22 AM,06:39 PM,13,22,22,22,11,47,67,9.9,1012,29,10,198,7,Puerto%20Rico
2020-09-29,36,14,0.0,11.6,6,85,04:53 PM,05:20 AM,06:21 AM,06:39 PM,13,25,25,25,8,30,53,0.1,1010,36,10,157,5,Puerto%20Rico
2020-09-30,40,23,0.0,11.6,8,93,05:46 PM,05:53 AM,06:20 AM,06:40 PM,16,32,32,31,11,11,47,0.0,1007,40,10,72,7,Puerto%20Rico
2020-10-01,42,23,0.0,11.6,8,97,06:37 PM,06:23 AM,06:19 AM,06:40 PM,12,33,33,32,10,3,35,0.0,1004,42,10,140,7,Puerto%20Rico
2020-10-02,42,23,0.0,11.6,9,100,07:28 PM,06:54 AM,06:18 AM,06:41 PM,12,34,34,33,11,4,35,0.0,1006,42,10,182,7,Puerto%20Rico
2020-10-03,39,21,0.0,11.6,8,89,08:19 PM,07:24 AM,06:17 AM,06:41 PM,18,32,32,30,11,5,58,0.0,1010,39,10,182,8,Puerto%20Rico
2020-10-04,36,17,0.0,11.6,7,82,09:12 PM,07:55 AM,06:15 AM,06:42 PM,16,27,27,27,8,9,60,0.0,1010,36,10,194,6,Puerto%20Rico
2020-10-05,34,19,0.0,11.6,7,74,10:05 PM,08:29 AM,06:14 AM,06:42 PM,16,27,27,26,10,11,60,0.0,1011,34,10,212,7,Puerto%20Rico
2020-10-06,38,15,0.0,11.6,7,67,10:59 PM,09:05 AM,06:13 AM,06:43 PM,15,27,27,27,8,7,56,0.0,1011,38,10,165,5,Puerto%20Rico
2020-10-07,40,21,0.0,11.6,7,60,11:54 PM,09:46 AM,06:12 AM,06:43 PM,16,31,31,30,8,18,50,0.1,1009,40,10,190,6,Puerto%20Rico
2020-10-08,34,19,0.0,7.5,6,53,No moonrise,10:32 AM,06:11 AM,06:44 PM,19,27,27,26,9,52,71,3.0,1010,34,10,177,6,Puerto%20Rico
2020-10-09,21,16,0.0,6.2,4,45,12:48 AM,11:23 AM,06:10 AM,06:44 PM,17,18,18,18,6,81,96,9.5,1011,21,9,186,4,Puerto%20Rico
2020-10-10,30,12,0.0,11.6,6,38,01:42 AM,12:19 PM,06:09 AM,06:45 PM,10,20,20,20,7,27,63,0.0,1014,30,8,153,4,Puerto%20Rico
2020-10-11,34,12,0.0,11.6,7,31,02:32 AM,01:20 PM,06:08 AM,06:45 PM,7,23,23,23,5,7,42,0.0,1014,34,10,159,3,Puerto%20Rico
2020-10-12,36,15,0.0,11.6,7,23,03:20 AM,02:23 PM,06:07 AM,06:46 PM,9,26,26,26,7,5,41,0.0,1013,36,10,176,4,Puerto%20Rico
2020-10-13,35,15,0.0,11.6,7,16,04:04 AM,03:28 PM,06:06 AM,06:47 PM,11,25,25,25,8,10,49,0.0,1012,35,10,194,5,Puerto%20Rico
2020-10-14,36,17,0.0,11.6,6,9,04:45 AM,04:34 PM,06:05 AM,06:47 PM,12,25,25,25,8,23,45,1.4,1011,36,10,176,5,Puerto%20Rico
2020-10-15,23,17,0.0,7.6,5,2,05:25 AM,05:41 PM,06:04 AM,06:48 PM,17,20,21,20,7,78,84,3.8,1014,23,10,228,4,Puerto%20Rico
2020-10-16,31,18,0.0,7.6,6,0,06:05 AM,06:48 PM,06:03 AM,06:48 PM,18,26,26,24,7,52,71,0.8,1014,31,10,136,5,Puerto%20Rico
2020-10-17,33,19,0.0,11.6,7,0,06:45 AM,07:56 PM,06:02 AM,06:49 PM,16,26,26,25,8,15,63,0.0,1013,33,9,119,5,Puerto%20Rico
2020-10-18,33,18,0.0,11.6,7,5,07:29 AM,09:05 PM,06:01 AM,06:49 PM,14,26,26,26,8,9,51,0.0,1011,33,10,163,5,Puerto%20Rico
2020-10-19,36,19,0.0,12.5,7,13,08:15 AM,10:14 PM,06:00 AM,06:50 PM,16,29,29,27,8,8,54,0.0,1009,36,10,119,5,Puerto%20Rico
2020-10-20,34,20,0.0,12.9,6,20,09:07 AM,11:20 PM,05:59 AM,06:51 PM,16,28,28,27,6,21,55,0.0,1011,34,10,147,4,Puerto%20Rico
2020-10-21,38,21,0.0,12.9,8,27,10:02 AM,No moonset,05:59 AM,06:51 PM,16,29,29,28,6,24,50,0.0,1013,38,10,119,4,Puerto%20Rico
2020-10-22,37,21,0.0,12.9,8,35,11:00 AM,12:21 AM,05:58 AM,06:52 PM,14,30,30,29,7,30,45,0.0,1013,37,10,51,5,Puerto%20Rico
2020-10-23,37,21,0.0,13.0,7,42,11:59 AM,01:16 AM,05:57 AM,06:52 PM,14,29,29,28,7,21,46,0.0,1012,37,10,57,5,Puerto%20Rico
2020-10-24,36,20,0.0,13.0,6,49,12:58 PM,02:04 AM,05:56 AM,06:53 PM,15,29,29,28,7,21,48,0.0,1008,36,10,85,4,Puerto%20Rico
2020-10-25,38,18,0.0,13.0,8,56,01:54 PM,02:45 AM,05:55 AM,06:54 PM,16,28,28,28,8,16,56,0.0,1005,38,10,167,5,Puerto%20Rico
2020-10-26,26,19,0.0,9.4,5,64,02:49 PM,03:22 AM,05:54 AM,06:54 PM,18,22,23,22,10,75,82,35.7,1006,26,9,171,6,Puerto%20Rico
2020-10-27,29,12,0.0,13.0,5,71,03:42 PM,03:56 AM,05:53 AM,06:55 PM,12,21,21,21,7,43,68,0.0,1007,29,6,220,5,Puerto%20Rico
2020-10-28,38,14,0.0,13.0,7,78,04:33 PM,04:26 AM,05:53 AM,06:56 PM,12,27,27,27,4,0,52,0.0,1006,38,10,161,2,Puerto%20Rico
2020-10-29,32,16,0.0,13.0,7,85,05:24 PM,04:57 AM,05:52 AM,06:56 PM,12,24,24,24,11,15,51,0.0,1010,32,10,179,7,Puerto%20Rico
2020-10-30,31,13,0.0,13.1,6,93,06:15 PM,05:27 AM,05:51 AM,06:57 PM,12,22,22,22,10,19,57,0.0,1015,31,10,194,6,Puerto%20Rico
2020-10-31,26,15,0.0,9.4,5,97,07:07 PM,05:57 AM,05:50 AM,06:58 PM,16,20,20,20,9,65,79,8.6,1016,26,9,147,5,Puerto%20Rico
2020-11-01,31,13,0.0,13.1,6,89,08:00 PM,06:30 AM,05:50 AM,06:58 PM,12,23,23,23,8,26,58,0.0,1015,31,9,142,5,Puerto%20Rico
2020-11-02,31,14,0.0,13.1,5,81,08:54 PM,07:05 AM,05:49 AM,06:59 PM,10,23,23,23,7,23,49,0.0,1013,31,10,192,4,Puerto%20Rico
2020-11-03,30,15,0.0,13.5,6,74,09:49 PM,07:45 AM,05:48 AM,07:00 PM,10,22,22,22,7,28,48,0.0,1012,30,10,202,4,Puerto%20Rico
2020-11-04,31,14,0.0,13.5,7,66,10:44 PM,08:28 AM,05:48 AM,07:00 PM,9,23,23,24,10,3,46,0.0,1013,31,10,171,6,Puerto%20Rico
2020-11-05,34,11,0.0,13.5,7,58,11:37 PM,09:18 AM,05:47 AM,07:01 PM,5,23,23,23,8,4,40,0.0,1013,34,10,131,5,Puerto%20Rico
2020-11-06,35,14,0.0,13.6,7,51,No moonrise,10:11 AM,05:46 AM,07:02 PM,7,25,25,25,7,0,40,0.0,1011,35,10,151,5,Puerto%20Rico
2020-11-07,36,17,0.0,13.6,7,43,12:27 AM,11:09 AM,05:46 AM,07:03 PM,9,27,27,27,6,4,38,0.0,1013,36,10,168,5,Puerto%20Rico
2020-11-08,38,19,0.0,13.6,8,36,01:15 AM,12:09 PM,05:45 AM,07:03 PM,12,29,29,29,7,18,39,0.3,1012,38,10,191,5,Puerto%20Rico
2020-11-09,26,12,0.0,9.7,5,28,01:59 AM,01:12 PM,05:45 AM,07:04 PM,18,20,21,20,10,75,86,11.0,1012,26,9,118,6,Puerto%20Rico
2020-11-10,26,18,0.0,8.5,5,21,02:39 AM,02:14 PM,05:44 AM,07:05 PM,19,23,23,21,6,83,89,4.0,1012,26,8,50,4,Puerto%20Rico
2020-11-11,30,19,0.0,8.5,6,13,03:18 AM,03:19 PM,05:44 AM,07:06 PM,20,26,26,25,4,80,81,12.5,1010,30,8,134,2,Puerto%20Rico
2020-11-12,34,19,0.0,12.1,6,6,03:56 AM,04:24 PM,05:43 AM,07:06 PM,18,28,28,27,3,33,64,0.2,1010,34,8,169,2,Puerto%20Rico
2020-11-13,36,19,0.0,13.6,8,0,04:35 AM,05:31 PM,05:43 AM,07:07 PM,16,29,29,28,5,19,55,0.0,1009,36,10,158,3,Puerto%20Rico
2020-11-14,36,19,0.0,13.7,7,0,05:16 AM,06:39 PM,05:42 AM,07:08 PM,17,30,30,28,7,13,57,0.0,1007,36,10,172,5,Puerto%20Rico
2020-11-15,25,20,0.0,9.7,5,0,06:01 AM,07:50 PM,05:42 AM,07:09 PM,20,22,23,22,6,67,89,9.1,1009,25,8,152,4,Puerto%20Rico
2020-11-16,27,21,0.0,10.9,6,2,06:51 AM,08:59 PM,05:41 AM,07:09 PM,21,26,26,24,6,69,86,12.5,1008,27,8,196,4,Puerto%20Rico
2020-11-17,32,16,0.0,13.3,6,9,07:46 AM,10:05 PM,05:41 AM,07:10 PM,14,24,24,24,11,19,61,0.0,1008,32,8,178,7,Puerto%20Rico
2020-11-18,30,16,0.0,13.7,6,17,08:45 AM,11:05 PM,05:41 AM,07:11 PM,10,23,23,23,11,16,49,0.0,1009,30,10,186,8,Puerto%20Rico
2020-11-19,30,15,0.0,13.7,6,24,09:46 AM,11:58 PM,05:40 AM,07:12 PM,10,23,23,23,11,9,49,0.0,1012,30,10,179,8,Puerto%20Rico
2020-11-20,31,14,0.0,13.7,7,32,10:47 AM,No moonset,05:40 AM,07:12 PM,11,24,24,24,6,12,52,0.0,1012,31,10,189,4,Puerto%20Rico
2020-11-21,34,15,0.0,13.7,7,39,11:46 AM,12:43 AM,05:40 AM,07:13 PM,11,24,24,24,7,15,49,0.0,1011,34,10,195,4,Puerto%20Rico
2020-11-22,36,16,0.0,13.7,7,47,12:42 PM,01:23 AM,05:40 AM,07:14 PM,10,26,26,27,6,5,42,0.0,1013,36,10,171,4,Puerto%20Rico
2020-11-23,36,18,0.0,13.8,7,54,01:36 PM,01:57 AM,05:39 AM,07:15 PM,13,28,28,28,9,9,46,0.0,1013,36,10,126,6,Puerto%20Rico
2020-11-24,37,20,0.0,13.8,8,62,02:28 PM,02:29 AM,05:39 AM,07:16 PM,12,29,29,29,11,4,43,0.0,1013,37,10,40,8,Puerto%20Rico
2020-11-25,38,20,0.0,13.8,8,70,03:19 PM,02:59 AM,05:39 AM,07:16 PM,13,30,30,29,12,7,41,0.0,1010,38,10,72,8,Puerto%20Rico
2020-11-26,37,23,0.0,13.8,8,77,04:10 PM,03:29 AM,05:39 AM,07:17 PM,15,32,32,31,14,27,49,1.3,1009,37,10,145,10,Puerto%20Rico
2020-11-27,30,19,0.0,12.1,6,85,05:02 PM,03:59 AM,05:39 AM,07:18 PM,20,26,26,24,6,67,77,3.5,1012,30,8,162,4,Puerto%20Rico
2020-11-28,38,20,0.0,13.3,7,92,05:54 PM,04:31 AM,05:39 AM,07:19 PM,18,30,30,29,11,58,63,0.6,1011,38,7,68,7,Puerto%20Rico
2020-11-29,36,21,0.0,13.3,7,100,06:48 PM,05:06 AM,05:39 AM,07:19 PM,19,30,30,28,9,66,70,7.6,1011,36,10,163,5,Puerto%20Rico
2020-11-30,29,20,0.0,12.2,6,100,07:44 PM,05:44 AM,05:39 AM,07:20 PM,19,26,26,24,11,50,74,2.8,1010,29,10,161,7,Puerto%20Rico
2020-12-01,36,19,0.0,13.3,7,89,08:39 PM,06:26 AM,05:39 AM,07:21 PM,18,29,29,28,6,42,65,0.0,1010,36,7,211,4,Puerto%20Rico
2020-12-02,30,20,0.0,9.8,6,82,09:34 PM,07:14 AM,05:39 AM,07:22 PM,20,26,26,24,9,58,81,7.0,1007,30,10,111,6,Puerto%20Rico
2020-12-03,31,20,0.0,9.8,6,75,10:25 PM,08:07 AM,05:39 AM,07:22 PM,20,26,26,24,11,69,80,80.5,1006,31,8,212,8,Puerto%20Rico
2020-12-04,25,18,0.0,11.0,5,67,11:14 PM,09:04 AM,05:39 AM,07:23 PM,19,20,21,20,4,74,94,22.9,1013,25,6,124,2,Puerto%20Rico
2020-12-05,32,20,0.0,13.9,7,60,11:58 PM,10:03 AM,05:39 AM,07:24 PM,15,25,25,25,10,30,61,0.1,1015,32,10,175,8,Puerto%20Rico
2020-12-06,31,16,0.0,12.2,6,53,No moonrise,11:03 AM,05:39 AM,07:25 PM,16,24,24,24,6,41,69,0.1,1013,31,10,148,4,Puerto%20Rico
2020-12-07,33,17,0.0,13.3,6,46,12:38 AM,12:04 PM,05:39 AM,07:25 PM,15,26,26,26,6,43,63,0.0,1012,33,6,168,4,Puerto%20Rico
2020-12-08,36,17,0.0,13.9,7,38,01:17 AM,01:06 PM,05:39 AM,07:26 PM,14,27,27,27,6,9,55,0.0,1011,36,10,190,4,Puerto%20Rico
2020-12-09,37,18,0.0,13.9,8,31,01:53 AM,02:08 PM,05:40 AM,07:27 PM,13,28,28,28,7,6,47,0.0,1011,37,10,181,4,Puerto%20Rico
2020-12-10,37,19,0.0,13.9,8,24,02:30 AM,03:11 PM,05:40 AM,07:27 PM,12,29,29,28,7,4,44,0.0,1009,37,10,188,5,Puerto%20Rico
2020-12-11,37,20,0.0,13.9,8,17,03:08 AM,04:17 PM,05:40 AM,07:28 PM,15,29,29,29,10,10,48,0.0,1007,37,10,113,7,Puerto%20Rico
2020-12-12,37,22,0.0,13.9,8,9,03:50 AM,05:25 PM,05:40 AM,07:29 PM,16,31,31,30,11,16,50,0.0,1008,37,10,20,7,Puerto%20Rico
2020-12-13,32,22,0.0,9.8,6,2,04:35 AM,06:34 PM,05:41 AM,07:29 PM,19,28,28,27,11,53,65,2.1,1009,32,10,166,8,Puerto%20Rico
2020-12-14,33,18,0.0,13.3,6,0,05:27 AM,07:43 PM,05:41 AM,07:30 PM,18,27,27,26,6,52,70,7.0,1009,33,8,241,4,Puerto%20Rico
2020-12-15,38,20,0.0,13.9,7,0,06:24 AM,08:47 PM,05:41 AM,07:30 PM,19,31,31,29,7,31,65,1.4,1006,38,9,148,5,Puerto%20Rico
2020-12-16,28,21,0.0,12.2,5,5,07:26 AM,09:45 PM,05:42 AM,07:31 PM,19,25,25,24,7,28,74,2.6,1010,28,10,127,5,Puerto%20Rico
2020-12-17,33,19,0.0,11.0,6,12,08:29 AM,10:34 PM,05:42 AM,07:32 PM,19,27,27,26,6,64,69,0.5,1010,33,7,164,4,Puerto%20Rico
2020-12-18,34,21,0.0,13.3,6,20,09:31 AM,11:18 PM,05:42 AM,07:32 PM,21,29,29,27,8,66,73,2.1,1006,34,6,144,5,Puerto%20Rico
2020-12-19,38,22,0.0,8.7,7,27,10:30 AM,11:56 PM,05:43 AM,07:33 PM,21,32,32,29,13,80,80,7.8,1003,38,9,127,9,Puerto%20Rico
2020-12-20,22,15,0.0,8.7,5,34,11:27 AM,No moonset,05:43 AM,07:33 PM,22,21,23,21,6,92,98,131.9,1007,22,5,175,4,Puerto%20Rico
2020-12-21,33,17,0.0,12.2,6,41,12:20 PM,12:29 AM,05:44 AM,07:34 PM,12,25,25,25,11,38,54,0.2,1012,33,8,178,7,Puerto%20Rico
2020-12-22,35,15,0.0,13.9,7,49,01:12 PM,01:00 AM,05:44 AM,07:34 PM,9,25,25,25,9,0,44,0.0,1011,35,10,184,6,Puerto%20Rico
