date_time,Cuba_maxtempC,Cuba_mintempC,Cuba_totalSnow_cm,Cuba_sunHour,Cuba_uvIndex,Cuba_moon_illumination,Cuba_moonrise,Cuba_moonset,Cuba_sunrise,Cuba_sunset,Cuba_DewPointC,Cuba_FeelsLikeC,Cuba_HeatIndexC,Cuba_WindChillC,Cuba_WindGustKmph,Cuba_cloudcover,Cuba_humidity,Cuba_precipMM,Cuba_pressure,Cuba_tempC,Cuba_visibility,Cuba_winddirDegree,Cuba_windspeedKmph,Cuba_location
2020-08-31,32,25,0.0,8.9,6,82,06:12 PM,04:39 AM,06:11 AM,06:47 PM,24,31,31,28,15,50,80,2.8,1014,32,10,85,9,Cuba
2020-09-01,32,24,0.0,10.2,6,97,06:50 PM,05:35 AM,06:12 AM,06:46 PM,23,31,31,27,22,34,80,1.0,1015,32,9,84,14,Cuba
2020-09-02,31,24,0.0,8.9,6,100,07:25 PM,06:27 AM,06:12 AM,06:45 PM,24,32,32,27,29,47,84,6.7,1013,31,8,78,18,Cuba
2020-09-03,32,25,0.0,8.9,6,88,07:58 PM,07:19 AM,06:12 AM,06:44 PM,24,33,33,28,26,41,82,5.2,1012,32,10,84,16,Cuba
2020-09-04,32,25,0.0,10.2,6,81,08:30 PM,08:09 AM,06:13 AM,06:43 PM,24,31,31,27,27,46,81,1.2,1014,32,10,81,17,Cuba
2020-09-05,31,25,0.0,7.5,6,73,09:02 PM,08:58 AM,06:13 AM,06:42 PM,23,30,30,27,27,46,82,11.1,1015,31,9,82,16,Cuba
2020-09-06,31,24,0.0,11.6,7,66,09:35 PM,09:48 AM,06:13 AM,06:41 PM,22,29,29,27,22,31,76,0.6,1014,31,10,67,14,Cuba
2020-09-07,31,24,0.0,6.1,6,58,10:10 PM,10:38 AM,06:14 AM,06:40 PM,22,30,30,27,14,61,75,3.2,1010,31,10,115,9,Cuba
2020-09-08,31,24,0.0,7.5,6,50,10:48 PM,11:30 AM,06:14 AM,06:39 PM,23,31,31,27,12,51,80,3.7,1010,31,10,120,7,Cuba
2020-09-09,31,25,0.0,8.9,6,43,11:30 PM,12:23 PM,06:14 AM,06:38 PM,24,31,31,28,13,40,80,13.1,1013,31,9,76,7,Cuba
2020-09-10,31,24,0.0,8.9,6,35,No moonrise,01:18 PM,06:14 AM,06:37 PM,23,31,31,27,12,40,80,12.4,1014,31,9,70,7,Cuba
2020-09-11,32,25,0.0,10.2,6,28,12:17 AM,02:13 PM,06:15 AM,06:36 PM,23,31,31,27,15,49,80,13.9,1012,32,9,78,9,Cuba
2020-09-12,31,25,0.0,7.5,6,20,01:10 AM,03:08 PM,06:15 AM,06:35 PM,24,31,31,27,14,60,85,33.5,1010,31,8,81,8,Cuba
2020-09-13,30,25,0.0,7.5,6,13,02:07 AM,04:01 PM,06:15 AM,06:34 PM,24,31,31,27,19,72,84,11.5,1010,30,9,176,12,Cuba
2020-09-14,31,25,0.0,10.2,6,5,03:09 AM,04:51 PM,06:16 AM,06:33 PM,24,32,32,27,16,43,82,1.2,1013,31,10,151,10,Cuba
2020-09-15,31,25,0.0,8.8,6,0,04:12 AM,05:38 PM,06:16 AM,06:32 PM,24,32,32,28,11,44,81,8.2,1015,31,10,127,7,Cuba
2020-09-16,31,24,0.0,8.8,6,0,05:17 AM,06:22 PM,06:16 AM,06:31 PM,24,31,31,27,13,48,82,2.3,1013,31,10,123,9,Cuba
2020-09-17,31,24,0.0,8.8,6,0,06:22 AM,07:05 PM,06:17 AM,06:30 PM,24,31,31,27,12,55,83,6.6,1012,31,7,142,8,Cuba
2020-09-18,31,25,0.0,11.6,7,2,07:27 AM,07:46 PM,06:17 AM,06:29 PM,23,32,32,28,13,7,78,0.0,1012,31,10,157,9,Cuba
2020-09-19,31,25,0.0,8.8,6,10,08:31 AM,08:28 PM,06:17 AM,06:28 PM,24,31,31,27,9,67,80,14.7,1012,31,8,133,6,Cuba
2020-09-20,31,25,0.0,11.6,7,17,09:36 AM,09:13 PM,06:17 AM,06:27 PM,23,31,31,27,13,20,81,2.0,1012,31,10,61,9,Cuba
2020-09-21,30,25,0.0,11.6,7,25,10:41 AM,10:00 PM,06:18 AM,06:26 PM,23,31,31,27,10,17,79,0.3,1012,30,10,70,7,Cuba
2020-09-22,27,24,0.0,6.0,6,32,11:45 AM,10:50 PM,06:18 AM,06:25 PM,24,29,29,26,24,74,90,19.8,1012,27,9,78,14,Cuba
2020-09-23,30,23,0.0,8.8,6,40,12:48 PM,11:44 PM,06:18 AM,06:24 PM,22,29,29,26,22,40,79,0.7,1012,30,10,86,14,Cuba
2020-09-24,28,23,0.0,7.4,6,47,01:47 PM,No moonset,06:19 AM,06:23 PM,23,28,28,25,22,67,87,3.6,1012,28,10,121,13,Cuba
2020-09-25,30,25,0.0,6.0,6,55,02:40 PM,12:40 AM,06:19 AM,06:22 PM,24,31,31,27,18,73,87,24.1,1014,30,8,187,10,Cuba
2020-09-26,32,25,0.0,8.8,6,62,03:29 PM,01:38 AM,06:19 AM,06:21 PM,24,32,32,28,11,42,81,5.3,1014,32,10,106,7,Cuba
2020-09-27,30,23,0.0,8.8,6,70,04:12 PM,02:34 AM,06:20 AM,06:20 PM,24,30,30,27,14,51,84,26.0,1013,30,8,88,8,Cuba
2020-09-28,31,24,0.0,11.6,6,78,04:51 PM,03:30 AM,06:20 AM,06:19 PM,23,30,30,27,13,24,81,0.6,1011,31,9,111,8,Cuba
2020-09-29,30,24,0.0,11.6,6,85,05:27 PM,04:22 AM,06:20 AM,06:18 PM,24,30,30,27,15,55,84,2.2,1011,30,9,145,10,Cuba
2020-09-30,32,25,0.0,10.2,7,93,06:00 PM,05:14 AM,06:21 AM,06:17 PM,24,32,32,28,8,27,80,1.9,1012,32,10,155,5,Cuba
2020-10-01,31,24,0.0,8.8,6,97,06:31 PM,06:04 AM,06:21 AM,06:16 PM,23,30,30,27,15,58,81,12.7,1012,31,9,125,9,Cuba
2020-10-02,28,21,0.0,7.4,6,100,07:03 PM,06:54 AM,06:21 AM,06:15 PM,23,28,28,25,27,63,87,24.8,1012,28,8,61,16,Cuba
2020-10-03,29,24,0.0,6.0,6,89,07:36 PM,07:44 AM,06:22 AM,06:14 PM,24,29,29,26,30,71,88,33.2,1010,29,8,112,16,Cuba
2020-10-04,29,24,0.0,10.2,6,82,08:09 PM,08:33 AM,06:22 AM,06:13 PM,24,30,30,26,26,57,86,0.9,1010,29,10,126,17,Cuba
2020-10-05,30,24,0.0,8.8,6,74,08:46 PM,09:25 AM,06:22 AM,06:12 PM,24,30,30,26,21,49,86,6.2,1010,30,8,94,13,Cuba
2020-10-06,30,24,0.0,8.8,6,67,09:26 PM,10:17 AM,06:23 AM,06:11 PM,24,30,30,26,29,61,86,11.2,1009,30,8,102,18,Cuba
2020-10-07,30,25,0.0,8.8,6,60,10:10 PM,11:11 AM,06:23 AM,06:10 PM,24,31,31,27,33,65,84,6.1,1010,30,10,124,21,Cuba
2020-10-08,30,23,0.0,11.6,7,53,11:00 PM,12:05 PM,06:24 AM,06:09 PM,23,29,29,26,22,26,83,1.6,1013,30,10,109,14,Cuba
2020-10-09,30,23,0.0,8.8,6,45,11:54 PM,12:59 PM,06:24 AM,06:08 PM,22,29,29,26,21,31,81,2.2,1013,30,10,128,14,Cuba
2020-10-10,30,24,0.0,11.6,6,38,No moonrise,01:51 PM,06:24 AM,06:08 PM,23,30,30,27,21,20,81,0.1,1014,30,10,139,13,Cuba
2020-10-11,31,25,0.0,5.9,6,31,12:52 AM,02:41 PM,06:25 AM,06:07 PM,24,32,32,28,11,54,83,6.5,1014,31,9,137,6,Cuba
2020-10-12,30,25,0.0,5.9,6,23,01:53 AM,03:28 PM,06:25 AM,06:06 PM,24,30,30,27,14,60,85,3.8,1013,30,10,46,9,Cuba
2020-10-13,28,24,0.0,8.7,6,16,02:56 AM,04:12 PM,06:26 AM,06:05 PM,23,29,29,26,22,49,84,4.0,1013,28,10,28,14,Cuba
2020-10-14,29,24,0.0,11.6,7,9,04:00 AM,04:54 PM,06:26 AM,06:04 PM,22,29,29,26,24,30,83,0.0,1012,29,10,40,16,Cuba
2020-10-15,30,24,0.0,10.2,6,2,05:04 AM,05:36 PM,06:26 AM,06:03 PM,23,30,30,27,12,32,83,5.7,1012,30,9,69,7,Cuba
2020-10-16,31,25,0.0,7.3,6,0,06:09 AM,06:18 PM,06:27 AM,06:02 PM,24,31,31,27,10,48,83,8.9,1013,31,9,84,6,Cuba
2020-10-17,29,25,0.0,8.7,6,0,07:15 AM,07:02 PM,06:27 AM,06:02 PM,24,30,30,26,25,54,86,7.0,1014,29,9,67,15,Cuba
2020-10-18,29,25,0.0,7.3,6,5,08:21 AM,07:49 PM,06:28 AM,06:01 PM,24,30,30,27,30,58,84,4.7,1014,29,10,64,19,Cuba
2020-10-19,28,23,0.0,5.9,6,13,09:29 AM,08:39 PM,06:28 AM,06:00 PM,22,27,27,25,26,62,86,9.8,1012,28,9,78,15,Cuba
2020-10-20,27,23,0.0,4.2,5,20,10:35 AM,09:35 PM,06:29 AM,05:59 PM,22,27,27,24,27,76,86,14.4,1010,27,9,93,16,Cuba
2020-10-21,30,23,0.0,8.7,6,27,11:38 AM,10:32 PM,06:29 AM,05:58 PM,22,29,29,26,20,52,81,4.4,1011,30,10,119,12,Cuba
2020-10-22,29,23,0.0,7.2,6,35,12:35 PM,11:31 PM,06:30 AM,05:58 PM,23,29,29,26,23,63,86,23.3,1012,29,8,99,13,Cuba
2020-10-23,29,23,0.0,7.2,6,42,01:27 PM,No moonset,06:30 AM,05:57 PM,23,29,29,26,21,47,86,25.9,1011,29,7,105,12,Cuba
2020-10-24,29,23,0.0,4.2,6,49,02:12 PM,12:28 AM,06:31 AM,05:56 PM,23,29,29,25,23,65,88,27.5,1012,29,8,101,13,Cuba
2020-10-25,28,24,0.0,4.2,6,56,02:52 PM,01:25 AM,06:31 AM,05:56 PM,24,29,29,25,26,65,90,7.0,1010,28,7,139,16,Cuba
2020-10-26,25,23,0.0,4.2,5,64,03:29 PM,02:18 AM,06:32 AM,05:55 PM,23,27,27,24,43,92,91,23.9,1011,25,9,119,28,Cuba
2020-10-27,28,23,0.0,4.2,6,71,04:02 PM,03:11 AM,06:32 AM,05:54 PM,23,28,28,25,29,74,87,2.1,1013,28,9,122,17,Cuba
2020-10-28,29,23,0.0,5.7,6,78,04:34 PM,04:01 AM,06:33 AM,05:53 PM,23,29,29,26,24,55,87,5.1,1013,29,10,103,15,Cuba
2020-10-29,30,23,0.0,5.7,6,85,05:05 PM,04:50 AM,06:33 AM,05:53 PM,23,29,29,26,14,50,86,7.3,1012,30,6,139,9,Cuba
2020-10-30,29,24,0.0,7.2,6,93,05:37 PM,05:40 AM,06:34 AM,05:52 PM,23,29,29,26,11,57,85,19.4,1013,29,9,56,7,Cuba
2020-10-31,28,24,0.0,7.2,6,97,06:10 PM,06:29 AM,06:34 AM,05:52 PM,23,28,28,25,20,67,88,3.2,1016,28,8,67,13,Cuba
2020-11-01,29,24,0.0,7.2,6,89,06:46 PM,07:21 AM,06:35 AM,05:51 PM,23,29,29,26,25,53,88,6.4,1015,29,9,51,15,Cuba
2020-11-02,27,24,0.0,4.2,6,81,07:25 PM,08:13 AM,06:35 AM,05:50 PM,23,28,28,25,39,76,86,9.4,1014,27,10,43,24,Cuba
2020-11-03,25,23,0.0,4.2,5,74,08:08 PM,09:06 AM,06:36 AM,05:50 PM,21,26,26,24,49,83,83,3.0,1016,25,10,52,32,Cuba
2020-11-04,26,23,0.0,4.2,5,66,08:55 PM,10:00 AM,06:36 AM,05:49 PM,21,27,27,24,47,81,82,3.7,1015,26,10,59,30,Cuba
2020-11-05,27,22,0.0,8.7,5,58,09:48 PM,10:54 AM,06:37 AM,05:49 PM,21,26,26,24,30,54,84,1.0,1013,27,10,84,19,Cuba
2020-11-06,26,21,0.0,8.7,6,51,10:43 PM,11:46 AM,06:38 AM,05:48 PM,20,26,26,23,31,53,83,0.6,1010,26,10,85,19,Cuba
2020-11-07,26,22,0.0,4.2,5,43,11:42 PM,12:35 PM,06:38 AM,05:48 PM,21,26,26,24,26,80,86,3.0,1008,26,10,78,17,Cuba
2020-11-08,25,21,0.0,4.2,5,36,No moonrise,01:22 PM,06:39 AM,05:47 PM,22,26,26,23,51,84,89,78.3,1006,25,8,40,29,Cuba
2020-11-09,25,18,0.0,4.2,5,28,12:41 AM,02:05 PM,06:39 AM,05:47 PM,22,25,25,23,49,88,89,24.9,1001,25,9,252,28,Cuba
2020-11-10,28,22,0.0,4.2,6,21,01:43 AM,02:47 PM,06:40 AM,05:47 PM,23,28,28,25,36,74,86,5.1,1005,28,9,174,23,Cuba
2020-11-11,26,24,0.0,5.7,6,13,02:44 AM,03:27 PM,06:41 AM,05:46 PM,23,28,28,25,47,68,86,8.3,1009,26,10,171,28,Cuba
2020-11-12,28,24,0.0,7.2,6,6,03:47 AM,04:07 PM,06:41 AM,05:46 PM,23,29,29,26,22,51,87,0.8,1012,28,9,178,14,Cuba
2020-11-13,29,24,0.0,4.1,6,0,04:51 AM,04:49 PM,06:42 AM,05:46 PM,23,29,29,26,15,71,86,5.3,1014,29,10,57,10,Cuba
2020-11-14,29,23,0.0,8.7,6,0,05:57 AM,05:35 PM,06:43 AM,05:45 PM,23,28,28,25,21,43,86,0.2,1014,29,8,75,13,Cuba
2020-11-15,28,22,0.0,8.7,6,0,07:05 AM,06:23 PM,06:43 AM,05:45 PM,21,27,27,24,25,20,85,0.1,1015,28,9,78,15,Cuba
2020-11-16,27,22,0.0,4.1,6,2,08:13 AM,07:18 PM,06:44 AM,05:45 PM,22,27,27,24,32,46,85,6.9,1016,27,9,58,20,Cuba
2020-11-17,26,22,0.0,5.6,5,9,09:20 AM,08:16 PM,06:45 AM,05:44 PM,21,26,26,24,36,56,84,1.7,1016,26,10,62,22,Cuba
2020-11-18,25,22,0.0,4.1,5,17,10:22 AM,09:17 PM,06:45 AM,05:44 PM,20,26,26,24,46,63,80,2.5,1018,25,10,57,29,Cuba
2020-11-19,24,21,0.0,4.1,5,24,11:19 AM,10:17 PM,06:46 AM,05:44 PM,19,25,25,23,41,77,78,0.8,1020,24,10,60,26,Cuba
2020-11-20,25,22,0.0,5.6,5,32,12:08 PM,11:16 PM,06:47 AM,05:44 PM,20,26,26,23,37,61,82,1.4,1019,25,10,63,24,Cuba
2020-11-21,27,20,0.0,5.6,5,39,12:51 PM,No moonset,06:47 AM,05:44 PM,21,26,26,24,31,45,83,2.5,1017,27,10,61,20,Cuba
2020-11-22,27,22,0.0,5.6,5,47,01:29 PM,12:12 AM,06:48 AM,05:43 PM,21,26,26,24,23,51,85,3.4,1015,27,9,63,14,Cuba
2020-11-23,26,21,0.0,7.2,5,54,02:04 PM,01:05 AM,06:49 AM,05:43 PM,20,26,26,23,24,41,83,0.1,1015,26,10,30,15,Cuba
2020-11-24,27,21,0.0,5.6,5,62,02:36 PM,01:56 AM,06:49 AM,05:43 PM,20,26,26,23,26,43,84,1.1,1018,27,10,69,16,Cuba
2020-11-25,27,20,0.0,8.7,5,70,03:08 PM,02:46 AM,06:50 AM,05:43 PM,20,24,24,23,26,31,84,1.8,1019,27,10,93,16,Cuba
2020-11-26,27,20,0.0,8.7,6,77,03:39 PM,03:36 AM,06:51 AM,05:43 PM,19,24,24,23,24,33,83,0.5,1018,27,10,83,15,Cuba
2020-11-27,27,21,0.0,8.7,6,85,04:11 PM,04:25 AM,06:51 AM,05:43 PM,19,25,25,23,20,5,81,0.0,1017,27,10,82,12,Cuba
2020-11-28,27,21,0.0,8.7,6,92,04:46 PM,05:16 AM,06:52 AM,05:43 PM,19,25,25,23,14,2,79,0.0,1016,27,10,69,9,Cuba
2020-11-29,27,20,0.0,8.7,6,100,05:24 PM,06:07 AM,06:53 AM,05:43 PM,20,25,25,23,13,22,81,0.1,1016,27,10,94,9,Cuba
2020-11-30,27,22,0.0,8.7,6,100,06:06 PM,07:01 AM,06:54 AM,05:43 PM,20,26,26,24,15,34,81,0.7,1015,27,10,187,10,Cuba
2020-12-01,21,13,0.0,4.1,4,89,06:52 PM,07:56 AM,06:54 AM,05:43 PM,17,19,20,19,38,68,82,25.0,1018,21,8,118,25,Cuba
2020-12-02,23,16,0.0,7.2,5,82,07:44 PM,08:50 AM,06:55 AM,05:43 PM,16,19,20,19,35,34,77,0.0,1019,23,10,63,22,Cuba
2020-12-03,25,18,0.0,7.2,5,75,08:38 PM,09:43 AM,06:56 AM,05:44 PM,18,22,22,21,28,28,82,0.0,1019,25,10,82,18,Cuba
2020-12-04,27,20,0.0,5.6,5,67,09:36 PM,10:33 AM,06:56 AM,05:44 PM,20,24,24,22,21,63,84,0.2,1018,27,9,101,13,Cuba
2020-12-05,26,20,0.0,8.7,6,60,10:34 PM,11:21 AM,06:57 AM,05:44 PM,19,24,24,22,16,46,83,0.0,1017,26,10,75,9,Cuba
2020-12-06,27,21,0.0,7.2,5,53,11:34 PM,12:04 PM,06:58 AM,05:44 PM,21,26,26,24,18,67,85,5.3,1015,27,8,141,11,Cuba
2020-12-07,25,22,0.0,4.1,5,46,No moonrise,12:45 PM,06:58 AM,05:44 PM,21,25,25,23,22,75,90,14.1,1013,25,9,260,13,Cuba
2020-12-08,20,17,0.0,8.7,4,38,12:33 AM,01:24 PM,06:59 AM,05:45 PM,15,19,19,19,28,68,79,1.3,1018,20,10,261,18,Cuba
2020-12-09,20,16,0.0,8.7,4,31,01:33 AM,02:02 PM,07:00 AM,05:45 PM,12,18,18,18,26,37,69,0.2,1021,20,10,156,17,Cuba
2020-12-10,20,12,0.0,8.7,5,24,02:33 AM,02:41 PM,07:00 AM,05:45 PM,11,17,17,17,20,11,68,0.0,1021,20,10,43,13,Cuba
2020-12-11,23,14,0.0,8.7,5,17,03:36 AM,03:24 PM,07:01 AM,05:45 PM,14,19,20,19,17,21,74,0.1,1018,23,9,95,10,Cuba
2020-12-12,26,18,0.0,7.1,5,9,04:41 AM,04:09 PM,07:01 AM,05:46 PM,19,23,23,22,13,38,85,0.6,1016,26,9,123,8,Cuba
2020-12-13,28,20,0.0,8.7,5,2,05:49 AM,05:00 PM,07:02 AM,05:46 PM,20,25,25,23,18,9,83,0.0,1017,28,8,80,11,Cuba
2020-12-14,28,20,0.0,8.7,5,0,06:56 AM,05:56 PM,07:03 AM,05:46 PM,20,25,25,23,14,11,84,0.0,1017,28,7,161,8,Cuba
2020-12-15,28,21,0.0,8.7,6,0,08:02 AM,06:57 PM,07:03 AM,05:47 PM,20,26,26,24,10,5,80,0.0,1015,28,10,89,6,Cuba
2020-12-16,27,20,0.0,8.7,5,5,09:03 AM,07:59 PM,07:04 AM,05:47 PM,21,25,25,23,14,23,86,0.1,1015,27,7,146,9,Cuba
2020-12-17,27,21,0.0,5.5,5,12,09:57 AM,09:01 PM,07:04 AM,05:48 PM,21,26,26,23,13,47,85,1.3,1017,27,10,84,9,Cuba
2020-12-18,21,16,0.0,7.1,5,20,10:44 AM,10:00 PM,07:05 AM,05:48 PM,17,20,21,20,30,63,83,0.5,1021,21,10,32,21,Cuba
2020-12-19,25,18,0.0,3.9,5,27,11:26 AM,10:56 PM,07:06 AM,05:49 PM,19,22,22,22,22,64,86,1.0,1019,25,10,76,14,Cuba
2020-12-20,27,20,0.0,8.7,5,34,12:02 PM,11:49 PM,07:06 AM,05:49 PM,20,24,24,23,18,22,85,0.0,1017,27,8,158,11,Cuba
2020-12-21,26,21,0.0,5.5,5,41,12:36 PM,No moonset,07:07 AM,05:50 PM,20,25,25,23,14,70,84,0.7,1018,26,10,255,10,Cuba
2020-12-22,23,18,0.0,8.7,6,49,01:08 PM,12:39 AM,07:07 AM,05:50 PM,15,20,21,20,28,13,73,0.0,1020,23,10,37,17,Cuba
2020-12-23,27,19,0.0,7.1,5,56,01:40 PM,01:29 AM,07:08 AM,05:51 PM,19,23,23,22,21,42,83,0.5,1018,27,8,91,13,Cuba
2020-12-24,27,20,0.0,5.5,5,63,02:11 PM,02:18 AM,07:08 AM,05:51 PM,20,24,24,23,21,61,87,3.7,1016,27,6,171,14,Cuba
2020-12-25,19,14,0.0,3.9,4,70,02:45 PM,03:09 AM,07:08 AM,05:52 PM,15,18,19,18,38,81,81,2.2,1019,19,10,181,26,Cuba
2020-12-26,18,14,0.0,3.9,4,78,03:22 PM,04:00 AM,07:09 AM,05:52 PM,12,17,17,17,28,77,73,1.2,1019,18,10,20,18,Cuba
2020-12-27,21,14,0.0,5.5,4,85,04:02 PM,04:53 AM,07:09 AM,05:53 PM,13,17,18,17,20,48,75,0.1,1019,21,10,27,13,Cuba
2020-12-28,23,16,0.0,5.5,5,92,04:47 PM,05:48 AM,07:10 AM,05:53 PM,16,20,21,20,23,60,80,3.1,1020,23,10,60,15,Cuba
2020-12-29,23,17,0.0,7.1,5,100,05:37 PM,06:43 AM,07:10 AM,05:54 PM,16,20,21,20,29,46,81,0.4,1020,23,10,84,18,Cuba
2020-12-30,25,17,0.0,8.7,5,100,06:31 PM,07:38 AM,07:10 AM,05:55 PM,17,22,22,21,27,37,79,0.8,1017,25,10,107,16,Cuba
2020-12-31,27,19,0.0,8.7,6,89,07:30 PM,08:29 AM,07:11 AM,05:55 PM,18,23,23,22,36,20,79,0.0,1016,27,10,126,22,Cuba
2021-01-01,27,20,0.0,8.7,6,79,08:29 PM,09:19 AM,07:11 AM,05:56 PM,19,24,24,23,26,8,80,0.0,1018,27,10,135,17,Cuba
2021-01-02,26,19,0.0,8.7,5,71,09:29 PM,10:04 AM,07:11 AM,05:56 PM,20,24,24,23,19,12,85,0.0,1019,26,9,144,13,Cuba
2021-01-03,27,20,0.0,8.7,6,64,10:28 PM,10:45 AM,07:12 AM,05:57 PM,19,24,24,23,15,3,79,0.0,1017,27,10,161,10,Cuba
2021-01-04,26,21,0.0,8.7,6,57,11:27 PM,11:25 AM,07:12 AM,05:58 PM,19,24,24,23,11,29,79,0.1,1017,26,10,112,8,Cuba
2021-01-05,22,17,0.0,7.1,5,50,No moonrise,12:02 PM,07:12 AM,05:58 PM,16,20,21,20,23,57,78,1.3,1017,22,10,19,15,Cuba
2021-01-06,22,15,0.0,8.7,5,42,12:26 AM,12:40 PM,07:12 AM,05:59 PM,13,18,19,18,23,6,69,0.0,1017,22,10,49,14,Cuba
2021-01-07,25,16,0.0,5.4,5,35,01:26 AM,01:20 PM,07:12 AM,06:00 PM,16,20,21,20,16,49,80,0.7,1016,25,10,148,10,Cuba
2021-01-08,24,17,0.0,5.4,5,28,02:27 AM,02:02 PM,07:13 AM,06:00 PM,18,21,22,21,20,59,84,1.4,1016,24,7,272,13,Cuba
2021-01-09,21,17,0.0,8.5,4,20,03:32 AM,02:49 PM,07:13 AM,06:01 PM,13,19,19,19,24,50,70,0.0,1018,21,10,187,15,Cuba
2021-01-10,21,15,0.0,10.1,4,13,04:37 AM,03:41 PM,07:13 AM,06:02 PM,13,17,18,17,24,48,74,0.0,1021,21,10,44,15,Cuba
2021-01-11,25,15,0.0,8.5,5,6,05:43 AM,04:38 PM,07:13 AM,06:03 PM,17,20,21,20,19,36,83,0.1,1020,25,10,92,11,Cuba
2021-01-12,26,21,0.0,7.0,5,0,06:45 AM,05:40 PM,07:13 AM,06:03 PM,20,24,24,23,11,75,87,9.4,1020,26,8,70,6,Cuba
2021-01-13,25,21,0.0,5.5,5,0,07:43 AM,06:42 PM,07:13 AM,06:04 PM,20,25,25,23,24,76,86,6.4,1019,25,9,52,15,Cuba
2021-01-14,24,20,0.0,7.0,5,1,08:33 AM,07:43 PM,07:13 AM,06:05 PM,19,22,22,21,25,75,86,0.8,1017,24,10,37,18,Cuba
2021-01-15,23,17,0.0,5.5,5,8,09:18 AM,08:41 PM,07:13 AM,06:05 PM,19,20,22,20,14,94,86,0.3,1015,23,10,37,10,Cuba
2021-01-16,21,18,0.0,10.1,5,16,09:58 AM,09:37 PM,07:13 AM,06:06 PM,16,20,20,20,24,60,78,0.2,1017,21,10,324,15,Cuba
2021-01-17,20,17,0.0,5.5,4,23,10:33 AM,10:29 PM,07:13 AM,06:07 PM,14,18,18,18,12,83,73,0.1,1018,20,9,143,7,Cuba
2021-01-18,22,18,0.0,10.9,6,30,11:06 AM,11:21 PM,07:13 AM,06:07 PM,16,19,20,19,17,47,80,3.4,1020,22,10,113,11,Cuba
2021-01-19,23,17,0.0,8.5,5,38,11:38 AM,No moonset,07:13 AM,06:08 PM,16,20,20,20,27,43,80,0.0,1022,23,10,62,17,Cuba
2021-01-20,23,17,0.0,10.1,5,45,12:10 PM,12:10 AM,07:13 AM,06:09 PM,16,20,21,20,30,49,78,0.0,1022,23,10,58,19,Cuba
2021-01-21,23,17,0.0,11.0,6,52,12:43 PM,01:00 AM,07:12 AM,06:10 PM,16,19,20,19,25,26,82,0.0,1020,23,10,70,15,Cuba
2021-01-22,26,17,0.0,11.0,6,59,01:18 PM,01:51 AM,07:12 AM,06:10 PM,17,22,22,21,14,3,82,0.0,1017,26,10,134,9,Cuba
2021-01-23,27,18,0.0,11.0,6,67,01:57 PM,02:43 AM,07:12 AM,06:11 PM,18,22,22,22,12,12,82,0.0,1018,27,10,76,8,Cuba
2021-01-24,27,18,0.0,11.0,5,74,02:39 PM,03:37 AM,07:12 AM,06:12 PM,18,23,23,22,15,14,83,0.0,1017,27,6,93,9,Cuba
2021-01-25,25,17,0.0,11.0,6,81,03:28 PM,04:31 AM,07:12 AM,06:12 PM,18,22,22,21,21,11,84,0.0,1016,25,9,132,14,Cuba
2021-01-26,27,19,0.0,11.0,6,88,04:20 PM,05:27 AM,07:11 AM,06:13 PM,19,24,24,22,15,8,82,0.0,1016,27,10,139,10,Cuba
2021-01-27,31,22,0.0,11.0,7,96,05:18 PM,06:20 AM,07:11 AM,06:14 PM,21,29,29,26,7,1,77,0.0,1017,31,10,119,5,Cuba
2021-01-28,24,18,0.0,8.6,5,100,06:18 PM,07:12 AM,07:11 AM,06:14 PM,17,21,22,21,25,28,78,1.0,1020,24,10,147,17,Cuba
2021-01-29,21,17,0.0,5.5,4,90,07:20 PM,07:59 AM,07:10 AM,06:15 PM,14,19,19,19,32,61,74,0.2,1021,21,10,65,20,Cuba
2021-01-30,24,15,0.0,10.1,5,82,08:20 PM,08:43 AM,07:10 AM,06:16 PM,14,19,19,19,23,46,73,0.0,1019,24,10,100,14,Cuba
2021-01-31,25,17,0.0,10.1,5,79,09:21 PM,09:24 AM,07:10 AM,06:16 PM,16,20,21,20,22,30,79,0.0,1018,25,10,133,14,Cuba
2021-02-01,24,18,0.0,7.1,5,63,10:21 PM,10:03 AM,07:09 AM,06:17 PM,17,21,21,21,26,68,82,2.0,1015,24,10,262,17,Cuba
2021-02-02,19,16,0.0,8.6,4,55,11:21 PM,10:41 AM,07:09 AM,06:18 PM,11,17,17,17,35,46,68,0.1,1017,19,10,331,24,Cuba
2021-02-03,20,15,0.0,11.1,5,48,No moonrise,11:20 AM,07:08 AM,06:18 PM,10,17,17,17,24,16,65,0.0,1019,20,10,237,15,Cuba
2021-02-04,26,15,0.0,11.1,6,40,12:21 AM,12:01 PM,07:08 AM,06:19 PM,11,20,20,20,11,0,63,0.0,1018,26,10,104,8,Cuba
2021-02-05,25,15,0.0,8.6,5,33,01:24 AM,12:45 PM,07:07 AM,06:20 PM,16,20,21,20,20,35,79,0.5,1015,25,9,145,13,Cuba
2021-02-06,28,20,0.0,11.1,7,25,02:27 AM,01:34 PM,07:07 AM,06:20 PM,20,25,25,24,27,32,80,0.1,1014,28,10,140,18,Cuba
2021-02-07,29,22,0.0,11.2,6,18,03:31 AM,02:28 PM,07:06 AM,06:21 PM,22,28,28,25,24,39,84,0.2,1015,29,8,176,16,Cuba
