date_time,Comoros_maxtempC,Comoros_mintempC,Comoros_totalSnow_cm,Comoros_sunHour,Comoros_uvIndex,Comoros_moon_illumination,Comoros_moonrise,Comoros_moonset,Comoros_sunrise,Comoros_sunset,Comoros_DewPointC,Comoros_FeelsLikeC,Comoros_HeatIndexC,Comoros_WindChillC,Comoros_WindGustKmph,Comoros_cloudcover,Comoros_humidity,Comoros_precipMM,Comoros_pressure,Comoros_tempC,Comoros_visibility,Comoros_winddirDegree,Comoros_windspeedKmph,Comoros_location
2021-01-05,29,24,0.0,10.6,6,50,11:46 PM,11:16 AM,05:49 AM,06:36 PM,21,28,28,25,25,52,77,6.7,1009,29,9,178,15,Comoros
2021-01-06,28,24,0.0,8.0,6,42,No moonrise,12:09 PM,05:50 AM,06:36 PM,21,27,27,25,29,83,78,13.0,1010,28,9,221,17,Comoros
2021-01-07,28,24,0.0,8.0,6,35,12:29 AM,01:04 PM,05:50 AM,06:36 PM,21,27,27,25,23,79,78,3.8,1010,28,10,261,14,Comoros
2021-01-08,27,24,0.0,8.0,6,28,01:14 AM,02:01 PM,05:51 AM,06:37 PM,21,27,27,25,27,79,82,3.5,1008,27,9,253,17,Comoros
2021-01-09,28,24,0.0,8.0,6,20,02:02 AM,03:00 PM,05:51 AM,06:37 PM,22,27,27,25,30,71,82,2.0,1007,28,10,259,19,Comoros
2021-01-10,29,24,0.0,8.0,6,13,02:55 AM,04:01 PM,05:52 AM,06:37 PM,21,27,27,25,36,77,80,5.8,1008,29,9,177,23,Comoros
2021-01-11,27,24,0.0,9.3,6,6,03:51 AM,05:04 PM,05:52 AM,06:38 PM,22,27,27,25,38,70,82,13.5,1008,27,9,144,23,Comoros
2021-01-12,28,24,0.0,9.3,6,0,04:51 AM,06:06 PM,05:53 AM,06:38 PM,22,28,28,25,32,70,80,2.8,1010,28,9,136,21,Comoros
2021-01-13,28,25,0.0,11.9,6,0,05:52 AM,07:04 PM,05:53 AM,06:38 PM,22,29,29,26,26,29,78,0.3,1010,28,10,180,21,Comoros
2021-01-14,28,24,0.0,11.9,6,1,06:52 AM,07:57 PM,05:54 AM,06:38 PM,22,29,29,26,22,27,79,0.3,1010,28,10,215,17,Comoros
2021-01-15,28,23,0.0,12.8,6,8,07:49 AM,08:45 PM,05:55 AM,06:38 PM,22,28,28,25,23,21,79,0.1,1009,28,10,259,17,Comoros
2021-01-16,27,23,0.0,10.6,5,16,08:43 AM,09:29 PM,05:55 AM,06:38 PM,21,27,27,24,28,42,81,1.4,1008,27,10,214,17,Comoros
2021-01-17,28,23,0.0,11.9,6,23,09:33 AM,10:08 PM,05:56 AM,06:39 PM,22,28,28,25,24,33,81,2.2,1008,28,10,214,16,Comoros
2021-01-18,28,23,0.0,10.6,6,30,10:20 AM,10:46 PM,05:56 AM,06:39 PM,21,27,27,25,24,45,81,2.1,1008,28,10,168,15,Comoros
2021-01-19,28,24,0.0,10.6,6,38,11:06 AM,11:22 PM,05:57 AM,06:39 PM,21,27,27,25,29,47,80,1.1,1008,28,10,218,18,Comoros
2021-01-20,26,24,0.0,11.9,6,45,11:52 AM,11:59 PM,05:57 AM,06:39 PM,21,27,27,25,28,60,80,2.8,1009,26,10,262,17,Comoros
2021-01-21,29,24,0.0,8.0,6,52,12:37 PM,No moonset,05:58 AM,06:39 PM,22,28,28,26,39,83,80,9.3,1009,29,9,309,26,Comoros
2021-01-22,29,25,0.0,9.3,6,59,01:24 PM,12:36 AM,05:58 AM,06:39 PM,23,30,30,27,33,58,79,2.9,1010,29,10,99,22,Comoros
2021-01-23,28,26,0.0,10.6,6,67,02:12 PM,01:16 AM,05:59 AM,06:39 PM,23,30,30,27,16,36,80,7.9,1010,28,9,196,11,Comoros
2021-01-24,27,24,0.0,9.3,6,74,03:02 PM,01:59 AM,05:59 AM,06:39 PM,21,28,28,25,9,61,77,25.6,1011,27,8,219,5,Comoros
2021-01-25,28,17,0.0,11.9,6,81,03:55 PM,02:45 AM,05:59 AM,06:39 PM,22,27,27,25,4,43,76,1.2,1011,28,10,198,3,Comoros
2021-01-26,26,17,0.0,9.1,5,88,04:49 PM,03:36 AM,06:00 AM,06:39 PM,21,26,26,23,6,62,79,1.4,1011,26,10,287,4,Comoros
2021-01-27,27,23,0.0,12.4,6,96,05:44 PM,04:29 AM,06:00 AM,06:39 PM,21,27,27,25,10,33,77,0.2,1010,27,10,246,7,Comoros
2021-01-28,28,25,0.0,8.9,6,100,06:36 PM,05:26 AM,06:01 AM,06:39 PM,22,29,29,26,15,39,76,0.2,1010,28,10,166,12,Comoros
2021-01-29,28,18,0.0,10.2,6,90,07:27 PM,06:23 AM,06:01 AM,06:39 PM,22,28,28,25,14,51,76,8.4,1011,28,9,180,9,Comoros
2021-01-30,28,24,0.0,6.2,6,82,08:15 PM,07:21 AM,06:02 AM,06:39 PM,22,29,29,26,25,63,79,25.1,1011,28,8,181,15,Comoros
2021-01-31,29,26,0.0,7.5,6,79,09:01 PM,08:17 AM,06:02 AM,06:39 PM,22,30,30,27,13,53,76,2.8,1010,29,10,115,10,Comoros
2021-02-01,28,20,0.0,7.5,6,63,09:45 PM,09:12 AM,06:02 AM,06:38 PM,23,28,28,25,8,59,80,3.8,1012,28,10,206,5,Comoros
2021-02-02,28,25,0.0,8.9,6,55,10:28 PM,10:06 AM,06:03 AM,06:38 PM,22,29,29,27,7,41,75,3.0,1012,28,10,204,6,Comoros
2021-02-03,27,21,0.0,7.5,6,48,11:13 PM,11:00 AM,06:03 AM,06:38 PM,21,27,27,24,8,76,77,15.2,1011,27,8,212,5,Comoros
2021-02-04,26,24,0.0,7.5,6,40,11:59 PM,11:56 AM,06:04 AM,06:38 PM,21,27,27,25,7,56,76,5.3,1011,26,10,159,5,Comoros
2021-02-05,28,24,0.0,8.9,6,33,No moonrise,12:53 PM,06:04 AM,06:38 PM,21,27,27,25,12,43,75,0.5,1010,28,10,326,8,Comoros
2021-02-06,28,24,0.0,7.5,6,25,12:49 AM,01:53 PM,06:04 AM,06:38 PM,22,28,28,26,10,71,80,3.9,1009,28,10,278,7,Comoros
2021-02-07,28,25,0.0,6.2,6,18,01:43 AM,02:53 PM,06:05 AM,06:37 PM,23,29,29,26,26,63,81,16.8,1007,28,9,297,15,Comoros
