date_time,Greenland_maxtempC,Greenland_mintempC,Greenland_totalSnow_cm,Greenland_sunHour,Greenland_uvIndex,Greenland_moon_illumination,Greenland_moonrise,Greenland_moonset,Greenland_sunrise,Greenland_sunset,Greenland_DewPointC,Greenland_FeelsLikeC,Greenland_HeatIndexC,Greenland_WindChillC,Greenland_WindGustKmph,Greenland_cloudcover,Greenland_humidity,Greenland_precipMM,Greenland_pressure,Greenland_tempC,Greenland_visibility,Greenland_winddirDegree,Greenland_windspeedKmph,Greenland_location
2020-05-20,1,-5,0.0,16.6,1,4,03:32 AM,06:38 PM,02:54 AM,09:56 PM,-2,-3,-0,-3,16,74,83,0.0,1007,1,10,223,11,Greenland
2020-05-21,2,-6,0.0,16.7,1,0,03:33 AM,08:08 PM,02:51 AM,09:59 PM,-0,-5,1,-5,54,99,89,1.4,997,2,7,175,38,Greenland
2020-05-22,4,-1,0.3,19.4,1,0,03:34 AM,09:42 PM,02:48 AM,10:02 PM,0,0,3,0,16,56,83,0.4,998,4,9,233,10,Greenland
2020-05-23,6,2,0.0,19.6,3,3,03:39 AM,11:16 PM,02:45 AM,10:05 PM,-0,0,4,0,38,12,70,0.0,1001,6,10,208,20,Greenland
2020-05-24,3,1,0.0,19.4,1,10,03:48 AM,No moonset,02:42 AM,10:08 PM,-0,-3,2,-3,35,36,86,0.0,999,3,9,322,24,Greenland
2020-05-25,1,-7,0.2,17.3,1,17,04:11 AM,12:42 AM,02:39 AM,10:11 PM,-3,-4,0,-4,24,100,78,0.3,1003,1,9,285,18,Greenland
2020-05-26,3,-5,10.8,17.3,1,25,05:04 AM,01:44 AM,02:36 AM,10:14 PM,1,-3,1,-3,24,100,96,13.3,998,3,2,134,17,Greenland
2020-05-27,4,-1,5.4,18.2,1,32,06:29 AM,02:14 AM,02:33 AM,10:17 PM,1,-2,2,-2,23,77,90,6.4,1005,4,6,287,16,Greenland
2020-05-28,0,-4,0.0,17.4,1,39,08:11 AM,02:27 AM,02:30 AM,10:20 PM,-3,-3,0,-3,17,95,76,0.1,1009,0,10,311,12,Greenland
2020-05-29,1,-3,0.0,19.5,1,47,09:56 AM,02:32 AM,02:28 AM,10:23 PM,-4,-2,0,-2,13,61,72,0.0,1008,1,10,304,10,Greenland
2020-05-30,5,2,0.0,19.9,1,54,11:41 AM,02:35 AM,02:25 AM,10:26 PM,-1,-1,3,-1,29,22,76,0.0,1005,5,10,249,18,Greenland
2020-05-31,4,2,0.0,19.9,2,58,01:26 PM,02:36 AM,02:22 AM,10:29 PM,-0,1,3,1,16,25,79,0.0,1010,4,10,276,10,Greenland
2020-06-01,6,-1,0.0,17.6,1,71,03:10 PM,02:36 AM,02:20 AM,10:32 PM,2,2,4,2,15,86,83,1.1,1018,6,9,154,9,Greenland
2020-06-02,4,-1,0.0,17.7,1,79,04:57 PM,02:36 AM,02:17 AM,10:35 PM,3,-0,3,-0,38,99,92,3.0,1024,4,5,131,25,Greenland
2020-06-03,5,1,0.0,17.7,1,86,06:47 PM,02:37 AM,02:15 AM,10:37 PM,5,2,4,2,28,100,98,84.9,1024,5,6,130,14,Greenland
2020-06-04,6,3,0.0,17.7,2,94,08:40 PM,02:38 AM,02:13 AM,10:40 PM,5,2,5,2,29,100,96,12.0,1018,6,5,126,14,Greenland
2020-06-05,5,-2,0.0,17.8,1,100,10:32 PM,02:42 AM,02:11 AM,10:42 PM,4,1,4,1,21,96,94,13.9,1013,5,7,67,11,Greenland
2020-06-06,6,3,0.0,17.8,1,100,No moonrise,02:53 AM,02:08 AM,10:45 PM,4,3,5,3,19,98,92,7.0,1007,6,8,223,10,Greenland
2020-06-07,5,3,0.0,17.9,1,84,12:09 AM,03:20 AM,02:06 AM,10:47 PM,4,2,4,2,17,98,93,11.6,1000,5,6,220,9,Greenland
2020-06-08,3,-4,0.0,17.9,1,76,01:09 AM,04:21 AM,02:05 AM,10:49 PM,2,-1,2,-1,20,92,94,2.5,1004,3,8,184,13,Greenland
2020-06-09,5,-2,0.0,17.9,1,69,01:33 AM,05:53 AM,02:03 AM,10:51 PM,3,2,3,2,6,93,89,0.0,1008,5,10,248,4,Greenland
2020-06-10,6,-3,0.0,18.0,1,61,01:42 AM,07:31 AM,02:01 AM,10:53 PM,4,2,4,2,24,90,88,14.4,999,6,9,174,13,Greenland
2020-06-11,3,-3,0.0,18.0,1,54,01:46 AM,09:06 AM,02:00 AM,10:55 PM,1,-4,2,-4,65,97,92,24.7,1012,3,3,177,46,Greenland
2020-06-12,5,-1,0.2,18.9,1,46,01:47 AM,10:36 AM,01:58 AM,10:57 PM,0,0,3,0,24,77,78,2.9,1013,5,8,74,15,Greenland
2020-06-13,5,-2,0.0,18.4,1,38,01:47 AM,12:03 PM,01:57 AM,10:58 PM,3,-0,4,-0,58,100,88,16.9,999,5,8,141,34,Greenland
2020-06-14,2,-6,7.2,18.8,1,31,01:46 AM,01:28 PM,01:56 AM,11:00 PM,1,-4,1,-4,38,94,95,30.2,1010,2,4,209,26,Greenland
2020-06-15,3,-4,0.0,18.8,1,23,01:46 AM,02:52 PM,01:55 AM,11:01 PM,-0,-2,2,-2,21,93,83,0.2,1014,3,10,134,15,Greenland
2020-06-16,2,-5,0.6,18.8,1,16,01:45 AM,04:17 PM,01:55 AM,11:02 PM,2,-2,2,-2,17,99,95,2.4,1007,2,6,211,12,Greenland
2020-06-17,1,-5,0.1,18.8,1,8,01:45 AM,05:46 PM,01:54 AM,11:03 PM,-0,-2,1,-2,12,88,90,0.2,1011,1,8,222,9,Greenland
2020-06-18,4,0,0.0,18.8,1,1,01:46 AM,07:18 PM,01:54 AM,11:04 PM,1,-1,3,-1,22,80,84,0.0,1009,4,10,322,15,Greenland
2020-06-19,3,-4,2.0,18.8,1,0,01:49 AM,08:53 PM,01:53 AM,11:04 PM,2,-2,2,-2,25,90,93,2.6,1006,3,6,234,18,Greenland
2020-06-20,5,-2,0.1,19.5,1,0,01:56 AM,10:25 PM,01:53 AM,11:04 PM,2,0,3,0,31,59,84,0.1,1012,5,10,312,20,Greenland
2020-06-21,6,-1,0.0,20.3,3,0,02:13 AM,11:40 PM,01:54 AM,11:04 PM,2,2,5,2,27,11,78,0.0,1009,6,10,315,15,Greenland
2020-06-22,5,5,0.0,20.3,3,7,02:54 AM,No moonset,01:54 AM,11:04 PM,2,2,5,2,26,8,81,0.0,1009,5,10,310,16,Greenland
2020-06-23,5,4,0.0,20.3,2,14,04:11 AM,12:20 AM,01:55 AM,11:04 PM,1,1,4,1,26,8,77,0.0,1004,5,10,320,17,Greenland
2020-06-24,5,-3,0.0,19.0,1,22,05:51 AM,12:37 AM,01:55 AM,11:03 PM,1,2,4,2,13,78,82,0.0,1006,5,10,278,8,Greenland
2020-06-25,4,3,0.0,19.9,1,29,07:37 AM,12:44 AM,01:56 AM,11:03 PM,2,-0,4,-0,26,48,87,0.0,1011,4,10,319,18,Greenland
2020-06-26,6,0,0.0,19.9,1,37,09:23 AM,12:47 AM,01:57 AM,11:02 PM,3,1,4,1,25,53,87,0.0,1016,6,10,320,17,Greenland
2020-06-27,6,0,0.0,19.9,2,44,11:06 AM,12:49 AM,01:58 AM,11:01 PM,3,2,5,2,19,47,82,0.0,1018,6,10,307,13,Greenland
2020-06-28,6,0,0.0,18.4,1,52,12:48 PM,12:49 AM,02:00 AM,11:00 PM,3,2,4,2,17,90,88,0.0,1021,6,10,312,12,Greenland
2020-06-29,6,4,0.0,19.3,1,59,02:31 PM,12:49 AM,02:01 AM,10:58 PM,2,1,5,1,30,60,85,0.0,1022,6,10,331,20,Greenland
2020-06-30,10,4,0.0,20.3,3,67,04:17 PM,12:49 AM,02:03 AM,10:57 PM,4,4,7,4,30,25,82,0.0,1016,10,10,291,17,Greenland
2020-07-01,6,-2,0.0,20.3,3,72,06:06 PM,12:50 AM,02:05 AM,10:55 PM,4,2,5,2,23,24,85,0.0,1008,6,10,210,14,Greenland
2020-07-02,8,2,0.0,20.3,3,79,07:57 PM,12:53 AM,02:07 AM,10:54 PM,4,4,6,4,22,10,78,0.0,1008,8,10,311,12,Greenland
2020-07-03,7,4,0.0,20.3,3,86,09:41 PM,12:59 AM,02:09 AM,10:52 PM,3,5,6,5,20,8,77,0.0,1007,7,10,299,10,Greenland
2020-07-04,5,4,0.0,20.3,2,94,10:59 PM,01:16 AM,02:11 AM,10:50 PM,3,3,5,3,16,22,90,0.0,1009,5,10,237,10,Greenland
2020-07-05,5,-0,0.0,19.6,2,100,11:37 PM,02:00 AM,02:13 AM,10:48 PM,3,1,5,1,37,54,88,0.0,1012,5,10,177,24,Greenland
2020-07-06,6,2,0.0,17.8,2,100,11:51 PM,03:21 AM,02:16 AM,10:46 PM,4,-0,5,-0,66,99,90,19.6,1011,6,8,173,44,Greenland
2020-07-07,6,0,0.0,17.7,2,85,11:56 PM,04:59 AM,02:18 AM,10:43 PM,5,1,5,1,37,99,94,5.1,1010,6,6,179,25,Greenland
2020-07-08,7,1,0.0,17.7,2,77,11:58 PM,06:37 AM,02:21 AM,10:41 PM,5,2,6,2,35,97,93,52.1,1011,7,7,148,22,Greenland
2020-07-09,8,5,0.0,17.6,2,70,11:59 PM,08:10 AM,02:24 AM,10:38 PM,6,2,7,2,75,99,93,27.9,1004,8,7,161,45,Greenland
2020-07-10,6,1,0.0,18.0,2,63,11:58 PM,09:40 AM,02:26 AM,10:36 PM,5,3,6,3,25,91,94,17.2,1013,6,9,279,14,Greenland
2020-07-11,8,3,0.0,20.0,3,55,11:58 PM,11:06 AM,02:29 AM,10:33 PM,3,3,6,3,37,8,80,0.0,1013,8,10,296,20,Greenland
2020-07-12,8,6,0.0,20.0,3,48,11:57 PM,12:30 PM,02:32 AM,10:31 PM,3,4,7,4,28,20,77,0.0,1007,8,10,320,14,Greenland
2020-07-13,8,6,0.0,19.5,2,41,11:57 PM,01:55 PM,02:35 AM,10:28 PM,4,4,7,4,36,48,82,0.0,1006,8,10,326,20,Greenland
2020-07-14,6,5,0.0,18.6,2,34,11:57 PM,03:21 PM,02:38 AM,10:25 PM,4,2,5,2,28,66,90,0.3,1012,6,9,309,19,Greenland
2020-07-15,8,2,0.0,19.8,3,26,11:59 PM,04:51 PM,02:41 AM,10:22 PM,4,3,6,3,27,17,85,0.0,1015,8,10,330,16,Greenland
2020-07-16,8,5,0.0,19.8,2,19,No moonrise,06:25 PM,02:44 AM,10:20 PM,4,4,6,4,22,31,83,0.0,1016,8,10,323,12,Greenland
2020-07-17,10,4,0.0,19.7,3,12,12:04 AM,08:00 PM,02:47 AM,10:17 PM,4,7,8,7,11,14,75,0.0,1016,10,10,201,5,Greenland
2020-07-18,10,8,0.0,19.6,3,5,12:15 AM,09:24 PM,02:50 AM,10:14 PM,5,8,9,8,17,18,73,0.0,1014,10,10,187,9,Greenland
2020-07-19,9,3,0.0,19.6,3,0,12:45 AM,10:19 PM,02:53 AM,10:11 PM,6,7,9,7,16,29,80,0.0,1013,9,10,201,8,Greenland
2020-07-20,9,5,0.0,17.5,2,0,01:48 AM,10:44 PM,02:57 AM,10:08 PM,6,7,8,7,21,70,81,0.6,1012,9,9,159,10,Greenland
2020-07-21,10,3,0.0,18.7,2,2,03:24 AM,10:54 PM,03:00 AM,10:05 PM,6,7,9,7,25,58,77,0.3,1008,10,10,133,12,Greenland
2020-07-22,12,6,0.0,17.4,4,10,05:11 AM,10:58 PM,03:03 AM,10:02 PM,7,9,10,9,26,41,78,0.0,1007,12,10,174,12,Greenland
2020-07-23,9,7,0.0,13.9,2,17,07:00 AM,11:00 PM,03:06 AM,09:59 PM,7,7,8,7,14,91,91,0.0,1008,9,10,254,8,Greenland
2020-07-24,9,7,0.0,13.8,2,24,08:46 AM,11:01 PM,03:09 AM,09:55 PM,8,7,8,7,12,100,94,1.0,1013,9,6,212,7,Greenland
2020-07-25,9,3,0.0,13.8,2,32,10:31 AM,11:01 PM,03:13 AM,09:52 PM,7,6,8,6,20,87,90,0.6,1017,9,8,176,12,Greenland
2020-07-26,9,5,0.0,14.4,2,39,12:14 PM,11:01 PM,03:16 AM,09:49 PM,7,7,8,7,13,86,93,3.1,1017,9,7,173,8,Greenland
2020-07-27,9,8,0.0,13.7,2,46,01:58 PM,11:01 PM,03:19 AM,09:46 PM,7,8,8,8,10,79,91,3.4,1014,9,10,249,7,Greenland
2020-07-28,8,4,0.0,13.7,2,53,03:45 PM,11:03 PM,03:22 AM,09:43 PM,7,5,8,5,21,95,90,2.5,1013,8,5,195,14,Greenland
2020-07-29,11,8,0.0,16.8,2,61,05:33 PM,11:08 PM,03:26 AM,09:39 PM,7,8,9,8,15,41,85,0.0,1012,11,9,199,9,Greenland
2020-07-30,9,8,0.0,16.8,3,68,07:18 PM,11:20 PM,03:29 AM,09:36 PM,5,7,9,7,16,15,79,0.0,1012,9,10,306,10,Greenland
2020-07-31,8,-0,0.0,13.5,2,72,08:47 PM,11:50 PM,03:32 AM,09:33 PM,7,4,7,4,39,98,91,3.5,1014,8,8,178,26,Greenland
2020-08-01,9,1,0.0,13.5,2,82,09:39 PM,No moonset,03:35 AM,09:29 PM,7,4,8,4,37,99,91,4.0,1009,9,9,166,24,Greenland
2020-08-02,9,8,0.0,13.4,2,90,09:59 PM,12:57 AM,03:39 AM,09:26 PM,8,7,9,7,20,100,96,16.4,1004,9,7,157,13,Greenland
2020-08-03,8,7,0.0,14.7,2,97,10:06 PM,02:30 AM,03:42 AM,09:23 PM,7,6,8,6,18,78,91,2.4,1004,8,6,310,12,Greenland
2020-08-04,8,7,0.0,17.4,3,100,10:09 PM,04:09 AM,03:45 AM,09:19 PM,5,5,7,5,18,28,88,0.0,1005,8,10,312,13,Greenland
2020-08-05,8,2,0.0,13.3,2,88,10:10 PM,05:45 AM,03:48 AM,09:16 PM,6,5,7,5,15,90,91,13.0,999,8,8,130,11,Greenland
2020-08-06,8,5,0.0,13.9,2,81,10:10 PM,07:17 AM,03:51 AM,09:12 PM,6,6,8,6,20,71,88,6.6,999,8,7,194,13,Greenland
2020-08-07,8,-1,0.0,14.6,2,74,10:09 PM,08:44 AM,03:54 AM,09:09 PM,6,4,7,4,21,74,88,5.8,1001,8,8,214,15,Greenland
2020-08-08,7,2,0.0,15.3,2,67,10:08 PM,10:09 AM,03:57 AM,09:05 PM,2,4,6,4,15,46,75,0.0,1005,7,10,243,12,Greenland
2020-08-09,7,6,0.0,12.8,2,59,10:08 PM,11:34 AM,04:01 AM,09:02 PM,4,3,7,3,26,90,83,3.7,1003,7,9,247,19,Greenland
2020-08-10,6,-1,0.0,10.3,2,52,10:08 PM,12:59 PM,04:04 AM,08:58 PM,2,2,6,2,27,92,75,2.2,1007,6,10,306,21,Greenland
2020-08-11,8,4,0.0,12.0,2,45,10:08 PM,02:27 PM,04:07 AM,08:55 PM,2,6,7,6,10,78,70,0.0,1007,8,10,160,7,Greenland
2020-08-12,9,-1,0.0,10.3,2,38,10:11 PM,03:59 PM,04:10 AM,08:51 PM,7,3,7,3,49,97,95,64.8,996,9,7,182,31,Greenland
2020-08-13,7,7,0.0,14.5,2,30,10:19 PM,05:33 PM,04:13 AM,08:48 PM,4,5,7,5,13,34,80,0.8,1015,7,10,264,9,Greenland
2020-08-14,8,6,0.0,12.8,2,23,10:37 PM,07:03 PM,04:16 AM,08:44 PM,3,4,7,4,19,60,79,0.1,1011,8,10,243,14,Greenland
2020-08-15,10,6,0.0,14.5,2,16,11:24 PM,08:12 PM,04:19 AM,08:41 PM,3,4,8,4,36,29,72,0.2,1006,10,10,232,24,Greenland
2020-08-16,10,6,0.0,14.5,3,8,No moonrise,08:48 PM,04:22 AM,08:37 PM,0,5,8,5,31,3,57,0.0,1011,10,10,136,20,Greenland
2020-08-17,11,5,0.0,14.5,3,1,12:48 AM,09:03 PM,04:25 AM,08:34 PM,3,8,10,8,17,10,61,0.0,1017,11,10,166,8,Greenland
2020-08-18,12,7,0.0,14.5,4,0,02:33 AM,09:09 PM,04:28 AM,08:30 PM,4,10,11,10,20,11,63,0.0,1017,12,10,161,10,Greenland
2020-08-19,10,9,0.0,14.5,3,0,04:25 AM,09:11 PM,04:31 AM,08:27 PM,5,8,10,8,18,3,71,0.0,1017,10,10,205,9,Greenland
2020-08-20,12,9,0.0,14.5,4,6,06:16 AM,09:12 PM,04:35 AM,08:23 PM,3,8,10,8,23,3,62,0.0,1015,12,10,202,13,Greenland
2020-08-21,9,2,0.0,14.5,3,13,08:04 AM,09:12 PM,04:38 AM,08:20 PM,4,6,8,6,12,7,74,0.0,1012,9,10,188,7,Greenland
2020-08-22,11,6,0.0,14.5,3,20,09:52 AM,09:12 PM,04:41 AM,08:16 PM,5,8,9,8,14,6,76,0.0,1011,11,10,280,9,Greenland
2020-08-23,9,8,0.0,14.5,3,28,11:39 AM,09:12 PM,04:44 AM,08:13 PM,6,8,8,8,9,11,83,0.0,1012,9,10,285,6,Greenland
2020-08-24,8,3,0.0,9.8,2,35,01:27 PM,09:13 PM,04:47 AM,08:09 PM,6,6,8,6,12,79,88,0.0,1011,8,9,326,9,Greenland
2020-08-25,9,7,0.0,14.5,3,42,03:16 PM,09:16 PM,04:50 AM,08:06 PM,5,6,8,6,12,20,83,0.0,1012,9,10,246,8,Greenland
2020-08-26,9,4,0.0,14.5,3,50,05:04 PM,09:24 PM,04:53 AM,08:02 PM,5,7,8,7,9,12,77,0.0,1014,9,10,202,5,Greenland
2020-08-27,9,5,0.0,12.5,2,57,06:39 PM,09:46 PM,04:56 AM,07:59 PM,4,8,8,8,8,59,72,0.0,1016,9,10,194,5,Greenland
2020-08-28,13,8,0.0,12.4,3,64,07:42 PM,10:40 PM,04:59 AM,07:55 PM,4,9,11,9,26,57,61,0.0,1004,13,10,68,13,Greenland
2020-08-29,10,1,0.0,12.3,2,71,08:08 PM,No moonset,05:02 AM,07:52 PM,8,7,9,7,22,61,85,1.7,998,10,8,145,11,Greenland
2020-08-30,11,8,0.0,14.4,3,79,08:17 PM,12:07 AM,05:05 AM,07:48 PM,5,7,10,7,31,10,73,0.0,999,11,10,172,17,Greenland
2020-08-31,10,8,0.0,14.4,3,82,08:20 PM,01:46 AM,05:08 AM,07:45 PM,5,7,9,7,27,15,80,0.0,1001,10,9,295,14,Greenland
2020-09-01,8,6,0.0,14.3,3,97,08:21 PM,03:23 AM,05:11 AM,07:41 PM,3,3,7,3,56,7,74,0.0,1006,8,10,341,33,Greenland
2020-09-02,7,2,0.0,13.4,2,100,08:21 PM,04:55 AM,05:14 AM,07:38 PM,1,3,6,3,21,31,68,0.0,1009,7,10,39,12,Greenland
2020-09-03,8,5,0.0,13.4,3,88,08:20 PM,06:24 AM,05:17 AM,07:34 PM,-1,5,7,5,19,30,57,1.1,1003,8,10,83,10,Greenland
2020-09-04,8,2,0.0,8.8,2,81,08:19 PM,07:51 AM,05:20 AM,07:31 PM,6,4,7,4,27,100,91,21.0,995,8,7,87,14,Greenland
2020-09-05,8,1,0.0,8.8,2,73,08:18 PM,09:15 AM,05:23 AM,07:27 PM,6,3,7,3,59,93,92,16.2,997,8,8,136,34,Greenland
2020-09-06,7,5,0.0,8.7,2,66,08:18 PM,10:40 AM,05:26 AM,07:23 PM,5,3,6,3,30,98,94,4.4,995,7,9,236,18,Greenland
2020-09-07,5,4,0.0,13.3,1,58,08:18 PM,12:07 PM,05:28 AM,07:20 PM,1,0,5,0,31,67,79,0.0,1010,5,10,321,20,Greenland
2020-09-08,6,1,0.0,12.2,1,50,08:19 PM,01:37 PM,05:31 AM,07:16 PM,1,3,5,3,15,56,74,0.7,1012,6,10,161,9,Greenland
2020-09-09,6,-1,0.0,8.6,2,43,08:23 PM,03:10 PM,05:34 AM,07:13 PM,5,2,5,2,28,100,92,17.7,996,6,8,152,17,Greenland
2020-09-10,5,1,0.0,9.8,1,35,08:34 PM,04:42 PM,05:37 AM,07:09 PM,0,-1,4,-1,39,62,74,2.0,1011,5,10,322,27,Greenland
2020-09-11,3,-5,0.2,12.1,1,28,09:05 PM,06:03 PM,05:40 AM,07:05 PM,-2,1,3,1,12,42,68,0.5,1012,3,9,210,8,Greenland
2020-09-12,4,1,0.0,13.6,2,20,10:11 PM,06:52 PM,05:43 AM,07:02 PM,-8,-1,2,-1,20,21,48,0.0,1009,4,10,128,13,Greenland
2020-09-13,4,-0,0.0,13.1,2,13,11:50 PM,07:12 PM,05:46 AM,06:58 PM,-2,2,3,2,5,19,68,0.0,1014,4,10,179,3,Greenland
2020-09-14,5,0,0.0,12.0,1,5,No moonrise,07:20 PM,05:49 AM,06:54 PM,-5,1,3,1,22,43,54,0.8,1008,5,10,81,14,Greenland
2020-09-15,6,1,0.0,8.1,2,0,01:40 AM,07:23 PM,05:51 AM,06:51 PM,3,1,5,1,44,100,86,25.8,984,6,8,61,25,Greenland
2020-09-16,6,-2,0.0,8.1,1,0,03:33 AM,07:23 PM,05:54 AM,06:47 PM,4,2,5,2,25,98,87,14.3,987,6,7,142,17,Greenland
2020-09-17,4,-1,1.1,9.3,1,0,05:24 AM,07:23 PM,05:57 AM,06:44 PM,1,0,4,0,24,79,80,7.9,1003,4,8,132,16,Greenland
2020-09-18,5,0,0.0,10.5,1,2,07:15 AM,07:23 PM,06:00 AM,06:40 PM,0,-0,4,-0,39,75,75,12.8,985,5,8,130,26,Greenland
2020-09-19,3,2,1.6,6.2,1,10,09:06 AM,07:22 PM,06:03 AM,06:36 PM,-1,-0,3,-0,20,81,77,2.5,1008,3,8,251,14,Greenland
2020-09-20,2,1,7.0,6.1,1,17,10:58 AM,07:22 PM,06:06 AM,06:33 PM,-0,-3,1,-3,24,96,88,8.2,1005,2,6,170,17,Greenland
2020-09-21,2,-5,0.0,10.2,2,25,12:52 PM,07:24 PM,06:08 AM,06:29 PM,-4,-1,1,-1,8,53,69,0.0,1008,2,10,87,5,Greenland
2020-09-22,2,-1,0.2,7.5,1,32,02:45 PM,07:28 PM,06:11 AM,06:26 PM,-2,-0,2,-0,9,62,77,0.2,1013,2,10,135,6,Greenland
2020-09-23,3,-4,0.0,8.8,1,40,04:31 PM,07:43 PM,06:14 AM,06:22 PM,-7,-3,1,-3,24,43,53,0.0,1016,3,10,76,16,Greenland
2020-09-24,5,-1,0.0,10.2,1,47,05:48 PM,08:25 PM,06:17 AM,06:19 PM,-3,-0,3,-0,24,60,58,0.0,998,5,10,42,14,Greenland
2020-09-25,7,3,0.0,6.0,2,55,06:20 PM,09:47 PM,06:20 AM,06:15 PM,3,2,5,2,39,86,82,5.5,987,7,9,115,23,Greenland
2020-09-26,4,3,0.0,11.6,1,62,06:31 PM,11:25 PM,06:23 AM,06:12 PM,-0,1,4,1,23,38,75,0.4,998,4,10,140,13,Greenland
2020-09-27,3,2,1.4,5.9,1,70,06:34 PM,No moonset,06:26 AM,06:08 PM,-0,-2,2,-2,30,75,82,3.2,1005,3,6,326,20,Greenland
2020-09-28,1,0,0.1,11.6,2,78,06:35 PM,01:03 AM,06:28 AM,06:05 PM,-4,-3,1,-3,19,16,68,0.1,1011,1,10,70,13,Greenland
2020-09-29,-0,-2,0.0,11.6,2,85,06:34 PM,02:37 AM,06:31 AM,06:01 PM,-8,-6,-1,-6,25,17,59,0.0,1012,-0,10,16,17,Greenland
2020-09-30,-1,-5,0.0,7.2,1,93,06:33 PM,04:07 AM,06:34 AM,05:58 PM,-11,-7,-2,-7,28,19,50,0.0,1013,-1,10,45,19,Greenland
2020-10-01,2,-3,10.1,5.7,1,97,06:32 PM,05:34 AM,06:37 AM,05:54 PM,-5,-3,1,-3,39,84,67,22.4,990,2,7,87,25,Greenland
2020-10-02,3,-3,5.7,4.2,1,100,06:30 PM,06:59 AM,06:40 AM,05:51 PM,1,-3,2,-3,38,100,92,35.1,992,3,3,182,25,Greenland
2020-10-03,2,2,0.3,4.1,1,89,06:29 PM,08:24 AM,06:43 AM,05:47 PM,-2,-2,2,-2,18,80,76,0.5,1016,2,9,148,13,Greenland
2020-10-04,0,-1,0.0,8.7,2,82,06:28 PM,09:51 AM,06:46 AM,05:44 PM,-4,-3,-0,-3,14,31,73,0.0,1012,0,10,22,10,Greenland
2020-10-05,-1,-4,0.0,7.2,1,74,06:28 PM,11:20 AM,06:49 AM,05:40 PM,-7,-4,-2,-4,8,32,63,0.0,1011,-1,10,91,6,Greenland
2020-10-06,-2,-9,0.0,8.7,2,67,06:30 PM,12:52 PM,06:52 AM,05:37 PM,-9,-5,-3,-5,11,4,59,0.0,1014,-2,10,56,8,Greenland
2020-10-07,-1,-7,0.0,8.7,2,60,06:36 PM,02:26 PM,06:55 AM,05:33 PM,-11,-6,-2,-6,15,30,48,0.0,1007,-1,10,76,11,Greenland
2020-10-08,4,-3,0.0,4.0,1,53,06:55 PM,03:54 PM,06:58 AM,05:30 PM,-1,-1,2,-1,23,98,73,3.2,1009,4,5,86,14,Greenland
2020-10-09,7,2,0.0,8.7,3,45,07:44 PM,04:56 PM,07:01 AM,05:26 PM,1,2,6,2,38,48,70,2.3,1006,7,10,78,19,Greenland
2020-10-10,7,5,0.0,3.8,2,38,09:11 PM,05:23 PM,07:04 AM,05:23 PM,2,3,6,3,36,73,75,0.7,996,7,10,109,18,Greenland
2020-10-11,5,3,1.7,3.8,1,31,10:56 PM,05:32 PM,07:07 AM,05:19 PM,1,-1,4,-1,46,79,80,3.7,999,5,7,130,29,Greenland
2020-10-12,5,1,0.0,3.8,1,23,No moonrise,05:36 PM,07:10 AM,05:16 PM,2,-0,4,-0,32,100,88,18.7,999,5,8,50,19,Greenland
2020-10-13,5,3,0.0,3.7,1,16,12:46 AM,05:36 PM,07:13 AM,05:12 PM,3,2,5,2,26,70,89,1.5,999,5,10,139,15,Greenland
2020-10-14,2,-4,8.0,3.7,1,9,02:37 AM,05:36 PM,07:16 AM,05:09 PM,2,-1,2,-1,17,96,96,9.4,1013,2,5,211,12,Greenland
2020-10-15,4,-4,0.1,8.7,1,2,04:27 AM,05:35 PM,07:19 AM,05:05 PM,-1,-0,3,-0,18,60,72,0.4,1018,4,10,82,10,Greenland
2020-10-16,5,-2,0.0,3.7,1,0,06:19 AM,05:34 PM,07:22 AM,05:02 PM,2,-1,4,-1,75,96,84,17.1,1017,5,9,148,48,Greenland
2020-10-17,5,3,0.0,3.5,1,0,08:13 AM,05:33 PM,07:25 AM,04:58 PM,3,-2,4,-2,85,90,93,23.2,1031,5,7,176,52,Greenland
2020-10-18,5,-4,0.0,8.7,1,5,10:10 AM,05:33 PM,07:28 AM,04:55 PM,3,0,4,0,38,71,89,0.0,1028,5,10,131,19,Greenland
2020-10-19,5,1,0.0,3.5,1,13,12:10 PM,05:35 PM,07:31 AM,04:51 PM,2,-2,4,-2,77,92,82,4.4,1021,5,10,171,50,Greenland
2020-10-20,4,2,4.2,3.4,1,20,02:07 PM,05:42 PM,07:35 AM,04:48 PM,1,-3,3,-3,74,93,86,21.4,1011,4,6,185,50,Greenland
2020-10-21,1,-1,2.2,5.2,1,27,03:46 PM,06:09 PM,07:38 AM,04:44 PM,-3,-3,1,-3,21,70,76,3.9,1013,1,7,117,14,Greenland
2020-10-22,-2,-5,0.2,8.7,1,35,04:33 PM,07:22 PM,07:41 AM,04:41 PM,-7,-7,-3,-7,18,49,71,0.2,1011,-2,9,60,13,Greenland
2020-10-23,-4,-7,0.0,8.7,2,42,04:46 PM,09:02 PM,07:44 AM,04:37 PM,-11,-11,-5,-11,23,24,60,0.0,1004,-4,10,28,16,Greenland
2020-10-24,-2,-5,0.0,8.7,1,49,04:49 PM,10:43 PM,07:47 AM,04:34 PM,-7,-6,-3,-6,12,39,71,0.0,1011,-2,10,116,8,Greenland
2020-10-25,-2,-8,0.9,3.3,1,56,04:50 PM,No moonset,07:50 AM,04:31 PM,-8,-8,-3,-8,24,79,67,1.2,996,-2,8,65,17,Greenland
