date_time,Ghana_maxtempC,Ghana_mintempC,Ghana_totalSnow_cm,Ghana_sunHour,Ghana_uvIndex,Ghana_moon_illumination,Ghana_moonrise,Ghana_moonset,Ghana_sunrise,Ghana_sunset,Ghana_DewPointC,Ghana_FeelsLikeC,Ghana_HeatIndexC,Ghana_WindChillC,Ghana_WindGustKmph,Ghana_cloudcover,Ghana_humidity,Ghana_precipMM,Ghana_pressure,Ghana_tempC,Ghana_visibility,Ghana_winddirDegree,Ghana_windspeedKmph,Ghana_location
2020-10-26,29,26,0.0,7.4,6,64,02:34 PM,01:59 AM,05:47 AM,05:43 PM,23,31,31,27,21,73,80,5.0,1010,29,10,234,16,Ghana
2020-10-27,29,25,0.0,8.8,6,71,03:15 PM,02:45 AM,05:47 AM,05:43 PM,23,30,30,27,20,63,80,5.9,1009,29,9,228,15,Ghana
2020-10-28,28,25,0.0,8.8,6,78,03:54 PM,03:29 AM,05:47 AM,05:43 PM,23,30,30,27,23,68,80,4.8,1010,28,10,230,17,Ghana
2020-10-29,29,25,0.0,10.2,6,85,04:32 PM,04:11 AM,05:47 AM,05:43 PM,23,30,30,27,20,65,79,2.5,1010,29,10,232,15,Ghana
2020-10-30,29,26,0.0,11.6,7,93,05:11 PM,04:54 AM,05:47 AM,05:43 PM,23,30,30,27,14,28,79,0.0,1011,29,10,219,11,Ghana
2020-10-31,29,26,0.0,8.8,6,97,05:50 PM,05:37 AM,05:47 AM,05:42 PM,23,31,31,27,18,65,79,1.1,1011,29,10,221,13,Ghana
2020-11-01,29,26,0.0,8.8,6,89,06:31 PM,06:20 AM,05:47 AM,05:42 PM,23,31,31,27,19,55,79,0.6,1010,29,10,224,14,Ghana
2020-11-02,30,26,0.0,8.8,6,81,07:15 PM,07:07 AM,05:47 AM,05:42 PM,23,31,31,28,17,49,77,3.7,1010,30,10,216,13,Ghana
2020-11-03,30,26,0.0,7.4,6,74,08:02 PM,07:55 AM,05:47 AM,05:42 PM,23,31,31,28,15,51,75,0.7,1011,30,10,222,12,Ghana
2020-11-04,30,26,0.0,8.8,6,66,08:51 PM,08:45 AM,05:47 AM,05:42 PM,23,31,31,28,19,67,77,4.9,1011,30,9,214,14,Ghana
2020-11-05,30,26,0.0,10.2,6,58,09:43 PM,09:37 AM,05:48 AM,05:42 PM,23,31,31,28,17,51,78,4.5,1010,30,10,217,13,Ghana
2020-11-06,30,26,0.0,8.8,6,51,10:36 PM,10:29 AM,05:48 AM,05:42 PM,23,31,31,27,20,56,78,0.9,1012,30,10,227,14,Ghana
2020-11-07,29,26,0.0,8.8,6,43,11:31 PM,11:23 AM,05:48 AM,05:42 PM,23,31,31,27,22,68,78,6.2,1013,29,10,231,16,Ghana
2020-11-08,30,25,0.0,10.2,6,36,No moonrise,12:14 PM,05:48 AM,05:42 PM,23,31,31,28,21,55,74,3.1,1012,30,10,227,15,Ghana
2020-11-09,30,26,0.0,6.0,6,28,12:25 AM,01:05 PM,05:48 AM,05:42 PM,23,31,31,28,22,71,74,8.1,1013,30,9,220,15,Ghana
2020-11-10,29,26,0.0,7.4,6,21,01:19 AM,01:54 PM,05:48 AM,05:42 PM,23,31,31,27,19,70,77,6.7,1011,29,10,215,14,Ghana
2020-11-11,30,26,0.0,7.4,6,13,02:13 AM,02:42 PM,05:49 AM,05:42 PM,23,31,31,28,16,68,73,3.6,1011,30,9,208,12,Ghana
2020-11-12,30,26,0.0,8.8,6,6,03:06 AM,03:32 PM,05:49 AM,05:42 PM,23,31,31,28,16,55,75,9.0,1011,30,9,218,10,Ghana
2020-11-13,30,26,0.0,8.8,6,0,04:01 AM,04:21 PM,05:49 AM,05:42 PM,23,32,32,28,19,44,75,13.0,1011,30,9,229,12,Ghana
2020-11-14,30,26,0.0,7.4,6,0,04:58 AM,05:15 PM,05:49 AM,05:42 PM,23,32,32,28,18,57,75,2.5,1011,30,10,224,13,Ghana
2020-11-15,30,26,0.0,7.4,6,0,05:57 AM,06:10 PM,05:50 AM,05:42 PM,23,31,31,28,18,70,78,0.5,1010,30,9,233,14,Ghana
2020-11-16,30,26,0.0,7.4,6,2,06:58 AM,07:09 PM,05:50 AM,05:42 PM,23,31,31,28,19,69,77,1.1,1010,30,10,229,14,Ghana
2020-11-17,30,26,0.0,6.0,6,9,08:01 AM,08:10 PM,05:50 AM,05:42 PM,23,31,31,28,19,65,75,2.6,1010,30,10,221,14,Ghana
2020-11-18,29,26,0.0,7.4,6,17,09:03 AM,09:11 PM,05:51 AM,05:42 PM,23,31,31,28,19,63,75,2.5,1010,29,10,222,14,Ghana
2020-11-19,30,25,0.0,10.2,6,24,10:02 AM,10:09 PM,05:51 AM,05:42 PM,22,31,31,27,20,54,74,2.2,1010,30,10,238,14,Ghana
2020-11-20,30,25,0.0,10.2,6,32,10:57 AM,11:04 PM,05:51 AM,05:42 PM,22,30,30,27,18,35,73,0.6,1009,30,10,221,13,Ghana
2020-11-21,30,26,0.0,11.6,6,39,11:47 AM,11:55 PM,05:52 AM,05:43 PM,22,31,31,28,21,38,72,3.9,1010,30,10,233,15,Ghana
2020-11-22,30,26,0.0,8.8,6,47,12:32 PM,No moonset,05:52 AM,05:43 PM,23,31,31,28,23,59,74,13.7,1010,30,9,236,15,Ghana
2020-11-23,29,26,0.0,6.0,6,54,01:14 PM,12:42 AM,05:52 AM,05:43 PM,23,31,31,27,20,72,78,1.6,1011,29,10,226,15,Ghana
2020-11-24,30,26,0.0,7.4,6,62,01:54 PM,01:27 AM,05:53 AM,05:43 PM,23,31,31,28,19,55,74,2.0,1011,30,10,223,15,Ghana
2020-11-25,29,26,0.0,6.0,6,70,02:32 PM,02:09 AM,05:53 AM,05:43 PM,23,31,31,28,21,66,77,1.5,1010,29,10,228,15,Ghana
2020-11-26,30,26,0.0,6.0,6,77,03:10 PM,02:52 AM,05:53 AM,05:44 PM,23,31,31,28,25,59,77,3.3,1010,30,10,237,18,Ghana
2020-11-27,29,26,0.0,7.4,6,85,03:49 PM,03:35 AM,05:54 AM,05:44 PM,23,31,31,27,26,72,79,4.1,1010,29,10,227,19,Ghana
2020-11-28,30,26,0.0,8.8,6,92,04:29 PM,04:18 AM,05:54 AM,05:44 PM,23,31,31,27,18,63,75,2.4,1011,30,10,224,13,Ghana
2020-11-29,30,26,0.0,8.8,6,100,05:13 PM,05:03 AM,05:55 AM,05:44 PM,23,31,31,28,19,68,76,5.2,1010,30,10,225,14,Ghana
2020-11-30,30,26,0.0,7.4,6,100,05:59 PM,05:51 AM,05:55 AM,05:45 PM,23,31,31,28,19,66,76,0.8,1011,30,10,221,14,Ghana
2020-12-01,29,26,0.0,8.8,6,89,06:47 PM,06:41 AM,05:55 AM,05:45 PM,23,31,31,28,18,59,76,0.8,1011,29,10,212,13,Ghana
2020-12-02,30,26,0.0,8.8,6,82,07:40 PM,07:33 AM,05:56 AM,05:45 PM,23,31,31,28,21,65,75,1.2,1011,30,10,227,16,Ghana
2020-12-03,29,26,0.0,8.8,6,75,08:33 PM,08:26 AM,05:56 AM,05:46 PM,23,31,31,27,24,66,76,0.6,1012,29,10,239,17,Ghana
2020-12-04,30,25,0.0,7.4,6,67,09:27 PM,09:19 AM,05:57 AM,05:46 PM,23,31,31,28,21,51,76,0.1,1012,30,10,239,16,Ghana
2020-12-05,29,26,0.0,11.6,7,60,10:21 PM,10:11 AM,05:57 AM,05:46 PM,23,31,31,27,21,39,75,0.0,1012,29,10,223,15,Ghana
2020-12-06,29,26,0.0,10.2,6,53,11:14 PM,11:01 AM,05:58 AM,05:47 PM,23,30,30,27,22,35,75,0.2,1011,29,10,216,16,Ghana
2020-12-07,29,26,0.0,8.8,6,46,No moonrise,11:49 AM,05:58 AM,05:47 PM,23,31,31,28,22,49,74,0.2,1012,29,10,225,16,Ghana
2020-12-08,29,26,0.0,7.4,6,38,12:05 AM,12:36 PM,05:59 AM,05:48 PM,23,31,31,27,22,71,78,1.3,1012,29,10,237,16,Ghana
2020-12-09,29,26,0.0,7.4,6,31,12:57 AM,01:23 PM,05:59 AM,05:48 PM,23,31,31,28,23,65,76,1.5,1011,29,10,222,17,Ghana
2020-12-10,30,26,0.0,7.2,6,24,01:49 AM,02:10 PM,06:00 AM,05:48 PM,23,31,31,28,23,59,77,2.2,1012,30,10,225,17,Ghana
2020-12-11,29,26,0.0,8.7,6,17,02:42 AM,03:00 PM,06:00 AM,05:49 PM,23,30,30,27,23,57,77,0.2,1012,29,10,234,17,Ghana
2020-12-12,30,26,0.0,5.8,6,9,03:38 AM,03:53 PM,06:01 AM,05:49 PM,23,31,31,28,22,61,77,1.3,1011,30,10,232,16,Ghana
2020-12-13,29,26,0.0,4.3,6,2,04:37 AM,04:49 PM,06:01 AM,05:50 PM,23,31,31,28,22,68,79,3.6,1010,29,10,220,16,Ghana
2020-12-14,30,26,0.0,4.3,6,0,05:39 AM,05:49 PM,06:02 AM,05:50 PM,23,31,31,28,21,58,76,2.7,1010,30,10,227,16,Ghana
2020-12-15,30,26,0.0,4.3,6,0,06:42 AM,06:51 PM,06:02 AM,05:51 PM,23,31,31,28,21,63,76,2.0,1010,30,10,226,16,Ghana
2020-12-16,30,26,0.0,4.3,6,5,07:44 AM,07:52 PM,06:03 AM,05:51 PM,23,31,31,28,22,59,76,6.0,1010,30,9,231,16,Ghana
2020-12-17,30,26,0.0,7.2,6,12,08:43 AM,08:50 PM,06:03 AM,05:52 PM,23,31,31,28,27,50,76,9.8,1011,30,9,238,18,Ghana
2020-12-18,29,26,0.0,5.8,6,20,09:37 AM,09:45 PM,06:04 AM,05:52 PM,23,31,31,28,21,56,76,1.0,1010,29,10,227,16,Ghana
2020-12-19,30,25,0.0,5.8,6,27,10:25 AM,10:35 PM,06:04 AM,05:52 PM,23,30,30,27,20,50,76,0.4,1010,30,10,225,15,Ghana
2020-12-20,29,26,0.0,5.8,6,34,11:09 AM,11:22 PM,06:04 AM,05:53 PM,23,31,31,27,19,56,77,1.9,1010,29,10,221,14,Ghana
2020-12-21,30,26,0.0,4.3,6,41,11:51 AM,No moonset,06:05 AM,05:53 PM,23,31,31,28,20,65,76,2.3,1011,30,10,227,15,Ghana
2020-12-22,30,26,0.0,5.8,6,49,12:29 PM,12:05 AM,06:05 AM,05:54 PM,23,31,31,28,22,50,76,2.2,1010,30,10,227,16,Ghana
2020-12-23,29,26,0.0,5.8,6,56,01:08 PM,12:48 AM,06:06 AM,05:54 PM,23,31,31,27,19,50,76,1.0,1010,29,10,218,14,Ghana
2020-12-24,29,26,0.0,5.8,6,63,01:47 PM,01:31 AM,06:06 AM,05:55 PM,23,31,31,27,18,40,76,0.3,1010,29,10,206,14,Ghana
2020-12-25,29,25,0.0,4.3,6,70,02:26 PM,02:14 AM,06:07 AM,05:55 PM,23,31,31,27,17,51,76,0.4,1009,29,10,230,13,Ghana
2020-12-26,31,26,0.0,5.8,6,78,03:08 PM,02:58 AM,06:07 AM,05:56 PM,23,32,32,28,18,48,74,0.6,1009,31,10,233,14,Ghana
2020-12-27,31,26,0.0,8.7,6,85,03:53 PM,03:45 AM,06:08 AM,05:56 PM,23,32,32,28,19,28,73,0.1,1009,31,10,237,15,Ghana
2020-12-28,31,26,0.0,7.2,6,92,04:41 PM,04:34 AM,06:08 AM,05:57 PM,23,31,31,28,21,44,73,0.1,1009,31,10,240,17,Ghana
2020-12-29,30,26,0.0,7.2,6,100,05:33 PM,05:26 AM,06:09 AM,05:57 PM,23,31,31,28,23,46,73,0.2,1009,30,10,239,18,Ghana
2020-12-30,30,26,0.0,5.8,6,100,06:27 PM,06:20 AM,06:09 AM,05:58 PM,23,31,31,28,21,42,75,0.1,1010,30,10,229,16,Ghana
2020-12-31,30,27,0.0,8.7,6,89,07:22 PM,07:14 AM,06:10 AM,05:58 PM,23,32,32,28,22,33,74,0.2,1011,30,10,219,17,Ghana
2021-01-01,31,26,0.0,7.2,6,79,08:17 PM,08:07 AM,06:10 AM,05:59 PM,23,32,32,28,23,37,74,0.1,1010,31,10,234,18,Ghana
2021-01-02,30,26,0.0,5.8,6,71,09:11 PM,08:58 AM,06:11 AM,05:59 PM,23,31,31,28,23,44,76,0.3,1010,30,10,234,18,Ghana
2021-01-03,30,26,0.0,10.2,6,64,10:03 PM,09:48 AM,06:11 AM,06:00 PM,23,31,31,28,23,43,75,0.4,1010,30,10,229,18,Ghana
2021-01-04,30,26,0.0,8.8,6,57,10:54 PM,10:34 AM,06:11 AM,06:00 PM,23,31,31,28,23,53,75,0.8,1010,30,10,234,18,Ghana
2021-01-05,30,26,0.0,5.9,6,50,11:45 PM,11:21 AM,06:12 AM,06:01 PM,23,31,31,28,25,64,75,0.5,1009,30,10,235,19,Ghana
2021-01-06,30,26,0.0,7.4,6,42,No moonrise,12:06 PM,06:12 AM,06:01 PM,23,32,32,28,26,58,75,5.2,1010,30,10,235,19,Ghana
2021-01-07,29,26,0.0,7.4,6,35,12:35 AM,12:54 PM,06:13 AM,06:02 PM,23,31,31,28,24,61,75,0.7,1011,29,10,232,18,Ghana
2021-01-08,30,27,0.0,7.4,6,28,01:29 AM,01:43 PM,06:13 AM,06:02 PM,23,32,32,28,22,55,75,0.6,1011,30,10,222,17,Ghana
2021-01-09,30,26,0.0,10.2,6,20,02:24 AM,02:36 PM,06:13 AM,06:03 PM,23,31,31,28,23,42,75,0.2,1010,30,10,234,18,Ghana
2021-01-10,30,26,0.0,5.9,6,13,03:23 AM,03:33 PM,06:14 AM,06:03 PM,23,31,31,28,23,57,76,0.6,1010,30,10,233,18,Ghana
2021-01-11,29,26,0.0,8.8,6,6,04:24 AM,04:32 PM,06:14 AM,06:04 PM,23,31,31,27,24,47,77,0.4,1010,29,10,227,18,Ghana
2021-01-12,30,26,0.0,6.0,6,0,05:26 AM,05:34 PM,06:14 AM,06:04 PM,23,31,31,28,25,58,75,0.9,1011,30,10,236,19,Ghana
2021-01-13,30,26,0.0,7.4,6,0,06:25 AM,06:33 PM,06:15 AM,06:05 PM,23,31,31,28,24,69,74,1.4,1012,30,10,235,18,Ghana
2021-01-14,30,26,0.0,8.8,6,1,07:22 AM,07:30 PM,06:15 AM,06:05 PM,23,31,31,28,21,54,74,0.5,1011,30,10,229,17,Ghana
2021-01-15,30,26,0.0,8.8,6,8,08:14 AM,08:23 PM,06:15 AM,06:05 PM,22,30,30,28,21,37,74,0.8,1010,30,10,229,16,Ghana
2021-01-16,30,26,0.0,8.8,6,16,09:01 AM,09:12 PM,06:15 AM,06:06 PM,22,30,30,27,21,55,73,1.5,1009,30,10,218,16,Ghana
2021-01-17,30,26,0.0,8.8,6,23,09:44 AM,09:58 PM,06:16 AM,06:06 PM,22,31,31,28,18,30,74,0.2,1009,30,10,218,14,Ghana
2021-01-18,29,26,0.0,6.0,6,30,10:25 AM,10:42 PM,06:16 AM,06:07 PM,23,30,30,27,19,66,75,0.5,1010,29,10,216,15,Ghana
2021-01-19,29,26,0.0,7.4,6,38,11:04 AM,11:26 PM,06:16 AM,06:07 PM,23,30,30,27,19,44,76,0.3,1011,29,10,216,14,Ghana
2021-01-20,30,26,0.0,7.4,6,45,11:43 AM,No moonset,06:16 AM,06:07 PM,23,31,31,27,20,49,75,0.5,1010,30,10,219,15,Ghana
2021-01-21,30,26,0.0,11.6,7,52,12:22 PM,12:08 AM,06:16 AM,06:08 PM,23,31,31,28,15,16,74,0.0,1010,30,10,208,12,Ghana
2021-01-22,31,25,0.0,11.6,7,59,01:03 PM,12:52 AM,06:17 AM,06:08 PM,22,31,31,28,18,13,72,0.0,1011,31,10,223,14,Ghana
2021-01-23,30,26,0.0,8.8,6,67,01:46 PM,01:38 AM,06:17 AM,06:08 PM,22,31,31,28,21,32,74,0.2,1010,30,10,225,16,Ghana
2021-01-24,31,25,0.0,11.6,7,74,02:33 PM,02:25 AM,06:17 AM,06:09 PM,22,31,31,28,21,9,73,0.0,1010,31,10,228,17,Ghana
2021-01-25,30,25,0.0,11.6,7,81,03:23 PM,03:16 AM,06:17 AM,06:09 PM,22,30,30,28,20,16,73,0.0,1010,30,10,223,15,Ghana
2021-01-26,30,26,0.0,11.6,7,88,04:16 PM,04:09 AM,06:17 AM,06:09 PM,22,30,30,28,20,16,73,0.0,1010,30,10,224,16,Ghana
2021-01-27,31,26,0.0,10.2,6,96,05:11 PM,05:04 AM,06:17 AM,06:10 PM,22,31,31,28,20,25,73,0.0,1010,31,10,226,16,Ghana
2021-01-28,30,26,0.0,8.8,6,100,06:07 PM,05:58 AM,06:17 AM,06:10 PM,23,31,31,28,22,39,75,0.3,1010,30,10,226,17,Ghana
2021-01-29,29,25,0.0,8.8,6,90,07:03 PM,06:51 AM,06:17 AM,06:10 PM,23,30,30,27,21,49,76,0.4,1011,29,10,224,16,Ghana
2021-01-30,30,26,0.0,11.6,7,82,07:57 PM,07:43 AM,06:17 AM,06:11 PM,22,30,30,28,23,18,70,0.1,1011,30,10,228,17,Ghana
2021-01-31,30,26,0.0,7.4,6,79,08:50 PM,08:31 AM,06:18 AM,06:11 PM,23,31,31,28,25,46,75,0.2,1010,30,10,228,19,Ghana
2021-02-01,30,26,0.0,7.4,6,63,09:42 PM,09:19 AM,06:18 AM,06:11 PM,23,31,31,28,23,49,76,0.2,1010,30,10,232,18,Ghana
2021-02-02,30,27,0.0,7.4,6,55,10:32 PM,10:05 AM,06:18 AM,06:11 PM,23,32,32,28,24,55,75,0.6,1011,30,10,221,19,Ghana
2021-02-03,31,26,0.0,8.8,6,48,11:25 PM,10:52 AM,06:18 AM,06:12 PM,23,32,32,28,22,45,74,0.5,1011,31,10,229,18,Ghana
2021-02-04,30,26,0.0,6.0,6,40,No moonrise,11:40 AM,06:18 AM,06:12 PM,23,32,32,28,25,59,76,0.7,1011,30,10,229,20,Ghana
2021-02-05,30,26,0.0,7.4,6,33,12:19 AM,12:31 PM,06:17 AM,06:12 PM,23,32,32,28,24,46,75,0.4,1010,30,10,228,18,Ghana
2021-02-06,30,26,0.0,6.0,6,25,01:16 AM,01:25 PM,06:17 AM,06:12 PM,23,32,32,28,27,61,76,1.0,1011,30,10,231,21,Ghana
2021-02-07,30,26,0.0,7.4,6,18,02:14 AM,02:22 PM,06:17 AM,06:12 PM,23,32,32,28,26,61,76,1.5,1010,30,10,226,20,Ghana
