date_time,Ghana_maxtempC,Ghana_mintempC,Ghana_totalSnow_cm,Ghana_sunHour,Ghana_uvIndex,Ghana_moon_illumination,Ghana_moonrise,Ghana_moonset,Ghana_sunrise,Ghana_sunset,Ghana_DewPointC,Ghana_FeelsLikeC,Ghana_HeatIndexC,Ghana_WindChillC,Ghana_WindGustKmph,Ghana_cloudcover,Ghana_humidity,Ghana_precipMM,Ghana_pressure,Ghana_tempC,Ghana_visibility,Ghana_winddirDegree,Ghana_windspeedKmph,Ghana_location
2020-01-01,32,26,0.0,8.7,7,37,10:59 AM,11:13 PM,06:10 AM,05:59 PM,21,31,31,29,13,6,64,0.0,1011,32,10,215,10,Ghana
2020-01-02,32,25,0.0,8.7,7,44,11:39 AM,11:56 PM,06:10 AM,05:59 PM,17,29,29,28,15,7,52,0.0,1011,32,10,207,11,Ghana
2020-01-03,31,24,0.0,11.6,7,51,12:17 PM,No moonset,06:11 AM,06:00 PM,13,28,28,28,14,1,39,0.0,1012,31,10,173,11,Ghana
2020-01-04,32,26,0.0,11.6,7,59,12:57 PM,12:39 AM,06:11 AM,06:00 PM,11,28,28,29,13,1,33,0.0,1012,32,10,161,10,Ghana
2020-01-05,34,25,0.0,11.6,7,66,01:38 PM,01:23 AM,06:11 AM,06:01 PM,16,30,30,29,12,1,46,0.0,1011,34,10,225,10,Ghana
2020-01-06,31,25,0.0,11.6,7,73,02:22 PM,02:09 AM,06:12 AM,06:01 PM,19,30,30,28,17,9,59,0.0,1010,31,10,224,13,Ghana
2020-01-07,31,25,0.0,11.6,7,80,03:10 PM,02:58 AM,06:12 AM,06:01 PM,20,30,30,28,19,10,61,0.0,1009,31,10,230,15,Ghana
2020-01-08,30,25,0.0,11.6,7,88,04:01 PM,03:51 AM,06:13 AM,06:02 PM,21,30,30,28,21,15,67,0.0,1011,30,10,234,16,Ghana
2020-01-09,30,25,0.0,11.6,7,95,04:57 PM,04:47 AM,06:13 AM,06:02 PM,22,30,30,27,20,12,72,0.0,1010,30,10,227,15,Ghana
2020-01-10,30,26,0.0,10.2,6,100,05:57 PM,05:46 AM,06:13 AM,06:03 PM,22,30,30,27,23,25,74,0.1,1012,30,10,212,17,Ghana
2020-01-11,30,26,0.0,11.6,6,100,06:57 PM,06:45 AM,06:14 AM,06:03 PM,23,31,31,28,22,28,77,0.1,1012,30,10,218,17,Ghana
2020-01-12,31,25,0.0,11.6,7,83,07:57 PM,07:43 AM,06:14 AM,06:04 PM,22,31,31,28,19,7,72,0.0,1011,31,10,232,14,Ghana
2020-01-13,30,26,0.0,10.2,6,76,08:55 PM,08:39 AM,06:14 AM,06:04 PM,23,31,31,28,18,25,75,0.4,1010,30,10,216,14,Ghana
2020-01-14,30,27,0.0,8.8,6,69,09:51 PM,09:32 AM,06:15 AM,06:05 PM,23,32,32,28,15,42,75,1.2,1009,30,10,206,11,Ghana
2020-01-15,32,26,0.0,7.4,6,61,10:44 PM,10:21 AM,06:15 AM,06:05 PM,23,33,33,29,18,56,75,0.4,1009,32,10,228,14,Ghana
2020-01-16,32,26,0.0,11.6,7,54,11:37 PM,11:10 AM,06:15 AM,06:06 PM,23,32,32,28,23,19,72,0.0,1011,32,10,236,17,Ghana
2020-01-17,31,26,0.0,10.2,6,47,No moonrise,11:57 AM,06:15 AM,06:06 PM,23,32,32,28,19,24,74,0.0,1011,31,10,226,15,Ghana
2020-01-18,32,26,0.0,11.6,6,40,12:29 AM,12:45 PM,06:16 AM,06:06 PM,23,32,32,29,19,18,72,0.0,1012,32,10,228,15,Ghana
2020-01-19,31,26,0.0,11.6,7,32,01:21 AM,01:34 PM,06:16 AM,06:07 PM,23,32,32,28,19,15,73,0.0,1011,31,10,222,15,Ghana
2020-01-20,30,27,0.0,11.6,6,25,02:15 AM,02:24 PM,06:16 AM,06:07 PM,23,32,32,28,21,29,75,0.0,1010,30,10,210,16,Ghana
2020-01-21,30,26,0.0,11.6,7,18,03:09 AM,03:17 PM,06:16 AM,06:07 PM,23,32,32,28,20,23,73,0.0,1011,30,10,215,16,Ghana
2020-01-22,31,27,0.0,11.6,7,11,04:04 AM,04:11 PM,06:16 AM,06:08 PM,22,32,32,29,18,5,69,0.0,1011,31,10,209,14,Ghana
2020-01-23,31,26,0.0,11.6,7,3,04:59 AM,05:05 PM,06:17 AM,06:08 PM,23,32,32,28,19,16,73,0.0,1010,31,10,220,15,Ghana
2020-01-24,32,26,0.0,11.6,7,0,05:52 AM,05:58 PM,06:17 AM,06:09 PM,23,32,32,28,17,12,72,0.0,1011,32,10,202,13,Ghana
2020-01-25,31,25,0.0,11.6,6,0,06:42 AM,06:49 PM,06:17 AM,06:09 PM,22,31,31,28,16,17,70,0.0,1012,31,10,211,12,Ghana
2020-01-26,32,26,0.0,11.6,7,4,07:30 AM,07:38 PM,06:17 AM,06:09 PM,19,31,31,29,13,0,58,0.0,1012,32,10,213,11,Ghana
2020-01-27,32,25,0.0,11.6,7,11,08:13 AM,08:24 PM,06:17 AM,06:10 PM,21,31,31,28,17,0,64,0.0,1011,32,10,218,14,Ghana
2020-01-28,31,26,0.0,11.6,7,18,08:55 AM,09:08 PM,06:17 AM,06:10 PM,22,31,31,28,20,15,70,0.0,1012,31,10,216,16,Ghana
2020-01-29,33,25,0.0,11.6,7,26,09:35 AM,09:51 PM,06:17 AM,06:10 PM,23,32,32,28,17,4,72,0.0,1011,33,10,229,13,Ghana
2020-01-30,31,25,0.0,11.6,7,33,10:14 AM,10:33 PM,06:17 AM,06:10 PM,22,31,31,28,20,3,70,0.0,1012,31,10,230,16,Ghana
2020-01-31,31,26,0.0,10.2,7,37,10:53 AM,11:17 PM,06:17 AM,06:11 PM,23,32,32,28,21,27,75,0.0,1012,31,10,213,16,Ghana
2020-02-01,31,26,0.0,10.2,6,49,11:33 AM,No moonset,06:18 AM,06:11 PM,22,31,31,28,20,29,72,0.0,1012,31,10,222,15,Ghana
2020-02-02,32,26,0.0,11.6,6,57,12:14 PM,12:01 AM,06:18 AM,06:11 PM,22,32,32,29,21,26,70,0.1,1012,32,10,227,16,Ghana
2020-02-03,32,26,0.0,11.6,7,64,12:59 PM,12:48 AM,06:18 AM,06:11 PM,23,32,32,29,21,23,71,0.0,1012,32,10,230,16,Ghana
2020-02-04,31,26,0.0,8.8,6,72,01:48 PM,01:38 AM,06:18 AM,06:12 PM,22,32,32,28,21,45,71,0.5,1012,31,10,221,16,Ghana
2020-02-05,31,26,0.0,11.6,7,79,02:40 PM,02:30 AM,06:18 AM,06:12 PM,22,31,31,28,21,22,70,0.0,1011,31,10,217,16,Ghana
2020-02-06,31,26,0.0,11.6,7,87,03:38 PM,03:28 AM,06:17 AM,06:12 PM,22,31,31,28,20,23,71,0.0,1011,31,10,216,16,Ghana
2020-02-07,32,26,0.0,11.6,7,95,04:38 PM,04:26 AM,06:17 AM,06:12 PM,22,32,32,28,18,7,69,0.0,1011,32,10,222,14,Ghana
2020-02-08,33,25,0.0,11.6,7,100,05:39 PM,05:26 AM,06:17 AM,06:12 PM,22,31,31,28,21,12,71,0.0,1011,33,10,230,16,Ghana
2020-02-09,30,26,0.0,11.6,6,100,06:40 PM,06:24 AM,06:17 AM,06:13 PM,23,31,31,28,24,32,74,0.0,1011,30,10,224,18,Ghana
2020-02-10,31,26,0.0,11.6,7,83,07:39 PM,07:20 AM,06:17 AM,06:13 PM,22,32,32,28,22,17,70,0.0,1012,31,10,213,16,Ghana
2020-02-11,32,26,0.0,11.6,7,75,08:35 PM,08:12 AM,06:17 AM,06:13 PM,23,32,32,29,22,20,70,0.0,1011,32,10,230,17,Ghana
2020-02-12,32,27,0.0,10.2,6,68,09:30 PM,09:03 AM,06:17 AM,06:13 PM,23,32,32,29,20,24,72,0.0,1011,32,10,216,15,Ghana
2020-02-13,32,25,0.0,11.6,7,60,10:23 PM,09:53 AM,06:17 AM,06:13 PM,22,31,31,28,16,9,69,0.0,1011,32,10,209,12,Ghana
2020-02-14,32,24,0.0,11.6,7,53,11:17 PM,10:41 AM,06:17 AM,06:13 PM,21,31,31,28,15,5,67,0.0,1009,32,10,215,12,Ghana
2020-02-15,31,24,0.0,11.6,7,45,No moonrise,11:31 AM,06:16 AM,06:13 PM,22,30,30,28,21,2,71,0.0,1009,31,10,236,16,Ghana
2020-02-16,31,25,0.0,11.6,7,38,12:11 AM,12:22 PM,06:16 AM,06:13 PM,22,31,31,28,22,19,74,0.0,1010,31,10,231,17,Ghana
2020-02-17,30,26,0.0,11.6,6,30,01:06 AM,01:14 PM,06:16 AM,06:13 PM,23,31,31,28,24,45,75,0.0,1010,30,10,218,19,Ghana
2020-02-18,30,26,0.0,10.2,6,22,02:00 AM,02:07 PM,06:16 AM,06:13 PM,23,32,32,28,25,30,76,0.2,1011,30,10,221,19,Ghana
2020-02-19,31,26,0.0,11.6,7,15,02:55 AM,03:00 PM,06:16 AM,06:13 PM,23,32,32,28,19,20,74,0.1,1009,31,10,211,15,Ghana
2020-02-20,30,26,0.0,11.6,7,7,03:48 AM,03:53 PM,06:15 AM,06:14 PM,23,32,32,28,22,27,76,0.0,1009,30,10,215,17,Ghana
2020-02-21,31,26,0.0,11.6,7,0,04:38 AM,04:44 PM,06:15 AM,06:14 PM,23,32,32,28,20,22,75,0.0,1009,31,10,219,16,Ghana
2020-02-22,31,26,0.0,11.6,7,0,05:26 AM,05:33 PM,06:15 AM,06:14 PM,23,32,32,29,23,14,74,0.0,1009,31,10,225,18,Ghana
2020-02-23,31,27,0.0,11.6,7,0,06:10 AM,06:19 PM,06:15 AM,06:14 PM,24,33,33,29,28,23,76,0.0,1010,31,10,226,21,Ghana
2020-02-24,31,27,0.0,6.0,6,0,06:52 AM,07:04 PM,06:14 AM,06:14 PM,24,33,33,29,26,54,76,1.6,1010,31,10,228,20,Ghana
2020-02-25,31,27,0.0,6.0,6,8,07:33 AM,07:48 PM,06:14 AM,06:14 PM,23,33,33,29,23,52,73,0.3,1010,31,10,228,17,Ghana
2020-02-26,31,26,0.0,10.2,6,15,08:12 AM,08:30 PM,06:14 AM,06:14 PM,24,32,32,28,22,25,76,0.0,1009,31,10,218,17,Ghana
2020-02-27,31,27,0.0,11.6,6,23,08:50 AM,09:13 PM,06:13 AM,06:14 PM,23,32,32,28,21,29,75,0.0,1010,31,10,210,17,Ghana
2020-02-28,31,27,0.0,11.6,7,30,09:30 AM,09:57 PM,06:13 AM,06:14 PM,23,32,32,28,22,24,74,0.0,1010,31,10,218,17,Ghana
2020-02-29,32,27,0.0,11.6,7,38,10:10 AM,10:41 PM,06:13 AM,06:13 PM,24,34,34,29,27,22,74,0.6,1009,32,10,231,21,Ghana
2020-03-01,31,27,0.0,7.4,6,44,10:53 AM,11:29 PM,06:12 AM,06:13 PM,24,34,34,29,30,56,76,1.3,1010,31,10,226,22,Ghana
2020-03-02,31,27,0.0,11.6,7,51,11:39 AM,No moonset,06:12 AM,06:13 PM,24,33,33,29,24,11,75,0.0,1011,31,10,218,18,Ghana
2020-03-03,31,27,0.0,11.6,7,58,12:28 PM,12:19 AM,06:12 AM,06:13 PM,24,33,33,29,21,19,74,0.1,1012,31,10,213,16,Ghana
2020-03-04,31,27,0.0,10.2,6,65,01:22 PM,01:13 AM,06:11 AM,06:13 PM,24,34,34,29,19,55,73,4.1,1012,31,10,204,15,Ghana
2020-03-05,31,27,0.0,8.8,6,73,02:19 PM,02:09 AM,06:11 AM,06:13 PM,24,33,33,29,24,52,76,4.3,1011,31,10,219,18,Ghana
2020-03-06,31,27,0.0,6.0,6,80,03:19 PM,03:07 AM,06:11 AM,06:13 PM,24,33,33,29,26,70,76,1.6,1010,31,10,225,20,Ghana
2020-03-07,31,27,0.0,7.4,6,87,04:19 PM,04:05 AM,06:10 AM,06:13 PM,24,33,33,29,26,65,76,2.7,1010,31,10,224,20,Ghana
2020-03-08,31,27,0.0,10.2,6,95,05:19 PM,05:02 AM,06:10 AM,06:13 PM,24,33,33,29,22,42,76,2.8,1010,31,10,218,17,Ghana
2020-03-09,31,27,0.0,8.8,6,100,06:17 PM,05:56 AM,06:10 AM,06:13 PM,24,34,34,29,23,56,75,0.4,1010,31,10,228,19,Ghana
2020-03-10,31,27,0.0,8.8,6,100,07:14 PM,06:49 AM,06:09 AM,06:13 PM,24,34,34,29,24,50,76,1.5,1009,31,9,226,19,Ghana
2020-03-11,31,27,0.0,8.8,6,84,08:10 PM,07:41 AM,06:09 AM,06:13 PM,24,34,34,29,24,55,75,3.0,1008,31,10,228,19,Ghana
2020-03-12,31,28,0.0,8.8,6,76,09:06 PM,08:31 AM,06:08 AM,06:12 PM,24,34,34,29,25,68,76,1.2,1009,31,10,224,20,Ghana
2020-03-13,31,28,0.0,8.8,6,69,10:02 PM,09:23 AM,06:08 AM,06:12 PM,24,34,34,29,21,41,75,1.3,1009,31,10,215,16,Ghana
2020-03-14,31,27,0.0,8.8,6,62,10:59 PM,10:15 AM,06:07 AM,06:12 PM,24,34,34,29,21,45,74,1.5,1010,31,10,219,16,Ghana
2020-03-15,32,27,0.0,11.6,7,55,11:55 PM,11:08 AM,06:07 AM,06:12 PM,23,33,33,29,25,16,72,0.3,1010,32,10,233,19,Ghana
2020-03-16,31,27,0.0,11.6,7,47,No moonrise,12:02 PM,06:07 AM,06:12 PM,24,33,33,29,25,25,74,0.0,1009,31,10,234,19,Ghana
2020-03-17,31,28,0.0,11.6,7,40,12:51 AM,12:56 PM,06:06 AM,06:12 PM,24,34,34,29,28,23,73,0.2,1009,31,10,226,21,Ghana
2020-03-18,32,28,0.0,10.2,6,33,01:45 AM,01:50 PM,06:06 AM,06:12 PM,24,34,34,29,31,43,75,0.4,1009,32,10,235,24,Ghana
2020-03-19,31,28,0.0,10.2,6,25,02:35 AM,02:41 PM,06:05 AM,06:12 PM,24,34,34,29,30,42,75,0.3,1010,31,10,234,24,Ghana
2020-03-20,31,27,0.0,8.8,6,18,03:24 AM,03:31 PM,06:05 AM,06:11 PM,24,33,33,29,29,53,75,1.3,1010,31,10,227,22,Ghana
2020-03-21,31,27,0.0,8.8,6,11,04:09 AM,04:17 PM,06:04 AM,06:11 PM,24,33,33,29,23,54,76,0.9,1009,31,10,218,18,Ghana
2020-03-22,31,27,0.0,8.8,6,4,04:52 AM,05:02 PM,06:04 AM,06:11 PM,24,33,33,29,26,65,74,1.9,1010,31,10,226,20,Ghana
2020-03-23,31,27,0.0,10.2,6,0,05:32 AM,05:46 PM,06:04 AM,06:11 PM,24,34,34,29,27,51,74,2.8,1010,31,10,231,21,Ghana
2020-03-24,29,26,0.0,8.8,6,0,06:11 AM,06:28 PM,06:03 AM,06:11 PM,23,31,31,27,28,70,76,3.1,1011,29,10,246,21,Ghana
2020-03-25,30,26,0.0,10.2,6,3,06:50 AM,07:11 PM,06:03 AM,06:11 PM,23,31,31,28,29,61,75,1.7,1010,30,10,251,21,Ghana
2020-03-26,31,27,0.0,10.2,6,11,07:29 AM,07:55 PM,06:02 AM,06:11 PM,22,32,32,29,15,48,68,2.4,1009,31,10,194,12,Ghana
2020-03-27,30,27,0.0,8.8,6,18,08:09 AM,08:39 PM,06:02 AM,06:10 PM,24,33,33,29,19,36,74,0.4,1009,30,10,205,15,Ghana
2020-03-28,31,27,0.0,11.6,6,25,08:50 AM,09:25 PM,06:01 AM,06:10 PM,24,33,33,29,22,22,74,0.0,1010,31,10,222,17,Ghana
2020-03-29,31,27,0.0,11.6,7,32,09:35 AM,10:14 PM,06:01 AM,06:10 PM,24,33,33,29,21,23,75,0.2,1010,31,10,228,16,Ghana
2020-03-30,31,27,0.0,11.7,6,40,10:22 AM,11:05 PM,06:00 AM,06:10 PM,24,33,33,28,26,39,76,2.1,1008,31,10,228,20,Ghana
2020-03-31,31,26,0.0,12.1,6,44,11:14 AM,11:59 PM,06:00 AM,06:10 PM,24,33,33,28,26,32,76,0.6,1008,31,10,229,20,Ghana
2020-04-01,31,27,0.0,12.1,6,56,12:07 PM,No moonset,06:00 AM,06:10 PM,24,33,33,29,25,42,76,0.9,1010,31,10,231,19,Ghana
2020-04-02,31,26,0.0,12.5,7,64,01:04 PM,12:55 AM,05:59 AM,06:10 PM,24,33,33,28,23,30,78,0.1,1010,31,10,226,18,Ghana
2020-04-03,31,27,0.0,12.5,7,71,02:02 PM,01:51 AM,05:59 AM,06:09 PM,24,33,33,29,23,15,74,0.0,1009,31,10,233,18,Ghana
2020-04-04,31,27,0.0,12.5,7,79,03:01 PM,02:46 AM,05:58 AM,06:09 PM,24,33,33,29,28,25,76,0.1,1010,31,10,221,21,Ghana
2020-04-05,32,28,0.0,12.5,7,87,03:59 PM,03:41 AM,05:58 AM,06:09 PM,23,34,34,30,20,36,71,0.7,1010,32,10,199,15,Ghana
2020-04-06,31,27,0.0,12.5,6,94,04:55 PM,04:33 AM,05:57 AM,06:09 PM,24,33,33,29,25,31,75,0.0,1010,31,10,217,19,Ghana
2020-04-07,31,27,0.0,12.5,7,100,05:52 PM,05:25 AM,05:57 AM,06:09 PM,23,33,33,29,22,11,73,0.6,1010,31,10,218,17,Ghana
2020-04-08,31,27,0.0,12.5,7,100,06:48 PM,06:16 AM,05:56 AM,06:09 PM,24,34,34,29,25,28,76,0.4,1009,31,10,224,19,Ghana
2020-04-09,31,27,0.0,7.8,6,83,07:46 PM,07:08 AM,05:56 AM,06:09 PM,24,33,33,29,22,76,73,4.2,1010,31,9,223,16,Ghana
2020-04-10,32,27,0.0,9.2,6,76,08:44 PM,08:01 AM,05:56 AM,06:09 PM,24,34,34,29,18,78,73,16.5,1010,32,9,210,11,Ghana
2020-04-11,31,27,0.0,10.5,6,68,09:43 PM,08:56 AM,05:55 AM,06:08 PM,24,33,33,29,28,63,75,17.6,1010,31,9,227,18,Ghana
2020-04-12,31,27,0.0,12.5,7,61,10:41 PM,09:52 AM,05:55 AM,06:08 PM,23,32,32,29,15,31,69,2.2,1011,31,10,204,12,Ghana
2020-04-13,31,27,0.0,12.5,7,53,11:38 PM,10:48 AM,05:54 AM,06:08 PM,23,33,33,29,20,16,73,0.0,1010,31,10,211,15,Ghana
2020-04-14,31,27,0.0,12.5,7,46,No moonrise,11:44 AM,05:54 AM,06:08 PM,24,33,33,29,19,13,73,0.0,1009,31,10,214,15,Ghana
2020-04-15,31,27,0.0,12.5,6,38,12:31 AM,12:37 PM,05:54 AM,06:08 PM,24,34,34,29,22,33,75,0.2,1010,31,10,220,18,Ghana
2020-04-16,32,27,0.0,11.8,6,30,01:21 AM,01:28 PM,05:53 AM,06:08 PM,24,34,34,29,26,48,75,2.1,1009,32,10,235,19,Ghana
2020-04-17,31,28,0.0,7.8,6,23,02:08 AM,02:15 PM,05:53 AM,06:08 PM,25,34,34,29,32,67,78,4.1,1008,31,9,232,23,Ghana
2020-04-18,31,28,0.0,9.2,6,15,02:51 AM,03:01 PM,05:53 AM,06:08 PM,24,34,34,29,28,65,75,2.0,1010,31,9,223,21,Ghana
2020-04-19,32,27,0.0,12.6,7,8,03:32 AM,03:45 PM,05:52 AM,06:08 PM,23,34,34,29,27,34,71,0.4,1012,32,10,233,21,Ghana
2020-04-20,32,27,0.0,12.6,7,0,04:11 AM,04:27 PM,05:52 AM,06:08 PM,23,33,33,29,27,28,72,0.3,1012,32,10,233,21,Ghana
2020-04-21,32,27,0.0,12.6,6,0,04:50 AM,05:10 PM,05:52 AM,06:08 PM,24,34,34,29,25,44,73,2.3,1010,32,10,238,19,Ghana
2020-04-22,31,27,0.0,11.8,6,0,05:29 AM,05:53 PM,05:51 AM,06:08 PM,24,34,34,29,28,47,75,0.5,1009,31,10,233,21,Ghana
2020-04-23,31,27,0.0,12.6,7,0,06:08 AM,06:37 PM,05:51 AM,06:07 PM,24,33,33,29,22,25,76,0.1,1009,31,10,226,17,Ghana
2020-04-24,31,27,0.0,12.6,7,7,06:49 AM,07:23 PM,05:51 AM,06:07 PM,24,33,33,29,22,19,75,0.0,1010,31,10,229,16,Ghana
2020-04-25,31,27,0.0,12.6,6,15,07:33 AM,08:11 PM,05:50 AM,06:07 PM,24,33,33,29,27,46,74,0.3,1010,31,10,232,21,Ghana
2020-04-26,31,27,0.0,12.6,6,22,08:20 AM,09:02 PM,05:50 AM,06:07 PM,24,33,33,29,27,35,75,0.2,1010,31,10,231,21,Ghana
2020-04-27,31,27,0.0,12.6,6,30,09:10 AM,09:55 PM,05:50 AM,06:07 PM,23,33,33,29,25,29,73,1.0,1011,31,10,216,19,Ghana
2020-04-28,31,27,0.0,12.6,7,37,10:02 AM,10:49 PM,05:49 AM,06:07 PM,24,33,33,29,25,44,74,0.1,1012,31,10,220,19,Ghana
2020-04-29,31,27,0.0,12.6,7,45,10:57 AM,11:44 PM,05:49 AM,06:07 PM,24,33,33,29,23,30,74,0.0,1012,31,10,219,18,Ghana
2020-04-30,31,27,0.0,12.6,6,52,11:54 AM,No moonset,05:49 AM,06:07 PM,24,33,33,29,22,48,76,0.0,1012,31,10,221,17,Ghana
2020-05-01,31,27,0.0,12.6,7,58,12:50 PM,12:38 AM,05:49 AM,06:07 PM,24,33,33,29,18,22,76,0.0,1012,31,10,218,14,Ghana
2020-05-02,31,27,0.0,12.6,7,65,01:46 PM,01:31 AM,05:48 AM,06:07 PM,24,33,33,29,21,14,76,0.0,1011,31,10,225,16,Ghana
2020-05-03,31,28,0.0,12.6,6,72,02:41 PM,02:22 AM,05:48 AM,06:07 PM,24,34,34,29,25,35,75,0.5,1011,31,10,221,19,Ghana
2020-05-04,31,27,0.0,12.6,6,80,03:36 PM,03:12 AM,05:48 AM,06:07 PM,24,34,34,29,19,29,75,1.5,1010,31,10,220,15,Ghana
2020-05-05,31,27,0.0,12.6,6,87,04:31 PM,04:02 AM,05:48 AM,06:08 PM,24,34,34,29,19,29,74,0.1,1010,31,10,220,14,Ghana
2020-05-06,31,27,0.0,12.6,6,94,05:28 PM,04:52 AM,05:48 AM,06:08 PM,24,34,34,29,22,43,75,0.3,1010,31,10,225,17,Ghana
2020-05-07,31,27,0.0,12.6,7,100,06:25 PM,05:45 AM,05:47 AM,06:08 PM,24,33,33,29,24,31,75,0.1,1010,31,10,229,19,Ghana
2020-05-08,32,27,0.0,12.6,6,100,07:25 PM,06:39 AM,05:47 AM,06:08 PM,24,34,34,29,27,46,75,1.0,1010,32,10,228,21,Ghana
2020-05-09,31,27,0.0,12.6,6,84,08:25 PM,07:36 AM,05:47 AM,06:08 PM,24,33,33,29,25,31,74,0.4,1011,31,10,241,19,Ghana
2020-05-10,31,27,0.0,11.9,6,77,09:24 PM,08:33 AM,05:47 AM,06:08 PM,24,33,33,29,28,58,76,1.5,1011,31,10,239,21,Ghana
2020-05-11,30,26,0.0,10.5,6,70,10:21 PM,09:31 AM,05:47 AM,06:08 PM,23,32,32,28,26,55,73,12.2,1012,30,9,221,19,Ghana
2020-05-12,31,26,0.0,12.6,6,62,11:14 PM,10:27 AM,05:47 AM,06:08 PM,23,32,32,28,20,42,73,0.0,1012,31,10,236,16,Ghana
2020-05-13,31,27,0.0,12.6,6,55,No moonrise,11:21 AM,05:46 AM,06:08 PM,24,33,33,29,22,55,76,0.8,1012,31,10,227,17,Ghana
2020-05-14,31,27,0.0,11.9,6,48,12:03 AM,12:10 PM,05:46 AM,06:08 PM,24,33,33,29,21,27,75,1.0,1011,31,10,223,16,Ghana
2020-05-15,32,27,0.0,12.6,7,40,12:48 AM,12:57 PM,05:46 AM,06:08 PM,24,34,34,29,20,35,73,0.2,1011,32,10,216,15,Ghana
2020-05-16,31,27,0.0,10.5,6,33,01:31 AM,01:42 PM,05:46 AM,06:09 PM,24,33,33,29,25,64,74,2.3,1011,31,10,234,20,Ghana
2020-05-17,30,26,0.0,12.6,6,26,02:10 AM,02:25 PM,05:46 AM,06:09 PM,24,32,32,28,24,56,77,0.6,1011,30,10,231,18,Ghana
