date_time,Dominican%20Republic_maxtempC,Dominican%20Republic_mintempC,Dominican%20Republic_totalSnow_cm,Dominican%20Republic_sunHour,Dominican%20Republic_uvIndex,Dominican%20Republic_moon_illumination,Dominican%20Republic_moonrise,Dominican%20Republic_moonset,Dominican%20Republic_sunrise,Dominican%20Republic_sunset,Dominican%20Republic_DewPointC,Dominican%20Republic_FeelsLikeC,Dominican%20Republic_HeatIndexC,Dominican%20Republic_WindChillC,Dominican%20Republic_WindGustKmph,Dominican%20Republic_cloudcover,Dominican%20Republic_humidity,Dominican%20Republic_precipMM,Dominican%20Republic_pressure,Dominican%20Republic_tempC,Dominican%20Republic_visibility,Dominican%20Republic_winddirDegree,Dominican%20Republic_windspeedKmph,Dominican%20Republic_location
2020-05-23,30,24,0.0,10.3,6,3,06:44 AM,08:09 PM,06:04 AM,07:10 PM,23,30,30,27,10,52,79,2.9,1015,30,10,79,8,Dominican%20Republic
2020-05-24,30,25,0.0,9.1,6,10,07:31 AM,09:05 PM,06:03 AM,07:10 PM,23,30,30,27,9,51,79,0.4,1015,30,10,86,8,Dominican%20Republic
2020-05-25,30,25,0.0,10.3,6,17,08:22 AM,10:00 PM,06:03 AM,07:10 PM,23,30,30,27,9,50,77,0.3,1014,30,10,114,7,Dominican%20Republic
2020-05-26,30,25,0.0,10.3,6,25,09:18 AM,10:54 PM,06:03 AM,07:11 PM,22,30,30,27,9,48,77,1.0,1014,30,10,90,7,Dominican%20Republic
2020-05-27,31,24,0.0,10.3,6,32,10:16 AM,11:45 PM,06:03 AM,07:11 PM,22,30,30,27,10,33,73,0.7,1014,31,10,71,8,Dominican%20Republic
2020-05-28,31,25,0.0,10.3,6,39,11:15 AM,No moonset,06:03 AM,07:11 PM,22,30,30,27,13,44,73,2.4,1014,31,10,66,10,Dominican%20Republic
2020-05-29,30,25,0.0,9.1,6,47,12:14 PM,12:32 AM,06:03 AM,07:12 PM,22,29,29,27,11,51,76,10.0,1014,30,9,197,7,Dominican%20Republic
2020-05-30,30,25,0.0,7.8,6,54,01:14 PM,01:18 AM,06:03 AM,07:12 PM,23,30,30,27,9,60,78,1.7,1015,30,10,155,7,Dominican%20Republic
2020-05-31,31,24,0.0,11.6,6,58,02:12 PM,02:01 AM,06:02 AM,07:13 PM,22,30,30,27,8,40,76,0.1,1016,31,10,99,7,Dominican%20Republic
2020-06-01,31,25,0.0,9.1,6,71,03:11 PM,02:43 AM,06:02 AM,07:13 PM,22,30,30,27,10,49,75,0.5,1016,31,10,116,8,Dominican%20Republic
2020-06-02,30,25,0.0,11.6,6,79,04:11 PM,03:26 AM,06:02 AM,07:13 PM,23,31,31,28,12,27,75,0.4,1016,30,10,70,10,Dominican%20Republic
2020-06-03,30,24,0.0,11.6,6,86,05:13 PM,04:10 AM,06:02 AM,07:14 PM,22,30,30,27,14,44,76,1.0,1015,30,10,67,11,Dominican%20Republic
2020-06-04,30,24,0.0,10.3,6,94,06:16 PM,04:57 AM,06:02 AM,07:14 PM,23,30,30,27,14,45,78,0.4,1016,30,10,70,11,Dominican%20Republic
2020-06-05,30,25,0.0,11.6,6,100,07:20 PM,05:48 AM,06:02 AM,07:14 PM,22,30,30,27,15,39,76,0.4,1017,30,10,66,12,Dominican%20Republic
2020-06-06,30,25,0.0,7.8,6,100,08:22 PM,06:42 AM,06:02 AM,07:15 PM,23,30,30,27,14,56,78,2.2,1017,30,10,61,11,Dominican%20Republic
2020-06-07,31,24,0.0,10.3,6,84,09:21 PM,07:40 AM,06:02 AM,07:15 PM,23,30,30,27,12,47,79,2.9,1016,31,10,82,9,Dominican%20Republic
2020-06-08,31,24,0.0,10.3,6,76,10:15 PM,08:38 AM,06:02 AM,07:15 PM,23,30,30,27,11,33,77,1.1,1015,31,10,84,8,Dominican%20Republic
2020-06-09,31,24,0.0,10.3,6,69,11:03 PM,09:36 AM,06:02 AM,07:16 PM,22,30,30,27,14,42,77,1.4,1014,31,10,59,11,Dominican%20Republic
2020-06-10,31,24,0.0,10.3,6,61,11:47 PM,10:31 AM,06:03 AM,07:16 PM,22,30,30,27,15,35,76,0.7,1014,31,10,58,12,Dominican%20Republic
2020-06-11,30,24,0.0,11.6,6,54,No moonrise,11:24 AM,06:03 AM,07:16 PM,22,30,30,27,12,33,76,1.2,1014,30,10,65,9,Dominican%20Republic
2020-06-12,30,25,0.0,10.3,6,46,12:25 AM,12:14 PM,06:03 AM,07:17 PM,23,31,31,27,10,50,77,1.7,1014,30,10,92,8,Dominican%20Republic
2020-06-13,30,25,0.0,9.1,6,38,01:02 AM,01:03 PM,06:03 AM,07:17 PM,23,31,31,27,8,45,76,0.3,1013,30,10,126,6,Dominican%20Republic
2020-06-14,31,26,0.0,11.6,6,31,01:37 AM,01:50 PM,06:03 AM,07:17 PM,23,31,31,28,9,35,76,1.8,1015,31,10,100,8,Dominican%20Republic
2020-06-15,31,26,0.0,10.3,6,23,02:10 AM,02:37 PM,06:03 AM,07:18 PM,23,31,31,28,11,47,76,0.5,1015,31,10,81,9,Dominican%20Republic
2020-06-16,30,26,0.0,9.1,6,16,02:44 AM,03:26 PM,06:03 AM,07:18 PM,23,31,31,28,12,51,77,1.7,1016,30,10,88,10,Dominican%20Republic
2020-06-17,31,25,0.0,11.6,6,8,03:20 AM,04:15 PM,06:03 AM,07:18 PM,23,30,30,27,13,50,78,6.3,1016,31,9,105,9,Dominican%20Republic
2020-06-18,31,24,0.0,9.1,6,1,03:58 AM,05:07 PM,06:04 AM,07:18 PM,23,30,30,27,16,65,78,7.7,1015,31,9,66,11,Dominican%20Republic
2020-06-19,31,25,0.0,10.3,6,0,04:39 AM,06:01 PM,06:04 AM,07:19 PM,23,32,32,28,11,38,75,0.6,1016,31,10,111,9,Dominican%20Republic
2020-06-20,31,25,0.0,11.6,6,0,05:25 AM,06:57 PM,06:04 AM,07:19 PM,23,31,31,28,13,30,74,0.3,1016,31,10,65,10,Dominican%20Republic
2020-06-21,30,25,0.0,9.1,6,0,06:16 AM,07:53 PM,06:04 AM,07:19 PM,23,31,31,28,13,51,77,2.9,1017,30,9,65,10,Dominican%20Republic
2020-06-22,31,26,0.0,11.6,6,7,07:11 AM,08:48 PM,06:04 AM,07:19 PM,23,32,32,28,14,53,78,1.1,1017,31,10,77,11,Dominican%20Republic
2020-06-23,32,25,0.0,11.6,6,14,08:09 AM,09:42 PM,06:05 AM,07:19 PM,23,32,32,28,14,49,76,0.4,1016,32,10,68,11,Dominican%20Republic
2020-06-24,31,25,0.0,11.6,6,22,09:10 AM,10:31 PM,06:05 AM,07:20 PM,22,31,31,28,16,31,74,0.1,1015,31,10,60,12,Dominican%20Republic
2020-06-25,30,25,0.0,7.8,6,29,10:09 AM,11:18 PM,06:05 AM,07:20 PM,23,30,30,27,17,65,77,12.6,1016,30,9,60,12,Dominican%20Republic
2020-06-26,31,24,0.0,10.3,6,37,11:09 AM,No moonset,06:05 AM,07:20 PM,23,31,31,27,17,50,79,5.3,1017,31,10,43,13,Dominican%20Republic
2020-06-27,31,25,0.0,10.3,6,44,12:07 PM,12:01 AM,06:06 AM,07:20 PM,23,31,31,28,16,44,77,0.5,1016,31,10,103,12,Dominican%20Republic
2020-06-28,32,25,0.0,10.3,6,52,01:05 PM,12:42 AM,06:06 AM,07:20 PM,23,31,31,28,14,43,77,0.2,1015,32,10,57,11,Dominican%20Republic
2020-06-29,31,25,0.0,7.8,6,59,02:03 PM,01:24 AM,06:06 AM,07:20 PM,23,31,31,27,15,54,78,2.4,1015,31,10,57,11,Dominican%20Republic
2020-06-30,30,24,0.0,10.3,6,67,03:02 PM,02:06 AM,06:07 AM,07:20 PM,22,30,30,27,14,49,79,1.6,1014,30,10,66,11,Dominican%20Republic
2020-07-01,30,25,0.0,11.6,6,72,04:03 PM,02:50 AM,06:07 AM,07:20 PM,23,31,31,27,11,47,78,1.3,1014,30,10,107,8,Dominican%20Republic
2020-07-02,31,25,0.0,11.6,6,79,05:05 PM,03:39 AM,06:07 AM,07:20 PM,24,31,31,28,10,49,79,1.5,1014,31,10,69,8,Dominican%20Republic
2020-07-03,31,26,0.0,10.3,6,86,06:07 PM,04:30 AM,06:08 AM,07:20 PM,24,32,32,28,10,41,77,0.4,1014,31,10,74,8,Dominican%20Republic
2020-07-04,31,26,0.0,10.3,6,94,07:07 PM,05:26 AM,06:08 AM,07:21 PM,24,32,32,28,8,45,79,0.6,1015,31,10,104,6,Dominican%20Republic
2020-07-05,31,25,0.0,11.6,6,100,08:03 PM,06:23 AM,06:08 AM,07:21 PM,23,31,31,27,11,48,79,1.2,1015,31,10,74,9,Dominican%20Republic
2020-07-06,31,25,0.0,11.6,6,100,08:54 PM,07:22 AM,06:08 AM,07:21 PM,23,31,31,27,13,45,78,3.3,1016,31,10,66,9,Dominican%20Republic
2020-07-07,31,25,0.0,10.3,6,85,09:40 PM,08:18 AM,06:09 AM,07:21 PM,23,31,31,28,18,33,77,2.3,1015,31,10,77,13,Dominican%20Republic
2020-07-08,30,25,0.0,9.1,6,77,10:21 PM,09:13 AM,06:09 AM,07:20 PM,23,30,30,27,17,61,81,6.2,1014,30,10,105,12,Dominican%20Republic
2020-07-09,30,25,0.0,10.3,6,70,10:59 PM,10:05 AM,06:09 AM,07:20 PM,24,31,31,27,13,49,82,21.6,1015,30,8,84,9,Dominican%20Republic
2020-07-10,30,25,0.0,11.6,6,63,11:35 PM,10:55 AM,06:10 AM,07:20 PM,23,31,31,27,14,34,79,2.2,1016,30,10,55,11,Dominican%20Republic
2020-07-11,31,25,0.0,10.3,6,55,No moonrise,11:43 AM,06:10 AM,07:20 PM,23,31,31,27,14,49,77,0.6,1016,31,10,54,10,Dominican%20Republic
2020-07-12,30,25,0.0,11.6,6,48,12:08 AM,12:30 PM,06:11 AM,07:20 PM,23,30,30,27,14,41,78,2.6,1015,30,10,99,11,Dominican%20Republic
2020-07-13,30,25,0.0,11.6,6,41,12:42 AM,01:18 PM,06:11 AM,07:20 PM,23,31,31,27,12,47,79,4.4,1016,30,9,67,10,Dominican%20Republic
2020-07-14,32,26,0.0,11.6,6,34,01:17 AM,02:07 PM,06:11 AM,07:20 PM,23,32,32,28,14,35,77,0.4,1016,32,10,71,11,Dominican%20Republic
2020-07-15,30,25,0.0,10.3,6,26,01:54 AM,02:57 PM,06:12 AM,07:20 PM,23,30,30,27,17,42,78,2.6,1015,30,10,51,13,Dominican%20Republic
2020-07-16,30,24,0.0,11.6,6,19,02:33 AM,03:50 PM,06:12 AM,07:20 PM,22,29,29,27,17,29,75,0.7,1014,30,10,100,13,Dominican%20Republic
2020-07-17,30,24,0.0,10.3,6,12,03:17 AM,04:45 PM,06:12 AM,07:19 PM,23,30,30,27,11,52,78,1.6,1014,30,10,68,8,Dominican%20Republic
2020-07-18,30,24,0.0,10.3,6,5,04:06 AM,05:42 PM,06:13 AM,07:19 PM,23,30,30,27,17,57,79,6.6,1014,30,9,51,12,Dominican%20Republic
2020-07-19,30,24,0.0,11.6,6,0,05:00 AM,06:38 PM,06:13 AM,07:19 PM,22,29,29,27,14,42,74,0.6,1013,30,10,50,10,Dominican%20Republic
2020-07-20,30,25,0.0,11.6,6,0,05:58 AM,07:33 PM,06:13 AM,07:19 PM,23,30,30,27,16,40,76,4.6,1013,30,10,87,12,Dominican%20Republic
2020-07-21,31,25,0.0,9.1,6,2,06:59 AM,08:25 PM,06:14 AM,07:18 PM,23,30,30,27,15,61,80,5.1,1014,31,9,52,11,Dominican%20Republic
2020-07-22,30,25,0.0,9.1,6,10,08:00 AM,09:14 PM,06:14 AM,07:18 PM,23,30,30,27,15,58,79,5.0,1014,30,10,41,11,Dominican%20Republic
2020-07-23,30,25,0.0,9.1,6,17,09:01 AM,09:59 PM,06:14 AM,07:18 PM,23,30,30,27,17,55,79,5.1,1015,30,10,83,12,Dominican%20Republic
2020-07-24,32,24,0.0,11.6,7,24,10:01 AM,10:42 PM,06:15 AM,07:17 PM,22,30,30,27,15,29,76,0.6,1015,32,10,49,11,Dominican%20Republic
2020-07-25,31,25,0.0,9.1,6,32,11:00 AM,11:24 PM,06:15 AM,07:17 PM,24,31,31,27,16,59,81,4.2,1015,31,9,46,11,Dominican%20Republic
2020-07-26,31,25,0.0,10.3,6,39,11:58 AM,No moonset,06:15 AM,07:17 PM,23,31,31,28,21,51,78,1.0,1016,31,10,36,16,Dominican%20Republic
2020-07-27,31,24,0.0,7.8,6,46,12:57 PM,12:06 AM,06:16 AM,07:16 PM,23,30,30,27,20,48,78,1.4,1015,31,10,32,15,Dominican%20Republic
2020-07-28,31,24,0.0,9.1,6,53,01:56 PM,12:49 AM,06:16 AM,07:16 PM,23,30,30,27,19,56,79,2.6,1015,31,10,34,13,Dominican%20Republic
2020-07-29,31,26,0.0,9.1,6,61,02:56 PM,01:35 AM,06:16 AM,07:16 PM,24,32,32,28,21,61,80,1.8,1015,31,10,38,16,Dominican%20Republic
2020-07-30,31,25,0.0,6.5,6,68,03:57 PM,02:24 AM,06:17 AM,07:15 PM,23,31,31,28,27,78,77,3.0,1014,31,10,24,20,Dominican%20Republic
2020-07-31,28,26,0.0,7.8,6,72,04:57 PM,03:17 AM,06:17 AM,07:15 PM,25,31,31,27,26,68,87,65.2,1013,28,5,124,13,Dominican%20Republic
2020-08-01,30,25,0.0,6.5,6,82,05:53 PM,04:12 AM,06:17 AM,07:14 PM,24,31,31,27,14,69,83,24.1,1014,30,8,77,10,Dominican%20Republic
2020-08-02,30,25,0.0,10.3,6,90,06:46 PM,05:10 AM,06:18 AM,07:14 PM,23,31,31,27,14,61,81,3.7,1014,30,9,64,10,Dominican%20Republic
2020-08-03,31,25,0.0,10.3,6,97,07:34 PM,06:07 AM,06:18 AM,07:13 PM,23,31,31,27,11,38,80,0.3,1015,31,10,69,9,Dominican%20Republic
2020-08-04,29,25,0.0,9.0,6,100,08:16 PM,07:03 AM,06:18 AM,07:13 PM,24,31,31,27,14,68,86,31.6,1016,29,8,84,8,Dominican%20Republic
2020-08-05,31,25,0.0,10.3,6,88,08:56 PM,07:56 AM,06:19 AM,07:12 PM,23,31,31,28,14,40,78,0.2,1016,31,10,55,11,Dominican%20Republic
2020-08-06,31,24,0.0,11.6,6,81,09:32 PM,08:47 AM,06:19 AM,07:12 PM,23,30,30,27,16,43,78,1.6,1015,31,10,52,12,Dominican%20Republic
2020-08-07,31,25,0.0,11.6,7,74,10:07 PM,09:36 AM,06:19 AM,07:11 PM,23,31,31,28,11,14,76,0.1,1016,31,10,103,9,Dominican%20Republic
2020-08-08,31,25,0.0,7.7,6,67,10:40 PM,10:23 AM,06:19 AM,07:11 PM,24,32,32,28,14,61,79,4.0,1017,31,10,56,10,Dominican%20Republic
2020-08-09,32,25,0.0,11.6,6,59,11:15 PM,11:11 AM,06:20 AM,07:10 PM,24,32,32,28,17,36,79,0.2,1017,32,10,55,13,Dominican%20Republic
2020-08-10,31,25,0.0,10.3,6,52,11:50 PM,11:59 AM,06:20 AM,07:09 PM,23,31,31,27,17,58,79,2.5,1015,31,9,47,13,Dominican%20Republic
2020-08-11,31,24,0.0,10.3,6,45,No moonrise,12:48 PM,06:20 AM,07:09 PM,23,31,31,27,16,50,79,3.6,1013,31,10,49,12,Dominican%20Republic
2020-08-12,33,24,0.0,10.3,6,38,12:28 AM,01:40 PM,06:21 AM,07:08 PM,23,31,31,28,17,39,77,0.9,1014,33,10,86,12,Dominican%20Republic
2020-08-13,31,25,0.0,10.3,6,30,01:10 AM,02:33 PM,06:21 AM,07:08 PM,24,32,32,28,16,51,81,1.6,1013,31,10,50,12,Dominican%20Republic
2020-08-14,32,25,0.0,10.3,6,23,01:56 AM,03:28 PM,06:21 AM,07:07 PM,23,32,32,28,17,42,77,2.4,1013,32,10,43,12,Dominican%20Republic
2020-08-15,32,25,0.0,10.3,6,16,02:46 AM,04:24 PM,06:21 AM,07:06 PM,23,31,31,27,17,49,79,1.3,1012,32,10,39,13,Dominican%20Republic
2020-08-16,32,25,0.0,11.6,7,8,03:43 AM,05:20 PM,06:22 AM,07:06 PM,24,33,33,28,12,32,79,2.0,1012,32,10,67,9,Dominican%20Republic
2020-08-17,32,26,0.0,11.6,6,1,04:42 AM,06:14 PM,06:22 AM,07:05 PM,24,33,33,28,9,26,78,0.7,1013,32,10,69,8,Dominican%20Republic
2020-08-18,32,26,0.0,10.3,6,0,05:45 AM,07:05 PM,06:22 AM,07:04 PM,24,32,32,28,14,45,79,0.9,1013,32,10,63,11,Dominican%20Republic
2020-08-19,31,25,0.0,10.3,6,0,06:47 AM,07:52 PM,06:22 AM,07:03 PM,24,32,32,28,17,44,79,0.5,1013,31,10,58,14,Dominican%20Republic
2020-08-20,32,25,0.0,11.6,6,6,07:49 AM,08:37 PM,06:22 AM,07:03 PM,24,32,32,28,15,31,78,0.3,1013,32,10,61,11,Dominican%20Republic
2020-08-21,31,24,0.0,11.6,6,13,08:50 AM,09:21 PM,06:23 AM,07:02 PM,23,31,31,27,20,30,80,1.3,1013,31,10,70,14,Dominican%20Republic
2020-08-22,32,25,0.0,11.6,6,20,09:50 AM,10:03 PM,06:23 AM,07:01 PM,23,31,31,28,21,32,76,0.4,1011,32,10,75,16,Dominican%20Republic
2020-08-23,28,25,0.0,6.4,6,28,10:50 AM,10:47 PM,06:23 AM,07:01 PM,24,30,30,26,29,77,88,67.5,1013,28,5,108,14,Dominican%20Republic
2020-08-24,31,25,0.0,9.0,6,35,11:51 AM,11:33 PM,06:23 AM,07:00 PM,24,31,31,27,16,68,83,10.7,1014,31,9,38,11,Dominican%20Republic
2020-08-25,30,25,0.0,10.2,6,42,12:51 PM,No moonset,06:24 AM,06:59 PM,23,30,30,27,16,46,79,12.5,1012,30,9,54,11,Dominican%20Republic
2020-08-26,30,25,0.0,6.2,6,50,01:52 PM,12:21 AM,06:24 AM,06:58 PM,24,31,31,27,11,76,82,9.1,1013,30,9,64,8,Dominican%20Republic
2020-08-27,32,25,0.0,11.6,6,57,02:51 PM,01:13 AM,06:24 AM,06:57 PM,24,32,32,28,14,36,80,1.0,1015,32,10,47,11,Dominican%20Republic
2020-08-28,32,25,0.0,11.6,6,64,03:48 PM,02:07 AM,06:24 AM,06:57 PM,24,32,32,28,18,40,81,0.4,1016,32,10,50,14,Dominican%20Republic
2020-08-29,33,24,0.0,11.6,7,71,04:41 PM,03:03 AM,06:24 AM,06:56 PM,23,32,32,28,18,16,77,0.0,1015,33,10,41,13,Dominican%20Republic
2020-08-30,32,25,0.0,10.2,6,79,05:30 PM,04:00 AM,06:25 AM,06:55 PM,23,32,32,28,15,48,78,1.3,1013,32,10,50,11,Dominican%20Republic
2020-08-31,31,24,0.0,7.5,6,82,06:13 PM,04:55 AM,06:25 AM,06:54 PM,23,31,31,27,20,61,80,3.5,1014,31,10,32,14,Dominican%20Republic
2020-09-01,30,25,0.0,8.9,6,97,06:54 PM,05:49 AM,06:25 AM,06:53 PM,24,31,31,27,18,63,83,5.2,1013,30,10,28,12,Dominican%20Republic
2020-09-02,29,22,0.0,7.5,6,100,07:31 PM,06:40 AM,06:25 AM,06:53 PM,24,30,30,26,19,76,82,9.3,1012,29,9,75,13,Dominican%20Republic
2020-09-03,30,24,0.0,11.6,6,88,08:06 PM,07:30 AM,06:25 AM,06:52 PM,23,30,30,27,18,47,81,2.4,1012,30,10,36,13,Dominican%20Republic
2020-09-04,29,24,0.0,10.2,6,81,08:39 PM,08:18 AM,06:25 AM,06:51 PM,23,29,29,26,14,37,80,2.7,1014,29,10,52,10,Dominican%20Republic
2020-09-05,31,25,0.0,10.2,6,73,09:14 PM,09:06 AM,06:26 AM,06:50 PM,23,31,31,27,17,41,78,1.0,1014,31,10,40,13,Dominican%20Republic
2020-09-06,30,25,0.0,6.1,6,66,09:48 PM,09:53 AM,06:26 AM,06:49 PM,24,31,31,27,15,65,81,4.1,1013,30,10,58,11,Dominican%20Republic
2020-09-07,31,25,0.0,11.6,7,58,10:24 PM,10:41 AM,06:26 AM,06:48 PM,23,31,31,27,12,37,80,0.4,1011,31,10,67,9,Dominican%20Republic
2020-09-08,30,25,0.0,8.9,6,50,11:04 PM,11:32 AM,06:26 AM,06:47 PM,23,31,31,27,10,49,80,2.2,1011,30,10,65,8,Dominican%20Republic
2020-09-09,30,25,0.0,8.9,6,43,11:48 PM,12:23 PM,06:26 AM,06:47 PM,23,31,31,27,11,39,78,2.2,1013,30,10,99,8,Dominican%20Republic
2020-09-10,31,26,0.0,10.2,6,35,No moonrise,01:17 PM,06:26 AM,06:46 PM,24,32,32,28,11,46,79,8.1,1014,31,9,58,8,Dominican%20Republic
2020-09-11,30,25,0.0,10.2,6,28,12:35 AM,02:11 PM,06:27 AM,06:45 PM,23,31,31,27,14,45,79,11.1,1011,30,9,47,10,Dominican%20Republic
2020-09-12,30,25,0.0,10.2,6,20,01:28 AM,03:06 PM,06:27 AM,06:44 PM,23,30,30,27,13,33,81,8.1,1010,30,9,88,9,Dominican%20Republic
2020-09-13,30,25,0.0,11.6,6,13,02:25 AM,04:00 PM,06:27 AM,06:43 PM,23,30,30,27,10,56,80,1.9,1011,30,10,73,8,Dominican%20Republic
2020-09-14,30,26,0.0,8.8,6,5,03:26 AM,04:52 PM,06:27 AM,06:42 PM,24,32,32,28,8,53,81,2.4,1013,30,10,124,6,Dominican%20Republic
2020-09-15,31,26,0.0,8.8,6,0,04:27 AM,05:41 PM,06:27 AM,06:41 PM,24,32,32,28,8,64,79,3.6,1014,31,9,157,6,Dominican%20Republic
2020-09-16,31,25,0.0,11.6,6,0,05:30 AM,06:27 PM,06:27 AM,06:40 PM,24,32,32,28,9,36,80,6.2,1013,31,10,113,7,Dominican%20Republic
2020-09-17,32,25,0.0,10.2,6,0,06:32 AM,07:12 PM,06:28 AM,06:39 PM,24,32,32,28,12,31,80,1.0,1013,32,10,93,9,Dominican%20Republic
2020-09-18,31,25,0.0,11.6,6,2,07:35 AM,07:56 PM,06:28 AM,06:39 PM,23,31,31,27,16,22,79,1.6,1012,31,10,73,12,Dominican%20Republic
2020-09-19,31,25,0.0,10.2,6,10,08:36 AM,08:40 PM,06:28 AM,06:38 PM,23,31,31,27,12,32,77,5.1,1012,31,10,181,9,Dominican%20Republic
2020-09-20,31,25,0.0,11.6,6,17,09:39 AM,09:27 PM,06:28 AM,06:37 PM,23,31,31,28,9,24,78,0.2,1012,31,10,122,7,Dominican%20Republic
2020-09-21,32,25,0.0,11.6,6,25,10:41 AM,10:16 PM,06:28 AM,06:36 PM,23,32,32,28,7,24,77,0.1,1012,32,10,221,6,Dominican%20Republic
2020-09-22,31,25,0.0,11.6,6,32,11:45 AM,11:08 PM,06:28 AM,06:35 PM,24,32,32,28,8,29,78,1.3,1012,31,10,233,7,Dominican%20Republic
2020-09-23,31,26,0.0,11.6,6,40,12:46 PM,No moonset,06:29 AM,06:34 PM,24,32,32,28,8,36,77,0.3,1013,31,10,235,7,Dominican%20Republic
2020-09-24,31,26,0.0,11.6,7,47,01:45 PM,12:02 AM,06:29 AM,06:33 PM,24,32,32,28,7,35,77,0.1,1014,31,10,133,6,Dominican%20Republic
2020-09-25,31,26,0.0,10.2,6,55,02:39 PM,12:59 AM,06:29 AM,06:32 PM,24,32,32,28,11,44,81,1.8,1015,31,10,71,8,Dominican%20Republic
2020-09-26,31,25,0.0,11.6,6,62,03:29 PM,01:55 AM,06:29 AM,06:32 PM,24,31,31,27,14,33,81,3.5,1014,31,10,44,10,Dominican%20Republic
2020-09-27,32,24,0.0,11.6,7,70,04:13 PM,02:51 AM,06:29 AM,06:31 PM,23,30,30,27,16,17,77,0.1,1012,32,10,33,12,Dominican%20Republic
2020-09-28,31,25,0.0,10.2,6,78,04:54 PM,03:45 AM,06:29 AM,06:30 PM,23,31,31,27,15,23,77,3.0,1011,31,10,174,11,Dominican%20Republic
2020-09-29,29,25,0.0,10.2,6,85,05:31 PM,04:36 AM,06:30 AM,06:29 PM,24,31,31,27,12,54,83,11.8,1013,29,9,89,8,Dominican%20Republic
2020-09-30,28,25,0.0,8.8,6,93,06:06 PM,05:26 AM,06:30 AM,06:28 PM,23,29,29,26,15,63,84,35.7,1014,28,7,116,9,Dominican%20Republic
2020-10-01,31,25,0.0,11.6,6,97,06:40 PM,06:14 AM,06:30 AM,06:27 PM,23,31,31,27,19,51,80,11.0,1013,31,9,109,12,Dominican%20Republic
2020-10-02,29,25,0.0,6.0,6,100,07:14 PM,07:02 AM,06:30 AM,06:27 PM,24,30,30,27,19,77,85,30.1,1012,29,7,48,11,Dominican%20Republic
2020-10-03,29,24,0.0,8.8,6,89,07:48 PM,07:49 AM,06:30 AM,06:26 PM,23,29,29,26,17,70,82,8.5,1012,29,10,43,12,Dominican%20Republic
2020-10-04,25,23,0.0,6.0,5,82,08:24 PM,08:37 AM,06:31 AM,06:25 PM,22,26,26,24,18,86,91,36.5,1013,25,7,68,10,Dominican%20Republic
2020-10-05,30,24,0.0,10.2,6,74,09:02 PM,09:27 AM,06:31 AM,06:24 PM,23,30,30,27,10,44,79,1.4,1013,30,10,114,8,Dominican%20Republic
2020-10-06,29,25,0.0,7.4,6,67,09:44 PM,10:17 AM,06:31 AM,06:23 PM,23,30,30,26,14,51,83,5.3,1013,29,10,44,10,Dominican%20Republic
2020-10-07,29,24,0.0,10.2,6,60,10:28 PM,11:10 AM,06:31 AM,06:22 PM,22,29,29,26,14,40,82,2.8,1013,29,10,96,10,Dominican%20Republic
2020-10-08,30,24,0.0,10.2,6,53,11:19 PM,12:03 PM,06:32 AM,06:22 PM,23,30,30,26,11,47,82,1.4,1014,30,10,103,8,Dominican%20Republic
2020-10-09,30,25,0.0,10.2,6,45,No moonrise,12:57 PM,06:32 AM,06:21 PM,24,31,31,27,10,43,82,5.0,1014,30,10,49,7,Dominican%20Republic
2020-10-10,31,25,0.0,8.8,6,38,12:12 AM,01:50 PM,06:32 AM,06:20 PM,24,31,31,27,16,44,82,1.2,1014,31,10,73,12,Dominican%20Republic
2020-10-11,30,25,0.0,11.6,6,31,01:10 AM,02:40 PM,06:32 AM,06:19 PM,24,31,31,27,12,33,83,2.2,1013,30,10,50,9,Dominican%20Republic
2020-10-12,30,25,0.0,11.6,6,23,02:09 AM,03:29 PM,06:33 AM,06:19 PM,24,31,31,27,10,48,81,3.8,1012,30,9,54,8,Dominican%20Republic
2020-10-13,30,25,0.0,11.6,6,16,03:10 AM,04:15 PM,06:33 AM,06:18 PM,24,31,31,27,10,28,82,2.4,1011,30,10,62,8,Dominican%20Republic
2020-10-14,30,25,0.0,8.8,6,9,04:11 AM,05:00 PM,06:33 AM,06:17 PM,23,31,31,27,9,48,80,1.0,1011,30,10,71,7,Dominican%20Republic
2020-10-15,31,25,0.0,10.2,6,2,05:13 AM,05:45 PM,06:33 AM,06:16 PM,23,31,31,27,11,40,81,8.3,1012,31,9,44,8,Dominican%20Republic
2020-10-16,30,25,0.0,7.3,6,0,06:15 AM,06:29 PM,06:34 AM,06:16 PM,24,31,31,27,17,63,84,16.5,1012,30,9,45,11,Dominican%20Republic
2020-10-17,29,25,0.0,7.3,6,0,07:19 AM,07:15 PM,06:34 AM,06:15 PM,24,30,30,27,13,72,84,12.9,1013,29,9,41,9,Dominican%20Republic
2020-10-18,30,25,0.0,10.2,6,5,08:23 AM,08:04 PM,06:34 AM,06:14 PM,23,30,30,27,17,40,81,3.8,1012,30,10,33,13,Dominican%20Republic
2020-10-19,31,24,0.0,10.2,6,13,09:29 AM,08:57 PM,06:35 AM,06:14 PM,22,29,29,27,12,33,79,0.3,1010,31,10,43,9,Dominican%20Republic
2020-10-20,30,24,0.0,11.6,6,20,10:33 AM,09:53 PM,06:35 AM,06:13 PM,22,29,29,26,10,30,80,0.8,1011,30,10,69,7,Dominican%20Republic
