date_time,Spain_maxtempC,Spain_mintempC,Spain_totalSnow_cm,Spain_sunHour,Spain_uvIndex,Spain_moon_illumination,Spain_moonrise,Spain_moonset,Spain_sunrise,Spain_sunset,Spain_DewPointC,Spain_FeelsLikeC,Spain_HeatIndexC,Spain_WindChillC,Spain_WindGustKmph,Spain_cloudcover,Spain_humidity,Spain_precipMM,Spain_pressure,Spain_tempC,Spain_visibility,Spain_winddirDegree,Spain_windspeedKmph,Spain_location
2020-01-01,13,8,0.0,8.7,4,37,12:38 PM,No moonset,08:38 AM,05:59 PM,1,10,10,10,4,7,52,0.0,1031,13,10,120,3,Spain
2020-01-02,13,7,0.0,8.7,3,44,01:03 PM,12:09 AM,08:38 AM,05:59 PM,0,9,10,9,5,21,55,0.0,1030,13,10,115,3,Spain
2020-01-03,11,6,0.0,9.6,2,51,01:27 PM,01:07 AM,08:38 AM,06:00 PM,1,8,8,8,2,58,62,0.0,1032,11,10,136,1,Spain
2020-01-04,14,6,0.0,9.6,3,59,01:52 PM,02:05 AM,08:38 AM,06:01 PM,3,8,10,8,12,2,65,0.0,1034,14,10,38,9,Spain
2020-01-05,15,8,0.0,9.6,4,66,02:18 PM,03:05 AM,08:38 AM,06:02 PM,4,10,11,10,6,1,63,0.0,1030,15,10,71,5,Spain
2020-01-06,15,8,0.0,9.7,4,73,02:48 PM,04:06 AM,08:38 AM,06:03 PM,3,12,11,12,3,0,57,0.0,1029,15,10,136,3,Spain
2020-01-07,14,9,0.0,9.7,4,80,03:23 PM,05:09 AM,08:38 AM,06:04 PM,-0,12,12,12,5,1,45,0.0,1031,14,10,126,4,Spain
2020-01-08,15,7,0.0,9.7,4,88,04:04 PM,06:13 AM,08:38 AM,06:05 PM,-3,10,10,10,6,7,40,0.0,1029,15,10,117,4,Spain
2020-01-09,12,8,0.0,9.7,3,95,04:54 PM,07:18 AM,08:37 AM,06:06 PM,4,9,9,9,9,15,71,0.0,1026,12,10,152,6,Spain
2020-01-10,11,7,0.0,9.7,3,100,05:53 PM,08:19 AM,08:37 AM,06:07 PM,1,7,9,7,15,11,58,0.0,1030,11,10,157,12,Spain
2020-01-11,13,6,0.0,9.7,3,100,06:59 PM,09:15 AM,08:37 AM,06:08 PM,2,9,9,9,6,0,62,0.0,1032,13,10,114,5,Spain
2020-01-12,13,5,0.0,9.7,3,83,08:11 PM,10:04 AM,08:37 AM,06:09 PM,-2,9,9,9,4,2,47,0.0,1031,13,10,148,3,Spain
2020-01-13,8,3,0.0,8.2,2,76,09:24 PM,10:45 AM,08:37 AM,06:10 PM,-1,5,6,5,7,42,60,0.0,1026,8,10,222,5,Spain
2020-01-14,6,2,0.0,6.6,1,69,10:37 PM,11:22 AM,08:36 AM,06:11 PM,1,2,4,2,11,43,76,0.0,1023,6,10,231,8,Spain
2020-01-15,8,5,0.0,4.9,2,61,11:50 PM,11:54 AM,08:36 AM,06:12 PM,4,4,6,4,11,98,83,1.1,1024,8,7,193,8,Spain
2020-01-16,12,8,0.0,9.8,2,54,No moonrise,12:24 PM,08:35 AM,06:13 PM,4,8,9,8,12,51,73,0.0,1026,12,10,182,9,Spain
2020-01-17,11,7,0.0,8.2,2,47,01:00 AM,12:54 PM,08:35 AM,06:14 PM,1,6,8,6,23,52,64,1.1,1030,11,8,240,16,Spain
2020-01-18,9,6,0.0,4.9,2,40,02:10 AM,01:25 PM,08:35 AM,06:15 PM,5,6,7,6,13,86,84,7.6,1028,9,8,212,9,Spain
2020-01-19,8,3,0.0,9.8,2,32,03:19 AM,01:59 PM,08:34 AM,06:16 PM,-4,2,6,2,34,45,53,0.6,1023,8,10,100,25,Spain
2020-01-20,6,2,0.0,4.9,1,25,04:27 AM,02:36 PM,08:33 AM,06:18 PM,-8,-2,4,-2,43,63,41,1.9,1025,6,8,39,31,Spain
2020-01-21,8,4,0.0,4.9,2,18,05:34 AM,03:19 PM,08:33 AM,06:19 PM,-0,1,6,1,52,79,65,6.1,1020,8,9,47,37,Spain
2020-01-22,10,6,0.0,4.9,2,11,06:36 AM,04:07 PM,08:32 AM,06:20 PM,3,3,7,3,34,74,73,14.1,1018,10,9,66,23,Spain
2020-01-23,8,5,0.0,4.9,2,3,07:33 AM,05:01 PM,08:32 AM,06:21 PM,3,4,6,4,14,63,77,0.4,1019,8,10,69,10,Spain
2020-01-24,7,1,0.0,5.0,2,0,08:22 AM,05:59 PM,08:31 AM,06:22 PM,4,4,6,4,12,85,85,6.4,1020,7,10,111,9,Spain
2020-01-25,10,6,0.0,5.0,2,0,09:05 AM,06:59 PM,08:30 AM,06:24 PM,5,6,8,6,16,81,83,12.2,1018,10,9,151,11,Spain
2020-01-26,10,7,0.0,10.0,2,4,09:41 AM,08:00 PM,08:30 AM,06:25 PM,5,6,8,6,14,51,81,1.2,1022,10,10,238,10,Spain
2020-01-27,9,3,0.0,5.0,2,11,10:12 AM,09:00 PM,08:29 AM,06:26 PM,4,3,6,3,24,69,87,0.0,1024,9,10,236,17,Spain
2020-01-28,11,7,0.0,6.6,2,18,10:40 AM,09:59 PM,08:28 AM,06:27 PM,8,6,9,6,31,88,90,0.0,1022,11,10,242,21,Spain
2020-01-29,12,8,0.0,6.7,2,26,11:05 AM,10:57 PM,08:27 AM,06:28 PM,8,7,10,7,22,70,88,0.0,1024,12,10,245,15,Spain
2020-01-30,11,8,0.0,5.0,2,33,11:30 AM,11:54 PM,08:26 AM,06:30 PM,7,7,9,7,20,77,86,0.0,1025,11,10,239,15,Spain
2020-01-31,14,8,0.0,10.0,3,37,11:54 AM,No moonset,08:25 AM,06:31 PM,8,9,10,9,17,72,87,0.0,1025,14,9,238,13,Spain
2020-02-01,16,10,0.0,10.0,3,49,12:18 PM,12:52 AM,08:24 AM,06:32 PM,10,11,12,11,22,57,88,0.5,1024,16,8,240,16,Spain
2020-02-02,16,11,0.0,8.3,3,57,12:46 PM,01:52 AM,08:23 AM,06:33 PM,11,12,13,12,6,33,85,0.0,1029,16,9,201,4,Spain
2020-02-03,19,12,0.0,10.1,5,64,01:18 PM,02:52 AM,08:23 AM,06:34 PM,11,15,15,15,5,2,77,0.0,1029,19,10,112,4,Spain
2020-02-04,19,12,0.0,10.1,5,72,01:55 PM,03:55 AM,08:22 AM,06:36 PM,8,15,16,15,4,6,61,0.0,1029,19,10,116,3,Spain
2020-02-05,18,11,0.0,10.2,4,79,02:39 PM,04:58 AM,08:20 AM,06:37 PM,4,13,14,13,9,0,55,0.0,1027,18,10,68,8,Spain
2020-02-06,16,7,0.0,10.2,4,87,03:33 PM,06:00 AM,08:19 AM,06:38 PM,6,10,11,10,9,11,70,0.0,1023,16,10,76,7,Spain
2020-02-07,15,9,0.0,10.2,4,95,04:36 PM,06:59 AM,08:18 AM,06:39 PM,5,11,11,11,9,10,65,0.0,1022,15,10,138,6,Spain
2020-02-08,12,8,0.0,5.1,2,100,05:46 PM,07:52 AM,08:17 AM,06:41 PM,6,8,9,8,12,57,82,0.2,1024,12,10,248,8,Spain
2020-02-09,12,6,0.0,8.4,2,100,07:01 PM,08:37 AM,08:16 AM,06:42 PM,6,9,9,9,7,29,78,0.0,1029,12,10,195,5,Spain
2020-02-10,17,8,0.0,10.3,4,83,08:17 PM,09:18 AM,08:15 AM,06:43 PM,8,11,12,11,14,10,78,0.0,1031,17,10,246,10,Spain
2020-02-11,16,9,0.0,10.3,4,75,09:33 PM,09:53 AM,08:14 AM,06:44 PM,8,12,12,12,5,15,77,0.0,1027,16,10,200,4,Spain
2020-02-12,13,10,0.0,5.2,3,68,10:46 PM,10:24 AM,08:13 AM,06:46 PM,8,10,11,10,14,64,83,0.0,1022,13,10,236,10,Spain
2020-02-13,15,9,0.0,10.4,3,60,11:59 PM,10:55 AM,08:11 AM,06:47 PM,8,10,12,10,21,40,80,0.0,1023,15,10,242,15,Spain
2020-02-14,19,8,0.0,10.4,3,53,No moonrise,11:27 AM,08:10 AM,06:48 PM,7,13,13,13,5,30,66,0.0,1026,19,10,155,4,Spain
2020-02-15,18,10,0.0,10.4,4,45,01:10 AM,12:00 PM,08:09 AM,06:49 PM,8,14,14,14,6,6,67,0.0,1025,18,10,194,5,Spain
2020-02-16,16,11,0.0,10.4,4,38,02:20 AM,12:36 PM,08:08 AM,06:50 PM,8,13,13,13,14,13,70,0.0,1027,16,10,236,11,Spain
2020-02-17,15,9,0.0,10.5,4,30,03:28 AM,01:17 PM,08:06 AM,06:52 PM,8,11,12,11,14,21,75,0.0,1027,15,10,248,11,Spain
2020-02-18,13,7,0.0,6.8,3,22,04:31 AM,02:03 PM,08:05 AM,06:53 PM,4,9,10,9,16,42,63,0.0,1030,13,10,50,12,Spain
2020-02-19,16,9,0.0,10.5,4,15,05:29 AM,02:55 PM,08:04 AM,06:54 PM,2,10,11,10,10,9,53,0.0,1030,16,10,99,8,Spain
2020-02-20,19,8,0.0,10.5,4,7,06:19 AM,03:51 PM,08:02 AM,06:55 PM,1,13,13,13,7,11,44,0.0,1023,19,10,100,4,Spain
2020-02-21,18,8,0.0,10.6,4,0,07:04 AM,04:50 PM,08:01 AM,06:56 PM,0,12,13,12,14,9,41,0.0,1027,18,10,118,9,Spain
2020-02-22,23,12,0.0,10.6,5,0,07:41 AM,05:51 PM,08:00 AM,06:58 PM,2,17,17,17,5,1,37,0.0,1031,23,10,98,4,Spain
2020-02-23,23,12,0.0,11.0,5,0,08:13 AM,06:51 PM,07:58 AM,06:59 PM,1,17,17,17,9,2,34,0.0,1032,23,10,111,6,Spain
2020-02-24,21,11,0.0,11.4,5,0,08:42 AM,07:50 PM,07:57 AM,07:00 PM,2,16,16,16,9,8,38,0.0,1027,21,10,145,7,Spain
2020-02-25,15,10,0.0,11.5,4,8,09:08 AM,08:48 PM,07:55 AM,07:01 PM,1,12,13,12,19,22,46,0.0,1022,15,10,278,13,Spain
2020-02-26,15,8,0.0,11.5,4,15,09:33 AM,09:46 PM,07:54 AM,07:02 PM,-0,10,11,10,21,5,48,0.0,1023,15,10,311,16,Spain
2020-02-27,15,7,0.0,7.2,3,23,09:56 AM,10:43 PM,07:53 AM,07:03 PM,-1,11,11,11,7,63,44,0.0,1022,15,10,271,5,Spain
2020-02-28,15,9,0.0,11.5,4,30,10:20 AM,11:42 PM,07:51 AM,07:04 PM,2,11,11,11,16,25,54,0.0,1016,15,10,218,12,Spain
2020-02-29,12,7,0.0,7.2,2,38,10:47 AM,No moonset,07:50 AM,07:06 PM,5,7,10,7,39,38,73,0.1,1014,12,10,235,28,Spain
2020-03-01,12,7,0.0,7.2,2,44,11:16 AM,12:41 AM,07:48 AM,07:07 PM,5,6,9,6,34,58,76,0.1,1014,12,10,244,27,Spain
2020-03-02,15,8,0.0,7.3,3,51,11:50 AM,01:42 AM,07:47 AM,07:08 PM,4,8,12,8,53,66,66,8.8,1008,15,9,267,39,Spain
2020-03-03,12,4,0.0,8.7,2,58,12:29 PM,02:43 AM,07:45 AM,07:09 PM,2,4,8,4,35,43,65,0.0,1020,12,10,254,25,Spain
2020-03-04,16,8,0.0,11.6,4,65,01:18 PM,03:45 AM,07:44 AM,07:10 PM,8,11,12,11,27,26,74,0.0,1021,16,10,249,18,Spain
2020-03-05,13,9,0.0,8.7,3,73,02:14 PM,04:43 AM,07:42 AM,07:11 PM,5,8,11,8,35,54,69,1.0,1015,13,10,269,25,Spain
2020-03-06,10,6,0.0,11.6,2,80,03:20 PM,05:38 AM,07:40 AM,07:12 PM,-2,4,8,4,35,32,51,0.2,1019,10,10,298,27,Spain
2020-03-07,15,4,0.0,11.6,4,87,04:32 PM,06:26 AM,07:39 AM,07:13 PM,0,8,10,8,13,5,51,0.0,1027,15,10,298,11,Spain
2020-03-08,16,9,0.0,10.2,3,95,05:48 PM,07:09 AM,07:37 AM,07:15 PM,3,12,12,12,9,20,55,0.0,1025,16,10,210,7,Spain
2020-03-09,17,9,0.0,11.6,3,100,07:05 PM,07:46 AM,07:36 AM,07:16 PM,2,12,13,12,12,20,52,0.0,1027,17,10,263,8,Spain
2020-03-10,21,9,0.0,11.6,5,100,08:22 PM,08:20 AM,07:34 AM,07:17 PM,3,15,15,15,9,7,46,0.0,1026,21,10,204,6,Spain
2020-03-11,22,13,0.0,8.8,4,84,09:38 PM,08:52 AM,07:33 AM,07:18 PM,8,17,17,17,7,31,56,0.0,1023,22,10,146,5,Spain
2020-03-12,23,15,0.0,11.6,5,76,10:53 PM,09:24 AM,07:31 AM,07:19 PM,8,19,19,19,12,26,50,0.0,1018,23,10,142,8,Spain
2020-03-13,21,14,0.0,11.6,5,69,No moonrise,09:57 AM,07:29 AM,07:20 PM,8,17,18,17,13,30,57,0.1,1017,21,10,179,9,Spain
2020-03-14,21,12,0.0,11.6,5,62,12:06 AM,10:33 AM,07:28 AM,07:21 PM,7,16,17,16,10,27,56,0.4,1018,21,10,77,8,Spain
2020-03-15,19,13,0.0,8.8,4,55,01:18 AM,11:14 AM,07:26 AM,07:22 PM,6,15,15,15,20,40,56,0.4,1013,19,10,169,15,Spain
2020-03-16,7,0,0.0,6.0,2,47,02:24 AM,12:00 PM,07:24 AM,07:23 PM,3,4,7,4,21,91,74,18.6,1013,7,8,148,17,Spain
2020-03-17,13,3,0.0,10.2,3,40,03:25 AM,12:50 PM,07:23 AM,07:24 PM,4,6,9,6,22,50,71,3.2,1022,13,10,81,17,Spain
2020-03-18,19,10,0.0,11.6,4,33,04:18 AM,01:46 PM,07:21 AM,07:25 PM,6,13,14,13,18,25,63,0.5,1025,19,10,79,13,Spain
2020-03-19,18,10,0.0,11.6,4,25,05:04 AM,02:44 PM,07:19 AM,07:26 PM,4,14,14,14,13,6,51,0.0,1020,18,10,129,11,Spain
2020-03-20,15,9,0.0,11.6,4,18,05:44 AM,03:44 PM,07:18 AM,07:27 PM,5,10,12,10,18,38,65,0.0,1015,15,10,105,15,Spain
2020-03-21,9,1,0.0,6.1,2,11,06:17 AM,04:44 PM,07:16 AM,07:29 PM,5,6,8,6,14,94,75,1.7,1012,9,9,137,11,Spain
2020-03-22,13,7,0.0,6.1,2,4,06:46 AM,05:43 PM,07:15 AM,07:30 PM,6,9,9,9,4,95,79,8.8,1011,13,8,201,3,Spain
2020-03-23,14,9,0.0,6.1,3,0,07:12 AM,06:41 PM,07:13 AM,07:31 PM,5,9,11,9,20,73,68,7.4,1013,14,7,82,15,Spain
2020-03-24,14,9,0.0,7.5,3,0,07:37 AM,07:40 PM,07:11 AM,07:32 PM,5,9,11,9,22,71,64,1.5,1015,14,10,67,17,Spain
2020-03-25,15,8,0.0,10.2,3,3,08:00 AM,08:37 PM,07:10 AM,07:33 PM,4,10,11,10,12,55,62,0.7,1015,15,10,192,10,Spain
2020-03-26,18,11,0.0,11.6,4,11,08:24 AM,09:36 PM,07:08 AM,07:34 PM,-3,13,13,13,9,1,35,0.0,1011,18,10,68,8,Spain
2020-03-27,13,3,0.0,11.6,3,18,08:49 AM,10:34 PM,07:06 AM,07:35 PM,-4,5,8,5,22,6,46,0.0,1014,13,10,91,17,Spain
2020-03-28,16,6,0.0,11.6,4,25,09:18 AM,11:35 PM,07:05 AM,07:36 PM,0,10,11,10,9,18,53,0.1,1017,16,10,122,7,Spain
