date_time,Spain_maxtempC,Spain_mintempC,Spain_totalSnow_cm,Spain_sunHour,Spain_uvIndex,Spain_moon_illumination,Spain_moonrise,Spain_moonset,Spain_sunrise,Spain_sunset,Spain_DewPointC,Spain_FeelsLikeC,Spain_HeatIndexC,Spain_WindChillC,Spain_WindGustKmph,Spain_cloudcover,Spain_humidity,Spain_precipMM,Spain_pressure,Spain_tempC,Spain_visibility,Spain_winddirDegree,Spain_windspeedKmph,Spain_location
2020-09-09,29,19,0.0,11.6,6,43,11:26 PM,01:35 PM,06:50 AM,07:33 PM,8,24,24,24,8,5,37,0.0,1021,29,10,124,7,Spain
2020-09-10,30,20,0.0,11.6,7,35,No moonrise,02:34 PM,06:51 AM,07:32 PM,9,25,25,25,15,9,38,0.0,1018,30,10,54,12,Spain
2020-09-11,31,20,0.0,11.6,7,28,12:06 AM,03:34 PM,06:52 AM,07:30 PM,8,25,25,25,13,8,34,0.0,1014,31,10,120,10,Spain
2020-09-12,33,22,0.0,11.6,7,20,12:55 AM,04:29 PM,06:53 AM,07:28 PM,8,27,27,27,11,12,31,0.0,1015,33,10,104,9,Spain
2020-09-13,32,22,0.0,11.6,7,13,01:53 AM,05:19 PM,06:54 AM,07:27 PM,8,27,27,27,20,5,32,0.0,1019,32,10,101,16,Spain
2020-09-14,30,22,0.0,11.6,7,5,02:58 AM,06:03 PM,06:55 AM,07:25 PM,10,26,26,26,14,25,40,0.8,1020,30,10,111,12,Spain
2020-09-15,28,21,0.0,11.6,5,0,04:09 AM,06:42 PM,06:56 AM,07:23 PM,13,26,26,24,9,36,49,3.7,1020,28,10,206,7,Spain
2020-09-16,30,22,0.0,11.6,7,0,05:24 AM,07:17 PM,06:57 AM,07:22 PM,9,27,27,26,11,18,36,0.2,1017,30,10,126,9,Spain
2020-09-17,24,21,0.0,9.0,5,0,06:39 AM,07:49 PM,06:58 AM,07:20 PM,12,24,24,23,17,68,51,4.4,1015,24,9,162,14,Spain
2020-09-18,20,14,0.0,7.6,4,2,07:55 AM,08:19 PM,06:59 AM,07:18 PM,13,19,19,19,26,67,64,27.2,1014,20,7,196,16,Spain
2020-09-19,21,14,0.0,8.8,4,10,09:11 AM,08:50 PM,07:00 AM,07:17 PM,12,18,19,18,31,60,66,8.7,1016,21,10,226,23,Spain
2020-09-20,23,16,0.0,11.6,4,17,10:27 AM,09:23 PM,07:01 AM,07:15 PM,12,20,20,20,21,40,64,0.0,1018,23,10,238,18,Spain
2020-09-21,23,18,0.0,11.6,6,25,11:43 AM,10:00 PM,07:02 AM,07:13 PM,10,21,21,21,11,29,52,0.1,1018,23,10,247,9,Spain
2020-09-22,24,19,0.0,11.6,6,32,12:56 PM,10:42 PM,07:03 AM,07:11 PM,7,21,22,21,9,17,38,0.0,1015,24,10,226,8,Spain
2020-09-23,23,18,0.0,11.6,5,40,02:05 PM,11:31 PM,07:04 AM,07:10 PM,10,21,21,21,23,42,53,0.4,1014,23,10,238,18,Spain
2020-09-24,22,17,0.0,10.2,4,47,03:08 PM,No moonset,07:05 AM,07:08 PM,11,19,20,19,29,44,61,0.6,1015,22,10,251,23,Spain
2020-09-25,18,13,0.0,11.6,5,55,04:01 PM,12:25 AM,07:06 AM,07:06 PM,2,15,16,15,32,4,42,0.0,1022,18,10,314,26,Spain
2020-09-26,19,12,0.0,11.6,5,62,04:47 PM,01:25 AM,07:07 AM,07:05 PM,3,16,16,16,13,7,42,0.0,1022,19,10,311,10,Spain
2020-09-27,21,15,0.0,11.6,5,70,05:25 PM,02:26 AM,07:08 AM,07:03 PM,6,18,19,18,25,10,47,0.0,1015,21,10,293,19,Spain
2020-09-28,22,15,0.0,10.2,5,78,05:56 PM,03:30 AM,07:09 AM,07:01 PM,1,18,18,18,7,28,32,0.0,1017,22,10,129,6,Spain
2020-09-29,28,18,0.0,11.6,6,85,06:24 PM,04:31 AM,07:10 AM,07:00 PM,3,22,22,22,7,19,28,0.0,1016,28,10,132,6,Spain
2020-09-30,26,18,0.0,11.5,6,93,06:49 PM,05:32 AM,07:11 AM,06:58 PM,3,22,22,22,12,5,28,0.0,1014,26,10,197,9,Spain
2020-10-01,23,19,0.0,11.4,6,97,07:12 PM,06:31 AM,07:12 AM,06:56 PM,6,21,21,21,16,13,39,0.0,1011,23,10,268,13,Spain
2020-10-02,15,10,0.0,8.7,3,100,07:36 PM,07:31 AM,07:13 AM,06:55 PM,5,11,14,11,49,48,58,6.7,1000,15,9,266,39,Spain
2020-10-03,16,8,0.0,11.4,4,89,07:59 PM,08:28 AM,07:14 AM,06:53 PM,2,9,12,9,31,22,51,0.0,1007,16,10,273,23,Spain
2020-10-04,16,10,0.0,11.4,4,82,08:24 PM,09:28 AM,07:15 AM,06:51 PM,3,11,13,11,29,23,54,0.0,1011,16,10,274,22,Spain
2020-10-05,19,11,0.0,11.3,5,74,08:52 PM,10:26 AM,07:16 AM,06:50 PM,3,13,14,13,25,11,49,0.0,1018,19,10,296,18,Spain
2020-10-06,23,14,0.0,11.3,5,67,09:24 PM,11:27 AM,07:17 AM,06:48 PM,7,18,19,18,8,7,48,0.0,1021,23,10,211,6,Spain
2020-10-07,27,19,0.0,11.3,6,60,10:02 PM,12:26 PM,07:18 AM,06:47 PM,12,23,23,23,6,2,54,0.0,1022,27,10,126,5,Spain
2020-10-08,25,18,0.0,11.3,6,53,10:46 PM,01:25 PM,07:19 AM,06:45 PM,10,23,23,22,8,10,49,0.0,1022,25,10,115,7,Spain
2020-10-09,29,19,0.0,11.2,6,45,11:39 PM,02:20 PM,07:20 AM,06:43 PM,9,24,24,23,6,3,40,0.0,1021,29,10,127,5,Spain
2020-10-10,25,19,0.0,11.2,6,38,No moonrise,03:11 PM,07:21 AM,06:42 PM,8,21,22,21,18,6,42,0.0,1022,25,10,51,13,Spain
2020-10-11,21,13,0.0,11.2,5,31,12:39 AM,03:57 PM,07:22 AM,06:40 PM,3,16,17,16,19,1,45,0.0,1025,21,10,44,15,Spain
2020-10-12,22,13,0.0,11.2,5,23,01:46 AM,04:37 PM,07:23 AM,06:39 PM,3,17,18,17,8,2,42,0.0,1024,22,10,126,7,Spain
2020-10-13,22,14,0.0,11.1,5,16,02:57 AM,05:12 PM,07:24 AM,06:37 PM,3,18,18,18,12,9,39,0.0,1018,22,10,300,10,Spain
2020-10-14,17,13,0.0,11.1,4,9,04:11 AM,05:45 PM,07:25 AM,06:36 PM,2,15,15,15,17,7,42,0.0,1014,17,10,252,14,Spain
2020-10-15,16,11,0.0,11.1,4,2,05:27 AM,06:15 PM,07:26 AM,06:34 PM,2,13,13,13,8,11,45,0.0,1018,16,10,210,7,Spain
2020-10-16,16,10,0.0,11.1,4,0,06:43 AM,06:45 PM,07:27 AM,06:33 PM,2,12,13,12,9,6,48,0.0,1019,16,10,130,7,Spain
2020-10-17,21,11,0.0,11.0,5,0,08:00 AM,07:18 PM,07:28 AM,06:31 PM,1,15,15,15,5,5,39,0.0,1017,21,10,127,4,Spain
2020-10-18,19,12,0.0,10.1,4,5,09:18 AM,07:53 PM,07:29 AM,06:30 PM,1,16,16,16,8,28,36,0.0,1019,19,10,71,6,Spain
2020-10-19,23,14,0.0,11.0,5,13,10:36 AM,08:34 PM,07:31 AM,06:28 PM,4,18,18,18,10,7,40,0.0,1017,23,10,108,8,Spain
2020-10-20,22,13,0.0,8.5,4,20,11:51 AM,09:22 PM,07:32 AM,06:27 PM,6,18,19,18,25,56,48,16.0,1011,22,9,164,17,Spain
2020-10-21,19,13,0.0,5.5,4,27,12:58 PM,10:15 PM,07:33 AM,06:25 PM,10,15,16,15,35,79,66,7.0,1010,19,8,208,25,Spain
2020-10-22,15,8,0.0,5.5,3,35,01:57 PM,11:15 PM,07:34 AM,06:24 PM,10,13,14,13,17,86,74,11.2,1014,15,9,182,12,Spain
2020-10-23,16,11,0.0,7.0,3,42,02:46 PM,No moonset,07:35 AM,06:22 PM,8,12,13,12,25,70,72,3.1,1021,16,10,237,19,Spain
2020-10-24,18,12,0.0,10.9,5,49,03:27 PM,12:18 AM,07:36 AM,06:21 PM,8,15,15,15,10,3,65,0.0,1024,18,10,229,9,Spain
2020-10-25,13,10,0.0,5.4,3,56,04:00 PM,01:22 AM,07:37 AM,06:20 PM,8,9,12,9,35,67,78,0.8,1018,13,9,232,26,Spain
2020-10-26,13,8,0.0,10.8,4,64,04:29 PM,02:24 AM,07:38 AM,06:18 PM,2,8,10,8,27,33,58,4.6,1018,13,10,291,21,Spain
2020-10-27,14,9,0.0,10.8,4,71,04:54 PM,03:26 AM,07:39 AM,06:17 PM,3,10,11,10,17,18,57,0.0,1021,14,10,257,13,Spain
2020-10-28,16,10,0.0,10.8,4,78,05:18 PM,04:25 AM,07:41 AM,06:16 PM,8,13,13,13,8,28,74,0.0,1022,16,10,227,6,Spain
2020-10-29,22,11,0.0,10.7,5,85,05:41 PM,05:24 AM,07:42 AM,06:15 PM,11,16,17,16,6,7,72,0.0,1025,22,10,78,5,Spain
2020-10-30,24,15,0.0,10.7,5,93,06:03 PM,06:22 AM,07:43 AM,06:13 PM,10,19,20,19,6,0,57,0.0,1025,24,10,109,5,Spain
2020-10-31,23,15,0.0,10.7,5,97,06:28 PM,07:21 AM,07:44 AM,06:12 PM,7,18,19,18,8,5,49,0.0,1025,23,10,131,6,Spain
2020-11-01,21,14,0.0,10.7,5,89,06:55 PM,08:20 AM,07:45 AM,06:11 PM,8,18,18,18,6,11,54,0.0,1025,21,10,216,4,Spain
2020-11-02,21,14,0.0,10.6,5,81,07:25 PM,09:20 AM,07:46 AM,06:10 PM,10,18,18,18,5,10,62,0.0,1023,21,10,191,4,Spain
2020-11-03,16,12,0.0,5.3,4,74,08:01 PM,10:20 AM,07:47 AM,06:09 PM,10,15,15,15,16,66,70,6.8,1023,16,10,118,12,Spain
2020-11-04,10,6,0.0,6.9,2,66,08:43 PM,11:20 AM,07:49 AM,06:08 PM,5,6,9,6,33,84,74,14.0,1019,10,8,46,26,Spain
2020-11-05,14,8,0.0,6.9,3,58,09:32 PM,12:16 PM,07:50 AM,06:07 PM,8,10,12,10,27,79,74,19.1,1018,14,8,77,19,Spain
2020-11-06,20,12,0.0,8.4,4,51,10:29 PM,01:08 PM,07:51 AM,06:05 PM,10,15,15,15,39,61,70,2.9,1015,20,10,108,28,Spain
2020-11-07,16,12,0.0,6.8,3,43,11:32 PM,01:54 PM,07:52 AM,06:04 PM,9,13,14,13,25,76,73,16.8,1018,16,9,201,19,Spain
2020-11-08,16,11,0.0,10.0,3,36,No moonrise,02:34 PM,07:53 AM,06:03 PM,9,14,14,14,8,32,73,0.0,1023,16,10,185,6,Spain
2020-11-09,15,12,0.0,8.4,3,28,12:39 AM,03:10 PM,07:54 AM,06:02 PM,9,13,13,13,6,64,74,1.3,1023,15,9,185,5,Spain
2020-11-10,20,12,0.0,10.5,5,21,01:50 AM,03:42 PM,07:56 AM,06:02 PM,9,15,16,15,6,6,68,0.0,1026,20,10,47,5,Spain
2020-11-11,17,10,0.0,10.4,4,13,03:01 AM,04:12 PM,07:57 AM,06:01 PM,7,14,14,14,7,20,64,0.0,1024,17,10,132,5,Spain
2020-11-12,15,11,0.0,10.4,3,6,04:15 AM,04:41 PM,07:58 AM,06:00 PM,6,13,13,13,9,48,60,0.0,1022,15,10,64,6,Spain
2020-11-13,15,10,0.0,8.7,3,0,05:31 AM,05:12 PM,07:59 AM,05:59 PM,5,12,13,12,10,36,62,0.0,1021,15,10,69,8,Spain
2020-11-14,13,11,0.0,3.6,3,0,06:47 AM,05:45 PM,08:00 AM,05:58 PM,8,12,12,12,6,78,79,4.1,1021,13,8,164,4,Spain
2020-11-15,16,11,0.0,7.0,3,0,08:06 AM,06:23 PM,08:01 AM,05:57 PM,11,13,13,13,17,63,86,0.3,1021,16,10,240,12,Spain
2020-11-16,19,13,0.0,8.7,5,2,09:24 AM,07:08 PM,08:02 AM,05:57 PM,12,15,15,15,8,18,81,0.0,1024,19,10,232,5,Spain
2020-11-17,18,11,0.0,8.7,4,9,10:38 AM,08:00 PM,08:03 AM,05:56 PM,11,15,15,15,4,25,80,0.0,1026,18,10,167,3,Spain
2020-11-18,19,13,0.0,8.7,5,17,11:44 AM,08:59 PM,08:05 AM,05:55 PM,11,16,16,16,3,5,72,0.0,1026,19,10,107,2,Spain
2020-11-19,20,14,0.0,8.7,5,24,12:40 PM,10:03 PM,08:06 AM,05:54 PM,7,16,16,16,13,10,55,0.0,1030,20,10,45,9,Spain
2020-11-20,18,11,0.0,8.7,4,32,01:25 PM,11:09 PM,08:07 AM,05:54 PM,4,13,14,13,10,8,52,0.0,1030,18,10,83,8,Spain
2020-11-21,15,8,0.0,8.7,3,39,02:02 PM,No moonset,08:08 AM,05:53 PM,-0,10,12,10,14,19,45,0.0,1028,15,10,69,11,Spain
2020-11-22,18,9,0.0,8.7,4,47,02:32 PM,12:14 AM,08:09 AM,05:53 PM,7,13,13,13,8,4,68,0.0,1027,18,10,77,7,Spain
2020-11-23,15,11,0.0,8.7,4,54,02:59 PM,01:17 AM,08:10 AM,05:52 PM,3,13,13,13,6,19,52,0.0,1026,15,10,95,5,Spain
2020-11-24,14,9,0.0,5.3,3,62,03:23 PM,02:17 AM,08:11 AM,05:52 PM,1,11,11,11,9,54,50,0.0,1023,14,10,155,6,Spain
2020-11-25,12,7,0.0,3.5,2,70,03:46 PM,03:16 AM,08:12 AM,05:51 PM,4,8,9,8,12,64,68,2.1,1015,12,10,154,9,Spain
2020-11-26,12,10,0.0,3.5,3,77,04:08 PM,04:14 AM,08:13 AM,05:51 PM,5,8,11,8,32,92,70,9.5,1010,12,8,105,22,Spain
2020-11-27,12,10,0.0,3.5,3,85,04:32 PM,05:13 AM,08:15 AM,05:50 PM,5,9,11,9,29,79,69,7.0,1009,12,7,66,20,Spain
2020-11-28,14,10,0.0,8.7,3,92,04:58 PM,06:12 AM,08:16 AM,05:50 PM,6,10,12,10,14,50,68,0.3,1008,14,9,94,10,Spain
2020-11-29,13,8,0.0,8.7,3,100,05:27 PM,07:12 AM,08:17 AM,05:50 PM,6,10,10,10,10,64,74,0.0,1015,13,10,100,7,Spain
2020-11-30,14,9,0.0,5.2,3,100,06:01 PM,08:13 AM,08:18 AM,05:49 PM,5,10,11,10,14,51,64,0.0,1021,14,10,45,10,Spain
2020-12-01,15,9,0.0,8.7,4,89,06:41 PM,09:14 AM,08:19 AM,05:49 PM,2,11,12,11,10,8,52,0.0,1023,15,10,120,6,Spain
2020-12-02,11,8,0.0,8.7,3,82,07:29 PM,10:12 AM,08:20 AM,05:49 PM,0,9,10,9,9,25,53,0.0,1019,11,10,147,7,Spain
2020-12-03,9,6,0.0,8.7,3,75,08:23 PM,11:06 AM,08:21 AM,05:49 PM,1,6,8,6,15,5,62,0.0,1015,9,10,221,12,Spain
2020-12-04,7,3,0.3,3.5,2,67,09:25 PM,11:54 AM,08:22 AM,05:48 PM,-2,1,5,1,34,75,63,4.4,1000,7,9,273,26,Spain
2020-12-05,6,2,0.0,8.7,2,60,10:29 PM,12:36 PM,08:22 AM,05:48 PM,-3,-1,4,-1,30,42,64,0.1,1004,6,10,270,22,Spain
2020-12-06,7,2,0.0,8.7,2,53,11:38 PM,01:12 PM,08:23 AM,05:48 PM,-2,-0,4,-0,33,21,62,0.0,1013,7,10,280,23,Spain
2020-12-07,10,4,0.0,3.5,2,46,No moonrise,01:44 PM,08:24 AM,05:48 PM,3,3,7,3,36,77,77,1.5,1010,10,10,258,25,Spain
2020-12-08,8,5,0.0,8.7,2,38,12:47 AM,02:13 PM,08:25 AM,05:48 PM,-0,2,6,2,34,42,64,4.9,1013,8,10,282,25,Spain
2020-12-09,8,4,0.0,7.0,2,31,01:57 AM,02:41 PM,08:26 AM,05:48 PM,-1,2,5,2,26,30,63,0.0,1021,8,10,276,18,Spain
2020-12-10,11,5,0.0,3.5,2,24,03:09 AM,03:10 PM,08:27 AM,05:48 PM,6,5,8,5,38,78,87,3.6,1013,11,8,247,24,Spain
2020-12-11,13,10,0.0,3.5,3,17,04:22 AM,03:40 PM,08:28 AM,05:49 PM,10,9,12,9,43,77,90,10.2,1009,13,9,252,27,Spain
2020-12-12,13,9,0.0,8.7,4,9,05:38 AM,04:14 PM,08:28 AM,05:49 PM,5,8,10,8,29,36,69,0.1,1015,13,10,271,19,Spain
2020-12-13,11,6,0.0,8.7,3,2,06:55 AM,04:54 PM,08:29 AM,05:49 PM,5,8,9,8,6,30,76,0.0,1017,11,10,220,5,Spain
2020-12-14,13,10,0.0,3.4,3,0,08:11 AM,05:43 PM,08:30 AM,05:49 PM,8,10,11,10,15,89,83,1.1,1012,13,8,182,11,Spain
2020-12-15,10,7,0.0,8.7,2,0,09:22 AM,06:39 PM,08:31 AM,05:49 PM,5,6,9,6,24,35,80,2.6,1016,10,10,233,18,Spain
2020-12-16,11,7,0.0,5.2,2,5,10:24 AM,07:43 PM,08:31 AM,05:50 PM,4,7,8,7,17,67,75,0.7,1015,11,10,189,12,Spain
2020-12-17,11,9,0.0,3.4,2,12,11:16 AM,08:49 PM,08:32 AM,05:50 PM,6,8,9,8,11,79,82,6.4,1021,11,8,111,8,Spain
2020-12-18,11,7,0.0,6.9,2,20,11:58 AM,09:57 PM,08:33 AM,05:50 PM,6,8,9,8,6,33,83,0.0,1023,11,10,173,4,Spain
2020-12-19,8,8,0.0,3.4,2,27,12:32 PM,11:03 PM,08:33 AM,05:51 PM,7,6,8,6,14,86,91,11.2,1020,8,9,219,10,Spain
2020-12-20,12,6,0.0,8.7,3,34,01:01 PM,No moonset,08:34 AM,05:51 PM,5,9,9,9,6,22,76,0.3,1025,12,9,265,4,Spain
2020-12-21,12,6,0.0,8.7,3,41,01:27 PM,12:05 AM,08:34 AM,05:52 PM,5,9,9,9,5,19,76,0.0,1029,12,10,220,4,Spain
2020-12-22,13,8,0.0,8.7,4,49,01:50 PM,01:06 AM,08:35 AM,05:52 PM,7,10,10,10,6,14,82,0.0,1027,13,10,66,4,Spain
2020-12-23,11,9,0.0,6.9,3,56,02:12 PM,02:05 AM,08:35 AM,05:53 PM,7,9,10,9,14,31,83,0.0,1024,11,10,186,10,Spain
2020-12-24,11,8,0.0,3.4,2,63,02:35 PM,03:03 AM,08:36 AM,05:53 PM,6,8,9,8,13,67,79,0.6,1024,11,10,141,9,Spain
2020-12-25,8,5,0.0,8.7,3,70,03:00 PM,04:02 AM,08:36 AM,05:54 PM,-4,4,6,4,19,11,49,0.0,1027,8,10,29,16,Spain
2020-12-26,11,4,0.0,8.7,3,78,03:28 PM,05:02 AM,08:36 AM,05:55 PM,-2,7,7,7,5,1,53,0.0,1030,11,10,181,5,Spain
2020-12-27,5,2,0.0,6.9,1,85,04:00 PM,06:02 AM,08:37 AM,05:55 PM,-2,2,4,2,22,23,63,0.0,1017,5,10,231,16,Spain
2020-12-28,7,3,0.0,8.7,2,92,04:38 PM,07:03 AM,08:37 AM,05:56 PM,-1,0,5,0,42,39,66,1.1,1004,7,9,272,29,Spain
2020-12-29,7,2,0.0,8.7,2,100,05:23 PM,08:03 AM,08:37 AM,05:57 PM,-2,-1,4,-1,30,33,69,0.1,1008,7,10,271,21,Spain
2020-12-30,7,2,0.0,8.7,1,100,06:16 PM,09:00 AM,08:37 AM,05:58 PM,-4,0,4,0,23,14,58,0.0,1019,7,10,294,16,Spain
2020-12-31,6,2,0.0,7.0,1,89,07:16 PM,09:51 AM,08:38 AM,05:58 PM,-1,0,4,0,22,44,73,0.1,1018,6,10,253,16,Spain
2021-01-01,6,3,0.1,8.7,1,79,08:21 PM,10:35 AM,08:38 AM,05:59 PM,-2,0,4,0,22,57,67,2.8,1012,6,9,294,17,Spain
2021-01-02,5,1,0.0,9.6,1,71,09:30 PM,11:14 AM,08:38 AM,06:00 PM,-6,-2,3,-2,28,21,52,0.0,1015,5,10,306,19,Spain
2021-01-03,6,0,0.0,9.6,2,64,10:39 PM,11:48 AM,08:38 AM,06:01 PM,-5,-1,3,-1,18,13,58,0.0,1019,6,10,275,13,Spain
2021-01-04,5,1,0.0,9.6,2,57,11:48 PM,12:17 PM,08:38 AM,06:02 PM,-4,-0,3,-0,16,19,64,0.0,1016,5,10,267,12,Spain
2021-01-05,9,1,0.0,9.7,2,50,No moonrise,12:45 PM,08:38 AM,06:03 PM,-3,4,4,4,6,4,60,0.0,1016,9,10,158,4,Spain
2021-01-06,5,2,0.0,9.7,1,42,12:58 AM,01:12 PM,08:38 AM,06:04 PM,-6,0,3,0,14,20,52,0.0,1015,5,10,52,11,Spain
2021-01-07,1,-6,10.8,4.8,1,35,02:08 AM,01:41 PM,08:38 AM,06:05 PM,-3,-4,0,-4,24,77,77,12.7,1013,1,6,42,17,Spain
2021-01-08,1,-0,0.0,4.8,1,28,03:21 AM,02:12 PM,08:38 AM,06:06 PM,-2,-6,0,-6,41,81,84,12.5,1011,1,4,44,28,Spain
2021-01-09,1,-2,5.6,4.9,1,20,04:34 AM,02:48 PM,08:37 AM,06:07 PM,-1,-5,-0,-5,33,100,98,37.7,1006,1,1,75,22,Spain
2021-01-10,1,-2,2.0,4.9,1,13,05:49 AM,03:31 PM,08:37 AM,06:08 PM,-0,-4,-0,-4,20,93,96,2.3,1014,1,6,41,12,Spain
2021-01-11,2,-5,0.0,9.7,2,6,07:01 AM,04:22 PM,08:37 AM,06:09 PM,-4,-5,-2,-5,18,12,86,0.0,1024,2,10,69,10,Spain
2021-01-12,4,1,0.0,9.7,2,0,08:06 AM,05:22 PM,08:37 AM,06:10 PM,-1,3,3,3,4,5,74,0.0,1031,4,10,187,3,Spain
2021-01-13,7,1,0.0,9.8,2,0,09:03 AM,06:27 PM,08:36 AM,06:11 PM,-2,3,3,3,4,5,68,0.0,1032,7,10,140,3,Spain
2021-01-14,7,1,0.0,9.8,2,1,09:50 AM,07:36 PM,08:36 AM,06:12 PM,-2,4,4,4,3,7,70,0.0,1030,7,10,137,2,Spain
2021-01-15,9,2,0.0,9.8,3,8,10:28 AM,08:43 PM,08:36 AM,06:13 PM,2,5,5,5,3,5,80,0.0,1030,9,10,160,2,Spain
2021-01-16,10,1,0.0,9.8,3,16,11:00 AM,09:49 PM,08:35 AM,06:14 PM,-1,4,5,4,3,5,69,0.0,1030,10,10,106,2,Spain
2021-01-17,9,3,0.0,9.8,3,23,11:27 AM,10:52 PM,08:35 AM,06:15 PM,-0,6,6,6,4,3,65,0.0,1031,9,10,83,3,Spain
2021-01-18,10,3,0.0,9.8,3,30,11:52 AM,11:53 PM,08:34 AM,06:16 PM,1,5,6,5,7,6,77,0.0,1029,10,10,67,4,Spain
2021-01-19,8,2,0.0,9.8,3,38,12:14 PM,No moonset,08:34 AM,06:17 PM,2,4,5,4,8,11,85,0.0,1025,8,10,100,5,Spain
2021-01-20,7,2,0.0,4.9,1,45,12:37 PM,12:52 AM,08:33 AM,06:19 PM,3,2,4,2,23,89,93,9.7,1014,7,9,175,14,Spain
2021-01-21,9,3,0.0,4.9,2,52,01:01 PM,01:51 AM,08:32 AM,06:20 PM,7,4,8,4,44,96,92,4.0,1013,9,6,234,29,Spain
2021-01-22,10,5,0.0,4.9,2,59,01:28 PM,02:50 AM,08:32 AM,06:21 PM,4,4,8,4,50,79,74,2.6,1011,10,9,255,34,Spain
2021-01-23,8,3,0.0,8.3,2,67,01:58 PM,03:50 AM,08:31 AM,06:22 PM,3,1,5,1,38,64,87,0.9,1014,8,9,242,26,Spain
2021-01-24,10,5,0.0,9.9,3,74,02:32 PM,04:50 AM,08:30 AM,06:23 PM,4,5,8,5,32,52,79,1.3,1013,10,10,253,21,Spain
2021-01-25,12,7,0.0,5.0,2,81,03:15 PM,05:51 AM,08:30 AM,06:24 PM,8,6,9,6,33,86,88,2.1,1014,12,7,246,22,Spain
2021-01-26,12,10,0.0,5.0,3,88,04:05 PM,06:49 AM,08:29 AM,06:26 PM,10,9,11,9,29,65,93,3.4,1021,12,8,250,17,Spain
2021-01-27,17,10,0.0,10.0,3,96,05:03 PM,07:43 AM,08:28 AM,06:27 PM,10,12,13,12,14,38,85,0.1,1026,17,8,268,9,Spain
2021-01-28,17,10,0.0,10.0,3,100,06:08 PM,08:30 AM,08:27 AM,06:28 PM,10,13,13,13,8,23,85,0.0,1025,17,8,245,5,Spain
2021-01-29,15,9,0.0,10.0,3,90,07:17 PM,09:12 AM,08:26 AM,06:29 PM,9,11,12,11,14,20,85,0.0,1022,15,9,240,10,Spain
2021-01-30,11,8,0.0,5.0,3,82,08:27 PM,09:48 AM,08:26 AM,06:31 PM,5,6,10,6,41,82,72,1.2,1015,11,10,261,30,Spain
2021-01-31,13,6,0.0,10.1,3,79,09:39 PM,10:19 AM,08:25 AM,06:32 PM,5,6,9,6,37,35,73,0.0,1015,13,10,252,25,Spain
2021-02-01,14,8,0.0,10.1,4,63,10:49 PM,10:48 AM,08:24 AM,06:33 PM,6,8,10,8,33,25,75,0.0,1017,14,10,250,21,Spain
2021-02-02,11,7,0.0,5.1,2,55,No moonrise,11:16 AM,08:23 AM,06:34 PM,7,7,9,7,19,66,84,0.1,1020,11,10,238,13,Spain
2021-02-03,12,9,0.0,5.1,3,48,12:00 AM,11:44 AM,08:22 AM,06:35 PM,7,8,10,8,21,85,84,0.7,1014,12,9,220,15,Spain
2021-02-04,15,9,0.0,10.0,3,40,01:12 AM,12:14 PM,08:21 AM,06:37 PM,7,11,11,11,11,67,79,0.3,1011,15,8,176,8,Spain
2021-02-05,16,10,0.0,6.7,3,33,02:24 AM,12:47 PM,08:20 AM,06:38 PM,6,11,12,11,22,75,66,3.7,1003,16,9,86,15,Spain
2021-02-06,10,8,0.0,10.0,2,25,03:37 AM,01:27 PM,08:19 AM,06:39 PM,5,7,9,7,20,76,77,19.4,1000,10,8,215,16,Spain
2021-02-07,10,7,0.0,10.0,3,18,04:48 AM,02:13 PM,08:18 AM,06:40 PM,3,6,8,6,19,55,70,2.1,1008,10,10,164,15,Spain
