date_time,Greece_maxtempC,Greece_mintempC,Greece_totalSnow_cm,Greece_sunHour,Greece_uvIndex,Greece_moon_illumination,Greece_moonrise,Greece_moonset,Greece_sunrise,Greece_sunset,Greece_DewPointC,Greece_FeelsLikeC,Greece_HeatIndexC,Greece_WindChillC,Greece_WindGustKmph,Greece_cloudcover,Greece_humidity,Greece_precipMM,Greece_pressure,Greece_tempC,Greece_visibility,Greece_winddirDegree,Greece_windspeedKmph,Greece_location
2020-12-09,4,-5,1.7,3.4,1,31,01:07 AM,01:43 PM,07:32 AM,04:35 PM,-0,-3,2,-3,33,96,85,2.0,1006,4,7,267,22,Greece
2020-12-10,5,-2,0.4,6.9,1,24,02:21 AM,02:09 PM,07:33 AM,04:35 PM,1,-0,3,-0,21,58,83,0.6,1017,5,9,275,14,Greece
2020-12-11,8,2,0.0,6.9,2,17,03:37 AM,02:38 PM,07:33 AM,04:35 PM,2,2,5,2,19,57,81,0.3,1017,8,9,230,11,Greece
2020-12-12,7,3,0.0,3.4,2,9,04:56 AM,03:11 PM,07:34 AM,04:35 PM,5,4,6,4,18,88,88,5.5,1015,7,8,110,12,Greece
2020-12-13,8,0,0.0,3.4,1,2,06:15 AM,03:51 PM,07:35 AM,04:35 PM,1,1,5,1,37,93,75,0.7,1011,8,9,245,26,Greece
2020-12-14,2,-3,0.0,5.2,1,0,07:32 AM,04:39 PM,07:36 AM,04:36 PM,-3,-2,1,-2,22,72,72,0.0,1014,2,10,264,16,Greece
2020-12-15,-3,-7,0.0,8.7,1,0,08:42 AM,05:37 PM,07:36 AM,04:36 PM,-11,-9,-3,-9,30,36,54,0.1,1026,-3,8,304,22,Greece
2020-12-16,-2,-9,0.3,3.4,1,5,09:43 AM,06:42 PM,07:37 AM,04:36 PM,-11,-10,-4,-10,26,72,57,0.4,1027,-2,10,87,19,Greece
2020-12-17,-2,-4,3.3,5.1,1,12,10:31 AM,07:51 PM,07:38 AM,04:37 PM,-6,-8,-3,-8,20,83,84,4.7,1021,-2,7,99,14,Greece
2020-12-18,-2,-5,0.0,6.9,1,20,11:10 AM,09:00 PM,07:38 AM,04:37 PM,-6,-6,-4,-6,8,68,85,0.0,1027,-2,10,205,5,Greece
2020-12-19,1,-7,0.0,3.4,1,27,11:41 AM,10:06 PM,07:39 AM,04:37 PM,-5,-8,-3,-8,22,75,87,0.0,1026,1,10,185,12,Greece
2020-12-20,2,-2,0.0,3.4,1,34,12:06 PM,11:11 PM,07:40 AM,04:38 PM,0,-3,1,-3,26,97,91,2.8,1015,2,8,186,15,Greece
2020-12-21,2,-3,0.3,5.1,1,41,12:29 PM,No moonset,07:40 AM,04:38 PM,-0,-2,1,-2,18,70,91,0.6,1008,2,8,210,11,Greece
2020-12-22,2,-3,1.0,3.4,1,49,12:51 PM,12:13 AM,07:41 AM,04:39 PM,-1,-3,1,-3,23,86,87,1.6,1011,2,5,291,15,Greece
2020-12-23,3,-2,0.0,3.4,1,56,01:12 PM,01:14 AM,07:41 AM,04:40 PM,-3,-3,1,-3,28,59,74,0.0,1022,3,10,195,18,Greece
2020-12-24,10,-2,0.0,3.4,2,63,01:33 PM,02:14 AM,07:41 AM,04:40 PM,4,3,7,3,49,91,78,6.1,1006,10,9,173,30,Greece
2020-12-25,-2,-5,11.9,3.4,1,70,01:56 PM,03:15 AM,07:42 AM,04:41 PM,-3,-8,-2,-8,33,93,92,17.9,1001,-2,4,279,23,Greece
2020-12-26,-3,-6,1.4,3.4,1,78,02:23 PM,04:16 AM,07:42 AM,04:41 PM,-7,-12,-4,-12,37,84,81,3.3,1007,-3,3,247,28,Greece
2020-12-27,0,-5,0.0,6.9,2,85,02:55 PM,05:19 AM,07:42 AM,04:42 PM,-5,-7,-2,-7,24,49,81,0.1,1016,0,10,204,16,Greece
2020-12-28,5,-3,0.2,3.4,1,92,03:33 PM,06:21 AM,07:43 AM,04:43 PM,-1,-3,2,-3,43,96,80,3.1,1014,5,5,232,28,Greece
2020-12-29,-2,-4,1.3,3.4,1,100,04:19 PM,07:22 AM,07:43 AM,04:44 PM,-7,-8,-2,-8,27,72,71,1.9,1030,-2,7,279,19,Greece
2020-12-30,3,-4,0.0,3.4,1,100,05:14 PM,08:17 AM,07:43 AM,04:45 PM,-5,-5,-0,-5,32,84,70,2.4,1022,3,7,190,20,Greece
2020-12-31,1,-2,1.4,3.4,1,89,06:16 PM,09:07 AM,07:43 AM,04:45 PM,-3,-4,0,-4,32,74,77,3.0,1020,1,7,264,21,Greece
2021-01-01,1,-2,0.0,8.7,1,79,07:24 PM,09:49 AM,07:43 AM,04:46 PM,-4,-4,-1,-4,19,44,80,0.8,1028,1,10,162,13,Greece
2021-01-02,4,-3,0.0,3.4,1,71,08:34 PM,10:24 AM,07:43 AM,04:47 PM,1,-1,2,-1,21,83,92,17.5,1013,4,8,239,14,Greece
2021-01-03,1,-4,0.0,5.2,1,64,09:45 PM,10:55 AM,07:43 AM,04:48 PM,-1,-3,-0,-3,16,60,91,13.2,1016,1,9,136,10,Greece
2021-01-04,1,-5,0.1,3.4,1,57,10:57 PM,11:22 AM,07:43 AM,04:49 PM,-0,-3,0,-3,13,91,92,0.2,1015,1,8,267,9,Greece
2021-01-05,2,-0,0.8,3.4,1,50,No moonrise,11:48 AM,07:43 AM,04:50 PM,-1,-1,0,-1,8,91,90,1.0,1015,2,7,245,5,Greece
2021-01-06,1,-4,1.2,3.4,1,42,12:09 AM,12:12 PM,07:43 AM,04:51 PM,-2,-3,0,-3,17,100,86,1.6,1022,1,6,268,12,Greece
2021-01-07,-1,-5,0.0,3.4,1,35,01:22 AM,12:39 PM,07:43 AM,04:52 PM,-4,-5,-2,-5,17,86,81,0.2,1025,-1,9,322,12,Greece
2021-01-08,-2,-9,0.0,8.7,2,28,02:36 AM,01:09 PM,07:43 AM,04:53 PM,-6,-7,-3,-7,13,20,74,0.0,1023,-2,10,90,9,Greece
2021-01-09,0,-7,0.0,8.7,2,20,03:53 AM,01:44 PM,07:42 AM,04:54 PM,-8,-6,-2,-6,19,29,61,0.0,1019,0,10,179,13,Greece
2021-01-10,-0,-1,0.0,5.2,1,13,05:09 AM,02:27 PM,07:42 AM,04:55 PM,-4,-4,-1,-4,14,85,77,0.0,1025,-0,10,272,10,Greece
2021-01-11,3,-1,0.0,8.7,2,6,06:21 AM,03:19 PM,07:42 AM,04:57 PM,-3,-3,0,-3,16,50,81,0.0,1025,3,10,230,10,Greece
2021-01-12,1,-1,0.4,3.4,1,0,07:26 AM,04:20 PM,07:41 AM,04:58 PM,-3,-4,0,-4,25,86,80,0.8,1019,1,8,255,17,Greece
2021-01-13,2,-2,0.1,3.4,1,0,08:19 AM,05:28 PM,07:41 AM,04:59 PM,-2,-3,0,-3,20,82,86,0.2,1014,2,9,226,13,Greece
2021-01-14,3,-3,0.0,3.6,1,1,09:03 AM,06:38 PM,07:40 AM,05:00 PM,0,-1,2,-1,16,87,88,0.0,1009,3,10,212,10,Greece
2021-01-15,4,2,1.6,3.6,1,8,09:38 AM,07:47 PM,07:40 AM,05:01 PM,1,-1,2,-1,24,88,88,2.2,1006,4,8,149,16,Greece
2021-01-16,2,-2,4.7,3.6,1,16,10:06 AM,08:54 PM,07:39 AM,05:03 PM,0,-4,1,-4,33,98,91,9.2,998,2,2,231,23,Greece
2021-01-17,1,0,2.0,3.6,1,23,10:31 AM,09:58 PM,07:39 AM,05:04 PM,-1,-5,1,-5,38,93,87,4.6,999,1,2,267,28,Greece
2021-01-18,-1,-3,1.4,3.6,1,30,10:53 AM,11:01 PM,07:38 AM,05:05 PM,-5,-7,-2,-7,21,77,79,2.0,1007,-1,5,293,16,Greece
2021-01-19,0,-5,1.2,3.6,1,38,11:15 AM,No moonset,07:38 AM,05:06 PM,-4,-6,-2,-6,21,91,81,1.8,1014,0,6,261,15,Greece
2021-01-20,-4,-11,0.9,3.6,1,45,11:36 AM,12:02 AM,07:37 AM,05:08 PM,-8,-11,-5,-11,27,91,74,1.0,1017,-4,8,274,20,Greece
2021-01-21,2,-8,0.7,3.6,1,52,11:58 AM,01:02 AM,07:36 AM,05:09 PM,-4,-7,-1,-7,36,83,81,1.4,1004,2,6,236,25,Greece
2021-01-22,-1,-4,0.3,3.7,1,59,12:23 PM,02:03 AM,07:36 AM,05:10 PM,-5,-9,-2,-9,35,80,80,2.5,1007,-1,3,274,26,Greece
2021-01-23,-7,-8,0.4,3.7,1,67,12:52 PM,03:06 AM,07:35 AM,05:12 PM,-11,-16,-7,-16,36,81,74,1.1,1022,-7,5,306,27,Greece
2021-01-24,-4,-12,1.4,3.7,1,74,01:28 PM,04:08 AM,07:34 AM,05:13 PM,-8,-9,-6,-9,13,88,84,2.0,1025,-4,6,316,9,Greece
2021-01-25,-1,-7,0.0,8.7,1,81,02:10 PM,05:09 AM,07:33 AM,05:14 PM,-7,-7,-4,-7,11,58,83,0.0,1020,-1,10,192,6,Greece
2021-01-26,-2,-5,9.0,3.7,1,88,03:01 PM,06:07 AM,07:32 AM,05:16 PM,-5,-8,-3,-8,25,87,88,10.6,1015,-2,7,96,17,Greece
2021-01-27,-3,-7,3.1,3.7,1,96,04:02 PM,06:59 AM,07:31 AM,05:17 PM,-4,-8,-3,-8,18,97,91,3.8,1016,-3,5,259,12,Greece
2021-01-28,-9,-11,1.1,3.7,1,100,05:09 PM,07:45 AM,07:30 AM,05:18 PM,-11,-17,-9,-17,34,100,87,1.6,1027,-9,3,310,23,Greece
2021-01-29,-9,-14,2.0,3.7,1,90,06:20 PM,08:23 AM,07:29 AM,05:20 PM,-12,-19,-10,-19,35,100,87,2.4,1028,-9,4,314,24,Greece
2021-01-30,-9,-13,0.7,3.7,1,82,07:34 PM,08:56 AM,07:28 AM,05:21 PM,-13,-16,-11,-16,15,91,89,0.8,1029,-9,6,271,10,Greece
2021-01-31,-7,-13,0.0,3.7,1,79,08:47 PM,09:25 AM,07:27 AM,05:22 PM,-12,-17,-10,-17,27,73,87,0.0,1025,-7,10,107,17,Greece
2021-02-01,-3,-11,1.6,3.7,1,63,10:00 PM,09:51 AM,07:26 AM,05:24 PM,-6,-12,-5,-12,31,100,93,2.5,1018,-3,7,71,21,Greece
2021-02-02,-3,-9,5.8,3.8,1,55,11:13 PM,10:16 AM,07:25 AM,05:25 PM,-6,-10,-5,-10,30,96,91,6.8,1012,-3,6,155,20,Greece
2021-02-03,-3,-6,1.3,8.7,2,48,No moonrise,10:43 AM,07:24 AM,05:26 PM,-6,-10,-3,-10,37,35,80,2.7,1010,-3,8,294,24,Greece
2021-02-04,-0,-9,0.0,8.7,1,40,12:27 AM,11:11 AM,07:23 AM,05:28 PM,-5,-8,-4,-8,23,19,89,0.0,1013,-0,8,248,13,Greece
2021-02-05,2,-6,1.0,3.8,1,33,01:42 AM,11:44 AM,07:22 AM,05:29 PM,-4,-8,-2,-8,37,82,83,3.0,1001,2,5,202,24,Greece
2021-02-06,-6,-10,3.2,7.1,1,25,02:56 AM,12:22 PM,07:20 AM,05:30 PM,-10,-16,-8,-16,35,74,84,5.1,1012,-6,3,253,24,Greece
2021-02-07,-6,-11,0.3,3.8,1,18,04:08 AM,01:10 PM,07:19 AM,05:32 PM,-11,-15,-9,-15,26,90,86,0.6,1017,-6,8,229,17,Greece
