date_time,Italy_maxtempC,Italy_mintempC,Italy_totalSnow_cm,Italy_sunHour,Italy_uvIndex,Italy_moon_illumination,Italy_moonrise,Italy_moonset,Italy_sunrise,Italy_sunset,Italy_DewPointC,Italy_FeelsLikeC,Italy_HeatIndexC,Italy_WindChillC,Italy_WindGustKmph,Italy_cloudcover,Italy_humidity,Italy_precipMM,Italy_pressure,Italy_tempC,Italy_visibility,Italy_winddirDegree,Italy_windspeedKmph,Italy_location
2020-11-06,21,14,0.0,8.7,5,51,09:16 PM,12:06 PM,06:49 AM,04:58 PM,10,17,17,17,9,15,66,0.0,1027,21,10,136,6,Italy
2020-11-07,21,13,0.0,8.7,5,43,10:19 PM,12:52 PM,06:50 AM,04:57 PM,12,17,18,17,7,5,69,0.0,1028,21,10,106,5,Italy
2020-11-08,20,15,0.0,8.7,5,36,11:28 PM,01:33 PM,06:51 AM,04:56 PM,11,18,18,18,8,2,66,0.0,1027,20,10,141,6,Italy
2020-11-09,22,15,0.0,8.7,5,28,No moonrise,02:07 PM,06:53 AM,04:55 PM,10,18,19,18,7,1,60,0.0,1024,22,10,119,5,Italy
2020-11-10,21,15,0.0,8.7,5,21,12:38 AM,02:38 PM,06:54 AM,04:54 PM,10,18,18,18,6,3,63,0.0,1023,21,10,124,4,Italy
2020-11-11,20,14,0.0,8.7,5,13,01:52 AM,03:07 PM,06:55 AM,04:53 PM,10,17,17,17,6,12,65,0.0,1024,20,10,137,4,Italy
2020-11-12,19,14,0.0,3.7,4,6,03:07 AM,03:35 PM,06:56 AM,04:52 PM,11,16,16,16,11,58,73,1.6,1024,19,10,131,7,Italy
2020-11-13,20,14,0.0,8.7,5,0,04:23 AM,04:04 PM,06:58 AM,04:51 PM,12,17,17,17,5,22,74,0.1,1024,20,10,105,4,Italy
2020-11-14,19,14,0.0,7.0,4,0,05:42 AM,04:36 PM,06:59 AM,04:50 PM,10,17,17,17,9,48,67,0.0,1023,19,10,88,6,Italy
2020-11-15,19,15,0.0,7.0,4,0,07:01 AM,05:13 PM,07:00 AM,04:49 PM,11,17,17,17,19,50,69,0.9,1021,19,10,125,12,Italy
2020-11-16,18,16,0.0,3.6,4,2,08:20 AM,05:56 PM,07:01 AM,04:48 PM,12,17,17,17,14,79,74,4.6,1018,18,10,138,9,Italy
2020-11-17,19,13,0.0,8.7,4,9,09:36 AM,06:47 PM,07:03 AM,04:47 PM,10,16,16,16,15,35,70,2.5,1019,19,10,75,10,Italy
2020-11-18,20,13,0.0,8.7,5,17,10:42 AM,07:46 PM,07:04 AM,04:46 PM,9,16,16,16,10,7,65,0.0,1025,20,10,99,7,Italy
2020-11-19,18,13,0.0,8.7,5,24,11:38 AM,08:51 PM,07:05 AM,04:46 PM,11,16,16,16,6,5,71,0.0,1023,18,10,168,5,Italy
2020-11-20,16,12,0.0,3.5,3,32,12:23 PM,09:57 PM,07:06 AM,04:45 PM,9,13,14,13,22,77,72,9.1,1015,16,9,102,15,Italy
2020-11-21,13,8,0.0,8.7,4,39,01:00 PM,11:03 PM,07:07 AM,04:44 PM,-0,9,11,9,24,26,46,0.3,1022,13,10,32,17,Italy
2020-11-22,14,6,0.0,8.7,4,47,01:30 PM,No moonset,07:09 AM,04:44 PM,-0,8,10,8,18,12,51,0.0,1026,14,10,25,12,Italy
2020-11-23,16,9,0.0,8.7,4,54,01:55 PM,12:06 AM,07:10 AM,04:43 PM,4,12,12,12,12,10,58,0.0,1026,16,10,139,7,Italy
2020-11-24,15,10,0.0,7.0,3,62,02:18 PM,01:08 AM,07:11 AM,04:42 PM,6,12,12,12,9,30,65,0.0,1023,15,10,133,6,Italy
2020-11-25,15,11,0.0,5.2,3,70,02:40 PM,02:08 AM,07:12 AM,04:42 PM,8,13,13,13,5,37,74,0.0,1022,15,10,127,4,Italy
2020-11-26,16,11,0.0,8.7,3,77,03:02 PM,03:08 AM,07:13 AM,04:41 PM,7,13,13,13,8,28,68,0.0,1022,16,10,82,5,Italy
2020-11-27,16,11,0.0,8.7,4,85,03:25 PM,04:07 AM,07:14 AM,04:41 PM,8,13,13,13,11,37,69,0.0,1020,16,10,98,7,Italy
2020-11-28,16,12,0.0,3.5,3,92,03:49 PM,05:07 AM,07:15 AM,04:41 PM,6,14,14,14,10,76,61,0.2,1014,16,10,87,6,Italy
2020-11-29,15,11,0.0,5.2,3,100,04:17 PM,06:08 AM,07:17 AM,04:40 PM,6,13,13,13,13,65,61,3.0,1010,15,10,65,9,Italy
2020-11-30,17,11,0.0,8.7,4,100,04:50 PM,07:10 AM,07:18 AM,04:40 PM,8,13,14,13,8,20,68,0.1,1018,17,10,92,5,Italy
2020-12-01,14,11,0.0,3.5,3,89,05:29 PM,08:11 AM,07:19 AM,04:40 PM,8,11,12,11,12,70,75,7.2,1015,14,10,143,8,Italy
2020-12-02,12,3,0.0,3.4,3,82,06:16 PM,09:10 AM,07:20 AM,04:39 PM,8,9,11,9,14,100,82,69.5,1008,12,7,172,10,Italy
2020-12-03,12,8,0.0,3.4,3,75,07:11 PM,10:04 AM,07:21 AM,04:39 PM,6,10,11,10,11,82,71,7.0,1006,12,9,154,8,Italy
2020-12-04,12,8,0.0,3.4,3,67,08:12 PM,10:52 AM,07:22 AM,04:39 PM,6,9,10,9,21,70,73,2.0,1002,12,9,130,15,Italy
2020-12-05,16,10,0.0,3.4,4,60,09:18 PM,11:34 AM,07:23 AM,04:39 PM,10,13,14,13,53,83,72,18.7,1000,16,8,163,33,Italy
2020-12-06,12,6,0.0,3.4,3,53,10:26 PM,12:09 PM,07:24 AM,04:39 PM,9,10,11,10,16,94,83,97.7,997,12,6,240,11,Italy
2020-12-07,11,9,0.0,3.4,3,46,11:37 PM,12:40 PM,07:25 AM,04:39 PM,5,9,10,9,20,80,72,21.8,1006,11,8,147,11,Italy
2020-12-08,12,10,0.0,3.4,3,38,No moonrise,01:09 PM,07:26 AM,04:39 PM,8,9,12,9,41,96,78,79.2,1000,12,6,181,26,Italy
2020-12-09,13,10,0.0,3.4,3,31,12:48 AM,01:36 PM,07:26 AM,04:39 PM,7,10,11,10,11,83,76,32.7,1000,13,8,180,7,Italy
2020-12-10,11,9,0.0,3.4,3,24,02:01 AM,02:03 PM,07:27 AM,04:39 PM,5,8,10,8,18,78,69,5.9,1005,11,10,139,12,Italy
2020-12-11,12,9,0.0,8.7,3,17,03:16 AM,02:32 PM,07:28 AM,04:39 PM,5,10,10,10,9,70,70,9.3,1004,12,9,142,6,Italy
2020-12-12,12,8,0.0,3.4,3,9,04:32 AM,03:05 PM,07:29 AM,04:39 PM,4,9,10,9,8,64,69,2.6,1000,12,10,76,6,Italy
2020-12-13,11,7,0.0,8.7,2,2,05:51 AM,03:44 PM,07:30 AM,04:39 PM,3,7,9,7,17,38,69,0.0,1006,11,10,95,11,Italy
2020-12-14,14,6,0.0,8.7,4,0,07:08 AM,04:30 PM,07:31 AM,04:39 PM,3,9,10,9,11,11,64,0.0,1016,14,10,106,7,Italy
2020-12-15,12,9,0.0,8.7,3,0,08:20 AM,05:26 PM,07:31 AM,04:40 PM,3,11,11,11,7,19,60,0.0,1019,12,10,90,4,Italy
2020-12-16,15,9,0.0,8.7,4,5,09:23 AM,06:29 PM,07:32 AM,04:40 PM,6,11,11,11,9,12,69,0.0,1022,15,10,96,5,Italy
2020-12-17,14,10,0.0,8.7,4,12,10:14 AM,07:37 PM,07:33 AM,04:40 PM,6,12,12,12,7,20,69,0.0,1024,14,10,44,4,Italy
2020-12-18,15,11,0.0,6.9,3,20,10:56 AM,08:45 PM,07:33 AM,04:41 PM,8,12,12,12,7,40,77,0.3,1025,15,10,92,4,Italy
2020-12-19,14,10,0.0,5.2,3,27,11:30 AM,09:52 PM,07:34 AM,04:41 PM,6,12,12,12,6,57,70,0.0,1024,14,10,88,4,Italy
2020-12-20,14,10,0.0,6.9,3,34,11:58 AM,10:56 PM,07:34 AM,04:41 PM,4,11,12,11,8,48,60,0.0,1023,14,10,114,5,Italy
2020-12-21,14,9,0.0,8.7,4,41,12:22 PM,11:58 PM,07:35 AM,04:42 PM,5,11,12,11,11,8,63,0.0,1025,14,10,103,7,Italy
2020-12-22,14,9,0.0,8.7,4,49,12:44 PM,No moonset,07:35 AM,04:43 PM,6,11,12,11,7,22,69,0.0,1025,14,10,142,4,Italy
2020-12-23,14,11,0.0,3.4,3,56,01:06 PM,12:58 AM,07:36 AM,04:43 PM,10,12,12,12,10,84,83,0.5,1025,14,10,123,7,Italy
2020-12-24,14,9,0.0,3.4,3,63,01:28 PM,01:57 AM,07:36 AM,04:44 PM,11,12,13,12,20,80,84,1.2,1019,14,10,158,13,Italy
2020-12-25,14,10,0.0,3.4,3,70,01:52 PM,02:57 AM,07:37 AM,04:44 PM,7,11,12,11,21,86,69,8.7,1013,14,9,230,14,Italy
2020-12-26,11,8,0.0,3.4,2,78,02:18 PM,03:57 AM,07:37 AM,04:45 PM,3,9,10,9,9,85,63,4.2,1013,11,8,147,7,Italy
2020-12-27,8,6,0.0,5.2,2,85,02:49 PM,04:59 AM,07:37 AM,04:46 PM,2,5,7,5,12,58,70,2.6,1008,8,9,182,9,Italy
2020-12-28,13,7,0.0,3.4,3,92,03:26 PM,06:01 AM,07:37 AM,04:46 PM,5,8,10,8,42,92,69,11.5,997,13,8,201,28,Italy
2020-12-29,12,7,0.0,3.4,3,100,04:11 PM,07:01 AM,07:38 AM,04:47 PM,5,8,10,8,24,79,68,11.8,1002,12,9,189,15,Italy
2020-12-30,12,9,0.0,3.4,3,100,05:03 PM,07:58 AM,07:38 AM,04:48 PM,5,10,11,10,12,84,69,21.2,1004,12,9,185,7,Italy
2020-12-31,11,7,0.0,6.9,2,89,06:04 PM,08:49 AM,07:38 AM,04:49 PM,4,8,9,8,9,52,71,7.2,1010,11,9,206,6,Italy
2021-01-01,12,6,0.0,3.4,3,79,07:10 PM,09:34 AM,07:38 AM,04:50 PM,5,7,9,7,27,86,72,11.7,1011,12,9,142,17,Italy
2021-01-02,11,9,0.0,3.4,3,71,08:18 PM,10:11 AM,07:38 AM,04:51 PM,6,8,11,8,37,90,73,52.8,1007,11,6,169,21,Italy
2021-01-03,9,5,0.0,3.4,2,64,09:29 PM,10:44 AM,07:38 AM,04:51 PM,5,6,8,6,16,91,77,20.4,1009,9,8,105,10,Italy
2021-01-04,10,6,0.0,3.4,2,57,10:39 PM,11:13 AM,07:38 AM,04:52 PM,4,6,8,6,17,86,75,20.9,1010,10,9,138,11,Italy
2021-01-05,9,7,0.0,3.4,2,50,11:50 PM,11:40 AM,07:38 AM,04:53 PM,4,6,8,6,22,90,76,28.5,1010,9,7,174,13,Italy
2021-01-06,10,7,0.0,3.4,2,42,No moonrise,12:06 PM,07:38 AM,04:54 PM,3,7,8,7,14,76,69,13.2,1013,10,9,202,9,Italy
2021-01-07,9,7,0.0,3.4,2,35,01:02 AM,12:33 PM,07:38 AM,04:55 PM,1,7,8,7,11,82,63,0.9,1014,9,8,71,7,Italy
2021-01-08,10,5,0.0,3.4,2,28,02:15 AM,01:03 PM,07:38 AM,04:56 PM,1,6,7,6,12,52,67,0.0,1012,10,10,13,8,Italy
2021-01-09,7,0,0.0,3.4,2,20,03:30 AM,01:38 PM,07:38 AM,04:57 PM,4,4,6,4,15,85,80,5.6,1012,7,8,43,9,Italy
2021-01-10,11,5,0.0,3.5,2,13,04:45 AM,02:19 PM,07:37 AM,04:59 PM,7,7,9,7,14,85,86,13.3,1009,11,10,127,8,Italy
2021-01-11,8,3,0.0,5.3,2,6,05:58 AM,03:10 PM,07:37 AM,05:00 PM,3,5,6,5,9,68,81,0.1,1014,8,10,184,6,Italy
2021-01-12,8,2,0.0,8.7,3,0,07:05 AM,04:09 PM,07:37 AM,05:01 PM,-0,3,5,3,11,28,73,0.0,1016,8,10,317,8,Italy
2021-01-13,10,5,0.0,8.7,3,0,08:01 AM,05:15 PM,07:36 AM,05:02 PM,1,6,7,6,8,9,63,0.0,1015,10,10,128,6,Italy
2021-01-14,12,6,0.0,8.7,2,1,08:48 AM,06:23 PM,07:36 AM,05:03 PM,3,7,9,7,13,34,71,0.0,1013,12,10,179,8,Italy
2021-01-15,9,6,0.0,7.0,2,8,09:26 AM,07:33 PM,07:36 AM,05:04 PM,1,6,7,6,15,35,62,0.0,1013,9,10,117,10,Italy
2021-01-16,11,3,0.0,8.7,3,16,09:57 AM,08:39 PM,07:35 AM,05:05 PM,-2,5,7,5,10,4,53,0.0,1018,11,10,69,7,Italy
2021-01-17,7,4,0.0,3.6,2,23,10:23 AM,09:43 PM,07:35 AM,05:07 PM,0,4,6,4,12,45,70,0.4,1018,7,9,67,8,Italy
2021-01-18,11,3,0.0,8.7,3,30,10:46 AM,10:45 PM,07:34 AM,05:08 PM,-0,5,6,5,10,5,64,0.0,1022,11,10,84,6,Italy
2021-01-19,10,5,0.0,5.3,2,38,11:09 AM,11:45 PM,07:33 AM,05:09 PM,3,6,8,6,11,48,72,0.5,1026,10,9,108,7,Italy
2021-01-20,11,8,0.0,3.7,2,45,11:31 AM,No moonset,07:33 AM,05:10 PM,5,7,9,7,22,88,76,2.4,1022,11,9,131,13,Italy
2021-01-21,14,10,0.0,3.7,3,52,11:54 AM,12:45 AM,07:32 AM,05:11 PM,8,10,12,10,30,73,79,3.6,1016,14,10,144,18,Italy
2021-01-22,14,11,0.0,3.7,3,59,12:18 PM,01:45 AM,07:32 AM,05:13 PM,10,11,13,11,34,78,81,18.0,1009,14,9,190,22,Italy
2021-01-23,12,9,0.0,5.4,3,67,12:47 PM,02:46 AM,07:31 AM,05:14 PM,4,8,11,8,41,76,63,26.4,1001,12,9,242,27,Italy
2021-01-24,12,8,0.0,3.7,3,74,01:22 PM,03:48 AM,07:30 AM,05:15 PM,6,8,11,8,33,81,75,31.8,999,12,8,256,22,Italy
2021-01-25,12,8,0.0,3.7,2,81,02:03 PM,04:48 AM,07:29 AM,05:17 PM,3,7,9,7,22,59,65,4.3,1005,12,10,263,15,Italy
2021-01-26,9,4,0.0,8.7,3,88,02:52 PM,05:47 AM,07:28 AM,05:18 PM,-2,5,7,5,17,10,53,0.0,1012,9,10,189,12,Italy
2021-01-27,10,3,0.0,8.7,3,96,03:50 PM,06:41 AM,07:28 AM,05:19 PM,-5,5,6,5,9,17,46,0.0,1018,10,10,121,6,Italy
2021-01-28,11,4,0.0,8.7,3,100,04:55 PM,07:29 AM,07:27 AM,05:20 PM,-3,6,8,6,14,32,49,0.1,1016,11,10,87,9,Italy
2021-01-29,13,8,0.0,5.4,3,90,06:05 PM,08:10 AM,07:26 AM,05:22 PM,6,9,10,9,18,53,77,0.5,1009,13,10,154,11,Italy
2021-01-30,13,8,0.0,7.0,3,82,07:17 PM,08:45 AM,07:25 AM,05:23 PM,7,9,11,9,17,45,75,2.2,1004,13,10,194,12,Italy
2021-01-31,12,9,0.0,3.8,3,79,08:29 PM,09:16 AM,07:24 AM,05:24 PM,8,9,11,9,22,87,81,23.1,995,12,8,253,15,Italy
2021-02-01,13,8,0.0,5.4,3,63,09:41 PM,09:44 AM,07:23 AM,05:26 PM,7,10,10,10,9,53,78,0.6,999,13,10,100,6,Italy
2021-02-02,16,8,0.0,8.7,4,55,10:53 PM,10:10 AM,07:22 AM,05:27 PM,6,11,12,11,9,10,72,0.0,1009,16,10,138,6,Italy
2021-02-03,14,10,0.0,7.1,3,48,No moonrise,10:36 AM,07:21 AM,05:28 PM,9,11,12,11,14,33,81,0.0,1017,14,10,132,9,Italy
2021-02-04,16,10,0.0,8.7,4,40,12:06 AM,11:05 AM,07:20 AM,05:29 PM,9,12,13,12,21,13,80,0.0,1018,16,10,134,13,Italy
2021-02-05,17,11,0.0,8.7,4,33,01:20 AM,11:38 AM,07:18 AM,05:31 PM,8,13,14,13,12,29,69,0.0,1017,17,10,119,7,Italy
2021-02-06,18,12,0.0,8.7,5,25,02:33 AM,12:15 PM,07:17 AM,05:32 PM,5,14,15,14,26,13,53,0.0,1012,18,10,125,14,Italy
2021-02-07,14,12,0.0,3.8,3,18,03:46 AM,01:01 PM,07:16 AM,05:33 PM,7,12,13,12,21,86,68,25.6,1003,14,8,152,12,Italy
