date_time,Italy_maxtempC,Italy_mintempC,Italy_totalSnow_cm,Italy_sunHour,Italy_uvIndex,Italy_moon_illumination,Italy_moonrise,Italy_moonset,Italy_sunrise,Italy_sunset,Italy_DewPointC,Italy_FeelsLikeC,Italy_HeatIndexC,Italy_WindChillC,Italy_WindGustKmph,Italy_cloudcover,Italy_humidity,Italy_precipMM,Italy_pressure,Italy_tempC,Italy_visibility,Italy_winddirDegree,Italy_windspeedKmph,Italy_location
2020-05-26,25,17,0.0,14.5,5,25,07:34 AM,11:12 PM,04:40 AM,07:35 PM,11,22,22,21,12,17,52,0.4,1024,25,10,149,9,Italy
2020-05-27,26,16,0.0,14.5,6,32,08:35 AM,11:57 PM,04:40 AM,07:35 PM,7,21,21,21,9,4,43,0.0,1026,26,10,117,7,Italy
2020-05-28,25,17,0.0,14.5,6,39,09:42 AM,No moonset,04:39 AM,07:36 PM,7,21,21,21,11,10,41,0.0,1024,25,10,167,9,Italy
2020-05-29,23,17,0.0,14.5,6,47,10:52 AM,12:36 AM,04:39 AM,07:37 PM,9,20,21,20,10,25,49,0.3,1018,23,10,165,8,Italy
2020-05-30,21,15,0.0,10.4,4,54,12:04 PM,01:10 AM,04:38 AM,07:38 PM,11,18,18,18,9,75,65,12.7,1016,21,9,141,7,Italy
2020-05-31,23,15,0.0,11.4,5,58,01:17 PM,01:41 AM,04:37 AM,07:39 PM,11,19,20,19,11,46,62,1.1,1016,23,10,193,9,Italy
2020-06-01,25,16,0.0,14.5,6,71,02:30 PM,02:09 AM,04:37 AM,07:39 PM,11,21,21,21,9,13,55,0.0,1016,25,10,199,7,Italy
2020-06-02,25,17,0.0,14.5,6,79,03:45 PM,02:37 AM,04:37 AM,07:40 PM,11,22,22,21,9,27,54,0.3,1015,25,10,157,7,Italy
2020-06-03,25,18,0.0,14.5,6,86,05:00 PM,03:07 AM,04:36 AM,07:41 PM,11,22,22,22,11,21,53,0.1,1011,25,10,142,9,Italy
2020-06-04,24,18,0.0,14.5,5,94,06:16 PM,03:40 AM,04:36 AM,07:42 PM,14,21,21,21,28,33,65,0.3,1007,24,10,153,23,Italy
2020-06-05,22,19,0.0,9.4,5,100,07:31 PM,04:18 AM,04:35 AM,07:42 PM,13,20,21,20,35,68,66,34.7,1002,22,7,209,20,Italy
2020-06-06,27,19,0.0,14.5,6,100,08:40 PM,05:03 AM,04:35 AM,07:43 PM,13,23,23,22,9,2,59,0.0,1007,27,10,159,7,Italy
2020-06-07,25,18,0.0,14.5,6,84,09:42 PM,05:55 AM,04:35 AM,07:44 PM,15,22,22,22,19,18,67,0.5,1010,25,10,159,15,Italy
2020-06-08,24,19,0.0,10.4,5,76,10:33 PM,06:53 AM,04:35 AM,07:44 PM,15,22,22,22,21,62,69,17.8,1009,24,9,163,14,Italy
2020-06-09,23,18,0.0,11.5,5,69,11:16 PM,07:56 AM,04:34 AM,07:45 PM,13,20,21,20,14,51,63,1.3,1011,23,10,208,11,Italy
2020-06-10,21,17,0.0,9.4,5,61,11:51 PM,09:00 AM,04:34 AM,07:45 PM,12,19,20,19,23,75,63,16.1,1012,21,9,205,15,Italy
2020-06-11,22,17,0.0,9.5,5,54,No moonrise,10:03 AM,04:34 AM,07:46 PM,12,19,20,19,18,75,63,14.9,1012,22,9,190,12,Italy
2020-06-12,25,18,0.0,14.5,6,46,12:20 AM,11:06 AM,04:34 AM,07:46 PM,12,22,22,22,8,4,57,0.0,1013,25,10,153,7,Italy
2020-06-13,25,19,0.0,13.5,6,38,12:45 AM,12:06 PM,04:34 AM,07:47 PM,14,22,22,22,13,29,61,3.3,1013,25,10,186,10,Italy
2020-06-14,23,18,0.0,10.5,5,31,01:09 AM,01:05 PM,04:34 AM,07:47 PM,14,21,22,21,13,75,68,10.6,1012,23,9,218,10,Italy
2020-06-15,26,18,0.0,12.5,5,23,01:32 AM,02:04 PM,04:34 AM,07:47 PM,14,23,23,22,10,38,60,1.8,1012,26,10,180,8,Italy
2020-06-16,26,21,0.0,12.5,5,16,01:54 AM,03:04 PM,04:34 AM,07:48 PM,15,24,24,23,11,35,59,1.1,1012,26,10,254,9,Italy
2020-06-17,24,20,0.0,12.5,5,8,02:18 AM,04:04 PM,04:34 AM,07:48 PM,15,23,23,22,11,39,67,0.9,1012,24,10,243,9,Italy
2020-06-18,25,19,0.0,14.5,6,1,02:44 AM,05:07 PM,04:34 AM,07:48 PM,14,23,23,22,12,5,64,0.0,1014,25,10,180,10,Italy
2020-06-19,25,19,0.0,14.5,6,0,03:15 AM,06:10 PM,04:34 AM,07:49 PM,14,23,23,22,11,13,61,0.0,1017,25,10,195,9,Italy
2020-06-20,28,20,0.0,14.5,7,0,03:51 AM,07:13 PM,04:35 AM,07:49 PM,12,24,24,24,16,3,50,0.0,1015,28,10,246,13,Italy
2020-06-21,28,20,0.0,14.5,7,0,04:34 AM,08:12 PM,04:35 AM,07:49 PM,13,25,25,24,13,6,51,0.0,1015,28,10,179,10,Italy
2020-06-22,31,20,0.0,14.5,7,7,05:27 AM,09:08 PM,04:35 AM,07:49 PM,11,25,25,25,18,28,43,0.8,1016,31,10,44,14,Italy
2020-06-23,32,21,0.0,14.5,7,14,06:26 AM,09:56 PM,04:35 AM,07:49 PM,10,26,26,26,21,4,39,0.0,1017,32,10,15,16,Italy
2020-06-24,30,24,0.0,14.5,7,22,07:33 AM,10:37 PM,04:36 AM,07:50 PM,13,27,27,27,9,5,43,0.0,1018,30,10,140,7,Italy
2020-06-25,29,23,0.0,14.5,7,29,08:43 AM,11:13 PM,04:36 AM,07:50 PM,13,27,27,26,8,11,44,0.0,1018,29,10,169,7,Italy
2020-06-26,31,24,0.0,14.5,7,37,09:55 AM,11:45 PM,04:36 AM,07:50 PM,13,27,27,27,10,3,42,0.0,1017,31,10,224,8,Italy
2020-06-27,32,24,0.0,14.5,7,44,11:07 AM,No moonset,04:37 AM,07:50 PM,13,27,27,27,10,2,42,0.0,1017,32,10,212,9,Italy
2020-06-28,32,23,0.0,14.5,6,52,12:19 PM,12:13 AM,04:37 AM,07:50 PM,12,27,27,27,10,24,42,0.0,1016,32,10,177,8,Italy
2020-06-29,31,25,0.0,14.5,7,59,01:32 PM,12:40 AM,04:38 AM,07:50 PM,15,28,28,28,10,1,47,0.0,1015,31,10,290,9,Italy
2020-06-30,28,25,0.0,14.5,7,67,02:44 PM,01:09 AM,04:38 AM,07:49 PM,18,28,28,26,11,2,59,0.0,1013,28,10,178,10,Italy
2020-07-01,31,25,0.0,14.5,7,72,03:58 PM,01:40 AM,04:39 AM,07:49 PM,17,29,29,28,8,3,52,0.0,1013,31,10,206,7,Italy
2020-07-02,31,25,0.0,14.5,7,79,05:12 PM,02:14 AM,04:39 AM,07:49 PM,18,29,29,28,9,4,54,0.0,1011,31,10,176,8,Italy
2020-07-03,31,25,0.0,14.5,7,86,06:22 PM,02:55 AM,04:40 AM,07:49 PM,18,29,29,27,11,3,57,0.0,1011,31,10,206,9,Italy
2020-07-04,30,22,0.0,14.5,7,94,07:27 PM,03:43 AM,04:40 AM,07:49 PM,16,27,27,26,11,24,57,0.2,1014,30,10,214,9,Italy
2020-07-05,32,22,0.0,14.5,7,100,08:22 PM,04:37 AM,04:41 AM,07:48 PM,15,28,28,27,10,17,48,0.3,1014,32,10,103,8,Italy
2020-07-06,32,24,0.0,14.5,7,100,09:09 PM,05:39 AM,04:42 AM,07:48 PM,15,29,29,28,11,2,46,0.0,1010,32,10,155,9,Italy
2020-07-07,32,25,0.0,13.5,6,85,09:48 PM,06:43 AM,04:42 AM,07:48 PM,17,29,29,28,7,24,52,0.4,1011,32,10,156,6,Italy
2020-07-08,30,24,0.0,14.5,7,77,10:19 PM,07:48 AM,04:43 AM,07:47 PM,16,28,28,27,10,11,51,0.0,1015,30,10,170,8,Italy
2020-07-09,31,24,0.0,14.5,7,70,10:47 PM,08:51 AM,04:44 AM,07:47 PM,16,28,28,28,9,7,48,0.0,1016,31,10,244,8,Italy
2020-07-10,31,25,0.0,14.5,7,63,11:12 PM,09:53 AM,04:44 AM,07:46 PM,15,28,28,28,10,7,47,0.0,1015,31,10,202,8,Italy
2020-07-11,31,25,0.0,14.5,6,55,11:35 PM,10:53 AM,04:45 AM,07:46 PM,16,29,29,28,9,11,51,0.0,1015,31,10,271,8,Italy
2020-07-12,31,25,0.0,14.5,7,48,11:57 PM,11:53 AM,04:46 AM,07:45 PM,18,29,29,28,9,3,58,0.0,1016,31,10,232,8,Italy
2020-07-13,31,24,0.0,13.5,6,41,No moonrise,12:52 PM,04:47 AM,07:45 PM,18,28,28,27,8,35,58,2.8,1015,31,10,218,7,Italy
2020-07-14,29,23,0.0,13.5,6,34,12:20 AM,01:52 PM,04:47 AM,07:44 PM,15,27,27,26,10,37,52,0.4,1013,29,10,162,9,Italy
2020-07-15,28,22,0.0,14.5,7,26,12:45 AM,02:53 PM,04:48 AM,07:44 PM,15,26,26,25,11,16,55,0.0,1014,28,10,190,9,Italy
2020-07-16,28,22,0.0,13.5,6,19,01:14 AM,03:55 PM,04:49 AM,07:43 PM,15,26,26,25,12,45,55,0.8,1014,28,10,191,10,Italy
2020-07-17,28,22,0.0,14.5,7,12,01:47 AM,04:58 PM,04:50 AM,07:42 PM,17,26,26,25,9,18,61,0.3,1012,28,10,193,8,Italy
2020-07-18,29,21,0.0,13.5,6,5,02:27 AM,06:00 PM,04:51 AM,07:42 PM,16,27,27,25,10,38,59,0.6,1012,29,10,195,8,Italy
2020-07-19,30,22,0.0,14.5,7,0,03:16 AM,06:58 PM,04:52 AM,07:41 PM,13,27,27,26,10,16,48,1.5,1015,30,10,162,8,Italy
2020-07-20,30,23,0.0,14.5,7,0,04:13 AM,07:50 PM,04:53 AM,07:40 PM,14,27,27,26,11,5,48,0.0,1017,30,10,296,9,Italy
2020-07-21,32,24,0.0,14.5,7,2,05:19 AM,08:35 PM,04:53 AM,07:39 PM,15,29,29,28,12,6,46,0.0,1019,32,10,225,9,Italy
2020-07-22,33,25,0.0,14.5,8,10,06:30 AM,09:13 PM,04:54 AM,07:38 PM,14,29,29,29,13,4,42,0.0,1017,33,10,222,10,Italy
2020-07-23,33,26,0.0,14.5,8,17,07:43 AM,09:47 PM,04:55 AM,07:38 PM,15,30,30,29,9,3,45,0.0,1013,33,10,275,8,Italy
2020-07-24,31,25,0.0,14.5,7,24,08:57 AM,10:16 PM,04:56 AM,07:37 PM,16,28,28,27,11,5,53,0.0,1011,31,10,195,9,Italy
2020-07-25,31,24,0.0,14.5,7,32,10:10 AM,10:44 PM,04:57 AM,07:36 PM,17,29,29,28,14,5,54,0.0,1011,31,10,207,11,Italy
2020-07-26,31,24,0.0,14.5,7,39,11:23 AM,11:13 PM,04:58 AM,07:35 PM,17,29,29,28,10,5,52,0.0,1014,31,10,197,8,Italy
2020-07-27,34,25,0.0,14.5,8,46,12:35 PM,11:42 PM,04:59 AM,07:34 PM,14,29,29,29,11,4,41,0.0,1016,34,10,219,9,Italy
2020-07-28,34,26,0.0,14.3,8,53,01:48 PM,No moonset,05:00 AM,07:33 PM,15,30,30,30,9,2,43,0.0,1016,34,10,207,8,Italy
2020-07-29,34,27,0.0,14.3,8,61,03:00 PM,12:14 AM,05:01 AM,07:32 PM,15,31,31,31,9,1,40,0.0,1015,34,10,291,8,Italy
2020-07-30,36,28,0.0,14.3,8,68,04:10 PM,12:52 AM,05:02 AM,07:31 PM,17,33,33,32,8,0,44,0.0,1017,36,10,294,7,Italy
2020-07-31,37,28,0.0,14.3,8,72,05:16 PM,01:36 AM,05:03 AM,07:29 PM,15,32,32,32,11,6,38,0.0,1015,37,10,216,9,Italy
2020-08-01,36,27,0.0,12.3,7,82,06:14 PM,02:27 AM,05:04 AM,07:28 PM,14,32,32,31,14,54,38,3.5,1012,36,10,266,10,Italy
2020-08-02,34,27,0.0,14.2,8,90,07:03 PM,03:26 AM,05:05 AM,07:27 PM,18,32,32,31,9,17,48,0.3,1010,34,10,162,8,Italy
2020-08-03,30,26,0.0,14.2,7,97,07:45 PM,04:28 AM,05:06 AM,07:26 PM,19,29,29,28,17,15,59,0.0,1008,30,10,194,14,Italy
2020-08-04,27,23,0.0,14.2,7,100,08:19 PM,05:33 AM,05:07 AM,07:25 PM,14,26,26,25,24,12,51,0.1,1007,27,10,226,19,Italy
2020-08-05,29,21,0.0,13.4,7,88,08:48 PM,06:37 AM,05:08 AM,07:24 PM,12,26,26,25,11,37,46,0.3,1009,29,10,134,9,Italy
2020-08-06,29,21,0.0,14.1,7,81,09:14 PM,07:41 AM,05:09 AM,07:22 PM,14,26,26,26,10,9,50,0.0,1013,29,10,162,8,Italy
2020-08-07,32,23,0.0,14.1,7,74,09:37 PM,08:41 AM,05:10 AM,07:21 PM,15,27,27,26,8,11,48,0.0,1014,32,10,124,7,Italy
2020-08-08,34,23,0.0,14.1,6,67,09:59 PM,09:42 AM,05:11 AM,07:20 PM,14,29,29,28,12,13,43,0.0,1014,34,10,82,9,Italy
2020-08-09,35,25,0.0,14.1,8,59,10:22 PM,10:40 AM,05:12 AM,07:18 PM,14,30,30,30,10,6,40,0.0,1014,35,10,119,8,Italy
2020-08-10,33,26,0.0,14.0,8,52,10:46 PM,11:40 AM,05:13 AM,07:17 PM,15,30,30,29,10,11,44,0.0,1014,33,10,224,8,Italy
2020-08-11,32,25,0.0,14.0,7,45,11:13 PM,12:40 PM,05:14 AM,07:16 PM,16,29,29,29,10,12,49,0.0,1015,32,10,234,8,Italy
2020-08-12,34,26,0.0,14.0,8,38,11:43 PM,01:42 PM,05:16 AM,07:14 PM,14,29,29,29,11,7,41,0.0,1016,34,10,296,9,Italy
2020-08-13,34,26,0.0,14.0,8,30,No moonrise,02:43 PM,05:17 AM,07:13 PM,14,30,30,30,9,3,39,0.0,1016,34,10,232,8,Italy
2020-08-14,31,26,0.0,13.9,7,23,12:19 AM,03:45 PM,05:18 AM,07:11 PM,18,30,30,28,14,3,54,0.0,1013,31,10,177,11,Italy
2020-08-15,34,25,0.0,13.9,8,16,01:04 AM,04:44 PM,05:19 AM,07:10 PM,19,31,31,29,8,3,56,0.0,1012,34,10,236,7,Italy
2020-08-16,34,26,0.0,13.9,8,8,01:57 AM,05:39 PM,05:20 AM,07:08 PM,14,30,30,30,10,1,39,0.0,1012,34,10,217,8,Italy
2020-08-17,31,26,0.0,13.9,7,1,02:59 AM,06:27 PM,05:21 AM,07:07 PM,18,29,29,28,9,12,55,0.0,1011,31,10,206,8,Italy
2020-08-18,30,24,0.0,13.8,6,0,04:09 AM,07:09 PM,05:22 AM,07:05 PM,18,28,28,27,11,28,61,0.1,1011,30,10,216,9,Italy
2020-08-19,32,25,0.0,13.8,7,0,05:23 AM,07:45 PM,05:23 AM,07:04 PM,14,28,28,28,13,8,42,0.0,1010,32,10,188,10,Italy
2020-08-20,33,25,0.0,13.8,8,6,06:38 AM,08:16 PM,05:24 AM,07:02 PM,13,29,29,29,10,3,39,0.0,1013,33,10,217,8,Italy
2020-08-21,35,27,0.0,13.8,8,13,07:54 AM,08:46 PM,05:25 AM,07:01 PM,13,30,30,31,8,1,35,0.0,1016,35,10,159,6,Italy
2020-08-22,33,27,0.0,13.3,8,20,09:10 AM,09:15 PM,05:26 AM,06:59 PM,16,30,30,30,9,0,44,0.0,1016,33,10,251,8,Italy
2020-08-23,33,27,0.0,13.3,8,28,10:24 AM,09:44 PM,05:27 AM,06:58 PM,20,31,31,29,8,1,60,0.0,1013,33,10,244,7,Italy
2020-08-24,30,24,0.0,13.3,7,35,11:39 AM,10:16 PM,05:28 AM,06:56 PM,19,28,28,26,15,10,63,0.0,1010,30,10,178,12,Italy
2020-08-25,31,23,0.0,13.3,6,42,12:52 PM,10:52 PM,05:29 AM,06:54 PM,18,28,28,26,12,34,62,0.4,1012,31,10,240,10,Italy
2020-08-26,32,25,0.0,13.2,7,50,02:03 PM,11:34 PM,05:30 AM,06:53 PM,17,29,29,28,10,2,55,0.0,1016,32,10,255,8,Italy
2020-08-27,30,24,0.0,13.2,7,57,03:10 PM,No moonset,05:31 AM,06:51 PM,20,28,28,26,9,10,66,0.0,1014,30,10,207,8,Italy
2020-08-28,30,26,0.0,13.2,7,64,04:09 PM,12:22 AM,05:32 AM,06:50 PM,19,29,29,27,12,2,62,0.0,1010,30,10,157,10,Italy
2020-08-29,32,23,0.0,13.2,7,71,05:01 PM,01:18 AM,05:33 AM,06:48 PM,17,28,28,27,26,6,53,0.0,1006,32,10,150,19,Italy
2020-08-30,29,25,0.0,10.7,6,79,05:44 PM,02:18 AM,05:34 AM,06:46 PM,18,28,28,27,23,37,59,6.6,1009,29,9,184,17,Italy
2020-08-31,23,13,0.0,8.2,5,82,06:19 PM,03:22 AM,05:35 AM,06:45 PM,16,20,22,20,11,80,69,25.4,1013,23,9,222,7,Italy
2020-09-01,27,16,0.0,13.1,5,97,06:50 PM,04:26 AM,05:36 AM,06:43 PM,13,23,23,22,9,18,55,0.0,1012,27,10,193,7,Italy
2020-09-02,26,21,0.0,13.0,6,100,07:16 PM,05:30 AM,05:37 AM,06:41 PM,14,24,24,23,8,15,55,0.0,1014,26,10,211,7,Italy
2020-09-03,27,21,0.0,13.0,7,88,07:40 PM,06:31 AM,05:38 AM,06:40 PM,15,25,25,24,11,5,58,0.0,1019,27,10,228,9,Italy
2020-09-04,30,21,0.0,13.0,7,81,08:02 PM,07:32 AM,05:39 AM,06:38 PM,14,27,27,25,9,7,51,0.0,1023,30,10,234,7,Italy
2020-09-05,29,23,0.0,13.0,7,73,08:25 PM,08:31 AM,05:40 AM,06:36 PM,14,27,27,26,8,3,49,0.0,1019,29,10,167,7,Italy
2020-09-06,29,24,0.0,12.9,7,66,08:48 PM,09:31 AM,05:41 AM,06:34 PM,16,27,27,26,7,6,56,0.0,1015,29,10,202,6,Italy
2020-09-07,29,23,0.0,12.9,7,58,09:13 PM,10:30 AM,05:43 AM,06:33 PM,15,26,26,25,9,13,55,0.0,1015,29,10,221,7,Italy
2020-09-08,29,23,0.0,12.9,7,50,09:42 PM,11:31 AM,05:44 AM,06:31 PM,15,27,27,26,10,26,52,0.0,1020,29,10,168,7,Italy
2020-09-09,31,24,0.0,12.8,7,43,10:15 PM,12:31 PM,05:45 AM,06:29 PM,16,28,28,27,9,14,51,0.0,1022,31,10,174,7,Italy
2020-09-10,31,25,0.0,12.8,7,35,10:55 PM,01:32 PM,05:46 AM,06:27 PM,15,28,28,28,9,8,48,0.0,1016,31,10,211,7,Italy
2020-09-11,31,25,0.0,12.8,7,28,11:43 PM,02:31 PM,05:47 AM,06:26 PM,17,28,28,27,8,23,55,0.3,1012,31,10,176,7,Italy
2020-09-12,30,23,0.0,10.6,6,20,No moonrise,03:27 PM,05:48 AM,06:24 PM,16,27,27,26,10,53,54,2.3,1015,30,10,293,7,Italy
2020-09-13,33,25,0.0,12.7,8,13,12:40 AM,04:17 PM,05:49 AM,06:22 PM,13,29,29,29,13,10,40,0.0,1019,33,10,172,9,Italy
2020-09-14,33,26,0.0,12.7,7,5,01:46 AM,05:01 PM,05:50 AM,06:21 PM,13,29,29,29,10,10,39,0.0,1021,33,10,177,7,Italy
2020-09-15,31,25,0.0,11.9,6,0,02:57 AM,05:40 PM,05:51 AM,06:19 PM,14,28,28,27,7,38,44,0.5,1020,31,10,152,5,Italy
2020-09-16,30,23,0.0,12.7,7,0,04:12 AM,06:13 PM,05:52 AM,06:17 PM,15,27,27,26,10,35,52,0.4,1017,30,10,181,7,Italy
2020-09-17,31,24,0.0,12.6,7,0,05:30 AM,06:43 PM,05:53 AM,06:15 PM,14,27,27,27,10,11,46,0.0,1014,31,10,162,8,Italy
2020-09-18,33,25,0.0,12.6,7,2,06:46 AM,07:13 PM,05:54 AM,06:14 PM,15,29,29,28,7,6,45,0.0,1016,33,10,114,6,Italy
2020-09-19,30,24,0.0,12.6,7,10,08:04 AM,07:43 PM,05:55 AM,06:12 PM,15,28,28,27,7,9,50,0.0,1016,30,10,154,6,Italy
2020-09-20,28,24,0.0,12.5,6,17,09:22 AM,08:14 PM,05:56 AM,06:10 PM,17,27,27,25,8,34,60,0.2,1015,28,10,186,7,Italy
2020-09-21,28,23,0.0,11.8,6,25,10:38 AM,08:50 PM,05:57 AM,06:08 PM,16,26,26,25,11,52,58,1.3,1015,28,10,171,9,Italy
2020-09-22,27,22,0.0,12.5,5,32,11:53 AM,09:31 PM,05:58 AM,06:07 PM,16,25,25,24,12,53,63,2.8,1014,27,10,152,9,Italy
2020-09-23,26,21,0.0,9.1,5,40,01:03 PM,10:18 PM,05:59 AM,06:05 PM,16,25,25,23,13,70,64,8.4,1013,26,9,182,9,Italy
2020-09-24,26,21,0.0,8.9,5,47,02:06 PM,11:12 PM,06:00 AM,06:03 PM,16,25,25,23,13,68,62,9.3,1013,26,9,162,9,Italy
2020-09-25,25,18,0.0,6.0,5,55,03:00 PM,No moonset,06:01 AM,06:02 PM,14,24,24,22,40,71,63,17.5,1004,25,9,215,24,Italy
2020-09-26,21,16,0.0,8.8,4,62,03:45 PM,12:12 AM,06:02 AM,06:00 PM,6,18,18,18,26,67,47,17.2,999,21,9,254,17,Italy
2020-09-27,17,9,0.0,4.3,4,70,04:22 PM,01:15 AM,06:03 AM,05:58 PM,9,14,15,14,14,81,66,67.1,1003,17,8,135,10,Italy
2020-09-28,18,15,0.0,4.3,4,78,04:53 PM,02:18 AM,06:04 AM,05:56 PM,11,16,16,16,21,83,71,36.2,1008,18,7,212,12,Italy
2020-09-29,23,15,0.0,8.7,5,85,05:21 PM,03:21 AM,06:05 AM,05:55 PM,10,19,19,19,9,19,61,0.4,1015,23,10,197,6,Italy
2020-09-30,22,16,0.0,5.8,4,93,05:45 PM,04:23 AM,06:06 AM,05:53 PM,11,19,20,19,7,51,62,0.2,1015,22,10,120,5,Italy
2020-10-01,21,17,0.0,7.2,4,97,06:07 PM,05:24 AM,06:07 AM,05:51 PM,13,19,19,19,6,42,68,0.0,1011,21,10,240,5,Italy
2020-10-02,22,17,0.0,8.7,6,100,06:29 PM,06:23 AM,06:08 AM,05:50 PM,14,19,20,19,24,19,69,0.0,1006,22,10,145,18,Italy
2020-10-03,22,18,0.0,5.7,5,89,06:51 PM,07:23 AM,06:09 AM,05:48 PM,14,20,21,20,30,55,66,18.1,1003,22,8,179,18,Italy
2020-10-04,21,17,0.0,8.7,4,82,07:16 PM,08:22 AM,06:10 AM,05:46 PM,10,18,19,18,17,40,60,1.0,1010,21,10,179,12,Italy
2020-10-05,21,17,0.0,5.7,4,74,07:43 PM,09:23 AM,06:11 AM,05:45 PM,12,19,19,19,20,65,65,16.7,1011,21,8,213,13,Italy
2020-10-06,21,17,0.0,8.7,5,67,08:13 PM,10:23 AM,06:13 AM,05:43 PM,11,19,19,19,10,22,62,2.1,1016,21,10,170,8,Italy
2020-10-07,22,17,0.0,4.2,5,60,08:50 PM,11:24 AM,06:14 AM,05:41 PM,12,20,21,20,27,71,63,11.7,1014,22,9,260,17,Italy
2020-10-08,23,15,0.0,8.7,6,53,09:34 PM,12:23 PM,06:15 AM,05:40 PM,11,19,20,19,9,2,57,0.0,1021,23,10,149,7,Italy
2020-10-09,23,15,0.0,8.7,6,45,10:26 PM,01:19 PM,06:16 AM,05:38 PM,10,19,20,19,8,10,56,0.0,1022,23,10,152,6,Italy
2020-10-10,22,16,0.0,8.7,4,38,11:27 PM,02:10 PM,06:17 AM,05:36 PM,10,19,19,19,8,26,56,0.0,1019,22,10,235,6,Italy
2020-10-11,18,16,0.0,4.2,4,31,No moonrise,02:55 PM,06:18 AM,05:35 PM,11,17,17,17,20,82,67,10.9,1013,18,9,194,13,Italy
2020-10-12,19,14,0.0,5.7,4,23,12:34 AM,03:34 PM,06:19 AM,05:33 PM,8,16,17,16,14,68,55,1.0,1007,19,10,165,10,Italy
2020-10-13,17,12,0.0,8.7,4,16,01:46 AM,04:09 PM,06:20 AM,05:32 PM,7,14,15,14,12,43,62,3.2,1009,17,9,247,9,Italy
2020-10-14,18,14,0.0,4.2,4,9,03:01 AM,04:40 PM,06:21 AM,05:30 PM,10,16,16,16,19,79,71,12.8,1009,18,9,160,13,Italy
2020-10-15,17,14,0.0,4.1,4,2,04:17 AM,05:09 PM,06:23 AM,05:28 PM,11,16,16,16,31,80,68,31.9,1007,17,7,208,17,Italy
2020-10-16,16,12,0.0,4.1,4,0,05:35 AM,05:39 PM,06:24 AM,05:27 PM,8,14,15,14,18,76,63,9.2,1012,16,10,200,12,Italy
2020-10-17,18,13,0.0,5.7,4,0,06:54 AM,06:09 PM,06:25 AM,05:25 PM,9,15,15,15,10,59,65,0.9,1015,18,10,154,7,Italy
2020-10-18,19,13,0.0,7.2,4,5,08:13 AM,06:43 PM,06:26 AM,05:24 PM,10,16,16,16,7,55,66,2.3,1019,19,10,167,5,Italy
2020-10-19,20,14,0.0,8.7,5,13,09:32 AM,07:23 PM,06:27 AM,05:22 PM,9,17,17,17,7,11,62,0.0,1023,20,10,187,5,Italy
2020-10-20,21,13,0.0,8.7,5,20,10:47 AM,08:09 PM,06:28 AM,05:21 PM,10,17,18,17,6,2,60,0.0,1025,21,10,117,5,Italy
2020-10-21,20,14,0.0,8.7,5,27,11:56 AM,09:03 PM,06:29 AM,05:19 PM,9,17,17,17,8,6,58,0.0,1025,20,10,120,6,Italy
2020-10-22,23,16,0.0,8.7,5,35,12:56 PM,10:02 PM,06:31 AM,05:18 PM,12,19,19,19,6,8,65,0.0,1025,23,10,116,5,Italy
2020-10-23,21,16,0.0,8.7,4,42,01:45 PM,11:06 PM,06:32 AM,05:16 PM,13,18,18,18,11,42,73,0.0,1022,21,10,133,9,Italy
2020-10-24,20,18,0.0,5.6,4,49,02:25 PM,No moonset,06:33 AM,05:15 PM,14,19,19,19,11,78,76,1.3,1019,20,10,161,8,Italy
2020-10-25,20,12,0.0,8.7,5,56,02:58 PM,12:10 AM,06:34 AM,05:13 PM,11,16,17,16,10,34,68,0.6,1017,20,10,217,7,Italy
2020-10-26,19,14,0.0,7.1,4,64,03:26 PM,01:14 AM,06:35 AM,05:12 PM,13,17,17,17,25,48,75,1.4,1013,19,10,150,18,Italy
2020-10-27,18,15,0.0,5.6,4,71,03:50 PM,02:16 AM,06:37 AM,05:11 PM,10,16,16,16,12,63,66,3.1,1011,18,10,181,9,Italy
2020-10-28,19,12,0.0,8.7,5,78,04:13 PM,03:17 AM,06:38 AM,05:09 PM,8,15,15,15,12,5,61,0.0,1017,19,10,148,9,Italy
2020-10-29,20,13,0.0,8.7,5,85,04:34 PM,04:16 AM,06:39 AM,05:08 PM,8,16,16,16,8,4,61,0.0,1021,20,10,131,6,Italy
2020-10-30,21,14,0.0,8.7,5,93,04:56 PM,05:16 AM,06:40 AM,05:06 PM,11,17,18,17,9,8,66,0.0,1023,21,10,134,6,Italy
2020-10-31,22,16,0.0,8.7,5,97,05:20 PM,06:15 AM,06:42 AM,05:05 PM,12,19,19,19,7,1,65,0.0,1024,22,10,144,5,Italy
2020-11-01,20,14,0.0,7.1,4,89,05:46 PM,07:16 AM,06:43 AM,05:04 PM,13,17,17,17,5,34,77,0.0,1023,20,10,204,4,Italy
2020-11-02,19,16,0.0,4.0,4,81,06:15 PM,08:16 AM,06:44 AM,05:03 PM,12,17,17,17,3,65,72,0.0,1024,19,10,232,3,Italy
2020-11-03,20,14,0.0,8.7,5,74,06:50 PM,09:18 AM,06:45 AM,05:01 PM,12,17,17,17,8,19,75,0.0,1023,20,10,237,6,Italy
2020-11-04,20,14,0.0,8.7,5,66,07:31 PM,10:17 AM,06:46 AM,05:00 PM,13,17,17,17,5,12,77,0.0,1021,20,10,164,4,Italy
2020-11-05,20,15,0.0,8.7,5,58,08:19 PM,11:15 AM,06:48 AM,04:59 PM,12,17,18,17,6,25,74,0.0,1025,20,10,130,4,Italy
