date_time,Timor-Leste_maxtempC,Timor-Leste_mintempC,Timor-Leste_totalSnow_cm,Timor-Leste_sunHour,Timor-Leste_uvIndex,Timor-Leste_moon_illumination,Timor-Leste_moonrise,Timor-Leste_moonset,Timor-Leste_sunrise,Timor-Leste_sunset,Timor-Leste_DewPointC,Timor-Leste_FeelsLikeC,Timor-Leste_HeatIndexC,Timor-Leste_WindChillC,Timor-Leste_WindGustKmph,Timor-Leste_cloudcover,Timor-Leste_humidity,Timor-Leste_precipMM,Timor-Leste_pressure,Timor-Leste_tempC,Timor-Leste_visibility,Timor-Leste_winddirDegree,Timor-Leste_windspeedKmph,Timor-Leste_location
2020-06-15,18,15,0.0,10.3,4,23,01:46 AM,02:25 PM,04:06 AM,08:46 PM,14,16,16,16,15,95,90,2.6,1015,18,7,260,10,Timor-Leste
2020-06-16,19,12,0.0,12.8,4,16,02:01 AM,03:33 PM,04:06 AM,08:47 PM,15,15,16,15,5,62,88,0.8,1015,19,8,244,4,Timor-Leste
2020-06-17,21,13,0.0,11.1,4,8,02:18 AM,04:41 PM,04:06 AM,08:47 PM,15,18,18,18,11,59,87,11.1,1011,21,7,151,6,Timor-Leste
2020-06-18,16,6,0.0,10.3,3,1,02:37 AM,05:52 PM,04:06 AM,08:47 PM,14,13,14,13,16,97,97,12.2,1012,16,6,258,11,Timor-Leste
2020-06-19,21,12,0.0,13.7,4,0,03:00 AM,07:02 PM,04:06 AM,08:48 PM,13,16,16,16,17,55,83,1.5,1014,21,7,266,12,Timor-Leste
2020-06-20,20,13,0.0,13.7,4,0,03:30 AM,08:10 PM,04:07 AM,08:48 PM,13,16,17,16,16,37,80,0.0,1020,20,8,293,12,Timor-Leste
2020-06-21,23,13,0.0,12.8,5,0,04:08 AM,09:14 PM,04:07 AM,08:48 PM,14,19,20,19,7,45,78,3.8,1019,23,10,203,4,Timor-Leste
2020-06-22,21,12,0.0,14.5,4,7,04:58 AM,10:08 PM,04:07 AM,08:48 PM,13,16,17,16,15,19,78,0.2,1024,21,8,275,11,Timor-Leste
2020-06-23,25,14,0.0,14.5,6,14,06:00 AM,10:51 PM,04:07 AM,08:48 PM,14,19,20,19,8,2,72,0.0,1026,25,10,172,6,Timor-Leste
2020-06-24,23,13,0.0,14.5,6,22,07:12 AM,11:26 PM,04:08 AM,08:48 PM,13,19,20,19,13,5,72,0.0,1025,23,10,92,9,Timor-Leste
2020-06-25,24,14,0.0,12.8,5,29,08:30 AM,11:53 PM,04:08 AM,08:48 PM,16,19,20,19,18,46,80,4.4,1021,24,9,99,12,Timor-Leste
2020-06-26,26,15,0.0,14.5,6,37,09:51 AM,No moonset,04:09 AM,08:48 PM,15,21,21,21,19,8,72,0.0,1013,26,10,121,12,Timor-Leste
2020-06-27,23,17,0.0,11.1,5,44,11:12 AM,12:15 AM,04:09 AM,08:48 PM,17,22,22,20,20,62,82,14.0,1011,23,9,209,11,Timor-Leste
2020-06-28,20,15,0.0,11.9,4,52,12:33 PM,12:35 AM,04:10 AM,08:48 PM,13,17,17,17,22,62,77,1.3,1013,20,10,233,15,Timor-Leste
2020-06-29,18,11,0.0,11.9,4,59,01:56 PM,12:54 AM,04:10 AM,08:48 PM,10,14,15,14,24,49,74,6.8,1012,18,10,233,15,Timor-Leste
2020-06-30,18,10,0.0,12.8,3,67,03:18 PM,01:13 AM,04:11 AM,08:47 PM,9,12,14,12,31,52,73,0.1,1010,18,9,235,22,Timor-Leste
2020-07-01,21,15,0.0,10.2,4,72,04:41 PM,01:35 AM,04:11 AM,08:47 PM,16,18,19,18,26,87,89,9.6,1008,21,8,239,16,Timor-Leste
2020-07-02,18,12,0.0,13.6,4,79,06:03 PM,02:00 AM,04:12 AM,08:47 PM,13,15,15,15,20,57,84,0.6,1010,18,8,248,14,Timor-Leste
2020-07-03,20,11,0.0,12.8,4,86,07:21 PM,02:33 AM,04:13 AM,08:46 PM,12,15,16,15,21,59,81,0.7,1016,20,8,247,14,Timor-Leste
2020-07-04,19,13,0.0,10.2,4,94,08:28 PM,03:15 AM,04:14 AM,08:46 PM,12,15,16,15,28,86,78,0.8,1016,19,10,235,19,Timor-Leste
2020-07-05,20,15,0.0,10.2,4,100,09:23 PM,04:08 AM,04:15 AM,08:45 PM,15,18,18,18,32,90,84,1.7,1012,20,9,237,21,Timor-Leste
2020-07-06,16,11,0.0,12.8,3,100,10:04 PM,05:11 AM,04:15 AM,08:45 PM,10,12,13,12,31,67,81,5.0,1013,16,10,263,21,Timor-Leste
2020-07-07,18,9,0.0,13.6,4,85,10:36 PM,06:21 AM,04:16 AM,08:44 PM,8,13,14,13,15,62,72,0.2,1021,18,10,275,10,Timor-Leste
2020-07-08,13,6,0.0,10.2,3,77,11:00 PM,07:34 AM,04:17 AM,08:43 PM,11,10,11,10,11,94,92,3.7,1016,13,6,227,8,Timor-Leste
2020-07-09,16,13,0.0,10.2,3,70,11:20 PM,08:45 AM,04:18 AM,08:43 PM,14,14,14,14,10,91,97,6.2,1016,16,6,223,6,Timor-Leste
2020-07-10,17,11,0.0,10.1,4,63,11:37 PM,09:55 AM,04:19 AM,08:42 PM,13,15,15,15,29,71,86,4.4,1011,17,9,254,19,Timor-Leste
2020-07-11,18,8,0.0,13.6,3,55,11:52 PM,11:04 AM,04:20 AM,08:41 PM,9,13,13,13,8,44,78,0.3,1023,18,8,279,6,Timor-Leste
2020-07-12,19,9,0.0,13.6,4,48,No moonrise,12:10 PM,04:22 AM,08:40 PM,10,14,15,14,10,40,77,0.2,1026,19,9,225,7,Timor-Leste
2020-07-13,22,10,0.0,14.5,4,41,12:07 AM,01:18 PM,04:23 AM,08:39 PM,10,16,17,16,7,31,71,0.0,1024,22,10,142,5,Timor-Leste
2020-07-14,19,12,0.0,12.7,4,34,12:23 AM,02:25 PM,04:24 AM,08:38 PM,11,16,16,16,11,56,77,0.6,1016,19,8,243,8,Timor-Leste
2020-07-15,18,13,0.0,11.0,4,26,12:40 AM,03:35 PM,04:25 AM,08:37 PM,12,14,15,14,13,83,83,3.4,1014,18,9,271,10,Timor-Leste
2020-07-16,15,10,0.0,10.1,3,19,01:02 AM,04:44 PM,04:26 AM,08:36 PM,12,12,13,12,9,83,93,3.1,1017,15,6,249,6,Timor-Leste
2020-07-17,21,10,0.0,10.9,4,12,01:28 AM,05:54 PM,04:27 AM,08:35 PM,12,16,16,16,7,82,83,0.7,1019,21,7,264,5,Timor-Leste
2020-07-18,24,13,0.0,11.8,5,5,02:02 AM,07:00 PM,04:29 AM,08:34 PM,14,19,20,19,7,51,77,0.8,1019,24,10,239,4,Timor-Leste
2020-07-19,24,15,0.0,11.8,5,0,02:47 AM,07:59 PM,04:30 AM,08:33 PM,15,19,20,19,11,53,74,9.3,1016,24,9,237,6,Timor-Leste
2020-07-20,17,13,0.0,10.9,3,0,03:45 AM,08:47 PM,04:31 AM,08:31 PM,12,15,15,15,13,71,88,2.3,1018,17,8,313,9,Timor-Leste
2020-07-21,19,11,0.0,13.6,5,2,04:55 AM,09:26 PM,04:33 AM,08:30 PM,10,15,15,15,10,26,75,0.1,1023,19,10,256,8,Timor-Leste
2020-07-22,19,9,0.0,13.6,4,10,06:13 AM,09:56 PM,04:34 AM,08:29 PM,9,14,14,14,10,43,76,0.0,1023,19,8,268,7,Timor-Leste
2020-07-23,21,10,0.0,14.5,5,17,07:36 AM,10:20 PM,04:36 AM,08:27 PM,10,16,16,16,5,44,70,0.1,1018,21,10,231,4,Timor-Leste
2020-07-24,19,14,0.0,11.8,4,24,08:59 AM,10:41 PM,04:37 AM,08:26 PM,12,17,17,17,16,68,76,0.9,1012,19,9,258,12,Timor-Leste
2020-07-25,24,13,0.0,14.5,5,32,10:22 AM,11:00 PM,04:38 AM,08:25 PM,14,18,19,18,14,50,79,0.4,1012,24,8,229,10,Timor-Leste
2020-07-26,21,16,0.0,11.7,4,39,11:44 AM,11:19 PM,04:40 AM,08:23 PM,14,18,19,18,22,62,80,18.1,1010,21,9,242,16,Timor-Leste
2020-07-27,24,13,0.0,13.6,5,46,01:06 PM,11:40 PM,04:41 AM,08:22 PM,13,19,19,19,14,35,70,0.0,1015,24,10,188,9,Timor-Leste
2020-07-28,20,15,0.0,12.6,4,53,02:28 PM,No moonset,04:43 AM,08:20 PM,13,18,18,18,24,54,71,0.2,1011,20,10,246,16,Timor-Leste
2020-07-29,19,11,0.0,14.5,5,61,03:50 PM,12:03 AM,04:44 AM,08:19 PM,9,14,15,14,22,30,70,0.0,1018,19,10,268,17,Timor-Leste
2020-07-30,22,10,0.0,14.5,5,68,05:07 PM,12:33 AM,04:46 AM,08:17 PM,10,16,17,16,9,12,71,0.0,1022,22,10,227,7,Timor-Leste
2020-07-31,28,15,0.0,14.5,6,72,06:16 PM,01:10 AM,04:47 AM,08:15 PM,14,22,22,22,12,5,65,0.0,1018,28,10,107,8,Timor-Leste
2020-08-01,26,18,0.0,13.6,5,82,07:15 PM,01:58 AM,04:49 AM,08:14 PM,17,23,23,22,16,31,73,0.5,1014,26,10,190,9,Timor-Leste
2020-08-02,20,15,0.0,10.7,4,90,08:01 PM,02:57 AM,04:50 AM,08:12 PM,15,18,18,18,17,75,82,1.9,1013,20,9,287,12,Timor-Leste
2020-08-03,20,11,0.0,12.6,4,97,08:36 PM,04:04 AM,04:52 AM,08:10 PM,11,16,16,16,9,45,76,2.1,1013,20,10,196,6,Timor-Leste
2020-08-04,20,11,0.0,11.6,4,100,09:03 PM,05:16 AM,04:53 AM,08:09 PM,11,16,16,16,11,45,76,0.8,1015,20,10,271,8,Timor-Leste
2020-08-05,26,13,0.0,14.5,6,88,09:24 PM,06:28 AM,04:55 AM,08:07 PM,11,19,20,19,12,14,60,0.0,1018,26,10,193,7,Timor-Leste
2020-08-06,28,16,0.0,14.5,6,81,09:42 PM,07:40 AM,04:57 AM,08:05 PM,12,22,22,22,14,6,56,0.0,1020,28,10,127,8,Timor-Leste
2020-08-07,29,18,0.0,14.5,7,74,09:58 PM,08:48 AM,04:58 AM,08:03 PM,15,24,24,23,15,5,60,0.0,1021,29,10,120,9,Timor-Leste
2020-08-08,31,20,0.0,14.5,7,67,10:12 PM,09:56 AM,05:00 AM,08:02 PM,17,27,27,26,9,12,59,0.0,1020,31,10,202,5,Timor-Leste
2020-08-09,31,21,0.0,14.5,7,59,10:27 PM,11:03 AM,05:01 AM,08:00 PM,17,28,28,26,14,17,58,0.0,1018,31,10,110,9,Timor-Leste
2020-08-10,31,20,0.0,14.5,6,52,10:44 PM,12:11 PM,05:03 AM,07:58 PM,17,26,26,25,16,37,64,0.9,1016,31,10,108,10,Timor-Leste
2020-08-11,29,20,0.0,14.5,6,45,11:03 PM,01:19 PM,05:05 AM,07:56 PM,18,25,25,24,21,21,72,0.6,1017,29,10,104,14,Timor-Leste
2020-08-12,27,20,0.0,11.2,5,38,11:27 PM,02:27 PM,05:06 AM,07:54 PM,18,25,25,24,25,49,71,5.7,1016,27,9,125,16,Timor-Leste
2020-08-13,31,20,0.0,12.3,6,30,11:57 PM,03:37 PM,05:08 AM,07:52 PM,19,26,26,25,17,55,74,5.2,1012,31,10,180,10,Timor-Leste
2020-08-14,26,19,0.0,10.1,5,23,No moonrise,04:44 PM,05:09 AM,07:50 PM,18,23,23,22,9,63,78,6.5,1013,26,9,217,5,Timor-Leste
2020-08-15,25,18,0.0,12.3,5,16,12:36 AM,05:46 PM,05:11 AM,07:48 PM,19,22,22,21,9,62,84,14.0,1012,25,9,256,5,Timor-Leste
2020-08-16,28,18,0.0,10.1,5,8,01:28 AM,06:38 PM,05:13 AM,07:46 PM,18,23,23,22,12,50,78,6.9,1012,28,9,147,7,Timor-Leste
2020-08-17,20,17,0.0,14.3,4,1,02:33 AM,07:21 PM,05:14 AM,07:44 PM,16,19,19,19,14,32,85,4.7,1009,20,9,198,9,Timor-Leste
2020-08-18,22,15,0.0,14.3,4,0,03:49 AM,07:55 PM,05:16 AM,07:42 PM,15,18,19,18,15,36,79,1.2,1010,22,10,242,9,Timor-Leste
2020-08-19,25,15,0.0,14.2,6,0,05:12 AM,08:22 PM,05:18 AM,07:40 PM,14,20,21,20,9,22,73,0.1,1011,25,10,200,6,Timor-Leste
2020-08-20,28,18,0.0,12.2,5,6,06:37 AM,08:44 PM,05:19 AM,07:38 PM,16,23,23,22,20,45,69,1.3,1009,28,10,175,12,Timor-Leste
2020-08-21,28,22,0.0,14.2,7,13,08:03 AM,09:05 PM,05:21 AM,07:36 PM,18,26,26,25,21,39,67,0.3,1011,28,10,192,13,Timor-Leste
2020-08-22,23,18,0.0,14.1,6,20,09:28 AM,09:24 PM,05:22 AM,07:34 PM,13,20,20,20,24,31,67,0.1,1015,23,10,230,17,Timor-Leste
2020-08-23,18,14,0.0,12.2,4,28,10:52 AM,09:44 PM,05:24 AM,07:32 PM,12,15,16,15,26,61,78,0.7,1015,18,10,242,18,Timor-Leste
2020-08-24,19,13,0.0,9.9,4,35,12:16 PM,10:07 PM,05:26 AM,07:29 PM,11,15,15,15,21,71,79,0.7,1014,19,9,244,15,Timor-Leste
2020-08-25,21,12,0.0,12.2,4,42,01:39 PM,10:34 PM,05:27 AM,07:27 PM,11,17,17,17,22,53,71,0.0,1012,21,10,202,13,Timor-Leste
2020-08-26,16,15,0.0,8.7,4,50,02:58 PM,11:09 PM,05:29 AM,07:25 PM,11,15,16,15,46,92,73,0.6,1007,16,8,247,31,Timor-Leste
2020-08-27,19,11,0.0,11.0,4,57,04:10 PM,11:54 PM,05:31 AM,07:23 PM,11,14,15,14,19,59,78,3.8,1014,19,10,246,13,Timor-Leste
2020-08-28,20,14,0.0,13.3,4,64,05:11 PM,No moonset,05:32 AM,07:21 PM,11,16,16,16,25,55,72,0.8,1004,20,9,195,17,Timor-Leste
2020-08-29,20,12,0.0,13.3,4,71,06:00 PM,12:48 AM,05:34 AM,07:18 PM,10,15,16,15,23,25,72,0.7,1003,20,10,219,15,Timor-Leste
2020-08-30,20,12,0.0,12.2,4,79,06:37 PM,01:53 AM,05:35 AM,07:16 PM,11,15,15,15,12,47,78,0.3,1008,20,10,273,8,Timor-Leste
2020-08-31,16,12,0.0,8.6,3,82,07:06 PM,03:02 AM,05:37 AM,07:14 PM,10,13,13,13,11,77,81,0.0,1017,16,9,304,8,Timor-Leste
2020-09-01,15,10,0.0,13.3,3,97,07:29 PM,04:14 AM,05:39 AM,07:12 PM,10,12,12,12,7,52,86,2.8,1018,15,9,206,4,Timor-Leste
2020-09-02,19,10,0.0,13.7,5,100,07:47 PM,05:26 AM,05:40 AM,07:09 PM,9,14,14,14,6,20,71,0.1,1019,19,10,229,4,Timor-Leste
2020-09-03,20,11,0.0,12.1,4,88,08:03 PM,06:35 AM,05:42 AM,07:07 PM,9,15,15,15,14,39,67,0.0,1020,20,10,220,9,Timor-Leste
2020-09-04,20,13,0.0,8.5,4,81,08:18 PM,07:44 AM,05:43 AM,07:05 PM,15,17,17,17,22,93,88,3.1,1020,20,9,244,13,Timor-Leste
2020-09-05,18,12,0.0,12.1,3,73,08:33 PM,08:51 AM,05:45 AM,07:02 PM,11,14,14,14,16,69,81,6.4,1018,18,10,277,12,Timor-Leste
2020-09-06,17,9,0.0,13.3,3,66,08:49 PM,09:58 AM,05:47 AM,07:00 PM,8,11,12,11,15,39,79,0.3,1019,17,8,263,11,Timor-Leste
2020-09-07,18,9,0.0,13.1,3,58,09:07 PM,11:06 AM,05:48 AM,06:58 PM,9,13,13,13,9,35,76,0.0,1023,18,9,250,6,Timor-Leste
2020-09-08,20,12,0.0,12.0,4,50,09:28 PM,12:14 PM,05:50 AM,06:56 PM,10,16,17,16,18,42,68,0.0,1025,20,10,242,12,Timor-Leste
2020-09-09,20,15,0.0,8.1,4,43,09:54 PM,01:23 PM,05:51 AM,06:53 PM,14,17,17,17,18,88,83,0.9,1021,20,10,237,12,Timor-Leste
2020-09-10,17,10,0.0,13.0,3,35,10:28 PM,02:29 PM,05:53 AM,06:51 PM,10,13,13,13,11,47,79,0.4,1022,17,7,261,8,Timor-Leste
2020-09-11,24,12,0.0,12.9,5,28,11:14 PM,03:33 PM,05:55 AM,06:49 PM,10,17,18,17,6,0,67,0.0,1018,24,10,198,4,Timor-Leste
2020-09-12,22,15,0.0,12.9,5,20,No moonrise,04:28 PM,05:56 AM,06:46 PM,11,18,19,18,17,8,67,0.0,1017,22,10,234,11,Timor-Leste
2020-09-13,23,13,0.0,12.9,4,13,12:11 AM,05:15 PM,05:58 AM,06:44 PM,12,18,19,18,11,28,72,0.0,1025,23,10,235,7,Timor-Leste
2020-09-14,27,15,0.0,10.6,5,5,01:22 AM,05:52 PM,05:59 AM,06:42 PM,13,21,21,20,13,71,67,0.0,1025,27,10,141,8,Timor-Leste
2020-09-15,29,18,0.0,11.6,6,0,02:41 AM,06:21 PM,06:01 AM,06:39 PM,15,24,24,23,9,25,64,0.0,1020,29,10,217,5,Timor-Leste
2020-09-16,26,17,0.0,11.6,6,0,04:06 AM,06:45 PM,06:02 AM,06:37 PM,15,21,21,21,9,18,69,0.0,1020,26,10,96,6,Timor-Leste
2020-09-17,19,11,0.0,11.6,5,0,05:33 AM,07:07 PM,06:04 AM,06:35 PM,9,14,15,14,18,7,72,0.0,1026,19,10,56,13,Timor-Leste
2020-09-18,18,8,0.0,11.6,3,2,07:00 AM,07:27 PM,06:06 AM,06:32 PM,5,11,13,11,26,24,61,0.0,1027,18,10,101,16,Timor-Leste
2020-09-19,21,9,0.0,11.6,5,10,08:28 AM,07:47 PM,06:07 AM,06:30 PM,6,14,16,14,21,4,58,0.0,1021,21,10,108,12,Timor-Leste
2020-09-20,21,11,0.0,11.6,5,17,09:56 AM,08:08 PM,06:09 AM,06:28 PM,8,16,17,16,15,2,63,0.0,1018,21,10,94,10,Timor-Leste
2020-09-21,25,13,0.0,11.6,6,25,11:23 AM,08:35 PM,06:10 AM,06:25 PM,11,19,19,19,9,1,64,0.0,1016,25,10,104,6,Timor-Leste
2020-09-22,24,15,0.0,11.6,6,32,12:46 PM,09:08 PM,06:12 AM,06:23 PM,11,20,21,20,9,2,62,0.0,1011,24,10,209,6,Timor-Leste
2020-09-23,22,13,0.0,10.2,5,40,02:03 PM,09:50 PM,06:14 AM,06:21 PM,10,18,19,18,18,33,65,0.3,1006,22,10,213,11,Timor-Leste
2020-09-24,17,13,0.0,10.2,4,47,03:09 PM,10:42 PM,06:15 AM,06:18 PM,9,14,15,14,27,40,67,0.6,1003,17,9,206,18,Timor-Leste
2020-09-25,13,9,0.0,8.8,3,55,04:01 PM,11:44 PM,06:17 AM,06:16 PM,7,10,12,10,20,64,75,2.6,997,13,10,205,14,Timor-Leste
2020-09-26,11,4,0.0,6.0,2,62,04:41 PM,No moonset,06:19 AM,06:14 PM,6,6,8,6,18,71,87,23.6,997,11,9,267,13,Timor-Leste
2020-09-27,15,9,0.0,8.8,3,70,05:12 PM,12:52 AM,06:20 AM,06:11 PM,9,11,12,11,12,77,84,11.6,1000,15,7,129,8,Timor-Leste
2020-09-28,11,8,0.0,5.9,3,78,05:35 PM,02:03 AM,06:22 AM,06:09 PM,9,9,10,9,11,92,91,1.6,1009,11,7,219,7,Timor-Leste
2020-09-29,15,7,0.0,7.3,3,85,05:54 PM,03:14 AM,06:23 AM,06:07 PM,9,10,11,10,13,63,87,0.2,1014,15,8,188,8,Timor-Leste
2020-09-30,20,10,0.0,10.2,4,93,06:10 PM,04:24 AM,06:25 AM,06:05 PM,11,15,16,15,12,36,83,0.5,1014,20,10,183,7,Timor-Leste
2020-10-01,16,10,0.0,8.7,3,97,06:25 PM,05:33 AM,06:27 AM,06:02 PM,10,11,13,11,23,41,85,0.3,1005,16,9,166,14,Timor-Leste
2020-10-02,17,8,0.0,10.2,3,100,06:40 PM,06:40 AM,06:28 AM,06:00 PM,9,11,12,11,22,47,82,0.0,999,17,9,120,14,Timor-Leste
2020-10-03,17,10,0.0,5.7,3,89,06:55 PM,07:48 AM,06:30 AM,05:58 PM,10,12,13,12,22,67,83,0.7,992,17,9,160,15,Timor-Leste
2020-10-04,13,7,0.0,5.7,3,82,07:11 PM,08:56 AM,06:32 AM,05:56 PM,6,7,10,7,33,41,75,0.2,996,13,10,169,21,Timor-Leste
2020-10-05,11,6,0.0,4.2,3,74,07:31 PM,10:04 AM,06:33 AM,05:53 PM,6,7,10,7,32,63,79,1.0,1000,11,8,181,20,Timor-Leste
2020-10-06,12,9,0.0,5.7,3,67,07:55 PM,11:12 AM,06:35 AM,05:51 PM,8,8,11,8,32,73,85,3.2,1001,12,9,212,21,Timor-Leste
2020-10-07,12,9,0.0,4.2,3,60,08:25 PM,12:20 PM,06:37 AM,05:49 PM,8,7,10,7,31,81,88,5.8,1007,12,8,244,20,Timor-Leste
2020-10-08,14,7,0.0,4.2,3,53,09:05 PM,01:24 PM,06:38 AM,05:47 PM,9,8,10,8,32,92,89,4.7,1016,14,8,220,19,Timor-Leste
2020-10-09,14,7,0.0,5.7,3,45,09:56 PM,02:21 PM,06:40 AM,05:45 PM,8,9,10,9,15,68,85,2.8,1017,14,7,245,9,Timor-Leste
2020-10-10,10,5,0.0,7.2,2,38,11:00 PM,03:10 PM,06:42 AM,05:42 PM,5,5,8,5,28,61,82,1.9,1018,10,9,248,18,Timor-Leste
2020-10-11,11,4,0.0,7.2,2,31,No moonrise,03:50 PM,06:44 AM,05:40 PM,5,5,7,5,22,58,86,1.0,1018,11,7,254,14,Timor-Leste
2020-10-12,10,5,0.0,4.1,2,23,12:13 AM,04:21 PM,06:45 AM,05:38 PM,6,5,7,5,19,82,92,0.4,1018,10,10,266,12,Timor-Leste
2020-10-13,13,5,0.0,8.7,3,16,01:34 AM,04:46 PM,06:47 AM,05:36 PM,5,8,9,8,12,26,83,0.0,1014,13,10,118,7,Timor-Leste
2020-10-14,8,5,0.0,4.1,2,9,02:59 AM,05:08 PM,06:49 AM,05:34 PM,5,4,6,4,17,83,90,1.5,1015,8,6,89,11,Timor-Leste
2020-10-15,8,6,0.0,4.1,2,2,04:25 AM,05:28 PM,06:50 AM,05:31 PM,5,4,6,4,20,99,93,4.2,1018,8,8,16,13,Timor-Leste
2020-10-16,8,4,0.0,4.0,2,0,05:54 AM,05:47 PM,06:52 AM,05:29 PM,4,5,6,5,11,86,85,0.0,1021,8,7,47,7,Timor-Leste
2020-10-17,9,4,0.0,4.0,2,0,07:23 AM,06:08 PM,06:54 AM,05:27 PM,4,5,6,5,9,80,87,0.3,1020,9,9,262,5,Timor-Leste
2020-10-18,9,2,0.0,5.6,2,5,08:53 AM,06:32 PM,06:56 AM,05:25 PM,4,4,6,4,18,51,87,0.1,1022,9,9,253,12,Timor-Leste
2020-10-19,12,7,0.0,5.6,2,13,10:22 AM,07:03 PM,06:57 AM,05:23 PM,5,8,9,8,11,63,81,0.3,1022,12,10,216,7,Timor-Leste
2020-10-20,15,6,0.0,7.1,3,20,11:46 AM,07:42 PM,06:59 AM,05:21 PM,6,8,11,8,30,46,73,0.0,1014,15,10,183,18,Timor-Leste
2020-10-21,17,11,0.0,3.8,3,27,01:00 PM,08:31 PM,07:01 AM,05:19 PM,9,12,14,12,37,78,74,2.6,1009,17,8,201,21,Timor-Leste
2020-10-22,16,13,0.0,7.1,4,35,01:59 PM,09:32 PM,07:03 AM,05:17 PM,11,14,15,14,33,50,80,1.5,1012,16,10,215,19,Timor-Leste
2020-10-23,16,11,0.0,5.4,3,42,02:44 PM,10:40 PM,07:05 AM,05:15 PM,11,13,13,13,16,65,89,4.7,1011,16,8,229,10,Timor-Leste
2020-10-24,12,6,0.0,7.1,2,49,03:17 PM,11:52 PM,07:06 AM,05:13 PM,7,7,10,7,25,59,81,0.4,1015,12,9,231,16,Timor-Leste
2020-10-25,13,10,0.0,5.4,3,56,03:42 PM,No moonset,07:08 AM,05:11 PM,8,9,11,9,30,56,81,1.7,1007,13,8,195,18,Timor-Leste
2020-10-26,10,7,0.0,5.4,2,64,04:02 PM,01:04 AM,07:10 AM,05:09 PM,7,8,9,8,16,59,85,0.8,1004,10,9,213,10,Timor-Leste
2020-10-27,11,5,0.0,3.7,2,71,04:19 PM,02:14 AM,07:12 AM,05:07 PM,4,5,8,5,31,66,78,0.1,1007,11,10,205,19,Timor-Leste
2020-10-28,12,5,0.0,3.7,3,78,04:33 PM,03:23 AM,07:13 AM,05:05 PM,6,7,10,7,31,79,78,0.7,1008,12,9,212,20,Timor-Leste
2020-10-29,9,6,0.0,3.7,2,85,04:48 PM,04:31 AM,07:15 AM,05:03 PM,6,5,8,5,31,86,84,6.0,1015,9,9,247,20,Timor-Leste
2020-10-30,13,8,0.0,3.7,3,93,05:02 PM,05:39 AM,07:17 AM,05:01 PM,10,9,11,9,33,93,89,1.8,1019,13,9,246,21,Timor-Leste
2020-10-31,14,7,0.0,8.7,4,97,05:18 PM,06:46 AM,07:19 AM,04:59 PM,9,10,11,10,23,24,83,0.0,1020,14,9,191,13,Timor-Leste
2020-11-01,13,9,0.0,3.5,3,89,05:36 PM,07:55 AM,07:21 AM,04:57 PM,10,10,13,10,29,89,85,1.2,1013,13,9,215,18,Timor-Leste
2020-11-02,17,12,0.0,3.5,4,81,05:58 PM,09:03 AM,07:22 AM,04:55 PM,13,15,15,15,37,87,83,1.4,1010,17,10,224,22,Timor-Leste
2020-11-03,11,6,0.0,8.7,2,74,06:26 PM,10:12 AM,07:24 AM,04:54 PM,4,6,8,6,23,53,76,1.0,1022,11,10,228,14,Timor-Leste
2020-11-04,8,3,0.0,8.7,2,66,07:02 PM,11:18 AM,07:26 AM,04:52 PM,3,3,6,3,22,31,84,0.0,1030,8,9,255,13,Timor-Leste
2020-11-05,9,3,0.0,8.7,2,58,07:49 PM,12:17 PM,07:28 AM,04:50 PM,4,5,5,5,8,20,89,0.0,1038,9,7,235,5,Timor-Leste
2020-11-06,10,5,0.0,8.7,3,51,08:47 PM,01:09 PM,07:30 AM,04:48 PM,3,7,7,7,12,30,72,0.0,1034,10,10,128,7,Timor-Leste
2020-11-07,15,5,0.0,8.7,4,43,09:56 PM,01:50 PM,07:31 AM,04:47 PM,4,8,10,8,18,4,68,0.0,1027,15,10,139,9,Timor-Leste
2020-11-08,15,9,0.0,8.7,4,36,11:12 PM,02:23 PM,07:33 AM,04:45 PM,6,11,11,11,12,24,68,0.0,1025,15,10,154,6,Timor-Leste
2020-11-09,15,10,0.0,5.2,3,28,No moonrise,02:49 PM,07:35 AM,04:43 PM,9,12,12,12,11,50,82,0.5,1025,15,10,131,6,Timor-Leste
2020-11-10,14,8,0.0,8.7,4,21,12:32 AM,03:11 PM,07:37 AM,04:42 PM,9,10,11,10,7,24,89,0.0,1025,14,10,167,4,Timor-Leste
2020-11-11,13,8,0.0,8.7,3,13,01:55 AM,03:31 PM,07:39 AM,04:40 PM,8,10,10,10,9,30,90,0.0,1024,13,7,159,5,Timor-Leste
2020-11-12,11,5,0.0,5.1,3,6,03:20 AM,03:49 PM,07:40 AM,04:39 PM,7,7,9,7,23,28,85,0.1,1019,11,10,194,14,Timor-Leste
2020-11-13,11,5,0.0,6.9,2,0,04:47 AM,04:08 PM,07:42 AM,04:37 PM,6,6,8,6,20,42,84,0.0,1020,11,10,202,12,Timor-Leste
2020-11-14,13,7,0.0,5.1,3,0,06:16 AM,04:30 PM,07:44 AM,04:36 PM,9,9,11,9,23,52,85,0.2,1018,13,10,192,14,Timor-Leste
2020-11-15,14,9,0.0,8.7,4,0,07:47 AM,04:57 PM,07:45 AM,04:35 PM,8,10,12,10,39,33,74,3.3,1010,14,10,193,23,Timor-Leste
2020-11-16,10,6,0.0,3.3,2,2,09:16 AM,05:32 PM,07:47 AM,04:33 PM,6,5,8,5,33,80,84,7.6,1013,10,8,233,20,Timor-Leste
