date_time,Timor-Leste_maxtempC,Timor-Leste_mintempC,Timor-Leste_totalSnow_cm,Timor-Leste_sunHour,Timor-Leste_uvIndex,Timor-Leste_moon_illumination,Timor-Leste_moonrise,Timor-Leste_moonset,Timor-Leste_sunrise,Timor-Leste_sunset,Timor-Leste_DewPointC,Timor-Leste_FeelsLikeC,Timor-Leste_HeatIndexC,Timor-Leste_WindChillC,Timor-Leste_WindGustKmph,Timor-Leste_cloudcover,Timor-Leste_humidity,Timor-Leste_precipMM,Timor-Leste_pressure,Timor-Leste_tempC,Timor-Leste_visibility,Timor-Leste_winddirDegree,Timor-Leste_windspeedKmph,Timor-Leste_location
2020-11-17,10,6,0.0,3.3,2,9,10:37 AM,06:17 PM,07:49 AM,04:32 PM,6,5,8,5,24,66,86,0.1,1025,10,10,223,15,Timor-Leste
2020-11-18,13,6,0.0,8.7,4,17,11:47 AM,07:15 PM,07:51 AM,04:31 PM,6,7,9,7,22,15,80,0.0,1024,13,10,190,12,Timor-Leste
2020-11-19,8,4,0.0,3.3,2,24,12:39 PM,08:22 PM,07:52 AM,04:29 PM,4,4,7,4,37,78,78,2.1,1019,8,8,263,24,Timor-Leste
2020-11-20,5,1,0.0,5.1,1,32,01:19 PM,09:36 PM,07:54 AM,04:28 PM,0,-1,3,-1,22,68,84,0.1,1034,5,10,259,14,Timor-Leste
2020-11-21,7,1,0.0,3.3,1,39,01:47 PM,10:50 PM,07:55 AM,04:27 PM,-0,1,4,1,26,51,75,0.0,1032,7,10,213,15,Timor-Leste
2020-11-22,8,4,0.0,3.3,2,47,02:09 PM,No moonset,07:57 AM,04:26 PM,5,4,7,4,26,91,88,0.5,1026,8,7,244,17,Timor-Leste
2020-11-23,6,3,0.0,8.7,1,54,02:26 PM,12:02 AM,07:59 AM,04:25 PM,3,2,5,2,15,35,90,0.1,1027,6,9,257,9,Timor-Leste
2020-11-24,9,3,0.0,8.2,3,62,02:42 PM,01:12 AM,08:00 AM,04:24 PM,3,3,5,3,14,6,87,0.0,1025,9,9,172,9,Timor-Leste
2020-11-25,7,2,0.0,5.0,2,70,02:56 PM,02:20 AM,08:02 AM,04:23 PM,2,3,5,3,16,61,80,0.0,1019,7,10,165,8,Timor-Leste
2020-11-26,9,4,0.0,4.9,2,77,03:10 PM,03:28 AM,08:03 AM,04:22 PM,4,5,6,5,10,66,87,0.0,1020,9,10,218,5,Timor-Leste
2020-11-27,8,5,0.0,4.9,2,85,03:25 PM,04:35 AM,08:05 AM,04:21 PM,5,6,6,6,7,71,92,0.7,1021,8,7,113,4,Timor-Leste
2020-11-28,7,2,0.0,8.2,2,92,03:42 PM,05:44 AM,08:06 AM,04:21 PM,2,2,4,2,17,8,86,0.0,1022,7,10,111,10,Timor-Leste
2020-11-29,3,-3,0.0,8.1,1,100,04:02 PM,06:52 AM,08:08 AM,04:20 PM,-1,-3,1,-3,16,14,86,0.0,1026,3,9,106,10,Timor-Leste
2020-11-30,4,-2,0.0,8.1,2,100,04:28 PM,08:02 AM,08:09 AM,04:19 PM,-2,-0,1,-0,9,30,79,0.0,1025,4,10,192,6,Timor-Leste
2020-12-01,5,0,0.0,3.0,1,89,05:02 PM,09:10 AM,08:10 AM,04:18 PM,3,1,4,1,15,90,94,4.0,1014,5,7,252,10,Timor-Leste
2020-12-02,5,2,0.0,3.0,1,82,05:45 PM,10:12 AM,08:12 AM,04:18 PM,3,4,4,4,4,89,92,0.1,1018,5,9,159,3,Timor-Leste
2020-12-03,4,2,0.0,3.0,1,75,06:40 PM,11:07 AM,08:13 AM,04:17 PM,1,-1,3,-1,19,94,86,0.0,1004,4,10,184,13,Timor-Leste
2020-12-04,6,1,0.0,3.0,1,67,07:46 PM,11:52 AM,08:14 AM,04:17 PM,0,-0,4,-0,28,82,79,0.2,990,6,10,156,18,Timor-Leste
2020-12-05,4,2,0.0,3.0,1,60,08:59 PM,12:27 PM,08:16 AM,04:16 PM,1,2,3,2,6,75,88,0.7,997,4,10,181,4,Timor-Leste
2020-12-06,4,1,0.0,3.0,1,53,10:16 PM,12:54 PM,08:17 AM,04:16 PM,1,1,2,1,8,79,93,0.9,1002,4,9,100,5,Timor-Leste
2020-12-07,4,-4,0.0,3.0,1,46,11:36 PM,01:17 PM,08:18 AM,04:16 PM,2,0,3,0,17,89,92,11.5,997,4,8,194,12,Timor-Leste
2020-12-08,4,0,0.0,8.0,2,38,No moonrise,01:36 PM,08:19 AM,04:15 PM,-0,-0,1,-0,11,31,89,0.0,1005,4,10,104,6,Timor-Leste
2020-12-09,2,-5,0.0,3.0,1,31,12:57 AM,01:54 PM,08:20 AM,04:15 PM,-0,-2,0,-2,9,83,92,0.0,1008,2,9,231,6,Timor-Leste
2020-12-10,3,-1,0.0,7.9,2,24,02:20 AM,02:12 PM,08:21 AM,04:15 PM,-1,-1,1,-1,11,53,90,0.0,1008,3,10,143,6,Timor-Leste
2020-12-11,2,-5,0.0,4.9,1,17,03:45 AM,02:31 PM,08:22 AM,04:15 PM,-1,-3,0,-3,27,56,86,0.2,999,2,10,140,17,Timor-Leste
2020-12-12,5,1,0.0,4.9,1,9,05:12 AM,02:54 PM,08:23 AM,04:15 PM,3,2,4,2,18,87,89,0.9,998,5,7,156,10,Timor-Leste
2020-12-13,6,3,0.0,3.0,1,2,06:40 AM,03:24 PM,08:24 AM,04:15 PM,4,3,5,3,14,86,93,3.7,1009,6,5,207,8,Timor-Leste
2020-12-14,7,2,0.0,4.9,2,0,08:06 AM,04:03 PM,08:25 AM,04:15 PM,2,1,5,1,28,62,81,0.8,1012,7,6,166,15,Timor-Leste
2020-12-15,9,5,0.0,3.0,2,0,09:24 AM,04:54 PM,08:26 AM,04:15 PM,5,5,8,5,25,87,83,0.7,1011,9,7,183,14,Timor-Leste
2020-12-16,7,4,0.0,7.9,3,5,10:26 AM,05:59 PM,08:27 AM,04:15 PM,5,4,6,4,21,27,90,0.1,1018,7,10,160,12,Timor-Leste
2020-12-17,8,2,0.0,4.9,2,12,11:13 AM,07:12 PM,08:28 AM,04:16 PM,5,4,7,4,28,49,85,0.0,1019,8,10,191,15,Timor-Leste
2020-12-18,7,1,0.0,7.9,3,20,11:48 AM,08:28 PM,08:28 AM,04:16 PM,3,2,5,2,24,13,87,0.0,1022,7,10,178,13,Timor-Leste
2020-12-19,9,3,0.0,7.9,3,27,12:12 PM,09:44 PM,08:29 AM,04:16 PM,4,4,7,4,31,19,83,0.0,1017,9,10,174,16,Timor-Leste
2020-12-20,9,6,0.0,3.0,2,34,12:32 PM,10:56 PM,08:30 AM,04:17 PM,5,5,7,5,19,69,85,0.0,1019,9,10,193,11,Timor-Leste
2020-12-21,7,0,0.0,6.8,2,41,12:49 PM,No moonset,08:30 AM,04:17 PM,3,2,5,2,29,49,85,3.5,1019,7,10,187,17,Timor-Leste
2020-12-22,11,6,0.0,3.0,3,49,01:03 PM,12:06 AM,08:31 AM,04:18 PM,8,7,10,7,35,95,89,15.0,1012,11,6,231,21,Timor-Leste
2020-12-23,11,2,0.0,3.0,2,56,01:17 PM,01:15 AM,08:31 AM,04:18 PM,9,8,9,8,16,92,95,32.7,1011,11,6,215,10,Timor-Leste
2020-12-24,5,1,1.8,3.0,1,63,01:32 PM,02:22 AM,08:31 AM,04:19 PM,3,1,5,1,29,83,87,6.2,1007,5,6,269,19,Timor-Leste
2020-12-25,2,-0,1.9,3.0,1,70,01:48 PM,03:30 AM,08:32 AM,04:20 PM,-0,-3,1,-3,17,85,91,2.4,1021,2,6,306,11,Timor-Leste
2020-12-26,2,-7,0.0,4.9,1,78,02:07 PM,04:38 AM,08:32 AM,04:20 PM,-1,-3,0,-3,21,77,87,0.0,1021,2,9,225,13,Timor-Leste
2020-12-27,3,-1,0.5,3.0,1,85,02:30 PM,05:48 AM,08:32 AM,04:21 PM,-0,-3,2,-3,45,87,81,3.4,994,3,9,192,30,Timor-Leste
2020-12-28,4,1,0.9,3.0,1,92,03:01 PM,06:57 AM,08:32 AM,04:22 PM,1,-1,3,-1,20,84,89,3.0,979,4,8,165,13,Timor-Leste
2020-12-29,2,-0,0.3,3.0,1,100,03:41 PM,08:03 AM,08:32 AM,04:23 PM,-1,-2,1,-2,16,70,90,0.4,986,2,9,193,10,Timor-Leste
2020-12-30,3,-0,2.7,3.0,1,100,04:32 PM,09:01 AM,08:32 AM,04:24 PM,-0,-3,1,-3,27,75,90,3.2,999,3,7,224,18,Timor-Leste
2020-12-31,2,0,0.1,3.0,1,89,05:36 PM,09:50 AM,08:32 AM,04:25 PM,-1,-2,1,-2,17,83,86,0.1,1004,2,10,173,11,Timor-Leste
2021-01-01,2,-2,0.3,3.0,1,79,06:48 PM,10:29 AM,08:32 AM,04:26 PM,1,0,1,0,6,94,94,0.5,1008,2,6,255,5,Timor-Leste
2021-01-02,2,-1,0.0,3.0,1,71,08:06 PM,10:59 AM,08:32 AM,04:27 PM,-1,-1,1,-1,9,88,90,0.0,1014,2,10,165,6,Timor-Leste
2021-01-03,1,-3,0.8,3.0,1,64,09:25 PM,11:23 AM,08:32 AM,04:28 PM,-1,-4,-0,-4,20,80,90,0.9,1016,1,6,52,14,Timor-Leste
2021-01-04,2,-1,4.4,3.0,1,57,10:45 PM,11:43 AM,08:32 AM,04:29 PM,1,-3,1,-3,24,100,96,5.2,1016,2,2,55,16,Timor-Leste
2021-01-05,1,0,1.8,3.0,1,50,No moonrise,12:01 PM,08:31 AM,04:31 PM,-0,-3,1,-3,20,100,95,2.2,1017,1,4,50,13,Timor-Leste
2021-01-06,0,-5,7.7,3.0,1,42,12:05 AM,12:18 PM,08:31 AM,04:32 PM,-1,-4,-1,-4,18,100,97,9.1,1015,0,2,197,13,Timor-Leste
2021-01-07,0,-1,8.2,3.0,1,35,01:27 AM,12:36 PM,08:31 AM,04:33 PM,-1,-5,-1,-5,19,100,98,9.6,1012,0,2,268,13,Timor-Leste
2021-01-08,0,-2,8.9,3.0,1,28,02:50 AM,12:56 PM,08:30 AM,04:35 PM,-1,-3,-0,-3,13,100,98,10.5,1014,0,2,291,9,Timor-Leste
2021-01-09,-0,-3,1.3,3.0,1,20,04:15 AM,01:22 PM,08:30 AM,04:36 PM,-2,-3,-1,-3,9,88,96,1.9,1023,-0,5,281,6,Timor-Leste
2021-01-10,-0,-4,0.0,3.0,1,13,05:40 AM,01:55 PM,08:29 AM,04:37 PM,-3,-4,-2,-4,9,89,94,0.0,1025,-0,8,214,6,Timor-Leste
2021-01-11,2,-6,0.0,3.0,1,6,07:00 AM,02:39 PM,08:28 AM,04:39 PM,-0,-4,0,-4,24,98,93,0.0,1020,2,10,227,15,Timor-Leste
2021-01-12,4,0,0.9,3.0,1,0,08:09 AM,03:37 PM,08:28 AM,04:40 PM,1,-2,2,-2,36,92,91,11.4,1007,4,8,265,23,Timor-Leste
2021-01-13,2,-3,3.1,3.1,1,0,09:03 AM,04:46 PM,08:27 AM,04:42 PM,-2,-6,-0,-6,38,85,89,7.8,1013,2,4,279,24,Timor-Leste
2021-01-14,-1,-3,0.6,4.9,1,1,09:43 AM,06:03 PM,08:26 AM,04:43 PM,-4,-6,-2,-6,15,70,90,0.7,1021,-1,9,223,9,Timor-Leste
2021-01-15,-1,-4,0.6,3.1,1,8,10:12 AM,07:20 PM,08:25 AM,04:45 PM,-4,-5,-2,-5,10,81,90,0.8,1026,-1,8,178,7,Timor-Leste
2021-01-16,-1,-4,0.0,3.1,1,16,10:35 AM,08:36 PM,08:24 AM,04:47 PM,-5,-5,-3,-5,7,73,87,0.0,1026,-1,10,241,5,Timor-Leste
2021-01-17,2,-4,7.8,3.1,1,23,10:53 AM,09:49 PM,08:23 AM,04:48 PM,-1,-3,-0,-3,15,98,95,9.3,1018,2,4,226,10,Timor-Leste
2021-01-18,2,-1,1.7,3.1,1,30,11:09 AM,10:58 PM,08:22 AM,04:50 PM,1,-3,1,-3,28,100,94,2.0,1022,2,8,256,18,Timor-Leste
2021-01-19,7,-0,0.9,3.1,2,38,11:23 AM,No moonset,08:21 AM,04:52 PM,3,-0,4,-0,42,100,90,16.6,1009,7,7,233,26,Timor-Leste
2021-01-20,7,4,0.0,3.1,2,45,11:37 AM,12:07 AM,08:20 AM,04:53 PM,1,1,6,1,46,64,73,0.4,1002,7,8,212,27,Timor-Leste
2021-01-21,7,1,0.0,5.0,2,52,11:53 AM,01:15 AM,08:19 AM,04:55 PM,2,1,6,1,42,78,76,5.9,994,7,9,198,26,Timor-Leste
2021-01-22,5,3,1.4,3.1,1,59,12:10 PM,02:23 AM,08:18 AM,04:57 PM,2,1,4,1,25,91,83,8.1,992,5,8,215,17,Timor-Leste
2021-01-23,4,0,0.0,8.4,1,67,12:31 PM,03:32 AM,08:17 AM,04:58 PM,-0,0,2,0,10,53,87,0.0,996,4,9,200,7,Timor-Leste
2021-01-24,0,-3,12.1,3.3,1,74,12:58 PM,04:41 AM,08:16 AM,05:00 PM,-1,-5,-0,-5,23,87,93,14.6,996,0,5,243,15,Timor-Leste
2021-01-25,-1,-6,0.0,3.3,1,81,01:34 PM,05:48 AM,08:14 AM,05:02 PM,-4,-5,-3,-5,13,75,87,0.0,1003,-1,10,203,7,Timor-Leste
2021-01-26,1,-2,8.9,3.3,1,88,02:21 PM,06:50 AM,08:13 AM,05:04 PM,-1,-6,-0,-6,33,95,96,16.6,1012,1,3,265,21,Timor-Leste
2021-01-27,3,-4,1.1,3.4,1,96,03:21 PM,07:44 AM,08:12 AM,05:06 PM,0,-3,1,-3,25,95,92,3.1,1013,3,6,235,16,Timor-Leste
2021-01-28,3,1,0.0,3.4,1,100,04:31 PM,08:26 AM,08:10 AM,05:07 PM,3,0,3,0,17,100,98,17.9,1005,3,8,163,11,Timor-Leste
2021-01-29,7,3,0.0,3.4,2,90,05:49 PM,09:00 AM,08:09 AM,05:09 PM,4,2,5,2,26,91,93,12.0,996,7,7,218,16,Timor-Leste
2021-01-30,0,-2,0.9,3.4,1,82,07:10 PM,09:27 AM,08:07 AM,05:11 PM,-1,-4,1,-4,26,85,86,4.7,999,0,7,144,19,Timor-Leste
2021-01-31,2,-2,0.0,8.7,2,79,08:32 PM,09:48 AM,08:06 AM,05:13 PM,-5,-3,-1,-3,9,14,72,0.0,1005,2,10,100,7,Timor-Leste
2021-02-01,2,-1,0.1,3.4,1,63,09:54 PM,10:07 AM,08:04 AM,05:15 PM,-1,-3,1,-3,19,96,88,3.9,998,2,7,163,12,Timor-Leste
2021-02-02,5,-1,0.1,3.4,1,55,11:16 PM,10:24 AM,08:03 AM,05:17 PM,2,-0,3,-0,22,96,94,9.7,1003,5,5,226,14,Timor-Leste
2021-02-03,9,4,0.0,5.2,2,48,No moonrise,10:42 AM,08:01 AM,05:18 PM,6,4,7,4,30,83,90,12.6,998,9,9,211,19,Timor-Leste
2021-02-04,9,2,0.0,8.7,2,40,12:39 AM,11:01 AM,08:00 AM,05:20 PM,3,3,6,3,26,56,83,6.0,1011,9,9,232,18,Timor-Leste
2021-02-05,8,4,0.0,3.6,2,33,02:02 AM,11:25 AM,07:58 AM,05:22 PM,4,3,6,3,17,83,88,2.4,1014,8,6,137,10,Timor-Leste
2021-02-06,3,-2,0.0,3.6,1,25,03:26 AM,11:54 AM,07:56 AM,05:24 PM,0,-3,2,-3,30,91,90,4.5,1012,3,6,102,22,Timor-Leste
2021-02-07,-5,-6,14.5,3.6,1,18,04:45 AM,12:32 PM,07:55 AM,05:26 PM,-6,-13,-5,-13,43,99,92,27.8,1003,-5,4,103,31,Timor-Leste
