date_time,Kenya_maxtempC,Kenya_mintempC,Kenya_totalSnow_cm,Kenya_sunHour,Kenya_uvIndex,Kenya_moon_illumination,Kenya_moonrise,Kenya_moonset,Kenya_sunrise,Kenya_sunset,Kenya_DewPointC,Kenya_FeelsLikeC,Kenya_HeatIndexC,Kenya_WindChillC,Kenya_WindGustKmph,Kenya_cloudcover,Kenya_humidity,Kenya_precipMM,Kenya_pressure,Kenya_tempC,Kenya_visibility,Kenya_winddirDegree,Kenya_windspeedKmph,Kenya_location
2020-11-13,25,16,0.0,6.1,5,0,04:25 AM,04:52 PM,06:12 AM,06:22 PM,14,20,20,20,23,74,73,1.8,1014,25,10,58,18,Kenya
2020-11-14,23,16,0.0,7.4,5,0,05:19 AM,05:48 PM,06:12 AM,06:22 PM,15,19,19,19,23,66,80,10.4,1013,23,9,52,16,Kenya
2020-11-15,25,16,0.0,10.2,5,0,06:14 AM,06:46 PM,06:12 AM,06:22 PM,15,19,20,19,23,49,76,2.7,1012,25,10,54,18,Kenya
2020-11-16,25,16,0.0,10.2,5,2,07:13 AM,07:47 PM,06:12 AM,06:23 PM,14,19,20,19,23,45,75,0.5,1013,25,10,50,18,Kenya
2020-11-17,26,16,0.0,11.6,6,9,08:14 AM,08:48 PM,06:12 AM,06:23 PM,13,20,20,20,26,36,66,0.1,1013,26,10,47,20,Kenya
2020-11-18,26,15,0.0,11.6,6,17,09:16 AM,09:50 PM,06:12 AM,06:23 PM,12,20,20,20,27,26,63,0.1,1012,26,10,48,21,Kenya
2020-11-19,26,15,0.0,10.2,5,24,10:15 AM,10:47 PM,06:13 AM,06:23 PM,14,20,20,20,22,49,71,0.8,1012,26,10,49,17,Kenya
2020-11-20,26,16,0.0,10.2,5,32,11:12 AM,11:41 PM,06:13 AM,06:24 PM,14,20,21,20,23,48,71,0.8,1012,26,10,51,18,Kenya
2020-11-21,26,16,0.0,10.2,5,39,12:04 PM,No moonset,06:13 AM,06:24 PM,14,20,20,20,23,36,73,1.6,1013,26,10,50,18,Kenya
2020-11-22,26,17,0.0,8.8,5,47,12:52 PM,12:30 AM,06:13 AM,06:24 PM,14,20,21,20,22,53,73,0.9,1014,26,10,57,17,Kenya
2020-11-23,26,16,0.0,11.6,6,54,01:37 PM,01:16 AM,06:14 AM,06:25 PM,15,20,20,20,17,41,76,1.3,1014,26,10,58,13,Kenya
2020-11-24,27,16,0.0,10.2,5,62,02:18 PM,01:58 AM,06:14 AM,06:25 PM,15,21,21,21,16,56,72,2.9,1013,27,10,62,12,Kenya
2020-11-25,26,16,0.0,10.2,5,70,03:00 PM,02:38 AM,06:14 AM,06:25 PM,15,21,21,21,14,55,71,3.7,1013,26,10,63,10,Kenya
2020-11-26,27,17,0.0,10.2,5,77,03:40 PM,03:19 AM,06:14 AM,06:26 PM,15,21,21,21,13,57,72,7.4,1013,27,10,62,10,Kenya
2020-11-27,26,17,0.0,8.8,5,85,04:21 PM,03:58 AM,06:15 AM,06:26 PM,15,20,21,20,16,71,77,8.6,1013,26,8,68,12,Kenya
2020-11-28,23,17,0.0,7.4,5,92,05:04 PM,04:39 AM,06:15 AM,06:26 PM,16,19,20,19,21,70,80,19.9,1013,23,9,60,13,Kenya
2020-11-29,24,16,0.0,7.4,5,100,05:49 PM,05:22 AM,06:15 AM,06:27 PM,15,19,19,19,20,72,81,1.5,1013,24,8,55,16,Kenya
2020-11-30,26,16,0.0,10.2,5,100,06:36 PM,06:07 AM,06:16 AM,06:27 PM,14,19,20,19,16,40,75,0.2,1013,26,10,45,12,Kenya
2020-12-01,26,16,0.0,10.2,5,89,07:27 PM,06:56 AM,06:16 AM,06:27 PM,15,20,21,20,19,40,74,1.5,1013,26,10,45,14,Kenya
2020-12-02,24,17,0.0,11.6,6,82,08:19 PM,07:47 AM,06:16 AM,06:28 PM,14,19,20,19,22,26,74,0.2,1013,24,10,47,17,Kenya
2020-12-03,24,16,0.0,11.6,6,75,09:12 PM,08:39 AM,06:17 AM,06:28 PM,13,19,19,19,24,25,71,0.1,1015,24,10,48,18,Kenya
2020-12-04,24,15,0.0,10.2,5,67,10:05 PM,09:33 AM,06:17 AM,06:29 PM,14,19,20,19,22,39,76,2.1,1015,24,10,51,17,Kenya
2020-12-05,25,16,0.0,10.2,5,60,10:58 PM,10:26 AM,06:17 AM,06:29 PM,14,20,20,20,20,40,73,2.0,1014,25,10,49,15,Kenya
2020-12-06,26,16,0.0,10.2,5,53,11:48 PM,11:19 AM,06:18 AM,06:30 PM,15,20,20,20,15,58,74,1.1,1015,26,10,62,12,Kenya
2020-12-07,26,15,0.0,11.6,5,46,No moonrise,12:09 PM,06:18 AM,06:30 PM,14,20,20,20,17,44,72,1.1,1015,26,8,55,13,Kenya
2020-12-08,26,15,0.0,10.2,5,38,12:37 AM,12:59 PM,06:19 AM,06:30 PM,14,20,20,20,19,48,73,0.3,1016,26,9,51,14,Kenya
2020-12-09,25,15,0.0,8.8,5,31,01:26 AM,01:49 PM,06:19 AM,06:31 PM,14,19,19,19,21,55,77,0.6,1014,25,10,47,16,Kenya
2020-12-10,24,15,0.0,11.6,6,24,02:15 AM,02:39 PM,06:20 AM,06:31 PM,13,19,19,19,23,32,71,0.1,1014,24,10,46,18,Kenya
2020-12-11,25,15,0.0,11.6,6,17,03:05 AM,03:32 PM,06:20 AM,06:32 PM,12,19,19,19,20,25,70,0.0,1015,25,10,43,15,Kenya
2020-12-12,25,15,0.0,11.6,6,9,03:58 AM,04:27 PM,06:20 AM,06:32 PM,13,19,19,19,19,23,70,0.1,1014,25,10,44,14,Kenya
2020-12-13,25,15,0.0,11.6,6,2,04:54 AM,05:26 PM,06:21 AM,06:33 PM,12,19,19,19,23,25,69,0.2,1014,25,10,47,17,Kenya
2020-12-14,26,14,0.0,11.6,6,0,05:53 AM,06:27 PM,06:21 AM,06:33 PM,11,20,21,20,18,26,66,0.2,1014,26,10,45,14,Kenya
2020-12-15,27,14,0.0,11.6,6,0,06:55 AM,07:30 PM,06:22 AM,06:34 PM,11,20,20,20,17,13,63,0.0,1013,27,10,44,12,Kenya
2020-12-16,27,15,0.0,11.6,6,5,07:57 AM,08:30 PM,06:22 AM,06:34 PM,12,21,21,20,18,20,64,0.0,1013,27,10,44,14,Kenya
2020-12-17,26,16,0.0,11.6,6,12,08:56 AM,09:28 PM,06:23 AM,06:35 PM,12,20,20,20,20,28,66,0.3,1014,26,10,45,15,Kenya
2020-12-18,25,15,0.0,11.6,6,20,09:52 AM,10:21 PM,06:23 AM,06:35 PM,11,19,20,19,21,13,64,0.0,1013,25,10,47,16,Kenya
2020-12-19,25,15,0.0,11.6,6,27,10:43 AM,11:09 PM,06:24 AM,06:36 PM,13,19,20,19,20,29,71,0.0,1013,25,10,43,15,Kenya
2020-12-20,26,15,0.0,11.6,6,34,11:31 AM,11:54 PM,06:24 AM,06:36 PM,13,20,20,20,21,32,70,0.4,1014,26,10,45,16,Kenya
2020-12-21,26,16,0.0,11.6,5,41,12:14 PM,No moonset,06:25 AM,06:37 PM,14,20,21,20,23,44,73,0.2,1014,26,9,52,18,Kenya
2020-12-22,26,15,0.0,11.6,6,49,12:56 PM,12:35 AM,06:25 AM,06:37 PM,13,20,20,20,23,29,69,0.1,1014,26,10,48,17,Kenya
2020-12-23,27,15,0.0,11.6,6,56,01:38 PM,01:16 AM,06:26 AM,06:38 PM,13,21,21,20,24,27,70,1.1,1013,27,10,52,18,Kenya
2020-12-24,26,16,0.0,10.2,5,63,02:18 PM,01:56 AM,06:26 AM,06:38 PM,14,20,20,20,20,53,73,2.9,1012,26,10,49,15,Kenya
2020-12-25,27,16,0.0,11.6,6,70,03:00 PM,02:36 AM,06:27 AM,06:39 PM,14,22,22,21,20,32,70,5.9,1011,27,9,45,15,Kenya
2020-12-26,26,15,0.0,11.6,6,78,03:44 PM,03:18 AM,06:27 AM,06:39 PM,12,20,20,20,22,27,66,0.4,1012,26,10,46,17,Kenya
2020-12-27,25,15,0.0,11.6,6,85,04:31 PM,04:02 AM,06:28 AM,06:40 PM,11,19,19,19,23,8,62,0.0,1013,25,10,44,17,Kenya
2020-12-28,26,14,0.0,11.6,6,92,05:20 PM,04:50 AM,06:28 AM,06:40 PM,10,19,20,19,23,8,60,0.0,1013,26,10,45,17,Kenya
2020-12-29,26,14,0.0,11.6,6,100,06:12 PM,05:40 AM,06:29 AM,06:41 PM,11,19,20,19,24,11,64,0.0,1013,26,10,46,17,Kenya
2020-12-30,28,16,0.0,10.2,5,100,07:06 PM,06:33 AM,06:29 AM,06:41 PM,13,21,21,21,21,40,69,3.9,1012,28,10,49,15,Kenya
2020-12-31,25,17,0.0,8.8,4,89,08:00 PM,07:28 AM,06:30 AM,06:42 PM,15,19,19,19,20,72,81,3.6,1013,25,10,55,15,Kenya
2021-01-01,21,16,0.0,7.4,4,79,08:54 PM,08:22 AM,06:30 AM,06:42 PM,15,17,18,17,17,72,85,1.8,1014,21,10,54,13,Kenya
2021-01-02,26,15,0.0,11.6,5,71,09:46 PM,09:15 AM,06:31 AM,06:43 PM,13,19,20,19,18,47,72,0.2,1014,26,8,47,14,Kenya
2021-01-03,26,15,0.0,11.6,5,64,10:35 PM,10:07 AM,06:31 AM,06:43 PM,12,20,20,20,21,38,68,0.2,1014,26,10,52,16,Kenya
2021-01-04,27,15,0.0,11.6,6,57,11:24 PM,10:57 AM,06:32 AM,06:43 PM,11,20,20,20,22,26,63,0.8,1013,27,10,45,16,Kenya
2021-01-05,27,15,0.0,11.6,6,50,No moonrise,11:46 AM,06:32 AM,06:44 PM,13,20,20,20,20,31,68,0.1,1013,27,10,51,15,Kenya
2021-01-06,26,15,0.0,11.6,6,42,12:11 AM,12:34 PM,06:33 AM,06:44 PM,12,20,20,20,23,34,66,0.4,1013,26,10,47,17,Kenya
2021-01-07,27,15,0.0,11.6,6,35,01:00 AM,01:25 PM,06:33 AM,06:45 PM,11,20,21,20,20,21,64,0.0,1013,27,10,46,15,Kenya
2021-01-08,28,14,0.0,11.6,6,28,01:49 AM,02:16 PM,06:33 AM,06:45 PM,12,21,21,20,16,14,64,0.0,1011,28,10,42,12,Kenya
2021-01-09,26,16,0.0,11.6,6,20,02:42 AM,03:12 PM,06:34 AM,06:46 PM,13,20,20,20,14,34,66,0.1,1011,26,10,44,11,Kenya
2021-01-10,22,17,0.0,7.4,4,13,03:38 AM,04:10 PM,06:34 AM,06:46 PM,14,19,19,19,11,65,75,5.5,1013,22,9,81,9,Kenya
2021-01-11,25,16,0.0,8.8,5,6,04:37 AM,05:11 PM,06:35 AM,06:46 PM,14,19,20,19,14,63,74,5.3,1012,25,9,80,11,Kenya
2021-01-12,25,15,0.0,10.2,5,0,05:38 AM,06:12 PM,06:35 AM,06:47 PM,13,19,19,19,20,39,71,0.2,1014,25,10,47,16,Kenya
2021-01-13,25,15,0.0,11.6,5,0,06:38 AM,07:12 PM,06:36 AM,06:47 PM,13,19,20,19,20,35,72,0.0,1014,25,10,47,16,Kenya
2021-01-14,26,15,0.0,11.6,6,1,07:37 AM,08:07 PM,06:36 AM,06:47 PM,12,20,20,20,19,37,68,0.1,1013,26,10,48,14,Kenya
2021-01-15,27,16,0.0,11.6,6,8,08:31 AM,08:58 PM,06:36 AM,06:48 PM,13,21,21,20,16,26,67,0.1,1013,27,10,89,12,Kenya
2021-01-16,26,16,0.0,6.1,5,16,09:21 AM,09:46 PM,06:37 AM,06:48 PM,14,20,21,20,17,68,73,5.4,1012,26,9,57,12,Kenya
2021-01-17,27,16,0.0,7.4,5,23,10:07 AM,10:29 PM,06:37 AM,06:48 PM,14,20,20,20,16,64,71,4.0,1012,27,9,48,11,Kenya
2021-01-18,26,17,0.0,8.8,5,30,10:50 AM,11:11 PM,06:37 AM,06:49 PM,14,20,20,20,19,65,73,16.6,1012,26,9,48,13,Kenya
2021-01-19,25,18,0.0,11.6,6,38,11:32 AM,11:51 PM,06:38 AM,06:49 PM,12,21,21,21,18,26,62,1.2,1013,25,10,51,14,Kenya
2021-01-20,27,17,0.0,11.6,6,45,12:13 PM,No moonset,06:38 AM,06:49 PM,11,22,22,21,18,5,55,0.0,1013,27,10,43,14,Kenya
2021-01-21,26,16,0.0,11.6,6,52,12:55 PM,12:31 AM,06:38 AM,06:49 PM,12,20,20,20,19,12,62,0.0,1013,26,10,46,15,Kenya
2021-01-22,24,16,0.0,8.8,5,59,01:38 PM,01:13 AM,06:39 AM,06:50 PM,15,19,20,19,23,47,78,1.8,1013,24,10,49,17,Kenya
2021-01-23,24,15,0.0,8.8,4,67,02:23 PM,01:56 AM,06:39 AM,06:50 PM,14,19,19,19,26,43,77,0.3,1014,24,10,56,19,Kenya
2021-01-24,26,15,0.0,10.2,5,74,03:11 PM,02:41 AM,06:39 AM,06:50 PM,13,20,20,20,23,44,72,2.3,1014,26,10,54,17,Kenya
2021-01-25,25,15,0.0,10.2,5,81,04:02 PM,03:31 AM,06:40 AM,06:50 PM,14,19,20,19,23,44,74,0.7,1014,25,10,57,17,Kenya
2021-01-26,26,15,0.0,11.6,6,88,04:55 PM,04:22 AM,06:40 AM,06:51 PM,12,20,20,20,20,29,68,0.4,1014,26,10,51,16,Kenya
2021-01-27,27,14,0.0,11.6,6,96,05:50 PM,05:17 AM,06:40 AM,06:51 PM,10,20,20,20,18,15,62,0.0,1014,27,10,44,14,Kenya
2021-01-28,28,15,0.0,11.6,6,100,06:45 PM,06:12 AM,06:40 AM,06:51 PM,12,21,21,21,20,17,63,0.0,1014,28,10,47,15,Kenya
2021-01-29,28,16,0.0,10.2,5,90,07:39 PM,07:07 AM,06:40 AM,06:51 PM,13,21,21,21,19,38,67,1.5,1014,28,10,88,15,Kenya
2021-01-30,27,16,0.0,11.6,6,82,08:30 PM,08:01 AM,06:41 AM,06:51 PM,12,21,21,20,20,26,65,1.6,1014,27,10,47,16,Kenya
2021-01-31,27,16,0.0,11.6,6,79,09:21 PM,08:52 AM,06:41 AM,06:51 PM,10,21,21,20,23,6,57,0.0,1013,27,10,45,17,Kenya
2021-02-01,27,16,0.0,11.6,6,63,10:09 PM,09:43 AM,06:41 AM,06:51 PM,7,20,20,20,23,3,46,0.0,1015,27,10,49,16,Kenya
2021-02-02,29,15,0.0,11.6,6,55,10:58 PM,10:32 AM,06:41 AM,06:51 PM,9,22,22,21,18,5,51,0.0,1015,29,10,53,13,Kenya
2021-02-03,28,15,0.0,11.6,6,48,11:47 PM,11:22 AM,06:41 AM,06:51 PM,12,22,22,21,22,15,61,0.0,1015,28,10,55,16,Kenya
2021-02-04,29,17,0.0,11.6,6,40,No moonrise,12:13 PM,06:42 AM,06:52 PM,10,22,22,22,18,8,54,0.0,1014,29,10,53,14,Kenya
2021-02-05,31,16,0.0,11.6,6,33,12:37 AM,01:06 PM,06:42 AM,06:52 PM,11,23,23,23,15,7,54,0.0,1013,31,10,93,11,Kenya
2021-02-06,29,17,0.0,10.2,5,25,01:32 AM,02:02 PM,06:42 AM,06:52 PM,13,23,23,22,11,30,62,1.0,1012,29,10,46,8,Kenya
2021-02-07,25,18,0.0,8.8,5,18,02:28 AM,03:00 PM,06:42 AM,06:52 PM,14,20,21,20,12,60,69,17.9,1012,25,9,61,9,Kenya
