date_time,Brazil_maxtempC,Brazil_mintempC,Brazil_totalSnow_cm,Brazil_sunHour,Brazil_uvIndex,Brazil_moon_illumination,Brazil_moonrise,Brazil_moonset,Brazil_sunrise,Brazil_sunset,Brazil_DewPointC,Brazil_FeelsLikeC,Brazil_HeatIndexC,Brazil_WindChillC,Brazil_WindGustKmph,Brazil_cloudcover,Brazil_humidity,Brazil_precipMM,Brazil_pressure,Brazil_tempC,Brazil_visibility,Brazil_winddirDegree,Brazil_windspeedKmph,Brazil_location
2020-10-16,33,21,0.0,12.7,6,0,05:38 AM,06:13 PM,05:44 AM,06:11 PM,16,27,27,26,10,21,54,0.1,1012,33,10,122,8,Brazil
2020-10-17,33,20,0.0,12.7,7,0,06:24 AM,07:15 PM,05:43 AM,06:11 PM,14,26,26,26,13,11,51,0.0,1012,33,10,135,9,Brazil
2020-10-18,31,19,0.0,12.7,6,5,07:13 AM,08:19 PM,05:42 AM,06:11 PM,16,26,26,24,14,52,65,8.1,1011,31,9,148,11,Brazil
2020-10-19,27,19,0.0,9.3,5,13,08:04 AM,09:23 PM,05:42 AM,06:12 PM,17,22,22,22,17,77,75,16.4,1013,27,8,137,11,Brazil
2020-10-20,26,18,0.0,9.3,5,20,08:59 AM,10:26 PM,05:41 AM,06:12 PM,17,21,22,21,14,75,79,13.0,1014,26,9,56,10,Brazil
2020-10-21,25,19,0.0,8.0,5,27,09:57 AM,11:27 PM,05:40 AM,06:12 PM,17,23,23,21,10,82,78,5.4,1014,25,9,83,6,Brazil
2020-10-22,28,21,0.0,10.6,5,35,10:55 AM,No moonset,05:40 AM,06:13 PM,17,26,26,24,13,66,69,7.4,1013,28,9,61,8,Brazil
2020-10-23,25,19,0.0,10.6,5,42,11:53 AM,12:22 AM,05:39 AM,06:13 PM,17,22,22,21,19,68,77,10.0,1012,25,9,64,13,Brazil
2020-10-24,26,18,0.0,10.6,5,49,12:48 PM,01:13 AM,05:39 AM,06:13 PM,17,22,22,21,22,67,79,39.8,1012,26,8,143,15,Brazil
2020-10-25,26,19,0.0,8.0,5,56,01:41 PM,01:59 AM,05:38 AM,06:13 PM,18,23,23,22,23,69,79,9.3,1010,26,9,322,15,Brazil
2020-10-26,27,20,0.0,8.0,5,64,02:31 PM,02:39 AM,05:38 AM,06:14 PM,18,24,24,23,18,81,74,19.9,1009,27,8,280,10,Brazil
2020-10-27,27,20,0.0,8.0,5,71,03:19 PM,03:18 AM,05:37 AM,06:14 PM,18,25,25,24,15,75,73,15.1,1007,27,9,291,9,Brazil
2020-10-28,29,22,0.0,8.0,6,78,04:06 PM,03:53 AM,05:37 AM,06:14 PM,18,26,26,24,10,79,70,7.5,1008,29,10,271,6,Brazil
2020-10-29,28,19,0.0,12.8,5,85,04:52 PM,04:27 AM,05:36 AM,06:15 PM,17,24,24,23,10,32,70,8.8,1010,28,9,110,7,Brazil
2020-10-30,28,21,0.0,11.9,6,93,05:39 PM,05:02 AM,05:36 AM,06:15 PM,18,26,26,24,10,59,69,21.1,1009,28,9,278,6,Brazil
2020-10-31,23,19,0.0,8.0,5,97,06:26 PM,05:38 AM,05:35 AM,06:15 PM,19,21,22,21,24,83,86,34.2,1011,23,7,317,16,Brazil
2020-11-01,21,11,0.0,8.0,4,89,07:15 PM,06:14 AM,05:35 AM,06:16 PM,18,18,19,18,12,78,90,25.1,1010,21,8,293,9,Brazil
2020-11-02,24,18,0.0,10.6,5,81,08:05 PM,06:54 AM,05:35 AM,06:16 PM,18,21,22,21,14,51,83,9.8,1009,24,9,148,9,Brazil
2020-11-03,23,18,0.0,9.3,5,74,08:57 PM,07:37 AM,05:34 AM,06:17 PM,17,20,21,20,17,79,84,6.9,1011,23,7,69,13,Brazil
2020-11-04,28,18,0.0,10.6,5,66,09:50 PM,08:23 AM,05:34 AM,06:17 PM,17,23,23,22,9,61,75,1.3,1011,28,9,112,7,Brazil
2020-11-05,28,19,0.0,12.8,6,58,10:43 PM,09:13 AM,05:34 AM,06:17 PM,14,23,23,23,10,16,60,0.0,1011,28,10,127,7,Brazil
2020-11-06,29,19,0.0,12.9,6,51,11:35 PM,10:06 AM,05:33 AM,06:18 PM,14,24,24,23,14,8,59,0.0,1011,29,10,86,9,Brazil
2020-11-07,29,19,0.0,12.9,5,43,No moonrise,11:02 AM,05:33 AM,06:18 PM,16,25,25,24,14,24,65,0.2,1015,29,10,40,9,Brazil
2020-11-08,27,20,0.0,12.9,5,36,12:24 AM,11:59 AM,05:33 AM,06:19 PM,17,24,24,23,17,50,68,2.1,1015,27,10,73,12,Brazil
2020-11-09,28,20,0.0,12.9,5,28,01:12 AM,12:57 PM,05:32 AM,06:19 PM,16,24,24,24,14,42,66,0.5,1014,28,10,50,10,Brazil
2020-11-10,28,21,0.0,11.9,6,21,01:58 AM,01:55 PM,05:32 AM,06:19 PM,16,26,26,24,7,34,60,1.2,1013,28,10,64,5,Brazil
2020-11-11,27,20,0.0,10.6,5,13,02:42 AM,02:53 PM,05:32 AM,06:20 PM,17,24,24,23,10,49,71,4.4,1012,27,10,110,7,Brazil
2020-11-12,26,21,0.0,10.6,5,6,03:26 AM,03:52 PM,05:32 AM,06:20 PM,18,25,25,23,9,63,71,9.7,1011,26,9,150,6,Brazil
2020-11-13,26,20,0.0,8.1,5,0,04:11 AM,04:53 PM,05:31 AM,06:21 PM,18,24,24,23,9,78,75,27.1,1011,26,8,270,5,Brazil
2020-11-14,26,17,0.0,8.1,5,0,04:58 AM,05:56 PM,05:31 AM,06:21 PM,18,24,24,22,11,73,75,15.2,1011,26,9,213,7,Brazil
2020-11-15,26,21,0.0,10.6,5,0,05:48 AM,07:01 PM,05:31 AM,06:22 PM,18,25,25,23,8,67,75,7.0,1012,26,10,142,5,Brazil
2020-11-16,28,20,0.0,8.1,5,2,06:42 AM,08:06 PM,05:31 AM,06:22 PM,18,25,25,23,8,81,74,10.4,1010,28,9,322,6,Brazil
2020-11-17,29,21,0.0,8.1,6,9,07:40 AM,09:11 PM,05:31 AM,06:23 PM,18,26,26,24,8,71,70,13.7,1008,29,9,299,5,Brazil
2020-11-18,27,20,0.0,10.6,5,17,08:40 AM,10:11 PM,05:31 AM,06:23 PM,18,23,23,23,13,47,78,4.4,1009,27,10,324,9,Brazil
2020-11-19,24,19,0.0,8.1,5,24,09:41 AM,11:06 PM,05:31 AM,06:24 PM,19,21,22,21,19,68,85,28.4,1009,24,8,310,12,Brazil
2020-11-20,27,19,0.0,10.7,5,32,10:38 AM,11:55 PM,05:31 AM,06:25 PM,19,24,24,23,13,67,81,27.6,1008,27,8,275,8,Brazil
2020-11-21,27,19,0.0,12.9,5,39,11:34 AM,No moonset,05:31 AM,06:25 PM,19,24,24,23,16,24,78,2.3,1009,27,10,122,11,Brazil
2020-11-22,26,19,0.0,10.7,5,47,12:26 PM,12:38 AM,05:30 AM,06:26 PM,19,23,23,22,21,65,82,1.7,1012,26,10,81,16,Brazil
2020-11-23,24,19,0.0,10.7,5,54,01:15 PM,01:18 AM,05:30 AM,06:26 PM,18,20,21,20,18,69,86,3.0,1014,24,10,84,14,Brazil
2020-11-24,25,18,0.0,10.7,5,62,02:03 PM,01:54 AM,05:31 AM,06:27 PM,17,21,21,21,22,58,80,18.6,1016,25,8,70,15,Brazil
2020-11-25,24,17,0.0,9.4,5,70,02:49 PM,02:29 AM,05:31 AM,06:27 PM,16,19,20,19,21,69,84,1.1,1015,24,10,89,15,Brazil
2020-11-26,25,17,0.0,9.4,5,77,03:35 PM,03:03 AM,05:31 AM,06:28 PM,16,20,21,20,20,53,80,1.6,1014,25,10,80,14,Brazil
2020-11-27,26,17,0.0,11.9,5,85,04:22 PM,03:38 AM,05:31 AM,06:28 PM,16,22,22,21,18,33,75,2.2,1015,26,10,76,13,Brazil
2020-11-28,25,17,0.0,11.9,5,92,05:10 PM,04:14 AM,05:31 AM,06:29 PM,16,22,22,21,22,38,76,0.2,1015,25,10,90,15,Brazil
2020-11-29,25,17,0.0,13.0,5,100,06:00 PM,04:52 AM,05:31 AM,06:30 PM,16,21,22,21,22,34,74,0.1,1015,25,10,83,16,Brazil
2020-11-30,26,17,0.0,13.0,6,100,06:52 PM,05:35 AM,05:31 AM,06:30 PM,15,22,22,21,15,21,69,0.0,1014,26,10,57,10,Brazil
2020-12-01,27,19,0.0,12.0,5,89,07:46 PM,06:20 AM,05:31 AM,06:31 PM,17,24,24,23,10,41,70,0.7,1013,27,10,44,7,Brazil
2020-12-02,28,20,0.0,13.0,6,82,08:39 PM,07:09 AM,05:31 AM,06:31 PM,16,24,24,23,12,12,63,0.0,1012,28,10,74,8,Brazil
2020-12-03,29,21,0.0,13.0,7,75,09:32 PM,08:02 AM,05:32 AM,06:32 PM,15,26,26,25,10,15,56,0.0,1011,29,10,235,7,Brazil
2020-12-04,31,22,0.0,13.0,7,67,10:22 PM,08:57 AM,05:32 AM,06:33 PM,15,27,27,26,6,24,52,0.0,1012,31,10,88,4,Brazil
2020-12-05,31,21,0.0,9.4,6,60,11:10 PM,09:54 AM,05:32 AM,06:33 PM,17,26,26,24,7,63,68,27.4,1012,31,9,179,5,Brazil
2020-12-06,26,20,0.0,8.1,5,53,11:55 PM,10:50 AM,05:32 AM,06:34 PM,19,24,24,22,14,77,80,25.7,1011,26,8,157,9,Brazil
2020-12-07,25,20,0.0,8.1,5,46,No moonrise,11:47 AM,05:33 AM,06:34 PM,18,23,23,22,17,65,80,16.7,1012,25,9,313,10,Brazil
2020-12-08,25,20,0.0,8.1,5,38,12:38 AM,12:42 PM,05:33 AM,06:35 PM,18,23,23,22,11,73,80,13.5,1012,25,9,287,7,Brazil
2020-12-09,24,20,0.0,9.4,5,31,01:21 AM,01:39 PM,05:33 AM,06:35 PM,18,21,22,21,13,74,80,12.2,1012,24,9,306,9,Brazil
2020-12-10,25,19,0.0,9.4,5,24,02:03 AM,02:36 PM,05:34 AM,06:36 PM,18,21,22,21,18,72,81,14.5,1012,25,9,284,12,Brazil
2020-12-11,25,19,0.0,8.1,5,17,02:47 AM,03:36 PM,05:34 AM,06:37 PM,18,23,23,22,12,81,76,22.0,1013,25,8,251,7,Brazil
2020-12-12,24,16,0.0,9.4,5,9,03:34 AM,04:38 PM,05:34 AM,06:37 PM,18,20,21,20,9,79,87,31.9,1014,24,8,139,6,Brazil
2020-12-13,27,19,0.0,13.0,6,2,04:24 AM,05:43 PM,05:35 AM,06:38 PM,17,24,24,23,12,30,72,0.8,1014,27,10,82,9,Brazil
2020-12-14,28,18,0.0,13.0,6,0,05:20 AM,06:48 PM,05:35 AM,06:38 PM,15,24,24,23,13,11,63,0.0,1013,28,10,90,8,Brazil
2020-12-15,28,19,0.0,13.0,7,0,06:19 AM,07:52 PM,05:35 AM,06:39 PM,15,24,24,23,11,12,60,0.0,1012,28,10,42,8,Brazil
2020-12-16,29,20,0.0,13.0,7,5,07:21 AM,08:51 PM,05:36 AM,06:39 PM,17,25,25,24,11,9,65,0.0,1012,29,10,77,8,Brazil
2020-12-17,29,20,0.0,13.0,6,12,08:22 AM,09:45 PM,05:36 AM,06:40 PM,17,25,25,24,14,21,64,0.1,1013,29,10,77,9,Brazil
2020-12-18,30,20,0.0,13.0,7,20,09:21 AM,10:31 PM,05:37 AM,06:40 PM,16,25,25,24,12,14,61,0.0,1011,30,10,53,8,Brazil
2020-12-19,28,21,0.0,10.7,6,27,10:16 AM,11:14 PM,05:37 AM,06:41 PM,17,26,26,24,7,60,67,5.2,1010,28,9,167,5,Brazil
2020-12-20,28,21,0.0,8.1,6,34,11:08 AM,11:52 PM,05:38 AM,06:41 PM,19,26,26,24,6,79,72,25.5,1010,28,8,242,3,Brazil
2020-12-21,27,20,0.0,8.2,5,41,11:57 AM,No moonset,05:38 AM,06:42 PM,19,25,25,23,10,79,77,19.5,1011,27,8,153,7,Brazil
2020-12-22,24,19,0.0,10.7,5,49,12:44 PM,12:28 AM,05:39 AM,06:42 PM,18,21,22,21,18,70,86,11.7,1011,24,9,336,13,Brazil
2020-12-23,25,19,0.0,9.4,5,56,01:30 PM,01:03 AM,05:39 AM,06:43 PM,18,21,22,21,14,61,85,13.8,1011,25,9,343,9,Brazil
2020-12-24,24,19,0.0,9.4,5,63,02:16 PM,01:37 AM,05:40 AM,06:43 PM,18,21,22,21,12,63,86,27.3,1010,24,8,297,8,Brazil
2020-12-25,25,19,0.0,10.7,5,70,03:04 PM,02:12 AM,05:40 AM,06:44 PM,18,23,23,22,16,66,79,17.0,1009,25,9,118,10,Brazil
2020-12-26,25,19,0.0,9.4,5,78,03:54 PM,02:50 AM,05:41 AM,06:44 PM,18,22,22,21,16,69,80,16.7,1009,25,8,40,10,Brazil
2020-12-27,26,19,0.0,9.4,5,85,04:45 PM,03:31 AM,05:41 AM,06:45 PM,18,23,23,22,16,68,78,18.6,1012,26,9,48,10,Brazil
2020-12-28,26,19,0.0,9.4,5,92,05:38 PM,04:15 AM,05:42 AM,06:45 PM,18,23,23,22,15,58,78,3.3,1013,26,10,70,10,Brazil
2020-12-29,27,18,0.0,13.0,5,100,06:32 PM,05:03 AM,05:42 AM,06:46 PM,17,23,23,22,15,27,72,0.1,1012,27,10,73,11,Brazil
2020-12-30,27,19,0.0,13.0,5,100,07:27 PM,05:56 AM,05:43 AM,06:46 PM,17,24,24,23,11,30,73,0.2,1011,27,10,49,8,Brazil
2020-12-31,29,20,0.0,13.0,6,89,08:18 PM,06:51 AM,05:44 AM,06:46 PM,18,25,25,24,7,36,71,0.5,1012,29,10,83,5,Brazil
2021-01-01,27,21,0.0,10.7,5,79,09:08 PM,07:49 AM,05:44 AM,06:47 PM,18,25,25,24,6,57,70,1.9,1013,27,10,234,4,Brazil
2021-01-02,27,20,0.0,10.7,5,71,09:55 PM,08:46 AM,05:45 AM,06:47 PM,18,24,24,23,11,65,73,10.0,1011,27,9,203,7,Brazil
2021-01-03,27,20,0.0,12.0,5,64,10:38 PM,09:43 AM,05:45 AM,06:47 PM,17,24,24,23,13,51,70,6.2,1010,27,9,248,9,Brazil
2021-01-04,25,19,0.0,8.1,5,57,11:20 PM,10:38 AM,05:46 AM,06:48 PM,18,23,23,22,15,77,77,19.5,1011,25,8,214,9,Brazil
2021-01-05,26,19,0.0,9.4,5,50,No moonrise,11:34 AM,05:47 AM,06:48 PM,17,23,23,22,11,50,73,6.5,1012,26,9,63,7,Brazil
2021-01-06,29,20,0.0,8.1,6,42,12:01 AM,12:29 PM,05:47 AM,06:48 PM,18,25,25,24,6,66,71,3.7,1012,29,10,100,4,Brazil
2021-01-07,28,21,0.0,9.4,6,35,12:43 AM,01:26 PM,05:48 AM,06:48 PM,18,26,26,24,6,55,71,7.2,1012,28,9,157,4,Brazil
2021-01-08,27,20,0.0,10.7,5,28,01:27 AM,02:25 PM,05:48 AM,06:49 PM,19,25,25,23,10,68,76,17.3,1012,27,8,153,7,Brazil
2021-01-09,27,21,0.0,10.7,5,20,02:14 AM,03:27 PM,05:49 AM,06:49 PM,18,24,24,22,10,68,78,14.9,1011,27,8,143,6,Brazil
2021-01-10,26,20,0.0,9.4,5,13,03:06 AM,04:29 PM,05:50 AM,06:49 PM,18,24,24,22,10,73,78,16.4,1011,26,7,248,6,Brazil
2021-01-11,27,20,0.0,8.1,5,6,04:02 AM,05:33 PM,05:50 AM,06:49 PM,19,25,25,23,11,68,77,13.0,1011,27,9,287,7,Brazil
2021-01-12,28,21,0.0,9.4,5,0,05:02 AM,06:34 PM,05:51 AM,06:49 PM,19,26,26,24,11,75,77,14.0,1011,28,9,323,7,Brazil
2021-01-13,27,20,0.0,10.7,5,0,06:04 AM,07:30 PM,05:51 AM,06:50 PM,19,25,25,23,10,64,76,17.6,1010,27,8,107,6,Brazil
2021-01-14,26,20,0.0,10.7,5,1,07:04 AM,08:21 PM,05:52 AM,06:50 PM,18,24,24,23,14,60,78,16.6,1010,26,8,111,9,Brazil
2021-01-15,26,19,0.0,10.7,5,8,08:02 AM,09:06 PM,05:53 AM,06:50 PM,17,21,22,21,13,69,80,9.5,1012,26,8,46,9,Brazil
2021-01-16,25,19,0.0,9.4,5,16,08:56 AM,09:47 PM,05:53 AM,06:50 PM,18,22,22,21,14,75,83,23.7,1011,25,8,184,8,Brazil
2021-01-17,25,19,0.0,9.4,5,23,09:47 AM,10:24 PM,05:54 AM,06:50 PM,18,22,22,21,8,76,83,31.2,1011,25,8,154,5,Brazil
2021-01-18,25,19,0.0,10.7,5,30,10:36 AM,11:00 PM,05:54 AM,06:50 PM,18,23,23,22,14,65,80,4.4,1011,25,10,57,10,Brazil
2021-01-19,26,18,0.0,13.0,5,38,11:23 AM,11:35 PM,05:55 AM,06:50 PM,17,23,23,22,16,24,73,0.2,1012,26,10,72,11,Brazil
2021-01-20,26,18,0.0,13.0,5,45,12:10 PM,No moonset,05:55 AM,06:50 PM,15,22,22,21,15,33,67,2.9,1013,26,10,80,10,Brazil
2021-01-21,26,18,0.0,11.9,5,52,12:57 PM,12:10 AM,05:56 AM,06:50 PM,15,22,22,21,16,32,69,0.5,1014,26,10,84,11,Brazil
2021-01-22,26,19,0.0,9.4,5,59,01:45 PM,12:46 AM,05:57 AM,06:50 PM,17,23,23,22,17,71,74,3.1,1015,26,9,82,12,Brazil
2021-01-23,26,18,0.0,12.9,5,67,02:35 PM,01:25 AM,05:57 AM,06:50 PM,16,22,22,21,19,29,74,1.0,1015,26,10,86,13,Brazil
2021-01-24,26,17,0.0,12.9,5,74,03:28 PM,02:08 AM,05:58 AM,06:50 PM,16,22,22,21,17,22,72,0.9,1013,26,10,83,11,Brazil
2021-01-25,26,17,0.0,11.9,5,81,04:21 PM,02:54 AM,05:58 AM,06:50 PM,17,23,23,22,14,31,73,3.4,1012,26,10,71,9,Brazil
2021-01-26,26,18,0.0,10.6,5,88,05:16 PM,03:45 AM,05:59 AM,06:50 PM,17,23,23,22,14,40,75,4.4,1012,26,9,70,9,Brazil
2021-01-27,27,18,0.0,11.9,5,96,06:10 PM,04:40 AM,05:59 AM,06:49 PM,18,23,23,22,16,31,76,1.3,1012,27,10,75,11,Brazil
2021-01-28,27,18,0.0,12.5,5,100,07:01 PM,05:38 AM,06:00 AM,06:49 PM,16,23,23,22,14,22,67,0.3,1012,27,10,70,9,Brazil
2021-01-29,27,18,0.0,12.5,5,90,07:50 PM,06:36 AM,06:00 AM,06:49 PM,15,24,24,23,14,21,65,0.3,1012,27,10,79,10,Brazil
2021-01-30,28,19,0.0,8.9,5,82,08:35 PM,07:35 AM,06:01 AM,06:49 PM,15,24,24,23,15,41,64,0.5,1013,28,10,88,10,Brazil
2021-01-31,27,19,0.0,8.9,5,79,09:19 PM,08:32 AM,06:01 AM,06:49 PM,16,24,24,23,13,39,66,0.5,1013,27,10,87,8,Brazil
2021-02-01,28,20,0.0,10.3,5,63,10:01 PM,09:29 AM,06:02 AM,06:48 PM,16,25,25,23,12,25,63,0.3,1012,28,10,90,8,Brazil
2021-02-02,29,20,0.0,10.3,6,55,10:43 PM,10:25 AM,06:02 AM,06:48 PM,17,25,25,24,13,23,68,1.2,1012,29,10,74,9,Brazil
2021-02-03,27,21,0.0,6.2,5,48,11:26 PM,11:22 AM,06:03 AM,06:48 PM,18,24,24,23,8,77,73,21.4,1013,27,9,145,5,Brazil
2021-02-04,27,20,0.0,7.6,5,40,No moonrise,12:19 PM,06:03 AM,06:48 PM,18,25,25,23,11,72,74,13.7,1012,27,9,283,7,Brazil
2021-02-05,26,20,0.0,6.2,5,33,12:11 AM,01:19 PM,06:04 AM,06:47 PM,19,24,24,23,20,70,81,17.5,1010,26,9,323,12,Brazil
2021-02-06,21,19,0.0,7.6,5,25,01:00 AM,02:20 PM,06:04 AM,06:47 PM,18,20,21,20,25,62,87,1.9,1011,21,9,322,17,Brazil
2021-02-07,22,19,0.0,7.6,5,18,01:54 AM,03:22 PM,06:05 AM,06:47 PM,18,20,21,20,28,91,91,28.4,1011,22,8,323,21,Brazil
