date_time,Morocco_maxtempC,Morocco_mintempC,Morocco_totalSnow_cm,Morocco_sunHour,Morocco_uvIndex,Morocco_moon_illumination,Morocco_moonrise,Morocco_moonset,Morocco_sunrise,Morocco_sunset,Morocco_DewPointC,Morocco_FeelsLikeC,Morocco_HeatIndexC,Morocco_WindChillC,Morocco_WindGustKmph,Morocco_cloudcover,Morocco_humidity,Morocco_precipMM,Morocco_pressure,Morocco_tempC,Morocco_visibility,Morocco_winddirDegree,Morocco_windspeedKmph,Morocco_location
2020-01-01,18,15,0.0,10.0,5,37,12:45 PM,No moonset,08:33 AM,06:28 PM,10,16,16,16,11,1,65,0.0,1029,18,10,224,8,Morocco
2020-01-02,18,9,0.0,10.0,5,44,01:14 PM,12:27 AM,08:33 AM,06:29 PM,12,14,15,14,9,0,78,0.0,1030,18,10,218,7,Morocco
2020-01-03,17,13,0.0,10.0,4,51,01:41 PM,01:21 AM,08:33 AM,06:30 PM,11,15,15,15,11,4,81,0.0,1031,17,10,165,8,Morocco
2020-01-04,15,11,0.0,10.0,3,59,02:09 PM,02:15 AM,08:33 AM,06:31 PM,9,13,13,13,13,44,78,0.0,1030,15,10,107,9,Morocco
2020-01-05,15,11,0.0,10.0,4,66,02:39 PM,03:11 AM,08:33 AM,06:32 PM,10,13,13,13,10,16,81,0.0,1026,15,10,194,7,Morocco
2020-01-06,16,12,0.0,9.9,3,73,03:13 PM,04:09 AM,08:33 AM,06:32 PM,10,14,14,14,11,55,81,0.0,1026,16,10,118,8,Morocco
2020-01-07,18,11,0.0,10.0,4,80,03:50 PM,05:09 AM,08:33 AM,06:33 PM,8,13,13,13,15,5,71,0.0,1027,18,10,62,9,Morocco
2020-01-08,17,9,0.0,10.0,4,88,04:34 PM,06:10 AM,08:33 AM,06:34 PM,7,13,14,13,9,3,64,0.0,1027,17,10,155,6,Morocco
2020-01-09,16,12,0.0,10.0,4,95,05:26 PM,07:12 AM,08:33 AM,06:35 PM,9,14,14,14,11,14,75,0.0,1027,16,10,250,8,Morocco
2020-01-10,16,13,0.0,10.0,3,100,06:24 PM,08:13 AM,08:33 AM,06:36 PM,10,14,14,14,11,46,79,0.0,1027,16,10,239,8,Morocco
2020-01-11,17,10,0.0,10.0,4,100,07:30 PM,09:10 AM,08:33 AM,06:37 PM,7,12,13,12,24,5,69,0.0,1025,17,10,111,15,Morocco
2020-01-12,18,10,0.0,10.1,4,83,08:38 PM,10:01 AM,08:33 AM,06:38 PM,7,11,13,11,31,0,67,0.0,1026,18,10,66,19,Morocco
2020-01-13,16,12,0.0,6.7,3,76,09:48 PM,10:46 AM,08:33 AM,06:39 PM,8,13,13,13,9,50,69,0.0,1025,16,10,186,6,Morocco
2020-01-14,16,11,0.0,5.0,3,69,10:57 PM,11:27 AM,08:33 AM,06:40 PM,6,13,13,13,12,75,62,0.0,1023,16,10,159,7,Morocco
2020-01-15,20,12,0.0,10.1,5,61,No moonrise,12:03 PM,08:33 AM,06:40 PM,3,15,15,15,15,27,46,0.0,1025,20,10,159,8,Morocco
2020-01-16,18,12,0.0,10.1,4,54,12:05 AM,12:37 PM,08:32 AM,06:41 PM,3,14,15,14,13,18,46,0.0,1027,18,10,193,7,Morocco
2020-01-17,18,13,0.0,10.1,5,47,01:11 AM,01:11 PM,08:32 AM,06:42 PM,4,15,15,15,14,6,49,0.0,1031,18,10,87,8,Morocco
2020-01-18,18,13,0.0,10.0,4,40,02:16 AM,01:46 PM,08:32 AM,06:43 PM,7,15,15,15,11,23,59,0.0,1031,18,10,206,6,Morocco
2020-01-19,15,12,0.0,5.1,3,32,03:22 AM,02:23 PM,08:31 AM,06:44 PM,9,12,14,12,32,72,74,4.9,1024,15,9,293,21,Morocco
2020-01-20,12,10,0.0,8.3,3,25,04:26 AM,03:04 PM,08:31 AM,06:45 PM,6,10,11,10,15,72,69,0.7,1012,12,10,245,10,Morocco
2020-01-21,13,9,0.0,6.7,3,18,05:30 AM,03:49 PM,08:31 AM,06:46 PM,6,10,11,10,11,51,72,0.1,1011,13,10,204,7,Morocco
2020-01-22,15,10,0.0,6.7,3,11,06:30 AM,04:39 PM,08:30 AM,06:47 PM,8,11,12,11,28,51,74,1.3,1014,15,10,214,18,Morocco
2020-01-23,17,11,0.0,6.7,3,3,07:27 AM,05:33 PM,08:30 AM,06:48 PM,9,12,13,12,32,65,74,4.1,1016,17,9,207,20,Morocco
2020-01-24,18,12,0.0,8.4,3,0,08:17 AM,06:30 PM,08:29 AM,06:49 PM,10,13,14,13,30,60,76,3.6,1018,18,10,212,19,Morocco
2020-01-25,16,13,0.0,5.1,3,0,09:02 AM,07:28 PM,08:29 AM,06:50 PM,10,13,14,13,40,74,75,6.9,1019,16,10,220,26,Morocco
2020-01-26,16,12,0.0,8.4,3,4,09:41 AM,08:25 PM,08:28 AM,06:51 PM,10,12,13,12,18,47,81,1.4,1025,16,10,225,11,Morocco
2020-01-27,17,11,0.0,10.2,4,11,10:15 AM,09:22 PM,08:28 AM,06:52 PM,9,13,13,13,13,6,78,0.0,1026,17,10,105,9,Morocco
2020-01-28,18,11,0.0,10.3,4,18,10:45 AM,10:17 PM,08:27 AM,06:53 PM,9,13,14,13,17,1,72,0.0,1025,18,10,69,10,Morocco
2020-01-29,18,13,0.0,8.4,4,26,11:14 AM,11:12 PM,08:27 AM,06:54 PM,7,15,16,15,11,33,58,0.0,1025,18,10,176,6,Morocco
2020-01-30,20,15,0.0,10.0,4,33,11:42 AM,No moonset,08:26 AM,06:55 PM,7,17,16,17,10,39,53,0.0,1026,20,10,172,5,Morocco
2020-01-31,20,13,0.0,10.3,5,37,12:09 PM,12:06 AM,08:25 AM,06:56 PM,8,16,16,16,17,12,58,0.0,1026,20,10,73,9,Morocco
2020-02-01,20,14,0.0,10.3,5,49,12:38 PM,01:00 AM,08:25 AM,06:57 PM,9,16,16,16,18,5,62,0.0,1025,20,10,78,10,Morocco
2020-02-02,24,14,0.0,10.3,5,57,01:09 PM,01:56 AM,08:24 AM,06:58 PM,11,17,18,17,16,0,69,0.0,1025,24,10,69,9,Morocco
2020-02-03,22,16,0.0,10.4,5,64,01:44 PM,02:53 AM,08:23 AM,06:59 PM,11,19,19,19,11,6,60,0.0,1026,22,10,164,6,Morocco
2020-02-04,21,11,0.0,10.8,5,72,02:24 PM,03:53 AM,08:22 AM,07:00 PM,12,17,17,17,12,0,68,0.0,1026,21,10,104,7,Morocco
2020-02-05,20,16,0.0,10.8,5,79,03:11 PM,04:54 AM,08:22 AM,07:01 PM,13,18,18,18,6,1,71,0.0,1022,20,10,204,5,Morocco
2020-02-06,22,16,0.0,10.1,4,87,04:05 PM,05:55 AM,08:21 AM,07:02 PM,11,18,18,18,11,30,64,0.0,1019,22,10,211,6,Morocco
2020-02-07,18,14,0.0,10.8,5,95,05:08 PM,06:53 AM,08:20 AM,07:03 PM,12,16,16,16,20,38,78,0.0,1023,18,10,245,13,Morocco
2020-02-08,17,13,0.0,10.9,5,100,06:15 PM,07:48 AM,08:19 AM,07:04 PM,12,15,15,15,12,24,84,0.0,1026,17,10,256,8,Morocco
2020-02-09,17,12,0.0,10.9,5,100,07:27 PM,08:36 AM,08:18 AM,07:05 PM,11,14,14,14,18,15,82,0.0,1027,17,10,59,12,Morocco
2020-02-10,19,13,0.0,10.9,5,83,08:39 PM,09:20 AM,08:17 AM,07:06 PM,12,16,16,16,13,4,80,0.0,1029,19,10,115,9,Morocco
2020-02-11,19,15,0.0,10.9,5,75,09:50 PM,09:59 AM,08:16 AM,07:07 PM,12,17,17,17,8,2,74,0.0,1027,19,10,167,6,Morocco
2020-02-12,18,14,0.0,8.5,4,68,10:59 PM,10:36 AM,08:15 AM,07:08 PM,10,16,16,16,7,35,69,0.0,1025,18,10,201,4,Morocco
2020-02-13,18,13,0.0,10.9,5,60,No moonrise,11:11 AM,08:15 AM,07:09 PM,12,15,15,15,13,20,79,0.0,1024,18,10,116,9,Morocco
2020-02-14,19,13,0.0,11.0,5,53,12:07 AM,11:47 AM,08:14 AM,07:10 PM,12,15,15,15,16,7,81,0.0,1023,19,10,48,10,Morocco
2020-02-15,20,11,0.0,11.0,5,45,01:14 AM,12:23 PM,08:13 AM,07:11 PM,12,16,16,16,9,12,79,0.0,1024,20,10,197,6,Morocco
2020-02-16,20,15,0.0,11.0,5,38,02:20 AM,01:03 PM,08:12 AM,07:12 PM,13,17,17,17,11,1,76,0.0,1026,20,10,141,7,Morocco
2020-02-17,18,14,0.0,11.0,5,30,03:25 AM,01:47 PM,08:10 AM,07:13 PM,12,16,16,16,13,0,79,0.0,1028,18,10,125,9,Morocco
2020-02-18,17,12,0.0,8.6,4,22,04:25 AM,02:35 PM,08:09 AM,07:14 PM,12,15,15,15,12,42,85,0.0,1026,17,10,146,8,Morocco
2020-02-19,21,14,0.0,11.1,5,15,05:23 AM,03:28 PM,08:08 AM,07:15 PM,13,16,16,16,16,31,80,0.0,1022,21,10,87,11,Morocco
2020-02-20,19,14,0.0,11.1,5,7,06:14 AM,04:22 PM,08:07 AM,07:15 PM,11,16,16,16,18,35,72,0.1,1018,19,10,189,11,Morocco
2020-02-21,23,14,0.0,11.1,5,0,07:00 AM,05:20 PM,08:06 AM,07:16 PM,11,17,18,17,27,6,65,0.0,1020,23,10,73,15,Morocco
2020-02-22,24,14,0.0,11.1,5,0,07:40 AM,06:17 PM,08:05 AM,07:17 PM,8,18,19,18,35,0,53,0.0,1022,24,10,78,18,Morocco
2020-02-23,24,16,0.0,11.1,6,0,08:15 AM,07:14 PM,08:04 AM,07:18 PM,8,19,20,19,20,0,48,0.0,1025,24,10,84,10,Morocco
2020-02-24,22,18,0.0,11.2,6,0,08:47 AM,08:10 PM,08:03 AM,07:19 PM,9,19,20,19,10,3,53,0.0,1026,22,10,215,6,Morocco
2020-02-25,18,10,0.0,11.2,5,8,09:16 AM,09:05 PM,08:02 AM,07:20 PM,12,15,15,15,13,9,81,0.0,1026,18,10,224,9,Morocco
2020-02-26,17,13,0.0,11.2,5,15,09:44 AM,09:59 PM,08:01 AM,07:21 PM,11,15,15,15,13,5,80,0.0,1024,17,10,157,10,Morocco
2020-02-27,18,10,0.0,11.6,5,23,10:11 AM,10:53 PM,07:59 AM,07:22 PM,9,13,14,13,20,1,72,0.0,1021,18,10,53,13,Morocco
2020-02-28,19,14,0.0,8.7,4,30,10:39 AM,11:48 PM,07:58 AM,07:23 PM,11,16,16,16,11,50,72,0.0,1019,19,10,199,8,Morocco
2020-02-29,18,14,0.0,11.6,5,38,11:09 AM,No moonset,07:57 AM,07:23 PM,11,15,15,15,15,27,77,0.0,1022,18,10,256,10,Morocco
2020-03-01,18,13,0.0,10.2,4,44,11:41 AM,12:43 AM,07:56 AM,07:24 PM,12,15,15,15,14,40,82,0.0,1022,18,10,226,10,Morocco
2020-03-02,18,14,0.0,7.3,4,51,12:17 PM,01:41 AM,07:55 AM,07:25 PM,13,16,16,16,20,36,83,0.2,1022,18,10,246,14,Morocco
2020-03-03,18,13,0.0,11.6,4,58,01:00 PM,02:40 AM,07:53 AM,07:26 PM,12,15,16,15,13,28,80,0.1,1025,18,10,159,9,Morocco
2020-03-04,20,11,0.0,11.6,5,65,01:50 PM,03:39 AM,07:52 AM,07:27 PM,10,14,15,14,24,1,73,0.0,1023,20,10,52,15,Morocco
2020-03-05,17,14,0.0,7.3,4,73,02:47 PM,04:37 AM,07:51 AM,07:28 PM,12,15,15,15,13,51,79,0.1,1021,17,10,233,9,Morocco
2020-03-06,16,12,0.0,10.2,3,80,03:51 PM,05:33 AM,07:49 AM,07:28 PM,9,13,14,13,24,45,73,1.1,1025,16,10,102,16,Morocco
2020-03-07,17,10,0.0,11.6,4,87,05:00 PM,06:23 AM,07:48 AM,07:29 PM,8,12,13,12,22,2,72,0.0,1023,17,10,55,15,Morocco
2020-03-08,19,11,0.0,11.6,5,95,06:12 PM,07:09 AM,07:47 AM,07:30 PM,9,14,15,14,22,0,68,0.0,1023,19,10,92,14,Morocco
2020-03-09,18,13,0.0,10.2,4,100,07:25 PM,07:51 AM,07:46 AM,07:31 PM,11,15,15,15,12,14,76,0.0,1025,18,10,146,9,Morocco
2020-03-10,21,13,0.0,11.6,5,100,08:36 PM,08:29 AM,07:44 AM,07:32 PM,10,16,16,16,20,0,66,0.0,1022,21,10,65,12,Morocco
2020-03-11,23,16,0.0,11.6,5,84,09:48 PM,09:06 AM,07:43 AM,07:33 PM,12,19,19,19,11,7,66,0.0,1019,23,10,217,7,Morocco
2020-03-12,22,16,0.0,11.6,5,76,10:58 PM,09:42 AM,07:42 AM,07:33 PM,12,18,19,18,9,10,65,0.0,1020,22,10,253,6,Morocco
2020-03-13,19,15,0.0,11.6,5,69,No moonrise,10:19 AM,07:40 AM,07:34 PM,13,17,17,17,9,9,78,0.0,1018,19,10,249,7,Morocco
2020-03-14,18,14,0.0,10.2,4,62,12:08 AM,11:00 AM,07:39 AM,07:35 PM,13,16,16,16,9,53,83,0.0,1016,18,10,235,7,Morocco
2020-03-15,18,14,0.0,8.8,4,55,01:15 AM,11:43 AM,07:38 AM,07:36 PM,13,16,16,16,14,69,84,0.0,1015,18,10,276,10,Morocco
2020-03-16,14,12,0.0,8.8,3,47,02:19 AM,12:31 PM,07:36 AM,07:36 PM,8,13,14,13,24,59,70,0.5,1019,14,9,247,18,Morocco
2020-03-17,15,9,0.0,10.2,3,40,03:19 AM,01:23 PM,07:35 AM,07:37 PM,6,11,12,11,18,36,65,0.2,1017,15,10,218,12,Morocco
2020-03-18,18,11,0.0,8.8,3,33,04:12 AM,02:18 PM,07:34 AM,07:38 PM,10,14,14,14,16,60,77,1.5,1011,18,8,159,12,Morocco
2020-03-19,23,16,0.0,7.4,4,25,05:00 AM,03:15 PM,07:32 AM,07:39 PM,13,18,19,18,42,68,70,2.4,1010,23,10,82,25,Morocco
2020-03-20,19,14,0.0,7.4,4,18,05:41 AM,04:11 PM,07:31 AM,07:40 PM,13,16,16,16,31,65,81,1.5,1012,19,10,218,22,Morocco
2020-03-21,16,13,0.0,6.1,3,11,06:17 AM,05:08 PM,07:30 AM,07:40 PM,9,13,14,13,37,80,69,2.3,1016,16,10,251,26,Morocco
2020-03-22,16,12,0.0,10.2,3,4,06:49 AM,06:04 PM,07:28 AM,07:41 PM,10,13,14,13,30,64,77,1.3,1012,16,10,256,21,Morocco
2020-03-23,16,11,0.0,11.6,4,0,07:19 AM,06:59 PM,07:27 AM,07:42 PM,10,13,14,13,22,12,77,0.0,1009,16,10,132,16,Morocco
2020-03-24,17,13,0.0,6.1,4,0,07:47 AM,07:53 PM,07:25 AM,07:43 PM,11,14,15,14,19,74,80,6.8,1008,17,10,197,13,Morocco
2020-03-25,18,13,0.0,7.5,4,3,08:14 AM,08:48 PM,07:24 AM,07:43 PM,12,15,15,15,20,57,82,0.6,1014,18,10,220,14,Morocco
2020-03-26,18,14,0.0,11.6,5,11,08:41 AM,09:43 PM,07:23 AM,07:44 PM,11,15,15,15,14,15,77,0.0,1013,18,10,158,10,Morocco
2020-03-27,17,12,0.0,10.2,4,18,09:10 AM,10:38 PM,07:21 AM,07:45 PM,11,14,14,14,13,39,78,0.0,1012,17,10,226,9,Morocco
2020-03-28,16,13,0.0,11.6,5,25,09:42 AM,11:35 PM,07:20 AM,07:46 PM,8,15,15,15,12,40,65,0.0,1014,16,10,255,9,Morocco
2020-03-29,16,12,0.0,11.6,4,32,10:16 AM,No moonset,07:19 AM,07:46 PM,9,14,14,14,11,33,71,0.0,1017,16,10,245,8,Morocco
2020-03-30,17,12,0.0,11.6,5,40,10:56 AM,12:32 AM,07:17 AM,07:47 PM,9,14,14,14,11,12,71,0.0,1013,17,10,228,8,Morocco
2020-03-31,18,15,0.0,6.2,4,44,11:42 AM,01:31 AM,07:16 AM,07:48 PM,12,16,16,16,46,78,77,2.7,1009,18,10,233,32,Morocco
2020-04-01,17,13,0.0,8.9,4,56,12:34 PM,02:27 AM,07:14 AM,07:49 PM,11,14,15,14,26,73,75,4.6,1015,17,10,254,18,Morocco
2020-04-02,16,13,0.0,6.2,3,64,01:33 PM,03:23 AM,07:13 AM,07:49 PM,9,14,14,14,29,68,71,2.4,1016,16,9,254,20,Morocco
2020-04-03,20,11,0.0,11.6,5,71,02:38 PM,04:13 AM,07:12 AM,07:50 PM,9,15,15,15,22,4,67,0.0,1014,20,10,83,15,Morocco
2020-04-04,22,14,0.0,10.3,4,79,03:47 PM,05:00 AM,07:10 AM,07:51 PM,9,18,19,18,14,42,56,0.0,1012,22,10,145,9,Morocco
2020-04-05,20,16,0.0,11.6,5,87,04:58 PM,05:42 AM,07:09 AM,07:52 PM,13,18,18,18,14,28,71,0.0,1017,20,10,245,10,Morocco
2020-04-06,20,16,0.0,11.6,5,94,06:09 PM,06:21 AM,07:08 AM,07:52 PM,15,18,18,18,13,26,82,0.0,1020,20,10,199,9,Morocco
2020-04-07,23,15,0.0,11.6,5,100,07:22 PM,06:58 AM,07:06 AM,07:53 PM,14,19,19,19,21,8,77,0.0,1019,23,10,43,13,Morocco
2020-04-08,22,17,0.0,11.6,5,100,08:33 PM,07:34 AM,07:05 AM,07:54 PM,15,19,20,19,9,22,76,0.0,1018,22,10,256,6,Morocco
2020-04-09,22,18,0.0,11.6,5,83,09:46 PM,08:11 AM,07:04 AM,07:55 PM,14,19,19,19,9,35,72,0.0,1017,22,10,267,6,Morocco
2020-04-10,20,16,0.0,10.3,4,76,10:56 PM,08:51 AM,07:02 AM,07:55 PM,15,18,18,18,16,43,84,0.0,1018,20,9,198,12,Morocco
2020-04-11,20,16,0.0,11.6,5,68,No moonrise,09:34 AM,07:01 AM,07:56 PM,14,18,18,18,12,30,82,0.0,1016,20,10,302,9,Morocco
2020-04-12,19,15,0.0,10.3,4,61,12:05 AM,10:22 AM,07:00 AM,07:57 PM,14,17,17,17,19,38,83,0.4,1013,19,10,241,14,Morocco
2020-04-13,18,15,0.0,9.0,4,53,01:09 AM,11:14 AM,06:59 AM,07:58 PM,13,16,16,16,24,55,81,4.9,1012,18,10,236,16,Morocco
2020-04-14,20,14,0.0,11.6,5,46,02:07 AM,12:10 PM,06:57 AM,07:58 PM,11,17,17,17,17,23,70,0.2,1010,20,10,228,12,Morocco
2020-04-15,19,15,0.0,11.6,4,38,02:58 AM,01:07 PM,06:56 AM,07:59 PM,12,18,18,18,22,42,70,2.2,1013,19,10,234,15,Morocco
2020-04-16,20,15,0.0,10.4,4,30,03:42 AM,02:05 PM,06:55 AM,08:00 PM,12,17,18,17,14,16,72,0.0,1015,20,10,237,10,Morocco
2020-04-17,19,16,0.0,11.6,5,23,04:19 AM,03:02 PM,06:54 AM,08:01 PM,13,18,18,18,13,10,76,0.0,1015,19,10,229,10,Morocco
2020-04-18,19,15,0.0,11.6,5,15,04:53 AM,03:59 PM,06:52 AM,08:01 PM,13,17,17,17,17,9,78,0.0,1012,19,10,194,13,Morocco
2020-04-19,19,16,0.0,9.2,4,8,05:23 AM,04:54 PM,06:51 AM,08:02 PM,13,17,17,17,23,41,76,1.5,1014,19,10,292,17,Morocco
2020-04-20,18,14,0.0,10.4,4,0,05:51 AM,05:48 PM,06:50 AM,08:03 PM,12,16,16,16,30,64,74,2.3,1018,18,10,265,22,Morocco
2020-04-21,17,15,0.0,8.0,4,0,06:18 AM,06:42 PM,06:49 AM,08:04 PM,10,15,16,15,45,68,70,7.8,1017,17,10,263,32,Morocco
2020-04-22,18,13,0.0,10.4,4,0,06:45 AM,07:37 PM,06:47 AM,08:04 PM,11,16,16,16,17,57,74,0.9,1016,18,10,187,13,Morocco
2020-04-23,20,13,0.0,11.6,5,0,07:13 AM,08:33 PM,06:46 AM,08:05 PM,13,16,17,16,16,12,77,0.0,1012,20,10,156,11,Morocco
2020-04-24,21,16,0.0,9.2,4,7,07:44 AM,09:30 PM,06:45 AM,08:06 PM,14,19,19,19,24,67,75,4.7,1009,21,10,219,17,Morocco
2020-04-25,18,15,0.0,9.2,4,15,08:17 AM,10:27 PM,06:44 AM,08:07 PM,13,17,17,17,31,73,79,8.6,1013,18,8,279,21,Morocco
2020-04-26,18,14,0.0,9.2,4,22,08:55 AM,11:26 PM,06:43 AM,08:07 PM,10,16,16,16,15,53,71,0.8,1016,18,10,257,11,Morocco
2020-04-27,19,14,0.0,11.6,5,30,09:39 AM,No moonset,06:42 AM,08:08 PM,11,16,17,16,13,20,71,0.0,1016,19,10,228,10,Morocco
2020-04-28,19,16,0.0,9.2,4,37,10:28 AM,12:23 AM,06:41 AM,08:09 PM,13,17,17,17,20,44,78,1.2,1018,19,10,225,14,Morocco
2020-04-29,19,16,0.0,11.6,5,45,11:24 AM,01:18 AM,06:40 AM,08:10 PM,13,18,18,18,16,3,75,0.0,1021,19,10,165,12,Morocco
2020-04-30,20,14,0.0,11.6,5,52,12:25 PM,02:09 AM,06:39 AM,08:11 PM,12,17,17,17,17,2,73,0.0,1022,20,10,175,13,Morocco
2020-05-01,21,16,0.0,11.6,5,58,01:31 PM,02:56 AM,06:38 AM,08:11 PM,14,18,18,18,18,20,78,0.0,1022,21,10,122,13,Morocco
2020-05-02,23,16,0.0,11.6,6,65,02:39 PM,03:38 AM,06:37 AM,08:12 PM,14,20,21,20,21,6,72,0.0,1019,23,10,85,14,Morocco
2020-05-03,35,20,0.0,11.6,8,72,03:48 PM,04:16 AM,06:36 AM,08:13 PM,14,28,28,27,24,1,46,0.0,1012,35,10,96,12,Morocco
2020-05-04,22,18,0.0,11.6,6,80,04:57 PM,04:52 AM,06:35 AM,08:14 PM,15,22,23,22,22,1,69,0.0,1013,22,10,275,15,Morocco
2020-05-05,21,17,0.0,11.6,5,87,06:08 PM,05:28 AM,06:34 AM,08:14 PM,15,19,19,19,16,22,79,0.0,1016,21,10,160,12,Morocco
2020-05-06,22,15,0.0,9.3,4,94,07:20 PM,06:03 AM,06:33 AM,08:15 PM,13,19,19,19,23,27,73,0.0,1016,22,10,33,16,Morocco
2020-05-07,23,18,0.0,10.4,5,100,08:31 PM,06:41 AM,06:32 AM,08:16 PM,15,20,21,20,20,18,76,0.0,1010,23,10,210,15,Morocco
2020-05-08,21,17,0.0,11.6,5,100,09:43 PM,07:23 AM,06:31 AM,08:17 PM,15,19,19,19,19,29,83,0.0,1015,21,10,269,14,Morocco
2020-05-09,20,16,0.0,11.6,4,84,10:51 PM,08:09 AM,06:30 AM,08:17 PM,13,18,18,18,16,40,77,0.0,1016,20,10,272,12,Morocco
2020-05-10,20,17,0.0,10.4,4,77,11:54 PM,09:00 AM,06:29 AM,08:18 PM,13,18,18,18,26,40,74,2.6,1016,20,10,267,19,Morocco
2020-05-11,21,15,0.0,11.6,4,70,No moonrise,09:56 AM,06:28 AM,08:19 PM,13,18,18,18,19,39,74,0.1,1015,21,10,265,14,Morocco
2020-05-12,19,16,0.0,7.0,4,62,12:50 AM,10:55 AM,06:28 AM,08:20 PM,12,18,18,18,27,67,69,5.3,1012,19,9,234,21,Morocco
2020-05-13,20,7,0.0,9.3,4,55,01:38 AM,11:55 AM,06:27 AM,08:21 PM,12,15,16,15,33,77,75,5.6,1010,20,10,246,24,Morocco
2020-05-14,20,14,0.0,11.6,4,48,02:19 AM,12:53 PM,06:26 AM,08:21 PM,10,16,17,16,44,26,67,7.6,1011,20,10,235,31,Morocco
2020-05-15,19,15,0.0,9.3,4,40,02:54 AM,01:51 PM,06:25 AM,08:22 PM,12,16,17,16,38,66,72,4.9,1012,19,10,225,27,Morocco
