date_time,Morocco_maxtempC,Morocco_mintempC,Morocco_totalSnow_cm,Morocco_sunHour,Morocco_uvIndex,Morocco_moon_illumination,Morocco_moonrise,Morocco_moonset,Morocco_sunrise,Morocco_sunset,Morocco_DewPointC,Morocco_FeelsLikeC,Morocco_HeatIndexC,Morocco_WindChillC,Morocco_WindGustKmph,Morocco_cloudcover,Morocco_humidity,Morocco_precipMM,Morocco_pressure,Morocco_tempC,Morocco_visibility,Morocco_winddirDegree,Morocco_windspeedKmph,Morocco_location
2020-10-24,21,16,0.0,11.0,5,49,03:24 PM,12:49 AM,07:40 AM,06:42 PM,13,18,18,18,18,1,70,0.0,1024,21,10,122,13,Morocco
2020-10-25,20,16,0.0,11.0,5,56,04:00 PM,01:50 AM,07:41 AM,06:41 PM,13,18,18,18,10,6,74,0.0,1023,20,10,203,8,Morocco
2020-10-26,19,16,0.0,5.5,4,64,04:32 PM,02:49 AM,07:42 AM,06:40 PM,12,17,17,17,21,61,73,1.0,1022,19,8,161,15,Morocco
2020-10-27,19,13,0.0,11.0,5,71,05:01 PM,03:47 AM,07:43 AM,06:39 PM,9,16,16,16,22,5,61,0.0,1021,19,10,51,15,Morocco
2020-10-28,20,14,0.0,10.9,5,78,05:29 PM,04:42 AM,07:44 AM,06:38 PM,10,17,17,17,19,5,65,0.0,1020,20,10,93,13,Morocco
2020-10-29,25,16,0.0,10.9,6,85,05:55 PM,05:37 AM,07:45 AM,06:37 PM,11,20,20,20,14,7,56,0.0,1020,25,10,118,9,Morocco
2020-10-30,24,21,0.0,10.9,6,93,06:21 PM,06:32 AM,07:46 AM,06:36 PM,13,23,23,22,10,19,55,0.0,1020,24,10,231,6,Morocco
2020-10-31,23,19,0.0,10.9,6,97,06:49 PM,07:27 AM,07:47 AM,06:35 PM,14,21,22,21,11,20,68,0.0,1023,23,10,266,7,Morocco
2020-11-01,22,14,0.0,10.9,6,89,07:20 PM,08:22 AM,07:47 AM,06:34 PM,15,19,21,19,10,2,75,0.0,1022,22,10,135,7,Morocco
2020-11-02,24,15,0.0,10.9,6,81,07:53 PM,09:19 AM,07:48 AM,06:33 PM,15,21,22,21,8,0,68,0.0,1020,24,10,250,6,Morocco
2020-11-03,22,19,0.0,8.5,5,74,08:31 PM,10:16 AM,07:49 AM,06:32 PM,17,20,21,20,13,37,81,0.0,1021,22,10,286,10,Morocco
2020-11-04,19,17,0.0,5.4,4,66,09:16 PM,11:13 AM,07:50 AM,06:31 PM,14,18,18,18,20,89,76,0.3,1015,19,10,245,15,Morocco
2020-11-05,21,17,0.0,10.8,5,58,10:06 PM,12:09 PM,07:51 AM,06:30 PM,12,19,19,19,25,32,66,0.7,1009,21,9,249,18,Morocco
2020-11-06,23,18,0.0,8.5,5,51,11:02 PM,01:01 PM,07:52 AM,06:30 PM,14,20,20,20,24,34,67,1.0,1011,23,10,231,17,Morocco
2020-11-07,21,18,0.0,10.8,5,43,No moonrise,01:49 PM,07:53 AM,06:29 PM,14,20,20,20,21,23,70,1.9,1020,21,10,219,15,Morocco
2020-11-08,21,15,0.0,10.7,5,36,12:03 AM,02:32 PM,07:54 AM,06:28 PM,13,19,19,19,9,5,70,0.0,1021,21,10,177,7,Morocco
2020-11-09,21,17,0.0,10.7,5,28,01:07 AM,03:11 PM,07:55 AM,06:27 PM,15,19,19,19,11,7,77,0.0,1022,21,10,153,8,Morocco
2020-11-10,21,16,0.0,10.7,5,21,02:13 AM,03:47 PM,07:56 AM,06:26 PM,14,18,19,18,18,7,78,0.0,1021,21,10,38,12,Morocco
2020-11-11,25,16,0.0,10.7,6,13,03:21 AM,04:21 PM,07:57 AM,06:26 PM,13,20,21,20,11,1,65,0.0,1018,25,10,151,7,Morocco
2020-11-12,23,18,0.0,10.7,6,6,04:29 AM,04:55 PM,07:57 AM,06:25 PM,12,20,21,20,8,53,60,0.0,1017,23,10,151,4,Morocco
2020-11-13,24,20,0.0,10.0,5,0,05:40 AM,05:31 PM,07:58 AM,06:24 PM,13,21,22,21,11,54,58,0.0,1018,24,10,213,6,Morocco
2020-11-14,22,18,0.0,10.7,6,0,06:52 AM,06:08 PM,07:59 AM,06:24 PM,14,20,20,20,12,37,70,0.2,1021,22,10,195,8,Morocco
2020-11-15,28,19,0.0,10.2,5,0,08:06 AM,06:50 PM,08:00 AM,06:23 PM,13,23,23,23,17,25,56,0.9,1021,28,10,92,9,Morocco
2020-11-16,27,22,0.0,10.2,6,2,09:20 AM,07:39 PM,08:01 AM,06:23 PM,13,25,25,23,11,5,52,0.0,1023,27,10,188,6,Morocco
2020-11-17,26,21,0.0,10.2,6,9,10:31 AM,08:33 PM,08:02 AM,06:22 PM,11,24,24,23,14,5,49,0.0,1024,26,10,115,7,Morocco
2020-11-18,26,20,0.0,10.2,6,17,11:37 AM,09:34 PM,08:03 AM,06:22 PM,12,23,23,22,15,5,52,0.0,1023,26,10,60,8,Morocco
2020-11-19,26,18,0.0,8.3,5,24,12:33 PM,10:36 PM,08:04 AM,06:21 PM,9,22,22,21,35,35,46,0.0,1022,26,10,74,20,Morocco
2020-11-20,24,19,0.0,8.3,5,32,01:21 PM,11:39 PM,08:05 AM,06:21 PM,9,21,21,21,25,67,48,0.0,1021,24,10,152,14,Morocco
2020-11-21,23,18,0.0,10.1,6,39,02:01 PM,No moonset,08:06 AM,06:20 PM,13,21,22,21,14,0,60,0.0,1020,23,10,159,9,Morocco
2020-11-22,23,17,0.0,10.1,6,47,02:34 PM,12:40 AM,08:07 AM,06:20 PM,11,20,20,20,12,0,55,0.0,1021,23,10,180,7,Morocco
2020-11-23,21,17,0.0,10.0,4,54,03:05 PM,01:39 AM,08:08 AM,06:20 PM,9,19,19,19,10,26,53,0.0,1023,21,10,200,7,Morocco
2020-11-24,19,16,0.0,10.1,5,62,03:33 PM,02:36 AM,08:09 AM,06:19 PM,12,18,18,18,18,25,69,0.0,1023,19,10,243,12,Morocco
2020-11-25,20,17,0.0,10.0,4,70,03:59 PM,03:31 AM,08:09 AM,06:19 PM,12,18,18,18,25,50,69,2.0,1016,20,10,235,18,Morocco
2020-11-26,16,12,0.0,10.0,3,77,04:25 PM,04:25 AM,08:10 AM,06:19 PM,8,12,14,12,37,70,69,15.6,1008,16,9,214,28,Morocco
2020-11-27,16,9,0.0,6.7,3,85,04:52 PM,05:20 AM,08:11 AM,06:18 PM,9,12,14,12,42,60,71,8.4,1007,16,9,229,29,Morocco
2020-11-28,18,15,0.0,10.0,4,92,05:22 PM,06:15 AM,08:12 AM,06:18 PM,10,15,16,15,39,56,69,13.0,1011,18,9,237,25,Morocco
2020-11-29,17,15,0.0,6.7,4,100,05:54 PM,07:12 AM,08:13 AM,06:18 PM,12,16,16,16,21,68,76,8.7,1013,17,9,187,14,Morocco
2020-11-30,21,16,0.0,10.0,4,100,06:31 PM,08:10 AM,08:14 AM,06:18 PM,11,18,19,18,23,43,64,0.0,1015,21,10,171,14,Morocco
2020-12-01,23,16,0.0,10.0,5,89,07:14 PM,09:08 AM,08:15 AM,06:18 PM,9,19,19,19,21,18,55,0.0,1018,23,10,88,11,Morocco
2020-12-02,20,16,0.0,10.0,5,82,08:02 PM,10:04 AM,08:16 AM,06:18 PM,10,17,17,17,17,6,62,0.0,1016,20,10,49,11,Morocco
2020-12-03,19,15,0.0,10.0,5,75,08:57 PM,10:58 AM,08:16 AM,06:18 PM,12,17,17,17,14,21,72,0.0,1015,19,10,218,10,Morocco
2020-12-04,17,16,0.0,5.0,4,67,09:56 PM,11:48 AM,08:17 AM,06:18 PM,12,16,16,16,45,74,74,6.8,1012,17,10,265,32,Morocco
2020-12-05,14,13,0.0,6.7,3,60,10:59 PM,12:32 PM,08:18 AM,06:18 PM,6,11,13,11,38,74,63,5.6,1014,14,10,301,28,Morocco
2020-12-06,16,13,0.0,6.6,3,53,No moonrise,01:12 PM,08:19 AM,06:18 PM,7,13,14,13,18,69,65,8.0,1020,16,9,271,12,Morocco
2020-12-07,17,13,0.0,8.3,4,46,12:03 AM,01:48 PM,08:20 AM,06:18 PM,11,14,15,14,33,66,75,3.3,1022,17,10,230,23,Morocco
2020-12-08,17,16,0.0,5.0,4,38,01:08 AM,02:21 PM,08:20 AM,06:18 PM,12,16,16,16,26,80,76,3.4,1023,17,10,271,18,Morocco
2020-12-09,17,15,0.0,10.0,4,31,02:13 AM,02:53 PM,08:21 AM,06:18 PM,10,16,16,16,15,45,69,2.7,1025,17,10,268,10,Morocco
2020-12-10,17,14,0.0,8.3,4,24,03:21 AM,03:26 PM,08:22 AM,06:18 PM,12,15,15,15,18,46,81,0.1,1024,17,10,199,12,Morocco
2020-12-11,18,17,0.0,5.0,4,17,04:29 AM,04:01 PM,08:23 AM,06:18 PM,15,17,17,17,26,93,86,2.8,1024,18,10,252,18,Morocco
2020-12-12,19,16,0.0,10.0,5,9,05:40 AM,04:39 PM,08:23 AM,06:19 PM,13,17,17,17,12,28,80,0.2,1022,19,10,207,8,Morocco
2020-12-13,19,15,0.0,6.6,4,2,06:53 AM,05:24 PM,08:24 AM,06:19 PM,15,16,16,16,16,52,88,0.0,1016,19,10,122,10,Morocco
2020-12-14,19,16,0.0,9.9,5,0,08:05 AM,06:15 PM,08:25 AM,06:19 PM,14,17,17,17,18,43,84,0.7,1016,19,10,213,12,Morocco
2020-12-15,18,15,0.0,8.3,4,0,09:15 AM,07:13 PM,08:25 AM,06:19 PM,13,16,16,16,15,51,82,1.1,1018,18,10,152,10,Morocco
2020-12-16,18,14,0.0,6.6,4,5,10:17 AM,08:16 PM,08:26 AM,06:20 PM,12,15,16,15,25,47,80,1.9,1017,18,10,201,17,Morocco
2020-12-17,16,14,0.0,8.3,3,12,11:10 AM,09:21 PM,08:27 AM,06:20 PM,9,14,14,14,18,49,72,3.5,1022,16,10,169,12,Morocco
2020-12-18,18,11,0.0,9.9,5,20,11:55 AM,10:25 PM,08:27 AM,06:21 PM,9,14,14,14,9,8,69,0.0,1022,18,10,194,7,Morocco
2020-12-19,16,9,0.0,8.3,3,27,12:33 PM,11:27 PM,08:28 AM,06:21 PM,9,13,14,13,12,49,72,0.0,1022,16,10,196,8,Morocco
2020-12-20,18,14,0.0,9.9,4,34,01:05 PM,No moonset,08:28 AM,06:22 PM,10,15,15,15,14,45,73,0.0,1025,18,10,183,9,Morocco
2020-12-21,18,13,0.0,9.9,5,41,01:34 PM,12:25 AM,08:29 AM,06:22 PM,11,14,15,14,16,8,81,0.0,1026,18,10,52,11,Morocco
2020-12-22,19,15,0.0,9.9,5,49,02:01 PM,01:22 AM,08:29 AM,06:23 PM,11,17,17,17,12,3,69,0.0,1024,19,10,190,8,Morocco
2020-12-23,20,16,0.0,9.9,5,56,02:27 PM,02:17 AM,08:30 AM,06:23 PM,10,17,17,17,10,2,65,0.0,1024,20,10,177,7,Morocco
2020-12-24,17,13,0.0,9.9,5,63,02:54 PM,03:12 AM,08:30 AM,06:24 PM,11,14,15,14,15,19,81,0.0,1022,17,10,101,10,Morocco
2020-12-25,16,12,0.0,6.6,3,70,03:23 PM,04:07 AM,08:31 AM,06:24 PM,10,14,14,14,13,57,78,0.0,1018,16,10,109,8,Morocco
2020-12-26,18,13,0.0,9.9,5,78,03:54 PM,05:03 AM,08:31 AM,06:25 PM,10,14,15,14,20,2,73,0.0,1019,18,10,79,12,Morocco
2020-12-27,17,10,0.0,9.9,4,85,04:29 PM,06:00 AM,08:31 AM,06:25 PM,8,13,14,13,12,0,64,0.0,1018,17,10,204,8,Morocco
2020-12-28,16,9,0.0,9.9,4,92,05:09 PM,06:58 AM,08:32 AM,06:26 PM,9,13,14,13,22,32,72,0.1,1015,16,10,240,15,Morocco
2020-12-29,15,12,0.0,6.6,3,100,05:56 PM,07:56 AM,08:32 AM,06:27 PM,9,13,14,13,20,80,75,7.3,1014,15,10,265,13,Morocco
2020-12-30,14,10,0.0,8.3,3,100,06:50 PM,08:52 AM,08:32 AM,06:28 PM,6,11,12,11,20,45,66,1.1,1019,14,10,73,14,Morocco
2020-12-31,13,8,0.0,10.0,4,89,07:49 PM,09:44 AM,08:33 AM,06:28 PM,4,10,11,10,13,7,62,0.0,1021,13,10,183,8,Morocco
2021-01-01,14,11,0.0,5.0,3,79,08:51 PM,10:31 AM,08:33 AM,06:29 PM,7,10,12,10,28,74,72,6.1,1020,14,10,262,18,Morocco
2021-01-02,14,11,0.0,8.3,3,71,09:56 PM,11:13 AM,08:33 AM,06:30 PM,5,11,12,11,20,63,63,7.9,1020,14,10,258,13,Morocco
2021-01-03,15,9,0.0,10.0,3,64,11:01 PM,11:50 AM,08:33 AM,06:31 PM,5,10,11,10,15,30,68,0.6,1020,15,10,139,9,Morocco
2021-01-04,13,8,0.0,10.0,4,57,No moonrise,12:23 PM,08:33 AM,06:31 PM,3,8,10,8,19,17,62,0.0,1016,13,10,92,12,Morocco
2021-01-05,12,7,0.0,6.6,3,50,12:06 AM,12:56 PM,08:33 AM,06:32 PM,6,9,10,9,15,89,77,2.2,1012,12,10,134,10,Morocco
2021-01-06,16,6,0.0,5.0,3,42,01:11 AM,01:27 PM,08:33 AM,06:33 PM,13,13,14,13,25,94,88,19.6,1006,16,9,225,15,Morocco
2021-01-07,19,13,0.0,5.0,4,35,02:17 AM,02:00 PM,08:33 AM,06:34 PM,14,16,16,16,39,95,89,18.9,1005,19,9,183,26,Morocco
2021-01-08,18,14,0.0,8.3,4,28,03:25 AM,02:35 PM,08:33 AM,06:35 PM,14,17,17,17,40,71,82,31.5,1002,18,7,228,24,Morocco
2021-01-09,12,11,0.0,5.0,3,20,04:34 AM,03:16 PM,08:33 AM,06:36 PM,7,9,12,9,48,76,70,10.9,1010,12,9,257,33,Morocco
2021-01-10,12,9,0.0,5.0,3,13,05:45 AM,04:02 PM,08:33 AM,06:37 PM,6,8,11,8,42,92,72,14.0,1012,12,9,271,28,Morocco
2021-01-11,13,10,0.0,5.0,3,6,06:54 AM,04:56 PM,08:33 AM,06:37 PM,5,9,11,9,23,83,66,9.2,1021,13,9,281,15,Morocco
2021-01-12,14,8,0.0,10.1,4,0,07:59 AM,05:56 PM,08:33 AM,06:38 PM,5,8,10,8,21,3,70,0.0,1028,14,10,82,13,Morocco
2021-01-13,14,9,0.0,10.1,4,0,08:56 AM,07:00 PM,08:33 AM,06:39 PM,6,10,11,10,12,0,71,0.0,1030,14,10,114,8,Morocco
2021-01-14,14,9,0.0,10.1,4,1,09:46 AM,08:06 PM,08:33 AM,06:40 PM,6,11,11,11,10,2,71,0.0,1030,14,10,197,7,Morocco
2021-01-15,14,9,0.0,10.1,4,8,10:27 AM,09:10 PM,08:32 AM,06:41 PM,7,12,12,12,11,10,73,0.0,1028,14,10,202,7,Morocco
2021-01-16,15,10,0.0,10.1,4,16,11:02 AM,10:11 PM,08:32 AM,06:42 PM,7,11,12,11,14,1,76,0.0,1027,15,10,81,9,Morocco
2021-01-17,14,10,0.0,10.1,4,23,11:33 AM,11:10 PM,08:32 AM,06:43 PM,8,12,12,12,9,6,76,0.0,1027,14,10,197,6,Morocco
2021-01-18,16,11,0.0,10.0,3,30,12:01 PM,No moonset,08:32 AM,06:44 PM,6,13,13,13,7,17,62,0.0,1026,16,10,212,5,Morocco
2021-01-19,15,12,0.0,10.1,4,38,12:28 PM,12:06 AM,08:31 AM,06:45 PM,6,13,13,13,10,17,64,0.0,1024,15,10,214,6,Morocco
2021-01-20,17,12,0.0,8.3,3,45,12:55 PM,01:02 AM,08:31 AM,06:46 PM,9,13,14,13,42,69,73,1.4,1020,17,10,223,27,Morocco
2021-01-21,17,14,0.0,8.3,4,52,01:22 PM,01:57 AM,08:30 AM,06:47 PM,13,15,15,15,23,63,85,3.5,1024,17,10,233,16,Morocco
2021-01-22,17,14,0.0,5.1,4,59,01:52 PM,02:52 AM,08:30 AM,06:48 PM,13,15,15,15,33,75,87,0.9,1024,17,10,249,21,Morocco
2021-01-23,17,13,0.0,10.2,3,67,02:25 PM,03:49 AM,08:30 AM,06:49 PM,9,14,14,14,7,30,71,0.0,1024,17,10,225,5,Morocco
2021-01-24,17,12,0.0,10.2,4,74,03:03 PM,04:46 AM,08:29 AM,06:50 PM,10,14,14,14,14,38,78,0.0,1022,17,10,217,9,Morocco
2021-01-25,17,13,0.0,10.2,5,81,03:48 PM,05:45 AM,08:28 AM,06:51 PM,12,15,15,15,14,29,84,0.0,1023,17,10,226,9,Morocco
2021-01-26,18,14,0.0,10.2,5,88,04:38 PM,06:41 AM,08:28 AM,06:52 PM,12,15,16,15,13,24,79,0.0,1026,18,10,133,8,Morocco
2021-01-27,19,14,0.0,10.3,5,96,05:36 PM,07:35 AM,08:27 AM,06:53 PM,14,16,16,16,21,15,86,0.0,1026,19,10,57,13,Morocco
2021-01-28,22,15,0.0,10.3,5,100,06:39 PM,08:24 AM,08:27 AM,06:54 PM,15,18,18,18,9,9,82,0.0,1023,22,10,194,6,Morocco
2021-01-29,19,15,0.0,10.3,5,90,07:45 PM,09:09 AM,08:26 AM,06:55 PM,14,17,17,17,11,20,88,0.0,1024,19,10,245,7,Morocco
2021-01-30,16,14,0.0,6.8,4,82,08:51 PM,09:49 AM,08:25 AM,06:56 PM,12,15,15,15,11,65,83,0.1,1025,16,10,270,7,Morocco
2021-01-31,17,14,0.0,8.4,4,79,09:58 PM,10:24 AM,08:25 AM,06:57 PM,11,15,15,15,11,57,75,0.2,1026,17,10,274,7,Morocco
2021-02-01,18,13,0.0,10.3,5,63,11:04 PM,10:58 AM,08:24 AM,06:58 PM,12,15,15,15,15,6,80,0.0,1023,18,10,119,9,Morocco
2021-02-02,20,13,0.0,10.4,5,55,No moonrise,11:30 AM,08:23 AM,06:59 PM,12,15,16,15,21,10,81,0.0,1020,20,10,58,13,Morocco
2021-02-03,17,14,0.0,10.0,4,48,12:10 AM,12:02 PM,08:23 AM,07:00 PM,12,15,15,15,9,66,82,0.0,1017,17,10,173,6,Morocco
2021-02-04,17,11,0.0,10.0,4,40,01:18 AM,12:36 PM,08:22 AM,07:01 PM,12,15,15,15,11,38,83,0.0,1009,17,10,193,8,Morocco
2021-02-05,16,13,0.0,7.0,3,33,02:25 AM,01:14 PM,08:21 AM,07:02 PM,10,12,14,12,33,71,80,3.2,1005,16,10,231,23,Morocco
2021-02-06,14,12,0.0,5.4,3,25,03:34 AM,01:57 PM,08:20 AM,07:03 PM,9,11,13,11,27,82,76,8.8,1011,14,8,257,18,Morocco
2021-02-07,15,12,0.0,5.4,3,18,04:42 AM,02:46 PM,08:19 AM,07:04 PM,8,11,13,11,30,72,71,4.8,1018,15,10,259,20,Morocco
