date_time,Guatemala_maxtempC,Guatemala_mintempC,Guatemala_totalSnow_cm,Guatemala_sunHour,Guatemala_uvIndex,Guatemala_moon_illumination,Guatemala_moonrise,Guatemala_moonset,Guatemala_sunrise,Guatemala_sunset,Guatemala_DewPointC,Guatemala_FeelsLikeC,Guatemala_HeatIndexC,Guatemala_WindChillC,Guatemala_WindGustKmph,Guatemala_cloudcover,Guatemala_humidity,Guatemala_precipMM,Guatemala_pressure,Guatemala_tempC,Guatemala_visibility,Guatemala_winddirDegree,Guatemala_windspeedKmph,Guatemala_location
2020-01-01,26,14,0.0,8.7,5,37,11:15 AM,11:22 PM,06:27 AM,05:44 PM,14,19,20,19,8,53,80,0.8,1014,26,7,119,5,Guatemala
2020-01-02,24,14,0.0,7.2,4,44,11:51 AM,No moonset,06:27 AM,05:45 PM,13,18,19,18,8,36,77,1.3,1013,24,9,229,6,Guatemala
2020-01-03,24,14,0.0,8.7,6,51,12:26 PM,12:08 AM,06:28 AM,05:45 PM,15,19,19,19,7,38,82,0.0,1015,24,7,220,5,Guatemala
2020-01-04,22,15,0.0,5.7,4,59,01:03 PM,12:55 AM,06:28 AM,05:46 PM,14,18,20,18,17,59,81,1.0,1019,22,7,138,12,Guatemala
2020-01-05,20,11,0.0,8.7,5,66,01:42 PM,01:43 AM,06:28 AM,05:47 PM,10,13,15,13,21,25,77,0.0,1021,20,10,99,15,Guatemala
2020-01-06,23,11,0.0,8.7,5,73,02:23 PM,02:32 AM,06:29 AM,05:47 PM,11,16,18,16,14,31,77,0.0,1018,23,10,103,10,Guatemala
2020-01-07,21,14,0.0,8.7,5,80,03:10 PM,03:25 AM,06:29 AM,05:48 PM,12,16,17,16,16,39,80,0.0,1017,21,9,53,11,Guatemala
2020-01-08,21,13,0.0,7.2,5,88,04:01 PM,04:21 AM,06:29 AM,05:48 PM,12,16,17,16,19,38,78,0.1,1018,21,10,55,14,Guatemala
2020-01-09,24,12,0.0,8.7,5,95,04:57 PM,05:19 AM,06:29 AM,05:49 PM,12,17,19,17,15,31,77,0.0,1016,24,10,147,10,Guatemala
2020-01-10,27,14,0.0,8.7,6,100,05:57 PM,06:18 AM,06:30 AM,05:49 PM,13,20,20,20,11,22,73,0.0,1014,27,10,148,8,Guatemala
2020-01-11,26,14,0.0,8.7,5,100,06:59 PM,07:17 AM,06:30 AM,05:50 PM,14,20,20,20,10,24,77,0.0,1013,26,7,147,7,Guatemala
2020-01-12,25,15,0.0,8.7,6,83,08:01 PM,08:12 AM,06:30 AM,05:51 PM,13,19,19,19,13,33,75,0.4,1014,25,9,59,9,Guatemala
2020-01-13,25,13,0.0,8.7,6,76,09:02 PM,09:04 AM,06:30 AM,05:51 PM,12,18,19,18,14,22,73,0.0,1015,25,9,189,9,Guatemala
2020-01-14,24,14,0.0,8.7,6,69,10:01 PM,09:53 AM,06:30 AM,05:52 PM,13,18,19,18,15,31,76,0.0,1015,24,9,98,11,Guatemala
2020-01-15,24,13,0.0,8.7,5,61,10:58 PM,10:38 AM,06:31 AM,05:52 PM,12,18,20,18,15,26,73,0.0,1014,24,10,189,10,Guatemala
2020-01-16,24,12,0.0,8.7,5,54,11:54 PM,11:22 AM,06:31 AM,05:53 PM,11,17,18,17,16,18,73,0.0,1015,24,10,98,11,Guatemala
2020-01-17,24,13,0.0,8.7,6,47,No moonrise,12:06 PM,06:31 AM,05:53 PM,13,18,20,18,15,29,75,0.0,1015,24,10,55,11,Guatemala
2020-01-18,25,14,0.0,7.2,5,40,12:50 AM,12:50 PM,06:31 AM,05:54 PM,14,19,20,19,14,49,77,0.2,1014,25,9,146,10,Guatemala
2020-01-19,26,14,0.0,8.7,5,32,01:46 AM,01:36 PM,06:31 AM,05:55 PM,14,20,21,20,12,41,77,0.1,1014,26,7,144,9,Guatemala
2020-01-20,23,13,0.0,8.7,5,25,02:42 AM,02:25 PM,06:31 AM,05:55 PM,12,17,18,17,18,23,74,0.0,1017,23,10,227,13,Guatemala
2020-01-21,22,13,0.0,7.2,4,18,03:40 AM,03:16 PM,06:31 AM,05:56 PM,12,16,17,16,18,42,77,0.2,1017,22,10,142,13,Guatemala
2020-01-22,25,10,0.0,8.7,5,11,04:36 AM,04:09 PM,06:31 AM,05:56 PM,10,16,18,16,11,24,73,0.0,1016,25,10,99,8,Guatemala
2020-01-23,25,12,0.0,7.2,4,3,05:31 AM,05:03 PM,06:31 AM,05:57 PM,13,17,18,17,7,38,79,0.9,1014,25,6,255,4,Guatemala
2020-01-24,26,12,0.0,7.2,4,0,06:22 AM,05:57 PM,06:31 AM,05:57 PM,13,17,17,17,8,58,81,2.8,1015,26,7,136,5,Guatemala
2020-01-25,26,13,0.0,8.7,4,0,07:10 AM,06:50 PM,06:31 AM,05:58 PM,13,17,18,17,9,52,80,0.4,1016,26,6,185,6,Guatemala
2020-01-26,26,13,0.0,7.2,5,4,07:54 AM,07:40 PM,06:31 AM,05:58 PM,14,18,19,18,8,59,82,0.6,1015,26,6,167,6,Guatemala
2020-01-27,25,14,0.0,7.2,4,11,08:34 AM,08:29 PM,06:31 AM,05:59 PM,15,18,19,18,6,43,84,5.3,1015,25,7,240,4,Guatemala
2020-01-28,25,14,0.0,5.7,5,18,09:13 AM,09:16 PM,06:31 AM,05:59 PM,15,19,20,19,8,63,83,1.5,1013,25,6,239,6,Guatemala
2020-01-29,28,14,0.0,10.2,5,26,09:49 AM,10:02 PM,06:31 AM,06:00 PM,14,21,21,20,6,30,75,0.2,1013,28,8,216,4,Guatemala
2020-01-30,26,15,0.0,7.3,5,33,10:24 AM,10:48 PM,06:31 AM,06:00 PM,15,19,20,19,7,70,82,3.6,1014,26,7,189,4,Guatemala
2020-01-31,27,14,0.0,8.7,5,37,11:00 AM,11:34 PM,06:30 AM,06:01 PM,15,20,20,20,7,45,79,8.7,1014,27,9,223,5,Guatemala
2020-02-01,25,14,0.0,8.7,5,49,11:37 AM,No moonset,06:30 AM,06:01 PM,15,20,21,20,13,55,79,3.0,1016,25,9,141,8,Guatemala
2020-02-02,21,13,0.0,11.6,5,57,12:16 PM,12:22 AM,06:30 AM,06:01 PM,12,16,16,16,21,37,77,0.1,1018,21,10,56,15,Guatemala
2020-02-03,28,12,0.0,11.6,5,64,12:59 PM,01:13 AM,06:30 AM,06:02 PM,13,19,21,19,9,24,74,0.0,1016,28,9,107,7,Guatemala
2020-02-04,30,14,0.0,10.2,5,72,01:47 PM,02:06 AM,06:30 AM,06:02 PM,14,22,22,21,5,22,73,0.5,1015,30,9,255,3,Guatemala
2020-02-05,27,15,0.0,10.2,5,79,02:39 PM,03:02 AM,06:29 AM,06:03 PM,15,22,22,21,8,28,78,0.1,1012,27,8,221,6,Guatemala
2020-02-06,27,14,0.0,11.6,6,87,03:37 PM,04:00 AM,06:29 AM,06:03 PM,13,21,21,20,10,19,74,0.0,1011,27,7,208,7,Guatemala
2020-02-07,26,15,0.0,10.2,5,95,04:38 PM,04:59 AM,06:29 AM,06:03 PM,15,20,21,20,8,46,78,0.8,1014,26,8,117,5,Guatemala
2020-02-08,28,15,0.0,10.2,5,100,05:42 PM,05:57 AM,06:29 AM,06:04 PM,15,22,22,21,9,59,77,0.3,1015,28,6,33,6,Guatemala
2020-02-09,27,14,0.0,11.6,5,100,06:45 PM,06:51 AM,06:28 AM,06:04 PM,12,21,21,20,11,21,67,0.0,1015,27,7,18,8,Guatemala
2020-02-10,29,13,0.0,11.6,5,83,07:47 PM,07:43 AM,06:28 AM,06:05 PM,12,21,21,20,9,19,69,0.0,1014,29,8,192,6,Guatemala
2020-02-11,28,14,0.0,10.2,5,75,08:47 PM,08:31 AM,06:28 AM,06:05 PM,13,19,19,19,7,35,72,0.3,1013,28,10,240,5,Guatemala
2020-02-12,25,14,0.0,7.3,5,68,09:46 PM,09:18 AM,06:27 AM,06:05 PM,15,20,21,20,7,71,79,1.0,1012,25,9,165,5,Guatemala
2020-02-13,29,14,0.0,10.2,5,60,10:43 PM,10:03 AM,06:27 AM,06:06 PM,13,22,22,21,4,20,69,0.1,1013,29,9,221,3,Guatemala
2020-02-14,24,15,0.0,11.6,5,53,11:41 PM,10:48 AM,06:26 AM,06:06 PM,13,19,19,19,15,28,74,0.0,1015,24,9,184,10,Guatemala
2020-02-15,24,13,0.0,11.6,5,45,No moonrise,11:35 AM,06:26 AM,06:06 PM,12,18,18,18,16,27,73,0.0,1015,24,10,142,11,Guatemala
2020-02-16,27,12,0.0,11.6,5,38,12:38 AM,12:22 PM,06:26 AM,06:07 PM,11,19,20,19,14,22,68,0.0,1013,27,9,104,10,Guatemala
2020-02-17,29,13,0.0,11.6,6,30,01:36 AM,01:13 PM,06:25 AM,06:07 PM,11,21,21,21,11,19,64,0.0,1012,29,9,21,7,Guatemala
2020-02-18,30,14,0.0,11.6,6,22,02:31 AM,02:05 PM,06:25 AM,06:07 PM,12,22,22,21,10,20,68,0.0,1012,30,9,32,7,Guatemala
2020-02-19,29,15,0.0,11.6,5,15,03:26 AM,02:58 PM,06:24 AM,06:07 PM,13,22,22,21,12,24,70,0.0,1014,29,8,104,8,Guatemala
2020-02-20,29,14,0.0,11.6,6,7,04:18 AM,03:51 PM,06:24 AM,06:08 PM,13,22,22,21,13,19,68,0.0,1015,29,9,60,9,Guatemala
2020-02-21,26,15,0.0,11.6,5,0,05:06 AM,04:44 PM,06:23 AM,06:08 PM,12,20,21,20,21,31,68,0.2,1017,26,9,224,15,Guatemala
2020-02-22,25,14,0.0,11.6,6,0,05:51 AM,05:35 PM,06:23 AM,06:08 PM,12,18,19,18,19,25,70,0.0,1018,25,10,142,13,Guatemala
2020-02-23,27,15,0.0,10.2,5,0,06:32 AM,06:24 PM,06:22 AM,06:09 PM,14,21,21,20,11,49,76,0.4,1016,27,9,32,8,Guatemala
2020-02-24,27,14,0.0,8.8,5,0,07:11 AM,07:11 PM,06:22 AM,06:09 PM,15,21,21,20,10,55,79,0.9,1013,27,6,164,7,Guatemala
2020-02-25,27,14,0.0,10.2,5,8,07:48 AM,07:58 PM,06:21 AM,06:09 PM,14,21,21,20,9,31,74,0.2,1012,27,8,207,7,Guatemala
2020-02-26,29,14,0.0,8.8,5,15,08:23 AM,08:43 PM,06:21 AM,06:09 PM,14,20,20,20,6,51,76,2.4,1014,29,9,233,4,Guatemala
2020-02-27,24,14,0.0,8.8,4,23,08:59 AM,09:30 PM,06:20 AM,06:09 PM,13,18,18,18,17,48,77,0.2,1016,24,7,96,12,Guatemala
2020-02-28,24,11,0.0,11.6,5,30,09:35 AM,10:16 PM,06:19 AM,06:10 PM,11,16,17,16,17,37,74,0.0,1019,24,10,58,13,Guatemala
2020-02-29,22,12,0.0,11.6,5,38,10:13 AM,11:05 PM,06:19 AM,06:10 PM,11,15,16,15,20,31,73,0.0,1019,22,10,57,15,Guatemala
2020-03-01,30,12,0.0,11.6,6,44,10:53 AM,11:56 PM,06:18 AM,06:10 PM,11,21,21,20,11,24,68,0.0,1017,30,10,54,8,Guatemala
2020-03-02,29,13,0.0,11.6,6,51,11:38 AM,No moonset,06:18 AM,06:10 PM,13,22,22,21,9,17,70,0.0,1014,29,9,256,6,Guatemala
2020-03-03,28,15,0.0,11.6,5,58,12:26 PM,12:49 AM,06:17 AM,06:10 PM,14,22,22,22,9,24,72,0.0,1013,28,8,214,6,Guatemala
2020-03-04,28,15,0.0,11.6,5,65,01:21 PM,01:45 AM,06:16 AM,06:11 PM,15,22,22,21,10,26,74,0.0,1012,28,7,205,7,Guatemala
2020-03-05,31,16,0.0,11.6,7,73,02:18 PM,02:42 AM,06:16 AM,06:11 PM,13,24,24,23,11,12,62,0.0,1014,31,10,178,8,Guatemala
2020-03-06,24,14,0.0,7.4,5,80,03:20 PM,03:39 AM,06:15 AM,06:11 PM,13,19,19,19,20,50,72,0.4,1017,24,10,135,15,Guatemala
2020-03-07,23,13,0.0,11.6,5,87,04:23 PM,04:34 AM,06:15 AM,06:11 PM,11,16,17,16,20,20,72,0.0,1017,23,10,140,14,Guatemala
2020-03-08,25,12,0.0,11.6,6,95,05:26 PM,05:28 AM,06:14 AM,06:11 PM,12,18,19,18,18,42,73,0.0,1017,25,10,144,13,Guatemala
2020-03-09,25,14,0.0,11.6,6,100,06:28 PM,06:18 AM,06:13 AM,06:11 PM,13,18,18,18,15,35,74,0.0,1017,25,10,59,12,Guatemala
2020-03-10,27,14,0.0,11.6,6,100,07:29 PM,07:06 AM,06:13 AM,06:12 PM,12,19,20,19,15,33,70,0.0,1017,27,9,15,11,Guatemala
2020-03-11,28,15,0.0,10.2,5,84,08:29 PM,07:53 AM,06:12 AM,06:12 PM,13,22,22,21,13,42,70,0.2,1015,28,8,64,9,Guatemala
2020-03-12,30,13,0.0,11.6,5,76,09:30 PM,08:40 AM,06:11 AM,06:12 PM,12,23,23,21,8,30,69,0.1,1013,30,8,185,6,Guatemala
2020-03-13,31,14,0.0,10.2,5,69,10:29 PM,09:28 AM,06:11 AM,06:12 PM,14,23,23,22,6,50,71,0.3,1014,31,8,111,4,Guatemala
2020-03-14,30,15,0.0,10.2,5,62,11:29 PM,10:17 AM,06:10 AM,06:12 PM,14,23,23,22,8,55,73,0.5,1016,30,8,45,5,Guatemala
2020-03-15,29,14,0.0,11.6,5,55,No moonrise,11:08 AM,06:09 AM,06:12 PM,12,21,21,21,11,23,67,0.0,1016,29,8,29,7,Guatemala
2020-03-16,29,14,0.0,11.6,6,47,12:26 AM,12:01 PM,06:09 AM,06:12 PM,12,23,23,22,11,23,65,0.0,1016,29,9,20,8,Guatemala
2020-03-17,28,14,0.0,10.2,5,40,01:23 AM,12:54 PM,06:08 AM,06:13 PM,13,21,21,20,10,36,69,0.1,1015,28,9,118,7,Guatemala
2020-03-18,29,14,0.0,10.2,5,33,02:15 AM,01:48 PM,06:07 AM,06:13 PM,13,22,22,21,8,37,68,0.2,1016,29,8,176,5,Guatemala
2020-03-19,30,15,0.0,8.8,5,25,03:05 AM,02:40 PM,06:06 AM,06:13 PM,14,21,21,21,7,50,72,1.2,1016,30,8,156,5,Guatemala
2020-03-20,30,14,0.0,8.8,5,18,03:50 AM,03:32 PM,06:06 AM,06:13 PM,14,21,21,21,6,50,72,1.1,1017,30,10,187,4,Guatemala
2020-03-21,30,15,0.0,10.2,5,11,04:32 AM,04:20 PM,06:05 AM,06:13 PM,12,22,22,22,11,47,67,0.6,1016,30,9,18,8,Guatemala
2020-03-22,28,13,0.0,11.6,6,4,05:11 AM,05:08 PM,06:04 AM,06:13 PM,12,22,22,21,12,21,66,0.1,1016,28,10,159,8,Guatemala
2020-03-23,28,14,0.0,11.6,6,0,05:48 AM,05:55 PM,06:04 AM,06:13 PM,12,22,22,21,10,19,66,0.0,1017,28,9,73,7,Guatemala
2020-03-24,29,13,0.0,11.6,6,0,06:24 AM,06:40 PM,06:03 AM,06:13 PM,12,22,22,22,8,12,64,0.0,1015,29,10,200,5,Guatemala
2020-03-25,32,15,0.0,8.8,6,3,06:59 AM,07:27 PM,06:02 AM,06:13 PM,14,23,23,22,6,32,69,0.4,1013,32,10,230,4,Guatemala
2020-03-26,31,15,0.0,11.6,7,11,07:35 AM,08:13 PM,06:02 AM,06:14 PM,13,24,24,24,8,9,64,0.0,1013,31,10,226,5,Guatemala
2020-03-27,31,15,0.0,10.2,6,18,08:12 AM,09:01 PM,06:01 AM,06:14 PM,14,23,23,23,7,27,67,0.1,1012,31,10,234,5,Guatemala
2020-03-28,30,16,0.0,11.7,5,25,08:52 AM,09:51 PM,06:00 AM,06:14 PM,15,23,23,22,6,37,72,0.2,1012,30,9,228,5,Guatemala
2020-03-29,30,15,0.0,10.5,5,32,09:34 AM,10:42 PM,05:59 AM,06:14 PM,15,24,24,23,5,41,72,1.2,1012,30,10,210,3,Guatemala
2020-03-30,30,15,0.0,11.8,5,40,10:20 AM,11:37 PM,05:59 AM,06:14 PM,14,21,21,21,8,56,71,3.8,1013,30,8,186,5,Guatemala
2020-03-31,29,15,0.0,12.6,5,44,11:11 AM,No moonset,05:58 AM,06:14 PM,14,22,22,21,8,45,71,0.4,1012,29,10,260,6,Guatemala
2020-04-01,27,15,0.0,12.6,5,56,12:06 PM,12:31 AM,05:57 AM,06:14 PM,15,21,21,21,9,50,73,8.4,1012,27,9,244,5,Guatemala
2020-04-02,27,15,0.0,10.5,5,64,01:04 PM,01:27 AM,05:57 AM,06:14 PM,15,21,21,21,9,53,73,8.8,1012,27,9,191,5,Guatemala
2020-04-03,27,16,0.0,10.5,5,71,02:04 PM,02:21 AM,05:56 AM,06:14 PM,16,21,21,21,8,55,76,5.8,1012,27,10,243,5,Guatemala
2020-04-04,28,16,0.0,12.6,5,79,03:06 PM,03:14 AM,05:55 AM,06:15 PM,17,22,22,21,8,46,79,2.9,1011,28,9,234,5,Guatemala
2020-04-05,29,17,0.0,11.9,5,87,04:07 PM,04:04 AM,05:55 AM,06:15 PM,17,23,23,22,7,40,74,5.8,1012,29,10,249,4,Guatemala
2020-04-06,30,17,0.0,12.6,6,94,05:08 PM,04:52 AM,05:54 AM,06:15 PM,15,23,23,23,7,7,67,0.2,1013,30,10,188,5,Guatemala
2020-04-07,32,17,0.0,12.6,7,100,06:09 PM,05:40 AM,05:53 AM,06:15 PM,14,23,23,23,8,7,64,0.0,1014,32,10,190,5,Guatemala
2020-04-08,32,18,0.0,12.6,7,100,07:10 PM,06:26 AM,05:53 AM,06:15 PM,14,25,25,25,7,5,59,0.0,1013,32,10,235,5,Guatemala
2020-04-09,31,18,0.0,11.9,6,83,08:11 PM,07:15 AM,05:52 AM,06:15 PM,15,24,24,23,8,33,63,2.1,1012,31,10,244,5,Guatemala
2020-04-10,30,19,0.0,11.9,5,76,09:13 PM,08:04 AM,05:51 AM,06:15 PM,17,24,24,23,9,47,69,9.3,1011,30,9,250,6,Guatemala
2020-04-11,29,19,0.0,7.9,5,68,10:14 PM,08:57 AM,05:51 AM,06:15 PM,17,23,23,23,9,79,73,15.3,1012,29,9,214,6,Guatemala
2020-04-12,26,18,0.0,11.9,5,61,11:14 PM,09:51 AM,05:50 AM,06:16 PM,16,21,21,21,10,55,76,0.6,1013,26,10,191,8,Guatemala
2020-04-13,28,17,0.0,11.9,5,53,No moonrise,10:46 AM,05:49 AM,06:16 PM,16,24,24,23,9,41,73,0.8,1014,28,9,200,7,Guatemala
2020-04-14,29,18,0.0,7.9,5,46,12:10 AM,11:42 AM,05:49 AM,06:16 PM,17,23,23,23,6,79,73,2.7,1013,29,10,151,5,Guatemala
2020-04-15,28,18,0.0,9.2,5,38,01:02 AM,12:35 PM,05:48 AM,06:16 PM,17,23,23,22,7,53,75,10.4,1012,28,9,185,4,Guatemala
2020-04-16,29,17,0.0,10.6,5,30,01:49 AM,01:28 PM,05:48 AM,06:16 PM,16,24,24,23,6,66,71,1.7,1014,29,10,217,4,Guatemala
2020-04-17,30,17,0.0,12.7,6,23,02:32 AM,02:17 PM,05:47 AM,06:16 PM,15,24,24,24,5,29,66,0.4,1015,30,10,132,4,Guatemala
2020-04-18,29,17,0.0,10.6,5,15,03:12 AM,03:06 PM,05:46 AM,06:16 PM,16,24,24,23,5,59,72,1.0,1014,29,10,163,4,Guatemala
2020-04-19,25,17,0.0,7.9,5,8,03:49 AM,03:53 PM,05:46 AM,06:17 PM,16,20,21,20,9,75,79,3.0,1013,25,10,203,7,Guatemala
2020-04-20,27,16,0.0,12.7,6,0,04:25 AM,04:38 PM,05:45 AM,06:17 PM,15,21,21,21,11,23,72,0.0,1012,27,9,201,8,Guatemala
2020-04-21,28,17,0.0,11.9,5,0,05:00 AM,05:24 PM,05:45 AM,06:17 PM,16,23,23,22,6,42,71,2.0,1013,28,10,199,4,Guatemala
2020-04-22,28,18,0.0,10.6,5,0,05:36 AM,06:10 PM,05:44 AM,06:17 PM,17,23,23,22,8,50,74,5.3,1013,28,10,219,6,Guatemala
2020-04-23,27,18,0.0,10.6,5,0,06:12 AM,06:58 PM,05:43 AM,06:17 PM,17,23,23,22,11,59,77,1.6,1012,27,9,198,8,Guatemala
2020-04-24,30,17,0.0,11.9,5,7,06:51 AM,07:48 PM,05:43 AM,06:18 PM,17,23,23,22,8,53,76,4.2,1012,30,8,193,6,Guatemala
2020-04-25,31,18,0.0,10.6,6,15,07:33 AM,08:39 PM,05:42 AM,06:18 PM,16,24,24,24,7,52,69,7.6,1011,31,9,197,4,Guatemala
2020-04-26,32,18,0.0,11.9,6,22,08:18 AM,09:33 PM,05:42 AM,06:18 PM,13,25,25,25,6,47,54,2.9,1013,32,10,146,4,Guatemala
2020-04-27,30,16,0.0,12.8,6,30,09:07 AM,10:26 PM,05:41 AM,06:18 PM,12,24,24,23,11,23,58,0.8,1015,30,10,150,8,Guatemala
2020-04-28,30,16,0.0,12.8,5,37,10:00 AM,11:21 PM,05:41 AM,06:18 PM,12,23,23,23,8,35,60,0.4,1014,30,10,176,5,Guatemala
2020-04-29,27,17,0.0,12.8,5,45,10:56 AM,No moonset,05:40 AM,06:19 PM,16,21,21,21,8,48,73,8.3,1013,27,9,248,5,Guatemala
2020-04-30,28,17,0.0,9.3,5,52,11:54 AM,12:14 AM,05:40 AM,06:19 PM,16,22,22,21,10,70,73,12.8,1013,28,9,110,6,Guatemala
2020-05-01,27,16,0.0,11.9,5,58,12:53 PM,01:06 AM,05:39 AM,06:19 PM,15,22,22,21,10,51,73,2.5,1015,27,10,64,7,Guatemala
2020-05-02,27,16,0.0,12.8,5,65,01:52 PM,01:55 AM,05:39 AM,06:19 PM,16,22,22,21,9,37,75,4.0,1015,27,9,37,6,Guatemala
2020-05-03,28,16,0.0,11.9,5,72,02:51 PM,02:42 AM,05:39 AM,06:19 PM,16,22,22,22,7,35,72,0.3,1013,28,10,149,5,Guatemala
2020-05-04,26,17,0.0,11.9,5,80,03:50 PM,03:29 AM,05:38 AM,06:20 PM,17,22,22,21,8,55,76,6.2,1012,26,10,152,5,Guatemala
2020-05-05,26,18,0.0,9.3,5,87,04:50 PM,04:14 AM,05:38 AM,06:20 PM,18,22,22,21,9,72,82,17.4,1012,26,9,181,6,Guatemala
2020-05-06,27,18,0.0,11.9,5,94,05:51 PM,05:01 AM,05:37 AM,06:20 PM,17,22,22,21,6,49,78,19.1,1012,27,8,150,4,Guatemala
2020-05-07,26,17,0.0,11.9,5,100,06:53 PM,05:50 AM,05:37 AM,06:20 PM,17,21,21,21,11,52,79,9.4,1013,26,10,62,8,Guatemala
2020-05-08,26,17,0.0,10.6,5,100,07:56 PM,06:41 AM,05:37 AM,06:21 PM,17,22,22,21,8,69,82,20.1,1013,26,8,108,5,Guatemala
2020-05-09,27,17,0.0,9.3,5,84,08:58 PM,07:36 AM,05:36 AM,06:21 PM,18,22,22,21,8,76,83,38.0,1013,27,7,240,4,Guatemala
2020-05-10,26,18,0.0,9.3,5,77,09:57 PM,08:32 AM,05:36 AM,06:21 PM,18,22,22,21,8,74,84,47.1,1013,26,6,85,5,Guatemala
2020-05-11,26,17,0.0,8.0,5,70,10:53 PM,09:30 AM,05:36 AM,06:22 PM,17,22,22,21,10,75,82,8.7,1014,26,9,16,7,Guatemala
