date_time,Guatemala_maxtempC,Guatemala_mintempC,Guatemala_totalSnow_cm,Guatemala_sunHour,Guatemala_uvIndex,Guatemala_moon_illumination,Guatemala_moonrise,Guatemala_moonset,Guatemala_sunrise,Guatemala_sunset,Guatemala_DewPointC,Guatemala_FeelsLikeC,Guatemala_HeatIndexC,Guatemala_WindChillC,Guatemala_WindGustKmph,Guatemala_cloudcover,Guatemala_humidity,Guatemala_precipMM,Guatemala_pressure,Guatemala_tempC,Guatemala_visibility,Guatemala_winddirDegree,Guatemala_windspeedKmph,Guatemala_location
2020-10-18,24,15,0.0,7.3,4,5,07:45 AM,07:35 PM,05:54 AM,05:40 PM,17,18,19,18,10,66,89,10.4,1013,24,7,191,7,Guatemala
2020-10-19,24,15,0.0,7.3,5,13,08:48 AM,08:29 PM,05:54 AM,05:40 PM,16,19,20,19,9,75,88,5.9,1011,24,7,192,6,Guatemala
2020-10-20,24,14,0.0,7.3,4,20,09:52 AM,09:26 PM,05:55 AM,05:39 PM,16,18,19,18,8,71,91,14.1,1010,24,7,229,4,Guatemala
2020-10-21,25,15,0.0,7.3,4,27,10:54 AM,10:24 PM,05:55 AM,05:39 PM,17,19,19,19,6,71,90,23.1,1011,25,8,187,4,Guatemala
2020-10-22,24,15,0.0,7.3,4,35,11:51 AM,11:22 PM,05:55 AM,05:38 PM,17,19,19,19,7,72,92,20.8,1012,24,5,193,4,Guatemala
2020-10-23,23,15,0.0,10.2,4,42,12:44 PM,No moonset,05:55 AM,05:38 PM,17,19,19,19,6,63,92,16.0,1012,23,9,246,4,Guatemala
2020-10-24,25,16,0.0,7.3,5,49,01:32 PM,12:18 AM,05:56 AM,05:37 PM,17,19,20,19,7,73,89,10.6,1012,25,7,207,5,Guatemala
2020-10-25,24,16,0.0,7.3,5,56,02:14 PM,01:12 AM,05:56 AM,05:37 PM,17,19,19,19,8,70,90,11.0,1012,24,7,188,5,Guatemala
2020-10-26,25,15,0.0,8.8,4,64,02:54 PM,02:02 AM,05:56 AM,05:36 PM,17,18,19,18,7,76,92,12.3,1011,25,7,233,4,Guatemala
2020-10-27,24,15,0.0,8.8,5,71,03:31 PM,02:51 AM,05:56 AM,05:36 PM,16,18,19,18,6,59,89,3.6,1011,24,7,228,4,Guatemala
2020-10-28,24,15,0.0,10.2,5,78,04:06 PM,03:38 AM,05:57 AM,05:35 PM,17,19,19,19,7,63,91,10.7,1011,24,7,224,4,Guatemala
2020-10-29,22,16,0.0,7.3,4,85,04:41 PM,04:23 AM,05:57 AM,05:35 PM,17,18,19,18,7,77,92,18.1,1012,22,8,170,4,Guatemala
2020-10-30,23,15,0.0,8.7,4,93,05:16 PM,05:10 AM,05:57 AM,05:34 PM,16,18,18,18,11,70,90,10.0,1014,23,6,189,7,Guatemala
2020-10-31,23,14,0.0,10.2,4,97,05:53 PM,05:56 AM,05:58 AM,05:34 PM,15,18,19,18,13,57,87,1.0,1016,23,6,184,9,Guatemala
2020-11-01,23,15,0.0,5.9,4,89,06:31 PM,06:43 AM,05:58 AM,05:34 PM,15,18,18,18,14,75,87,2.1,1015,23,7,183,10,Guatemala
2020-11-02,20,14,0.0,10.2,4,81,07:13 PM,07:33 AM,05:58 AM,05:33 PM,14,16,17,16,21,48,83,0.4,1014,20,8,221,14,Guatemala
2020-11-03,20,14,0.0,7.3,4,74,07:59 PM,08:24 AM,05:59 AM,05:33 PM,13,16,16,16,19,63,83,1.0,1013,20,10,263,13,Guatemala
2020-11-04,20,14,0.0,10.2,4,66,08:47 PM,09:17 AM,05:59 AM,05:33 PM,14,16,16,16,18,54,85,1.2,1013,20,9,263,13,Guatemala
2020-11-05,18,15,0.0,5.9,4,58,09:40 PM,10:09 AM,05:59 AM,05:32 PM,16,16,16,16,6,96,98,38.4,1010,18,8,240,4,Guatemala
2020-11-06,17,16,0.0,5.7,4,51,10:34 PM,11:02 AM,06:00 AM,05:32 PM,16,16,16,16,4,90,98,11.2,1010,17,6,222,3,Guatemala
2020-11-07,23,15,0.0,8.6,4,43,11:31 PM,11:53 AM,06:00 AM,05:32 PM,17,18,19,18,8,72,92,13.0,1011,23,7,62,5,Guatemala
2020-11-08,23,15,0.0,7.1,4,36,No moonrise,12:42 PM,06:00 AM,05:32 PM,17,18,19,18,6,74,92,12.7,1013,23,7,98,4,Guatemala
2020-11-09,22,16,0.0,5.7,4,28,12:28 AM,01:29 PM,06:01 AM,05:31 PM,17,18,19,18,5,76,94,7.4,1013,22,8,148,4,Guatemala
2020-11-10,23,15,0.0,4.2,4,21,01:26 AM,02:14 PM,06:01 AM,05:31 PM,16,18,19,18,6,72,90,1.2,1012,23,7,222,4,Guatemala
2020-11-11,24,15,0.0,5.7,5,13,02:23 AM,02:58 PM,06:02 AM,05:31 PM,17,19,19,19,4,75,89,2.1,1013,24,5,189,2,Guatemala
2020-11-12,24,14,0.0,8.7,5,6,03:21 AM,03:43 PM,06:02 AM,05:31 PM,15,19,20,19,9,42,83,0.0,1014,24,7,145,5,Guatemala
2020-11-13,24,13,0.0,8.7,5,0,04:20 AM,04:29 PM,06:02 AM,05:31 PM,15,19,20,19,9,38,83,0.0,1015,24,7,188,5,Guatemala
2020-11-14,24,13,0.0,5.7,4,0,05:22 AM,05:19 PM,06:03 AM,05:31 PM,16,18,18,18,8,63,88,10.5,1014,24,7,215,5,Guatemala
2020-11-15,24,14,0.0,5.7,5,0,06:26 AM,06:12 PM,06:03 AM,05:30 PM,16,19,19,19,8,62,87,7.3,1013,24,9,192,5,Guatemala
2020-11-16,23,14,0.0,7.2,4,2,07:31 AM,07:09 PM,06:04 AM,05:30 PM,15,18,19,18,14,52,85,1.9,1014,23,8,223,9,Guatemala
2020-11-17,21,14,0.0,7.2,4,9,08:36 AM,08:08 PM,06:04 AM,05:30 PM,14,17,17,17,16,45,83,0.2,1013,21,9,262,11,Guatemala
2020-11-18,16,11,0.0,4.2,4,17,09:38 AM,09:09 PM,06:05 AM,05:30 PM,14,14,15,14,14,79,95,18.9,1013,16,8,174,9,Guatemala
2020-11-19,21,15,0.0,4.2,4,24,10:35 AM,10:08 PM,06:05 AM,05:30 PM,16,17,17,17,12,85,95,18.5,1015,21,6,12,8,Guatemala
2020-11-20,22,15,0.0,4.2,4,32,11:27 AM,11:04 PM,06:06 AM,05:30 PM,16,18,18,18,13,75,89,4.2,1015,22,6,139,9,Guatemala
2020-11-21,19,16,0.0,5.7,4,39,12:12 PM,11:57 PM,06:06 AM,05:30 PM,15,17,17,17,14,60,91,1.3,1014,19,7,224,10,Guatemala
2020-11-22,20,16,0.0,4.2,4,47,12:53 PM,No moonset,06:07 AM,05:30 PM,16,17,17,17,14,79,92,6.3,1013,20,7,137,10,Guatemala
2020-11-23,21,14,0.0,5.7,4,54,01:31 PM,12:47 AM,06:07 AM,05:30 PM,15,17,17,17,15,58,87,0.9,1014,21,9,184,10,Guatemala
2020-11-24,22,14,0.0,7.2,4,62,02:07 PM,01:35 AM,06:08 AM,05:30 PM,15,17,17,17,12,56,87,0.7,1015,22,9,59,9,Guatemala
2020-11-25,24,15,0.0,5.7,4,70,02:42 PM,02:20 AM,06:08 AM,05:30 PM,16,18,19,18,10,76,88,4.8,1015,24,5,16,7,Guatemala
2020-11-26,23,14,0.0,5.7,4,77,03:17 PM,03:06 AM,06:09 AM,05:31 PM,16,18,18,18,11,70,88,6.5,1014,23,7,147,8,Guatemala
2020-11-27,23,15,0.0,5.7,5,85,03:53 PM,03:53 AM,06:09 AM,05:31 PM,16,19,19,19,9,79,89,5.5,1014,23,6,106,6,Guatemala
2020-11-28,24,16,0.0,5.7,5,92,04:30 PM,04:39 AM,06:10 AM,05:31 PM,16,19,19,19,7,78,89,2.6,1014,24,6,37,5,Guatemala
2020-11-29,25,15,0.0,7.2,4,100,05:12 PM,05:29 AM,06:10 AM,05:31 PM,16,18,19,18,6,67,89,4.0,1014,25,7,68,4,Guatemala
2020-11-30,23,14,0.0,7.2,5,100,05:56 PM,06:19 AM,06:11 AM,05:31 PM,14,19,20,19,11,52,83,0.3,1015,23,6,179,7,Guatemala
2020-12-01,20,13,0.0,5.7,4,89,06:44 PM,07:12 AM,06:12 AM,05:31 PM,14,16,16,16,15,63,85,0.4,1016,20,8,51,11,Guatemala
2020-12-02,24,12,0.0,7.2,4,82,07:36 PM,08:05 AM,06:12 AM,05:32 PM,14,17,18,17,10,50,86,3.6,1015,24,8,107,7,Guatemala
2020-12-03,24,14,0.0,7.2,4,75,08:30 PM,08:59 AM,06:13 AM,05:32 PM,15,18,18,18,9,69,88,3.1,1014,24,6,107,6,Guatemala
2020-12-04,23,15,0.0,7.2,4,67,09:26 PM,09:50 AM,06:13 AM,05:32 PM,15,18,18,18,9,73,87,1.4,1015,23,6,59,6,Guatemala
2020-12-05,23,14,0.0,7.2,4,60,10:22 PM,10:39 AM,06:14 AM,05:32 PM,16,18,18,18,9,60,90,5.0,1016,23,6,108,6,Guatemala
2020-12-06,22,15,0.0,7.2,4,53,11:18 PM,11:26 AM,06:14 AM,05:33 PM,16,18,18,18,7,76,90,2.5,1014,22,5,71,5,Guatemala
2020-12-07,22,14,0.0,7.2,4,46,No moonrise,12:10 PM,06:15 AM,05:33 PM,14,17,18,17,15,63,86,0.4,1015,22,6,184,10,Guatemala
2020-12-08,20,12,0.0,8.7,5,38,12:13 AM,12:53 PM,06:15 AM,05:33 PM,12,15,15,15,17,37,84,0.0,1018,20,10,99,12,Guatemala
2020-12-09,18,12,0.0,8.7,5,31,01:09 AM,01:36 PM,06:16 AM,05:34 PM,12,13,14,13,16,35,86,0.0,1019,18,9,11,11,Guatemala
2020-12-10,23,9,0.0,8.7,5,24,02:05 AM,02:19 PM,06:17 AM,05:34 PM,10,15,17,15,11,15,76,0.0,1017,23,10,58,7,Guatemala
2020-12-11,25,12,0.0,8.7,5,17,03:04 AM,03:06 PM,06:17 AM,05:34 PM,14,18,19,18,6,33,83,0.0,1014,25,7,98,4,Guatemala
2020-12-12,27,14,0.0,8.7,5,9,04:05 AM,03:56 PM,06:18 AM,05:35 PM,14,20,21,20,6,33,80,0.2,1014,27,7,214,4,Guatemala
2020-12-13,26,14,0.0,7.2,5,2,05:08 AM,04:50 PM,06:18 AM,05:35 PM,15,19,19,19,7,40,82,0.1,1015,26,6,96,5,Guatemala
2020-12-14,25,14,0.0,7.2,5,0,06:13 AM,05:48 PM,06:19 AM,05:35 PM,15,19,20,19,8,41,82,0.7,1015,25,7,188,5,Guatemala
2020-12-15,25,14,0.0,8.7,5,0,07:18 AM,06:49 PM,06:19 AM,05:36 PM,14,19,20,19,8,38,83,0.3,1014,25,6,233,5,Guatemala
2020-12-16,27,13,0.0,7.2,5,5,08:18 AM,07:51 PM,06:20 AM,05:36 PM,14,19,20,19,5,29,78,0.7,1013,27,10,236,3,Guatemala
2020-12-17,22,14,0.0,7.2,4,12,09:14 AM,08:50 PM,06:20 AM,05:37 PM,14,17,17,17,14,62,88,6.2,1015,22,5,141,9,Guatemala
2020-12-18,22,13,0.0,8.7,5,20,10:04 AM,09:47 PM,06:21 AM,05:37 PM,13,16,18,16,14,36,83,0.0,1017,22,9,143,10,Guatemala
2020-12-19,24,13,0.0,8.7,5,27,10:48 AM,10:39 PM,06:21 AM,05:38 PM,12,18,19,18,12,21,73,0.0,1016,24,9,57,8,Guatemala
2020-12-20,25,12,0.0,8.7,6,34,11:29 AM,11:29 PM,06:22 AM,05:38 PM,12,18,19,18,12,16,76,0.0,1015,25,10,143,7,Guatemala
2020-12-21,22,14,0.0,5.7,4,41,12:05 PM,No moonset,06:22 AM,05:39 PM,14,17,19,17,14,54,84,0.2,1016,22,9,144,10,Guatemala
2020-12-22,22,14,0.0,8.7,5,49,12:41 PM,12:15 AM,06:23 AM,05:39 PM,14,17,18,17,14,45,83,0.0,1016,22,8,102,10,Guatemala
2020-12-23,25,14,0.0,7.2,4,56,01:16 PM,01:02 AM,06:23 AM,05:40 PM,14,18,18,18,10,50,82,0.6,1015,25,9,154,7,Guatemala
2020-12-24,27,14,0.0,7.2,5,63,01:51 PM,01:48 AM,06:24 AM,05:40 PM,15,22,22,21,8,50,78,0.5,1015,27,7,189,5,Guatemala
2020-12-25,21,12,0.0,8.7,5,70,02:28 PM,02:34 AM,06:24 AM,05:41 PM,12,16,16,16,23,27,78,0.0,1017,21,10,50,16,Guatemala
2020-12-26,21,10,0.0,8.7,4,78,03:08 PM,03:22 AM,06:25 AM,05:41 PM,11,15,16,15,12,39,81,0.5,1016,21,9,18,9,Guatemala
2020-12-27,24,12,0.0,7.2,4,85,03:51 PM,04:12 AM,06:25 AM,05:42 PM,12,17,18,17,9,45,81,0.1,1015,24,8,23,6,Guatemala
2020-12-28,22,12,0.0,8.7,5,92,04:38 PM,05:05 AM,06:26 AM,05:42 PM,11,16,17,16,12,27,78,0.1,1016,22,8,15,9,Guatemala
2020-12-29,22,12,0.0,8.7,4,100,05:30 PM,05:59 AM,06:26 AM,05:43 PM,12,16,18,16,11,45,81,0.1,1016,22,8,13,8,Guatemala
2020-12-30,27,11,0.0,8.7,5,100,06:24 PM,06:53 AM,06:26 AM,05:44 PM,12,18,19,18,9,20,76,0.0,1013,27,7,232,6,Guatemala
2020-12-31,24,13,0.0,7.2,4,89,07:21 PM,07:46 AM,06:27 AM,05:44 PM,13,18,19,18,9,39,80,0.3,1012,24,9,210,7,Guatemala
2021-01-01,26,14,0.0,7.2,5,79,08:17 PM,08:37 AM,06:27 AM,05:45 PM,15,19,20,19,4,44,85,2.1,1014,26,8,213,2,Guatemala
2021-01-02,24,15,0.0,7.2,5,71,09:14 PM,09:25 AM,06:28 AM,05:45 PM,15,19,20,19,10,76,85,1.6,1015,24,6,57,6,Guatemala
2021-01-03,24,15,0.0,7.2,4,64,10:09 PM,10:10 AM,06:28 AM,05:46 PM,15,18,18,18,11,62,84,2.8,1015,24,7,104,7,Guatemala
2021-01-04,24,13,0.0,7.2,4,57,11:04 PM,10:53 AM,06:28 AM,05:46 PM,15,18,19,18,10,63,85,4.8,1015,24,6,151,7,Guatemala
2021-01-05,23,13,0.0,8.7,4,50,11:59 PM,11:35 AM,06:29 AM,05:47 PM,13,18,19,18,11,37,79,2.0,1015,23,8,102,8,Guatemala
2021-01-06,25,12,0.0,8.7,5,42,No moonrise,12:16 PM,06:29 AM,05:48 PM,12,18,19,18,8,15,76,0.0,1014,25,10,231,5,Guatemala
2021-01-07,24,13,0.0,7.2,5,35,12:55 AM,01:00 PM,06:29 AM,05:48 PM,14,19,19,19,7,52,81,2.3,1015,24,7,148,4,Guatemala
2021-01-08,21,13,0.0,5.7,4,28,01:53 AM,01:47 PM,06:29 AM,05:49 PM,14,16,17,16,12,66,86,2.0,1016,21,6,146,8,Guatemala
2021-01-09,21,13,0.0,7.2,4,20,02:52 AM,02:37 PM,06:30 AM,05:49 PM,13,16,16,16,13,55,84,0.2,1016,21,6,15,9,Guatemala
2021-01-10,25,12,0.0,8.7,5,13,03:55 AM,03:32 PM,06:30 AM,05:50 PM,13,18,19,18,9,42,79,0.1,1016,25,7,29,6,Guatemala
2021-01-11,24,13,0.0,8.7,5,6,04:58 AM,04:31 PM,06:30 AM,05:50 PM,14,19,20,19,12,31,79,0.0,1016,24,8,59,8,Guatemala
2021-01-12,22,14,0.0,8.7,5,0,06:00 AM,05:32 PM,06:30 AM,05:51 PM,13,17,19,17,16,35,80,0.0,1016,22,10,141,11,Guatemala
2021-01-13,22,13,0.0,7.2,4,0,06:59 AM,06:32 PM,06:30 AM,05:52 PM,13,17,18,17,15,50,82,0.3,1015,22,9,143,10,Guatemala
2021-01-14,22,13,0.0,5.7,4,1,07:52 AM,07:31 PM,06:31 AM,05:52 PM,14,17,17,17,13,51,82,0.2,1015,22,8,147,9,Guatemala
2021-01-15,26,14,0.0,7.2,4,8,08:39 AM,08:26 PM,06:31 AM,05:53 PM,15,18,19,18,7,69,85,6.3,1013,26,6,73,4,Guatemala
2021-01-16,21,14,0.0,7.2,4,16,09:22 AM,09:18 PM,06:31 AM,05:53 PM,14,16,17,16,14,71,87,1.4,1015,21,7,187,10,Guatemala
2021-01-17,24,12,0.0,7.2,4,23,10:01 AM,10:07 PM,06:31 AM,05:54 PM,13,17,18,17,11,54,83,1.1,1015,24,7,147,7,Guatemala
2021-01-18,23,14,0.0,8.7,4,30,10:38 AM,10:54 PM,06:31 AM,05:54 PM,14,17,18,17,14,51,83,0.1,1015,23,7,18,10,Guatemala
2021-01-19,23,14,0.0,8.7,4,38,11:13 AM,11:41 PM,06:31 AM,05:55 PM,14,18,18,18,13,52,81,0.3,1015,23,8,56,9,Guatemala
2021-01-20,23,14,0.0,8.7,5,45,11:49 AM,No moonset,06:31 AM,05:55 PM,14,17,18,17,16,33,80,0.1,1016,23,10,11,12,Guatemala
2021-01-21,23,13,0.0,7.2,4,52,12:25 PM,12:27 AM,06:31 AM,05:56 PM,14,17,19,17,15,58,82,0.7,1016,23,8,145,11,Guatemala
2021-01-22,27,13,0.0,8.7,6,59,01:03 PM,01:15 AM,06:31 AM,05:57 PM,14,21,21,20,7,25,77,0.0,1014,27,7,274,4,Guatemala
2021-01-23,26,14,0.0,7.2,5,67,01:45 PM,02:04 AM,06:31 AM,05:57 PM,14,20,21,20,6,28,76,0.1,1014,26,8,154,4,Guatemala
2021-01-24,27,13,0.0,8.7,5,74,02:30 PM,02:55 AM,06:31 AM,05:58 PM,13,20,21,20,8,21,75,0.0,1013,27,8,188,5,Guatemala
2021-01-25,26,14,0.0,8.7,5,81,03:20 PM,03:48 AM,06:31 AM,05:58 PM,14,19,20,19,7,35,77,0.1,1012,26,9,230,4,Guatemala
2021-01-26,28,14,0.0,8.7,6,88,04:13 PM,04:42 AM,06:31 AM,05:59 PM,14,21,21,20,5,24,74,0.0,1012,28,9,235,3,Guatemala
2021-01-27,28,14,0.0,8.7,6,96,05:10 PM,05:36 AM,06:31 AM,05:59 PM,12,22,22,21,8,8,67,0.0,1013,28,10,140,5,Guatemala
2021-01-28,23,14,0.0,8.7,4,100,06:07 PM,06:29 AM,06:31 AM,05:59 PM,13,17,18,17,17,54,77,0.6,1016,23,8,224,12,Guatemala
2021-01-29,23,12,0.0,10.2,4,90,07:06 PM,07:19 AM,06:31 AM,06:00 PM,8,17,19,17,21,30,60,0.0,1016,23,10,139,14,Guatemala
2021-01-30,26,11,0.0,11.6,6,82,08:03 PM,08:06 AM,06:30 AM,06:00 PM,12,18,19,18,13,21,74,0.0,1014,26,10,145,8,Guatemala
2021-01-31,29,14,0.0,11.6,5,79,08:59 PM,08:51 AM,06:30 AM,06:01 PM,13,22,22,21,10,27,72,0.0,1013,29,8,16,6,Guatemala
2021-02-01,21,14,0.0,7.3,4,63,09:55 PM,09:34 AM,06:30 AM,06:01 PM,12,16,17,16,18,61,78,0.4,1015,21,10,136,13,Guatemala
2021-02-02,22,11,0.0,11.6,5,55,10:51 PM,10:16 AM,06:30 AM,06:02 PM,10,15,17,15,19,23,73,0.0,1016,22,10,99,14,Guatemala
2021-02-03,25,9,0.0,11.6,5,48,11:48 PM,10:59 AM,06:30 AM,06:02 PM,9,16,18,16,11,18,71,0.0,1016,25,10,32,8,Guatemala
2021-02-04,26,11,0.0,11.6,6,40,No moonrise,11:44 AM,06:29 AM,06:03 PM,11,18,19,18,9,19,73,0.0,1014,26,10,160,6,Guatemala
2021-02-05,26,13,0.0,11.6,6,33,12:46 AM,12:32 PM,06:29 AM,06:03 PM,13,19,20,19,9,19,73,0.0,1013,26,9,236,6,Guatemala
2021-02-06,27,13,0.0,11.6,6,25,01:46 AM,01:24 PM,06:29 AM,06:03 PM,13,20,20,20,9,15,72,0.0,1012,27,8,212,6,Guatemala
2021-02-07,28,15,0.0,11.6,6,18,02:47 AM,02:20 PM,06:29 AM,06:04 PM,13,23,23,22,8,8,67,0.0,1013,28,10,156,5,Guatemala
