date_time,United%20States%2C%20South%20Carolina_maxtempC,United%20States%2C%20South%20Carolina_mintempC,United%20States%2C%20South%20Carolina_totalSnow_cm,United%20States%2C%20South%20Carolina_sunHour,United%20States%2C%20South%20Carolina_uvIndex,United%20States%2C%20South%20Carolina_moon_illumination,United%20States%2C%20South%20Carolina_moonrise,United%20States%2C%20South%20Carolina_moonset,United%20States%2C%20South%20Carolina_sunrise,United%20States%2C%20South%20Carolina_sunset,United%20States%2C%20South%20Carolina_DewPointC,United%20States%2C%20South%20Carolina_FeelsLikeC,United%20States%2C%20South%20Carolina_HeatIndexC,United%20States%2C%20South%20Carolina_WindChillC,United%20States%2C%20South%20Carolina_WindGustKmph,United%20States%2C%20South%20Carolina_cloudcover,United%20States%2C%20South%20Carolina_humidity,United%20States%2C%20South%20Carolina_precipMM,United%20States%2C%20South%20Carolina_pressure,United%20States%2C%20South%20Carolina_tempC,United%20States%2C%20South%20Carolina_visibility,United%20States%2C%20South%20Carolina_winddirDegree,United%20States%2C%20South%20Carolina_windspeedKmph,United%20States%2C%20South%20Carolina_location
2020-08-03,25,18,0.0,9.8,5,97,07:44 PM,05:13 AM,05:30 AM,07:18 PM,22,26,26,23,19,63,92,87.2,1016,25,7,116,11,United%20States%2C%20South%20Carolina
2020-08-04,31,17,0.0,13.3,7,100,08:20 PM,06:14 AM,05:31 AM,07:17 PM,21,27,27,25,23,49,80,71.4,1012,31,8,219,15,United%20States%2C%20South%20Carolina
2020-08-05,33,23,0.0,9.8,6,88,08:52 PM,07:14 AM,05:32 AM,07:16 PM,23,30,30,27,12,71,78,9.3,1015,33,9,190,7,United%20States%2C%20South%20Carolina
2020-08-06,33,24,0.0,8.6,6,81,09:22 PM,08:12 AM,05:32 AM,07:15 PM,23,31,31,28,12,79,79,5.4,1016,33,9,168,7,United%20States%2C%20South%20Carolina
2020-08-07,33,23,0.0,11.0,6,74,09:49 PM,09:09 AM,05:33 AM,07:14 PM,23,31,31,28,17,51,80,7.7,1017,33,7,195,10,United%20States%2C%20South%20Carolina
2020-08-08,33,24,0.0,12.1,6,67,10:15 PM,10:04 AM,05:34 AM,07:13 PM,23,31,31,28,11,56,76,7.1,1018,33,9,210,6,United%20States%2C%20South%20Carolina
2020-08-09,33,24,0.0,8.6,6,59,10:42 PM,10:59 AM,05:35 AM,07:12 PM,22,31,31,28,13,79,77,8.1,1018,33,9,197,7,United%20States%2C%20South%20Carolina
2020-08-10,32,23,0.0,13.8,6,52,11:11 PM,11:54 AM,05:35 AM,07:11 PM,22,31,31,27,6,50,77,4.5,1016,32,10,172,4,United%20States%2C%20South%20Carolina
2020-08-11,32,23,0.0,12.1,6,45,11:43 PM,12:50 PM,05:36 AM,07:09 PM,22,30,30,27,11,69,79,9.8,1014,32,9,165,7,United%20States%2C%20South%20Carolina
2020-08-12,33,24,0.0,9.8,6,38,No moonrise,01:48 PM,05:37 AM,07:08 PM,23,32,32,28,10,68,81,10.6,1014,33,9,197,6,United%20States%2C%20South%20Carolina
2020-08-13,32,23,0.0,12.1,6,30,12:18 AM,02:46 PM,05:38 AM,07:07 PM,23,30,30,27,14,35,79,2.3,1014,32,10,132,8,United%20States%2C%20South%20Carolina
2020-08-14,30,24,0.0,8.6,6,23,12:59 AM,03:45 PM,05:38 AM,07:06 PM,23,30,30,27,9,80,83,13.7,1012,30,9,219,5,United%20States%2C%20South%20Carolina
2020-08-15,32,23,0.0,9.7,6,16,01:48 AM,04:43 PM,05:39 AM,07:05 PM,23,31,31,27,15,72,80,19.7,1010,32,8,224,9,United%20States%2C%20South%20Carolina
2020-08-16,29,24,0.0,9.7,6,8,02:43 AM,05:37 PM,05:40 AM,07:04 PM,23,29,29,26,17,65,85,10.2,1010,29,8,228,10,United%20States%2C%20South%20Carolina
2020-08-17,30,21,0.0,13.6,7,1,03:46 AM,06:26 PM,05:41 AM,07:03 PM,21,28,28,26,14,26,79,0.0,1012,30,9,66,8,United%20States%2C%20South%20Carolina
2020-08-18,30,22,0.0,12.1,6,0,04:54 AM,07:11 PM,05:41 AM,07:01 PM,21,28,28,25,11,57,79,20.7,1012,30,8,171,6,United%20States%2C%20South%20Carolina
2020-08-19,28,22,0.0,8.5,6,0,06:04 AM,07:50 PM,05:42 AM,07:00 PM,21,27,27,25,8,78,84,14.7,1012,28,9,120,5,United%20States%2C%20South%20Carolina
2020-08-20,31,23,0.0,8.2,6,6,07:14 AM,08:26 PM,05:43 AM,06:59 PM,22,29,29,26,13,78,81,20.5,1013,31,8,118,7,United%20States%2C%20South%20Carolina
2020-08-21,26,23,0.0,12.0,5,13,08:24 AM,09:01 PM,05:44 AM,06:58 PM,22,27,27,24,12,56,87,10.9,1014,26,9,123,6,United%20States%2C%20South%20Carolina
2020-08-22,30,23,0.0,9.5,6,20,09:34 AM,09:35 PM,05:44 AM,06:56 PM,22,28,28,26,17,59,82,5.6,1015,30,8,234,10,United%20States%2C%20South%20Carolina
2020-08-23,27,22,0.0,13.1,7,28,10:43 AM,10:09 PM,05:45 AM,06:55 PM,21,27,27,24,14,32,83,0.0,1019,27,10,206,9,United%20States%2C%20South%20Carolina
2020-08-24,31,23,0.0,13.1,6,35,11:52 AM,10:47 PM,05:46 AM,06:54 PM,22,30,30,27,11,52,78,5.1,1019,31,10,197,6,United%20States%2C%20South%20Carolina
2020-08-25,26,24,0.0,10.7,5,42,01:00 PM,11:29 PM,05:46 AM,06:53 PM,22,27,27,24,15,56,88,1.2,1017,26,8,258,9,United%20States%2C%20South%20Carolina
2020-08-26,33,22,0.0,13.0,7,50,02:07 PM,No moonset,05:47 AM,06:51 PM,22,30,30,27,12,30,75,0.0,1016,33,8,214,7,United%20States%2C%20South%20Carolina
2020-08-27,33,24,0.0,13.0,6,57,03:10 PM,12:15 AM,05:48 AM,06:50 PM,22,31,31,28,19,41,74,0.5,1016,33,10,218,12,United%20States%2C%20South%20Carolina
2020-08-28,32,24,0.0,13.0,6,64,04:07 PM,01:08 AM,05:49 AM,06:49 PM,23,31,31,28,20,50,75,1.2,1014,32,10,223,13,United%20States%2C%20South%20Carolina
2020-08-29,28,24,0.0,9.4,6,71,04:58 PM,02:04 AM,05:49 AM,06:47 PM,23,29,29,26,32,60,86,9.2,1009,28,9,225,18,United%20States%2C%20South%20Carolina
2020-08-30,32,23,0.0,11.9,6,79,05:42 PM,03:04 AM,05:50 AM,06:46 PM,22,30,30,27,13,33,77,0.0,1008,32,9,167,8,United%20States%2C%20South%20Carolina
2020-08-31,30,24,0.0,10.7,6,82,06:19 PM,04:04 AM,05:51 AM,06:45 PM,23,30,30,26,23,57,84,37.1,1012,30,7,144,12,United%20States%2C%20South%20Carolina
2020-09-01,31,24,0.0,8.1,6,97,06:53 PM,05:04 AM,05:51 AM,06:43 PM,24,31,31,27,14,76,85,20.9,1014,31,8,124,8,United%20States%2C%20South%20Carolina
2020-09-02,34,25,0.0,10.6,7,100,07:23 PM,06:03 AM,05:52 AM,06:42 PM,24,33,33,29,11,39,77,13.2,1013,34,9,207,6,United%20States%2C%20South%20Carolina
2020-09-03,35,25,0.0,12.9,8,88,07:50 PM,07:00 AM,05:53 AM,06:40 PM,23,33,33,29,20,5,69,0.0,1012,35,10,223,12,United%20States%2C%20South%20Carolina
2020-09-04,33,25,0.0,12.9,7,81,08:17 PM,07:56 AM,05:54 AM,06:39 PM,20,31,31,28,11,18,64,0.0,1014,33,10,213,7,United%20States%2C%20South%20Carolina
2020-09-05,27,23,0.0,8.0,6,73,08:43 PM,08:50 AM,05:54 AM,06:38 PM,20,28,28,25,25,73,76,6.7,1020,27,10,47,17,United%20States%2C%20South%20Carolina
2020-09-06,27,21,0.0,12.8,6,66,09:11 PM,09:46 AM,05:55 AM,06:36 PM,17,24,24,23,24,42,72,0.2,1020,27,10,42,15,United%20States%2C%20South%20Carolina
2020-09-07,28,18,0.0,12.8,6,58,09:41 PM,10:41 AM,05:56 AM,06:35 PM,14,23,23,22,15,0,63,0.0,1016,28,10,80,9,United%20States%2C%20South%20Carolina
2020-09-08,29,20,0.0,11.9,6,50,10:14 PM,11:38 AM,05:56 AM,06:33 PM,20,26,26,24,17,47,82,7.6,1016,29,9,64,11,United%20States%2C%20South%20Carolina
2020-09-09,28,23,0.0,9.3,6,43,10:52 PM,12:35 PM,05:57 AM,06:32 PM,23,27,27,24,22,79,91,19.9,1018,28,9,33,13,United%20States%2C%20South%20Carolina
2020-09-10,30,23,0.0,8.0,6,35,11:37 PM,01:33 PM,05:58 AM,06:31 PM,23,29,29,26,23,83,85,13.5,1019,30,9,27,15,United%20States%2C%20South%20Carolina
2020-09-11,30,24,0.0,9.3,6,28,No moonrise,02:30 PM,05:58 AM,06:29 PM,24,31,31,27,8,61,87,13.5,1016,30,6,150,5,United%20States%2C%20South%20Carolina
2020-09-12,30,23,0.0,7.9,6,20,12:28 AM,03:25 PM,05:59 AM,06:28 PM,23,30,30,26,18,76,86,11.3,1014,30,7,110,10,United%20States%2C%20South%20Carolina
2020-09-13,30,22,0.0,7.7,6,13,01:27 AM,04:15 PM,06:00 AM,06:26 PM,22,28,28,26,12,76,82,2.8,1016,30,8,99,8,United%20States%2C%20South%20Carolina
2020-09-14,31,22,0.0,12.3,6,5,02:31 AM,05:01 PM,06:00 AM,06:25 PM,22,29,29,26,14,38,79,0.8,1017,31,10,73,9,United%20States%2C%20South%20Carolina
2020-09-15,25,19,0.0,11.6,6,0,03:40 AM,05:43 PM,06:01 AM,06:23 PM,17,24,24,22,26,40,76,2.7,1022,25,10,51,18,United%20States%2C%20South%20Carolina
2020-09-16,27,17,0.0,6.1,5,0,04:51 AM,06:20 PM,06:02 AM,06:22 PM,19,23,23,22,24,66,82,7.0,1019,27,10,66,16,United%20States%2C%20South%20Carolina
2020-09-17,27,22,0.0,6.1,5,0,06:02 AM,06:56 PM,06:03 AM,06:21 PM,22,27,27,24,19,82,91,28.5,1013,27,8,112,11,United%20States%2C%20South%20Carolina
2020-09-18,23,19,0.0,6.1,5,2,07:14 AM,07:31 PM,06:03 AM,06:19 PM,21,22,24,22,28,88,92,17.2,1010,23,6,89,17,United%20States%2C%20South%20Carolina
2020-09-19,20,17,0.0,11.6,5,10,08:25 AM,08:06 PM,06:04 AM,06:18 PM,13,19,19,19,32,43,70,0.0,1019,20,10,35,23,United%20States%2C%20South%20Carolina
2020-09-20,21,14,0.0,11.6,5,17,09:38 AM,08:44 PM,06:05 AM,06:16 PM,10,16,17,16,32,20,68,0.0,1025,21,10,37,23,United%20States%2C%20South%20Carolina
2020-09-21,20,12,0.0,11.6,4,25,10:49 AM,09:26 PM,06:05 AM,06:15 PM,10,15,15,15,31,19,71,0.0,1027,20,10,38,21,United%20States%2C%20South%20Carolina
2020-09-22,21,10,0.0,11.6,5,32,11:58 AM,10:11 PM,06:06 AM,06:14 PM,9,15,16,15,16,8,68,0.0,1024,21,10,88,10,United%20States%2C%20South%20Carolina
2020-09-23,25,12,0.0,11.6,4,40,01:04 PM,11:03 PM,06:07 AM,06:12 PM,10,18,19,18,12,23,60,0.0,1018,25,10,253,7,United%20States%2C%20South%20Carolina
2020-09-24,24,15,0.0,11.6,5,47,02:04 PM,11:59 PM,06:08 AM,06:11 PM,11,19,20,19,12,49,60,0.0,1018,24,10,223,7,United%20States%2C%20South%20Carolina
2020-09-25,24,20,0.0,6.0,5,55,02:57 PM,No moonset,06:08 AM,06:09 PM,20,23,23,22,25,73,89,24.8,1017,24,7,138,14,United%20States%2C%20South%20Carolina
2020-09-26,25,20,0.0,7.4,5,62,03:42 PM,12:58 AM,06:09 AM,06:08 PM,20,24,24,22,11,64,89,6.8,1015,25,9,105,7,United%20States%2C%20South%20Carolina
2020-09-27,28,20,0.0,7.4,5,70,04:21 PM,01:58 AM,06:10 AM,06:07 PM,20,25,25,23,8,49,80,1.0,1015,28,10,121,5,United%20States%2C%20South%20Carolina
2020-09-28,27,20,0.0,8.8,5,78,04:55 PM,02:58 AM,06:10 AM,06:05 PM,20,24,24,23,17,56,83,12.9,1013,27,8,201,10,United%20States%2C%20South%20Carolina
2020-09-29,29,21,0.0,6.0,6,85,05:26 PM,03:56 AM,06:11 AM,06:04 PM,21,26,26,24,16,75,86,16.6,1009,29,9,181,10,United%20States%2C%20South%20Carolina
2020-09-30,23,15,0.0,11.6,5,93,05:53 PM,04:53 AM,06:12 AM,06:02 PM,14,19,20,19,13,24,74,24.5,1012,23,9,295,9,United%20States%2C%20South%20Carolina
2020-10-01,25,14,0.0,11.6,6,97,06:20 PM,05:49 AM,06:13 AM,06:01 PM,12,19,20,19,16,2,66,0.0,1015,25,10,200,9,United%20States%2C%20South%20Carolina
2020-10-02,21,15,0.0,11.6,5,100,06:46 PM,06:44 AM,06:13 AM,06:00 PM,10,17,18,17,22,13,62,0.0,1016,21,10,62,14,United%20States%2C%20South%20Carolina
2020-10-03,21,12,0.0,8.7,5,89,07:13 PM,07:39 AM,06:14 AM,05:58 PM,10,16,16,16,18,0,70,0.0,1021,21,10,37,11,United%20States%2C%20South%20Carolina
2020-10-04,19,13,0.0,5.8,4,82,07:42 PM,08:34 AM,06:15 AM,05:57 PM,11,15,16,15,22,41,76,0.0,1020,19,10,40,14,United%20States%2C%20South%20Carolina
2020-10-05,23,13,0.0,8.7,5,74,08:14 PM,09:31 AM,06:16 AM,05:56 PM,13,18,19,18,16,3,75,0.0,1020,23,10,82,10,United%20States%2C%20South%20Carolina
2020-10-06,25,15,0.0,8.7,6,67,08:50 PM,10:27 AM,06:16 AM,05:54 PM,15,20,21,20,14,10,76,0.0,1020,25,10,109,8,United%20States%2C%20South%20Carolina
2020-10-07,27,16,0.0,5.7,5,60,09:31 PM,11:25 AM,06:17 AM,05:53 PM,20,23,23,22,11,61,86,0.0,1016,27,6,254,7,United%20States%2C%20South%20Carolina
2020-10-08,27,18,0.0,8.7,5,53,10:18 PM,12:21 PM,06:18 AM,05:52 PM,14,24,24,23,13,22,63,0.0,1017,27,10,142,8,United%20States%2C%20South%20Carolina
2020-10-09,26,18,0.0,7.2,5,45,11:13 PM,01:16 PM,06:19 AM,05:50 PM,16,22,22,21,18,42,74,0.9,1021,26,10,110,11,United%20States%2C%20South%20Carolina
2020-10-10,23,20,0.0,5.7,5,38,No moonrise,02:07 PM,06:20 AM,05:49 PM,18,21,21,21,15,61,83,1.3,1020,23,9,116,9,United%20States%2C%20South%20Carolina
2020-10-11,26,21,0.0,4.2,5,31,12:13 AM,02:53 PM,06:20 AM,05:48 PM,21,25,25,23,30,88,90,37.7,1015,26,7,130,16,United%20States%2C%20South%20Carolina
2020-10-12,27,21,0.0,5.7,5,23,01:18 AM,03:36 PM,06:21 AM,05:47 PM,21,26,26,24,16,47,84,0.2,1010,27,6,231,10,United%20States%2C%20South%20Carolina
2020-10-13,27,19,0.0,7.2,5,16,02:26 AM,04:13 PM,06:22 AM,05:45 PM,19,24,24,23,12,47,81,0.5,1012,27,7,250,8,United%20States%2C%20South%20Carolina
2020-10-14,23,14,0.0,8.7,5,9,03:37 AM,04:49 PM,06:23 AM,05:44 PM,9,18,19,18,20,1,57,0.0,1018,23,10,41,12,United%20States%2C%20South%20Carolina
2020-10-15,26,15,0.0,8.7,6,2,04:48 AM,05:24 PM,06:24 AM,05:43 PM,14,20,20,20,12,8,70,0.0,1018,26,10,142,7,United%20States%2C%20South%20Carolina
2020-10-16,21,15,0.0,4.2,4,0,06:00 AM,05:59 PM,06:24 AM,05:42 PM,17,19,19,19,21,67,90,7.6,1017,21,10,97,13,United%20States%2C%20South%20Carolina
2020-10-17,17,10,0.0,8.7,4,0,07:13 AM,06:36 PM,06:25 AM,05:40 PM,5,12,13,12,23,8,61,0.0,1026,17,10,36,15,United%20States%2C%20South%20Carolina
2020-10-18,21,9,0.0,8.7,5,5,08:27 AM,07:17 PM,06:26 AM,05:39 PM,7,14,15,14,18,3,63,0.0,1026,21,10,45,10,United%20States%2C%20South%20Carolina
2020-10-19,24,14,0.0,8.7,4,13,09:40 AM,08:02 PM,06:27 AM,05:38 PM,14,18,19,18,16,15,79,0.0,1024,24,7,48,9,United%20States%2C%20South%20Carolina
2020-10-20,27,18,0.0,7.2,5,20,10:51 AM,08:53 PM,06:28 AM,05:37 PM,18,23,23,22,16,67,79,1.4,1022,27,10,60,10,United%20States%2C%20South%20Carolina
2020-10-21,27,19,0.0,8.7,5,27,11:56 AM,09:50 PM,06:29 AM,05:36 PM,19,23,23,22,17,34,81,0.1,1022,27,8,77,10,United%20States%2C%20South%20Carolina
2020-10-22,26,19,0.0,7.2,5,35,12:53 PM,10:50 PM,06:29 AM,05:34 PM,17,23,23,22,15,47,78,0.2,1022,26,9,68,9,United%20States%2C%20South%20Carolina
2020-10-23,26,18,0.0,8.7,6,42,01:42 PM,11:51 PM,06:30 AM,05:33 PM,16,22,22,21,12,20,75,0.0,1020,26,10,72,8,United%20States%2C%20South%20Carolina
2020-10-24,27,19,0.0,8.7,5,49,02:23 PM,No moonset,06:31 AM,05:32 PM,18,23,23,22,7,38,80,2.0,1017,27,7,173,4,United%20States%2C%20South%20Carolina
2020-10-25,24,19,0.0,4.1,5,56,02:59 PM,12:51 AM,06:32 AM,05:31 PM,18,21,22,21,12,70,86,8.0,1015,24,9,178,7,United%20States%2C%20South%20Carolina
2020-10-26,22,16,0.0,5.6,4,64,03:30 PM,01:51 AM,06:33 AM,05:30 PM,16,18,19,18,16,62,85,0.0,1019,22,10,36,11,United%20States%2C%20South%20Carolina
2020-10-27,25,20,0.0,8.7,6,71,03:58 PM,02:48 AM,06:34 AM,05:29 PM,15,22,22,22,9,42,67,0.0,1021,25,10,162,5,United%20States%2C%20South%20Carolina
2020-10-28,25,18,0.0,8.7,6,78,04:24 PM,03:44 AM,06:35 AM,05:28 PM,16,21,23,21,8,25,71,0.0,1020,25,10,148,5,United%20States%2C%20South%20Carolina
2020-10-29,27,19,0.0,4.1,5,85,04:50 PM,04:38 AM,06:36 AM,05:27 PM,20,25,25,23,38,66,83,0.6,1008,27,10,188,24,United%20States%2C%20South%20Carolina
2020-10-30,20,15,0.0,7.2,4,93,05:17 PM,05:34 AM,06:37 AM,05:26 PM,15,19,20,19,30,61,76,2.8,1011,20,10,212,20,United%20States%2C%20South%20Carolina
2020-10-31,17,10,0.0,8.7,3,97,05:45 PM,06:29 AM,06:38 AM,05:25 PM,6,12,13,12,23,21,64,0.0,1027,17,10,47,15,United%20States%2C%20South%20Carolina
2020-11-01,21,12,0.0,7.2,4,89,06:15 PM,07:25 AM,06:38 AM,05:24 PM,12,16,16,16,27,54,74,0.7,1020,21,10,171,17,United%20States%2C%20South%20Carolina
2020-11-02,12,5,0.0,8.7,3,81,06:50 PM,08:22 AM,06:39 AM,05:23 PM,-4,6,9,6,25,1,42,0.0,1023,12,10,313,17,United%20States%2C%20South%20Carolina
2020-11-03,17,5,0.0,8.7,4,74,07:29 PM,09:20 AM,06:40 AM,05:22 PM,-1,10,11,10,13,1,45,0.0,1025,17,10,239,8,United%20States%2C%20South%20Carolina
2020-11-04,19,9,0.0,8.7,4,66,08:14 PM,10:16 AM,06:41 AM,05:21 PM,3,14,14,14,11,0,49,0.0,1029,19,10,77,7,United%20States%2C%20South%20Carolina
2020-11-05,22,11,0.0,8.7,5,58,09:06 PM,11:12 AM,06:42 AM,05:20 PM,8,16,17,16,16,27,59,0.0,1029,22,10,54,9,United%20States%2C%20South%20Carolina
2020-11-06,22,14,0.0,7.1,4,51,10:03 PM,12:03 PM,06:43 AM,05:19 PM,14,17,18,17,20,36,80,0.0,1025,22,10,37,12,United%20States%2C%20South%20Carolina
2020-11-07,24,16,0.0,7.1,5,43,11:04 PM,12:50 PM,06:44 AM,05:19 PM,16,19,20,19,22,47,81,0.5,1025,24,6,57,13,United%20States%2C%20South%20Carolina
2020-11-08,25,17,0.0,7.1,5,36,No moonrise,01:32 PM,06:45 AM,05:18 PM,17,20,21,20,24,53,82,0.4,1025,25,10,61,16,United%20States%2C%20South%20Carolina
2020-11-09,25,18,0.0,7.1,5,28,12:09 AM,02:10 PM,06:46 AM,05:17 PM,17,20,21,20,27,51,81,0.8,1023,25,10,70,18,United%20States%2C%20South%20Carolina
2020-11-10,26,18,0.0,7.1,5,21,01:16 AM,02:45 PM,06:47 AM,05:16 PM,18,22,22,21,23,40,84,1.4,1020,26,7,95,14,United%20States%2C%20South%20Carolina
2020-11-11,24,20,0.0,4.0,5,13,02:24 AM,03:19 PM,06:48 AM,05:15 PM,21,24,24,22,26,79,93,25.7,1016,24,7,149,15,United%20States%2C%20South%20Carolina
2020-11-12,23,21,0.0,4.0,5,6,03:34 AM,03:53 PM,06:49 AM,05:15 PM,21,24,24,22,25,78,92,15.8,1013,23,9,197,15,United%20States%2C%20South%20Carolina
2020-11-13,23,15,0.0,4.0,5,0,04:45 AM,04:27 PM,06:50 AM,05:14 PM,17,19,20,19,19,74,87,0.3,1014,23,6,68,13,United%20States%2C%20South%20Carolina
2020-11-14,18,12,0.0,8.7,4,0,05:58 AM,05:06 PM,06:51 AM,05:13 PM,7,14,15,14,19,11,60,0.0,1022,18,10,53,12,United%20States%2C%20South%20Carolina
2020-11-15,24,14,0.0,5.6,5,0,07:13 AM,05:49 PM,06:52 AM,05:13 PM,14,19,20,19,26,54,75,0.3,1017,24,10,192,16,United%20States%2C%20South%20Carolina
2020-11-16,16,10,0.0,8.7,4,2,08:26 AM,06:38 PM,06:53 AM,05:12 PM,2,13,14,13,17,8,45,0.1,1021,16,10,284,11,United%20States%2C%20South%20Carolina
2020-11-17,17,8,0.0,8.7,4,9,09:37 AM,07:34 PM,06:54 AM,05:12 PM,1,11,12,11,22,0,50,0.0,1024,17,10,279,13,United%20States%2C%20South%20Carolina
2020-11-18,10,4,0.0,8.7,3,17,10:40 AM,08:34 PM,06:55 AM,05:11 PM,-4,4,7,4,23,0,48,0.0,1033,10,10,44,15,United%20States%2C%20South%20Carolina
2020-11-19,13,2,0.0,8.7,3,24,11:35 AM,09:38 PM,06:56 AM,05:11 PM,-2,6,7,6,11,0,53,0.0,1036,13,10,50,7,United%20States%2C%20South%20Carolina
2020-11-20,21,9,0.0,8.7,5,32,12:21 PM,10:40 PM,06:57 AM,05:10 PM,9,14,14,14,6,0,72,0.0,1033,21,10,118,3,United%20States%2C%20South%20Carolina
2020-11-21,22,12,0.0,8.7,5,39,12:59 PM,11:42 PM,06:58 AM,05:10 PM,11,16,17,16,6,0,72,0.0,1028,22,10,227,3,United%20States%2C%20South%20Carolina
2020-11-22,20,13,0.0,7.1,4,47,01:33 PM,No moonset,06:59 AM,05:09 PM,12,16,16,16,9,30,80,0.0,1024,20,10,148,5,United%20States%2C%20South%20Carolina
2020-11-23,16,11,0.0,8.7,4,54,02:01 PM,12:40 AM,07:00 AM,05:09 PM,8,14,14,14,21,29,67,0.1,1020,16,10,230,14,United%20States%2C%20South%20Carolina
2020-11-24,13,6,0.0,8.7,3,62,02:28 PM,01:37 AM,07:01 AM,05:09 PM,0,7,9,7,18,7,56,0.0,1028,13,10,55,11,United%20States%2C%20South%20Carolina
2020-11-25,16,7,0.0,3.8,3,70,02:54 PM,02:32 AM,07:01 AM,05:08 PM,7,10,11,10,16,57,74,0.0,1027,16,10,99,8,United%20States%2C%20South%20Carolina
2020-11-26,23,11,0.0,7.1,4,77,03:20 PM,03:27 AM,07:02 AM,05:08 PM,16,18,19,18,22,65,85,1.4,1020,23,7,205,13,United%20States%2C%20South%20Carolina
2020-11-27,21,16,0.0,3.8,4,85,03:48 PM,04:22 AM,07:03 AM,05:08 PM,16,18,19,18,13,71,90,12.0,1017,21,9,267,8,United%20States%2C%20South%20Carolina
2020-11-28,17,14,0.0,8.7,4,92,04:17 PM,05:18 AM,07:04 AM,05:08 PM,11,15,15,15,7,37,74,0.1,1017,17,10,136,4,United%20States%2C%20South%20Carolina
2020-11-29,17,10,0.0,8.7,3,100,04:50 PM,06:15 AM,07:05 AM,05:07 PM,7,13,13,13,16,29,69,1.5,1020,17,10,84,10,United%20States%2C%20South%20Carolina
2020-11-30,21,13,0.0,7.1,4,100,05:28 PM,07:13 AM,07:06 AM,05:07 PM,13,18,18,18,35,55,78,20.9,1005,21,8,204,23,United%20States%2C%20South%20Carolina
2020-12-01,8,4,0.0,8.7,3,89,06:11 PM,08:11 AM,07:07 AM,05:07 PM,-2,2,6,2,31,16,57,0.0,1014,8,10,257,22,United%20States%2C%20South%20Carolina
2020-12-02,9,0,0.0,8.7,3,82,07:01 PM,09:08 AM,07:08 AM,05:07 PM,-4,2,5,2,15,0,53,0.0,1024,9,10,275,9,United%20States%2C%20South%20Carolina
2020-12-03,14,4,0.0,8.7,3,75,07:57 PM,10:01 AM,07:09 AM,05:07 PM,-1,8,8,8,7,4,53,0.0,1028,14,10,215,4,United%20States%2C%20South%20Carolina
2020-12-04,18,7,0.0,8.7,3,67,08:57 PM,10:49 AM,07:10 AM,05:07 PM,6,12,12,12,10,38,69,0.0,1022,18,10,178,6,United%20States%2C%20South%20Carolina
2020-12-05,13,8,0.0,8.7,4,60,10:01 PM,11:32 AM,07:10 AM,05:07 PM,6,10,12,10,38,32,68,3.0,1013,13,10,279,25,United%20States%2C%20South%20Carolina
2020-12-06,13,5,0.0,8.7,3,53,11:05 PM,12:10 PM,07:11 AM,05:07 PM,2,7,8,7,11,11,65,0.0,1016,13,10,140,7,United%20States%2C%20South%20Carolina
2020-12-07,11,7,0.0,3.7,3,46,No moonrise,12:45 PM,07:12 AM,05:07 PM,6,8,9,8,17,68,78,2.8,1010,11,8,151,11,United%20States%2C%20South%20Carolina
2020-12-08,8,1,0.0,8.7,2,38,12:11 AM,01:18 PM,07:13 AM,05:07 PM,-3,1,4,1,22,3,62,0.0,1016,8,10,315,15,United%20States%2C%20South%20Carolina
2020-12-09,11,2,0.0,8.7,3,31,01:17 AM,01:50 PM,07:14 AM,05:07 PM,-1,3,5,3,17,12,61,0.0,1017,11,10,245,10,United%20States%2C%20South%20Carolina
2020-12-10,15,6,0.0,8.7,4,24,02:25 AM,02:23 PM,07:14 AM,05:08 PM,4,8,9,8,13,3,72,0.0,1020,15,10,148,7,United%20States%2C%20South%20Carolina
2020-12-11,18,7,0.0,8.7,4,17,03:35 AM,02:58 PM,07:15 AM,05:08 PM,8,12,12,12,11,8,76,0.0,1022,18,10,135,6,United%20States%2C%20South%20Carolina
2020-12-12,19,11,0.0,8.7,5,9,04:46 AM,03:38 PM,07:16 AM,05:08 PM,10,14,14,14,18,28,74,0.0,1020,19,10,210,11,United%20States%2C%20South%20Carolina
2020-12-13,17,13,0.0,3.7,4,2,05:59 AM,04:22 PM,07:16 AM,05:08 PM,12,14,15,14,18,68,85,0.5,1019,17,10,210,10,United%20States%2C%20South%20Carolina
2020-12-14,18,9,0.0,7.0,4,0,07:12 AM,05:15 PM,07:17 AM,05:09 PM,11,14,15,14,37,35,78,1.5,1011,18,9,244,24,United%20States%2C%20South%20Carolina
2020-12-15,8,4,0.0,8.7,2,0,08:20 AM,06:14 PM,07:18 AM,05:09 PM,-1,3,6,3,27,17,61,0.0,1023,8,10,43,19,United%20States%2C%20South%20Carolina
2020-12-16,7,5,0.0,3.7,2,5,09:21 AM,07:18 PM,07:18 AM,05:09 PM,4,3,6,3,24,89,85,11.8,1016,7,7,160,16,United%20States%2C%20South%20Carolina
2020-12-17,11,4,0.0,8.7,2,12,10:12 AM,08:23 PM,07:19 AM,05:10 PM,4,6,7,6,12,38,81,0.0,1016,11,8,163,8,United%20States%2C%20South%20Carolina
2020-12-18,8,4,0.0,8.7,2,20,10:55 AM,09:27 PM,07:20 AM,05:10 PM,-0,3,6,3,20,45,64,0.2,1026,8,10,50,14,United%20States%2C%20South%20Carolina
