date_time,United%20States%2C%20South%20Carolina_maxtempC,United%20States%2C%20South%20Carolina_mintempC,United%20States%2C%20South%20Carolina_totalSnow_cm,United%20States%2C%20South%20Carolina_sunHour,United%20States%2C%20South%20Carolina_uvIndex,United%20States%2C%20South%20Carolina_moon_illumination,United%20States%2C%20South%20Carolina_moonrise,United%20States%2C%20South%20Carolina_moonset,United%20States%2C%20South%20Carolina_sunrise,United%20States%2C%20South%20Carolina_sunset,United%20States%2C%20South%20Carolina_DewPointC,United%20States%2C%20South%20Carolina_FeelsLikeC,United%20States%2C%20South%20Carolina_HeatIndexC,United%20States%2C%20South%20Carolina_WindChillC,United%20States%2C%20South%20Carolina_WindGustKmph,United%20States%2C%20South%20Carolina_cloudcover,United%20States%2C%20South%20Carolina_humidity,United%20States%2C%20South%20Carolina_precipMM,United%20States%2C%20South%20Carolina_pressure,United%20States%2C%20South%20Carolina_tempC,United%20States%2C%20South%20Carolina_visibility,United%20States%2C%20South%20Carolina_winddirDegree,United%20States%2C%20South%20Carolina_windspeedKmph,United%20States%2C%20South%20Carolina_location
2020-12-19,9,1,0.0,8.7,3,27,11:31 AM,10:28 PM,07:20 AM,05:11 PM,-1,3,5,3,11,11,66,0.0,1029,9,10,80,6,United%20States%2C%20South%20Carolina
2020-12-20,8,5,0.0,3.7,2,34,12:02 PM,11:27 PM,07:21 AM,05:11 PM,3,4,6,4,14,85,83,9.5,1020,8,7,57,9,United%20States%2C%20South%20Carolina
2020-12-21,13,5,0.0,7.0,3,41,12:30 PM,No moonset,07:21 AM,05:11 PM,7,8,10,8,17,60,86,22.5,1013,13,8,238,10,United%20States%2C%20South%20Carolina
2020-12-22,12,6,0.0,8.7,3,49,12:57 PM,12:23 AM,07:22 AM,05:12 PM,2,7,9,7,25,0,60,0.0,1019,12,10,246,14,United%20States%2C%20South%20Carolina
2020-12-23,13,4,0.0,7.0,2,56,01:23 PM,01:19 AM,07:22 AM,05:13 PM,2,7,8,7,17,52,66,0.0,1027,13,10,94,10,United%20States%2C%20South%20Carolina
2020-12-24,20,8,0.0,3.7,4,63,01:50 PM,02:14 AM,07:23 AM,05:13 PM,13,16,17,16,47,81,86,18.2,1012,20,7,172,27,United%20States%2C%20South%20Carolina
2020-12-25,4,0,0.0,8.7,2,70,02:18 PM,03:09 AM,07:23 AM,05:14 PM,-4,-1,3,-1,35,38,59,3.3,1012,4,9,259,25,United%20States%2C%20South%20Carolina
2020-12-26,6,-1,0.0,8.7,2,78,02:49 PM,04:06 AM,07:23 AM,05:14 PM,-10,-1,2,-1,13,2,41,0.0,1020,6,10,258,9,United%20States%2C%20South%20Carolina
2020-12-27,10,1,0.0,8.7,3,85,03:26 PM,05:04 AM,07:24 AM,05:15 PM,-3,3,5,3,12,4,57,0.0,1024,10,10,200,7,United%20States%2C%20South%20Carolina
2020-12-28,13,3,0.0,8.7,2,92,04:07 PM,06:02 AM,07:24 AM,05:16 PM,1,5,7,5,18,22,68,0.0,1026,13,10,229,10,United%20States%2C%20South%20Carolina
2020-12-29,11,6,0.0,8.7,3,100,04:55 PM,07:00 AM,07:24 AM,05:16 PM,3,6,8,6,19,21,73,0.0,1030,11,10,131,11,United%20States%2C%20South%20Carolina
2020-12-30,12,2,0.0,7.0,2,100,05:50 PM,07:55 AM,07:25 AM,05:17 PM,2,4,7,4,21,38,71,0.0,1030,12,10,93,13,United%20States%2C%20South%20Carolina
2020-12-31,18,7,0.0,3.7,4,89,06:50 PM,08:46 AM,07:25 AM,05:18 PM,14,14,14,14,12,93,95,4.0,1023,18,6,173,6,United%20States%2C%20South%20Carolina
2021-01-01,16,12,0.0,3.7,4,79,07:54 PM,09:32 AM,07:25 AM,05:19 PM,16,15,16,15,21,90,96,16.6,1022,16,9,93,12,United%20States%2C%20South%20Carolina
2021-01-02,21,11,0.0,3.7,4,71,08:59 PM,10:12 AM,07:25 AM,05:19 PM,18,18,18,18,31,97,93,27.2,1016,21,9,208,19,United%20States%2C%20South%20Carolina
2021-01-03,19,12,0.0,7.0,4,64,10:04 PM,10:48 AM,07:25 AM,05:20 PM,13,17,17,17,30,59,78,22.9,1012,19,9,231,19,United%20States%2C%20South%20Carolina
2021-01-04,12,9,0.0,7.0,3,57,11:09 PM,11:21 AM,07:25 AM,05:21 PM,3,9,10,9,16,51,63,0.0,1016,12,10,165,11,United%20States%2C%20South%20Carolina
2021-01-05,12,6,0.0,7.0,2,50,No moonrise,11:53 AM,07:26 AM,05:22 PM,4,8,9,8,13,44,70,0.2,1015,12,10,241,8,United%20States%2C%20South%20Carolina
2021-01-06,9,3,0.0,8.7,3,42,12:15 AM,12:24 PM,07:26 AM,05:23 PM,1,3,6,3,18,15,72,0.0,1021,9,10,341,11,United%20States%2C%20South%20Carolina
2021-01-07,10,4,0.0,8.7,3,35,01:22 AM,12:57 PM,07:26 AM,05:24 PM,1,5,6,5,12,27,69,0.0,1022,10,10,136,7,United%20States%2C%20South%20Carolina
2021-01-08,6,3,0.0,3.7,1,28,02:30 AM,01:33 PM,07:26 AM,05:24 PM,3,1,5,1,31,98,85,18.8,1013,6,7,97,22,United%20States%2C%20South%20Carolina
2021-01-09,8,-0,0.0,8.7,3,20,03:40 AM,02:13 PM,07:25 AM,05:25 PM,1,2,5,2,19,32,78,1.5,1015,8,10,316,12,United%20States%2C%20South%20Carolina
2021-01-10,11,1,0.0,8.7,3,13,04:51 AM,03:01 PM,07:25 AM,05:26 PM,-1,5,6,5,10,2,65,0.0,1024,11,10,109,6,United%20States%2C%20South%20Carolina
2021-01-11,9,3,0.0,5.4,2,6,05:59 AM,03:56 PM,07:25 AM,05:27 PM,1,5,6,5,10,60,70,4.8,1027,9,9,76,6,United%20States%2C%20South%20Carolina
2021-01-12,12,7,0.0,8.7,3,0,07:03 AM,04:57 PM,07:25 AM,05:28 PM,5,9,9,9,8,40,76,0.3,1025,12,8,243,6,United%20States%2C%20South%20Carolina
2021-01-13,13,6,0.0,7.1,2,0,07:59 AM,06:02 PM,07:25 AM,05:29 PM,6,8,9,8,11,25,83,0.0,1021,13,10,249,7,United%20States%2C%20South%20Carolina
2021-01-14,12,5,0.0,8.7,2,1,08:46 AM,07:08 PM,07:25 AM,05:30 PM,3,6,8,6,18,38,73,0.8,1014,12,10,222,11,United%20States%2C%20South%20Carolina
2021-01-15,13,5,0.0,8.7,2,8,09:26 AM,08:12 PM,07:24 AM,05:31 PM,4,6,8,6,26,29,74,0.1,1009,13,10,221,16,United%20States%2C%20South%20Carolina
2021-01-16,7,2,0.0,7.1,1,16,10:00 AM,09:13 PM,07:24 AM,05:32 PM,-1,1,4,1,30,42,66,0.5,1008,7,10,249,19,United%20States%2C%20South%20Carolina
2021-01-17,9,0,0.0,8.7,2,23,10:30 AM,10:11 PM,07:24 AM,05:33 PM,-1,1,4,1,25,6,68,0.0,1013,9,10,241,16,United%20States%2C%20South%20Carolina
2021-01-18,10,3,0.0,8.7,3,30,10:57 AM,11:08 PM,07:24 AM,05:34 PM,-0,2,6,2,26,13,67,0.0,1015,10,10,257,16,United%20States%2C%20South%20Carolina
2021-01-19,12,2,0.0,8.7,3,38,11:24 AM,No moonset,07:23 AM,05:35 PM,0,5,7,5,19,11,64,0.0,1024,12,10,243,12,United%20States%2C%20South%20Carolina
2021-01-20,12,6,0.0,8.7,3,45,11:50 AM,12:04 AM,07:23 AM,05:36 PM,1,7,8,7,20,13,62,0.0,1023,12,10,277,12,United%20States%2C%20South%20Carolina
2021-01-21,10,4,0.0,7.1,2,52,12:18 PM,12:59 AM,07:22 AM,05:37 PM,1,4,7,4,24,65,67,0.2,1016,10,9,213,14,United%20States%2C%20South%20Carolina
2021-01-22,14,7,0.0,8.7,3,59,12:48 PM,01:55 AM,07:22 AM,05:38 PM,8,10,11,10,12,67,83,0.0,1013,14,7,229,8,United%20States%2C%20South%20Carolina
2021-01-23,9,3,0.0,8.7,3,67,01:22 PM,02:52 AM,07:21 AM,05:39 PM,-4,4,6,4,21,7,47,0.0,1022,9,10,53,14,United%20States%2C%20South%20Carolina
2021-01-24,11,1,0.0,8.7,2,74,02:01 PM,03:50 AM,07:21 AM,05:40 PM,-4,4,5,4,14,32,50,0.1,1025,11,10,120,8,United%20States%2C%20South%20Carolina
2021-01-25,15,2,0.0,3.8,3,81,02:46 PM,04:48 AM,07:20 AM,05:41 PM,9,10,10,10,14,90,89,4.4,1017,15,7,164,8,United%20States%2C%20South%20Carolina
2021-01-26,22,10,0.0,3.8,4,88,03:39 PM,05:45 AM,07:20 AM,05:42 PM,17,18,18,18,32,78,90,8.3,1012,22,9,225,19,United%20States%2C%20South%20Carolina
2021-01-27,15,6,0.0,3.8,3,96,04:37 PM,06:37 AM,07:19 AM,05:43 PM,12,13,14,13,19,77,89,26.2,1013,15,7,178,12,United%20States%2C%20South%20Carolina
2021-01-28,7,2,0.0,7.1,1,100,05:41 PM,07:26 AM,07:19 AM,05:44 PM,1,1,6,1,34,53,71,5.0,1020,7,8,315,25,United%20States%2C%20South%20Carolina
2021-01-29,7,-1,0.0,8.7,2,90,06:47 PM,08:09 AM,07:18 AM,05:45 PM,-8,-1,3,-1,19,5,48,0.0,1029,7,10,262,12,United%20States%2C%20South%20Carolina
2021-01-30,8,0,0.0,8.7,2,82,07:54 PM,08:47 AM,07:17 AM,05:46 PM,-4,2,4,2,13,14,57,0.0,1028,8,10,105,8,United%20States%2C%20South%20Carolina
2021-01-31,14,3,0.0,3.9,3,79,09:01 PM,09:22 AM,07:16 AM,05:47 PM,7,7,10,7,28,92,83,17.1,1017,14,9,163,16,United%20States%2C%20South%20Carolina
2021-02-01,9,7,0.0,3.9,2,63,10:08 PM,09:55 AM,07:16 AM,05:48 PM,7,7,9,7,18,94,89,10.4,1005,9,8,252,12,United%20States%2C%20South%20Carolina
2021-02-02,9,1,0.0,8.7,2,55,11:15 PM,10:26 AM,07:15 AM,05:49 PM,-1,0,4,0,31,50,68,0.2,1008,9,9,320,21,United%20States%2C%20South%20Carolina
2021-02-03,9,-1,0.0,8.7,2,48,No moonrise,10:59 AM,07:14 AM,05:50 PM,-6,0,4,0,26,10,52,0.1,1013,9,10,309,17,United%20States%2C%20South%20Carolina
2021-02-04,10,-0,0.0,8.7,3,40,12:22 AM,11:33 AM,07:13 AM,05:51 PM,-4,3,5,3,15,26,54,0.0,1018,10,10,248,9,United%20States%2C%20South%20Carolina
2021-02-05,13,4,0.0,3.9,3,33,01:31 AM,12:11 PM,07:13 AM,05:52 PM,6,8,10,8,27,81,78,9.0,1010,13,8,231,16,United%20States%2C%20South%20Carolina
2021-02-06,10,3,0.0,7.1,2,25,02:39 AM,12:56 PM,07:12 AM,05:53 PM,1,4,6,4,16,48,67,3.3,1019,10,10,56,10,United%20States%2C%20South%20Carolina
2021-02-07,12,1,0.0,7.1,2,18,03:47 AM,01:46 PM,07:11 AM,05:54 PM,4,4,7,4,21,59,83,12.0,1013,12,9,177,15,United%20States%2C%20South%20Carolina
